ID;Sales;Products;Periods;IndexNumbers_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;IndexNumbers_4;MonthOnMonthDevelopment_5;YearOnYearDevelopment_6
268;Total sales;10100000 Coal and lignite;2000 November;;;;;;
269;Total sales;10100000 Coal and lignite;2000 December;;;;;;
270;Total sales;10100000 Coal and lignite;2000;;;;;;
271;Total sales;10100000 Coal and lignite;2001 January;;;;;;
272;Total sales;10100000 Coal and lignite;2001 February;;;;;;
273;Total sales;10100000 Coal and lignite;2001 March;;;;;;
274;Total sales;10100000 Coal and lignite;2001 April;;;;;;
275;Total sales;10100000 Coal and lignite;2001 May;;;;;;
276;Total sales;10100000 Coal and lignite;2001 June;;;;;;
277;Total sales;10100000 Coal and lignite;2001 July;;;;;;
278;Total sales;10100000 Coal and lignite;2001 August;;;;;;
279;Total sales;10100000 Coal and lignite;2001 September;;;;;;
280;Total sales;10100000 Coal and lignite;2001 October;;;;;;
281;Total sales;10100000 Coal and lignite;2001 November;;;;;;
282;Total sales;10100000 Coal and lignite;2001 December;;;;;;
283;Total sales;10100000 Coal and lignite;2001;;;;;;
284;Total sales;10100000 Coal and lignite;2002 January;;;;;;
285;Total sales;10100000 Coal and lignite;2002 February;;;;;;
286;Total sales;10100000 Coal and lignite;2002 March;;;;;;
287;Total sales;10100000 Coal and lignite;2002 April;;;;;;
288;Total sales;10100000 Coal and lignite;2002 May;;;;;;
289;Total sales;10100000 Coal and lignite;2002 June;;;;;;
290;Total sales;10100000 Coal and lignite;2002 July;;;;;;
291;Total sales;10100000 Coal and lignite;2002 August;;;;;;
292;Total sales;10100000 Coal and lignite;2002 September;;;;;;
293;Total sales;10100000 Coal and lignite;2002 October;;;;;;
294;Total sales;10100000 Coal and lignite;2002 November;;;;;;
295;Total sales;10100000 Coal and lignite;2002 December;;;;;;
296;Total sales;10100000 Coal and lignite;2002;;;;;;
297;Total sales;10100000 Coal and lignite;2003 January;;;;;;
298;Total sales;10100000 Coal and lignite;2003 February;;;;;;
299;Total sales;10100000 Coal and lignite;2003 March;;;;;;
300;Total sales;10100000 Coal and lignite;2003 April;;;;;;
301;Total sales;10100000 Coal and lignite;2003 May;;;;;;
302;Total sales;10100000 Coal and lignite;2003 June;;;;;;
303;Total sales;10100000 Coal and lignite;2003 July;;;;;;
304;Total sales;10100000 Coal and lignite;2003 August;;;;;;
305;Total sales;10100000 Coal and lignite;2003 September;;;;;;
306;Total sales;10100000 Coal and lignite;2003 October;;;;;;
307;Total sales;10100000 Coal and lignite;2003 November;;;;;;
308;Total sales;10100000 Coal and lignite;2003 December;;;;;;
309;Total sales;10100000 Coal and lignite;2003;;;;;;
310;Total sales;10100000 Coal and lignite;2004 January;;;;;;
311;Total sales;10100000 Coal and lignite;2004 February;;;;;;
312;Total sales;10100000 Coal and lignite;2004 March;;;;;;
313;Total sales;10100000 Coal and lignite;2004 April;;;;;;
314;Total sales;10100000 Coal and lignite;2004 May;;;;;;
315;Total sales;10100000 Coal and lignite;2004 June;;;;;;
316;Total sales;10100000 Coal and lignite;2004 July;;;;;;
317;Total sales;10100000 Coal and lignite;2004 August;;;;;;
318;Total sales;10100000 Coal and lignite;2004 September;;;;;;
319;Total sales;10100000 Coal and lignite;2004 October;;;;;;
320;Total sales;10100000 Coal and lignite;2004 November;;;;;;
321;Total sales;10100000 Coal and lignite;2004 December;;;;;;
322;Total sales;10100000 Coal and lignite;2004;;;;;;
323;Total sales;10100000 Coal and lignite;2005 January;;;;;;
324;Total sales;10100000 Coal and lignite;2005 February;;;;;;
325;Total sales;10100000 Coal and lignite;2005 March;;;;;;
326;Total sales;10100000 Coal and lignite;2005 April;;;;;;
327;Total sales;10100000 Coal and lignite;2005 May;;;;;;
328;Total sales;10100000 Coal and lignite;2005 June;;;;;;
329;Total sales;10100000 Coal and lignite;2005 July;;;;;;
330;Total sales;10100000 Coal and lignite;2005 August;;;;;;
331;Total sales;10100000 Coal and lignite;2005 September;;;;;;
332;Total sales;10100000 Coal and lignite;2005 October;;;;;;
333;Total sales;10100000 Coal and lignite;2005 November;;;;;;
334;Total sales;10100000 Coal and lignite;2005 December;;;;;;
335;Total sales;10100000 Coal and lignite;2005;;;;;;
336;Total sales;10100000 Coal and lignite;2006 January;;;;;;
337;Total sales;10100000 Coal and lignite;2006 February;;;;;;
338;Total sales;10100000 Coal and lignite;2006 March;;;;;;
339;Total sales;10100000 Coal and lignite;2006 April;;;;;;
340;Total sales;10100000 Coal and lignite;2006 May;;;;;;
341;Total sales;10100000 Coal and lignite;2006 June;;;;;;
342;Total sales;10100000 Coal and lignite;2006 July;;;;;;
343;Total sales;10100000 Coal and lignite;2006 August;;;;;;
344;Total sales;11101000 Petroleum oils and oils obtaine;2000 January;81.1;;;81.1;;
345;Total sales;11101000 Petroleum oils and oils obtaine;2000 February;91.9;13.3;;91.9;13.3;
346;Total sales;11101000 Petroleum oils and oils obtaine;2000 March;92.7;0.9;;92.7;0.9;
347;Total sales;11101000 Petroleum oils and oils obtaine;2000 April;82.8;-10.7;;82.8;-10.7;
348;Total sales;11101000 Petroleum oils and oils obtaine;2000 May;94.6;14.2;;94.6;14.2;
349;Total sales;11101000 Petroleum oils and oils obtaine;2000 June;98.1;3.7;;98.1;3.7;
350;Total sales;11101000 Petroleum oils and oils obtaine;2000 July;97.8;-0.3;;97.8;-0.3;
351;Total sales;11101000 Petroleum oils and oils obtaine;2000 August;103.0;5.3;;103.0;5.3;
352;Total sales;11101000 Petroleum oils and oils obtaine;2000 September;119.0;15.6;;119.0;15.6;
353;Total sales;11101000 Petroleum oils and oils obtaine;2000 October;119.2;0.1;;119.2;0.1;
354;Total sales;11101000 Petroleum oils and oils obtaine;2000 November;121.8;2.2;;121.8;2.2;
355;Total sales;11101000 Petroleum oils and oils obtaine;2000 December;97.9;-19.6;;97.9;-19.6;
356;Total sales;11101000 Petroleum oils and oils obtaine;2000;100.0;;;100.0;;
357;Total sales;11101000 Petroleum oils and oils obtaine;2001 January;90.7;-7.4;11.8;90.7;-7.4;11.8
358;Total sales;11101000 Petroleum oils and oils obtaine;2001 February;97.5;7.5;6.1;97.5;7.5;6.1
359;Total sales;11101000 Petroleum oils and oils obtaine;2001 March;90.0;-7.7;-3.0;90.0;-7.7;-3.0
360;Total sales;11101000 Petroleum oils and oils obtaine;2001 April;93.6;4.0;13.0;93.6;4.0;13.0
361;Total sales;11101000 Petroleum oils and oils obtaine;2001 May;98.5;5.3;4.2;98.5;5.3;4.2
362;Total sales;11101000 Petroleum oils and oils obtaine;2001 June;104.3;5.8;6.3;104.3;5.8;6.3
363;Total sales;11101000 Petroleum oils and oils obtaine;2001 July;92.4;-11.3;-5.5;92.4;-11.3;-5.5
364;Total sales;11101000 Petroleum oils and oils obtaine;2001 August;87.6;-5.3;-15.0;87.6;-5.3;-15.0
365;Total sales;11101000 Petroleum oils and oils obtaine;2001 September;86.6;-1.0;-27.2;86.6;-1.0;-27.2
366;Total sales;11101000 Petroleum oils and oils obtaine;2001 October;75.7;-12.7;-36.5;75.7;-12.7;-36.5
367;Total sales;11101000 Petroleum oils and oils obtaine;2001 November;68.6;-9.3;-43.7;68.6;-9.3;-43.7
368;Total sales;11101000 Petroleum oils and oils obtaine;2001 December;65.1;-5.1;-33.5;65.1;-5.1;-33.5
369;Total sales;11101000 Petroleum oils and oils obtaine;2001;87.5;;-12.5;87.5;;-12.5
370;Total sales;11101000 Petroleum oils and oils obtaine;2002 January;68.0;4.5;-25.0;68.0;4.5;-25.0
371;Total sales;11101000 Petroleum oils and oils obtaine;2002 February;72.5;6.7;-25.6;72.5;6.7;-25.6
372;Total sales;11101000 Petroleum oils and oils obtaine;2002 March;83.5;15.0;-7.2;83.5;15.0;-7.2
373;Total sales;11101000 Petroleum oils and oils obtaine;2002 April;90.0;7.8;-3.8;90.0;7.8;-3.8
374;Total sales;11101000 Petroleum oils and oils obtaine;2002 May;86.1;-4.2;-12.6;86.1;-4.2;-12.6
375;Total sales;11101000 Petroleum oils and oils obtaine;2002 June;80.0;-7.1;-23.3;80.0;-7.1;-23.3
376;Total sales;11101000 Petroleum oils and oils obtaine;2002 July;80.7;0.9;-12.7;80.7;0.9;-12.7
377;Total sales;11101000 Petroleum oils and oils obtaine;2002 August;85.6;6.0;-2.3;85.6;6.0;-2.3
378;Total sales;11101000 Petroleum oils and oils obtaine;2002 September;90.6;5.9;4.6;90.6;5.9;4.6
379;Total sales;11101000 Petroleum oils and oils obtaine;2002 October;91.0;0.4;20.3;91.0;0.4;20.3
380;Total sales;11101000 Petroleum oils and oils obtaine;2002 November;79.2;-13.0;15.4;79.2;-13.0;15.4
381;Total sales;11101000 Petroleum oils and oils obtaine;2002 December;88.4;11.6;35.8;88.4;11.6;35.8
382;Total sales;11101000 Petroleum oils and oils obtaine;2002;83.0;;-5.2;83.0;;-5.2
383;Total sales;11101000 Petroleum oils and oils obtaine;2003 January;95.5;8.0;40.4;95.5;8.0;40.4
384;Total sales;11101000 Petroleum oils and oils obtaine;2003 February;100.4;5.1;38.4;100.4;5.1;38.4
385;Total sales;11101000 Petroleum oils and oils obtaine;2003 March;96.3;-4.0;15.5;96.3;-4.0;15.5
386;Total sales;11101000 Petroleum oils and oils obtaine;2003 April;77.5;-19.6;-13.9;77.5;-19.6;-13.9
387;Total sales;11101000 Petroleum oils and oils obtaine;2003 May;70.0;-9.7;-18.8;70.0;-9.7;-18.8
388;Total sales;11101000 Petroleum oils and oils obtaine;2003 June;74.3;6.1;-7.2;74.3;6.1;-7.2
389;Total sales;11101000 Petroleum oils and oils obtaine;2003 July;77.8;4.8;-3.6;77.8;4.8;-3.6
390;Total sales;11101000 Petroleum oils and oils obtaine;2003 August;83.4;7.1;-2.6;83.4;7.1;-2.6
391;Total sales;11101000 Petroleum oils and oils obtaine;2003 September;77.7;-6.8;-14.3;77.7;-6.8;-14.3
392;Total sales;11101000 Petroleum oils and oils obtaine;2003 October;79.5;2.3;-12.7;79.5;2.3;-12.7
393;Total sales;11101000 Petroleum oils and oils obtaine;2003 November;80.4;1.1;1.5;80.4;1.1;1.5
394;Total sales;11101000 Petroleum oils and oils obtaine;2003 December;79.9;-0.6;-9.7;79.9;-0.6;-9.7
395;Total sales;11101000 Petroleum oils and oils obtaine;2003;82.7;;-0.3;82.7;;-0.3
396;Total sales;11101000 Petroleum oils and oils obtaine;2004 January;82.2;2.9;-13.9;82.2;2.9;-13.9
397;Total sales;11101000 Petroleum oils and oils obtaine;2004 February;81.1;-1.3;-19.2;81.1;-1.3;-19.2
398;Total sales;11101000 Petroleum oils and oils obtaine;2004 March;88.6;9.2;-8.1;88.6;9.2;-8.1
399;Total sales;11101000 Petroleum oils and oils obtaine;2004 April;91.7;3.5;18.4;91.7;3.5;18.4
400;Total sales;11101000 Petroleum oils and oils obtaine;2004 May;100.1;9.2;43.1;100.1;9.2;43.1
401;Total sales;11101000 Petroleum oils and oils obtaine;2004 June;97.0;-3.1;30.6;97.0;-3.1;30.6
402;Total sales;11101000 Petroleum oils and oils obtaine;2004 July;101.3;4.5;30.2;101.3;4.5;30.2
403;Total sales;11101000 Petroleum oils and oils obtaine;2004 August;112.9;11.4;35.4;112.9;11.4;35.4
404;Total sales;11101000 Petroleum oils and oils obtaine;2004 September;116.3;3.1;49.8;116.3;3.1;49.8
405;Total sales;11101000 Petroleum oils and oils obtaine;2004 October;128.2;10.2;61.4;128.2;10.2;61.4
406;Total sales;11101000 Petroleum oils and oils obtaine;2004 November;113.5;-11.5;41.2;113.5;-11.5;41.2
407;Total sales;11101000 Petroleum oils and oils obtaine;2004 December;99.3;-12.5;24.4;99.3;-12.5;24.4
408;Total sales;11101000 Petroleum oils and oils obtaine;2004;101.0;;22.1;101.0;;22.1
409;Total sales;11101000 Petroleum oils and oils obtaine;2005 January;106.8;7.5;29.9;106.8;7.5;29.9
410;Total sales;11101000 Petroleum oils and oils obtaine;2005 February;111.5;4.4;37.4;111.5;4.4;37.4
411;Total sales;11101000 Petroleum oils and oils obtaine;2005 March;125.3;12.4;41.5;125.3;12.4;41.5
412;Total sales;11101000 Petroleum oils and oils obtaine;2005 April;129.4;3.2;41.1;129.4;3.2;41.1
413;Total sales;11101000 Petroleum oils and oils obtaine;2005 May;121.9;-5.8;21.7;121.9;-5.8;21.7
414;Total sales;11101000 Petroleum oils and oils obtaine;2005 June;137.0;12.4;41.3;137.0;12.4;41.3
415;Total sales;11101000 Petroleum oils and oils obtaine;2005 July;145.7;6.3;43.8;145.7;6.3;43.8
416;Total sales;11101000 Petroleum oils and oils obtaine;2005 August;158.8;9.0;40.7;158.8;9.0;40.7
417;Total sales;11101000 Petroleum oils and oils obtaine;2005 September;162.8;2.5;39.9;162.8;2.5;39.9
418;Total sales;11101000 Petroleum oils and oils obtaine;2005 October;162.0;-0.5;26.3;162.0;-0.5;26.3
419;Total sales;11101000 Petroleum oils and oils obtaine;2005 November;151.1;-6.7;33.2;151.1;-6.7;33.2
420;Total sales;11101000 Petroleum oils and oils obtaine;2005 December;153.3;1.5;54.4;153.3;1.5;54.4
421;Total sales;11101000 Petroleum oils and oils obtaine;2005;138.8;;37.4;138.8;;37.4
422;Total sales;11101000 Petroleum oils and oils obtaine;2006 January;165.5;7.9;55.0;165.5;7.9;55.0
423;Total sales;11101000 Petroleum oils and oils obtaine;2006 February;160.4;-3.1;43.9;160.4;-3.1;43.9
424;Total sales;11101000 Petroleum oils and oils obtaine;2006 March;163.5;2.0;30.5;163.5;2.0;30.5
425;Total sales;11101000 Petroleum oils and oils obtaine;2006 April;175.1;7.1;35.3;175.1;7.1;35.3
426;Total sales;11101000 Petroleum oils and oils obtaine;2006 May;171.4;-2.1;40.6;171.4;-2.1;40.6
427;Total sales;11101000 Petroleum oils and oils obtaine;2006 June;173.3;1.2;26.5;173.3;1.2;26.5
428;Total sales;11101000 Petroleum oils and oils obtaine;2006 July;180.3;4.0;23.8;180.3;4.0;23.8
429;Total sales;11101000 Petroleum oils and oils obtaine;2006 August;176.3;-2.2;11.1;176.3;-2.2;11.1
430;Total sales;11102000 Natural gas (methane-rich combu;2000 January;;;;;;
431;Total sales;11102000 Natural gas (methane-rich combu;2000 February;;;;;;
432;Total sales;11102000 Natural gas (methane-rich combu;2000 March;;;;;;
433;Total sales;11102000 Natural gas (methane-rich combu;2000 April;;;;;;
434;Total sales;11102000 Natural gas (methane-rich combu;2000 May;;;;;;
435;Total sales;11102000 Natural gas (methane-rich combu;2000 June;;;;;;
436;Total sales;11102000 Natural gas (methane-rich combu;2000 July;;;;;;
437;Total sales;11102000 Natural gas (methane-rich combu;2000 August;;;;;;
438;Total sales;11102000 Natural gas (methane-rich combu;2000 September;;;;;;
439;Total sales;11102000 Natural gas (methane-rich combu;2000 October;;;;;;
440;Total sales;11102000 Natural gas (methane-rich combu;2000 November;;;;;;
441;Total sales;11102000 Natural gas (methane-rich combu;2000 December;;;;;;
442;Total sales;11102000 Natural gas (methane-rich combu;2000;100.0;;;100.0;;
443;Total sales;11102000 Natural gas (methane-rich combu;2001 January;;;;;;
444;Total sales;11102000 Natural gas (methane-rich combu;2001 February;;;;;;
445;Total sales;11102000 Natural gas (methane-rich combu;2001 March;;;;;;
446;Total sales;11102000 Natural gas (methane-rich combu;2001 April;;;;;;
447;Total sales;11102000 Natural gas (methane-rich combu;2001 May;;;;;;
448;Total sales;11102000 Natural gas (methane-rich combu;2001 June;;;;;;
449;Total sales;11102000 Natural gas (methane-rich combu;2001 July;;;;;;
450;Total sales;11102000 Natural gas (methane-rich combu;2001 August;;;;;;
451;Total sales;11102000 Natural gas (methane-rich combu;2001 September;;;;;;
452;Total sales;11102000 Natural gas (methane-rich combu;2001 October;;;;;;
453;Total sales;11102000 Natural gas (methane-rich combu;2001 November;;;;;;
454;Total sales;11102000 Natural gas (methane-rich combu;2001 December;;;;;;
455;Total sales;11102000 Natural gas (methane-rich combu;2001;;;;;;
456;Total sales;11102000 Natural gas (methane-rich combu;2002 January;;;;;;
457;Total sales;11102000 Natural gas (methane-rich combu;2002 February;;;;;;
458;Total sales;11102000 Natural gas (methane-rich combu;2002 March;;;;;;
459;Total sales;11102000 Natural gas (methane-rich combu;2002 April;;;;;;
460;Total sales;11102000 Natural gas (methane-rich combu;2002 May;;;;;;
461;Total sales;11102000 Natural gas (methane-rich combu;2002 June;;;;;;
462;Total sales;11102000 Natural gas (methane-rich combu;2002 July;;;;;;
463;Total sales;11102000 Natural gas (methane-rich combu;2002 August;;;;;;
464;Total sales;11102000 Natural gas (methane-rich combu;2002 September;;;;;;
465;Total sales;11102000 Natural gas (methane-rich combu;2002 October;;;;;;
466;Total sales;11102000 Natural gas (methane-rich combu;2002 November;;;;;;
467;Total sales;11102000 Natural gas (methane-rich combu;2002 December;;;;;;
468;Total sales;11102000 Natural gas (methane-rich combu;2002;;;;;;
469;Total sales;11102000 Natural gas (methane-rich combu;2003 January;;;;;;
470;Total sales;11102000 Natural gas (methane-rich combu;2003 February;;;;;;
471;Total sales;11102000 Natural gas (methane-rich combu;2003 March;;;;;;
472;Total sales;11102000 Natural gas (methane-rich combu;2003 April;;;;;;
473;Total sales;11102000 Natural gas (methane-rich combu;2003 May;;;;;;
474;Total sales;11102000 Natural gas (methane-rich combu;2003 June;;;;;;
475;Total sales;11102000 Natural gas (methane-rich combu;2003 July;;;;;;
476;Total sales;11102000 Natural gas (methane-rich combu;2003 August;;;;;;
477;Total sales;11102000 Natural gas (methane-rich combu;2003 September;;;;;;
478;Total sales;11102000 Natural gas (methane-rich combu;2003 October;;;;;;
479;Total sales;11102000 Natural gas (methane-rich combu;2003 November;;;;;;
480;Total sales;11102000 Natural gas (methane-rich combu;2003 December;;;;;;
481;Total sales;11102000 Natural gas (methane-rich combu;2003;;;;;;
482;Total sales;11102000 Natural gas (methane-rich combu;2004 January;;;;;;
483;Total sales;11102000 Natural gas (methane-rich combu;2004 February;;;;;;
484;Total sales;11102000 Natural gas (methane-rich combu;2004 March;;;;;;
485;Total sales;11102000 Natural gas (methane-rich combu;2004 April;;;;;;
486;Total sales;11102000 Natural gas (methane-rich combu;2004 May;;;;;;
487;Total sales;11102000 Natural gas (methane-rich combu;2004 June;;;;;;
488;Total sales;11102000 Natural gas (methane-rich combu;2004 July;;;;;;
489;Total sales;11102000 Natural gas (methane-rich combu;2004 August;;;;;;
490;Total sales;11102000 Natural gas (methane-rich combu;2004 September;;;;;;
491;Total sales;11102000 Natural gas (methane-rich combu;2004 October;;;;;;
492;Total sales;11102000 Natural gas (methane-rich combu;2004 November;;;;;;
493;Total sales;11102000 Natural gas (methane-rich combu;2004 December;;;;;;
494;Total sales;11102000 Natural gas (methane-rich combu;2004;;;;;;
495;Total sales;11102000 Natural gas (methane-rich combu;2005 January;;;;;;
496;Total sales;11102000 Natural gas (methane-rich combu;2005 February;;;;;;
497;Total sales;11102000 Natural gas (methane-rich combu;2005 March;;;;;;
498;Total sales;11102000 Natural gas (methane-rich combu;2005 April;;;;;;
499;Total sales;11102000 Natural gas (methane-rich combu;2005 May;;;;;;
500;Total sales;11102000 Natural gas (methane-rich combu;2005 June;;;;;;
501;Total sales;11102000 Natural gas (methane-rich combu;2005 July;;;;;;
502;Total sales;11102000 Natural gas (methane-rich combu;2005 August;;;;;;
503;Total sales;11102000 Natural gas (methane-rich combu;2005 September;;;;;;
504;Total sales;11102000 Natural gas (methane-rich combu;2005 October;;;;;;
505;Total sales;11102000 Natural gas (methane-rich combu;2005 November;;;;;;
506;Total sales;11102000 Natural gas (methane-rich combu;2005 December;;;;;;
507;Total sales;11102000 Natural gas (methane-rich combu;2005;;;;;;
508;Total sales;11102000 Natural gas (methane-rich combu;2006 January;;;;;;
509;Total sales;11102000 Natural gas (methane-rich combu;2006 February;;;;;;
510;Total sales;11102000 Natural gas (methane-rich combu;2006 March;;;;;;
511;Total sales;11102000 Natural gas (methane-rich combu;2006 April;;;;;;
512;Total sales;11102000 Natural gas (methane-rich combu;2006 May;;;;;;
513;Total sales;11102000 Natural gas (methane-rich combu;2006 June;;;;;;
514;Total sales;11102000 Natural gas (methane-rich combu;2006 July;;;;;;
515;Total sales;11102000 Natural gas (methane-rich combu;2006 August;;;;;;
516;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2000 January;99.1;;;99.1;;
517;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2000 February;99.7;0.6;;99.7;0.6;
518;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2000 March;100.3;0.6;;100.3;0.6;
519;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2000 April;101.1;0.8;;101.1;0.8;
520;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2000 May;101.1;0.0;;101.1;0.0;
521;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2000 June;101.1;0.0;;101.1;0.0;
522;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2000 July;101.2;0.1;;101.2;0.1;
523;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2000 August;99.1;-2.1;;99.1;-2.1;
524;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2000 September;99.0;-0.1;;99.0;-0.1;
525;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2000 October;99.2;0.2;;99.2;0.2;
526;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2000 November;99.6;0.4;;99.6;0.4;
527;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2000 December;99.6;0.0;;99.6;0.0;
528;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2000;100.0;;;100.0;;
529;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2001 January;102.4;2.8;3.4;102.4;2.8;3.4
530;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2001 February;102.8;0.4;3.1;102.8;0.4;3.1
531;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2001 March;102.8;0.0;2.5;102.8;0.0;2.5
532;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2001 April;103.8;0.9;2.7;103.8;0.9;2.7
533;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2001 May;109.5;5.5;8.3;109.5;5.5;8.3
534;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2001 June;109.5;0.0;8.3;109.5;0.0;8.3
535;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2001 July;109.5;0.0;8.2;109.5;0.0;8.2
536;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2001 August;106.0;-3.2;7.0;106.0;-3.2;7.0
537;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2001 September;106.3;0.3;7.3;106.3;0.3;7.3
538;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2001 October;106.5;0.2;7.3;106.5;0.2;7.3
539;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2001 November;108.1;1.5;8.5;108.1;1.5;8.5
540;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2001 December;108.1;0.0;8.5;108.1;0.0;8.5
541;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2001;106.3;;6.3;106.3;;6.3
542;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2002 January;109.3;1.1;6.7;109.3;1.1;6.7
543;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2002 February;115.3;5.5;12.1;115.3;5.5;12.1
544;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2002 March;115.1;-0.1;11.9;115.1;-0.1;11.9
545;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2002 April;117.6;2.1;13.3;117.6;2.1;13.3
546;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2002 May;110.7;-5.8;1.2;110.7;-5.8;1.2
547;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2002 June;110.6;-0.1;1.0;110.6;-0.1;1.0
548;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2002 July;110.5;-0.1;1.0;110.5;-0.1;1.0
549;Total sales;CB MINING AND QUARRYING EXCEPT ENERGY PR;2002 August;109.8;-0.6;3.6;109.8;-0.6;3.6
