ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
1242;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2024;30.7;42.0;27.5;73.8;78.0;69.1;75.9;72.1;44.1;43.1;3.1;6.3;9.4;;;;;;;;;1.0;0.5;0.0;0.3;4.3;2.7;0.5;0.5;0.3;0.1;0.0;0.0;3.0;0.1;0.8;1.5;9.9;2.6;2.4;0.6;0.2;2.1;0.5;0.9;0.3;1.7;19.1;19.9;32.4;23.1;15.7;13.9
1243;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2014;40.4;49.2;34.8;74.7;80.0;69.7;80.7;65.0;40.7;;7.3;9.9;15.4;2.0;2.2;11.8;11.7;0.9;0.5;2.8;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5;16.1;32.9;21.5;10.7;13.3
1244;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2015;39.1;48.4;32.7;76.0;79.3;71.9;80.8;69.1;41.6;;5.9;8.5;12.7;2.8;2.3;10.5;10.0;1.3;0.7;2.6;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;13.1;13.3;29.9;19.4;8.7;12.2
1245;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2016;39.4;48.1;32.6;75.7;78.8;69.7;81.0;67.2;41.0;;7.3;9.4;15.0;2.0;2.8;11.3;9.2;1.3;0.4;2.8;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;14.9;14.7;30.8;20.2;10.4;12.8
1246;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2017;40.4;50.7;34.4;75.6;78.5;70.5;81.7;67.5;41.3;;7.0;9.6;14.3;2.3;2.3;11.3;10.0;0.9;0.6;2.5;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;14.5;31.1;20.6;11.4;13.6
1247;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2018;39.7;51.4;34.4;74.7;77.5;70.3;80.3;69.4;44.6;;7.2;9.4;14.9;2.5;3.2;11.1;9.9;1.2;1.0;3.0;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;18.3;20.2;34.1;22.7;14.0;15.4
1248;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2019;39.1;50.3;33.0;77.0;80.0;73.2;83.0;71.7;45.9;;8.1;10.3;16.0;3.4;3.7;13.7;11.5;1.2;1.0;4.2;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;18.2;17.2;32.8;23.0;14.5;14.8
1249;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2020;37.5;47.8;31.9;75.8;78.7;71.5;80.7;70.6;46.5;;7.0;9.8;16.7;1.9;2.1;8.1;7.6;0.7;0.5;2.8;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0;18.9;33.6;24.9;14.9;15.3
1250;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2021;37.3;49.6;32.8;76.0;78.7;71.0;80.1;70.9;48.0;;7.8;10.5;17.2;2.3;3.1;10.2;8.0;1.2;0.9;3.3;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;19.1;17.8;32.6;24.2;15.6;16.2
1251;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2022;32.8;45.1;29.2;78.1;79.6;73.2;77.3;73.6;47.4;47.8;4.3;7.2;11.7;;;;;;;;;2.8;1.0;1.0;1.5;6.3;3.9;2.2;1.3;1.4;0.8;0.6;1.0;4.5;1.4;1.8;2.4;11.0;4.1;3.8;1.3;1.2;3.0;1.1;2.4;0.7;2.7;21.2;21.6;35.3;25.1;17.5;15.6
1252;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2023;34.0;44.8;28.8;78.4;80.9;71.5;79.1;73.9;47.6;47.2;6.3;8.4;14.3;;;;;;;;;2.6;1.4;0.5;1.5;6.5;3.9;2.2;1.5;1.1;0.5;0.5;0.5;4.6;1.1;2.0;2.5;10.6;3.7;3.2;1.1;1.1;3.1;1.5;2.0;0.8;3.1;21.5;21.8;34.7;25.4;16.8;15.6
1253;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2024;33.8;45.3;30.5;76.8;80.8;72.1;78.8;75.0;47.4;46.3;5.0;8.8;12.2;;;;;;;;;2.2;1.3;0.4;1.1;6.3;4.3;1.4;1.3;1.1;0.7;0.4;0.6;5.0;0.8;1.9;3.0;13.0;4.3;4.4;1.8;0.9;3.6;1.5;1.9;1.0;3.1;21.9;22.7;35.6;26.1;18.3;16.4
1254;73-75 Reclame, design, overige diensten;Waarde;2014;37.0;39.1;27.4;63.5;68.6;56.0;71.5;53.8;22.4;;8.5;10.2;18.8;4.1;2.1;16.0;8.3;1.0;0.0;5.9;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;17.2;36.1;22.3;11.8;16.0
1255;73-75 Reclame, design, overige diensten;Waarde;2015;37.4;43.5;28.3;66.3;66.8;58.2;73.4;54.1;25.9;;6.1;9.6;16.8;4.2;2.8;13.5;7.8;1.4;0.5;2.8;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8;13.6;27.6;19.7;10.4;13.3
1256;73-75 Reclame, design, overige diensten;Waarde;2016;34.8;43.3;31.3;66.4;70.5;60.1;75.3;55.8;29.4;;7.0;11.7;16.9;2.7;2.5;12.9;8.4;2.7;0.3;3.7;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8;15.8;31.7;23.1;11.0;13.2
1257;73-75 Reclame, design, overige diensten;Waarde;2017;40.9;47.6;32.0;68.3;68.9;59.3;74.0;53.4;30.4;;8.1;11.3;20.3;3.9;1.4;14.1;9.1;1.0;0.0;3.1;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;17.3;15.1;32.6;19.9;10.2;12.8
1258;73-75 Reclame, design, overige diensten;Waarde;2018;37.5;47.7;32.9;67.2;67.8;61.0;75.5;56.5;28.6;;8.6;9.7;19.0;3.5;4.7;15.6;8.7;1.3;0.8;3.7;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;19.4;21.7;35.0;24.9;14.4;18.0
1259;73-75 Reclame, design, overige diensten;Waarde;2019;36.6;46.8;29.5;67.5;70.3;62.9;78.5;61.3;31.4;;8.9;11.9;19.0;4.8;3.4;15.9;9.3;1.8;1.0;6.1;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;18.2;17.1;30.8;24.7;15.8;15.4
1260;73-75 Reclame, design, overige diensten;Waarde;2020;38.1;46.2;29.5;67.1;67.3;61.5;75.3;58.4;29.8;;7.5;11.6;19.8;1.4;1.3;11.7;6.3;0.6;0.0;2.8;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;21.6;20.8;34.6;24.6;17.5;17.2
1261;73-75 Reclame, design, overige diensten;Waarde;2021;33.0;44.7;32.5;64.6;64.3;59.5;75.6;56.1;27.0;;9.3;12.5;19.3;3.8;3.5;16.1;8.7;1.1;0.2;4.8;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;19.8;18.4;36.4;26.1;14.3;16.2
1262;73-75 Reclame, design, overige diensten;Waarde;2022;33.9;43.1;26.6;69.4;67.1;64.2;74.9;61.4;32.0;37.5;4.9;10.4;15.1;;;;;;;;;2.1;1.6;0.0;0.5;9.4;6.9;2.5;0.0;0.8;0.8;0.0;0.0;3.1;0.8;0.5;1.1;9.6;4.4;2.4;0.0;0.5;1.6;1.1;3.0;0.3;2.9;21.5;23.7;36.3;27.9;19.9;14.9
1263;73-75 Reclame, design, overige diensten;Waarde;2023;34.0;40.7;26.7;68.1;69.8;60.3;73.4;58.8;28.9;34.2;6.4;12.0;19.2;;;;;;;;;2.6;1.7;0.0;0.9;9.4;6.3;1.8;1.3;1.3;0.3;0.0;0.4;3.6;0.4;1.3;1.9;6.0;1.4;1.2;0.0;1.0;1.6;0.0;0.5;0.0;1.9;22.8;20.9;37.8;26.6;18.8;15.6
1264;73-75 Reclame, design, overige diensten;Waarde;2024;31.1;42.0;26.6;66.6;71.5;64.0;73.8;60.0;30.9;33.9;4.8;10.9;13.1;;;;;;;;;2.5;2.0;0.4;0.9;7.7;5.9;0.7;1.1;0.0;0.0;0.0;0.0;5.2;0.0;2.3;3.3;9.9;2.4;3.5;1.9;1.8;2.7;0.3;1.7;0.7;1.9;22.1;22.5;34.3;24.6;19.5;14.5
1265;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2014;32.0;34.0;22.9;58.0;63.2;50.5;66.2;48.3;18.3;;6.0;7.4;14.9;2.3;0.9;12.3;5.8;0.4;0.0;3.8;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;12.7;13.4;31.0;18.0;8.7;12.3
1266;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2015;32.8;38.7;24.2;61.5;62.0;53.3;68.9;49.2;21.9;;4.1;7.1;13.4;2.6;1.6;10.5;5.5;0.6;0.1;1.5;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;10.7;10.6;23.4;16.0;7.7;10.3
1267;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2016;30.5;38.6;27.0;61.8;66.0;55.4;71.0;51.0;25.3;;5.0;9.0;13.6;1.4;1.4;9.9;6.1;1.4;0.0;2.1;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;12.6;12.6;27.5;19.2;8.3;10.3
1268;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2017;36.0;42.6;27.5;63.4;64.0;54.2;69.3;48.4;26.0;;5.7;8.4;16.5;2.4;0.6;11.1;6.6;0.4;0.0;1.8;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8;11.8;28.1;16.2;7.5;9.7
1269;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2018;33.1;43.1;28.6;62.7;63.3;56.4;71.4;51.8;24.7;;6.2;7.2;15.6;2.2;3.0;12.6;6.5;0.6;0.3;2.3;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;18.0;30.6;21.0;11.3;14.6
1270;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2019;32.4;42.3;25.5;63.0;65.9;58.4;74.6;56.8;27.4;;6.6;9.3;15.7;3.2;2.1;13.0;6.9;0.9;0.4;4.2;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.9;14.0;26.8;21.0;12.7;12.4
1271;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2020;33.8;41.7;25.6;62.7;63.0;57.0;71.2;53.9;25.9;;5.3;8.9;16.4;0.7;0.6;9.2;4.5;0.2;0.0;1.6;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;18.1;17.4;30.5;20.9;14.3;13.9
1272;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2021;28.5;39.8;28.0;59.7;59.4;54.6;71.0;51.2;22.8;;6.8;9.5;15.7;2.3;2.1;12.8;6.3;0.5;0.0;3.1;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;16.1;14.9;31.7;21.9;11.1;12.8
1273;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2022;30.0;39.0;22.9;65.2;62.9;59.9;70.9;57.1;28.1;33.4;2.9;7.2;11.2;;;;;;;;;0.9;0.7;0.0;0.1;6.3;4.4;1.1;0.0;0.2;0.2;0.0;0.0;1.5;0.2;0.1;0.4;6.5;2.5;1.0;0.0;0.1;0.6;0.3;1.4;0.0;1.4;18.1;20.1;32.2;24.1;16.6;12.0
1274;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2023;29.8;36.3;22.9;63.7;65.4;55.8;69.2;54.2;25.1;30.1;4.0;8.5;14.8;;;;;;;;;1.2;0.6;0.0;0.2;6.4;3.9;0.8;0.4;0.4;0.0;0.0;0.1;1.8;0.1;0.5;0.7;3.5;0.4;0.4;0.0;0.2;0.6;0.0;0.1;0.0;0.7;19.2;17.4;33.5;22.7;15.5;12.5
1275;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2024;27.4;37.9;23.1;62.5;67.5;59.9;69.8;55.8;27.2;30.0;2.7;7.7;9.7;;;;;;;;;1.2;0.9;0.1;0.2;5.1;3.7;0.2;0.3;0.0;0.0;0.0;0.0;3.0;0.0;1.0;1.6;6.7;1.1;1.7;0.7;0.7;1.3;0.0;0.7;0.2;0.8;18.8;19.1;30.4;21.1;16.3;11.7
1276;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2014;42.4;44.5;32.5;68.6;73.5;61.4;76.3;59.2;27.1;;12.0;13.9;23.5;6.9;4.7;20.5;11.8;2.6;;9.3;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;21.2;21.8;41.5;27.3;15.9;20.6
1277;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2015;42.3;48.4;32.9;70.7;71.2;62.9;77.5;58.9;30.4;;8.9;12.9;20.8;6.8;5.0;17.3;10.9;3.6;2.0;5.2;9.7;;;;;;;;;;;;;;;;;;;;;;;;;;;17.5;17.3;32.2;23.9;13.7;17.0
1278;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2016;39.5;48.1;35.9;70.8;74.7;64.7;79.2;60.5;33.8;;9.9;15.2;20.9;5.2;4.5;16.6;11.4;5.2;2.1;6.6;9.8;;;;;;;;;;;;;;;;;;;;;;;;;;;19.6;19.7;36.3;27.6;14.4;16.9
1279;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2017;46.0;52.7;36.9;72.8;73.4;64.1;78.3;58.4;35.1;;11.4;15.0;24.8;6.3;3.2;17.9;12.4;2.6;;5.1;11.5;;;;;;;;;;;;;;;;;;;;;;;;;;;21.5;19.1;37.5;24.3;13.7;16.6
1280;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2018;42.1;52.3;37.4;71.4;71.9;65.5;79.2;61.1;32.9;;11.8;12.9;22.9;5.5;7.1;19.1;11.6;2.8;2.1;5.9;11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;23.5;26.0;39.5;29.1;18.2;22.0
1281;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2019;41.0;51.3;33.8;71.6;74.3;67.1;82.0;65.6;35.7;;12.1;15.2;22.9;7.1;5.5;19.3;12.3;3.4;2.7;8.8;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;20.7;35.2;28.9;19.5;19.0
1282;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2020;42.6;50.7;33.8;71.2;71.4;65.8;79.0;62.8;34.0;;10.4;14.9;23.6;2.8;2.6;14.9;8.9;1.7;;4.8;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;25.5;24.8;39.0;28.7;21.1;20.9
1283;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2021;37.7;49.7;37.3;69.2;69.0;64.3;79.6;61.0;31.5;;12.6;16.2;23.6;6.1;6.0;20.0;12.1;2.5;1.1;7.4;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;24.1;22.6;41.3;30.7;18.1;20.3
1284;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2022;38.1;47.4;30.5;73.3;71.1;68.2;78.5;65.5;36.1;41.7;8.3;14.8;20.0;;;;;;;;;4.8;3.9;;3.7;13.6;10.6;5.5;;3.2;3.2;;;6.1;3.1;3.1;3.4;14.0;7.7;5.9;;3.3;4.2;3.4;6.3;2.3;6.1;25.4;27.7;40.5;32.0;23.6;18.5
1285;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2023;38.4;45.2;30.9;72.3;73.8;64.7;77.2;63.2;33.1;38.6;10.1;16.6;24.6;;;;;;;;;5.7;4.5;;3.5;13.5;9.9;4.1;4.1;4.1;2.1;;3.0;6.8;2.9;3.4;4.9;10.1;4.3;3.9;;4.2;4.3;;3.3;;5.0;26.9;24.9;42.4;30.9;22.7;19.2
1286;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2024;35.0;46.1;30.4;70.5;75.2;67.9;77.3;64.0;34.8;37.9;8.3;15.4;17.5;;;;;;;;;5.2;4.4;2.7;3.5;11.5;9.2;3.1;3.5;;;;;9.0;;5.2;6.7;14.4;5.3;7.2;5.1;4.6;5.4;2.4;4.0;2.8;4.6;25.9;26.2;38.4;28.4;23.1;17.8
1287;N Verhuur en overige zakelijke diensten;Waarde;2014;37.0;41.6;28.5;54.9;59.6;54.9;57.8;46.1;20.6;;5.9;7.7;11.1;4.0;2.8;16.1;10.3;2.9;0.8;6.1;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5;14.7;29.9;20.2;9.4;15.9
1288;N Verhuur en overige zakelijke diensten;Waarde;2015;38.0;43.7;29.6;53.7;57.6;53.4;58.7;43.1;19.6;;5.5;8.4;10.7;3.6;1.7;15.0;10.1;2.4;0.5;4.9;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.8;12.5;27.2;18.6;9.4;14.8
1289;N Verhuur en overige zakelijke diensten;Waarde;2016;38.7;43.3;30.6;53.6;57.4;52.7;58.6;43.8;20.0;;6.7;8.7;10.8;4.2;2.2;15.3;9.1;2.3;0.5;5.8;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;13.4;29.0;20.1;10.8;15.8
1290;N Verhuur en overige zakelijke diensten;Waarde;2017;36.7;43.0;30.3;53.3;57.0;55.8;58.3;45.8;19.5;;6.9;9.1;10.2;4.6;3.0;15.5;11.2;2.5;0.7;5.5;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;15.4;28.9;21.6;11.9;17.0
1291;N Verhuur en overige zakelijke diensten;Waarde;2018;37.9;44.9;29.2;54.3;56.7;54.5;58.4;48.0;23.4;;8.1;10.9;13.0;4.8;2.7;15.7;10.5;3.1;1.2;6.3;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;20.3;18.8;31.9;22.6;14.6;18.7
1292;N Verhuur en overige zakelijke diensten;Waarde;2019;35.1;40.8;27.9;54.7;56.7;54.7;57.6;50.7;25.3;;6.3;8.5;12.8;7.2;4.0;20.9;11.3;3.9;1.0;8.0;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;17.3;14.9;29.4;22.0;13.2;17.5
1293;N Verhuur en overige zakelijke diensten;Waarde;2020;29.7;38.4;22.7;56.2;60.1;59.1;60.1;52.9;25.0;;6.4;8.0;12.4;3.9;2.4;14.7;7.9;2.4;0.7;6.2;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;15.0;28.5;21.0;13.3;16.6
1294;N Verhuur en overige zakelijke diensten;Waarde;2021;34.6;41.5;28.0;54.6;58.1;57.7;58.5;49.8;25.8;;8.1;10.2;13.3;4.7;2.7;14.5;8.6;2.4;1.0;5.9;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;18.2;16.0;29.8;22.8;14.3;17.6
1295;N Verhuur en overige zakelijke diensten;Waarde;2022;33.6;41.2;27.5;57.2;58.6;57.8;56.7;52.0;25.5;24.5;5.6;8.3;10.9;;;;;;;;;4.4;2.3;0.4;1.9;10.1;6.2;1.5;2.5;1.5;0.8;0.0;0.4;5.4;1.1;1.7;2.4;13.1;2.2;5.2;1.2;0.4;2.1;1.0;1.9;0.4;2.9;22.3;20.7;35.3;25.6;17.7;20.2
1296;N Verhuur en overige zakelijke diensten;Waarde;2023;29.0;36.8;23.3;60.3;60.9;59.1;56.2;55.4;27.8;24.4;6.0;7.9;9.8;;;;;;;;;3.8;2.2;0.4;1.1;9.1;5.5;1.6;2.2;1.2;0.8;0.2;0.2;7.0;0.9;1.6;4.6;12.5;2.1;4.5;0.7;0.8;3.1;0.9;2.1;0.7;2.8;20.5;19.7;32.1;24.9;15.8;18.8
1297;N Verhuur en overige zakelijke diensten;Waarde;2024;30.6;37.6;25.3;56.8;58.3;58.2;55.4;53.8;26.1;23.0;6.2;9.3;12.5;;;;;;;;;4.1;2.1;0.4;1.7;9.1;5.7;1.4;1.8;1.6;0.7;0.2;0.5;5.6;0.8;1.6;2.8;14.1;1.9;5.9;1.3;0.8;3.0;2.0;1.8;0.7;3.5;22.3;21.1;33.1;26.1;18.3;19.4
1298;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2014;35.1;39.7;26.7;52.8;57.6;52.9;55.7;44.1;19.1;;5.0;6.7;9.9;3.3;2.1;14.7;9.1;2.3;0.5;5.1;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;14.1;13.3;28.1;18.6;8.2;14.5
1299;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2015;36.2;41.7;27.9;51.7;55.7;51.4;56.8;41.2;18.1;;4.7;7.3;9.5;3.0;1.3;13.7;9.0;1.9;0.3;4.1;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;13.5;11.3;25.5;17.1;8.3;13.4
1300;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2016;36.8;41.4;28.9;51.6;55.4;50.8;56.6;41.9;18.5;;5.7;7.7;9.6;3.5;1.7;14.0;8.0;1.8;0.2;5.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.1;12.2;27.3;18.6;9.6;14.5
1301;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2017;34.9;41.1;28.6;51.3;55.1;53.9;56.4;43.9;18.0;;5.9;8.0;9.1;3.8;2.4;14.2;10.0;2.0;0.4;4.6;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.6;14.0;27.1;20.0;10.7;15.6
1302;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2018;36.4;43.3;27.7;52.7;55.0;52.8;56.7;46.4;22.0;;7.2;9.9;11.9;4.2;2.2;14.5;9.5;2.5;0.8;5.5;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0;17.5;30.4;21.3;13.4;17.5
1303;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2019;33.5;39.1;26.4;52.9;55.0;53.0;55.9;49.0;23.9;;5.5;7.5;11.7;6.4;3.4;19.6;10.2;3.3;0.7;7.1;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;13.7;27.9;20.6;12.1;16.2
1304;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2020;28.0;36.6;21.2;54.4;58.3;57.3;58.3;51.1;23.5;;5.5;7.0;11.2;3.3;1.9;13.5;7.0;1.9;0.5;5.3;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;14.6;13.7;26.9;19.5;12.1;15.3
1305;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2021;32.7;39.6;26.2;52.5;56.1;55.7;56.5;47.8;24.1;;7.0;9.1;12.0;3.9;2.1;13.2;7.5;1.8;0.7;5.0;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;14.6;28.0;21.1;12.9;16.1
1306;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2022;31.9;39.5;25.9;55.4;56.8;56.0;54.9;50.2;24.0;23.1;4.6;7.1;9.5;;;;;;;;;3.5;1.6;0.2;1.3;8.7;5.1;1.0;1.8;1.0;0.4;0.0;0.2;4.4;0.7;1.2;1.8;11.4;1.6;4.1;0.7;0.2;1.5;0.6;1.3;0.2;2.1;20.8;19.3;33.6;24.0;16.4;18.8
1307;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2023;27.3;35.1;21.8;58.5;59.1;57.3;54.3;53.6;26.2;22.9;4.9;6.6;8.3;;;;;;;;;2.9;1.5;0.2;0.6;7.7;4.5;1.0;1.5;0.8;0.4;0.1;0.1;5.7;0.5;1.1;3.6;10.8;1.4;3.4;0.3;0.4;2.3;0.5;1.4;0.4;2.0;19.1;18.3;30.4;23.3;14.5;17.4
1308;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2024;29.0;35.9;23.8;55.0;56.5;56.4;53.6;52.0;24.7;21.6;5.0;7.9;10.9;;;;;;;;;3.2;1.5;0.2;1.1;7.7;4.7;0.9;1.2;1.0;0.4;0.1;0.2;4.5;0.5;1.0;2.1;12.4;1.4;4.7;0.8;0.4;2.2;1.4;1.2;0.4;2.7;20.8;19.6;31.4;24.5;16.9;18.0
1309;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2014;39.0;43.6;30.4;56.9;61.6;56.9;59.8;48.1;22.3;;7.0;8.8;12.4;5.0;3.6;17.6;11.6;3.7;1.3;7.2;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;17.1;16.2;31.8;21.9;10.7;17.5
1310;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2015;39.9;45.6;31.5;55.6;59.5;55.3;60.6;45.0;21.1;;6.5;9.5;12.0;4.4;2.3;16.4;11.3;3.0;0.9;5.8;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;16.3;13.9;28.9;20.2;10.6;16.2
1311;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2016;40.6;45.2;32.5;55.5;59.3;54.7;60.5;45.7;21.6;;7.7;9.9;12.0;5.1;2.8;16.7;10.2;3.0;0.8;6.8;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;18.1;14.8;30.8;21.8;12.1;17.4
1312;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2017;38.6;44.9;32.2;55.2;58.9;57.8;60.2;47.8;21.0;;8.0;10.3;11.5;5.4;3.7;17.0;12.5;3.2;1.1;6.4;10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;18.6;16.9;30.7;23.3;13.3;18.5
1313;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2018;39.5;46.6;30.7;55.9;58.3;56.1;60.0;49.6;24.8;;9.2;12.0;14.2;5.6;3.3;16.9;11.5;3.7;1.6;7.2;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;21.7;20.1;33.5;24.1;15.8;20.1
1314;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2019;36.8;42.5;29.5;56.4;58.4;56.4;59.3;52.4;26.8;;7.2;9.5;14.0;8.2;4.8;22.3;12.4;4.6;1.5;9.0;11.7;;;;;;;;;;;;;;;;;;;;;;;;;;;18.6;16.1;31.0;23.5;14.5;18.8
