ID;Migratiemotieven;Geslacht;JaarVanVestigingInNederland;Perioden;TotaalNietNederlandseImmigranten_1;WerknemersZelfstandigen_2;WerkloosheidsBijstandsuitkering_3;OverigeNietNederlandseImmigranten_4
854;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2000;1997;;;;
855;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2000;1998;;;;
856;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;
857;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;11.0;9.0;81.0
858;Asiel;Mannen;Vestigingsjaar 1990;1995;100.0;54.0;28.0;18.0
859;Asiel;Mannen;Vestigingsjaar 1990;1996;100.0;52.0;26.0;22.0
860;Asiel;Mannen;Vestigingsjaar 1990;1997;100.0;56.0;27.0;17.0
861;Asiel;Mannen;Vestigingsjaar 1990;1998;100.0;60.0;23.0;17.0
862;Asiel;Mannen;Vestigingsjaar 1990;1999;100.0;64.0;20.0;16.0
863;Asiel;Mannen;Vestigingsjaar 1990;2000;100.0;65.0;18.0;18.0
864;Asiel;Mannen;Vestigingsjaar 1991;1995;100.0;39.0;29.0;31.0
865;Asiel;Mannen;Vestigingsjaar 1991;1996;100.0;49.0;26.0;25.0
866;Asiel;Mannen;Vestigingsjaar 1991;1997;100.0;53.0;28.0;19.0
867;Asiel;Mannen;Vestigingsjaar 1991;1998;100.0;59.0;24.0;17.0
868;Asiel;Mannen;Vestigingsjaar 1991;1999;100.0;63.0;20.0;17.0
869;Asiel;Mannen;Vestigingsjaar 1991;2000;100.0;69.0;16.0;15.0
870;Asiel;Mannen;Vestigingsjaar 1992;1995;100.0;33.0;34.0;33.0
871;Asiel;Mannen;Vestigingsjaar 1992;1996;100.0;44.0;28.0;27.0
872;Asiel;Mannen;Vestigingsjaar 1992;1997;100.0;50.0;27.0;22.0
873;Asiel;Mannen;Vestigingsjaar 1992;1998;100.0;52.0;27.0;21.0
874;Asiel;Mannen;Vestigingsjaar 1992;1999;100.0;61.0;24.0;16.0
875;Asiel;Mannen;Vestigingsjaar 1992;2000;100.0;63.0;21.0;16.0
876;Asiel;Mannen;Vestigingsjaar 1993;1995;100.0;18.0;51.0;31.0
877;Asiel;Mannen;Vestigingsjaar 1993;1996;100.0;28.0;49.0;23.0
878;Asiel;Mannen;Vestigingsjaar 1993;1997;100.0;39.0;43.0;18.0
879;Asiel;Mannen;Vestigingsjaar 1993;1998;100.0;49.0;36.0;15.0
880;Asiel;Mannen;Vestigingsjaar 1993;1999;100.0;60.0;29.0;11.0
881;Asiel;Mannen;Vestigingsjaar 1993;2000;100.0;65.0;24.0;11.0
882;Asiel;Mannen;Vestigingsjaar 1994;1995;100.0;10.0;43.0;47.0
883;Asiel;Mannen;Vestigingsjaar 1994;1996;100.0;19.0;48.0;33.0
884;Asiel;Mannen;Vestigingsjaar 1994;1997;100.0;31.0;46.0;23.0
885;Asiel;Mannen;Vestigingsjaar 1994;1998;100.0;45.0;37.0;19.0
886;Asiel;Mannen;Vestigingsjaar 1994;1999;100.0;56.0;31.0;13.0
887;Asiel;Mannen;Vestigingsjaar 1994;2000;100.0;63.0;25.0;12.0
888;Asiel;Mannen;Vestigingsjaar 1995;1995;100.0;5.0;22.0;73.0
889;Asiel;Mannen;Vestigingsjaar 1995;1996;100.0;11.0;34.0;55.0
890;Asiel;Mannen;Vestigingsjaar 1995;1997;100.0;21.0;44.0;35.0
891;Asiel;Mannen;Vestigingsjaar 1995;1998;100.0;36.0;39.0;25.0
892;Asiel;Mannen;Vestigingsjaar 1995;1999;100.0;50.0;31.0;19.0
893;Asiel;Mannen;Vestigingsjaar 1995;2000;100.0;60.0;26.0;14.0
894;Asiel;Mannen;Vestigingsjaar 1996;1995;;;;
895;Asiel;Mannen;Vestigingsjaar 1996;1996;100.0;8.0;27.0;65.0
896;Asiel;Mannen;Vestigingsjaar 1996;1997;100.0;18.0;44.0;38.0
897;Asiel;Mannen;Vestigingsjaar 1996;1998;100.0;32.0;46.0;23.0
898;Asiel;Mannen;Vestigingsjaar 1996;1999;100.0;36.0;47.0;17.0
899;Asiel;Mannen;Vestigingsjaar 1996;2000;100.0;48.0;38.0;14.0
900;Asiel;Mannen;Vestigingsjaar 1997;1995;;;;
901;Asiel;Mannen;Vestigingsjaar 1997;1996;;;;
902;Asiel;Mannen;Vestigingsjaar 1997;1997;100.0;14.0;30.0;57.0
903;Asiel;Mannen;Vestigingsjaar 1997;1998;100.0;29.0;37.0;34.0
904;Asiel;Mannen;Vestigingsjaar 1997;1999;100.0;30.0;44.0;26.0
905;Asiel;Mannen;Vestigingsjaar 1997;2000;100.0;38.0;45.0;18.0
906;Asiel;Mannen;Vestigingsjaar 1998;1995;;;;
907;Asiel;Mannen;Vestigingsjaar 1998;1996;;;;
908;Asiel;Mannen;Vestigingsjaar 1998;1997;;;;
909;Asiel;Mannen;Vestigingsjaar 1998;1998;100.0;26.0;13.0;62.0
910;Asiel;Mannen;Vestigingsjaar 1998;1999;100.0;29.0;16.0;55.0
911;Asiel;Mannen;Vestigingsjaar 1998;2000;100.0;36.0;22.0;42.0
912;Asiel;Mannen;Vestigingsjaar 1999;1995;;;;
913;Asiel;Mannen;Vestigingsjaar 1999;1996;;;;
914;Asiel;Mannen;Vestigingsjaar 1999;1997;;;;
915;Asiel;Mannen;Vestigingsjaar 1999;1998;;;;
916;Asiel;Mannen;Vestigingsjaar 1999;1999;100.0;16.0;8.0;76.0
917;Asiel;Mannen;Vestigingsjaar 1999;2000;100.0;28.0;16.0;57.0
918;Asiel;Mannen;Vestigingsjaar 2000;1995;;;;
919;Asiel;Mannen;Vestigingsjaar 2000;1996;;;;
920;Asiel;Mannen;Vestigingsjaar 2000;1997;;;;
921;Asiel;Mannen;Vestigingsjaar 2000;1998;;;;
922;Asiel;Mannen;Vestigingsjaar 2000;1999;;;;
923;Asiel;Mannen;Vestigingsjaar 2000;2000;100.0;14.0;8.0;79.0
924;Asiel;Vrouwen;Vestigingsjaar 1990;1995;100.0;30.0;27.0;42.0
925;Asiel;Vrouwen;Vestigingsjaar 1990;1996;100.0;31.0;32.0;37.0
926;Asiel;Vrouwen;Vestigingsjaar 1990;1997;100.0;27.0;34.0;39.0
927;Asiel;Vrouwen;Vestigingsjaar 1990;1998;100.0;30.0;35.0;34.0
928;Asiel;Vrouwen;Vestigingsjaar 1990;1999;100.0;40.0;30.0;30.0
929;Asiel;Vrouwen;Vestigingsjaar 1990;2000;100.0;45.0;29.0;26.0
930;Asiel;Vrouwen;Vestigingsjaar 1991;1995;100.0;29.0;40.0;31.0
931;Asiel;Vrouwen;Vestigingsjaar 1991;1996;100.0;32.0;40.0;27.0
932;Asiel;Vrouwen;Vestigingsjaar 1991;1997;100.0;36.0;41.0;23.0
933;Asiel;Vrouwen;Vestigingsjaar 1991;1998;100.0;43.0;39.0;18.0
934;Asiel;Vrouwen;Vestigingsjaar 1991;1999;100.0;51.0;32.0;17.0
935;Asiel;Vrouwen;Vestigingsjaar 1991;2000;100.0;52.0;29.0;20.0
936;Asiel;Vrouwen;Vestigingsjaar 1992;1995;100.0;20.0;40.0;40.0
937;Asiel;Vrouwen;Vestigingsjaar 1992;1996;100.0;26.0;44.0;30.0
938;Asiel;Vrouwen;Vestigingsjaar 1992;1997;100.0;32.0;40.0;28.0
939;Asiel;Vrouwen;Vestigingsjaar 1992;1998;100.0;36.0;39.0;25.0
940;Asiel;Vrouwen;Vestigingsjaar 1992;1999;100.0;45.0;35.0;20.0
941;Asiel;Vrouwen;Vestigingsjaar 1992;2000;100.0;49.0;31.0;20.0
942;Asiel;Vrouwen;Vestigingsjaar 1993;1995;100.0;9.0;59.0;32.0
943;Asiel;Vrouwen;Vestigingsjaar 1993;1996;100.0;15.0;60.0;24.0
944;Asiel;Vrouwen;Vestigingsjaar 1993;1997;100.0;21.0;57.0;21.0
945;Asiel;Vrouwen;Vestigingsjaar 1993;1998;100.0;29.0;51.0;20.0
946;Asiel;Vrouwen;Vestigingsjaar 1993;1999;100.0;38.0;46.0;16.0
947;Asiel;Vrouwen;Vestigingsjaar 1993;2000;100.0;44.0;39.0;17.0
948;Asiel;Vrouwen;Vestigingsjaar 1994;1995;100.0;4.0;50.0;46.0
949;Asiel;Vrouwen;Vestigingsjaar 1994;1996;100.0;10.0;59.0;31.0
950;Asiel;Vrouwen;Vestigingsjaar 1994;1997;100.0;18.0;58.0;24.0
951;Asiel;Vrouwen;Vestigingsjaar 1994;1998;100.0;28.0;52.0;20.0
952;Asiel;Vrouwen;Vestigingsjaar 1994;1999;100.0;37.0;46.0;17.0
953;Asiel;Vrouwen;Vestigingsjaar 1994;2000;100.0;43.0;39.0;18.0
954;Asiel;Vrouwen;Vestigingsjaar 1995;1995;100.0;3.0;20.0;77.0
955;Asiel;Vrouwen;Vestigingsjaar 1995;1996;100.0;4.0;43.0;53.0
956;Asiel;Vrouwen;Vestigingsjaar 1995;1997;100.0;9.0;55.0;35.0
957;Asiel;Vrouwen;Vestigingsjaar 1995;1998;100.0;20.0;54.0;25.0
958;Asiel;Vrouwen;Vestigingsjaar 1995;1999;100.0;31.0;46.0;22.0
959;Asiel;Vrouwen;Vestigingsjaar 1995;2000;100.0;41.0;40.0;19.0
960;Asiel;Vrouwen;Vestigingsjaar 1996;1995;;;;
961;Asiel;Vrouwen;Vestigingsjaar 1996;1996;100.0;2.0;33.0;65.0
962;Asiel;Vrouwen;Vestigingsjaar 1996;1997;100.0;6.0;50.0;44.0
963;Asiel;Vrouwen;Vestigingsjaar 1996;1998;100.0;11.0;61.0;28.0
964;Asiel;Vrouwen;Vestigingsjaar 1996;1999;100.0;21.0;59.0;20.0
965;Asiel;Vrouwen;Vestigingsjaar 1996;2000;100.0;30.0;53.0;17.0
966;Asiel;Vrouwen;Vestigingsjaar 1997;1995;;;;
967;Asiel;Vrouwen;Vestigingsjaar 1997;1996;;;;
968;Asiel;Vrouwen;Vestigingsjaar 1997;1997;100.0;3.0;36.0;62.0
969;Asiel;Vrouwen;Vestigingsjaar 1997;1998;100.0;7.0;50.0;43.0
970;Asiel;Vrouwen;Vestigingsjaar 1997;1999;100.0;12.0;54.0;34.0
971;Asiel;Vrouwen;Vestigingsjaar 1997;2000;100.0;19.0;59.0;22.0
972;Asiel;Vrouwen;Vestigingsjaar 1998;1995;;;;
973;Asiel;Vrouwen;Vestigingsjaar 1998;1996;;;;
974;Asiel;Vrouwen;Vestigingsjaar 1998;1997;;;;
975;Asiel;Vrouwen;Vestigingsjaar 1998;1998;100.0;4.0;23.0;73.0
976;Asiel;Vrouwen;Vestigingsjaar 1998;1999;100.0;6.0;29.0;64.0
977;Asiel;Vrouwen;Vestigingsjaar 1998;2000;100.0;13.0;37.0;49.0
978;Asiel;Vrouwen;Vestigingsjaar 1999;1995;;;;
979;Asiel;Vrouwen;Vestigingsjaar 1999;1996;;;;
980;Asiel;Vrouwen;Vestigingsjaar 1999;1997;;;;
981;Asiel;Vrouwen;Vestigingsjaar 1999;1998;;;;
982;Asiel;Vrouwen;Vestigingsjaar 1999;1999;100.0;4.0;11.0;85.0
983;Asiel;Vrouwen;Vestigingsjaar 1999;2000;100.0;10.0;20.0;69.0
984;Asiel;Vrouwen;Vestigingsjaar 2000;1995;;;;
985;Asiel;Vrouwen;Vestigingsjaar 2000;1996;;;;
986;Asiel;Vrouwen;Vestigingsjaar 2000;1997;;;;
987;Asiel;Vrouwen;Vestigingsjaar 2000;1998;;;;
988;Asiel;Vrouwen;Vestigingsjaar 2000;1999;;;;
989;Asiel;Vrouwen;Vestigingsjaar 2000;2000;100.0;3.0;12.0;85.0
