ID;Persoonskenmerken;Perioden;ZeerTevreden_1;Tevreden_2;NietTevredenNietOntevreden_3;Ontevreden_4;ZeerOntevreden_5;PvdA_6;CDA_7;VVD_8;D66_9;GROENLINKS_10;SGPChristenUnie_11;SP_12;LeefbaarNederland_13;LijstPimFortuyn_14;AnderePartij_15;NietOfBlancoStemmer_16;WeetNiet_17;HeeftGestemd_18;PvdA_19;CDA_20;VVD_21;D66_22;GROENLINKS_23;SGPChristenUnie_24;SP_25;LeefbaarNederland_26;LijstPimFortuyn_27;AnderePartij_28;BlancoStemmer_29;WeetNiet_30;ZeerGeinteresseerd_31;TamelijkGeinteresseerd_32;WeinigGeinteresseerd_33;GeenInteresse_34;IsActiefInGesprek_35;Luistert_36;LuistertNiet_37;LidPolitiekePartij_38;BezVergaderingenPolPartij15Tot30_39;BandMetPolitiekePartij_40;ZeerSterkeBand_41;TamelijkSterkeBand_42;MatigSterkeBand_43;ZwakTotZeerZwakkeBand_44;IsLidVanEenVakStudentenbond_45;BezoektVergWerkgNemersorgVakbond_46;OnbeperktMogelijkZijn_47;BeperktWorden_48;VolledigGestoptWorden_49;OnbeperktMogelijkZijn_50;BeperktWorden_51;VolledigGestoptWorden_52;OnbeperktMogelijkZijn_53;BeperktWorden_54;VolledigGestoptWorden_55;VeelMoeilijkerMaken_56;MoeilijkerMaken_57;NietMoeilijkerNietMakkelijkerMaken_58;MakkelijkerMaken_59;VeelMakkelijkerMaken_60;EigenCultuurVolledigBehouden_61;EigenCultuurGrotendeelsBehouden_62;CultuurNietBehoudenNietAanpassen_63;GrotendeelsAanpassenAanNLCultuur_64;VolledigAanpassenAanNLCultuur_65;HelemaalMeeEens_66;MeeEens_67;NietEensNietOneens_68;MeeOneens_69;HelemaalMeeOneens_70;HelemaalMeeEens_71;MeeEens_72;NietEensNietOneens_73;MeeOneens_74;HelemaalMeeOneens_75;GezinEtnischeMinderheid_76;NederlandsGezin_77;MagGeenVerschilMaken_78;WerknemerMetGezin_79;WerknemerZonderGezin_80;MagGeenVerschilMaken_81;EenBuitenlander_82;EenNederlander_83;MagGeenVerschilMaken_84;EenMan_85;EenVrouw_86;MagGeenVerschilMaken_87;EenJongere_88;EenOudere_89;MagGeenVerschilMaken_90;EenBlanke_91;AndereHuidskleur_92;MagGeenVerschilMaken_93;Hinderlijk_94;NietHinderlijk_95;WeetNiet_96;Hinderlijk_97;NietHinderlijk_98;WeetNiet_99;HeelErgBelangrijk_100;ErgBelangrijk_101;Belangrijk_102;IsErOnzekerOver_103;Onbelangrijk_104;HeelErgBelangrijk_105;ErgBelangrijk_106;Belangrijk_107;IsErOnzekerOver_108;Onbelangrijk_109;HeelErgBelangrijk_110;ErgBelangrijk_111;Belangrijk_112;IsErOnzekerOver_113;Onbelangrijk_114;HeelErgBelangrijk_115;ErgBelangrijk_116;Belangrijk_117;IsErOnzekerOver_118;Onbelangrijk_119;HeelErgBelangrijk_120;ErgBelangrijk_121;Belangrijk_122;IsErOnzekerOver_123;Onbelangrijk_124;HeelErgBelangrijk_125;ErgBelangrijk_126;Belangrijk_127;IsErOnzekerOver_128;Onbelangrijk_129;HeelErgBelangrijk_130;ErgBelangrijk_131;Belangrijk_132;IsErOnzekerOver_133;Onbelangrijk_134;HeelErgBelangrijk_135;ErgBelangrijk_136;Belangrijk_137;IsErOnzekerOver_138;Onbelangrijk_139;HeelErgBelangrijk_140;ErgBelangrijk_141;Belangrijk_142;IsErOnzekerOver_143;Onbelangrijk_144;HeelErgBelangrijk_145;ErgBelangrijk_146;Belangrijk_147;IsErOnzekerOver_148;Onbelangrijk_149;HeelErgBelangrijk_150;ErgBelangrijk_151;Belangrijk_152;IsErOnzekerOver_153;Onbelangrijk_154;HeelErgBelangrijk_155;ErgBelangrijk_156;Belangrijk_157;IsErOnzekerOver_158;Onbelangrijk_159;HeelErgBelangrijk_160;ErgBelangrijk_161;Belangrijk_162;IsErOnzekerOver_163;Onbelangrijk_164;HeelErgBelangrijk_165;ErgBelangrijk_166;Belangrijk_167;IsErOnzekerOver_168;Onbelangrijk_169;HelemaalGrotendeelsMeeEens_170;NietMeeEensNietMeeOneens_171;HelemaalNietMeeEens_172;HelemaalGrotendeelsMeeEens_173;NietMeeEensNietMeeOneens_174;HelemaalNietMeeEens_175;HelemaalGrotendeelsMeeEens_176;NietMeeEensNietMeeOneens_177;HelemaalNietMeeEens_178;HelemaalGrotendeelsMeeEens_179;NietMeeEensNietMeeOneens_180;HelemaalNietMeeEens_181;HelemaalGrotendeelsMeeEens_182;NietMeeEensNietMeeOneens_183;HelemaalNietMeeEens_184;HelemaalGrotendeelsMeeEens_185;NietMeeEensNietMeeOneens_186;HelemaalNietMeeEens_187;OverspelIsBreekpuntInRelatie_188;OverspelIsFoutMaarRelatieNietStuk_189;OverspelMoetMogelijkZijn_190;GeenMeningWeetNietWeigert_191
244;Opleidingsniveau: havo, mbo, vwo;2001;1.0;37.0;46.0;14.0;2.0;18.0;12.0;21.0;4.0;7.0;3.0;3.0;;;3.0;13.0;16.0;;;;;;;;;;;;;;11.0;44.0;32.0;14.0;49.0;42.0;9.0;3.0;;57.0;13.0;46.0;35.0;6.0;;;7.0;81.0;12.0;28.0;66.0;6.0;11.0;74.0;16.0;19.0;30.0;34.0;12.0;5.0;2.0;6.0;35.0;37.0;21.0;2.0;20.0;24.0;36.0;18.0;14.0;59.0;14.0;10.0;4.0;1.0;17.0;83.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;Opleidingsniveau: havo, mbo, vwo;2002;1.0;23.0;47.0;24.0;6.0;13.0;23.0;16.0;4.0;6.0;4.0;6.0;2.0;4.0;1.0;7.0;15.0;91.0;14.0;34.0;19.0;6.0;5.0;4.0;7.0;2.0;9.0;0.0;0.0;0.0;16.0;48.0;26.0;10.0;55.0;37.0;7.0;3.0;;59.0;14.0;47.0;35.0;4.0;;;6.0;81.0;13.0;26.0;67.0;7.0;10.0;72.0;18.0;19.0;29.0;35.0;12.0;5.0;2.0;5.0;30.0;38.0;25.0;2.0;18.0;24.0;38.0;18.0;13.0;59.0;15.0;10.0;4.0;1.0;15.0;84.0;;;;;;;;;;;;;;;;;;;;;;13.0;15.0;31.0;5.0;36.0;39.0;31.0;23.0;2.0;5.0;56.0;21.0;14.0;2.0;6.0;52.0;29.0;15.0;1.0;2.0;17.0;28.0;47.0;3.0;5.0;15.0;27.0;54.0;2.0;2.0;19.0;29.0;44.0;4.0;4.0;14.0;32.0;50.0;2.0;2.0;4.0;13.0;45.0;20.0;18.0;11.0;24.0;48.0;9.0;7.0;10.0;18.0;43.0;16.0;12.0;12.0;25.0;48.0;10.0;6.0;53.0;30.0;16.0;1.0;0.0;40.0;32.0;27.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;
246;Opleidingsniveau: havo, mbo, vwo;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;Opleidingsniveau: havo, mbo, vwo;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;Opleidingsniveau: hbo, universiteit;1997;2.0;45.0;42.0;10.0;1.0;20.0;11.0;23.0;15.0;10.0;3.0;2.0;;;1.0;6.0;9.0;;;;;;;;;;;;;;21.0;56.0;19.0;5.0;63.0;32.0;5.0;7.0;;72.0;13.0;47.0;34.0;6.0;;;15.0;81.0;5.0;40.0;57.0;3.0;12.0;78.0;10.0;11.0;22.0;39.0;20.0;7.0;2.0;9.0;46.0;34.0;9.0;5.0;29.0;23.0;30.0;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;Opleidingsniveau: hbo, universiteit;1998;2.0;47.0;40.0;10.0;1.0;22.0;11.0;25.0;13.0;12.0;3.0;2.0;;;1.0;5.0;6.0;95.0;21.0;12.0;30.0;17.0;12.0;5.0;2.0;;;1.0;0.0;0.0;22.0;55.0;19.0;4.0;65.0;31.0;4.0;7.0;;68.0;17.0;54.0;26.0;3.0;;;19.0;77.0;4.0;45.0;53.0;2.0;17.0;74.0;8.0;10.0;25.0;37.0;20.0;7.0;3.0;13.0;41.0;34.0;9.0;3.0;30.0;26.0;29.0;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;Opleidingsniveau: hbo, universiteit;1999;1.0;36.0;47.0;14.0;2.0;20.0;11.0;25.0;9.0;16.0;3.0;2.0;;;1.0;7.0;8.0;;;;;;;;;;;;;;22.0;54.0;20.0;4.0;65.0;30.0;5.0;7.0;;71.0;15.0;50.0;30.0;6.0;;;14.0;81.0;5.0;46.0;52.0;3.0;17.0;73.0;10.0;9.0;25.0;35.0;22.0;10.0;3.0;11.0;46.0;32.0;9.0;4.0;36.0;23.0;28.0;9.0;27.0;61.0;7.0;4.0;1.0;1.0;8.0;91.0;3.0;30.0;67.0;3.0;1.0;95.0;1.0;1.0;98.0;20.0;7.0;72.0;1.0;1.0;98.0;5.0;89.0;6.0;3.0;94.0;3.0;13.0;13.0;27.0;5.0;43.0;26.0;31.0;29.0;3.0;11.0;45.0;25.0;14.0;3.0;12.0;41.0;29.0;21.0;2.0;7.0;16.0;27.0;47.0;3.0;7.0;8.0;22.0;64.0;2.0;3.0;15.0;37.0;42.0;3.0;3.0;10.0;29.0;52.0;5.0;4.0;4.0;11.0;38.0;21.0;26.0;12.0;22.0;41.0;13.0;12.0;9.0;16.0;34.0;20.0;21.0;10.0;25.0;42.0;13.0;10.0;45.0;33.0;20.0;1.0;0.0;25.0;34.0;38.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;
251;Opleidingsniveau: hbo, universiteit;2000;1.0;43.0;43.0;12.0;2.0;19.0;11.0;24.0;8.0;15.0;3.0;3.0;;;1.0;6.0;10.0;;;;;;;;;;;;;;21.0;54.0;20.0;5.0;63.0;32.0;5.0;6.0;;70.0;12.0;50.0;33.0;4.0;;;15.0;80.0;4.0;49.0;49.0;2.0;17.0;75.0;7.0;8.0;22.0;40.0;21.0;9.0;1.0;10.0;44.0;35.0;11.0;4.0;35.0;24.0;27.0;11.0;26.0;62.0;7.0;4.0;1.0;0.0;5.0;94.0;2.0;29.0;69.0;3.0;1.0;96.0;1.0;1.0;98.0;16.0;7.0;77.0;0.0;1.0;99.0;6.0;89.0;5.0;2.0;94.0;4.0;11.0;15.0;27.0;5.0;42.0;25.0;30.0;33.0;5.0;7.0;48.0;24.0;17.0;4.0;9.0;43.0;31.0;21.0;2.0;4.0;16.0;28.0;44.0;3.0;9.0;9.0;21.0;63.0;4.0;2.0;15.0;33.0;44.0;5.0;4.0;9.0;30.0;51.0;5.0;4.0;5.0;13.0;41.0;19.0;23.0;12.0;25.0;41.0;13.0;10.0;8.0;17.0;35.0;22.0;17.0;10.0;26.0;41.0;14.0;8.0;47.0;33.0;19.0;1.0;0.0;30.0;35.0;32.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;
252;Opleidingsniveau: hbo, universiteit;2001;1.0;41.0;43.0;13.0;2.0;20.0;10.0;25.0;7.0;14.0;3.0;2.0;;;2.0;6.0;11.0;;;;;;;;;;;;;;21.0;55.0;20.0;4.0;68.0;28.0;5.0;6.0;;68.0;12.0;48.0;35.0;4.0;;;13.0;82.0;5.0;44.0;54.0;2.0;16.0;76.0;8.0;11.0;24.0;36.0;22.0;7.0;2.0;9.0;44.0;36.0;9.0;4.0;30.0;23.0;32.0;11.0;24.0;62.0;8.0;4.0;2.0;1.0;8.0;91.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;Opleidingsniveau: hbo, universiteit;2002;1.0;28.0;42.0;24.0;5.0;15.0;20.0;21.0;8.0;11.0;3.0;6.0;1.0;2.0;1.0;3.0;10.0;97.0;18.0;26.0;19.0;11.0;14.0;2.0;5.0;1.0;3.0;0.0;0.0;1.0;28.0;55.0;14.0;3.0;72.0;25.0;3.0;7.0;;71.0;17.0;52.0;28.0;3.0;;;11.0;85.0;4.0;43.0;55.0;2.0;15.0;78.0;7.0;8.0;23.0;37.0;22.0;10.0;2.0;6.0;42.0;40.0;10.0;3.0;29.0;25.0;32.0;11.0;22.0;62.0;9.0;6.0;1.0;0.0;7.0;93.0;;;;;;;;;;;;;;;;;;;;;;13.0;14.0;29.0;6.0;38.0;29.0;31.0;29.0;4.0;7.0;50.0;24.0;15.0;3.0;7.0;45.0;32.0;18.0;1.0;4.0;17.0;28.0;44.0;3.0;8.0;8.0;24.0;63.0;3.0;2.0;17.0;39.0;37.0;3.0;3.0;10.0;33.0;50.0;4.0;2.0;5.0;9.0;42.0;20.0;23.0;11.0;22.0;44.0;13.0;10.0;8.0;17.0;35.0;23.0;16.0;10.0;24.0;44.0;14.0;8.0;46.0;33.0;21.0;0.0;0.0;30.0;38.0;30.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
254;Opleidingsniveau: hbo, universiteit;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;Opleidingsniveau: hbo, universiteit;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;Hogere leidinggevenden;1997;2.0;45.0;43.0;9.0;1.0;20.0;11.0;25.0;14.0;8.0;3.0;2.0;;;1.0;7.0;10.0;;;;;;;;;;;;;;18.0;54.0;22.0;6.0;61.0;33.0;6.0;5.0;;70.0;12.0;50.0;33.0;5.0;;;13.0;81.0;6.0;38.0;59.0;4.0;12.0;77.0;11.0;13.0;26.0;39.0;17.0;6.0;2.0;9.0;44.0;33.0;12.0;4.0;27.0;23.0;32.0;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;Hogere leidinggevenden;1998;2.0;48.0;41.0;9.0;1.0;24.0;10.0;27.0;11.0;10.0;3.0;2.0;;;0.0;6.0;6.0;90.0;23.0;9.0;35.0;14.0;9.0;4.0;3.0;;;1.0;0.0;0.0;19.0;54.0;21.0;6.0;62.0;32.0;6.0;6.0;;66.0;18.0;52.0;27.0;4.0;;;17.0;78.0;6.0;43.0;54.0;3.0;16.0;74.0;10.0;13.0;27.0;35.0;18.0;7.0;4.0;10.0;39.0;36.0;11.0;3.0;29.0;24.0;31.0;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;Hogere leidinggevenden;1999;1.0;38.0;46.0;14.0;2.0;20.0;10.0;27.0;8.0;13.0;3.0;2.0;;;1.0;7.0;9.0;;;;;;;;;;;;;;18.0;52.0;23.0;7.0;61.0;32.0;7.0;5.0;;69.0;14.0;49.0;31.0;6.0;;;13.0;81.0;6.0;42.0;55.0;3.0;16.0;75.0;9.0;12.0;27.0;35.0;18.0;8.0;2.0;10.0;43.0;35.0;10.0;4.0;31.0;23.0;31.0;11.0;23.0;59.0;10.0;6.0;1.0;1.0;10.0;90.0;3.0;27.0;70.0;3.0;1.0;96.0;1.0;1.0;98.0;20.0;8.0;72.0;0.0;0.0;99.0;7.0;87.0;6.0;3.0;94.0;3.0;12.0;13.0;28.0;5.0;42.0;31.0;32.0;27.0;2.0;9.0;50.0;23.0;13.0;4.0;10.0;47.0;28.0;19.0;2.0;4.0;16.0;30.0;46.0;2.0;5.0;12.0;24.0;60.0;2.0;2.0;16.0;36.0;42.0;3.0;4.0;12.0;31.0;50.0;3.0;4.0;4.0;12.0;40.0;19.0;25.0;12.0;23.0;42.0;13.0;10.0;10.0;17.0;33.0;20.0;20.0;10.0;26.0;43.0;12.0;10.0;51.0;31.0;17.0;0.0;0.0;33.0;35.0;31.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
259;Hogere leidinggevenden;2000;1.0;44.0;43.0;11.0;1.0;21.0;10.0;26.0;7.0;12.0;3.0;2.0;;;1.0;8.0;11.0;;;;;;;;;;;;;;17.0;52.0;23.0;7.0;61.0;33.0;6.0;6.0;;68.0;13.0;51.0;32.0;4.0;;;13.0;81.0;7.0;43.0;55.0;2.0;16.0;75.0;9.0;11.0;27.0;35.0;19.0;8.0;1.0;9.0;40.0;36.0;13.0;3.0;30.0;22.0;32.0;12.0;25.0;60.0;9.0;5.0;1.0;0.0;8.0;92.0;2.0;29.0;69.0;3.0;0.0;96.0;1.0;1.0;98.0;15.0;8.0;77.0;0.0;1.0;99.0;7.0;89.0;4.0;3.0;94.0;3.0;11.0;14.0;31.0;4.0;40.0;30.0;32.0;28.0;3.0;6.0;54.0;23.0;13.0;3.0;7.0;46.0;32.0;18.0;2.0;3.0;18.0;28.0;45.0;3.0;5.0;11.0;25.0;59.0;3.0;2.0;16.0;35.0;42.0;4.0;3.0;10.0;33.0;49.0;5.0;3.0;5.0;12.0;43.0;18.0;22.0;11.0;25.0;43.0;12.0;9.0;9.0;18.0;34.0;21.0;18.0;11.0;26.0;44.0;10.0;8.0;52.0;32.0;15.0;0.0;0.0;35.0;36.0;27.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
260;Hogere leidinggevenden;2001;1.0;42.0;43.0;12.0;2.0;21.0;8.0;26.0;6.0;11.0;3.0;2.0;;;2.0;7.0;13.0;;;;;;;;;;;;;;18.0;53.0;22.0;6.0;66.0;29.0;5.0;5.0;;67.0;12.0;50.0;34.0;5.0;;;12.0;81.0;7.0;39.0;57.0;3.0;15.0;76.0;9.0;14.0;25.0;35.0;21.0;6.0;2.0;8.0;41.0;37.0;12.0;4.0;29.0;22.0;32.0;14.0;21.0;59.0;10.0;7.0;2.0;1.0;11.0;89.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;Hogere leidinggevenden;2002;1.0;28.0;42.0;24.0;6.0;14.0;19.0;22.0;7.0;10.0;3.0;6.0;2.0;3.0;1.0;4.0;11.0;95.0;18.0;23.0;22.0;9.0;11.0;4.0;4.0;2.0;6.0;0.0;0.0;0.0;24.0;55.0;17.0;4.0;71.0;26.0;3.0;6.0;;69.0;14.0;51.0;30.0;4.0;;;9.0;83.0;7.0;40.0;57.0;3.0;15.0;75.0;10.0;11.0;26.0;36.0;20.0;7.0;2.0;6.0;36.0;42.0;13.0;3.0;26.0;23.0;34.0;14.0;21.0;60.0;9.0;7.0;2.0;0.0;8.0;92.0;;;;;;;;;;;;;;;;;;;;;;14.0;14.0;30.0;5.0;37.0;34.0;33.0;24.0;3.0;6.0;55.0;23.0;12.0;3.0;7.0;50.0;31.0;14.0;1.0;3.0;17.0;29.0;47.0;3.0;4.0;10.0;25.0;61.0;2.0;2.0;18.0;35.0;42.0;2.0;3.0;12.0;33.0;49.0;3.0;2.0;4.0;10.0;42.0;20.0;24.0;13.0;21.0;43.0;12.0;12.0;9.0;19.0;35.0;20.0;17.0;10.0;25.0;46.0;11.0;8.0;52.0;32.0;16.0;0.0;0.0;36.0;38.0;25.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;
262;Hogere leidinggevenden;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;Hogere leidinggevenden;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Overige hoofdarbeid;1997;1.0;34.0;53.0;11.0;1.0;18.0;12.0;21.0;11.0;5.0;2.0;2.0;;;1.0;14.0;14.0;;;;;;;;;;;;;;6.0;44.0;35.0;15.0;40.0;48.0;12.0;2.0;;54.0;11.0;45.0;41.0;4.0;;;7.0;78.0;14.0;19.0;72.0;9.0;8.0;71.0;21.0;18.0;34.0;33.0;12.0;4.0;4.0;8.0;35.0;36.0;17.0;1.0;19.0;25.0;35.0;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;Overige hoofdarbeid;1998;1.0;39.0;51.0;8.0;1.0;25.0;11.0;22.0;8.0;8.0;3.0;3.0;;;1.0;10.0;10.0;81.0;27.0;13.0;28.0;11.0;13.0;2.0;4.0;;;1.0;1.0;0.0;7.0;44.0;35.0;14.0;40.0;48.0;12.0;2.0;;60.0;11.0;49.0;34.0;6.0;;;8.0;81.0;11.0;23.0;68.0;9.0;11.0;72.0;17.0;17.0;33.0;31.0;14.0;5.0;4.0;10.0;38.0;32.0;16.0;2.0;22.0;27.0;34.0;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;Overige hoofdarbeid;1999;1.0;31.0;55.0;12.0;2.0;21.0;11.0;21.0;5.0;9.0;3.0;3.0;;;1.0;15.0;12.0;;;;;;;;;;;;;;7.0;41.0;35.0;18.0;42.0;44.0;14.0;3.0;;58.0;14.0;46.0;35.0;5.0;;;10.0;78.0;12.0;24.0;67.0;9.0;11.0;72.0;17.0;15.0;28.0;37.0;14.0;6.0;3.0;7.0;41.0;34.0;15.0;2.0;20.0;28.0;33.0;18.0;15.0;59.0;14.0;8.0;4.0;1.0;15.0;84.0;3.0;30.0;67.0;6.0;1.0;93.0;1.0;2.0;97.0;18.0;10.0;72.0;0.0;1.0;98.0;11.0;83.0;6.0;6.0;91.0;4.0;11.0;12.0;30.0;5.0;42.0;36.0;29.0;26.0;3.0;6.0;54.0;21.0;12.0;5.0;9.0;49.0;28.0;18.0;1.0;4.0;19.0;28.0;46.0;2.0;5.0;18.0;26.0;55.0;1.0;1.0;21.0;30.0;42.0;3.0;4.0;18.0;31.0;47.0;2.0;1.0;4.0;14.0;46.0;19.0;17.0;13.0;27.0;45.0;9.0;6.0;11.0;20.0;39.0;17.0;13.0;14.0;26.0;47.0;8.0;5.0;57.0;28.0;14.0;0.0;0.0;40.0;35.0;24.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;
267;Overige hoofdarbeid;2000;1.0;37.0;51.0;9.0;1.0;22.0;10.0;19.0;5.0;9.0;3.0;2.0;;;1.0;15.0;15.0;;;;;;;;;;;;;;6.0;40.0;36.0;19.0;41.0;46.0;14.0;2.0;;54.0;11.0;44.0;40.0;4.0;;;9.0;80.0;11.0;27.0;69.0;4.0;11.0;77.0;12.0;16.0;28.0;38.0;13.0;5.0;4.0;7.0;36.0;38.0;15.0;2.0;23.0;26.0;35.0;14.0;12.0;61.0;16.0;9.0;2.0;0.0;13.0;87.0;2.0;29.0;69.0;4.0;2.0;94.0;0.0;2.0;98.0;13.0;10.0;77.0;1.0;1.0;98.0;9.0;83.0;8.0;4.0;91.0;5.0;10.0;11.0;30.0;6.0;44.0;35.0;30.0;24.0;4.0;7.0;55.0;19.0;12.0;5.0;10.0;50.0;26.0;17.0;1.0;5.0;16.0;27.0;47.0;2.0;8.0;18.0;23.0;54.0;2.0;2.0;20.0;30.0;43.0;2.0;5.0;17.0;28.0;53.0;1.0;1.0;4.0;13.0;47.0;16.0;19.0;13.0;26.0;46.0;8.0;6.0;12.0;17.0;37.0;19.0;15.0;15.0;25.0;45.0;10.0;5.0;59.0;25.0;16.0;0.0;0.0;44.0;32.0;23.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;
268;Overige hoofdarbeid;2001;1.0;39.0;48.0;11.0;1.0;21.0;9.0;18.0;5.0;7.0;3.0;2.0;;;2.0;14.0;17.0;;;;;;;;;;;;;;7.0;41.0;35.0;17.0;43.0;46.0;11.0;2.0;;52.0;10.0;48.0;37.0;5.0;;;6.0;81.0;13.0;24.0;70.0;7.0;11.0;76.0;13.0;18.0;32.0;34.0;13.0;4.0;2.0;6.0;36.0;38.0;18.0;2.0;20.0;27.0;35.0;15.0;12.0;60.0;17.0;8.0;2.0;1.0;14.0;86.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
