ID;Services;Countries;Periods;ImportsOfServices_1;ExportsOfServices_2;NetServices_3
396;S Total Services;Bulgaria;2016 2nd quarter;62.0;51.0;-11.0
397;S Total Services;Bulgaria;2016 3rd quarter;78.0;51.0;-27.0
398;S Total Services;Bulgaria;2016 4th quarter;68.0;52.0;-15.0
399;S Total Services;Bulgaria;2016;267.0;190.0;-76.0
400;S Total Services;Bulgaria;2017 1st quarter;68.0;45.0;-22.0
401;S Total Services;Bulgaria;2017 2nd quarter;91.0;49.0;-42.0
402;S Total Services;Bulgaria;2017 3rd quarter;93.0;57.0;-36.0
403;S Total Services;Bulgaria;2017 4th quarter;97.0;55.0;-42.0
404;S Total Services;Bulgaria;2017;348.0;206.0;-142.0
405;S Total Services;Bulgaria;2018 1st quarter;79.0;54.0;-25.0
406;S Total Services;Bulgaria;2018 2nd quarter;87.0;63.0;-24.0
407;S Total Services;Bulgaria;2018 3rd quarter;108.0;81.0;-27.0
408;S Total Services;Bulgaria;2018 4th quarter;96.0;70.0;-26.0
409;S Total Services;Bulgaria;2018;370.0;268.0;-102.0
410;S Total Services;Bulgaria;2019 1st quarter;94.0;63.0;-32.0
411;S Total Services;Bulgaria;2019 2nd quarter;171.0;69.0;-101.0
412;S Total Services;Bulgaria;2019 3rd quarter;128.0;88.0;-40.0
413;S Total Services;Bulgaria;2019 4th quarter;99.0;73.0;-26.0
414;S Total Services;Bulgaria;2019;491.0;293.0;-198.0
415;S Total Services;Bulgaria;2020 1st quarter;120.0;75.0;-46.0
416;S Total Services;Bulgaria;2020 2nd quarter;98.0;63.0;-35.0
417;S Total Services;Bulgaria;2020 3rd quarter;91.0;81.0;-11.0
418;S Total Services;Bulgaria;2020 4th quarter;101.0;70.0;-31.0
419;S Total Services;Bulgaria;2020;411.0;288.0;-123.0
420;S Total Services;Canada;2014 1st quarter;120.0;283.0;163.0
421;S Total Services;Canada;2014 2nd quarter;183.0;333.0;150.0
422;S Total Services;Canada;2014 3rd quarter;173.0;375.0;202.0
423;S Total Services;Canada;2014 4th quarter;137.0;398.0;262.0
424;S Total Services;Canada;2014;613.0;1390.0;777.0
425;S Total Services;Canada;2015 1st quarter;144.0;384.0;240.0
426;S Total Services;Canada;2015 2nd quarter;216.0;418.0;202.0
427;S Total Services;Canada;2015 3rd quarter;268.0;387.0;119.0
428;S Total Services;Canada;2015 4th quarter;198.0;442.0;245.0
429;S Total Services;Canada;2015;826.0;1632.0;805.0
430;S Total Services;Canada;2016 1st quarter;171.0;413.0;242.0
431;S Total Services;Canada;2016 2nd quarter;218.0;465.0;246.0
432;S Total Services;Canada;2016 3rd quarter;270.0;443.0;173.0
433;S Total Services;Canada;2016 4th quarter;191.0;461.0;270.0
434;S Total Services;Canada;2016;850.0;1782.0;932.0
435;S Total Services;Canada;2017 1st quarter;189.0;537.0;348.0
436;S Total Services;Canada;2017 2nd quarter;253.0;596.0;343.0
437;S Total Services;Canada;2017 3rd quarter;333.0;600.0;267.0
438;S Total Services;Canada;2017 4th quarter;206.0;569.0;363.0
439;S Total Services;Canada;2017;981.0;2302.0;1321.0
440;S Total Services;Canada;2018 1st quarter;479.0;597.0;119.0
441;S Total Services;Canada;2018 2nd quarter;618.0;675.0;56.0
442;S Total Services;Canada;2018 3rd quarter;738.0;788.0;49.0
443;S Total Services;Canada;2018 4th quarter;1086.0;773.0;-313.0
444;S Total Services;Canada;2018;2921.0;2833.0;-88.0
445;S Total Services;Canada;2019 1st quarter;336.0;869.0;533.0
446;S Total Services;Canada;2019 2nd quarter;448.0;896.0;448.0
447;S Total Services;Canada;2019 3rd quarter;580.0;960.0;381.0
448;S Total Services;Canada;2019 4th quarter;461.0;947.0;486.0
449;S Total Services;Canada;2019;1824.0;3672.0;1848.0
450;S Total Services;Canada;2020 1st quarter;382.0;823.0;441.0
451;S Total Services;Canada;2020 2nd quarter;378.0;732.0;354.0
452;S Total Services;Canada;2020 3rd quarter;382.0;856.0;474.0
453;S Total Services;Canada;2020 4th quarter;423.0;818.0;395.0
454;S Total Services;Canada;2020;1565.0;3229.0;1664.0
455;S Total Services;Cape Verde;2014 1st quarter;16.0;1.0;-15.0
456;S Total Services;Cape Verde;2014 2nd quarter;6.0;0.0;-5.0
457;S Total Services;Cape Verde;2014 3rd quarter;2.0;1.0;-2.0
458;S Total Services;Cape Verde;2014 4th quarter;11.0;1.0;-10.0
459;S Total Services;Cape Verde;2014;35.0;3.0;-32.0
460;S Total Services;Cape Verde;2015 1st quarter;;;-15.0
461;S Total Services;Cape Verde;2015 2nd quarter;;;-1.0
462;S Total Services;Cape Verde;2015 3rd quarter;;;-1.0
463;S Total Services;Cape Verde;2015 4th quarter;;;-10.0
464;S Total Services;Cape Verde;2015;;;-28.0
465;S Total Services;Cape Verde;2016 1st quarter;19.0;1.0;-18.0
466;S Total Services;Cape Verde;2016 2nd quarter;5.0;1.0;-4.0
467;S Total Services;Cape Verde;2016 3rd quarter;3.0;1.0;-2.0
468;S Total Services;Cape Verde;2016 4th quarter;;;-12.0
469;S Total Services;Cape Verde;2016;;;-36.0
470;S Total Services;Cape Verde;2017 1st quarter;;;-17.0
471;S Total Services;Cape Verde;2017 2nd quarter;;;-2.0
472;S Total Services;Cape Verde;2017 3rd quarter;;;-10.0
473;S Total Services;Cape Verde;2017 4th quarter;;;-14.0
474;S Total Services;Cape Verde;2017;;;-42.0
475;S Total Services;Cape Verde;2018 1st quarter;30.0;1.0;-28.0
476;S Total Services;Cape Verde;2018 2nd quarter;3.0;2.0;-1.0
477;S Total Services;Cape Verde;2018 3rd quarter;7.0;1.0;-6.0
478;S Total Services;Cape Verde;2018 4th quarter;16.0;1.0;-15.0
479;S Total Services;Cape Verde;2018;55.0;5.0;-50.0
480;S Total Services;Cape Verde;2019 1st quarter;23.0;3.0;-20.0
481;S Total Services;Cape Verde;2019 2nd quarter;12.0;2.0;-10.0
482;S Total Services;Cape Verde;2019 3rd quarter;6.0;3.0;-3.0
483;S Total Services;Cape Verde;2019 4th quarter;8.0;2.0;-6.0
484;S Total Services;Cape Verde;2019;49.0;10.0;-39.0
485;S Total Services;Cape Verde;2020 1st quarter;8.0;2.0;-6.0
486;S Total Services;Cape Verde;2020 2nd quarter;0.0;0.0;0.0
487;S Total Services;Cape Verde;2020 3rd quarter;0.0;0.0;0.0
488;S Total Services;Cape Verde;2020 4th quarter;0.0;0.0;0.0
489;S Total Services;Cape Verde;2020;9.0;3.0;-6.0
490;S Total Services;Chile;2014 1st quarter;15.0;50.0;35.0
491;S Total Services;Chile;2014 2nd quarter;13.0;55.0;42.0
492;S Total Services;Chile;2014 3rd quarter;12.0;48.0;36.0
493;S Total Services;Chile;2014 4th quarter;16.0;53.0;37.0
494;S Total Services;Chile;2014;56.0;207.0;150.0
495;S Total Services;Chile;2015 1st quarter;11.0;55.0;43.0
496;S Total Services;Chile;2015 2nd quarter;13.0;60.0;47.0
497;S Total Services;Chile;2015 3rd quarter;13.0;56.0;44.0
498;S Total Services;Chile;2015 4th quarter;21.0;56.0;35.0
499;S Total Services;Chile;2015;58.0;228.0;169.0
500;S Total Services;Chile;2016 1st quarter;24.0;66.0;42.0
501;S Total Services;Chile;2016 2nd quarter;20.0;59.0;39.0
502;S Total Services;Chile;2016 3rd quarter;12.0;52.0;40.0
503;S Total Services;Chile;2016 4th quarter;18.0;69.0;50.0
504;S Total Services;Chile;2016;75.0;247.0;171.0
505;S Total Services;Chile;2017 1st quarter;15.0;132.0;116.0
506;S Total Services;Chile;2017 2nd quarter;15.0;97.0;81.0
507;S Total Services;Chile;2017 3rd quarter;17.0;75.0;58.0
508;S Total Services;Chile;2017 4th quarter;19.0;120.0;101.0
509;S Total Services;Chile;2017;67.0;423.0;356.0
510;S Total Services;Chile;2018 1st quarter;45.0;139.0;94.0
511;S Total Services;Chile;2018 2nd quarter;23.0;125.0;102.0
512;S Total Services;Chile;2018 3rd quarter;33.0;127.0;94.0
513;S Total Services;Chile;2018 4th quarter;43.0;141.0;99.0
514;S Total Services;Chile;2018;144.0;532.0;389.0
515;S Total Services;Chile;2019 1st quarter;74.0;160.0;86.0
516;S Total Services;Chile;2019 2nd quarter;54.0;132.0;79.0
517;S Total Services;Chile;2019 3rd quarter;39.0;129.0;90.0
518;S Total Services;Chile;2019 4th quarter;61.0;136.0;75.0
519;S Total Services;Chile;2019;227.0;557.0;330.0
520;S Total Services;Chile;2020 1st quarter;63.0;127.0;64.0
521;S Total Services;Chile;2020 2nd quarter;38.0;117.0;80.0
522;S Total Services;Chile;2020 3rd quarter;36.0;112.0;76.0
523;S Total Services;Chile;2020 4th quarter;42.0;118.0;76.0
524;S Total Services;Chile;2020;177.0;474.0;296.0
525;S Total Services;China;2014 1st quarter;481.0;415.0;-66.0
526;S Total Services;China;2014 2nd quarter;537.0;430.0;-106.0
527;S Total Services;China;2014 3rd quarter;644.0;504.0;-140.0
528;S Total Services;China;2014 4th quarter;774.0;521.0;-253.0
529;S Total Services;China;2014;2436.0;1870.0;-565.0
530;S Total Services;China;2015 1st quarter;657.0;468.0;-189.0
531;S Total Services;China;2015 2nd quarter;623.0;604.0;-19.0
532;S Total Services;China;2015 3rd quarter;533.0;618.0;85.0
533;S Total Services;China;2015 4th quarter;918.0;589.0;-329.0
534;S Total Services;China;2015;2731.0;2279.0;-452.0
535;S Total Services;China;2016 1st quarter;764.0;482.0;-282.0
536;S Total Services;China;2016 2nd quarter;740.0;469.0;-271.0
537;S Total Services;China;2016 3rd quarter;1119.0;466.0;-653.0
538;S Total Services;China;2016 4th quarter;970.0;515.0;-456.0
539;S Total Services;China;2016;3593.0;1931.0;-1662.0
540;S Total Services;China;2017 1st quarter;829.0;499.0;-330.0
541;S Total Services;China;2017 2nd quarter;810.0;656.0;-153.0
542;S Total Services;China;2017 3rd quarter;788.0;595.0;-193.0
543;S Total Services;China;2017 4th quarter;1247.0;712.0;-535.0
544;S Total Services;China;2017;3674.0;2462.0;-1212.0
545;S Total Services;China;2018 1st quarter;1155.0;855.0;-300.0
546;S Total Services;China;2018 2nd quarter;1027.0;710.0;-317.0
547;S Total Services;China;2018 3rd quarter;784.0;719.0;-64.0
548;S Total Services;China;2018 4th quarter;1012.0;835.0;-177.0
549;S Total Services;China;2018;3978.0;3120.0;-858.0
550;S Total Services;China;2019 1st quarter;704.0;842.0;137.0
551;S Total Services;China;2019 2nd quarter;831.0;883.0;52.0
552;S Total Services;China;2019 3rd quarter;708.0;840.0;132.0
553;S Total Services;China;2019 4th quarter;974.0;1228.0;254.0
554;S Total Services;China;2019;3218.0;3793.0;575.0
555;S Total Services;China;2020 1st quarter;691.0;691.0;-1.0
556;S Total Services;China;2020 2nd quarter;593.0;825.0;231.0
557;S Total Services;China;2020 3rd quarter;495.0;865.0;370.0
558;S Total Services;China;2020 4th quarter;663.0;1027.0;365.0
559;S Total Services;China;2020;2442.0;3408.0;966.0
560;S Total Services;Colombia;2014 1st quarter;55.0;39.0;-15.0
561;S Total Services;Colombia;2014 2nd quarter;12.0;43.0;30.0
562;S Total Services;Colombia;2014 3rd quarter;13.0;54.0;41.0
563;S Total Services;Colombia;2014 4th quarter;20.0;62.0;42.0
564;S Total Services;Colombia;2014;100.0;198.0;98.0
565;S Total Services;Colombia;2015 1st quarter;19.0;73.0;54.0
566;S Total Services;Colombia;2015 2nd quarter;10.0;48.0;39.0
567;S Total Services;Colombia;2015 3rd quarter;11.0;75.0;63.0
568;S Total Services;Colombia;2015 4th quarter;23.0;54.0;31.0
569;S Total Services;Colombia;2015;63.0;251.0;188.0
570;S Total Services;Colombia;2016 1st quarter;23.0;58.0;35.0
571;S Total Services;Colombia;2016 2nd quarter;14.0;50.0;37.0
572;S Total Services;Colombia;2016 3rd quarter;22.0;41.0;20.0
573;S Total Services;Colombia;2016 4th quarter;22.0;60.0;38.0
574;S Total Services;Colombia;2016;80.0;209.0;129.0
575;S Total Services;Colombia;2017 1st quarter;47.0;83.0;35.0
576;S Total Services;Colombia;2017 2nd quarter;37.0;89.0;52.0
577;S Total Services;Colombia;2017 3rd quarter;77.0;69.0;-7.0
578;S Total Services;Colombia;2017 4th quarter;64.0;92.0;28.0
579;S Total Services;Colombia;2017;225.0;333.0;108.0
580;S Total Services;Colombia;2018 1st quarter;52.0;78.0;26.0
581;S Total Services;Colombia;2018 2nd quarter;45.0;96.0;51.0
582;S Total Services;Colombia;2018 3rd quarter;44.0;95.0;51.0
583;S Total Services;Colombia;2018 4th quarter;60.0;119.0;59.0
584;S Total Services;Colombia;2018;202.0;388.0;186.0
585;S Total Services;Colombia;2019 1st quarter;64.0;91.0;27.0
586;S Total Services;Colombia;2019 2nd quarter;56.0;83.0;27.0
587;S Total Services;Colombia;2019 3rd quarter;74.0;97.0;23.0
588;S Total Services;Colombia;2019 4th quarter;68.0;112.0;44.0
589;S Total Services;Colombia;2019;261.0;384.0;122.0
590;S Total Services;Colombia;2020 1st quarter;64.0;113.0;48.0
591;S Total Services;Colombia;2020 2nd quarter;46.0;106.0;60.0
592;S Total Services;Colombia;2020 3rd quarter;45.0;61.0;16.0
593;S Total Services;Colombia;2020 4th quarter;54.0;72.0;17.0
594;S Total Services;Colombia;2020;211.0;352.0;141.0
595;S Total Services;Croatia;2014 1st quarter;12.0;15.0;3.0
596;S Total Services;Croatia;2014 2nd quarter;76.0;16.0;-60.0
597;S Total Services;Croatia;2014 3rd quarter;121.0;51.0;-70.0
598;S Total Services;Croatia;2014 4th quarter;19.0;29.0;10.0
599;S Total Services;Croatia;2014;227.0;111.0;-116.0
600;S Total Services;Croatia;2015 1st quarter;15.0;27.0;12.0
601;S Total Services;Croatia;2015 2nd quarter;60.0;33.0;-27.0
602;S Total Services;Croatia;2015 3rd quarter;121.0;68.0;-53.0
603;S Total Services;Croatia;2015 4th quarter;22.0;26.0;4.0
604;S Total Services;Croatia;2015;218.0;154.0;-64.0
605;S Total Services;Croatia;2016 1st quarter;21.0;17.0;-4.0
606;S Total Services;Croatia;2016 2nd quarter;53.0;27.0;-25.0
607;S Total Services;Croatia;2016 3rd quarter;123.0;80.0;-43.0
608;S Total Services;Croatia;2016 4th quarter;22.0;34.0;12.0
609;S Total Services;Croatia;2016;219.0;158.0;-61.0
610;S Total Services;Croatia;2017 1st quarter;24.0;23.0;-1.0
611;S Total Services;Croatia;2017 2nd quarter;69.0;34.0;-35.0
612;S Total Services;Croatia;2017 3rd quarter;167.0;105.0;-62.0
613;S Total Services;Croatia;2017 4th quarter;31.0;45.0;14.0
614;S Total Services;Croatia;2017;290.0;206.0;-84.0
615;S Total Services;Croatia;2018 1st quarter;23.0;27.0;5.0
616;S Total Services;Croatia;2018 2nd quarter;75.0;40.0;-35.0
617;S Total Services;Croatia;2018 3rd quarter;178.0;127.0;-51.0
618;S Total Services;Croatia;2018 4th quarter;33.0;54.0;21.0
619;S Total Services;Croatia;2018;308.0;248.0;-60.0
620;S Total Services;Croatia;2019 1st quarter;22.0;31.0;9.0
621;S Total Services;Croatia;2019 2nd quarter;144.0;50.0;-93.0
622;S Total Services;Croatia;2019 3rd quarter;158.0;142.0;-16.0
623;S Total Services;Croatia;2019 4th quarter;32.0;64.0;32.0
624;S Total Services;Croatia;2019;355.0;288.0;-68.0
625;S Total Services;Croatia;2020 1st quarter;28.0;35.0;8.0
626;S Total Services;Croatia;2020 2nd quarter;20.0;29.0;9.0
627;S Total Services;Croatia;2020 3rd quarter;42.0;82.0;40.0
628;S Total Services;Croatia;2020 4th quarter;25.0;37.0;13.0
629;S Total Services;Croatia;2020;115.0;184.0;69.0
630;S Total Services;Cuba;2014 1st quarter;10.0;4.0;-5.0
631;S Total Services;Cuba;2014 2nd quarter;18.0;8.0;-10.0
632;S Total Services;Cuba;2014 3rd quarter;16.0;7.0;-9.0
633;S Total Services;Cuba;2014 4th quarter;9.0;6.0;-2.0
634;S Total Services;Cuba;2014;52.0;25.0;-27.0
635;S Total Services;Cuba;2015 1st quarter;15.0;5.0;-9.0
636;S Total Services;Cuba;2015 2nd quarter;10.0;6.0;-4.0
637;S Total Services;Cuba;2015 3rd quarter;3.0;7.0;4.0
638;S Total Services;Cuba;2015 4th quarter;10.0;8.0;-3.0
639;S Total Services;Cuba;2015;38.0;26.0;-12.0
640;S Total Services;Cuba;2016 1st quarter;17.0;7.0;-11.0
641;S Total Services;Cuba;2016 2nd quarter;15.0;9.0;-6.0
642;S Total Services;Cuba;2016 3rd quarter;36.0;9.0;-27.0
643;S Total Services;Cuba;2016 4th quarter;18.0;8.0;-11.0
644;S Total Services;Cuba;2016;86.0;32.0;-54.0
645;S Total Services;Cuba;2017 1st quarter;39.0;14.0;-25.0
646;S Total Services;Cuba;2017 2nd quarter;20.0;14.0;-6.0
647;S Total Services;Cuba;2017 3rd quarter;18.0;13.0;-5.0
648;S Total Services;Cuba;2017 4th quarter;21.0;23.0;2.0
649;S Total Services;Cuba;2017;98.0;63.0;-34.0
650;S Total Services;Cuba;2018 1st quarter;21.0;10.0;-11.0
651;S Total Services;Cuba;2018 2nd quarter;12.0;17.0;4.0
652;S Total Services;Cuba;2018 3rd quarter;18.0;15.0;-2.0
653;S Total Services;Cuba;2018 4th quarter;23.0;25.0;2.0
654;S Total Services;Cuba;2018;74.0;67.0;-7.0
655;S Total Services;Cuba;2019 1st quarter;50.0;16.0;-34.0
656;S Total Services;Cuba;2019 2nd quarter;23.0;17.0;-6.0
657;S Total Services;Cuba;2019 3rd quarter;11.0;14.0;3.0
658;S Total Services;Cuba;2019 4th quarter;23.0;19.0;-4.0
659;S Total Services;Cuba;2019;108.0;66.0;-42.0
660;S Total Services;Cuba;2020 1st quarter;11.0;7.0;-4.0
661;S Total Services;Cuba;2020 2nd quarter;3.0;6.0;3.0
662;S Total Services;Cuba;2020 3rd quarter;2.0;6.0;4.0
663;S Total Services;Cuba;2020 4th quarter;2.0;9.0;6.0
664;S Total Services;Cuba;2020;18.0;27.0;9.0
665;S Total Services;Curaçao;2014 1st quarter;160.0;14.0;-146.0
666;S Total Services;Curaçao;2014 2nd quarter;112.0;20.0;-92.0
667;S Total Services;Curaçao;2014 3rd quarter;326.0;21.0;-305.0
668;S Total Services;Curaçao;2014 4th quarter;177.0;22.0;-155.0
669;S Total Services;Curaçao;2014;775.0;77.0;-698.0
670;S Total Services;Curaçao;2015 1st quarter;107.0;13.0;-94.0
671;S Total Services;Curaçao;2015 2nd quarter;;;-31725.0
672;S Total Services;Curaçao;2015 3rd quarter;;;-424.0
673;S Total Services;Curaçao;2015 4th quarter;;;590.0
674;S Total Services;Curaçao;2015;;;-31655.0
675;S Total Services;Curaçao;2016 1st quarter;52.0;15.0;-37.0
676;S Total Services;Curaçao;2016 2nd quarter;42.0;24.0;-18.0
677;S Total Services;Curaçao;2016 3rd quarter;34.0;26.0;-7.0
678;S Total Services;Curaçao;2016 4th quarter;40.0;23.0;-17.0
679;S Total Services;Curaçao;2016;168.0;88.0;-80.0
680;S Total Services;Curaçao;2017 1st quarter;95.0;19.0;-76.0
681;S Total Services;Curaçao;2017 2nd quarter;104.0;29.0;-75.0
682;S Total Services;Curaçao;2017 3rd quarter;90.0;34.0;-56.0
683;S Total Services;Curaçao;2017 4th quarter;87.0;24.0;-63.0
684;S Total Services;Curaçao;2017;377.0;106.0;-271.0
685;S Total Services;Curaçao;2018 1st quarter;94.0;20.0;-74.0
686;S Total Services;Curaçao;2018 2nd quarter;116.0;32.0;-84.0
687;S Total Services;Curaçao;2018 3rd quarter;71.0;30.0;-41.0
688;S Total Services;Curaçao;2018 4th quarter;114.0;24.0;-90.0
689;S Total Services;Curaçao;2018;396.0;106.0;-290.0
690;S Total Services;Curaçao;2019 1st quarter;90.0;25.0;-65.0
691;S Total Services;Curaçao;2019 2nd quarter;82.0;24.0;-58.0
692;S Total Services;Curaçao;2019 3rd quarter;100.0;30.0;-70.0
693;S Total Services;Curaçao;2019 4th quarter;100.0;26.0;-73.0
694;S Total Services;Curaçao;2019;373.0;106.0;-267.0
695;S Total Services;Curaçao;2020 1st quarter;138.0;27.0;-110.0
696;S Total Services;Curaçao;2020 2nd quarter;16.0;11.0;-4.0
697;S Total Services;Curaçao;2020 3rd quarter;22.0;17.0;-5.0
698;S Total Services;Curaçao;2020 4th quarter;33.0;16.0;-17.0
699;S Total Services;Curaçao;2020;208.0;71.0;-137.0
700;S Total Services;Cyprus;2014 1st quarter;44.0;82.0;38.0
701;S Total Services;Cyprus;2014 2nd quarter;58.0;85.0;27.0
702;S Total Services;Cyprus;2014 3rd quarter;61.0;76.0;15.0
703;S Total Services;Cyprus;2014 4th quarter;70.0;92.0;22.0
704;S Total Services;Cyprus;2014;233.0;335.0;102.0
705;S Total Services;Cyprus;2015 1st quarter;32.0;154.0;122.0
706;S Total Services;Cyprus;2015 2nd quarter;62.0;114.0;52.0
707;S Total Services;Cyprus;2015 3rd quarter;38.0;98.0;60.0
708;S Total Services;Cyprus;2015 4th quarter;37.0;86.0;50.0
709;S Total Services;Cyprus;2015;168.0;452.0;284.0
710;S Total Services;Cyprus;2016 1st quarter;27.0;93.0;66.0
711;S Total Services;Cyprus;2016 2nd quarter;58.0;79.0;21.0
712;S Total Services;Cyprus;2016 3rd quarter;37.0;83.0;46.0
713;S Total Services;Cyprus;2016 4th quarter;43.0;87.0;44.0
714;S Total Services;Cyprus;2016;165.0;342.0;177.0
715;S Total Services;Cyprus;2017 1st quarter;28.0;107.0;79.0
716;S Total Services;Cyprus;2017 2nd quarter;74.0;99.0;26.0
717;S Total Services;Cyprus;2017 3rd quarter;62.0;79.0;16.0
718;S Total Services;Cyprus;2017 4th quarter;61.0;67.0;6.0
719;S Total Services;Cyprus;2017;225.0;352.0;126.0
720;S Total Services;Cyprus;2018 1st quarter;84.0;72.0;-12.0
721;S Total Services;Cyprus;2018 2nd quarter;104.0;62.0;-42.0
722;S Total Services;Cyprus;2018 3rd quarter;129.0;97.0;-33.0
723;S Total Services;Cyprus;2018 4th quarter;104.0;105.0;1.0
724;S Total Services;Cyprus;2018;422.0;336.0;-86.0
725;S Total Services;Cyprus;2019 1st quarter;264.0;86.0;-178.0
726;S Total Services;Cyprus;2019 2nd quarter;303.0;66.0;-236.0
727;S Total Services;Cyprus;2019 3rd quarter;206.0;82.0;-124.0
728;S Total Services;Cyprus;2019 4th quarter;190.0;122.0;-68.0
729;S Total Services;Cyprus;2019;963.0;356.0;-607.0
730;S Total Services;Cyprus;2020 1st quarter;272.0;76.0;-196.0
731;S Total Services;Cyprus;2020 2nd quarter;249.0;61.0;-188.0
732;S Total Services;Cyprus;2020 3rd quarter;204.0;74.0;-129.0
