ID;Geslacht;Leeftijd;Perioden;BuitenlandGeborenWerknemersTotaal_1;BuitenlandGeborenWerknemersIngesc_2;BuitenlandGeborenWerknemersNietI_3
880;Vrouwen;20 tot 25 jaar;1999, vrijdag 24 september;10.8;8.1;2.7
881;Vrouwen;20 tot 25 jaar;2000, vrijdag 29 september;13.0;9.3;3.7
882;Vrouwen;20 tot 25 jaar;2001, vrijdag 28 september;14.7;9.9;4.8
883;Vrouwen;20 tot 25 jaar;2002, vrijdag 27 september;15.9;10.2;5.6
884;Vrouwen;20 tot 25 jaar;2003, vrijdag 26 september;15.6;9.3;6.3
885;Vrouwen;20 tot 25 jaar;2004, vrijdag 24 september;14.7;8.1;6.5
886;Vrouwen;20 tot 25 jaar;2005, vrijdag 30 september;14.3;7.7;6.7
887;Vrouwen;20 tot 25 jaar;2006, vrijdag 29 september;15.3;7.6;7.7
888;Vrouwen;20 tot 25 jaar;2007, vrijdag 28 september;20.9;8.5;12.4
889;Vrouwen;20 tot 25 jaar;2008, vrijdag 26 september;22.9;9.4;13.5
890;Vrouwen;20 tot 25 jaar;2009, vrijdag 25 september;21.9;9.1;12.8
891;Vrouwen;20 tot 25 jaar;2010, vrijdag 24 september;22.4;9.3;13.1
892;Vrouwen;20 tot 25 jaar;2011, vrijdag 23 september;23.4;10.0;13.4
893;Vrouwen;20 tot 25 jaar;2012, vrijdag 28 september;23.7;10.1;13.5
894;Vrouwen;20 tot 25 jaar;2013, vrijdag 28 september;23.6;9.7;13.9
895;Vrouwen;20 tot 25 jaar;2014, vrijdag 26 september;23.4;10.1;13.3
896;Vrouwen;25 tot 30 jaar;1999, vrijdag 24 september;23.2;20.3;3.0
897;Vrouwen;25 tot 30 jaar;2000, vrijdag 29 september;25.5;21.9;3.5
898;Vrouwen;25 tot 30 jaar;2001, vrijdag 28 september;26.9;22.8;4.2
899;Vrouwen;25 tot 30 jaar;2002, vrijdag 27 september;27.6;23.0;4.6
900;Vrouwen;25 tot 30 jaar;2003, vrijdag 26 september;27.1;22.3;4.8
901;Vrouwen;25 tot 30 jaar;2004, vrijdag 24 september;26.1;20.9;5.2
902;Vrouwen;25 tot 30 jaar;2005, vrijdag 30 september;26.1;20.7;5.4
903;Vrouwen;25 tot 30 jaar;2006, vrijdag 29 september;26.6;20.8;5.8
904;Vrouwen;25 tot 30 jaar;2007, vrijdag 28 september;31.5;23.1;8.4
905;Vrouwen;25 tot 30 jaar;2008, vrijdag 26 september;34.9;25.3;9.6
906;Vrouwen;25 tot 30 jaar;2009, vrijdag 25 september;35.4;25.5;9.9
907;Vrouwen;25 tot 30 jaar;2010, vrijdag 24 september;36.4;26.0;10.5
908;Vrouwen;25 tot 30 jaar;2011, vrijdag 23 september;37.9;27.0;10.9
909;Vrouwen;25 tot 30 jaar;2012, vrijdag 28 september;38.0;27.0;11.1
910;Vrouwen;25 tot 30 jaar;2013, vrijdag 28 september;37.7;26.6;11.1
911;Vrouwen;25 tot 30 jaar;2014, vrijdag 26 september;37.9;27.4;10.5
912;Vrouwen;30 tot 35 jaar;1999, vrijdag 24 september;27.2;24.3;2.9
913;Vrouwen;30 tot 35 jaar;2000, vrijdag 29 september;29.9;26.7;3.2
914;Vrouwen;30 tot 35 jaar;2001, vrijdag 28 september;32.3;28.8;3.6
915;Vrouwen;30 tot 35 jaar;2002, vrijdag 27 september;33.8;30.0;3.8
916;Vrouwen;30 tot 35 jaar;2003, vrijdag 26 september;33.4;29.6;3.8
917;Vrouwen;30 tot 35 jaar;2004, vrijdag 24 september;32.2;28.5;3.7
918;Vrouwen;30 tot 35 jaar;2005, vrijdag 30 september;32.0;28.1;3.9
919;Vrouwen;30 tot 35 jaar;2006, vrijdag 29 september;32.2;28.3;3.9
920;Vrouwen;30 tot 35 jaar;2007, vrijdag 28 september;35.4;30.0;5.4
921;Vrouwen;30 tot 35 jaar;2008, vrijdag 26 september;37.6;31.9;5.7
922;Vrouwen;30 tot 35 jaar;2009, vrijdag 25 september;37.4;31.6;5.8
923;Vrouwen;30 tot 35 jaar;2010, vrijdag 24 september;38.2;32.2;6.0
924;Vrouwen;30 tot 35 jaar;2011, vrijdag 23 september;39.6;33.2;6.3
925;Vrouwen;30 tot 35 jaar;2012, vrijdag 28 september;40.0;33.7;6.3
926;Vrouwen;30 tot 35 jaar;2013, vrijdag 28 september;39.7;33.3;6.4
927;Vrouwen;30 tot 35 jaar;2014, vrijdag 26 september;40.4;34.0;6.4
928;Vrouwen;35 tot 40 jaar;1999, vrijdag 24 september;27.3;24.9;2.4
929;Vrouwen;35 tot 40 jaar;2000, vrijdag 29 september;29.6;26.8;2.8
930;Vrouwen;35 tot 40 jaar;2001, vrijdag 28 september;31.8;28.5;3.2
931;Vrouwen;35 tot 40 jaar;2002, vrijdag 27 september;33.2;29.6;3.6
932;Vrouwen;35 tot 40 jaar;2003, vrijdag 26 september;33.4;29.6;3.7
933;Vrouwen;35 tot 40 jaar;2004, vrijdag 24 september;32.9;29.1;3.8
934;Vrouwen;35 tot 40 jaar;2005, vrijdag 30 september;33.6;29.7;3.8
935;Vrouwen;35 tot 40 jaar;2006, vrijdag 29 september;34.9;31.0;3.8
936;Vrouwen;35 tot 40 jaar;2007, vrijdag 28 september;38.3;33.3;5.0
937;Vrouwen;35 tot 40 jaar;2008, vrijdag 26 september;40.2;35.0;5.2
938;Vrouwen;35 tot 40 jaar;2009, vrijdag 25 september;40.1;34.8;5.2
939;Vrouwen;35 tot 40 jaar;2010, vrijdag 24 september;40.0;35.0;5.1
940;Vrouwen;35 tot 40 jaar;2011, vrijdag 23 september;40.2;35.2;5.0
941;Vrouwen;35 tot 40 jaar;2012, vrijdag 28 september;40.0;35.0;5.0
942;Vrouwen;35 tot 40 jaar;2013, vrijdag 28 september;39.2;34.2;5.0
943;Vrouwen;35 tot 40 jaar;2014, vrijdag 26 september;39.1;34.2;4.9
944;Vrouwen;40 tot 45 jaar;1999, vrijdag 24 september;26.1;24.1;2.0
945;Vrouwen;40 tot 45 jaar;2000, vrijdag 29 september;28.8;26.3;2.5
946;Vrouwen;40 tot 45 jaar;2001, vrijdag 28 september;30.9;27.9;3.1
947;Vrouwen;40 tot 45 jaar;2002, vrijdag 27 september;32.5;29.0;3.5
948;Vrouwen;40 tot 45 jaar;2003, vrijdag 26 september;32.8;29.0;3.8
949;Vrouwen;40 tot 45 jaar;2004, vrijdag 24 september;32.5;28.7;3.8
950;Vrouwen;40 tot 45 jaar;2005, vrijdag 30 september;32.6;28.6;4.0
951;Vrouwen;40 tot 45 jaar;2006, vrijdag 29 september;34.0;30.0;4.0
952;Vrouwen;40 tot 45 jaar;2007, vrijdag 28 september;37.1;32.0;5.2
953;Vrouwen;40 tot 45 jaar;2008, vrijdag 26 september;39.7;33.8;5.9
954;Vrouwen;40 tot 45 jaar;2009, vrijdag 25 september;39.8;33.9;5.9
955;Vrouwen;40 tot 45 jaar;2010, vrijdag 24 september;40.6;34.7;5.9
956;Vrouwen;40 tot 45 jaar;2011, vrijdag 23 september;41.2;35.5;5.7
957;Vrouwen;40 tot 45 jaar;2012, vrijdag 28 september;41.3;35.9;5.4
958;Vrouwen;40 tot 45 jaar;2013, vrijdag 28 september;41.2;35.9;5.3
959;Vrouwen;40 tot 45 jaar;2014, vrijdag 26 september;40.6;35.5;5.1
960;Vrouwen;45 tot 50 jaar;1999, vrijdag 24 september;21.7;20.0;1.7
961;Vrouwen;45 tot 50 jaar;2000, vrijdag 29 september;24.2;22.1;2.1
962;Vrouwen;45 tot 50 jaar;2001, vrijdag 28 september;26.6;24.0;2.5
963;Vrouwen;45 tot 50 jaar;2002, vrijdag 27 september;28.4;25.4;3.0
964;Vrouwen;45 tot 50 jaar;2003, vrijdag 26 september;29.0;25.8;3.1
965;Vrouwen;45 tot 50 jaar;2004, vrijdag 24 september;29.1;25.8;3.3
966;Vrouwen;45 tot 50 jaar;2005, vrijdag 30 september;30.1;26.4;3.7
967;Vrouwen;45 tot 50 jaar;2006, vrijdag 29 september;31.1;27.3;3.8
968;Vrouwen;45 tot 50 jaar;2007, vrijdag 28 september;33.8;29.0;4.8
969;Vrouwen;45 tot 50 jaar;2008, vrijdag 26 september;36.1;30.7;5.4
970;Vrouwen;45 tot 50 jaar;2009, vrijdag 25 september;36.3;31.0;5.3
971;Vrouwen;45 tot 50 jaar;2010, vrijdag 24 september;36.9;31.5;5.4
972;Vrouwen;45 tot 50 jaar;2011, vrijdag 23 september;37.8;32.4;5.4
973;Vrouwen;45 tot 50 jaar;2012, vrijdag 28 september;37.8;32.5;5.3
974;Vrouwen;45 tot 50 jaar;2013, vrijdag 28 september;38.1;32.8;5.3
975;Vrouwen;45 tot 50 jaar;2014, vrijdag 26 september;38.0;32.8;5.2
976;Vrouwen;50 tot 55 jaar;1999, vrijdag 24 september;13.3;12.3;1.0
977;Vrouwen;50 tot 55 jaar;2000, vrijdag 29 september;15.4;14.2;1.2
978;Vrouwen;50 tot 55 jaar;2001, vrijdag 28 september;17.5;15.9;1.6
979;Vrouwen;50 tot 55 jaar;2002, vrijdag 27 september;19.2;17.3;2.0
980;Vrouwen;50 tot 55 jaar;2003, vrijdag 26 september;20.4;18.3;2.1
981;Vrouwen;50 tot 55 jaar;2004, vrijdag 24 september;21.5;19.2;2.3
982;Vrouwen;50 tot 55 jaar;2005, vrijdag 30 september;22.8;20.2;2.6
983;Vrouwen;50 tot 55 jaar;2006, vrijdag 29 september;24.1;21.5;2.7
984;Vrouwen;50 tot 55 jaar;2007, vrijdag 28 september;26.4;23.2;3.2
985;Vrouwen;50 tot 55 jaar;2008, vrijdag 26 september;28.0;24.4;3.6
986;Vrouwen;50 tot 55 jaar;2009, vrijdag 25 september;29.0;25.2;3.8
987;Vrouwen;50 tot 55 jaar;2010, vrijdag 24 september;30.0;26.1;3.9
988;Vrouwen;50 tot 55 jaar;2011, vrijdag 23 september;30.9;26.8;4.0
989;Vrouwen;50 tot 55 jaar;2012, vrijdag 28 september;31.3;27.2;4.1
990;Vrouwen;50 tot 55 jaar;2013, vrijdag 28 september;31.7;27.6;4.1
991;Vrouwen;50 tot 55 jaar;2014, vrijdag 26 september;31.6;27.6;4.0
992;Vrouwen;55 tot 60 jaar;1999, vrijdag 24 september;6.1;5.5;0.5
993;Vrouwen;55 tot 60 jaar;2000, vrijdag 29 september;7.0;6.3;0.7
994;Vrouwen;55 tot 60 jaar;2001, vrijdag 28 september;8.0;7.2;0.8
995;Vrouwen;55 tot 60 jaar;2002, vrijdag 27 september;9.3;8.4;0.9
996;Vrouwen;55 tot 60 jaar;2003, vrijdag 26 september;10.5;9.5;1.0
997;Vrouwen;55 tot 60 jaar;2004, vrijdag 24 september;11.5;10.5;1.1
998;Vrouwen;55 tot 60 jaar;2005, vrijdag 30 september;13.0;11.8;1.3
999;Vrouwen;55 tot 60 jaar;2006, vrijdag 29 september;14.2;12.8;1.3
1000;Vrouwen;55 tot 60 jaar;2007, vrijdag 28 september;15.8;14.3;1.6
1001;Vrouwen;55 tot 60 jaar;2008, vrijdag 26 september;17.5;15.7;1.8
1002;Vrouwen;55 tot 60 jaar;2009, vrijdag 25 september;18.9;17.0;1.9
1003;Vrouwen;55 tot 60 jaar;2010, vrijdag 24 september;20.3;18.2;2.1
1004;Vrouwen;55 tot 60 jaar;2011, vrijdag 23 september;21.6;19.4;2.1
1005;Vrouwen;55 tot 60 jaar;2012, vrijdag 28 september;22.4;20.1;2.3
1006;Vrouwen;55 tot 60 jaar;2013, vrijdag 28 september;23.0;20.7;2.4
1007;Vrouwen;55 tot 60 jaar;2014, vrijdag 26 september;23.1;20.7;2.4
1008;Vrouwen;60 tot 65 jaar;1999, vrijdag 24 september;1.5;1.3;0.1
1009;Vrouwen;60 tot 65 jaar;2000, vrijdag 29 september;1.7;1.5;0.2
1010;Vrouwen;60 tot 65 jaar;2001, vrijdag 28 september;2.1;1.8;0.3
1011;Vrouwen;60 tot 65 jaar;2002, vrijdag 27 september;2.5;2.1;0.3
1012;Vrouwen;60 tot 65 jaar;2003, vrijdag 26 september;2.8;2.4;0.3
1013;Vrouwen;60 tot 65 jaar;2004, vrijdag 24 september;2.9;2.6;0.4
1014;Vrouwen;60 tot 65 jaar;2005, vrijdag 30 september;3.5;3.0;0.4
1015;Vrouwen;60 tot 65 jaar;2006, vrijdag 29 september;3.8;3.4;0.4
1016;Vrouwen;60 tot 65 jaar;2007, vrijdag 28 september;4.9;4.4;0.5
1017;Vrouwen;60 tot 65 jaar;2008, vrijdag 26 september;5.9;5.4;0.5
1018;Vrouwen;60 tot 65 jaar;2009, vrijdag 25 september;7.0;6.5;0.6
1019;Vrouwen;60 tot 65 jaar;2010, vrijdag 24 september;8.3;7.7;0.6
1020;Vrouwen;60 tot 65 jaar;2011, vrijdag 23 september;9.7;9.0;0.7
1021;Vrouwen;60 tot 65 jaar;2012, vrijdag 28 september;10.7;9.9;0.8
1022;Vrouwen;60 tot 65 jaar;2013, vrijdag 28 september;11.9;10.9;0.9
1023;Vrouwen;60 tot 65 jaar;2014, vrijdag 26 september;12.7;11.8;0.9
1024;Vrouwen;65 tot 70 jaar;1999, vrijdag 24 september;0.2;0.2;0.0
1025;Vrouwen;65 tot 70 jaar;2000, vrijdag 29 september;0.3;0.3;0.0
1026;Vrouwen;65 tot 70 jaar;2001, vrijdag 28 september;0.3;0.3;0.0
1027;Vrouwen;65 tot 70 jaar;2002, vrijdag 27 september;0.4;0.3;0.1
1028;Vrouwen;65 tot 70 jaar;2003, vrijdag 26 september;0.4;0.4;0.1
1029;Vrouwen;65 tot 70 jaar;2004, vrijdag 24 september;0.5;0.4;0.1
1030;Vrouwen;65 tot 70 jaar;2005, vrijdag 30 september;0.5;0.4;0.1
1031;Vrouwen;65 tot 70 jaar;2006, vrijdag 29 september;0.5;0.4;0.1
1032;Vrouwen;65 tot 70 jaar;2007, vrijdag 28 september;0.6;0.5;0.1
1033;Vrouwen;65 tot 70 jaar;2008, vrijdag 26 september;0.7;0.6;0.1
1034;Vrouwen;65 tot 70 jaar;2009, vrijdag 25 september;0.7;0.6;0.1
1035;Vrouwen;65 tot 70 jaar;2010, vrijdag 24 september;0.8;0.7;0.1
1036;Vrouwen;65 tot 70 jaar;2011, vrijdag 23 september;1.0;0.8;0.1
1037;Vrouwen;65 tot 70 jaar;2012, vrijdag 28 september;1.1;0.9;0.1
1038;Vrouwen;65 tot 70 jaar;2013, vrijdag 28 september;1.2;1.1;0.2
1039;Vrouwen;65 tot 70 jaar;2014, vrijdag 26 september;1.3;1.2;0.2
1040;Vrouwen;70 tot 75 jaar;1999, vrijdag 24 september;0.1;0.1;0.0
1041;Vrouwen;70 tot 75 jaar;2000, vrijdag 29 september;0.1;0.1;0.0
1042;Vrouwen;70 tot 75 jaar;2001, vrijdag 28 september;0.1;0.1;0.0
1043;Vrouwen;70 tot 75 jaar;2002, vrijdag 27 september;0.1;0.1;0.0
1044;Vrouwen;70 tot 75 jaar;2003, vrijdag 26 september;0.1;0.1;0.0
1045;Vrouwen;70 tot 75 jaar;2004, vrijdag 24 september;0.1;0.1;0.0
1046;Vrouwen;70 tot 75 jaar;2005, vrijdag 30 september;0.1;0.1;0.0
1047;Vrouwen;70 tot 75 jaar;2006, vrijdag 29 september;0.2;0.1;0.0
1048;Vrouwen;70 tot 75 jaar;2007, vrijdag 28 september;0.2;0.1;0.0
1049;Vrouwen;70 tot 75 jaar;2008, vrijdag 26 september;0.2;0.2;0.0
1050;Vrouwen;70 tot 75 jaar;2009, vrijdag 25 september;0.2;0.2;0.0
1051;Vrouwen;70 tot 75 jaar;2010, vrijdag 24 september;0.2;0.2;0.0
1052;Vrouwen;70 tot 75 jaar;2011, vrijdag 23 september;0.3;0.2;0.0
1053;Vrouwen;70 tot 75 jaar;2012, vrijdag 28 september;0.3;0.3;0.0
1054;Vrouwen;70 tot 75 jaar;2013, vrijdag 28 september;0.3;0.3;0.0
1055;Vrouwen;70 tot 75 jaar;2014, vrijdag 26 september;0.3;0.3;0.1
