ID;SIC93;Destination;Periods;SalesDevelopment_1;Share_2
2980;2700c Metal prod., electrical equipment;Netherlands;1999 February;-8;97
2981;2700c Metal prod., electrical equipment;Netherlands;1999 March;9;96
2982;2700c Metal prod., electrical equipment;Netherlands;1999 1st quarter;0;96
2983;2700c Metal prod., electrical equipment;Netherlands;1999 April;0;97
2984;2700c Metal prod., electrical equipment;Netherlands;1999 May;-3;96
2985;2700c Metal prod., electrical equipment;Netherlands;1999 June;12;97
2986;2700c Metal prod., electrical equipment;Netherlands;1999 2nd quarter;4;96
2987;2700c Metal prod., electrical equipment;Netherlands;1999 July;-5;96
2988;2700c Metal prod., electrical equipment;Netherlands;1999 August;9;96
2989;2700c Metal prod., electrical equipment;Netherlands;1999 September;4;96
2990;2700c Metal prod., electrical equipment;Netherlands;1999 3rd quarter;3;96
2991;2700c Metal prod., electrical equipment;Netherlands;1999 October;0;96
2992;2700c Metal prod., electrical equipment;Netherlands;1999 November;7;96
2993;2700c Metal prod., electrical equipment;Netherlands;1999 December;18;95
2994;2700c Metal prod., electrical equipment;Netherlands;1999 4th quarter;8;96
2995;2700c Metal prod., electrical equipment;Netherlands;1999;4;95
2996;2700c Metal prod., electrical equipment;Netherlands;2000 January;0;97
2997;2700c Metal prod., electrical equipment;Netherlands;2000 February;16;97
2998;2700c Metal prod., electrical equipment;Netherlands;2000 March;1;97
2999;2700c Metal prod., electrical equipment;Netherlands;2000 1st quarter;5;97
3000;2700c Metal prod., electrical equipment;Netherlands;2000 April;0;97
3001;2700c Metal prod., electrical equipment;Netherlands;2000 May;21;97
3002;2700c Metal prod., electrical equipment;Netherlands;2000 June;-13;97
3003;2700c Metal prod., electrical equipment;Netherlands;2000 2nd quarter;2;96
3004;2700c Metal prod., electrical equipment;Netherlands;2000 July;-6;97
3005;2700c Metal prod., electrical equipment;Netherlands;2000 August;19;97
3006;2700c Metal prod., electrical equipment;Netherlands;2000 September;0;97
3007;2700c Metal prod., electrical equipment;Netherlands;2000 3rd quarter;3;97
3008;2700c Metal prod., electrical equipment;Netherlands;2000 October;4;97
3009;2700c Metal prod., electrical equipment;Netherlands;2000 November;8;97
3010;2700c Metal prod., electrical equipment;Netherlands;2000 December;-3;97
3011;2700c Metal prod., electrical equipment;Netherlands;2000 4th quarter;3;97
3012;2700c Metal prod., electrical equipment;Netherlands;2000;3;95
3013;2700c Metal prod., electrical equipment;Netherlands;2001 January;8;97
3014;2700c Metal prod., electrical equipment;Netherlands;2001 February;1;97
3015;2700c Metal prod., electrical equipment;Netherlands;2001 March;2;97
3016;2700c Metal prod., electrical equipment;Netherlands;2001 1st quarter;4;97
3017;2700c Metal prod., electrical equipment;Netherlands;2001 April;3;97
3018;2700c Metal prod., electrical equipment;Netherlands;2001 May;0;97
3019;2700c Metal prod., electrical equipment;Netherlands;2001 June;6;97
3020;2700c Metal prod., electrical equipment;Netherlands;2001 2nd quarter;3;97
3021;2700c Metal prod., electrical equipment;Netherlands;2001 July;0;97
3022;2700c Metal prod., electrical equipment;Netherlands;2001 August;3;97
3023;2700c Metal prod., electrical equipment;Netherlands;2001 September;-9;97
3024;2700c Metal prod., electrical equipment;Netherlands;2001 3rd quarter;-3;97
3025;2700c Metal prod., electrical equipment;Netherlands;2001 October;0;97
3026;2700c Metal prod., electrical equipment;Netherlands;2001 November;-9;97
3027;2700c Metal prod., electrical equipment;Netherlands;2001 December;-14;97
3028;2700c Metal prod., electrical equipment;Netherlands;2001 4th quarter;-8;97
3029;2700c Metal prod., electrical equipment;Netherlands;2001;-1;95
3030;2700c Metal prod., electrical equipment;Netherlands;2002 January;-1;94
3031;2700c Metal prod., electrical equipment;Netherlands;2002 February;-12;95
3032;2700c Metal prod., electrical equipment;Netherlands;2002 March;-10;95
3033;2700c Metal prod., electrical equipment;Netherlands;2002 1st quarter;-8;95
3034;2700c Metal prod., electrical equipment;Netherlands;2002 April;-3;95
3035;2700c Metal prod., electrical equipment;Netherlands;2002 May;-9;94
3036;2700c Metal prod., electrical equipment;Netherlands;2002 June;-4;94
3037;2700c Metal prod., electrical equipment;Netherlands;2002 2nd quarter;-5;94
3038;2700c Metal prod., electrical equipment;Netherlands;2002 July;1;94
3039;2700c Metal prod., electrical equipment;Netherlands;2002 August;-9;94
3040;2700c Metal prod., electrical equipment;Netherlands;2002 September;3;94
3041;2700c Metal prod., electrical equipment;Netherlands;2002 3rd quarter;-2;94
3042;2700c Metal prod., electrical equipment;Netherlands;2002 October;-4;94
3043;2700c Metal prod., electrical equipment;Netherlands;2002 November;-7;93
3044;2700c Metal prod., electrical equipment;Netherlands;2002 December;-5;93
3045;2700c Metal prod., electrical equipment;Netherlands;2002 4th quarter;-5;93
3046;2700c Metal prod., electrical equipment;Netherlands;2002;-4;93
3047;2700c Metal prod., electrical equipment;Netherlands;2003 January;-7;95
3048;2700c Metal prod., electrical equipment;Netherlands;2003 February;-1;96
3049;2700c Metal prod., electrical equipment;Netherlands;2003 March;-5;95
3050;2700c Metal prod., electrical equipment;Netherlands;2003 1st quarter;-4;95
3051;2700c Metal prod., electrical equipment;Netherlands;2003 April;-3;96
3052;2700c Metal prod., electrical equipment;Netherlands;2003 May;-7;93
3053;2700c Metal prod., electrical equipment;Netherlands;2003 June;-4;92
3054;2700c Metal prod., electrical equipment;Netherlands;2003 2nd quarter;-5;92
3055;2700c Metal prod., electrical equipment;Netherlands;2003 July;-6;93
3056;2700c Metal prod., electrical equipment;Netherlands;2003 August;-16;93
3057;2700c Metal prod., electrical equipment;Netherlands;2003 September;-3;93
3058;2700c Metal prod., electrical equipment;Netherlands;2003 3rd quarter;-8;92
3059;2700c Metal prod., electrical equipment;Netherlands;2003 October;2;92
3060;2700c Metal prod., electrical equipment;Netherlands;2003 November;-4;92
3061;2700c Metal prod., electrical equipment;Netherlands;2003 December;5;91
3062;2700c Metal prod., electrical equipment;Netherlands;2003 4th quarter;1;91
3063;2700c Metal prod., electrical equipment;Netherlands;2003;-5;90
3064;2700c Metal prod., electrical equipment;Netherlands;2004 January;-6;92
3065;2700c Metal prod., electrical equipment;Netherlands;2004 February;-5;91
3066;2700c Metal prod., electrical equipment;Netherlands;2004 March;7;91
3067;2700c Metal prod., electrical equipment;Netherlands;2004 1st quarter;-1;90
3068;2700c Metal prod., electrical equipment;Netherlands;2004 April;1;90
3069;2700c Metal prod., electrical equipment;Netherlands;2004 May;-9;91
3070;2700c Metal prod., electrical equipment;Netherlands;2004 June;5;93
3071;2700c Metal prod., electrical equipment;Netherlands;2004 2nd quarter;0;90
3072;2700c Metal prod., electrical equipment;Netherlands;2004 July;9;95
3073;2700c Metal prod., electrical equipment;Netherlands;2004 August;-4;93
3074;2700c Metal prod., electrical equipment;Netherlands;2004 September;3;94
3075;2700c Metal prod., electrical equipment;Netherlands;2004 3rd quarter;3;94
3076;2700c Metal prod., electrical equipment;Netherlands;2004 October;-9;94
3077;2700c Metal prod., electrical equipment;Netherlands;2004 November;9;94
3078;2700c Metal prod., electrical equipment;Netherlands;2004 December;3;93
3079;2700c Metal prod., electrical equipment;Netherlands;2004 4th quarter;1;93
3080;2700c Metal prod., electrical equipment;Netherlands;2004;0;88
3081;2700c Metal prod., electrical equipment;Netherlands;2005 January;4;96
3082;2700c Metal prod., electrical equipment;Netherlands;2005 February;4;95
3083;2700c Metal prod., electrical equipment;Netherlands;2005 March;-2;93
3084;2700c Metal prod., electrical equipment;Netherlands;2005 1st quarter;2;94
3085;2700c Metal prod., electrical equipment;Netherlands;2005 April;5;94
3086;2700c Metal prod., electrical equipment;Netherlands;2005 May;5;95
3087;2700c Metal prod., electrical equipment;Netherlands;2005 June;1;94
3088;2700c Metal prod., electrical equipment;Netherlands;2005 2nd quarter;4;94
3089;2700c Metal prod., electrical equipment;Netherlands;2005 July;-11;94
3090;2700c Metal prod., electrical equipment;Netherlands;2005 August;9;95
3091;2700c Metal prod., electrical equipment;Netherlands;2005 September;-4;94
3092;2700c Metal prod., electrical equipment;Netherlands;2005 3rd quarter;-3;94
3093;2700c Metal prod., electrical equipment;Netherlands;2005 October;-5;94
3094;2700c Metal prod., electrical equipment;Netherlands;2005 November;-2;93
3095;2700c Metal prod., electrical equipment;Netherlands;2005 December;3;92
3096;2700c Metal prod., electrical equipment;Netherlands;2005 4th quarter;-1;93
3097;2700c Metal prod., electrical equipment;Netherlands;2005;0;91
3098;2700c Metal prod., electrical equipment;Netherlands;2006 January;-1;96
3099;2700c Metal prod., electrical equipment;Netherlands;2006 February;2;93
3100;2700c Metal prod., electrical equipment;Other countries;1997 January;-2;93
3101;2700c Metal prod., electrical equipment;Other countries;1997 February;6;93
3102;2700c Metal prod., electrical equipment;Other countries;1997 March;4;92
3103;2700c Metal prod., electrical equipment;Other countries;1997 1st quarter;3;92
3104;2700c Metal prod., electrical equipment;Other countries;1997 April;13;92
3105;2700c Metal prod., electrical equipment;Other countries;1997 May;4;92
3106;2700c Metal prod., electrical equipment;Other countries;1997 June;18;93
3107;2700c Metal prod., electrical equipment;Other countries;1997 2nd quarter;12;92
3108;2700c Metal prod., electrical equipment;Other countries;1997 July;24;92
3109;2700c Metal prod., electrical equipment;Other countries;1997 August;11;92
3110;2700c Metal prod., electrical equipment;Other countries;1997 September;17;93
3111;2700c Metal prod., electrical equipment;Other countries;1997 3rd quarter;17;92
3112;2700c Metal prod., electrical equipment;Other countries;1997 October;19;93
3113;2700c Metal prod., electrical equipment;Other countries;1997 November;13;93
3114;2700c Metal prod., electrical equipment;Other countries;1997 December;29;93
3115;2700c Metal prod., electrical equipment;Other countries;1997 4th quarter;20;93
3116;2700c Metal prod., electrical equipment;Other countries;1997;13;91
3117;2700c Metal prod., electrical equipment;Other countries;1998 January;13;97
3118;2700c Metal prod., electrical equipment;Other countries;1998 February;13;98
3119;2700c Metal prod., electrical equipment;Other countries;1998 March;16;97
3120;2700c Metal prod., electrical equipment;Other countries;1998 1st quarter;14;97
3121;2700c Metal prod., electrical equipment;Other countries;1998 April;15;97
3122;2700c Metal prod., electrical equipment;Other countries;1998 May;6;97
3123;2700c Metal prod., electrical equipment;Other countries;1998 June;3;98
3124;2700c Metal prod., electrical equipment;Other countries;1998 2nd quarter;8;97
3125;2700c Metal prod., electrical equipment;Other countries;1998 July;7;98
3126;2700c Metal prod., electrical equipment;Other countries;1998 August;4;97
3127;2700c Metal prod., electrical equipment;Other countries;1998 September;0;98
3128;2700c Metal prod., electrical equipment;Other countries;1998 3rd quarter;4;97
3129;2700c Metal prod., electrical equipment;Other countries;1998 October;-1;98
3130;2700c Metal prod., electrical equipment;Other countries;1998 November;-3;98
3131;2700c Metal prod., electrical equipment;Other countries;1998 December;-18;98
3132;2700c Metal prod., electrical equipment;Other countries;1998 4th quarter;-8;98
3133;2700c Metal prod., electrical equipment;Other countries;1998;4;96
3134;2700c Metal prod., electrical equipment;Other countries;1999 January;0;98
3135;2700c Metal prod., electrical equipment;Other countries;1999 February;-9;98
3136;2700c Metal prod., electrical equipment;Other countries;1999 March;2;98
3137;2700c Metal prod., electrical equipment;Other countries;1999 1st quarter;-2;98
3138;2700c Metal prod., electrical equipment;Other countries;1999 April;-11;98
3139;2700c Metal prod., electrical equipment;Other countries;1999 May;-2;98
3140;2700c Metal prod., electrical equipment;Other countries;1999 June;-1;98
3141;2700c Metal prod., electrical equipment;Other countries;1999 2nd quarter;-5;98
3142;2700c Metal prod., electrical equipment;Other countries;1999 July;-10;98
3143;2700c Metal prod., electrical equipment;Other countries;1999 August;-2;97
3144;2700c Metal prod., electrical equipment;Other countries;1999 September;0;97
3145;2700c Metal prod., electrical equipment;Other countries;1999 3rd quarter;-4;97
3146;2700c Metal prod., electrical equipment;Other countries;1999 October;-3;97
3147;2700c Metal prod., electrical equipment;Other countries;1999 November;10;97
3148;2700c Metal prod., electrical equipment;Other countries;1999 December;36;96
3149;2700c Metal prod., electrical equipment;Other countries;1999 4th quarter;14;96
3150;2700c Metal prod., electrical equipment;Other countries;1999;2;95
3151;2700c Metal prod., electrical equipment;Other countries;2000 January;7;97
3152;2700c Metal prod., electrical equipment;Other countries;2000 February;21;97
3153;2700c Metal prod., electrical equipment;Other countries;2000 March;9;97
3154;2700c Metal prod., electrical equipment;Other countries;2000 1st quarter;12;97
3155;2700c Metal prod., electrical equipment;Other countries;2000 April;11;97
3156;2700c Metal prod., electrical equipment;Other countries;2000 May;31;97
3157;2700c Metal prod., electrical equipment;Other countries;2000 June;11;97
3158;2700c Metal prod., electrical equipment;Other countries;2000 2nd quarter;18;97
3159;2700c Metal prod., electrical equipment;Other countries;2000 July;3;97
3160;2700c Metal prod., electrical equipment;Other countries;2000 August;27;98
3161;2700c Metal prod., electrical equipment;Other countries;2000 September;17;98
3162;2700c Metal prod., electrical equipment;Other countries;2000 3rd quarter;16;97
3163;2700c Metal prod., electrical equipment;Other countries;2000 October;16;98
3164;2700c Metal prod., electrical equipment;Other countries;2000 November;22;97
3165;2700c Metal prod., electrical equipment;Other countries;2000 December;8;98
3166;2700c Metal prod., electrical equipment;Other countries;2000 4th quarter;15;97
3167;2700c Metal prod., electrical equipment;Other countries;2000;16;96
3168;2700c Metal prod., electrical equipment;Other countries;2001 January;13;98
3169;2700c Metal prod., electrical equipment;Other countries;2001 February;3;98
3170;2700c Metal prod., electrical equipment;Other countries;2001 March;5;98
3171;2700c Metal prod., electrical equipment;Other countries;2001 1st quarter;7;98
3172;2700c Metal prod., electrical equipment;Other countries;2001 April;5;98
3173;2700c Metal prod., electrical equipment;Other countries;2001 May;-1;99
3174;2700c Metal prod., electrical equipment;Other countries;2001 June;3;98
