ID;ExpenditureCategories;Periods;HICP_1;HICPCT_2;MonthOnMonthChangeHICP_3;MonthOnMonthChangeHICPCT_4;YearOnYearChangeHICP_5;YearOnYearChangeHICPCT_6;WeightingCoefficient_7
8205;011310 Fresh or chilled fish;2013 May;99.04;99.04;-2.2;-2.2;-3.1;-3.1;393
8206;011310 Fresh or chilled fish;2013 June;102.24;102.24;3.2;3.2;-1.5;-1.5;393
8207;011310 Fresh or chilled fish;2013 July;102.75;102.75;0.5;0.5;0.0;0.0;393
8208;011310 Fresh or chilled fish;2013 August;102.78;102.78;0.0;0.0;0.6;0.6;393
8209;011310 Fresh or chilled fish;2013 September;99.88;99.88;-2.8;-2.8;-1.0;-1.0;393
8210;011310 Fresh or chilled fish;2013 October;100.22;100.22;0.3;0.3;-2.4;-2.4;393
8211;011310 Fresh or chilled fish;2013 November;101.94;101.94;1.7;1.7;-1.0;-1.0;393
8212;011310 Fresh or chilled fish;2013 December;100.64;100.64;-1.3;-1.3;-2.4;-2.4;393
8213;011310 Fresh or chilled fish;2013;101.37;101.37;;;-0.9;-0.9;393
8214;011310 Fresh or chilled fish;2014 January;99.46;99.46;-1.2;-1.2;-2.2;-2.2;413
8215;011310 Fresh or chilled fish;2014 February;100.2;100.2;0.7;0.7;-1.4;-1.4;413
8216;011310 Fresh or chilled fish;2014 March;99.91;99.91;-0.3;-0.3;-2.4;-2.4;413
8217;011310 Fresh or chilled fish;2014 April;100.5;100.5;0.6;0.6;-0.8;-0.8;413
8218;011310 Fresh or chilled fish;2014 May;100.6;100.6;0.1;0.1;1.6;1.6;413
8219;011310 Fresh or chilled fish;2014 June;101.5;101.5;0.9;0.9;-0.7;-0.7;413
8220;011310 Fresh or chilled fish;2014 July;101.63;101.63;0.1;0.1;-1.1;-1.1;413
8221;011310 Fresh or chilled fish;2014 August;101.34;101.34;-0.3;-0.3;-1.4;-1.4;413
8222;011310 Fresh or chilled fish;2014 September;101.69;101.69;0.3;0.3;1.8;1.8;413
8223;011310 Fresh or chilled fish;2014 October;99.43;99.43;-2.2;-2.2;-0.8;-0.8;413
8224;011310 Fresh or chilled fish;2014 November;99.62;99.62;0.2;0.2;-2.3;-2.3;413
8225;011310 Fresh or chilled fish;2014 December;99.84;99.84;0.2;0.2;-0.8;-0.8;413
8226;011310 Fresh or chilled fish;2014;100.48;100.48;;;-0.9;-0.9;413
8227;011310 Fresh or chilled fish;2015 January;99.26;99.26;-0.6;-0.6;-0.2;-0.2;297
8228;011310 Fresh or chilled fish;2015 February;100.43;100.43;1.2;1.2;0.2;0.2;297
8229;011310 Fresh or chilled fish;2015 March;100.55;100.55;0.1;0.1;0.6;0.6;297
8230;011310 Fresh or chilled fish;2015 April;99.75;99.75;-0.8;-0.8;-0.7;-0.7;297
8231;011310 Fresh or chilled fish;2015 May;98.84;98.84;-0.9;-0.9;-1.7;-1.7;297
8232;011310 Fresh or chilled fish;2015 June;100.16;100.16;1.3;1.3;-1.3;-1.3;297
8233;011310 Fresh or chilled fish;2015 July;101.13;101.13;1.0;1.0;-0.5;-0.5;297
8234;011310 Fresh or chilled fish;2015 August;101.51;101.51;0.4;0.4;0.2;0.2;297
8235;011310 Fresh or chilled fish;2015 September;99.21;99.21;-2.3;-2.3;-2.4;-2.4;297
8236;011310 Fresh or chilled fish;2015 October;99.42;99.42;0.2;0.2;0.0;0.0;297
8237;011310 Fresh or chilled fish;2015 November;99.81;99.81;0.4;0.4;0.2;0.2;297
8238;011310 Fresh or chilled fish;2015 December;99.93;99.93;0.1;0.1;0.1;0.1;297
8239;011310 Fresh or chilled fish;2015;100.0;100.0;;;-0.5;-0.5;297
8240;011310 Fresh or chilled fish;2016 January;99.87;99.87;-0.1;-0.1;0.6;0.6;103
8241;011310 Fresh or chilled fish;2016 February;101.88;101.88;2.0;2.0;1.4;1.4;103
8242;011310 Fresh or chilled fish;2016 March;101.67;101.67;-0.2;-0.2;1.1;1.1;103
8243;011310 Fresh or chilled fish;2016 April;101.7;101.7;0.0;0.0;2.0;2.0;103
8244;011310 Fresh or chilled fish;2016 May;101.27;101.27;-0.4;-0.4;2.5;2.5;103
8245;011310 Fresh or chilled fish;2016 June;103.69;103.69;2.4;2.4;3.5;3.5;103
8246;011310 Fresh or chilled fish;2016 July;103.82;103.82;0.1;0.1;2.7;2.7;103
8247;011310 Fresh or chilled fish;2016 August;104.86;104.86;1.0;1.0;3.3;3.3;103
8248;011310 Fresh or chilled fish;2016 September;103.79;103.79;-1.0;-1.0;4.6;4.6;103
8249;011310 Fresh or chilled fish;2016 October;103.4;103.4;-0.4;-0.4;4.0;4.0;103
8250;011310 Fresh or chilled fish;2016 November;104.26;104.26;0.8;0.8;4.5;4.5;103
8251;011310 Fresh or chilled fish;2016 December;103.73;103.73;-0.5;-0.5;3.8;3.8;103
8252;011310 Fresh or chilled fish;2016;102.83;102.83;;;2.8;2.8;103
8253;011310 Fresh or chilled fish;2017 January;106.89;106.89;3.0;3.0;7.0;7.0;100
8254;011310 Fresh or chilled fish;2017 February;108.03;108.03;1.1;1.1;6.0;6.0;100
8255;011310 Fresh or chilled fish;2017 March;111.15;111.15;2.9;2.9;9.3;9.3;100
8256;011310 Fresh or chilled fish;2017 April;109.7;109.7;-1.3;-1.3;7.9;7.9;100
8257;011310 Fresh or chilled fish;2017 May;111.69;111.69;1.8;1.8;10.3;10.3;100
8258;011310 Fresh or chilled fish;2017 June;114.64;114.64;2.6;2.6;10.6;10.6;100
8259;011310 Fresh or chilled fish;2017 July;113.11;113.11;-1.3;-1.3;8.9;8.9;100
8260;011310 Fresh or chilled fish;2017 August;112.47;112.47;-0.6;-0.6;7.3;7.3;100
8261;011310 Fresh or chilled fish;2017 September;113.64;113.64;1.0;1.0;9.5;9.5;100
8262;011310 Fresh or chilled fish;2017 October;115.33;115.33;1.5;1.5;11.5;11.5;100
8263;011310 Fresh or chilled fish;2017 November;114.25;114.25;-0.9;-0.9;9.6;9.6;100
8264;011310 Fresh or chilled fish;2017 December;112.17;112.17;-1.8;-1.8;8.1;8.1;100
8265;011310 Fresh or chilled fish;2017;111.92;111.92;;;8.8;8.8;100
8266;011310 Fresh or chilled fish;2018 January;112.7;112.7;0.5;0.5;5.4;5.4;104
8267;011310 Fresh or chilled fish;2018 February;113.49;113.49;0.7;0.7;5.1;5.1;104
8268;011310 Fresh or chilled fish;2018 March;112.33;112.33;-1.0;-1.0;1.1;1.1;104
8269;011310 Fresh or chilled fish;2018 April;112.45;112.45;0.1;0.1;2.5;2.5;104
8270;011310 Fresh or chilled fish;2018 May;111.2;111.2;-1.1;-1.1;-0.4;-0.4;104
8271;011310 Fresh or chilled fish;2018 June;112.18;112.18;0.9;0.9;-2.1;-2.1;104
8272;011310 Fresh or chilled fish;2018 July;113.78;113.78;1.4;1.4;0.6;0.6;104
8273;011310 Fresh or chilled fish;2018 August;111.39;111.39;-2.1;-2.1;-1.0;-1.0;104
8274;011310 Fresh or chilled fish;2018 September;109.8;109.8;-1.4;-1.4;-3.4;-3.4;104
8275;011310 Fresh or chilled fish;2018 October;112.35;112.35;2.3;2.3;-2.6;-2.6;104
8276;011310 Fresh or chilled fish;2018 November;112.52;112.52;0.2;0.2;-1.5;-1.5;104
8277;011310 Fresh or chilled fish;2018 December;109.27;109.27;-2.9;-2.9;-2.6;-2.6;104
8278;011310 Fresh or chilled fish;2018;111.96;111.96;;;0.0;0.0;104
8279;011310 Fresh or chilled fish;2019 January;113.4;110.28;3.8;0.9;0.6;-2.1;106
8280;011310 Fresh or chilled fish;2019 February;113.81;110.68;0.4;0.4;0.3;-2.5;106
8281;011310 Fresh or chilled fish;2019 March;111.85;108.77;-1.7;-1.7;-0.4;-3.2;106
8282;011310 Fresh or chilled fish;2019 April;113.69;110.56;1.6;1.6;1.1;-1.7;106
8283;011310 Fresh or chilled fish;2019 May;114.68;111.53;0.9;0.9;3.1;0.3;106
8284;011310 Fresh or chilled fish;2019 June;113.15;110.04;-1.3;-1.3;0.9;-1.9;106
8285;011310 Fresh or chilled fish;2019 July;112.46;109.37;-0.6;-0.6;-1.2;-3.9;106
8286;011310 Fresh or chilled fish;2019 August;113.48;110.35;0.9;0.9;1.9;-0.9;106
8287;011310 Fresh or chilled fish;2019 September;110.37;107.33;-2.7;-2.7;0.5;-2.2;106
8288;011310 Fresh or chilled fish;2019 October;114.73;111.57;4.0;4.0;2.1;-0.7;106
8289;011310 Fresh or chilled fish;2019 November;113.32;110.2;-1.2;-1.2;0.7;-2.1;106
8290;011310 Fresh or chilled fish;2019 December;111.59;108.52;-1.5;-1.5;2.1;-0.7;106
8291;011310 Fresh or chilled fish;2019;113.04;109.93;;;1.0;-1.8;106
8292;011310 Fresh or chilled fish;2020 January;111.21;108.15;-0.3;-0.3;-1.9;-1.9;113
8293;011310 Fresh or chilled fish;2020 February;109.71;106.69;-1.3;-1.3;-3.6;-3.6;113
8294;011310 Fresh or chilled fish;2020 March;111.85;108.77;2.0;1.9;0.0;0.0;113
8295;011310 Fresh or chilled fish;2020 April;112.14;109.05;0.3;0.3;-1.4;-1.4;113
8296;011310 Fresh or chilled fish;2020 May;112.39;109.3;0.2;0.2;-2.0;-2.0;113
8297;011310 Fresh or chilled fish;2020 June;112.26;109.17;-0.1;-0.1;-0.8;-0.8;113
8298;011310 Fresh or chilled fish;2020 July;114.61;111.45;2.1;2.1;1.9;1.9;113
8299;011310 Fresh or chilled fish;2020 August;113.34;110.22;-1.1;-1.1;-0.1;-0.1;113
8300;011310 Fresh or chilled fish;2020 September;113.1;109.99;-0.2;-0.2;2.5;2.5;113
8301;011310 Fresh or chilled fish;2020 October;113.78;110.65;0.6;0.6;-0.8;-0.8;113
8302;011310 Fresh or chilled fish;2020 November;113.66;110.53;-0.1;-0.1;0.3;0.3;113
8303;011310 Fresh or chilled fish;2020 December;111.2;108.14;-2.2;-2.2;-0.3;-0.4;113
8304;011310 Fresh or chilled fish;2020;112.44;109.34;;;-0.5;-0.5;113
8305;011310 Fresh or chilled fish;2021 January;112.72;109.61;1.4;1.4;1.4;1.3;140
8306;011310 Fresh or chilled fish;2021 February;112.51;109.41;-0.2;-0.2;2.6;2.5;140
8307;011310 Fresh or chilled fish;2021 March;112.07;108.99;-0.4;-0.4;0.2;0.2;140
8308;011310 Fresh or chilled fish;2021 April;112.39;109.3;0.3;0.3;0.2;0.2;140
8309;011310 Fresh or chilled fish;2021 May;112.23;109.14;-0.1;-0.1;-0.1;-0.1;140
8310;011310 Fresh or chilled fish;2021 June;114.17;111.03;1.7;1.7;1.7;1.7;140
8311;011310 Fresh or chilled fish;2021 July;113.41;110.29;-0.7;-0.7;-1.0;-1.0;140
8312;011310 Fresh or chilled fish;2021 August;112.93;109.82;-0.4;-0.4;-0.4;-0.4;140
8313;011310 Fresh or chilled fish;2021 September;112.87;109.77;-0.1;0.0;-0.2;-0.2;140
8314;011310 Fresh or chilled fish;2021 October;115.3;112.13;2.2;2.1;1.3;1.3;140
8315;011310 Fresh or chilled fish;2021 November;115.11;111.94;-0.2;-0.2;1.3;1.3;140
8316;011310 Fresh or chilled fish;2021 December;113.25;110.13;-1.6;-1.6;1.8;1.8;140
8317;011310 Fresh or chilled fish;2021;113.25;110.13;;;0.7;0.7;140
8318;011310 Fresh or chilled fish;2022 January;115.25;112.07;1.8;1.8;2.2;2.2;138
8319;011310 Fresh or chilled fish;2022 February;116.12;112.92;0.8;0.8;3.2;3.2;138
8320;011310 Fresh or chilled fish;2022 March;119.06;115.78;2.5;2.5;6.2;6.2;138
8321;011310 Fresh or chilled fish;2022 April;117.81;114.57;-1.0;-1.0;4.8;4.8;138
8322;011310 Fresh or chilled fish;2022 May;122.74;119.36;4.2;4.2;9.4;9.4;138
8323;011310 Fresh or chilled fish;2022 June;123.61;120.2;0.7;0.7;8.3;8.3;138
8324;011310 Fresh or chilled fish;2022 July;126.06;122.59;2.0;2.0;11.2;11.2;138
8325;011310 Fresh or chilled fish;2022 August;128.11;124.58;1.6;1.6;13.4;13.4;138
8326;011310 Fresh or chilled fish;2022 September;127.71;124.19;-0.3;-0.3;13.1;13.1;138
8327;011310 Fresh or chilled fish;2022 October;128.16;124.64;0.4;0.4;11.2;11.2;138
8328;011310 Fresh or chilled fish;2022 November;131.63;128.01;2.7;2.7;14.4;14.4;138
8329;011310 Fresh or chilled fish;2022 December;127.88;124.36;-2.8;-2.9;12.9;12.9;138
8330;011310 Fresh or chilled fish;2022;123.68;120.27;;;9.2;9.2;138
8331;011310 Fresh or chilled fish;2023 January;133.53;129.85;4.4;4.4;15.9;15.9;129
8332;011310 Fresh or chilled fish;2023 February;138.79;134.97;3.9;3.9;19.5;19.5;129
8333;011310 Fresh or chilled fish;2023 March;138.52;134.71;-0.2;-0.2;16.3;16.3;129
8334;011310 Fresh or chilled fish;2023 April;140.84;136.97;1.7;1.7;19.5;19.6;129
8335;011310 Fresh or chilled fish;2023 May;143.24;139.29;1.7;1.7;16.7;16.7;129
8336;011310 Fresh or chilled fish;2023 June;142.86;138.93;-0.3;-0.3;15.6;15.6;129
8337;011310 Fresh or chilled fish;2023 July;141.75;137.85;-0.8;-0.8;12.4;12.4;129
8338;011310 Fresh or chilled fish;2023 August;141.65;137.75;-0.1;-0.1;10.6;10.6;129
8339;011310 Fresh or chilled fish;2023 September;143.58;139.63;1.4;1.4;12.4;12.4;129
8340;011310 Fresh or chilled fish;2023 October;142.55;138.63;-0.7;-0.7;11.2;11.2;129
8341;011310 Fresh or chilled fish;2023 November;141.35;137.46;-0.8;-0.8;7.4;7.4;129
8342;011310 Fresh or chilled fish;2023 December;141.06;137.17;-0.2;-0.2;10.3;10.3;129
8343;011310 Fresh or chilled fish;2023;140.81;136.93;;;13.9;13.9;129
8344;011310 Fresh or chilled fish;2024 January;140.74;136.86;-0.2;-0.2;5.4;5.4;129
8345;011310 Fresh or chilled fish;2024 February;143.78;139.83;2.2;2.2;3.6;3.6;129
8346;011310 Fresh or chilled fish;2024 March;145.79;141.77;1.4;1.4;5.2;5.2;129
8347;011310 Fresh or chilled fish;2024 April;141.1;137.21;-3.2;-3.2;0.2;0.2;129
8348;011310 Fresh or chilled fish;2024 May;144.84;140.85;2.7;2.7;1.1;1.1;129
8349;011310 Fresh or chilled fish;2024 June;142.23;138.32;-1.8;-1.8;-0.4;-0.4;129
8350;011310 Fresh or chilled fish;2024 July;139.91;136.06;-1.6;-1.6;-1.3;-1.3;129
8351;011310 Fresh or chilled fish;2024 August;138.9;135.08;-0.7;-0.7;-1.9;-1.9;129
8352;011310 Fresh or chilled fish;2024 September;140.96;137.08;1.5;1.5;-1.8;-1.8;129
8353;011310 Fresh or chilled fish;2024 October;141.62;137.72;0.5;0.5;-0.7;-0.7;129
8354;011310 Fresh or chilled fish;2024 November;141.95;138.04;0.2;0.2;0.4;0.4;129
8355;011310 Fresh or chilled fish;2024 December;139.0;135.17;-2.1;-2.1;-1.5;-1.5;129
8356;011310 Fresh or chilled fish;2024;141.74;137.83;;;0.7;0.7;129
8357;011310 Fresh or chilled fish;2025 January;140.58;136.71;1.1;1.1;-0.1;-0.1;103
8358;011310 Fresh or chilled fish;2025 February;141.91;138.0;0.9;0.9;-1.3;-1.3;103
8359;011310 Fresh or chilled fish;2025 March;143.42;139.47;1.1;1.1;-1.6;-1.6;103
8360;011320 Frozen fish;1996 January;;;;;;;0
8361;011320 Frozen fish;1996 February;;;;;;;0
8362;011320 Frozen fish;1996 March;;;;;;;0
8363;011320 Frozen fish;1996 April;;;;;;;0
8364;011320 Frozen fish;1996 May;;;;;;;0
8365;011320 Frozen fish;1996 June;;;;;;;0
8366;011320 Frozen fish;1996 July;;;;;;;0
8367;011320 Frozen fish;1996 August;;;;;;;0
8368;011320 Frozen fish;1996 September;;;;;;;0
8369;011320 Frozen fish;1996 October;;;;;;;0
8370;011320 Frozen fish;1996 November;;;;;;;0
8371;011320 Frozen fish;1996 December;;;;;;;0
8372;011320 Frozen fish;1996;;;;;;;0
8373;011320 Frozen fish;1997 January;;;;;;;0
8374;011320 Frozen fish;1997 February;;;;;;;0
8375;011320 Frozen fish;1997 March;;;;;;;0
8376;011320 Frozen fish;1997 April;;;;;;;0
8377;011320 Frozen fish;1997 May;;;;;;;0
8378;011320 Frozen fish;1997 June;;;;;;;0
8379;011320 Frozen fish;1997 July;;;;;;;0
8380;011320 Frozen fish;1997 August;;;;;;;0
8381;011320 Frozen fish;1997 September;;;;;;;0
8382;011320 Frozen fish;1997 October;;;;;;;0
8383;011320 Frozen fish;1997 November;;;;;;;0
8384;011320 Frozen fish;1997 December;;;;;;;0
8385;011320 Frozen fish;1997;;;;;;;0
8386;011320 Frozen fish;1998 January;;;;;;;0
8387;011320 Frozen fish;1998 February;;;;;;;0
8388;011320 Frozen fish;1998 March;;;;;;;0
8389;011320 Frozen fish;1998 April;;;;;;;0
8390;011320 Frozen fish;1998 May;;;;;;;0
8391;011320 Frozen fish;1998 June;;;;;;;0
8392;011320 Frozen fish;1998 July;;;;;;;0
8393;011320 Frozen fish;1998 August;;;;;;;0
8394;011320 Frozen fish;1998 September;;;;;;;0
8395;011320 Frozen fish;1998 October;;;;;;;0
8396;011320 Frozen fish;1998 November;;;;;;;0
8397;011320 Frozen fish;1998 December;;;;;;;0
8398;011320 Frozen fish;1998;;;;;;;0
8399;011320 Frozen fish;1999 January;;;;;;;0
8400;011320 Frozen fish;1999 February;;;;;;;0
8401;011320 Frozen fish;1999 March;;;;;;;0
8402;011320 Frozen fish;1999 April;;;;;;;0
8403;011320 Frozen fish;1999 May;;;;;;;0
8404;011320 Frozen fish;1999 June;;;;;;;0
8405;011320 Frozen fish;1999 July;;;;;;;0
8406;011320 Frozen fish;1999 August;;;;;;;0
8407;011320 Frozen fish;1999 September;;;;;;;0
8408;011320 Frozen fish;1999 October;;;;;;;0
8409;011320 Frozen fish;1999 November;;;;;;;0
8410;011320 Frozen fish;1999 December;;;;;;;0
8411;011320 Frozen fish;1999;;;;;;;0
8412;011320 Frozen fish;2000 January;;;;;;;0
8413;011320 Frozen fish;2000 February;;;;;;;0
8414;011320 Frozen fish;2000 March;;;;;;;0
8415;011320 Frozen fish;2000 April;;;;;;;0
8416;011320 Frozen fish;2000 May;;;;;;;0
8417;011320 Frozen fish;2000 June;;;;;;;0
8418;011320 Frozen fish;2000 July;;;;;;;0
8419;011320 Frozen fish;2000 August;;;;;;;0
8420;011320 Frozen fish;2000 September;;;;;;;0
8421;011320 Frozen fish;2000 October;;;;;;;0
8422;011320 Frozen fish;2000 November;;;;;;;0
8423;011320 Frozen fish;2000 December;;;;;;;0
8424;011320 Frozen fish;2000;;;;;;;0
8425;011320 Frozen fish;2001 January;;;;;;;0
8426;011320 Frozen fish;2001 February;;;;;;;0
8427;011320 Frozen fish;2001 March;;;;;;;0
8428;011320 Frozen fish;2001 April;;;;;;;0
8429;011320 Frozen fish;2001 May;;;;;;;0
8430;011320 Frozen fish;2001 June;;;;;;;0
8431;011320 Frozen fish;2001 July;;;;;;;0
8432;011320 Frozen fish;2001 August;;;;;;;0
8433;011320 Frozen fish;2001 September;;;;;;;0
8434;011320 Frozen fish;2001 October;;;;;;;0
8435;011320 Frozen fish;2001 November;;;;;;;0
8436;011320 Frozen fish;2001 December;;;;;;;0
8437;011320 Frozen fish;2001;;;;;;;0
8438;011320 Frozen fish;2002 January;;;;;;;0
8439;011320 Frozen fish;2002 February;;;;;;;0
8440;011320 Frozen fish;2002 March;;;;;;;0
8441;011320 Frozen fish;2002 April;;;;;;;0
8442;011320 Frozen fish;2002 May;;;;;;;0
8443;011320 Frozen fish;2002 June;;;;;;;0
8444;011320 Frozen fish;2002 July;;;;;;;0
8445;011320 Frozen fish;2002 August;;;;;;;0
8446;011320 Frozen fish;2002 September;;;;;;;0
8447;011320 Frozen fish;2002 October;;;;;;;0
8448;011320 Frozen fish;2002 November;;;;;;;0
8449;011320 Frozen fish;2002 December;;;;;;;0
8450;011320 Frozen fish;2002;;;;;;;0
8451;011320 Frozen fish;2003 January;;;;;;;0
8452;011320 Frozen fish;2003 February;;;;;;;0
8453;011320 Frozen fish;2003 March;;;;;;;0
8454;011320 Frozen fish;2003 April;;;;;;;0
8455;011320 Frozen fish;2003 May;;;;;;;0
8456;011320 Frozen fish;2003 June;;;;;;;0
8457;011320 Frozen fish;2003 July;;;;;;;0
8458;011320 Frozen fish;2003 August;;;;;;;0
8459;011320 Frozen fish;2003 September;;;;;;;0
8460;011320 Frozen fish;2003 October;;;;;;;0
8461;011320 Frozen fish;2003 November;;;;;;;0
8462;011320 Frozen fish;2003 December;;;;;;;0
8463;011320 Frozen fish;2003;;;;;;;0
8464;011320 Frozen fish;2004 January;;;;;;;0
8465;011320 Frozen fish;2004 February;;;;;;;0
8466;011320 Frozen fish;2004 March;;;;;;;0
8467;011320 Frozen fish;2004 April;;;;;;;0
8468;011320 Frozen fish;2004 May;;;;;;;0
8469;011320 Frozen fish;2004 June;;;;;;;0
8470;011320 Frozen fish;2004 July;;;;;;;0
8471;011320 Frozen fish;2004 August;;;;;;;0
8472;011320 Frozen fish;2004 September;;;;;;;0
8473;011320 Frozen fish;2004 October;;;;;;;0
8474;011320 Frozen fish;2004 November;;;;;;;0
8475;011320 Frozen fish;2004 December;;;;;;;0
8476;011320 Frozen fish;2004;;;;;;;0
8477;011320 Frozen fish;2005 January;;;;;;;0
8478;011320 Frozen fish;2005 February;;;;;;;0
8479;011320 Frozen fish;2005 March;;;;;;;0
8480;011320 Frozen fish;2005 April;;;;;;;0
8481;011320 Frozen fish;2005 May;;;;;;;0
8482;011320 Frozen fish;2005 June;;;;;;;0
8483;011320 Frozen fish;2005 July;;;;;;;0
8484;011320 Frozen fish;2005 August;;;;;;;0
8485;011320 Frozen fish;2005 September;;;;;;;0
8486;011320 Frozen fish;2005 October;;;;;;;0
8487;011320 Frozen fish;2005 November;;;;;;;0
8488;011320 Frozen fish;2005 December;;;;;;;0
8489;011320 Frozen fish;2005;;;;;;;0
8490;011320 Frozen fish;2006 January;;;;;;;0
8491;011320 Frozen fish;2006 February;;;;;;;0
8492;011320 Frozen fish;2006 March;;;;;;;0
8493;011320 Frozen fish;2006 April;;;;;;;0
8494;011320 Frozen fish;2006 May;;;;;;;0
8495;011320 Frozen fish;2006 June;;;;;;;0
8496;011320 Frozen fish;2006 July;;;;;;;0
8497;011320 Frozen fish;2006 August;;;;;;;0
8498;011320 Frozen fish;2006 September;;;;;;;0
8499;011320 Frozen fish;2006 October;;;;;;;0
8500;011320 Frozen fish;2006 November;;;;;;;0
8501;011320 Frozen fish;2006 December;;;;;;;0
8502;011320 Frozen fish;2006;;;;;;;0
8503;011320 Frozen fish;2007 January;;;;;;;0
8504;011320 Frozen fish;2007 February;;;;;;;0
8505;011320 Frozen fish;2007 March;;;;;;;0
8506;011320 Frozen fish;2007 April;;;;;;;0
8507;011320 Frozen fish;2007 May;;;;;;;0
8508;011320 Frozen fish;2007 June;;;;;;;0
8509;011320 Frozen fish;2007 July;;;;;;;0
8510;011320 Frozen fish;2007 August;;;;;;;0
8511;011320 Frozen fish;2007 September;;;;;;;0
8512;011320 Frozen fish;2007 October;;;;;;;0
8513;011320 Frozen fish;2007 November;;;;;;;0
8514;011320 Frozen fish;2007 December;;;;;;;0
8515;011320 Frozen fish;2007;;;;;;;0
8516;011320 Frozen fish;2008 January;;;;;;;0
8517;011320 Frozen fish;2008 February;;;;;;;0
8518;011320 Frozen fish;2008 March;;;;;;;0
8519;011320 Frozen fish;2008 April;;;;;;;0
8520;011320 Frozen fish;2008 May;;;;;;;0
8521;011320 Frozen fish;2008 June;;;;;;;0
8522;011320 Frozen fish;2008 July;;;;;;;0
8523;011320 Frozen fish;2008 August;;;;;;;0
8524;011320 Frozen fish;2008 September;;;;;;;0
8525;011320 Frozen fish;2008 October;;;;;;;0
8526;011320 Frozen fish;2008 November;;;;;;;0
8527;011320 Frozen fish;2008 December;;;;;;;0
8528;011320 Frozen fish;2008;;;;;;;0
8529;011320 Frozen fish;2009 January;;;;;;;0
8530;011320 Frozen fish;2009 February;;;;;;;0
8531;011320 Frozen fish;2009 March;;;;;;;0
8532;011320 Frozen fish;2009 April;;;;;;;0
8533;011320 Frozen fish;2009 May;;;;;;;0
8534;011320 Frozen fish;2009 June;;;;;;;0
8535;011320 Frozen fish;2009 July;;;;;;;0
8536;011320 Frozen fish;2009 August;;;;;;;0
8537;011320 Frozen fish;2009 September;;;;;;;0
8538;011320 Frozen fish;2009 October;;;;;;;0
8539;011320 Frozen fish;2009 November;;;;;;;0
8540;011320 Frozen fish;2009 December;100.0;100.0;;;;;0
8541;011320 Frozen fish;2009;;;;;;;0
8542;011320 Frozen fish;2010 January;101.46;101.46;1.5;1.5;;;3
8543;011320 Frozen fish;2010 February;105.14;105.14;3.6;3.6;;;3
8544;011320 Frozen fish;2010 March;107.43;107.43;2.2;2.2;;;3
8545;011320 Frozen fish;2010 April;109.6;109.6;2.0;2.0;;;3
8546;011320 Frozen fish;2010 May;108.04;108.04;-1.4;-1.4;;;3
8547;011320 Frozen fish;2010 June;108.62;108.62;0.5;0.5;;;3
8548;011320 Frozen fish;2010 July;108.78;108.78;0.1;0.1;;;3
8549;011320 Frozen fish;2010 August;108.33;108.33;-0.4;-0.4;;;3
8550;011320 Frozen fish;2010 September;113.95;113.95;5.2;5.2;;;3
8551;011320 Frozen fish;2010 October;116.8;116.8;2.5;2.5;;;3
8552;011320 Frozen fish;2010 November;117.07;117.07;0.2;0.2;;;3
8553;011320 Frozen fish;2010 December;116.03;116.03;-0.9;-0.9;16.0;16.0;3
8554;011320 Frozen fish;2010;110.1;110.1;;;;;3
8555;011320 Frozen fish;2011 January;115.14;115.14;-0.8;-0.8;13.5;13.5;26
8556;011320 Frozen fish;2011 February;113.53;113.53;-1.4;-1.4;8.0;8.0;26
8557;011320 Frozen fish;2011 March;113.5;113.5;0.0;0.0;5.7;5.7;26
8558;011320 Frozen fish;2011 April;112.71;112.71;-0.7;-0.7;2.8;2.8;26
8559;011320 Frozen fish;2011 May;113.41;113.41;0.6;0.6;5.0;5.0;26
8560;011320 Frozen fish;2011 June;118.97;118.97;4.9;4.9;9.5;9.5;26
8561;011320 Frozen fish;2011 July;119.69;119.69;0.6;0.6;10.0;10.0;26
8562;011320 Frozen fish;2011 August;121.42;121.42;1.4;1.4;12.1;12.1;26
8563;011320 Frozen fish;2011 September;121.49;121.49;0.1;0.1;6.6;6.6;26
8564;011320 Frozen fish;2011 October;122.16;122.16;0.6;0.6;4.6;4.6;26
8565;011320 Frozen fish;2011 November;120.52;120.52;-1.3;-1.3;2.9;2.9;26
8566;011320 Frozen fish;2011 December;121.57;121.57;0.9;0.9;4.8;4.8;26
8567;011320 Frozen fish;2011;117.84;117.84;;;7.0;7.0;26
8568;011320 Frozen fish;2012 January;;;;;;;0
8569;011320 Frozen fish;2012 February;;;;;;;0
8570;011320 Frozen fish;2012 March;;;;;;;0
8571;011320 Frozen fish;2012 April;;;;;;;0
8572;011320 Frozen fish;2012 May;;;;;;;0
8573;011320 Frozen fish;2012 June;;;;;;;0
8574;011320 Frozen fish;2012 July;;;;;;;0
8575;011320 Frozen fish;2012 August;;;;;;;0
8576;011320 Frozen fish;2012 September;;;;;;;0
8577;011320 Frozen fish;2012 October;;;;;;;0
8578;011320 Frozen fish;2012 November;;;;;;;0
8579;011320 Frozen fish;2012 December;;;;;;;0
8580;011320 Frozen fish;2012;;;;;;;0
8581;011320 Frozen fish;2013 January;;;;;;;0
8582;011320 Frozen fish;2013 February;;;;;;;0
8583;011320 Frozen fish;2013 March;;;;;;;0
8584;011320 Frozen fish;2013 April;;;;;;;0
8585;011320 Frozen fish;2013 May;;;;;;;0
8586;011320 Frozen fish;2013 June;;;;;;;0
