ID;EnergySourcesTechniques;EnergyApplication;Periods;AvoidedEnergy_1;AvoidedEnergyRelative_2;AvoidedEmission_3;AvoidedEmissionRelative_4
1670;Shallow geothermal heat, heat pumps;Electricity;1994;;;;
1671;Shallow geothermal heat, heat pumps;Electricity;1995;;;;
1672;Shallow geothermal heat, heat pumps;Electricity;1996;;;;
1673;Shallow geothermal heat, heat pumps;Electricity;1997;;;;
1674;Shallow geothermal heat, heat pumps;Electricity;1998;;;;
1675;Shallow geothermal heat, heat pumps;Electricity;1999;;;;
1676;Shallow geothermal heat, heat pumps;Electricity;2000;;;;
1677;Shallow geothermal heat, heat pumps;Electricity;2001;;;;
1678;Shallow geothermal heat, heat pumps;Electricity;2002;;;;
1679;Shallow geothermal heat, heat pumps;Electricity;2003;;;;
1680;Shallow geothermal heat, heat pumps;Electricity;2004;;;;
1681;Shallow geothermal heat, heat pumps;Electricity;2005;;;;
1682;Shallow geothermal heat, heat pumps;Electricity;2006;;;;
1683;Shallow geothermal heat, heat pumps;Electricity;2007;;;;
1684;Shallow geothermal heat, heat pumps;Electricity;2008;;;;
1685;Shallow geothermal heat, heat pumps;Electricity;2009;;;;
1686;Shallow geothermal heat, heat pumps;Electricity;2010;;;;
1687;Shallow geothermal heat, heat pumps;Electricity;2011;;;;
1688;Shallow geothermal heat, heat pumps;Electricity;2012;;;;
1689;Shallow geothermal heat, heat pumps;Electricity;2013;;;;
1690;Shallow geothermal heat, heat pumps;Electricity;2014;;;;
1691;Shallow geothermal heat, heat pumps;Electricity;2015;;;;
1692;Shallow geothermal heat, heat pumps;Electricity;2016;;;;
1693;Shallow geothermal heat, heat pumps;Electricity;2017;;;;
1694;Shallow geothermal heat, heat pumps;Electricity;2018;;;;
1695;Shallow geothermal heat, heat pumps;Electricity;2019;;;;
1696;Shallow geothermal heat, heat pumps;Electricity;2020;;;;
1697;Shallow geothermal heat, heat pumps;Electricity;2021;;;;
1698;Shallow geothermal heat, heat pumps;Electricity;2022;;;;
1699;Shallow geothermal heat, heat pumps;Electricity;2023;;;;
1700;Shallow geothermal heat, heat pumps;Heat;1990;;;;
1701;Shallow geothermal heat, heat pumps;Heat;1991;;;;
1702;Shallow geothermal heat, heat pumps;Heat;1992;;;;
1703;Shallow geothermal heat, heat pumps;Heat;1993;;;;
1704;Shallow geothermal heat, heat pumps;Heat;1994;23.0;0.0;1.0;0.0
1705;Shallow geothermal heat, heat pumps;Heat;1995;24.0;0.0;1.0;0.0
1706;Shallow geothermal heat, heat pumps;Heat;1996;27.0;0.0;1.0;0.0
1707;Shallow geothermal heat, heat pumps;Heat;1997;39.0;0.0;2.0;0.0
1708;Shallow geothermal heat, heat pumps;Heat;1998;58.0;0.0;2.0;0.0
1709;Shallow geothermal heat, heat pumps;Heat;1999;72.0;0.0;3.0;0.0
1710;Shallow geothermal heat, heat pumps;Heat;2000;91.0;0.0;3.0;0.0
1711;Shallow geothermal heat, heat pumps;Heat;2001;105.0;0.0;4.0;0.0
1712;Shallow geothermal heat, heat pumps;Heat;2002;135.0;0.0;5.0;0.0
1713;Shallow geothermal heat, heat pumps;Heat;2003;170.0;0.01;6.0;0.0
1714;Shallow geothermal heat, heat pumps;Heat;2004;247.0;0.01;9.0;0.0
1715;Shallow geothermal heat, heat pumps;Heat;2005;339.0;0.01;13.0;0.01
1716;Shallow geothermal heat, heat pumps;Heat;2006;460.0;0.01;16.0;0.01
1717;Shallow geothermal heat, heat pumps;Heat;2007;644.0;0.02;24.0;0.01
1718;Shallow geothermal heat, heat pumps;Heat;2008;830.0;0.03;31.0;0.02
1719;Shallow geothermal heat, heat pumps;Heat;2009;1064.0;0.03;42.0;0.02
1720;Shallow geothermal heat, heat pumps;Heat;2010;1312.0;0.04;55.0;0.03
1721;Shallow geothermal heat, heat pumps;Heat;2011;1582.0;0.05;67.0;0.04
1722;Shallow geothermal heat, heat pumps;Heat;2012;1700.0;0.05;62.0;0.04
1723;Shallow geothermal heat, heat pumps;Heat;2013;1908.0;0.06;64.0;0.04
1724;Shallow geothermal heat, heat pumps;Heat;2014;2007.0;0.07;65.0;0.04
1725;Shallow geothermal heat, heat pumps;Heat;2015;2138.0;0.07;57.0;0.03
1726;Shallow geothermal heat, heat pumps;Heat;2016;2374.0;0.08;78.0;0.05
1727;Shallow geothermal heat, heat pumps;Heat;2017;2645.0;0.08;98.0;0.06
1728;Shallow geothermal heat, heat pumps;Heat;2018;2905.0;0.09;118.0;0.07
1729;Shallow geothermal heat, heat pumps;Heat;2019;3241.0;0.11;158.0;0.1
1730;Shallow geothermal heat, heat pumps;Heat;2020;3590.0;0.12;201.0;0.15
1731;Shallow geothermal heat, heat pumps;Heat;2021;3658.0;0.12;178.0;0.12
1732;Shallow geothermal heat, heat pumps;Heat;2022;3865.0;0.13;187.0;0.13
1733;Shallow geothermal heat, heat pumps;Heat;2023;4346.0;0.15;236.0;0.18
1734;Shallow geothermal heat, heat pumps;Transport;1990;;;;
1735;Shallow geothermal heat, heat pumps;Transport;1991;;;;
1736;Shallow geothermal heat, heat pumps;Transport;1992;;;;
1737;Shallow geothermal heat, heat pumps;Transport;1993;;;;
1738;Shallow geothermal heat, heat pumps;Transport;1994;;;;
1739;Shallow geothermal heat, heat pumps;Transport;1995;;;;
1740;Shallow geothermal heat, heat pumps;Transport;1996;;;;
1741;Shallow geothermal heat, heat pumps;Transport;1997;;;;
1742;Shallow geothermal heat, heat pumps;Transport;1998;;;;
1743;Shallow geothermal heat, heat pumps;Transport;1999;;;;
1744;Shallow geothermal heat, heat pumps;Transport;2000;;;;
1745;Shallow geothermal heat, heat pumps;Transport;2001;;;;
1746;Shallow geothermal heat, heat pumps;Transport;2002;;;;
1747;Shallow geothermal heat, heat pumps;Transport;2003;;;;
1748;Shallow geothermal heat, heat pumps;Transport;2004;;;;
1749;Shallow geothermal heat, heat pumps;Transport;2005;;;;
1750;Shallow geothermal heat, heat pumps;Transport;2006;;;;
1751;Shallow geothermal heat, heat pumps;Transport;2007;;;;
1752;Shallow geothermal heat, heat pumps;Transport;2008;;;;
1753;Shallow geothermal heat, heat pumps;Transport;2009;;;;
1754;Shallow geothermal heat, heat pumps;Transport;2010;;;;
1755;Shallow geothermal heat, heat pumps;Transport;2011;;;;
1756;Shallow geothermal heat, heat pumps;Transport;2012;;;;
1757;Shallow geothermal heat, heat pumps;Transport;2013;;;;
1758;Shallow geothermal heat, heat pumps;Transport;2014;;;;
1759;Shallow geothermal heat, heat pumps;Transport;2015;;;;
1760;Shallow geothermal heat, heat pumps;Transport;2016;;;;
1761;Shallow geothermal heat, heat pumps;Transport;2017;;;;
1762;Shallow geothermal heat, heat pumps;Transport;2018;;;;
1763;Shallow geothermal heat, heat pumps;Transport;2019;;;;
1764;Shallow geothermal heat, heat pumps;Transport;2020;;;;
1765;Shallow geothermal heat, heat pumps;Transport;2021;;;;
1766;Shallow geothermal heat, heat pumps;Transport;2022;;;;
1767;Shallow geothermal heat, heat pumps;Transport;2023;;;;
1768;Shal geothermal heat, without heat pumps;Total energy applications;1990;1.0;0.0;0.0;0.0
1769;Shal geothermal heat, without heat pumps;Total energy applications;1991;1.0;0.0;0.0;0.0
1770;Shal geothermal heat, without heat pumps;Total energy applications;1992;2.0;0.0;0.0;0.0
1771;Shal geothermal heat, without heat pumps;Total energy applications;1993;4.0;0.0;0.0;0.0
1772;Shal geothermal heat, without heat pumps;Total energy applications;1994;5.0;0.0;0.0;0.0
1773;Shal geothermal heat, without heat pumps;Total energy applications;1995;7.0;0.0;0.0;0.0
1774;Shal geothermal heat, without heat pumps;Total energy applications;1996;11.0;0.0;1.0;0.0
1775;Shal geothermal heat, without heat pumps;Total energy applications;1997;16.0;0.0;1.0;0.0
1776;Shal geothermal heat, without heat pumps;Total energy applications;1998;24.0;0.0;1.0;0.0
1777;Shal geothermal heat, without heat pumps;Total energy applications;1999;33.0;0.0;2.0;0.0
1778;Shal geothermal heat, without heat pumps;Total energy applications;2000;42.0;0.0;2.0;0.0
1779;Shal geothermal heat, without heat pumps;Total energy applications;2001;54.0;0.0;3.0;0.0
1780;Shal geothermal heat, without heat pumps;Total energy applications;2002;63.0;0.0;4.0;0.0
1781;Shal geothermal heat, without heat pumps;Total energy applications;2003;75.0;0.0;4.0;0.0
1782;Shal geothermal heat, without heat pumps;Total energy applications;2004;83.0;0.0;5.0;0.0
1783;Shal geothermal heat, without heat pumps;Total energy applications;2005;104.0;0.0;6.0;0.0
1784;Shal geothermal heat, without heat pumps;Total energy applications;2006;128.0;0.0;7.0;0.0
1785;Shal geothermal heat, without heat pumps;Total energy applications;2007;134.0;0.0;8.0;0.0
1786;Shal geothermal heat, without heat pumps;Total energy applications;2008;157.0;0.0;9.0;0.01
1787;Shal geothermal heat, without heat pumps;Total energy applications;2009;172.0;0.01;10.0;0.01
1788;Shal geothermal heat, without heat pumps;Total energy applications;2010;194.0;0.01;11.0;0.01
1789;Shal geothermal heat, without heat pumps;Total energy applications;2011;165.0;0.01;9.0;0.01
1790;Shal geothermal heat, without heat pumps;Total energy applications;2012;173.0;0.01;10.0;0.01
1791;Shal geothermal heat, without heat pumps;Total energy applications;2013;177.0;0.01;10.0;0.01
1792;Shal geothermal heat, without heat pumps;Total energy applications;2014;162.0;0.01;9.0;0.01
1793;Shal geothermal heat, without heat pumps;Total energy applications;2015;155.0;0.0;9.0;0.01
1794;Shal geothermal heat, without heat pumps;Total energy applications;2016;173.0;0.01;10.0;0.01
1795;Shal geothermal heat, without heat pumps;Total energy applications;2017;169.0;0.01;10.0;0.01
1796;Shal geothermal heat, without heat pumps;Total energy applications;2018;167.0;0.01;9.0;0.01
1797;Shal geothermal heat, without heat pumps;Total energy applications;2019;164.0;0.01;9.0;0.01
1798;Shal geothermal heat, without heat pumps;Total energy applications;2020;185.0;0.01;10.0;0.01
1799;Shal geothermal heat, without heat pumps;Total energy applications;2021;187.0;0.01;11.0;0.01
1800;Shal geothermal heat, without heat pumps;Total energy applications;2022;190.0;0.01;11.0;0.01
1801;Shal geothermal heat, without heat pumps;Total energy applications;2023;190.0;0.01;11.0;0.01
1802;Shal geothermal heat, without heat pumps;Electricity;1990;;;;
1803;Shal geothermal heat, without heat pumps;Electricity;1991;;;;
1804;Shal geothermal heat, without heat pumps;Electricity;1992;;;;
1805;Shal geothermal heat, without heat pumps;Electricity;1993;;;;
1806;Shal geothermal heat, without heat pumps;Electricity;1994;;;;
1807;Shal geothermal heat, without heat pumps;Electricity;1995;;;;
1808;Shal geothermal heat, without heat pumps;Electricity;1996;;;;
1809;Shal geothermal heat, without heat pumps;Electricity;1997;;;;
1810;Shal geothermal heat, without heat pumps;Electricity;1998;;;;
1811;Shal geothermal heat, without heat pumps;Electricity;1999;;;;
1812;Shal geothermal heat, without heat pumps;Electricity;2000;;;;
1813;Shal geothermal heat, without heat pumps;Electricity;2001;;;;
1814;Shal geothermal heat, without heat pumps;Electricity;2002;;;;
1815;Shal geothermal heat, without heat pumps;Electricity;2003;;;;
1816;Shal geothermal heat, without heat pumps;Electricity;2004;;;;
1817;Shal geothermal heat, without heat pumps;Electricity;2005;;;;
1818;Shal geothermal heat, without heat pumps;Electricity;2006;;;;
1819;Shal geothermal heat, without heat pumps;Electricity;2007;;;;
1820;Shal geothermal heat, without heat pumps;Electricity;2008;;;;
1821;Shal geothermal heat, without heat pumps;Electricity;2009;;;;
1822;Shal geothermal heat, without heat pumps;Electricity;2010;;;;
1823;Shal geothermal heat, without heat pumps;Electricity;2011;;;;
1824;Shal geothermal heat, without heat pumps;Electricity;2012;;;;
1825;Shal geothermal heat, without heat pumps;Electricity;2013;;;;
1826;Shal geothermal heat, without heat pumps;Electricity;2014;;;;
1827;Shal geothermal heat, without heat pumps;Electricity;2015;;;;
1828;Shal geothermal heat, without heat pumps;Electricity;2016;;;;
1829;Shal geothermal heat, without heat pumps;Electricity;2017;;;;
1830;Shal geothermal heat, without heat pumps;Electricity;2018;;;;
1831;Shal geothermal heat, without heat pumps;Electricity;2019;;;;
1832;Shal geothermal heat, without heat pumps;Electricity;2020;;;;
1833;Shal geothermal heat, without heat pumps;Electricity;2021;;;;
1834;Shal geothermal heat, without heat pumps;Electricity;2022;;;;
1835;Shal geothermal heat, without heat pumps;Electricity;2023;;;;
1836;Shal geothermal heat, without heat pumps;Heat;1990;1.0;0.0;0.0;0.0
1837;Shal geothermal heat, without heat pumps;Heat;1991;1.0;0.0;0.0;0.0
1838;Shal geothermal heat, without heat pumps;Heat;1992;2.0;0.0;0.0;0.0
1839;Shal geothermal heat, without heat pumps;Heat;1993;4.0;0.0;0.0;0.0
1840;Shal geothermal heat, without heat pumps;Heat;1994;5.0;0.0;0.0;0.0
1841;Shal geothermal heat, without heat pumps;Heat;1995;7.0;0.0;0.0;0.0
1842;Shal geothermal heat, without heat pumps;Heat;1996;11.0;0.0;1.0;0.0
1843;Shal geothermal heat, without heat pumps;Heat;1997;16.0;0.0;1.0;0.0
1844;Shal geothermal heat, without heat pumps;Heat;1998;24.0;0.0;1.0;0.0
1845;Shal geothermal heat, without heat pumps;Heat;1999;33.0;0.0;2.0;0.0
1846;Shal geothermal heat, without heat pumps;Heat;2000;42.0;0.0;2.0;0.0
1847;Shal geothermal heat, without heat pumps;Heat;2001;54.0;0.0;3.0;0.0
1848;Shal geothermal heat, without heat pumps;Heat;2002;63.0;0.0;4.0;0.0
1849;Shal geothermal heat, without heat pumps;Heat;2003;75.0;0.0;4.0;0.0
1850;Shal geothermal heat, without heat pumps;Heat;2004;83.0;0.0;5.0;0.0
1851;Shal geothermal heat, without heat pumps;Heat;2005;104.0;0.0;6.0;0.0
1852;Shal geothermal heat, without heat pumps;Heat;2006;128.0;0.0;7.0;0.0
1853;Shal geothermal heat, without heat pumps;Heat;2007;134.0;0.0;8.0;0.0
1854;Shal geothermal heat, without heat pumps;Heat;2008;157.0;0.0;9.0;0.01
1855;Shal geothermal heat, without heat pumps;Heat;2009;172.0;0.01;10.0;0.01
1856;Shal geothermal heat, without heat pumps;Heat;2010;194.0;0.01;11.0;0.01
1857;Shal geothermal heat, without heat pumps;Heat;2011;165.0;0.01;9.0;0.01
1858;Shal geothermal heat, without heat pumps;Heat;2012;173.0;0.01;10.0;0.01
1859;Shal geothermal heat, without heat pumps;Heat;2013;177.0;0.01;10.0;0.01
1860;Shal geothermal heat, without heat pumps;Heat;2014;162.0;0.01;9.0;0.01
1861;Shal geothermal heat, without heat pumps;Heat;2015;155.0;0.0;9.0;0.01
1862;Shal geothermal heat, without heat pumps;Heat;2016;173.0;0.01;10.0;0.01
1863;Shal geothermal heat, without heat pumps;Heat;2017;169.0;0.01;10.0;0.01
1864;Shal geothermal heat, without heat pumps;Heat;2018;167.0;0.01;9.0;0.01
1865;Shal geothermal heat, without heat pumps;Heat;2019;164.0;0.01;9.0;0.01
1866;Shal geothermal heat, without heat pumps;Heat;2020;185.0;0.01;10.0;0.01
1867;Shal geothermal heat, without heat pumps;Heat;2021;187.0;0.01;11.0;0.01
1868;Shal geothermal heat, without heat pumps;Heat;2022;190.0;0.01;11.0;0.01
1869;Shal geothermal heat, without heat pumps;Heat;2023;190.0;0.01;11.0;0.01
1870;Shal geothermal heat, without heat pumps;Transport;1990;;;;
1871;Shal geothermal heat, without heat pumps;Transport;1991;;;;
1872;Shal geothermal heat, without heat pumps;Transport;1992;;;;
1873;Shal geothermal heat, without heat pumps;Transport;1993;;;;
1874;Shal geothermal heat, without heat pumps;Transport;1994;;;;
1875;Shal geothermal heat, without heat pumps;Transport;1995;;;;
1876;Shal geothermal heat, without heat pumps;Transport;1996;;;;
1877;Shal geothermal heat, without heat pumps;Transport;1997;;;;
1878;Shal geothermal heat, without heat pumps;Transport;1998;;;;
1879;Shal geothermal heat, without heat pumps;Transport;1999;;;;
1880;Shal geothermal heat, without heat pumps;Transport;2000;;;;
1881;Shal geothermal heat, without heat pumps;Transport;2001;;;;
1882;Shal geothermal heat, without heat pumps;Transport;2002;;;;
1883;Shal geothermal heat, without heat pumps;Transport;2003;;;;
1884;Shal geothermal heat, without heat pumps;Transport;2004;;;;
1885;Shal geothermal heat, without heat pumps;Transport;2005;;;;
1886;Shal geothermal heat, without heat pumps;Transport;2006;;;;
1887;Shal geothermal heat, without heat pumps;Transport;2007;;;;
1888;Shal geothermal heat, without heat pumps;Transport;2008;;;;
1889;Shal geothermal heat, without heat pumps;Transport;2009;;;;
1890;Shal geothermal heat, without heat pumps;Transport;2010;;;;
1891;Shal geothermal heat, without heat pumps;Transport;2011;;;;
1892;Shal geothermal heat, without heat pumps;Transport;2012;;;;
1893;Shal geothermal heat, without heat pumps;Transport;2013;;;;
1894;Shal geothermal heat, without heat pumps;Transport;2014;;;;
1895;Shal geothermal heat, without heat pumps;Transport;2015;;;;
1896;Shal geothermal heat, without heat pumps;Transport;2016;;;;
1897;Shal geothermal heat, without heat pumps;Transport;2017;;;;
1898;Shal geothermal heat, without heat pumps;Transport;2018;;;;
1899;Shal geothermal heat, without heat pumps;Transport;2019;;;;
1900;Shal geothermal heat, without heat pumps;Transport;2020;;;;
1901;Shal geothermal heat, without heat pumps;Transport;2021;;;;
1902;Shal geothermal heat, without heat pumps;Transport;2022;;;;
1903;Shal geothermal heat, without heat pumps;Transport;2023;;;;
1904;Shallow geothermal cold;Total energy applications;1990;4.0;0.0;0.0;0.0
1905;Shallow geothermal cold;Total energy applications;1991;4.0;0.0;0.0;0.0
1906;Shallow geothermal cold;Total energy applications;1992;7.0;0.0;0.0;0.0
1907;Shallow geothermal cold;Total energy applications;1993;10.0;0.0;1.0;0.0
1908;Shallow geothermal cold;Total energy applications;1994;12.0;0.0;1.0;0.0
1909;Shallow geothermal cold;Total energy applications;1995;25.0;0.0;2.0;0.0
1910;Shallow geothermal cold;Total energy applications;1996;41.0;0.0;3.0;0.0
1911;Shallow geothermal cold;Total energy applications;1997;63.0;0.0;5.0;0.0
1912;Shallow geothermal cold;Total energy applications;1998;92.0;0.0;7.0;0.0
1913;Shallow geothermal cold;Total energy applications;1999;124.0;0.0;9.0;0.01
1914;Shallow geothermal cold;Total energy applications;2000;153.0;0.0;11.0;0.01
1915;Shallow geothermal cold;Total energy applications;2001;195.0;0.01;14.0;0.01
1916;Shallow geothermal cold;Total energy applications;2002;255.0;0.01;18.0;0.01
1917;Shallow geothermal cold;Total energy applications;2003;304.0;0.01;21.0;0.01
1918;Shallow geothermal cold;Total energy applications;2004;339.0;0.01;24.0;0.01
1919;Shallow geothermal cold;Total energy applications;2005;405.0;0.01;28.0;0.02
1920;Shallow geothermal cold;Total energy applications;2006;497.0;0.02;35.0;0.02
1921;Shallow geothermal cold;Total energy applications;2007;528.0;0.02;36.0;0.02
