ID;RegioS;Inkomensverdeling;AantalHuishoudensAbsoluut_1;AantalHuishoudens_2
6130;Voorschoten;"10e 10%-groep; meer dan 49 800  euro";1.8;20.0
6131;Voorschoten;"1e 10%-groep; minder dan 12 400 euro";0.6;6.0
6132;Voorschoten;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.0;21.0
6133;Voorschoten;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.7;40.0
6134;Voorschoten;"9e-10e 10%-groep; meer dan 40 100 euro";3.0;33.0
6135;Waddinxveen;Totaal particulier huishouden;10.5;100.0
6136;Waddinxveen;"1e 10%-groep; minder dan 12 400 euro";0.6;6.0
6137;Waddinxveen;"2e 10%-groep; 12 400 tot 15 600 euro";0.8;7.0
6138;Waddinxveen;"3e 10%-groep; 15 600 tot 18 700 euro";1.0;9.0
6139;Waddinxveen;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;8.0
6140;Waddinxveen;"5e 10%-groep; 22 000 tot 25 700 euro";1.0;10.0
6141;Waddinxveen;"6e 10%-groep; 25 700 tot 29 800 euro";1.1;10.0
6142;Waddinxveen;"7e 10%-groep; 29 800 tot 34 300 euro";1.1;11.0
6143;Waddinxveen;"8e 10%-groep; 34 300 tot 40 100 euro";1.2;11.0
6144;Waddinxveen;"9e 10%-groep; 40 100 tot 49 800 euro";1.3;13.0
6145;Waddinxveen;"10e 10%-groep; meer dan 49 800  euro";1.5;15.0
6146;Waddinxveen;"1e 10%-groep; minder dan 12 400 euro";0.6;6.0
6147;Waddinxveen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.6;24.0
6148;Waddinxveen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.4;42.0
6149;Waddinxveen;"9e-10e 10%-groep; meer dan 40 100 euro";2.9;27.0
6150;Warmond;Totaal particulier huishouden;1.9;100.0
6151;Warmond;"1e 10%-groep; minder dan 12 400 euro";0.1;6.0
6152;Warmond;"2e 10%-groep; 12 400 tot 15 600 euro";0.2;12.0
6153;Warmond;"3e 10%-groep; 15 600 tot 18 700 euro";0.2;8.0
6154;Warmond;"4e 10%-groep; 18 700 tot 22 000 euro";0.1;6.0
6155;Warmond;"5e 10%-groep; 22 000 tot 25 700 euro";0.1;8.0
6156;Warmond;"6e 10%-groep; 25 700 tot 29 800 euro";0.2;8.0
6157;Warmond;"7e 10%-groep; 29 800 tot 34 300 euro";0.2;9.0
6158;Warmond;"8e 10%-groep; 34 300 tot 40 100 euro";0.2;11.0
6159;Warmond;"9e 10%-groep; 40 100 tot 49 800 euro";0.2;13.0
6160;Warmond;"10e 10%-groep; meer dan 49 800  euro";0.4;19.0
6161;Warmond;"1e 10%-groep; minder dan 12 400 euro";0.1;6.0
6162;Warmond;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.5;26.0
6163;Warmond;"5e-8e 10%-groep; 22 000 tot 40 100 euro";0.7;36.0
6164;Warmond;"9e-10e 10%-groep; meer dan 40 100 euro";0.6;31.0
6165;Wassenaar;Totaal particulier huishouden;10.7;100.0
6166;Wassenaar;"1e 10%-groep; minder dan 12 400 euro";1.0;9.0
6167;Wassenaar;"2e 10%-groep; 12 400 tot 15 600 euro";0.8;8.0
6168;Wassenaar;"3e 10%-groep; 15 600 tot 18 700 euro";0.9;8.0
6169;Wassenaar;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;7.0
6170;Wassenaar;"5e 10%-groep; 22 000 tot 25 700 euro";0.8;8.0
6171;Wassenaar;"6e 10%-groep; 25 700 tot 29 800 euro";0.9;8.0
6172;Wassenaar;"7e 10%-groep; 29 800 tot 34 300 euro";0.9;8.0
6173;Wassenaar;"8e 10%-groep; 34 300 tot 40 100 euro";1.0;9.0
6174;Wassenaar;"9e 10%-groep; 40 100 tot 49 800 euro";1.1;10.0
6175;Wassenaar;"10e 10%-groep; meer dan 49 800  euro";2.7;25.0
6176;Wassenaar;"1e 10%-groep; minder dan 12 400 euro";1.0;9.0
6177;Wassenaar;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.4;23.0
6178;Wassenaar;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.5;33.0
6179;Wassenaar;"9e-10e 10%-groep; meer dan 40 100 euro";3.8;35.0
6180;Wateringen;Totaal particulier huishouden;6.3;100.0
6181;Wateringen;"1e 10%-groep; minder dan 12 400 euro";0.3;5.0
6182;Wateringen;"2e 10%-groep; 12 400 tot 15 600 euro";0.5;8.0
6183;Wateringen;"3e 10%-groep; 15 600 tot 18 700 euro";0.6;9.0
6184;Wateringen;"4e 10%-groep; 18 700 tot 22 000 euro";0.6;9.0
6185;Wateringen;"5e 10%-groep; 22 000 tot 25 700 euro";0.5;8.0
6186;Wateringen;"6e 10%-groep; 25 700 tot 29 800 euro";0.6;10.0
6187;Wateringen;"7e 10%-groep; 29 800 tot 34 300 euro";0.7;11.0
6188;Wateringen;"8e 10%-groep; 34 300 tot 40 100 euro";0.9;14.0
6189;Wateringen;"9e 10%-groep; 40 100 tot 49 800 euro";0.9;14.0
6190;Wateringen;"10e 10%-groep; meer dan 49 800  euro";0.8;13.0
6191;Wateringen;"1e 10%-groep; minder dan 12 400 euro";0.3;5.0
6192;Wateringen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.6;26.0
6193;Wateringen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.7;42.0
6194;Wateringen;"9e-10e 10%-groep; meer dan 40 100 euro";1.7;27.0
6195;Woerden;Totaal particulier huishouden;18.4;100.0
6196;Woerden;"1e 10%-groep; minder dan 12 400 euro";1.1;6.0
6197;Woerden;"2e 10%-groep; 12 400 tot 15 600 euro";1.3;7.0
6198;Woerden;"3e 10%-groep; 15 600 tot 18 700 euro";1.6;8.0
6199;Woerden;"4e 10%-groep; 18 700 tot 22 000 euro";1.5;8.0
6200;Woerden;"5e 10%-groep; 22 000 tot 25 700 euro";1.5;8.0
6201;Woerden;"6e 10%-groep; 25 700 tot 29 800 euro";1.9;10.0
6202;Woerden;"7e 10%-groep; 29 800 tot 34 300 euro";2.0;11.0
6203;Woerden;"8e 10%-groep; 34 300 tot 40 100 euro";2.0;11.0
6204;Woerden;"9e 10%-groep; 40 100 tot 49 800 euro";2.4;13.0
6205;Woerden;"10e 10%-groep; meer dan 49 800  euro";3.2;17.0
6206;Woerden;"1e 10%-groep; minder dan 12 400 euro";1.1;6.0
6207;Woerden;"2e-4e 10%-groep; 12 400 tot 22 000 euro";4.3;23.0
6208;Woerden;"5e-8e 10%-groep; 22 000 tot 40 100 euro";7.5;41.0
6209;Woerden;"9e-10e 10%-groep; meer dan 40 100 euro";5.6;30.0
6210;Zoetermeer;Totaal particulier huishouden;45.8;100.0
6211;Zoetermeer;"1e 10%-groep; minder dan 12 400 euro";2.9;6.0
6212;Zoetermeer;"2e 10%-groep; 12 400 tot 15 600 euro";3.6;8.0
6213;Zoetermeer;"3e 10%-groep; 15 600 tot 18 700 euro";3.8;8.0
6214;Zoetermeer;"4e 10%-groep; 18 700 tot 22 000 euro";4.4;10.0
6215;Zoetermeer;"5e 10%-groep; 22 000 tot 25 700 euro";4.2;9.0
6216;Zoetermeer;"6e 10%-groep; 25 700 tot 29 800 euro";4.4;10.0
6217;Zoetermeer;"7e 10%-groep; 29 800 tot 34 300 euro";4.8;10.0
6218;Zoetermeer;"8e 10%-groep; 34 300 tot 40 100 euro";5.5;12.0
6219;Zoetermeer;"9e 10%-groep; 40 100 tot 49 800 euro";6.3;14.0
6220;Zoetermeer;"10e 10%-groep; meer dan 49 800  euro";6.0;13.0
6221;Zoetermeer;"1e 10%-groep; minder dan 12 400 euro";2.9;6.0
6222;Zoetermeer;"2e-4e 10%-groep; 12 400 tot 22 000 euro";11.8;26.0
6223;Zoetermeer;"5e-8e 10%-groep; 22 000 tot 40 100 euro";18.8;41.0
6224;Zoetermeer;"9e-10e 10%-groep; meer dan 40 100 euro";12.3;27.0
6225;Zoeterwoude;Totaal particulier huishouden;3.0;100.0
6226;Zoeterwoude;"1e 10%-groep; minder dan 12 400 euro";0.1;5.0
6227;Zoeterwoude;"2e 10%-groep; 12 400 tot 15 600 euro";0.2;6.0
6228;Zoeterwoude;"3e 10%-groep; 15 600 tot 18 700 euro";0.2;7.0
6229;Zoeterwoude;"4e 10%-groep; 18 700 tot 22 000 euro";0.2;8.0
6230;Zoeterwoude;"5e 10%-groep; 22 000 tot 25 700 euro";0.2;8.0
6231;Zoeterwoude;"6e 10%-groep; 25 700 tot 29 800 euro";0.3;10.0
6232;Zoeterwoude;"7e 10%-groep; 29 800 tot 34 300 euro";0.3;11.0
6233;Zoeterwoude;"8e 10%-groep; 34 300 tot 40 100 euro";0.4;12.0
6234;Zoeterwoude;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;14.0
6235;Zoeterwoude;"10e 10%-groep; meer dan 49 800  euro";0.6;18.0
6236;Zoeterwoude;"1e 10%-groep; minder dan 12 400 euro";0.1;5.0
6237;Zoeterwoude;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.6;21.0
6238;Zoeterwoude;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.3;42.0
6239;Zoeterwoude;"9e-10e 10%-groep; meer dan 40 100 euro";1.0;32.0
6240;Zwijndrecht;Totaal particulier huishouden;18.7;100.0
6241;Zwijndrecht;"1e 10%-groep; minder dan 12 400 euro";1.2;7.0
6242;Zwijndrecht;"2e 10%-groep; 12 400 tot 15 600 euro";1.8;10.0
6243;Zwijndrecht;"3e 10%-groep; 15 600 tot 18 700 euro";1.7;9.0
6244;Zwijndrecht;"4e 10%-groep; 18 700 tot 22 000 euro";2.0;11.0
6245;Zwijndrecht;"5e 10%-groep; 22 000 tot 25 700 euro";2.1;11.0
6246;Zwijndrecht;"6e 10%-groep; 25 700 tot 29 800 euro";2.1;11.0
6247;Zwijndrecht;"7e 10%-groep; 29 800 tot 34 300 euro";1.9;10.0
6248;Zwijndrecht;"8e 10%-groep; 34 300 tot 40 100 euro";2.0;11.0
6249;Zwijndrecht;"9e 10%-groep; 40 100 tot 49 800 euro";2.0;11.0
6250;Zwijndrecht;"10e 10%-groep; meer dan 49 800  euro";1.9;10.0
6251;Zwijndrecht;"1e 10%-groep; minder dan 12 400 euro";1.2;7.0
6252;Zwijndrecht;"2e-4e 10%-groep; 12 400 tot 22 000 euro";5.6;30.0
6253;Zwijndrecht;"5e-8e 10%-groep; 22 000 tot 40 100 euro";8.0;43.0
6254;Zwijndrecht;"9e-10e 10%-groep; meer dan 40 100 euro";4.0;21.0
6255;Nederlek;Totaal particulier huishouden;5.8;100.0
6256;Nederlek;"1e 10%-groep; minder dan 12 400 euro";0.3;6.0
6257;Nederlek;"2e 10%-groep; 12 400 tot 15 600 euro";0.6;9.0
6258;Nederlek;"3e 10%-groep; 15 600 tot 18 700 euro";0.5;8.0
6259;Nederlek;"4e 10%-groep; 18 700 tot 22 000 euro";0.5;9.0
6260;Nederlek;"5e 10%-groep; 22 000 tot 25 700 euro";0.6;11.0
6261;Nederlek;"6e 10%-groep; 25 700 tot 29 800 euro";0.6;11.0
6262;Nederlek;"7e 10%-groep; 29 800 tot 34 300 euro";0.6;10.0
6263;Nederlek;"8e 10%-groep; 34 300 tot 40 100 euro";0.7;13.0
6264;Nederlek;"9e 10%-groep; 40 100 tot 49 800 euro";0.7;12.0
6265;Nederlek;"10e 10%-groep; meer dan 49 800  euro";0.7;12.0
6266;Nederlek;"1e 10%-groep; minder dan 12 400 euro";0.3;6.0
6267;Nederlek;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.5;26.0
6268;Nederlek;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.6;44.0
6269;Nederlek;"9e-10e 10%-groep; meer dan 40 100 euro";1.4;24.0
6270;Ouderkerk;Totaal particulier huishouden;3.0;100.0
6271;Ouderkerk;"1e 10%-groep; minder dan 12 400 euro";0.2;7.0
6272;Ouderkerk;"2e 10%-groep; 12 400 tot 15 600 euro";0.2;8.0
6273;Ouderkerk;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;8.0
6274;Ouderkerk;"4e 10%-groep; 18 700 tot 22 000 euro";0.3;10.0
6275;Ouderkerk;"5e 10%-groep; 22 000 tot 25 700 euro";0.2;6.0
6276;Ouderkerk;"6e 10%-groep; 25 700 tot 29 800 euro";0.3;10.0
6277;Ouderkerk;"7e 10%-groep; 29 800 tot 34 300 euro";0.3;11.0
6278;Ouderkerk;"8e 10%-groep; 34 300 tot 40 100 euro";0.4;12.0
6279;Ouderkerk;"9e 10%-groep; 40 100 tot 49 800 euro";0.3;11.0
6280;Ouderkerk;"10e 10%-groep; meer dan 49 800  euro";0.5;16.0
6281;Ouderkerk;"1e 10%-groep; minder dan 12 400 euro";0.2;7.0
6282;Ouderkerk;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.8;26.0
6283;Ouderkerk;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.2;39.0
6284;Ouderkerk;"9e-10e 10%-groep; meer dan 40 100 euro";0.8;28.0
6285;Jacobswoude;Totaal particulier huishouden;4.0;100.0
6286;Jacobswoude;"1e 10%-groep; minder dan 12 400 euro";0.3;7.0
6287;Jacobswoude;"2e 10%-groep; 12 400 tot 15 600 euro";0.2;5.0
6288;Jacobswoude;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;9.0
6289;Jacobswoude;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;9.0
6290;Jacobswoude;"5e 10%-groep; 22 000 tot 25 700 euro";0.4;9.0
6291;Jacobswoude;"6e 10%-groep; 25 700 tot 29 800 euro";0.3;8.0
6292;Jacobswoude;"7e 10%-groep; 29 800 tot 34 300 euro";0.4;11.0
6293;Jacobswoude;"8e 10%-groep; 34 300 tot 40 100 euro";0.5;12.0
6294;Jacobswoude;"9e 10%-groep; 40 100 tot 49 800 euro";0.6;15.0
6295;Jacobswoude;"10e 10%-groep; meer dan 49 800  euro";0.6;16.0
6296;Jacobswoude;"1e 10%-groep; minder dan 12 400 euro";0.3;7.0
6297;Jacobswoude;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.9;23.0
6298;Jacobswoude;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.6;40.0
6299;Jacobswoude;"9e-10e 10%-groep; meer dan 40 100 euro";1.3;31.0
6300;Gaasterlân-Sleat;Totaal particulier huishouden;4.0;100.0
6301;Gaasterlân-Sleat;"1e 10%-groep; minder dan 12 400 euro";0.4;9.0
6302;Gaasterlân-Sleat;"2e 10%-groep; 12 400 tot 15 600 euro";0.4;11.0
6303;Gaasterlân-Sleat;"3e 10%-groep; 15 600 tot 18 700 euro";0.4;11.0
6304;Gaasterlân-Sleat;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;9.0
6305;Gaasterlân-Sleat;"5e 10%-groep; 22 000 tot 25 700 euro";0.4;11.0
6306;Gaasterlân-Sleat;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;10.0
6307;Gaasterlân-Sleat;"7e 10%-groep; 29 800 tot 34 300 euro";0.5;12.0
6308;Gaasterlân-Sleat;"8e 10%-groep; 34 300 tot 40 100 euro";0.4;11.0
6309;Gaasterlân-Sleat;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;9.0
6310;Gaasterlân-Sleat;"10e 10%-groep; meer dan 49 800  euro";0.3;8.0
6311;Gaasterlân-Sleat;"1e 10%-groep; minder dan 12 400 euro";0.4;9.0
6312;Gaasterlân-Sleat;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.2;31.0
6313;Gaasterlân-Sleat;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.8;44.0
6314;Gaasterlân-Sleat;"9e-10e 10%-groep; meer dan 40 100 euro";0.7;17.0
6315;Borsele;Totaal particulier huishouden;8.6;100.0
6316;Borsele;"1e 10%-groep; minder dan 12 400 euro";0.6;7.0
6317;Borsele;"2e 10%-groep; 12 400 tot 15 600 euro";0.7;8.0
6318;Borsele;"3e 10%-groep; 15 600 tot 18 700 euro";0.9;10.0
6319;Borsele;"4e 10%-groep; 18 700 tot 22 000 euro";0.9;11.0
6320;Borsele;"5e 10%-groep; 22 000 tot 25 700 euro";0.9;10.0
6321;Borsele;"6e 10%-groep; 25 700 tot 29 800 euro";1.0;11.0
6322;Borsele;"7e 10%-groep; 29 800 tot 34 300 euro";1.0;12.0
6323;Borsele;"8e 10%-groep; 34 300 tot 40 100 euro";0.9;11.0
6324;Borsele;"9e 10%-groep; 40 100 tot 49 800 euro";0.9;11.0
6325;Borsele;"10e 10%-groep; meer dan 49 800  euro";0.8;9.0
6326;Borsele;"1e 10%-groep; minder dan 12 400 euro";0.6;7.0
6327;Borsele;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.5;29.0
6328;Borsele;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.8;44.0
6329;Borsele;"9e-10e 10%-groep; meer dan 40 100 euro";1.7;20.0
6330;Goes;Totaal particulier huishouden;15.4;100.0
6331;Goes;"1e 10%-groep; minder dan 12 400 euro";1.6;10.0
6332;Goes;"2e 10%-groep; 12 400 tot 15 600 euro";1.5;10.0
6333;Goes;"3e 10%-groep; 15 600 tot 18 700 euro";1.5;9.0
6334;Goes;"4e 10%-groep; 18 700 tot 22 000 euro";1.7;11.0
6335;Goes;"5e 10%-groep; 22 000 tot 25 700 euro";1.6;10.0
6336;Goes;"6e 10%-groep; 25 700 tot 29 800 euro";1.6;10.0
6337;Goes;"7e 10%-groep; 29 800 tot 34 300 euro";1.6;11.0
6338;Goes;"8e 10%-groep; 34 300 tot 40 100 euro";1.6;10.0
6339;Goes;"9e 10%-groep; 40 100 tot 49 800 euro";1.4;9.0
6340;Goes;"10e 10%-groep; meer dan 49 800  euro";1.4;9.0
6341;Goes;"1e 10%-groep; minder dan 12 400 euro";1.6;10.0
6342;Goes;"2e-4e 10%-groep; 12 400 tot 22 000 euro";4.7;31.0
6343;Goes;"5e-8e 10%-groep; 22 000 tot 40 100 euro";6.4;41.0
6344;Goes;"9e-10e 10%-groep; meer dan 40 100 euro";2.8;18.0
6345;West Maas en Waal;Totaal particulier huishouden;7.0;100.0
6346;West Maas en Waal;"1e 10%-groep; minder dan 12 400 euro";0.6;8.0
6347;West Maas en Waal;"2e 10%-groep; 12 400 tot 15 600 euro";0.6;9.0
6348;West Maas en Waal;"3e 10%-groep; 15 600 tot 18 700 euro";0.7;10.0
6349;West Maas en Waal;"4e 10%-groep; 18 700 tot 22 000 euro";0.5;8.0
6350;West Maas en Waal;"5e 10%-groep; 22 000 tot 25 700 euro";0.7;9.0
6351;West Maas en Waal;"6e 10%-groep; 25 700 tot 29 800 euro";0.7;11.0
6352;West Maas en Waal;"7e 10%-groep; 29 800 tot 34 300 euro";0.7;10.0
6353;West Maas en Waal;"8e 10%-groep; 34 300 tot 40 100 euro";0.8;11.0
6354;West Maas en Waal;"9e 10%-groep; 40 100 tot 49 800 euro";0.9;12.0
6355;West Maas en Waal;"10e 10%-groep; meer dan 49 800  euro";0.9;13.0
6356;West Maas en Waal;"1e 10%-groep; minder dan 12 400 euro";0.6;8.0
6357;West Maas en Waal;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.8;26.0
6358;West Maas en Waal;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.9;42.0
6359;West Maas en Waal;"9e-10e 10%-groep; meer dan 40 100 euro";1.7;25.0
6360;Hulst;Totaal particulier huishouden;11.5;100.0
6361;Hulst;"1e 10%-groep; minder dan 12 400 euro";1.1;9.0
6362;Hulst;"2e 10%-groep; 12 400 tot 15 600 euro";1.1;9.0
6363;Hulst;"3e 10%-groep; 15 600 tot 18 700 euro";1.2;10.0
6364;Hulst;"4e 10%-groep; 18 700 tot 22 000 euro";1.1;10.0
6365;Hulst;"5e 10%-groep; 22 000 tot 25 700 euro";1.0;9.0
6366;Hulst;"6e 10%-groep; 25 700 tot 29 800 euro";1.2;10.0
6367;Hulst;"7e 10%-groep; 29 800 tot 34 300 euro";1.2;10.0
6368;Hulst;"8e 10%-groep; 34 300 tot 40 100 euro";1.2;11.0
6369;Hulst;"9e 10%-groep; 40 100 tot 49 800 euro";1.3;11.0
6370;Hulst;"10e 10%-groep; meer dan 49 800  euro";1.2;10.0
6371;Hulst;"1e 10%-groep; minder dan 12 400 euro";1.1;9.0
6372;Hulst;"2e-4e 10%-groep; 12 400 tot 22 000 euro";3.4;29.0
6373;Hulst;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.6;40.0
6374;Hulst;"9e-10e 10%-groep; meer dan 40 100 euro";2.4;21.0
6375;Kapelle;Totaal particulier huishouden;4.4;100.0
6376;Kapelle;"1e 10%-groep; minder dan 12 400 euro";0.3;7.0
6377;Kapelle;"2e 10%-groep; 12 400 tot 15 600 euro";0.4;9.0
6378;Kapelle;"3e 10%-groep; 15 600 tot 18 700 euro";0.4;9.0
6379;Kapelle;"4e 10%-groep; 18 700 tot 22 000 euro";0.3;6.0
6380;Kapelle;"5e 10%-groep; 22 000 tot 25 700 euro";0.4;8.0
6381;Kapelle;"6e 10%-groep; 25 700 tot 29 800 euro";0.5;12.0
6382;Kapelle;"7e 10%-groep; 29 800 tot 34 300 euro";0.4;10.0
6383;Kapelle;"8e 10%-groep; 34 300 tot 40 100 euro";0.6;13.0
6384;Kapelle;"9e 10%-groep; 40 100 tot 49 800 euro";0.6;13.0
6385;Kapelle;"10e 10%-groep; meer dan 49 800  euro";0.5;12.0
6386;Kapelle;"1e 10%-groep; minder dan 12 400 euro";0.3;7.0
6387;Kapelle;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.1;24.0
6388;Kapelle;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.9;44.0
6389;Kapelle;"9e-10e 10%-groep; meer dan 40 100 euro";1.1;25.0
6390;Wymbritseradiel;Totaal particulier huishouden;6.1;100.0
6391;Wymbritseradiel;"1e 10%-groep; minder dan 12 400 euro";0.6;9.0
6392;Wymbritseradiel;"2e 10%-groep; 12 400 tot 15 600 euro";0.6;9.0
6393;Wymbritseradiel;"3e 10%-groep; 15 600 tot 18 700 euro";0.5;8.0
6394;Wymbritseradiel;"4e 10%-groep; 18 700 tot 22 000 euro";0.6;10.0
6395;Wymbritseradiel;"5e 10%-groep; 22 000 tot 25 700 euro";0.7;11.0
6396;Wymbritseradiel;"6e 10%-groep; 25 700 tot 29 800 euro";0.7;12.0
6397;Wymbritseradiel;"7e 10%-groep; 29 800 tot 34 300 euro";0.7;11.0
6398;Wymbritseradiel;"8e 10%-groep; 34 300 tot 40 100 euro";0.7;11.0
6399;Wymbritseradiel;"9e 10%-groep; 40 100 tot 49 800 euro";0.6;9.0
6400;Wymbritseradiel;"10e 10%-groep; meer dan 49 800  euro";0.6;9.0
6401;Wymbritseradiel;"1e 10%-groep; minder dan 12 400 euro";0.6;9.0
6402;Wymbritseradiel;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.7;28.0
6403;Wymbritseradiel;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.7;44.0
6404;Wymbritseradiel;"9e-10e 10%-groep; meer dan 40 100 euro";1.1;18.0
6405;Middelburg;Totaal particulier huishouden;19.8;100.0
6406;Middelburg;"1e 10%-groep; minder dan 12 400 euro";2.0;10.0
6407;Middelburg;"2e 10%-groep; 12 400 tot 15 600 euro";2.2;11.0
6408;Middelburg;"3e 10%-groep; 15 600 tot 18 700 euro";2.0;10.0
6409;Middelburg;"4e 10%-groep; 18 700 tot 22 000 euro";2.1;11.0
6410;Middelburg;"5e 10%-groep; 22 000 tot 25 700 euro";2.1;11.0
6411;Middelburg;"6e 10%-groep; 25 700 tot 29 800 euro";2.2;11.0
6412;Middelburg;"7e 10%-groep; 29 800 tot 34 300 euro";2.0;10.0
6413;Middelburg;"8e 10%-groep; 34 300 tot 40 100 euro";2.1;10.0
6414;Middelburg;"9e 10%-groep; 40 100 tot 49 800 euro";1.9;9.0
6415;Middelburg;"10e 10%-groep; meer dan 49 800  euro";1.4;7.0
6416;Middelburg;"1e 10%-groep; minder dan 12 400 euro";2.0;10.0
6417;Middelburg;"2e-4e 10%-groep; 12 400 tot 22 000 euro";6.3;32.0
6418;Middelburg;"5e-8e 10%-groep; 22 000 tot 40 100 euro";8.3;42.0
6419;Middelburg;"9e-10e 10%-groep; meer dan 40 100 euro";3.2;16.0
6420;Giessenlanden;Totaal particulier huishouden;5.3;100.0
6421;Giessenlanden;"1e 10%-groep; minder dan 12 400 euro";0.3;7.0
6422;Giessenlanden;"2e 10%-groep; 12 400 tot 15 600 euro";0.4;8.0
6423;Giessenlanden;"3e 10%-groep; 15 600 tot 18 700 euro";0.4;8.0
6424;Giessenlanden;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;8.0
6425;Giessenlanden;"5e 10%-groep; 22 000 tot 25 700 euro";0.5;9.0
6426;Giessenlanden;"6e 10%-groep; 25 700 tot 29 800 euro";0.6;11.0
6427;Giessenlanden;"7e 10%-groep; 29 800 tot 34 300 euro";0.6;10.0
6428;Giessenlanden;"8e 10%-groep; 34 300 tot 40 100 euro";0.6;12.0
6429;Giessenlanden;"9e 10%-groep; 40 100 tot 49 800 euro";0.6;12.0
6430;Giessenlanden;"10e 10%-groep; meer dan 49 800  euro";0.8;16.0
6431;Giessenlanden;"1e 10%-groep; minder dan 12 400 euro";0.3;7.0
6432;Giessenlanden;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.3;24.0
6433;Giessenlanden;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.2;42.0
6434;Giessenlanden;"9e-10e 10%-groep; meer dan 40 100 euro";1.5;28.0
6435;Graafstroom;Totaal particulier huishouden;3.2;100.0
6436;Graafstroom;"1e 10%-groep; minder dan 12 400 euro";0.2;7.0
6437;Graafstroom;"2e 10%-groep; 12 400 tot 15 600 euro";0.2;6.0
6438;Graafstroom;"3e 10%-groep; 15 600 tot 18 700 euro";0.2;7.0
6439;Graafstroom;"4e 10%-groep; 18 700 tot 22 000 euro";0.2;8.0
6440;Graafstroom;"5e 10%-groep; 22 000 tot 25 700 euro";0.3;11.0
6441;Graafstroom;"6e 10%-groep; 25 700 tot 29 800 euro";0.3;9.0
6442;Graafstroom;"7e 10%-groep; 29 800 tot 34 300 euro";0.4;12.0
6443;Graafstroom;"8e 10%-groep; 34 300 tot 40 100 euro";0.4;11.0
6444;Graafstroom;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;13.0
6445;Graafstroom;"10e 10%-groep; meer dan 49 800  euro";0.6;18.0
6446;Graafstroom;"1e 10%-groep; minder dan 12 400 euro";0.2;7.0
6447;Graafstroom;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.6;20.0
6448;Graafstroom;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.4;42.0
6449;Graafstroom;"9e-10e 10%-groep; meer dan 40 100 euro";1.0;31.0
6450;Liesveld;Totaal particulier huishouden;3.4;100.0
6451;Liesveld;"1e 10%-groep; minder dan 12 400 euro";0.2;6.0
6452;Liesveld;"2e 10%-groep; 12 400 tot 15 600 euro";0.2;7.0
6453;Liesveld;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;8.0
6454;Liesveld;"4e 10%-groep; 18 700 tot 22 000 euro";0.3;9.0
6455;Liesveld;"5e 10%-groep; 22 000 tot 25 700 euro";0.3;10.0
6456;Liesveld;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;11.0
6457;Liesveld;"7e 10%-groep; 29 800 tot 34 300 euro";0.4;11.0
6458;Liesveld;"8e 10%-groep; 34 300 tot 40 100 euro";0.4;12.0
6459;Liesveld;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;12.0
6460;Liesveld;"10e 10%-groep; meer dan 49 800  euro";0.5;14.0
