ID;Afzetgebieden;AlleProdComCoderingen;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3
9557;Totaal afzetprijzen;1106 Mout;2023 juli;;;
9558;Totaal afzetprijzen;1106 Mout;2023 augustus;;;
9559;Totaal afzetprijzen;1106 Mout;2023 september;;;
9560;Totaal afzetprijzen;1106 Mout;2023 oktober;;;
9561;Totaal afzetprijzen;1106 Mout;2023 november;;;
9562;Totaal afzetprijzen;1106 Mout;2023 december;;;
9563;Totaal afzetprijzen;1106 Mout;2023;133.5;;-6.8
9564;Totaal afzetprijzen;1106 Mout;2024 januari;;;
9565;Totaal afzetprijzen;1106 Mout;2024 februari;;;
9566;Totaal afzetprijzen;1106 Mout;2024 maart;;;
9567;Totaal afzetprijzen;1106 Mout;2024 april;;;
9568;Totaal afzetprijzen;1106 Mout;2024 mei;;;
9569;Totaal afzetprijzen;1106 Mout;2024  juni;;;
9570;Totaal afzetprijzen;1106 Mout;2024 juli;;;
9571;Totaal afzetprijzen;1106 Mout;2024 augustus;;;
9572;Totaal afzetprijzen;1106 Mout;2024 september;;;
9573;Totaal afzetprijzen;1106 Mout;2024 oktober;;;
9574;Totaal afzetprijzen;1106 Mout;2024 november;;;
9575;Totaal afzetprijzen;1106 Mout;2024 december;;;
9576;Totaal afzetprijzen;1106 Mout;2024;114.3;;-14.4
9577;Totaal afzetprijzen;1106 Mout;2025 januari;;;
9578;Totaal afzetprijzen;1106 Mout;2025 februari;;;
9579;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2018 januari;100.3;;
9580;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2018 februari;100.4;0.0;
9581;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2018 maart;100.4;0.0;
9582;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2018 april;100.7;0.3;
9583;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2018 mei;100.7;0.0;
9584;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2018 juni;100.8;0.0;
9585;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2018 juli;98.7;-2.1;
9586;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2018 augustus;98.7;0.0;
9587;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2018 september;99.3;0.6;
9588;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2018 oktober;99.7;0.4;
9589;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2018 november;99.7;0.0;
9590;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2018 december;99.7;0.0;
9591;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2018;99.9;;
9592;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2019 januari;99.5;-0.2;-0.8
9593;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2019 februari;97.7;-1.8;-2.7
9594;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2019 maart;97.7;0.0;-2.7
9595;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2019 april;97.6;-0.1;-3.1
9596;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2019 mei;97.6;0.0;-3.2
9597;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2019 juni;97.6;0.0;-3.2
9598;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2019 juli;98.1;0.6;-0.6
9599;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2019 augustus;98.1;0.0;-0.6
9600;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2019 september;98.1;0.0;-1.2
9601;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2019 oktober;97.5;-0.7;-2.2
9602;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2019 november;97.5;0.0;-2.2
9603;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2019 december;96.4;-1.1;-3.3
9604;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2019;97.8;;-2.2
9605;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2020 januari;95.2;-1.2;-4.4
9606;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2020 februari;97.3;2.2;-0.4
9607;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2020 maart;97.6;0.3;-0.1
9608;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2020 april;95.2;-2.4;-2.4
9609;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2020 mei;96.3;1.2;-1.3
9610;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2020 juni;96.3;0.0;-1.3
9611;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2020 juli;96.0;-0.4;-2.2
9612;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2020 augustus;96.6;0.7;-1.6
9613;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2020 september;95.9;-0.7;-2.3
9614;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2020 oktober;93.6;-2.4;-3.9
9615;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2020 november;94.4;0.9;-3.1
9616;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2020 december;97.9;3.6;1.6
9617;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2020;96.0;;-1.8
9618;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2021 januari;98.8;1.0;3.9
9619;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2021 februari;100.2;1.3;3.0
9620;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2021 maart;99.3;-0.8;1.8
9621;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2021 april;99.3;0.0;4.3
9622;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2021 mei;99.0;-0.3;2.8
9623;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2021 juni;99.8;0.7;3.6
9624;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2021 juli;100.6;0.9;4.9
9625;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2021 augustus;99.7;-0.9;3.2
9626;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2021 september;100.8;1.1;5.1
9627;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2021 oktober;101.2;0.4;8.1
9628;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2021 november;101.2;0.0;7.2
9629;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2021 december;99.9;-1.3;2.1
9630;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2021;100.0;;4.1
9631;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2022 januari;98.7;-1.3;-0.2
9632;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2022 februari;98.6;-0.1;-1.6
9633;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2022 maart;99.8;1.3;0.5
9634;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2022 april;107.4;7.5;8.1
9635;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2022 mei;107.4;0.0;8.4
9636;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2022 juni;106.5;-0.8;6.8
9637;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2022 juli;108.6;1.9;7.9
9638;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2022 augustus;108.6;0.0;8.9
9639;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2022 september;108.8;0.1;7.9
9640;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2022 oktober;106.4;-2.2;5.1
9641;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2022 november;106.3;0.0;5.1
9642;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2022 december ;106.3;-0.1;6.3
9643;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2022;105.3;;5.3
9644;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2023 januari;110.9;4.4;12.4
9645;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2023 februari;115.0;3.7;16.7
9646;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2023 maart;116.7;1.4;16.8
9647;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2023 april;127.1;8.9;18.3
9648;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2023 mei;127.0;0.0;18.3
9649;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2023 juni;127.1;0.0;19.3
9650;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2023 juli;127.4;0.2;17.3
9651;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2023 augustus;126.6;-0.6;16.6
9652;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2023 september;126.6;0.0;16.4
9653;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2023 oktober;126.0;-0.5;18.5
9654;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2023 november;126.6;0.4;19.0
9655;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2023 december;126.2;-0.4;18.7
9656;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2023;123.6;;17.4
9657;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2024 januari;124.0;-1.7;11.8
9658;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2024 februari;122.9;-0.8;6.9
9659;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2024 maart;123.4;0.3;5.7
9660;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2024 april;125.2;1.5;-1.5
9661;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2024 mei;125.1;0.0;-1.5
9662;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2024  juni;125.3;0.2;-1.4
9663;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2024 juli;117.9;-5.9;-7.4
9664;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2024 augustus;119.2;1.1;-5.8
9665;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2024 september;119.4;0.2;-5.7
9666;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2024 oktober;120.0;0.5;-4.8
9667;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2024 november;122.2;1.8;-3.5
9668;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2024 december;121.5;-0.5;-3.7
9669;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2024;122.2;;-1.2
9670;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2025 januari;118.9;-2.1;-4.1
9671;Totaal afzetprijzen;1107 Frisdranken, mineraalwater en an...;2025 februari;118.9;-0.1;-3.3
9672;Totaal afzetprijzen;12 Tabaksproducten;2018 januari;95.6;;
9673;Totaal afzetprijzen;12 Tabaksproducten;2018 februari;95.6;0.0;
9674;Totaal afzetprijzen;12 Tabaksproducten;2018 maart;95.6;0.0;
9675;Totaal afzetprijzen;12 Tabaksproducten;2018 april;96.7;1.2;
9676;Totaal afzetprijzen;12 Tabaksproducten;2018 mei;96.7;0.0;
9677;Totaal afzetprijzen;12 Tabaksproducten;2018 juni;96.7;0.0;
9678;Totaal afzetprijzen;12 Tabaksproducten;2018 juli;98.9;2.3;
9679;Totaal afzetprijzen;12 Tabaksproducten;2018 augustus;98.9;0.0;
9680;Totaal afzetprijzen;12 Tabaksproducten;2018 september;98.9;0.0;
9681;Totaal afzetprijzen;12 Tabaksproducten;2018 oktober;99.9;1.0;
9682;Totaal afzetprijzen;12 Tabaksproducten;2018 november;99.9;0.0;
9683;Totaal afzetprijzen;12 Tabaksproducten;2018 december;99.9;0.0;
9684;Totaal afzetprijzen;12 Tabaksproducten;2018;97.8;;
9685;Totaal afzetprijzen;12 Tabaksproducten;2019 januari;100.5;0.6;5.2
9686;Totaal afzetprijzen;12 Tabaksproducten;2019 februari;100.5;0.0;5.2
9687;Totaal afzetprijzen;12 Tabaksproducten;2019 maart;100.6;0.0;5.2
9688;Totaal afzetprijzen;12 Tabaksproducten;2019 april;101.9;1.3;5.3
9689;Totaal afzetprijzen;12 Tabaksproducten;2019 mei;101.9;0.0;5.3
9690;Totaal afzetprijzen;12 Tabaksproducten;2019 juni;101.9;0.0;5.3
9691;Totaal afzetprijzen;12 Tabaksproducten;2019 juli;101.9;0.0;3.0
9692;Totaal afzetprijzen;12 Tabaksproducten;2019 augustus;101.9;0.0;3.0
9693;Totaal afzetprijzen;12 Tabaksproducten;2019 september;101.9;0.0;3.0
9694;Totaal afzetprijzen;12 Tabaksproducten;2019 oktober;99.4;-2.4;-0.5
9695;Totaal afzetprijzen;12 Tabaksproducten;2019 november;99.5;0.0;-0.5
9696;Totaal afzetprijzen;12 Tabaksproducten;2019 december;99.5;0.0;-0.5
9697;Totaal afzetprijzen;12 Tabaksproducten;2019;100.9;;3.2
9698;Totaal afzetprijzen;12 Tabaksproducten;2020 januari;99.7;0.2;-0.9
9699;Totaal afzetprijzen;12 Tabaksproducten;2020 februari;99.7;0.0;-0.9
9700;Totaal afzetprijzen;12 Tabaksproducten;2020 maart;99.6;-0.1;-0.9
9701;Totaal afzetprijzen;12 Tabaksproducten;2020 april;100.1;0.5;-1.8
9702;Totaal afzetprijzen;12 Tabaksproducten;2020 mei;100.1;0.0;-1.8
9703;Totaal afzetprijzen;12 Tabaksproducten;2020 juni;100.1;0.0;-1.7
9704;Totaal afzetprijzen;12 Tabaksproducten;2020 juli;100.1;0.0;-1.7
9705;Totaal afzetprijzen;12 Tabaksproducten;2020 augustus;100.1;0.0;-1.7
9706;Totaal afzetprijzen;12 Tabaksproducten;2020 september;100.1;0.0;-1.7
9707;Totaal afzetprijzen;12 Tabaksproducten;2020 oktober;99.8;-0.3;0.4
9708;Totaal afzetprijzen;12 Tabaksproducten;2020 november;99.9;0.0;0.4
9709;Totaal afzetprijzen;12 Tabaksproducten;2020 december;99.8;0.0;0.4
9710;Totaal afzetprijzen;12 Tabaksproducten;2020;99.9;;-1.0
9711;Totaal afzetprijzen;12 Tabaksproducten;2021 januari;99.9;0.1;0.3
9712;Totaal afzetprijzen;12 Tabaksproducten;2021 februari;100.0;0.0;0.3
9713;Totaal afzetprijzen;12 Tabaksproducten;2021 maart;100.0;0.0;0.4
9714;Totaal afzetprijzen;12 Tabaksproducten;2021 april;100.1;0.1;0.0
9715;Totaal afzetprijzen;12 Tabaksproducten;2021 mei;100.1;0.0;0.0
9716;Totaal afzetprijzen;12 Tabaksproducten;2021 juni;100.1;0.0;0.0
9717;Totaal afzetprijzen;12 Tabaksproducten;2021 juli;99.4;-0.7;-0.7
9718;Totaal afzetprijzen;12 Tabaksproducten;2021 augustus;99.4;0.0;-0.7
9719;Totaal afzetprijzen;12 Tabaksproducten;2021 september;99.4;0.0;-0.7
9720;Totaal afzetprijzen;12 Tabaksproducten;2021 oktober;100.6;1.1;0.7
9721;Totaal afzetprijzen;12 Tabaksproducten;2021 november;100.6;0.0;0.7
9722;Totaal afzetprijzen;12 Tabaksproducten;2021 december;100.6;0.0;0.7
9723;Totaal afzetprijzen;12 Tabaksproducten;2021;100.0;;0.1
9724;Totaal afzetprijzen;12 Tabaksproducten;2022 januari;98.9;-1.6;-1.0
9725;Totaal afzetprijzen;12 Tabaksproducten;2022 februari;99.0;0.1;-0.9
9726;Totaal afzetprijzen;12 Tabaksproducten;2022 maart;99.0;0.0;-1.0
9727;Totaal afzetprijzen;12 Tabaksproducten;2022 april;98.1;-0.9;-2.0
9728;Totaal afzetprijzen;12 Tabaksproducten;2022 mei;98.1;0.0;-2.0
9729;Totaal afzetprijzen;12 Tabaksproducten;2022 juni;98.1;0.0;-2.0
9730;Totaal afzetprijzen;12 Tabaksproducten;2022 juli;99.1;1.1;-0.3
9731;Totaal afzetprijzen;12 Tabaksproducten;2022 augustus;99.1;0.0;-0.3
9732;Totaal afzetprijzen;12 Tabaksproducten;2022 september;99.1;0.0;-0.3
9733;Totaal afzetprijzen;12 Tabaksproducten;2022 oktober;99.9;0.7;-0.7
9734;Totaal afzetprijzen;12 Tabaksproducten;2022 november;99.9;0.0;-0.7
9735;Totaal afzetprijzen;12 Tabaksproducten;2022 december ;99.9;0.0;-0.7
9736;Totaal afzetprijzen;12 Tabaksproducten;2022;99.0;;-1.0
9737;Totaal afzetprijzen;12 Tabaksproducten;2023 januari;102.4;2.5;3.5
9738;Totaal afzetprijzen;12 Tabaksproducten;2023 februari;102.4;0.0;3.4
9739;Totaal afzetprijzen;12 Tabaksproducten;2023 maart;102.4;0.0;3.4
9740;Totaal afzetprijzen;12 Tabaksproducten;2023 april;102.4;0.0;4.4
9741;Totaal afzetprijzen;12 Tabaksproducten;2023 mei;102.4;0.0;4.4
9742;Totaal afzetprijzen;12 Tabaksproducten;2023 juni;102.4;0.0;4.4
9743;Totaal afzetprijzen;12 Tabaksproducten;2023 juli;101.7;-0.7;2.6
9744;Totaal afzetprijzen;12 Tabaksproducten;2023 augustus;101.7;0.0;2.6
9745;Totaal afzetprijzen;12 Tabaksproducten;2023 september;101.7;0.0;2.6
9746;Totaal afzetprijzen;12 Tabaksproducten;2023 oktober;102.0;0.3;2.1
9747;Totaal afzetprijzen;12 Tabaksproducten;2023 november;102.0;0.0;2.1
9748;Totaal afzetprijzen;12 Tabaksproducten;2023 december;102.0;0.0;2.1
9749;Totaal afzetprijzen;12 Tabaksproducten;2023;102.1;;3.1
9750;Totaal afzetprijzen;12 Tabaksproducten;2024 januari;104.1;2.1;1.7
9751;Totaal afzetprijzen;12 Tabaksproducten;2024 februari;104.1;0.0;1.7
9752;Totaal afzetprijzen;12 Tabaksproducten;2024 maart;106.2;2.0;3.7
9753;Totaal afzetprijzen;12 Tabaksproducten;2024 april;109.2;2.8;6.6
9754;Totaal afzetprijzen;12 Tabaksproducten;2024 mei;109.2;0.0;6.6
9755;Totaal afzetprijzen;12 Tabaksproducten;2024  juni;109.2;0.0;6.6
9756;Totaal afzetprijzen;12 Tabaksproducten;2024 juli;109.2;0.0;7.4
9757;Totaal afzetprijzen;12 Tabaksproducten;2024 augustus;109.2;0.0;7.4
9758;Totaal afzetprijzen;12 Tabaksproducten;2024 september;109.2;0.0;7.4
9759;Totaal afzetprijzen;12 Tabaksproducten;2024 oktober;110.6;1.3;8.5
9760;Totaal afzetprijzen;12 Tabaksproducten;2024 november;110.6;0.0;8.5
9761;Totaal afzetprijzen;12 Tabaksproducten;2024 december;110.6;0.0;8.5
9762;Totaal afzetprijzen;12 Tabaksproducten;2024;108.5;;6.2
9763;Totaal afzetprijzen;12 Tabaksproducten;2025 januari;;;
9764;Totaal afzetprijzen;12 Tabaksproducten;2025 februari;112.8;;8.3
9765;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2018 januari;95.6;;
9766;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2018 februari;95.6;0.0;
9767;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2018 maart;95.6;0.0;
9768;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2018 april;96.7;1.2;
9769;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2018 mei;96.7;0.0;
9770;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2018 juni;96.7;0.0;
9771;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2018 juli;98.9;2.3;
9772;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2018 augustus;98.9;0.0;
9773;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2018 september;98.9;0.0;
9774;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2018 oktober;99.9;1.0;
9775;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2018 november;99.9;0.0;
9776;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2018 december;99.9;0.0;
9777;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2018;97.8;;
9778;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2019 januari;100.5;0.6;5.2
9779;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2019 februari;100.5;0.0;5.2
9780;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2019 maart;100.6;0.0;5.2
9781;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2019 april;101.9;1.3;5.3
9782;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2019 mei;101.9;0.0;5.3
9783;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2019 juni;101.9;0.0;5.3
9784;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2019 juli;101.9;0.0;3.0
9785;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2019 augustus;101.9;0.0;3.0
9786;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2019 september;101.9;0.0;3.0
9787;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2019 oktober;99.4;-2.4;-0.5
9788;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2019 november;99.5;0.0;-0.5
9789;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2019 december;99.5;0.0;-0.5
9790;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2019;100.9;;3.2
9791;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2020 januari;99.7;0.2;-0.9
9792;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2020 februari;99.7;0.0;-0.9
9793;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2020 maart;99.6;-0.1;-0.9
9794;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2020 april;100.1;0.5;-1.8
9795;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2020 mei;100.1;0.0;-1.8
9796;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2020 juni;100.1;0.0;-1.7
9797;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2020 juli;100.1;0.0;-1.7
9798;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2020 augustus;100.1;0.0;-1.7
9799;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2020 september;100.1;0.0;-1.7
9800;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2020 oktober;99.8;-0.3;0.4
9801;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2020 november;99.9;0.0;0.4
9802;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2020 december;99.8;0.0;0.4
9803;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2020;99.9;;-1.0
9804;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2021 januari;99.9;0.1;0.3
9805;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2021 februari;100.0;0.0;0.3
9806;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2021 maart;100.0;0.0;0.4
9807;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2021 april;100.1;0.1;0.0
9808;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2021 mei;100.1;0.0;0.0
9809;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2021 juni;100.1;0.0;0.0
9810;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2021 juli;99.4;-0.7;-0.7
9811;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2021 augustus;99.4;0.0;-0.7
9812;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2021 september;99.4;0.0;-0.7
9813;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2021 oktober;100.6;1.1;0.7
9814;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2021 november;100.6;0.0;0.7
9815;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2021 december;100.6;0.0;0.7
9816;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2021;100.0;;0.1
9817;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2022 januari;98.9;-1.6;-1.0
9818;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2022 februari;99.0;0.1;-0.9
9819;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2022 maart;99.0;0.0;-1.0
9820;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2022 april;98.1;-0.9;-2.0
9821;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2022 mei;98.1;0.0;-2.0
9822;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2022 juni;98.1;0.0;-2.0
9823;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2022 juli;99.1;1.1;-0.3
9824;Totaal afzetprijzen;12001 Tabaksproducten, met uitzonderi...;2022 augustus;99.1;0.0;-0.3
