ID;AfzetInvoerEnVerbruik;ProductenPRODCOM;Perioden;ProducentenprijsindexPPI_1;OntwikkelingTOVEenJaarEerder_2;OntwikkelingTOVEenMaandEerder_3
8742;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2014 juli;112.9;1.2;0.0
8743;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2014 augustus;112.8;1.1;-0.1
8744;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2014 september;112.2;0.5;-0.5
8745;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2014 oktober;112.1;0.7;-0.1
8746;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2014 november;112.1;0.5;0.0
8747;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2014 december;112.0;0.5;-0.1
8748;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2014;113.0;2.6;
8749;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2015 januari;108.3;-5.3;-3.4
8750;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2015 februari;108.8;-4.5;0.5
8751;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2015 maart;109.4;-3.9;0.5
8752;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2015 april;109.8;-3.1;0.3
8753;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2015 mei;107.2;-5.1;-2.4
8754;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2015 juni;105.9;-6.2;-1.2
8755;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2015 juli;103.9;-8.0;-1.9
8756;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2015 augustus;100.3;-11.1;-3.5
8757;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2015 september;100.3;-10.6;0.0
8758;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2015 oktober;101.1;-9.8;0.8
8759;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2015 november;101.0;-9.9;-0.1
8760;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2015 december;104.0;-7.2;3.0
8761;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2015;105.0;-7.0;
8762;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2016 januari;;;
8763;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2016 februari;;;
8764;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2016 maart;;;
8765;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2016 april;;;
8766;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2016 mei;;;
8767;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2016 juni;;;
8768;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2016 juli;;;
8769;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2016 augustus;;;
8770;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2016 september;;;
8771;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2016 oktober;;;
8772;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2016 november;105.6;4.6;
8773;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2016 december;;;
8774;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2016;103.0;-1.9;
8775;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2017 januari;;;
8776;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2017 februari;;;
8777;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2017 maart;;;
8778;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2017 april;;;
8779;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2017 mei;;;
8780;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2017 juni;119.1;;
8781;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2017 juli;119.7;;0.5
8782;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2017 augustus;120.3;;0.5
8783;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2017 september;116.5;;-3.2
8784;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2017 oktober;116.3;;-0.2
8785;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2017 november;115.6;9.4;-0.6
8786;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2017 december;115.0;;-0.5
8787;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2017;118.2;14.8;
8788;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2005 januari;93.0;0.1;0.5
8789;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2005 februari;93.1;-0.1;0.0
8790;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2005 maart;93.1;0.0;0.0
8791;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2005 april;93.2;1.1;0.1
8792;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2005 mei;93.3;1.3;0.0
8793;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2005 juni;93.3;1.3;0.0
8794;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2005 juli;93.6;1.6;0.4
8795;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2005 augustus;93.6;1.3;0.0
8796;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2005 september;93.7;0.9;0.1
8797;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2005 oktober;93.7;1.0;0.0
8798;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2005 november;93.8;1.0;0.1
8799;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2005 december;93.7;1.2;-0.1
8800;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2005;93.4;0.9;
8801;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2006 januari;94.4;1.5;0.7
8802;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2006 februari;94.5;1.5;0.0
8803;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2006 maart;94.4;1.4;0.0
8804;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2006 april;94.7;1.6;0.3
8805;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2006 mei;94.5;1.3;-0.3
8806;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2006 juni;94.3;1.1;-0.2
8807;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2006 juli;94.3;0.7;0.0
8808;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2006 augustus;94.3;0.7;0.0
8809;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2006 september;94.4;0.7;0.1
8810;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2006 oktober;94.3;0.6;-0.1
8811;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2006 november;94.7;1.0;0.5
8812;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2006 december;94.8;1.1;0.1
8813;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2006;94.5;1.1;
8814;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2007 januari;95.1;0.7;0.3
8815;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2007 februari;95.1;0.7;0.0
8816;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2007 maart;95.1;0.7;0.0
8817;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2007 april;97.6;3.1;2.6
8818;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2007 mei;97.6;3.3;0.0
8819;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2007 juni;97.6;3.5;0.0
8820;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2007 juli;100.7;6.8;3.2
8821;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2007 augustus;100.7;6.8;0.0
8822;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2007 september;100.7;6.7;0.1
8823;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2007 oktober;101.0;7.1;0.2
8824;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2007 november;101.0;6.6;0.0
8825;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2007 december;101.2;6.8;0.2
8826;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2007;98.6;4.4;
8827;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2008 januari;100.9;6.1;-0.3
8828;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2008 februari;101.0;6.2;0.1
8829;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2008 maart;100.8;6.0;-0.2
8830;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2008 april;101.8;4.3;1.0
8831;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2008 mei;101.9;4.4;0.1
8832;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2008 juni;101.9;4.5;0.1
8833;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2008 juli;101.6;0.9;-0.3
8834;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2008 augustus;101.7;1.0;0.1
8835;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2008 september;101.8;1.0;0.0
8836;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2008 oktober;101.1;0.1;-0.6
8837;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2008 november;101.4;0.3;0.2
8838;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2008 december;101.1;-0.1;-0.2
8839;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2008;101.4;2.8;
8840;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2009 januari;99.3;-1.5;-1.8
8841;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2009 februari;99.1;-1.9;-0.3
8842;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2009 maart;98.9;-1.9;-0.2
8843;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2009 april;96.8;-5.0;-2.1
8844;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2009 mei;97.0;-4.8;0.2
8845;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2009 juni;96.3;-5.6;-0.7
8846;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2009 juli;96.1;-5.4;-0.2
8847;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2009 augustus;96.1;-5.5;0.0
8848;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2009 september;96.0;-5.6;0.0
8849;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2009 oktober;95.0;-6.0;-1.0
8850;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2009 november;95.0;-6.3;-0.1
8851;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2009 december;;;
8852;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2009;;;
8853;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2010 januari;;;
8854;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2010 februari;;;
8855;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2010 maart;;;
8856;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2010 april;;;
8857;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2010 mei;;;
8858;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2010 juni;;;
8859;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2010 juli;;;
8860;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2010 augustus;;;
8861;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2010 september;;;
8862;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2010 oktober;;;
8863;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2010 november;;;
8864;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2010 december;;;
8865;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2010;;;
8866;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2011 januari;102.7;;
8867;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2011 februari;102.7;;0.0
8868;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2011 maart;102.7;;0.0
8869;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2011 april;102.8;;0.1
8870;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2011 mei;103.4;;0.6
8871;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2011 juni;103.4;;0.0
8872;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2011 juli;106.0;;2.6
8873;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2011 augustus;106.1;;0.1
8874;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2011 september;108.9;;2.6
8875;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2011 oktober;108.8;;-0.1
8876;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2011 november;108.7;;-0.1
8877;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2011 december;108.7;;0.0
8878;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2011;105.4;;
8879;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2012 januari;109.8;6.9;1.0
8880;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2012 februari;110.3;7.3;0.4
8881;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2012 maart;109.6;6.7;-0.6
8882;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2012 april;111.0;8.0;1.2
8883;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2012 mei;111.3;7.7;0.3
8884;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2012 juni;111.3;7.6;0.0
8885;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2012 juli;111.1;4.8;-0.2
8886;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2012 augustus;111.1;4.6;0.0
8887;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2012 september;110.9;1.8;-0.2
8888;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2012 oktober;111.2;2.1;0.3
8889;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2012 november;110.7;1.8;-0.4
8890;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2012 december;110.9;2.1;0.2
8891;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2012;110.8;5.1;
8892;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2013 januari;111.7;1.8;0.7
8893;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2013 februari;111.9;1.5;0.1
8894;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2013 maart;111.1;1.3;-0.7
8895;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2013 april;113.2;2.0;1.9
8896;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2013 mei;113.1;1.6;-0.1
8897;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2013 juni;113.3;1.8;0.2
8898;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2013 juli;115.6;4.0;2.0
8899;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2013 augustus;115.6;4.1;0.0
8900;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2013 september;115.5;4.2;-0.1
8901;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2013 oktober;115.7;4.1;0.2
8902;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2013 november;115.6;4.4;-0.1
8903;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2013 december;115.2;3.9;-0.3
8904;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2013;114.0;2.9;
8905;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2014 januari;120.0;7.4;4.1
8906;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2014 februari;120.3;7.5;0.3
8907;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2014 maart;120.3;8.3;0.0
8908;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2014 april;120.9;6.8;0.4
8909;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2014 mei;120.9;6.9;0.0
8910;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2014 juni;120.7;6.5;-0.2
8911;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2014 juli;121.5;5.1;0.7
8912;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2014 augustus;121.6;5.2;0.1
8913;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2014 september;120.7;4.5;-0.7
8914;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2014 oktober;117.3;1.3;-2.9
8915;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2014 november;117.1;1.3;-0.2
8916;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2014 december;117.1;1.7;0.0
8917;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2014;119.9;5.2;
8918;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2015 januari;117.8;-1.8;0.6
8919;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2015 februari;118.0;-2.0;0.1
8920;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2015 maart;118.3;-1.7;0.3
8921;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2015 april;118.1;-2.3;-0.2
8922;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2015 mei;117.6;-2.7;-0.4
8923;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2015 juni;117.2;-2.8;-0.3
8924;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2015 juli;117.4;-3.4;0.1
8925;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2015 augustus;115.7;-4.9;-1.4
8926;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2015 september;116.0;-4.0;0.2
8927;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2015 oktober;115.5;-1.6;-0.4
8928;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2015 november;115.5;-1.4;0.0
8929;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2015 december;115.5;-1.4;0.0
8930;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2015;116.9;-2.5;
8931;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2016 januari;116.0;-1.5;0.5
8932;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2016 februari;116.1;-1.6;0.0
8933;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2016 maart;116.1;-1.9;0.0
8934;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2016 april;115.6;-2.1;-0.4
8935;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2016 mei;115.5;-1.8;-0.1
8936;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2016 juni;115.4;-1.6;-0.1
8937;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2016 juli;116.4;-0.8;0.8
8938;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2016 augustus;116.2;0.5;-0.1
8939;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2016 september;116.6;0.6;0.3
8940;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2016 oktober;116.8;1.2;0.2
8941;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2016 november;116.7;1.1;-0.1
8942;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2016 december;116.3;0.7;-0.4
8943;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2016;116.2;-0.6;
8944;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2017 januari;121.7;4.9;4.7
8945;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2017 februari;121.7;4.9;0.0
8946;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2017 maart;121.7;4.9;0.0
8947;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2017 april;122.0;5.5;0.2
8948;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2017 mei;121.4;5.0;-0.5
8949;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2017 juni;122.0;5.7;0.5
8950;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2017 juli;121.9;4.7;-0.1
8951;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2017 augustus;122.9;5.7;0.8
8952;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2017 september;122.3;4.8;-0.5
8953;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2017 oktober;122.3;4.7;0.0
8954;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2017 november;122.7;5.1;0.3
8955;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2017 december;122.4;5.3;-0.3
8956;Totaal afzetprijzen;105152  Yoghurt en andere gegiste of...;2017;122.1;5.1;
8957;Totaal afzetprijzen;1052  Consumptie-ijs;2005 januari;97.8;1.2;0.9
8958;Totaal afzetprijzen;1052  Consumptie-ijs;2005 februari;97.8;1.2;0.0
8959;Totaal afzetprijzen;1052  Consumptie-ijs;2005 maart;97.8;1.2;0.0
8960;Totaal afzetprijzen;1052  Consumptie-ijs;2005 april;97.9;1.2;0.1
8961;Totaal afzetprijzen;1052  Consumptie-ijs;2005 mei;97.9;1.2;0.0
8962;Totaal afzetprijzen;1052  Consumptie-ijs;2005 juni;97.9;1.2;0.0
8963;Totaal afzetprijzen;1052  Consumptie-ijs;2005 juli;97.9;1.2;0.0
8964;Totaal afzetprijzen;1052  Consumptie-ijs;2005 augustus;97.9;1.2;0.0
8965;Totaal afzetprijzen;1052  Consumptie-ijs;2005 september;97.9;1.2;0.0
8966;Totaal afzetprijzen;1052  Consumptie-ijs;2005 oktober;98.2;1.4;0.3
8967;Totaal afzetprijzen;1052  Consumptie-ijs;2005 november;98.2;1.4;0.0
8968;Totaal afzetprijzen;1052  Consumptie-ijs;2005 december;98.2;1.4;0.0
8969;Totaal afzetprijzen;1052  Consumptie-ijs;2005;98.0;1.3;
8970;Totaal afzetprijzen;1052  Consumptie-ijs;2006 januari;97.8;0.0;-0.5
8971;Totaal afzetprijzen;1052  Consumptie-ijs;2006 februari;97.8;0.0;0.0
8972;Totaal afzetprijzen;1052  Consumptie-ijs;2006 maart;97.9;0.1;0.1
8973;Totaal afzetprijzen;1052  Consumptie-ijs;2006 april;99.8;1.9;1.9
8974;Totaal afzetprijzen;1052  Consumptie-ijs;2006 mei;99.8;1.9;0.0
8975;Totaal afzetprijzen;1052  Consumptie-ijs;2006 juni;99.8;1.9;0.0
8976;Totaal afzetprijzen;1052  Consumptie-ijs;2006 juli;99.8;1.9;0.0
8977;Totaal afzetprijzen;1052  Consumptie-ijs;2006 augustus;99.8;1.9;0.0
8978;Totaal afzetprijzen;1052  Consumptie-ijs;2006 september;99.8;1.9;0.0
