ID;RegioS;Perioden;AantalNieuweWoninghypotheken_1;BedragNieuweWoninghypotheken_2
635;Overig Groningen;1997 juni;1057;83
636;Overig Groningen;1997 2e kwartaal;3339;238
637;Overig Groningen;1997 juli;968;70
638;Overig Groningen;1997 augustus;871;65
639;Overig Groningen;1997 september;992;75
640;Overig Groningen;1997 3e kwartaal;2831;210
641;Overig Groningen;1997 oktober;997;76
642;Overig Groningen;1997 november;886;72
643;Overig Groningen;1997 december;1160;86
644;Overig Groningen;1997 4e kwartaal;3043;234
645;Overig Groningen;1997;11550;830
646;Overig Groningen;1998 januari;575;46
647;Overig Groningen;1998 februari;735;56
648;Overig Groningen;1998 maart;987;78
649;Overig Groningen;1998 1e kwartaal;2297;180
650;Overig Groningen;1998 april;1010;82
651;Overig Groningen;1998 mei;1059;85
652;Overig Groningen;1998 juni;1152;94
653;Overig Groningen;1998 2e kwartaal;3221;261
654;Overig Groningen;1998 juli;1248;110
655;Overig Groningen;1998 augustus;956;81
656;Overig Groningen;1998 september;1005;83
657;Overig Groningen;1998 3e kwartaal;3209;274
658;Overig Groningen;1998 oktober;1110;93
659;Overig Groningen;1998 november;1207;98
660;Overig Groningen;1998 december;1826;159
661;Overig Groningen;1998 4e kwartaal;4143;350
662;Overig Groningen;1998;12870;1065
663;Overig Groningen;1999 januari;787;68
664;Overig Groningen;1999 februari;918;82
665;Overig Groningen;1999 maart;1225;102
666;Overig Groningen;1999 1e kwartaal;2930;252
667;Overig Groningen;1999 april;1244;103
668;Overig Groningen;1999 mei;1165;97
669;Overig Groningen;1999 juni;1307;114
670;Overig Groningen;1999 2e kwartaal;3716;314
671;Overig Groningen;1999 juli;1491;149
672;Overig Groningen;1999 augustus;1278;126
673;Overig Groningen;1999 september;1163;118
674;Overig Groningen;1999 3e kwartaal;3932;393
675;Overig Groningen;1999 oktober;1118;111
676;Overig Groningen;1999 november;1147;118
677;Overig Groningen;1999 december;1452;154
678;Overig Groningen;1999 4e kwartaal;3717;383
679;Overig Groningen;1999;14295;1342
680;Overig Groningen;2000 januari;677;66
681;Overig Groningen;2000 februari;858;92
682;Overig Groningen;2000 maart;1060;107
683;Overig Groningen;2000 1e kwartaal;2595;265
684;Overig Groningen;2000 april;923;98
685;Overig Groningen;2000 mei;1134;119
686;Overig Groningen;2000 juni;846;84
687;Overig Groningen;2000 2e kwartaal;2903;301
688;Overig Groningen;2000 juli;984;118
689;Overig Groningen;2000 augustus;979;102
690;Overig Groningen;2000 september;960;104
691;Overig Groningen;2000 3e kwartaal;2923;324
692;Overig Groningen;2000 oktober;949;99
693;Overig Groningen;2000 november;909;90
694;Overig Groningen;2000 december;1309;141
695;Overig Groningen;2000 4e kwartaal;3167;330
696;Overig Groningen;2000;11588;1220
697;Overig Groningen;2001 januari;655;66
698;Overig Groningen;2001 februari;673;75
699;Overig Groningen;2001 maart;820;93
700;Overig Groningen;2001 1e kwartaal;2148;234
701;Overig Groningen;2001 april;822;88
702;Overig Groningen;2001 mei;997;107
703;Overig Groningen;2001 juni;912;106
704;Overig Groningen;2001 2e kwartaal;2731;301
705;Overig Groningen;2001 juli;1040;123
706;Overig Groningen;2001 augustus;1011;117
707;Overig Groningen;2001 september;874;103
708;Overig Groningen;2001 3e kwartaal;2925;343
709;Overig Groningen;2001 oktober;986;111
710;Overig Groningen;2001 november;944;103
711;Overig Groningen;2001 december;1172;145
712;Overig Groningen;2001 4e kwartaal;3102;359
713;Overig Groningen;2001;10906;1237
714;Overig Groningen;2002 januari;731;83
715;Overig Groningen;2002 februari;874;97
716;Overig Groningen;2002 maart;1039;125
717;Overig Groningen;2002 1e kwartaal;2644;305
718;Overig Groningen;2002 april;1028;121
719;Overig Groningen;2002 mei;1016;126
720;Overig Groningen;2002 juni;976;118
721;Overig Groningen;2002 2e kwartaal;3020;365
722;Overig Groningen;2002 juli;1155;152
723;Overig Groningen;2002 augustus;949;121
724;Overig Groningen;2002 september;946;119
725;Overig Groningen;2002 3e kwartaal;3050;392
726;Overig Groningen;2002 oktober;1057;127
727;Overig Groningen;2002 november;927;113
728;Overig Groningen;2002 december;1121;158
729;Overig Groningen;2002 4e kwartaal;3105;398
730;Overig Groningen;2002;11819;1460
731;Overig Groningen;2003 januari;668;88
732;Overig Groningen;2003 februari;745;100
733;Overig Groningen;2003 maart;849;110
734;Overig Groningen;2003 1e kwartaal;2262;298
735;Overig Groningen;2003 april;992;134
736;Overig Groningen;2003 mei;1134;157
737;Overig Groningen;2003 juni;964;132
738;Overig Groningen;2003 2e kwartaal;3090;423
739;Overig Groningen;2003 juli;1017;143
740;Overig Groningen;2003 augustus;952;130
741;Overig Groningen;2003 september;1032;147
742;Overig Groningen;2003 3e kwartaal;3001;420
743;Overig Groningen;2003 oktober;1170;166
744;Overig Groningen;2003 november;991;137
745;Overig Groningen;2003 december;1480;230
746;Overig Groningen;2003 4e kwartaal;3641;533
747;Overig Groningen;2003;11994;1674
748;Noord-Friesland;1993 januari;280;14
749;Noord-Friesland;1993 februari;412;20
750;Noord-Friesland;1993 maart;486;23
751;Noord-Friesland;1993 1e kwartaal;1178;57
752;Noord-Friesland;1993 april;534;29
753;Noord-Friesland;1993 mei;493;25
754;Noord-Friesland;1993 juni;590;34
755;Noord-Friesland;1993 2e kwartaal;1617;88
756;Noord-Friesland;1993 juli;723;40
757;Noord-Friesland;1993 augustus;506;28
758;Noord-Friesland;1993 september;577;34
759;Noord-Friesland;1993 3e kwartaal;1806;102
760;Noord-Friesland;1993 oktober;666;37
761;Noord-Friesland;1993 november;698;40
762;Noord-Friesland;1993 december;918;55
763;Noord-Friesland;1993 4e kwartaal;2282;132
764;Noord-Friesland;1993;6883;379
765;Noord-Friesland;1994 januari;412;22
766;Noord-Friesland;1994 februari;621;34
767;Noord-Friesland;1994 maart;819;44
768;Noord-Friesland;1994 1e kwartaal;1852;100
769;Noord-Friesland;1994 april;740;41
770;Noord-Friesland;1994 mei;906;51
771;Noord-Friesland;1994 juni;813;47
772;Noord-Friesland;1994 2e kwartaal;2459;139
773;Noord-Friesland;1994 juli;797;48
774;Noord-Friesland;1994 augustus;679;41
775;Noord-Friesland;1994 september;583;36
776;Noord-Friesland;1994 3e kwartaal;2059;125
777;Noord-Friesland;1994 oktober;606;34
778;Noord-Friesland;1994 november;584;33
779;Noord-Friesland;1994 december;702;39
780;Noord-Friesland;1994 4e kwartaal;1892;106
781;Noord-Friesland;1994;8262;470
782;Noord-Friesland;1995 januari;406;22
783;Noord-Friesland;1995 februari;448;25
784;Noord-Friesland;1995 maart;611;33
785;Noord-Friesland;1995 1e kwartaal;1465;80
786;Noord-Friesland;1995 april;512;27
787;Noord-Friesland;1995 mei;701;38
788;Noord-Friesland;1995 juni;663;37
789;Noord-Friesland;1995 2e kwartaal;1876;102
790;Noord-Friesland;1995 juli;648;38
791;Noord-Friesland;1995 augustus;590;34
792;Noord-Friesland;1995 september;657;40
793;Noord-Friesland;1995 3e kwartaal;1895;112
794;Noord-Friesland;1995 oktober;728;44
795;Noord-Friesland;1995 november;774;44
796;Noord-Friesland;1995 december;1006;58
797;Noord-Friesland;1995 4e kwartaal;2508;146
798;Noord-Friesland;1995;7744;440
799;Noord-Friesland;1996 januari;537;30
800;Noord-Friesland;1996 februari;707;39
801;Noord-Friesland;1996 maart;904;49
802;Noord-Friesland;1996 1e kwartaal;2148;118
803;Noord-Friesland;1996 april;932;53
804;Noord-Friesland;1996 mei;947;57
805;Noord-Friesland;1996 juni;842;53
806;Noord-Friesland;1996 2e kwartaal;2721;163
807;Noord-Friesland;1996 juli;882;57
808;Noord-Friesland;1996 augustus;727;46
809;Noord-Friesland;1996 september;721;44
810;Noord-Friesland;1996 3e kwartaal;2330;147
811;Noord-Friesland;1996 oktober;860;54
812;Noord-Friesland;1996 november;914;59
813;Noord-Friesland;1996 december;1271;80
814;Noord-Friesland;1996 4e kwartaal;3045;193
815;Noord-Friesland;1996;10244;621
816;Noord-Friesland;1997 januari;540;34
817;Noord-Friesland;1997 februari;741;47
818;Noord-Friesland;1997 maart;905;56
819;Noord-Friesland;1997 1e kwartaal;2186;137
820;Noord-Friesland;1997 april;1096;67
821;Noord-Friesland;1997 mei;1075;69
822;Noord-Friesland;1997 juni;1110;71
823;Noord-Friesland;1997 2e kwartaal;3281;207
824;Noord-Friesland;1997 juli;990;71
825;Noord-Friesland;1997 augustus;866;60
826;Noord-Friesland;1997 september;941;61
827;Noord-Friesland;1997 3e kwartaal;2797;192
828;Noord-Friesland;1997 oktober;962;71
829;Noord-Friesland;1997 november;946;65
830;Noord-Friesland;1997 december;1371;100
831;Noord-Friesland;1997 4e kwartaal;3279;236
832;Noord-Friesland;1997;11543;772
833;Noord-Friesland;1998 januari;574;40
834;Noord-Friesland;1998 februari;686;47
835;Noord-Friesland;1998 maart;906;63
836;Noord-Friesland;1998 1e kwartaal;2166;150
837;Noord-Friesland;1998 april;1075;77
838;Noord-Friesland;1998 mei;1094;78
839;Noord-Friesland;1998 juni;1098;83
840;Noord-Friesland;1998 2e kwartaal;3267;238
841;Noord-Friesland;1998 juli;1156;93
842;Noord-Friesland;1998 augustus;855;64
843;Noord-Friesland;1998 september;956;74
844;Noord-Friesland;1998 3e kwartaal;2967;231
845;Noord-Friesland;1998 oktober;1085;85
846;Noord-Friesland;1998 november;1078;81
847;Noord-Friesland;1998 december;1700;139
848;Noord-Friesland;1998 4e kwartaal;3863;305
849;Noord-Friesland;1998;12263;924
850;Noord-Friesland;1999 januari;701;56
851;Noord-Friesland;1999 februari;946;77
852;Noord-Friesland;1999 maart;1332;105
853;Noord-Friesland;1999 1e kwartaal;2979;238
854;Noord-Friesland;1999 april;1306;100
855;Noord-Friesland;1999 mei;1239;103
856;Noord-Friesland;1999 juni;1278;109
857;Noord-Friesland;1999 2e kwartaal;3823;312
858;Noord-Friesland;1999 juli;1544;136
859;Noord-Friesland;1999 augustus;1255;113
860;Noord-Friesland;1999 september;1212;110
861;Noord-Friesland;1999 3e kwartaal;4011;359
862;Noord-Friesland;1999 oktober;956;88
863;Noord-Friesland;1999 november;1059;98
864;Noord-Friesland;1999 december;1399;134
865;Noord-Friesland;1999 4e kwartaal;3414;320
866;Noord-Friesland;1999;14227;1229
867;Noord-Friesland;2000 januari;683;66
868;Noord-Friesland;2000 februari;803;78
869;Noord-Friesland;2000 maart;921;88
870;Noord-Friesland;2000 1e kwartaal;2407;232
871;Noord-Friesland;2000 april;775;74
872;Noord-Friesland;2000 mei;1093;110
873;Noord-Friesland;2000 juni;818;79
874;Noord-Friesland;2000 2e kwartaal;2686;263
875;Noord-Friesland;2000 juli;992;99
876;Noord-Friesland;2000 augustus;838;84
877;Noord-Friesland;2000 september;809;83
878;Noord-Friesland;2000 3e kwartaal;2639;266
879;Noord-Friesland;2000 oktober;921;91
880;Noord-Friesland;2000 november;969;96
881;Noord-Friesland;2000 december;1327;142
882;Noord-Friesland;2000 4e kwartaal;3217;329
883;Noord-Friesland;2000;10949;1090
884;Noord-Friesland;2001 januari;558;52
885;Noord-Friesland;2001 februari;641;65
886;Noord-Friesland;2001 maart;822;82
887;Noord-Friesland;2001 1e kwartaal;2021;199
888;Noord-Friesland;2001 april;758;84
889;Noord-Friesland;2001 mei;907;101
890;Noord-Friesland;2001 juni;928;100
891;Noord-Friesland;2001 2e kwartaal;2593;285
892;Noord-Friesland;2001 juli;1011;112
893;Noord-Friesland;2001 augustus;882;102
894;Noord-Friesland;2001 september;773;82
895;Noord-Friesland;2001 3e kwartaal;2666;296
896;Noord-Friesland;2001 oktober;1005;110
897;Noord-Friesland;2001 november;945;103
898;Noord-Friesland;2001 december;1200;143
899;Noord-Friesland;2001 4e kwartaal;3150;356
900;Noord-Friesland;2001;10430;1136
901;Noord-Friesland;2002 januari;685;77
902;Noord-Friesland;2002 februari;801;94
903;Noord-Friesland;2002 maart;922;110
904;Noord-Friesland;2002 1e kwartaal;2408;281
905;Noord-Friesland;2002 april;936;101
906;Noord-Friesland;2002 mei;986;114
907;Noord-Friesland;2002 juni;921;112
908;Noord-Friesland;2002 2e kwartaal;2843;327
909;Noord-Friesland;2002 juli;980;125
910;Noord-Friesland;2002 augustus;795;97
911;Noord-Friesland;2002 september;805;100
912;Noord-Friesland;2002 3e kwartaal;2580;322
913;Noord-Friesland;2002 oktober;856;106
914;Noord-Friesland;2002 november;921;113
915;Noord-Friesland;2002 december;1066;140
916;Noord-Friesland;2002 4e kwartaal;2843;359
917;Noord-Friesland;2002;10674;1289
918;Noord-Friesland;2003 januari;659;85
919;Noord-Friesland;2003 februari;747;101
920;Noord-Friesland;2003 maart;878;113
921;Noord-Friesland;2003 1e kwartaal;2284;299
922;Noord-Friesland;2003 april;980;129
923;Noord-Friesland;2003 mei;1003;133
924;Noord-Friesland;2003 juni;995;131
925;Noord-Friesland;2003 2e kwartaal;2978;393
926;Noord-Friesland;2003 juli;1096;156
927;Noord-Friesland;2003 augustus;987;136
928;Noord-Friesland;2003 september;1111;150
929;Noord-Friesland;2003 3e kwartaal;3194;442
930;Noord-Friesland;2003 oktober;1161;160
931;Noord-Friesland;2003 november;938;130
932;Noord-Friesland;2003 december;1359;209
933;Noord-Friesland;2003 4e kwartaal;3458;499
934;Noord-Friesland;2003;11914;1633
935;Zuidwest-Friesland;1993 januari;86;5
936;Zuidwest-Friesland;1993 februari;103;5
937;Zuidwest-Friesland;1993 maart;138;7
938;Zuidwest-Friesland;1993 1e kwartaal;327;17
939;Zuidwest-Friesland;1993 april;162;10
940;Zuidwest-Friesland;1993 mei;147;7
941;Zuidwest-Friesland;1993 juni;192;12
942;Zuidwest-Friesland;1993 2e kwartaal;501;29
943;Zuidwest-Friesland;1993 juli;187;10
944;Zuidwest-Friesland;1993 augustus;187;11
945;Zuidwest-Friesland;1993 september;176;11
946;Zuidwest-Friesland;1993 3e kwartaal;550;32
947;Zuidwest-Friesland;1993 oktober;190;11
948;Zuidwest-Friesland;1993 november;211;12
949;Zuidwest-Friesland;1993 december;269;16
950;Zuidwest-Friesland;1993 4e kwartaal;670;39
951;Zuidwest-Friesland;1993;2048;117
952;Zuidwest-Friesland;1994 januari;133;8
953;Zuidwest-Friesland;1994 februari;180;10
954;Zuidwest-Friesland;1994 maart;282;16
955;Zuidwest-Friesland;1994 1e kwartaal;595;34
956;Zuidwest-Friesland;1994 april;219;12
957;Zuidwest-Friesland;1994 mei;260;17
958;Zuidwest-Friesland;1994 juni;252;15
959;Zuidwest-Friesland;1994 2e kwartaal;731;44
960;Zuidwest-Friesland;1994 juli;233;14
961;Zuidwest-Friesland;1994 augustus;187;12
962;Zuidwest-Friesland;1994 september;146;9
963;Zuidwest-Friesland;1994 3e kwartaal;566;35
964;Zuidwest-Friesland;1994 oktober;192;12
965;Zuidwest-Friesland;1994 november;182;11
966;Zuidwest-Friesland;1994 december;254;16
967;Zuidwest-Friesland;1994 4e kwartaal;628;39
968;Zuidwest-Friesland;1994;2520;152
969;Zuidwest-Friesland;1995 januari;153;10
970;Zuidwest-Friesland;1995 februari;137;7
971;Zuidwest-Friesland;1995 maart;171;10
972;Zuidwest-Friesland;1995 1e kwartaal;461;27
973;Zuidwest-Friesland;1995 april;170;10
974;Zuidwest-Friesland;1995 mei;224;13
975;Zuidwest-Friesland;1995 juni;208;14
976;Zuidwest-Friesland;1995 2e kwartaal;602;37
977;Zuidwest-Friesland;1995 juli;225;16
978;Zuidwest-Friesland;1995 augustus;211;16
979;Zuidwest-Friesland;1995 september;221;13
980;Zuidwest-Friesland;1995 3e kwartaal;657;45
981;Zuidwest-Friesland;1995 oktober;237;16
982;Zuidwest-Friesland;1995 november;247;16
983;Zuidwest-Friesland;1995 december;315;21
984;Zuidwest-Friesland;1995 4e kwartaal;799;53
985;Zuidwest-Friesland;1995;2519;162
986;Zuidwest-Friesland;1996 januari;154;10
987;Zuidwest-Friesland;1996 februari;226;15
988;Zuidwest-Friesland;1996 maart;293;20
989;Zuidwest-Friesland;1996 1e kwartaal;673;45
990;Zuidwest-Friesland;1996 april;337;23
991;Zuidwest-Friesland;1996 mei;351;25
992;Zuidwest-Friesland;1996 juni;287;20
993;Zuidwest-Friesland;1996 2e kwartaal;975;68
994;Zuidwest-Friesland;1996 juli;297;22
995;Zuidwest-Friesland;1996 augustus;219;16
996;Zuidwest-Friesland;1996 september;270;20
997;Zuidwest-Friesland;1996 3e kwartaal;786;58
998;Zuidwest-Friesland;1996 oktober;293;20
999;Zuidwest-Friesland;1996 november;369;29
1000;Zuidwest-Friesland;1996 december;393;30
1001;Zuidwest-Friesland;1996 4e kwartaal;1055;79
1002;Zuidwest-Friesland;1996;3489;250
1003;Zuidwest-Friesland;1997 januari;160;11
1004;Zuidwest-Friesland;1997 februari;211;18
1005;Zuidwest-Friesland;1997 maart;255;18
1006;Zuidwest-Friesland;1997 1e kwartaal;626;47
1007;Zuidwest-Friesland;1997 april;426;38
1008;Zuidwest-Friesland;1997 mei;365;29
1009;Zuidwest-Friesland;1997 juni;277;24
1010;Zuidwest-Friesland;1997 2e kwartaal;1068;91
1011;Zuidwest-Friesland;1997 juli;246;19
1012;Zuidwest-Friesland;1997 augustus;206;14
1013;Zuidwest-Friesland;1997 september;205;17
1014;Zuidwest-Friesland;1997 3e kwartaal;657;50
1015;Zuidwest-Friesland;1997 oktober;315;28
1016;Zuidwest-Friesland;1997 november;330;28
1017;Zuidwest-Friesland;1997 december;496;44
1018;Zuidwest-Friesland;1997 4e kwartaal;1141;100
1019;Zuidwest-Friesland;1997;3492;288
1020;Zuidwest-Friesland;1998 januari;192;15
1021;Zuidwest-Friesland;1998 februari;212;18
1022;Zuidwest-Friesland;1998 maart;302;25
1023;Zuidwest-Friesland;1998 1e kwartaal;706;58
1024;Zuidwest-Friesland;1998 april;331;29
1025;Zuidwest-Friesland;1998 mei;326;27
1026;Zuidwest-Friesland;1998 juni;378;33
1027;Zuidwest-Friesland;1998 2e kwartaal;1035;89
1028;Zuidwest-Friesland;1998 juli;376;33
1029;Zuidwest-Friesland;1998 augustus;298;26
1030;Zuidwest-Friesland;1998 september;316;28
1031;Zuidwest-Friesland;1998 3e kwartaal;990;87
1032;Zuidwest-Friesland;1998 oktober;380;35
1033;Zuidwest-Friesland;1998 november;325;28
1034;Zuidwest-Friesland;1998 december;563;50
1035;Zuidwest-Friesland;1998 4e kwartaal;1268;113
1036;Zuidwest-Friesland;1998;3999;347
1037;Zuidwest-Friesland;1999 januari;249;24
1038;Zuidwest-Friesland;1999 februari;327;29
1039;Zuidwest-Friesland;1999 maart;465;44
1040;Zuidwest-Friesland;1999 1e kwartaal;1041;97
1041;Zuidwest-Friesland;1999 april;479;43
1042;Zuidwest-Friesland;1999 mei;432;41
1043;Zuidwest-Friesland;1999 juni;456;44
1044;Zuidwest-Friesland;1999 2e kwartaal;1367;128
1045;Zuidwest-Friesland;1999 juli;510;50
1046;Zuidwest-Friesland;1999 augustus;450;43
1047;Zuidwest-Friesland;1999 september;408;42
1048;Zuidwest-Friesland;1999 3e kwartaal;1368;135
1049;Zuidwest-Friesland;1999 oktober;362;39
1050;Zuidwest-Friesland;1999 november;409;43
1051;Zuidwest-Friesland;1999 december;405;44
1052;Zuidwest-Friesland;1999 4e kwartaal;1176;126
1053;Zuidwest-Friesland;1999;4952;486
1054;Zuidwest-Friesland;2000 januari;189;23
1055;Zuidwest-Friesland;2000 februari;252;23
1056;Zuidwest-Friesland;2000 maart;282;31
1057;Zuidwest-Friesland;2000 1e kwartaal;723;77
1058;Zuidwest-Friesland;2000 april;263;29
1059;Zuidwest-Friesland;2000 mei;310;32
1060;Zuidwest-Friesland;2000 juni;278;29
1061;Zuidwest-Friesland;2000 2e kwartaal;851;90
1062;Zuidwest-Friesland;2000 juli;314;39
1063;Zuidwest-Friesland;2000 augustus;286;31
1064;Zuidwest-Friesland;2000 september;232;27
1065;Zuidwest-Friesland;2000 3e kwartaal;832;97
1066;Zuidwest-Friesland;2000 oktober;298;34
1067;Zuidwest-Friesland;2000 november;310;35
1068;Zuidwest-Friesland;2000 december;486;64
1069;Zuidwest-Friesland;2000 4e kwartaal;1094;133
1070;Zuidwest-Friesland;2000;3500;397
1071;Zuidwest-Friesland;2001 januari;165;22
1072;Zuidwest-Friesland;2001 februari;215;24
1073;Zuidwest-Friesland;2001 maart;247;31
1074;Zuidwest-Friesland;2001 1e kwartaal;627;77
1075;Zuidwest-Friesland;2001 april;252;31
1076;Zuidwest-Friesland;2001 mei;290;33
1077;Zuidwest-Friesland;2001 juni;303;46
1078;Zuidwest-Friesland;2001 2e kwartaal;845;110
1079;Zuidwest-Friesland;2001 juli;353;49
1080;Zuidwest-Friesland;2001 augustus;332;45
1081;Zuidwest-Friesland;2001 september;260;34
1082;Zuidwest-Friesland;2001 3e kwartaal;945;128
1083;Zuidwest-Friesland;2001 oktober;327;39
1084;Zuidwest-Friesland;2001 november;329;47
1085;Zuidwest-Friesland;2001 december;325;44
1086;Zuidwest-Friesland;2001 4e kwartaal;981;130
1087;Zuidwest-Friesland;2001;3398;445
1088;Zuidwest-Friesland;2002 januari;236;32
1089;Zuidwest-Friesland;2002 februari;278;37
1090;Zuidwest-Friesland;2002 maart;337;48
1091;Zuidwest-Friesland;2002 1e kwartaal;851;117
1092;Zuidwest-Friesland;2002 april;296;42
1093;Zuidwest-Friesland;2002 mei;282;37
1094;Zuidwest-Friesland;2002 juni;263;39
1095;Zuidwest-Friesland;2002 2e kwartaal;841;118
1096;Zuidwest-Friesland;2002 juli;292;44
1097;Zuidwest-Friesland;2002 augustus;258;35
1098;Zuidwest-Friesland;2002 september;263;36
1099;Zuidwest-Friesland;2002 3e kwartaal;813;115
1100;Zuidwest-Friesland;2002 oktober;262;38
1101;Zuidwest-Friesland;2002 november;311;43
1102;Zuidwest-Friesland;2002 december;364;56
1103;Zuidwest-Friesland;2002 4e kwartaal;937;137
1104;Zuidwest-Friesland;2002;3442;487
1105;Zuidwest-Friesland;2003 januari;224;32
1106;Zuidwest-Friesland;2003 februari;235;37
1107;Zuidwest-Friesland;2003 maart;264;40
1108;Zuidwest-Friesland;2003 1e kwartaal;723;109
1109;Zuidwest-Friesland;2003 april;284;43
1110;Zuidwest-Friesland;2003 mei;337;49
1111;Zuidwest-Friesland;2003 juni;285;43
1112;Zuidwest-Friesland;2003 2e kwartaal;906;135
1113;Zuidwest-Friesland;2003 juli;318;51
1114;Zuidwest-Friesland;2003 augustus;292;44
1115;Zuidwest-Friesland;2003 september;328;49
