ID;Geslacht;Leeftijd;Geboorteland;CaribischNederland;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;MigratiesaldoInclusiefAdministratie_3
4438;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2016;19;7;12
4439;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2017;34;6;28
4440;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2018;21;9;12
4441;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2019;25;4;21
4442;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2020;13;0;13
4443;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2021;25;2;23
4444;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2022;35;7;28
4445;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2023;56;5;51
4446;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2011;6;3;3
4447;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2012;6;1;5
4448;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2013;9;7;2
4449;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2014;4;4;0
4450;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2015;8;6;2
4451;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2016;3;0;3
4452;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2017;5;3;2
4453;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2018;2;2;0
4454;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2019;5;0;5
4455;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2020;4;1;3
4456;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2021;3;3;0
4457;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2022;4;2;2
4458;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2023;4;3;1
4459;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2011;1;2;-1
4460;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2012;2;6;-4
4461;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2013;4;2;2
4462;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2014;3;0;3
4463;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2015;3;0;3
4464;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2016;5;1;4
4465;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2017;1;1;0
4466;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2018;4;5;-1
4467;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2019;6;6;0
4468;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2020;2;0;2
4469;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2021;6;8;-2
4470;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2022;5;2;3
4471;Totaal mannen en vrouwen;5 tot 10 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2023;5;8;-3
4472;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Caribisch Nederland;2011;0;0;0
4473;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Caribisch Nederland;2012;0;0;0
4474;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Caribisch Nederland;2013;0;0;0
4475;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Caribisch Nederland;2014;0;1;-1
4476;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Caribisch Nederland;2015;0;0;0
4477;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Caribisch Nederland;2016;1;0;1
4478;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Caribisch Nederland;2017;0;0;0
4479;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Caribisch Nederland;2018;0;0;0
4480;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Caribisch Nederland;2019;0;0;0
4481;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Caribisch Nederland;2020;1;0;1
4482;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Caribisch Nederland;2021;0;1;-1
4483;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Caribisch Nederland;2022;1;0;1
4484;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Caribisch Nederland;2023;2;1;1
4485;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Bonaire;2011;0;0;0
4486;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Bonaire;2012;0;0;0
4487;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Bonaire;2013;0;0;0
4488;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Bonaire;2014;0;1;-1
4489;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Bonaire;2015;0;0;0
4490;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Bonaire;2016;1;0;1
4491;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Bonaire;2017;0;0;0
4492;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Bonaire;2018;0;0;0
4493;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Bonaire;2019;0;0;0
4494;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Bonaire;2020;0;0;0
4495;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Bonaire;2021;0;0;0
4496;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Bonaire;2022;0;0;0
4497;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Bonaire;2023;2;0;2
4498;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Sint Eustatius;2011;0;0;0
4499;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Sint Eustatius;2012;0;0;0
4500;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Sint Eustatius;2013;0;0;0
4501;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Sint Eustatius;2014;0;0;0
4502;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Sint Eustatius;2015;0;0;0
4503;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Sint Eustatius;2016;0;0;0
4504;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Sint Eustatius;2017;0;0;0
4505;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Sint Eustatius;2018;0;0;0
4506;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Sint Eustatius;2019;0;0;0
4507;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Sint Eustatius;2020;1;0;1
4508;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Sint Eustatius;2021;0;1;-1
4509;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Sint Eustatius;2022;0;0;0
4510;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Sint Eustatius;2023;0;0;0
4511;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Saba;2011;0;0;0
4512;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Saba;2012;0;0;0
4513;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Saba;2013;0;0;0
4514;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Saba;2014;0;0;0
4515;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Saba;2015;0;0;0
4516;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Saba;2016;0;0;0
4517;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Saba;2017;0;0;0
4518;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Saba;2018;0;0;0
4519;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Saba;2019;0;0;0
4520;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Saba;2020;0;0;0
4521;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Saba;2021;0;0;0
4522;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Saba;2022;1;0;1
4523;Totaal mannen en vrouwen;5 tot 10 jaar;Afrika;Saba;2023;0;1;-1
4524;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Caribisch Nederland;2011;39;25;14
4525;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Caribisch Nederland;2012;56;42;14
4526;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Caribisch Nederland;2013;64;45;19
4527;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Caribisch Nederland;2014;60;48;12
4528;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Caribisch Nederland;2015;51;36;15
4529;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Caribisch Nederland;2016;55;43;12
4530;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Caribisch Nederland;2017;66;51;15
4531;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Caribisch Nederland;2018;54;46;8
4532;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Caribisch Nederland;2019;63;32;31
4533;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Caribisch Nederland;2020;56;27;29
4534;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Caribisch Nederland;2021;62;43;19
4535;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Caribisch Nederland;2022;67;40;27
4536;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Caribisch Nederland;2023;87;42;45
4537;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Bonaire;2011;29;17;12
4538;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Bonaire;2012;44;25;19
4539;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Bonaire;2013;44;21;23
4540;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Bonaire;2014;49;39;10
4541;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Bonaire;2015;36;27;9
4542;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Bonaire;2016;44;35;9
4543;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Bonaire;2017;55;45;10
4544;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Bonaire;2018;42;28;14
4545;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Bonaire;2019;45;22;23
4546;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Bonaire;2020;50;19;31
4547;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Bonaire;2021;50;27;23
4548;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Bonaire;2022;56;32;24
4549;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Bonaire;2023;77;30;47
4550;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Sint Eustatius;2011;9;4;5
4551;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Sint Eustatius;2012;10;9;1
4552;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Sint Eustatius;2013;16;21;-5
4553;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Sint Eustatius;2014;6;6;0
4554;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Sint Eustatius;2015;13;9;4
4555;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Sint Eustatius;2016;3;6;-3
4556;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Sint Eustatius;2017;8;5;3
4557;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Sint Eustatius;2018;6;7;-1
4558;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Sint Eustatius;2019;9;3;6
4559;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Sint Eustatius;2020;4;7;-3
4560;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Sint Eustatius;2021;8;4;4
4561;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Sint Eustatius;2022;5;7;-2
4562;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Sint Eustatius;2023;5;7;-2
4563;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Saba;2011;1;4;-3
4564;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Saba;2012;2;8;-6
4565;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Saba;2013;4;3;1
4566;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Saba;2014;5;3;2
4567;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Saba;2015;2;0;2
4568;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Saba;2016;8;2;6
4569;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Saba;2017;3;1;2
4570;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Saba;2018;6;11;-5
4571;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Saba;2019;9;7;2
4572;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Saba;2020;2;1;1
4573;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Saba;2021;4;12;-8
4574;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Saba;2022;6;1;5
4575;Totaal mannen en vrouwen;5 tot 10 jaar;Amerika;Saba;2023;5;5;0
4576;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Caribisch Nederland;2011;3;3;0
4577;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Caribisch Nederland;2012;2;1;1
4578;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Caribisch Nederland;2013;2;0;2
4579;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Caribisch Nederland;2014;0;1;-1
4580;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Caribisch Nederland;2015;0;1;-1
4581;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Caribisch Nederland;2016;0;1;-1
4582;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Caribisch Nederland;2017;1;0;1
4583;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Caribisch Nederland;2018;3;3;0
4584;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Caribisch Nederland;2019;0;0;0
4585;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Caribisch Nederland;2020;0;0;0
4586;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Caribisch Nederland;2021;0;0;0
4587;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Caribisch Nederland;2022;2;1;1
4588;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Caribisch Nederland;2023;2;3;-1
4589;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Bonaire;2011;1;3;-2
4590;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Bonaire;2012;1;0;1
4591;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Bonaire;2013;1;0;1
4592;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Bonaire;2014;0;0;0
4593;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Bonaire;2015;0;0;0
4594;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Bonaire;2016;0;0;0
4595;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Bonaire;2017;1;0;1
4596;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Bonaire;2018;1;3;-2
4597;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Bonaire;2019;0;0;0
4598;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Bonaire;2020;0;0;0
4599;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Bonaire;2021;0;0;0
4600;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Bonaire;2022;1;0;1
4601;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Bonaire;2023;1;1;0
4602;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2011;2;0;2
4603;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2012;0;0;0
4604;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2013;0;0;0
4605;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2014;0;1;-1
4606;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2015;0;1;-1
4607;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2016;0;0;0
4608;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2017;0;0;0
4609;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2018;0;0;0
4610;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2019;0;0;0
4611;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2020;0;0;0
4612;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2021;0;0;0
4613;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2022;0;0;0
4614;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2023;0;1;-1
4615;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2011;0;0;0
4616;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2012;1;1;0
4617;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2013;1;0;1
4618;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2014;0;0;0
4619;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2015;0;0;0
4620;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2016;0;1;-1
4621;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2017;0;0;0
4622;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2018;2;0;2
4623;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2019;0;0;0
4624;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2020;0;0;0
4625;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2021;0;0;0
4626;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2022;1;1;0
4627;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2023;1;1;0
4628;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2011;60;15;45
4629;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2012;41;22;19
4630;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2013;58;26;32
4631;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2014;42;24;18
4632;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2015;44;37;7
4633;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2016;44;35;9
4634;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2017;45;43;2
4635;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2018;40;39;1
4636;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2019;41;20;21
4637;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2020;59;32;27
4638;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2021;48;29;19
4639;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2022;68;47;21
4640;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2023;47;40;7
4641;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2011;54;12;42
4642;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2012;36;19;17
4643;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2013;49;24;25
4644;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2014;34;24;10
4645;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2015;36;29;7
4646;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2016;41;28;13
4647;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2017;41;39;2
4648;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2018;32;35;-3
4649;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2019;41;15;26
4650;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2020;54;31;23
4651;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2021;44;26;18
4652;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2022;63;38;25
4653;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2023;44;35;9
4654;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2011;6;3;3
4655;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2012;4;2;2
4656;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2013;9;1;8
4657;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2014;4;0;4
4658;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2015;3;6;-3
4659;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2016;2;5;-3
4660;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2017;4;3;1
4661;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2018;6;4;2
4662;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2019;0;1;-1
4663;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2020;3;1;2
4664;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2021;1;3;-2
4665;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2022;3;0;3
4666;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2023;3;4;-1
4667;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2011;0;0;0
4668;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2012;1;1;0
4669;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2013;0;1;-1
4670;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2014;4;0;4
4671;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2015;5;2;3
4672;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2016;1;2;-1
4673;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2017;0;1;-1
4674;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2018;2;0;2
4675;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2019;0;4;-4
4676;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2020;2;0;2
4677;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2021;3;0;3
4678;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2022;2;9;-7
4679;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2023;0;1;-1
4680;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2011;2;0;2
4681;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2012;2;1;1
4682;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2013;2;1;1
4683;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2014;2;1;1
4684;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2015;1;2;-1
4685;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2016;2;5;-3
4686;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2017;3;1;2
4687;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2018;4;2;2
4688;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2019;1;1;0
4689;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2020;2;0;2
4690;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2021;4;2;2
4691;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2022;5;4;1
4692;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2023;2;3;-1
4693;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2011;2;0;2
4694;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2012;2;1;1
4695;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2013;2;1;1
4696;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2014;2;1;1
