ID;SectorBranchesSIC2008;Periods;Value_1;Volume_2;Value_3;Volume_4;Value_5;Volume_6;Value_7;Volume_8
773;562 Canteens and catering;2007 4th quarter;102.6;144.5;11.0;6.7;95.9;134.0;2.5;1.1
774;562 Canteens and catering;2007;92.2;131.2;9.6;5.3;92.2;131.1;9.6;5.2
775;562 Canteens and catering;2008 1st quarter;89.4;120.2;8.7;1.2;94.8;128.3;-1.2;-4.3
776;562 Canteens and catering;2008 2nd quarter;94.5;125.0;2.1;-5.4;92.9;123.9;-2.0;-3.4
777;562 Canteens and catering;2008 3rd quarter;89.3;117.2;-2.2;-9.3;91.9;120.4;-1.1;-2.8
778;562 Canteens and catering;2008 4th quarter;97.7;127.9;-4.8;-11.5;91.4;118.8;-0.5;-1.4
779;562 Canteens and catering;2008;92.7;122.6;0.6;-6.6;92.7;122.8;0.6;-6.3
780;562 Canteens and catering;2009 1st quarter;84.6;106.7;-5.4;-11.2;89.4;113.8;-2.2;-4.2
781;562 Canteens and catering;2009 2nd quarter;88.4;109.1;-6.4;-12.7;86.6;107.8;-3.2;-5.3
782;562 Canteens and catering;2009 3rd quarter;79.8;97.2;-10.6;-17.1;82.3;99.9;-5.0;-7.3
783;562 Canteens and catering;2009 4th quarter;91.6;110.3;-6.3;-13.8;86.0;102.9;4.6;3.0
784;562 Canteens and catering;2009;86.1;105.8;-7.2;-13.7;86.1;106.1;-7.2;-13.6
785;562 Canteens and catering;2010 1st quarter;84.5;99.3;0.0;-6.9;89.3;105.9;3.8;2.9
786;562 Canteens and catering;2010 2nd quarter;87.2;101.0;-1.3;-7.4;85.0;99.2;-4.8;-6.3
787;562 Canteens and catering;2010 3rd quarter;86.8;99.8;8.8;2.6;89.5;102.6;5.3;3.4
788;562 Canteens and catering;2010 4th quarter;93.7;108.3;2.3;-1.8;88.4;101.4;-1.2;-1.1
789;562 Canteens and catering;2010;88.1;102.1;2.3;-3.5;88.0;102.3;2.3;-3.6
790;562 Canteens and catering;2011 1st quarter;84.8;96.4;0.2;-2.9;90.0;103.0;1.8;1.5
791;562 Canteens and catering;2011 2nd quarter;92.1;103.2;5.6;2.2;89.2;100.9;-0.9;-2.1
792;562 Canteens and catering;2011 3rd quarter;87.2;97.2;0.5;-2.5;89.9;99.9;0.8;-1.0
793;562 Canteens and catering;2011 4th quarter;95.9;106.5;2.3;-1.7;90.7;100.0;0.9;0.1
794;562 Canteens and catering;2011;90.0;100.8;2.2;-1.2;90.0;100.9;2.2;-1.3
795;562 Canteens and catering;2012 1st quarter;84.3;92.2;-0.6;-4.4;90.1;98.9;-0.7;-1.1
796;562 Canteens and catering;2012 2nd quarter;95.0;104.4;3.1;1.1;91.3;101.5;1.4;2.6
797;562 Canteens and catering;2012 3rd quarter;87.7;95.9;0.5;-1.3;90.4;98.4;-1.1;-3.0
798;562 Canteens and catering;2012 4th quarter;95.1;103.6;-0.8;-2.6;90.3;97.5;-0.1;-1.0
799;562 Canteens and catering;2012;90.5;99.0;0.6;-1.8;90.5;99.1;0.6;-1.8
800;562 Canteens and catering;2013 1st quarter;81.4;88.2;-3.4;-4.3;87.4;95.0;-3.1;-2.5
801;562 Canteens and catering;2013 2nd quarter;93.7;101.4;-1.3;-2.9;90.7;98.4;3.7;3.5
802;562 Canteens and catering;2013 3rd quarter;88.2;94.8;0.6;-1.2;90.2;97.0;-0.5;-1.4
803;562 Canteens and catering;2013 4th quarter;96.0;102.9;0.9;-0.7;90.6;96.9;0.5;-0.1
804;562 Canteens and catering;2013;89.8;96.8;-0.8;-2.2;89.7;96.8;-0.8;-2.3
805;562 Canteens and catering;2014 1st quarter;87.3;92.6;7.3;5.0;94.0;100.1;3.8;3.2
806;562 Canteens and catering;2014 2nd quarter;99.0;104.3;5.6;2.9;95.7;101.1;1.7;1.1
807;562 Canteens and catering;2014 3rd quarter;93.0;97.7;5.5;3.0;94.9;99.6;-0.9;-1.5
808;562 Canteens and catering;2014 4th quarter;101.8;106.6;6.1;3.6;96.3;100.5;1.5;0.9
809;562 Canteens and catering;2014;95.3;100.3;6.1;3.6;95.2;100.3;6.1;3.6
810;562 Canteens and catering;2015 1st quarter;89.7;91.2;2.8;-1.6;96.9;98.7;0.7;-1.8
811;562 Canteens and catering;2015 2nd quarter;102.3;102.2;3.4;-2.0;99.0;99.2;2.1;0.4
812;562 Canteens and catering;2015 3rd quarter;99.5;99.0;7.0;1.3;101.0;100.5;2.1;1.3
813;562 Canteens and catering;2015 4th quarter;108.5;107.7;6.5;1.0;102.7;101.6;1.6;1.1
814;562 Canteens and catering;2015;100.0;100.0;5.0;-0.3;99.9;100.0;4.9;-0.3
815;562 Canteens and catering;2016 1st quarter;96.5;95.0;7.6;4.2;104.4;103.0;1.7;1.4
816;562 Canteens and catering;2016 2nd quarter;108.7;105.8;6.3;3.5;105.4;102.8;0.9;-0.2
817;562 Canteens and catering;2016 3rd quarter;104.5;100.5;5.1;1.5;105.7;101.6;0.3;-1.2
818;562 Canteens and catering;2016 4th quarter;110.1;105.0;1.5;-2.5;104.3;99.1;-1.4;-2.4
819;562 Canteens and catering;2016;105.0;101.6;5.0;1.6;104.9;101.6;5.1;1.6
820;562 Canteens and catering;2017 1st quarter;95.5;89.9;-1.0;-5.3;103.5;97.7;-0.7;-1.5
821;562 Canteens and catering;2017 2nd quarter;107.3;100.3;-1.3;-5.2;104.1;97.7;0.6;0.0
822;562 Canteens and catering;2017 3rd quarter;105.8;98.7;1.2;-1.7;106.7;99.5;2.5;1.9
823;562 Canteens and catering;2017 4th quarter;113.1;105.0;2.7;0.1;107.2;99.3;0.4;-0.2
824;562 Canteens and catering;2017;105.4;98.5;0.4;-3.0;105.4;98.5;0.4;-3.1
825;562 Canteens and catering;2018 1st quarter;100.4;92.2;5.1;2.5;108.8;100.4;1.5;1.0
826;562 Canteens and catering;2018 2nd quarter;114.8;105.2;7.0;4.9;111.0;101.9;2.1;1.5
827;562 Canteens and catering;2018 3rd quarter;111.0;101.5;4.9;2.8;112.2;101.9;1.1;0.0
828;562 Canteens and catering;2018 4th quarter;120.2;107.1;6.3;2.0;114.0;101.7;1.6;-0.3
829;562 Canteens and catering;2018;111.6;101.5;5.8;3.0;111.5;101.5;5.8;3.0
830;562 Canteens and catering;2019 1st quarter;106.8;93.3;6.4;1.2;116.2;101.9;1.9;0.2
831;562 Canteens and catering;2019 2nd quarter;122.8;106.6;7.0;1.3;118.4;102.9;1.9;0.9
832;562 Canteens and catering;2019 3rd quarter;118.8;102.7;7.1;1.2;119.8;103.1;1.2;0.2
833;562 Canteens and catering;2019 4th quarter;126.8;108.8;5.5;1.6;120.6;103.4;0.6;0.3
834;562 Canteens and catering;2019;118.8;102.8;6.5;1.3;118.7;102.8;6.5;1.3
835;562 Canteens and catering;2020 1st quarter;100.6;84.3;-5.7;-9.7;109.5;92.1;-9.2;-10.9
836;562 Canteens and catering;2020 2nd quarter;56.5;47.2;-54.0;-55.7;54.4;45.5;-50.3;-50.6
837;562 Canteens and catering;2020 3rd quarter;78.1;65.3;-34.2;-36.4;78.7;65.5;44.7;43.9
838;562 Canteens and catering;2020 4th quarter;71.1;58.3;-43.9;-46.4;67.7;55.4;-14.0;-15.4
839;562 Canteens and catering;2020;76.6;63.8;-35.5;-38.0;77.6;64.7;-34.7;-37.1
840;562 Canteens and catering;2021 1st quarter;62.0;;-38.4;;67.5;;-0.3;
841;562 Canteens and catering;2021 2nd quarter;76.2;61.8;34.8;31.0;73.4;59.6;8.7;
842;562 Canteens and catering;2021 3rd quarter;102.1;81.7;30.7;25.1;102.9;82.0;40.2;37.4
843;562 Canteens and catering;2021 4th quarter;107.8;83.1;51.6;42.4;102.7;78.9;-0.2;-3.7
844;562 Canteens and catering;2021;87.0;;13.6;;86.6;;11.6;
845;562 Canteens and catering;2022 1st quarter;91.7;68.1;47.7;;100.0;74.7;-2.6;-5.4
846;562 Canteens and catering;2022 2nd quarter;139.6;102.9;83.2;66.5;136.0;100.9;35.9;35.1
847;562 Canteens and catering;2022 3rd quarter;140.6;103.8;37.7;27.1;140.8;103.6;3.5;2.7
848;562 Canteens and catering;2022 4th quarter;151.8;111.7;40.8;34.4;143.7;104.7;2.1;1.0
849;562 Canteens and catering;2022;130.9;96.6;50.4;;130.1;96.0;50.2;39.1
850;562 Canteens and catering;2023 1st quarter;135.7;94.3;48.0;38.5;149.0;105.1;3.7;0.4
851;562 Canteens and catering;2023 2nd quarter;160.5;111.1;15.0;8.0;154.7;107.8;3.9;2.6
852;562 Canteens and catering;2023 3rd quarter;158.2;107.9;12.5;3.9;157.4;107.0;1.7;-0.7
853;562 Canteens and catering;2023 4th quarter;166.2;113.2;9.5;1.3;158.9;106.5;1.0;-0.5
854;562 Canteens and catering;2023;155.2;106.6;18.5;10.4;155.0;106.6;19.1;11.1
855;563 Bars;2005 1st quarter;89.9;116.4;;;100.2;129.7;;
856;563 Bars;2005 2nd quarter;104.3;134.4;;;100.9;130.3;0.7;0.5
857;563 Bars;2005 3rd quarter;110.6;142.2;;;103.3;132.1;2.3;1.3
858;563 Bars;2005 4th quarter;103.0;131.9;;;103.4;133.0;0.2;0.7
859;563 Bars;2005;101.9;131.2;;;102.0;131.3;;
860;563 Bars;2006 1st quarter;93.8;119.2;4.4;2.4;104.6;132.9;1.1;-0.1
861;563 Bars;2006 2nd quarter;107.8;136.1;3.4;1.3;106.0;131.8;1.3;-0.8
862;563 Bars;2006 3rd quarter;114.8;144.1;3.7;1.4;106.1;133.9;0.1;1.6
863;563 Bars;2006 4th quarter;106.9;133.0;3.8;0.9;106.5;134.2;0.4;0.2
864;563 Bars;2006;105.8;133.1;3.8;1.4;105.8;133.2;3.8;1.5
865;563 Bars;2007 1st quarter;97.1;119.6;3.5;0.3;106.3;133.3;-0.2;-0.7
866;563 Bars;2007 2nd quarter;112.4;137.5;4.2;1.0;108.9;133.0;2.5;-0.2
867;563 Bars;2007 3rd quarter;113.4;138.2;-1.2;-4.1;106.3;128.4;-2.4;-3.5
868;563 Bars;2007 4th quarter;108.4;131.2;1.5;-1.4;109.8;132.5;3.3;3.2
869;563 Bars;2007;107.8;131.6;1.9;-1.1;107.8;131.8;1.9;-1.1
870;563 Bars;2008 1st quarter;99.3;118.6;2.3;-0.9;110.4;132.4;0.5;0.0
871;563 Bars;2008 2nd quarter;113.0;133.2;0.5;-3.2;108.4;128.6;-1.8;-2.9
872;563 Bars;2008 3rd quarter;111.6;130.4;-1.6;-5.7;103.7;120.9;-4.3;-6.0
873;563 Bars;2008 4th quarter;101.7;117.7;-6.2;-10.2;103.0;119.0;-0.8;-1.6
874;563 Bars;2008;106.4;125.0;-1.3;-5.1;106.4;125.2;-1.3;-5.0
875;563 Bars;2009 1st quarter;90.2;103.4;-9.1;-12.8;100.7;115.8;-2.2;-2.6
876;563 Bars;2009 2nd quarter;102.3;116.3;-9.4;-12.7;99.0;112.1;-1.7;-3.2
877;563 Bars;2009 3rd quarter;106.1;119.8;-4.9;-8.1;97.9;110.9;-1.2;-1.1
878;563 Bars;2009 4th quarter;95.4;107.2;-6.2;-8.9;96.4;108.4;-1.5;-2.2
879;563 Bars;2009;98.5;111.7;-7.4;-10.6;98.5;111.8;-7.4;-10.7
880;563 Bars;2010 1st quarter;84.7;94.6;-6.1;-8.5;95.8;106.5;-0.6;-1.8
881;563 Bars;2010 2nd quarter;101.6;113.0;-0.7;-2.9;97.4;108.6;1.6;2.0
882;563 Bars;2010 3rd quarter;108.4;119.9;2.2;0.1;99.6;110.9;2.3;2.1
883;563 Bars;2010 4th quarter;97.5;107.1;2.1;-0.1;99.4;108.3;-0.2;-2.4
884;563 Bars;2010;98.1;108.7;-0.5;-2.7;98.1;108.6;-0.4;-2.9
885;563 Bars;2011 1st quarter;89.0;96.9;5.0;2.4;99.5;109.4;0.1;1.0
886;563 Bars;2011 2nd quarter;104.3;112.8;2.6;-0.2;100.1;108.1;0.6;-1.2
887;563 Bars;2011 3rd quarter;107.5;115.7;-0.8;-3.5;100.0;107.0;-0.1;-1.0
888;563 Bars;2011 4th quarter;98.7;105.7;1.2;-1.4;99.9;106.8;-0.1;-0.2
889;563 Bars;2011;99.9;107.7;1.9;-0.8;99.9;107.8;1.9;-0.7
890;563 Bars;2012 1st quarter;89.2;94.9;0.2;-2.0;99.9;107.5;0.0;0.6
891;563 Bars;2012 2nd quarter;102.4;108.6;-1.8;-3.7;98.3;103.8;-1.6;-3.4
892;563 Bars;2012 3rd quarter;103.7;109.7;-3.6;-5.2;96.0;101.5;-2.4;-2.2
893;563 Bars;2012 4th quarter;94.1;98.5;-4.7;-6.8;95.2;99.6;-0.8;-1.9
894;563 Bars;2012;97.3;102.9;-2.5;-4.5;97.4;103.1;-2.5;-4.4
895;563 Bars;2013 1st quarter;82.7;86.0;-7.2;-9.4;93.9;97.7;-1.4;-1.9
896;563 Bars;2013 2nd quarter;99.7;103.2;-2.6;-5.0;95.0;98.3;1.1;0.6
897;563 Bars;2013 3rd quarter;103.7;106.7;0.0;-2.7;96.0;98.8;1.0;0.5
898;563 Bars;2013 4th quarter;95.2;97.7;1.2;-0.8;96.2;98.8;0.3;0.0
899;563 Bars;2013;95.3;98.4;-2.1;-4.4;95.3;98.4;-2.2;-4.6
900;563 Bars;2014 1st quarter;85.8;87.7;3.7;1.9;97.7;99.9;1.6;1.2
901;563 Bars;2014 2nd quarter;102.4;104.1;2.8;1.0;97.3;99.0;-0.4;-0.9
902;563 Bars;2014 3rd quarter;104.7;106.1;1.0;-0.6;96.8;98.1;-0.5;-0.9
903;563 Bars;2014 4th quarter;96.3;97.4;1.2;-0.3;97.4;98.5;0.6;0.3
904;563 Bars;2014;97.3;98.8;2.1;0.4;97.3;98.9;2.1;0.5
905;563 Bars;2015 1st quarter;85.6;86.2;-0.2;-1.7;98.0;98.7;0.7;0.3
906;563 Bars;2015 2nd quarter;105.3;105.5;2.8;1.3;99.8;100.1;1.8;1.4
907;563 Bars;2015 3rd quarter;107.9;107.7;3.1;1.5;99.6;99.4;-0.2;-0.7
908;563 Bars;2015 4th quarter;101.2;100.6;5.0;3.3;102.4;101.8;2.9;2.4
909;563 Bars;2015;100.0;100.0;2.8;1.2;99.9;100.0;2.7;1.1
910;563 Bars;2016 1st quarter;90.4;89.4;5.5;3.7;103.8;102.8;1.4;1.0
911;563 Bars;2016 2nd quarter;109.9;108.3;4.4;2.6;103.9;102.5;0.1;-0.3
912;563 Bars;2016 3rd quarter;118.2;116.1;9.6;7.9;108.7;106.9;4.6;4.3
913;563 Bars;2016 4th quarter;104.9;102.7;3.7;2.1;106.5;104.2;-2.1;-2.5
914;563 Bars;2016;105.8;104.1;5.8;4.1;105.7;104.1;5.8;4.1
915;563 Bars;2017 1st quarter;93.6;91.0;3.6;1.8;107.8;105.0;1.3;0.8
916;563 Bars;2017 2nd quarter;115.9;112.0;5.5;3.5;109.5;106.0;1.5;0.9
917;563 Bars;2017 3rd quarter;120.0;115.6;1.5;-0.5;110.0;106.0;0.5;0.1
918;563 Bars;2017 4th quarter;108.3;104.1;3.2;1.4;110.3;105.9;0.3;-0.1
919;563 Bars;2017;109.4;105.7;3.4;1.5;109.4;105.7;3.5;1.6
920;563 Bars;2018 1st quarter;96.3;91.8;2.9;0.8;111.6;106.4;1.1;0.4
921;563 Bars;2018 2nd quarter;121.7;115.3;5.0;3.0;114.5;108.6;2.6;2.1
922;563 Bars;2018 3rd quarter;125.3;118.2;4.4;2.3;115.2;108.7;0.6;0.1
923;563 Bars;2018 4th quarter;115.5;108.5;6.6;4.2;117.1;109.9;1.7;1.1
924;563 Bars;2018;114.7;108.5;4.8;2.6;114.6;108.4;4.7;2.5
925;563 Bars;2019 1st quarter;99.9;93.3;3.8;1.7;115.3;107.7;-1.5;-2.0
926;563 Bars;2019 2nd quarter;122.1;112.9;0.3;-2.1;115.2;106.7;-0.1;-0.9
927;563 Bars;2019 3rd quarter;125.2;115.3;-0.1;-2.5;115.6;106.4;0.3;-0.3
928;563 Bars;2019 4th quarter;116.0;106.4;0.4;-2.0;117.2;107.4;1.5;0.9
929;563 Bars;2019;115.8;107.0;1.0;-1.4;115.8;107.0;1.1;-1.2
930;563 Bars;2020 1st quarter;84.4;76.8;-15.6;-17.7;96.5;87.8;-17.7;-18.2
931;563 Bars;2020 2nd quarter;41.5;;-66.0;;39.3;;-59.3;
932;563 Bars;2020 3rd quarter;111.8;100.3;-10.7;-12.9;103.5;92.9;163.2;
933;563 Bars;2020 4th quarter;30.2;;-73.9;;30.6;;-70.5;
934;563 Bars;2020;67.0;;-42.2;;67.5;;-41.8;
935;563 Bars;2021 1st quarter;20.0;;-76.3;;23.0;;-24.9;
936;563 Bars;2021 2nd quarter;62.1;54.8;49.7;;58.8;52.0;156.1;
937;563 Bars;2021 3rd quarter;119.9;104.6;7.3;4.2;111.1;97.1;88.8;86.7
938;563 Bars;2021 4th quarter;75.5;65.4;149.6;;76.1;65.7;-31.5;-32.3
939;563 Bars;2021;69.4;;3.6;;67.2;;-0.3;
940;563 Bars;2022 1st quarter;79.6;67.7;297.8;;90.5;76.8;19.0;16.9
941;563 Bars;2022 2nd quarter;145.4;121.4;134.1;121.3;134.1;112.1;48.2;46.0
942;563 Bars;2022 3rd quarter;145.1;118.7;21.0;13.5;135.4;110.7;0.9;-1.2
943;563 Bars;2022 4th quarter;127.3;102.6;68.7;57.0;132.1;106.6;-2.4;-3.7
944;563 Bars;2022;124.4;102.6;79.3;;123.0;101.5;83.0;72.7
945;563 Bars;2023 1st quarter;113.4;89.5;42.4;32.1;133.1;104.1;0.8;-2.3
946;563 Bars;2023 2nd quarter;151.0;117.0;3.9;-3.6;136.7;106.8;2.7;2.5
947;563 Bars;2023 3rd quarter;151.0;116.2;4.1;-2.1;138.7;106.7;1.5;-0.1
948;563 Bars;2023 4th quarter;132.3;100.7;3.9;-1.8;138.7;105.5;0.0;-1.1
949;563 Bars;2023;136.9;105.9;10.1;3.2;136.8;105.8;11.2;4.2
