ID;BedrijfstakkenBranchesSBI93;Perioden;Totaal_1;GrondEnTerreinen_2;Bedrijfsruimten_3;GrondWaterEnWegenbouwkundigeWerken_4;Vervoermiddelen_5;ComputersEnRandapparatuur_6;MachinesEnInstallaties_7;OverigeMaterieleVasteActiva_8;NieuweVasteActiva_9;TweedehandseVasteActiva_10;FinancialLease_11;InvesteringenViaOperationalLeaseHuur_12;OpbrengstenVerkoopVasteActiva_13
1792;5232 Winkels in drogisterij,medische art;2001;86.6;0.1;38.0;0.0;2.5;10.7;4.6;30.8;84.7;1.9;0.0;181.5;1.6
1793;5232 Winkels in drogisterij,medische art;2002;100.5;0.2;28.4;0.4;3.8;6.1;5.0;56.6;97.2;3.3;0.1;18.4;6.8
1794;5232 Winkels in drogisterij,medische art;2003;119.1;0.2;33.5;0.1;3.7;11.8;2.7;67.2;115.3;3.8;0.0;4.4;1.6
1795;5232 Winkels in drogisterij,medische art;2004;126.8;0.3;46.6;0.1;3.7;9.7;4.7;61.7;124.6;2.2;0.0;15.8;7.5
1796;5232 Winkels in drogisterij,medische art;2005;120.8;0.1;15.7;0.0;3.3;8.5;3.6;89.7;118.7;2.1;0.1;1.4;5.2
1797;5232 Winkels in drogisterij,medische art;2006;77.9;0.6;33.2;0.1;2.8;4.9;4.7;31.7;76.4;1.5;0.0;10.0;0.8
1798;5232 Winkels in drogisterij,medische art;2007;55.2;0.0;12.9;0.1;2.3;6.9;4.4;28.7;52.6;2.7;0.1;6.6;1.7
1799;5232 Winkels in drogisterij,medische art;2008;57.9;0.2;11.6;0.0;2.1;6.2;3.6;34.0;57.0;0.8;;;1.4
1800;524 Winkels gespecialiseerd overige art;2000;1053.5;29.2;361.1;8.2;77.5;84.6;105.5;387.6;931.0;122.6;3.5;200.5;100.8
1801;524 Winkels gespecialiseerd overige art;2001;982.2;19.8;320.5;5.7;62.1;86.0;106.2;381.9;906.4;75.8;5.0;146.8;58.8
1802;524 Winkels gespecialiseerd overige art;2002;1068.1;16.2;333.3;6.7;67.3;78.9;110.2;455.3;1015.6;52.4;12.9;222.1;52.6
1803;524 Winkels gespecialiseerd overige art;2003;1049.8;23.4;349.8;17.4;62.4;64.1;141.0;392.1;979.4;70.3;6.6;110.6;73.3
1804;524 Winkels gespecialiseerd overige art;2004;938.3;10.6;292.6;4.4;68.1;61.7;99.3;401.7;880.6;57.6;7.0;246.2;61.0
1805;524 Winkels gespecialiseerd overige art;2005;1044.3;19.6;352.3;17.0;59.6;57.2;93.6;445.3;978.5;65.9;5.1;144.3;52.9
1806;524 Winkels gespecialiseerd overige art;2006;997.4;17.6;290.1;17.1;60.0;65.4;110.9;436.3;938.1;59.4;5.3;237.3;43.4
1807;524 Winkels gespecialiseerd overige art;2007;1346.5;7.9;431.2;8.0;82.3;89.2;122.8;605.6;1279.7;67.0;6.2;193.3;96.7
1808;524 Winkels gespecialiseerd overige art;2008;1430.3;17.4;461.0;8.4;76.2;95.5;199.5;572.1;1372.3;58.1;;;78.5
1809;H Horeca;2000;751.9;15.9;289.8;22.3;45.6;32.5;146.1;199.8;690.2;61.7;11.6;51.0;151.6
1810;H Horeca;2001;654.3;14.2;238.3;14.3;34.2;30.2;147.8;175.5;587.6;66.7;12.7;36.6;70.1
1811;H Horeca;2002;725.7;10.4;266.9;16.1;34.1;32.6;187.9;177.8;667.8;57.8;2.7;37.9;39.8
1812;H Horeca;2003;711.6;10.6;271.6;15.8;32.7;27.5;176.5;176.8;648.3;63.2;4.4;59.2;21.3
1813;H Horeca;2004;677.3;11.6;267.9;14.3;30.8;29.2;172.1;151.2;626.0;51.3;15.0;118.0;105.9
1814;H Horeca;2005;664.6;6.3;249.8;17.1;40.8;27.4;144.0;179.1;597.1;67.5;4.2;25.2;49.3
1815;H Horeca;2006;671.4;11.4;229.2;13.8;30.5;30.7;161.4;194.4;590.9;80.5;3.0;24.6;37.7
1816;H Horeca;2007;853.9;8.5;266.6;13.4;54.1;33.4;200.1;277.9;798.66;55.32;8.7;30.6;36.1
1817;H Horeca;2008;920.3;9.6;296.5;23.4;36.2;30.1;230.8;293.7;822.7;97.5;;;43.8
1818;55 Horeca;2000;751.9;15.9;289.8;22.3;45.6;32.5;146.1;199.8;690.2;61.7;11.6;51.0;151.6
1819;55 Horeca;2001;654.3;14.2;238.3;14.3;34.2;30.2;147.8;175.5;587.6;66.7;12.7;36.6;70.1
1820;55 Horeca;2002;725.7;10.4;266.9;16.1;34.1;32.6;187.9;177.8;667.8;57.8;2.7;37.9;39.8
1821;55 Horeca;2003;711.6;10.6;271.6;15.8;32.7;27.5;176.5;176.8;648.3;63.2;4.4;59.2;21.3
1822;55 Horeca;2004;677.3;11.6;267.9;14.3;30.8;29.2;172.1;151.2;626.0;51.3;15.0;118.0;105.9
1823;55 Horeca;2005;664.6;6.3;249.8;17.1;40.8;27.4;144.0;179.1;597.1;67.5;4.2;25.2;49.3
1824;55 Horeca;2006;671.4;11.4;229.2;13.8;30.5;30.7;161.4;194.4;590.9;80.5;3.0;24.6;37.7
1825;55 Horeca;2007;853.9;8.5;266.6;13.4;54.1;33.4;200.1;277.9;798.66;55.32;8.7;30.6;36.1
1826;55 Horeca;2008;920.3;9.6;296.5;23.4;36.2;30.1;230.8;293.7;822.7;97.5;;;43.8
1827;555 Kantines en catering;2000;44.5;0.0;6.2;0.2;4.3;4.0;16.0;13.7;43.5;1.0;8.5;7.1;4.3
1828;555 Kantines en catering;2001;48.0;0.3;6.3;0.1;2.4;7.4;15.7;15.7;47.0;0.9;10.6;1.4;11.1
1829;555 Kantines en catering;2002;34.9;0.0;4.1;0.3;1.7;6.2;14.9;7.9;33.4;1.5;0.0;1.0;5.2
1830;555 Kantines en catering;2003;48.8;0.1;15.6;0.4;3.3;6.8;17.0;5.7;48.1;0.6;0.4;6.1;0.3
1831;555 Kantines en catering;2004;27.6;0.0;5.0;0.0;2.5;4.9;10.7;4.5;26.5;1.1;0.3;7.8;1.8
1832;555 Kantines en catering;2005;37.5;0.7;7.5;0.1;3.2;3.4;15.4;7.2;34.5;3.0;0.2;4.4;5.7
1833;555 Kantines en catering;2006;40.3;0.0;7.1;0.2;2.7;6.5;16.8;7.0;39.6;0.8;1.0;3.2;0.7
1834;555 Kantines en catering;2007;63.7;0.0;6.4;0.0;5.9;8.0;29.0;14.5;60.89;2.77;0.3;11.2;2.9
1835;555 Kantines en catering;2008;51.7;0.1;10.7;0.0;4.8;7.8;15.8;12.6;46.7;5.0;;;7.4
1836;I Vervoer, opslag en communicatie;2000;9432.3;167.2;714.8;1984.6;2309.0;316.9;3483.9;456.0;8941.7;490.7;590.4;565.9;772.2
1837;I Vervoer, opslag en communicatie;2001;8253.7;60.4;759.8;1257.9;2300.6;363.5;3066.1;445.2;7932.0;321.8;499.9;517.9;1055.1
1838;I Vervoer, opslag en communicatie;2002;5693.9;52.6;573.2;761.9;1890.7;185.0;1940.3;290.3;5397.7;296.1;328.6;675.6;712.5
1839;I Vervoer, opslag en communicatie;2003;7277.3;363.9;539.1;1600.1;2707.3;374.1;1452.4;240.4;6533.8;743.6;840.2;1223.9;706.8
1840;I Vervoer, opslag en communicatie;2004;6990.9;137.2;566.3;1099.1;3001.4;313.6;1607.8;265.4;6450.8;540.1;1411.8;537.1;514.1
1841;I Vervoer, opslag en communicatie;2005;6423.0;62.4;719.4;1073.2;2039.9;283.9;1742.3;502.0;6007.1;415.9;510.6;823.0;597.5
1842;I Vervoer, opslag en communicatie;2006;7942.4;67.7;577.4;1340.9;3134.2;346.7;1977.0;498.5;7278.4;664.0;801.5;845.7;1348.9
1843;I Vervoer, opslag en communicatie;2007;7889.9;43.4;527.9;1076.8;3332.9;433.7;1859.1;616.2;7444.3;445.6;661.5;1011.4;1254.1
1844;I Vervoer, opslag en communicatie;2008;8515.0;74.7;733.3;1028.6;3471.6;313.5;2091.5;801.6;7766.6;748.4;;;1448.1
1845;60 Vervoer over land;2000;1489.1;29.3;189.3;76.1;1002.5;32.1;83.8;76.0;1380.9;108.2;292.2;243.9;423.7
1846;60 Vervoer over land;2001;1458.5;31.3;122.2;66.5;978.9;42.7;129.0;87.8;1325.0;133.5;214.6;187.9;245.3
1847;60 Vervoer over land;2002;1496.1;29.6;171.0;182.6;947.6;40.7;72.6;52.2;1377.4;118.7;165.4;261.1;255.8
1848;60 Vervoer over land;2003;1761.9;23.7;131.8;56.8;1353.5;42.5;102.8;50.6;1618.1;143.8;210.4;206.6;220.3
1849;60 Vervoer over land;2004;1691.4;16.8;143.3;92.2;1246.4;40.3;82.8;69.6;1579.5;112.0;274.0;328.1;192.2
1850;60 Vervoer over land;2005;;;;;;;;;;;;;
1851;60 Vervoer over land;2006;;;;;;;;;;;;;
1852;60 Vervoer over land;2007;;;;;;;;;;;;;
1853;60 Vervoer over land;2008;2130.9;26.5;200.0;10.7;1508.3;45.8;264.6;74.9;1953.1;177.8;;;328.7
1854;601 Spoorwegen;2000;;;;;;;;;;;;;
1855;601 Spoorwegen;2001;;;;;;;;;;;;;
1856;601 Spoorwegen;2002;;;;;;;;;;;;;
1857;601 Spoorwegen;2003;;;;;;;;;;;;;
1858;601 Spoorwegen;2004;;;;;;;;;;;;;
1859;601 Spoorwegen;2005;;;;;;;;;;;;;
1860;601 Spoorwegen;2006;;;;;;;;;;;;;
1861;601 Spoorwegen;2007;;;;;;;;;;;;;
1862;601 Spoorwegen;2008;;;;;;;;;;;;;
1863;6010 Spoorwegen;2000;;;;;;;;;;;;;
1864;6010 Spoorwegen;2001;;;;;;;;;;;;;
1865;6010 Spoorwegen;2002;;;;;;;;;;;;;
1866;6010 Spoorwegen;2003;;;;;;;;;;;;;
1867;6010 Spoorwegen;2004;;;;;;;;;;;;;
1868;6010 Spoorwegen;2005;;;;;;;;;;;;;
1869;6010 Spoorwegen;2006;;;;;;;;;;;;;
1870;6010 Spoorwegen;2007;;;;;;;;;;;;;
1871;6010 Spoorwegen;2008;;;;;;;;;;;;;
1872;602 Vervoer over de weg;2000;;;;;;;;;;;;;
1873;602 Vervoer over de weg;2001;;;;;;;;;;;;;
1874;602 Vervoer over de weg;2002;1339.6;29.6;168.6;144.5;842.5;40.5;67.2;46.8;1220.8;118.7;165.4;242.0;254.1
1875;602 Vervoer over de weg;2003;;;;;;;;;;;;;
1876;602 Vervoer over de weg;2004;;;;;;;;;;;;;
1877;602 Vervoer over de weg;2005;;;;;;;;;;;;;
1878;602 Vervoer over de weg;2006;;;;;;;;;;;;;
1879;602 Vervoer over de weg;2007;;;;;;;;;;;;;
1880;602 Vervoer over de weg;2008;;;;;;;;;;;;;
1881;6021 Geregeld personenwegvervoer;2000;;;;;;;;;;;;;
1882;6021 Geregeld personenwegvervoer;2001;;;;;;;;;;;;;
1883;6021 Geregeld personenwegvervoer;2002;300.1;0.1;12.6;136.9;132.5;12.8;3.5;1.7;298.8;1.3;2.4;69.8;91.9
1884;6021 Geregeld personenwegvervoer;2003;;;;;;;;;;;;;
1885;6021 Geregeld personenwegvervoer;2004;;;;;;;;;;;;;
1886;6021 Geregeld personenwegvervoer;2005;297.0;0.0;20.6;133.7;110.3;2.3;15.0;15.1;295.8;1.2;4.1;138.4;1.0
1887;6021 Geregeld personenwegvervoer;2006;319.4;0.1;17.2;73.6;174.4;1.6;12.5;40.1;318.6;0.8;0.8;40.8;102.4
1888;6021 Geregeld personenwegvervoer;2007;219.0;0.6;7.0;30.6;146.7;0.4;17.1;16.6;213.1;5.9;1.6;206.4;4.3
1889;6021 Geregeld personenwegvervoer;2008;263.2;1.7;11.5;0.6;188.1;4.3;50.3;6.8;247.4;15.8;;;27.4
1890;603 Pijpleidingbedrijven;2000;;;;;;;;;;;;;
1891;603 Pijpleidingbedrijven;2001;1.8;0.0;0.0;0.1;0.1;0.5;1.0;0.2;1.8;0.0;0.0;0.0;0.0
1892;603 Pijpleidingbedrijven;2002;;;;;;;;;;;;;
1893;603 Pijpleidingbedrijven;2003;;;;;;;;;;;;;
1894;603 Pijpleidingbedrijven;2004;;;;;;;;;;;;;
1895;603 Pijpleidingbedrijven;2005;;;;;;;;;;;;;
1896;603 Pijpleidingbedrijven;2006;;;;;;;;;;;;;
1897;603 Pijpleidingbedrijven;2007;;;;;;;;;;;;;
1898;603 Pijpleidingbedrijven;2008;;;;;;;;;;;;;
1899;6030 Pijpleidingbedrijven;2000;;;;;;;;;;;;;
1900;6030 Pijpleidingbedrijven;2001;1.8;0.0;0.0;0.1;0.1;0.5;1.0;0.2;1.8;0.0;0.0;0.0;0.0
1901;6030 Pijpleidingbedrijven;2002;;;;;;;;;;;;;
1902;6030 Pijpleidingbedrijven;2003;;;;;;;;;;;;;
1903;6030 Pijpleidingbedrijven;2004;;;;;;;;;;;;;
1904;6030 Pijpleidingbedrijven;2005;;;;;;;;;;;;;
1905;6030 Pijpleidingbedrijven;2006;;;;;;;;;;;;;
1906;6030 Pijpleidingbedrijven;2007;;;;;;;;;;;;;
1907;6030 Pijpleidingbedrijven;2008;;;;;;;;;;;;;
1908;61 Vervoer over water;2000;612.0;0.1;17.0;4.6;534.8;3.0;27.9;24.4;530.2;81.8;8.9;96.1;142.9
1909;61 Vervoer over water;2001;624.1;1.5;7.0;4.1;508.3;4.2;49.7;49.2;487.3;136.8;37.0;2.9;248.4
1910;61 Vervoer over water;2002;659.9;0.1;19.6;4.4;561.7;9.7;56.0;8.5;546.4;113.5;18.6;223.2;247.1
1911;61 Vervoer over water;2003;814.3;1.4;19.6;4.4;726.8;3.4;36.0;22.8;609.4;204.9;1.1;9.8;121.7
1912;61 Vervoer over water;2004;;;;;;;;;;;;;
1913;61 Vervoer over water;2005;713.0;0.8;28.3;2.4;589.9;5.5;54.4;31.7;513.3;199.7;0.4;74.7;197.0
1914;61 Vervoer over water;2006;1409.7;4.0;44.7;40.8;1210.7;8.6;52.6;48.3;936.7;473.0;20.8;54.3;877.0
1915;61 Vervoer over water;2007;1598.9;5.3;24.1;5.6;1481.8;2.7;37.8;41.5;1381.0;217.9;6.0;28.1;675.4
1916;61 Vervoer over water;2008;;;;;;;;;;;;;
1917;611 Zeevaartbedrijven;2000;275.9;0.0;1.7;0.6;267.8;0.9;1.4;3.5;259.9;16.0;0.9;48.7;82.5
1918;611 Zeevaartbedrijven;2001;279.8;0.0;1.4;1.5;259.7;1.5;4.1;11.5;239.4;40.4;37.0;0.5;166.3
1919;611 Zeevaartbedrijven;2002;306.0;0.0;7.2;1.7;291.3;2.1;1.8;1.9;282.6;23.3;18.6;214.3;205.6
1920;611 Zeevaartbedrijven;2003;484.1;0.0;1.6;0.0;465.8;1.6;5.8;9.3;369.3;114.8;0.0;0.7;71.6
1921;611 Zeevaartbedrijven;2004;318.3;0.0;0.4;0.5;292.5;2.2;6.1;16.4;155.6;162.6;0.0;0.9;137.5
1922;611 Zeevaartbedrijven;2005;;;;;;;;;;;;;
1923;611 Zeevaartbedrijven;2006;;;;;;;;;;;;;
1924;611 Zeevaartbedrijven;2007;;;;;;;;;;;;;
1925;611 Zeevaartbedrijven;2008;;;;;;;;;;;;;
1926;6110 Zeevaartbedrijven;2000;275.9;0.0;1.7;0.6;267.8;0.9;1.4;3.5;259.9;16.0;0.9;48.7;82.5
1927;6110 Zeevaartbedrijven;2001;279.8;0.0;1.4;1.5;259.7;1.5;4.1;11.5;239.4;40.4;37.0;0.5;166.3
1928;6110 Zeevaartbedrijven;2002;306.0;0.0;7.2;1.7;291.3;2.1;1.8;1.9;282.6;23.3;18.6;214.3;205.6
1929;6110 Zeevaartbedrijven;2003;484.1;0.0;1.6;0.0;465.8;1.6;5.8;9.3;369.3;114.8;0.0;0.7;71.6
1930;6110 Zeevaartbedrijven;2004;318.3;0.0;0.4;0.5;292.5;2.2;6.1;16.4;155.6;162.6;0.0;0.9;137.5
1931;6110 Zeevaartbedrijven;2005;256.3;0.0;2.2;0.1;242.1;1.2;3.1;7.6;178.2;78.1;0.0;68.2;115.5
1932;6110 Zeevaartbedrijven;2006;869.7;0.0;3.2;28.7;825.4;2.5;6.3;3.7;580.3;289.3;19.8;45.3;720.7
1933;6110 Zeevaartbedrijven;2007;1050.2;4.4;0.5;3.9;1022.0;1.2;4.2;14.0;962.8;87.4;6.0;15.3;466.2
1934;6110 Zeevaartbedrijven;2008;;;;;;;;;;;;;
1935;612 Binnenvaartbedrijven;2000;336.0;0.1;15.3;4.1;267.0;2.1;26.5;20.9;270.3;65.8;8.0;47.4;60.4
1936;612 Binnenvaartbedrijven;2001;344.3;1.5;5.5;2.6;248.6;2.7;45.6;37.7;247.9;96.4;0.0;2.4;82.2
1937;612 Binnenvaartbedrijven;2002;353.9;0.1;12.4;2.7;270.4;7.6;54.2;6.6;263.7;90.2;0.0;9.0;41.6
1938;612 Binnenvaartbedrijven;2003;330.2;1.4;18.0;4.4;261.0;1.8;30.1;13.5;240.1;90.1;1.1;9.1;50.1
1939;612 Binnenvaartbedrijven;2004;;;;;;;;;;;;;
1940;612 Binnenvaartbedrijven;2005;456.7;0.8;26.1;2.3;347.8;4.3;51.3;24.1;335.1;121.6;0.4;6.6;81.6
1941;612 Binnenvaartbedrijven;2006;540.0;4.0;41.5;12.0;385.3;6.1;46.4;44.6;356.3;183.7;1.0;9.0;156.2
1942;612 Binnenvaartbedrijven;2007;548.7;0.9;23.6;1.7;459.8;1.5;33.6;27.6;418.2;130.4;0.0;12.8;209.2
1943;612 Binnenvaartbedrijven;2008;768.8;1.1;29.2;2.1;555.3;4.9;92.0;84.1;567.4;201.3;;;240.5
1944;6120 Binnenvaartbedrijven;2000;336.0;0.1;15.3;4.1;267.0;2.1;26.5;20.9;270.3;65.8;8.0;47.4;60.4
1945;6120 Binnenvaartbedrijven;2001;344.3;1.5;5.5;2.6;248.6;2.7;45.6;37.7;247.9;96.4;0.0;2.4;82.2
1946;6120 Binnenvaartbedrijven;2002;353.9;0.1;12.4;2.7;270.4;7.6;54.2;6.6;263.7;90.2;0.0;9.0;41.6
1947;6120 Binnenvaartbedrijven;2003;330.2;1.4;18.0;4.4;261.0;1.8;30.1;13.5;240.1;90.1;1.1;9.1;50.1
1948;6120 Binnenvaartbedrijven;2004;;;;;;;;;;;;;
1949;6120 Binnenvaartbedrijven;2005;456.7;0.8;26.1;2.3;347.8;4.3;51.3;24.1;335.1;121.6;0.4;6.6;81.6
1950;6120 Binnenvaartbedrijven;2006;540.0;4.0;41.5;12.0;385.3;6.1;46.4;44.6;356.3;183.7;1.0;9.0;156.2
1951;6120 Binnenvaartbedrijven;2007;548.7;0.9;23.6;1.7;459.8;1.5;33.6;27.6;418.2;130.4;0.0;12.8;209.2
1952;6120 Binnenvaartbedrijven;2008;768.8;1.1;29.2;2.1;555.3;4.9;92.0;84.1;567.4;201.3;;;240.5
1953;62 Vervoer door de lucht;2000;;;;;;;;;;;;;
1954;62 Vervoer door de lucht;2001;;;;;;;;;;;;;
1955;62 Vervoer door de lucht;2002;;;;;;;;;;;;;
1956;62 Vervoer door de lucht;2003;;;;;;;;;;;;;
1957;62 Vervoer door de lucht;2004;;;;;;;;;;;;;
1958;62 Vervoer door de lucht;2005;;;;;;;;;;;;;
1959;62 Vervoer door de lucht;2006;;;;;;;;;;;;;
1960;62 Vervoer door de lucht;2007;;;;;;;;;;;;;
1961;62 Vervoer door de lucht;2008;;;;;;;;;;;;;
1962;620 Luchtvaartbedrijven;2000;;;;;;;;;;;;;
1963;620 Luchtvaartbedrijven;2001;;;;;;;;;;;;;
1964;620 Luchtvaartbedrijven;2002;;;;;;;;;;;;;
1965;620 Luchtvaartbedrijven;2003;;;;;;;;;;;;;
1966;620 Luchtvaartbedrijven;2004;;;;;;;;;;;;;
1967;620 Luchtvaartbedrijven;2005;;;;;;;;;;;;;
1968;620 Luchtvaartbedrijven;2006;;;;;;;;;;;;;
1969;620 Luchtvaartbedrijven;2007;;;;;;;;;;;;;
1970;620 Luchtvaartbedrijven;2008;;;;;;;;;;;;;
1971;6200 Luchtvaartbedrijven;2000;;;;;;;;;;;;;
1972;6200 Luchtvaartbedrijven;2001;;;;;;;;;;;;;
1973;6200 Luchtvaartbedrijven;2002;;;;;;;;;;;;;
1974;6200 Luchtvaartbedrijven;2003;;;;;;;;;;;;;
1975;6200 Luchtvaartbedrijven;2004;;;;;;;;;;;;;
1976;6200 Luchtvaartbedrijven;2005;;;;;;;;;;;;;
1977;6200 Luchtvaartbedrijven;2006;;;;;;;;;;;;;
1978;6200 Luchtvaartbedrijven;2007;;;;;;;;;;;;;
1979;6200 Luchtvaartbedrijven;2008;;;;;;;;;;;;;
1980;63 Dienstverlening voor het vervoer;2000;1708.6;130.8;229.3;579.1;94.7;67.8;501.5;105.4;1534.9;173.7;4.6;123.9;155.6
1981;63 Dienstverlening voor het vervoer;2001;1218.9;25.9;253.1;279.8;66.2;75.6;373.4;145.0;1176.2;42.7;25.5;128.7;61.1
1982;63 Dienstverlening voor het vervoer;2002;1110.0;20.0;273.6;175.1;48.1;63.6;408.7;120.9;1060.6;49.4;20.3;60.6;88.9
1983;63 Dienstverlening voor het vervoer;2003;2436.8;338.2;247.2;1227.6;58.0;67.1;422.0;76.6;2053.0;383.8;75.7;105.1;64.5
1984;63 Dienstverlening voor het vervoer;2004;1760.7;106.7;276.7;680.3;92.2;55.6;441.9;107.3;1605.4;155.3;39.0;111.4;55.8
1985;63 Dienstverlening voor het vervoer;2005;1593.0;26.4;360.4;491.3;87.7;53.0;494.7;79.4;1553.8;39.3;46.0;96.2;78.0
1986;63 Dienstverlening voor het vervoer;2006;1968.9;40.9;285.6;764.5;70.5;107.7;581.3;118.4;1894.3;74.6;28.4;218.1;68.0
1987;63 Dienstverlening voor het vervoer;2007;2100.3;19.9;210.7;734.2;74.6;98.7;736.0;226.2;2030.0;70.3;12.8;110.3;108.2
1988;63 Dienstverlening voor het vervoer;2008;1798.2;45.9;264.9;638.9;64.8;93.2;559.9;130.6;1627.4;170.8;;;70.6
1989;632 Overige diensten voor het vervoer;2000;1183.0;122.6;99.1;559.1;10.3;3.1;360.0;28.8;1059.8;123.2;0.1;2.1;36.6
1990;632 Overige diensten voor het vervoer;2001;609.1;21.7;87.3;256.9;2.9;7.9;184.1;48.3;586.7;22.4;0.1;0.5;9.4
1991;632 Overige diensten voor het vervoer;2002;496.6;2.9;103.5;163.2;2.3;4.8;184.4;35.4;486.1;10.4;0.4;0.4;4.7
1992;632 Overige diensten voor het vervoer;2003;1884.5;328.0;128.7;1217.1;6.4;2.8;190.6;11.0;1554.4;330.1;0.0;7.0;15.5
1993;632 Overige diensten voor het vervoer;2004;1246.1;97.4;160.6;662.6;36.4;3.3;273.4;12.3;1132.2;113.9;9.9;2.6;8.3
1994;632 Overige diensten voor het vervoer;2005;1075.0;20.0;291.6;477.5;29.1;7.4;231.9;17.5;1052.9;22.0;0.0;0.8;29.3
1995;632 Overige diensten voor het vervoer;2006;1368.5;39.4;183.3;727.0;16.3;48.8;295.8;57.9;1326.5;41.9;0.0;12.3;27.2
1996;632 Overige diensten voor het vervoer;2007;1315.1;8.8;100.8;702.1;2.8;44.0;396.3;60.3;1303.7;11.4;1.1;3.0;58.8
1997;632 Overige diensten voor het vervoer;2008;1060.5;32.1;115.5;596.7;14.4;35.6;243.2;23.0;1018.4;42.1;;;37.0
1998;6321 Ov. diensten voor vervoer over land;2000;;;;;;;;;;;;;
1999;6321 Ov. diensten voor vervoer over land;2001;;;;;;;;;;;;;
2000;6321 Ov. diensten voor vervoer over land;2002;;;;;;;;;;;;;
2001;6321 Ov. diensten voor vervoer over land;2003;;;;;;;;;;;;;
2002;6321 Ov. diensten voor vervoer over land;2004;;;;;;;;;;;;;
2003;6321 Ov. diensten voor vervoer over land;2005;;;;;;;;;;;;;
2004;6321 Ov. diensten voor vervoer over land;2006;;;;;;;;;;;;;
2005;6321 Ov. diensten voor vervoer over land;2007;;;;;;;;;;;;;
2006;6321 Ov. diensten voor vervoer over land;2008;;;;;;;;;;;;;
2007;6322 Ov. diensten v. vervoer over water;2000;;;;;;;;;;;;;
2008;6322 Ov. diensten v. vervoer over water;2001;236.5;14.0;17.2;151.0;1.4;5.3;33.3;14.3;222.1;14.4;0.1;0.2;7.5
2009;6322 Ov. diensten v. vervoer over water;2002;16.9;2.0;1.4;4.9;1.5;1.1;3.1;2.9;14.3;2.5;0.1;0.1;4.4
2010;6322 Ov. diensten v. vervoer over water;2003;;;;;;;;;;;;;
2011;6322 Ov. diensten v. vervoer over water;2004;;;;;;;;;;;;;
2012;6322 Ov. diensten v. vervoer over water;2005;162.8;18.8;5.4;113.4;10.5;3.5;1.9;9.2;142.4;20.4;0.0;0.4;13.1
2013;6322 Ov. diensten v. vervoer over water;2006;;;;;;;;;;;;;
2014;6322 Ov. diensten v. vervoer over water;2007;;;;;;;;;;;;;
2015;6322 Ov. diensten v. vervoer over water;2008;;;;;;;;;;;;;
2016;6323 Luchthavens,diensten tbv luchtvaart;2000;;;;;;;;;;;;;
2017;6323 Luchthavens,diensten tbv luchtvaart;2001;;;;;;;;;;;;;
2018;6323 Luchthavens,diensten tbv luchtvaart;2002;;;;;;;;;;;;;
2019;6323 Luchthavens,diensten tbv luchtvaart;2003;;;;;;;;;;;;;
2020;6323 Luchthavens,diensten tbv luchtvaart;2004;;;;;;;;;;;;;
2021;6323 Luchthavens,diensten tbv luchtvaart;2005;;;;;;;;;;;;;
2022;6323 Luchthavens,diensten tbv luchtvaart;2006;;;;;;;;;;;;;
2023;6323 Luchthavens,diensten tbv luchtvaart;2007;;;;;;;;;;;;;
2024;6323 Luchthavens,diensten tbv luchtvaart;2008;29.0;0.5;2.4;5.5;1.6;1.0;16.9;1.1;27.7;1.3;;;0.6
2025;633 Reis-/informatiebureaus tbv toerisme;2000;69.0;0.2;9.2;0.1;3.7;29.7;6.6;19.4;66.7;2.3;1.2;16.8;3.2
2026;633 Reis-/informatiebureaus tbv toerisme;2001;59.3;0.0;4.0;0.1;2.3;21.9;3.8;27.1;58.9;0.5;0.0;14.3;5.8
2027;633 Reis-/informatiebureaus tbv toerisme;2002;90.9;4.0;30.6;0.0;3.2;24.3;4.3;24.6;86.3;4.6;0.6;3.5;7.3
2028;633 Reis-/informatiebureaus tbv toerisme;2003;52.1;0.0;8.5;0.0;10.0;16.1;3.1;14.4;46.3;5.8;4.1;11.1;2.3
2029;633 Reis-/informatiebureaus tbv toerisme;2004;45.8;0.2;5.9;0.0;8.9;18.0;1.7;11.2;44.1;1.7;6.8;20.4;2.6
2030;633 Reis-/informatiebureaus tbv toerisme;2005;36.1;0.0;4.8;0.0;8.6;13.6;2.3;6.7;35.2;0.9;0.3;6.0;10.9
2031;633 Reis-/informatiebureaus tbv toerisme;2006;47.7;0.0;11.2;0.0;4.3;13.4;2.1;16.8;46.9;0.8;0.1;35.5;6.2
2032;633 Reis-/informatiebureaus tbv toerisme;2007;49.4;0.0;5.9;0.0;2.9;21.4;3.8;15.4;49.0;0.4;0.0;6.7;3.5
2033;633 Reis-/informatiebureaus tbv toerisme;2008;51.1;0.1;2.1;0.0;2.8;26.1;2.5;17.5;50.4;0.7;;;2.7
2034;6330 Reis-/informatiebureaus v. toerisme;2000;69.0;0.2;9.2;0.1;3.7;29.7;6.6;19.4;66.7;2.3;1.2;16.8;3.2
2035;6330 Reis-/informatiebureaus v. toerisme;2001;59.3;0.0;4.0;0.1;2.3;21.9;3.8;27.1;58.9;0.5;0.0;14.3;5.8
2036;6330 Reis-/informatiebureaus v. toerisme;2002;90.9;4.0;30.6;0.0;3.2;24.3;4.3;24.6;86.3;4.6;0.6;3.5;7.3
2037;6330 Reis-/informatiebureaus v. toerisme;2003;52.1;0.0;8.5;0.0;10.0;16.1;3.1;14.4;46.3;5.8;4.1;11.1;2.3
