ID;BedrijfstakkenBranchesSBI2008;KenmerkenBedrijfsbestelautoS;Perioden;BedrijfsbestelautoS_1
2897;J Informatie en communicatie;Brandstofsoort: diesel;2010;10042
2898;J Informatie en communicatie;Brandstofsoort: diesel;2011;9900
2899;J Informatie en communicatie;Brandstofsoort: diesel;2012;9073
2900;J Informatie en communicatie;Brandstofsoort: diesel;2013;8722
2901;J Informatie en communicatie;Brandstofsoort: diesel;2014;8581
2902;J Informatie en communicatie;Brandstofsoort: diesel;2015;8963
2903;J Informatie en communicatie;Brandstofsoort: diesel;2016;10229
2904;J Informatie en communicatie;Brandstofsoort: overige;2009;203
2905;J Informatie en communicatie;Brandstofsoort: overige;2010;206
2906;J Informatie en communicatie;Brandstofsoort: overige;2011;234
2907;J Informatie en communicatie;Brandstofsoort: overige;2012;215
2908;J Informatie en communicatie;Brandstofsoort: overige;2013;200
2909;J Informatie en communicatie;Brandstofsoort: overige;2014;204
2910;J Informatie en communicatie;Brandstofsoort: overige;2015;210
2911;J Informatie en communicatie;Brandstofsoort: overige;2016;244
2912;J Informatie en communicatie;Leeftijd: 0 tot 4 jaar;2009;3236
2913;J Informatie en communicatie;Leeftijd: 0 tot 4 jaar;2010;3481
2914;J Informatie en communicatie;Leeftijd: 0 tot 4 jaar;2011;3533
2915;J Informatie en communicatie;Leeftijd: 0 tot 4 jaar;2012;3203
2916;J Informatie en communicatie;Leeftijd: 0 tot 4 jaar;2013;2996
2917;J Informatie en communicatie;Leeftijd: 0 tot 4 jaar;2014;2688
2918;J Informatie en communicatie;Leeftijd: 0 tot 4 jaar;2015;2265
2919;J Informatie en communicatie;Leeftijd: 0 tot 4 jaar;2016;3522
2920;J Informatie en communicatie;Leeftijd: 4 tot 10 jaar;2009;4832
2921;J Informatie en communicatie;Leeftijd: 4 tot 10 jaar;2010;4869
2922;J Informatie en communicatie;Leeftijd: 4 tot 10 jaar;2011;4449
2923;J Informatie en communicatie;Leeftijd: 4 tot 10 jaar;2012;3838
2924;J Informatie en communicatie;Leeftijd: 4 tot 10 jaar;2013;3526
2925;J Informatie en communicatie;Leeftijd: 4 tot 10 jaar;2014;3505
2926;J Informatie en communicatie;Leeftijd: 4 tot 10 jaar;2015;4221
2927;J Informatie en communicatie;Leeftijd: 4 tot 10 jaar;2016;4158
2928;J Informatie en communicatie;Leeftijd: 10 jaar of ouder;2009;1798
2929;J Informatie en communicatie;Leeftijd: 10 jaar of ouder;2010;2126
2930;J Informatie en communicatie;Leeftijd: 10 jaar of ouder;2011;2384
2931;J Informatie en communicatie;Leeftijd: 10 jaar of ouder;2012;2464
2932;J Informatie en communicatie;Leeftijd: 10 jaar of ouder;2013;2610
2933;J Informatie en communicatie;Leeftijd: 10 jaar of ouder;2014;2781
2934;J Informatie en communicatie;Leeftijd: 10 jaar of ouder;2015;2880
2935;J Informatie en communicatie;Leeftijd: 10 jaar of ouder;2016;2976
2936;J Informatie en communicatie;Leeftijd: onbekend;2009;0
2937;J Informatie en communicatie;Leeftijd: onbekend;2010;0
2938;J Informatie en communicatie;Leeftijd: onbekend;2011;0
2939;J Informatie en communicatie;Leeftijd: onbekend;2012;0
2940;J Informatie en communicatie;Leeftijd: onbekend;2013;0
2941;J Informatie en communicatie;Leeftijd: onbekend;2014;0
2942;J Informatie en communicatie;Leeftijd: onbekend;2015;0
2943;J Informatie en communicatie;Leeftijd: onbekend;2016;0
2944;J Informatie en communicatie;Laadvermogen: minder dan 600 kg;2009;2965
2945;J Informatie en communicatie;Laadvermogen: minder dan 600 kg;2010;2938
2946;J Informatie en communicatie;Laadvermogen: minder dan 600 kg;2011;2674
2947;J Informatie en communicatie;Laadvermogen: minder dan 600 kg;2012;2231
2948;J Informatie en communicatie;Laadvermogen: minder dan 600 kg;2013;1913
2949;J Informatie en communicatie;Laadvermogen: minder dan 600 kg;2014;1674
2950;J Informatie en communicatie;Laadvermogen: minder dan 600 kg;2015;1514
2951;J Informatie en communicatie;Laadvermogen: minder dan 600 kg;2016;1440
2952;J Informatie en communicatie;Laadvermogen: 600 tot 1 000 kg;2009;4324
2953;J Informatie en communicatie;Laadvermogen: 600 tot 1 000 kg;2010;4659
2954;J Informatie en communicatie;Laadvermogen: 600 tot 1 000 kg;2011;4976
2955;J Informatie en communicatie;Laadvermogen: 600 tot 1 000 kg;2012;4829
2956;J Informatie en communicatie;Laadvermogen: 600 tot 1 000 kg;2013;4844
2957;J Informatie en communicatie;Laadvermogen: 600 tot 1 000 kg;2014;4970
2958;J Informatie en communicatie;Laadvermogen: 600 tot 1 000 kg;2015;5118
2959;J Informatie en communicatie;Laadvermogen: 600 tot 1 000 kg;2016;5795
2960;J Informatie en communicatie;Laadvermogen: 1 000 tot 1 500 kg;2009;2265
2961;J Informatie en communicatie;Laadvermogen: 1 000 tot 1 500 kg;2010;2470
2962;J Informatie en communicatie;Laadvermogen: 1 000 tot 1 500 kg;2011;2317
2963;J Informatie en communicatie;Laadvermogen: 1 000 tot 1 500 kg;2012;2044
2964;J Informatie en communicatie;Laadvermogen: 1 000 tot 1 500 kg;2013;1978
2965;J Informatie en communicatie;Laadvermogen: 1 000 tot 1 500 kg;2014;1961
2966;J Informatie en communicatie;Laadvermogen: 1 000 tot 1 500 kg;2015;2227
2967;J Informatie en communicatie;Laadvermogen: 1 000 tot 1 500 kg;2016;2812
2968;J Informatie en communicatie;Laadvermogen: 1 500 kg of meer;2009;310
2969;J Informatie en communicatie;Laadvermogen: 1 500 kg of meer;2010;407
2970;J Informatie en communicatie;Laadvermogen: 1 500 kg of meer;2011;397
2971;J Informatie en communicatie;Laadvermogen: 1 500 kg of meer;2012;399
2972;J Informatie en communicatie;Laadvermogen: 1 500 kg of meer;2013;395
2973;J Informatie en communicatie;Laadvermogen: 1 500 kg of meer;2014;367
2974;J Informatie en communicatie;Laadvermogen: 1 500 kg of meer;2015;504
2975;J Informatie en communicatie;Laadvermogen: 1 500 kg of meer;2016;607
2976;J Informatie en communicatie;Laadvermogen: onbekend;2009;2
2977;J Informatie en communicatie;Laadvermogen: onbekend;2010;2
2978;J Informatie en communicatie;Laadvermogen: onbekend;2011;2
2979;J Informatie en communicatie;Laadvermogen: onbekend;2012;2
2980;J Informatie en communicatie;Laadvermogen: onbekend;2013;2
2981;J Informatie en communicatie;Laadvermogen: onbekend;2014;2
2982;J Informatie en communicatie;Laadvermogen: onbekend;2015;3
2983;J Informatie en communicatie;Laadvermogen: onbekend;2016;2
2984;J Informatie en communicatie;Gewicht volle wagen: tot 2 000 kg;2009;3751
2985;J Informatie en communicatie;Gewicht volle wagen: tot 2 000 kg;2010;3680
2986;J Informatie en communicatie;Gewicht volle wagen: tot 2 000 kg;2011;3504
2987;J Informatie en communicatie;Gewicht volle wagen: tot 2 000 kg;2012;3088
2988;J Informatie en communicatie;Gewicht volle wagen: tot 2 000 kg;2013;2732
2989;J Informatie en communicatie;Gewicht volle wagen: tot 2 000 kg;2014;2584
2990;J Informatie en communicatie;Gewicht volle wagen: tot 2 000 kg;2015;2441
2991;J Informatie en communicatie;Gewicht volle wagen: tot 2 000 kg;2016;2519
2992;J Informatie en communicatie;Gewicht volle wagen: 2 000 tot 2 500 kg;2009;2051
2993;J Informatie en communicatie;Gewicht volle wagen: 2 000 tot 2 500 kg;2010;2329
2994;J Informatie en communicatie;Gewicht volle wagen: 2 000 tot 2 500 kg;2011;2548
2995;J Informatie en communicatie;Gewicht volle wagen: 2 000 tot 2 500 kg;2012;2350
2996;J Informatie en communicatie;Gewicht volle wagen: 2 000 tot 2 500 kg;2013;2359
2997;J Informatie en communicatie;Gewicht volle wagen: 2 000 tot 2 500 kg;2014;2403
2998;J Informatie en communicatie;Gewicht volle wagen: 2 000 tot 2 500 kg;2015;2511
2999;J Informatie en communicatie;Gewicht volle wagen: 2 000 tot 2 500 kg;2016;2861
3000;J Informatie en communicatie;Gewicht volle wagen: 2 500 tot 3 000 kg;2009;2746
3001;J Informatie en communicatie;Gewicht volle wagen: 2 500 tot 3 000 kg;2010;2931
3002;J Informatie en communicatie;Gewicht volle wagen: 2 500 tot 3 000 kg;2011;2750
3003;J Informatie en communicatie;Gewicht volle wagen: 2 500 tot 3 000 kg;2012;2450
3004;J Informatie en communicatie;Gewicht volle wagen: 2 500 tot 3 000 kg;2013;2374
3005;J Informatie en communicatie;Gewicht volle wagen: 2 500 tot 3 000 kg;2014;2275
3006;J Informatie en communicatie;Gewicht volle wagen: 2 500 tot 3 000 kg;2015;2568
3007;J Informatie en communicatie;Gewicht volle wagen: 2 500 tot 3 000 kg;2016;2852
3008;J Informatie en communicatie;Gewicht volle wagen: 3 000 tot 3 500 kg;2009;1316
3009;J Informatie en communicatie;Gewicht volle wagen: 3 000 tot 3 500 kg;2010;1534
3010;J Informatie en communicatie;Gewicht volle wagen: 3 000 tot 3 500 kg;2011;1562
3011;J Informatie en communicatie;Gewicht volle wagen: 3 000 tot 3 500 kg;2012;1615
3012;J Informatie en communicatie;Gewicht volle wagen: 3 000 tot 3 500 kg;2013;1665
3013;J Informatie en communicatie;Gewicht volle wagen: 3 000 tot 3 500 kg;2014;1710
3014;J Informatie en communicatie;Gewicht volle wagen: 3 000 tot 3 500 kg;2015;1843
3015;J Informatie en communicatie;Gewicht volle wagen: 3 000 tot 3 500 kg;2016;2422
3016;J Informatie en communicatie;Gewicht volle wagen: onbekend;2009;2
3017;J Informatie en communicatie;Gewicht volle wagen: onbekend;2010;2
3018;J Informatie en communicatie;Gewicht volle wagen: onbekend;2011;2
3019;J Informatie en communicatie;Gewicht volle wagen: onbekend;2012;2
3020;J Informatie en communicatie;Gewicht volle wagen: onbekend;2013;2
3021;J Informatie en communicatie;Gewicht volle wagen: onbekend;2014;2
3022;J Informatie en communicatie;Gewicht volle wagen: onbekend;2015;3
3023;J Informatie en communicatie;Gewicht volle wagen: onbekend;2016;2
3024;J Informatie en communicatie;Voertuigbreedte: 0 tot 175 cm;2009;2578
3025;J Informatie en communicatie;Voertuigbreedte: 0 tot 175 cm;2010;2398
3026;J Informatie en communicatie;Voertuigbreedte: 0 tot 175 cm;2011;2212
3027;J Informatie en communicatie;Voertuigbreedte: 0 tot 175 cm;2012;2051
3028;J Informatie en communicatie;Voertuigbreedte: 0 tot 175 cm;2013;1825
3029;J Informatie en communicatie;Voertuigbreedte: 0 tot 175 cm;2014;1700
3030;J Informatie en communicatie;Voertuigbreedte: 0 tot 175 cm;2015;1731
3031;J Informatie en communicatie;Voertuigbreedte: 0 tot 175 cm;2016;1473
3032;J Informatie en communicatie;Voertuigbreedte: 175 tot 185 cm;2009;3459
3033;J Informatie en communicatie;Voertuigbreedte: 175 tot 185 cm;2010;3769
3034;J Informatie en communicatie;Voertuigbreedte: 175 tot 185 cm;2011;3890
3035;J Informatie en communicatie;Voertuigbreedte: 175 tot 185 cm;2012;3457
3036;J Informatie en communicatie;Voertuigbreedte: 175 tot 185 cm;2013;3315
3037;J Informatie en communicatie;Voertuigbreedte: 175 tot 185 cm;2014;3356
3038;J Informatie en communicatie;Voertuigbreedte: 175 tot 185 cm;2015;3534
3039;J Informatie en communicatie;Voertuigbreedte: 175 tot 185 cm;2016;4197
3040;J Informatie en communicatie;Voertuigbreedte: 185 tot 195 cm;2009;2460
3041;J Informatie en communicatie;Voertuigbreedte: 185 tot 195 cm;2010;2679
3042;J Informatie en communicatie;Voertuigbreedte: 185 tot 195 cm;2011;2483
3043;J Informatie en communicatie;Voertuigbreedte: 185 tot 195 cm;2012;2233
3044;J Informatie en communicatie;Voertuigbreedte: 185 tot 195 cm;2013;2206
3045;J Informatie en communicatie;Voertuigbreedte: 185 tot 195 cm;2014;2186
3046;J Informatie en communicatie;Voertuigbreedte: 185 tot 195 cm;2015;2499
3047;J Informatie en communicatie;Voertuigbreedte: 185 tot 195 cm;2016;2730
3048;J Informatie en communicatie;Voertuigbreedte: 195 tot 205 cm;2009;722
3049;J Informatie en communicatie;Voertuigbreedte: 195 tot 205 cm;2010;785
3050;J Informatie en communicatie;Voertuigbreedte: 195 tot 205 cm;2011;803
3051;J Informatie en communicatie;Voertuigbreedte: 195 tot 205 cm;2012;811
3052;J Informatie en communicatie;Voertuigbreedte: 195 tot 205 cm;2013;844
3053;J Informatie en communicatie;Voertuigbreedte: 195 tot 205 cm;2014;870
3054;J Informatie en communicatie;Voertuigbreedte: 195 tot 205 cm;2015;1199
3055;J Informatie en communicatie;Voertuigbreedte: 195 tot 205 cm;2016;1496
3056;J Informatie en communicatie;Voertuigbreedte: 205 cm of meer;2009;218
3057;J Informatie en communicatie;Voertuigbreedte: 205 cm of meer;2010;283
3058;J Informatie en communicatie;Voertuigbreedte: 205 cm of meer;2011;319
3059;J Informatie en communicatie;Voertuigbreedte: 205 cm of meer;2012;360
3060;J Informatie en communicatie;Voertuigbreedte: 205 cm of meer;2013;396
3061;J Informatie en communicatie;Voertuigbreedte: 205 cm of meer;2014;444
3062;J Informatie en communicatie;Voertuigbreedte: 205 cm of meer;2015;403
3063;J Informatie en communicatie;Voertuigbreedte: 205 cm of meer;2016;760
3064;J Informatie en communicatie;Voertuigbreedte: onbekend;2009;429
3065;J Informatie en communicatie;Voertuigbreedte: onbekend;2010;562
3066;J Informatie en communicatie;Voertuigbreedte: onbekend;2011;659
3067;J Informatie en communicatie;Voertuigbreedte: onbekend;2012;593
3068;J Informatie en communicatie;Voertuigbreedte: onbekend;2013;546
3069;J Informatie en communicatie;Voertuigbreedte: onbekend;2014;418
3070;J Informatie en communicatie;Voertuigbreedte: onbekend;2015;0
3071;J Informatie en communicatie;Voertuigbreedte: onbekend;2016;0
3072;K Financiële dienstverlening;Totaal;2009;12057
3073;K Financiële dienstverlening;Totaal;2010;10818
3074;K Financiële dienstverlening;Totaal;2011;9419
3075;K Financiële dienstverlening;Totaal;2012;8592
3076;K Financiële dienstverlening;Totaal;2013;8520
3077;K Financiële dienstverlening;Totaal;2014;8417
3078;K Financiële dienstverlening;Totaal;2015;8152
3079;K Financiële dienstverlening;Totaal;2016;10007
3080;K Financiële dienstverlening;Brandstofsoort: benzine;2009;402
3081;K Financiële dienstverlening;Brandstofsoort: benzine;2010;508
3082;K Financiële dienstverlening;Brandstofsoort: benzine;2011;384
3083;K Financiële dienstverlening;Brandstofsoort: benzine;2012;362
3084;K Financiële dienstverlening;Brandstofsoort: benzine;2013;317
3085;K Financiële dienstverlening;Brandstofsoort: benzine;2014;363
3086;K Financiële dienstverlening;Brandstofsoort: benzine;2015;343
3087;K Financiële dienstverlening;Brandstofsoort: benzine;2016;351
3088;K Financiële dienstverlening;Brandstofsoort: diesel;2009;11396
3089;K Financiële dienstverlening;Brandstofsoort: diesel;2010;10042
3090;K Financiële dienstverlening;Brandstofsoort: diesel;2011;8700
3091;K Financiële dienstverlening;Brandstofsoort: diesel;2012;7948
3092;K Financiële dienstverlening;Brandstofsoort: diesel;2013;7892
3093;K Financiële dienstverlening;Brandstofsoort: diesel;2014;7679
3094;K Financiële dienstverlening;Brandstofsoort: diesel;2015;7428
3095;K Financiële dienstverlening;Brandstofsoort: diesel;2016;9235
3096;K Financiële dienstverlening;Brandstofsoort: overige;2009;259
3097;K Financiële dienstverlening;Brandstofsoort: overige;2010;268
3098;K Financiële dienstverlening;Brandstofsoort: overige;2011;335
3099;K Financiële dienstverlening;Brandstofsoort: overige;2012;282
3100;K Financiële dienstverlening;Brandstofsoort: overige;2013;311
3101;K Financiële dienstverlening;Brandstofsoort: overige;2014;375
3102;K Financiële dienstverlening;Brandstofsoort: overige;2015;381
3103;K Financiële dienstverlening;Brandstofsoort: overige;2016;421
3104;K Financiële dienstverlening;Leeftijd: 0 tot 4 jaar;2009;5244
3105;K Financiële dienstverlening;Leeftijd: 0 tot 4 jaar;2010;4373
3106;K Financiële dienstverlening;Leeftijd: 0 tot 4 jaar;2011;2972
3107;K Financiële dienstverlening;Leeftijd: 0 tot 4 jaar;2012;2310
3108;K Financiële dienstverlening;Leeftijd: 0 tot 4 jaar;2013;2129
3109;K Financiële dienstverlening;Leeftijd: 0 tot 4 jaar;2014;2080
3110;K Financiële dienstverlening;Leeftijd: 0 tot 4 jaar;2015;2075
3111;K Financiële dienstverlening;Leeftijd: 0 tot 4 jaar;2016;2752
3112;K Financiële dienstverlening;Leeftijd: 4 tot 10 jaar;2009;4656
3113;K Financiële dienstverlening;Leeftijd: 4 tot 10 jaar;2010;4236
3114;K Financiële dienstverlening;Leeftijd: 4 tot 10 jaar;2011;3997
3115;K Financiële dienstverlening;Leeftijd: 4 tot 10 jaar;2012;3783
3116;K Financiële dienstverlening;Leeftijd: 4 tot 10 jaar;2013;3738
3117;K Financiële dienstverlening;Leeftijd: 4 tot 10 jaar;2014;3450
3118;K Financiële dienstverlening;Leeftijd: 4 tot 10 jaar;2015;3234
3119;K Financiële dienstverlening;Leeftijd: 4 tot 10 jaar;2016;4146
3120;K Financiële dienstverlening;Leeftijd: 10 jaar of ouder;2009;2157
3121;K Financiële dienstverlening;Leeftijd: 10 jaar of ouder;2010;2209
3122;K Financiële dienstverlening;Leeftijd: 10 jaar of ouder;2011;2450
3123;K Financiële dienstverlening;Leeftijd: 10 jaar of ouder;2012;2499
3124;K Financiële dienstverlening;Leeftijd: 10 jaar of ouder;2013;2653
3125;K Financiële dienstverlening;Leeftijd: 10 jaar of ouder;2014;2887
3126;K Financiële dienstverlening;Leeftijd: 10 jaar of ouder;2015;2843
3127;K Financiële dienstverlening;Leeftijd: 10 jaar of ouder;2016;3109
3128;K Financiële dienstverlening;Leeftijd: onbekend;2009;0
3129;K Financiële dienstverlening;Leeftijd: onbekend;2010;0
3130;K Financiële dienstverlening;Leeftijd: onbekend;2011;0
3131;K Financiële dienstverlening;Leeftijd: onbekend;2012;0
3132;K Financiële dienstverlening;Leeftijd: onbekend;2013;0
3133;K Financiële dienstverlening;Leeftijd: onbekend;2014;0
3134;K Financiële dienstverlening;Leeftijd: onbekend;2015;0
3135;K Financiële dienstverlening;Leeftijd: onbekend;2016;0
3136;K Financiële dienstverlening;Laadvermogen: minder dan 600 kg;2009;1946
3137;K Financiële dienstverlening;Laadvermogen: minder dan 600 kg;2010;1732
3138;K Financiële dienstverlening;Laadvermogen: minder dan 600 kg;2011;1448
3139;K Financiële dienstverlening;Laadvermogen: minder dan 600 kg;2012;1338
3140;K Financiële dienstverlening;Laadvermogen: minder dan 600 kg;2013;1340
3141;K Financiële dienstverlening;Laadvermogen: minder dan 600 kg;2014;1195
3142;K Financiële dienstverlening;Laadvermogen: minder dan 600 kg;2015;1074
3143;K Financiële dienstverlening;Laadvermogen: minder dan 600 kg;2016;1203
3144;K Financiële dienstverlening;Laadvermogen: 600 tot 1 000 kg;2009;6171
3145;K Financiële dienstverlening;Laadvermogen: 600 tot 1 000 kg;2010;5490
3146;K Financiële dienstverlening;Laadvermogen: 600 tot 1 000 kg;2011;5039
3147;K Financiële dienstverlening;Laadvermogen: 600 tot 1 000 kg;2012;4525
3148;K Financiële dienstverlening;Laadvermogen: 600 tot 1 000 kg;2013;4363
3149;K Financiële dienstverlening;Laadvermogen: 600 tot 1 000 kg;2014;4520
3150;K Financiële dienstverlening;Laadvermogen: 600 tot 1 000 kg;2015;4496
3151;K Financiële dienstverlening;Laadvermogen: 600 tot 1 000 kg;2016;5437
3152;K Financiële dienstverlening;Laadvermogen: 1 000 tot 1 500 kg;2009;3444
3153;K Financiële dienstverlening;Laadvermogen: 1 000 tot 1 500 kg;2010;3146
3154;K Financiële dienstverlening;Laadvermogen: 1 000 tot 1 500 kg;2011;2562
3155;K Financiële dienstverlening;Laadvermogen: 1 000 tot 1 500 kg;2012;2397
3156;K Financiële dienstverlening;Laadvermogen: 1 000 tot 1 500 kg;2013;2453
3157;K Financiële dienstverlening;Laadvermogen: 1 000 tot 1 500 kg;2014;2345
3158;K Financiële dienstverlening;Laadvermogen: 1 000 tot 1 500 kg;2015;2265
3159;K Financiële dienstverlening;Laadvermogen: 1 000 tot 1 500 kg;2016;3045
3160;K Financiële dienstverlening;Laadvermogen: 1 500 kg of meer;2009;496
3161;K Financiële dienstverlening;Laadvermogen: 1 500 kg of meer;2010;447
3162;K Financiële dienstverlening;Laadvermogen: 1 500 kg of meer;2011;366
3163;K Financiële dienstverlening;Laadvermogen: 1 500 kg of meer;2012;330
3164;K Financiële dienstverlening;Laadvermogen: 1 500 kg of meer;2013;360
3165;K Financiële dienstverlening;Laadvermogen: 1 500 kg of meer;2014;352
3166;K Financiële dienstverlening;Laadvermogen: 1 500 kg of meer;2015;312
3167;K Financiële dienstverlening;Laadvermogen: 1 500 kg of meer;2016;317
3168;K Financiële dienstverlening;Laadvermogen: onbekend;2009;0
3169;K Financiële dienstverlening;Laadvermogen: onbekend;2010;3
3170;K Financiële dienstverlening;Laadvermogen: onbekend;2011;4
3171;K Financiële dienstverlening;Laadvermogen: onbekend;2012;2
3172;K Financiële dienstverlening;Laadvermogen: onbekend;2013;4
3173;K Financiële dienstverlening;Laadvermogen: onbekend;2014;5
3174;K Financiële dienstverlening;Laadvermogen: onbekend;2015;5
3175;K Financiële dienstverlening;Laadvermogen: onbekend;2016;5
3176;K Financiële dienstverlening;Gewicht volle wagen: tot 2 000 kg;2009;2684
3177;K Financiële dienstverlening;Gewicht volle wagen: tot 2 000 kg;2010;2355
3178;K Financiële dienstverlening;Gewicht volle wagen: tot 2 000 kg;2011;1907
3179;K Financiële dienstverlening;Gewicht volle wagen: tot 2 000 kg;2012;1703
3180;K Financiële dienstverlening;Gewicht volle wagen: tot 2 000 kg;2013;1611
3181;K Financiële dienstverlening;Gewicht volle wagen: tot 2 000 kg;2014;1489
3182;K Financiële dienstverlening;Gewicht volle wagen: tot 2 000 kg;2015;1429
3183;K Financiële dienstverlening;Gewicht volle wagen: tot 2 000 kg;2016;1567
3184;K Financiële dienstverlening;Gewicht volle wagen: 2 000 tot 2 500 kg;2009;2482
3185;K Financiële dienstverlening;Gewicht volle wagen: 2 000 tot 2 500 kg;2010;2158
3186;K Financiële dienstverlening;Gewicht volle wagen: 2 000 tot 2 500 kg;2011;1671
3187;K Financiële dienstverlening;Gewicht volle wagen: 2 000 tot 2 500 kg;2012;1482
3188;K Financiële dienstverlening;Gewicht volle wagen: 2 000 tot 2 500 kg;2013;1448
3189;K Financiële dienstverlening;Gewicht volle wagen: 2 000 tot 2 500 kg;2014;1498
3190;K Financiële dienstverlening;Gewicht volle wagen: 2 000 tot 2 500 kg;2015;1462
3191;K Financiële dienstverlening;Gewicht volle wagen: 2 000 tot 2 500 kg;2016;2046
3192;K Financiële dienstverlening;Gewicht volle wagen: 2 500 tot 3 000 kg;2009;4181
3193;K Financiële dienstverlening;Gewicht volle wagen: 2 500 tot 3 000 kg;2010;3759
3194;K Financiële dienstverlening;Gewicht volle wagen: 2 500 tot 3 000 kg;2011;3450
3195;K Financiële dienstverlening;Gewicht volle wagen: 2 500 tot 3 000 kg;2012;3030
3196;K Financiële dienstverlening;Gewicht volle wagen: 2 500 tot 3 000 kg;2013;2992
3197;K Financiële dienstverlening;Gewicht volle wagen: 2 500 tot 3 000 kg;2014;2941
3198;K Financiële dienstverlening;Gewicht volle wagen: 2 500 tot 3 000 kg;2015;2824
3199;K Financiële dienstverlening;Gewicht volle wagen: 2 500 tot 3 000 kg;2016;3001
3200;K Financiële dienstverlening;Gewicht volle wagen: 3 000 tot 3 500 kg;2009;2710
