ID;Gewassen;BiologischeBestrijders;Perioden;AantalBedrijvenMetBestrijders_1;PercentageVanBedrijvenMetBestrijders_2;GrootteOppervlakteMetBestrijders_3;PercentageOppervlakteMetBestrijders_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16;Aantal_17;Januari_18;Februari_19;Maart_20;April_21;Mei_22;Juni_23;Juli_24;Augustus_25;September_26;Oktober_27;November_28;December_29;AantalBestrijdersPerHa_30;DoseringPerJaarPerHa_31
94;Totaal gewassen onder glas;Sluipwesp tegen bladluis (Ervi);2012;;;514;7.0;1.0;2.6;3.6;2.6;3.0;1.6;1.4;1.6;1.3;1.1;0.9;0.9;4490;1.9;12.9;9.8;13.7;16.3;5.9;14.4;8.3;5.8;1.6;2.0;7.3;1;9.0
95;Totaal gewassen onder glas;Sluipwesp tegen bladluis (Ervi);2016;;;503;7.4;1.0;3.5;2.4;4.2;3.1;1.6;2.1;2.3;2.6;2.0;0.5;0.7;7805;5.6;8.6;7.2;14.1;14.6;6.8;17.6;13.7;8.5;2.9;0.2;0.2;1;16.0
96;Totaal gewassen onder glas;Sluipwesp tegen bladluis (Matricariae);2012;;;154;2.1;0.3;0.8;1.1;0.4;0.5;0.4;0.6;0.5;0.0;0.0;0.3;0.3;2094;11.1;11.7;14.8;10.2;14.1;0.9;8.7;4.0;0.0;0.0;3.5;21.0;0;14.0
97;Totaal gewassen onder glas;Sluipwesp tegen bladluis (Matricariae);2016;;;157;2.3;0.0;0.8;0.9;0.9;1.1;0.4;0.4;0.4;0.4;0.2;0.0;0.0;3256;0.0;9.2;24.7;8.9;11.8;8.8;7.7;9.4;7.7;11.9;0.0;0.0;0;21.0
98;Totaal gewassen onder glas;Sluipwesp tegen dopluis (Microterys);2012;;;19;0.3;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.0;5;0.0;26.6;0.0;12.6;0.0;0.0;0.0;23.4;37.4;0.0;0.0;0.0;0;0.0
99;Totaal gewassen onder glas;Sluipwesp tegen dopluis (Microterys);2016;;;5;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;1;15.6;15.6;15.6;13.3;13.3;26.5;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
100;Totaal gewassen onder glas;Sluipwesp tegen mineervlieg (Dig./Dac.);2012;;;107;1.5;0.4;0.7;0.5;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;162;0.7;25.8;70.3;0.0;3.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;2.0
101;Totaal gewassen onder glas;Sluipwesp tegen mineervlieg (Dig./Dac.);2016;;;57;0.8;0.0;0.0;0.0;0.3;0.6;0.6;0.3;0.3;0.3;0.0;0.0;0.0;163;0.0;0.0;0.0;4.3;50.1;24.7;2.6;8.1;10.3;0.0;0.0;0.0;0;3.0
102;Totaal gewassen onder glas;Sluipwesp tegen mineervlieg (Isaea);2012;;;1355;18.5;2.0;3.8;4.2;9.5;8.7;5.2;2.8;1.9;1.0;1.3;1.1;0.6;4399;2.5;11.2;17.0;18.2;22.5;8.4;8.9;4.5;3.9;2.0;0.6;0.3;1;3.0
103;Totaal gewassen onder glas;Sluipwesp tegen mineervlieg (Isaea);2016;;;576;8.5;0.2;1.0;2.1;2.5;3.0;4.1;3.1;2.3;1.9;0.9;0.2;0.1;3132;0.1;5.8;9.6;34.4;10.4;15.9;6.0;4.2;9.8;3.8;0.1;0.1;0;5.0
104;Totaal gewassen onder glas;Sluipwesp tegen mineervlieg (Siberica);2012;;;308;4.2;2.1;2.3;0.8;0.6;0.9;0.3;0.0;0.0;0.0;0.0;0.0;0.0;468;53.6;28.0;4.1;3.6;5.1;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0;2.0
105;Totaal gewassen onder glas;Sluipwesp tegen mineervlieg (Siberica);2016;;;79;1.2;0.5;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;462;0.5;0.0;99.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;6.0
106;Totaal gewassen onder glas;Sluipwesp tegen witte vlieg (Calif.);2012;;;34;0.5;0.0;0.4;0.4;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;999;0.0;40.8;40.8;0.0;0.0;16.2;2.3;0.0;0.0;0.0;0.0;0.0;0;29.0
107;Totaal gewassen onder glas;Sluipwesp tegen witte vlieg (Calif.);2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
108;Totaal gewassen onder glas;Sluipwesp tegen witte vlieg (Encarsia);2012;;;2046;28.0;14.1;18.8;17.5;15.3;12.2;7.7;4.2;2.9;2.7;1.0;2.1;2.4;341265;11.4;20.2;21.6;13.7;14.5;6.2;5.1;1.1;3.1;1.1;0.7;1.5;47;167.0
109;Totaal gewassen onder glas;Sluipwesp tegen witte vlieg (Encarsia);2016;;;1774;26.2;14.4;17.6;19.2;15.6;11.1;8.2;3.7;4.9;4.9;4.1;4.7;4.7;318525;12.5;15.6;21.9;16.5;10.8;5.1;1.2;2.8;2.8;2.4;4.8;3.6;47;180.0
110;Totaal gewassen onder glas;Sluipwesp tegen witte vlieg (Eremicus);2012;;;669;9.2;0.7;1.0;3.9;3.5;3.0;2.9;3.1;1.3;1.1;0.8;0.1;0.7;61646;1.3;2.5;14.8;16.3;26.8;16.3;13.7;1.8;2.6;1.2;0.0;2.7;8;92.0
111;Totaal gewassen onder glas;Sluipwesp tegen witte vlieg (Eremicus);2016;;;1320;19.5;4.5;3.3;6.2;13.0;11.2;10.9;6.3;5.3;4.3;1.4;0.6;0.6;358037;2.1;1.0;17.2;31.4;16.1;16.0;5.5;4.4;4.9;0.7;0.4;0.3;53;271.0
112;Totaal gewassen onder glas;Sluipwesp tegen witte vlieg (Eretm.);2012;;;194;2.7;0.0;0.0;0.5;0.9;1.2;1.4;0.8;0.2;0.7;0.8;0.0;0.0;8459;0.0;0.0;8.5;14.9;28.5;16.8;18.7;3.5;4.7;4.4;0.0;0.0;1;44.0
113;Totaal gewassen onder glas;Sluipwesp tegen witte vlieg (Eretm.);2016;;;420;6.2;3.3;2.0;2.1;2.2;2.2;1.0;0.5;0.0;0.0;0.3;0.7;0.8;29313;12.7;16.4;20.9;10.9;20.0;7.4;1.5;0.0;0.0;0.5;1.3;8.4;4;70.0
114;Totaal gewassen onder glas;Sluipwesp tegen witte vlieg (Mundus);2012;;;68;0.9;0.0;0.0;0.0;0.0;0.5;0.1;0.1;0.0;0.0;0.0;0.0;0.3;742;0.0;0.0;0.0;0.0;57.1;21.9;10.8;0.0;0.0;0.0;0.0;10.2;0;11.0
115;Totaal gewassen onder glas;Sluipwesp tegen witte vlieg (Mundus);2016;;;19;0.3;0.0;0.0;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;187;0.0;0.0;19.3;80.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;10.0
116;Totaal gewassen onder glas;Sluipwesp tegen wolluis (A. pseudococci);2012;;;27;0.4;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.2;0.2;0.0;0.0;14;0.0;0.0;0.0;0.0;32.8;32.8;0.0;0.0;24.7;9.7;0.0;0.0;0;0.0
117;Totaal gewassen onder glas;Sluipwesp tegen wolluis (A. pseudococci);2016;;;26;0.4;0.1;0.3;0.4;0.4;0.4;0.4;0.1;0.3;0.4;0.1;0.0;0.1;99;4.7;8.4;18.6;10.7;9.1;26.9;3.1;3.9;8.9;1.9;0.0;3.8;0;4.0
118;Totaal gewassen onder glas;Sluipwesp tegen wolluis (Citrina);2012;;;4;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;50.5;25.2;24.3;0.0;0.0;0.0;0.0;0.0;0;0.0
119;Totaal gewassen onder glas;Sluipwesp tegen wolluis (Citrina);2016;;;14;0.2;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;0.0;41.2;0.0;0.0;58.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1.0
120;Totaal gewassen onder glas;Sluipwesp tegen wolluis (Perminutus);2012;;;15;0.2;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;89;0.0;0.0;0.0;0.0;33.3;66.7;0.0;0.0;0.0;0.0;0.0;0.0;0;6.0
121;Totaal gewassen onder glas;Sluipwesp tegen wolluis (Perminutus);2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
122;Totaal gewassen onder glas;Sluipwesp/galmug tegen mineervlieg;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
123;Totaal gewassen onder glas;Sluipwesp/galmug tegen mineervlieg;2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
124;Totaal gewassen onder glas;Zweefvlieg tegen bladluis (Episyrphus);2012;;;67;0.9;0.0;0.0;0.5;0.7;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0;0.0;29.2;60.0;10.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
125;Totaal gewassen onder glas;Zweefvlieg tegen bladluis (Episyrphus);2016;;;94;1.4;0.0;0.0;0.3;1.7;0.4;0.0;0.0;0.2;0.2;0.0;0.0;0.0;26;0.0;0.0;8.8;63.0;15.2;0.0;0.0;11.3;1.9;0.0;0.0;0.0;0;0.0
126;Totaal gewassen onder glas;Roofmijt tegen trips/witte vlieg (Gall);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
127;Totaal gewassen onder glas;Roofmijt tegen trips/witte vlieg (Gall);2016;;;25;0.4;0.1;0.4;0.3;0.1;0.2;0.1;0.1;0.3;0.2;0.0;0.1;0.1;21018;0.3;26.7;19.0;0.2;11.2;0.5;0.2;7.3;5.3;0.0;22.4;6.8;3;856.0
128;Totaal gewassen onder glas;Rooftrips tegen schildluis;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
129;Totaal gewassen onder glas;Rooftrips tegen schildluis;2016;;;3;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84;0.0;11.9;29.8;5.1;15.4;25.6;0.0;0.0;12.1;0.0;0.0;0.0;0;25.0
130;Totaal gewassen onder glas;Sluipwesp tegen rups (Brass);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
131;Totaal gewassen onder glas;Sluipwesp tegen rups (Brass);2016;;;58;0.9;0.1;0.9;0.9;0.3;0.0;0.0;0.1;0.0;0.0;0.3;0.3;0.3;3871;1.9;11.5;8.2;4.3;0.0;0.0;0.0;0.0;0.0;18.5;37.0;18.5;1;67.0
132;Totaal gewassen onder glas;Sluipwesp tegen bladluis (Volucre);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
133;Totaal gewassen onder glas;Sluipwesp tegen bladluis (Volucre);2016;;;35;0.5;0.0;0.0;0.2;0.0;0.4;0.4;0.4;0.4;0.4;0.3;0.3;0.3;231;0.0;0.0;4.7;0.0;3.1;5.3;18.6;37.2;21.4;3.5;3.5;2.6;0;7.0
134;Totaal gewassen onder glas;Sluipwesp tegen dopluis (Flav);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
135;Totaal gewassen onder glas;Sluipwesp tegen dopluis (Flav);2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0;7.0
136;Totaal gewassen onder glas;Sluipwesp tegen wolluis (Fusc);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
137;Totaal gewassen onder glas;Sluipwesp tegen wolluis (Fusc);2016;;;26;0.4;0.1;0.1;0.1;0.1;0.1;0.4;0.4;0.0;0.0;0.0;0.1;0.1;6;2.3;3.1;1.6;2.0;2.0;30.2;54.1;0.0;0.0;0.0;1.6;3.2;0;0.0
138;Totaal gewassen onder glas;Sluipwesp tegen rups (Acha);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
139;Totaal gewassen onder glas;Sluipwesp tegen rups (Acha);2016;;;105;1.6;0.8;0.8;0.8;1.1;1.1;1.1;0.1;0.0;0.0;0.0;0.0;0.0;23597;0.0;0.0;0.0;40.5;34.5;18.9;4.1;2.0;0.0;0.0;0.0;0.0;3;225.0
140;Totaal gewassen onder glas;Roofwants tegen trips (Insi);2012;;;5;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;13.0
141;Totaal gewassen onder glas;Roofwants tegen trips (Insi);2016;;;5;0.1;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;351;0.0;0.0;0.0;29.4;70.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;67.0
142;Totaal gewassen onder glas;Roofwants tegen trips (Maju);2012;;;177;2.4;0.3;0.3;1.4;1.1;1.0;0.9;0.8;0.4;0.8;0.8;0.4;0.0;2834;26.6;10.2;9.2;29.7;5.9;6.2;6.2;2.4;2.5;0.8;0.2;0.0;0;16.0
143;Totaal gewassen onder glas;Roofwants tegen trips (Maju);2016;;;40;0.6;0.0;0.3;0.5;0.1;0.2;0.1;0.0;0.1;0.1;0.0;0.0;0.0;390;0.0;19.7;57.6;14.1;3.4;0.7;0.0;2.3;2.3;0.0;0.0;0.0;0;10.0
144;Totaal gewassen onder glas;Roofwants tegen trips (Laev);2012;;;1098;15.0;1.9;7.3;10.2;6.5;2.6;1.2;0.3;0.0;0.0;0.0;0.7;0.7;10498;4.0;21.7;39.6;22.9;8.6;1.8;0.4;0.0;0.0;0.0;0.3;0.7;1;10.0
145;Totaal gewassen onder glas;Roofwants tegen trips (Laev);2016;;;1085;16.0;1.3;8.0;10.5;8.4;6.2;4.0;1.9;0.1;0.3;0.0;0.0;0.3;23340;5.4;26.2;28.5;19.1;10.3;8.1;1.9;0.1;0.4;0.0;0.0;0.0;3;22.0
146;Totaal gewassen onder glas;Zweefvlieg tegen bladluis (Ruep);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
147;Totaal gewassen onder glas;Zweefvlieg tegen bladluis (Ruep);2016;;;70;1.0;0.1;0.1;1.2;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29;11.1;11.9;31.7;21.7;21.7;0.0;0.0;0.0;1.9;0.0;0.0;0.0;0;0.0
148;Totaal gewassen onder glas;Roofkever tegen dopluis;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
149;Totaal gewassen onder glas;Roofkever tegen dopluis;2016;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
150;Totaal gewassen onder glas;Roofkever tegen bladluis (Quad);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
151;Totaal gewassen onder glas;Roofkever tegen bladluis (Quad);2016;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;40.0;40.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
152;Totaal gewassen onder glas;Roofkever tegen varenrouwmug;2012;;;46;0.6;0.0;0.0;0.4;0.0;0.4;0.0;0.0;0.0;0.0;0.2;0.0;0.0;73;0.0;6.2;52.9;0.0;4.9;0.0;0.0;0.0;0.0;36.0;0.0;0.0;0;2.0
153;Totaal gewassen onder glas;Roofkever tegen varenrouwmug;2016;;;97;1.4;0.0;0.0;0.0;0.3;0.0;0.5;0.2;0.1;0.1;0.2;0.6;0.3;424;0.0;0.0;0.0;1.1;0.0;56.7;8.9;13.3;1.7;2.0;6.7;9.6;0;4.0
154;Totaal gewassen onder glas;Aaltjes tegen kevers (Megi)             ;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
155;Totaal gewassen onder glas;Aaltjes tegen kevers (Megi)             ;2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;0.0
156;Totaal gewassen onder glas;Sluipwesp tegen rups (Evan/Bras);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
157;Totaal gewassen onder glas;Sluipwesp tegen rups (Evan/Bras);2016;;;125;1.8;0.5;0.5;1.0;0.9;0.5;0.5;0.4;0.4;0.4;0.5;0.0;0.0;119558;12.0;12.0;32.9;21.2;7.0;7.0;0.3;2.2;3.2;2.2;0.0;0.0;18;957.0
158;Totaal gewassen onder glas;Sluipwesp tegen witte vlieg (Form...;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
159;Totaal gewassen onder glas;Sluipwesp tegen witte vlieg (Form...;2016;;;20;0.3;0.0;0.0;0.0;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1260;0.0;0.0;0.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;63.0
160;Totaal gewassen onder glas;Sluipwesp tegen bladluis (Abdo/Cole.....;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
161;Totaal gewassen onder glas;Sluipwesp tegen bladluis (Abdo/Cole.....;2016;;;10;0.1;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112;0.0;0.0;94.4;0.0;0.0;0.0;0.0;0.0;5.6;0.0;0.0;0.0;0;12.0
162;Totaal gewassen onder glas;Sluipwesp tegen bladluis (Volu/Cole...;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
163;Totaal gewassen onder glas;Sluipwesp tegen bladluis (Volu/Cole...;2016;;;104;1.5;0.0;0.0;0.6;1.1;1.3;1.1;0.8;1.0;0.2;0.4;0.4;0.1;750;0.0;0.0;11.4;5.4;4.0;3.9;59.3;14.8;0.8;0.2;0.1;0.1;0;7.0
164;Totaal gewassen onder glas;Sluipwesp/galmug tegen bladluis(Matr/...;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
165;Totaal gewassen onder glas;Sluipwesp/galmug tegen bladluis(Matr/...;2016;;;17;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.3;0.0;0.0;0.0;0.0;96;0.0;0.0;0.0;0.0;0.0;0.0;50.0;50.0;0.0;0.0;0.0;0.0;0;6.0
166;Totaal bloemen onder glas;Totaal bestrijders;2012;;;1523;44.9;22.6;27.3;29.2;29.6;34.5;32.9;32.7;28.0;24.8;27.0;26.7;24.3;11377975;5.5;6.4;7.5;8.0;7.6;8.7;16.8;9.3;8.3;8.0;8.0;5.7;3353;7469.0
167;Totaal bloemen onder glas;Totaal bestrijders;2016;;;1983;69.2;45.2;49.2;55.3;52.8;51.3;52.4;49.8;48.6;48.9;45.4;45.9;43.7;8319461;5.1;5.6;7.5;8.6;7.6;15.2;8.0;9.6;8.8;9.3;7.4;7.3;2906;4196.0
168;Totaal bloemen onder glas;Aaltjes totaal;2012;;;471;13.9;5.0;5.9;7.3;6.0;7.8;5.1;5.4;4.8;4.7;5.6;5.0;5.4;0;;;;;;;;;;;;;0;0.0
169;Totaal bloemen onder glas;Aaltjes totaal;2016;;;832;29.0;13.1;14.7;15.6;16.7;16.7;19.0;15.6;12.4;15.7;13.7;16.1;16.2;0;;;;;;;;;;;;;0;0.0
170;Totaal bloemen onder glas;Gaasvliegen totaal;2012;;;94;2.8;0.0;0.9;0.0;0.0;1.1;0.0;0.7;0.7;0.6;0.6;0.6;0.6;2939;0.0;0.2;0.0;0.0;0.4;0.0;19.3;28.9;9.6;41.5;0.1;0.1;1;31.0
171;Totaal bloemen onder glas;Gaasvliegen totaal;2016;;;66;2.3;0.7;0.7;1.3;1.1;1.0;1.5;0.5;0.5;0.1;0.5;0.2;0.2;4942;1.6;3.2;3.6;11.9;24.1;20.0;12.2;22.1;0.0;1.3;0.0;0.0;2;75.0
172;Totaal bloemen onder glas;Galmuggen totaal;2012;;;282;8.3;1.0;1.7;3.6;2.2;3.8;2.8;3.3;2.2;1.5;2.4;0.7;0.6;4953;1.0;3.5;6.7;25.0;17.9;5.8;19.7;4.0;3.6;3.8;0.9;8.0;1;18.0
173;Totaal bloemen onder glas;Galmuggen totaal;2016;;;391;13.7;4.4;5.3;7.8;8.6;7.6;7.9;4.4;3.4;5.0;4.8;4.4;5.2;8061;2.0;3.8;7.6;9.4;8.1;27.3;5.4;3.6;6.1;10.2;11.4;5.1;3;21.0
174;Totaal bloemen onder glas;Mix van biologische bestrijders totaal;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
175;Totaal bloemen onder glas;Mix van biologische bestrijders totaal;2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
176;Totaal bloemen onder glas;Roofkever totaal;2012;;;254;7.5;1.3;1.7;0.8;3.6;3.2;3.6;4.1;1.8;1.4;1.9;0.2;0.3;2691;3.2;14.9;13.4;18.1;10.3;15.5;12.3;7.7;2.5;2.2;0.0;0.1;1;11.0
177;Totaal bloemen onder glas;Roofkever totaal;2016;;;394;13.8;2.8;3.5;4.6;6.5;7.1;7.5;5.2;5.3;4.2;4.8;6.6;4.9;6761;4.9;5.1;7.0;6.2;10.9;21.5;6.7;9.1;6.5;6.7;7.3;7.9;2;17.0
178;Totaal bloemen onder glas;Roofmijt totaal;2012;;;1394;41.1;20.1;24.7;24.0;24.6;30.1;29.1;30.7;24.1;22.6;23.8;23.4;21.0;11272148;5.6;6.3;7.5;8.0;7.6;8.7;16.8;9.3;8.4;8.1;8.1;5.7;3322;8088.0
179;Totaal bloemen onder glas;Roofmijt totaal;2016;;;1840;64.2;37.8;43.8;46.3;46.1;44.9;46.6;41.4;42.1;43.6;39.2;39.7;37.1;8173388;5.1;5.6;7.5;8.4;7.3;15.2;8.1;9.6;8.9;9.3;7.5;7.4;2855;4443.0
180;Totaal bloemen onder glas;Rooftrips totaal;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
181;Totaal bloemen onder glas;Rooftrips totaal;2016;;;10;0.3;0.0;0.1;0.1;0.1;0.1;0.1;0.0;0.0;0.3;0.2;0.2;0.2;123;0.0;8.1;20.2;3.5;10.4;17.4;0.0;0.0;11.4;12.8;12.8;3.2;0;12.0
182;Totaal bloemen onder glas;Roofwants totaal;2012;;;233;6.9;0.0;0.4;2.7;2.2;2.2;1.7;1.9;0.8;1.8;1.8;2.5;1.7;6818;0.0;13.0;11.0;11.7;3.1;2.5;13.3;1.0;1.0;27.3;0.6;15.4;2;29.0
183;Totaal bloemen onder glas;Roofwants totaal;2016;;;119;4.1;1.8;1.6;2.7;2.0;2.1;2.1;1.9;0.9;1.3;0.7;0.7;1.4;7389;7.8;7.8;8.1;8.3;8.0;15.4;7.4;7.3;7.3;7.6;7.6;7.6;3;62.0
184;Totaal bloemen onder glas;Sluipwesp totaal;2012;;;752;22.2;5.2;6.0;9.5;8.9;13.6;14.5;12.5;10.3;6.3;5.9;4.0;4.7;88426;3.6;15.4;11.2;16.4;15.3;10.7;17.0;4.9;2.0;1.1;0.6;1.8;26;118.0
185;Totaal bloemen onder glas;Sluipwesp totaal;2016;;;786;27.4;5.9;6.6;9.4;14.4;15.7;16.0;13.2;13.7;12.4;9.5;6.0;4.7;118798;11.9;3.7;5.6;20.2;21.5;13.1;5.0;6.0;3.4;6.2;2.3;1.1;41;151.0
186;Totaal bloemen onder glas;Zweefvlieg totaal;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
187;Totaal bloemen onder glas;Zweefvlieg totaal;2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
188;Totaal bloemen onder glas;Aaltjes tegen keverlarven (Kraussei);2012;;;41;1.2;0.0;0.0;0.0;0.0;0.0;0.0;1.1;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;0.0
189;Totaal bloemen onder glas;Aaltjes tegen keverlarven (Kraussei);2016;;;49;1.7;0.2;0.2;0.7;0.1;0.6;0.9;0.1;0.1;0.2;0.3;0.3;0.0;0;;;;;;;;;;;;;0;0.0
190;Totaal bloemen onder glas;Aaltjes tegen kevers (Heterorhabditis);2012;;;43;1.3;0.0;0.0;0.1;1.1;1.1;1.1;1.0;1.0;1.0;1.4;1.4;1.3;0;;;;;;;;;;;;;0;0.0
191;Totaal bloemen onder glas;Aaltjes tegen kevers (Heterorhabditis);2016;;;16;0.6;0.0;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0;;;;;;;;;;;;;0;0.0
192;Totaal bloemen onder glas;Aaltjes tegen rupsen (Carpocapsae);2012;;;69;2.0;0.3;0.0;1.5;0.0;0.0;0.1;0.2;0.0;0.0;0.5;0.1;0.1;0;;;;;;;;;;;;;0;0.0
193;Totaal bloemen onder glas;Aaltjes tegen rupsen (Carpocapsae);2016;;;159;5.6;1.8;2.4;1.3;1.9;1.9;2.5;2.0;1.2;2.2;1.9;2.5;2.5;0;;;;;;;;;;;;;0;0.0
194;Totaal bloemen onder glas;Aaltjes tegen slakken (Phasmarhabditis);2012;;;9;0.3;0.3;0.3;0.0;0.3;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;0.0
