ID;SBI93;Perioden;BanenVanWerknemersTotaal_1;MannelijkeWerknemers_2;VrouwelijkeWerknemers_3
1301;2812 VV metalen ramen, deuren en ..;2009 december voorlopig;4.3;3.8;0.5
1302;282 VV tanks en reservoirs en van ..;2006 december voorlopig;6.8;6.3;0.5
1303;282 VV tanks en reservoirs en van ..;2006 december nader voorlopig;6.8;6.3;0.5
1304;282 VV tanks en reservoirs en van ..;2007 december voorlopig;6.9;6.4;0.5
1305;282 VV tanks en reservoirs en van ..;2007 december nader voorlopig;6.9;6.4;0.5
1306;282 VV tanks en reservoirs en van ..;2008 december voorlopig;7.0;6.5;0.5
1307;282 VV tanks en reservoirs en van ..;2008 december nader voorlopig;4.9;4.5;0.5
1308;282 VV tanks en reservoirs en van ..;2009 december voorlopig;4.4;4.0;0.4
1309;2821 VV tanks en reservoirs;2006 december voorlopig;4.9;4.6;0.3
1310;2821 VV tanks en reservoirs;2006 december nader voorlopig;5.0;4.7;0.3
1311;2821 VV tanks en reservoirs;2007 december voorlopig;5.1;4.8;0.3
1312;2821 VV tanks en reservoirs;2007 december nader voorlopig;5.1;4.8;0.3
1313;2821 VV tanks en reservoirs;2008 december voorlopig;5.1;4.8;0.3
1314;2821 VV tanks en reservoirs;2008 december nader voorlopig;3.0;2.8;0.2
1315;2821 VV tanks en reservoirs;2009 december voorlopig;2.5;2.3;0.2
1316;2822 VV ketels en radiatoren voor de ..;2006 december voorlopig;1.8;1.6;0.2
1317;2822 VV ketels en radiatoren voor de ..;2006 december nader voorlopig;1.8;1.6;0.2
1318;2822 VV ketels en radiatoren voor de ..;2007 december voorlopig;1.8;1.6;0.2
1319;2822 VV ketels en radiatoren voor de ..;2007 december nader voorlopig;1.8;1.6;0.2
1320;2822 VV ketels en radiatoren voor de ..;2008 december voorlopig;1.9;1.7;0.2
1321;2822 VV ketels en radiatoren voor de ..;2008 december nader voorlopig;1.9;1.7;0.2
1322;2822 VV ketels en radiatoren voor de ..;2009 december voorlopig;1.9;1.7;0.2
1323;283 Vervaardiging van stoomketels;2006 december voorlopig;0.8;0.7;0.1
1324;283 Vervaardiging van stoomketels;2006 december nader voorlopig;0.8;0.7;0.1
1325;283 Vervaardiging van stoomketels;2007 december voorlopig;0.8;0.7;0.1
1326;283 Vervaardiging van stoomketels;2007 december nader voorlopig;0.8;0.7;0.1
1327;283 Vervaardiging van stoomketels;2008 december voorlopig;0.9;0.8;0.1
1328;283 Vervaardiging van stoomketels;2008 december nader voorlopig;0.9;0.8;0.1
1329;283 Vervaardiging van stoomketels;2009 december voorlopig;1.1;1.0;0.1
1330;284 Smeden, persen, stampen en ..;2006 december voorlopig;9.0;7.9;1.1
1331;284 Smeden, persen, stampen en ..;2006 december nader voorlopig;9.0;8.0;1.0
1332;284 Smeden, persen, stampen en ..;2007 december voorlopig;9.3;8.2;1.0
1333;284 Smeden, persen, stampen en ..;2007 december nader voorlopig;9.3;8.2;1.0
1334;284 Smeden, persen, stampen en ..;2008 december voorlopig;9.5;8.4;1.1
1335;284 Smeden, persen, stampen en ..;2008 december nader voorlopig;9.5;8.4;1.1
1336;284 Smeden, persen, stampen en ..;2009 december voorlopig;8.2;7.3;0.9
1337;285 O Oppervlaktebehandeling en ..;2006 december voorlopig;22.1;19.3;2.8
1338;285 O Oppervlaktebehandeling en ..;2006 december nader voorlopig;22.2;19.6;2.7
1339;285 O Oppervlaktebehandeling en ..;2007 december voorlopig;23.2;20.4;2.8
1340;285 O Oppervlaktebehandeling en ..;2007 december nader voorlopig;23.0;20.2;2.8
1341;285 O Oppervlaktebehandeling en ..;2008 december voorlopig;22.4;19.6;2.8
1342;285 O Oppervlaktebehandeling en ..;2008 december nader voorlopig;22.3;19.5;2.8
1343;285 O Oppervlaktebehandeling en ..;2009 december voorlopig;19.2;16.9;2.3
1344;2851 Oppervlaktebehandeling;2006 december voorlopig;8.4;7.2;1.2
1345;2851 Oppervlaktebehandeling;2006 december nader voorlopig;8.4;7.2;1.2
1346;2851 Oppervlaktebehandeling;2007 december voorlopig;8.7;7.4;1.2
1347;2851 Oppervlaktebehandeling;2007 december nader voorlopig;8.6;7.4;1.2
1348;2851 Oppervlaktebehandeling;2008 december voorlopig;8.1;6.9;1.2
1349;2851 Oppervlaktebehandeling;2008 december nader voorlopig;8.1;6.9;1.2
1350;2851 Oppervlaktebehandeling;2009 december voorlopig;7.0;6.1;1.0
1351;2852 Overige metaalbewerking;2006 december voorlopig;13.6;12.1;1.6
1352;2852 Overige metaalbewerking;2006 december nader voorlopig;13.9;12.4;1.5
1353;2852 Overige metaalbewerking;2007 december voorlopig;14.5;12.9;1.6
1354;2852 Overige metaalbewerking;2007 december nader voorlopig;14.4;12.8;1.6
1355;2852 Overige metaalbewerking;2008 december voorlopig;14.3;12.7;1.6
1356;2852 Overige metaalbewerking;2008 december nader voorlopig;14.2;12.6;1.6
1357;2852 Overige metaalbewerking;2009 december voorlopig;12.2;10.8;1.3
1358;286 VV scharen en bestek, gereedschap ..;2006 december voorlopig;4.4;3.8;0.6
1359;286 VV scharen en bestek, gereedschap ..;2006 december nader voorlopig;4.5;3.8;0.6
1360;286 VV scharen en bestek, gereedschap ..;2007 december voorlopig;4.5;3.9;0.7
1361;286 VV scharen en bestek, gereedschap ..;2007 december nader voorlopig;4.5;3.8;0.7
1362;286 VV scharen en bestek, gereedschap ..;2008 december voorlopig;4.6;4.0;0.6
1363;286 VV scharen en bestek, gereedschap ..;2008 december nader voorlopig;4.6;4.0;0.6
1364;286 VV scharen en bestek, gereedschap ..;2009 december voorlopig;3.8;3.3;0.5
1365;287 VV overige producten van metaal ..;2006 december voorlopig;13.0;11.0;2.0
1366;287 VV overige producten van metaal ..;2006 december nader voorlopig;13.0;11.1;2.0
1367;287 VV overige producten van metaal ..;2007 december voorlopig;13.6;11.5;2.1
1368;287 VV overige producten van metaal ..;2007 december nader voorlopig;13.5;11.4;2.1
1369;287 VV overige producten van metaal ..;2008 december voorlopig;13.6;11.5;2.1
1370;287 VV overige producten van metaal ..;2008 december nader voorlopig;13.4;11.3;2.1
1371;287 VV overige producten van metaal ..;2009 december voorlopig;11.3;9.5;1.8
1372;2871 VV stalen vaten, fusten en ..;2006 december voorlopig;0.6;0.5;0.1
1373;2871 VV stalen vaten, fusten en ..;2006 december nader voorlopig;0.6;0.5;0.1
1374;2871 VV stalen vaten, fusten en ..;2007 december voorlopig;0.7;0.6;0.1
1375;2871 VV stalen vaten, fusten en ..;2007 december nader voorlopig;0.7;0.6;0.1
1376;2871 VV stalen vaten, fusten en ..;2008 december voorlopig;0.6;0.5;0.1
1377;2871 VV stalen vaten, fusten en ..;2008 december nader voorlopig;0.6;0.5;0.1
1378;2871 VV stalen vaten, fusten en ..;2009 december voorlopig;0.6;0.5;0.0
1379;2872 Vervaardiging van blikwaren;2006 december voorlopig;2.0;1.9;0.1
1380;2872 Vervaardiging van blikwaren;2006 december nader voorlopig;2.0;1.9;0.1
1381;2872 Vervaardiging van blikwaren;2007 december voorlopig;2.0;1.9;0.1
1382;2872 Vervaardiging van blikwaren;2007 december nader voorlopig;2.0;1.9;0.1
1383;2872 Vervaardiging van blikwaren;2008 december voorlopig;2.0;1.8;0.2
1384;2872 Vervaardiging van blikwaren;2008 december nader voorlopig;2.0;1.8;0.2
1385;2872 Vervaardiging van blikwaren;2009 december voorlopig;2.0;1.8;0.1
1386;2873 VV artikelen van draad;2006 december voorlopig;2.0;1.8;0.2
1387;2873 VV artikelen van draad;2006 december nader voorlopig;1.9;1.7;0.2
1388;2873 VV artikelen van draad;2007 december voorlopig;2.0;1.8;0.2
1389;2873 VV artikelen van draad;2007 december nader voorlopig;1.9;1.7;0.2
1390;2873 VV artikelen van draad;2008 december voorlopig;1.9;1.7;0.2
1391;2873 VV artikelen van draad;2008 december nader voorlopig;1.9;1.7;0.2
1392;2873 VV artikelen van draad;2009 december voorlopig;1.7;1.5;0.2
1393;2874 VV bouten, schroeven en moeren, ..;2006 december voorlopig;1.4;1.2;0.2
1394;2874 VV bouten, schroeven en moeren, ..;2006 december nader voorlopig;1.4;1.2;0.2
1395;2874 VV bouten, schroeven en moeren, ..;2007 december voorlopig;1.4;1.2;0.2
1396;2874 VV bouten, schroeven en moeren, ..;2007 december nader voorlopig;1.4;1.2;0.2
1397;2874 VV bouten, schroeven en moeren, ..;2008 december voorlopig;1.2;1.1;0.2
1398;2874 VV bouten, schroeven en moeren, ..;2008 december nader voorlopig;1.2;1.1;0.2
1399;2874 VV bouten, schroeven en moeren, ..;2009 december voorlopig;1.1;0.9;0.1
1400;2875 VV overige producten van metaal ..;2006 december voorlopig;7.0;5.6;1.4
1401;2875 VV overige producten van metaal ..;2006 december nader voorlopig;7.2;5.8;1.4
1402;2875 VV overige producten van metaal ..;2007 december voorlopig;7.5;6.0;1.5
1403;2875 VV overige producten van metaal ..;2007 december nader voorlopig;7.4;5.9;1.5
1404;2875 VV overige producten van metaal ..;2008 december voorlopig;7.9;6.4;1.5
1405;2875 VV overige producten van metaal ..;2008 december nader voorlopig;7.7;6.2;1.5
1406;2875 VV overige producten van metaal ..;2009 december voorlopig;6.0;4.8;1.3
1407;29 VV machines en apparaten;2006 december voorlopig;88.1;77.5;10.6
1408;29 VV machines en apparaten;2006 december nader voorlopig;90.9;80.2;10.7
1409;29 VV machines en apparaten;2007 december voorlopig;93.8;82.6;11.2
1410;29 VV machines en apparaten;2007 december nader voorlopig;97.6;85.4;12.2
1411;29 VV machines en apparaten;2008 december voorlopig;95.9;84.3;11.6
1412;29 VV machines en apparaten;2008 december nader voorlopig;95.4;83.8;11.6
1413;29 VV machines en apparaten;2009 december voorlopig;90.4;79.5;10.9
1414;291 VV machines voor de productie en ..;2006 december voorlopig;15.6;13.5;2.1
1415;291 VV machines voor de productie en ..;2006 december nader voorlopig;15.5;13.5;2.0
1416;291 VV machines voor de productie en ..;2007 december voorlopig;16.3;14.1;2.2
1417;291 VV machines voor de productie en ..;2007 december nader voorlopig;16.4;14.2;2.2
1418;291 VV machines voor de productie en ..;2008 december voorlopig;16.6;14.3;2.3
1419;291 VV machines voor de productie en ..;2008 december nader voorlopig;16.5;14.2;2.3
1420;291 VV machines voor de productie en ..;2009 december voorlopig;16.3;14.1;2.1
1421;2911 Vervaardiging en revisie van ..;2006 december voorlopig;4.0;3.6;0.5
1422;2911 Vervaardiging en revisie van ..;2006 december nader voorlopig;4.0;3.6;0.4
1423;2911 Vervaardiging en revisie van ..;2007 december voorlopig;4.3;3.8;0.5
1424;2911 Vervaardiging en revisie van ..;2007 december nader voorlopig;4.3;3.8;0.5
1425;2911 Vervaardiging en revisie van ..;2008 december voorlopig;5.0;4.4;0.6
1426;2911 Vervaardiging en revisie van ..;2008 december nader voorlopig;4.9;4.3;0.6
1427;2911 Vervaardiging en revisie van ..;2009 december voorlopig;3.8;3.4;0.5
1428;2912 VV pompen en compressoren;2006 december voorlopig;7.0;6.1;0.9
1429;2912 VV pompen en compressoren;2006 december nader voorlopig;6.9;6.1;0.9
1430;2912 VV pompen en compressoren;2007 december voorlopig;7.4;6.4;0.9
1431;2912 VV pompen en compressoren;2007 december nader voorlopig;7.4;6.4;0.9
1432;2912 VV pompen en compressoren;2008 december voorlopig;7.7;6.7;1.0
1433;2912 VV pompen en compressoren;2008 december nader voorlopig;7.6;6.6;1.0
1434;2912 VV pompen en compressoren;2009 december voorlopig;9.0;7.9;1.1
1435;2913 Vervaardiging van appendages;2006 december voorlopig;2.7;2.2;0.6
1436;2913 Vervaardiging van appendages;2006 december nader voorlopig;2.7;2.2;0.6
1437;2913 Vervaardiging van appendages;2007 december voorlopig;2.7;2.2;0.6
1438;2913 Vervaardiging van appendages;2007 december nader voorlopig;2.8;2.2;0.6
1439;2913 Vervaardiging van appendages;2008 december voorlopig;2.7;2.1;0.6
1440;2913 Vervaardiging van appendages;2008 december nader voorlopig;2.7;2.1;0.6
1441;2913 Vervaardiging van appendages;2009 december voorlopig;2.3;1.9;0.4
1442;2914 VV tandwielen, lagers en andere ..;2006 december voorlopig;1.8;1.6;0.2
1443;2914 VV tandwielen, lagers en andere ..;2006 december nader voorlopig;1.8;1.6;0.2
1444;2914 VV tandwielen, lagers en andere ..;2007 december voorlopig;1.9;1.7;0.2
1445;2914 VV tandwielen, lagers en andere ..;2007 december nader voorlopig;2.0;1.8;0.2
1446;2914 VV tandwielen, lagers en andere ..;2008 december voorlopig;1.2;1.1;0.1
1447;2914 VV tandwielen, lagers en andere ..;2008 december nader voorlopig;1.2;1.1;0.1
1448;2914 VV tandwielen, lagers en andere ..;2009 december voorlopig;1.2;1.0;0.1
1449;292 VV overige machines en apparaten ..;2006 december voorlopig;34.9;30.8;4.1
1450;292 VV overige machines en apparaten ..;2006 december nader voorlopig;35.7;31.9;3.9
1451;292 VV overige machines en apparaten ..;2007 december voorlopig;36.7;32.6;4.1
1452;292 VV overige machines en apparaten ..;2007 december nader voorlopig;37.0;32.8;4.2
1453;292 VV overige machines en apparaten ..;2008 december voorlopig;38.2;33.8;4.4
1454;292 VV overige machines en apparaten ..;2008 december nader voorlopig;38.3;33.9;4.4
1455;292 VV overige machines en apparaten ..;2009 december voorlopig;35.1;31.0;4.1
1456;2921 VV industriële ovens en branders;2006 december voorlopig;1.1;1.0;0.1
1457;2921 VV industriële ovens en branders;2006 december nader voorlopig;0.7;0.7;0.1
1458;2921 VV industriële ovens en branders;2007 december voorlopig;0.7;0.6;0.1
1459;2921 VV industriële ovens en branders;2007 december nader voorlopig;0.8;0.7;0.1
1460;2921 VV industriële ovens en branders;2008 december voorlopig;1.2;1.1;0.2
1461;2921 VV industriële ovens en branders;2008 december nader voorlopig;1.2;1.1;0.2
1462;2921 VV industriële ovens en branders;2009 december voorlopig;1.0;0.9;0.1
1463;2922 VV hijs-, hef- en andere ..;2006 december voorlopig;12.8;11.4;1.4
1464;2922 VV hijs-, hef- en andere ..;2006 december nader voorlopig;12.8;11.5;1.3
1465;2922 VV hijs-, hef- en andere ..;2007 december voorlopig;13.2;11.9;1.4
1466;2922 VV hijs-, hef- en andere ..;2007 december nader voorlopig;13.3;11.9;1.4
1467;2922 VV hijs-, hef- en andere ..;2008 december voorlopig;13.8;12.4;1.5
1468;2922 VV hijs-, hef- en andere ..;2008 december nader voorlopig;13.8;12.3;1.5
1469;2922 VV hijs-, hef- en andere ..;2009 december voorlopig;12.9;11.4;1.4
1470;2923 VV machines en apparaten voor ..;2006 december voorlopig;8.7;7.6;1.1
1471;2923 VV machines en apparaten voor ..;2006 december nader voorlopig;8.8;7.7;1.0
1472;2923 VV machines en apparaten voor ..;2007 december voorlopig;8.8;7.7;1.1
1473;2923 VV machines en apparaten voor ..;2007 december nader voorlopig;8.9;7.8;1.1
1474;2923 VV machines en apparaten voor ..;2008 december voorlopig;9.3;8.1;1.2
1475;2923 VV machines en apparaten voor ..;2008 december nader voorlopig;9.6;8.3;1.2
1476;2923 VV machines en apparaten voor ..;2009 december voorlopig;8.8;7.7;1.2
1477;2924 VV overige machines en apparaten ..;2006 december voorlopig;12.3;10.8;1.5
1478;2924 VV overige machines en apparaten ..;2006 december nader voorlopig;13.5;12.0;1.5
1479;2924 VV overige machines en apparaten ..;2007 december voorlopig;13.9;12.3;1.5
1480;2924 VV overige machines en apparaten ..;2007 december nader voorlopig;13.9;12.3;1.6
1481;2924 VV overige machines en apparaten ..;2008 december voorlopig;13.8;12.3;1.6
1482;2924 VV overige machines en apparaten ..;2008 december nader voorlopig;13.6;12.1;1.5
1483;2924 VV overige machines en apparaten ..;2009 december voorlopig;12.4;11.0;1.4
1484;293 VV landbouwmachines en -werktuigen;2006 december voorlopig;8.8;7.8;1.0
1485;293 VV landbouwmachines en -werktuigen;2006 december nader voorlopig;8.9;7.9;1.0
1486;293 VV landbouwmachines en -werktuigen;2007 december voorlopig;9.4;8.4;1.0
1487;293 VV landbouwmachines en -werktuigen;2007 december nader voorlopig;9.4;8.4;1.0
1488;293 VV landbouwmachines en -werktuigen;2008 december voorlopig;9.7;8.7;1.1
1489;293 VV landbouwmachines en -werktuigen;2008 december nader voorlopig;9.6;8.5;1.1
1490;293 VV landbouwmachines en -werktuigen;2009 december voorlopig;9.6;8.6;1.0
1491;2931 Vervaardiging van landbouwtractoren;2006 december voorlopig;0.0;0.0;0.0
1492;2931 Vervaardiging van landbouwtractoren;2006 december nader voorlopig;0.0;0.0;0.0
1493;2931 Vervaardiging van landbouwtractoren;2007 december voorlopig;0.0;0.0;0.0
1494;2931 Vervaardiging van landbouwtractoren;2007 december nader voorlopig;0.0;0.0;0.0
1495;2931 Vervaardiging van landbouwtractoren;2008 december voorlopig;0.1;0.0;0.0
1496;2931 Vervaardiging van landbouwtractoren;2008 december nader voorlopig;0.1;0.0;0.0
1497;2931 Vervaardiging van landbouwtractoren;2009 december voorlopig;0.5;0.4;0.0
1498;2932 VV landbouwmachines en ..;2006 december voorlopig;8.8;7.8;1.0
1499;2932 VV landbouwmachines en ..;2006 december nader voorlopig;8.8;7.9;0.9
1500;2932 VV landbouwmachines en ..;2007 december voorlopig;9.4;8.4;1.0
1501;2932 VV landbouwmachines en ..;2007 december nader voorlopig;9.3;8.3;1.0
1502;2932 VV landbouwmachines en ..;2008 december voorlopig;9.7;8.6;1.1
1503;2932 VV landbouwmachines en ..;2008 december nader voorlopig;9.5;8.5;1.1
1504;2932 VV landbouwmachines en ..;2009 december voorlopig;9.1;8.2;1.0
1505;294 VV gereedschapswerktuigen;2006 december voorlopig;2.4;2.1;0.3
1506;294 VV gereedschapswerktuigen;2006 december nader voorlopig;2.4;2.1;0.2
1507;294 VV gereedschapswerktuigen;2007 december voorlopig;2.5;2.2;0.3
1508;294 VV gereedschapswerktuigen;2007 december nader voorlopig;2.5;2.2;0.3
1509;294 VV gereedschapswerktuigen;2008 december voorlopig;2.7;2.4;0.3
1510;294 VV gereedschapswerktuigen;2008 december nader voorlopig;2.7;2.4;0.3
1511;294 VV gereedschapswerktuigen;2009 december voorlopig;2.4;2.1;0.3
1512;2941 VV elektrisch handgereedschap;2006 december voorlopig;0.2;0.2;0.0
1513;2941 VV elektrisch handgereedschap;2006 december nader voorlopig;0.2;0.1;0.0
1514;2941 VV elektrisch handgereedschap;2007 december voorlopig;0.2;0.1;0.0
1515;2941 VV elektrisch handgereedschap;2007 december nader voorlopig;0.2;0.1;0.0
1516;2941 VV elektrisch handgereedschap;2008 december voorlopig;0.2;0.2;0.0
1517;2941 VV elektrisch handgereedschap;2008 december nader voorlopig;0.2;0.2;0.0
1518;2941 VV elektrisch handgereedschap;2009 december voorlopig;0.1;0.1;0.0
1519;2942 VV gereedschapswerktuigen voor ..;2006 december voorlopig;1.5;1.3;0.2
1520;2942 VV gereedschapswerktuigen voor ..;2006 december nader voorlopig;1.5;1.4;0.1
1521;2942 VV gereedschapswerktuigen voor ..;2007 december voorlopig;1.7;1.5;0.2
1522;2942 VV gereedschapswerktuigen voor ..;2007 december nader voorlopig;1.6;1.5;0.2
1523;2942 VV gereedschapswerktuigen voor ..;2008 december voorlopig;1.7;1.5;0.2
1524;2942 VV gereedschapswerktuigen voor ..;2008 december nader voorlopig;1.7;1.5;0.2
1525;2942 VV gereedschapswerktuigen voor ..;2009 december voorlopig;1.5;1.3;0.2
1526;2943 VV gereedschapswerktuigen (niet ..;2006 december voorlopig;0.7;0.6;0.1
1527;2943 VV gereedschapswerktuigen (niet ..;2006 december nader voorlopig;0.7;0.6;0.1
1528;2943 VV gereedschapswerktuigen (niet ..;2007 december voorlopig;0.6;0.6;0.1
1529;2943 VV gereedschapswerktuigen (niet ..;2007 december nader voorlopig;0.6;0.6;0.1
1530;2943 VV gereedschapswerktuigen (niet ..;2008 december voorlopig;0.8;0.7;0.1
1531;2943 VV gereedschapswerktuigen (niet ..;2008 december nader voorlopig;0.8;0.7;0.1
1532;2943 VV gereedschapswerktuigen (niet ..;2009 december voorlopig;0.8;0.7;0.1
1533;2950a VV overige machines, wapens en ..;2006 december voorlopig;24.2;21.5;2.7
1534;2950a VV overige machines, wapens en ..;2006 december nader voorlopig;24.2;21.5;2.7
1535;2950a VV overige machines, wapens en ..;2007 december voorlopig;24.9;22.1;2.8
1536;2950a VV overige machines, wapens en ..;2007 december nader voorlopig;25.6;22.7;2.8
1537;2950a VV overige machines, wapens en ..;2008 december voorlopig;25.9;23.0;2.9
1538;2950a VV overige machines, wapens en ..;2008 december nader voorlopig;25.3;22.4;2.8
1539;2950a VV overige machines, wapens en ..;2009 december voorlopig;24.1;21.4;2.7
1540;297 VV huishoudelijke apparaten;2006 december voorlopig;2.2;1.7;0.4
