ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantalHHBehorendeTotDoelpopulatie_2;AantalHuishoudensMetEenLaagInkomen_3;AantalHHOnderOfRondHetSocMin_4
2763;Schouwen-Duiveland;Paar met kinderen;4.2;4.1;5.0;3.0
2764;Schouwen-Duiveland;Eenoudergezin;0.6;0.6;17.0;20.0
2765;Ambt Montfort;Totaal particulier huishouden;4.3;4.1;6.0;5.0
2766;Ambt Montfort;Eenpersoonshuishouden;0.9;0.8;12.0;10.0
2767;Ambt Montfort;Paar zonder kinderen;1.5;1.5;;
2768;Ambt Montfort;Paar met kinderen;1.6;1.5;;
2769;Ambt Montfort;Eenoudergezin;0.2;0.2;;
2770;Aa en Hunze;Totaal particulier huishouden;10.1;9.8;7.0;6.0
2771;Aa en Hunze;Eenpersoonshuishouden;2.4;2.3;9.0;9.0
2772;Aa en Hunze;Paar zonder kinderen;3.8;3.7;3.0;4.0
2773;Aa en Hunze;Paar met kinderen;3.3;3.2;7.0;5.0
2774;Aa en Hunze;Eenoudergezin;0.4;0.3;;23.0
2775;Borger-Odoorn;Totaal particulier huishouden;10.6;10.3;7.0;7.0
2776;Borger-Odoorn;Eenpersoonshuishouden;2.3;2.3;10.0;11.0
2777;Borger-Odoorn;Paar zonder kinderen;3.9;3.8;5.0;6.0
2778;Borger-Odoorn;Paar met kinderen;3.6;3.5;7.0;5.0
2779;Borger-Odoorn;Eenoudergezin;0.4;0.4;;20.0
2780;Cuijk;Totaal particulier huishouden;9.6;9.3;7.0;7.0
2781;Cuijk;Eenpersoonshuishouden;2.4;2.3;13.0;13.0
2782;Cuijk;Paar zonder kinderen;3.1;3.0;4.0;4.0
2783;Cuijk;Paar met kinderen;3.3;3.2;5.0;4.0
2784;Cuijk;Eenoudergezin;0.5;0.5;17.0;24.0
2785;Landerd;Totaal particulier huishouden;5.3;5.1;6.0;5.0
2786;Landerd;Eenpersoonshuishouden;1.1;1.1;9.0;10.0
2787;Landerd;Paar zonder kinderen;1.6;1.5;5.0;5.0
2788;Landerd;Paar met kinderen;2.2;2.1;5.0;
2789;Landerd;Eenoudergezin;0.2;0.2;;
2790;De Wolden;Totaal particulier huishouden;9.2;9.0;6.0;6.0
2791;De Wolden;Eenpersoonshuishouden;2.1;2.1;8.0;9.0
2792;De Wolden;Paar zonder kinderen;3.1;3.1;4.0;5.0
2793;De Wolden;Paar met kinderen;3.4;3.3;5.0;4.0
2794;De Wolden;Eenoudergezin;0.3;0.3;;
2795;Noord-Beveland;Totaal particulier huishouden;3.1;3.0;6.0;6.0
2796;Noord-Beveland;Eenpersoonshuishouden;0.9;0.9;10.0;10.0
2797;Noord-Beveland;Paar zonder kinderen;1.2;1.2;;
2798;Noord-Beveland;Paar met kinderen;0.8;0.8;;
2799;Noord-Beveland;Eenoudergezin;0.1;0.1;;
2800;Wijdemeren;Totaal particulier huishouden;9.5;9.2;5.0;6.0
2801;Wijdemeren;Eenpersoonshuishouden;2.5;2.4;8.0;10.0
2802;Wijdemeren;Paar zonder kinderen;3.1;3.0;3.0;3.0
2803;Wijdemeren;Paar met kinderen;3.2;3.1;5.0;4.0
2804;Wijdemeren;Eenoudergezin;0.5;0.5;;
2805;Noordenveld;Totaal particulier huishouden;13.0;12.8;6.0;6.0
2806;Noordenveld;Eenpersoonshuishouden;3.3;3.3;9.0;9.0
2807;Noordenveld;Paar zonder kinderen;4.8;4.7;3.0;3.0
2808;Noordenveld;Paar met kinderen;4.2;4.1;5.0;4.0
2809;Noordenveld;Eenoudergezin;0.5;0.5;17.0;23.0
2810;Twenterand;Totaal particulier huishouden;11.7;11.4;7.0;6.0
2811;Twenterand;Eenpersoonshuishouden;2.2;2.2;13.0;12.0
2812;Twenterand;Paar zonder kinderen;3.4;3.3;4.0;5.0
2813;Twenterand;Paar met kinderen;5.1;4.9;5.0;3.0
2814;Twenterand;Eenoudergezin;0.6;0.5;;
2815;Westerveld;Totaal particulier huishouden;7.8;7.6;6.0;6.0
2816;Westerveld;Eenpersoonshuishouden;2.0;2.0;9.0;9.0
2817;Westerveld;Paar zonder kinderen;2.9;2.9;;3.0
2818;Westerveld;Paar met kinderen;2.4;2.3;7.0;5.0
2819;Westerveld;Eenoudergezin;0.3;0.3;;
2820;Sint Anthonis;Totaal particulier huishouden;4.2;4.1;6.0;6.0
2821;Sint Anthonis;Eenpersoonshuishouden;0.9;0.9;11.0;10.0
2822;Sint Anthonis;Paar zonder kinderen;1.3;1.3;;
2823;Sint Anthonis;Paar met kinderen;1.7;1.7;6.0;6.0
2824;Sint Anthonis;Eenoudergezin;0.2;0.1;;
2825;Lingewaard;Totaal particulier huishouden;16.2;15.8;5.0;5.0
2826;Lingewaard;Eenpersoonshuishouden;3.3;3.2;10.0;10.0
2827;Lingewaard;Paar zonder kinderen;5.3;5.2;2.0;3.0
2828;Lingewaard;Paar met kinderen;6.3;6.1;4.0;3.0
2829;Lingewaard;Eenoudergezin;0.8;0.8;14.0;15.0
2830;Cranendonck;Totaal particulier huishouden;8.0;7.8;6.0;6.0
2831;Cranendonck;Eenpersoonshuishouden;1.8;1.7;11.0;11.0
2832;Cranendonck;Paar zonder kinderen;2.7;2.7;4.0;4.0
2833;Cranendonck;Paar met kinderen;2.9;2.8;5.0;3.0
2834;Cranendonck;Eenoudergezin;0.4;0.3;;
2835;Steenwijkerland;Totaal particulier huishouden;17.1;16.7;8.0;8.0
2836;Steenwijkerland;Eenpersoonshuishouden;4.6;4.5;11.0;13.0
2837;Steenwijkerland;Paar zonder kinderen;5.6;5.5;5.0;6.0
2838;Steenwijkerland;Paar met kinderen;5.6;5.5;6.0;4.0
2839;Steenwijkerland;Eenoudergezin;0.8;0.8;18.0;22.0
2840;Moerdijk;Totaal particulier huishouden;14.5;14.1;6.0;6.0
2841;Moerdijk;Eenpersoonshuishouden;3.2;3.1;8.0;8.0
2842;Moerdijk;Paar zonder kinderen;5.1;5.0;4.0;4.0
2843;Moerdijk;Paar met kinderen;5.1;5.0;5.0;3.0
2844;Moerdijk;Eenoudergezin;0.7;0.6;22.0;22.0
2845;Echt-Susteren;Totaal particulier huishouden;12.8;12.5;6.0;6.0
2846;Echt-Susteren;Eenpersoonshuishouden;3.0;2.9;11.0;11.0
2847;Echt-Susteren;Paar zonder kinderen;4.3;4.2;3.0;4.0
2848;Echt-Susteren;Paar met kinderen;4.3;4.2;4.0;3.0
2849;Echt-Susteren;Eenoudergezin;0.7;0.6;18.0;24.0
2850;Sluis;Totaal particulier huishouden;10.8;10.4;7.0;7.0
2851;Sluis;Eenpersoonshuishouden;3.3;3.2;10.0;11.0
2852;Sluis;Paar zonder kinderen;3.8;3.7;4.0;4.0
2853;Sluis;Paar met kinderen;3.0;2.8;6.0;4.0
2854;Sluis;Eenoudergezin;0.5;0.5;;15.0
2855;Drimmelen;Totaal particulier huishouden;10.2;10.0;4.0;4.0
2856;Drimmelen;Eenpersoonshuishouden;2.0;2.0;5.0;7.0
2857;Drimmelen;Paar zonder kinderen;3.6;3.5;;
2858;Drimmelen;Paar met kinderen;4.0;3.9;4.0;4.0
2859;Drimmelen;Eenoudergezin;0.3;0.3;;
2860;Bernheze;Totaal particulier huishouden;10.3;10.0;6.0;6.0
2861;Bernheze;Eenpersoonshuishouden;1.9;1.8;9.0;9.0
2862;Bernheze;Paar zonder kinderen;3.2;3.2;3.0;3.0
2863;Bernheze;Paar met kinderen;4.4;4.3;6.0;5.0
2864;Bernheze;Eenoudergezin;0.4;0.4;;18.0
2865;Ferwerderadiel;Totaal particulier huishouden;3.4;3.3;9.0;9.0
2866;Ferwerderadiel;Eenpersoonshuishouden;0.9;0.8;12.0;15.0
2867;Ferwerderadiel;Paar zonder kinderen;1.1;1.0;;7.0
2868;Ferwerderadiel;Paar met kinderen;1.2;1.2;7.0;
2869;Ferwerderadiel;Eenoudergezin;0.2;0.2;;
2870;Alphen-Chaam;Totaal particulier huishouden;3.5;3.4;6.0;6.0
2871;Alphen-Chaam;Eenpersoonshuishouden;0.7;0.7;;
2872;Alphen-Chaam;Paar zonder kinderen;1.1;1.1;;
2873;Alphen-Chaam;Paar met kinderen;1.4;1.4;5.0;5.0
2874;Alphen-Chaam;Eenoudergezin;0.2;0.2;;
2875;Bergeijk;Totaal particulier huishouden;6.7;6.5;6.0;6.0
2876;Bergeijk;Eenpersoonshuishouden;1.4;1.3;12.0;12.0
2877;Bergeijk;Paar zonder kinderen;2.2;2.1;;3.0
2878;Bergeijk;Paar met kinderen;2.7;2.6;4.0;3.0
2879;Bergeijk;Eenoudergezin;0.2;0.2;;
2880;Bladel;Totaal particulier huishouden;7.1;6.9;6.0;6.0
2881;Bladel;Eenpersoonshuishouden;1.5;1.4;11.0;12.0
2882;Bladel;Paar zonder kinderen;2.2;2.2;;
2883;Bladel;Paar met kinderen;2.8;2.7;5.0;4.0
2884;Bladel;Eenoudergezin;0.3;0.3;;
2885;Gulpen-Wittem;Totaal particulier huishouden;6.0;5.7;5.0;5.0
2886;Gulpen-Wittem;Eenpersoonshuishouden;1.3;1.3;9.0;10.0
2887;Gulpen-Wittem;Paar zonder kinderen;2.0;1.9;;4.0
2888;Gulpen-Wittem;Paar met kinderen;2.1;2.0;;
2889;Gulpen-Wittem;Eenoudergezin;0.3;0.3;;
2890;Tynaarlo;Totaal particulier huishouden;12.8;12.5;5.0;5.0
2891;Tynaarlo;Eenpersoonshuishouden;3.3;3.2;9.0;8.0
2892;Tynaarlo;Paar zonder kinderen;4.6;4.5;3.0;3.0
2893;Tynaarlo;Paar met kinderen;4.1;4.0;4.0;3.0
2894;Tynaarlo;Eenoudergezin;0.6;0.6;13.0;16.0
2895;Midden-Drenthe;Totaal particulier huishouden;13.1;12.8;7.0;7.0
2896;Midden-Drenthe;Eenpersoonshuishouden;3.3;3.2;11.0;12.0
2897;Midden-Drenthe;Paar zonder kinderen;4.5;4.4;3.0;3.0
2898;Midden-Drenthe;Paar met kinderen;4.6;4.5;7.0;6.0
2899;Midden-Drenthe;Eenoudergezin;0.5;0.5;19.0;24.0
2900;Overbetuwe;Totaal particulier huishouden;15.3;14.9;5.0;6.0
2901;Overbetuwe;Eenpersoonshuishouden;3.1;3.0;13.0;14.0
2902;Overbetuwe;Paar zonder kinderen;5.1;5.0;3.0;3.0
2903;Overbetuwe;Paar met kinderen;5.9;5.8;3.0;3.0
2904;Overbetuwe;Eenoudergezin;0.8;0.7;11.0;15.0
2905;Hof van Twente;Totaal particulier huishouden;13.6;13.3;6.0;6.0
2906;Hof van Twente;Eenpersoonshuishouden;3.3;3.2;9.0;9.0
2907;Hof van Twente;Paar zonder kinderen;4.5;4.4;3.0;3.0
2908;Hof van Twente;Paar met kinderen;4.5;4.4;5.0;4.0
2909;Hof van Twente;Eenoudergezin;0.5;0.5;;16.0
2910;Olst-Wijhe;Totaal particulier huishouden;6.4;6.3;7.0;7.0
2911;Olst-Wijhe;Eenpersoonshuishouden;1.4;1.4;12.0;11.0
2912;Olst-Wijhe;Paar zonder kinderen;2.0;2.0;4.0;5.0
2913;Olst-Wijhe;Paar met kinderen;2.5;2.5;6.0;5.0
2914;Olst-Wijhe;Eenoudergezin;0.3;0.3;;
2915;Dinkelland;Totaal particulier huishouden;9.1;8.9;6.0;5.0
2916;Dinkelland;Eenpersoonshuishouden;1.8;1.8;9.0;10.0
2917;Dinkelland;Paar zonder kinderen;2.7;2.7;3.0;4.0
2918;Dinkelland;Paar met kinderen;3.8;3.7;5.0;3.0
2919;Dinkelland;Eenoudergezin;0.3;0.3;;
2920;Sittard-Geleen;Totaal particulier huishouden;41.8;40.3;9.0;9.0
2921;Sittard-Geleen;Eenpersoonshuishouden;12.7;12.2;14.0;15.0
2922;Sittard-Geleen;Paar zonder kinderen;13.1;12.8;5.0;5.0
2923;Sittard-Geleen;Paar met kinderen;12.0;11.6;5.0;4.0
2924;Sittard-Geleen;Eenoudergezin;2.7;2.5;21.0;25.0
2925;Zwartewaterland;Totaal particulier huishouden;7.7;7.6;6.0;5.0
2926;Zwartewaterland;Eenpersoonshuishouden;1.7;1.7;10.0;10.0
2927;Zwartewaterland;Paar zonder kinderen;2.2;2.1;;4.0
2928;Zwartewaterland;Paar met kinderen;3.4;3.3;4.0;
2929;Zwartewaterland;Eenoudergezin;0.3;0.3;;
2930;Leidschendam-Voorburg;Totaal particulier huishouden;33.5;32.4;6.0;6.0
2931;Leidschendam-Voorburg;Eenpersoonshuishouden;12.3;11.9;8.0;8.0
2932;Leidschendam-Voorburg;Paar zonder kinderen;10.1;9.9;2.0;3.0
2933;Leidschendam-Voorburg;Paar met kinderen;8.0;7.7;5.0;4.0
2934;Leidschendam-Voorburg;Eenoudergezin;2.2;2.0;16.0;20.0
2935;Pijnacker-Nootdorp;Totaal particulier huishouden;12.9;12.5;4.0;4.0
2936;Pijnacker-Nootdorp;Eenpersoonshuishouden;2.5;2.4;6.0;6.0
2937;Pijnacker-Nootdorp;Paar zonder kinderen;4.0;3.9;;2.0
2938;Pijnacker-Nootdorp;Paar met kinderen;5.5;5.4;4.0;3.0
2939;Pijnacker-Nootdorp;Eenoudergezin;0.6;0.5;14.0;15.0
2940;Heel;Totaal particulier huishouden;3.1;3.0;6.0;5.0
2941;Heel;Eenpersoonshuishouden;0.6;0.6;15.0;
2942;Heel;Paar zonder kinderen;1.1;1.1;;
2943;Heel;Paar met kinderen;1.2;1.1;;
2944;Heel;Eenoudergezin;0.1;0.1;;
2945;Menterwolde;Totaal particulier huishouden;5.1;5.0;8.0;8.0
2946;Menterwolde;Eenpersoonshuishouden;1.2;1.1;14.0;15.0
2947;Menterwolde;Paar zonder kinderen;1.8;1.8;5.0;6.0
2948;Menterwolde;Paar met kinderen;1.8;1.8;8.0;5.0
2949;Menterwolde;Eenoudergezin;0.3;0.2;;
