ID;Creditproviders;Periods;NewLoans_1;OutstandingContracts_2;CreditGranted_3;Interest_4;Repayments_5;OutstandingBalance_6;OutstandingBalanceExclInterest_7;OutstandingContracts_8;LimitsGranted_9;NewLimitsGranted_10;CreditGranted_11;Interest_12;Repayments_13;OutstandingBalance_14;LimitsGranted_15;NewLimitsGranted_16;OutstandingContracts_17;LimitsGranted_18;NewLimitsGranted_19;CreditGranted_20;Interest_21;Repayments_22;OutstandingBalance_23;LimitsGranted_24;NewLimitsGranted_25
146;Credit providers total;2010 February;9.0;351.0;83.0;14.0;103.0;2845.0;2393.0;2389.0;5704;59;335;97;462;13499;24994;251;;;;;;;;;
147;Credit providers total;2010 March;11.0;351.0;95.0;17.0;116.0;2841.0;2389.0;2395.0;5659;66;404;96;526;13474;24994;298;;;;;;;;;
148;Credit providers total;2010 April;10.0;352.0;87.0;15.0;94.0;2850.0;2398.0;2372.0;5555;61;351;97;452;13469;24923;249;;;;;;;;;
149;Credit providers total;2010 May;8.0;352.0;72.0;14.0;106.0;2831.0;2390.0;2358.0;5506;57;331;96;512;13384;24956;244;;;;;;;;;
150;Credit providers total;2010 June;12.0;354.0;100.0;17.0;120.0;2828.0;2402.0;2330.0;5416;59;343;96;536;13287;24847;245;;;;;;;;;
151;Credit providers total;2010 July;11.0;355.0;96.0;17.0;104.0;2837.0;2411.0;2314.0;5373;62;363;94;438;13306;24841;243;;;;;;;;;
152;Credit providers total;2010 August;11.0;356.0;94.0;17.0;109.0;2838.0;2414.0;2304.0;5340;57;366;95;475;13292;24907;248;;;;;;;;;
153;Credit providers total;2010 September;11.0;354.0;87.0;15.0;113.0;2828.0;2406.0;2306.0;5326;55;338;95;432;13292;24998;241;;;;;;;;;
154;Credit providers total;2010 October;10.0;349.0;89.0;15.0;117.0;2816.0;2394.0;2330.0;5308;63;311;92;441;13254;24984;237;;;;;;;;;
155;Credit providers total;2010 November;11.0;350.0;94.0;17.0;127.0;2800.0;2382.0;2297.0;5292;64;346;92;457;13235;24996;239;;;;;;;;;
156;Credit providers total;2010 December;8.0;349.0;72.0;14.0;98.0;2787.0;2371.0;2285.0;5266;69;316;92;471;13172;24988;226;;;;;;;;;
157;Credit providers total;2011 January;11.0;350.0;104.0;17.0;101.0;2808.0;2391.0;2275.0;5248;64;310;88;448;13123;24912;212;;;;;;;;;
158;Credit providers total;2011 February;11.0;352.0;103.0;17.0;101.0;2827.0;2408.0;2270.0;5227;55;322;84;432;13097;24834;223;;;;;;;;;
159;Credit providers total;2011 March;14.0;370.0;129.0;19.0;35.0;2940.0;2510.0;2260.0;5209;72;361;89;462;13085;24777;249;;;;;;;;;
160;Credit providers total;2011 April;12.0;370.0;107.0;17.0;95.0;2970.0;2536.0;2261.0;5187;73;328;87;411;13089;24703;229;;;;;;;;;
161;Credit providers total;2011 May;12.0;371.0;115.0;18.0;107.0;2996.0;2561.0;2245.0;5162;60;340;87;502;13014;24635;241;;;;;;;;;
162;Credit providers total;2011 June;11.0;372.0;99.0;16.0;102.0;3010.0;2574.0;2237.0;5141;47;304;87;404;13001;24624;206;;;;;;;;;
163;Credit providers total;2011 July;11.0;373.0;103.0;16.0;94.0;3035.0;2596.0;2223.0;5130;58;328;87;424;12992;24642;230;;;;;;;;;
164;Credit providers total;2011 August;12.0;373.0;104.0;17.0;110.0;3046.0;2606.0;2219.0;5109;53;363;88;435;13008;24573;235;;;;;;;;;
165;Credit providers total;2011 September;11.0;375.0;96.0;17.0;92.0;3066.0;2623.0;2212.0;5102;49;343;88;409;13030;24514;238;;;;;;;;;
166;Credit providers total;2011 October;15.0;381.0;110.0;17.0;111.0;3083.0;2638.0;2196.0;5086;55;331;88;433;13016;24434;237;;;;;;;;;
167;Credit providers total;2011 November;14.0;383.0;125.0;16.0;114.0;3110.0;2665.0;2196.0;5073;51;328;92;454;12983;24354;233;;;;;;;;;
168;Credit providers total;2011 December;11.0;386.0;99.0;14.0;93.0;3130.0;2685.0;2184.0;5037;53;289;94;454;12912;24279;233;;;;;;;;;
169;Credit providers total;2012 January;13.0;390.0;128.0;18.0;107.0;3168.0;2729.0;2169.0;5039;56;282;91;465;12820;24238;209;;;;;;;;;
170;Credit providers total;2012 February;11.0;394.0;100.0;15.0;98.0;3185.0;2744.0;2143.0;5020;42;263;90;469;12704;24024;189;;;;;;;;;
171;Credit providers total;2012 March;12.0;397.0;110.0;17.0;88.0;3224.0;2780.0;2137.0;5035;41;293;88;358;12727;24046;203;;;;;;;;;
172;Credit providers total;2012 April;13.0;401.0;104.0;15.0;92.0;3251.0;2806.0;2132.0;5054;50;300;89;382;12734;24090;210;;;;;;;;;
173;Credit providers total;2012 May;11.0;403.0;104.0;15.0;108.0;3263.0;2819.0;2120.0;5038;40;289;88;460;12651;24042;187;;;;;;;;;
174;Credit providers total;2012 June;11.0;405.0;106.0;18.0;100.0;3287.0;2841.0;2106.0;5024;39;256;88;417;12578;23995;171;;;;;;;;;
175;Credit providers total;2012 July;11.0;407.0;108.0;16.0;110.0;3301.0;2853.0;2101.0;5044;43;290;87;401;12554;24034;182;;;;;;;;;
176;Credit providers total;2012 August;9.0;406.0;89.0;14.0;117.0;3287.0;2849.0;2093.0;5039;36;275;86;370;12545;23971;167;;;;;;;;;
177;Credit providers total;2012 September;9.0;406.0;78.0;13.0;99.0;3279.0;2832.0;2088.0;5050;39;269;86;360;12540;23960;163;;;;;;;;;
178;Credit providers total;2012 October;9.0;407.0;90.0;15.0;105.0;3279.0;2833.0;2080.0;5052;50;298;86;397;12526;23908;199;;;;;;;;;
179;Credit providers total;2012 November;9.0;406.0;83.0;15.0;112.0;3265.0;2820.0;2079.0;5002;41;275;86;374;12513;23439;164;;;;;;;;;
180;Credit providers total;2012 December;7.0;404.0;67.0;11.0;93.0;3251.0;2810.0;2069.0;4988;46;247;84;406;12439;23368;176;;;;;;;;;
181;Credit providers total;2013 January;10.0;405.0;98.0;15.0;118.0;3246.0;2802.0;2059.0;4975;34;256;88;392;12391;23358;151;;;;;;;;;
182;Credit providers total;2013 February;8.0;404.0;79.0;13.0;109.0;3230.0;2789.0;2048.0;4962;34;230;84;389;12316;23093;144;;;;;;;;;
183;Credit providers total;2013 March;8.0;402.0;84.0;14.0;98.0;3230.0;2787.0;1975.0;4968;34;238;82;417;12218;23075;146;;;;;;;;;
184;Credit providers total;2013 April;9.0;401.0;87.0;15.0;107.0;3224.0;2780.0;1968.0;4969;39;267;83;387;12182;23038;158;;;;;;;;;
185;Credit providers total;2013 May;8.0;401.0;85.0;15.0;103.0;3221.0;2776.0;1959.0;4968;39;238;82;411;12091;22995;151;;;;;;;;;
186;Credit providers total;2013 June;9.0;398.0;86.0;15.0;108.0;3214.0;2769.0;1942.0;4937;25;219;82;391;12001;22871;118;;;;;;;;;
187;Credit providers total;2013 July;9.0;401.0;89.0;16.0;116.0;3203.0;2760.0;1935.0;4936;38;269;81;401;11951;22795;158;;;;;;;;;
188;Credit providers total;2013 August;9.0;399.0;84.0;14.0;100.0;3201.0;2759.0;1930.0;4939;36;247;82;338;11941;22775;134;;;;;;;;;
189;Credit providers total;2013 September;9.0;390.0;82.0;14.0;98.0;3160.0;2720.0;1924.0;5040;36;268;82;369;12003;22503;136;;;;;;;;;
190;Credit providers total;2013 October;10.0;391.0;95.0;16.0;101.0;3169.0;2725.0;1922.0;5052;43;262;81;452;11894;22476;153;;;;;;;;;
191;Credit providers total;2013 November;8.0;390.0;87.0;14.0;97.0;3174.0;2723.0;1919.0;5067;38;247;81;370;11906;22470;149;;;;;;;;;
192;Credit providers total;2013 December;8.0;387.0;83.0;14.0;111.0;3160.0;2707.0;1913.0;5066;34;250;80;386;11854;22425;124;;;;;;;;;
193;Banks;1998 January;8.0;198.0;48.0;9.0;59.0;1024.0;848.0;;1048;16;242;30;261;4485;7562;112;;11.0;1.0;12.0;1.0;3.0;162.0;188.0;14.0
194;Banks;1998 February;8.0;198.0;48.0;9.0;56.0;1025.0;848.0;;1050;16;221;30;241;4494;7592;116;;12.0;1.0;11.0;1.0;1.0;174.0;201.0;15.0
195;Banks;1998 March;8.0;198.0;51.0;9.0;60.0;1025.0;849.0;;1053;12;263;31;264;4523;7635;82;;13.0;0.0;14.0;1.0;3.0;186.0;213.0;6.0
196;Banks;1998 April;8.0;197.0;48.0;9.0;55.0;1026.0;850.0;;1060;16;251;30;238;4567;7699;121;;13.0;1.0;13.0;1.0;2.0;198.0;226.0;15.0
197;Banks;1998 May;7.0;197.0;45.0;8.0;58.0;1021.0;845.0;;1065;16;249;31;267;4580;7745;121;;14.0;1.0;13.0;1.0;14.0;198.0;228.0;15.0
198;Banks;1998 June;8.0;195.0;47.0;9.0;60.0;1017.0;844.0;;1064;15;240;30;318;4532;7775;112;;15.0;1.0;12.0;1.0;-5.0;217.0;252.0;16.0
199;Banks;1998 July;8.0;195.0;48.0;9.0;59.0;1015.0;841.0;;1067;17;265;30;289;4539;7825;121;;16.0;1.0;14.0;1.0;4.0;228.0;265.0;17.0
200;Banks;1998 August;7.0;194.0;43.0;8.0;55.0;1011.0;839.0;;1070;16;240;31;238;4571;7864;114;;16.0;1.0;12.0;1.0;2.0;240.0;277.0;16.0
201;Banks;1998 September;8.0;194.0;49.0;9.0;57.0;1011.0;839.0;;1077;20;256;31;238;4620;7947;153;;17.0;1.0;13.0;1.0;2.0;253.0;291.0;19.0
202;Banks;1998 October;8.0;193.0;49.0;9.0;58.0;1011.0;838.0;;1083;21;288;30;272;4666;8014;157;;18.0;1.0;15.0;1.0;4.0;266.0;304.0;22.0
203;Banks;1998 November;8.0;192.0;44.0;8.0;56.0;1008.0;836.0;;1086;18;265;30;255;4707;8058;136;;19.0;1.0;14.0;2.0;3.0;278.0;317.0;19.0
204;Banks;1998 December;10.0;193.0;44.0;6.0;70.0;989.0;818.0;;1089;19;270;31;276;4732;8118;141;;19.0;1.0;15.0;2.0;5.0;290.0;331.0;18.0
205;Banks;1999 January;7.0;191.0;43.0;7.0;58.0;981.0;817.0;;1094;20;246;31;262;4746;8169;162;;20.0;1.0;19.0;2.0;6.0;305.0;349.0;21.0
206;Banks;1999 February;6.0;190.0;44.0;7.0;55.0;977.0;816.0;;1096;21;251;31;263;4766;8205;172;;21.0;1.0;20.0;2.0;5.0;322.0;366.0;18.0
207;Banks;1999 March;8.0;189.0;53.0;7.0;59.0;979.0;818.0;;1101;26;309;30;302;4802;8263;214;;23.0;2.0;27.0;2.0;9.0;342.0;388.0;26.0
208;Banks;1999 April;8.0;189.0;50.0;7.0;52.0;984.0;823.0;;1105;23;279;30;288;4824;8312;190;;23.0;1.0;18.0;2.0;8.0;355.0;401.0;15.0
209;Banks;1999 May;6.0;187.0;46.0;7.0;59.0;977.0;823.0;;1107;20;255;28;287;4821;8355;167;;24.0;1.0;15.0;2.0;8.0;365.0;411.0;13.0
210;Banks;1999 June;7.0;187.0;51.0;7.0;56.0;978.0;827.0;;1107;20;267;30;321;4798;8384;167;;25.0;1.0;16.0;2.0;7.0;376.0;425.0;17.0
211;Banks;1999 July;8.0;186.0;52.0;7.0;59.0;979.0;831.0;;1108;21;292;30;288;4832;8416;172;;25.0;1.0;15.0;2.0;9.0;384.0;433.0;13.0
212;Banks;1999 August;8.0;185.0;49.0;7.0;58.0;977.0;833.0;;1110;20;272;30;260;4874;8459;162;;25.0;1.0;13.0;2.0;9.0;391.0;439.0;9.0
213;Banks;1999 September;7.0;185.0;47.0;7.0;47.0;983.0;839.0;;1114;21;279;30;280;4903;8500;173;;26.0;1.0;12.0;2.0;9.0;396.0;444.0;10.0
214;Banks;1999 October;7.0;183.0;43.0;7.0;47.0;985.0;844.0;;1115;25;268;31;267;4935;8533;192;;26.0;0.0;11.0;3.0;9.0;401.0;448.0;9.0
215;Banks;1999 November;7.0;182.0;46.0;7.0;57.0;980.0;843.0;;1119;22;286;31;272;4980;8583;191;;26.0;0.0;9.0;2.0;8.0;403.0;450.0;9.0
216;Banks;1999 December;5.0;180.0;36.0;6.0;55.0;967.0;834.0;;1120;19;264;31;275;4999;8620;175;;26.0;0.0;7.0;2.0;8.0;405.0;450.0;5.0
217;Banks;2000 January;8.0;178.0;37.0;6.0;48.0;963.0;830.0;;1119;18;239;33;264;5007;8727;140;;26.0;0.0;8.0;2.0;8.0;408.0;451.0;5.0
218;Banks;2000 February;8.0;177.0;39.0;7.0;48.0;960.0;827.0;;1119;19;250;32;251;5038;8660;155;;26.0;0.0;7.0;3.0;8.0;409.0;452.0;6.0
219;Banks;2000 March;8.0;175.0;41.0;7.0;53.0;956.0;822.0;;1119;23;285;34;285;5073;8701;190;;26.0;0.0;8.0;3.0;9.0;410.0;453.0;6.0
220;Banks;2000 April;7.0;173.0;34.0;7.0;46.0;950.0;816.0;;1118;17;235;34;258;5084;8726;144;;26.0;0.0;6.0;3.0;7.0;411.0;453.0;4.0
221;Banks;2000 May;7.0;172.0;36.0;6.0;48.0;944.0;810.0;;1118;19;252;34;303;5066;8750;161;;26.0;0.0;6.0;3.0;9.0;411.0;454.0;6.0
222;Banks;2000 June;7.0;170.0;36.0;6.0;47.0;939.0;810.0;;1120;17;228;34;276;5052;8782;150;;26.0;0.0;6.0;3.0;8.0;412.0;455.0;5.0
223;Banks;2000 July;8.0;173.0;37.0;7.0;32.0;951.0;820.0;;1126;18;262;36;234;5116;8859;158;;26.0;0.0;2.0;3.0;3.0;413.0;456.0;4.0
224;Banks;2000 August;8.0;172.0;39.0;7.0;50.0;947.0;813.0;;1124;22;266;36;274;5144;8879;168;;26.0;0.0;5.0;3.0;6.0;414.0;457.0;4.0
225;Banks;2000 September;7.0;170.0;33.0;7.0;48.0;938.0;807.0;;1126;22;265;37;263;5183;8913;162;;26.0;0.0;4.0;3.0;7.0;414.0;457.0;4.0
226;Banks;2000 October;8.0;169.0;38.0;7.0;53.0;930.0;797.0;;1129;22;291;39;284;5229;8958;184;;26.0;0.0;5.0;3.0;8.0;414.0;456.0;4.0
227;Banks;2000 November;7.0;168.0;35.0;7.0;47.0;925.0;780.0;;1131;23;289;39;280;5277;9000;184;;26.0;0.0;4.0;3.0;9.0;413.0;454.0;3.0
228;Banks;2000 December;5.0;165.0;28.0;6.0;47.0;912.0;766.0;;1133;22;289;39;302;5304;9037;189;;26.0;1.0;1.0;3.0;7.0;410.0;453.0;2.0
229;Banks;2001 January;5.0;164.0;32.0;6.0;47.0;902.0;767.0;;1134;16;263;39;317;5289;9070;123;;25.0;0.0;3.0;4.0;10.0;407.0;450.0;4.0
230;Banks;2001 February;4.0;163.0;29.0;6.0;45.0;893.0;757.0;;1134;14;240;38;275;5292;9109;116;;25.0;0.0;4.0;4.0;9.0;406.0;449.0;4.0
231;Banks;2001 March;5.0;161.0;33.0;7.0;46.0;887.0;751.0;;1135;16;279;39;270;5339;9158;130;;25.0;0.0;2.0;4.0;9.0;403.0;447.0;3.0
232;Banks;2001 April;4.0;159.0;28.0;7.0;44.0;878.0;742.0;;1136;14;257;40;326;5310;9188;120;;25.0;0.0;3.0;4.0;9.0;402.0;446.0;3.0
233;Banks;2001 May;4.0;157.0;30.0;6.0;46.0;868.0;733.0;;1138;17;279;39;341;5286;9249;136;;25.0;0.0;2.0;4.0;9.0;399.0;444.0;3.0
234;Banks;2001 June;4.0;155.0;26.0;6.0;44.0;856.0;722.0;;1140;15;237;39;270;5292;9292;125;;25.0;0.0;1.0;4.0;8.0;396.0;443.0;2.0
235;Banks;2001 July;4.0;154.0;30.0;7.0;49.0;844.0;711.0;;1145;17;286;39;277;5340;9380;137;;25.0;0.0;2.0;4.0;9.0;393.0;440.0;2.0
236;Banks;2001 August;4.0;153.0;29.0;6.0;35.0;845.0;710.0;;1153;17;271;40;242;5408;9469;134;;25.0;0.0;5.0;4.0;10.0;391.0;438.0;4.0
237;Banks;2001 September;4.0;151.0;25.0;6.0;45.0;831.0;699.0;;1155;15;252;39;247;5453;9521;122;;24.0;0.0;3.0;4.0;8.0;390.0;437.0;3.0
238;Banks;2001 October;5.0;150.0;30.0;7.0;49.0;819.0;686.0;;1158;18;290;40;287;5495;9581;140;;25.0;0.0;8.0;4.0;12.0;390.0;437.0;3.0
239;Banks;2001 November;4.0;149.0;27.0;6.0;38.0;815.0;680.0;;1161;17;272;40;283;5525;9637;136;;25.0;0.0;5.0;4.0;9.0;390.0;437.0;3.0
240;Banks;2001 December;3.0;146.0;20.0;5.0;42.0;797.0;665.0;;1160;12;222;40;275;5513;9650;98;;24.0;0.0;2.0;4.0;8.0;387.0;435.0;2.0
241;Banks;2002 January;3.0;143.0;22.0;5.0;43.0;781.0;656.0;;1161;14;251;41;293;5512;9688;117;;24.0;0.0;2.0;3.0;8.0;385.0;432.0;1.0
242;Banks;2002 February;3.0;140.0;21.0;4.0;40.0;766.0;644.0;;1162;16;233;40;258;5527;9732;141;;24.0;0.0;1.0;3.0;10.0;379.0;429.0;3.0
243;Banks;2002 March;4.0;138.0;23.0;5.0;38.0;755.0;634.0;;1164;20;264;40;263;5567;9792;172;;24.0;0.0;3.0;3.0;7.0;378.0;428.0;4.0
244;Banks;2002 April;4.0;136.0;25.0;5.0;40.0;745.0;626.0;;1166;16;296;40;288;5616;9863;143;;24.0;0.0;6.0;3.0;8.0;379.0;427.0;6.0
245;Banks;2002 May;3.0;135.0;26.0;5.0;41.0;734.0;617.0;;1168;15;262;40;297;5622;9929;143;;24.0;0.0;1.0;3.0;8.0;376.0;427.0;4.0
246;Banks;2002 June;4.0;133.0;24.0;4.0;37.0;725.0;612.0;;1169;14;251;40;281;5632;9983;129;;24.0;0.0;5.0;3.0;8.0;375.0;428.0;3.0
247;Banks;2002 July;4.0;130.0;31.0;5.0;42.0;719.0;607.0;;1171;15;281;36;248;5701;10066;135;;24.0;0.0;5.0;3.0;7.0;376.0;430.0;4.0
248;Banks;2002 August;3.0;135.0;25.0;5.0;40.0;709.0;599.0;;1173;16;292;40;262;5771;10158;151;;24.0;0.0;7.0;3.0;8.0;377.0;432.0;4.0
249;Banks;2002 September;3.0;128.0;26.0;5.0;38.0;701.0;593.0;;1176;15;300;40;249;5862;10243;143;;24.0;1.0;10.0;3.0;8.0;383.0;439.0;13.0
250;Banks;2002 October;3.0;126.0;26.0;5.0;40.0;692.0;585.0;;1179;19;324;41;298;5929;10340;175;;25.0;1.0;13.0;3.0;9.0;389.0;446.0;8.0
251;Banks;2002 November;3.0;124.0;24.0;5.0;61.0;659.0;557.0;;1181;15;297;40;285;5981;10417;145;;25.0;0.0;14.0;3.0;9.0;398.0;456.0;7.0
252;Banks;2002 December;2.0;122.0;20.0;4.0;36.0;648.0;546.0;;1182;11;276;41;293;6004;10461;109;;26.0;0.0;10.0;3.0;9.0;403.0;463.0;4.0
253;Banks;2003 January;3.0;120.0;22.0;5.0;36.0;638.0;540.0;;1182;14;266;41;323;5989;10514;134;;26.0;0.0;10.0;2.0;12.0;403.0;463.0;7.0
254;Banks;2003 February;2.0;118.0;20.0;5.0;34.0;628.0;532.0;;1183;13;258;41;272;6015;10573;129;;26.0;0.0;11.0;2.0;11.0;405.0;465.0;8.0
255;Banks;2003 March;3.0;117.0;22.0;4.0;35.0;621.0;525.0;;1184;15;261;38;265;6048;10650;145;;26.0;0.0;14.0;2.0;12.0;410.0;470.0;8.0
256;Banks;2003 April;3.0;115.0;22.0;5.0;34.0;614.0;519.0;;1184;12;240;38;240;6087;10680;114;;26.0;0.0;10.0;2.0;11.0;411.0;471.0;8.0
257;Banks;2003 May;3.0;113.0;21.0;4.0;34.0;605.0;510.0;;1185;15;282;42;305;6106;10743;142;;26.0;0.0;10.0;2.0;13.0;411.0;472.0;6.0
258;Banks;2003 June;3.0;111.0;21.0;4.0;34.0;596.0;506.0;;1185;12;227;38;257;6114;10778;114;;26.0;0.0;10.0;2.0;11.0;413.0;473.0;7.0
259;Banks;2003 July;3.0;110.0;24.0;4.0;34.0;591.0;499.0;;1187;14;277;38;266;6163;10839;125;;27.0;0.0;13.0;2.0;12.0;416.0;479.0;6.0
260;Banks;2003 August;3.0;108.0;21.0;4.0;33.0;583.0;494.0;;1188;14;277;42;268;6214;10894;132;;27.0;0.0;13.0;3.0;12.0;420.0;481.0;6.0
261;Banks;2003 September;3.0;107.0;22.0;4.0;32.0;578.0;491.0;;1190;17;313;42;291;6278;10951;157;;27.0;0.0;12.0;3.0;12.0;422.0;483.0;7.0
262;Banks;2003 October;3.0;105.0;24.0;5.0;34.0;572.0;486.0;;1194;22;339;42;317;6342;11044;208;;27.0;0.0;10.0;3.0;12.0;423.0;485.0;7.0
263;Banks;2003 November;3.0;103.0;22.0;4.0;33.0;565.0;480.0;;1195;17;296;42;285;6396;11101;174;;27.0;1.0;11.0;3.0;12.0;425.0;486.0;5.0
264;Banks;2003 December;2.0;101.0;19.0;4.0;31.0;557.0;471.0;;1195;15;311;43;329;6420;11155;160;;27.0;0.0;10.0;3.0;14.0;423.0;485.0;4.0
265;Banks;2004 January;2.0;99.0;17.0;3.0;29.0;549.0;467.0;;1197;17;283;42;289;6458;11212;166;;27.0;0.0;9.0;3.0;10.0;425.0;486.0;2.0
266;Banks;2004 February;2.0;98.0;18.0;3.0;27.0;543.0;461.0;;1198;17;288;43;277;6511;11271;167;;27.0;0.0;7.0;3.0;10.0;425.0;485.0;2.0
267;Banks;2004 March;3.0;97.0;21.0;4.0;26.0;542.0;459.0;;1202;18;289;43;272;6571;11344;176;;27.0;0.0;9.0;3.0;10.0;427.0;486.0;3.0
268;Banks;2004 April;2.0;95.0;19.0;3.0;27.0;536.0;453.0;;1202;17;310;43;285;6639;11421;179;;26.0;0.0;7.0;3.0;11.0;425.0;485.0;2.0
269;Banks;2004 May;2.0;93.0;16.0;3.0;26.0;530.0;447.0;;1203;17;284;43;308;6658;11475;187;;26.0;0.0;8.0;3.0;10.0;426.0;487.0;3.0
270;Banks;2004 June;3.0;93.0;19.0;3.0;25.0;528.0;444.0;;1205;14;248;43;279;6670;11539;150;;26.0;0.0;8.0;3.0;10.0;427.0;488.0;3.0
271;Banks;2004 July;2.0;91.0;18.0;3.0;27.0;522.0;439.0;;1199;15;314;43;295;6733;11558;164;;26.0;0.0;8.0;3.0;11.0;428.0;487.0;2.0
272;Banks;2004 August;2.0;90.0;18.0;3.0;19.0;524.0;436.0;;1207;17;323;44;246;6853;11704;187;;26.0;0.0;8.0;3.0;10.0;428.0;486.0;2.0
273;Banks;2004 September;3.0;88.0;19.0;3.0;25.0;521.0;433.0;;1213;18;332;44;280;6949;11819;196;;26.0;0.0;6.0;3.0;11.0;426.0;485.0;3.0
274;Banks;2004 October;3.0;88.0;19.0;3.0;24.0;519.0;431.0;;1218;18;331;45;281;7043;11938;193;;26.0;0.0;8.0;3.0;11.0;426.0;485.0;2.0
275;Banks;2004 November;3.0;87.0;20.0;4.0;24.0;519.0;429.0;;1223;19;352;45;295;7145;12056;211;;26.0;0.0;6.0;3.0;10.0;425.0;483.0;2.0
276;Banks;2004 December;3.0;87.0;23.0;4.0;24.0;522.0;429.0;;1227;17;335;45;333;7192;12134;189;;26.0;0.0;5.0;3.0;11.0;421.0;481.0;2.0
277;Banks;2005 January;3.0;87.0;20.0;3.0;22.0;524.0;433.0;993.0;1222;15;285;47;310;7214;12164;165;25.0;26.0;0.0;1.0;3.0;7.0;418.0;476.0;1.0
278;Banks;2005 February;3.0;87.0;20.0;3.0;21.0;526.0;438.0;982.0;1218;14;276;47;290;7247;12204;164;25.0;25.0;0.0;0.0;3.0;6.0;415.0;472.0;2.0
279;Banks;2005 March;3.0;87.0;19.0;3.0;22.0;526.0;435.0;970.0;1214;15;303;47;319;7278;12246;169;25.0;25.0;0.0;1.0;3.0;7.0;411.0;468.0;1.0
280;Banks;2005 April;3.0;88.0;19.0;3.0;22.0;526.0;437.0;958.0;1208;15;326;48;342;7309;12276;165;25.0;25.0;0.0;1.0;3.0;6.0;408.0;463.0;1.0
281;Banks;2005 May;2.0;87.0;17.0;3.0;20.0;526.0;438.0;942.0;1200;11;281;48;370;7269;12265;126;24.0;25.0;0.0;1.0;3.0;10.0;402.0;458.0;1.0
282;Banks;2005 June;3.0;87.0;19.0;3.0;23.0;525.0;438.0;925.0;1195;12;272;48;365;7223;12261;136;24.0;24.0;0.0;1.0;3.0;10.0;396.0;452.0;0.0
283;Banks;2005 July;3.0;87.0;19.0;3.0;21.0;526.0;440.0;911.0;1189;12;281;48;338;7214;12254;133;24.0;24.0;0.0;1.0;3.0;9.0;390.0;443.0;0.0
284;Banks;2005 August;3.0;88.0;22.0;3.0;21.0;530.0;445.0;894.0;1180;12;288;48;336;7214;12233;133;23.0;24.0;0.0;1.0;3.0;8.0;385.0;440.0;0.0
285;Banks;2005 September;3.0;89.0;20.0;3.0;20.0;533.0;448.0;880.0;1173;12;268;48;339;7192;12219;128;23.0;23.0;0.0;1.0;3.0;8.0;380.0;434.0;0.0
286;Banks;2005 October;3.0;88.0;19.0;3.0;24.0;531.0;446.0;874.0;1167;11;260;47;330;7168;12206;122;23.0;23.0;0.0;1.0;3.0;9.0;374.0;428.0;0.0
287;Banks;2005 November;3.0;88.0;20.0;3.0;23.0;531.0;446.0;864.0;1160;11;266;48;336;7145;12177;131;22.0;23.0;0.0;1.0;3.0;10.0;367.0;420.0;0.0
288;Banks;2005 December;2.0;86.0;17.0;3.0;25.0;527.0;441.0;855.0;1154;9;252;46;343;7100;12147;114;22.0;22.0;0.0;1.0;2.0;9.0;361.0;415.0;0.0
289;Banks;2006 January-I;2.0;85.0;18.0;2.0;24.0;523.0;438.0;850.0;1147;9;245;46;325;7066;12093;100;22.0;22.0;0.0;1.0;2.0;7.0;357.0;411.0;0.0
290;Banks;2006 January-II;2.0;70.0;20.0;3.0;107.0;441.0;371.0;837.0;1126;9;246;51;-171;7569;12328;110;;;;;;;;;
291;Banks;2006 February;3.0;70.0;21.0;3.0;23.0;442.0;372.0;829.0;1120;9;230;52;327;7524;12290;112;;;;;;;;;
292;Banks;2006 March;3.0;71.0;23.0;3.0;24.0;444.0;372.0;820.0;1112;10;266;52;356;7487;12244;130;;;;;;;;;
293;Banks;2006 April;3.0;71.0;20.0;3.0;22.0;444.0;373.0;811.0;1103;8;238;53;331;7447;12196;112;;;;;;;;;
294;Banks;2006 May;3.0;70.0;21.0;3.0;24.0;444.0;372.0;801.0;1096;9;244;53;387;7356;12140;111;;;;;;;;;
295;Banks;2006 June;3.0;70.0;20.0;3.0;23.0;444.0;372.0;791.0;1085;9;223;52;344;7286;12066;112;;;;;;;;;
296;Banks;2006 July;3.0;70.0;22.0;3.0;23.0;447.0;375.0;783.0;1077;9;257;52;327;7268;12020;116;;;;;;;;;
297;Banks;2006 August;3.0;72.0;28.0;4.0;22.0;456.0;383.0;778.0;1072;11;266;52;322;7264;11997;134;;;;;;;;;
298;Banks;2006 September;3.0;72.0;27.0;4.0;23.0;464.0;389.0;773.0;1063;12;246;52;304;7258;11942;131;;;;;;;;;
299;Banks;2006 October;3.0;72.0;30.0;4.0;23.0;476.0;399.0;769.0;1058;10;258;52;324;7245;11906;120;;;;;;;;;
300;Banks;2006 November;3.0;73.0;28.0;4.0;23.0;485.0;406.0;763.0;1052;10;245;52;320;7223;11867;120;;;;;;;;;
301;Banks;2006 December;2.0;73.0;20.0;4.0;24.0;485.0;406.0;755.0;996;8;225;53;319;7181;11507;97;;;;;;;;;
302;Banks;2007 January;3.0;71.0;23.0;4.0;36.0;476.0;398.0;730.0;971;8;221;48;420;7029;11298;98;;;;;;;;;
303;Banks;2007 February;3.0;70.0;24.0;5.0;31.0;475.0;396.0;716.0;956;8;211;47;340;6946;11188;105;;;;;;;;;
304;Banks;2007 March;3.0;70.0;28.0;5.0;22.0;485.0;403.0;711.0;950;9;234;47;312;6914;11163;121;;;;;;;;;
