ID;EnergySourcesTechniques;EnergyApplication;Periods;FinalConsumptionInTerajoule_1;InTotalEnergeticFinalConsumption_2;AvoidedPrimaryEnergyInTJ_3;AvoidedPrimaryEnergyInTotalUse_4;AvoidedCarbonDioxideEmissionInKton_5;AvoidedCO2EmissionInOfTotEmiss_6
3885;Biogas from sewage water purification;Electricity;2011;622.0;0.03;1357.0;0.04;92.0;0.05
3886;Biogas from sewage water purification;Electricity;2012;664.0;0.03;1501.0;0.05;107.0;0.06
3887;Biogas from sewage water purification;Electricity;2013;698.0;0.03;1562.0;0.05;115.0;0.07
3888;Biogas from sewage water purification;Heat;1990;1143.0;0.06;388.0;0.01;22.0;0.01
3889;Biogas from sewage water purification;Heat;1991;1260.0;0.06;529.0;0.02;30.0;0.02
3890;Biogas from sewage water purification;Heat;1992;1141.0;0.06;326.0;0.01;19.0;0.01
3891;Biogas from sewage water purification;Heat;1993;1327.0;0.07;538.0;0.02;31.0;0.02
3892;Biogas from sewage water purification;Heat;1994;1314.0;0.07;393.0;0.01;22.0;0.01
3893;Biogas from sewage water purification;Heat;1995;1279.0;0.06;249.0;0.01;14.0;0.01
3894;Biogas from sewage water purification;Heat;1996;1300.0;0.06;248.0;0.01;14.0;0.01
3895;Biogas from sewage water purification;Heat;1997;1353.0;0.06;416.0;0.01;24.0;0.01
3896;Biogas from sewage water purification;Heat;1998;1276.0;0.06;418.0;0.01;24.0;0.01
3897;Biogas from sewage water purification;Heat;1999;1333.0;0.06;469.0;0.02;27.0;0.02
3898;Biogas from sewage water purification;Heat;2000;1362.0;0.06;517.0;0.02;29.0;0.02
3899;Biogas from sewage water purification;Heat;2001;1424.0;0.07;451.0;0.01;26.0;0.01
3900;Biogas from sewage water purification;Heat;2002;1372.0;0.06;430.0;0.01;24.0;0.01
3901;Biogas from sewage water purification;Heat;2003;1353.0;0.06;469.0;0.01;27.0;0.01
3902;Biogas from sewage water purification;Heat;2004;1396.0;0.06;563.0;0.02;32.0;0.02
3903;Biogas from sewage water purification;Heat;2005;1306.0;0.06;406.0;0.01;23.0;0.01
3904;Biogas from sewage water purification;Heat;2006;1262.0;0.06;225.0;0.01;13.0;0.01
3905;Biogas from sewage water purification;Heat;2007;1218.0;0.05;256.0;0.01;15.0;0.01
3906;Biogas from sewage water purification;Heat;2008;1262.0;0.06;239.0;0.01;14.0;0.01
3907;Biogas from sewage water purification;Heat;2009;1280.0;0.06;233.0;0.01;13.0;0.01
3908;Biogas from sewage water purification;Heat;2010;1259.0;0.05;193.0;0.01;11.0;0.01
3909;Biogas from sewage water purification;Heat;2011;1298.0;0.06;315.0;0.01;18.0;0.01
3910;Biogas from sewage water purification;Heat;2012;1285.0;0.06;238.0;0.01;13.0;0.01
3911;Biogas from sewage water purification;Heat;2013;1342.0;0.06;287.0;0.01;16.0;0.01
3912;Biogas from sewage water purification;Transport;1990;;;;;;
3913;Biogas from sewage water purification;Transport;1991;;;;;;
3914;Biogas from sewage water purification;Transport;1992;;;;;;
3915;Biogas from sewage water purification;Transport;1993;;;;;;
3916;Biogas from sewage water purification;Transport;1994;;;;;;
3917;Biogas from sewage water purification;Transport;1995;;;;;;
3918;Biogas from sewage water purification;Transport;1996;;;;;;
3919;Biogas from sewage water purification;Transport;1997;;;;;;
3920;Biogas from sewage water purification;Transport;1998;;;;;;
3921;Biogas from sewage water purification;Transport;1999;;;;;;
3922;Biogas from sewage water purification;Transport;2000;;;;;;
3923;Biogas from sewage water purification;Transport;2001;;;;;;
3924;Biogas from sewage water purification;Transport;2002;;;;;;
3925;Biogas from sewage water purification;Transport;2003;;;;;;
3926;Biogas from sewage water purification;Transport;2004;;;;;;
3927;Biogas from sewage water purification;Transport;2005;;;;;;
3928;Biogas from sewage water purification;Transport;2006;;;;;;
3929;Biogas from sewage water purification;Transport;2007;;;;;;
3930;Biogas from sewage water purification;Transport;2008;;;;;;
3931;Biogas from sewage water purification;Transport;2009;;;;;;
3932;Biogas from sewage water purification;Transport;2010;;;;;;
3933;Biogas from sewage water purification;Transport;2011;;;;;;
3934;Biogas from sewage water purification;Transport;2012;;;;;;
3935;Biogas from sewage water purification;Transport;2013;;;;;;
3936;Biogas, co-digestion of manure;Total energy applications;1990;;;;;;
3937;Biogas, co-digestion of manure;Total energy applications;1991;;;;;;
3938;Biogas, co-digestion of manure;Total energy applications;1992;;;;;;
3939;Biogas, co-digestion of manure;Total energy applications;1993;;;;;;
3940;Biogas, co-digestion of manure;Total energy applications;1994;;;;;;
3941;Biogas, co-digestion of manure;Total energy applications;1995;;;;;;
3942;Biogas, co-digestion of manure;Total energy applications;1996;;;;;;
3943;Biogas, co-digestion of manure;Total energy applications;1997;;;;;;
3944;Biogas, co-digestion of manure;Total energy applications;1998;;;;;;
3945;Biogas, co-digestion of manure;Total energy applications;1999;;;;;;
3946;Biogas, co-digestion of manure;Total energy applications;2000;;;;;;
3947;Biogas, co-digestion of manure;Total energy applications;2001;;;;;;
3948;Biogas, co-digestion of manure;Total energy applications;2002;;;;;;
3949;Biogas, co-digestion of manure;Total energy applications;2003;;;;;;
3950;Biogas, co-digestion of manure;Total energy applications;2004;;;;;;
3951;Biogas, co-digestion of manure;Total energy applications;2005;56.0;0.0;76.0;0.0;5.0;0.0
3952;Biogas, co-digestion of manure;Total energy applications;2006;348.0;0.02;459.0;0.01;32.0;0.02
3953;Biogas, co-digestion of manure;Total energy applications;2007;1114.0;0.05;1444.0;0.04;99.0;0.06
3954;Biogas, co-digestion of manure;Total energy applications;2008;2305.0;0.1;2984.0;0.09;204.0;0.12
3955;Biogas, co-digestion of manure;Total energy applications;2009;3444.0;0.16;4300.0;0.13;290.0;0.17
3956;Biogas, co-digestion of manure;Total energy applications;2010;3976.0;0.17;4775.0;0.14;316.0;0.17
3957;Biogas, co-digestion of manure;Total energy applications;2011;3894.0;0.18;4583.0;0.14;304.0;0.18
3958;Biogas, co-digestion of manure;Total energy applications;2012;4146.0;0.19;4963.0;0.15;341.0;0.21
3959;Biogas, co-digestion of manure;Total energy applications;2013;4121.0;0.19;4880.0;0.15;343.0;0.21
3960;Biogas, co-digestion of manure;Electricity;1990;;;;;;
3961;Biogas, co-digestion of manure;Electricity;1991;;;;;;
3962;Biogas, co-digestion of manure;Electricity;1992;;;;;;
3963;Biogas, co-digestion of manure;Electricity;1993;;;;;;
3964;Biogas, co-digestion of manure;Electricity;1994;;;;;;
3965;Biogas, co-digestion of manure;Electricity;1995;;;;;;
3966;Biogas, co-digestion of manure;Electricity;1996;;;;;;
3967;Biogas, co-digestion of manure;Electricity;1997;;;;;;
3968;Biogas, co-digestion of manure;Electricity;1998;;;;;;
3969;Biogas, co-digestion of manure;Electricity;1999;;;;;;
3970;Biogas, co-digestion of manure;Electricity;2000;;;;;;
3971;Biogas, co-digestion of manure;Electricity;2001;;;;;;
3972;Biogas, co-digestion of manure;Electricity;2002;;;;;;
3973;Biogas, co-digestion of manure;Electricity;2003;;;;;;
3974;Biogas, co-digestion of manure;Electricity;2004;;;;;;
3975;Biogas, co-digestion of manure;Electricity;2005;32.0;0.0;71.0;0.0;5.0;0.0
3976;Biogas, co-digestion of manure;Electricity;2006;213.0;0.01;455.0;0.01;32.0;0.02
3977;Biogas, co-digestion of manure;Electricity;2007;673.0;0.03;1422.0;0.04;98.0;0.06
3978;Biogas, co-digestion of manure;Electricity;2008;1332.0;0.06;2866.0;0.09;197.0;0.11
3979;Biogas, co-digestion of manure;Electricity;2009;1901.0;0.09;4015.0;0.12;274.0;0.16
3980;Biogas, co-digestion of manure;Electricity;2010;2069.0;0.09;4272.0;0.12;287.0;0.16
3981;Biogas, co-digestion of manure;Electricity;2011;2024.0;0.09;4086.0;0.13;276.0;0.16
3982;Biogas, co-digestion of manure;Electricity;2012;1981.0;0.09;4146.0;0.13;295.0;0.18
3983;Biogas, co-digestion of manure;Electricity;2013;1891.0;0.09;3913.0;0.12;288.0;0.17
3984;Biogas, co-digestion of manure;Heat;1990;;;;;;
3985;Biogas, co-digestion of manure;Heat;1991;;;;;;
3986;Biogas, co-digestion of manure;Heat;1992;;;;;;
3987;Biogas, co-digestion of manure;Heat;1993;;;;;;
3988;Biogas, co-digestion of manure;Heat;1994;;;;;;
3989;Biogas, co-digestion of manure;Heat;1995;;;;;;
3990;Biogas, co-digestion of manure;Heat;1996;;;;;;
3991;Biogas, co-digestion of manure;Heat;1997;;;;;;
3992;Biogas, co-digestion of manure;Heat;1998;;;;;;
3993;Biogas, co-digestion of manure;Heat;1999;;;;;;
3994;Biogas, co-digestion of manure;Heat;2000;;;;;;
3995;Biogas, co-digestion of manure;Heat;2001;;;;;;
3996;Biogas, co-digestion of manure;Heat;2002;;;;;;
3997;Biogas, co-digestion of manure;Heat;2003;;;;;;
3998;Biogas, co-digestion of manure;Heat;2004;;;;;;
3999;Biogas, co-digestion of manure;Heat;2005;24.0;0.0;6.0;0.0;0.0;0.0
4000;Biogas, co-digestion of manure;Heat;2006;135.0;0.01;4.0;0.0;0.0;0.0
4001;Biogas, co-digestion of manure;Heat;2007;441.0;0.02;22.0;0.0;1.0;0.0
4002;Biogas, co-digestion of manure;Heat;2008;973.0;0.04;118.0;0.0;7.0;0.0
4003;Biogas, co-digestion of manure;Heat;2009;1543.0;0.07;286.0;0.01;16.0;0.01
4004;Biogas, co-digestion of manure;Heat;2010;1907.0;0.08;503.0;0.01;28.0;0.02
4005;Biogas, co-digestion of manure;Heat;2011;1870.0;0.09;497.0;0.02;28.0;0.02
4006;Biogas, co-digestion of manure;Heat;2012;2165.0;0.1;816.0;0.03;46.0;0.03
4007;Biogas, co-digestion of manure;Heat;2013;2230.0;0.1;967.0;0.03;55.0;0.03
4008;Biogas, co-digestion of manure;Transport;1990;;;;;;
4009;Biogas, co-digestion of manure;Transport;1991;;;;;;
4010;Biogas, co-digestion of manure;Transport;1992;;;;;;
4011;Biogas, co-digestion of manure;Transport;1993;;;;;;
4012;Biogas, co-digestion of manure;Transport;1994;;;;;;
4013;Biogas, co-digestion of manure;Transport;1995;;;;;;
4014;Biogas, co-digestion of manure;Transport;1996;;;;;;
4015;Biogas, co-digestion of manure;Transport;1997;;;;;;
4016;Biogas, co-digestion of manure;Transport;1998;;;;;;
4017;Biogas, co-digestion of manure;Transport;1999;;;;;;
4018;Biogas, co-digestion of manure;Transport;2000;;;;;;
4019;Biogas, co-digestion of manure;Transport;2001;;;;;;
4020;Biogas, co-digestion of manure;Transport;2002;;;;;;
4021;Biogas, co-digestion of manure;Transport;2003;;;;;;
4022;Biogas, co-digestion of manure;Transport;2004;;;;;;
4023;Biogas, co-digestion of manure;Transport;2005;;;;;;
4024;Biogas, co-digestion of manure;Transport;2006;;;;;;
4025;Biogas, co-digestion of manure;Transport;2007;;;;;;
4026;Biogas, co-digestion of manure;Transport;2008;;;;;;
4027;Biogas, co-digestion of manure;Transport;2009;;;;;;
4028;Biogas, co-digestion of manure;Transport;2010;;;;;;
4029;Biogas, co-digestion of manure;Transport;2011;;;;;;
4030;Biogas, co-digestion of manure;Transport;2012;;;;;;
4031;Biogas, co-digestion of manure;Transport;2013;;;;;;
4032;Biogas, other;Total energy applications;1990;461.0;0.03;406.0;0.02;23.0;0.01
4033;Biogas, other;Total energy applications;1991;554.0;0.03;481.0;0.02;28.0;0.02
4034;Biogas, other;Total energy applications;1992;609.0;0.03;535.0;0.02;31.0;0.02
4035;Biogas, other;Total energy applications;1993;629.0;0.03;557.0;0.02;32.0;0.02
4036;Biogas, other;Total energy applications;1994;741.0;0.04;631.0;0.02;36.0;0.02
4037;Biogas, other;Total energy applications;1995;816.0;0.04;711.0;0.02;41.0;0.02
4038;Biogas, other;Total energy applications;1996;885.0;0.04;774.0;0.03;45.0;0.03
4039;Biogas, other;Total energy applications;1997;947.0;0.04;831.0;0.03;48.0;0.03
4040;Biogas, other;Total energy applications;1998;891.0;0.04;793.0;0.03;46.0;0.03
4041;Biogas, other;Total energy applications;1999;926.0;0.04;836.0;0.03;48.0;0.03
4042;Biogas, other;Total energy applications;2000;957.0;0.04;870.0;0.03;51.0;0.03
4043;Biogas, other;Total energy applications;2001;972.0;0.04;880.0;0.03;51.0;0.03
4044;Biogas, other;Total energy applications;2002;971.0;0.04;894.0;0.03;53.0;0.03
4045;Biogas, other;Total energy applications;2003;1076.0;0.05;976.0;0.03;58.0;0.03
4046;Biogas, other;Total energy applications;2004;1162.0;0.05;1027.0;0.03;60.0;0.03
4047;Biogas, other;Total energy applications;2005;1086.0;0.05;998.0;0.03;59.0;0.03
4048;Biogas, other;Total energy applications;2006;1287.0;0.06;1185.0;0.04;71.0;0.04
4049;Biogas, other;Total energy applications;2007;1284.0;0.06;1227.0;0.04;75.0;0.04
4050;Biogas, other;Total energy applications;2008;1481.0;0.06;1465.0;0.04;93.0;0.05
4051;Biogas, other;Total energy applications;2009;1678.0;0.08;1878.0;0.06;118.0;0.07
4052;Biogas, other;Total energy applications;2010;2109.0;0.09;2364.0;0.07;149.0;0.08
4053;Biogas, other;Total energy applications;2011;2229.0;0.1;2696.0;0.08;170.0;0.1
4054;Biogas, other;Total energy applications;2012;2550.0;0.12;3083.0;0.09;197.0;0.12
4055;Biogas, other;Total energy applications;2013;3347.0;0.15;3874.0;0.12;244.0;0.15
4056;Biogas, other;Electricity;1990;15.0;0.0;19.0;0.0;1.0;0.0
4057;Biogas, other;Electricity;1991;15.0;0.0;15.0;0.0;1.0;0.0
4058;Biogas, other;Electricity;1992;19.0;0.0;22.0;0.0;2.0;0.0
4059;Biogas, other;Electricity;1993;26.0;0.0;40.0;0.0;3.0;0.0
4060;Biogas, other;Electricity;1994;11.0;0.0;-1.0;0.0;0.0;0.0
4061;Biogas, other;Electricity;1995;25.0;0.0;29.0;0.0;2.0;0.0
4062;Biogas, other;Electricity;1996;35.0;0.0;51.0;0.0;4.0;0.0
4063;Biogas, other;Electricity;1997;31.0;0.0;36.0;0.0;3.0;0.0
4064;Biogas, other;Electricity;1998;35.0;0.0;49.0;0.0;3.0;0.0
4065;Biogas, other;Electricity;1999;50.0;0.0;81.0;0.0;6.0;0.0
4066;Biogas, other;Electricity;2000;61.0;0.0;106.0;0.0;8.0;0.0
4067;Biogas, other;Electricity;2001;60.0;0.0;104.0;0.0;7.0;0.0
4068;Biogas, other;Electricity;2002;77.0;0.0;147.0;0.0;10.0;0.01
4069;Biogas, other;Electricity;2003;99.0;0.0;191.0;0.01;13.0;0.01
4070;Biogas, other;Electricity;2004;80.0;0.0;141.0;0.0;10.0;0.01
4071;Biogas, other;Electricity;2005;115.0;0.01;224.0;0.01;15.0;0.01
4072;Biogas, other;Electricity;2006;157.0;0.01;307.0;0.01;21.0;0.01
4073;Biogas, other;Electricity;2007;240.0;0.01;486.0;0.01;33.0;0.02
4074;Biogas, other;Electricity;2008;375.0;0.02;789.0;0.02;54.0;0.03
4075;Biogas, other;Electricity;2009;494.0;0.02;1028.0;0.03;70.0;0.04
4076;Biogas, other;Electricity;2010;706.0;0.03;1446.0;0.04;97.0;0.05
4077;Biogas, other;Electricity;2011;824.0;0.04;1657.0;0.05;111.0;0.07
4078;Biogas, other;Electricity;2012;831.0;0.04;1711.0;0.05;119.0;0.07
4079;Biogas, other;Electricity;2013;928.0;0.04;1875.0;0.06;131.0;0.08
4080;Biogas, other;Heat;1990;446.0;0.02;388.0;0.01;22.0;0.01
4081;Biogas, other;Heat;1991;539.0;0.03;466.0;0.02;26.0;0.02
4082;Biogas, other;Heat;1992;591.0;0.03;513.0;0.02;29.0;0.02
4083;Biogas, other;Heat;1993;603.0;0.03;517.0;0.02;29.0;0.02
4084;Biogas, other;Heat;1994;730.0;0.04;632.0;0.02;36.0;0.02
4085;Biogas, other;Heat;1995;792.0;0.04;682.0;0.02;39.0;0.02
4086;Biogas, other;Heat;1996;850.0;0.04;723.0;0.02;41.0;0.02
4087;Biogas, other;Heat;1997;916.0;0.04;795.0;0.03;45.0;0.03
4088;Biogas, other;Heat;1998;856.0;0.04;744.0;0.02;42.0;0.02
4089;Biogas, other;Heat;1999;876.0;0.04;755.0;0.03;43.0;0.03
4090;Biogas, other;Heat;2000;897.0;0.04;764.0;0.03;43.0;0.03
4091;Biogas, other;Heat;2001;913.0;0.04;776.0;0.02;44.0;0.03
4092;Biogas, other;Heat;2002;893.0;0.04;748.0;0.02;42.0;0.02
4093;Biogas, other;Heat;2003;977.0;0.04;785.0;0.02;45.0;0.02
4094;Biogas, other;Heat;2004;1082.0;0.05;886.0;0.03;50.0;0.03
4095;Biogas, other;Heat;2005;971.0;0.04;774.0;0.02;44.0;0.03
4096;Biogas, other;Heat;2006;1129.0;0.05;877.0;0.03;50.0;0.03
4097;Biogas, other;Heat;2007;1044.0;0.05;741.0;0.02;42.0;0.02
4098;Biogas, other;Heat;2008;1106.0;0.05;676.0;0.02;38.0;0.02
4099;Biogas, other;Heat;2009;1184.0;0.06;851.0;0.03;48.0;0.03
4100;Biogas, other;Heat;2010;1403.0;0.06;919.0;0.03;52.0;0.03
4101;Biogas, other;Heat;2011;1405.0;0.07;1040.0;0.03;59.0;0.04
4102;Biogas, other;Heat;2012;1719.0;0.08;1373.0;0.04;78.0;0.05
4103;Biogas, other;Heat;2013;2419.0;0.11;1999.0;0.06;113.0;0.07
4104;Biogas, other;Transport;1990;;;;;;
4105;Biogas, other;Transport;1991;;;;;;
4106;Biogas, other;Transport;1992;;;;;;
4107;Biogas, other;Transport;1993;;;;;;
4108;Biogas, other;Transport;1994;;;;;;
4109;Biogas, other;Transport;1995;;;;;;
4110;Biogas, other;Transport;1996;;;;;;
4111;Biogas, other;Transport;1997;;;;;;
4112;Biogas, other;Transport;1998;;;;;;
4113;Biogas, other;Transport;1999;;;;;;
4114;Biogas, other;Transport;2000;;;;;;
4115;Biogas, other;Transport;2001;;;;;;
4116;Biogas, other;Transport;2002;;;;;;
4117;Biogas, other;Transport;2003;;;;;;
4118;Biogas, other;Transport;2004;;;;;;
4119;Biogas, other;Transport;2005;;;;;;
4120;Biogas, other;Transport;2006;;;;;;
4121;Biogas, other;Transport;2007;;;;;;
4122;Biogas, other;Transport;2008;;;;;;
4123;Biogas, other;Transport;2009;;;;;;
4124;Biogas, other;Transport;2010;;;;;;
4125;Biogas, other;Transport;2011;;;;;;
4126;Biogas, other;Transport;2012;;;;;;
4127;Biogas, other;Transport;2013;;;;;;
4128;Biofuels for road transport, total;Total energy applications;1990;0.0;0.0;0.0;0.0;0.0;0.0
4129;Biofuels for road transport, total;Total energy applications;1991;0.0;0.0;0.0;0.0;0.0;0.0
4130;Biofuels for road transport, total;Total energy applications;1992;0.0;0.0;0.0;0.0;0.0;0.0
4131;Biofuels for road transport, total;Total energy applications;1993;0.0;0.0;0.0;0.0;0.0;0.0
4132;Biofuels for road transport, total;Total energy applications;1994;0.0;0.0;0.0;0.0;0.0;0.0
4133;Biofuels for road transport, total;Total energy applications;1995;0.0;0.0;0.0;0.0;0.0;0.0
4134;Biofuels for road transport, total;Total energy applications;1996;0.0;0.0;0.0;0.0;0.0;0.0
4135;Biofuels for road transport, total;Total energy applications;1997;0.0;0.0;0.0;0.0;0.0;0.0
4136;Biofuels for road transport, total;Total energy applications;1998;0.0;0.0;0.0;0.0;0.0;0.0
4137;Biofuels for road transport, total;Total energy applications;1999;0.0;0.0;0.0;0.0;0.0;0.0
4138;Biofuels for road transport, total;Total energy applications;2000;0.0;0.0;0.0;0.0;0.0;0.0
4139;Biofuels for road transport, total;Total energy applications;2001;0.0;0.0;0.0;0.0;0.0;0.0
4140;Biofuels for road transport, total;Total energy applications;2002;0.0;0.0;0.0;0.0;0.0;0.0
4141;Biofuels for road transport, total;Total energy applications;2003;134.0;0.01;134.0;0.0;;
4142;Biofuels for road transport, total;Total energy applications;2004;134.0;0.01;134.0;0.0;;
4143;Biofuels for road transport, total;Total energy applications;2005;101.0;0.0;101.0;0.0;;
4144;Biofuels for road transport, total;Total energy applications;2006;1766.0;0.08;1766.0;0.05;;
4145;Biofuels for road transport, total;Total energy applications;2007;13031.0;0.58;13031.0;0.39;;
4146;Biofuels for road transport, total;Total energy applications;2008;12048.0;0.53;12048.0;0.36;;
4147;Biofuels for road transport, total;Total energy applications;2009;15606.0;0.73;15606.0;0.48;;
4148;Biofuels for road transport, total;Total energy applications;2010;9577.0;0.42;9577.0;0.28;;
4149;Biofuels for road transport, total;Total energy applications;2011;13438.0;0.62;13438.0;0.42;;
4150;Biofuels for road transport, total;Total energy applications;2012;13353.0;0.61;13353.0;0.41;;
4151;Biofuels for road transport, total;Total energy applications;2013;12924.0;0.59;12924.0;0.4;;
4152;Biofuels for road transport, total;Electricity;1990;;;;;;
4153;Biofuels for road transport, total;Electricity;1991;;;;;;
4154;Biofuels for road transport, total;Electricity;1992;;;;;;
4155;Biofuels for road transport, total;Electricity;1993;;;;;;
4156;Biofuels for road transport, total;Electricity;1994;;;;;;
4157;Biofuels for road transport, total;Electricity;1995;;;;;;
4158;Biofuels for road transport, total;Electricity;1996;;;;;;
