ID;Sales;SBI08SectionsAndDivisions;AllPeriods;PriceIndexNumbersExcludingExcise_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;WeightFactor_4
9317;Total sales;1723 Manufacture of paper stationery;2019 May;95.4;-0.1;-0.1;605
9318;Total sales;1723 Manufacture of paper stationery;2019 June;95.2;-0.2;-0.2;605
9319;Total sales;1723 Manufacture of paper stationery;2019 July;94.7;-0.5;-1.0;605
9320;Total sales;1723 Manufacture of paper stationery;2019 August;94.7;0.0;-1.1;605
9321;Total sales;1723 Manufacture of paper stationery;2019 September;94.7;0.0;-1.1;605
9322;Total sales;1723 Manufacture of paper stationery;2019 October;94.5;-0.3;-1.4;605
9323;Total sales;1723 Manufacture of paper stationery;2019 November;94.5;0.0;-1.0;605
9324;Total sales;1723 Manufacture of paper stationery;2019 December;94.8;0.4;-0.6;605
9325;Total sales;1723 Manufacture of paper stationery;2019;95.1;;-0.2;605
9326;Total sales;1723 Manufacture of paper stationery;2020 January;94.8;0.0;-1.2;605
9327;Total sales;1723 Manufacture of paper stationery;2020 February;94.4;-0.4;-1.6;605
9328;Total sales;1723 Manufacture of paper stationery;2020 March;94.7;0.3;-1.1;605
9329;Total sales;1723 Manufacture of paper stationery;2020 April;93.5;-1.2;-2.1;605
9330;Total sales;1723 Manufacture of paper stationery;2020 May;93.5;0.0;-2.0;605
9331;Total sales;1723 Manufacture of paper stationery;2020 June;93.6;0.1;-1.7;605
9332;Total sales;1723 Manufacture of paper stationery;2020 July;93.0;-0.6;-1.8;605
9333;Total sales;1723 Manufacture of paper stationery;2020 August;92.9;-0.1;-1.9;605
9334;Total sales;1723 Manufacture of paper stationery;2020 September;93.7;0.9;-1.1;605
9335;Total sales;1723 Manufacture of paper stationery;2020 October;93.8;0.1;-0.7;605
9336;Total sales;1723 Manufacture of paper stationery;2020 November;94.0;0.2;-0.6;605
9337;Total sales;1723 Manufacture of paper stationery;2020 December;94.2;0.2;-0.7;605
9338;Total sales;1723 Manufacture of paper stationery;2020;93.8;;-1.4;605
9339;Total sales;1723 Manufacture of paper stationery;2021 January;94.5;0.3;-0.3;605
9340;Total sales;1723 Manufacture of paper stationery;2021 February;95.4;1.0;1.0;605
9341;Total sales;1723 Manufacture of paper stationery;2021 March;96.1;0.8;1.5;605
9342;Total sales;1723 Manufacture of paper stationery;2021 April;97.1;1.0;3.9;605
9343;Total sales;1723 Manufacture of paper stationery;2021 May;98.4;1.3;5.3;605
9344;Total sales;1723 Manufacture of paper stationery;2021 June;98.4;0.0;5.2;605
9345;Total sales;1723 Manufacture of paper stationery;2021 July;101.1;2.7;8.6;605
9346;Total sales;1723 Manufacture of paper stationery;2021 August;100.9;-0.2;8.6;605
9347;Total sales;1723 Manufacture of paper stationery;2021 September;102.0;1.1;8.8;605
9348;Total sales;1723 Manufacture of paper stationery;2021 October;104.2;2.2;11.1;605
9349;Total sales;1723 Manufacture of paper stationery;2021 November;106.1;1.8;12.9;605
9350;Total sales;1723 Manufacture of paper stationery;2021 December;105.7;-0.3;12.2;605
9351;Total sales;1723 Manufacture of paper stationery;2021;100.0;;6.6;605
9352;Total sales;1723 Manufacture of paper stationery;2022 January;115.4;9.2;22.1;605
9353;Total sales;1723 Manufacture of paper stationery;2022 February;115.7;0.2;21.2;605
9354;Total sales;1723 Manufacture of paper stationery;2022 March;116.6;0.8;21.3;605
9355;Total sales;1723 Manufacture of paper stationery;2022 April;121.1;3.9;24.7;605
9356;Total sales;1723 Manufacture of paper stationery;2022 May;120.6;-0.4;22.5;605
9357;Total sales;1723 Manufacture of paper stationery;2022 June;121.0;0.4;22.9;605
9358;Total sales;1723 Manufacture of paper stationery;2022 July;121.3;0.2;20.0;605
9359;Total sales;1723 Manufacture of paper stationery;2022 August;121.8;0.4;20.7;605
9360;Total sales;1723 Manufacture of paper stationery;2022 September;127.5;4.7;25.0;605
9361;Total sales;1723 Manufacture of paper stationery;2022 October;128.2;0.6;23.1;605
9362;Total sales;1723 Manufacture of paper stationery;2022 November;127.1;-0.9;19.8;605
9363;Total sales;1723 Manufacture of paper stationery;2022 December;125.6;-1.1;18.8;605
9364;Total sales;1723 Manufacture of paper stationery;2022;121.8;;21.8;605
9365;Total sales;1723 Manufacture of paper stationery;2023 January;124.9;-0.6;8.2;605
9366;Total sales;1723 Manufacture of paper stationery;2023 February;125.8;0.8;8.8;605
9367;Total sales;1723 Manufacture of paper stationery;2023 March;125.6;-0.2;7.7;605
9368;Total sales;1723 Manufacture of paper stationery;2023 April;123.6;-1.6;2.1;605
9369;Total sales;1723 Manufacture of paper stationery;2023 May;124.1;0.4;3.0;605
9370;Total sales;1723 Manufacture of paper stationery;2023 June;123.6;-0.5;2.1;605
9371;Total sales;1723 Manufacture of paper stationery;2023 July;121.4;-1.8;0.1;605
9372;Total sales;1723 Manufacture of paper stationery;2023 August;121.4;0.1;-0.3;605
9373;Total sales;1723 Manufacture of paper stationery;2023 September;121.2;-0.2;-5.0;605
9374;Total sales;1723 Manufacture of paper stationery;2023 October;119.1;-1.8;-7.2;605
9375;Total sales;1723 Manufacture of paper stationery;2023 November;118.9;-0.1;-6.4;605
9376;Total sales;1723 Manufacture of paper stationery;2023 December;119.1;0.1;-5.2;605
9377;Total sales;1723 Manufacture of paper stationery;2023;122.4;;0.5;605
9378;Total sales;1723 Manufacture of paper stationery;2024 January;118.2;-0.7;-5.3;605
9379;Total sales;1723 Manufacture of paper stationery;2024 February;117.0;-1.0;-7.0;605
9380;Total sales;1723 Manufacture of paper stationery;2024 March;117.8;0.7;-6.2;605
9381;Total sales;1723 Manufacture of paper stationery;2024 April;117.8;0.0;-4.7;605
9382;Total sales;1723 Manufacture of paper stationery;2024 May;118.0;0.2;-4.9;605
9383;Total sales;1723 Manufacture of paper stationery;2024 June;118.4;0.3;-4.2;605
9384;Total sales;1723 Manufacture of paper stationery;2024 July;119.1;0.6;-1.9;605
9385;Total sales;1723 Manufacture of paper stationery;2024 August;119.8;0.5;-1.4;605
9386;Total sales;1723 Manufacture of paper stationery;2024 September;119.8;0.0;-1.1;605
9387;Total sales;1723 Manufacture of paper stationery;2024 October;119.2;-0.5;0.1;605
9388;Total sales;1723 Manufacture of paper stationery;2024 November;119.2;0.0;0.2;605
9389;Total sales;1723 Manufacture of paper stationery;2024 December;118.3;-0.7;-0.6;605
9390;Total sales;1723 Manufacture of paper stationery;2024;118.5;;-3.1;605
9391;Total sales;1723 Manufacture of paper stationery;2025 January;117.6;-0.6;-0.5;605
9392;Total sales;1723 Manufacture of paper stationery;2025 February;118.5;0.7;1.3;605
9393;Total sales;1724 Manufacture of wallpaper;2018 January;88.9;;;57
9394;Total sales;1724 Manufacture of wallpaper;2018 February;89.2;0.4;;57
9395;Total sales;1724 Manufacture of wallpaper;2018 March;89.3;0.1;;57
9396;Total sales;1724 Manufacture of wallpaper;2018 April;89.1;-0.2;;57
9397;Total sales;1724 Manufacture of wallpaper;2018 May;89.1;0.0;;57
9398;Total sales;1724 Manufacture of wallpaper;2018 June;89.1;0.0;;57
9399;Total sales;1724 Manufacture of wallpaper;2018 July;89.5;0.4;;57
9400;Total sales;1724 Manufacture of wallpaper;2018 August;89.4;-0.1;;57
9401;Total sales;1724 Manufacture of wallpaper;2018 September;89.4;0.0;;57
9402;Total sales;1724 Manufacture of wallpaper;2018 October;89.6;0.3;;57
9403;Total sales;1724 Manufacture of wallpaper;2018 November;89.5;-0.1;;57
9404;Total sales;1724 Manufacture of wallpaper;2018 December;89.4;-0.2;;57
9405;Total sales;1724 Manufacture of wallpaper;2018;89.3;;;57
9406;Total sales;1724 Manufacture of wallpaper;2019 January;91.7;2.6;3.2;57
9407;Total sales;1724 Manufacture of wallpaper;2019 February;91.8;0.1;2.9;57
9408;Total sales;1724 Manufacture of wallpaper;2019 March;91.7;-0.1;2.7;57
9409;Total sales;1724 Manufacture of wallpaper;2019 April;91.2;-0.5;2.4;57
9410;Total sales;1724 Manufacture of wallpaper;2019 May;91.4;0.2;2.6;57
9411;Total sales;1724 Manufacture of wallpaper;2019 June;91.2;-0.1;2.4;57
9412;Total sales;1724 Manufacture of wallpaper;2019 July;;;;57
9413;Total sales;1724 Manufacture of wallpaper;2019 August;;;;57
9414;Total sales;1724 Manufacture of wallpaper;2019 September;;;;57
9415;Total sales;1724 Manufacture of wallpaper;2019 October;;;;57
9416;Total sales;1724 Manufacture of wallpaper;2019 November;;;;57
9417;Total sales;1724 Manufacture of wallpaper;2019 December;;;;57
9418;Total sales;1724 Manufacture of wallpaper;2019;;;;57
9419;Total sales;1724 Manufacture of wallpaper;2020 January;90.6;;-1.2;57
9420;Total sales;1724 Manufacture of wallpaper;2020 February;90.4;-0.2;-1.5;57
9421;Total sales;1724 Manufacture of wallpaper;2020 March;92.5;2.4;0.9;57
9422;Total sales;1724 Manufacture of wallpaper;2020 April;92.6;0.1;1.5;57
9423;Total sales;1724 Manufacture of wallpaper;2020 May;92.6;-0.1;1.3;57
9424;Total sales;1724 Manufacture of wallpaper;2020 June;92.6;0.1;1.5;57
9425;Total sales;1724 Manufacture of wallpaper;2020 July;;;;57
9426;Total sales;1724 Manufacture of wallpaper;2020 August;;;;57
9427;Total sales;1724 Manufacture of wallpaper;2020 September;;;;57
9428;Total sales;1724 Manufacture of wallpaper;2020 October;92.1;;;57
9429;Total sales;1724 Manufacture of wallpaper;2020 November;92.3;0.2;;57
9430;Total sales;1724 Manufacture of wallpaper;2020 December;92.3;0.1;;57
9431;Total sales;1724 Manufacture of wallpaper;2020;;;;57
9432;Total sales;1724 Manufacture of wallpaper;2021 January;92.4;0.1;2.0;57
9433;Total sales;1724 Manufacture of wallpaper;2021 February;93.3;0.9;3.2;57
9434;Total sales;1724 Manufacture of wallpaper;2021 March;96.2;3.1;3.9;57
9435;Total sales;1724 Manufacture of wallpaper;2021 April;;;;57
9436;Total sales;1724 Manufacture of wallpaper;2021 May;;;;57
9437;Total sales;1724 Manufacture of wallpaper;2021 June;98.7;;6.5;57
9438;Total sales;1724 Manufacture of wallpaper;2021 July;100.2;1.5;;57
9439;Total sales;1724 Manufacture of wallpaper;2021 August;100.2;0.0;;57
9440;Total sales;1724 Manufacture of wallpaper;2021 September;104.6;4.4;;57
9441;Total sales;1724 Manufacture of wallpaper;2021 October;105.5;0.9;14.6;57
9442;Total sales;1724 Manufacture of wallpaper;2021 November;106.8;1.2;15.8;57
9443;Total sales;1724 Manufacture of wallpaper;2021 December;106.9;0.1;15.8;57
9444;Total sales;1724 Manufacture of wallpaper;2021;;;;57
9445;Total sales;1724 Manufacture of wallpaper;2022 January;111.6;4.4;20.7;57
9446;Total sales;1724 Manufacture of wallpaper;2022 February;111.7;0.1;19.8;57
9447;Total sales;1724 Manufacture of wallpaper;2022 March;114.0;2.1;18.5;57
9448;Total sales;1724 Manufacture of wallpaper;2022 April;118.7;4.1;;57
9449;Total sales;1724 Manufacture of wallpaper;2022 May;119.2;0.5;;57
9450;Total sales;1724 Manufacture of wallpaper;2022 June;119.4;0.2;21.0;57
9451;Total sales;1724 Manufacture of wallpaper;2022 July;119.9;0.4;19.7;57
9452;Total sales;1724 Manufacture of wallpaper;2022 August;120.4;0.4;20.2;57
9453;Total sales;1724 Manufacture of wallpaper;2022 September;122.0;1.3;16.6;57
9454;Total sales;1724 Manufacture of wallpaper;2022 October;124.0;1.6;17.5;57
9455;Total sales;1724 Manufacture of wallpaper;2022 November;122.7;-1.0;14.8;57
9456;Total sales;1724 Manufacture of wallpaper;2022 December;121.5;-1.0;13.6;57
9457;Total sales;1724 Manufacture of wallpaper;2022;118.8;;;57
9458;Total sales;1724 Manufacture of wallpaper;2023 January;121.5;0.0;8.9;57
9459;Total sales;1724 Manufacture of wallpaper;2023 February;120.6;-0.7;8.0;57
9460;Total sales;1724 Manufacture of wallpaper;2023 March;120.6;0.0;5.8;57
9461;Total sales;1724 Manufacture of wallpaper;2023 April;119.6;-0.9;0.8;57
9462;Total sales;1724 Manufacture of wallpaper;2023 May;119.3;-0.2;0.1;57
9463;Total sales;1724 Manufacture of wallpaper;2023 June;119.9;0.5;0.4;57
9464;Total sales;1724 Manufacture of wallpaper;2023 July;118.8;-0.9;-0.9;57
9465;Total sales;1724 Manufacture of wallpaper;2023 August;118.7;-0.1;-1.4;57
9466;Total sales;1724 Manufacture of wallpaper;2023 September;118.6;-0.1;-2.8;57
9467;Total sales;1724 Manufacture of wallpaper;2023 October;117.9;-0.6;-4.9;57
9468;Total sales;1724 Manufacture of wallpaper;2023 November;118.0;0.1;-3.8;57
9469;Total sales;1724 Manufacture of wallpaper;2023 December;118.2;0.1;-2.7;57
9470;Total sales;1724 Manufacture of wallpaper;2023;119.3;;0.5;57
9471;Total sales;1724 Manufacture of wallpaper;2024 January;117.7;-0.4;-3.2;57
9472;Total sales;1724 Manufacture of wallpaper;2024 February;117.3;-0.3;-2.8;57
9473;Total sales;1724 Manufacture of wallpaper;2024 March;118.2;0.7;-2.0;57
9474;Total sales;1724 Manufacture of wallpaper;2024 April;118.2;0.0;-1.1;57
9475;Total sales;1724 Manufacture of wallpaper;2024 May;118.6;0.4;-0.6;57
9476;Total sales;1724 Manufacture of wallpaper;2024 June;118.6;0.0;-1.0;57
9477;Total sales;1724 Manufacture of wallpaper;2024 July;119.6;0.8;0.7;57
9478;Total sales;1724 Manufacture of wallpaper;2024 August;119.8;0.2;0.9;57
9479;Total sales;1724 Manufacture of wallpaper;2024 September;119.8;0.0;1.0;57
9480;Total sales;1724 Manufacture of wallpaper;2024 October;119.5;-0.3;1.3;57
9481;Total sales;1724 Manufacture of wallpaper;2024 November;119.2;-0.2;1.0;57
9482;Total sales;1724 Manufacture of wallpaper;2024 December;118.7;-0.4;0.5;57
9483;Total sales;1724 Manufacture of wallpaper;2024;118.8;;-0.5;57
9484;Total sales;1724 Manufacture of wallpaper;2025 January;;;;57
9485;Total sales;1724 Manufacture of wallpaper;2025 February;;;;57
9486;Total sales;1729 Manufacture of other paper products;2018 January;92.5;;;3332
9487;Total sales;1729 Manufacture of other paper products;2018 February;93.0;0.6;;3332
9488;Total sales;1729 Manufacture of other paper products;2018 March;93.2;0.1;;3332
9489;Total sales;1729 Manufacture of other paper products;2018 April;93.1;-0.1;;3332
9490;Total sales;1729 Manufacture of other paper products;2018 May;93.1;0.0;;3332
9491;Total sales;1729 Manufacture of other paper products;2018 June;93.1;0.0;;3332
9492;Total sales;1729 Manufacture of other paper products;2018 July;94.0;1.0;;3332
9493;Total sales;1729 Manufacture of other paper products;2018 August;93.8;-0.2;;3332
9494;Total sales;1729 Manufacture of other paper products;2018 September;93.5;-0.3;;3332
9495;Total sales;1729 Manufacture of other paper products;2018 October;94.3;0.8;;3332
9496;Total sales;1729 Manufacture of other paper products;2018 November;94.1;-0.2;;3332
9497;Total sales;1729 Manufacture of other paper products;2018 December;93.9;-0.2;;3332
9498;Total sales;1729 Manufacture of other paper products;2018;93.5;;;3332
9499;Total sales;1729 Manufacture of other paper products;2019 January;94.7;0.9;2.4;3332
9500;Total sales;1729 Manufacture of other paper products;2019 February;94.8;0.1;1.9;3332
9501;Total sales;1729 Manufacture of other paper products;2019 March;94.9;0.1;1.8;3332
9502;Total sales;1729 Manufacture of other paper products;2019 April;94.3;-0.6;1.3;3332
9503;Total sales;1729 Manufacture of other paper products;2019 May;94.4;0.1;1.5;3332
9504;Total sales;1729 Manufacture of other paper products;2019 June;94.2;-0.3;1.2;3332
9505;Total sales;1729 Manufacture of other paper products;2019 July;93.8;-0.4;-0.1;3332
9506;Total sales;1729 Manufacture of other paper products;2019 August;94.1;0.3;0.4;3332
9507;Total sales;1729 Manufacture of other paper products;2019 September;94.2;0.0;0.7;3332
9508;Total sales;1729 Manufacture of other paper products;2019 October;94.1;-0.1;-0.2;3332
9509;Total sales;1729 Manufacture of other paper products;2019 November;94.0;0.0;-0.1;3332
9510;Total sales;1729 Manufacture of other paper products;2019 December;94.6;0.6;0.8;3332
9511;Total sales;1729 Manufacture of other paper products;2019;94.3;;1.0;3332
9512;Total sales;1729 Manufacture of other paper products;2020 January;94.3;-0.3;-0.4;3332
9513;Total sales;1729 Manufacture of other paper products;2020 February;93.9;-0.4;-1.0;3332
9514;Total sales;1729 Manufacture of other paper products;2020 March;94.0;0.1;-1.0;3332
9515;Total sales;1729 Manufacture of other paper products;2020 April;94.2;0.2;-0.1;3332
9516;Total sales;1729 Manufacture of other paper products;2020 May;94.1;-0.1;-0.3;3332
9517;Total sales;1729 Manufacture of other paper products;2020 June;94.2;0.1;0.0;3332
9518;Total sales;1729 Manufacture of other paper products;2020 July;92.6;-1.7;-1.3;3332
9519;Total sales;1729 Manufacture of other paper products;2020 August;92.5;-0.1;-1.7;3332
9520;Total sales;1729 Manufacture of other paper products;2020 September;91.8;-0.8;-2.6;3332
9521;Total sales;1729 Manufacture of other paper products;2020 October;92.9;1.3;-1.2;3332
9522;Total sales;1729 Manufacture of other paper products;2020 November;93.1;0.2;-1.0;3332
9523;Total sales;1729 Manufacture of other paper products;2020 December;93.0;-0.1;-1.7;3332
9524;Total sales;1729 Manufacture of other paper products;2020;93.4;;-1.0;3332
9525;Total sales;1729 Manufacture of other paper products;2021 January;93.4;0.4;-0.9;3332
9526;Total sales;1729 Manufacture of other paper products;2021 February;94.4;1.0;0.5;3332
9527;Total sales;1729 Manufacture of other paper products;2021 March;95.3;0.9;1.4;3332
9528;Total sales;1729 Manufacture of other paper products;2021 April;96.0;0.8;1.9;3332
9529;Total sales;1729 Manufacture of other paper products;2021 May;96.9;0.9;2.9;3332
9530;Total sales;1729 Manufacture of other paper products;2021 June;99.5;2.7;5.7;3332
