ID;Bedrijfstype;RegioS;VerblijfsaccommodatieTotaal_1;Verblijfsrecreatie_2;AangeslotenBijSVR_3;Ontvangstmogelijkheden_4;VerhuurVanRecreatiegoederen_5;VerwerkingEigenProductenTotaal_6;Kaas_7;ZuivelAndersDanKaas_8;Wijn_9;ProductenUitGroentenOfFruit_10;VerwerkingEigenProductenOverig_11;VerkoopAanHuisTotaal_12;Kaas_13;ZuivelAndersDanKaas_14;Wijn_15;Fruit_16;Groenten_17;Aardappelen_18;Sierteeltproducten_19;VerkoopAanHuisOverig_20;DuurzameEnergieproductieTotaal_21;DuurzameEnergieproductieEigenGebruik_22;DuurzameEnergieproductieVoorDerden_23;DuurzameEnergieEigenEnVoorDerden_24;EigenGebruik_25;LeveringAanDerden_26;EigenGebruikEnLeveringAanDerden_27;EigenGebruik_28;LeveringAanDerden_29;EigenGebruikEnLeveringAanDerden_30;EigenGebruik_31;LeveringAanDerden_32;EigenGebruikEnLeveringAanDerden_33;EigenGebruik_34;LeveringAanDerden_35;EigenGebruikEnLeveringAanDerden_36;EigenGebruik_37;LeveringAanDerden_38;EigenGebruikEnLeveringAanDerden_39;EigenGebruik_40;LeveringAanDerden_41;EigenGebruikEnLeveringAanDerden_42;EigenGebruik_43;LeveringAanDerden_44;EigenGebruikEnLeveringAanDerden_45;EigenGebruik_46;LeveringAanDerden_47;EigenGebruikEnLeveringAanDerden_48;ZorgtakenTotaal_49;Dagbesteding_50;WonenWerken_51;Arbeidstoeleiding_52;AgrNLBOvereenkomstTotaal_53;GeslotenMetMinisterieLNV_54;GeslotenMetProvincialeInstellingen_55;GeslotenMetGemeentelijkeInstellingen_56;GeslotenMetNatuurmonumenten_57;GeslotenMetStaatsbosbeheer_58;GeslotenMetOverigeOrganisaties_59;MetLoonwerkVoorDerden_60;MetAquacultuur_61;MetStallingmogelijkheden_62;MetNestbescherming_63;AangeslotenBijAgrNatuurvereniging_64;VerbredeLandbouwTotaal_65;TotaalAgrarischeBedrijven_66
298;Overige groentebedrijven;Noordelijk weidegebied;2;1;0;1;0;0;0;0;0;0;0;4;1;1;0;4;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;2;0;0;4;1;5;6
299;Overige groentebedrijven;Oostelijk veehouderijgebied;3;0;0;3;0;1;0;0;0;1;0;13;0;0;0;5;9;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;1;3;1;12;16
300;Overige groentebedrijven;Centraal veehouderijgebied;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;2;0;3;6
301;Overige groentebedrijven;IJsselmeerpolders;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
302;Overige groentebedrijven;Westelijk Holland;1;0;0;0;1;0;0;0;0;0;0;4;0;0;0;2;3;4;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;3;3;5;19
303;Overige groentebedrijven;Waterland en Droogmakerijen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
304;Overige groentebedrijven;Hollands/Utrechts weidegebied;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;4
305;Overige groentebedrijven;Rivierengebied;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;15
306;Overige groentebedrijven;Zuidwestelijk akkerbouwgebied;0;0;0;0;0;1;0;0;0;1;0;5;0;0;0;2;5;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;2;6;14
307;Overige groentebedrijven;Zuidwest Brabant;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;6;7;3;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;2;4;1;3;10;2;14;53
308;Overige groentebedrijven;Zuidelijk veehouderijgebied;1;1;0;1;0;1;0;0;0;1;0;28;6;2;1;7;22;5;1;5;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;2;3;0;2;17;9;30;56
309;Overige groentebedrijven;Zuid-Limburg;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;3;3
310;Opengrondsbloem(bollen)bedrijven;Nederland;44;31;10;13;6;61;3;0;0;6;56;159;15;1;0;6;20;38;100;22;29;29;0;0;1;8;1;3;0;0;4;0;0;2;0;0;0;0;0;1;0;0;9;0;0;0;0;0;11;8;1;5;53;24;6;3;3;3;32;169;8;48;371;192;403;2004
311;Opengrondsbloem(bollen)bedrijven;Noord-Nederland;4;1;1;2;1;4;0;0;0;0;4;11;1;0;0;0;1;0;9;1;2;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;0;0;0;0;4;24;1;3;29;5;41;101
312;Opengrondsbloem(bollen)bedrijven;Oost-Nederland;6;4;2;4;2;12;0;0;0;2;11;26;4;1;0;1;3;7;15;6;3;3;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;1;12;11;0;0;1;2;4;31;0;5;46;19;68;215
313;Opengrondsbloem(bollen)bedrijven;West-Nederland;26;20;6;4;3;36;2;0;0;4;32;91;9;0;0;4;8;29;54;11;23;23;0;0;1;7;1;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;3;1;0;2;28;1;5;3;2;1;21;99;7;32;245;141;237;1421
314;Opengrondsbloem(bollen)bedrijven;Zuid-Nederland;8;6;1;3;0;9;1;0;0;0;9;31;1;0;0;1;8;2;22;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;3;1;2;6;6;1;0;0;0;3;15;0;8;51;27;57;267
315;Opengrondsbloem(bollen)bedrijven;Groningen;3;1;0;2;0;1;0;0;0;0;1;3;1;0;0;0;1;0;2;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;5;1;8;24
316;Opengrondsbloem(bollen)bedrijven;Friesland;0;0;0;0;0;3;0;0;0;0;3;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;10;1;0;12;3;13;29
317;Opengrondsbloem(bollen)bedrijven;Drenthe;1;0;1;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;4;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;0;0;0;2;13;0;2;12;1;20;48
318;Opengrondsbloem(bollen)bedrijven;Overijssel;2;2;1;1;1;3;0;0;0;0;3;6;0;0;0;0;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;1;1;7;0;2;8;3;14;39
319;Opengrondsbloem(bollen)bedrijven;Flevoland;1;0;0;1;0;5;0;0;0;0;5;4;1;0;0;0;0;0;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;0;0;1;1;19;0;0;28;7;27;91
320;Opengrondsbloem(bollen)bedrijven;Gelderland;3;2;1;2;1;4;0;0;0;2;3;16;3;1;0;1;2;5;10;3;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;1;4;4;0;0;1;0;2;5;0;3;10;9;27;85
321;Opengrondsbloem(bollen)bedrijven;Utrecht;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;3;4;4;25
322;Opengrondsbloem(bollen)bedrijven;Noord-Holland;19;16;6;2;2;27;2;0;0;4;23;62;8;0;0;2;5;23;34;6;19;19;0;0;1;7;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;2;0;0;2;17;0;4;2;2;1;13;70;4;20;171;91;168;884
323;Opengrondsbloem(bollen)bedrijven;Zuid-Holland;4;2;0;1;1;8;0;0;0;0;8;20;1;0;0;1;3;5;13;4;4;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;0;0;8;0;1;1;0;0;6;21;3;10;63;41;50;460
324;Opengrondsbloem(bollen)bedrijven;Zeeland;3;2;0;1;0;1;0;0;0;0;1;7;0;0;0;1;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;7;0;2;8;5;15;52
325;Opengrondsbloem(bollen)bedrijven;Noord-Brabant;4;2;1;3;0;3;1;0;0;0;3;19;1;0;0;0;3;1;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;4;4;0;0;0;0;2;8;0;6;30;16;36;160
326;Opengrondsbloem(bollen)bedrijven;Limburg;4;4;0;0;0;6;0;0;0;0;6;12;0;0;0;1;5;1;6;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;2;2;1;0;0;0;1;7;0;2;21;11;21;107
327;Opengrondsbloem(bollen)bedrijven;Bouwhoek en Hogeland;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;4;0;6;20
328;Opengrondsbloem(bollen)bedrijven;Veenkoloniën en Oldambt;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;2;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;2;8;0;1;9;1;13;39
329;Opengrondsbloem(bollen)bedrijven;Noordelijk weidegebied;2;1;0;0;1;4;0;0;0;0;4;7;1;0;0;0;0;0;6;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;11;0;1;16;4;20;43
330;Opengrondsbloem(bollen)bedrijven;Oostelijk veehouderijgebied;4;4;2;2;2;7;0;0;0;2;6;18;2;1;0;1;3;7;9;4;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;6;5;0;0;1;1;1;12;0;5;15;9;33;77
331;Opengrondsbloem(bollen)bedrijven;Centraal veehouderijgebied;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;3;3;6;29
332;Opengrondsbloem(bollen)bedrijven;IJsselmeerpolders;1;0;0;1;0;10;1;0;0;0;10;6;1;0;0;0;0;1;3;2;3;3;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;0;1;2;23;0;0;40;15;34;122
333;Opengrondsbloem(bollen)bedrijven;Westelijk Holland;20;16;6;2;3;29;1;0;0;4;25;65;8;0;0;2;6;20;38;6;20;20;0;0;1;7;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;1;0;0;1;21;0;4;3;2;1;16;80;5;29;213;117;188;1233
334;Opengrondsbloem(bollen)bedrijven;Waterland en Droogmakerijen;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;4;2;5;21
335;Opengrondsbloem(bollen)bedrijven;Hollands/Utrechts weidegebied;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;2;0;0;0;2;4;4;32
336;Opengrondsbloem(bollen)bedrijven;Rivierengebied;2;1;1;2;0;1;0;0;0;0;1;4;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;1;0;0;0;0;1;3;0;0;1;1;8;36
337;Opengrondsbloem(bollen)bedrijven;Zuidwestelijk akkerbouwgebied;6;4;0;2;0;2;0;0;0;0;2;18;0;0;0;2;2;6;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;5;2;1;0;0;0;3;12;1;3;13;9;32;99
338;Opengrondsbloem(bollen)bedrijven;Zuidwest Brabant;1;0;0;1;0;1;1;0;0;0;1;5;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;6;5;9;43
339;Opengrondsbloem(bollen)bedrijven;Zuidelijk veehouderijgebied;6;5;0;1;0;7;0;0;0;0;7;23;1;0;0;1;7;2;16;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;2;1;2;5;5;1;0;0;0;2;12;0;8;43;20;45;206
340;Opengrondsbloem(bollen)bedrijven;Zuid-Limburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;4
341;Glasbloemenbedrijven;Nederland;36;8;4;22;7;13;0;1;0;0;12;355;16;1;1;3;9;8;317;34;161;151;10;0;4;5;0;3;0;0;4;0;0;0;0;0;0;0;2;0;0;0;15;0;0;135;2;1;6;4;0;3;38;8;17;4;4;4;13;58;17;54;407;360;489;4575
342;Glasbloemenbedrijven;Noord-Nederland;1;1;1;0;1;0;0;0;0;0;0;19;0;0;0;0;0;0;16;3;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;14;7;18;156
343;Glasbloemenbedrijven;Oost-Nederland;5;1;1;3;1;2;0;0;0;0;2;82;4;0;0;0;0;2;73;11;28;26;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;24;1;0;3;2;0;1;9;4;3;0;0;1;1;5;4;5;55;45;99;678
344;Glasbloemenbedrijven;West-Nederland;24;6;2;14;4;9;0;1;0;0;8;141;5;1;1;3;3;3;123;11;112;105;7;0;3;5;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;10;0;0;93;1;0;2;1;0;2;24;3;11;4;3;2;12;48;10;45;296;269;251;3294
345;Glasbloemenbedrijven;Zuid-Nederland;6;0;0;5;1;2;0;0;0;0;2;113;7;0;0;0;6;3;105;9;14;14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;0;1;1;1;0;0;4;1;2;0;1;1;0;5;3;3;42;39;121;447
346;Glasbloemenbedrijven;Groningen;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;7;43
347;Glasbloemenbedrijven;Friesland;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;24
348;Glasbloemenbedrijven;Drenthe;1;1;1;0;1;0;0;0;0;0;0;9;0;0;0;0;0;0;6;3;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;6;7;89
349;Glasbloemenbedrijven;Overijssel;0;0;0;0;0;1;0;0;0;0;1;15;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;0;9;8;19;60
350;Glasbloemenbedrijven;Flevoland;2;1;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;1;2;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;6;6;88
351;Glasbloemenbedrijven;Gelderland;3;0;0;2;1;1;0;0;0;0;1;64;3;0;0;0;0;1;56;10;19;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;18;0;0;3;2;0;1;7;2;3;0;0;1;1;4;2;5;37;31;74;530
352;Glasbloemenbedrijven;Utrecht;1;0;0;1;0;0;0;0;0;0;0;13;0;0;0;0;0;0;13;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;4;1;1;10;10;17;70
353;Glasbloemenbedrijven;Noord-Holland;8;3;1;4;1;5;0;0;0;0;5;47;2;0;0;1;1;1;42;3;44;42;2;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;35;0;0;1;0;0;1;6;2;1;0;0;0;4;13;2;19;81;73;79;781
354;Glasbloemenbedrijven;Zuid-Holland;12;2;1;7;3;4;0;1;0;0;3;72;3;1;1;0;2;2;59;6;66;61;5;0;1;1;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;5;0;0;56;1;0;1;1;0;1;15;0;9;4;3;2;7;29;7;25;200;181;143;2411
355;Glasbloemenbedrijven;Zeeland;3;1;0;2;0;0;0;0;0;0;0;9;0;0;0;2;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;2;0;0;5;5;12;32
356;Glasbloemenbedrijven;Noord-Brabant;3;0;0;3;0;1;0;0;0;0;1;68;6;0;0;0;3;2;62;6;5;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;1;0;0;2;0;1;0;0;1;0;3;2;2;19;15;71;252
357;Glasbloemenbedrijven;Limburg;3;0;0;2;1;1;0;0;0;0;1;45;1;0;0;0;3;1;43;3;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0;1;0;0;0;0;2;1;1;0;1;0;0;2;1;1;23;24;50;195
358;Glasbloemenbedrijven;Bouwhoek en Hogeland;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;21
359;Glasbloemenbedrijven;Veenkoloniën en Oldambt;1;1;1;0;1;0;0;0;0;0;0;11;0;0;0;0;0;0;8;3;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;9;5;9;107
360;Glasbloemenbedrijven;Noordelijk weidegebied;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;12;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;3;13;39
361;Glasbloemenbedrijven;Oostelijk veehouderijgebied;2;0;0;2;0;2;0;0;0;0;2;40;2;0;0;0;0;1;36;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;2;2;0;0;0;0;0;0;2;3;14;11;44;130
362;Glasbloemenbedrijven;Centraal veehouderijgebied;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;3;1;9;38
363;Glasbloemenbedrijven;IJsselmeerpolders;2;1;1;1;0;1;0;0;0;0;1;4;0;0;0;0;0;1;3;0;11;11;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;11;7;8;93
364;Glasbloemenbedrijven;Westelijk Holland;18;5;2;11;2;8;0;1;0;0;7;99;4;1;1;1;3;3;84;6;106;99;7;0;3;3;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;10;0;0;89;1;0;2;1;0;2;19;2;9;4;3;2;10;38;8;35;263;241;194;3059
365;Glasbloemenbedrijven;Waterland en Droogmakerijen;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;7;24
366;Glasbloemenbedrijven;Hollands/Utrechts weidegebied;2;0;0;1;1;0;0;0;0;0;0;11;0;0;0;0;0;0;10;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;2;0;0;0;1;3;1;3;10;9;16;78
367;Glasbloemenbedrijven;Rivierengebied;1;0;0;0;1;0;0;0;0;0;0;37;3;0;0;0;1;1;32;5;19;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;19;0;0;2;1;0;1;6;1;3;0;0;1;1;7;1;4;32;28;50;464
368;Glasbloemenbedrijven;Zuidwestelijk akkerbouwgebied;4;1;0;2;1;0;0;0;0;0;0;19;1;0;0;2;0;0;19;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;1;2;0;1;16;13;23;109
369;Glasbloemenbedrijven;Zuidwest Brabant;1;0;0;1;0;0;0;0;0;0;0;12;1;0;0;0;1;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;3;3;12;52
370;Glasbloemenbedrijven;Zuidelijk veehouderijgebied;5;0;0;4;1;2;0;0;0;0;2;93;5;0;0;0;4;2;89;5;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;1;1;0;0;2;0;1;0;1;1;0;4;2;2;36;35;100;350
371;Glasbloemenbedrijven;Zuid-Limburg;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;3;11
372;Overige bloemenbedrijven;Nederland;4;3;0;0;1;7;0;0;0;1;6;59;1;0;0;2;4;3;52;4;4;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;8;2;2;1;1;0;3;26;15;8;83;54;106;558
373;Overige bloemenbedrijven;Noord-Nederland;0;0;0;0;0;1;0;0;0;0;1;6;0;0;0;0;0;1;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;1;8;18
374;Overige bloemenbedrijven;Oost-Nederland;0;0;0;0;0;1;0;0;0;0;1;12;0;0;0;2;2;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;5;1;13;51
375;Overige bloemenbedrijven;West-Nederland;3;2;0;0;1;4;0;0;0;0;4;25;1;0;0;0;0;1;22;2;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;2;1;1;1;0;3;21;13;7;69;48;68;445
376;Overige bloemenbedrijven;Zuid-Nederland;1;1;0;0;0;1;0;0;0;1;0;16;0;0;0;0;2;0;13;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;6;4;17;44
377;Overige bloemenbedrijven;Groningen;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;4;10
378;Overige bloemenbedrijven;Friesland;0;0;0;0;0;1;0;0;0;0;1;3;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;4
