ID;Leeftijd;Regiokenmerken;Inwoners_1;Bijstandontvangers_2;Bijstandsdichtheid_3;Instroom_4;Instroom_5;Uitstroom_6;Uitstroom_7;UitstroomNaarWerk_8;UitstroomNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkNaReIntegratie_11;WerkNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
1180;AOW-leeftijd of ouder;Den Helder;11570;140;12.5;20;11.0;30;21.0;;;;;;;;;;
1181;AOW-leeftijd of ouder;Hellendoorn;7160;40;5.0;10;19.0;10;19.0;;;;;;;;;;
1182;AOW-leeftijd of ouder;Hellevoetsluis;7310;70;10.0;10;9.0;20;25.5;;;;;;;;;;
1183;AOW-leeftijd of ouder;Helmond;14390;320;22.0;60;15.5;80;23.0;;;;;;;;;;
1184;AOW-leeftijd of ouder;Hendrik-Ido-Ambacht;4780;30;6.5;10;15.0;10;18.0;;;;;;;;;;
1185;AOW-leeftijd of ouder;Hengelo (O.);15020;360;24.0;40;10.0;40;11.0;;;;;;;;;;
1186;AOW-leeftijd of ouder;'s-Hertogenbosch;25200;470;19.0;70;14.0;80;15.5;;;;;;;;;;
1187;AOW-leeftijd of ouder;Heumen;3590;20;4.5;0;;0;;;;;;;;;;;
1188;AOW-leeftijd of ouder;Heusden;8240;50;5.5;10;10.0;10;27.5;;;;;;;;;;
1189;AOW-leeftijd of ouder;Hillegom;4250;20;5.0;0;;0;;;;;;;;;;;
1190;AOW-leeftijd of ouder;Hilvarenbeek;3110;0;;0;;0;;;;;;;;;;;
1191;AOW-leeftijd of ouder;Hilversum;16370;190;11.5;40;17.0;60;26.5;;;;;;;;;;
1192;AOW-leeftijd of ouder;Hof van Twente;8230;40;4.5;10;16.0;10;19.0;;;;;;;;;;
1193;AOW-leeftijd of ouder;Hollands Kroon;9110;30;3.0;0;;10;42.0;;;;;;;;;;
1194;AOW-leeftijd of ouder;Hoogeveen;11060;100;8.5;10;12.0;30;23.0;;;;;;;;;;
1195;AOW-leeftijd of ouder;Hoogezand-Sappemeer;7270;120;16.5;10;10.0;20;18.5;;;;;;;;;;
1196;AOW-leeftijd of ouder;Hoorn;12580;240;19.0;30;12.5;40;16.5;;;;;;;;;;
1197;AOW-leeftijd of ouder;Horst aan de Maas;8110;40;4.5;0;;10;38.0;;;;;;;;;;
1198;AOW-leeftijd of ouder;Houten;6160;40;7.0;0;;10;16.5;;;;;;;;;;
1199;AOW-leeftijd of ouder;Huizen;8560;130;15.0;10;4.5;20;11.5;;;;;;;;;;
1200;AOW-leeftijd of ouder;Hulst;6290;40;6.0;10;12.0;10;19.0;;;;;;;;;;
1201;AOW-leeftijd of ouder;IJsselstein;5290;60;10.5;10;13.0;10;21.0;;;;;;;;;;
1202;AOW-leeftijd of ouder;Kaag en Braassem;5010;10;2.5;10;40.0;0;;;;;;;;;;;
1203;AOW-leeftijd of ouder;Kampen;8310;50;6.5;10;15.5;20;27.5;;;;;;;;;;
1204;AOW-leeftijd of ouder;Kapelle;2350;10;4.5;0;;0;;;;;;;;;;;
1205;AOW-leeftijd of ouder;Katwijk;10560;70;6.0;10;19.0;10;7.0;;;;;;;;;;
1206;AOW-leeftijd of ouder;Kerkrade;10720;160;15.5;20;13.0;40;22.5;;;;;;;;;;
1207;AOW-leeftijd of ouder;Koggenland;4150;10;3.0;0;;0;;;;;;;;;;;
1208;AOW-leeftijd of ouder;Kollumerland en Nieuwkruisland;2340;0;;0;;0;;;;;;;;;;;
1209;AOW-leeftijd of ouder;Korendijk;2150;0;;0;;0;;;;;;;;;;;
1210;AOW-leeftijd of ouder;Krimpen aan den IJssel;6630;70;10.0;10;11.5;0;;;;;;;;;;;
1211;AOW-leeftijd of ouder;Krimpenerwaard;10840;60;6.0;10;13.5;10;15.0;;;;;;;;;;
1212;AOW-leeftijd of ouder;Laarbeek;4490;20;3.5;0;;10;60.0;;;;;;;;;;
1213;AOW-leeftijd of ouder;Landerd;3020;10;2.5;0;;0;;;;;;;;;;;
1214;AOW-leeftijd of ouder;Landgraaf;8480;70;8.5;20;24.5;20;27.0;;;;;;;;;;
1215;AOW-leeftijd of ouder;Landsmeer;2200;10;3.5;0;;0;;;;;;;;;;;
1216;AOW-leeftijd of ouder;Langedijk;5030;20;3.0;0;;0;;;;;;;;;;;
1217;AOW-leeftijd of ouder;Lansingerland;8370;60;6.5;10;10.5;10;17.5;;;;;;;;;;
1218;AOW-leeftijd of ouder;Laren (NH.);3330;10;3.5;0;;0;;;;;;;;;;;
1219;AOW-leeftijd of ouder;Leek;4070;20;4.0;0;;10;31.5;;;;;;;;;;
1220;AOW-leeftijd of ouder;Leerdam;3950;50;12.0;10;20.5;30;38.0;;;;;;;;;;
1221;AOW-leeftijd of ouder;Leeuwarden;18120;270;15.0;30;10.0;70;23.0;;;;;;;;;;
1222;AOW-leeftijd of ouder;Leeuwarderadeel;2150;10;3.0;0;;0;;;;;;;;;;;
1223;AOW-leeftijd of ouder;Leiden;17150;380;22.0;40;9.5;60;14.5;;;;;;;;;;
1224;AOW-leeftijd of ouder;Leiderdorp;5710;50;9.5;10;15.5;10;20.5;;;;;;;;;;
1225;AOW-leeftijd of ouder;Leidschendam-Voorburg;16360;290;17.5;30;8.5;40;13.0;;;;;;;;;;
1226;AOW-leeftijd of ouder;Lelystad;11980;340;28.5;30;9.0;50;14.0;;;;;;;;;;
1227;AOW-leeftijd of ouder;Leudal;7860;20;2.5;0;;10;25.0;;;;;;;;;;
1228;AOW-leeftijd of ouder;Leusden;5770;40;7.0;0;;0;;;;;;;;;;;
1229;AOW-leeftijd of ouder;Lingewaal;2020;10;5.0;0;;0;;;;;;;;;;;
1230;AOW-leeftijd of ouder;Lingewaard;8760;40;4.5;10;19.5;20;41.5;;;;;;;;;;
1231;AOW-leeftijd of ouder;Lisse;4690;30;5.5;10;19.0;0;;;;;;;;;;;
1232;AOW-leeftijd of ouder;Littenseradiel;1930;0;;0;;0;;;;;;;;;;;
1233;AOW-leeftijd of ouder;Lochem;8690;40;4.0;0;;10;25.5;;;;;;;;;;
1234;AOW-leeftijd of ouder;Loon op Zand;4760;30;6.0;10;19.0;10;22.0;;;;;;;;;;
1235;AOW-leeftijd of ouder;Lopik;2190;10;6.0;0;;0;;;;;;;;;;;
1236;AOW-leeftijd of ouder;Loppersum;1980;10;4.0;0;;0;;;;;;;;;;;
1237;AOW-leeftijd of ouder;Losser;4810;30;6.5;10;21.5;10;32.5;;;;;;;;;;
1238;AOW-leeftijd of ouder;Maasdriel;4230;20;5.0;0;;0;;;;;;;;;;;
1239;AOW-leeftijd of ouder;Maasgouw;5700;30;6.0;0;;10;18.0;;;;;;;;;;
1240;AOW-leeftijd of ouder;Maassluis;7000;140;19.5;20;13.5;30;17.5;;;;;;;;;;
1241;AOW-leeftijd of ouder;Maastricht;24280;400;16.5;60;13.0;70;17.0;;;;;;;;;;
1242;AOW-leeftijd of ouder;De Marne;2240;10;2.5;0;;0;;;;;;;;;;;
1243;AOW-leeftijd of ouder;Marum;1810;0;;0;;0;;;;;;;;;;;
1244;AOW-leeftijd of ouder;Medemblik;8370;40;5.0;10;22.5;10;13.5;;;;;;;;;;
1245;AOW-leeftijd of ouder;Meerssen;4690;10;3.0;0;;10;31.5;;;;;;;;;;
1246;AOW-leeftijd of ouder;Menameradiel;2620;0;;0;;0;;;;;;;;;;;
1247;AOW-leeftijd of ouder;Menterwolde;2300;20;8.5;10;24.0;0;;;;;;;;;;;
1248;AOW-leeftijd of ouder;Meppel;6070;50;8.0;10;12.0;10;27.5;;;;;;;;;;
1249;AOW-leeftijd of ouder;Middelburg (Z.);9940;120;12.5;10;8.0;20;15.5;;;;;;;;;;
1250;AOW-leeftijd of ouder;Midden-Delfland;3250;10;4.0;0;;0;;;;;;;;;;;
1251;AOW-leeftijd of ouder;Midden-Drenthe;7130;40;5.5;10;23.0;10;17.0;;;;;;;;;;
1252;AOW-leeftijd of ouder;Mill en Sint Hubert;2150;10;3.0;0;;0;;;;;;;;;;;
1253;AOW-leeftijd of ouder;Moerdijk;7400;30;4.5;0;;10;19.0;;;;;;;;;;
1254;AOW-leeftijd of ouder;Molenwaard;4800;10;1.5;0;;0;;;;;;;;;;;
1255;AOW-leeftijd of ouder;Montferland;7670;50;7.0;10;15.5;10;24.0;;;;;;;;;;
1256;AOW-leeftijd of ouder;Montfoort;2460;10;3.0;0;;0;;;;;;;;;;;
1257;AOW-leeftijd of ouder;Mook en Middelaar;1920;10;3.0;0;;0;;;;;;;;;;;
1258;AOW-leeftijd of ouder;Neder-Betuwe;3690;20;4.5;10;33.5;0;;;;;;;;;;;
1259;AOW-leeftijd of ouder;Nederweert;3530;10;1.5;0;;0;;;;;;;;;;;
1260;AOW-leeftijd of ouder;Neerijnen;2020;10;3.0;0;;0;;;;;;;;;;;
1261;AOW-leeftijd of ouder;Nieuwegein;11130;150;13.0;10;9.0;10;8.0;;;;;;;;;;
1262;AOW-leeftijd of ouder;Nieuwkoop;5230;20;4.0;10;26.0;10;40.5;;;;;;;;;;
1263;AOW-leeftijd of ouder;Nijkerk;7330;60;8.5;10;16.5;10;18.0;;;;;;;;;;
1264;AOW-leeftijd of ouder;Nijmegen;25470;760;30.0;110;13.5;140;17.0;;;;;;;;;;
1265;AOW-leeftijd of ouder;Nissewaard;15180;260;17.0;40;13.0;40;16.5;;;;;;;;;;
1266;AOW-leeftijd of ouder;Noord-Beveland;1890;10;4.0;0;;0;;;;;;;;;;;
1267;AOW-leeftijd of ouder;Noordenveld;7850;20;3.0;0;;10;43.0;;;;;;;;;;
1268;AOW-leeftijd of ouder;Noordoostpolder;7460;70;9.5;10;16.5;20;20.5;;;;;;;;;;
1269;AOW-leeftijd of ouder;Noordwijk;5320;30;5.5;0;;0;;;;;;;;;;;
1270;AOW-leeftijd of ouder;Noordwijkerhout;3230;20;4.5;0;;10;33.5;;;;;;;;;;
1271;AOW-leeftijd of ouder;Nuenen, Gerwen en Nederwetten;5530;20;4.0;0;;10;30.5;;;;;;;;;;
1272;AOW-leeftijd of ouder;Nunspeet;5090;20;3.0;0;;10;52.5;;;;;;;;;;
1273;AOW-leeftijd of ouder;Nuth;3880;10;3.5;0;;10;40.0;;;;;;;;;;
1274;AOW-leeftijd of ouder;Oegstgeest;4580;30;6.0;0;;0;;;;;;;;;;;
1275;AOW-leeftijd of ouder;Oirschot;3620;10;2.5;0;;10;70.0;;;;;;;;;;
1276;AOW-leeftijd of ouder;Oisterwijk;5810;30;5.0;0;;10;26.0;;;;;;;;;;
1277;AOW-leeftijd of ouder;Oldambt;8620;60;7.5;20;23.5;30;41.0;;;;;;;;;;
1278;AOW-leeftijd of ouder;Oldebroek;3990;10;1.5;0;;0;;;;;;;;;;;
1279;AOW-leeftijd of ouder;Oldenzaal;6720;90;14.0;20;14.0;20;20.0;;;;;;;;;;
1280;AOW-leeftijd of ouder;Olst-Wijhe;3520;10;2.5;0;;0;;;;;;;;;;;
1281;AOW-leeftijd of ouder;Ommen;3580;10;3.5;0;;10;43.0;;;;;;;;;;
1282;AOW-leeftijd of ouder;Onderbanken;1690;20;9.0;0;;0;;;;;;;;;;;
1283;AOW-leeftijd of ouder;Oost Gelre;5860;20;3.0;0;;10;38.0;;;;;;;;;;
1284;AOW-leeftijd of ouder;Oosterhout;11350;140;12.5;20;14.5;30;17.0;;;;;;;;;;
1285;AOW-leeftijd of ouder;Ooststellingwerf;5610;20;3.0;10;21.5;10;52.0;;;;;;;;;;
1286;AOW-leeftijd of ouder;Oostzaan;1860;10;5.0;0;;0;;;;;;;;;;;
1287;AOW-leeftijd of ouder;Opmeer;2250;0;;0;;0;;;;;;;;;;;
1288;AOW-leeftijd of ouder;Opsterland;5840;20;3.0;10;33.5;10;58.5;;;;;;;;;;
1289;AOW-leeftijd of ouder;Oss;16590;200;12.0;30;13.5;50;21.0;;;;;;;;;;
1290;AOW-leeftijd of ouder;Oud-Beijerland;4570;10;2.5;0;;10;41.5;;;;;;;;;;
1291;AOW-leeftijd of ouder;Oude IJsselstreek;8500;70;7.5;10;16.0;20;28.0;;;;;;;;;;
1292;AOW-leeftijd of ouder;Ouder-Amstel;2630;30;11.0;0;;0;;;;;;;;;;;
1293;AOW-leeftijd of ouder;Oudewater;1980;10;4.5;0;;0;;;;;;;;;;;
1294;AOW-leeftijd of ouder;Overbetuwe;8260;40;5.0;10;21.0;10;21.0;;;;;;;;;;
1295;AOW-leeftijd of ouder;Papendrecht;6650;50;8.0;10;10.5;10;14.0;;;;;;;;;;
1296;AOW-leeftijd of ouder;Peel en Maas;8730;40;4.0;10;17.0;10;30.0;;;;;;;;;;
1297;AOW-leeftijd of ouder;Pekela;2580;20;6.0;0;;10;53.0;;;;;;;;;;
1298;AOW-leeftijd of ouder;Pijnacker-Nootdorp;7270;50;6.5;10;16.0;10;22.0;;;;;;;;;;
1299;AOW-leeftijd of ouder;Purmerend;14620;250;17.0;30;10.0;50;19.0;;;;;;;;;;
1300;AOW-leeftijd of ouder;Putten;4640;20;4.5;10;36.5;10;22.5;;;;;;;;;;
1301;AOW-leeftijd of ouder;Raalte;7360;20;3.0;10;22.5;10;32.5;;;;;;;;;;
1302;AOW-leeftijd of ouder;Reimerswaal;3590;20;5.0;0;;10;25.0;;;;;;;;;;
1303;AOW-leeftijd of ouder;Renkum;8100;40;5.0;10;13.0;10;17.0;;;;;;;;;;
1304;AOW-leeftijd of ouder;Renswoude;730;0;;0;;0;;;;;;;;;;;
1305;AOW-leeftijd of ouder;Reusel-De Mierden;2220;10;2.5;0;;0;;;;;;;;;;;
1306;AOW-leeftijd of ouder;Rheden;10890;70;6.5;20;21.5;20;20.5;;;;;;;;;;
1307;AOW-leeftijd of ouder;Rhenen;3960;20;5.5;10;32.0;10;20.0;;;;;;;;;;
1308;AOW-leeftijd of ouder;Ridderkerk;10660;90;8.5;10;10.5;10;11.5;;;;;;;;;;
1309;AOW-leeftijd of ouder;Rijnwaarden;2130;10;6.0;0;;10;29.5;;;;;;;;;;
1310;AOW-leeftijd of ouder;Rijssen-Holten;6590;80;12.0;10;8.5;10;12.0;;;;;;;;;;
1311;AOW-leeftijd of ouder;Rijswijk (ZH.);11110;180;16.5;20;10.5;40;18.5;;;;;;;;;;
1312;AOW-leeftijd of ouder;Roerdalen;4960;40;7.5;0;;10;13.0;;;;;;;;;;
1313;AOW-leeftijd of ouder;Roermond;11040;270;24.5;40;13.5;50;16.0;;;;;;;;;;
1314;AOW-leeftijd of ouder;De Ronde Venen;8280;40;4.0;10;13.5;10;27.0;;;;;;;;;;
1315;AOW-leeftijd of ouder;Roosendaal;15320;220;14.0;30;12.5;70;25.0;;;;;;;;;;
1316;AOW-leeftijd of ouder;Rotterdam;93130;6310;68.0;680;10.0;910;13.0;;;;;;;;;;
1317;AOW-leeftijd of ouder;Rozendaal;400;0;;0;;0;;;;;;;;;;;
1318;AOW-leeftijd of ouder;Rucphen;4630;10;3.0;0;;10;37.0;;;;;;;;;;
1319;AOW-leeftijd of ouder;Schagen;10140;60;6.0;10;15.5;10;20.5;;;;;;;;;;
1320;AOW-leeftijd of ouder;Scherpenzeel;1720;0;;0;;0;;;;;;;;;;;
1321;AOW-leeftijd of ouder;Schiedam;12880;330;25.5;40;11.5;50;15.0;;;;;;;;;;
1322;AOW-leeftijd of ouder;Schiermonnikoog;250;0;;0;;0;;;;;;;;;;;
1323;AOW-leeftijd of ouder;Schijndel;4530;30;5.5;0;;10;23.5;;;;;;;;;;
1324;AOW-leeftijd of ouder;Schinnen;3150;20;6.0;10;55.0;10;40.0;;;;;;;;;;
1325;AOW-leeftijd of ouder;Schouwen-Duiveland;8570;40;4.0;10;13.0;10;16.0;;;;;;;;;;
1326;AOW-leeftijd of ouder;Simpelveld;2550;10;4.5;0;;0;;;;;;;;;;;
1327;AOW-leeftijd of ouder;Sint Anthonis;2280;0;;0;;0;;;;;;;;;;;
1328;AOW-leeftijd of ouder;Sint-Michielsgestel;5820;20;3.0;0;;10;26.5;;;;;;;;;;
1329;AOW-leeftijd of ouder;Sint-Oedenrode;3640;20;5.0;0;;0;;;;;;;;;;;
1330;AOW-leeftijd of ouder;Sittard-Geleen;20200;250;12.5;30;11.5;60;21.5;;;;;;;;;;
1331;AOW-leeftijd of ouder;Sliedrecht;4680;40;8.0;10;11.5;10;30.0;;;;;;;;;;
1332;AOW-leeftijd of ouder;Slochteren;2830;10;4.0;0;;0;;;;;;;;;;;
1333;AOW-leeftijd of ouder;Sluis;6230;40;7.0;10;14.5;10;23.0;;;;;;;;;;
1334;AOW-leeftijd of ouder;Smallingerland;10900;100;8.5;20;21.0;20;21.0;;;;;;;;;;
1335;AOW-leeftijd of ouder;Soest;9820;100;10.5;20;15.5;30;21.5;;;;;;;;;;
1336;AOW-leeftijd of ouder;Someren;3530;10;3.5;0;;10;40.0;;;;;;;;;;
1337;AOW-leeftijd of ouder;Son en Breugel;3680;20;4.5;0;;0;;;;;;;;;;;
1338;AOW-leeftijd of ouder;Stadskanaal;7590;40;5.5;10;17.5;20;32.5;;;;;;;;;;
1339;AOW-leeftijd of ouder;Staphorst;2430;10;3.0;0;;0;;;;;;;;;;;
1340;AOW-leeftijd of ouder;Stede Broec;4260;20;4.0;0;;10;37.0;;;;;;;;;;
1341;AOW-leeftijd of ouder;Steenbergen;4830;20;3.5;0;;10;26.5;;;;;;;;;;
1342;AOW-leeftijd of ouder;Steenwijkerland;8910;40;4.5;10;16.0;10;27.0;;;;;;;;;;
1343;AOW-leeftijd of ouder;Stein (L.);6110;20;3.0;10;24.0;0;;;;;;;;;;;
1344;AOW-leeftijd of ouder;Stichtse Vecht;11860;110;9.0;10;10.0;30;22.0;;;;;;;;;;
1345;AOW-leeftijd of ouder;Strijen;1840;10;2.5;0;;0;;;;;;;;;;;
1346;AOW-leeftijd of ouder;Súdwest-Fryslân;17300;70;4.5;20;19.0;40;47.0;;;;;;;;;;
1347;AOW-leeftijd of ouder;Terneuzen;12750;120;9.5;20;14.5;20;17.5;;;;;;;;;;
1348;AOW-leeftijd of ouder;Terschelling;1040;0;;0;;0;;;;;;;;;;;
1349;AOW-leeftijd of ouder;Texel;3070;10;2.5;0;;0;;;;;;;;;;;
1350;AOW-leeftijd of ouder;Teylingen;6530;30;5.0;0;;0;;;;;;;;;;;
1351;AOW-leeftijd of ouder;Tholen;4540;20;4.0;0;;10;25.0;;;;;;;;;;
1352;AOW-leeftijd of ouder;Tiel;6770;140;21.0;20;14.0;40;23.0;;;;;;;;;;
1353;AOW-leeftijd of ouder;Tilburg;33590;610;18.5;90;12.0;160;22.0;;;;;;;;;;
1354;AOW-leeftijd of ouder;Tubbergen;3570;0;;0;;0;;;;;;;;;;;
1355;AOW-leeftijd of ouder;Twenterand;5770;20;4.0;10;22.5;0;;;;;;;;;;;
1356;AOW-leeftijd of ouder;Tynaarlo;7600;20;2.5;10;35.0;10;35.0;;;;;;;;;;
1357;AOW-leeftijd of ouder;Tytsjerksteradiel;6880;20;3.5;10;36.0;10;28.0;;;;;;;;;;
1358;AOW-leeftijd of ouder;Uden;8130;80;9.0;20;17.5;20;17.5;;;;;;;;;;
1359;AOW-leeftijd of ouder;Uitgeest;2190;10;5.0;0;;0;;;;;;;;;;;
1360;AOW-leeftijd of ouder;Uithoorn;5170;40;7.5;0;;10;12.5;;;;;;;;;;
1361;AOW-leeftijd of ouder;Urk;1760;10;5.5;0;;0;;;;;;;;;;;
1362;AOW-leeftijd of ouder;Utrecht (gemeente);33880;1380;41.0;170;10.5;260;16.5;;;;;;;;;;
1363;AOW-leeftijd of ouder;Utrechtse Heuvelrug;11230;70;6.0;10;19.0;10;16.0;;;;;;;;;;
1364;AOW-leeftijd of ouder;Vaals;2530;70;27.5;10;10.5;10;13.0;;;;;;;;;;
1365;AOW-leeftijd of ouder;Valkenburg aan de Geul;4410;30;7.0;0;;10;23.5;;;;;;;;;;
1366;AOW-leeftijd of ouder;Valkenswaard;7230;40;5.5;10;16.0;10;20.5;;;;;;;;;;
1367;AOW-leeftijd of ouder;Veendam;5730;50;8.0;10;19.0;20;40.5;;;;;;;;;;
1368;AOW-leeftijd of ouder;Veenendaal;10670;240;22.5;30;11.5;40;12.5;;;;;;;;;;
1369;AOW-leeftijd of ouder;Veere;5400;10;2.5;0;;10;37.0;;;;;;;;;;
1370;AOW-leeftijd of ouder;Veghel;6760;100;15.0;20;14.0;20;16.5;;;;;;;;;;
1371;AOW-leeftijd of ouder;Veldhoven;8900;40;4.5;0;;10;24.5;;;;;;;;;;
1372;AOW-leeftijd of ouder;Velsen;12890;100;8.0;20;17.0;20;17.5;;;;;;;;;;
1373;AOW-leeftijd of ouder;Venlo;20150;330;16.0;50;12.5;80;22.5;;;;;;;;;;
1374;AOW-leeftijd of ouder;Venray;8270;70;8.5;20;21.5;20;19.0;;;;;;;;;;
1375;AOW-leeftijd of ouder;Vianen;3830;40;9.0;10;22.5;10;22.5;;;;;;;;;;
1376;AOW-leeftijd of ouder;Vlaardingen;14590;250;17.0;30;12.0;40;14.5;;;;;;;;;;
1377;AOW-leeftijd of ouder;Vlagtwedde;3870;20;5.0;10;28.5;10;24.0;;;;;;;;;;
1378;AOW-leeftijd of ouder;Vlieland;200;0;;0;;0;;;;;;;;;;;
1379;AOW-leeftijd of ouder;Vlissingen;9630;140;15.0;20;9.5;30;17.5;;;;;;;;;;
1380;AOW-leeftijd of ouder;Voerendaal;3140;10;3.0;0;;0;;;;;;;;;;;
1381;AOW-leeftijd of ouder;Voorschoten;5530;50;8.5;10;13.5;10;15.5;;;;;;;;;;
1382;AOW-leeftijd of ouder;Voorst;5270;30;6.0;10;14.0;10;30.5;;;;;;;;;;
1383;AOW-leeftijd of ouder;Vught;5100;30;5.5;0;;10;24.0;;;;;;;;;;
1384;AOW-leeftijd of ouder;Waalre;3890;30;6.5;0;;10;26.0;;;;;;;;;;
1385;AOW-leeftijd of ouder;Waalwijk;9450;70;8.0;10;13.5;20;23.0;;;;;;;;;;
1386;AOW-leeftijd of ouder;Waddinxveen;5070;50;9.0;10;12.5;10;10.5;;;;;;;;;;
1387;AOW-leeftijd of ouder;Wageningen;5750;60;10.5;10;15.0;20;27.0;;;;;;;;;;
1388;AOW-leeftijd of ouder;Wassenaar;6430;40;6.5;10;12.0;0;;;;;;;;;;;
1389;AOW-leeftijd of ouder;Waterland;3880;20;4.0;0;;0;;;;;;;;;;;
1390;AOW-leeftijd of ouder;Weert;10620;110;10.5;10;12.0;20;18.0;;;;;;;;;;
1391;AOW-leeftijd of ouder;Weesp;3550;80;21.0;10;7.5;10;10.5;;;;;;;;;;
1392;AOW-leeftijd of ouder;Werkendam;4980;20;3.5;0;;10;35.0;;;;;;;;;;
1393;AOW-leeftijd of ouder;West Maas en Waal;3620;10;3.0;0;;10;70.0;;;;;;;;;;
1394;AOW-leeftijd of ouder;Westerveld;4980;10;2.0;0;;10;54.0;;;;;;;;;;
1395;AOW-leeftijd of ouder;Westervoort;2490;30;11.5;0;;10;27.5;;;;;;;;;;
1396;AOW-leeftijd of ouder;Westland;19030;120;6.0;20;17.0;20;13.0;;;;;;;;;;
1397;AOW-leeftijd of ouder;Weststellingwerf;5640;30;4.5;0;;10;18.5;;;;;;;;;;
1398;AOW-leeftijd of ouder;Westvoorne;3590;10;1.5;0;;0;;;;;;;;;;;
1399;AOW-leeftijd of ouder;Wierden;4670;30;5.5;0;;0;;;;;;;;;;;
1400;AOW-leeftijd of ouder;Wijchen;7720;50;6.5;10;15.0;10;21.5;;;;;;;;;;
1401;AOW-leeftijd of ouder;Wijdemeren;5450;20;4.0;0;;0;;;;;;;;;;;
1402;AOW-leeftijd of ouder;Wijk bij Duurstede;4000;30;6.0;0;;10;16.5;;;;;;;;;;
1403;AOW-leeftijd of ouder;Winsum;2810;10;3.0;0;;10;66.5;;;;;;;;;;
1404;AOW-leeftijd of ouder;Winterswijk;6140;60;9.0;10;12.5;10;18.5;;;;;;;;;;
1405;AOW-leeftijd of ouder;Woensdrecht;4920;20;4.5;0;;10;34.5;;;;;;;;;;
1406;AOW-leeftijd of ouder;Woerden;8840;70;8.0;10;9.5;10;12.0;;;;;;;;;;
1407;AOW-leeftijd of ouder;De Wolden;5250;10;2.5;0;;0;;;;;;;;;;;
1408;AOW-leeftijd of ouder;Wormerland;3480;20;5.0;0;;10;31.5;;;;;;;;;;
1409;AOW-leeftijd of ouder;Woudenberg;2300;10;5.0;0;;0;;;;;;;;;;;
1410;AOW-leeftijd of ouder;Woudrichem;2740;10;2.0;0;;0;;;;;;;;;;;
1411;AOW-leeftijd of ouder;Zaanstad;26350;410;15.5;60;12.0;80;17.0;;;;;;;;;;
1412;AOW-leeftijd of ouder;Zaltbommel;4680;50;10.0;10;18.5;10;15.0;;;;;;;;;;
1413;AOW-leeftijd of ouder;Zandvoort;4240;30;7.5;0;;10;19.5;;;;;;;;;;
1414;AOW-leeftijd of ouder;Zederik;2480;10;3.0;0;;0;;;;;;;;;;;
1415;AOW-leeftijd of ouder;Zeewolde;2520;20;6.0;0;;0;;;;;;;;;;;
1416;AOW-leeftijd of ouder;Zeist;12480;160;12.5;30;14.0;30;18.0;;;;;;;;;;
1417;AOW-leeftijd of ouder;Zevenaar;7410;50;7.5;10;15.0;20;25.0;;;;;;;;;;
1418;AOW-leeftijd of ouder;Zoetermeer;20660;550;26.5;40;6.0;60;10.5;;;;;;;;;;
1419;AOW-leeftijd of ouder;Zoeterwoude;1620;0;;0;;0;;;;;;;;;;;
1420;AOW-leeftijd of ouder;Zuidhorn;3510;10;3.0;0;;0;;;;;;;;;;;
1421;AOW-leeftijd of ouder;Zuidplas;7040;60;8.0;20;23.5;10;19.0;;;;;;;;;;
1422;AOW-leeftijd of ouder;Zundert;4370;10;2.5;0;;0;;;;;;;;;;;
1423;AOW-leeftijd of ouder;Zutphen;9140;80;9.0;10;9.0;20;26.5;;;;;;;;;;
1424;AOW-leeftijd of ouder;Zwartewaterland;3470;10;2.5;0;;0;;;;;;;;;;;
1425;AOW-leeftijd of ouder;Zwijndrecht;9490;140;14.5;10;9.0;20;11.0;;;;;;;;;;
1426;AOW-leeftijd of ouder;Zwolle;18200;280;15.5;30;9.5;40;14.5;;;;;;;;;;
1427;AOW-leeftijd of ouder;Groningen (AM);139920;1250;9.0;180;13.5;370;28.0;;;;;;;;;;
1428;AOW-leeftijd of ouder;Friesland (AM);127640;820;6.5;150;16.5;270;31.0;;;;;;;;;;
1429;AOW-leeftijd of ouder;Drenthe (AM);59400;390;6.5;60;15.5;100;25.0;;;;;;;;;;
1430;AOW-leeftijd of ouder;Twente (AM);117250;2210;19.0;260;11.0;340;14.0;;;;;;;;;;
1431;AOW-leeftijd of ouder;Stedendriehoek en Noordwest Veluwe (AM);116950;930;8.0;150;14.5;230;22.5;;;;;;;;;;
1432;AOW-leeftijd of ouder;Midden-Gelderland (AM);69060;1190;17.0;160;12.5;250;19.5;;;;;;;;;;
1433;AOW-leeftijd of ouder;Rijk van Nijmegen (AM);54200;960;17.5;140;13.5;180;17.5;;;;;;;;;;
1434;AOW-leeftijd of ouder;Achterhoek (AM);63300;380;6.0;70;16.0;120;26.5;;;;;;;;;;
1435;AOW-leeftijd of ouder;Rivierenland (AM);39190;390;10.0;60;13.5;80;19.0;;;;;;;;;;
1436;AOW-leeftijd of ouder;Flevoland (AM);47770;1200;25.0;140;11.0;180;13.5;;;;;;;;;;
1437;AOW-leeftijd of ouder;Gooi en Vechtstreek (AM);53210;550;10.0;70;11.0;120;19.5;;;;;;;;;;
1438;AOW-leeftijd of ouder;Midden-Utrecht (AM);128260;2170;17.0;270;11.0;410;16.5;;;;;;;;;;
