ID;NederlandseZeehavens;Vervoerstroom;SoortLading;Perioden;BrutoplusgewichtOvergeslagenGoederen_1
4333;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2017 4e kwartaal;56
4334;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2017;297
4335;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2018 1e kwartaal;86
4336;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2018 2e kwartaal;72
4337;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2018 3e kwartaal;77
4338;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2018 4e kwartaal;38
4339;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2018;273
4340;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2019 1e kwartaal;50
4341;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2019 2e kwartaal;46
4342;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2019 3e kwartaal;63
4343;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2019 4e kwartaal;51
4344;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2019;209
4345;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2020 1e kwartaal;147
4346;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2020 2e kwartaal;45
4347;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2020 3e kwartaal;36
4348;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2020 4e kwartaal;35
4349;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2020;263
4350;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2021 1e kwartaal;42
4351;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2021 2e kwartaal;24
4352;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2021 3e kwartaal;49
4353;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2021 4e kwartaal;36
4354;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2021;150
4355;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2022 1e kwartaal;47
4356;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2022 2e kwartaal;112
4357;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2022 3e kwartaal;46
4358;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2022 4e kwartaal;71
4359;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2022;277
4360;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2023 1e kwartaal;71
4361;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2023 2e kwartaal;37
4362;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2023 3e kwartaal;82
4363;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2023 4e kwartaal;82
4364;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2023;272
4365;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2024 1e kwartaal;134
4366;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2024 2e kwartaal;105
4367;North Sea Port;Totaal aan- en afvoer;Onbekende verschijningsvorm;2024 3e kwartaal;53
4368;North Sea Port;Aanvoer naar Nederland;Totaal lading;2015 1e kwartaal;5476
4369;North Sea Port;Aanvoer naar Nederland;Totaal lading;2015 2e kwartaal;6117
4370;North Sea Port;Aanvoer naar Nederland;Totaal lading;2015 3e kwartaal;5890
4371;North Sea Port;Aanvoer naar Nederland;Totaal lading;2015 4e kwartaal;6211
4372;North Sea Port;Aanvoer naar Nederland;Totaal lading;2015;23693
4373;North Sea Port;Aanvoer naar Nederland;Totaal lading;2016 1e kwartaal;6004
4374;North Sea Port;Aanvoer naar Nederland;Totaal lading;2016 2e kwartaal;5366
4375;North Sea Port;Aanvoer naar Nederland;Totaal lading;2016 3e kwartaal;5526
4376;North Sea Port;Aanvoer naar Nederland;Totaal lading;2016 4e kwartaal;5992
4377;North Sea Port;Aanvoer naar Nederland;Totaal lading;2016;22889
4378;North Sea Port;Aanvoer naar Nederland;Totaal lading;2017 1e kwartaal;5290
4379;North Sea Port;Aanvoer naar Nederland;Totaal lading;2017 2e kwartaal;5693
4380;North Sea Port;Aanvoer naar Nederland;Totaal lading;2017 3e kwartaal;6048
4381;North Sea Port;Aanvoer naar Nederland;Totaal lading;2017 4e kwartaal;6827
4382;North Sea Port;Aanvoer naar Nederland;Totaal lading;2017;23858
4383;North Sea Port;Aanvoer naar Nederland;Totaal lading;2018 1e kwartaal;6807
4384;North Sea Port;Aanvoer naar Nederland;Totaal lading;2018 2e kwartaal;6485
4385;North Sea Port;Aanvoer naar Nederland;Totaal lading;2018 3e kwartaal;7019
4386;North Sea Port;Aanvoer naar Nederland;Totaal lading;2018 4e kwartaal;7275
4387;North Sea Port;Aanvoer naar Nederland;Totaal lading;2018;27587
4388;North Sea Port;Aanvoer naar Nederland;Totaal lading;2019 1e kwartaal;6958
4389;North Sea Port;Aanvoer naar Nederland;Totaal lading;2019 2e kwartaal;6806
4390;North Sea Port;Aanvoer naar Nederland;Totaal lading;2019 3e kwartaal;6632
4391;North Sea Port;Aanvoer naar Nederland;Totaal lading;2019 4e kwartaal;6686
4392;North Sea Port;Aanvoer naar Nederland;Totaal lading;2019;27082
4393;North Sea Port;Aanvoer naar Nederland;Totaal lading;2020 1e kwartaal;5917
4394;North Sea Port;Aanvoer naar Nederland;Totaal lading;2020 2e kwartaal;6186
4395;North Sea Port;Aanvoer naar Nederland;Totaal lading;2020 3e kwartaal;5579
4396;North Sea Port;Aanvoer naar Nederland;Totaal lading;2020 4e kwartaal;5944
4397;North Sea Port;Aanvoer naar Nederland;Totaal lading;2020;23626
4398;North Sea Port;Aanvoer naar Nederland;Totaal lading;2021 1e kwartaal;6304
4399;North Sea Port;Aanvoer naar Nederland;Totaal lading;2021 2e kwartaal;6586
4400;North Sea Port;Aanvoer naar Nederland;Totaal lading;2021 3e kwartaal;6977
4401;North Sea Port;Aanvoer naar Nederland;Totaal lading;2021 4e kwartaal;6652
4402;North Sea Port;Aanvoer naar Nederland;Totaal lading;2021;26520
4403;North Sea Port;Aanvoer naar Nederland;Totaal lading;2022 1e kwartaal;6916
4404;North Sea Port;Aanvoer naar Nederland;Totaal lading;2022 2e kwartaal;8140
4405;North Sea Port;Aanvoer naar Nederland;Totaal lading;2022 3e kwartaal;7634
4406;North Sea Port;Aanvoer naar Nederland;Totaal lading;2022 4e kwartaal;7139
4407;North Sea Port;Aanvoer naar Nederland;Totaal lading;2022;29830
4408;North Sea Port;Aanvoer naar Nederland;Totaal lading;2023 1e kwartaal;6350
4409;North Sea Port;Aanvoer naar Nederland;Totaal lading;2023 2e kwartaal;6306
4410;North Sea Port;Aanvoer naar Nederland;Totaal lading;2023 3e kwartaal;6360
4411;North Sea Port;Aanvoer naar Nederland;Totaal lading;2023 4e kwartaal;6439
4412;North Sea Port;Aanvoer naar Nederland;Totaal lading;2023;25455
4413;North Sea Port;Aanvoer naar Nederland;Totaal lading;2024 1e kwartaal;6263
4414;North Sea Port;Aanvoer naar Nederland;Totaal lading;2024 2e kwartaal;6648
4415;North Sea Port;Aanvoer naar Nederland;Totaal lading;2024 3e kwartaal;6425
4416;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2015 1e kwartaal;2841
4417;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2015 2e kwartaal;2835
4418;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2015 3e kwartaal;2767
4419;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2015 4e kwartaal;2988
4420;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2015;11432
4421;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2016 1e kwartaal;2789
4422;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2016 2e kwartaal;2304
4423;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2016 3e kwartaal;2664
4424;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2016 4e kwartaal;3002
4425;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2016;10759
4426;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2017 1e kwartaal;2474
4427;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2017 2e kwartaal;2821
4428;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2017 3e kwartaal;2988
4429;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2017 4e kwartaal;3437
4430;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2017;11719
4431;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2018 1e kwartaal;3034
4432;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2018 2e kwartaal;3057
4433;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2018 3e kwartaal;3385
4434;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2018 4e kwartaal;3657
4435;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2018;13134
4436;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2019 1e kwartaal;3367
4437;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2019 2e kwartaal;3266
4438;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2019 3e kwartaal;3413
4439;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2019 4e kwartaal;3494
4440;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2019;13539
4441;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2020 1e kwartaal;2618
4442;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2020 2e kwartaal;3240
4443;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2020 3e kwartaal;2967
4444;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2020 4e kwartaal;2799
4445;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2020;11624
4446;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2021 1e kwartaal;3370
4447;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2021 2e kwartaal;3454
4448;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2021 3e kwartaal;3986
4449;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2021 4e kwartaal;3914
4450;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2021;14725
4451;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2022 1e kwartaal;3655
4452;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2022 2e kwartaal;4863
4453;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2022 3e kwartaal;4572
4454;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2022 4e kwartaal;4118
4455;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2022;17208
4456;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2023 1e kwartaal;3816
4457;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2023 2e kwartaal;3464
4458;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2023 3e kwartaal;3415
4459;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2023 4e kwartaal;3461
4460;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2023;14156
4461;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2024 1e kwartaal;3648
4462;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2024 2e kwartaal;3769
4463;North Sea Port;Aanvoer naar Nederland;Droge bulk lading;2024 3e kwartaal;3676
4464;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2015 1e kwartaal;1904
4465;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2015 2e kwartaal;2412
4466;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2015 3e kwartaal;2519
4467;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2015 4e kwartaal;2534
4468;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2015;9370
4469;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2016 1e kwartaal;2557
4470;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2016 2e kwartaal;2421
4471;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2016 3e kwartaal;2299
4472;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2016 4e kwartaal;2374
4473;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2016;9652
4474;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2017 1e kwartaal;2130
4475;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2017 2e kwartaal;2220
4476;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2017 3e kwartaal;2372
4477;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2017 4e kwartaal;2710
4478;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2017;9432
4479;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2018 1e kwartaal;2926
4480;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2018 2e kwartaal;2642
4481;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2018 3e kwartaal;2754
4482;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2018 4e kwartaal;2869
4483;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2018;11191
4484;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2019 1e kwartaal;2672
4485;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2019 2e kwartaal;2615
4486;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2019 3e kwartaal;2268
4487;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2019 4e kwartaal;2243
4488;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2019;9799
4489;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2020 1e kwartaal;2377
4490;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2020 2e kwartaal;1963
4491;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2020 3e kwartaal;1730
4492;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2020 4e kwartaal;2273
4493;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2020;8343
4494;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2021 1e kwartaal;2143
4495;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2021 2e kwartaal;2315
4496;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2021 3e kwartaal;2075
4497;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2021 4e kwartaal;1761
4498;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2021;8294
4499;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2022 1e kwartaal;2307
4500;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2022 2e kwartaal;2153
4501;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2022 3e kwartaal;2096
4502;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2022 4e kwartaal;2074
4503;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2022;8630
4504;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2023 1e kwartaal;1613
4505;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2023 2e kwartaal;1751
4506;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2023 3e kwartaal;2140
4507;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2023 4e kwartaal;2128
4508;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2023;7632
4509;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2024 1e kwartaal;1703
4510;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2024 2e kwartaal;1900
4511;North Sea Port;Aanvoer naar Nederland;Natte bulk lading;2024 3e kwartaal;1756
4512;North Sea Port;Aanvoer naar Nederland;Containers;2015 1e kwartaal;24
4513;North Sea Port;Aanvoer naar Nederland;Containers;2015 2e kwartaal;52
4514;North Sea Port;Aanvoer naar Nederland;Containers;2015 3e kwartaal;39
4515;North Sea Port;Aanvoer naar Nederland;Containers;2015 4e kwartaal;49
4516;North Sea Port;Aanvoer naar Nederland;Containers;2015;164
4517;North Sea Port;Aanvoer naar Nederland;Containers;2016 1e kwartaal;68
4518;North Sea Port;Aanvoer naar Nederland;Containers;2016 2e kwartaal;78
4519;North Sea Port;Aanvoer naar Nederland;Containers;2016 3e kwartaal;72
4520;North Sea Port;Aanvoer naar Nederland;Containers;2016 4e kwartaal;85
4521;North Sea Port;Aanvoer naar Nederland;Containers;2016;303
4522;North Sea Port;Aanvoer naar Nederland;Containers;2017 1e kwartaal;73
4523;North Sea Port;Aanvoer naar Nederland;Containers;2017 2e kwartaal;81
4524;North Sea Port;Aanvoer naar Nederland;Containers;2017 3e kwartaal;90
4525;North Sea Port;Aanvoer naar Nederland;Containers;2017 4e kwartaal;94
4526;North Sea Port;Aanvoer naar Nederland;Containers;2017;339
4527;North Sea Port;Aanvoer naar Nederland;Containers;2018 1e kwartaal;120
4528;North Sea Port;Aanvoer naar Nederland;Containers;2018 2e kwartaal;157
4529;North Sea Port;Aanvoer naar Nederland;Containers;2018 3e kwartaal;176
4530;North Sea Port;Aanvoer naar Nederland;Containers;2018 4e kwartaal;167
4531;North Sea Port;Aanvoer naar Nederland;Containers;2018;619
4532;North Sea Port;Aanvoer naar Nederland;Containers;2019 1e kwartaal;290
4533;North Sea Port;Aanvoer naar Nederland;Containers;2019 2e kwartaal;344
4534;North Sea Port;Aanvoer naar Nederland;Containers;2019 3e kwartaal;346
4535;North Sea Port;Aanvoer naar Nederland;Containers;2019 4e kwartaal;406
4536;North Sea Port;Aanvoer naar Nederland;Containers;2019;1387
4537;North Sea Port;Aanvoer naar Nederland;Containers;2020 1e kwartaal;341
4538;North Sea Port;Aanvoer naar Nederland;Containers;2020 2e kwartaal;335
4539;North Sea Port;Aanvoer naar Nederland;Containers;2020 3e kwartaal;291
4540;North Sea Port;Aanvoer naar Nederland;Containers;2020 4e kwartaal;314
4541;North Sea Port;Aanvoer naar Nederland;Containers;2020;1282
4542;North Sea Port;Aanvoer naar Nederland;Containers;2021 1e kwartaal;270
4543;North Sea Port;Aanvoer naar Nederland;Containers;2021 2e kwartaal;286
4544;North Sea Port;Aanvoer naar Nederland;Containers;2021 3e kwartaal;282
4545;North Sea Port;Aanvoer naar Nederland;Containers;2021 4e kwartaal;251
4546;North Sea Port;Aanvoer naar Nederland;Containers;2021;1089
4547;North Sea Port;Aanvoer naar Nederland;Containers;2022 1e kwartaal;233
4548;North Sea Port;Aanvoer naar Nederland;Containers;2022 2e kwartaal;272
4549;North Sea Port;Aanvoer naar Nederland;Containers;2022 3e kwartaal;207
4550;North Sea Port;Aanvoer naar Nederland;Containers;2022 4e kwartaal;224
4551;North Sea Port;Aanvoer naar Nederland;Containers;2022;936
4552;North Sea Port;Aanvoer naar Nederland;Containers;2023 1e kwartaal;266
4553;North Sea Port;Aanvoer naar Nederland;Containers;2023 2e kwartaal;264
4554;North Sea Port;Aanvoer naar Nederland;Containers;2023 3e kwartaal;243
4555;North Sea Port;Aanvoer naar Nederland;Containers;2023 4e kwartaal;272
4556;North Sea Port;Aanvoer naar Nederland;Containers;2023;1045
4557;North Sea Port;Aanvoer naar Nederland;Containers;2024 1e kwartaal;262
4558;North Sea Port;Aanvoer naar Nederland;Containers;2024 2e kwartaal;288
4559;North Sea Port;Aanvoer naar Nederland;Containers;2024 3e kwartaal;267
4560;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2015 1e kwartaal;143
4561;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2015 2e kwartaal;182
4562;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2015 3e kwartaal;143
4563;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2015 4e kwartaal;158
4564;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2015;626
4565;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2016 1e kwartaal;165
4566;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2016 2e kwartaal;144
4567;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2016 3e kwartaal;118
4568;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2016 4e kwartaal;127
4569;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2016;554
4570;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2017 1e kwartaal;170
4571;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2017 2e kwartaal;158
4572;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2017 3e kwartaal;130
4573;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2017 4e kwartaal;138
4574;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2017;595
4575;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2018 1e kwartaal;168
4576;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2018 2e kwartaal;151
4577;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2018 3e kwartaal;117
4578;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2018 4e kwartaal;132
4579;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2018;568
4580;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2019 1e kwartaal;142
4581;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2019 2e kwartaal;138
4582;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2019 3e kwartaal;140
4583;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2019 4e kwartaal;159
4584;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2019;580
4585;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2020 1e kwartaal;124
4586;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2020 2e kwartaal;73
4587;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2020 3e kwartaal;88
4588;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2020 4e kwartaal;122
4589;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2020;407
4590;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2021 1e kwartaal;131
4591;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2021 2e kwartaal;101
4592;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2021 3e kwartaal;116
4593;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2021 4e kwartaal;109
4594;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2021;458
4595;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2022 1e kwartaal;145
4596;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2022 2e kwartaal;124
4597;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2022 3e kwartaal;115
4598;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2022 4e kwartaal;153
4599;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2022;537
4600;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2023 1e kwartaal;115
4601;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2023 2e kwartaal;158
4602;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2023 3e kwartaal;140
4603;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2023 4e kwartaal;175
4604;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2023;589
4605;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2024 1e kwartaal;164
4606;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2024 2e kwartaal;139
4607;North Sea Port;Aanvoer naar Nederland;Roro-eenheden;2024 3e kwartaal;115
4608;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2015 1e kwartaal;535
4609;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2015 2e kwartaal;601
4610;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2015 3e kwartaal;390
4611;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2015 4e kwartaal;459
4612;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2015;1986
4613;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2016 1e kwartaal;398
4614;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2016 2e kwartaal;389
4615;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2016 3e kwartaal;344
4616;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2016 4e kwartaal;379
4617;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2016;1510
4618;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2017 1e kwartaal;401
4619;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2017 2e kwartaal;399
4620;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2017 3e kwartaal;438
4621;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2017 4e kwartaal;421
4622;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2017;1659
4623;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2018 1e kwartaal;513
4624;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2018 2e kwartaal;435
4625;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2018 3e kwartaal;546
4626;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2018 4e kwartaal;438
4627;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2018;1932
4628;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2019 1e kwartaal;471
4629;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2019 2e kwartaal;423
4630;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2019 3e kwartaal;433
4631;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2019 4e kwartaal;361
4632;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2019;1688
4633;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2020 1e kwartaal;400
4634;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2020 2e kwartaal;556
4635;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2020 3e kwartaal;480
4636;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2020 4e kwartaal;412
4637;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2020;1847
4638;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2021 1e kwartaal;360
4639;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2021 2e kwartaal;414
4640;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2021 3e kwartaal;491
4641;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2021 4e kwartaal;594
4642;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2021;1859
4643;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2022 1e kwartaal;541
4644;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2022 2e kwartaal;691
4645;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2022 3e kwartaal;619
4646;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2022 4e kwartaal;536
4647;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2022;2388
4648;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2023 1e kwartaal;500
4649;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2023 2e kwartaal;643
