ID;Geslacht;Onderwijssoort;Populatie;Herkomstgroepering;RegioS;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
9728;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Oost-Groningen (RP);2003/'04;;;
9729;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Oost-Groningen (RP);2004/'05;;;
9730;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Centraal-Groningen (RP);2003/'04;;;
9731;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Centraal-Groningen (RP);2004/'05;;;
9732;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Fryslân (RP);2003/'04;;;
9733;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Fryslân (RP);2004/'05;;;
9734;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Zuid- en Midden-Drenthe (RP);2003/'04;;;
9735;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Zuid- en Midden-Drenthe (RP);2004/'05;;;
9736;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;IJssel en Vecht (RP);2003/'04;;;
9737;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;IJssel en Vecht (RP);2004/'05;;;
9738;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Twente (RP);2003/'04;;;
9739;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Twente (RP);2004/'05;;;
9740;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noordwest-Veluwe (RP);2003/'04;;;
9741;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noordwest-Veluwe (RP);2004/'05;;;
9742;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Stedendriehoek (RP);2003/'04;;;
9743;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Stedendriehoek (RP);2004/'05;;;
9744;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;De Vallei (RP);2003/'04;;;
9745;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;De Vallei (RP);2004/'05;;;
9746;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;IJssel en Rijn (RP);2003/'04;;;
9747;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;IJssel en Rijn (RP);2004/'05;;;
9748;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Achterhoek (RP);2003/'04;;;
9749;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Achterhoek (RP);2004/'05;;;
9750;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Nijmegen (RP);2003/'04;;;
9751;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Nijmegen (RP);2004/'05;;;
9752;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Rivierenland (RP);2003/'04;;;
9753;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Rivierenland (RP);2004/'05;;;
9754;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Flevoland (RP);2003/'04;;;
9755;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Flevoland (RP);2004/'05;;;
9756;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Gooi en Vechtstreek (RP);2003/'04;;;
9757;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Gooi en Vechtstreek (RP);2004/'05;;;
9758;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Eemland (RP);2003/'04;;;
9759;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Eemland (RP);2004/'05;;;
9760;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Utrecht-Midden (RP);2003/'04;;;
9761;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Utrecht-Midden (RP);2004/'05;;;
9762;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noord-Holland-Noord (RP);2003/'04;;;
9763;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noord-Holland-Noord (RP);2004/'05;;;
9764;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Zuidelijk Noord-Holland (RP);2003/'04;;;
9765;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Zuidelijk Noord-Holland (RP);2004/'05;;;
9766;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Rijn-Gouwe (RP);2003/'04;;;
9767;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Rijn-Gouwe (RP);2004/'05;;;
9768;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Haaglanden (RP);2003/'04;;;
9769;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Haaglanden (RP);2004/'05;;;
9770;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Rijnmond (RP);2003/'04;;;
9771;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Rijnmond (RP);2004/'05;;;
9772;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Zeeland (RP);2003/'04;;;
9773;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Zeeland (RP);2004/'05;;;
9774;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;West-Brabant (RP);2003/'04;;;
9775;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;West-Brabant (RP);2004/'05;;;
9776;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Midden-Brabant (RP);2003/'04;;;
9777;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Midden-Brabant (RP);2004/'05;;;
9778;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noordoost-Brabant (RP);2003/'04;;;
9779;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noordoost-Brabant (RP);2004/'05;;;
9780;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Zuidoost-Brabant (RP);2003/'04;;;
9781;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Zuidoost-Brabant (RP);2004/'05;;;
9782;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noord-Limburg (RP);2003/'04;;;
9783;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noord-Limburg (RP);2004/'05;;;
9784;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Weert (RP);2003/'04;;;
9785;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Weert (RP);2004/'05;;;
9786;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Roermond (RP);2003/'04;;;
9787;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Roermond (RP);2004/'05;;;
9788;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Westelijke Mijnstreek (RP);2003/'04;;;
9789;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Westelijke Mijnstreek (RP);2004/'05;;;
9790;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Parkstad Limburg (RP);2003/'04;;;
9791;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Parkstad Limburg (RP);2004/'05;;;
9792;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Maastricht Mergelland (RP);2003/'04;;;
9793;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Maastricht Mergelland (RP);2004/'05;;;
9794;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Niet in te delen (RP);2003/'04;;;
9795;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Niet in te delen (RP);2004/'05;;;
9796;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Nederland;2003/'04;;;91.0
9797;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Nederland;2004/'05;;;91.0
9798;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noord-Nederland (LD);2003/'04;;;91.0
9799;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noord-Nederland (LD);2004/'05;;;92.0
9800;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Oost-Nederland (LD);2003/'04;;;93.0
9801;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Oost-Nederland (LD);2004/'05;;;91.0
9802;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;West-Nederland (LD);2003/'04;;;90.0
9803;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;West-Nederland (LD);2004/'05;;;90.0
9804;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Zuid-Nederland (LD);2003/'04;;;93.0
9805;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Zuid-Nederland (LD);2004/'05;;;93.0
9806;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Niet in te delen (LD);2003/'04;;;
9807;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Niet in te delen (LD);2004/'05;;;
9808;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Groningen (PV);2003/'04;;;
9809;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Groningen (PV);2004/'05;;;
9810;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Friesland (PV);2003/'04;;;
9811;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Friesland (PV);2004/'05;;;
9812;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Drenthe (PV);2003/'04;;;
9813;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Drenthe (PV);2004/'05;;;
9814;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Overijssel (PV);2003/'04;;;
9815;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Overijssel (PV);2004/'05;;;
9816;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Flevoland (PV);2003/'04;;;
9817;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Flevoland (PV);2004/'05;;;
9818;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Gelderland (PV);2003/'04;;;
9819;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Gelderland (PV);2004/'05;;;
9820;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Utrecht (PV);2003/'04;;;
9821;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Utrecht (PV);2004/'05;;;
9822;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noord-Holland (PV);2003/'04;;;
9823;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noord-Holland (PV);2004/'05;;;
9824;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Zuid-Holland (PV);2003/'04;;;
9825;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Zuid-Holland (PV);2004/'05;;;
9826;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Zeeland (PV);2003/'04;;;
9827;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Zeeland (PV);2004/'05;;;
9828;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noord-Brabant (PV);2003/'04;;;
9829;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noord-Brabant (PV);2004/'05;;;
9830;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Limburg (PV);2003/'04;;;
9831;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Limburg (PV);2004/'05;;;
9832;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Niet in te delen (PV);2003/'04;;;
9833;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Niet in te delen (PV);2004/'05;;;
9834;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Amsterdam;2003/'04;;;90.0
9835;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Amsterdam;2004/'05;;;90.0
9836;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;'s-Gravenhage (gemeente);2003/'04;;;88.0
9837;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;'s-Gravenhage (gemeente);2004/'05;;;88.0
9838;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Rotterdam;2003/'04;;;86.0
9839;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Rotterdam;2004/'05;;;86.0
9840;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Utrecht (gemeente);2003/'04;;;86.0
9841;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Utrecht (gemeente);2004/'05;;;86.0
9842;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Vier grootste gemeenten (G4);2003/'04;;;88.0
9843;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Vier grootste gemeenten (G4);2004/'05;;;88.0
9844;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2003/'04;;;91.0
9845;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2004/'05;;;91.0
9846;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Gemeenten < 100 000 inwoners;2003/'04;;;93.0
9847;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Gemeenten < 100 000 inwoners;2004/'05;;;92.0
9848;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Niet in te delen (GM);2003/'04;;;
9849;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Niet in te delen (GM);2004/'05;;;
9850;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noord-Groningen (RP);2003/'04;;;
9851;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noord-Groningen (RP);2004/'05;;;
9852;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Oost-Groningen (RP);2003/'04;;;
9853;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Oost-Groningen (RP);2004/'05;;;
9854;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Centraal-Groningen (RP);2003/'04;;;
9855;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Centraal-Groningen (RP);2004/'05;;;
9856;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Fryslân (RP);2003/'04;;;
9857;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Fryslân (RP);2004/'05;;;
9858;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Zuid- en Midden-Drenthe (RP);2003/'04;;;
9859;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Zuid- en Midden-Drenthe (RP);2004/'05;;;
9860;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;IJssel en Vecht (RP);2003/'04;;;
9861;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;IJssel en Vecht (RP);2004/'05;;;
9862;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Twente (RP);2003/'04;;;
9863;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Twente (RP);2004/'05;;;
9864;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noordwest-Veluwe (RP);2003/'04;;;
9865;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noordwest-Veluwe (RP);2004/'05;;;
9866;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Stedendriehoek (RP);2003/'04;;;
9867;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Stedendriehoek (RP);2004/'05;;;
9868;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;De Vallei (RP);2003/'04;;;
9869;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;De Vallei (RP);2004/'05;;;
9870;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;IJssel en Rijn (RP);2003/'04;;;
9871;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;IJssel en Rijn (RP);2004/'05;;;
9872;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Achterhoek (RP);2003/'04;;;
9873;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Achterhoek (RP);2004/'05;;;
9874;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Nijmegen (RP);2003/'04;;;
9875;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Nijmegen (RP);2004/'05;;;
9876;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Rivierenland (RP);2003/'04;;;
9877;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Rivierenland (RP);2004/'05;;;
9878;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Flevoland (RP);2003/'04;;;
9879;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Flevoland (RP);2004/'05;;;
9880;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Gooi en Vechtstreek (RP);2003/'04;;;
9881;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Gooi en Vechtstreek (RP);2004/'05;;;
9882;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Eemland (RP);2003/'04;;;
9883;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Eemland (RP);2004/'05;;;
9884;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Utrecht-Midden (RP);2003/'04;;;
9885;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Utrecht-Midden (RP);2004/'05;;;
9886;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noord-Holland-Noord (RP);2003/'04;;;
9887;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noord-Holland-Noord (RP);2004/'05;;;
9888;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Zuidelijk Noord-Holland (RP);2003/'04;;;
9889;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Zuidelijk Noord-Holland (RP);2004/'05;;;
9890;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Rijn-Gouwe (RP);2003/'04;;;
9891;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Rijn-Gouwe (RP);2004/'05;;;
9892;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Haaglanden (RP);2003/'04;;;
9893;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Haaglanden (RP);2004/'05;;;
9894;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Rijnmond (RP);2003/'04;;;
9895;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Rijnmond (RP);2004/'05;;;
9896;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Zeeland (RP);2003/'04;;;
9897;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Zeeland (RP);2004/'05;;;
9898;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;West-Brabant (RP);2003/'04;;;
9899;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;West-Brabant (RP);2004/'05;;;
9900;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Midden-Brabant (RP);2003/'04;;;
9901;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Midden-Brabant (RP);2004/'05;;;
9902;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noordoost-Brabant (RP);2003/'04;;;
9903;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noordoost-Brabant (RP);2004/'05;;;
9904;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Zuidoost-Brabant (RP);2003/'04;;;
9905;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Zuidoost-Brabant (RP);2004/'05;;;
9906;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noord-Limburg (RP);2003/'04;;;
9907;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Noord-Limburg (RP);2004/'05;;;
9908;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Weert (RP);2003/'04;;;
9909;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Weert (RP);2004/'05;;;
9910;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Roermond (RP);2003/'04;;;
9911;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Roermond (RP);2004/'05;;;
9912;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Westelijke Mijnstreek (RP);2003/'04;;;
9913;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Westelijke Mijnstreek (RP);2004/'05;;;
9914;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Parkstad Limburg (RP);2003/'04;;;
9915;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Parkstad Limburg (RP);2004/'05;;;
9916;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Maastricht Mergelland (RP);2003/'04;;;
9917;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Maastricht Mergelland (RP);2004/'05;;;
9918;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Niet in te delen (RP);2003/'04;;;
9919;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Allochtoon;Niet in te delen (RP);2004/'05;;;
9920;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Westerse allochtoon;Nederland;2003/'04;;;95.0
9921;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Westerse allochtoon;Nederland;2004/'05;;;95.0
9922;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Westerse allochtoon;Noord-Nederland (LD);2003/'04;;;92.0
9923;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Westerse allochtoon;Noord-Nederland (LD);2004/'05;;;95.0
9924;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Westerse allochtoon;Oost-Nederland (LD);2003/'04;;;96.0
9925;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Westerse allochtoon;Oost-Nederland (LD);2004/'05;;;94.0
9926;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Westerse allochtoon;West-Nederland (LD);2003/'04;;;94.0
9927;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Westerse allochtoon;West-Nederland (LD);2004/'05;;;94.0
9928;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Westerse allochtoon;Zuid-Nederland (LD);2003/'04;;;95.0
9929;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Westerse allochtoon;Zuid-Nederland (LD);2004/'05;;;96.0
9930;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Westerse allochtoon;Niet in te delen (LD);2003/'04;;;
9931;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Westerse allochtoon;Niet in te delen (LD);2004/'05;;;
9932;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Westerse allochtoon;Groningen (PV);2003/'04;;;
9933;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Westerse allochtoon;Groningen (PV);2004/'05;;;
