ID;Nomenclature;CountriesGroups;Periods;Imports_1;Exports_2;BalanceOfTrade_3
371;Total goods;European Union (EU);2007 August;13853685.0;20492829.0;6639144.0
372;Total goods;European Union (EU);2007 September;14363696.0;22105805.0;7742109.0
373;Total goods;European Union (EU);2007 October;15672288.0;24177532.0;8505244.0
374;Total goods;European Union (EU);2007 November;15904119.0;24957521.0;9053402.0
375;Total goods;European Union (EU);2007 December;14016494.0;21619601.0;7603107.0
376;Total goods;European Union (EU);2007;173460897.0;262028094.0;88567197.0
377;Total goods;European Union (EU);2008 January;15341690.0;24126614.0;8784924.0
378;Total goods;European Union (EU);2008 February;15795296.0;23737503.0;7942207.0
379;Total goods;European Union (EU);2008 March;15434941.0;24428860.0;8993919.0
380;Total goods;European Union (EU);2008 April;16194770.0;24373890.0;8179120.0
381;Total goods;European Union (EU);2008 May;15571664.0;23158361.0;7586697.0
382;Total goods;European Union (EU);2008 June;16222270.0;23942917.0;7720647.0
383;Total goods;European Union (EU);2008 July;15920847.0;23728895.0;7808048.0
384;Total goods;European Union (EU);2008 August;14142784.0;21821309.0;7678525.0
385;Total goods;European Union (EU);2008 September;16290170.0;24957190.0;8667020.0
386;Total goods;European Union (EU);2008 October;16579283.0;25672205.0;9092922.0
387;Total goods;European Union (EU);2008 November;14313441.0;22546769.0;8233328.0
388;Total goods;European Union (EU);2008 December;13317794.0;20235852.0;6918058.0
389;Total goods;European Union (EU);2008;185124950.0;282730365.0;97605415.0
390;Total goods;European Union (EU);2009 January;11937468.0;19554669.0;7617201.0
391;Total goods;European Union (EU);2009 February;12573633.0;18847925.0;6274292.0
392;Total goods;European Union (EU);2009 March;13297673.0;20228964.0;6931291.0
393;Total goods;European Union (EU);2009 April;12124081.0;18026893.0;5902812.0
394;Total goods;European Union (EU);2009 May;11756996.0;17719974.0;5962978.0
395;Total goods;European Union (EU);2009 June;12802636.0;18720342.0;5917706.0
396;Total goods;European Union (EU);2009 July;12799410.0;18629007.0;5829597.0
397;Total goods;European Union (EU);2009 August;11292668.0;17034563.0;5741895.0
398;Total goods;European Union (EU);2009 September;12992008.0;20276927.0;7284919.0
399;Total goods;European Union (EU);2009 October;13425958.0;21294768.0;7868810.0
400;Total goods;European Union (EU);2009 November;13173576.0;21169920.0;7996344.0
401;Total goods;European Union (EU);2009 December;13647688.0;19833529.0;6185841.0
402;Total goods;European Union (EU);2009;151823795.0;231337481.0;79513686.0
403;Total goods;European Union (EU);2010 January;12800596.0;20917577.0;8116981.0
404;Total goods;European Union (EU);2010 February;13182869.0;20577503.0;7394634.0
405;Total goods;European Union (EU);2010 March;15702515.0;24478245.0;8775730.0
406;Total goods;European Union (EU);2010 April;14858885.0;22397767.0;7538882.0
407;Total goods;European Union (EU);2010 May;14349758.0;21772336.0;7422578.0
408;Total goods;European Union (EU);2010 June;16444057.0;23618292.0;7174235.0
409;Total goods;European Union (EU);2010 July;14206960.0;22189669.0;7982709.0
410;Total goods;European Union (EU);2010 August;13328651.0;21004742.0;7676091.0
411;Total goods;European Union (EU);2010 September;14795246.0;23851923.0;9056677.0
412;Total goods;European Union (EU);2010 October;15247923.0;24264881.0;9016958.0
413;Total goods;European Union (EU);2010 November;16080835.0;25907113.0;9826278.0
414;Total goods;European Union (EU);2010 December;15669487.0;24680596.0;9011109.0
415;Total goods;European Union (EU);2010;176667782.0;275660644.0;98992862.0
416;Total goods;European Union (EU);2011 January;14804076.0;24203726.0;9399650.0
417;Total goods;European Union (EU);2011 February;15777936.0;24491940.0;8714004.0
418;Total goods;European Union (EU);2011 March;17944535.0;28113940.0;10169405.0
419;Total goods;European Union (EU);2011 April;15279742.0;24731157.0;9451415.0
420;Total goods;European Union (EU);2011 May;16771869.0;25552332.0;8780463.0
421;Total goods;European Union (EU);2011 June;16361082.0;24934149.0;8573067.0
422;Total goods;European Union (EU);2011 July;15773924.0;23980057.0;8206133.0
423;Total goods;European Union (EU);2011 August;15504193.0;23989206.0;8485013.0
424;Total goods;European Union (EU);2011 September;16396709.0;25973863.0;9577154.0
425;Total goods;European Union (EU);2011 October;16059289.0;25551591.0;9492302.0
426;Total goods;European Union (EU);2011 November;16748081.0;26348230.0;9600149.0
427;Total goods;European Union (EU);2011 December;16136327.0;25000243.0;8863916.0
428;Total goods;European Union (EU);2011;193557763.0;302870434.0;109312671.0
429;Total goods;European Union (EU);2012 January;15518649.0;25138215.0;9619566.0
430;Total goods;European Union (EU);2012 February;16233186.0;25923258.0;9690072.0
431;Total goods;European Union (EU);2012 March;18058141.0;28068267.0;10010126.0
432;Total goods;European Union (EU);2012 April;16150893.0;25338082.0;9187189.0
433;Total goods;European Union (EU);2012 May;16952852.0;26559487.0;9606635.0
434;Total goods;European Union (EU);2012 June;17023304.0;26078632.0;9055328.0
435;Total goods;European Union (EU);2012 July;16468511.0;25637453.0;9168942.0
436;Total goods;European Union (EU);2012 August;16507392.0;24550817.0;8043425.0
437;Total goods;European Union (EU);2012 September;16840625.0;25631935.0;8791310.0
438;Total goods;European Union (EU);2012 October;18201829.0;28606891.0;10405062.0
439;Total goods;European Union (EU);2012 November;17694480.0;27898528.0;10204048.0
440;Total goods;European Union (EU);2012 December;15870908.0;24420823.0;8549915.0
441;Total goods;European Union (EU);2012;201520770.0;313852388.0;112331618.0
442;Total goods;Non-EU countries;1996 January;4199397.0;2502774.0;-1696623.0
443;Total goods;Non-EU countries;1996 February;3847548.0;2615564.0;-1231984.0
444;Total goods;Non-EU countries;1996 March;4138182.0;2736336.0;-1401846.0
445;Total goods;Non-EU countries;1996 April;3985476.0;2380701.0;-1604776.0
446;Total goods;Non-EU countries;1996 May;4176792.0;2557108.0;-1619684.0
447;Total goods;Non-EU countries;1996 June;3948723.0;2734394.0;-1214329.0
448;Total goods;Non-EU countries;1996 July;4019788.0;2758874.0;-1260914.0
449;Total goods;Non-EU countries;1996 August;3894587.0;2550585.0;-1344002.0
450;Total goods;Non-EU countries;1996 September;4178309.0;2656538.0;-1521771.0
451;Total goods;Non-EU countries;1996 October;4838650.0;2879691.0;-1958959.0
452;Total goods;Non-EU countries;1996 November;4660761.0;2817953.0;-1842807.0
453;Total goods;Non-EU countries;1996 December;4408419.0;2788478.0;-1619940.0
454;Total goods;Non-EU countries;1996;50296633.0;31978997.0;-18317636.0
455;Total goods;Non-EU countries;1997 January;4821420.0;2714696.0;-2106724.0
456;Total goods;Non-EU countries;1997 February;4555162.0;2839205.0;-1715958.0
457;Total goods;Non-EU countries;1997 March;4677125.0;2974701.0;-1702424.0
458;Total goods;Non-EU countries;1997 April;4938862.0;3117955.0;-1820907.0
459;Total goods;Non-EU countries;1997 May;4741501.0;3069803.0;-1671699.0
460;Total goods;Non-EU countries;1997 June;4771542.0;3264543.0;-1506999.0
461;Total goods;Non-EU countries;1997 July;4853317.0;3317900.0;-1535417.0
462;Total goods;Non-EU countries;1997 August;4767257.0;3025874.0;-1741384.0
463;Total goods;Non-EU countries;1997 September;5472309.0;3386960.0;-2085349.0
464;Total goods;Non-EU countries;1997 October;5683586.0;3385254.0;-2298332.0
465;Total goods;Non-EU countries;1997 November;5182351.0;3262131.0;-1920220.0
466;Total goods;Non-EU countries;1997 December;5019312.0;3428577.0;-1590735.0
467;Total goods;Non-EU countries;1997;59483743.0;37787598.0;-21696146.0
468;Total goods;Non-EU countries;1998 January;5638205.0;2973651.0;-2664554.0
469;Total goods;Non-EU countries;1998 February;5343858.0;3156325.0;-2187533.0
470;Total goods;Non-EU countries;1998 March;6030834.0;3513608.0;-2517225.0
471;Total goods;Non-EU countries;1998 April;5355207.0;3262618.0;-2092589.0
472;Total goods;Non-EU countries;1998 May;5136755.0;3164932.0;-1971823.0
473;Total goods;Non-EU countries;1998 June;5838368.0;3532359.0;-2306009.0
474;Total goods;Non-EU countries;1998 July;5319952.0;3616804.0;-1703148.0
475;Total goods;Non-EU countries;1998 August;5253880.0;2955967.0;-2297914.0
476;Total goods;Non-EU countries;1998 September;5971191.0;3298356.0;-2672835.0
477;Total goods;Non-EU countries;1998 October;5827348.0;3385911.0;-2441437.0
478;Total goods;Non-EU countries;1998 November;5680577.0;3280342.0;-2400235.0
479;Total goods;Non-EU countries;1998 December;5518688.0;3341053.0;-2177634.0
480;Total goods;Non-EU countries;1998;66914864.0;39481926.0;-27432937.0
481;Total goods;Non-EU countries;1999 January;5468431.0;2807483.0;-2660948.0
482;Total goods;Non-EU countries;1999 February;5256698.0;2849790.0;-2406908.0
483;Total goods;Non-EU countries;1999 March;6525382.0;3661864.0;-2863518.0
484;Total goods;Non-EU countries;1999 April;5715746.0;3266883.0;-2448863.0
485;Total goods;Non-EU countries;1999 May;5781754.0;3170164.0;-2611590.0
486;Total goods;Non-EU countries;1999 June;6168112.0;3407712.0;-2760401.0
487;Total goods;Non-EU countries;1999 July;5956844.0;3469880.0;-2486964.0
488;Total goods;Non-EU countries;1999 August;5987418.0;3061932.0;-2925486.0
489;Total goods;Non-EU countries;1999 September;6743898.0;3651541.0;-3092357.0
490;Total goods;Non-EU countries;1999 October;6468903.0;3782617.0;-2686287.0
491;Total goods;Non-EU countries;1999 November;6866702.0;3956947.0;-2909755.0
492;Total goods;Non-EU countries;1999 December;6879768.0;4039487.0;-2840281.0
493;Total goods;Non-EU countries;1999;73819658.0;41126300.0;-32693358.0
494;Total goods;Non-EU countries;2000 January;6793344.0;3437713.0;-3355631.0
495;Total goods;Non-EU countries;2000 February;7238589.0;3848755.0;-3389834.0
496;Total goods;Non-EU countries;2000 March;7956287.0;4442386.0;-3513902.0
497;Total goods;Non-EU countries;2000 April;7150803.0;3825656.0;-3325147.0
498;Total goods;Non-EU countries;2000 May;8094323.0;4641294.0;-3453030.0
499;Total goods;Non-EU countries;2000 June;8144401.0;4371141.0;-3773261.0
500;Total goods;Non-EU countries;2000 July;7571649.0;4166656.0;-3404993.0
501;Total goods;Non-EU countries;2000 August;7747031.0;4324732.0;-3422299.0
502;Total goods;Non-EU countries;2000 September;9006759.0;4804209.0;-4202550.0
503;Total goods;Non-EU countries;2000 October;9396995.0;5070088.0;-4326906.0
504;Total goods;Non-EU countries;2000 November;9627665.0;5223643.0;-4404021.0
505;Total goods;Non-EU countries;2000 December;8609642.0;4724213.0;-3885429.0
506;Total goods;Non-EU countries;2000;97337490.0;52880487.0;-44457003.0
507;Total goods;Non-EU countries;2001 January;8968926.0;4491834.0;-4477092.0
508;Total goods;Non-EU countries;2001 February;7879069.0;4372141.0;-3506928.0
509;Total goods;Non-EU countries;2001 March;9221156.0;4804015.0;-4417141.0
510;Total goods;Non-EU countries;2001 April;8131342.0;4296824.0;-3834518.0
511;Total goods;Non-EU countries;2001 May;8627400.0;4634621.0;-3992779.0
512;Total goods;Non-EU countries;2001 June;8543308.0;4603268.0;-3940040.0
513;Total goods;Non-EU countries;2001 July;8176635.0;4478689.0;-3697946.0
514;Total goods;Non-EU countries;2001 August;8077352.0;4287972.0;-3789380.0
515;Total goods;Non-EU countries;2001 September;7803940.0;4163149.0;-3640791.0
516;Total goods;Non-EU countries;2001 October;8359619.0;4846216.0;-3513403.0
517;Total goods;Non-EU countries;2001 November;8159179.0;4751150.0;-3408029.0
518;Total goods;Non-EU countries;2001 December;7111721.0;4293832.0;-2817889.0
519;Total goods;Non-EU countries;2001;99059647.0;54023711.0;-45035936.0
520;Total goods;Non-EU countries;2002 January;7291119.0;4070663.0;-3220456.0
521;Total goods;Non-EU countries;2002 February;6819959.0;4350957.0;-2469002.0
522;Total goods;Non-EU countries;2002 March;8030858.0;4871461.0;-3159397.0
523;Total goods;Non-EU countries;2002 April;7861812.0;4649196.0;-3212616.0
524;Total goods;Non-EU countries;2002 May;7357058.0;4921583.0;-2435475.0
525;Total goods;Non-EU countries;2002 June;7212594.0;4878987.0;-2333607.0
526;Total goods;Non-EU countries;2002 July;7078537.0;4853293.0;-2225244.0
527;Total goods;Non-EU countries;2002 August;7011646.0;4545308.0;-2466338.0
528;Total goods;Non-EU countries;2002 September;7318555.0;4732687.0;-2585868.0
529;Total goods;Non-EU countries;2002 October;8147725.0;5191447.0;-2956278.0
530;Total goods;Non-EU countries;2002 November;7599113.0;4983285.0;-2615828.0
531;Total goods;Non-EU countries;2002 December;6907667.0;4593111.0;-2314556.0
532;Total goods;Non-EU countries;2002;88636643.0;56641978.0;-31994665.0
533;Total goods;Non-EU countries;2003 January;7878248.0;4656317.0;-3221931.0
534;Total goods;Non-EU countries;2003 February;7407021.0;4512592.0;-2894429.0
535;Total goods;Non-EU countries;2003 March;7910710.0;4857376.0;-3053334.0
536;Total goods;Non-EU countries;2003 April;7323363.0;4681185.0;-2642178.0
537;Total goods;Non-EU countries;2003 May;7178933.0;4897030.0;-2281903.0
538;Total goods;Non-EU countries;2003 June;6757590.0;4546776.0;-2210814.0
539;Total goods;Non-EU countries;2003 July;6933957.0;4692094.0;-2241863.0
540;Total goods;Non-EU countries;2003 August;6696053.0;4390326.0;-2305727.0
541;Total goods;Non-EU countries;2003 September;7688267.0;5340708.0;-2347559.0
542;Total goods;Non-EU countries;2003 October;8296194.0;5415450.0;-2880744.0
543;Total goods;Non-EU countries;2003 November;7696717.0;4889516.0;-2807201.0
544;Total goods;Non-EU countries;2003 December;7907277.0;5120378.0;-2786899.0
545;Total goods;Non-EU countries;2003;89674330.0;57999748.0;-31674582.0
546;Total goods;Non-EU countries;2004 January;7592390.0;4421589.0;-3170801.0
547;Total goods;Non-EU countries;2004 February;7710192.0;4796667.0;-2913525.0
548;Total goods;Non-EU countries;2004 March;9010776.0;5689485.0;-3321291.0
549;Total goods;Non-EU countries;2004 April;8224524.0;5171256.0;-3053268.0
550;Total goods;Non-EU countries;2004 May;7732511.0;4264837.0;-3467674.0
551;Total goods;Non-EU countries;2004 June;8062383.0;5215392.0;-2846991.0
552;Total goods;Non-EU countries;2004 July;7859058.0;4873901.0;-2985157.0
553;Total goods;Non-EU countries;2004 August;8221393.0;4590464.0;-3630929.0
554;Total goods;Non-EU countries;2004 September;8329956.0;4993557.0;-3336399.0
555;Total goods;Non-EU countries;2004 October;8867830.0;4987758.0;-3880072.0
556;Total goods;Non-EU countries;2004 November;9052984.0;5109869.0;-3943115.0
557;Total goods;Non-EU countries;2004 December;8810612.0;5141064.0;-3669548.0
