ID;Regions;Periods;PriceIndex_1;ChangesOnePeriodPrevious_2;ChangesOneYearPrevious_3;Number_4;ChangesOnePeriodPrevious_5;ChangesOneYearPrevious_6;AveragePurchasePrice_7;TotalValuePurchasePrices_8
381;Delfzijl en omgeving (CR);1999 2nd quarter;61.2;2.1;10.2;184.0;64.3;36.3;83627.0;15.0
382;Delfzijl en omgeving (CR);1999 July;;;;;;;;
383;Delfzijl en omgeving (CR);1999 August;;;;;;;;
384;Delfzijl en omgeving (CR);1999 September;;;;;;;;
385;Delfzijl en omgeving (CR);1999 3rd quarter;61.3;0.1;12.6;185.0;0.5;20.1;82930.0;15.0
386;Delfzijl en omgeving (CR);1999 October;;;;;;;;
387;Delfzijl en omgeving (CR);1999 November;;;;;;;;
388;Delfzijl en omgeving (CR);1999 December;;;;;;;;
389;Delfzijl en omgeving (CR);1999 4th quarter;62.6;2.0;5.5;230.0;24.3;29.9;79875.0;18.0
390;Delfzijl en omgeving (CR);1999;59.1;10.2;10.2;711.0;25.8;25.8;81356.0;58.0
391;Delfzijl en omgeving (CR);2000 January;;;;;;;;
392;Delfzijl en omgeving (CR);2000 February;;;;;;;;
393;Delfzijl en omgeving (CR);2000 March;;;;;;;;
394;Delfzijl en omgeving (CR);2000 1st quarter;64.5;3.1;7.5;119.0;-48.3;6.3;81514.0;10.0
395;Delfzijl en omgeving (CR);2000 April;;;;;;;;
396;Delfzijl en omgeving (CR);2000 May;;;;;;;;
397;Delfzijl en omgeving (CR);2000 June;;;;;;;;
398;Delfzijl en omgeving (CR);2000 2nd quarter;69.3;7.5;13.2;129.0;8.4;-29.9;103705.0;13.0
399;Delfzijl en omgeving (CR);2000 July;;;;;;;;
400;Delfzijl en omgeving (CR);2000 August;;;;;;;;
401;Delfzijl en omgeving (CR);2000 September;;;;;;;;
402;Delfzijl en omgeving (CR);2000 3rd quarter;75.1;8.3;22.4;148.0;14.7;-20.0;105947.0;16.0
403;Delfzijl en omgeving (CR);2000 October;;;;;;;;
404;Delfzijl en omgeving (CR);2000 November;;;;;;;;
405;Delfzijl en omgeving (CR);2000 December;;;;;;;;
406;Delfzijl en omgeving (CR);2000 4th quarter;73.8;-1.6;18.0;181.0;22.3;-21.3;93450.0;17.0
407;Delfzijl en omgeving (CR);2000;68.3;15.6;15.6;577.0;-18.8;-18.8;96487.0;56.0
408;Delfzijl en omgeving (CR);2001 January;;;;;;;;
409;Delfzijl en omgeving (CR);2001 February;;;;;;;;
410;Delfzijl en omgeving (CR);2001 March;;;;;;;;
411;Delfzijl en omgeving (CR);2001 1st quarter;73.8;0.0;14.5;105.0;-42.0;-11.8;93709.0;10.0
412;Delfzijl en omgeving (CR);2001 April;;;;;;;;
413;Delfzijl en omgeving (CR);2001 May;;;;;;;;
414;Delfzijl en omgeving (CR);2001 June;;;;;;;;
415;Delfzijl en omgeving (CR);2001 2nd quarter;80.9;9.6;16.7;139.0;32.4;7.8;108271.0;15.0
416;Delfzijl en omgeving (CR);2001 July;;;;;;;;
417;Delfzijl en omgeving (CR);2001 August;;;;;;;;
418;Delfzijl en omgeving (CR);2001 September;;;;;;;;
419;Delfzijl en omgeving (CR);2001 3rd quarter;81.0;0.1;7.9;160.0;15.1;8.1;104264.0;17.0
420;Delfzijl en omgeving (CR);2001 October;;;;;;;;
421;Delfzijl en omgeving (CR);2001 November;;;;;;;;
422;Delfzijl en omgeving (CR);2001 December;;;;;;;;
423;Delfzijl en omgeving (CR);2001 4th quarter;82.8;2.3;12.2;151.0;-5.6;-16.6;113076.0;17.0
424;Delfzijl en omgeving (CR);2001;76.9;12.6;12.6;555.0;-3.8;-3.8;105668.0;59.0
425;Delfzijl en omgeving (CR);2002 January;;;;;;;;
426;Delfzijl en omgeving (CR);2002 February;;;;;;;;
427;Delfzijl en omgeving (CR);2002 March;;;;;;;;
428;Delfzijl en omgeving (CR);2002 1st quarter;84.7;2.3;14.8;127.0;-15.9;21.0;109231.0;14.0
429;Delfzijl en omgeving (CR);2002 April;;;;;;;;
430;Delfzijl en omgeving (CR);2002 May;;;;;;;;
431;Delfzijl en omgeving (CR);2002 June;;;;;;;;
432;Delfzijl en omgeving (CR);2002 2nd quarter;90.4;6.7;11.7;132.0;3.9;-5.0;124613.0;16.0
433;Delfzijl en omgeving (CR);2002 July;;;;;;;;
434;Delfzijl en omgeving (CR);2002 August;;;;;;;;
435;Delfzijl en omgeving (CR);2002 September;;;;;;;;
436;Delfzijl en omgeving (CR);2002 3rd quarter;90.3;-0.1;11.6;161.0;22.0;0.6;128708.0;21.0
437;Delfzijl en omgeving (CR);2002 October;;;;;;;;
438;Delfzijl en omgeving (CR);2002 November;;;;;;;;
439;Delfzijl en omgeving (CR);2002 December;;;;;;;;
440;Delfzijl en omgeving (CR);2002 4th quarter;90.7;0.4;9.5;171.0;6.2;13.2;127441.0;22.0
441;Delfzijl en omgeving (CR);2002;86.2;12.2;12.2;591.0;6.5;6.5;123241.0;73.0
442;Delfzijl en omgeving (CR);2003 January;;;;;;;;
443;Delfzijl en omgeving (CR);2003 February;;;;;;;;
444;Delfzijl en omgeving (CR);2003 March;;;;;;;;
445;Delfzijl en omgeving (CR);2003 1st quarter;87.5;-3.5;3.3;79.0;-53.8;-37.8;123431.0;10.0
446;Delfzijl en omgeving (CR);2003 April;;;;;;;;
447;Delfzijl en omgeving (CR);2003 May;;;;;;;;
448;Delfzijl en omgeving (CR);2003 June;;;;;;;;
449;Delfzijl en omgeving (CR);2003 2nd quarter;90.5;3.4;0.1;142.0;79.7;7.6;129808.0;18.0
450;Delfzijl en omgeving (CR);2003 July;;;;;;;;
451;Delfzijl en omgeving (CR);2003 August;;;;;;;;
452;Delfzijl en omgeving (CR);2003 September;;;;;;;;
453;Delfzijl en omgeving (CR);2003 3rd quarter;90.8;0.3;0.5;138.0;-2.8;-14.3;116300.0;16.0
454;Delfzijl en omgeving (CR);2003 October;;;;;;;;
455;Delfzijl en omgeving (CR);2003 November;;;;;;;;
456;Delfzijl en omgeving (CR);2003 December;;;;;;;;
457;Delfzijl en omgeving (CR);2003 4th quarter;92.7;2.1;2.2;147.0;6.5;-14.0;133879.0;20.0
458;Delfzijl en omgeving (CR);2003;88.6;2.8;2.8;506.0;-14.4;-14.4;126311.0;64.0
459;Delfzijl en omgeving (CR);2004 January;;;;;;;;
460;Delfzijl en omgeving (CR);2004 February;;;;;;;;
461;Delfzijl en omgeving (CR);2004 March;;;;;;;;
462;Delfzijl en omgeving (CR);2004 1st quarter;94.0;1.4;7.4;86.0;-41.5;8.9;127073.0;11.0
463;Delfzijl en omgeving (CR);2004 April;;;;;;;;
464;Delfzijl en omgeving (CR);2004 May;;;;;;;;
465;Delfzijl en omgeving (CR);2004 June;;;;;;;;
466;Delfzijl en omgeving (CR);2004 2nd quarter;96.5;2.7;6.6;124.0;44.2;-12.7;134225.0;17.0
467;Delfzijl en omgeving (CR);2004 July;;;;;;;;
468;Delfzijl en omgeving (CR);2004 August;;;;;;;;
469;Delfzijl en omgeving (CR);2004 September;;;;;;;;
470;Delfzijl en omgeving (CR);2004 3rd quarter;97.0;0.6;6.9;138.0;11.3;0.0;140546.0;19.0
471;Delfzijl en omgeving (CR);2004 October;;;;;;;;
472;Delfzijl en omgeving (CR);2004 November;;;;;;;;
473;Delfzijl en omgeving (CR);2004 December;;;;;;;;
474;Delfzijl en omgeving (CR);2004 4th quarter;96.7;-0.3;4.3;147.0;6.5;0.0;148842.0;22.0
475;Delfzijl en omgeving (CR);2004;94.6;6.7;6.7;495.0;-2.2;-2.2;139085.0;69.0
476;Delfzijl en omgeving (CR);2005 January;;;;;;;;
477;Delfzijl en omgeving (CR);2005 February;;;;;;;;
478;Delfzijl en omgeving (CR);2005 March;;;;;;;;
479;Delfzijl en omgeving (CR);2005 1st quarter;99.1;2.5;5.5;82.0;-44.2;-4.7;146503.0;12.0
480;Delfzijl en omgeving (CR);2005 April;;;;;;;;
481;Delfzijl en omgeving (CR);2005 May;;;;;;;;
482;Delfzijl en omgeving (CR);2005 June;;;;;;;;
483;Delfzijl en omgeving (CR);2005 2nd quarter;99.2;0.1;2.9;136.0;65.9;9.7;141422.0;19.0
484;Delfzijl en omgeving (CR);2005 July;;;;;;;;
485;Delfzijl en omgeving (CR);2005 August;;;;;;;;
486;Delfzijl en omgeving (CR);2005 September;;;;;;;;
487;Delfzijl en omgeving (CR);2005 3rd quarter;99.9;0.7;3.0;146.0;7.4;5.8;147264.0;22.0
488;Delfzijl en omgeving (CR);2005 October;;;;;;;;
489;Delfzijl en omgeving (CR);2005 November;;;;;;;;
490;Delfzijl en omgeving (CR);2005 December;;;;;;;;
491;Delfzijl en omgeving (CR);2005 4th quarter;101.8;1.8;5.2;127.0;-13.0;-13.6;151061.0;19.0
492;Delfzijl en omgeving (CR);2005;100.0;5.7;5.7;491.0;-0.8;-0.8;146501.0;72.0
493;Delfzijl en omgeving (CR);2006 January;;;;;;;;
494;Delfzijl en omgeving (CR);2006 February;;;;;;;;
495;Delfzijl en omgeving (CR);2006 March;;;;;;;;
496;Delfzijl en omgeving (CR);2006 1st quarter;105.1;3.3;6.1;108.0;-15.0;31.7;144143.0;16.0
497;Delfzijl en omgeving (CR);2006 April;;;;;;;;
498;Delfzijl en omgeving (CR);2006 May;;;;;;;;
499;Delfzijl en omgeving (CR);2006 June;;;;;;;;
500;Delfzijl en omgeving (CR);2006 2nd quarter;106.2;1.1;7.0;118.0;9.3;-13.2;156303.0;18.0
501;Delfzijl en omgeving (CR);2006 July;;;;;;;;
502;Delfzijl en omgeving (CR);2006 August;;;;;;;;
503;Delfzijl en omgeving (CR);2006 September;;;;;;;;
504;Delfzijl en omgeving (CR);2006 3rd quarter;108.0;1.7;8.1;120.0;1.7;-17.8;161552.0;19.0
505;Delfzijl en omgeving (CR);2006 October;;;;;;;;
506;Delfzijl en omgeving (CR);2006 November;;;;;;;;
507;Delfzijl en omgeving (CR);2006 December;;;;;;;;
508;Delfzijl en omgeving (CR);2006 4th quarter;106.2;-1.7;4.4;154.0;28.3;21.3;140931.0;22.0
509;Delfzijl en omgeving (CR);2006;106.5;6.5;6.5;500.0;1.8;1.8;150201.0;75.0
510;Delfzijl en omgeving (CR);2007 January;;;;;;;;
511;Delfzijl en omgeving (CR);2007 February;;;;;;;;
512;Delfzijl en omgeving (CR);2007 March;;;;;;;;
513;Delfzijl en omgeving (CR);2007 1st quarter;107.2;0.9;2.0;105.0;-31.8;-2.8;155837.0;16.0
514;Delfzijl en omgeving (CR);2007 April;;;;;;;;
515;Delfzijl en omgeving (CR);2007 May;;;;;;;;
516;Delfzijl en omgeving (CR);2007 June;;;;;;;;
517;Delfzijl en omgeving (CR);2007 2nd quarter;104.8;-2.2;-1.3;136.0;29.5;15.3;154900.0;21.0
518;Delfzijl en omgeving (CR);2007 July;;;;;;;;
519;Delfzijl en omgeving (CR);2007 August;;;;;;;;
520;Delfzijl en omgeving (CR);2007 September;;;;;;;;
521;Delfzijl en omgeving (CR);2007 3rd quarter;107.2;2.3;-0.7;139.0;2.2;15.8;168275.0;23.0
522;Delfzijl en omgeving (CR);2007 October;;;;;;;;
523;Delfzijl en omgeving (CR);2007 November;;;;;;;;
524;Delfzijl en omgeving (CR);2007 December;;;;;;;;
525;Delfzijl en omgeving (CR);2007 4th quarter;105.4;-1.7;-0.7;166.0;19.4;7.8;157299.0;26.0
526;Delfzijl en omgeving (CR);2007;106.2;-0.3;-0.3;546.0;9.2;9.2;159215.0;87.0
527;Delfzijl en omgeving (CR);2008 January;;;;;;;;
528;Delfzijl en omgeving (CR);2008 February;;;;;;;;
529;Delfzijl en omgeving (CR);2008 March;;;;;;;;
530;Delfzijl en omgeving (CR);2008 1st quarter;107.5;2.0;0.3;110.0;-33.7;4.8;166423.0;18.0
531;Delfzijl en omgeving (CR);2008 April;;;;;;;;
532;Delfzijl en omgeving (CR);2008 May;;;;;;;;
533;Delfzijl en omgeving (CR);2008 June;;;;;;;;
534;Delfzijl en omgeving (CR);2008 2nd quarter;106.4;-1.1;1.4;108.0;-1.8;-20.6;167265.0;18.0
535;Delfzijl en omgeving (CR);2008 July;;;;;;;;
536;Delfzijl en omgeving (CR);2008 August;;;;;;;;
537;Delfzijl en omgeving (CR);2008 September;;;;;;;;
538;Delfzijl en omgeving (CR);2008 3rd quarter;111.5;4.8;3.9;130.0;20.4;-6.5;166975.0;22.0
539;Delfzijl en omgeving (CR);2008 October;;;;;;;;
540;Delfzijl en omgeving (CR);2008 November;;;;;;;;
541;Delfzijl en omgeving (CR);2008 December;;;;;;;;
542;Delfzijl en omgeving (CR);2008 4th quarter;108.0;-3.1;2.4;110.0;-15.4;-33.7;174980.0;19.0
543;Delfzijl en omgeving (CR);2008;108.5;2.1;2.1;458.0;-16.1;-16.1;168833.0;77.0
544;Delfzijl en omgeving (CR);2009 January;;;;;;;;
545;Delfzijl en omgeving (CR);2009 February;;;;;;;;
546;Delfzijl en omgeving (CR);2009 March;;;;;;;;
547;Delfzijl en omgeving (CR);2009 1st quarter;107.3;-0.6;-0.2;61.0;-44.5;-44.5;138701.0;8.0
548;Delfzijl en omgeving (CR);2009 April;;;;;;;;
549;Delfzijl en omgeving (CR);2009 May;;;;;;;;
550;Delfzijl en omgeving (CR);2009 June;;;;;;;;
551;Delfzijl en omgeving (CR);2009 2nd quarter;102.3;-4.6;-3.8;72.0;18.0;-33.3;144017.0;10.0
552;Delfzijl en omgeving (CR);2009 July;;;;;;;;
553;Delfzijl en omgeving (CR);2009 August;;;;;;;;
554;Delfzijl en omgeving (CR);2009 September;;;;;;;;
555;Delfzijl en omgeving (CR);2009 3rd quarter;103.6;1.3;-7.0;86.0;19.4;-33.8;146181.0;13.0
556;Delfzijl en omgeving (CR);2009 October;;;;;;;;
557;Delfzijl en omgeving (CR);2009 November;;;;;;;;
558;Delfzijl en omgeving (CR);2009 December;;;;;;;;
559;Delfzijl en omgeving (CR);2009 4th quarter;107.2;3.5;-0.7;76.0;-11.6;-30.9;168319.0;13.0
560;Delfzijl en omgeving (CR);2009;105.9;-2.4;-2.4;295.0;-35.6;-35.6;149810.0;44.0
561;Delfzijl en omgeving (CR);2010 January;;;;;;;;
562;Delfzijl en omgeving (CR);2010 February;;;;;;;;
563;Delfzijl en omgeving (CR);2010 March;;;;;;;;
564;Delfzijl en omgeving (CR);2010 1st quarter;105.8;-1.3;-1.4;72.0;-5.3;18.0;150195.0;11.0
565;Delfzijl en omgeving (CR);2010 April;;;;;;;;
566;Delfzijl en omgeving (CR);2010 May;;;;;;;;
567;Delfzijl en omgeving (CR);2010 June;;;;;;;;
568;Delfzijl en omgeving (CR);2010 2nd quarter;107.8;1.9;5.3;68.0;-5.6;-5.6;158610.0;11.0
569;Delfzijl en omgeving (CR);2010 July;;;;;;;;
570;Delfzijl en omgeving (CR);2010 August;;;;;;;;
571;Delfzijl en omgeving (CR);2010 September;;;;;;;;
572;Delfzijl en omgeving (CR);2010 3rd quarter;100.7;-6.5;-2.8;73.0;7.4;-15.1;139644.0;10.0
573;Delfzijl en omgeving (CR);2010 October;;;;;;;;
574;Delfzijl en omgeving (CR);2010 November;;;;;;;;
575;Delfzijl en omgeving (CR);2010 December;;;;;;;;
576;Delfzijl en omgeving (CR);2010 4th quarter;102.8;2.0;-4.2;71.0;-2.7;-6.6;161757.0;11.0
577;Delfzijl en omgeving (CR);2010;107.0;1.1;1.1;284.0;-3.7;-3.7;152389.0;43.0
578;Delfzijl en omgeving (CR);2011 January;;;;;;;;
579;Delfzijl en omgeving (CR);2011 February;;;;;;;;
580;Delfzijl en omgeving (CR);2011 March;;;;;;;;
581;Delfzijl en omgeving (CR);2011 1st quarter;96.9;-5.7;-8.4;63.0;-11.3;-12.5;158667.0;10.0
582;Delfzijl en omgeving (CR);2011 April;;;;;;;;
583;Delfzijl en omgeving (CR);2011 May;;;;;;;;
584;Delfzijl en omgeving (CR);2011 June;;;;;;;;
585;Delfzijl en omgeving (CR);2011 2nd quarter;99.2;2.4;-8.0;74.0;17.5;8.8;147085.0;11.0
586;Delfzijl en omgeving (CR);2011 July;;;;;;;;
587;Delfzijl en omgeving (CR);2011 August;;;;;;;;
588;Delfzijl en omgeving (CR);2011 September;;;;;;;;
589;Delfzijl en omgeving (CR);2011 3rd quarter;99.4;0.2;-1.3;65.0;-12.2;-11.0;151532.0;10.0
590;Delfzijl en omgeving (CR);2011 October;;;;;;;;
591;Delfzijl en omgeving (CR);2011 November;;;;;;;;
592;Delfzijl en omgeving (CR);2011 December;;;;;;;;
593;Delfzijl en omgeving (CR);2011 4th quarter;103.2;3.8;0.4;67.0;3.1;-5.6;170926.0;11.0
594;Delfzijl en omgeving (CR);2011;106.1;-0.8;-0.8;269.0;-5.3;-5.3;156810.0;42.0
595;Delfzijl en omgeving (CR);2012 January;;;;;;;;
596;Delfzijl en omgeving (CR);2012 February;;;;;;;;
597;Delfzijl en omgeving (CR);2012 March;;;;;;;;
598;Delfzijl en omgeving (CR);2012 1st quarter;97.4;-5.7;0.5;46.0;-31.3;-27.0;159685.0;7.0
599;Delfzijl en omgeving (CR);2012 April;;;;;;;;
600;Delfzijl en omgeving (CR);2012 May;;;;;;;;
601;Delfzijl en omgeving (CR);2012 June;;;;;;;;
602;Delfzijl en omgeving (CR);2012 2nd quarter;94.8;-2.6;-4.4;74.0;60.9;0.0;146747.0;11.0
603;Delfzijl en omgeving (CR);2012 July;;;;;;;;
604;Delfzijl en omgeving (CR);2012 August;;;;;;;;
605;Delfzijl en omgeving (CR);2012 September;;;;;;;;
606;Delfzijl en omgeving (CR);2012 3rd quarter;90.8;-4.2;-8.7;59.0;-20.3;-9.2;139216.0;8.0
607;Delfzijl en omgeving (CR);2012 October;;;;;;;;
608;Delfzijl en omgeving (CR);2012 November;;;;;;;;
609;Delfzijl en omgeving (CR);2012 December;;;;;;;;
610;Delfzijl en omgeving (CR);2012 4th quarter;91.5;0.7;-11.4;79.0;33.9;17.9;149413.0;12.0
611;Delfzijl en omgeving (CR);2012;101.2;-4.7;-4.7;258.0;-4.1;-4.1;148148.0;38.0
612;Overig Groningen (CR);1995 January;;;;;;;;
613;Overig Groningen (CR);1995 February;;;;;;;;
614;Overig Groningen (CR);1995 March ;;;;;;;;
615;Overig Groningen (CR);1995 1st quarter;39.9;;;639.0;;;69484.0;44.0
616;Overig Groningen (CR);1995 April;;;;;;;;
617;Overig Groningen (CR);1995 May;;;;;;;;
618;Overig Groningen (CR);1995 June;;;;;;;;
619;Overig Groningen (CR);1995 2nd quarter;40.5;1.4;;707.0;10.6;;70016.0;50.0
620;Overig Groningen (CR);1995 July;;;;;;;;
621;Overig Groningen (CR);1995 August;;;;;;;;
622;Overig Groningen (CR);1995 September;;;;;;;;
623;Overig Groningen (CR);1995 3rd quarter;41.1;1.6;;952.0;34.7;;72016.0;69.0
624;Overig Groningen (CR);1995 October;;;;;;;;
625;Overig Groningen (CR);1995 November;;;;;;;;
626;Overig Groningen (CR);1995 December;;;;;;;;
627;Overig Groningen (CR);1995 4th quarter;41.8;1.7;;1034.0;8.6;;71019.0;73.0
628;Overig Groningen (CR);1995;40.3;;;3332.0;;;70797.0;236.0
629;Overig Groningen (CR);1996 January;;;;;;;;
630;Overig Groningen (CR);1996 February;;;;;;;;
631;Overig Groningen (CR);1996 March ;;;;;;;;
632;Overig Groningen (CR);1996 1st quarter;42.3;1.0;5.9;786.0;-24.0;23.0;73021.0;57.0
633;Overig Groningen (CR);1996 April;;;;;;;;
634;Overig Groningen (CR);1996 May;;;;;;;;
635;Overig Groningen (CR);1996 June;;;;;;;;
636;Overig Groningen (CR);1996 2nd quarter;44.0;4.1;8.7;987.0;25.6;39.6;75658.0;75.0
637;Overig Groningen (CR);1996 July;;;;;;;;
638;Overig Groningen (CR);1996 August;;;;;;;;
639;Overig Groningen (CR);1996 September;;;;;;;;
640;Overig Groningen (CR);1996 3rd quarter;44.9;2.2;9.3;1103.0;11.8;15.9;76436.0;84.0
641;Overig Groningen (CR);1996 October;;;;;;;;
642;Overig Groningen (CR);1996 November;;;;;;;;
643;Overig Groningen (CR);1996 December;;;;;;;;
644;Overig Groningen (CR);1996 4th quarter;45.3;0.8;8.2;1231.0;11.6;19.1;77362.0;95.0
645;Overig Groningen (CR);1996;43.5;8.1;8.1;4107.0;23.3;23.3;75873.0;312.0
646;Overig Groningen (CR);1997 January;;;;;;;;
647;Overig Groningen (CR);1997 February;;;;;;;;
648;Overig Groningen (CR);1997 March ;;;;;;;;
649;Overig Groningen (CR);1997 1st quarter;46.0;1.5;8.8;855.0;-30.5;8.8;78475.0;67.0
650;Overig Groningen (CR);1997 April;;;;;;;;
651;Overig Groningen (CR);1997 May;;;;;;;;
652;Overig Groningen (CR);1997 June;;;;;;;;
653;Overig Groningen (CR);1997 2nd quarter;47.1;2.4;7.1;1185.0;38.6;20.1;84014.0;100.0
654;Overig Groningen (CR);1997 July;;;;;;;;
655;Overig Groningen (CR);1997 August;;;;;;;;
656;Overig Groningen (CR);1997 September;;;;;;;;
657;Overig Groningen (CR);1997 3rd quarter;48.2;2.4;7.3;1113.0;-6.1;0.9;82404.0;92.0
658;Overig Groningen (CR);1997 October;;;;;;;;
659;Overig Groningen (CR);1997 November;;;;;;;;
660;Overig Groningen (CR);1997 December;;;;;;;;
661;Overig Groningen (CR);1997 4th quarter;49.1;1.8;8.3;1096.0;-1.5;-11.0;84869.0;93.0
662;Overig Groningen (CR);1997;46.9;7.8;7.8;4249.0;3.5;3.5;82698.0;351.0
663;Overig Groningen (CR);1998 January;;;;;;;;
664;Overig Groningen (CR);1998 February;;;;;;;;
665;Overig Groningen (CR);1998 March ;;;;;;;;
666;Overig Groningen (CR);1998 1st quarter;49.5;0.8;7.6;790.0;-27.9;-7.6;84352.0;67.0
667;Overig Groningen (CR);1998 April;;;;;;;;
668;Overig Groningen (CR);1998 May;;;;;;;;
669;Overig Groningen (CR);1998 June;;;;;;;;
670;Overig Groningen (CR);1998 2nd quarter;49.7;0.4;5.5;1002.0;26.8;-15.4;84555.0;85.0
671;Overig Groningen (CR);1998 July;;;;;;;;
672;Overig Groningen (CR);1998 August;;;;;;;;
673;Overig Groningen (CR);1998 September;;;;;;;;
674;Overig Groningen (CR);1998 3rd quarter;51.4;3.6;6.7;1189.0;18.7;6.8;91419.0;109.0
675;Overig Groningen (CR);1998 October;;;;;;;;
676;Overig Groningen (CR);1998 November;;;;;;;;
677;Overig Groningen (CR);1998 December;;;;;;;;
678;Overig Groningen (CR);1998 4th quarter;51.3;-0.2;4.6;1302.0;9.5;18.8;86923.0;113.0
679;Overig Groningen (CR);1998;49.8;6.0;6.0;4283.0;0.8;0.8;87143.0;373.0
680;Overig Groningen (CR);1999 January;;;;;;;;
681;Overig Groningen (CR);1999 February;;;;;;;;
682;Overig Groningen (CR);1999 March ;;;;;;;;
683;Overig Groningen (CR);1999 1st quarter;53.6;4.4;8.3;1021.0;-21.6;29.2;92348.0;94.0
684;Overig Groningen (CR);1999 April;;;;;;;;
685;Overig Groningen (CR);1999 May;;;;;;;;
686;Overig Groningen (CR);1999 June;;;;;;;;
687;Overig Groningen (CR);1999 2nd quarter;55.6;3.8;11.9;1162.0;13.8;16.0;93989.0;109.0
688;Overig Groningen (CR);1999 July;;;;;;;;
689;Overig Groningen (CR);1999 August;;;;;;;;
690;Overig Groningen (CR);1999 September;;;;;;;;
691;Overig Groningen (CR);1999 3rd quarter;58.1;4.5;12.9;1415.0;21.8;19.0;99878.0;141.0
692;Overig Groningen (CR);1999 October;;;;;;;;
693;Overig Groningen (CR);1999 November;;;;;;;;
694;Overig Groningen (CR);1999 December;;;;;;;;
695;Overig Groningen (CR);1999 4th quarter;60.3;3.9;17.5;1251.0;-11.6;-3.9;103853.0;130.0
696;Overig Groningen (CR);1999;55.3;11.1;11.1;4849.0;13.2;13.2;97907.0;475.0
697;Overig Groningen (CR);2000 January;;;;;;;;
698;Overig Groningen (CR);2000 February;;;;;;;;
699;Overig Groningen (CR);2000 March;;;;;;;;
700;Overig Groningen (CR);2000 1st quarter;62.4;3.5;16.5;907.0;-27.5;-11.2;111230.0;101.0
701;Overig Groningen (CR);2000 April;;;;;;;;
702;Overig Groningen (CR);2000 May;;;;;;;;
703;Overig Groningen (CR);2000 June;;;;;;;;
704;Overig Groningen (CR);2000 2nd quarter;64.0;2.6;15.2;1043.0;15.0;-10.2;110305.0;115.0
705;Overig Groningen (CR);2000 July;;;;;;;;
706;Overig Groningen (CR);2000 August;;;;;;;;
707;Overig Groningen (CR);2000 September;;;;;;;;
708;Overig Groningen (CR);2000 3rd quarter;67.8;5.9;16.7;1159.0;11.1;-18.1;115477.0;134.0
709;Overig Groningen (CR);2000 October;;;;;;;;
710;Overig Groningen (CR);2000 November;;;;;;;;
711;Overig Groningen (CR);2000 December;;;;;;;;
712;Overig Groningen (CR);2000 4th quarter;69.8;2.9;15.7;1115.0;-3.8;-10.9;120894.0;135.0
713;Overig Groningen (CR);2000;64.0;15.8;15.8;4224.0;-12.9;-12.9;114718.0;485.0
714;Overig Groningen (CR);2001 January;;;;;;;;
715;Overig Groningen (CR);2001 February;;;;;;;;
716;Overig Groningen (CR);2001 March;;;;;;;;
717;Overig Groningen (CR);2001 1st quarter;71.9;3.0;15.1;868.0;-22.2;-4.3;122529.0;106.0
718;Overig Groningen (CR);2001 April;;;;;;;;
719;Overig Groningen (CR);2001 May;;;;;;;;
720;Overig Groningen (CR);2001 June;;;;;;;;
721;Overig Groningen (CR);2001 2nd quarter;73.3;2.0;14.5;1085.0;25.0;4.0;127516.0;138.0
722;Overig Groningen (CR);2001 July;;;;;;;;
723;Overig Groningen (CR);2001 August;;;;;;;;
724;Overig Groningen (CR);2001 September;;;;;;;;
725;Overig Groningen (CR);2001 3rd quarter;77.7;5.9;14.5;1282.0;18.2;10.6;138381.0;177.0
726;Overig Groningen (CR);2001 October;;;;;;;;
727;Overig Groningen (CR);2001 November;;;;;;;;
728;Overig Groningen (CR);2001 December;;;;;;;;
729;Overig Groningen (CR);2001 4th quarter;78.1;0.5;11.8;1140.0;-11.1;2.2;141820.0;162.0
730;Overig Groningen (CR);2001;73.1;14.2;14.2;4375.0;3.6;3.6;133438.0;584.0
731;Overig Groningen (CR);2002 January;;;;;;;;
732;Overig Groningen (CR);2002 February;;;;;;;;
733;Overig Groningen (CR);2002 March;;;;;;;;
734;Overig Groningen (CR);2002 1st quarter;80.5;3.1;12.0;913.0;-19.9;5.2;140417.0;128.0
735;Overig Groningen (CR);2002 April;;;;;;;;
736;Overig Groningen (CR);2002 May;;;;;;;;
737;Overig Groningen (CR);2002 June;;;;;;;;
738;Overig Groningen (CR);2002 2nd quarter;82.0;2.0;11.9;1161.0;27.2;7.0;141910.0;165.0
739;Overig Groningen (CR);2002 July;;;;;;;;
740;Overig Groningen (CR);2002 August;;;;;;;;
741;Overig Groningen (CR);2002 September;;;;;;;;
742;Overig Groningen (CR);2002 3rd quarter;84.3;2.7;8.5;1248.0;7.5;-2.7;149466.0;187.0
743;Overig Groningen (CR);2002 October;;;;;;;;
744;Overig Groningen (CR);2002 November;;;;;;;;
745;Overig Groningen (CR);2002 December;;;;;;;;
746;Overig Groningen (CR);2002 4th quarter;84.4;0.1;8.1;1147.0;-8.1;0.6;145358.0;167.0
747;Overig Groningen (CR);2002;80.4;10.0;10.0;4469.0;2.1;2.1;144600.0;646.0
748;Overig Groningen (CR);2003 January;;;;;;;;
749;Overig Groningen (CR);2003 February;;;;;;;;
750;Overig Groningen (CR);2003 March;;;;;;;;
751;Overig Groningen (CR);2003 1st quarter;85.4;1.2;6.1;841.0;-26.7;-7.9;143600.0;121.0
752;Overig Groningen (CR);2003 April;;;;;;;;
753;Overig Groningen (CR);2003 May;;;;;;;;
