ID;AfzetMotorbrandstoffen;Perioden;TotaalAfzet_1;TotaalWegverkeerEnOverigeAfnemers_2;AutogasLpg_3;TotaalMotorbenzine_4;Euro95_5;SuperOngelood98_6;NormaalGelood_7;SuperGelood_8;TotaalDiesel_9;Laagzwavelig_10;Hoogzwavelig_11;Aardgas_12;Elektriciteit_13;TotaalScheepvaart_14;TotaalGasolieEnLichteStookolie_15;AfzetAanBinnenvaart_16;AfzetAanZeevaart_17;AfzetAanHandelarenScheepvaart_18;TotaalStookolie_19;Laagzwavelig_20;Hoogzwavelig_21;TotaalLuchtvaart_22;Vliegtuigkerosine_23;Vliegtuigbenzine_24;JetfuelOpBenzinebasis_25;TotaalRailverkeer_26;Diesel_27;Elektriciteit_28;AutogasLpg_29;TotaalMotorbenzine_30;Euro95_31;SuperOngelood98_32;NormaalGelood_33;SuperGelood_34;TotaalDiesel_35;Laagzwavelig_36;Hoogzwavelig_37;Aardgas_38;Elektriciteit_39;TotaalGasolieEnLichteStookolie_40;AfzetAanBinnenvaart_41;AfzetAanZeevaart_42;AfzetAanHandelarenScheepvaart_43;TotaalStookolie_44;Laagzwavelig_45;Hoogzwavelig_46;Vliegtuigkerosine_47;Vliegtuigbenzine_48;JetfuelOpBenzinebasis_49;Diesel_50;Elektriciteit_51;AutogasLpg_52;TotaalMotorbenzine_53;Euro95_54;SuperOngelood98_55;NormaalGelood_56;SuperGelood_57;TotaalDiesel_58;Laagzwavelig_59;Hoogzwavelig_60
339;Afzet voor finaal verbruik;2016 juni;40.2;38.4;0.7;14.5;14.3;0.2;;;23.2;23.2;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;15.0;343.0;338.0;5.0;;;538.0;538.0;;;;24.0;24.0;;;;;;2.0;0.0;;;;27.0;457.0;451.0;6.0;;;644.0;644.0;
340;Afzet voor finaal verbruik;2016 2e kwartaal;119.6;114.5;2.0;42.8;42.2;0.6;;;68.9;68.9;;0.4;0.3;3.1;3.1;3.1;;;;;;0.4;0.3;0.0;;1.7;0.3;1.4;44.0;1014.0;1000.0;14.0;;;1603.0;1603.0;;14.0;87.0;71.0;71.0;;;;;;8.0;0.0;;7.0;398.0;81.0;1353.0;1334.0;19.0;;;1918.0;1918.0;
341;Afzet voor finaal verbruik;2016 juli;38.6;36.9;0.6;13.9;13.7;0.2;;;22.3;22.3;;;;1.0;0.9;0.9;;;0.1;;0.1;0.1;0.1;0.0;;;;;13.0;330.0;325.0;5.0;;;518.0;518.0;;;;21.0;21.0;;;;;2.0;3.0;0.0;;;;24.0;439.0;433.0;6.0;;;620.0;620.0;
342;Afzet voor finaal verbruik;2016 augustus;37.4;35.7;0.6;14.0;13.8;0.2;;;20.9;20.9;;;;1.0;1.0;1.0;;;;;;0.1;0.1;0.0;;;;;14.0;332.0;327.0;5.0;;;487.0;487.0;;;;23.0;23.0;;;;;;3.0;0.0;;;;26.0;443.0;437.0;6.0;;;582.0;582.0;
343;Afzet voor finaal verbruik;2016 september;40.6;38.6;0.6;13.9;13.7;0.2;;;24.0;24.0;;;;1.2;1.2;1.2;;;;;;0.2;0.1;0.0;;;;;14.0;329.0;325.0;4.0;;;559.0;559.0;;;;27.0;27.0;;;;;;3.0;0.0;;;;26.0;439.0;433.0;6.0;;;668.0;668.0;
344;Afzet voor finaal verbruik;2016 3e kwartaal;117.0;111.6;1.8;41.8;41.2;0.6;;;67.2;67.2;;0.4;0.3;3.2;3.0;3.0;;;0.2;;0.2;0.4;0.4;0.0;;1.7;0.3;1.4;41.0;991.0;977.0;14.0;;;1564.0;1564.0;;14.0;87.0;70.0;70.0;;;;;5.0;9.0;0.0;;7.0;398.0;76.0;1321.0;1303.0;18.0;;;1871.0;1871.0;
345;Afzet voor finaal verbruik;2016 oktober;39.8;38.1;0.6;14.1;13.9;0.2;;;23.3;23.3;;;;1.0;1.0;1.0;;;;;;0.1;0.1;0.0;;;;;14.0;334.0;330.0;4.0;;;541.0;541.0;;;;23.0;23.0;;;;;;3.0;0.0;;;;26.0;446.0;440.0;6.0;;;647.0;647.0;
346;Afzet voor finaal verbruik;2016 november;40.4;38.2;0.6;14.8;14.6;0.2;;;22.7;22.7;;;;1.4;1.4;1.4;;;;;;0.2;0.2;0.0;;;;;14.0;350.0;346.0;4.0;;;528.0;528.0;;;;33.0;33.0;;;;;;4.0;0.0;;;;26.0;467.0;461.0;6.0;;;631.0;631.0;
347;Afzet voor finaal verbruik;2016 december;39.4;37.6;0.6;14.5;14.3;0.2;;;22.5;22.5;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;13.0;343.0;339.0;4.0;;;523.0;523.0;;;;24.0;24.0;;;;;;3.0;0.0;;;;25.0;457.0;452.0;5.0;;;625.0;625.0;
348;Afzet voor finaal verbruik;2016 4e kwartaal;120.1;114.4;1.9;43.3;42.8;0.5;;;68.4;68.4;;0.4;0.3;3.5;3.5;3.5;;;;;;0.4;0.4;0.0;;1.7;0.3;1.4;41.0;1027.0;1015.0;13.0;;;1591.0;1591.0;;14.0;87.0;81.0;81.0;;;;;;10.0;0.0;;7.0;398.0;77.0;1370.0;1353.0;17.0;;;1903.0;1903.0;
349;Afzet voor finaal verbruik;2017 januari;37.3;35.7;0.6;14.1;14.0;0.2;;;20.9;20.9;;;;0.9;0.9;0.9;;;;;;0.1;0.1;0.0;;;;;12.0;335.0;331.0;4.0;;;486.0;486.0;;;;21.0;21.0;;;;;;2.0;0.0;;;;23.0;446.0;441.0;5.0;;;582.0;582.0;
350;Afzet voor finaal verbruik;2017 februari;36.6;34.9;0.5;13.3;13.2;0.2;;;20.9;20.9;;;;1.0;1.0;1.0;;;;;;0.1;0.1;0.0;;;;;12.0;315.0;312.0;4.0;;;487.0;487.0;;;;23.0;23.0;;;;;;2.0;0.0;;;;22.0;421.0;416.0;5.0;;;583.0;583.0;
351;Afzet voor finaal verbruik;2017 maart;42.5;40.6;0.6;15.4;15.2;0.2;;;24.6;24.6;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;14.0;364.0;359.0;4.0;;;571.0;571.0;;;;26.0;26.0;;;;;;3.0;0.0;;;;25.0;485.0;479.0;6.0;;;683.0;683.0;
352;Afzet voor finaal verbruik;2017 1e kwartaal;116.8;111.7;1.7;42.8;42.3;0.5;;;66.4;66.4;;0.5;0.3;3.0;3.0;3.0;;;;;;0.3;0.3;0.0;;1.7;0.3;1.4;38.0;1014.0;1002.0;12.0;;;1545.0;1545.0;;15.0;94.0;70.0;70.0;;;;;;8.0;0.0;;7.0;398.0;71.0;1352.0;1336.0;16.0;;;1848.0;1848.0;
353;Afzet voor finaal verbruik;2017 april;38.9;37.0;0.5;14.0;13.8;0.2;;;22.4;22.4;;;;1.2;1.2;1.2;;;;;;0.1;0.1;0.0;;;;;12.0;331.0;327.0;4.0;;;522.0;522.0;;;;27.0;27.0;;;;;;2.0;0.0;;;;22.0;441.0;436.0;5.0;;;624.0;624.0;
354;Afzet voor finaal verbruik;2017 mei;42.5;40.7;0.6;15.1;14.9;0.2;;;24.8;24.8;;;;1.0;1.0;1.0;;;;;;0.2;0.2;0.0;;;;;14.0;358.0;354.0;5.0;;;578.0;578.0;;;;24.0;24.0;;;;;;4.0;0.0;;;;27.0;478.0;472.0;6.0;;;691.0;691.0;
355;Afzet voor finaal verbruik;2017 juni;42.3;40.4;0.6;15.0;14.8;0.2;;;24.7;24.7;;;;1.1;1.1;1.1;;;;;;0.2;0.2;0.0;;;;;13.0;355.0;350.0;5.0;;;576.0;576.0;;;;26.0;26.0;;;;;;4.0;0.0;;;;25.0;473.0;467.0;6.0;;;688.0;688.0;
356;Afzet voor finaal verbruik;2017 2e kwartaal;124.2;118.7;1.8;44.1;43.5;0.6;;;72.0;72.0;;0.5;0.3;3.3;3.3;3.3;;;;;;0.5;0.4;0.0;;1.7;0.3;1.4;39.0;1044.0;1031.0;13.0;;;1675.0;1675.0;;15.0;94.0;77.0;77.0;;;;;;10.0;0.0;;7.0;398.0;74.0;1393.0;1375.0;18.0;;;2004.0;2004.0;
357;Afzet voor finaal verbruik;2017 juli;39.3;37.4;0.6;14.0;13.9;0.2;;;22.6;22.6;;;;1.2;1.2;1.2;;;;;;0.2;0.1;0.0;;;;;13.0;333.0;329.0;4.0;;;526.0;526.0;;;;27.0;27.0;;;;;;3.0;0.0;;;;24.0;444.0;438.0;6.0;;;629.0;629.0;
358;Afzet voor finaal verbruik;2017 augustus;38.3;36.5;0.6;14.2;14.0;0.2;;;21.6;21.6;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;12.0;335.0;331.0;5.0;;;503.0;503.0;;;;25.0;25.0;;;;;;3.0;0.0;;;;23.0;447.0;441.0;6.0;;;602.0;602.0;
359;Afzet voor finaal verbruik;2017 september;40.1;38.5;0.5;14.5;14.4;0.2;;;23.3;23.3;;;;1.0;1.0;1.0;;;;;;0.1;0.1;0.0;;;;;12.0;345.0;341.0;4.0;;;542.0;542.0;;;;22.0;22.0;;;;;;2.0;0.0;;;;22.0;459.0;454.0;5.0;;;649.0;649.0;
360;Afzet voor finaal verbruik;2017 3e kwartaal;118.1;112.8;1.7;42.7;42.2;0.5;;;67.6;67.6;;0.5;0.3;3.2;3.2;3.2;;;;;;0.4;0.3;0.0;;1.7;0.3;1.4;37.0;1013.0;1000.0;13.0;;;1572.0;1572.0;;15.0;94.0;74.0;74.0;;;;;;8.0;0.0;;7.0;398.0;69.0;1351.0;1334.0;17.0;;;1880.0;1880.0;
361;Afzet voor finaal verbruik;2017 oktober;42.6;40.8;0.6;15.1;14.9;0.2;;;25.1;25.1;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;13.0;357.0;352.0;5.0;;;583.0;583.0;;;;26.0;26.0;;;;;;2.0;0.0;;;;24.0;476.0;470.0;6.0;;;697.0;697.0;
362;Afzet voor finaal verbruik;2017 november;42.2;40.3;0.6;15.2;15.0;0.2;;;24.5;24.5;;;;1.2;1.2;1.2;;;;;;0.1;0.1;0.0;;;;;12.0;359.0;355.0;4.0;;;569.0;569.0;;;;28.0;28.0;;;;;;3.0;0.0;;;;23.0;479.0;473.0;6.0;;;680.0;680.0;
363;Afzet voor finaal verbruik;2017 december;38.8;37.3;0.5;14.6;14.4;0.2;;;22.1;22.1;;;;0.9;0.9;0.9;;;;;;0.1;0.1;0.0;;;;;12.0;345.0;341.0;4.0;;;513.0;513.0;;;;20.0;20.0;;;;;;1.0;0.0;;;;22.0;460.0;455.0;5.0;;;614.0;614.0;
364;Afzet voor finaal verbruik;2017 4e kwartaal;124.0;118.8;1.7;44.8;44.2;0.5;;;71.6;71.6;;0.5;0.3;3.2;3.2;3.2;;;;;;0.3;0.3;0.0;;1.7;0.3;1.4;37.0;1061.0;1048.0;13.0;;;1665.0;1665.0;;15.0;94.0;75.0;75.0;;;;;;6.0;0.0;;7.0;398.0;69.0;1414.0;1398.0;17.0;;;1992.0;1992.0;
365;Afzet voor finaal verbruik;2018 januari;38.6;37.0;0.5;14.5;14.4;0.2;;;21.9;21.9;;;;0.8;0.8;0.8;;;;;;0.1;0.1;0.0;;;;;12.0;344.0;341.0;4.0;;;509.0;509.0;;;;19.0;19.0;;;;;;3.0;0.0;;;;22.0;459.0;454.0;5.0;;;609.0;609.0;
366;Afzet voor finaal verbruik;2018 februari;37.8;36.2;0.5;13.7;13.6;0.1;;;21.8;21.8;;;;0.9;0.9;0.9;;;;;;0.1;0.1;0.0;;;;;11.0;325.0;322.0;3.0;;;508.0;508.0;;;;21.0;21.0;;;;;;3.0;0.0;;;;21.0;434.0;430.0;4.0;;;608.0;608.0;
367;Afzet voor finaal verbruik;2018 maart;43.3;41.4;0.5;15.4;15.2;0.2;;;25.4;25.4;;;;1.2;1.2;1.2;;;;;;0.2;0.2;0.0;;;;;11.0;365.0;361.0;4.0;;;590.0;590.0;;;;27.0;27.0;;;;;;4.0;0.0;;;;21.0;487.0;481.0;6.0;;;706.0;706.0;
368;Afzet voor finaal verbruik;2018 1e kwartaal;120.2;115.2;1.6;43.7;43.2;0.5;;;69.1;69.1;;0.5;0.4;2.9;2.9;2.9;;;;;;0.4;0.4;0.0;;1.7;0.3;1.5;34.0;1035.0;1024.0;11.0;;;1607.0;1607.0;;15.0;119.0;67.0;67.0;;;;;;9.0;0.0;;6.0;404.0;64.0;1380.0;1365.0;15.0;;;1922.0;1922.0;
369;Afzet voor finaal verbruik;2018 april;40.4;38.7;0.5;14.6;14.4;0.2;;;23.4;23.4;;;;1.0;1.0;1.0;;;;;;0.1;0.1;0.0;;;;;11.0;346.0;341.0;5.0;;;545.0;545.0;;;;23.0;23.0;;;;;;2.0;0.0;;;;21.0;461.0;455.0;6.0;;;652.0;652.0;
370;Afzet voor finaal verbruik;2018 mei;43.5;41.5;0.5;15.4;15.2;0.2;;;25.5;25.5;;;;1.3;1.3;1.3;;;;;;0.2;0.2;0.0;;;;;12.0;366.0;361.0;5.0;;;592.0;592.0;;;;29.0;29.0;;;;;;4.0;0.0;;;;23.0;488.0;481.0;7.0;;;708.0;708.0;
371;Afzet voor finaal verbruik;2018 juni;41.6;39.7;0.5;14.7;14.5;0.2;;;24.4;24.4;;;;1.2;1.2;1.2;;;;;;0.1;0.1;0.0;;;;;12.0;348.0;344.0;5.0;;;568.0;568.0;;;;29.0;29.0;;;;;;2.0;0.0;;;;22.0;464.0;458.0;6.0;;;679.0;679.0;
372;Afzet voor finaal verbruik;2018 2e kwartaal;126.1;120.5;1.6;44.7;44.1;0.6;;;73.3;73.3;;0.5;0.4;3.5;3.5;3.5;;;;;;0.3;0.3;0.0;;1.7;0.3;1.5;35.0;1060.0;1045.0;15.0;;;1705.0;1705.0;;15.0;119.0;81.0;81.0;;;;;;8.0;0.0;;6.0;404.0;66.0;1413.0;1394.0;19.0;;;2039.0;2039.0;
373;Afzet voor finaal verbruik;2018 juli;42.2;40.2;0.5;14.8;14.6;0.2;;;24.8;24.8;;;;1.2;1.2;1.2;;;;;;0.2;0.2;0.0;;;;;11.0;351.0;346.0;5.0;;;577.0;577.0;;;;28.0;28.0;;;;;;4.0;0.0;;;;21.0;468.0;461.0;7.0;;;690.0;690.0;
374;Afzet voor finaal verbruik;2018 augustus;39.5;37.6;0.5;14.2;14.0;0.2;;;22.7;22.7;;;;1.2;1.2;1.2;;;;;;0.1;0.1;0.0;;;;;12.0;337.0;332.0;5.0;;;528.0;528.0;;;;28.0;28.0;;;;;;3.0;0.0;;;;22.0;449.0;443.0;6.0;;;632.0;632.0;
375;Afzet voor finaal verbruik;2018 september;39.8;38.4;0.5;14.0;13.9;0.2;;;23.7;23.7;;;;0.7;0.7;0.7;;;;;;0.1;0.1;0.0;;;;;10.0;333.0;328.0;4.0;;;552.0;552.0;;;;17.0;17.0;;;;;;2.0;0.0;;;;19.0;444.0;438.0;6.0;;;661.0;661.0;
376;Afzet voor finaal verbruik;2018 3e kwartaal;121.9;116.7;1.5;43.1;42.5;0.6;;;71.3;71.3;;0.5;0.4;3.1;3.1;3.1;;;;;;0.4;0.4;0.0;;1.7;0.3;1.5;33.0;1020.0;1006.0;14.0;;;1658.0;1658.0;;15.0;119.0;72.0;72.0;;;;;;9.0;0.0;;6.0;404.0;62.0;1360.0;1342.0;19.0;;;1983.0;1983.0;
377;Afzet voor finaal verbruik;2018 oktober;42.3;40.6;0.5;15.6;15.5;0.2;;;24.4;24.4;;;;0.9;0.9;0.9;;;;;;0.1;0.1;0.0;;;;;12.0;371.0;366.0;5.0;;;567.0;567.0;;;;21.0;21.0;;;;;;3.0;0.0;;;;22.0;494.0;488.0;6.0;;;678.0;678.0;
378;Afzet voor finaal verbruik;2018 november;43.8;41.8;0.5;15.9;15.7;0.2;;;25.3;25.3;;;;1.3;1.3;1.3;;;;;;0.1;0.1;0.0;;;;;11.0;376.0;371.0;4.0;;;589.0;589.0;;;;29.0;29.0;;;;;;2.0;0.0;;;;21.0;501.0;495.0;6.0;;;705.0;705.0;
379;Afzet voor finaal verbruik;2018 december;40.6;38.9;0.5;15.8;15.7;0.2;;;22.4;22.4;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;11.0;376.0;371.0;5.0;;;521.0;521.0;;;;25.0;25.0;;;;;;2.0;0.0;;;;21.0;501.0;495.0;6.0;;;623.0;623.0;
380;Afzet voor finaal verbruik;2018 4e kwartaal;127.1;121.8;1.5;47.4;46.8;0.6;;;72.1;72.1;;0.5;0.4;3.2;3.2;3.2;;;;;;0.3;0.3;0.0;;1.7;0.3;1.5;34.0;1122.0;1109.0;14.0;;;1677.0;1677.0;;15.0;119.0;75.0;75.0;;;;;;7.0;0.0;;6.0;404.0;63.0;1496.0;1478.0;18.0;;;2006.0;2006.0;
381;Afzet voor finaal verbruik;2019 januari;40.7;38.8;0.5;15.4;15.2;0.2;;;22.9;22.9;;;;1.2;1.2;1.2;;;;;;0.1;0.1;0.0;;;;;11.0;364.0;360.0;5.0;;;532.0;532.0;;;;27.0;27.0;;;;;;3.0;0.0;;;;20.0;486.0;479.0;6.0;;;636.0;636.0;
382;Afzet voor finaal verbruik;2019 februari;38.5;36.8;0.4;14.1;13.9;0.2;;;22.2;22.2;;;;1.0;1.0;1.0;;;;;;0.1;0.1;0.0;;;;;10.0;334.0;329.0;4.0;;;516.0;516.0;;;;23.0;23.0;;;;;;3.0;0.0;;;;18.0;445.0;439.0;6.0;;;617.0;617.0;
383;Afzet voor finaal verbruik;2019 maart;41.0;39.5;0.5;15.4;15.2;0.2;;;23.6;23.6;;;;0.8;0.8;0.8;;;;;;0.1;0.1;0.0;;;;;10.0;364.0;359.0;5.0;;;548.0;548.0;;;;19.0;19.0;;;;;;3.0;0.0;;;;19.0;485.0;479.0;6.0;;;655.0;655.0;
384;Afzet voor finaal verbruik;2019 1e kwartaal;120.7;115.6;1.4;44.8;44.2;0.6;;;68.6;68.6;;0.7;0.4;3.0;3.0;3.0;;;;;;0.4;0.4;0.0;;1.6;0.3;1.4;31.0;1062.0;1048.0;13.0;;;1596.0;1596.0;;21.0;121.0;69.0;69.0;;;;;;8.0;0.0;;6.0;387.0;57.0;1416.0;1398.0;18.0;;;1909.0;1909.0;
385;Afzet voor finaal verbruik;2019 april;43.0;41.1;0.5;15.4;15.2;0.2;;;25.1;25.1;;;;1.1;1.1;1.1;;;;;;0.2;0.2;0.0;;;;;11.0;366.0;361.0;5.0;;;584.0;584.0;;;;26.0;26.0;;;;;;4.0;0.0;;;;20.0;488.0;481.0;6.0;;;699.0;699.0;
386;Afzet voor finaal verbruik;2019 mei;43.6;41.8;0.5;15.9;15.7;0.2;;;25.2;25.2;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;11.0;378.0;373.0;5.0;;;587.0;587.0;;;;25.0;25.0;;;;;;2.0;0.0;;;;21.0;504.0;497.0;7.0;;;702.0;702.0;
387;Afzet voor finaal verbruik;2019 juni;39.4;37.7;0.4;14.7;14.5;0.2;;;22.5;22.5;;;;0.9;0.9;0.9;;;;;;0.1;0.1;0.0;;;;;10.0;347.0;343.0;4.0;;;523.0;523.0;;;;22.0;22.0;;;;;;3.0;0.0;;;;18.0;463.0;457.0;6.0;;;625.0;625.0;
388;Afzet voor finaal verbruik;2019 2e kwartaal;126.6;121.4;1.4;46.0;45.4;0.6;;;72.8;72.8;;0.7;0.4;3.1;3.1;3.1;;;;;;0.4;0.4;0.0;;1.6;0.3;1.4;32.0;1091.0;1076.0;14.0;;;1694.0;1694.0;;21.0;121.0;73.0;73.0;;;;;;9.0;0.0;;6.0;387.0;60.0;1454.0;1435.0;19.0;;;2026.0;2026.0;
389;Afzet voor finaal verbruik;2019 juli;42.7;40.9;0.5;15.4;15.2;0.2;;;24.8;24.8;;;;1.1;1.1;1.1;;;;;;0.2;0.2;0.0;;;;;12.0;365.0;360.0;5.0;;;578.0;578.0;;;;25.0;25.0;;;;;;4.0;0.0;;;;23.0;486.0;479.0;7.0;;;691.0;691.0;
390;Afzet voor finaal verbruik;2019 augustus;37.5;35.8;0.4;14.3;14.1;0.2;;;20.9;20.9;;;;0.9;0.9;0.9;;;;;;0.2;0.2;0.0;;;;;10.0;339.0;334.0;5.0;;;487.0;487.0;;;;21.0;21.0;;;;;;4.0;0.0;;;;18.0;452.0;446.0;6.0;;;583.0;583.0;
391;Afzet voor finaal verbruik;2019 september;40.3;38.7;0.5;14.6;14.4;0.2;;;23.5;23.5;;;;0.9;0.9;0.9;;;;;;0.1;0.1;0.0;;;;;10.0;347.0;342.0;5.0;;;545.0;545.0;;;;21.0;21.0;;;;;;3.0;0.0;;;;19.0;462.0;456.0;6.0;;;652.0;652.0;
392;Afzet voor finaal verbruik;2019 3e kwartaal;121.1;116.1;1.5;44.3;43.7;0.6;;;69.2;69.2;;0.7;0.4;2.9;2.9;2.9;;;;;;0.5;0.4;0.0;;1.6;0.3;1.4;32.0;1050.0;1036.0;15.0;;;1610.0;1610.0;;21.0;121.0;67.0;67.0;;;;;;10.0;0.0;;6.0;387.0;60.0;1401.0;1381.0;19.0;;;1926.0;1926.0;
393;Afzet voor finaal verbruik;2019 oktober;43.6;41.8;0.5;16.1;15.7;0.3;;;25.1;25.1;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;12.0;381.0;373.0;8.0;;;583.0;583.0;;;;26.0;26.0;;;;;;3.0;0.0;;;;22.0;508.0;497.0;11.0;;;697.0;697.0;
394;Afzet voor finaal verbruik;2019 november;41.4;39.9;0.5;15.6;15.3;0.3;;;23.7;23.7;;;;0.7;0.7;0.7;;;;;;0.1;0.1;0.0;;;;;11.0;370.0;362.0;8.0;;;551.0;551.0;;;;17.0;17.0;;;;;;3.0;0.0;;;;20.0;493.0;483.0;10.0;;;659.0;659.0;
395;Afzet voor finaal verbruik;2019 december;39.6;38.1;0.5;15.8;15.4;0.3;;;21.7;21.7;;;;0.8;0.8;0.8;;;;;;0.1;0.1;0.0;;;;;10.0;374.0;366.0;8.0;;;505.0;505.0;;;;20.0;20.0;;;;;;2.0;0.0;;;;19.0;499.0;488.0;11.0;;;604.0;604.0;
396;Afzet voor finaal verbruik;2019 4e kwartaal;125.2;120.5;1.5;47.5;46.5;1.0;;;70.5;70.5;;0.7;0.4;2.7;2.7;2.7;;;;;;0.3;0.3;0.0;;1.6;0.3;1.4;32.0;1125.0;1101.0;24.0;;;1639.0;1639.0;;21.0;121.0;63.0;63.0;;;;;;7.0;0.0;;6.0;387.0;61.0;1500.0;1468.0;32.0;;;1961.0;1961.0;
397;Afzet voor finaal verbruik;2020 januari;38.6;37.1;0.5;15.3;14.9;0.4;;;21.3;21.3;;;;0.8;0.8;0.8;;;;;;0.1;0.1;0.0;;;;;11.0;362.0;353.0;9.0;;;495.0;495.0;;;;18.0;18.0;;;;;;2.0;0.0;;;;20.0;483.0;471.0;12.0;;;592.0;592.0;
398;Afzet voor finaal verbruik;2020 februari;37.0;35.6;0.4;14.3;14.0;0.3;;;20.8;20.8;;;;0.6;0.6;0.6;;;;;;0.1;0.1;0.0;;;;;9.0;339.0;331.0;8.0;;;484.0;484.0;;;;15.0;15.0;;;;;;3.0;0.0;;;;17.0;452.0;441.0;11.0;;;579.0;579.0;
399;Afzet voor finaal verbruik;2020 maart;35.6;34.0;0.4;12.1;11.8;0.3;;;21.4;21.4;;;;0.9;0.9;0.9;;;;;;0.1;0.1;0.0;;;;;9.0;288.0;280.0;8.0;;;498.0;498.0;;;;21.0;21.0;;;;;;2.0;0.0;;;;16.0;384.0;373.0;10.0;;;596.0;596.0;
400;Afzet voor finaal verbruik;2020 1e kwartaal;111.8;107.6;1.3;41.7;40.7;1.0;;;63.5;63.5;;0.7;0.4;2.3;2.3;2.3;;;;;;0.3;0.3;0.0;;1.6;0.2;1.4;28.0;988.0;964.0;24.0;;;1477.0;1477.0;;21.0;121.0;53.0;53.0;;;;;;6.0;0.0;;6.0;387.0;53.0;1318.0;1285.0;33.0;;;1767.0;1767.0;
401;Afzet voor finaal verbruik;2020 april;29.6;28.1;0.3;9.0;8.7;0.3;;;18.7;18.7;;;;0.7;0.7;0.7;;;;;;0.1;0.1;0.0;;;;;7.0;214.0;207.0;7.0;;;435.0;435.0;;;;16.0;16.0;;;;;;2.0;0.0;;;;12.0;285.0;276.0;10.0;;;521.0;521.0;
402;Afzet voor finaal verbruik;2020 mei;35.1;33.7;0.4;12.2;11.8;0.4;;;21.1;21.1;;;;0.7;0.7;0.7;;;;;;0.1;0.1;0.0;;;;;8.0;289.0;280.0;10.0;;;490.0;490.0;;;;16.0;16.0;;;;;;2.0;0.0;;;;15.0;386.0;373.0;13.0;;;586.0;586.0;
403;Afzet voor finaal verbruik;2020 juni;35.3;33.8;0.5;13.0;12.6;0.4;;;20.3;20.3;;;;0.9;0.9;0.9;;;;;;0.1;0.1;0.0;;;;;10.0;308.0;297.0;10.0;;;472.0;472.0;;;;20.0;20.0;;;;;;3.0;0.0;;;;19.0;410.0;397.0;14.0;;;564.0;564.0;
404;Afzet voor finaal verbruik;2020 2e kwartaal;99.7;96.5;1.1;34.2;33.1;1.1;;;60.1;60.1;;0.7;0.4;2.3;2.3;2.3;;;;;;0.4;0.3;0.0;;1.6;0.2;1.4;25.0;811.0;784.0;27.0;;;1397.0;1397.0;;21.0;121.0;52.0;52.0;;;;;;8.0;0.0;;6.0;387.0;46.0;1081.0;1045.0;36.0;;;1671.0;1671.0;
405;Afzet voor finaal verbruik;2020 juli;37.7;36.4;0.4;14.2;13.8;0.5;;;21.6;21.6;;;;0.7;0.7;0.7;;;;;;0.2;0.1;0.0;;;;;10.0;338.0;326.0;12.0;;;502.0;502.0;;;;15.0;15.0;;;;;;3.0;0.0;;;;18.0;450.0;435.0;15.0;;;601.0;601.0;
406;Afzet voor finaal verbruik;2020 augustus;34.0;32.7;0.4;13.4;12.9;0.5;;;18.8;18.8;;;;0.6;0.6;0.6;;;;;;0.2;0.2;0.0;;;;;9.0;318.0;307.0;11.0;;;438.0;438.0;;;;14.0;14.0;;;;;;4.0;0.0;;;;17.0;424.0;409.0;15.0;;;523.0;523.0;
407;Afzet voor finaal verbruik;2020 september;38.7;37.2;0.4;14.1;13.6;0.5;;;22.6;22.6;;;;0.8;0.8;0.8;;;;;;0.2;0.2;0.0;;;;;10.0;334.0;323.0;12.0;;;525.0;525.0;;;;19.0;19.0;;;;;;4.0;0.0;;;;18.0;446.0;430.0;16.0;;;628.0;628.0;
408;Afzet voor finaal verbruik;2020 3e kwartaal;110.3;107.2;1.3;41.8;40.3;1.5;;;63.0;63.0;;0.7;0.4;2.1;2.1;2.1;;;;;;0.5;0.5;0.0;;1.6;0.2;1.4;28.0;990.0;955.0;34.0;;;1465.0;1465.0;;21.0;121.0;48.0;48.0;;;;;;11.0;0.0;;6.0;387.0;52.0;1320.0;1274.0;46.0;;;1753.0;1753.0;
409;Afzet voor finaal verbruik;2020 oktober;36.7;35.2;0.4;13.1;12.7;0.5;;;21.5;21.5;;;;0.9;0.9;0.9;;;;;;0.1;0.1;0.0;;;;;10.0;311.0;300.0;11.0;;;501.0;501.0;;;;20.0;20.0;;;;;;3.0;0.0;;;;18.0;415.0;400.0;15.0;;;599.0;599.0;
410;Afzet voor finaal verbruik;2020 november;35.1;33.7;0.5;12.5;12.1;0.5;;;20.6;20.6;;;;0.7;0.7;0.7;;;;;;0.2;0.2;0.0;;;;;10.0;297.0;286.0;11.0;;;480.0;480.0;;;;16.0;16.0;;;;;;4.0;0.0;;;;19.0;396.0;381.0;15.0;;;574.0;574.0;
