ID;NECSectors;EmissionsToAir;Periods;EmissionToAir_1
2864;Services, water and construction;Ammonia (NH3);2002;0.6
2865;Services, water and construction;Ammonia (NH3);2003;0.6
2866;Services, water and construction;Ammonia (NH3);2004;0.6
2867;Services, water and construction;Ammonia (NH3);2005;0.6
2868;Services, water and construction;Ammonia (NH3);2006;0.6
2869;Services, water and construction;Ammonia (NH3);2007;0.6
2870;Services, water and construction;Ammonia (NH3);2008;0.6
2871;Services, water and construction;Ammonia (NH3);2009;0.6
2872;Services, water and construction;Ammonia (NH3);2010;0.6
2873;Services, water and construction;Ammonia (NH3);2011;0.6
2874;Services, water and construction;Ammonia (NH3);2012;0.6
2875;Services, water and construction;Ammonia (NH3);2013;0.6
2876;Services, water and construction;Ammonia (NH3);2014;0.6
2877;Services, water and construction;Ammonia (NH3);2015;0.6
2878;Services, water and construction;Ammonia (NH3);2016;0.6
2879;Services, water and construction;Ammonia (NH3);2017;0.6
2880;Services, water and construction;Ammonia (NH3);2018;0.6
2881;Services, water and construction;Ammonia (NH3);2019;0.6
2882;Services, water and construction;Ammonia (NH3);2020;0.6
2883;Services, water and construction;Ammonia (NH3);2021;0.6
2884;Services, water and construction;Ammonia (NH3);2022;0.6
2885;Services, water and construction;Ammonia (NH3);2023;0.7
2886;Services, water and construction;Nitrogen oxides (NOx);1990;12.0
2887;Services, water and construction;Nitrogen oxides (NOx);1995;12.2
2888;Services, water and construction;Nitrogen oxides (NOx);2000;11.9
2889;Services, water and construction;Nitrogen oxides (NOx);2001;11.5
2890;Services, water and construction;Nitrogen oxides (NOx);2002;10.0
2891;Services, water and construction;Nitrogen oxides (NOx);2003;10.0
2892;Services, water and construction;Nitrogen oxides (NOx);2004;9.3
2893;Services, water and construction;Nitrogen oxides (NOx);2005;7.5
2894;Services, water and construction;Nitrogen oxides (NOx);2006;7.3
2895;Services, water and construction;Nitrogen oxides (NOx);2007;6.6
2896;Services, water and construction;Nitrogen oxides (NOx);2008;6.8
2897;Services, water and construction;Nitrogen oxides (NOx);2009;6.2
2898;Services, water and construction;Nitrogen oxides (NOx);2010;7.1
2899;Services, water and construction;Nitrogen oxides (NOx);2011;5.4
2900;Services, water and construction;Nitrogen oxides (NOx);2012;5.7
2901;Services, water and construction;Nitrogen oxides (NOx);2013;5.6
2902;Services, water and construction;Nitrogen oxides (NOx);2014;4.4
2903;Services, water and construction;Nitrogen oxides (NOx);2015;4.5
2904;Services, water and construction;Nitrogen oxides (NOx);2016;4.3
2905;Services, water and construction;Nitrogen oxides (NOx);2017;4.3
2906;Services, water and construction;Nitrogen oxides (NOx);2018;3.8
2907;Services, water and construction;Nitrogen oxides (NOx);2019;3.7
2908;Services, water and construction;Nitrogen oxides (NOx);2020;3.2
2909;Services, water and construction;Nitrogen oxides (NOx);2021;3.5
2910;Services, water and construction;Nitrogen oxides (NOx);2022;3.0
2911;Services, water and construction;Nitrogen oxides (NOx);2023;2.9
2912;Services, water and construction;Sulphur dioxide (SO2);1990;1.4
2913;Services, water and construction;Sulphur dioxide (SO2);1995;0.9
2914;Services, water and construction;Sulphur dioxide (SO2);2000;0.9
2915;Services, water and construction;Sulphur dioxide (SO2);2001;0.6
2916;Services, water and construction;Sulphur dioxide (SO2);2002;0.8
2917;Services, water and construction;Sulphur dioxide (SO2);2003;0.3
2918;Services, water and construction;Sulphur dioxide (SO2);2004;0.3
2919;Services, water and construction;Sulphur dioxide (SO2);2005;0.2
2920;Services, water and construction;Sulphur dioxide (SO2);2006;0.3
2921;Services, water and construction;Sulphur dioxide (SO2);2007;0.3
2922;Services, water and construction;Sulphur dioxide (SO2);2008;0.2
2923;Services, water and construction;Sulphur dioxide (SO2);2009;0.2
2924;Services, water and construction;Sulphur dioxide (SO2);2010;0.3
2925;Services, water and construction;Sulphur dioxide (SO2);2011;0.3
2926;Services, water and construction;Sulphur dioxide (SO2);2012;0.3
2927;Services, water and construction;Sulphur dioxide (SO2);2013;0.2
2928;Services, water and construction;Sulphur dioxide (SO2);2014;0.2
2929;Services, water and construction;Sulphur dioxide (SO2);2015;0.2
2930;Services, water and construction;Sulphur dioxide (SO2);2016;0.2
2931;Services, water and construction;Sulphur dioxide (SO2);2017;0.2
2932;Services, water and construction;Sulphur dioxide (SO2);2018;0.2
2933;Services, water and construction;Sulphur dioxide (SO2);2019;0.2
2934;Services, water and construction;Sulphur dioxide (SO2);2020;0.1
2935;Services, water and construction;Sulphur dioxide (SO2);2021;0.1
2936;Services, water and construction;Sulphur dioxide (SO2);2022;0.1
2937;Services, water and construction;Sulphur dioxide (SO2);2023;0.1
2938;Services, water and construction;NMVOC;1990;75.6
2939;Services, water and construction;NMVOC;1995;51.2
2940;Services, water and construction;NMVOC;2000;35.9
2941;Services, water and construction;NMVOC;2001;32.8
2942;Services, water and construction;NMVOC;2002;31.6
2943;Services, water and construction;NMVOC;2003;29.0
2944;Services, water and construction;NMVOC;2004;26.5
2945;Services, water and construction;NMVOC;2005;33.0
2946;Services, water and construction;NMVOC;2006;32.5
2947;Services, water and construction;NMVOC;2007;33.4
2948;Services, water and construction;NMVOC;2008;30.0
2949;Services, water and construction;NMVOC;2009;30.4
2950;Services, water and construction;NMVOC;2010;33.7
2951;Services, water and construction;NMVOC;2011;32.4
2952;Services, water and construction;NMVOC;2012;31.1
2953;Services, water and construction;NMVOC;2013;29.8
2954;Services, water and construction;NMVOC;2014;30.8
2955;Services, water and construction;NMVOC;2015;29.9
2956;Services, water and construction;NMVOC;2016;28.5
2957;Services, water and construction;NMVOC;2017;29.2
2958;Services, water and construction;NMVOC;2018;29.3
2959;Services, water and construction;NMVOC;2019;29.2
2960;Services, water and construction;NMVOC;2020;30.5
2961;Services, water and construction;NMVOC;2021;29.6
2962;Services, water and construction;NMVOC;2022;30.0
2963;Services, water and construction;NMVOC;2023;30.2
2964;Services, water and construction;PM2.5 (Particulate matter);1990;0.7
2965;Services, water and construction;PM2.5 (Particulate matter);1995;0.6
2966;Services, water and construction;PM2.5 (Particulate matter);2000;0.7
2967;Services, water and construction;PM2.5 (Particulate matter);2001;0.7
2968;Services, water and construction;PM2.5 (Particulate matter);2002;0.7
2969;Services, water and construction;PM2.5 (Particulate matter);2003;0.8
2970;Services, water and construction;PM2.5 (Particulate matter);2004;0.6
2971;Services, water and construction;PM2.5 (Particulate matter);2005;0.6
2972;Services, water and construction;PM2.5 (Particulate matter);2006;0.6
2973;Services, water and construction;PM2.5 (Particulate matter);2007;0.6
2974;Services, water and construction;PM2.5 (Particulate matter);2008;0.6
2975;Services, water and construction;PM2.5 (Particulate matter);2009;0.6
2976;Services, water and construction;PM2.5 (Particulate matter);2010;0.6
2977;Services, water and construction;PM2.5 (Particulate matter);2011;0.5
2978;Services, water and construction;PM2.5 (Particulate matter);2012;0.5
2979;Services, water and construction;PM2.5 (Particulate matter);2013;0.5
2980;Services, water and construction;PM2.5 (Particulate matter);2014;0.5
2981;Services, water and construction;PM2.5 (Particulate matter);2015;0.6
2982;Services, water and construction;PM2.5 (Particulate matter);2016;0.6
2983;Services, water and construction;PM2.5 (Particulate matter);2017;0.6
2984;Services, water and construction;PM2.5 (Particulate matter);2018;0.6
2985;Services, water and construction;PM2.5 (Particulate matter);2019;0.6
2986;Services, water and construction;PM2.5 (Particulate matter);2020;0.6
2987;Services, water and construction;PM2.5 (Particulate matter);2021;0.7
2988;Services, water and construction;PM2.5 (Particulate matter);2022;0.7
2989;Services, water and construction;PM2.5 (Particulate matter);2023;0.9
2990;Water collection and processing;Ammonia (NH3);1990;0.0
2991;Water collection and processing;Ammonia (NH3);1995;0.0
2992;Water collection and processing;Ammonia (NH3);2000;0.0
2993;Water collection and processing;Ammonia (NH3);2001;0.0
2994;Water collection and processing;Ammonia (NH3);2002;0.0
2995;Water collection and processing;Ammonia (NH3);2003;0.0
2996;Water collection and processing;Ammonia (NH3);2004;0.0
2997;Water collection and processing;Ammonia (NH3);2005;0.0
2998;Water collection and processing;Ammonia (NH3);2006;0.0
2999;Water collection and processing;Ammonia (NH3);2007;0.0
3000;Water collection and processing;Ammonia (NH3);2008;0.0
3001;Water collection and processing;Ammonia (NH3);2009;0.0
3002;Water collection and processing;Ammonia (NH3);2010;0.0
3003;Water collection and processing;Ammonia (NH3);2011;0.0
3004;Water collection and processing;Ammonia (NH3);2012;0.0
3005;Water collection and processing;Ammonia (NH3);2013;0.0
3006;Water collection and processing;Ammonia (NH3);2014;0.0
3007;Water collection and processing;Ammonia (NH3);2015;0.0
3008;Water collection and processing;Ammonia (NH3);2016;0.0
3009;Water collection and processing;Ammonia (NH3);2017;0.0
3010;Water collection and processing;Ammonia (NH3);2018;0.0
3011;Water collection and processing;Ammonia (NH3);2019;0.0
3012;Water collection and processing;Ammonia (NH3);2020;0.0
3013;Water collection and processing;Ammonia (NH3);2021;0.0
3014;Water collection and processing;Ammonia (NH3);2022;0.0
3015;Water collection and processing;Ammonia (NH3);2023;0.0
3016;Water collection and processing;Nitrogen oxides (NOx);1990;0.2
3017;Water collection and processing;Nitrogen oxides (NOx);1995;0.2
3018;Water collection and processing;Nitrogen oxides (NOx);2000;0.2
3019;Water collection and processing;Nitrogen oxides (NOx);2001;0.2
3020;Water collection and processing;Nitrogen oxides (NOx);2002;0.2
3021;Water collection and processing;Nitrogen oxides (NOx);2003;0.2
3022;Water collection and processing;Nitrogen oxides (NOx);2004;0.2
3023;Water collection and processing;Nitrogen oxides (NOx);2005;0.2
3024;Water collection and processing;Nitrogen oxides (NOx);2006;0.2
3025;Water collection and processing;Nitrogen oxides (NOx);2007;0.2
3026;Water collection and processing;Nitrogen oxides (NOx);2008;0.2
3027;Water collection and processing;Nitrogen oxides (NOx);2009;0.2
3028;Water collection and processing;Nitrogen oxides (NOx);2010;0.2
3029;Water collection and processing;Nitrogen oxides (NOx);2011;0.2
3030;Water collection and processing;Nitrogen oxides (NOx);2012;0.2
3031;Water collection and processing;Nitrogen oxides (NOx);2013;0.2
3032;Water collection and processing;Nitrogen oxides (NOx);2014;0.2
3033;Water collection and processing;Nitrogen oxides (NOx);2015;0.2
3034;Water collection and processing;Nitrogen oxides (NOx);2016;0.2
3035;Water collection and processing;Nitrogen oxides (NOx);2017;0.2
3036;Water collection and processing;Nitrogen oxides (NOx);2018;0.2
3037;Water collection and processing;Nitrogen oxides (NOx);2019;0.2
3038;Water collection and processing;Nitrogen oxides (NOx);2020;0.2
3039;Water collection and processing;Nitrogen oxides (NOx);2021;0.2
3040;Water collection and processing;Nitrogen oxides (NOx);2022;0.2
3041;Water collection and processing;Nitrogen oxides (NOx);2023;0.2
3042;Water collection and processing;Sulphur dioxide (SO2);1990;0.0
3043;Water collection and processing;Sulphur dioxide (SO2);1995;0.0
3044;Water collection and processing;Sulphur dioxide (SO2);2000;0.0
3045;Water collection and processing;Sulphur dioxide (SO2);2001;0.0
3046;Water collection and processing;Sulphur dioxide (SO2);2002;0.0
3047;Water collection and processing;Sulphur dioxide (SO2);2003;0.0
3048;Water collection and processing;Sulphur dioxide (SO2);2004;0.0
3049;Water collection and processing;Sulphur dioxide (SO2);2005;0.0
3050;Water collection and processing;Sulphur dioxide (SO2);2006;0.1
3051;Water collection and processing;Sulphur dioxide (SO2);2007;0.0
3052;Water collection and processing;Sulphur dioxide (SO2);2008;0.0
3053;Water collection and processing;Sulphur dioxide (SO2);2009;0.0
3054;Water collection and processing;Sulphur dioxide (SO2);2010;0.0
3055;Water collection and processing;Sulphur dioxide (SO2);2011;0.0
3056;Water collection and processing;Sulphur dioxide (SO2);2012;0.0
3057;Water collection and processing;Sulphur dioxide (SO2);2013;0.0
3058;Water collection and processing;Sulphur dioxide (SO2);2014;0.0
3059;Water collection and processing;Sulphur dioxide (SO2);2015;0.0
3060;Water collection and processing;Sulphur dioxide (SO2);2016;0.0
3061;Water collection and processing;Sulphur dioxide (SO2);2017;0.0
3062;Water collection and processing;Sulphur dioxide (SO2);2018;0.0
3063;Water collection and processing;Sulphur dioxide (SO2);2019;0.0
3064;Water collection and processing;Sulphur dioxide (SO2);2020;0.0
3065;Water collection and processing;Sulphur dioxide (SO2);2021;0.0
3066;Water collection and processing;Sulphur dioxide (SO2);2022;0.0
3067;Water collection and processing;Sulphur dioxide (SO2);2023;0.0
3068;Water collection and processing;NMVOC;1990;0.0
3069;Water collection and processing;NMVOC;1995;0.0
3070;Water collection and processing;NMVOC;2000;0.0
3071;Water collection and processing;NMVOC;2001;0.0
3072;Water collection and processing;NMVOC;2002;0.0
3073;Water collection and processing;NMVOC;2003;0.0
3074;Water collection and processing;NMVOC;2004;0.0
3075;Water collection and processing;NMVOC;2005;0.0
3076;Water collection and processing;NMVOC;2006;0.0
3077;Water collection and processing;NMVOC;2007;0.0
3078;Water collection and processing;NMVOC;2008;0.0
3079;Water collection and processing;NMVOC;2009;0.0
3080;Water collection and processing;NMVOC;2010;0.0
3081;Water collection and processing;NMVOC;2011;0.0
3082;Water collection and processing;NMVOC;2012;0.0
3083;Water collection and processing;NMVOC;2013;0.0
3084;Water collection and processing;NMVOC;2014;0.0
3085;Water collection and processing;NMVOC;2015;0.0
3086;Water collection and processing;NMVOC;2016;0.0
3087;Water collection and processing;NMVOC;2017;0.0
3088;Water collection and processing;NMVOC;2018;0.0
3089;Water collection and processing;NMVOC;2019;0.0
3090;Water collection and processing;NMVOC;2020;0.0
3091;Water collection and processing;NMVOC;2021;0.0
3092;Water collection and processing;NMVOC;2022;0.0
3093;Water collection and processing;NMVOC;2023;0.0
3094;Water collection and processing;PM2.5 (Particulate matter);1990;0.0
3095;Water collection and processing;PM2.5 (Particulate matter);1995;0.0
3096;Water collection and processing;PM2.5 (Particulate matter);2000;0.0
3097;Water collection and processing;PM2.5 (Particulate matter);2001;0.0
3098;Water collection and processing;PM2.5 (Particulate matter);2002;0.0
3099;Water collection and processing;PM2.5 (Particulate matter);2003;0.0
3100;Water collection and processing;PM2.5 (Particulate matter);2004;0.0
3101;Water collection and processing;PM2.5 (Particulate matter);2005;0.0
3102;Water collection and processing;PM2.5 (Particulate matter);2006;0.0
3103;Water collection and processing;PM2.5 (Particulate matter);2007;0.0
3104;Water collection and processing;PM2.5 (Particulate matter);2008;0.0
3105;Water collection and processing;PM2.5 (Particulate matter);2009;0.0
3106;Water collection and processing;PM2.5 (Particulate matter);2010;0.0
3107;Water collection and processing;PM2.5 (Particulate matter);2011;0.0
3108;Water collection and processing;PM2.5 (Particulate matter);2012;0.0
3109;Water collection and processing;PM2.5 (Particulate matter);2013;0.0
3110;Water collection and processing;PM2.5 (Particulate matter);2014;0.0
3111;Water collection and processing;PM2.5 (Particulate matter);2015;0.0
3112;Water collection and processing;PM2.5 (Particulate matter);2016;0.0
3113;Water collection and processing;PM2.5 (Particulate matter);2017;0.0
3114;Water collection and processing;PM2.5 (Particulate matter);2018;0.0
3115;Water collection and processing;PM2.5 (Particulate matter);2019;0.0
3116;Water collection and processing;PM2.5 (Particulate matter);2020;0.0
3117;Water collection and processing;PM2.5 (Particulate matter);2021;0.0
3118;Water collection and processing;PM2.5 (Particulate matter);2022;0.0
3119;Water collection and processing;PM2.5 (Particulate matter);2023;0.0
3120;G-U Services;Ammonia (NH3);1990;0.5
3121;G-U Services;Ammonia (NH3);1995;0.5
3122;G-U Services;Ammonia (NH3);2000;0.5
3123;G-U Services;Ammonia (NH3);2001;0.5
3124;G-U Services;Ammonia (NH3);2002;0.6
3125;G-U Services;Ammonia (NH3);2003;0.6
3126;G-U Services;Ammonia (NH3);2004;0.6
3127;G-U Services;Ammonia (NH3);2005;0.6
3128;G-U Services;Ammonia (NH3);2006;0.6
3129;G-U Services;Ammonia (NH3);2007;0.6
3130;G-U Services;Ammonia (NH3);2008;0.6
3131;G-U Services;Ammonia (NH3);2009;0.6
3132;G-U Services;Ammonia (NH3);2010;0.6
3133;G-U Services;Ammonia (NH3);2011;0.6
3134;G-U Services;Ammonia (NH3);2012;0.6
3135;G-U Services;Ammonia (NH3);2013;0.6
3136;G-U Services;Ammonia (NH3);2014;0.6
3137;G-U Services;Ammonia (NH3);2015;0.6
3138;G-U Services;Ammonia (NH3);2016;0.6
3139;G-U Services;Ammonia (NH3);2017;0.6
3140;G-U Services;Ammonia (NH3);2018;0.6
3141;G-U Services;Ammonia (NH3);2019;0.6
3142;G-U Services;Ammonia (NH3);2020;0.6
3143;G-U Services;Ammonia (NH3);2021;0.6
3144;G-U Services;Ammonia (NH3);2022;0.6
3145;G-U Services;Ammonia (NH3);2023;0.7
3146;G-U Services;Nitrogen oxides (NOx);1990;11.3
3147;G-U Services;Nitrogen oxides (NOx);1995;11.4
3148;G-U Services;Nitrogen oxides (NOx);2000;10.5
3149;G-U Services;Nitrogen oxides (NOx);2001;10.2
3150;G-U Services;Nitrogen oxides (NOx);2002;8.9
3151;G-U Services;Nitrogen oxides (NOx);2003;8.9
3152;G-U Services;Nitrogen oxides (NOx);2004;8.2
3153;G-U Services;Nitrogen oxides (NOx);2005;6.4
3154;G-U Services;Nitrogen oxides (NOx);2006;6.3
3155;G-U Services;Nitrogen oxides (NOx);2007;5.5
3156;G-U Services;Nitrogen oxides (NOx);2008;5.8
3157;G-U Services;Nitrogen oxides (NOx);2009;5.5
3158;G-U Services;Nitrogen oxides (NOx);2010;6.2
3159;G-U Services;Nitrogen oxides (NOx);2011;4.5
3160;G-U Services;Nitrogen oxides (NOx);2012;4.8
3161;G-U Services;Nitrogen oxides (NOx);2013;4.7
3162;G-U Services;Nitrogen oxides (NOx);2014;3.6
3163;G-U Services;Nitrogen oxides (NOx);2015;3.8
3164;G-U Services;Nitrogen oxides (NOx);2016;3.6
3165;G-U Services;Nitrogen oxides (NOx);2017;3.6
3166;G-U Services;Nitrogen oxides (NOx);2018;3.2
3167;G-U Services;Nitrogen oxides (NOx);2019;2.9
3168;G-U Services;Nitrogen oxides (NOx);2020;2.6
3169;G-U Services;Nitrogen oxides (NOx);2021;2.8
3170;G-U Services;Nitrogen oxides (NOx);2022;2.4
3171;G-U Services;Nitrogen oxides (NOx);2023;2.3
3172;G-U Services;Sulphur dioxide (SO2);1990;0.8
3173;G-U Services;Sulphur dioxide (SO2);1995;0.3
3174;G-U Services;Sulphur dioxide (SO2);2000;0.2
3175;G-U Services;Sulphur dioxide (SO2);2001;0.2
3176;G-U Services;Sulphur dioxide (SO2);2002;0.1
3177;G-U Services;Sulphur dioxide (SO2);2003;0.2
3178;G-U Services;Sulphur dioxide (SO2);2004;0.1
3179;G-U Services;Sulphur dioxide (SO2);2005;0.1
3180;G-U Services;Sulphur dioxide (SO2);2006;0.1
3181;G-U Services;Sulphur dioxide (SO2);2007;0.1
3182;G-U Services;Sulphur dioxide (SO2);2008;0.1
3183;G-U Services;Sulphur dioxide (SO2);2009;0.1
3184;G-U Services;Sulphur dioxide (SO2);2010;0.1
3185;G-U Services;Sulphur dioxide (SO2);2011;0.1
3186;G-U Services;Sulphur dioxide (SO2);2012;0.1
3187;G-U Services;Sulphur dioxide (SO2);2013;0.1
3188;G-U Services;Sulphur dioxide (SO2);2014;0.1
3189;G-U Services;Sulphur dioxide (SO2);2015;0.1
3190;G-U Services;Sulphur dioxide (SO2);2016;0.1
3191;G-U Services;Sulphur dioxide (SO2);2017;0.1
3192;G-U Services;Sulphur dioxide (SO2);2018;0.1
3193;G-U Services;Sulphur dioxide (SO2);2019;0.1
3194;G-U Services;Sulphur dioxide (SO2);2020;0.1
3195;G-U Services;Sulphur dioxide (SO2);2021;0.1
3196;G-U Services;Sulphur dioxide (SO2);2022;0.1
3197;G-U Services;Sulphur dioxide (SO2);2023;0.1
3198;G-U Services;NMVOC;1990;53.5
3199;G-U Services;NMVOC;1995;33.8
3200;G-U Services;NMVOC;2000;20.7
3201;G-U Services;NMVOC;2001;20.4
3202;G-U Services;NMVOC;2002;19.5
3203;G-U Services;NMVOC;2003;19.4
3204;G-U Services;NMVOC;2004;18.9
3205;G-U Services;NMVOC;2005;23.7
3206;G-U Services;NMVOC;2006;23.6
3207;G-U Services;NMVOC;2007;24.3
3208;G-U Services;NMVOC;2008;24.0
3209;G-U Services;NMVOC;2009;22.5
3210;G-U Services;NMVOC;2010;25.5
3211;G-U Services;NMVOC;2011;25.2
3212;G-U Services;NMVOC;2012;24.5
3213;G-U Services;NMVOC;2013;23.7
3214;G-U Services;NMVOC;2014;23.9
3215;G-U Services;NMVOC;2015;23.8
3216;G-U Services;NMVOC;2016;23.5
3217;G-U Services;NMVOC;2017;24.2
3218;G-U Services;NMVOC;2018;24.4
3219;G-U Services;NMVOC;2019;24.4
3220;G-U Services;NMVOC;2020;25.5
3221;G-U Services;NMVOC;2021;24.2
3222;G-U Services;NMVOC;2022;24.7
3223;G-U Services;NMVOC;2023;25.5
3224;G-U Services;PM2.5 (Particulate matter);1990;0.4
3225;G-U Services;PM2.5 (Particulate matter);1995;0.3
3226;G-U Services;PM2.5 (Particulate matter);2000;0.2
3227;G-U Services;PM2.5 (Particulate matter);2001;0.3
3228;G-U Services;PM2.5 (Particulate matter);2002;0.2
3229;G-U Services;PM2.5 (Particulate matter);2003;0.2
3230;G-U Services;PM2.5 (Particulate matter);2004;0.2
3231;G-U Services;PM2.5 (Particulate matter);2005;0.2
3232;G-U Services;PM2.5 (Particulate matter);2006;0.2
3233;G-U Services;PM2.5 (Particulate matter);2007;0.2
3234;G-U Services;PM2.5 (Particulate matter);2008;0.2
3235;G-U Services;PM2.5 (Particulate matter);2009;0.2
3236;G-U Services;PM2.5 (Particulate matter);2010;0.2
3237;G-U Services;PM2.5 (Particulate matter);2011;0.2
3238;G-U Services;PM2.5 (Particulate matter);2012;0.2
3239;G-U Services;PM2.5 (Particulate matter);2013;0.2
3240;G-U Services;PM2.5 (Particulate matter);2014;0.2
3241;G-U Services;PM2.5 (Particulate matter);2015;0.2
3242;G-U Services;PM2.5 (Particulate matter);2016;0.2
3243;G-U Services;PM2.5 (Particulate matter);2017;0.3
3244;G-U Services;PM2.5 (Particulate matter);2018;0.3
3245;G-U Services;PM2.5 (Particulate matter);2019;0.3
3246;G-U Services;PM2.5 (Particulate matter);2020;0.3
3247;G-U Services;PM2.5 (Particulate matter);2021;0.3
3248;G-U Services;PM2.5 (Particulate matter);2022;0.3
3249;G-U Services;PM2.5 (Particulate matter);2023;0.4
3250;F Construction;Ammonia (NH3);1990;0.2
3251;F Construction;Ammonia (NH3);1995;0.1
3252;F Construction;Ammonia (NH3);2000;0.0
3253;F Construction;Ammonia (NH3);2001;0.0
3254;F Construction;Ammonia (NH3);2002;0.0
3255;F Construction;Ammonia (NH3);2003;0.0
3256;F Construction;Ammonia (NH3);2004;0.0
3257;F Construction;Ammonia (NH3);2005;0.0
3258;F Construction;Ammonia (NH3);2006;0.0
3259;F Construction;Ammonia (NH3);2007;0.0
3260;F Construction;Ammonia (NH3);2008;0.0
3261;F Construction;Ammonia (NH3);2009;0.0
3262;F Construction;Ammonia (NH3);2010;0.0
3263;F Construction;Ammonia (NH3);2011;0.0
3264;F Construction;Ammonia (NH3);2012;0.0
3265;F Construction;Ammonia (NH3);2013;0.0
3266;F Construction;Ammonia (NH3);2014;0.0
3267;F Construction;Ammonia (NH3);2015;0.0
3268;F Construction;Ammonia (NH3);2016;0.0
3269;F Construction;Ammonia (NH3);2017;0.0
3270;F Construction;Ammonia (NH3);2018;0.0
3271;F Construction;Ammonia (NH3);2019;0.0
3272;F Construction;Ammonia (NH3);2020;0.0
3273;F Construction;Ammonia (NH3);2021;0.0
3274;F Construction;Ammonia (NH3);2022;0.0
3275;F Construction;Ammonia (NH3);2023;0.0
3276;F Construction;Nitrogen oxides (NOx);1990;0.5
3277;F Construction;Nitrogen oxides (NOx);1995;0.5
3278;F Construction;Nitrogen oxides (NOx);2000;1.2
3279;F Construction;Nitrogen oxides (NOx);2001;1.1
3280;F Construction;Nitrogen oxides (NOx);2002;0.9
3281;F Construction;Nitrogen oxides (NOx);2003;0.9
3282;F Construction;Nitrogen oxides (NOx);2004;0.8
3283;F Construction;Nitrogen oxides (NOx);2005;0.9
3284;F Construction;Nitrogen oxides (NOx);2006;0.8
3285;F Construction;Nitrogen oxides (NOx);2007;0.9
3286;F Construction;Nitrogen oxides (NOx);2008;0.8
3287;F Construction;Nitrogen oxides (NOx);2009;0.5
3288;F Construction;Nitrogen oxides (NOx);2010;0.7
3289;F Construction;Nitrogen oxides (NOx);2011;0.7
3290;F Construction;Nitrogen oxides (NOx);2012;0.7
3291;F Construction;Nitrogen oxides (NOx);2013;0.6
3292;F Construction;Nitrogen oxides (NOx);2014;0.6
3293;F Construction;Nitrogen oxides (NOx);2015;0.6
3294;F Construction;Nitrogen oxides (NOx);2016;0.5
3295;F Construction;Nitrogen oxides (NOx);2017;0.5
3296;F Construction;Nitrogen oxides (NOx);2018;0.4
3297;F Construction;Nitrogen oxides (NOx);2019;0.5
3298;F Construction;Nitrogen oxides (NOx);2020;0.4
3299;F Construction;Nitrogen oxides (NOx);2021;0.5
3300;F Construction;Nitrogen oxides (NOx);2022;0.5
3301;F Construction;Nitrogen oxides (NOx);2023;0.3
3302;F Construction;Sulphur dioxide (SO2);1990;0.6
3303;F Construction;Sulphur dioxide (SO2);1995;0.5
3304;F Construction;Sulphur dioxide (SO2);2000;0.7
3305;F Construction;Sulphur dioxide (SO2);2001;0.4
3306;F Construction;Sulphur dioxide (SO2);2002;0.6
3307;F Construction;Sulphur dioxide (SO2);2003;0.1
3308;F Construction;Sulphur dioxide (SO2);2004;0.2
3309;F Construction;Sulphur dioxide (SO2);2005;0.1
3310;F Construction;Sulphur dioxide (SO2);2006;0.2
3311;F Construction;Sulphur dioxide (SO2);2007;0.1
3312;F Construction;Sulphur dioxide (SO2);2008;0.1
3313;F Construction;Sulphur dioxide (SO2);2009;0.1
3314;F Construction;Sulphur dioxide (SO2);2010;0.1
3315;F Construction;Sulphur dioxide (SO2);2011;0.1
3316;F Construction;Sulphur dioxide (SO2);2012;0.1
3317;F Construction;Sulphur dioxide (SO2);2013;0.1
3318;F Construction;Sulphur dioxide (SO2);2014;0.1
3319;F Construction;Sulphur dioxide (SO2);2015;0.1
3320;F Construction;Sulphur dioxide (SO2);2016;0.1
3321;F Construction;Sulphur dioxide (SO2);2017;0.1
3322;F Construction;Sulphur dioxide (SO2);2018;0.0
3323;F Construction;Sulphur dioxide (SO2);2019;0.0
3324;F Construction;Sulphur dioxide (SO2);2020;0.0
3325;F Construction;Sulphur dioxide (SO2);2021;0.0
3326;F Construction;Sulphur dioxide (SO2);2022;0.0
3327;F Construction;Sulphur dioxide (SO2);2023;0.0
3328;F Construction;NMVOC;1990;22.0
3329;F Construction;NMVOC;1995;17.3
3330;F Construction;NMVOC;2000;15.2
3331;F Construction;NMVOC;2001;12.4
3332;F Construction;NMVOC;2002;12.1
3333;F Construction;NMVOC;2003;9.5
3334;F Construction;NMVOC;2004;7.6
3335;F Construction;NMVOC;2005;9.3
3336;F Construction;NMVOC;2006;8.8
3337;F Construction;NMVOC;2007;9.0
3338;F Construction;NMVOC;2008;6.0
3339;F Construction;NMVOC;2009;7.9
3340;F Construction;NMVOC;2010;8.2
3341;F Construction;NMVOC;2011;7.2
3342;F Construction;NMVOC;2012;6.6
3343;F Construction;NMVOC;2013;6.1
3344;F Construction;NMVOC;2014;6.9
3345;F Construction;NMVOC;2015;6.0
3346;F Construction;NMVOC;2016;5.0
3347;F Construction;NMVOC;2017;4.9
3348;F Construction;NMVOC;2018;4.9
3349;F Construction;NMVOC;2019;4.8
3350;F Construction;NMVOC;2020;5.0
3351;F Construction;NMVOC;2021;5.3
3352;F Construction;NMVOC;2022;5.3
3353;F Construction;NMVOC;2023;4.6
3354;F Construction;PM2.5 (Particulate matter);1990;0.3
3355;F Construction;PM2.5 (Particulate matter);1995;0.3
3356;F Construction;PM2.5 (Particulate matter);2000;0.5
