ID;BedrijfstakkenBranchesSBI2008;Perioden;NietSeizoengecorrigeerd_1;Seizoengecorrigeerd_2;NietSeizoengecorrigeerd_3;Seizoengecorrigeerd_4;NietSeizoengecorrigeerd_5;Seizoengecorrigeerd_6;NietSeizoengecorrigeerd_7;Seizoengecorrigeerd_8;NietSeizoengecorrigeerd_9;Seizoengecorrigeerd_10;NietSeizoengecorrigeerd_11;Seizoengecorrigeerd_12
366;B Delfstoffenwinning;2003 3e kwartaal;;;;;;;;;;;;
367;B Delfstoffenwinning;2003 4e kwartaal;;;;;;;;;;;;
368;B Delfstoffenwinning;2004 1e kwartaal;;;;;;;;;;;;
369;B Delfstoffenwinning;2004 2e kwartaal;;;;;;;;;;;;
370;B Delfstoffenwinning;2004 3e kwartaal;;;;;;;;;;;;
371;B Delfstoffenwinning;2004 4e kwartaal;;;;;;;;;;;;
372;B Delfstoffenwinning;2005 1e kwartaal;;;;;;;;;;;;
373;B Delfstoffenwinning;2005 2e kwartaal;;;;;;;;;;;;
374;B Delfstoffenwinning;2005 3e kwartaal;;;;;;;;;;;;
375;B Delfstoffenwinning;2005 4e kwartaal;;;;;;;;;;;;
376;B Delfstoffenwinning;2006 1e kwartaal;;;;;;;;;;;;
377;B Delfstoffenwinning;2006 2e kwartaal;;;;;;;;;;;;
378;B Delfstoffenwinning;2006 3e kwartaal;;;;;;;;;;;;
379;B Delfstoffenwinning;2006 4e kwartaal;;;;;;;;;;;;
380;B Delfstoffenwinning;2007 1e kwartaal;;;;;;;;;;;;
381;B Delfstoffenwinning;2007 2e kwartaal;;;;;;;;;;;;
382;B Delfstoffenwinning;2007 3e kwartaal;;;;;;;;;;;;
383;B Delfstoffenwinning;2007 4e kwartaal;;;;;;;;;;;;
384;B Delfstoffenwinning;2008 1e kwartaal;;;;;;;;;;;;
385;B Delfstoffenwinning;2008 2e kwartaal;;;;;;;;;;;;
386;B Delfstoffenwinning;2008 3e kwartaal;;;;;;;;;;;;
387;B Delfstoffenwinning;2008 4e kwartaal;;;;;;;;;;;;
388;B Delfstoffenwinning;2009 1e kwartaal;;;;;;;;;;;;
389;B Delfstoffenwinning;2009 2e kwartaal;;;;;;;;;;;;
390;B Delfstoffenwinning;2009 3e kwartaal;;;;;;;;;;;;
391;B Delfstoffenwinning;2009 4e kwartaal;;;;;;;;;;;;
392;B Delfstoffenwinning;2010 1e kwartaal;;;;;;;;;;;;
393;B Delfstoffenwinning;2010 2e kwartaal;;;;;;;;;;;;
394;B Delfstoffenwinning;2010 3e kwartaal;;;;;;;;;;;;
395;B Delfstoffenwinning;2010 4e kwartaal;;;;;;;;;;;;
396;B Delfstoffenwinning;2011 1e kwartaal;;;;;;;;;;;;
397;B Delfstoffenwinning;2011 2e kwartaal;;;;;;;;;;;;
398;B Delfstoffenwinning;2011 3e kwartaal;;;;;;;;;;;;
399;B Delfstoffenwinning;2011 4e kwartaal;;;;;;;;;;;;
400;B Delfstoffenwinning;2012 1e kwartaal;;;;;;;;;;;;
401;B Delfstoffenwinning;2012 2e kwartaal;;;;;;;;;;;;
402;B Delfstoffenwinning;2012 3e kwartaal;;;;;;;;;;;;
403;B Delfstoffenwinning;2012 4e kwartaal;;;;;;;;;;;;
404;B Delfstoffenwinning;2013 1e kwartaal;;;;;;;;;;;;
405;B Delfstoffenwinning;2013 2e kwartaal;;;;;;;;;;;;
406;B Delfstoffenwinning;2013 3e kwartaal;;;;;;;;;;;;
407;B Delfstoffenwinning;2013 4e kwartaal;;;;;;;;;;;;
408;B Delfstoffenwinning;2014 1e kwartaal;;;;;;;;;;;;
409;B Delfstoffenwinning;2014 2e kwartaal;;;;;;;;;;;;
410;B Delfstoffenwinning;2014 3e kwartaal;;;;;;;;;;;;
411;B Delfstoffenwinning;2014 4e kwartaal;;;;;;;;;;;;
412;B Delfstoffenwinning;2015 1e kwartaal;;;;;;;;;;;;
413;B Delfstoffenwinning;2015 2e kwartaal;;;;;;;;;;;;
414;B Delfstoffenwinning;2015 3e kwartaal;;;;;;;;;;;;
415;B Delfstoffenwinning;2015 4e kwartaal;;;;;;;;;;;;
416;B Delfstoffenwinning;2016 1e kwartaal;;;;;;;;;;;;
417;B Delfstoffenwinning;2016 2e kwartaal;;;;;;;;;;;;
418;B Delfstoffenwinning;2016 3e kwartaal;;;;;;;;;;;;
419;B Delfstoffenwinning;2016 4e kwartaal;;;;;;;;;;;;
420;B Delfstoffenwinning;2017 1e kwartaal;;;;;;;;;;;;
421;B Delfstoffenwinning;2017 2e kwartaal;;;;;;;;;;;;
422;B Delfstoffenwinning;2017 3e kwartaal;;;;;;;;;;;;
423;B Delfstoffenwinning;2017 4e kwartaal;;;;;;;;;;;;
424;B Delfstoffenwinning;2018 1e kwartaal;;;;;;;;;;;;
425;B Delfstoffenwinning;2018 2e kwartaal;;;;;;;;;;;;
426;B Delfstoffenwinning;2018 3e kwartaal;;;;;;;;;;;;
427;B Delfstoffenwinning;2018 4e kwartaal;;;;;;;;;;;;
428;B Delfstoffenwinning;2019 1e kwartaal;;;;;;;;;;;;
429;B Delfstoffenwinning;2019 2e kwartaal;;;;;;;;;;;;
430;B Delfstoffenwinning;2019 3e kwartaal;;;;;;;;;;;;
431;B Delfstoffenwinning;2019 4e kwartaal;;;;;;;;;;;;
432;B Delfstoffenwinning;2020 1e kwartaal;;;;;;;;;;;;
433;B Delfstoffenwinning;2020 2e kwartaal;;;;;;;;;;;;
434;B Delfstoffenwinning;2020 3e kwartaal;;;;;;;;;;;;
435;B Delfstoffenwinning;2020 4e kwartaal;;;;;;;;;;;;
436;B Delfstoffenwinning;2021 1e kwartaal;;;;;;;;;;;;
437;B Delfstoffenwinning;2021 2e kwartaal;;;;;;;;;;;;
438;B Delfstoffenwinning;2021 3e kwartaal;;;;;;;;;;;;
439;B Delfstoffenwinning;2021 4e kwartaal;;;;;;;;;;;;
440;B Delfstoffenwinning;2022 1e kwartaal;;;;;;;;;;;;
441;B Delfstoffenwinning;2022 2e kwartaal;;;;;;;;;;;;
442;B Delfstoffenwinning;2022 3e kwartaal;;;;;;;;;;;;
443;B Delfstoffenwinning;2022 4e kwartaal;;;;;;;;;;;;
444;B Delfstoffenwinning;2023 1e kwartaal;;;;;;;;;;;;
445;B Delfstoffenwinning;2023 2e kwartaal;;;;;;;;;;;;
446;B Delfstoffenwinning;2023 3e kwartaal;;;;;;;;;;;;
447;B Delfstoffenwinning;2023 4e kwartaal;;;;;;;;;;;;
448;C Industrie;1996 1e kwartaal;95.7;99.8;95.2;99.8;7.6;8.0;17.6;19.2;14.6;14.7;33.0;34.5
449;C Industrie;1996 2e kwartaal;114.4;99.4;115.2;99.6;9.1;8.0;23.2;19.3;14.5;14.7;36.0;34.7
450;C Industrie;1996 3e kwartaal;89.4;97.6;89.5;97.8;7.4;8.0;19.9;19.2;15.2;15.0;39.8;35.2
451;C Industrie;1996 4e kwartaal;94.2;97.0;94.1;97.1;7.9;8.0;17.3;19.2;15.3;15.1;32.9;35.4
452;C Industrie;1997 1e kwartaal;97.0;99.2;96.5;99.3;7.7;8.0;18.2;19.4;14.5;14.8;33.7;35.1
453;C Industrie;1997 2e kwartaal;113.7;99.0;114.1;99.0;9.2;8.1;22.9;19.4;14.8;15.0;35.9;35.1
454;C Industrie;1997 3e kwartaal;89.6;97.9;89.7;98.0;7.5;8.1;20.5;19.7;15.4;15.2;40.8;36.1
455;C Industrie;1997 4e kwartaal;94.3;96.8;94.1;96.8;8.1;8.2;17.9;19.8;15.6;15.5;34.0;36.5
456;C Industrie;1998 1e kwartaal;93.0;96.0;92.8;96.2;7.9;8.3;18.4;19.8;15.5;15.8;35.4;36.9
457;C Industrie;1998 2e kwartaal;110.6;96.1;111.6;96.5;9.4;8.3;23.9;20.0;15.5;15.8;38.2;37.1
458;C Industrie;1998 3e kwartaal;89.9;97.9;90.3;98.3;7.8;8.4;21.2;20.3;15.8;15.7;41.9;37.1
459;C Industrie;1998 4e kwartaal;95.9;99.1;96.1;99.6;8.3;8.4;18.4;20.6;15.7;15.5;34.3;37.0
460;C Industrie;1999 1e kwartaal;95.4;98.1;95.2;98.4;8.2;8.5;19.1;20.7;15.6;15.9;36.0;37.7
461;C Industrie;1999 2e kwartaal;111.2;97.2;112.0;97.5;9.7;8.6;24.8;20.9;16.0;16.1;39.6;38.3
462;C Industrie;1999 3e kwartaal;89.0;96.6;89.3;96.9;8.0;8.7;22.1;21.1;16.5;16.4;44.1;39.1
463;C Industrie;1999 4e kwartaal;90.9;94.7;90.7;94.8;8.5;8.7;18.7;21.1;17.1;16.8;36.8;39.9
464;C Industrie;2000 1e kwartaal;94.5;98.8;94.0;99.0;8.7;9.0;20.0;22.2;16.8;16.7;38.1;40.2
465;C Industrie;2000 2e kwartaal;110.1;97.5;110.5;97.5;10.2;9.0;25.9;21.8;16.9;16.9;41.8;40.0
466;C Industrie;2000 3e kwartaal;90.1;96.8;90.4;97.0;8.4;9.1;23.8;22.5;17.1;17.2;47.1;41.7
467;C Industrie;2000 4e kwartaal;92.4;93.7;92.4;93.7;8.9;9.1;20.7;22.5;17.7;17.8;40.1;43.1
468;C Industrie;2001 1e kwartaal;92.9;96.5;92.4;96.7;8.9;9.2;20.7;22.7;17.4;17.5;40.0;42.0
469;C Industrie;2001 2e kwartaal;107.0;95.2;107.5;95.2;10.3;9.1;26.7;22.4;17.7;17.6;44.4;42.2
470;C Industrie;2001 3e kwartaal;90.5;96.9;90.7;97.0;8.6;9.3;24.2;22.9;17.5;17.6;47.7;42.4
471;C Industrie;2001 4e kwartaal;94.0;95.8;93.8;95.8;9.2;9.4;20.9;23.0;17.8;17.9;39.8;43.0
472;C Industrie;2002 1e kwartaal;96.3;99.1;95.4;98.7;9.2;9.5;21.7;23.5;17.4;17.6;40.7;42.7
473;C Industrie;2002 2e kwartaal;110.7;98.5;111.0;98.3;10.9;9.6;28.3;23.8;18.0;17.9;45.6;43.3
474;C Industrie;2002 3e kwartaal;91.6;99.0;91.4;98.8;9.1;9.8;25.0;24.1;18.1;18.1;48.9;43.7
475;C Industrie;2002 4e kwartaal;97.7;99.3;97.6;99.4;9.7;9.9;22.2;24.3;18.1;18.2;40.7;43.9
476;C Industrie;2003 1e kwartaal;96.4;99.8;95.5;99.4;9.5;9.9;22.3;24.3;18.0;18.1;41.8;43.7
477;C Industrie;2003 2e kwartaal;114.6;100.8;115.0;100.5;11.4;10.0;29.5;24.6;18.1;18.2;45.9;43.9
478;C Industrie;2003 3e kwartaal;92.3;100.1;92.0;99.8;9.4;10.1;25.7;25.0;18.6;18.5;49.9;44.8
479;C Industrie;2003 4e kwartaal;98.0;99.3;97.6;99.2;10.0;10.2;23.1;25.2;18.7;18.8;42.2;45.6
480;C Industrie;2004 1e kwartaal;93.4;97.6;92.6;97.5;10.0;10.4;23.1;25.5;19.5;19.5;44.6;46.9
481;C Industrie;2004 2e kwartaal;110.5;97.0;110.9;96.8;11.8;10.3;30.7;25.4;19.5;19.5;49.5;47.0
482;C Industrie;2004 3e kwartaal;89.3;96.9;89.1;96.7;9.6;10.4;26.2;25.7;19.7;19.7;52.6;47.7
483;C Industrie;2004 4e kwartaal;94.1;97.0;93.3;96.3;10.3;10.5;23.1;25.8;20.0;19.8;44.2;48.0
484;C Industrie;2005 1e kwartaal;90.7;94.2;90.0;94.5;10.0;10.5;23.8;26.0;20.3;20.4;47.3;49.2
485;C Industrie;2005 2e kwartaal;106.1;94.7;106.8;94.8;12.0;10.6;31.2;26.3;20.8;20.4;52.2;49.6
486;C Industrie;2005 3e kwartaal;86.1;93.4;85.9;93.1;9.8;10.6;26.6;26.3;20.8;20.9;55.3;50.6
487;C Industrie;2005 4e kwartaal;90.6;92.4;90.4;92.4;10.4;10.6;24.2;26.3;21.1;21.0;47.8;51.1
488;C Industrie;2006 1e kwartaal;90.1;95.0;89.2;95.2;10.2;10.7;23.7;26.4;20.8;20.6;47.4;49.8
489;C Industrie;2006 2e kwartaal;104.9;92.4;105.6;92.4;12.3;10.8;32.5;26.8;21.5;21.3;55.0;52.0
490;C Industrie;2006 3e kwartaal;85.8;92.0;86.0;92.2;9.9;10.8;27.2;26.9;21.0;21.5;56.5;52.2
491;C Industrie;2006 4e kwartaal;89.3;90.8;89.2;90.8;10.7;10.9;25.3;27.2;22.0;22.0;50.8;53.7
492;C Industrie;2007 1e kwartaal;84.1;88.6;83.3;88.2;10.6;11.0;24.6;27.0;23.0;22.7;52.8;55.0
493;C Industrie;2007 2e kwartaal;102.9;89.9;103.2;89.9;12.6;11.0;33.4;27.1;22.4;22.4;57.8;54.0
494;C Industrie;2007 3e kwartaal;84.5;90.9;84.6;90.9;10.1;11.1;27.7;27.6;21.9;22.4;58.5;54.4
495;C Industrie;2007 4e kwartaal;90.0;92.3;89.8;92.5;11.3;11.5;26.2;28.5;22.9;22.8;52.2;55.3
496;C Industrie;2008 1e kwartaal;88.8;94.2;88.0;93.6;11.3;11.7;26.8;29.0;23.2;22.7;54.5;55.4
497;C Industrie;2008 2e kwartaal;107.0;95.3;107.3;95.2;13.4;11.7;35.4;29.0;22.9;22.4;59.0;54.6
498;C Industrie;2008 3e kwartaal;89.9;96.1;89.8;96.2;10.6;11.7;28.7;29.3;21.6;22.3;57.2;54.6
499;C Industrie;2008 4e kwartaal;97.6;98.1;97.5;98.2;11.5;11.8;27.1;29.5;21.6;22.0;49.6;53.8
500;C Industrie;2009 1e kwartaal;106.0;112.4;105.5;112.4;11.5;11.9;28.2;30.3;19.9;19.4;47.8;48.3
501;C Industrie;2009 2e kwartaal;121.5;107.2;122.3;107.4;13.7;11.9;37.7;30.4;20.7;20.4;55.2;50.8
502;C Industrie;2009 3e kwartaal;99.1;106.1;99.4;106.5;11.1;12.2;30.4;31.3;20.5;21.1;54.6;52.6
503;C Industrie;2009 4e kwartaal;100.8;102.5;100.7;102.5;12.0;12.2;28.3;31.1;21.7;21.8;50.3;54.4
504;C Industrie;2010 1e kwartaal;98.4;99.0;97.9;99.3;11.2;11.6;27.5;29.5;20.9;21.5;50.2;53.2
505;C Industrie;2010 2e kwartaal;110.0;98.4;111.1;98.6;13.5;11.8;37.2;29.8;22.5;22.0;59.8;54.1
506;C Industrie;2010 3e kwartaal;89.0;97.2;89.1;97.4;10.8;11.9;28.4;29.5;22.3;22.4;57.0;54.3
507;C Industrie;2010 4e kwartaal;92.9;96.2;92.7;96.3;11.8;12.0;27.2;29.9;23.2;22.8;52.4;55.6
508;C Industrie;2011 1e kwartaal;94.4;94.9;93.8;95.3;11.8;12.2;28.2;30.5;22.8;23.5;53.8;57.4
509;C Industrie;2011 2e kwartaal;106.7;95.2;107.5;95.5;14.0;12.2;37.3;30.9;23.9;23.5;62.1;58.0
510;C Industrie;2011 3e kwartaal;87.9;96.3;87.4;95.9;11.2;12.3;29.2;30.4;23.4;23.5;59.7;56.8
511;C Industrie;2011 4e kwartaal;94.9;98.1;94.8;98.1;12.2;12.4;28.9;30.8;23.5;23.1;54.5;56.3
512;C Industrie;2012 1e kwartaal;96.0;96.8;95.5;97.0;12.0;12.5;28.4;31.0;22.9;23.6;53.1;57.3
513;C Industrie;2012 2e kwartaal;110.1;98.4;110.9;98.6;14.4;12.6;38.2;31.4;23.9;23.4;61.6;57.1
514;C Industrie;2012 3e kwartaal;92.3;100.2;92.1;100.2;11.6;12.8;31.0;31.8;23.0;23.3;60.1;56.9
515;C Industrie;2012 4e kwartaal;95.7;100.1;95.3;99.6;12.5;12.8;30.3;32.2;24.0;23.3;56.9;57.8
516;C Industrie;2013 1e kwartaal;101.4;102.1;100.6;101.8;12.4;12.9;30.0;32.0;22.4;23.1;53.3;56.4
517;C Industrie;2013 2e kwartaal;113.2;101.0;113.2;100.6;14.8;12.9;38.6;31.8;23.9;23.5;60.9;56.7
518;C Industrie;2013 3e kwartaal;92.7;99.7;92.7;100.2;11.8;13.0;30.8;32.0;23.3;23.9;59.3;57.3
519;C Industrie;2013 4e kwartaal;93.5;98.2;93.2;97.9;12.8;13.0;30.2;31.9;25.0;24.2;57.8;58.4
520;C Industrie;2014 1e kwartaal;99.3;100.5;98.8;100.5;12.9;13.3;30.5;32.6;23.7;24.3;55.3;58.1
521;C Industrie;2014 2e kwartaal;112.6;100.2;112.5;99.8;15.3;13.4;39.9;33.5;24.8;24.4;63.3;60.0
522;C Industrie;2014 3e kwartaal;94.1;101.9;93.4;101.3;12.3;13.6;31.6;32.9;24.0;24.4;60.4;58.1
523;C Industrie;2014 4e kwartaal;98.5;102.4;98.3;102.3;13.5;13.7;31.9;33.8;25.0;24.5;58.1;59.1
524;C Industrie;2015 1e kwartaal;98.9;100.3;97.8;99.3;12.8;13.3;30.8;32.8;23.7;24.3;56.3;59.3
525;C Industrie;2015 2e kwartaal;113.2;99.8;113.9;100.0;15.4;13.4;40.6;33.2;24.8;24.6;63.7;59.5
526;C Industrie;2015 3e kwartaal;93.9;99.5;94.0;99.8;12.2;13.4;31.8;33.1;23.7;24.7;60.5;59.4
527;C Industrie;2015 4e kwartaal;94.0;100.4;94.3;100.9;13.3;13.5;31.0;33.2;25.8;24.6;58.7;58.9
528;C Industrie;2016 1e kwartaal;99.8;100.6;99.6;100.7;13.2;13.6;31.7;33.7;24.1;24.8;56.9;60.0
529;C Industrie;2016 2e kwartaal;112.7;101.5;113.4;101.9;15.7;13.7;39.8;33.6;25.4;24.6;62.8;59.0
530;C Industrie;2016 3e kwartaal;94.3;100.6;94.9;101.3;12.5;13.7;32.7;34.0;24.2;25.0;61.6;60.2
531;C Industrie;2016 4e kwartaal;94.2;99.1;94.2;99.4;13.4;13.7;31.9;33.7;26.0;25.2;60.5;60.8
532;C Industrie;2017 1e kwartaal;95.8;98.0;95.5;98.4;13.3;13.8;31.3;34.2;25.4;25.8;58.7;62.2
533;C Industrie;2017 2e kwartaal;109.6;96.7;110.5;97.2;15.9;13.9;41.2;34.4;26.6;26.3;66.7;63.3
534;C Industrie;2017 3e kwartaal;91.4;97.0;91.7;97.4;12.6;13.9;33.5;34.4;25.3;26.3;65.3;63.3
535;C Industrie;2017 4e kwartaal;91.3;96.5;91.6;96.4;13.8;14.1;33.4;34.9;27.5;26.7;65.2;64.8
536;C Industrie;2018 1e kwartaal;95.3;96.7;94.5;96.5;13.7;14.2;32.7;35.1;26.3;26.8;61.9;65.3
537;C Industrie;2018 2e kwartaal;109.6;97.1;110.0;97.2;16.3;14.2;42.4;35.4;27.2;26.8;68.8;65.2
538;C Industrie;2018 3e kwartaal;91.9;97.6;91.6;97.4;13.0;14.3;34.5;35.5;25.8;26.8;67.4;65.3
539;C Industrie;2018 4e kwartaal;92.1;98.4;92.4;98.5;13.9;14.2;33.2;35.0;27.6;26.4;64.2;63.7
540;C Industrie;2019 1e kwartaal;99.7;99.8;99.4;100.2;13.9;14.4;33.6;35.5;25.6;26.3;60.4;63.5
541;C Industrie;2019 2e kwartaal;115.3;102.5;115.3;102.5;16.7;14.5;43.0;36.5;26.4;26.0;66.6;63.8
542;C Industrie;2019 3e kwartaal;95.8;102.4;95.6;102.4;13.3;14.7;34.8;36.4;25.4;26.2;65.0;63.6
543;C Industrie;2019 4e kwartaal;95.4;102.2;95.7;102.9;14.4;14.7;34.6;36.5;27.5;26.4;64.7;63.6
544;C Industrie;2020 1e kwartaal;103.2;103.5;103.2;103.8;14.5;14.8;36.4;38.8;25.6;26.3;63.0;66.9
545;C Industrie;2020 2e kwartaal;120.9;105.6;120.8;105.4;16.0;13.8;42.9;35.3;24.1;24.0;63.5;60.0
546;C Industrie;2020 3e kwartaal;98.8;105.1;99.3;105.5;13.4;14.8;38.0;37.6;24.8;25.8;68.4;63.9
547;C Industrie;2020 4e kwartaal;93.1;101.6;92.6;100.9;14.4;14.8;34.8;37.7;28.3;26.7;67.1;66.9
548;C Industrie;2021 1e kwartaal;97.7;98.2;97.1;98.1;14.7;15.0;35.4;37.8;27.5;28.0;65.1;69.0
549;C Industrie;2021 2e kwartaal;110.9;97.1;110.1;96.6;17.2;15.1;44.1;37.7;28.4;28.4;71.6;69.9
550;C Industrie;2021 3e kwartaal;92.3;98.2;92.0;97.5;13.8;15.3;38.9;38.6;27.4;28.5;75.7;71.0
551;C Industrie;2021 4e kwartaal;89.9;97.8;89.7;98.0;15.0;15.4;35.5;39.0;30.4;28.8;70.8;71.3
552;C Industrie;2022 1e kwartaal;100.0;100.5;99.3;100.4;15.7;16.0;37.3;40.2;28.7;29.0;67.1;71.8
553;C Industrie;2022 2e kwartaal;113.5;100.6;113.6;100.7;18.2;16.0;47.9;41.0;29.4;29.2;75.4;73.0
554;C Industrie;2022 3e kwartaal;98.2;103.2;98.2;103.4;14.8;16.3;41.3;41.0;27.5;28.9;75.2;71.1
555;C Industrie;2022 4e kwartaal;95.7;103.9;95.3;102.9;15.9;16.4;38.7;41.5;30.4;28.9;72.7;72.2
556;C Industrie;2023 1e kwartaal;107.7;108.5;106.2;107.8;16.7;16.9;39.4;43.0;28.3;28.6;66.3;71.4
557;C Industrie;2023 2e kwartaal;124.7;109.9;124.1;109.3;19.4;17.1;50.9;43.5;28.5;28.5;73.3;71.2
558;C Industrie;2023 3e kwartaal;105.3;110.7;104.7;109.8;15.6;17.2;44.2;43.5;27.1;28.4;75.4;70.9
559;C Industrie;2023 4e kwartaal;103.0;111.6;102.5;111.2;17.0;17.5;42.2;44.4;30.2;28.7;73.6;71.5
560;D Energievoorziening;1996 1e kwartaal;;;;;;;;;;;;
561;D Energievoorziening;1996 2e kwartaal;;;;;;;;;;;;
562;D Energievoorziening;1996 3e kwartaal;;;;;;;;;;;;
563;D Energievoorziening;1996 4e kwartaal;;;;;;;;;;;;
564;D Energievoorziening;1997 1e kwartaal;;;;;;;;;;;;
565;D Energievoorziening;1997 2e kwartaal;;;;;;;;;;;;
566;D Energievoorziening;1997 3e kwartaal;;;;;;;;;;;;
567;D Energievoorziening;1997 4e kwartaal;;;;;;;;;;;;
568;D Energievoorziening;1998 1e kwartaal;;;;;;;;;;;;
569;D Energievoorziening;1998 2e kwartaal;;;;;;;;;;;;
570;D Energievoorziening;1998 3e kwartaal;;;;;;;;;;;;
571;D Energievoorziening;1998 4e kwartaal;;;;;;;;;;;;
572;D Energievoorziening;1999 1e kwartaal;;;;;;;;;;;;
573;D Energievoorziening;1999 2e kwartaal;;;;;;;;;;;;
574;D Energievoorziening;1999 3e kwartaal;;;;;;;;;;;;
575;D Energievoorziening;1999 4e kwartaal;;;;;;;;;;;;
576;D Energievoorziening;2000 1e kwartaal;;;;;;;;;;;;
577;D Energievoorziening;2000 2e kwartaal;;;;;;;;;;;;
578;D Energievoorziening;2000 3e kwartaal;;;;;;;;;;;;
579;D Energievoorziening;2000 4e kwartaal;;;;;;;;;;;;
580;D Energievoorziening;2001 1e kwartaal;;;;;;;;;;;;
581;D Energievoorziening;2001 2e kwartaal;;;;;;;;;;;;
582;D Energievoorziening;2001 3e kwartaal;;;;;;;;;;;;
583;D Energievoorziening;2001 4e kwartaal;;;;;;;;;;;;
584;D Energievoorziening;2002 1e kwartaal;;;;;;;;;;;;
585;D Energievoorziening;2002 2e kwartaal;;;;;;;;;;;;
586;D Energievoorziening;2002 3e kwartaal;;;;;;;;;;;;
587;D Energievoorziening;2002 4e kwartaal;;;;;;;;;;;;
588;D Energievoorziening;2003 1e kwartaal;;;;;;;;;;;;
589;D Energievoorziening;2003 2e kwartaal;;;;;;;;;;;;
590;D Energievoorziening;2003 3e kwartaal;;;;;;;;;;;;
591;D Energievoorziening;2003 4e kwartaal;;;;;;;;;;;;
592;D Energievoorziening;2004 1e kwartaal;;;;;;;;;;;;
593;D Energievoorziening;2004 2e kwartaal;;;;;;;;;;;;
594;D Energievoorziening;2004 3e kwartaal;;;;;;;;;;;;
595;D Energievoorziening;2004 4e kwartaal;;;;;;;;;;;;
596;D Energievoorziening;2005 1e kwartaal;;;;;;;;;;;;
597;D Energievoorziening;2005 2e kwartaal;;;;;;;;;;;;
598;D Energievoorziening;2005 3e kwartaal;;;;;;;;;;;;
599;D Energievoorziening;2005 4e kwartaal;;;;;;;;;;;;
600;D Energievoorziening;2006 1e kwartaal;;;;;;;;;;;;
601;D Energievoorziening;2006 2e kwartaal;;;;;;;;;;;;
602;D Energievoorziening;2006 3e kwartaal;;;;;;;;;;;;
603;D Energievoorziening;2006 4e kwartaal;;;;;;;;;;;;
604;D Energievoorziening;2007 1e kwartaal;;;;;;;;;;;;
605;D Energievoorziening;2007 2e kwartaal;;;;;;;;;;;;
606;D Energievoorziening;2007 3e kwartaal;;;;;;;;;;;;
607;D Energievoorziening;2007 4e kwartaal;;;;;;;;;;;;
608;D Energievoorziening;2008 1e kwartaal;;;;;;;;;;;;
609;D Energievoorziening;2008 2e kwartaal;;;;;;;;;;;;
610;D Energievoorziening;2008 3e kwartaal;;;;;;;;;;;;
611;D Energievoorziening;2008 4e kwartaal;;;;;;;;;;;;
612;D Energievoorziening;2009 1e kwartaal;;;;;;;;;;;;
613;D Energievoorziening;2009 2e kwartaal;;;;;;;;;;;;
614;D Energievoorziening;2009 3e kwartaal;;;;;;;;;;;;
615;D Energievoorziening;2009 4e kwartaal;;;;;;;;;;;;
616;D Energievoorziening;2010 1e kwartaal;;;;;;;;;;;;
617;D Energievoorziening;2010 2e kwartaal;;;;;;;;;;;;
618;D Energievoorziening;2010 3e kwartaal;;;;;;;;;;;;
619;D Energievoorziening;2010 4e kwartaal;;;;;;;;;;;;
620;D Energievoorziening;2011 1e kwartaal;;;;;;;;;;;;
621;D Energievoorziening;2011 2e kwartaal;;;;;;;;;;;;
622;D Energievoorziening;2011 3e kwartaal;;;;;;;;;;;;
623;D Energievoorziening;2011 4e kwartaal;;;;;;;;;;;;
624;D Energievoorziening;2012 1e kwartaal;;;;;;;;;;;;
625;D Energievoorziening;2012 2e kwartaal;;;;;;;;;;;;
626;D Energievoorziening;2012 3e kwartaal;;;;;;;;;;;;
627;D Energievoorziening;2012 4e kwartaal;;;;;;;;;;;;
628;D Energievoorziening;2013 1e kwartaal;;;;;;;;;;;;
629;D Energievoorziening;2013 2e kwartaal;;;;;;;;;;;;
630;D Energievoorziening;2013 3e kwartaal;;;;;;;;;;;;
631;D Energievoorziening;2013 4e kwartaal;;;;;;;;;;;;
632;D Energievoorziening;2014 1e kwartaal;;;;;;;;;;;;
633;D Energievoorziening;2014 2e kwartaal;;;;;;;;;;;;
634;D Energievoorziening;2014 3e kwartaal;;;;;;;;;;;;
635;D Energievoorziening;2014 4e kwartaal;;;;;;;;;;;;
636;D Energievoorziening;2015 1e kwartaal;;;;;;;;;;;;
637;D Energievoorziening;2015 2e kwartaal;;;;;;;;;;;;
638;D Energievoorziening;2015 3e kwartaal;;;;;;;;;;;;
639;D Energievoorziening;2015 4e kwartaal;;;;;;;;;;;;
640;D Energievoorziening;2016 1e kwartaal;;;;;;;;;;;;
641;D Energievoorziening;2016 2e kwartaal;;;;;;;;;;;;
642;D Energievoorziening;2016 3e kwartaal;;;;;;;;;;;;
643;D Energievoorziening;2016 4e kwartaal;;;;;;;;;;;;
644;D Energievoorziening;2017 1e kwartaal;;;;;;;;;;;;
645;D Energievoorziening;2017 2e kwartaal;;;;;;;;;;;;
646;D Energievoorziening;2017 3e kwartaal;;;;;;;;;;;;
647;D Energievoorziening;2017 4e kwartaal;;;;;;;;;;;;
648;D Energievoorziening;2018 1e kwartaal;;;;;;;;;;;;
649;D Energievoorziening;2018 2e kwartaal;;;;;;;;;;;;
650;D Energievoorziening;2018 3e kwartaal;;;;;;;;;;;;
651;D Energievoorziening;2018 4e kwartaal;;;;;;;;;;;;
652;D Energievoorziening;2019 1e kwartaal;;;;;;;;;;;;
653;D Energievoorziening;2019 2e kwartaal;;;;;;;;;;;;
654;D Energievoorziening;2019 3e kwartaal;;;;;;;;;;;;
