ID;OriginDestination;ResidualsProducts;HazardousNonHazardous;Periods;TotalWaste_1;ChemicalWaste_2;MetallicWaste_3;NonMetallicWaste_4;DiscardedMaterials_5;AnimalAndVegetableWaste_6;MixedWaste_7;Sludge_8;MineralWaste_9
4159;26-27 Electrical and electron. Industry;3;3;1991;;;;;;;;;
4160;26-27 Electrical and electron. Industry;3;3;1992;;;;;;;;;
4161;26-27 Electrical and electron. Industry;3;3;1993;;;;;;;;;
4162;26-27 Electrical and electron. Industry;3;3;1994;;;;;;;;;
4163;26-27 Electrical and electron. Industry;3;3;1995;;;;;;;;;
4164;26-27 Electrical and electron. Industry;3;3;1996;;;;;;;;;
4165;26-27 Electrical and electron. Industry;3;3;1997;;;;;;;;;
4166;26-27 Electrical and electron. Industry;3;3;1998;;;;;;;;;
4167;26-27 Electrical and electron. Industry;3;3;1999;;;;;;;;;
4168;26-27 Electrical and electron. Industry;3;3;2000;;;;;;;;;
4169;26-27 Electrical and electron. Industry;3;3;2001;;;;;;;;;
4170;26-27 Electrical and electron. Industry;3;3;2002;174.0;18.0;37.0;29.0;1.0;0.0;43.0;0.0;46.0
4171;26-27 Electrical and electron. Industry;3;3;2003;160.0;15.0;35.0;27.0;1.0;0.0;41.0;0.0;42.0
4172;26-27 Electrical and electron. Industry;3;3;2004;127.0;17.0;46.0;29.0;3.0;0.0;27.0;0.0;3.0
4173;26-27 Electrical and electron. Industry;3;3;2005;115.0;9.0;45.0;28.0;3.0;0.0;27.0;0.0;3.0
4174;26-27 Electrical and electron. Industry;3;3;2006;129.0;8.0;35.0;31.0;10.0;1.0;29.0;0.0;15.0
4175;26-27 Electrical and electron. Industry;3;3;2007;127.0;7.0;35.0;31.0;10.0;1.0;27.0;0.0;15.0
4176;26-27 Electrical and electron. Industry;3;3;2008;83.0;8.0;23.0;21.0;1.0;1.0;19.0;0.0;10.0
4177;26-27 Electrical and electron. Industry;3;3;2009;69.0;5.0;19.0;18.0;2.0;1.0;16.0;0.0;8.0
4178;26-27 Electrical and electron. Industry;3;3;2010;77.0;6.0;22.0;16.0;2.0;2.0;23.0;0.0;6.0
4179;26-27 Electrical and electron. Industry;3;1;1990;;;;;;;;;
4180;26-27 Electrical and electron. Industry;3;1;1991;;;;;;;;;
4181;26-27 Electrical and electron. Industry;3;1;1992;;;;;;;;;
4182;26-27 Electrical and electron. Industry;3;1;1993;;;;;;;;;
4183;26-27 Electrical and electron. Industry;3;1;1994;;;;;;;;;
4184;26-27 Electrical and electron. Industry;3;1;1995;;;;;;;;;
4185;26-27 Electrical and electron. Industry;3;1;1996;;;;;;;;;
4186;26-27 Electrical and electron. Industry;3;1;1997;;;;;;;;;
4187;26-27 Electrical and electron. Industry;3;1;1998;;;;;;;;;
4188;26-27 Electrical and electron. Industry;3;1;1999;;;;;;;;;
4189;26-27 Electrical and electron. Industry;3;1;2000;;;;;;;;;
4190;26-27 Electrical and electron. Industry;3;1;2001;;;;;;;;;
4191;26-27 Electrical and electron. Industry;3;1;2002;17.0;16.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4192;26-27 Electrical and electron. Industry;3;1;2003;15.0;14.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4193;26-27 Electrical and electron. Industry;3;1;2004;15.0;12.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0
4194;26-27 Electrical and electron. Industry;3;1;2005;8.0;5.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0
4195;26-27 Electrical and electron. Industry;3;1;2006;9.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4196;26-27 Electrical and electron. Industry;3;1;2007;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4197;26-27 Electrical and electron. Industry;3;1;2008;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4198;26-27 Electrical and electron. Industry;3;1;2009;;;;;;;;;
4199;26-27 Electrical and electron. Industry;3;1;2010;;;;;;;;;
4200;26-27 Electrical and electron. Industry;3;2;1990;;;;;;;;;
4201;26-27 Electrical and electron. Industry;3;2;1991;;;;;;;;;
4202;26-27 Electrical and electron. Industry;3;2;1992;;;;;;;;;
4203;26-27 Electrical and electron. Industry;3;2;1993;;;;;;;;;
4204;26-27 Electrical and electron. Industry;3;2;1994;;;;;;;;;
4205;26-27 Electrical and electron. Industry;3;2;1995;;;;;;;;;
4206;26-27 Electrical and electron. Industry;3;2;1996;;;;;;;;;
4207;26-27 Electrical and electron. Industry;3;2;1997;;;;;;;;;
4208;26-27 Electrical and electron. Industry;3;2;1998;;;;;;;;;
4209;26-27 Electrical and electron. Industry;3;2;1999;;;;;;;;;
4210;26-27 Electrical and electron. Industry;3;2;2000;;;;;;;;;
4211;26-27 Electrical and electron. Industry;3;2;2001;;;;;;;;;
4212;26-27 Electrical and electron. Industry;3;2;2002;157.0;2.0;37.0;29.0;0.0;0.0;43.0;0.0;46.0
4213;26-27 Electrical and electron. Industry;3;2;2003;146.0;1.0;35.0;27.0;0.0;0.0;41.0;0.0;42.0
4214;26-27 Electrical and electron. Industry;3;2;2004;111.0;5.0;46.0;29.0;1.0;0.0;27.0;0.0;3.0
4215;26-27 Electrical and electron. Industry;3;2;2005;107.0;4.0;45.0;28.0;1.0;0.0;26.0;0.0;3.0
4216;26-27 Electrical and electron. Industry;3;2;2006;120.0;1.0;35.0;31.0;9.0;1.0;29.0;0.0;15.0
4217;26-27 Electrical and electron. Industry;3;2;2007;119.0;1.0;35.0;31.0;9.0;1.0;27.0;0.0;15.0
4218;26-27 Electrical and electron. Industry;3;2;2008;74.0;0.0;23.0;21.0;0.0;1.0;19.0;0.0;10.0
4219;26-27 Electrical and electron. Industry;3;2;2009;;;;;;;;;
4220;26-27 Electrical and electron. Industry;3;2;2010;;;;;;;;;
4221;26-27 Electrical and electron. Industry;1;3;1990;;;;;;;;;
4222;26-27 Electrical and electron. Industry;1;3;1991;;;;;;;;;
4223;26-27 Electrical and electron. Industry;1;3;1992;;;;;;;;;
4224;26-27 Electrical and electron. Industry;1;3;1993;;;;;;;;;
4225;26-27 Electrical and electron. Industry;1;3;1994;;;;;;;;;
4226;26-27 Electrical and electron. Industry;1;3;1995;;;;;;;;;
4227;26-27 Electrical and electron. Industry;1;3;1996;;;;;;;;;
4228;26-27 Electrical and electron. Industry;1;3;1997;;;;;;;;;
4229;26-27 Electrical and electron. Industry;1;3;1998;;;;;;;;;
4230;26-27 Electrical and electron. Industry;1;3;1999;;;;;;;;;
4231;26-27 Electrical and electron. Industry;1;3;2000;;;;;;;;;
4232;26-27 Electrical and electron. Industry;1;3;2001;;;;;;;;;
4233;26-27 Electrical and electron. Industry;1;3;2002;136.0;17.0;8.0;21.0;1.0;0.0;43.0;0.0;46.0
4234;26-27 Electrical and electron. Industry;1;3;2003;122.0;14.0;2.0;22.0;1.0;0.0;40.0;0.0;42.0
4235;26-27 Electrical and electron. Industry;1;3;2004;77.0;17.0;5.0;20.0;3.0;0.0;27.0;0.0;3.0
4236;26-27 Electrical and electron. Industry;1;3;2005;69.0;9.0;7.0;21.0;3.0;0.0;27.0;0.0;3.0
4237;26-27 Electrical and electron. Industry;1;3;2006;89.0;8.0;6.0;20.0;10.0;1.0;29.0;0.0;15.0
4238;26-27 Electrical and electron. Industry;1;3;2007;90.0;7.0;8.0;22.0;10.0;1.0;27.0;0.0;15.0
4239;26-27 Electrical and electron. Industry;1;3;2008;59.0;8.0;4.0;16.0;1.0;1.0;19.0;0.0;10.0
4240;26-27 Electrical and electron. Industry;1;3;2009;;;;;;;;;
4241;26-27 Electrical and electron. Industry;1;3;2010;;;;;;;;;
4242;26-27 Electrical and electron. Industry;1;1;1990;;;;;;;;;
4243;26-27 Electrical and electron. Industry;1;1;1991;;;;;;;;;
4244;26-27 Electrical and electron. Industry;1;1;1992;;;;;;;;;
4245;26-27 Electrical and electron. Industry;1;1;1993;;;;;;;;;
4246;26-27 Electrical and electron. Industry;1;1;1994;;;;;;;;;
4247;26-27 Electrical and electron. Industry;1;1;1995;;;;;;;;;
4248;26-27 Electrical and electron. Industry;1;1;1996;;;;;;;;;
4249;26-27 Electrical and electron. Industry;1;1;1997;;;;;;;;;
4250;26-27 Electrical and electron. Industry;1;1;1998;;;;;;;;;
4251;26-27 Electrical and electron. Industry;1;1;1999;;;;;;;;;
4252;26-27 Electrical and electron. Industry;1;1;2000;;;;;;;;;
4253;26-27 Electrical and electron. Industry;1;1;2001;;;;;;;;;
4254;26-27 Electrical and electron. Industry;1;1;2002;16.0;15.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4255;26-27 Electrical and electron. Industry;1;1;2003;14.0;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4256;26-27 Electrical and electron. Industry;1;1;2004;15.0;12.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0
4257;26-27 Electrical and electron. Industry;1;1;2005;8.0;5.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0
4258;26-27 Electrical and electron. Industry;1;1;2006;9.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4259;26-27 Electrical and electron. Industry;1;1;2007;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4260;26-27 Electrical and electron. Industry;1;1;2008;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4261;26-27 Electrical and electron. Industry;1;1;2009;;;;;;;;;
4262;26-27 Electrical and electron. Industry;1;1;2010;;;;;;;;;
4263;26-27 Electrical and electron. Industry;1;2;1990;;;;;;;;;
4264;26-27 Electrical and electron. Industry;1;2;1991;;;;;;;;;
4265;26-27 Electrical and electron. Industry;1;2;1992;;;;;;;;;
4266;26-27 Electrical and electron. Industry;1;2;1993;;;;;;;;;
4267;26-27 Electrical and electron. Industry;1;2;1994;;;;;;;;;
4268;26-27 Electrical and electron. Industry;1;2;1995;;;;;;;;;
4269;26-27 Electrical and electron. Industry;1;2;1996;;;;;;;;;
4270;26-27 Electrical and electron. Industry;1;2;1997;;;;;;;;;
4271;26-27 Electrical and electron. Industry;1;2;1998;;;;;;;;;
4272;26-27 Electrical and electron. Industry;1;2;1999;;;;;;;;;
4273;26-27 Electrical and electron. Industry;1;2;2000;;;;;;;;;
4274;26-27 Electrical and electron. Industry;1;2;2001;;;;;;;;;
4275;26-27 Electrical and electron. Industry;1;2;2002;120.0;0.0;8.0;21.0;0.0;0.0;43.0;0.0;46.0
4276;26-27 Electrical and electron. Industry;1;2;2003;108.0;1.0;2.0;22.0;0.0;0.0;40.0;0.0;42.0
4277;26-27 Electrical and electron. Industry;1;2;2004;62.0;5.0;5.0;20.0;1.0;0.0;27.0;0.0;3.0
4278;26-27 Electrical and electron. Industry;1;2;2005;61.0;4.0;7.0;21.0;1.0;0.0;26.0;0.0;3.0
4279;26-27 Electrical and electron. Industry;1;2;2006;80.0;1.0;6.0;20.0;9.0;1.0;29.0;0.0;15.0
4280;26-27 Electrical and electron. Industry;1;2;2007;82.0;1.0;8.0;22.0;9.0;1.0;27.0;0.0;15.0
4281;26-27 Electrical and electron. Industry;1;2;2008;51.0;0.0;4.0;16.0;0.0;1.0;19.0;0.0;9.0
4282;26-27 Electrical and electron. Industry;1;2;2009;;;;;;;;;
4283;26-27 Electrical and electron. Industry;1;2;2010;;;;;;;;;
4284;26-27 Electrical and electron. Industry;2;3;1990;;;;;;;;;
4285;26-27 Electrical and electron. Industry;2;3;1991;;;;;;;;;
4286;26-27 Electrical and electron. Industry;2;3;1992;;;;;;;;;
4287;26-27 Electrical and electron. Industry;2;3;1993;;;;;;;;;
4288;26-27 Electrical and electron. Industry;2;3;1994;;;;;;;;;
4289;26-27 Electrical and electron. Industry;2;3;1995;;;;;;;;;
4290;26-27 Electrical and electron. Industry;2;3;1996;;;;;;;;;
4291;26-27 Electrical and electron. Industry;2;3;1997;;;;;;;;;
4292;26-27 Electrical and electron. Industry;2;3;1998;;;;;;;;;
4293;26-27 Electrical and electron. Industry;2;3;1999;;;;;;;;;
4294;26-27 Electrical and electron. Industry;2;3;2000;;;;;;;;;
4295;26-27 Electrical and electron. Industry;2;3;2001;;;;;;;;;
4296;26-27 Electrical and electron. Industry;2;3;2002;38.0;1.0;29.0;7.0;0.0;0.0;0.0;0.0;0.0
4297;26-27 Electrical and electron. Industry;2;3;2003;38.0;1.0;32.0;5.0;0.0;0.0;0.0;0.0;0.0
4298;26-27 Electrical and electron. Industry;2;3;2004;50.0;0.0;41.0;9.0;0.0;0.0;0.0;0.0;0.0
4299;26-27 Electrical and electron. Industry;2;3;2005;46.0;0.0;39.0;7.0;0.0;0.0;0.0;0.0;0.0
4300;26-27 Electrical and electron. Industry;2;3;2006;40.0;0.0;28.0;12.0;0.0;0.0;0.0;0.0;0.0
4301;26-27 Electrical and electron. Industry;2;3;2007;37.0;0.0;27.0;10.0;0.0;0.0;0.0;0.0;0.0
4302;26-27 Electrical and electron. Industry;2;3;2008;24.0;0.0;19.0;5.0;0.0;0.0;0.0;0.0;0.0
4303;26-27 Electrical and electron. Industry;2;3;2009;;;;;;;;;
4304;26-27 Electrical and electron. Industry;2;3;2010;;;;;;;;;
4305;26-27 Electrical and electron. Industry;2;1;1990;;;;;;;;;
4306;26-27 Electrical and electron. Industry;2;1;1991;;;;;;;;;
4307;26-27 Electrical and electron. Industry;2;1;1992;;;;;;;;;
4308;26-27 Electrical and electron. Industry;2;1;1993;;;;;;;;;
4309;26-27 Electrical and electron. Industry;2;1;1994;;;;;;;;;
4310;26-27 Electrical and electron. Industry;2;1;1995;;;;;;;;;
4311;26-27 Electrical and electron. Industry;2;1;1996;;;;;;;;;
4312;26-27 Electrical and electron. Industry;2;1;1997;;;;;;;;;
4313;26-27 Electrical and electron. Industry;2;1;1998;;;;;;;;;
4314;26-27 Electrical and electron. Industry;2;1;1999;;;;;;;;;
4315;26-27 Electrical and electron. Industry;2;1;2000;;;;;;;;;
4316;26-27 Electrical and electron. Industry;2;1;2001;;;;;;;;;
4317;26-27 Electrical and electron. Industry;2;1;2002;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4318;26-27 Electrical and electron. Industry;2;1;2003;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4319;26-27 Electrical and electron. Industry;2;1;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4320;26-27 Electrical and electron. Industry;2;1;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4321;26-27 Electrical and electron. Industry;2;1;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4322;26-27 Electrical and electron. Industry;2;1;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4323;26-27 Electrical and electron. Industry;2;1;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4324;26-27 Electrical and electron. Industry;2;1;2009;;;;;;;;;
4325;26-27 Electrical and electron. Industry;2;1;2010;;;;;;;;;
4326;26-27 Electrical and electron. Industry;2;2;1990;;;;;;;;;
4327;26-27 Electrical and electron. Industry;2;2;1991;;;;;;;;;
4328;26-27 Electrical and electron. Industry;2;2;1992;;;;;;;;;
4329;26-27 Electrical and electron. Industry;2;2;1993;;;;;;;;;
4330;26-27 Electrical and electron. Industry;2;2;1994;;;;;;;;;
4331;26-27 Electrical and electron. Industry;2;2;1995;;;;;;;;;
4332;26-27 Electrical and electron. Industry;2;2;1996;;;;;;;;;
4333;26-27 Electrical and electron. Industry;2;2;1997;;;;;;;;;
4334;26-27 Electrical and electron. Industry;2;2;1998;;;;;;;;;
4335;26-27 Electrical and electron. Industry;2;2;1999;;;;;;;;;
4336;26-27 Electrical and electron. Industry;2;2;2000;;;;;;;;;
4337;26-27 Electrical and electron. Industry;2;2;2001;;;;;;;;;
4338;26-27 Electrical and electron. Industry;2;2;2002;37.0;0.0;29.0;7.0;0.0;0.0;0.0;0.0;0.0
4339;26-27 Electrical and electron. Industry;2;2;2003;37.0;0.0;32.0;5.0;0.0;0.0;0.0;0.0;0.0
4340;26-27 Electrical and electron. Industry;2;2;2004;50.0;0.0;41.0;9.0;0.0;0.0;0.0;0.0;0.0
4341;26-27 Electrical and electron. Industry;2;2;2005;46.0;0.0;39.0;7.0;0.0;0.0;0.0;0.0;0.0
4342;26-27 Electrical and electron. Industry;2;2;2006;40.0;0.0;28.0;12.0;0.0;0.0;0.0;0.0;0.0
4343;26-27 Electrical and electron. Industry;2;2;2007;37.0;0.0;27.0;10.0;0.0;0.0;0.0;0.0;0.0
4344;26-27 Electrical and electron. Industry;2;2;2008;24.0;0.0;19.0;5.0;0.0;0.0;0.0;0.0;0.0
4345;26-27 Electrical and electron. Industry;2;2;2009;;;;;;;;;
4346;26-27 Electrical and electron. Industry;2;2;2010;;;;;;;;;
4347;26 Manufacture of electronic products;3;3;1990;;;;;;;;;
4348;26 Manufacture of electronic products;3;3;1991;;;;;;;;;
4349;26 Manufacture of electronic products;3;3;1992;;;;;;;;;
4350;26 Manufacture of electronic products;3;3;1993;;;;;;;;;
4351;26 Manufacture of electronic products;3;3;1994;;;;;;;;;
4352;26 Manufacture of electronic products;3;3;1995;;;;;;;;;
4353;26 Manufacture of electronic products;3;3;1996;;;;;;;;;
4354;26 Manufacture of electronic products;3;3;1997;;;;;;;;;
4355;26 Manufacture of electronic products;3;3;1998;;;;;;;;;
4356;26 Manufacture of electronic products;3;3;1999;;;;;;;;;
4357;26 Manufacture of electronic products;3;3;2000;;;;;;;;;
4358;26 Manufacture of electronic products;3;3;2001;;;;;;;;;
4359;26 Manufacture of electronic products;3;3;2002;44.0;11.0;4.0;6.0;0.0;0.0;23.0;0.0;0.0
4360;26 Manufacture of electronic products;3;3;2003;41.0;10.0;4.0;6.0;0.0;0.0;21.0;0.0;0.0
4361;26 Manufacture of electronic products;3;3;2004;36.0;9.0;5.0;6.0;2.0;0.0;14.0;0.0;0.0
4362;26 Manufacture of electronic products;3;3;2005;30.0;3.0;5.0;6.0;1.0;0.0;14.0;0.0;0.0
4363;26 Manufacture of electronic products;3;3;2006;34.0;5.0;4.0;7.0;3.0;0.0;15.0;0.0;0.0
4364;26 Manufacture of electronic products;3;3;2007;32.0;5.0;4.0;7.0;3.0;0.0;14.0;0.0;0.0
4365;26 Manufacture of electronic products;3;3;2008;23.0;5.0;3.0;4.0;0.0;0.0;10.0;0.0;0.0
4366;26 Manufacture of electronic products;3;3;2009;20.0;4.0;2.0;4.0;1.0;0.0;9.0;0.0;0.0
4367;26 Manufacture of electronic products;3;3;2010;20.0;4.0;1.0;4.0;1.0;1.0;10.0;0.0;0.0
4368;26 Manufacture of electronic products;3;1;1990;;;;;;;;;
4369;26 Manufacture of electronic products;3;1;1991;;;;;;;;;
4370;26 Manufacture of electronic products;3;1;1992;;;;;;;;;
4371;26 Manufacture of electronic products;3;1;1993;;;;;;;;;
4372;26 Manufacture of electronic products;3;1;1994;;;;;;;;;
4373;26 Manufacture of electronic products;3;1;1995;;;;;;;;;
4374;26 Manufacture of electronic products;3;1;1996;;;;;;;;;
4375;26 Manufacture of electronic products;3;1;1997;;;;;;;;;
4376;26 Manufacture of electronic products;3;1;1998;;;;;;;;;
4377;26 Manufacture of electronic products;3;1;1999;;;;;;;;;
4378;26 Manufacture of electronic products;3;1;2000;;;;;;;;;
4379;26 Manufacture of electronic products;3;1;2001;;;;;;;;;
4380;26 Manufacture of electronic products;3;1;2002;11.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4381;26 Manufacture of electronic products;3;1;2003;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4382;26 Manufacture of electronic products;3;1;2004;10.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4383;26 Manufacture of electronic products;3;1;2005;5.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4384;26 Manufacture of electronic products;3;1;2006;6.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4385;26 Manufacture of electronic products;3;1;2007;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4386;26 Manufacture of electronic products;3;1;2008;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4387;26 Manufacture of electronic products;3;1;2009;;;;;;;;;
4388;26 Manufacture of electronic products;3;1;2010;;;;;;;;;
4389;26 Manufacture of electronic products;3;2;1990;;;;;;;;;
4390;26 Manufacture of electronic products;3;2;1991;;;;;;;;;
4391;26 Manufacture of electronic products;3;2;1992;;;;;;;;;
4392;26 Manufacture of electronic products;3;2;1993;;;;;;;;;
4393;26 Manufacture of electronic products;3;2;1994;;;;;;;;;
4394;26 Manufacture of electronic products;3;2;1995;;;;;;;;;
4395;26 Manufacture of electronic products;3;2;1996;;;;;;;;;
4396;26 Manufacture of electronic products;3;2;1997;;;;;;;;;
4397;26 Manufacture of electronic products;3;2;1998;;;;;;;;;
4398;26 Manufacture of electronic products;3;2;1999;;;;;;;;;
4399;26 Manufacture of electronic products;3;2;2000;;;;;;;;;
4400;26 Manufacture of electronic products;3;2;2001;;;;;;;;;
4401;26 Manufacture of electronic products;3;2;2002;33.0;0.0;4.0;6.0;0.0;0.0;23.0;0.0;0.0
4402;26 Manufacture of electronic products;3;2;2003;31.0;0.0;4.0;6.0;0.0;0.0;21.0;0.0;0.0
4403;26 Manufacture of electronic products;3;2;2004;26.0;0.0;5.0;6.0;0.0;0.0;14.0;0.0;0.0
4404;26 Manufacture of electronic products;3;2;2005;25.0;0.0;5.0;6.0;0.0;0.0;14.0;0.0;0.0
4405;26 Manufacture of electronic products;3;2;2006;28.0;0.0;4.0;7.0;2.0;0.0;15.0;0.0;0.0
4406;26 Manufacture of electronic products;3;2;2007;27.0;0.0;4.0;7.0;2.0;0.0;14.0;0.0;0.0
4407;26 Manufacture of electronic products;3;2;2008;18.0;0.0;3.0;4.0;0.0;0.0;10.0;0.0;0.0
4408;26 Manufacture of electronic products;3;2;2009;;;;;;;;;
4409;26 Manufacture of electronic products;3;2;2010;;;;;;;;;
4410;26 Manufacture of electronic products;1;3;1990;;;;;;;;;
4411;26 Manufacture of electronic products;1;3;1991;;;;;;;;;
4412;26 Manufacture of electronic products;1;3;1992;;;;;;;;;
4413;26 Manufacture of electronic products;1;3;1993;;;;;;;;;
4414;26 Manufacture of electronic products;1;3;1994;;;;;;;;;
4415;26 Manufacture of electronic products;1;3;1995;;;;;;;;;
4416;26 Manufacture of electronic products;1;3;1996;;;;;;;;;
4417;26 Manufacture of electronic products;1;3;1997;;;;;;;;;
4418;26 Manufacture of electronic products;1;3;1998;;;;;;;;;
4419;26 Manufacture of electronic products;1;3;1999;;;;;;;;;
4420;26 Manufacture of electronic products;1;3;2000;;;;;;;;;
4421;26 Manufacture of electronic products;1;3;2001;;;;;;;;;
4422;26 Manufacture of electronic products;1;3;2002;39.0;10.0;1.0;4.0;0.0;0.0;23.0;0.0;0.0
4423;26 Manufacture of electronic products;1;3;2003;36.0;9.0;0.0;5.0;0.0;0.0;21.0;0.0;0.0
4424;26 Manufacture of electronic products;1;3;2004;29.0;8.0;1.0;4.0;2.0;0.0;14.0;0.0;0.0
4425;26 Manufacture of electronic products;1;3;2005;24.0;3.0;1.0;4.0;1.0;0.0;14.0;0.0;0.0
4426;26 Manufacture of electronic products;1;3;2006;28.0;5.0;1.0;4.0;3.0;0.0;15.0;0.0;0.0
4427;26 Manufacture of electronic products;1;3;2007;27.0;5.0;1.0;5.0;3.0;0.0;14.0;0.0;0.0
4428;26 Manufacture of electronic products;1;3;2008;20.0;5.0;0.0;3.0;0.0;0.0;10.0;0.0;0.0
4429;26 Manufacture of electronic products;1;3;2009;;;;;;;;;
4430;26 Manufacture of electronic products;1;3;2010;;;;;;;;;
4431;26 Manufacture of electronic products;1;1;1990;;;;;;;;;
4432;26 Manufacture of electronic products;1;1;1991;;;;;;;;;
4433;26 Manufacture of electronic products;1;1;1992;;;;;;;;;
4434;26 Manufacture of electronic products;1;1;1993;;;;;;;;;
4435;26 Manufacture of electronic products;1;1;1994;;;;;;;;;
4436;26 Manufacture of electronic products;1;1;1995;;;;;;;;;
4437;26 Manufacture of electronic products;1;1;1996;;;;;;;;;
4438;26 Manufacture of electronic products;1;1;1997;;;;;;;;;
4439;26 Manufacture of electronic products;1;1;1998;;;;;;;;;
4440;26 Manufacture of electronic products;1;1;1999;;;;;;;;;
4441;26 Manufacture of electronic products;1;1;2000;;;;;;;;;
4442;26 Manufacture of electronic products;1;1;2001;;;;;;;;;
4443;26 Manufacture of electronic products;1;1;2002;11.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4444;26 Manufacture of electronic products;1;1;2003;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4445;26 Manufacture of electronic products;1;1;2004;10.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4446;26 Manufacture of electronic products;1;1;2005;5.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4447;26 Manufacture of electronic products;1;1;2006;6.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4448;26 Manufacture of electronic products;1;1;2007;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4449;26 Manufacture of electronic products;1;1;2008;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4450;26 Manufacture of electronic products;1;1;2009;;;;;;;;;
4451;26 Manufacture of electronic products;1;1;2010;;;;;;;;;
4452;26 Manufacture of electronic products;1;2;1990;;;;;;;;;
4453;26 Manufacture of electronic products;1;2;1991;;;;;;;;;
4454;26 Manufacture of electronic products;1;2;1992;;;;;;;;;
4455;26 Manufacture of electronic products;1;2;1993;;;;;;;;;
4456;26 Manufacture of electronic products;1;2;1994;;;;;;;;;
4457;26 Manufacture of electronic products;1;2;1995;;;;;;;;;
4458;26 Manufacture of electronic products;1;2;1996;;;;;;;;;
4459;26 Manufacture of electronic products;1;2;1997;;;;;;;;;
4460;26 Manufacture of electronic products;1;2;1998;;;;;;;;;
4461;26 Manufacture of electronic products;1;2;1999;;;;;;;;;
4462;26 Manufacture of electronic products;1;2;2000;;;;;;;;;
4463;26 Manufacture of electronic products;1;2;2001;;;;;;;;;
4464;26 Manufacture of electronic products;1;2;2002;28.0;0.0;1.0;4.0;0.0;0.0;23.0;0.0;0.0
4465;26 Manufacture of electronic products;1;2;2003;26.0;0.0;0.0;5.0;0.0;0.0;21.0;0.0;0.0
4466;26 Manufacture of electronic products;1;2;2004;19.0;0.0;1.0;4.0;0.0;0.0;14.0;0.0;0.0
4467;26 Manufacture of electronic products;1;2;2005;19.0;0.0;1.0;4.0;0.0;0.0;14.0;0.0;0.0
4468;26 Manufacture of electronic products;1;2;2006;23.0;0.0;1.0;4.0;2.0;0.0;15.0;0.0;0.0
4469;26 Manufacture of electronic products;1;2;2007;22.0;0.0;1.0;5.0;2.0;0.0;14.0;0.0;0.0
4470;26 Manufacture of electronic products;1;2;2008;15.0;0.0;0.0;3.0;0.0;0.0;10.0;0.0;0.0
