ID;BewerkingsEnVerwerkingsmethode;Sbi93;Perioden;TotaalBedrijfsafvalstoffen_1;TotaalProcesafhankelijkAfval_2;TotaalOrganisch_3;PapierKarton_4;Hout_5;Kunststoffen_6;OrganischBiologisch_7;OverigOrganisch_8;TotaalAnorganisch_9;FerroMetalen_10;NonFerroMetalen_11;SteenachtigMateriaal_12;OverigAnorganisch_13;TotaalSlib_14;OrganischBiologischSlib_15;AnorganischSlib_16;OverigSlib_17;GevaarlijkAfval_18;OverigGescheiden_19;GemengdAangeboden_20;TotaalProcesonafhankelijkAfval_21;TotaalOrganisch_22;PapierKarton_23;Hout_24;Kunststoffen_25;OverigOrganisch_26;TotaalAnorganisch_27;FerroMetalen_28;NonFerroMetalen_29;SteenachtigMateriaal_30;OverigAnorganisch_31;OverigGescheiden_32;GemengdAangeboden_33;Hergebruik_34;EindverwerkingTotaal_35;Storten_36;Verbranden_37;ScheidenAchteraf_38;Anders_39;Hergebruik_40;EindverwerkingTotaal_41;Storten_42;Verbranden_43;ScheidenAchteraf_44;Anders_45;TotaalBedrijfsafvalstoffen_46;ProcesafhankelijkAfvalTotaal_47;k_19Werknemers_48;k_1019Werknemers_49;k_2049Werknemers_50;k_5099Werknemers_51;k_100199Werknemers_52;k_200499Werknemers_53;k_500OfMeerWerknemers_54;ProcesonafhankelijkAfvalTotaal_55;k_19Werknemers_56;k_1019Werknemers_57;k_2049Werknemers_58;k_5099Werknemers_59;k_100199Werknemers_60;k_200499Werknemers_61;k_500OfMeerWerknemers_62
590;Eindverwerking;211 Pulp-, papier- en kartonindustrie;1998;269;265;14;8;0;0;0;6;0;0;0;0;0;140;0;0;140;0;105.0;6;4;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;3;;265.0;199.0;66.0;0.0;0.0;;4.0;2.0;1.0;1.0;0.0;269;265;;0.0;0.0;1.0;3.0;168.0;93.0;4;;0.0;0.0;0.0;0.0;2.0;1.0
591;Eindverwerking;211 Pulp-, papier- en kartonindustrie;2000;254;251;5;5;0;0;0;0;0;0;0;0;0;178;1;0;177;0;63.0;4;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;3;;251.0;124.0;127.0;0.0;0.0;;2.0;1.0;1.0;0.0;0.0;254;251;;0.0;0.0;1.0;4.0;115.0;131.0;3;;0.0;0.0;0.0;0.0;2.0;1.0
592;Eindverwerking;211 Pulp-, papier- en kartonindustrie;2001;297;294;5;5;0;0;0;0;0;0;0;0;0;177;1;0;176;0;109.0;4;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;3;;294.0;76.0;218.0;0.0;0.0;;2.0;1.0;1.0;0.0;0.0;297;294;;;;;;;;3;;;;;;;
593;Eindverwerking;211 Pulp-, papier- en kartonindustrie;2002;213;211;1;1;0;0;0;0;0;0;0;0;0;101;0;0;101;0;104.0;5;3;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0;2;;211.0;45.0;164.0;2.0;0.0;;2.0;1.0;1.0;0.0;0.0;213;211;0.0;0.0;0.0;0.0;6.0;88.0;116.0;3;0.0;0.0;0.0;0.0;0.0;1.0;1.0
594;Eindverwerking;211 Pulp-, papier- en kartonindustrie;2003;196;194;1;1;0;0;0;0;0;0;0;0;0;135;0;0;135;0;53.0;5;3;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0;2;;194.0;48.0;144.0;2.0;0.0;;2.0;1.0;1.0;0.0;0.0;196;194;;;;;;;;3;;;;;;;
595;Eindverwerking;212 Papier- en kartonwarenind.;1994;141;132;3;2;0;0;0;0;0;0;0;0;0;126;0;0;126;0;;3;9;;;;;;;;;;;1;8;;132.0;130.0;2.0;0.0;0.0;;9.0;7.0;2.0;0.0;0.0;141;132;;0.0;1.0;1.0;10.0;119.0;0.0;9;;0.0;1.0;1.0;3.0;3.0;2.0
596;Eindverwerking;212 Papier- en kartonwarenind.;1996;108;97;1;1;0;0;0;0;2;0;0;0;2;57;0;0;57;0;;38;11;;;;;;;;;;;1;10;;97.0;95.0;2.0;0.0;0.0;;11.0;8.0;3.0;0.0;0.0;108;97;;0.0;1.0;1.0;13.0;77.0;5.0;11;;0.0;1.0;1.0;4.0;3.0;2.0
597;Eindverwerking;212 Papier- en kartonwarenind.;1998;96;87;6;5;0;0;0;1;0;0;0;0;0;59;0;0;59;0;5.0;16;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;9;;87.0;38.0;47.0;2.0;0.0;;9.0;5.0;4.0;0.0;0.0;96;87;;0.0;4.0;3.0;8.0;62.0;10.0;10;;0.0;1.0;2.0;2.0;4.0;1.0
598;Eindverwerking;212 Papier- en kartonwarenind.;2000;68;60;4;4;0;0;0;0;0;0;0;0;0;31;0;0;31;0;11.0;14;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;6;;60.0;12.0;46.0;2.0;0.0;;8.0;4.0;4.0;0.0;0.0;68;60;;0.0;1.0;7.0;14.0;38.0;0.0;8;;0.0;2.0;1.0;2.0;3.0;0.0
599;Eindverwerking;212 Papier- en kartonwarenind.;2001;75;67;4;4;0;0;0;0;0;0;0;0;0;33;0;0;32;0;16.0;14;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;6;;68.0;7.0;55.0;2.0;4.0;;8.0;4.0;4.0;0.0;0.0;75;67;;;;;;;;8;;;;;;;
600;Eindverwerking;212 Papier- en kartonwarenind.;2002;48;41;2;2;0;0;0;0;0;0;0;0;0;26;0;0;25;0;6.0;7;7;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;;41.0;13.0;23.0;1.0;4.0;;7.0;2.0;3.0;2.0;0.0;48;41;1.0;1.0;1.0;2.0;2.0;34.0;0.0;7;0.0;0.0;1.0;1.0;1.0;3.0;1.0
601;Eindverwerking;212 Papier- en kartonwarenind.;2003;32;24;2;2;0;0;0;0;0;0;0;0;0;11;0;0;11;0;4.0;7;7;3.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;;24.0;10.0;9.0;1.0;4.0;;7.0;2.0;3.0;2.0;0.0;32;24;;;;;;;;7;;;;;;;
602;Eindverwerking;22 Uitgeverijen,drukkerijen,reproductie;1994;51;31;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;18;;7;20;;;;;;;;;;;5;15;;31.0;4.0;7.0;19.0;0.0;;20.0;13.0;6.0;1.0;0.0;51;31;;0.0;1.0;5.0;2.0;22.0;0.0;20;;3.0;4.0;4.0;2.0;4.0;3.0
603;Eindverwerking;22 Uitgeverijen,drukkerijen,reproductie;1996;36;13;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;23;;;;;;;;;;;1;22;;13.0;8.0;5.0;0.0;0.0;;23.0;9.0;12.0;2.0;0.0;36;13;;2.0;1.0;5.0;2.0;3.0;0.0;23;;3.0;6.0;4.0;2.0;3.0;4.0
604;Eindverwerking;22 Uitgeverijen,drukkerijen,reproductie;1998;32;11;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.0;6;21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;20;;11.0;2.0;5.0;4.0;0.0;;21.0;9.0;11.0;1.0;0.0;32;11;;0.0;4.0;2.0;3.0;1.0;0.0;21;;4.0;6.0;3.0;2.0;2.0;4.0
605;Eindverwerking;22 Uitgeverijen,drukkerijen,reproductie;2000;28;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;8;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;19;;8.0;2.0;5.0;1.0;0.0;;19.0;7.0;11.0;1.0;0.0;28;9;;0.0;2.0;2.0;1.0;0.0;3.0;19;;3.0;4.0;3.0;3.0;3.0;4.0
606;Eindverwerking;22 Uitgeverijen,drukkerijen,reproductie;2001;32;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;7;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;24;;8.0;2.0;5.0;1.0;0.0;;24.0;7.0;16.0;1.0;0.0;32;8;;;;;;;;24;;;;;;;
607;Eindverwerking;22 Uitgeverijen,drukkerijen,reproductie;2002;50;35;5;5;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0.0;29;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;15;;35.0;4.0;23.0;8.0;0.0;;15.0;2.0;11.0;2.0;0.0;50;35;1.0;1.0;19.0;4.0;5.0;2.0;3.0;15;2.0;1.0;3.0;2.0;2.0;2.0;2.0
608;Eindverwerking;22 Uitgeverijen,drukkerijen,reproductie;2003;49;34;5;4;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0.0;28;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;15;;34.0;4.0;22.0;8.0;0.0;;15.0;2.0;11.0;2.0;0.0;49;34;;;;;;;;15;;;;;;;
609;Eindverwerking;23 Aardolie- en steenkoolverw. ind.;1994;16;11;0;6;0;0;0;0;1;0;0;0;0;9;9;0;0;1;;0;6;;;;;;;;;;;1;5;;11.0;1.0;10.0;0.0;0.0;;6.0;2.0;3.0;0.0;0.0;16;11;;0.0;0.0;0.0;0.0;0.0;10.0;6;;0.0;0.0;0.0;0.0;1.0;4.0
610;Eindverwerking;23 Aardolie- en steenkoolverw. ind.;1996;16;4;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;;1;10;;;;;;;;;;;4;6;;4.0;4.0;0.0;0.0;0.0;;12.0;7.0;5.0;0.0;0.0;16;4;;0.0;0.0;0.0;0.0;1.0;3.0;10;;0.0;0.0;0.0;0.0;2.0;9.0
611;Eindverwerking;23 Aardolie- en steenkoolverw. ind.;1998;31;24;0;0;0;0;0;0;1;0;0;1;0;9;0;0;9;14;0.0;0;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;6;;24.0;2.0;22.0;0.0;0.0;;6.0;1.0;3.0;2.0;0.0;31;24;;0.0;0.0;0.0;0.0;0.0;24.0;7;;0.0;0.0;2.0;0.0;0.0;4.0
612;Eindverwerking;23 Aardolie- en steenkoolverw. ind.;2000;38;35;0;0;0;0;0;0;16;0;0;2;15;8;0;0;8;10;0.0;1;3;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;2;;35.0;2.0;33.0;0.0;0.0;;2.0;0.0;2.0;0.0;0.0;38;35;;0.0;1.0;1.0;0.0;0.0;32.0;3;;0.0;0.0;0.0;0.0;1.0;2.0
613;Eindverwerking;23 Aardolie- en steenkoolverw. ind.;2001;31;28;0;0;0;0;0;0;17;0;0;2;14;0;0;0;0;10;0.0;1;3;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;2;;28.0;2.0;26.0;0.0;0.0;;2.0;0.0;2.0;0.0;0.0;31;28;;;;;;;;3;;;;;;;
614;Eindverwerking;23 Aardolie- en steenkoolverw. ind.;2002;21;18;0;0;0;0;0;0;13;0;0;13;0;0;0;0;0;3;0.0;2;4;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0;2;;18.0;13.0;4.0;1.0;0.0;;3.0;1.0;2.0;0.0;0.0;21;18;0.0;0.0;13.0;1.0;0.0;1.0;4.0;4;0.0;0.0;0.0;1.0;0.0;1.0;2.0
615;Eindverwerking;23 Aardolie- en steenkoolverw. ind.;2003;23;19;0;0;0;0;0;0;14;0;0;14;0;0;0;0;0;4;0.0;2;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;2;;19.0;14.0;4.0;1.0;0.0;;3.0;1.0;2.0;0.0;0.0;23;19;;;;;;;;3;;;;;;;
616;Eindverwerking;24 Chemische industrie;1994;335;278;9;0;0;0;0;0;18;0;0;0;1;44;42;1;0;194;;14;57;;;;;;;;;;;10;46;;278.0;60.0;218.0;1.0;0.0;;57.0;34.0;21.0;1.0;0.0;335;279;;0.0;4.0;10.0;6.0;21.0;238.0;57;;1.0;4.0;4.0;8.0;10.0;30.0
617;Eindverwerking;24 Chemische industrie;1996;421;361;15;0;0;7;8;0;9;0;0;6;3;112;9;0;103;168;;57;58;;;;;;;;;;;16;41;;363.0;160.0;200.0;3.0;0.0;;58.0;39.0;16.0;3.0;0.0;421;362;;0.0;11.0;8.0;38.0;49.0;255.0;58;;0.0;5.0;3.0;5.0;7.0;36.0
618;Eindverwerking;24 Chemische industrie;1998;342;293;21;0;0;20;0;1;49;0;0;25;24;53;2;2;49;161;0.0;7;48;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;8;37;;293.0;83.0;202.0;8.0;0.0;;50.0;27.0;20.0;3.0;0.0;342;293;;15.0;5.0;4.0;93.0;89.0;86.0;48;;1.0;5.0;3.0;8.0;11.0;21.0
619;Eindverwerking;24 Chemische industrie;2000;248;201;9;0;0;7;2;0;24;0;0;4;20;50;3;0;48;104;0.0;14;48;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;14;31;;200.0;46.0;149.0;0.0;5.0;;46.0;18.0;25.0;3.0;0.0;248;201;;0.0;4.0;5.0;15.0;106.0;70.0;48;;2.0;1.0;9.0;7.0;13.0;15.0
620;Eindverwerking;24 Chemische industrie;2001;273;225;9;0;0;7;2;0;24;0;0;4;20;77;1;0;74;102;0.0;14;49;2.0;0.0;0.0;1.0;1.0;7.0;0.0;0.0;0.0;7.0;7;31;;224.0;45.0;176.0;0.0;3.0;;48.0;19.0;26.0;3.0;0.0;273;225;;;;;;;;49;;;;;;;
621;Eindverwerking;24 Chemische industrie;2002;222;186;11;0;0;8;1;2;15;0;0;4;10;73;2;1;70;63;0.0;23;35;4.0;0.0;1.0;3.0;0.0;8.0;0.0;0.0;0.0;8.0;0;23;;186.0;60.0;124.0;1.0;1.0;;35.0;15.0;17.0;3.0;0.0;222;186;2.0;5.0;18.0;11.0;19.0;75.0;54.0;35;0.0;0.0;3.0;2.0;5.0;8.0;19.0
622;Eindverwerking;24 Chemische industrie;2003;230;192;12;0;0;10;1;1;16;0;0;5;11;76;2;1;73;65;0.0;24;37;4.0;0.0;1.0;3.0;0.0;8.0;0.0;0.0;0.0;8.0;0;25;;191.0;61.0;128.0;1.0;1.0;;37.0;16.0;18.0;3.0;0.0;230;192;;;;;;;;37;;;;;;;
623;Eindverwerking;25 Rubber- en kunststofverwende  ind.;1994;54;35;13;1;0;6;2;0;0;0;0;16;2;1;1;0;0;0;;21;19;;;;;;;;;;;1;17;;35.0;31.0;4.0;0.0;0.0;;19.0;17.0;1.0;0.0;0.0;54;35;;1.0;5.0;6.0;8.0;9.0;6.0;19;;1.0;6.0;3.0;2.0;1.0;6.0
624;Eindverwerking;25 Rubber- en kunststofverwende  ind.;1996;46;36;6;0;0;6;0;0;2;0;0;0;2;20;20;0;0;0;;9;10;;;;;;;;;;;0;10;;36.0;9.0;7.0;0.0;19.0;;10.0;8.0;1.0;1.0;0.0;46;36;;0.0;1.0;3.0;1.0;31.0;1.0;10;;1.0;2.0;1.0;2.0;3.0;1.0
625;Eindverwerking;25 Rubber- en kunststofverwende  ind.;1998;48;35;12;0;4;8;0;0;4;0;0;0;4;0;0;0;0;0;0.0;20;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;13;;35.0;15.0;14.0;6.0;0.0;;13.0;5.0;6.0;2.0;0.0;48;35;;7.0;2.0;7.0;1.0;16.0;2.0;13;;1.0;3.0;2.0;2.0;3.0;1.0
626;Eindverwerking;25 Rubber- en kunststofverwende  ind.;2000;48;32;16;3;3;10;0;0;1;0;0;0;1;0;0;0;0;0;0.0;15;16;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;15;;32.0;13.0;15.0;4.0;0.0;;16.0;7.0;6.0;3.0;0.0;48;32;;3.0;4.0;4.0;1.0;18.0;3.0;16;;1.0;6.0;3.0;2.0;3.0;1.0
627;Eindverwerking;25 Rubber- en kunststofverwende  ind.;2001;49;33;17;3;3;11;0;0;1;0;0;0;0;0;0;0;0;0;0.0;15;16;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;14;;33.0;15.0;14.0;4.0;0.0;;16.0;7.0;6.0;3.0;0.0;49;33;;;;;;;;16;;;;;;;
628;Eindverwerking;25 Rubber- en kunststofverwende  ind.;2002;45;36;11;1;1;7;0;2;0;0;0;0;0;2;0;0;2;0;0.0;23;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;8;;36.0;14.0;16.0;6.0;0.0;;9.0;3.0;3.0;3.0;0.0;45;36;2.0;2.0;2.0;4.0;4.0;16.0;4.0;9;1.0;1.0;1.0;1.0;1.0;3.0;1.0
629;Eindverwerking;25 Rubber- en kunststofverwende  ind.;2003;43;34;11;1;1;9;0;0;0;0;0;0;0;1;0;0;1;0;0.0;22;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;8;;34.0;12.0;16.0;6.0;0.0;;9.0;3.0;3.0;3.0;0.0;43;34;;;;;;;;9;;;;;;;
630;Eindverwerking;26 Glas-,glaswerk-,cement-,kalkind.;1994;137;117;1;0;1;12;0;0;54;0;0;0;0;12;0;12;0;0;;50;19;;;;;;;;;;;3;17;;117.0;116.0;1.0;0.0;0.0;;19.0;14.0;5.0;0.0;0.0;137;117;;12.0;43.0;4.0;6.0;13.0;39.0;19;;2.0;3.0;2.0;3.0;3.0;6.0
631;Eindverwerking;26 Glas-,glaswerk-,cement-,kalkind.;1996;129;109;0;0;0;0;0;0;69;0;0;60;10;15;0;9;6;0;;24;20;;;;;;;;;;;3;17;;109.0;97.0;1.0;12.0;0.0;;20.0;13.0;4.0;2.0;0.0;129;110;;23.0;11.0;11.0;23.0;31.0;11.0;20;;2.0;2.0;2.0;5.0;2.0;5.0
632;Eindverwerking;26 Glas-,glaswerk-,cement-,kalkind.;1998;151;126;1;0;1;0;0;0;78;0;0;47;31;16;0;15;1;0;1.0;31;25;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;17;;126.0;116.0;3.0;7.0;0.0;;25.0;17.0;6.0;2.0;0.0;151;126;;27.0;31.0;7.0;12.0;26.0;24.0;25;;2.0;4.0;4.0;5.0;2.0;8.0
633;Eindverwerking;26 Glas-,glaswerk-,cement-,kalkind.;2000;157;142;1;0;0;1;0;0;91;1;0;84;5;14;0;13;1;0;0.0;36;15;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;11;;142.0;72.0;13.0;57.0;0.0;;16.0;9.0;5.0;2.0;0.0;157;142;;37.0;31.0;4.0;15.0;50.0;6.0;15;;2.0;3.0;2.0;3.0;2.0;3.0
634;Eindverwerking;26 Glas-,glaswerk-,cement-,kalkind.;2001;193;177;1;0;0;1;0;0;109;1;0;94;14;16;0;14;1;0;0.0;52;16;3.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1;12;;176.0;93.0;14.0;69.0;0.0;;17.0;9.0;6.0;2.0;0.0;193;177;;;;;;;;16;;;;;;;
635;Eindverwerking;26 Glas-,glaswerk-,cement-,kalkind.;2002;149;134;0;0;0;0;0;0;108;0;0;103;4;7;0;6;1;0;0.0;19;14;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;10;;134.0;118.0;6.0;10.0;0.0;;14.0;8.0;5.0;1.0;0.0;149;134;31.0;17.0;9.0;44.0;13.0;16.0;6.0;14;1.0;0.0;5.0;2.0;2.0;1.0;2.0
636;Eindverwerking;26 Glas-,glaswerk-,cement-,kalkind.;2003;137;125;0;0;0;0;0;0;100;0;0;96;4;7;0;6;1;0;0.0;18;13;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;9;;124.0;109.0;6.0;9.0;0.0;;12.0;7.0;4.0;1.0;0.0;137;125;;;;;;;;13;;;;;;;
637;Eindverwerking;DJ Basismetaal- en metaalproductenind.;1994;317;215;0;0;1;0;0;0;68;0;0;40;77;3;0;1;2;133;;10;102;;;;;;;;;;;71;30;;215.0;212.0;1.0;2.0;0.0;;102.0;27.0;7.0;68.0;0.0;317;215;;7.0;8.0;7.0;24.0;17.0;152.0;102;;2.0;5.0;5.0;9.0;6.0;74.0
638;Eindverwerking;DJ Basismetaal- en metaalproductenind.;1996;367;266;0;0;0;0;0;0;30;0;0;7;22;4;0;0;4;215;;17;100;;;;;;;;;;;70;31;;266.0;257.0;1.0;8.0;0.0;;100.0;18.0;12.0;70.0;0.0;365;264;;0.0;5.0;8.0;10.0;13.0;228.0;100;;2.0;8.0;5.0;6.0;8.0;72.0
639;Eindverwerking;DJ Basismetaal- en metaalproductenind.;1998;432;310;0;0;0;0;0;0;31;1;0;6;24;2;0;0;2;254;0.0;23;121;0.0;0.0;0.0;0.0;0.0;85.0;0.0;0.0;10.0;75.0;0;35;;310.0;297.0;13.0;0.0;0.0;;122.0;25.0;15.0;82.0;0.0;432;310;;0.0;5.0;12.0;18.0;7.0;267.0;121;;5.0;6.0;7.0;6.0;6.0;92.0
640;Eindverwerking;DJ Basismetaal- en metaalproductenind.;2000;267;169;1;0;1;0;0;0;32;2;0;11;21;5;0;0;5;89;0.0;41;100;2.0;0.0;1.0;0.0;0.0;71.0;0.0;0.0;0.0;71.0;1;26;;168.0;137.0;18.0;13.0;0.0;;100.0;12.0;15.0;73.0;0.0;267;169;;2.0;9.0;23.0;16.0;6.0;111.0;100;;3.0;5.0;4.0;6.0;5.0;76.0
641;Eindverwerking;DJ Basismetaal- en metaalproductenind.;2001;102;70;1;0;1;0;0;0;30;2;0;9;19;2;0;0;2;0;0.0;36;32;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;30;;69.0;38.0;19.0;12.0;0.0;;32.0;13.0;16.0;3.0;0.0;102;70;;;;;;;;32;;;;;;;
642;Eindverwerking;DJ Basismetaal- en metaalproductenind.;2002;137;86;1;0;0;1;0;0;44;0;0;8;34;13;0;7;5;1;0.0;30;50;3.0;2.0;1.0;0.0;0.0;8.0;0.0;0.0;0.0;8.0;0;39;;86.0;55.0;19.0;12.0;0.0;;50.0;25.0;21.0;4.0;0.0;137;86;1.0;1.0;33.0;13.0;20.0;8.0;12.0;50;7.0;6.0;7.0;5.0;6.0;5.0;14.0
643;Eindverwerking;DJ Basismetaal- en metaalproductenind.;2003;135;85;1;0;0;1;0;0;44;0;0;9;35;10;0;7;3;1;0.0;29;49;3.0;2.0;1.0;0.0;0.0;8.0;0.0;0.0;0.0;8.0;0;38;;87.0;55.0;20.0;12.0;0.0;;49.0;24.0;21.0;4.0;0.0;135;85;;;;;;;;49;;;;;;;
644;Eindverwerking;27 Basis metaalindustrie;1994;281;203;0;0;1;0;0;0;64;0;0;19;35;3;0;1;2;133;;3;78;;;;;;;;;;;69;9;;203.0;202.0;0.0;1.0;0.0;;78.0;9.0;1.0;68.0;0.0;281;203;;5.0;7.0;5.0;20.0;14.0;152.0;78;;0.0;1.0;1.0;2.0;2.0;72.0
645;Eindverwerking;27 Basis metaalindustrie;1996;335;259;0;0;0;0;0;0;29;0;0;7;22;3;0;0;3;215;;12;76;;;;;;;;;;;67;9;;259.0;251.0;0.0;8.0;0.0;;76.0;5.0;2.0;68.0;0.0;333;257;;0.0;5.0;8.0;5.0;11.0;227.0;76;;1.0;0.0;0.0;2.0;2.0;71.0
646;Eindverwerking;27 Basis metaalindustrie;1998;394;299;0;0;0;0;0;0;30;1;0;6;23;0;0;0;0;254;0.0;15;95;0.0;0.0;0.0;0.0;0.0;85.0;0.0;0.0;10.0;75.0;0;9;;299.0;289.0;10.0;0.0;0.0;;96.0;15.0;3.0;78.0;0.0;394;299;;0.0;2.0;11.0;14.0;4.0;267.0;95;;1.0;1.0;1.0;1.0;1.0;91.0
647;Eindverwerking;27 Basis metaalindustrie;2000;218;142;0;0;0;0;0;0;30;1;0;11;19;0;0;0;0;89;0.0;23;77;1.0;0.0;1.0;0.0;0.0;71.0;0.0;0.0;0.0;71.0;0;5;;142.0;122.0;11.0;9.0;0.0;;76.0;2.0;3.0;71.0;0.0;218;142;;0.0;3.0;16.0;10.0;2.0;111.0;77;;0.0;0.0;0.0;1.0;1.0;74.0
648;Eindverwerking;27 Basis metaalindustrie;2001;51;45;0;0;0;0;0;0;28;1;0;9;17;0;0;0;0;0;0.0;16;6;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;;44.0;25.0;11.0;8.0;0.0;;5.0;2.0;3.0;0.0;0.0;51;45;;;;;;;;6;;;;;;;
649;Eindverwerking;27 Basis metaalindustrie;2002;66;49;0;0;0;0;0;0;40;0;0;7;32;6;0;6;0;1;0.0;3;17;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;8.0;0;9;;49.0;40.0;8.0;1.0;0.0;;17.0;9.0;6.0;2.0;0.0;66;49;0.0;0.0;16.0;6.0;13.0;2.0;12.0;17;1.0;0.0;0.0;1.0;1.0;0.0;13.0
650;Eindverwerking;27 Basis metaalindustrie;2003;68;51;0;0;0;0;0;0;41;0;0;8;33;6;0;6;0;1;0.0;3;17;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;8.0;0;9;;52.0;42.0;9.0;1.0;0.0;;17.0;9.0;6.0;2.0;0.0;68;51;;;;;;;;17;;;;;;;
651;Eindverwerking;28 Metaalproductenindustrie;1994;36;12;0;0;0;0;0;0;4;0;0;21;42;0;0;0;0;0;;8;24;;;;;;;;;;;2;22;;12.0;9.0;1.0;1.0;0.0;;24.0;18.0;6.0;0.0;0.0;36;12;;2.0;1.0;2.0;5.0;2.0;0.0;24;;2.0;4.0;4.0;7.0;4.0;2.0
652;Eindverwerking;28 Metaalproductenindustrie;1996;32;7;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;;6;25;;;;;;;;;;;3;22;;7.0;6.0;1.0;0.0;0.0;;25.0;13.0;10.0;2.0;0.0;32;7;;0.0;0.0;0.0;5.0;2.0;1.0;25;;1.0;8.0;5.0;4.0;6.0;1.0
653;Eindverwerking;28 Metaalproductenindustrie;1998;38;11;0;0;0;0;0;0;1;0;0;0;1;2;0;0;2;0;0.0;8;26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;26;;11.0;8.0;3.0;0.0;0.0;;26.0;10.0;12.0;4.0;0.0;38;11;;0.0;3.0;1.0;4.0;3.0;0.0;26;;4.0;5.0;6.0;5.0;5.0;1.0
654;Eindverwerking;28 Metaalproductenindustrie;2000;49;27;1;0;1;0;0;0;2;1;0;0;2;5;0;0;5;0;0.0;18;23;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;21;;26.0;15.0;7.0;4.0;0.0;;24.0;10.0;12.0;2.0;0.0;49;27;;2.0;6.0;7.0;6.0;4.0;0.0;23;;3.0;5.0;4.0;5.0;4.0;2.0
655;Eindverwerking;28 Metaalproductenindustrie;2001;51;25;1;0;1;0;0;0;2;1;0;0;2;2;0;0;2;0;0.0;20;26;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;25;;25.0;13.0;8.0;4.0;0.0;;27.0;11.0;13.0;3.0;0.0;51;25;;;;;;;;26;;;;;;;
