ID;HerkomstBestemming;Afvalsoorten;Perioden;Afval_1
412;B-E Nijverheid (geen bouw) en energie;Gemengd afval;2016;1359.0
413;B-E Nijverheid (geen bouw) en energie;Gemengd afval;2018;1433.0
414;B-E Nijverheid (geen bouw) en energie;Gemengd afval;2020;1604.0
415;B-E Nijverheid (geen bouw) en energie;Gemengd afval;2022;1656.0
416;B-E Nijverheid (geen bouw) en energie;Slib;2008;
417;B-E Nijverheid (geen bouw) en energie;Slib;2010;
418;B-E Nijverheid (geen bouw) en energie;Slib;2012;529.0
419;B-E Nijverheid (geen bouw) en energie;Slib;2014;529.0
420;B-E Nijverheid (geen bouw) en energie;Slib;2016;545.0
421;B-E Nijverheid (geen bouw) en energie;Slib;2018;509.0
422;B-E Nijverheid (geen bouw) en energie;Slib;2020;507.0
423;B-E Nijverheid (geen bouw) en energie;Slib;2022;477.0
424;B-E Nijverheid (geen bouw) en energie;Mineraal afval;2008;
425;B-E Nijverheid (geen bouw) en energie;Mineraal afval;2010;
426;B-E Nijverheid (geen bouw) en energie;Mineraal afval;2012;4851.0
427;B-E Nijverheid (geen bouw) en energie;Mineraal afval;2014;4828.0
428;B-E Nijverheid (geen bouw) en energie;Mineraal afval;2016;5147.0
429;B-E Nijverheid (geen bouw) en energie;Mineraal afval;2018;4684.0
430;B-E Nijverheid (geen bouw) en energie;Mineraal afval;2020;3235.0
431;B-E Nijverheid (geen bouw) en energie;Mineraal afval;2022;3398.0
432;B Delfstoffenwinning;Totaal afval;2008;
433;B Delfstoffenwinning;Totaal afval;2010;
434;B Delfstoffenwinning;Totaal afval;2012;121.0
435;B Delfstoffenwinning;Totaal afval;2014;118.0
436;B Delfstoffenwinning;Totaal afval;2016;58.0
437;B Delfstoffenwinning;Totaal afval;2018;48.0
438;B Delfstoffenwinning;Totaal afval;2020;51.0
439;B Delfstoffenwinning;Totaal afval;2022;62.0
440;B Delfstoffenwinning;Chemisch afval;2008;
441;B Delfstoffenwinning;Chemisch afval;2010;
442;B Delfstoffenwinning;Chemisch afval;2012;29.0
443;B Delfstoffenwinning;Chemisch afval;2014;37.0
444;B Delfstoffenwinning;Chemisch afval;2016;28.0
445;B Delfstoffenwinning;Chemisch afval;2018;24.0
446;B Delfstoffenwinning;Chemisch afval;2020;27.0
447;B Delfstoffenwinning;Chemisch afval;2022;33.0
448;B Delfstoffenwinning;Totaal recyclebaar afval;2008;
449;B Delfstoffenwinning;Totaal recyclebaar afval;2010;
450;B Delfstoffenwinning;Totaal recyclebaar afval;2012;4.0
451;B Delfstoffenwinning;Totaal recyclebaar afval;2014;9.0
452;B Delfstoffenwinning;Totaal recyclebaar afval;2016;4.0
453;B Delfstoffenwinning;Totaal recyclebaar afval;2018;6.0
454;B Delfstoffenwinning;Totaal recyclebaar afval;2020;3.0
455;B Delfstoffenwinning;Totaal recyclebaar afval;2022;2.0
456;B Delfstoffenwinning;IJzerafval;2008;
457;B Delfstoffenwinning;IJzerafval;2010;
458;B Delfstoffenwinning;IJzerafval;2012;0.0
459;B Delfstoffenwinning;IJzerafval;2014;4.0
460;B Delfstoffenwinning;IJzerafval;2016;0.0
461;B Delfstoffenwinning;IJzerafval;2018;1.0
462;B Delfstoffenwinning;IJzerafval;2020;0.0
463;B Delfstoffenwinning;IJzerafval;2022;0.0
464;B Delfstoffenwinning;Ander metaalafval;2008;
465;B Delfstoffenwinning;Ander metaalafval;2010;
466;B Delfstoffenwinning;Ander metaalafval;2012;0.0
467;B Delfstoffenwinning;Ander metaalafval;2014;0.0
468;B Delfstoffenwinning;Ander metaalafval;2016;0.0
469;B Delfstoffenwinning;Ander metaalafval;2018;0.0
470;B Delfstoffenwinning;Ander metaalafval;2020;0.0
471;B Delfstoffenwinning;Ander metaalafval;2022;0.0
472;B Delfstoffenwinning;Gemengd metaalafval;2008;
473;B Delfstoffenwinning;Gemengd metaalafval;2010;
474;B Delfstoffenwinning;Gemengd metaalafval;2012;2.0
475;B Delfstoffenwinning;Gemengd metaalafval;2014;2.0
476;B Delfstoffenwinning;Gemengd metaalafval;2016;1.0
477;B Delfstoffenwinning;Gemengd metaalafval;2018;3.0
478;B Delfstoffenwinning;Gemengd metaalafval;2020;1.0
479;B Delfstoffenwinning;Gemengd metaalafval;2022;1.0
480;B Delfstoffenwinning;Glasafval;2008;
481;B Delfstoffenwinning;Glasafval;2010;
482;B Delfstoffenwinning;Glasafval;2012;0.0
483;B Delfstoffenwinning;Glasafval;2014;0.0
484;B Delfstoffenwinning;Glasafval;2016;0.0
485;B Delfstoffenwinning;Glasafval;2018;0.0
486;B Delfstoffenwinning;Glasafval;2020;0.0
487;B Delfstoffenwinning;Glasafval;2022;0.0
488;B Delfstoffenwinning;Papierafval;2008;
489;B Delfstoffenwinning;Papierafval;2010;
490;B Delfstoffenwinning;Papierafval;2012;0.0
491;B Delfstoffenwinning;Papierafval;2014;1.0
492;B Delfstoffenwinning;Papierafval;2016;1.0
493;B Delfstoffenwinning;Papierafval;2018;1.0
494;B Delfstoffenwinning;Papierafval;2020;0.0
495;B Delfstoffenwinning;Papierafval;2022;0.0
496;B Delfstoffenwinning;Rubberafval;2008;
497;B Delfstoffenwinning;Rubberafval;2010;
498;B Delfstoffenwinning;Rubberafval;2012;0.0
499;B Delfstoffenwinning;Rubberafval;2014;0.0
500;B Delfstoffenwinning;Rubberafval;2016;0.0
501;B Delfstoffenwinning;Rubberafval;2018;0.0
502;B Delfstoffenwinning;Rubberafval;2020;0.0
503;B Delfstoffenwinning;Rubberafval;2022;0.0
504;B Delfstoffenwinning;Plasticafval;2008;
505;B Delfstoffenwinning;Plasticafval;2010;
506;B Delfstoffenwinning;Plasticafval;2012;0.0
507;B Delfstoffenwinning;Plasticafval;2014;1.0
508;B Delfstoffenwinning;Plasticafval;2016;1.0
509;B Delfstoffenwinning;Plasticafval;2018;0.0
510;B Delfstoffenwinning;Plasticafval;2020;0.0
511;B Delfstoffenwinning;Plasticafval;2022;0.0
512;B Delfstoffenwinning;Houtafval;2008;
513;B Delfstoffenwinning;Houtafval;2010;
514;B Delfstoffenwinning;Houtafval;2012;1.0
515;B Delfstoffenwinning;Houtafval;2014;1.0
516;B Delfstoffenwinning;Houtafval;2016;1.0
517;B Delfstoffenwinning;Houtafval;2018;0.0
518;B Delfstoffenwinning;Houtafval;2020;1.0
519;B Delfstoffenwinning;Houtafval;2022;1.0
520;B Delfstoffenwinning;Textielafval;2008;
521;B Delfstoffenwinning;Textielafval;2010;
522;B Delfstoffenwinning;Textielafval;2012;0.0
523;B Delfstoffenwinning;Textielafval;2014;0.0
524;B Delfstoffenwinning;Textielafval;2016;0.0
525;B Delfstoffenwinning;Textielafval;2018;0.0
526;B Delfstoffenwinning;Textielafval;2020;0.0
527;B Delfstoffenwinning;Textielafval;2022;0.0
528;B Delfstoffenwinning;Overig recyclebaar afval;2008;
529;B Delfstoffenwinning;Overig recyclebaar afval;2010;
530;B Delfstoffenwinning;Overig recyclebaar afval;2012;0.0
531;B Delfstoffenwinning;Overig recyclebaar afval;2014;0.0
532;B Delfstoffenwinning;Overig recyclebaar afval;2016;0.0
533;B Delfstoffenwinning;Overig recyclebaar afval;2018;0.0
534;B Delfstoffenwinning;Overig recyclebaar afval;2020;0.0
535;B Delfstoffenwinning;Overig recyclebaar afval;2022;0.0
536;B Delfstoffenwinning;Afgedankt materiaal;2008;
537;B Delfstoffenwinning;Afgedankt materiaal;2010;
538;B Delfstoffenwinning;Afgedankt materiaal;2012;0.0
539;B Delfstoffenwinning;Afgedankt materiaal;2014;0.0
540;B Delfstoffenwinning;Afgedankt materiaal;2016;0.0
541;B Delfstoffenwinning;Afgedankt materiaal;2018;1.0
542;B Delfstoffenwinning;Afgedankt materiaal;2020;1.0
543;B Delfstoffenwinning;Afgedankt materiaal;2022;0.0
544;B Delfstoffenwinning;Dierlijk en plantaardig afval;2008;
545;B Delfstoffenwinning;Dierlijk en plantaardig afval;2010;
546;B Delfstoffenwinning;Dierlijk en plantaardig afval;2012;1.0
547;B Delfstoffenwinning;Dierlijk en plantaardig afval;2014;1.0
548;B Delfstoffenwinning;Dierlijk en plantaardig afval;2016;0.0
549;B Delfstoffenwinning;Dierlijk en plantaardig afval;2018;0.0
550;B Delfstoffenwinning;Dierlijk en plantaardig afval;2020;0.0
551;B Delfstoffenwinning;Dierlijk en plantaardig afval;2022;0.0
552;B Delfstoffenwinning;Gemengd afval;2008;
553;B Delfstoffenwinning;Gemengd afval;2010;
554;B Delfstoffenwinning;Gemengd afval;2012;5.0
555;B Delfstoffenwinning;Gemengd afval;2014;8.0
556;B Delfstoffenwinning;Gemengd afval;2016;4.0
557;B Delfstoffenwinning;Gemengd afval;2018;4.0
558;B Delfstoffenwinning;Gemengd afval;2020;3.0
559;B Delfstoffenwinning;Gemengd afval;2022;3.0
560;B Delfstoffenwinning;Slib;2008;
561;B Delfstoffenwinning;Slib;2010;
562;B Delfstoffenwinning;Slib;2012;0.0
563;B Delfstoffenwinning;Slib;2014;0.0
564;B Delfstoffenwinning;Slib;2016;0.0
565;B Delfstoffenwinning;Slib;2018;0.0
566;B Delfstoffenwinning;Slib;2020;0.0
567;B Delfstoffenwinning;Slib;2022;0.0
568;B Delfstoffenwinning;Mineraal afval;2008;
569;B Delfstoffenwinning;Mineraal afval;2010;
570;B Delfstoffenwinning;Mineraal afval;2012;81.0
571;B Delfstoffenwinning;Mineraal afval;2014;63.0
572;B Delfstoffenwinning;Mineraal afval;2016;21.0
573;B Delfstoffenwinning;Mineraal afval;2018;13.0
574;B Delfstoffenwinning;Mineraal afval;2020;16.0
575;B Delfstoffenwinning;Mineraal afval;2022;23.0
576;C Industrie;Totaal afval;2008;
577;C Industrie;Totaal afval;2010;
578;C Industrie;Totaal afval;2012;13932.0
579;C Industrie;Totaal afval;2014;13234.0
580;C Industrie;Totaal afval;2016;13590.0
581;C Industrie;Totaal afval;2018;13858.0
582;C Industrie;Totaal afval;2020;13132.0
583;C Industrie;Totaal afval;2022;12993.0
584;C Industrie;Chemisch afval;2008;
585;C Industrie;Chemisch afval;2010;
586;C Industrie;Chemisch afval;2012;1321.0
587;C Industrie;Chemisch afval;2014;1315.0
588;C Industrie;Chemisch afval;2016;1431.0
589;C Industrie;Chemisch afval;2018;1366.0
590;C Industrie;Chemisch afval;2020;1175.0
591;C Industrie;Chemisch afval;2022;1216.0
592;C Industrie;Totaal recyclebaar afval;2008;
593;C Industrie;Totaal recyclebaar afval;2010;
594;C Industrie;Totaal recyclebaar afval;2012;1691.0
595;C Industrie;Totaal recyclebaar afval;2014;1567.0
596;C Industrie;Totaal recyclebaar afval;2016;1601.0
597;C Industrie;Totaal recyclebaar afval;2018;1580.0
598;C Industrie;Totaal recyclebaar afval;2020;1598.0
599;C Industrie;Totaal recyclebaar afval;2022;1673.0
600;C Industrie;IJzerafval;2008;
601;C Industrie;IJzerafval;2010;
602;C Industrie;IJzerafval;2012;187.0
603;C Industrie;IJzerafval;2014;193.0
604;C Industrie;IJzerafval;2016;132.0
605;C Industrie;IJzerafval;2018;186.0
606;C Industrie;IJzerafval;2020;246.0
607;C Industrie;IJzerafval;2022;239.0
608;C Industrie;Ander metaalafval;2008;
609;C Industrie;Ander metaalafval;2010;
610;C Industrie;Ander metaalafval;2012;22.0
611;C Industrie;Ander metaalafval;2014;41.0
612;C Industrie;Ander metaalafval;2016;44.0
613;C Industrie;Ander metaalafval;2018;49.0
614;C Industrie;Ander metaalafval;2020;51.0
615;C Industrie;Ander metaalafval;2022;50.0
616;C Industrie;Gemengd metaalafval;2008;
617;C Industrie;Gemengd metaalafval;2010;
618;C Industrie;Gemengd metaalafval;2012;258.0
619;C Industrie;Gemengd metaalafval;2014;228.0
620;C Industrie;Gemengd metaalafval;2016;299.0
621;C Industrie;Gemengd metaalafval;2018;266.0
622;C Industrie;Gemengd metaalafval;2020;232.0
623;C Industrie;Gemengd metaalafval;2022;252.0
624;C Industrie;Glasafval;2008;
625;C Industrie;Glasafval;2010;
626;C Industrie;Glasafval;2012;48.0
627;C Industrie;Glasafval;2014;41.0
628;C Industrie;Glasafval;2016;39.0
629;C Industrie;Glasafval;2018;44.0
630;C Industrie;Glasafval;2020;41.0
631;C Industrie;Glasafval;2022;47.0
632;C Industrie;Papierafval;2008;
633;C Industrie;Papierafval;2010;
634;C Industrie;Papierafval;2012;589.0
635;C Industrie;Papierafval;2014;560.0
636;C Industrie;Papierafval;2016;592.0
637;C Industrie;Papierafval;2018;545.0
638;C Industrie;Papierafval;2020;530.0
639;C Industrie;Papierafval;2022;582.0
640;C Industrie;Rubberafval;2008;
641;C Industrie;Rubberafval;2010;
642;C Industrie;Rubberafval;2012;2.0
643;C Industrie;Rubberafval;2014;2.0
644;C Industrie;Rubberafval;2016;2.0
645;C Industrie;Rubberafval;2018;2.0
646;C Industrie;Rubberafval;2020;1.0
647;C Industrie;Rubberafval;2022;1.0
648;C Industrie;Plasticafval;2008;
649;C Industrie;Plasticafval;2010;
650;C Industrie;Plasticafval;2012;141.0
651;C Industrie;Plasticafval;2014;141.0
652;C Industrie;Plasticafval;2016;155.0
653;C Industrie;Plasticafval;2018;142.0
654;C Industrie;Plasticafval;2020;149.0
655;C Industrie;Plasticafval;2022;147.0
656;C Industrie;Houtafval;2008;
657;C Industrie;Houtafval;2010;
658;C Industrie;Houtafval;2012;413.0
659;C Industrie;Houtafval;2014;343.0
660;C Industrie;Houtafval;2016;325.0
661;C Industrie;Houtafval;2018;319.0
662;C Industrie;Houtafval;2020;311.0
663;C Industrie;Houtafval;2022;325.0
664;C Industrie;Textielafval;2008;
665;C Industrie;Textielafval;2010;
666;C Industrie;Textielafval;2012;31.0
667;C Industrie;Textielafval;2014;16.0
668;C Industrie;Textielafval;2016;12.0
669;C Industrie;Textielafval;2018;27.0
670;C Industrie;Textielafval;2020;36.0
671;C Industrie;Textielafval;2022;30.0
672;C Industrie;Overig recyclebaar afval;2008;
673;C Industrie;Overig recyclebaar afval;2010;
674;C Industrie;Overig recyclebaar afval;2012;0.0
675;C Industrie;Overig recyclebaar afval;2014;0.0
676;C Industrie;Overig recyclebaar afval;2016;0.0
677;C Industrie;Overig recyclebaar afval;2018;0.0
678;C Industrie;Overig recyclebaar afval;2020;0.0
679;C Industrie;Overig recyclebaar afval;2022;0.0
680;C Industrie;Afgedankt materiaal;2008;
681;C Industrie;Afgedankt materiaal;2010;
682;C Industrie;Afgedankt materiaal;2012;8.0
683;C Industrie;Afgedankt materiaal;2014;9.0
684;C Industrie;Afgedankt materiaal;2016;5.0
685;C Industrie;Afgedankt materiaal;2018;11.0
686;C Industrie;Afgedankt materiaal;2020;6.0
687;C Industrie;Afgedankt materiaal;2022;9.0
688;C Industrie;Dierlijk en plantaardig afval;2008;
689;C Industrie;Dierlijk en plantaardig afval;2010;
690;C Industrie;Dierlijk en plantaardig afval;2012;6500.0
691;C Industrie;Dierlijk en plantaardig afval;2014;6494.0
692;C Industrie;Dierlijk en plantaardig afval;2016;6583.0
693;C Industrie;Dierlijk en plantaardig afval;2018;6907.0
694;C Industrie;Dierlijk en plantaardig afval;2020;6676.0
695;C Industrie;Dierlijk en plantaardig afval;2022;6502.0
696;C Industrie;Gemengd afval;2008;
697;C Industrie;Gemengd afval;2010;
698;C Industrie;Gemengd afval;2012;1014.0
699;C Industrie;Gemengd afval;2014;971.0
700;C Industrie;Gemengd afval;2016;994.0
701;C Industrie;Gemengd afval;2018;963.0
702;C Industrie;Gemengd afval;2020;986.0
703;C Industrie;Gemengd afval;2022;1004.0
704;C Industrie;Slib;2008;
705;C Industrie;Slib;2010;
706;C Industrie;Slib;2012;185.0
707;C Industrie;Slib;2014;186.0
708;C Industrie;Slib;2016;188.0
709;C Industrie;Slib;2018;171.0
710;C Industrie;Slib;2020;158.0
711;C Industrie;Slib;2022;135.0
712;C Industrie;Mineraal afval;2008;
713;C Industrie;Mineraal afval;2010;
714;C Industrie;Mineraal afval;2012;3213.0
715;C Industrie;Mineraal afval;2014;2690.0
716;C Industrie;Mineraal afval;2016;2787.0
717;C Industrie;Mineraal afval;2018;2861.0
718;C Industrie;Mineraal afval;2020;2532.0
719;C Industrie;Mineraal afval;2022;2455.0
720;10-12 Voedings-, genotmiddelenindustrie;Totaal afval;2008;
721;10-12 Voedings-, genotmiddelenindustrie;Totaal afval;2010;
722;10-12 Voedings-, genotmiddelenindustrie;Totaal afval;2012;7683.0
723;10-12 Voedings-, genotmiddelenindustrie;Totaal afval;2014;7665.0
724;10-12 Voedings-, genotmiddelenindustrie;Totaal afval;2016;7887.0
725;10-12 Voedings-, genotmiddelenindustrie;Totaal afval;2018;8220.0
726;10-12 Voedings-, genotmiddelenindustrie;Totaal afval;2020;7793.0
727;10-12 Voedings-, genotmiddelenindustrie;Totaal afval;2022;7719.0
728;10-12 Voedings-, genotmiddelenindustrie;Chemisch afval;2008;
729;10-12 Voedings-, genotmiddelenindustrie;Chemisch afval;2010;
730;10-12 Voedings-, genotmiddelenindustrie;Chemisch afval;2012;35.0
731;10-12 Voedings-, genotmiddelenindustrie;Chemisch afval;2014;56.0
732;10-12 Voedings-, genotmiddelenindustrie;Chemisch afval;2016;71.0
733;10-12 Voedings-, genotmiddelenindustrie;Chemisch afval;2018;90.0
734;10-12 Voedings-, genotmiddelenindustrie;Chemisch afval;2020;70.0
735;10-12 Voedings-, genotmiddelenindustrie;Chemisch afval;2022;51.0
736;10-12 Voedings-, genotmiddelenindustrie;Totaal recyclebaar afval;2008;
737;10-12 Voedings-, genotmiddelenindustrie;Totaal recyclebaar afval;2010;
738;10-12 Voedings-, genotmiddelenindustrie;Totaal recyclebaar afval;2012;184.0
739;10-12 Voedings-, genotmiddelenindustrie;Totaal recyclebaar afval;2014;170.0
740;10-12 Voedings-, genotmiddelenindustrie;Totaal recyclebaar afval;2016;178.0
741;10-12 Voedings-, genotmiddelenindustrie;Totaal recyclebaar afval;2018;152.0
742;10-12 Voedings-, genotmiddelenindustrie;Totaal recyclebaar afval;2020;160.0
743;10-12 Voedings-, genotmiddelenindustrie;Totaal recyclebaar afval;2022;165.0
744;10-12 Voedings-, genotmiddelenindustrie;IJzerafval;2008;
745;10-12 Voedings-, genotmiddelenindustrie;IJzerafval;2010;
746;10-12 Voedings-, genotmiddelenindustrie;IJzerafval;2012;13.0
747;10-12 Voedings-, genotmiddelenindustrie;IJzerafval;2014;10.0
748;10-12 Voedings-, genotmiddelenindustrie;IJzerafval;2016;6.0
749;10-12 Voedings-, genotmiddelenindustrie;IJzerafval;2018;4.0
750;10-12 Voedings-, genotmiddelenindustrie;IJzerafval;2020;3.0
751;10-12 Voedings-, genotmiddelenindustrie;IJzerafval;2022;2.0
752;10-12 Voedings-, genotmiddelenindustrie;Ander metaalafval;2008;
753;10-12 Voedings-, genotmiddelenindustrie;Ander metaalafval;2010;
754;10-12 Voedings-, genotmiddelenindustrie;Ander metaalafval;2012;0.0
755;10-12 Voedings-, genotmiddelenindustrie;Ander metaalafval;2014;0.0
756;10-12 Voedings-, genotmiddelenindustrie;Ander metaalafval;2016;0.0
757;10-12 Voedings-, genotmiddelenindustrie;Ander metaalafval;2018;0.0
758;10-12 Voedings-, genotmiddelenindustrie;Ander metaalafval;2020;0.0
759;10-12 Voedings-, genotmiddelenindustrie;Ander metaalafval;2022;1.0
760;10-12 Voedings-, genotmiddelenindustrie;Gemengd metaalafval;2008;
761;10-12 Voedings-, genotmiddelenindustrie;Gemengd metaalafval;2010;
762;10-12 Voedings-, genotmiddelenindustrie;Gemengd metaalafval;2012;13.0
763;10-12 Voedings-, genotmiddelenindustrie;Gemengd metaalafval;2014;20.0
764;10-12 Voedings-, genotmiddelenindustrie;Gemengd metaalafval;2016;16.0
765;10-12 Voedings-, genotmiddelenindustrie;Gemengd metaalafval;2018;18.0
766;10-12 Voedings-, genotmiddelenindustrie;Gemengd metaalafval;2020;33.0
767;10-12 Voedings-, genotmiddelenindustrie;Gemengd metaalafval;2022;33.0
768;10-12 Voedings-, genotmiddelenindustrie;Glasafval;2008;
769;10-12 Voedings-, genotmiddelenindustrie;Glasafval;2010;
770;10-12 Voedings-, genotmiddelenindustrie;Glasafval;2012;20.0
771;10-12 Voedings-, genotmiddelenindustrie;Glasafval;2014;24.0
772;10-12 Voedings-, genotmiddelenindustrie;Glasafval;2016;26.0
773;10-12 Voedings-, genotmiddelenindustrie;Glasafval;2018;27.0
774;10-12 Voedings-, genotmiddelenindustrie;Glasafval;2020;17.0
775;10-12 Voedings-, genotmiddelenindustrie;Glasafval;2022;22.0
776;10-12 Voedings-, genotmiddelenindustrie;Papierafval;2008;
777;10-12 Voedings-, genotmiddelenindustrie;Papierafval;2010;
778;10-12 Voedings-, genotmiddelenindustrie;Papierafval;2012;89.0
779;10-12 Voedings-, genotmiddelenindustrie;Papierafval;2014;85.0
780;10-12 Voedings-, genotmiddelenindustrie;Papierafval;2016;94.0
781;10-12 Voedings-, genotmiddelenindustrie;Papierafval;2018;71.0
782;10-12 Voedings-, genotmiddelenindustrie;Papierafval;2020;76.0
783;10-12 Voedings-, genotmiddelenindustrie;Papierafval;2022;76.0
784;10-12 Voedings-, genotmiddelenindustrie;Rubberafval;2008;
785;10-12 Voedings-, genotmiddelenindustrie;Rubberafval;2010;
