ID;BedrijfstakkenBranchesSBI2008;Perioden;Waarde_1;VoortschrijdendJaargemiddeldeWaarde_2;Prijs_3;VoortschrijdendJaargemiddeldePrijs_4;Volume_5;VoortschrijdendJaargemiddeldeVolume_6;Waarde_7;CumulatieveWaarde_8;Prijs_9;CumulatievePrijs_10;Volume_11;CumulatiefVolume_12
3034;56102-56103 Cafetaria's, ijssalons e.d.;2011 juli;136.0;117.0;118.0;116.0;115.0;101.0;3.1;8.1;3.3;3.0;-0.2;4.9
3035;56102-56103 Cafetaria's, ijssalons e.d.;2011 augustus;131.0;118.0;118.0;116.0;111.0;101.0;7.1;7.9;3.4;3.0;3.6;4.7
3036;56102-56103 Cafetaria's, ijssalons e.d.;2011 september;123.0;118.0;118.0;117.0;104.0;101.0;8.4;8.0;3.4;3.1;4.9;4.8
3037;56102-56103 Cafetaria's, ijssalons e.d.;2011 3e kwartaal;130.0;118.0;118.0;117.0;110.0;101.0;6.1;8.0;3.4;3.1;2.7;4.8
3038;56102-56103 Cafetaria's, ijssalons e.d.;2011 oktober;124.0;119.0;119.0;117.0;105.0;101.0;4.0;7.6;3.3;3.1;0.7;4.3
3039;56102-56103 Cafetaria's, ijssalons e.d.;2011 november;110.0;119.0;119.0;117.0;92.0;102.0;6.7;7.5;3.4;3.1;3.3;4.2
3040;56102-56103 Cafetaria's, ijssalons e.d.;2011 december;115.0;120.0;119.0;118.0;97.0;102.0;11.8;7.8;2.8;3.1;8.8;4.6
3041;56102-56103 Cafetaria's, ijssalons e.d.;2011 4e kwartaal;116.0;120.0;119.0;118.0;98.0;102.0;7.3;7.8;3.2;3.1;4.0;4.6
3042;56102-56103 Cafetaria's, ijssalons e.d.;2011;120.0;120.0;118.0;118.0;102.0;102.0;7.8;7.8;3.1;3.1;4.6;4.6
3043;56102-56103 Cafetaria's, ijssalons e.d.;2012 januari;109.0;121.0;120.0;118.0;91.0;102.0;5.6;5.6;3.2;3.2;2.3;2.3
3044;56102-56103 Cafetaria's, ijssalons e.d.;2012 februari;104.0;121.0;120.0;118.0;87.0;102.0;3.0;4.3;2.6;2.9;0.4;1.3
3045;56102-56103 Cafetaria's, ijssalons e.d.;2012 maart;122.0;122.0;120.0;119.0;102.0;103.0;8.1;5.7;2.3;2.7;5.6;2.9
3046;56102-56103 Cafetaria's, ijssalons e.d.;2012 1e kwartaal;112.0;122.0;120.0;119.0;93.0;103.0;5.7;5.7;2.7;2.7;2.9;2.9
3047;56102-56103 Cafetaria's, ijssalons e.d.;2012 april;127.0;122.0;120.0;119.0;106.0;103.0;0.3;4.1;2.4;2.7;-2.1;1.5
3048;56102-56103 Cafetaria's, ijssalons e.d.;2012 mei;134.0;122.0;120.0;119.0;111.0;103.0;3.7;4.0;2.4;2.6;1.3;1.4
3049;56102-56103 Cafetaria's, ijssalons e.d.;2012 juni;133.0;122.0;121.0;119.0;110.0;103.0;-1.1;3.1;2.4;2.6;-3.4;0.5
3050;56102-56103 Cafetaria's, ijssalons e.d.;2012 2e kwartaal;131.0;122.0;120.0;119.0;109.0;103.0;0.9;3.1;2.4;2.6;-1.4;0.5
3051;56102-56103 Cafetaria's, ijssalons e.d.;2012 juli;134.0;122.0;121.0;119.0;111.0;102.0;-0.9;2.4;2.4;2.5;-3.2;-0.1
3052;56102-56103 Cafetaria's, ijssalons e.d.;2012 augustus;136.0;123.0;121.0;120.0;113.0;102.0;3.9;2.6;2.3;2.5;1.5;0.1
3053;56102-56103 Cafetaria's, ijssalons e.d.;2012 september;125.0;123.0;121.0;120.0;103.0;102.0;1.3;2.5;2.1;2.5;-0.8;0.0
3054;56102-56103 Cafetaria's, ijssalons e.d.;2012 3e kwartaal;132.0;123.0;121.0;120.0;109.0;102.0;1.4;2.5;2.3;2.5;-0.8;0.0
3055;56102-56103 Cafetaria's, ijssalons e.d.;2012 oktober;119.0;122.0;121.0;120.0;98.0;102.0;-4.1;1.8;2.3;2.4;-6.2;-0.6
3056;56102-56103 Cafetaria's, ijssalons e.d.;2012 november;113.0;123.0;121.0;120.0;93.0;102.0;2.7;1.9;2.1;2.4;0.6;-0.5
3057;56102-56103 Cafetaria's, ijssalons e.d.;2012 december;116.0;123.0;121.0;121.0;96.0;102.0;0.7;1.8;2.2;2.4;-1.4;-0.6
3058;56102-56103 Cafetaria's, ijssalons e.d.;2012 4e kwartaal;116.0;123.0;121.0;121.0;96.0;102.0;-0.4;1.8;2.2;2.4;-2.5;-0.6
3059;56102-56103 Cafetaria's, ijssalons e.d.;2012;123.0;123.0;121.0;121.0;102.0;102.0;1.8;1.8;2.4;2.4;-0.6;-0.6
3060;562 Kantines en catering;1993 januari;;;;;;;;;;;;
3061;562 Kantines en catering;1993 februari;;;;;;;;;;;;
3062;562 Kantines en catering;1993 maart;;;;;;;;;;;;
3063;562 Kantines en catering;1993 1e kwartaal;;;;;;;;;;;;
3064;562 Kantines en catering;1993 april;;;;;;;;;;;;
3065;562 Kantines en catering;1993 mei;;;;;;;;;;;;
3066;562 Kantines en catering;1993 juni;;;;;;;;;;;;
3067;562 Kantines en catering;1993 2e kwartaal;;;;;;;;;;;;
3068;562 Kantines en catering;1993 juli;;;;;;;;;;;;
3069;562 Kantines en catering;1993 augustus;;;;;;;;;;;;
3070;562 Kantines en catering;1993 september;;;;;;;;;;;;
3071;562 Kantines en catering;1993 3e kwartaal;;;;;;;;;;;;
3072;562 Kantines en catering;1993 oktober;;;;;;;;;;;;
3073;562 Kantines en catering;1993 november;;;;;;;;;;;;
3074;562 Kantines en catering;1993 december;;;;;;;;;;;;
3075;562 Kantines en catering;1993 4e kwartaal;;;;;;;;;;;;
3076;562 Kantines en catering;1993;;;;;;;;;;;;
3077;562 Kantines en catering;1994 januari;;;;;;;;;;;;
3078;562 Kantines en catering;1994 februari;;;;;;;;;;;;
3079;562 Kantines en catering;1994 maart;;;;;;;;;;;;
3080;562 Kantines en catering;1994 1e kwartaal;46.0;;;;;;;;;;;
3081;562 Kantines en catering;1994 april;;;;;;;;;;;;
3082;562 Kantines en catering;1994 mei;;;;;;;;;;;;
3083;562 Kantines en catering;1994 juni;;;;;;;;;;;;
3084;562 Kantines en catering;1994 2e kwartaal;50.0;;;;;;;;;;;
3085;562 Kantines en catering;1994 juli;;;;;;;;;;;;
3086;562 Kantines en catering;1994 augustus;;;;;;;;;;;;
3087;562 Kantines en catering;1994 september;;;;;;;;;;;;
3088;562 Kantines en catering;1994 3e kwartaal;48.0;;;;;;;;;;;
3089;562 Kantines en catering;1994 oktober;;;;;;;;;;;;
3090;562 Kantines en catering;1994 november;;;;;;;;;;;;
3091;562 Kantines en catering;1994 december;;;;;;;;;;;;
3092;562 Kantines en catering;1994 4e kwartaal;56.0;50.0;;;;;;;;;;
3093;562 Kantines en catering;1994;50.0;50.0;;;;;;;;;;
3094;562 Kantines en catering;1995 januari;;;;;;;;;;;;
3095;562 Kantines en catering;1995 februari;;;;;;;;;;;;
3096;562 Kantines en catering;1995 maart;;;;;;;;;;;;
3097;562 Kantines en catering;1995 1e kwartaal;51.0;51.0;;;;;9.9;9.9;;;;
3098;562 Kantines en catering;1995 april;;;;;;;;;;;;
3099;562 Kantines en catering;1995 mei;;;;;;;;;;;;
3100;562 Kantines en catering;1995 juni;;;;;;;;;;;;
3101;562 Kantines en catering;1995 2e kwartaal;54.0;52.0;;;;;6.8;8.3;;;;
3102;562 Kantines en catering;1995 juli;;;;;;;;;;;;
3103;562 Kantines en catering;1995 augustus;;;;;;;;;;;;
3104;562 Kantines en catering;1995 september;;;;;;;;;;;;
3105;562 Kantines en catering;1995 3e kwartaal;54.0;53.0;;;;;11.3;9.3;;;;
3106;562 Kantines en catering;1995 oktober;;;;;;;;;;;;
3107;562 Kantines en catering;1995 november;;;;;;;;;;;;
3108;562 Kantines en catering;1995 december;;;;;;;;;;;;
3109;562 Kantines en catering;1995 4e kwartaal;58.0;54.0;;;;;4.6;8.0;;;;
3110;562 Kantines en catering;1995;54.0;54.0;;;;;8.0;8.0;;;;
3111;562 Kantines en catering;1996 januari;;;;;;;;;;;;
3112;562 Kantines en catering;1996 februari;;;;;;;;;;;;
3113;562 Kantines en catering;1996 maart;;;;;;;;;;;;
3114;562 Kantines en catering;1996 1e kwartaal;55.0;55.0;;;;;8.6;8.6;;;;
3115;562 Kantines en catering;1996 april;;;;;;;;;;;;
3116;562 Kantines en catering;1996 mei;;;;;;;;;;;;
3117;562 Kantines en catering;1996 juni;;;;;;;;;;;;
3118;562 Kantines en catering;1996 2e kwartaal;59.0;56.0;;;;;9.6;9.1;;;;
3119;562 Kantines en catering;1996 juli;;;;;;;;;;;;
3120;562 Kantines en catering;1996 augustus;;;;;;;;;;;;
3121;562 Kantines en catering;1996 september;;;;;;;;;;;;
3122;562 Kantines en catering;1996 3e kwartaal;58.0;57.0;;;;;7.8;8.7;;;;
3123;562 Kantines en catering;1996 oktober;;;;;;;;;;;;
3124;562 Kantines en catering;1996 november;;;;;;;;;;;;
3125;562 Kantines en catering;1996 december;;;;;;;;;;;;
3126;562 Kantines en catering;1996 4e kwartaal;64.0;59.0;;;;;9.2;8.8;;;;
3127;562 Kantines en catering;1996;59.0;59.0;;;;;8.8;8.8;;;;
3128;562 Kantines en catering;1997 januari;;;;;;;;;;;;
3129;562 Kantines en catering;1997 februari;;;;;;;;;;;;
3130;562 Kantines en catering;1997 maart;;;;;;;;;;;;
3131;562 Kantines en catering;1997 1e kwartaal;59.0;60.0;;;;;7.7;7.7;;;;
3132;562 Kantines en catering;1997 april;;;;;;;;;;;;
3133;562 Kantines en catering;1997 mei;;;;;;;;;;;;
3134;562 Kantines en catering;1997 juni;;;;;;;;;;;;
3135;562 Kantines en catering;1997 2e kwartaal;63.0;61.0;;;;;7.0;7.3;;;;
3136;562 Kantines en catering;1997 juli;;;;;;;;;;;;
3137;562 Kantines en catering;1997 augustus;;;;;;;;;;;;
3138;562 Kantines en catering;1997 september;;;;;;;;;;;;
3139;562 Kantines en catering;1997 3e kwartaal;62.0;62.0;;;;;6.8;7.1;;;;
3140;562 Kantines en catering;1997 oktober;;;;;;;;;;;;
3141;562 Kantines en catering;1997 november;;;;;;;;;;;;
3142;562 Kantines en catering;1997 december;;;;;;;;;;;;
3143;562 Kantines en catering;1997 4e kwartaal;67.0;63.0;;;;;5.7;6.8;;;;
3144;562 Kantines en catering;1997;63.0;63.0;;;;;6.8;6.8;;;;
3145;562 Kantines en catering;1998 januari;;;;;;;;;;;;
3146;562 Kantines en catering;1998 februari;;;;;;;;;;;;
3147;562 Kantines en catering;1998 maart;;;;;;;;;;;;
3148;562 Kantines en catering;1998 1e kwartaal;64.0;64.0;;;;;7.9;7.9;;;;
3149;562 Kantines en catering;1998 april;;;;;;;;;;;;
3150;562 Kantines en catering;1998 mei;;;;;;;;;;;;
3151;562 Kantines en catering;1998 juni;;;;;;;;;;;;
3152;562 Kantines en catering;1998 2e kwartaal;71.0;66.0;;;;;12.1;10.1;;;;
3153;562 Kantines en catering;1998 juli;;;;;;;;;;;;
3154;562 Kantines en catering;1998 augustus;;;;;;;;;;;;
3155;562 Kantines en catering;1998 september;;;;;;;;;;;;
3156;562 Kantines en catering;1998 3e kwartaal;67.0;67.0;;;;;8.9;9.7;;;;
3157;562 Kantines en catering;1998 oktober;;;;;;;;;;;;
3158;562 Kantines en catering;1998 november;;;;;;;;;;;;
3159;562 Kantines en catering;1998 december;;;;;;;;;;;;
3160;562 Kantines en catering;1998 4e kwartaal;76.0;69.0;;;;;13.1;10.6;;;;
3161;562 Kantines en catering;1998;69.0;69.0;;;;;10.6;10.6;;;;
3162;562 Kantines en catering;1999 januari;;;;;;;;;;;;
3163;562 Kantines en catering;1999 februari;;;;;;;;;;;;
3164;562 Kantines en catering;1999 maart;;;;;;;;;;;;
3165;562 Kantines en catering;1999 1e kwartaal;73.0;72.0;;;;;15.0;15.0;;;;
3166;562 Kantines en catering;1999 april;;;;;;;;;;;;
3167;562 Kantines en catering;1999 mei;;;;;;;;;;;;
3168;562 Kantines en catering;1999 juni;;;;;;;;;;;;
3169;562 Kantines en catering;1999 2e kwartaal;77.0;73.0;;;;;8.8;11.7;;;;
3170;562 Kantines en catering;1999 juli;;;;;;;;;;;;
3171;562 Kantines en catering;1999 augustus;;;;;;;;;;;;
3172;562 Kantines en catering;1999 september;;;;;;;;;;;;
3173;562 Kantines en catering;1999 3e kwartaal;78.0;76.0;;;;;15.8;13.1;;;;
3174;562 Kantines en catering;1999 oktober;;;;;;;;;;;;
3175;562 Kantines en catering;1999 november;;;;;;;;;;;;
3176;562 Kantines en catering;1999 december;;;;;;;;;;;;
3177;562 Kantines en catering;1999 4e kwartaal;85.0;78.0;;;;;11.9;12.8;;;;
3178;562 Kantines en catering;1999;78.0;78.0;;;;;12.8;12.8;;;;
3179;562 Kantines en catering;2000 januari;;;;;;;;;;;;
3180;562 Kantines en catering;2000 februari;;;;;;;;;;;;
3181;562 Kantines en catering;2000 maart;;;;;;;;;;;;
3182;562 Kantines en catering;2000 1e kwartaal;82.0;80.0;;;;;11.4;11.4;;;;
3183;562 Kantines en catering;2000 april;;;;;;;;;;;;
3184;562 Kantines en catering;2000 mei;;;;;;;;;;;;
3185;562 Kantines en catering;2000 juni;;;;;;;;;;;;
3186;562 Kantines en catering;2000 2e kwartaal;90.0;84.0;;;;;16.9;14.2;;;;
3187;562 Kantines en catering;2000 juli;;;;;;;;;;;;
3188;562 Kantines en catering;2000 augustus;;;;;;;;;;;;
3189;562 Kantines en catering;2000 september;;;;;;;;;;;;
3190;562 Kantines en catering;2000 3e kwartaal;87.0;86.0;;;;;11.7;13.4;;;;
3191;562 Kantines en catering;2000 oktober;;;;;;;;;;;;
3192;562 Kantines en catering;2000 november;;;;;;;;;;;;
3193;562 Kantines en catering;2000 december;;;;;;;;;;;;
3194;562 Kantines en catering;2000 4e kwartaal;96.0;89.0;;;;;12.6;13.2;;;;
3195;562 Kantines en catering;2000;89.0;89.0;;;;;13.2;13.2;;;;
3196;562 Kantines en catering;2001 januari;;;;;;;;;;;;
3197;562 Kantines en catering;2001 februari;;;;;;;;;;;;
3198;562 Kantines en catering;2001 maart;;;;;;;;;;;;
3199;562 Kantines en catering;2001 1e kwartaal;89.0;90.0;;;;;8.4;8.4;;;;
3200;562 Kantines en catering;2001 april;;;;;;;;;;;;
3201;562 Kantines en catering;2001 mei;;;;;;;;;;;;
3202;562 Kantines en catering;2001 juni;;;;;;;;;;;;
3203;562 Kantines en catering;2001 2e kwartaal;99.0;93.0;;;;;10.2;9.4;;;;
3204;562 Kantines en catering;2001 juli;;;;;;;;;;;;
3205;562 Kantines en catering;2001 augustus;;;;;;;;;;;;
3206;562 Kantines en catering;2001 september;;;;;;;;;;;;
3207;562 Kantines en catering;2001 3e kwartaal;95.0;95.0;;;;;9.5;9.4;;;;
3208;562 Kantines en catering;2001 oktober;;;;;;;;;;;;
3209;562 Kantines en catering;2001 november;;;;;;;;;;;;
3210;562 Kantines en catering;2001 december;;;;;;;;;;;;
3211;562 Kantines en catering;2001 4e kwartaal;103.0;96.0;;;;;7.1;8.8;;;;
3212;562 Kantines en catering;2001;96.0;96.0;;;;;8.8;8.8;;;;
3213;562 Kantines en catering;2002 januari;;;;;;;;;;;;
3214;562 Kantines en catering;2002 februari;;;;;;;;;;;;
3215;562 Kantines en catering;2002 maart;;;;;;;;;;;;
3216;562 Kantines en catering;2002 1e kwartaal;94.0;98.0;;;;;6.1;6.1;;;;
3217;562 Kantines en catering;2002 april;;;;;;;;;;;;
3218;562 Kantines en catering;2002 mei;;;;;;;;;;;;
3219;562 Kantines en catering;2002 juni;;;;;;;;;;;;
3220;562 Kantines en catering;2002 2e kwartaal;105.0;99.0;;;;;5.8;6.0;;;;
3221;562 Kantines en catering;2002 juli;;;;;;;;;;;;
3222;562 Kantines en catering;2002 augustus;;;;;;;;;;;;
3223;562 Kantines en catering;2002 september;;;;;;;;;;;;
3224;562 Kantines en catering;2002 3e kwartaal;97.0;100.0;;;;;2.0;4.6;;;;
3225;562 Kantines en catering;2002 oktober;;;;;;;;;;;;
3226;562 Kantines en catering;2002 november;;;;;;;;;;;;
3227;562 Kantines en catering;2002 december;;;;;;;;;;;;
3228;562 Kantines en catering;2002 4e kwartaal;105.0;100.0;;;;;2.3;4.0;;;;
3229;562 Kantines en catering;2002;100.0;100.0;;;;;4.0;4.0;;;;
3230;562 Kantines en catering;2003 januari;;;;;;;;;;;;
3231;562 Kantines en catering;2003 februari;;;;;;;;;;;;
3232;562 Kantines en catering;2003 maart;;;;;;;;;;;;
3233;562 Kantines en catering;2003 1e kwartaal;99.0;102.0;;;;;5.6;5.6;;;;
3234;562 Kantines en catering;2003 april;;;;;;;;;;;;
3235;562 Kantines en catering;2003 mei;;;;;;;;;;;;
3236;562 Kantines en catering;2003 juni;;;;;;;;;;;;
3237;562 Kantines en catering;2003 2e kwartaal;103.0;101.0;;;;;-1.9;1.6;;;;
3238;562 Kantines en catering;2003 juli;;;;;;;;;;;;
3239;562 Kantines en catering;2003 augustus;;;;;;;;;;;;
3240;562 Kantines en catering;2003 september;;;;;;;;;;;;
3241;562 Kantines en catering;2003 3e kwartaal;94.0;100.0;;;;;-3.1;0.1;;;;
3242;562 Kantines en catering;2003 oktober;;;;;;;;;;;;
3243;562 Kantines en catering;2003 november;;;;;;;;;;;;
3244;562 Kantines en catering;2003 december;;;;;;;;;;;;
3245;562 Kantines en catering;2003 4e kwartaal;105.0;100.0;;;;;0.2;0.1;;;;
3246;562 Kantines en catering;2003;100.0;100.0;;;;;0.1;0.1;;;;
3247;562 Kantines en catering;2004 januari;;;;;;;;;;;;
3248;562 Kantines en catering;2004 februari;;;;;;;;;;;;
3249;562 Kantines en catering;2004 maart;;;;;;;;;;;;
3250;562 Kantines en catering;2004 1e kwartaal;98.0;100.0;;;;;-1.0;-1.0;;;;
3251;562 Kantines en catering;2004 april;;;;;;;;;;;;
3252;562 Kantines en catering;2004 mei;;;;;;;;;;;;
3253;562 Kantines en catering;2004 juni;;;;;;;;;;;;
3254;562 Kantines en catering;2004 2e kwartaal;101.0;100.0;;;;;-1.6;-1.3;;;;
3255;562 Kantines en catering;2004 juli;;;;;;;;;;;;
3256;562 Kantines en catering;2004 augustus;;;;;;;;;;;;
3257;562 Kantines en catering;2004 september;;;;;;;;;;;;
3258;562 Kantines en catering;2004 3e kwartaal;97.0;100.0;;;;;3.3;0.1;;;;
3259;562 Kantines en catering;2004 oktober;;;;;;;;;;;;
3260;562 Kantines en catering;2004 november;;;;;;;;;;;;
3261;562 Kantines en catering;2004 december;;;;;;;;;;;;
3262;562 Kantines en catering;2004 4e kwartaal;104.0;100.0;;;;;-1.4;-0.3;;;;
3263;562 Kantines en catering;2004;100.0;100.0;;;;;-0.3;-0.3;;;;
3264;562 Kantines en catering;2005 januari;;;;;;;;;;;;
3265;562 Kantines en catering;2005 februari;;;;;;;;;;;;
3266;562 Kantines en catering;2005 maart;;;;;;;;;;;;
3267;562 Kantines en catering;2005 1e kwartaal;94.0;99.0;;;;;-4.0;-4.0;;;;
3268;562 Kantines en catering;2005 april;;;;;;;;;;;;
3269;562 Kantines en catering;2005 mei;;;;;;;;;;;;
3270;562 Kantines en catering;2005 juni;;;;;;;;;;;;
3271;562 Kantines en catering;2005 2e kwartaal;100.0;99.0;;;;;-1.0;-2.4;;;;
3272;562 Kantines en catering;2005 juli;;;;;;;;;;;;
3273;562 Kantines en catering;2005 augustus;;;;;;;;;;;;
3274;562 Kantines en catering;2005 september;;;;;;;;;;;;
3275;562 Kantines en catering;2005 3e kwartaal;97.0;99.0;;;;;-0.4;-1.8;;;;
3276;562 Kantines en catering;2005 oktober;;;;;;;;;;;;
3277;562 Kantines en catering;2005 november;;;;;;;;;;;;
3278;562 Kantines en catering;2005 december;;;;;;;;;;;;
3279;562 Kantines en catering;2005 4e kwartaal;109.0;100.0;;;;;4.9;0.0;;;;
3280;562 Kantines en catering;2005;100.0;100.0;;;;;0.0;0.0;;;;
3281;562 Kantines en catering;2006 januari;;;;;;;;;;;;
3282;562 Kantines en catering;2006 februari;;;;;;;;;;;;
3283;562 Kantines en catering;2006 maart;;;;;;;;;;;;
3284;562 Kantines en catering;2006 1e kwartaal;98.0;101.0;;;;;3.5;3.5;;;;
3285;562 Kantines en catering;2006 april;;;;;;;;;;;;
3286;562 Kantines en catering;2006 mei;;;;;;;;;;;;
3287;562 Kantines en catering;2006 juni;;;;;;;;;;;;
3288;562 Kantines en catering;2006 2e kwartaal;104.0;102.0;;;;;3.6;3.5;;;;
3289;562 Kantines en catering;2006 juli;;;;;;;;;;;;
3290;562 Kantines en catering;2006 augustus;;;;;;;;;;;;
3291;562 Kantines en catering;2006 september;;;;;;;;;;;;
3292;562 Kantines en catering;2006 3e kwartaal;102.0;103.0;;;;;5.3;4.1;;;;
3293;562 Kantines en catering;2006 oktober;;;;;;;;;;;;
3294;562 Kantines en catering;2006 november;;;;;;;;;;;;
3295;562 Kantines en catering;2006 december;;;;;;;;;;;;
3296;562 Kantines en catering;2006 4e kwartaal;116.0;105.0;;;;;6.7;4.8;;;;
3297;562 Kantines en catering;2006;105.0;105.0;;;;;4.8;4.8;;;;
3298;562 Kantines en catering;2007 januari;;;;;;;;;;;;
3299;562 Kantines en catering;2007 februari;;;;;;;;;;;;
3300;562 Kantines en catering;2007 maart;;;;;;;;;;;;
3301;562 Kantines en catering;2007 1e kwartaal;103.0;106.0;;;;;5.7;5.7;;;;
3302;562 Kantines en catering;2007 april;;;;;;;;;;;;
3303;562 Kantines en catering;2007 mei;;;;;;;;;;;;
3304;562 Kantines en catering;2007 juni;;;;;;;;;;;;
3305;562 Kantines en catering;2007 2e kwartaal;117.0;109.0;;;;;12.7;9.3;;;;
3306;562 Kantines en catering;2007 juli;;;;;;;;;;;;
3307;562 Kantines en catering;2007 augustus;;;;;;;;;;;;
3308;562 Kantines en catering;2007 september;;;;;;;;;;;;
3309;562 Kantines en catering;2007 3e kwartaal;111.0;112.0;;;;;8.7;9.1;;;;
3310;562 Kantines en catering;2007 oktober;;;;;;;;;;;;
3311;562 Kantines en catering;2007 november;;;;;;;;;;;;
3312;562 Kantines en catering;2007 december;;;;;;;;;;;;
3313;562 Kantines en catering;2007 4e kwartaal;129.0;115.0;;;;;11.0;9.6;;;;
3314;562 Kantines en catering;2007;115.0;115.0;;;;;9.6;9.6;;;;
3315;562 Kantines en catering;2008 januari;;;;;;;;;;;;
3316;562 Kantines en catering;2008 februari;;;;;;;;;;;;
3317;562 Kantines en catering;2008 maart;;;;;;;;;;;;
3318;562 Kantines en catering;2008 1e kwartaal;112.0;117.0;;;;;8.7;8.7;;;;
3319;562 Kantines en catering;2008 april;;;;;;;;;;;;
3320;562 Kantines en catering;2008 mei;;;;;;;;;;;;
3321;562 Kantines en catering;2008 juni;;;;;;;;;;;;
3322;562 Kantines en catering;2008 2e kwartaal;119.0;118.0;;;;;2.1;5.2;;;;
3323;562 Kantines en catering;2008 juli;;;;;;;;;;;;
3324;562 Kantines en catering;2008 augustus;;;;;;;;;;;;
3325;562 Kantines en catering;2008 september;;;;;;;;;;;;
3326;562 Kantines en catering;2008 3e kwartaal;108.0;117.0;;;;;-2.2;2.7;;;;
3327;562 Kantines en catering;2008 oktober;;;;;;;;;;;;
3328;562 Kantines en catering;2008 november;;;;;;;;;;;;
3329;562 Kantines en catering;2008 december;;;;;;;;;;;;
3330;562 Kantines en catering;2008 4e kwartaal;123.0;116.0;;;;;-4.8;0.6;;;;
3331;562 Kantines en catering;2008;116.0;116.0;;;;;0.6;0.6;;;;
3332;562 Kantines en catering;2009 januari;;;;;;;;;;;;
3333;562 Kantines en catering;2009 februari;;;;;;;;;;;;
3334;562 Kantines en catering;2009 maart;;;;;;;;;;;;
3335;562 Kantines en catering;2009 1e kwartaal;106.0;114.0;;;;;-5.4;-5.4;;;;
3336;562 Kantines en catering;2009 april;;;;;;;;;;;;
3337;562 Kantines en catering;2009 mei;;;;;;;;;;;;
3338;562 Kantines en catering;2009 juni;;;;;;;;;;;;
3339;562 Kantines en catering;2009 2e kwartaal;111.0;112.0;;;;;-6.4;-6.0;;;;
3340;562 Kantines en catering;2009 juli;;;;;;;;;;;;
3341;562 Kantines en catering;2009 augustus;;;;;;;;;;;;
3342;562 Kantines en catering;2009 september;;;;;;;;;;;;
3343;562 Kantines en catering;2009 3e kwartaal;97.0;109.0;;;;;-10.6;-7.4;;;;
3344;562 Kantines en catering;2009 oktober;;;;;;;;;;;;
3345;562 Kantines en catering;2009 november;;;;;;;;;;;;
3346;562 Kantines en catering;2009 december;;;;;;;;;;;;
3347;562 Kantines en catering;2009 4e kwartaal;115.0;107.0;;;;;-6.3;-7.1;;;;
3348;562 Kantines en catering;2009;107.0;107.0;;;;;-7.1;-7.1;;;;
3349;562 Kantines en catering;2010 januari;;;;;;;;;;;;
3350;562 Kantines en catering;2010 februari;;;;;;;;;;;;
3351;562 Kantines en catering;2010 maart;;;;;;;;;;;;
3352;562 Kantines en catering;2010 1e kwartaal;106.0;107.0;;;;;0.0;0.0;;;;
3353;562 Kantines en catering;2010 april;;;;;;;;;;;;
3354;562 Kantines en catering;2010 mei;;;;;;;;;;;;
3355;562 Kantines en catering;2010 juni;;;;;;;;;;;;
3356;562 Kantines en catering;2010 2e kwartaal;110.0;107.0;;;;;-1.3;-0.7;;;;
3357;562 Kantines en catering;2010 juli;;;;;;;;;;;;
3358;562 Kantines en catering;2010 augustus;;;;;;;;;;;;
3359;562 Kantines en catering;2010 september;;;;;;;;;;;;
3360;562 Kantines en catering;2010 3e kwartaal;105.0;109.0;;;;;8.8;2.2;;;;
3361;562 Kantines en catering;2010 oktober;;;;;;;;;;;;
3362;562 Kantines en catering;2010 november;;;;;;;;;;;;
3363;562 Kantines en catering;2010 december;;;;;;;;;;;;
3364;562 Kantines en catering;2010 4e kwartaal;118.0;110.0;;;;;2.3;2.3;;;;
3365;562 Kantines en catering;2010;110.0;110.0;;;;;2.3;2.3;;;;
3366;562 Kantines en catering;2011 januari;;;;;;;;;;;;
3367;562 Kantines en catering;2011 februari;;;;;;;;;;;;
3368;562 Kantines en catering;2011 maart;;;;;;;;;;;;
3369;562 Kantines en catering;2011 1e kwartaal;107.0;110.0;;;;;0.2;0.2;;;;
3370;562 Kantines en catering;2011 april;;;;;;;;;;;;
3371;562 Kantines en catering;2011 mei;;;;;;;;;;;;
3372;562 Kantines en catering;2011 juni;;;;;;;;;;;;
3373;562 Kantines en catering;2011 2e kwartaal;116.0;111.0;;;;;5.6;3.0;;;;
3374;562 Kantines en catering;2011 juli;;;;;;;;;;;;
3375;562 Kantines en catering;2011 augustus;;;;;;;;;;;;
3376;562 Kantines en catering;2011 september;;;;;;;;;;;;
3377;562 Kantines en catering;2011 3e kwartaal;106.0;111.0;;;;;0.5;2.2;;;;
3378;562 Kantines en catering;2011 oktober;;;;;;;;;;;;
3379;562 Kantines en catering;2011 november;;;;;;;;;;;;
3380;562 Kantines en catering;2011 december;;;;;;;;;;;;
3381;562 Kantines en catering;2011 4e kwartaal;120.0;112.0;;;;;2.3;2.2;;;;
3382;562 Kantines en catering;2011;112.0;112.0;;;;;2.2;2.2;;;;
3383;562 Kantines en catering;2012 januari;;;;;;;;;;;;
3384;562 Kantines en catering;2012 februari;;;;;;;;;;;;
3385;562 Kantines en catering;2012 maart;;;;;;;;;;;;
3386;562 Kantines en catering;2012 1e kwartaal;105.0;112.0;;;;;-1.0;-1.0;;;;
3387;562 Kantines en catering;2012 april;;;;;;;;;;;;
3388;562 Kantines en catering;2012 mei;;;;;;;;;;;;
3389;562 Kantines en catering;2012 juni;;;;;;;;;;;;
3390;562 Kantines en catering;2012 2e kwartaal;119.0;113.0;;;;;2.7;0.9;;;;
