ID;Geslacht;Kenmerken;Perioden;TotaalBaanvinders_1;k_1JaarGeledenGewerkt_2;VoorhScholierStudentSchoolverlater_3;VoorheenWerkzaam_4;VoorheenArbeidsongeschikt_5;Herintreder_6;OverigeBaanvinders_7;Baanwisselaars_8;TotaalOnbenutArbeidsaanbod_9;k_1JaarGeledenGewerkt_10;VoorhScholierStudentSchoolverlater_11;VoorheenWerkzaam_12;VoorheenArbeidsongeschikt_13;Herintreder_14;OverigOnbenutArbeidsaanbod_15
913;Mannen;12650;2004;46.0;22.0;9.0;8.0;;;6.0;20.0;41.0;10.0;8.0;12.0;3.0;;7.0
914;Mannen;12650;2005;45.0;18.0;10.0;10.0;;;5.0;16.0;41.0;8.0;7.0;13.0;3.0;2.0;7.0
915;Mannen;12650;2006;49.0;22.0;11.0;9.0;;;5.0;20.0;38.0;6.0;8.0;12.0;3.0;;8.0
916;Mannen;12650;2007;59.0;27.0;13.0;10.0;;2.0;7.0;25.0;33.0;5.0;8.0;9.0;3.0;2.0;6.0
917;Mannen;12650;2008;59.0;29.0;12.0;9.0;;2.0;7.0;27.0;32.0;5.0;7.0;8.0;4.0;;5.0
918;Mannen;12650;2009;50.0;24.0;10.0;9.0;;;6.0;22.0;41.0;12.0;9.0;9.0;4.0;;6.0
919;Mannen;12650;2010;49.0;19.0;9.0;12.0;;;7.0;17.0;41.0;11.0;9.0;10.0;4.0;2.0;5.0
920;Mannen;12650;2011;50.0;18.0;11.0;13.0;;;6.0;15.0;43.0;11.0;9.0;13.0;4.0;2.0;5.0
921;Mannen;12650;2012;49.0;19.0;12.0;11.0;;;7.0;16.0;50.0;11.0;8.0;15.0;5.0;3.0;7.0
922;Mannen;12650;2013;44.0;16.0;10.0;12.0;;;5.0;13.0;61.0;14.0;11.0;18.0;6.0;4.0;8.0
923;Mannen;13000;2001;;;;;;;;;;;;;;;
924;Mannen;13000;2002;;;;;;;;;;;;;;;
925;Mannen;13000;2003;69.0;24.0;19.0;12.0;;3.0;10.0;21.0;96.0;23.0;24.0;19.0;7.0;4.0;20.0
926;Mannen;13000;2004;64.0;20.0;19.0;13.0;;2.0;9.0;18.0;102.0;20.0;24.0;27.0;8.0;5.0;19.0
927;Mannen;13000;2005;67.0;20.0;20.0;15.0;;2.0;10.0;17.0;104.0;16.0;26.0;24.0;11.0;8.0;19.0
928;Mannen;13000;2006;75.0;21.0;23.0;16.0;2.0;3.0;10.0;18.0;93.0;14.0;24.0;26.0;7.0;6.0;16.0
929;Mannen;13000;2007;88.0;27.0;27.0;15.0;;7.0;11.0;24.0;78.0;11.0;21.0;18.0;8.0;5.0;14.0
930;Mannen;13000;2008;89.0;31.0;26.0;14.0;;5.0;12.0;27.0;71.0;10.0;22.0;17.0;6.0;5.0;12.0
931;Mannen;13000;2009;77.0;28.0;22.0;13.0;;3.0;10.0;24.0;90.0;23.0;23.0;19.0;6.0;7.0;12.0
932;Mannen;13000;2010;67.0;21.0;18.0;17.0;;3.0;8.0;16.0;96.0;23.0;27.0;23.0;6.0;6.0;10.0
933;Mannen;13000;2011;74.0;22.0;19.0;20.0;;4.0;8.0;17.0;103.0;18.0;29.0;31.0;8.0;6.0;10.0
934;Mannen;13000;2012;69.0;18.0;19.0;18.0;2.0;3.0;8.0;15.0;113.0;21.0;30.0;33.0;10.0;7.0;14.0
935;Mannen;13000;2013;64.0;14.0;22.0;15.0;;2.0;10.0;11.0;139.0;24.0;38.0;42.0;8.0;10.0;18.0
936;Mannen;13355;2001;;;;;;;;;;;;;;;
937;Mannen;13355;2002;;;;;;;;;;;;;;;
938;Mannen;13355;2003;;;;;;;;;;;;;;;
939;Mannen;13355;2004;;;;;;;;;;;;;;;
940;Mannen;13355;2005;;;;;;;;;;;;;;;
941;Mannen;13355;2006;;;;;;;;;;;;;;;
942;Mannen;13355;2007;2.0;;;;;;;;;;;;;;
943;Mannen;13355;2008;2.0;;;;;;;;;;;;;;
944;Mannen;13355;2009;2.0;;;;;;;;;;;;;;
945;Mannen;13355;2010;2.0;;;;;;;;;;;;;;
946;Mannen;13355;2011;;;;;;;;;;;;;;;
947;Mannen;13355;2012;;;;;;;;;;;;;;;
948;Mannen;13355;2013;;;;;;;;;;;;;;;
949;Mannen;127;2001;;;;;;;;;;;;;;;
950;Mannen;127;2002;;;;;;;;;;;;;;;
951;Mannen;127;2003;244.0;243.0;;;;;;210.0;97.0;97.0;;;;;
952;Mannen;127;2004;212.0;212.0;;;;;;180.0;94.0;94.0;;;;;
953;Mannen;127;2005;213.0;213.0;;;;;;183.0;81.0;81.0;;;;;
954;Mannen;127;2006;249.0;249.0;;;;;;218.0;63.0;63.0;;;;;
955;Mannen;127;2007;294.0;294.0;;;;;;260.0;49.0;49.0;;;;;
956;Mannen;127;2008;313.0;313.0;;;;;;280.0;48.0;48.0;;;;;
957;Mannen;127;2009;256.0;256.0;;;;;;225.0;95.0;95.0;;;;;
958;Mannen;127;2010;208.0;208.0;;;;;;172.0;105.0;105.0;;;;;
959;Mannen;127;2011;200.0;200.0;;;;;;167.0;85.0;85.0;;;;;
960;Mannen;127;2012;187.0;187.0;;;;;;159.0;103.0;103.0;;;;;
961;Mannen;127;2013;165.0;165.0;;;;;;134.0;133.0;133.0;;;;;
962;Mannen;128;2001;;;;;;;;;;;;;;;
963;Mannen;128;2002;;;;;;;;;;;;;;;
964;Mannen;128;2003;72.0;;3.0;69.0;;;;15.0;47.0;;;46.0;;;
965;Mannen;128;2004;71.0;;3.0;69.0;;;;12.0;65.0;;;64.0;;;
966;Mannen;128;2005;73.0;;2.0;71.0;;;;13.0;51.0;;;50.0;;;
967;Mannen;128;2006;75.0;;2.0;74.0;;;;13.0;43.0;;;42.0;;;
968;Mannen;128;2007;76.0;;3.0;72.0;;;;15.0;32.0;;;32.0;;;
969;Mannen;128;2008;72.0;;4.0;68.0;;;;15.0;26.0;;;25.0;;;
970;Mannen;128;2009;65.0;;2.0;63.0;;;;15.0;38.0;;;37.0;;;
971;Mannen;128;2010;79.0;;3.0;76.0;;;;11.0;54.0;;2.0;53.0;;;
972;Mannen;128;2011;86.0;;4.0;82.0;;;;9.0;59.0;;;58.0;;;
973;Mannen;128;2012;72.0;;3.0;69.0;;;;10.0;59.0;;;58.0;;;
974;Mannen;128;2013;67.0;;3.0;64.0;;;;8.0;76.0;;;75.0;;;
975;Mannen;129;2001;;;;;;;;;;;;;;;
976;Mannen;129;2002;;;;;;;;;;;;;;;
977;Mannen;129;2003;25.0;;;4.0;2.0;;18.0;;45.0;;;11.0;14.0;;18.0
978;Mannen;129;2004;30.0;;2.0;6.0;3.0;;18.0;;58.0;;;17.0;13.0;;26.0
979;Mannen;129;2005;41.0;;;13.0;3.0;;24.0;;72.0;;;29.0;13.0;;29.0
980;Mannen;129;2006;45.0;;;16.0;3.0;;24.0;;68.0;;;32.0;9.0;;26.0
981;Mannen;129;2007;45.0;;2.0;15.0;3.0;;25.0;;56.0;;;25.0;8.0;;22.0
982;Mannen;129;2008;39.0;;2.0;13.0;2.0;;22.0;;45.0;;;18.0;10.0;;17.0
983;Mannen;129;2009;29.0;;;11.0;3.0;;13.0;;45.0;;;21.0;9.0;;14.0
984;Mannen;129;2010;34.0;;2.0;11.0;3.0;;17.0;;49.0;;;23.0;9.0;;15.0
985;Mannen;129;2011;50.0;;3.0;23.0;3.0;;21.0;;65.0;;2.0;33.0;14.0;;16.0
986;Mannen;129;2012;51.0;;2.0;26.0;4.0;;19.0;;86.0;;2.0;47.0;16.0;;21.0
987;Mannen;129;2013;52.0;;2.0;28.0;2.0;;19.0;;103.0;;2.0;58.0;17.0;;25.0
988;Mannen;130;2001;;;;;;;;;;;;;;;
989;Mannen;130;2002;;;;;;;;;;;;;;;
990;Mannen;130;2003;10.0;;;;;;;;31.0;;;6.0;10.0;;14.0
991;Mannen;130;2004;9.0;;;;;;;;34.0;;;10.0;12.0;;10.0
992;Mannen;130;2005;10.0;;;;;;;;37.0;;;12.0;11.0;;14.0
993;Mannen;130;2006;14.0;;;;;;;;35.0;;;11.0;12.0;;10.0
994;Mannen;130;2007;17.0;;;6.0;3.0;;7.0;;40.0;;;16.0;14.0;;9.0
995;Mannen;130;2008;16.0;;;5.0;3.0;;7.0;;38.0;;;16.0;11.0;;11.0
996;Mannen;130;2009;16.0;;;6.0;2.0;;7.0;;34.0;;;13.0;9.0;;11.0
997;Mannen;130;2010;13.0;;;;;;;;35.0;;;14.0;10.0;;11.0
998;Mannen;130;2011;16.0;;2.0;5.0;2.0;;7.0;;36.0;;;16.0;9.0;;10.0
999;Mannen;130;2012;18.0;;2.0;5.0;2.0;;9.0;;36.0;;;16.0;8.0;;9.0
1000;Mannen;130;2013;18.0;;2.0;6.0;2.0;;9.0;;48.0;;;19.0;12.0;;16.0
1001;Mannen;131;2001;;;;;;;;;;;;;;;
1002;Mannen;131;2002;;;;;;;;;;;;;;;
1003;Mannen;131;2003;4.0;;;;;;;;27.0;;;7.0;10.0;;9.0
1004;Mannen;131;2004;3.0;;;;;;;;25.0;;;7.0;9.0;;9.0
1005;Mannen;131;2005;6.0;;;;;;;;25.0;;;8.0;10.0;;7.0
1006;Mannen;131;2006;6.0;;;;;;;;24.0;;;8.0;9.0;;7.0
1007;Mannen;131;2007;6.0;;;;;;;;25.0;;;6.0;10.0;;8.0
1008;Mannen;131;2008;7.0;;;;;;;;22.0;;;6.0;9.0;;6.0
1009;Mannen;131;2009;6.0;;;;;;;;22.0;;;6.0;9.0;;7.0
1010;Mannen;131;2010;9.0;;;;;;;;24.0;;;6.0;11.0;;7.0
1011;Mannen;131;2011;12.0;;;;;;;;29.0;;;9.0;12.0;;7.0
1012;Mannen;131;2012;12.0;;;;;;;;37.0;;;11.0;14.0;;11.0
1013;Mannen;131;2013;17.0;;;4.0;;;10.0;;44.0;;;15.0;13.0;;15.0
1014;Mannen;132;2001;;;;;;;;;;;;;;;
1015;Mannen;132;2002;;;;;;;;;;;;;;;
1016;Mannen;132;2003;98.0;;90.0;;;8.0;;;59.0;;52.0;;;7.0;
1017;Mannen;132;2004;91.0;;85.0;;;5.0;;;73.0;;64.0;;;9.0;
1018;Mannen;132;2005;96.0;;91.0;;;5.0;;;80.0;;65.0;;;14.0;
1019;Mannen;132;2006;107.0;;99.0;;;8.0;;;69.0;;59.0;;;11.0;
1020;Mannen;132;2007;127.0;;114.0;;;13.0;;;61.0;;53.0;;;9.0;
1021;Mannen;132;2008;124.0;;113.0;;;11.0;;;60.0;;52.0;;;7.0;
1022;Mannen;132;2009;99.0;;91.0;;;8.0;;;71.0;;61.0;;;10.0;
1023;Mannen;132;2010;105.0;;97.0;;;7.0;;;84.0;;73.0;;;11.0;
1024;Mannen;132;2011;128.0;;121.0;;;8.0;;;99.0;;87.0;;;12.0;
1025;Mannen;132;2012;124.0;;116.0;;;8.0;;;111.0;;97.0;;;14.0;
1026;Mannen;132;2013;119.0;;113.0;;;6.0;;;140.0;;120.0;;;19.0;
1027;Mannen;133;2001;;;;;;;;;;;;;;;
1028;Mannen;133;2002;;;;;;;;;;;;;;;
1029;Mannen;133;2003;53.0;;30.0;;;;23.0;;33.0;;24.0;;;;9.0
1030;Mannen;133;2004;50.0;;26.0;;;;24.0;;37.0;;25.0;;;;12.0
1031;Mannen;133;2005;47.0;;24.0;;;;23.0;;36.0;;23.0;;;;13.0
1032;Mannen;133;2006;53.0;;24.0;;;;28.0;;33.0;;22.0;;;;10.0
1033;Mannen;133;2007;59.0;;29.0;;;;30.0;;33.0;;24.0;;;;9.0
1034;Mannen;133;2008;68.0;;35.0;;;;33.0;;33.0;;23.0;;;;10.0
1035;Mannen;133;2009;57.0;;27.0;;;;30.0;;41.0;;26.0;;;;15.0
1036;Mannen;133;2010;40.0;;14.0;;;;26.0;;29.0;;17.0;;;;12.0
1037;Mannen;133;2011;21.0;;4.0;;;;18.0;;10.0;;;;;;
1038;Mannen;133;2012;18.0;;3.0;;;;14.0;;12.0;;;;;;
1039;Mannen;133;2013;15.0;;2.0;;;;14.0;;13.0;;;;;;
1040;Mannen;142;2001;;;;;;;;;;;;;;;
1041;Mannen;142;2002;;;;;;;;;;;;;;;
1042;Mannen;142;2003;;;;;;;;;292.0;88.0;67.0;63.0;24.0;7.0;42.0
1043;Mannen;142;2004;;;;;;;;;337.0;86.0;79.0;88.0;26.0;9.0;49.0
1044;Mannen;142;2005;;;;;;;;;331.0;72.0;75.0;90.0;26.0;13.0;54.0
1045;Mannen;142;2006;;;;;;;;;286.0;56.0;69.0;83.0;22.0;10.0;46.0
1046;Mannen;142;2007;;;;;;;;;241.0;42.0;63.0;67.0;22.0;8.0;39.0
1047;Mannen;142;2008;;;;;;;;;220.0;40.0;61.0;55.0;21.0;7.0;35.0
1048;Mannen;142;2009;;;;;;;;;289.0;86.0;71.0;66.0;20.0;8.0;38.0
1049;Mannen;142;2010;;;;;;;;;317.0;94.0;74.0;83.0;20.0;10.0;36.0
1050;Mannen;142;2011;;;;;;;;;317.0;75.0;72.0;101.0;26.0;11.0;32.0
1051;Mannen;142;2012;;;;;;;;;372.0;93.0;80.0;116.0;28.0;13.0;42.0
1052;Mannen;142;2013;;;;;;;;;472.0;121.0;102.0;149.0;29.0;16.0;55.0
1053;Mannen;143;2001;;;;;;;;;;;;;;;
1054;Mannen;143;2002;;;;;;;;;;;;;;;
1055;Mannen;143;2003;;;;;;;;;206.0;75.0;42.0;48.0;13.0;4.0;25.0
1056;Mannen;143;2004;;;;;;;;;247.0;75.0;51.0;70.0;14.0;5.0;32.0
1057;Mannen;143;2005;;;;;;;;;236.0;62.0;45.0;71.0;14.0;9.0;35.0
1058;Mannen;143;2006;;;;;;;;;191.0;45.0;37.0;63.0;12.0;5.0;28.0
1059;Mannen;143;2007;;;;;;;;;154.0;32.0;35.0;51.0;10.0;4.0;23.0
1060;Mannen;143;2008;;;;;;;;;142.0;31.0;37.0;39.0;10.0;3.0;21.0
1061;Mannen;143;2009;;;;;;;;;197.0;70.0;43.0;47.0;10.0;5.0;22.0
1062;Mannen;143;2010;;;;;;;;;218.0;79.0;44.0;62.0;8.0;5.0;20.0
1063;Mannen;143;2011;;;;;;;;;224.0;64.0;46.0;77.0;11.0;7.0;19.0
1064;Mannen;143;2012;;;;;;;;;274.0;81.0;53.0;90.0;16.0;7.0;27.0
1065;Mannen;143;2013;;;;;;;;;355.0;109.0;67.0;119.0;15.0;10.0;35.0
1066;Mannen;144;2001;;;;;;;;;;;;;;;
1067;Mannen;144;2002;;;;;;;;;;;;;;;
1068;Mannen;144;2003;;;;;;;;;86.0;13.0;25.0;15.0;12.0;4.0;17.0
1069;Mannen;144;2004;;;;;;;;;90.0;11.0;28.0;18.0;11.0;4.0;17.0
1070;Mannen;144;2005;;;;;;;;;95.0;10.0;30.0;19.0;12.0;4.0;20.0
1071;Mannen;144;2006;;;;;;;;;95.0;11.0;31.0;20.0;10.0;5.0;18.0
1072;Mannen;144;2007;;;;;;;;;87.0;10.0;28.0;16.0;12.0;4.0;16.0
1073;Mannen;144;2008;;;;;;;;;77.0;9.0;24.0;16.0;11.0;3.0;13.0
1074;Mannen;144;2009;;;;;;;;;92.0;16.0;27.0;18.0;11.0;3.0;16.0
1075;Mannen;144;2010;;;;;;;;;99.0;16.0;30.0;21.0;11.0;5.0;16.0
1076;Mannen;144;2011;;;;;;;;;93.0;11.0;26.0;24.0;14.0;4.0;14.0
1077;Mannen;144;2012;;;;;;;;;98.0;12.0;26.0;26.0;13.0;5.0;15.0
1078;Mannen;144;2013;;;;;;;;;118.0;11.0;35.0;30.0;14.0;6.0;20.0
1079;Mannen;145;2001;;;;;;;;;;;;;;;
1080;Mannen;145;2002;;;;;;;;;;;;;;;
1081;Mannen;145;2003;;;;;;;;;49.0;10.0;11.0;8.0;10.0;2.0;8.0
1082;Mannen;145;2004;;;;;;;;;49.0;8.0;13.0;9.0;8.0;2.0;8.0
1083;Mannen;145;2005;;;;;;;;;52.0;8.0;15.0;9.0;8.0;3.0;8.0
1084;Mannen;145;2006;;;;;;;;;49.0;7.0;14.0;11.0;8.0;2.0;7.0
1085;Mannen;145;2007;;;;;;;;;55.0;7.0;15.0;11.0;10.0;3.0;9.0
1086;Mannen;145;2008;;;;;;;;;52.0;7.0;16.0;10.0;8.0;3.0;9.0
1087;Mannen;145;2009;;;;;;;;;57.0;10.0;18.0;11.0;7.0;3.0;8.0
1088;Mannen;145;2010;;;;;;;;;64.0;11.0;20.0;13.0;9.0;2.0;8.0
1089;Mannen;145;2011;;;;;;;;;65.0;10.0;19.0;15.0;9.0;3.0;9.0
1090;Mannen;145;2012;;;;;;;;;72.0;11.0;23.0;16.0;10.0;3.0;9.0
1091;Mannen;145;2013;;;;;;;;;85.0;12.0;24.0;18.0;13.0;5.0;13.0
1092;Mannen;21330;2001;;;;;;;;;;;;;;;
1093;Mannen;21330;2002;;;;;;;;;;;;;;;
1094;Mannen;21330;2003;217.0;119.0;48.0;32.0;2.0;2.0;14.0;114.0;12.0;;;;;;
1095;Mannen;21330;2004;181.0;100.0;37.0;27.0;2.0;2.0;14.0;97.0;14.0;;;;;;
1096;Mannen;21330;2005;185.0;101.0;36.0;30.0;;;16.0;98.0;14.0;;;;;;
1097;Mannen;21330;2006;212.0;116.0;39.0;34.0;2.0;2.0;19.0;115.0;13.0;;;;;;
1098;Mannen;21330;2007;248.0;141.0;48.0;35.0;2.0;3.0;19.0;138.0;11.0;;;;;;
1099;Mannen;21330;2008;274.0;157.0;54.0;34.0;2.0;4.0;22.0;154.0;10.0;;;;;;
1100;Mannen;21330;2009;209.0;119.0;39.0;31.0;;2.0;17.0;117.0;12.0;;;;;;
1101;Mannen;21330;2010;167.0;86.0;33.0;29.0;;2.0;16.0;81.0;11.0;;;;;;
1102;Mannen;21330;2011;169.0;77.0;41.0;32.0;;2.0;16.0;74.0;11.0;;;;;;
1103;Mannen;21330;2012;141.0;66.0;31.0;26.0;;2.0;13.0;64.0;13.0;;;;;;
1104;Mannen;21330;2013;120.0;53.0;28.0;23.0;;;14.0;50.0;14.0;;;;;;
1105;Mannen;21340;2001;;;;;;;;;;;;;;;
1106;Mannen;21340;2002;;;;;;;;;;;;;;;
1107;Mannen;21340;2003;242.0;99.0;72.0;37.0;2.0;4.0;26.0;87.0;19.0;;12.0;2.0;;;3.0
1108;Mannen;21340;2004;241.0;88.0;75.0;44.0;3.0;3.0;27.0;75.0;24.0;2.0;14.0;3.0;;;4.0
1109;Mannen;21340;2005;253.0;86.0;76.0;51.0;3.0;4.0;32.0;74.0;25.0;3.0;14.0;3.0;;;4.0
1110;Mannen;21340;2006;284.0;104.0;83.0;52.0;5.0;5.0;35.0;90.0;23.0;;14.0;3.0;;;4.0
1111;Mannen;21340;2007;313.0;116.0;96.0;50.0;4.0;9.0;38.0;103.0;25.0;2.0;15.0;2.0;;;4.0
1112;Mannen;21340;2008;307.0;122.0;95.0;44.0;3.0;7.0;35.0;109.0;24.0;2.0;15.0;2.0;;;4.0
1113;Mannen;21340;2009;276.0;113.0;80.0;44.0;4.0;6.0;30.0;100.0;30.0;3.0;18.0;4.0;;;5.0
1114;Mannen;21340;2010;272.0;98.0;79.0;56.0;3.0;5.0;31.0;80.0;31.0;3.0;19.0;3.0;;;5.0
1115;Mannen;21340;2011;294.0;98.0;85.0;72.0;4.0;5.0;29.0;82.0;31.0;3.0;17.0;5.0;;;5.0
1116;Mannen;21340;2012;289.0;99.0;88.0;65.0;5.0;5.0;27.0;86.0;39.0;4.0;21.0;6.0;;;7.0
1117;Mannen;21340;2013;283.0;92.0;87.0;66.0;3.0;4.0;30.0;75.0;50.0;4.0;29.0;8.0;;;9.0
1118;Mannen;21380;2001;;;;;;;;;;;;;;;
1119;Mannen;21380;2002;;;;;;;;;;;;;;;
1120;Mannen;21380;2003;47.0;26.0;5.0;7.0;;2.0;7.0;23.0;6.0;;;;;;
1121;Mannen;21380;2004;43.0;23.0;5.0;7.0;;;6.0;21.0;6.0;;;;;;
1122;Mannen;21380;2005;47.0;26.0;5.0;10.0;;;5.0;24.0;8.0;;;;;;
1123;Mannen;21380;2006;53.0;29.0;4.0;10.0;;;7.0;26.0;7.0;;;;;;
1124;Mannen;21380;2007;63.0;36.0;6.0;10.0;;2.0;8.0;34.0;7.0;;;;;;
1125;Mannen;21380;2008;59.0;34.0;6.0;10.0;;;7.0;32.0;6.0;;;;;;
1126;Mannen;21380;2009;43.0;24.0;5.0;7.0;;;5.0;22.0;11.0;;;;;;
1127;Mannen;21380;2010;49.0;24.0;6.0;9.0;;;7.0;22.0;10.0;;;;;;
1128;Mannen;21380;2011;50.0;24.0;7.0;10.0;;;7.0;20.0;11.0;;;;;;
1129;Mannen;21380;2012;51.0;21.0;8.0;12.0;;;8.0;19.0;16.0;2.0;2.0;4.0;;;6.0
1130;Mannen;21380;2013;49.0;20.0;7.0;13.0;;;8.0;17.0;21.0;3.0;4.0;6.0;;;7.0
1131;Mannen;21440;2001;;;;;;;;;;;;;;;
1132;Mannen;21440;2002;;;;;;;;;;;;;;;
1133;Mannen;21440;2003;;;;;;;;;304.0;94.0;58.0;65.0;33.0;9.0;44.0
1134;Mannen;21440;2004;;;;;;;;;341.0;90.0;68.0;92.0;33.0;11.0;49.0
1135;Mannen;21440;2005;;;;;;;;;336.0;76.0;66.0;92.0;33.0;15.0;53.0
1136;Mannen;21440;2006;;;;;;;;;291.0;60.0;60.0;87.0;29.0;11.0;45.0
1137;Mannen;21440;2007;;;;;;;;;253.0;45.0;55.0;73.0;30.0;9.0;40.0
1138;Mannen;21440;2008;;;;;;;;;231.0;45.0;55.0;61.0;27.0;9.0;35.0
1139;Mannen;21440;2009;;;;;;;;;292.0;90.0;62.0;70.0;26.0;10.0;34.0
1140;Mannen;21440;2010;;;;;;;;;329.0;100.0;67.0;89.0;27.0;11.0;34.0
1141;Mannen;21440;2011;;;;;;;;;329.0;80.0;67.0;107.0;33.0;12.0;30.0
1142;Mannen;21440;2012;;;;;;;;;376.0;96.0;73.0;120.0;36.0;14.0;36.0
1143;Mannen;21440;2013;;;;;;;;;472.0;126.0;86.0;151.0;40.0;20.0;50.0
1144;Mannen;21220;2001;;;;;;;;;;;;;;;
1145;Mannen;21220;2002;;;;;;;;;;;;;;;
1146;Mannen;21220;2003;31.0;6.0;17.0;3.0;;;4.0;5.0;;;;;;;
1147;Mannen;21220;2004;31.0;6.0;17.0;4.0;;;4.0;5.0;;;;;;;
1148;Mannen;21220;2005;32.0;5.0;18.0;4.0;;;4.0;3.0;;;;;;;
1149;Mannen;21220;2006;36.0;6.0;20.0;4.0;;;4.0;5.0;;;;;;;
1150;Mannen;21220;2007;42.0;6.0;24.0;4.0;;;6.0;5.0;;;;;;;
1151;Mannen;21220;2008;46.0;7.0;27.0;4.0;;;6.0;6.0;;;;;;;
1152;Mannen;21220;2009;40.0;7.0;23.0;4.0;;;5.0;5.0;;;;;;;
1153;Mannen;21220;2010;39.0;6.0;21.0;5.0;;;6.0;4.0;;;;;;;
1154;Mannen;21220;2011;42.0;5.0;25.0;5.0;;;6.0;4.0;;;;;;;
1155;Mannen;21220;2012;41.0;5.0;25.0;6.0;;;4.0;4.0;;;;;;;
1156;Mannen;21220;2013;39.0;5.0;22.0;6.0;;;4.0;4.0;;;;;;;
1157;Mannen;21230;2001;;;;;;;;;;;;;;;
1158;Mannen;21230;2002;;;;;;;;;;;;;;;
1159;Mannen;21230;2003;90.0;27.0;34.0;12.0;2.0;;13.0;26.0;;;;;;;
1160;Mannen;21230;2004;82.0;23.0;31.0;12.0;3.0;;12.0;20.0;;;;;;;
1161;Mannen;21230;2005;81.0;25.0;29.0;12.0;2.0;2.0;13.0;21.0;;;;;;;
1162;Mannen;21230;2006;90.0;27.0;31.0;15.0;3.0;;14.0;23.0;;;;;;;
1163;Mannen;21230;2007;96.0;29.0;34.0;14.0;3.0;2.0;14.0;25.0;;;;;;;
1164;Mannen;21230;2008;109.0;35.0;40.0;15.0;2.0;2.0;15.0;31.0;;;;;;;
1165;Mannen;21230;2009;109.0;36.0;38.0;17.0;3.0;2.0;14.0;31.0;;;;;;;
1166;Mannen;21230;2010;102.0;29.0;34.0;20.0;3.0;3.0;13.0;25.0;;;;;;;
1167;Mannen;21230;2011;103.0;27.0;40.0;20.0;3.0;2.0;11.0;21.0;;;;;;;
1168;Mannen;21230;2012;104.0;27.0;38.0;21.0;3.0;2.0;14.0;22.0;;;;;;;
1169;Mannen;21230;2013;102.0;24.0;38.0;22.0;2.0;2.0;14.0;19.0;;;;;;;
1170;Mannen;21240;2001;;;;;;;;;;;;;;;
1171;Mannen;21240;2002;;;;;;;;;;;;;;;
1172;Mannen;21240;2003;384.0;210.0;75.0;60.0;2.0;7.0;30.0;194.0;;;;;;;
1173;Mannen;21240;2004;351.0;183.0;68.0;62.0;2.0;5.0;31.0;168.0;;;;;;;
1174;Mannen;21240;2005;372.0;184.0;71.0;74.0;2.0;4.0;36.0;171.0;;;;;;;
1175;Mannen;21240;2006;422.0;216.0;76.0;77.0;3.0;7.0;43.0;203.0;;;;;;;
1176;Mannen;21240;2007;486.0;259.0;91.0;77.0;3.0;11.0;45.0;246.0;;;;;;;
1177;Mannen;21240;2008;484.0;271.0;88.0;70.0;3.0;9.0;43.0;258.0;;;;;;;
1178;Mannen;21240;2009;379.0;213.0;63.0;61.0;3.0;6.0;33.0;203.0;;;;;;;
1179;Mannen;21240;2010;346.0;173.0;62.0;69.0;2.0;5.0;35.0;154.0;;;;;;;
1180;Mannen;21240;2011;368.0;168.0;69.0;89.0;3.0;5.0;35.0;151.0;;;;;;;
1181;Mannen;21240;2012;336.0;155.0;64.0;76.0;4.0;6.0;31.0;143.0;;;;;;;
1182;Mannen;21240;2013;311.0;135.0;62.0;73.0;2.0;4.0;34.0;120.0;;;;;;;
1183;Mannen;21270;2001;;;;;;;;;;;;;;;
1184;Mannen;21270;2002;;;;;;;;;;;;;;;
1185;Mannen;21270;2003;;;;;;;;;341.0;97.0;79.0;71.0;35.0;10.0;50.0
1186;Mannen;21270;2004;;;;;;;;;385.0;94.0;92.0;97.0;34.0;11.0;57.0
1187;Mannen;21270;2005;;;;;;;;;383.0;81.0;90.0;99.0;34.0;16.0;63.0
1188;Mannen;21270;2006;;;;;;;;;334.0;63.0;83.0;94.0;30.0;12.0;53.0
1189;Mannen;21270;2007;;;;;;;;;296.0;49.0;79.0;78.0;32.0;10.0;48.0
1190;Mannen;21270;2008;;;;;;;;;271.0;48.0;77.0;65.0;29.0;9.0;43.0
1191;Mannen;21270;2009;;;;;;;;;346.0;95.0;89.0;77.0;27.0;11.0;46.0
1192;Mannen;21270;2010;;;;;;;;;381.0;105.0;94.0;96.0;29.0;13.0;44.0
1193;Mannen;21270;2011;;;;;;;;;382.0;85.0;91.0;116.0;35.0;13.0;41.0
1194;Mannen;21270;2012;;;;;;;;;444.0;103.0;102.0;132.0;38.0;16.0;52.0
1195;Mannen;21270;2013;;;;;;;;;557.0;133.0;126.0;167.0;42.0;21.0;68.0
1196;Vrouwen;10002;2001;;;;;;;;;;;;;;;
1197;Vrouwen;10002;2002;;;;;;;;;;;;;;;
1198;Vrouwen;10002;2003;430.0;167.0;119.0;59.0;8.0;37.0;40.0;154.0;414.0;65.0;83.0;61.0;33.0;114.0;58.0
1199;Vrouwen;10002;2004;371.0;138.0;100.0;54.0;7.0;30.0;43.0;126.0;476.0;67.0;93.0;79.0;39.0;129.0;68.0
1200;Vrouwen;10002;2005;373.0;133.0;100.0;60.0;6.0;25.0;49.0;119.0;521.0;71.0;98.0;90.0;38.0;125.0;98.0
1201;Vrouwen;10002;2006;438.0;164.0;113.0;69.0;7.0;33.0;53.0;146.0;488.0;59.0;89.0;93.0;42.0;130.0;75.0
