ID;Gebieden;AantalWoningen_1;AantalBewoners_2;AantalWoningen_3;AantalBewoners_4;AantalWoningen_5;AantalBewoners_6;AantalWoningen_7;AantalVertrekken_8;AantalBewoners_9;AantalWoningen_10;AantalBewoners_11;AantalWoningen_12;AantalBewoners_13;AantalWoningen_14;AantalBewoners_15;AantalWoningen_16;AantalVertrekken_17;AantalBewoners_18;AantalWoningen_19;AantalBewoners_20;AantalWoningen_21;AantalBewoners_22;AantalWoningen_23;AantalBewoners_24;AantalWoningen_25;AantalBewoners_26;Pagina_27
519;Maastricht, Wijk Oost;320;1026;0;0;320;1026;443;886;2088;0;0;38;198;405;1890;0;0;1;1;20;87;118;547;139;417;635;WS 50
520;Maastricht, Wijk Zuid-Oost;501;1385;0;0;501;1385;531;1062;2223;0;0;17;68;514;2155;0;0;2;7;34;164;202;905;238;714;1076;WS 50
521;Maastricht, Wijk Noord-Oost;828;2630;0;0;828;2630;665;1330;3320;0;0;41;194;624;3126;0;0;2;4;39;156;165;786;206;618;946;WS 50
522;Meppel, Totaal;894;3399;3;10;891;3389;683;1366;2981;0;0;58;255;625;2726;2;11;9;42;53;209;191;899;255;765;1161;WS 50
523;Meppel, Wijk 1;117;499;0;0;117;499;79;158;371;0;0;4;26;75;345;0;0;1;3;6;32;18;74;25;75;109;WS 48
524;Meppel, Wijk 2;167;593;0;0;167;593;62;124;262;0;0;17;74;45;188;0;0;0;0;2;10;17;91;19;57;101;WS 48
525;Meppel, Wijk 3;57;223;0;0;57;223;12;24;39;0;0;0;0;12;39;0;0;0;0;0;0;9;49;9;27;49;WS 48
526;Meppel, Wijk 4;22;76;1;2;21;74;13;26;57;0;0;2;9;11;48;1;5;2;13;5;17;8;37;16;48;72;WS 48
527;Meppel, Wijk 5;29;91;0;0;29;91;41;82;182;0;0;6;20;35;162;0;0;0;0;12;27;15;65;27;81;92;WS 48
528;Meppel, Wijk 6;64;241;0;0;64;241;55;110;231;0;0;9;32;46;199;0;0;2;8;5;16;12;66;19;57;90;WS 48
529;Meppel, Wijk 7;136;527;0;0;136;527;97;194;438;0;0;10;51;87;387;0;0;0;0;5;33;15;74;20;60;97;WS 50
530;Meppel, Wijk 8;78;270;0;0;78;270;179;358;769;0;0;4;15;175;754;0;0;0;0;5;26;57;260;62;186;286;WS 50
531;Meppel, Wijk 9;102;366;0;0;102;366;55;110;213;0;0;1;6;54;207;0;0;4;18;6;29;15;49;25;75;96;WS 50
532;Meppel, Wijk 10;33;144;0;0;33;114;22;44;99;0;0;1;3;21;96;0;0;0;0;2;9;8;27;10;30;36;WS 50
533;Meppel, Wijk 11;50;231;2;8;48;223;31;62;154;0;0;4;19;27;135;1;6;0;0;3;6;5;29;9;27;41;WS 50
534;Meppel, Wijk 12;22;79;0;0;22;79;24;48;109;0;0;0;0;24;109;0;0;0;0;0;0;5;31;5;15;31;WS 50
535;Meppel, Wijk 13;17;89;0;0;17;89;13;26;57;0;0;0;0;13;57;0;0;0;0;2;14;7;47;9;27;61;WS 50
536;Middelburg, Totaal;1041;3256;0;0;1041;3256;1566;3132;6296;0;0;102;355;1464;5941;0;0;19;69;232;970;473;1984;724;2172;3023;WS 24
537;Middelburg, Wijk A;9;14;0;0;9;14;28;56;121;0;0;3;10;25;111;0;0;2;5;6;19;15;55;23;69;79;WS 24
538;Middelburg, Wijk B;27;77;0;0;27;77;45;90;134;0;0;4;6;41;128;0;0;1;2;8;24;21;74;30;90;100;WS 24
539;Middelburg, Wijk C;13;28;0;0;13;28;19;38;36;0;0;3;3;16;33;0;0;0;0;14;40;15;59;29;87;99;WS 24
540;Middelburg, Wijk D;13;31;0;0;13;31;34;68;88;0;0;2;3;32;85;0;0;3;14;5;27;16;60;24;72;101;WS 24
541;Middelburg, Wijk E;84;228;0;0;84;228;106;212;444;0;0;4;12;102;432;0;0;1;6;25;81;21;68;47;141;155;WS 24
542;Middelburg, Wijk F;28;55;0;0;28;55;49;98;145;0;0;8;16;41;129;0;0;1;2;16;71;22;101;39;117;174;WS 24
543;Middelburg, Wijk G;30;79;0;0;30;79;37;74;106;0;0;2;3;35;103;0;0;1;7;5;21;17;54;23;69;82;WS 24
544;Middelburg, Wijk H;27;61;0;0;27;61;67;134;209;0;0;3;8;64;201;0;0;1;1;11;45;32;100;44;132;146;WS 24
545;Middelburg, Wijk I;64;162;0;0;64;162;115;230;468;0;0;8;24;107;444;0;0;0;0;19;77;40;183;59;177;260;WS 24
546;Middelburg, Wijk K;98;252;0;0;98;252;161;322;633;0;0;12;47;149;586;0;0;3;10;21;77;49;205;73;219;292;WS 24
547;Middelburg, Wijk L;35;90;0;0;35;90;55;110;208;0;0;5;11;50;197;0;0;1;3;9;30;25;124;35;105;157;WS 24
548;Middelburg, Wijk M;64;230;0;0;64;230;100;200;432;0;0;16;77;84;355;0;0;1;4;14;69;29;138;44;132;211;WS 24
549;Middelburg, Wijk N;76;215;0;0;76;215;97;194;391;0;0;6;15;91;376;0;0;0;0;17;68;27;105;44;132;173;WS 24
550;Middelburg, Wijk O;92;303;0;0;92;303;123;246;506;0;0;6;29;117;477;0;0;0;0;9;35;26;109;35;105;144;WS 24
551;Middelburg, Wijk P;43;117;0;0;43;117;102;204;423;0;0;6;21;96;402;0;0;3;12;20;92;32;143;55;165;247;WS 24
552;Middelburg, Wijk Q;106;365;0;0;106;365;128;256;560;0;0;5;17;123;543;0;0;0;0;13;84;27;138;40;120;222;WS 24
553;Middelburg, Wijk R;68;270;0;0;68;270;60;120;255;0;0;3;14;57;241;0;0;1;3;4;15;16;74;21;63;92;WS 24
554;Middelburg, Wijk S;64;231;0;0;64;231;59;118;192;0;0;2;10;57;182;0;0;0;0;6;33;18;77;24;72;110;WS 24
555;Middelburg, Wijk T;36;152;0;0;36;152;128;256;647;0;0;4;29;124;618;0;0;0;0;9;57;16;82;25;75;139;WS 24
556;Middelburg, Wijk U;14;75;0;0;14;75;5;10;23;0;0;0;0;5;23;0;0;0;0;0;0;1;4;1;3;4;WS 24
557;Middelburg, Wijk V;50;221;0;0;50;221;48;96;275;0;0;0;0;48;275;0;0;0;0;1;5;8;31;9;27;36;WS 24
558;Nijmegen, Totaal;1336;4326;1;3;1335;4323;2865;5730;12588;0;0;379;1502;2485;11077;0;0;60;280;441;2115;994;4686;1495;4485;7081;WS  8
559;Nijmegen, Wijk 1;224;539;0;0;224;539;772;1544;3408;0;0;77;244;695;3164;0;0;19;94;131;618;246;1122;396;1188;1834;WS  8
560;Nijmegen, Wijk 2;453;1597;1;3;452;1594;666;1332;2853;1;9;108;450;557;2394;0;0;18;82;120;569;191;868;329;987;1519;WS  8
561;Nijmegen, Wijk 3;194;642;0;0;194;642;292;584;1175;0;0;59;243;233;932;0;0;7;30;46;180;158;686;211;633;896;WS  8
562;Nijmegen, Wijk 4;320;959;0;0;320;959;465;930;1916;0;0;97;393;368;1523;0;0;16;74;77;361;134;560;227;681;995;WS  8
563;Nijmegen, Wijk Hatert;68;288;0;0;68;288;277;554;1378;0;0;7;35;270;1343;0;0;0;0;9;54;54;276;63;189;330;WS  8
564;Nijmegen, Wijk Hees;74;295;0;0;74;295;358;716;1713;0;0;31;137;327;1576;0;0;0;0;43;266;167;941;210;630;1207;WS  8
565;Nijmegen, Wijk Neerbosch;3;6;0;0;3;6;35;70;145;0;0;0;0;35;145;0;0;0;0;15;67;44;233;59;177;300;WS  8
566;Onstwedde, Totaal;1532;6668;11;50;1521;6618;484;968;2538;2;11;151;834;331;1693;0;0;17;97;28;158;89;490;134;402;745;WS 44
567;Onstwedde, Wijk A Stadskanaal;358;1440;4;19;354;1421;137;274;648;0;0;25;124;112;524;0;0;0;0;0;0;12;57;12;36;57;WS 44
568;Onstwedde, Wijk B Stadskanaal;90;314;2;7;88;307;68;136;318;1;4;20;76;47;238;0;0;7;29;7;31;25;112;39;117;172;WS 44
569;Onstwedde, Wijk C Stadskanaal;55;272;0;0;55;272;4;8;21;0;0;2;13;2;8;0;0;0;0;1;4;1;6;2;6;10;WS 44
570;Onstwedde, Wijk D Musselkanaal;349;1489;0;0;349;1489;109;218;454;0;0;18;91;91;463;0;0;1;6;3;18;26;143;30;90;167;WS 44
571;Onstwedde, Wijk E Onstwedde;92;359;5;24;87;335;33;66;182;1;7;11;72;21;103;0;0;2;13;11;64;5;39;18;54;116;WS 44
572;Onstwedde, Wijk F Onstwedde;72;314;0;0;72;314;4;8;30;0;0;1;8;3;22;0;0;0;0;1;7;3;20;4;12;27;WS 44
573;Onstwedde, Wijk G Onstwedde;51;236;0;0;51;236;17;34;115;0;0;11;72;6;43;0;0;0;0;2;8;2;19;4;12;27;WS 44
574;Onstwedde, Wijk H Braamberg;4;15;0;0;4;15;9;18;52;0;0;8;48;1;4;0;0;4;24;0;0;1;6;5;15;30;WS 44
575;Onstwedde, Wijk H Kopstukken;27;137;0;0;27;137;7;14;39;0;0;6;36;1;3;0;0;0;0;0;0;1;10;1;3;10;WS 44
576;Onstwedde, Wijk I Horsten;104;461;0;0;104;461;47;94;277;0;0;23;135;24;142;0;0;2;17;2;16;5;30;9;27;63;WS 44
577;Onstwedde, Wijk I Mussel;65;263;0;0;65;263;16;32;89;0;0;14;78;2;11;0;0;0;0;0;0;1;6;1;3;6;WS 44
578;Onstwedde, Wijk I Oomsberg;58;270;0;0;58;270;6;12;32;0;0;1;7;5;25;0;0;0;0;0;0;0;0;0;0;0;WS 44
579;Onstwedde, Wijk I Vledderveen;20;107;0;0;20;107;10;20;76;0;0;2;18;8;58;0;0;0;0;0;0;0;0;0;0;0;WS 44
580;Onstwedde, Wijk J Vledderveen;8;37;0;0;8;37;8;16;54;0;0;3;18;5;36;0;0;0;0;1;10;7;42;8;24;52;WS 44
581;Onstwedde, Wijk K Tange;113;550;0;0;113;550;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;0;1;3;8;WS 44
582;Onstwedde, Wijk K Alterveer;66;404;0;0;66;404;9;18;51;0;0;6;38;3;13;0;0;0;0;0;0;0;0;0;0;0;WS 44
583;Oosterhout, Totaal;337;1146;1;1;336;1145;1125;2250;5156;0;0;11;44;1114;5112;0;0;0;0;16;93;435;2212;451;1353;2305;WS  4
584;Oosterhout, Wijk A;155;531;0;0;155;531;262;524;1403;0;0;3;14;259;1389;0;0;0;0;3;15;71;393;74;222;408;WS  4
585;Oosterhout, Wijk B;3;12;0;0;3;12;19;38;77;0;0;0;0;19;77;0;0;0;0;0;0;43;222;43;129;222;WS  4
586;Oosterhout, Wijk C;7;24;0;0;7;24;37;74;152;0;0;1;2;36;150;0;0;0;0;2;19;23;120;25;75;139;WS  4
587;Oosterhout, Wijk D;27;81;1;1;26;80;180;360;743;0;0;3;12;177;731;0;0;0;0;5;31;62;292;67;201;323;WS  4
588;Oosterhout, Wijk E;19;64;0;0;19;64;193;386;897;0;0;1;3;192;894;0;0;0;0;3;17;32;189;35;105;206;WS  4
589;Oosterhout, Wijk F;9;18;0;0;9;18;74;148;301;0;0;1;5;73;296;0;0;0;0;0;0;45;212;45;135;212;WS  4
590;Oosterhout, Wijk G;9;17;0;0;9;17;102;204;437;0;0;0;0;102;437;0;0;0;0;1;4;48;243;49;147;247;WS  4
591;Oosterhout, Wijk H;13;34;0;0;13;34;86;172;390;0;0;1;3;85;387;0;0;0;0;2;7;33;156;35;105;163;WS  4
592;Oosterhout, Wijk I;6;26;0;0;6;26;19;38;90;0;0;0;0;19;90;0;0;0;0;0;0;20;105;20;60;105;WS  4
593;Oosterhout, Wijk K;89;339;0;0;89;339;153;306;666;0;0;1;5;152;661;0;0;0;0;0;0;58;280;58;174;280;WS  4
594;Opsterland, Totaal;2199;9536;2;11;2197;9525;658;1316;3253;0;0;92;459;566;2794;0;0;5;20;41;252;158;816;204;612;1088;WS 32
595;Opsterland, Wijk Siegerswoude;139;639;0;0;139;639;9;18;60;0;0;3;22;6;38;0;0;0;0;1;9;2;13;3;9;22;WS 32
596;Opsterland, Wijk Gorredijk;131;463;0;0;131;463;94;188;379;0;0;8;39;86;340;0;0;0;0;8;41;44;219;52;156;260;WS 32
597;Opsterland, Wijk Beetsterswaag;81;295;0;0;81;295;54;108;205;0;0;9;34;45;171;0;0;2;5;10;66;14;61;26;78;132;WS 32
598;Opsterland, Wijk Ureterp;341;1441;0;0;341;1441;62;124;335;0;0;17;97;45;238;0;0;1;7;3;19;11;54;15;45;80;WS 32
599;Opsterland, Wijk Olterterp;9;37;0;0;9;37;8;16;37;0;0;0;0;8;37;0;0;0;0;6;38;2;8;8;24;46;WS 32
600;Opsterland, Wijk Lippenhuizen;211;876;0;0;211;876;60;120;309;0;0;3;19;57;290;0;0;0;0;2;15;18;86;20;60;101;WS 32
601;Opsterland, Wijk Beets;183;823;1;7;182;816;43;86;240;0;0;9;45;34;195;0;0;0;0;1;4;8;44;9;27;48;WS 32
602;Opsterland, Wijk Duurswoude;184;776;1;4;183;772;37;74;212;0;0;5;25;32;187;0;0;0;0;0;0;4;23;4;12;23;WS 32
603;Opsterland, Wijk Wijnjeterp;152;700;0;0;152;700;30;60;173;0;0;0;0;30;173;0;0;1;5;1;3;5;28;7;21;36;WS 32
604;Opsterland, Wijk Terwispel;347;1687;0;0;347;1687;103;206;583;0;0;12;66;91;517;0;0;0;0;2;19;12;65;14;42;84;WS 32
605;Opsterland, Wijk Luxwoude;29;130;0;0;29;130;7;14;30;0;0;5;23;2;7;0;0;0;0;1;2;3;18;4;12;20;WS 32
606;Opsterland, Wijk Langezwaag;196;818;0;0;196;818;78;156;353;0;0;16;65;62;288;0;0;1;3;5;27;21;114;27;81;144;WS 32
607;Opsterland, Wijk Hemrik;80;341;0;0;80;341;18;36;101;0;0;1;4;17;97;0;0;0;0;0;0;1;7;1;3;7;WS 32
608;Opsterland, Wijk Kortezwaag;116;510;0;0;116;510;55;110;236;0;0;4;20;51;216;0;0;0;0;1;9;13;76;14;42;85;WS 32
609;Rheden, Totaal;704;3017;0;0;704;3017;1059;2118;5074;0;0;55;221;1004;4853;0;0;4;19;109;502;398;1845;511;1533;2366;WS  8
610;Rheden, Wijk Velp;151;575;0;0;151;575;604;1208;2725;0;0;20;67;584;2658;0;0;2;8;50;229;233;1047;285;855;1284;WS  8
611;Rheden, Wijk Middachtersteeg;24;138;0;0;24;138;43;86;222;0;0;1;7;42;215;0;0;0;0;1;4;20;109;21;63;113;WS  8
612;Rheden, Wijk Spankeren;16;63;0;0;16;63;14;28;80;0;0;0;0;14;80;0;0;0;0;1;9;10;49;11;33;58;WS  8
613;Rheden, Wijk Ellecom;59;245;0;0;59;245;35;70;164;0;0;4;15;31;149;0;0;0;0;5;22;13;53;18;54;75;WS  8
614;Rheden, Wijk Havikkerwaard;22;139;0;0;22;139;15;30;88;0;0;1;8;14;80;0;0;0;0;0;0;0;0;0;0;0;WS  8
615;Rheden, Wijk Dieren;189;716;0;0;189;716;186;372;890;0;0;18;60;168;830;0;0;1;2;41;192;66;328;108;324;522;WS  8
616;Rheden, Wijk Rhedersteeg;8;26;0;0;8;26;10;20;43;0;0;0;0;10;43;0;0;0;0;0;0;5;32;5;15;32;WS  8
617;Rheden, Wijk Worth Rheden;53;260;0;0;53;260;20;40;113;0;0;1;2;19;111;0;0;0;0;1;5;8;37;9;27;42;WS  8
618;Rheden, Wijk Laag Soeren;38;211;0;0;38;211;22;44;135;0;0;1;11;21;124;0;0;0;0;2;11;8;20;10;30;31;WS  8
619;Rheden, Wijk Rheden;144;644;0;0;144;644;110;220;614;0;0;9;51;101;563;0;0;1;9;8;30;35;170;44;132;209;WS  8
620;Roermond, Totaal;168;393;0;0;168;393;527;1054;1869;0;0;14;41;513;1828;0;0;4;11;42;160;420;1760;466;1398;1931;WS 50
621;Roosendaal en Nispen, Totaal;1083;4475;1;2;1082;4473;915;1830;4467;0;0;62;288;850;4160;0;0;7;31;51;259;303;1650;361;1083;1940;WS  4
622;Roosendaal en Nispen, Wijk A;31;103;1;2;30;101;33;66;129;2;16;7;36;24;77;0;0;1;5;1;4;9;37;11;33;46;WS  4
623;Roosendaal en Nispen, Wijk B;88;321;0;0;88;321;111;222;515;1;3;12;50;98;462;0;0;1;2;17;83;40;210;58;174;295;WS  4
624;Roosendaal en Nispen, Wijk C;17;59;0;0;17;59;5;10;19;0;0;0;0;5;19;0;0;0;0;0;0;2;17;2;6;17;WS  4
625;Roosendaal en Nispen, Wijk D;61;179;0;0;61;179;96;192;441;0;0;3;11;93;430;0;0;0;0;9;46;52;246;61;183;292;WS  4
626;Roosendaal en Nispen, Wijk E;38;130;0;0;38;130;65;130;266;0;0;3;5;62;261;0;0;0;0;4;27;8;38;12;36;65;WS  4
627;Roosendaal en Nispen, Wijk F;137;495;0;0;137;495;145;290;605;0;0;12;43;133;562;0;0;0;0;14;65;42;212;56;168;277;WS  4
628;Roosendaal en Nispen, Wijk G;71;282;0;0;71;282;71;142;390;0;0;4;23;67;367;0;0;0;0;1;11;14;72;15;45;83;WS  4
629;Roosendaal en Nispen, Wijk H;222;1010;0;0;222;1010;82;164;427;0;0;9;49;73;378;0;0;3;10;2;3;9;48;14;42;61;WS  4
630;Roosendaal en Nispen, Wijk I;26;115;0;0;26;115;27;54;155;0;0;1;8;26;147;0;0;0;0;0;0;9;66;9;27;66;WS  4
631;Roosendaal en Nispen, Wijk K;78;388;0;0;78;388;31;62;185;0;0;1;9;30;176;0;0;0;0;0;0;9;68;9;27;68;WS  4
632;Roosendaal en Nispen, Wijk L;30;143;0;0;30;143;28;56;153;0;0;1;8;27;145;0;0;0;0;0;0;10;76;10;30;76;WS  4
633;Roosendaal en Nispen, Wijk M;44;202;0;0;44;202;26;52;165;0;0;4;21;22;144;0;0;2;14;1;7;7;51;10;30;72;WS  4
634;Roosendaal en Nispen, Wijk N;19;99;0;0;19;99;39;78;197;0;0;0;0;39;197;0;0;0;0;0;0;16;87;16;48;87;WS  4
635;Roosendaal en Nispen, Wijk O;15;70;0;0;15;70;9;18;60;0;0;0;0;9;60;0;0;0;0;0;0;6;38;6;18;38;WS  4
636;Roosendaal en Nispen, Wijk P;51;206;0;0;51;206;45;90;215;0;0;1;2;44;213;0;0;0;0;1;8;27;124;28;84;132;WS  4
637;Roosendaal en Nispen, Wijk Q;89;411;0;0;89;411;37;74;196;0;0;1;8;36;188;0;0;0;0;0;0;18;104;18;54;104;WS  4
638;Roosendaal en Nispen, Wijk R;26;100;0;0;26;100;32;64;156;0;0;1;3;31;153;0;0;0;0;0;0;12;86;12;36;86;WS  4
639;Roosendaal en Nispen, Wijk S;40;162;0;0;40;162;33;66;193;0;0;2;12;31;181;0;0;0;0;1;5;13;70;14;42;75;WS  4
640;Rotterdam, Totaal;13710;49081;34;101;13676;48980;28044;56088;129420;39;155;3922;16236;24083;113029;8;46;421;1956;7050;33188;3955;19354;11434;34302;54544;WS 14
641;Rotterdam, Wijk 1;42;101;0;0;42;101;87;174;285;1;2;11;34;75;249;0;0;2;6;10;52;22;85;34;102;143;WS 12
642;Rotterdam, Wijk 2;88;178;0;0;88;178;126;252;443;0;0;16;39;110;404;0;0;2;12;20;77;38;148;60;180;237;WS 12
643;Rotterdam, Wijk 3;224;594;3;6;221;588;242;484;924;1;6;60;232;181;686;0;0;5;16;33;136;67;309;105;315;461;WS 12
644;Rotterdam, Wijk 4;239;611;0;0;239;611;248;496;951;1;5;30;107;217;839;1;5;10;54;27;108;98;465;136;408;632;WS 12
645;Rotterdam, Wijk 5;21;51;0;0;21;51;109;218;337;0;0;8;15;101;322;0;0;3;16;12;31;45;172;60;180;219;WS 12
646;Rotterdam, Wijk 6;119;337;0;0;119;337;317;634;1278;3;11;42;153;272;1114;1;7;6;28;55;219;79;345;141;423;599;WS 12
647;Rotterdam, Wijk 7;441;1462;9;21;432;1441;396;792;1707;3;10;103;419;290;1278;3;19;7;36;55;280;72;336;137;411;671;WS 12
648;Rotterdam, Wijk 8;204;532;0;0;204;532;218;436;841;1;6;21;69;196;766;0;0;5;10;37;184;53;235;95;285;429;WS 12
649;Rotterdam, Wijk 9;1001;2988;1;7;1000;2981;549;1098;2459;3;12;87;359;459;2088;0;0;9;45;79;363;96;518;184;552;926;WS 12
650;Rotterdam, Wijk 10;444;1092;0;0;444;1092;456;912;1785;4;14;87;344;365;1427;0;0;15;80;79;356;127;576;221;663;1012;WS 12
651;Rotterdam, Wijk 11;870;2369;8;27;862;2342;641;1282;2430;3;17;97;368;541;2045;1;9;10;48;71;323;94;462;176;528;842;WS 12
652;Rotterdam, Wijk 12;865;2519;3;11;862;2508;429;858;1966;5;19;68;292;356;1655;1;3;4;23;54;266;68;336;127;381;628;WS 12
653;Rotterdam, Wijk 13;907;3896;1;6;906;3890;2069;4138;10693;2;11;236;1021;1831;9661;0;0;18;101;577;2817;190;1031;785;2355;3949;WS 12
654;Rotterdam, Wijk 14;597;2311;2;9;595;2302;2144;4288;9992;4;19;326;1342;1814;8631;0;0;26;123;457;2112;226;1101;709;2127;3336;WS 12
655;Rotterdam, Wijk 15;1491;5439;4;10;1487;5429;2873;5746;12953;1;3;397;1545;2475;11405;1;3;78;354;722;3172;283;1342;1084;3252;4871;WS 12
656;Rotterdam, Wijk 16;881;2855;0;0;881;2855;4042;8084;18616;2;8;607;2400;3433;16208;0;0;73;317;1338;6356;553;2628;1964;5892;9301;WS 12
657;Rotterdam, Wijk 17;295;1011;1;1;294;1010;1335;2670;5871;2;4;158;652;1175;5215;0;0;17;82;339;1553;230;1020;586;1758;2655;WS 12
658;Rotterdam, Wijk 18;639;1966;1;2;638;1964;2241;4482;10039;0;0;262;1058;1979;8981;0;0;17;83;345;1585;261;1239;623;1869;2907;WS 12
659;Rotterdam, Wijk 19;530;2027;0;0;530;2027;1215;2430;5130;1;3;148;540;1066;4587;0;0;18;63;235;1029;131;675;384;1152;1767;WS 12
660;Rotterdam, Wijk 20;25;89;0;0;25;89;106;212;415;0;0;20;69;86;346;0;0;3;12;30;102;30;104;63;189;218;WS 12
661;Rotterdam, Wijk 21;142;600;0;0;142;600;116;232;568;0;0;16;68;100;500;0;0;2;10;26;110;31;138;59;177;258;WS 12
662;Rotterdam, Wijk 22;374;1565;0;0;374;1565;918;1836;4311;0;0;118;477;800;3834;0;0;3;10;123;617;160;834;286;858;1461;WS 12
663;Rotterdam, Wijk 23;394;1548;1;1;393;1547;1899;3798;9012;0;0;207;855;1692;8157;0;0;19;92;769;3788;210;1087;998;2994;4967;WS 12
664;Rotterdam, Wijk 24;104;383;0;0;104;383;687;1374;3014;0;0;125;534;562;2480;0;0;14;53;257;1165;96;453;367;1101;1671;WS 14
665;Rotterdam, Wijk 25;249;1010;0;0;249;1010;1641;3282;7598;1;2;242;1069;1398;6527;0;0;38;181;898;4287;229;1129;1165;3495;5597;WS 14
666;Rotterdam, Wijk Charlois;1176;5562;0;0;1176;5562;912;1824;5169;0;0;122;661;790;4508;0;0;3;16;71;385;124;734;198;594;1135;WS 14
667;Rotterdam, Wijk Kralingen;1280;5619;0;0;1280;5619;1895;3790;9929;1;3;301;1487;1593;8439;0;0;14;85;330;1707;336;1828;680;2040;3620;WS 14
668;Rotterdam, Wijk IJsselmonde;68;366;0;0;68;366;133;266;704;0;0;7;27;126;677;0;0;0;0;1;8;6;24;7;21;32;WS 14
669;Schiedam, Totaal;1601;5506;0;0;1601;5506;2497;4994;12242;0;0;147;669;2350;11573;0;0;9;47;134;660;737;3899;880;2640;4606;WS 16
670;Schoterland, Totaal;1997;8383;0;0;1997;8383;789;1578;3618;0;0;16;68;773;3550;1;3;0;0;13;50;211;1040;225;675;1093;WS 34
671;Schoterland, Wijk Benedenknijpe;94;360;0;0;94;360;42;84;156;0;0;2;8;40;148;0;0;0;0;2;12;20;81;22;66;93;WS 32
672;Schoterland, Wijk Bovenknijpe;95;339;0;0;95;339;32;64;123;0;0;0;0;32;123;0;0;0;0;0;0;14;70;14;42;70;WS 32
673;Schoterland, Wijk Heerenveen;187;696;0;0;187;696;140;280;540;0;0;4;18;136;522;0;0;0;0;6;22;55;263;61;183;285;WS 32
674;Schoterland, Wijk 't Meer;95;359;0;0;95;359;39;78;153;0;0;1;3;38;150;0;0;0;0;1;3;15;58;16;48;61;WS 32
675;Schoterland, Wijk Mildam;67;213;0;0;67;213;41;82;178;0;0;0;0;41;178;0;0;0;0;0;0;10;49;10;30;49;WS 32
676;Schoterland, Wijk Nieuwehorne;132;594;0;0;132;594;28;56;151;0;0;1;7;27;144;0;0;0;0;0;0;4;20;4;12;20;WS 32
677;Schoterland, Wijk Oudeschoot;103;348;0;0;103;348;132;264;574;0;0;2;9;130;565;0;0;0;0;0;0;38;210;38;114;210;WS 32
678;Schoterland, Wijk Rottum;45;192;0;0;45;192;38;76;191;0;0;0;0;38;191;0;0;0;0;0;0;4;20;4;12;20;WS 32
679;Schoterland, Wijk Delfstrahuizen;51;200;0;0;51;200;31;62;150;0;0;0;0;31;150;0;0;0;0;1;5;3;15;4;12;20;WS 32
680;Schoterland, Wijk Gaast;2;10;0;0;2;10;9;18;33;0;0;0;0;9;33;0;0;0;0;0;0;6;25;6;18;25;WS 34
681;Schoterland, Wijk Hoornsterzwaag;216;972;0;0;216;972;23;46;130;0;0;0;0;23;130;0;0;0;0;1;4;0;0;1;3;4;WS 34
682;Schoterland, Wijk Jubbega-Schurega;357;1708;0;0;357;1708;82;164;418;0;0;2;9;80;409;0;0;0;0;0;0;16;90;16;48;90;WS 34
683;Schoterland, Wijk Katlijk;86;354;0;0;86;354;20;40;114;0;0;0;0;20;114;0;0;0;0;1;2;5;19;6;18;21;WS 34
684;Schoterland, Wijk Nieuweschoot;34;140;0;0;34;140;38;76;200;0;0;0;0;38;200;0;0;0;0;0;0;8;46;8;24;46;WS 34
685;Schoterland, Wijk Oudehorne;179;824;0;0;179;824;19;38;116;0;0;0;0;19;116;0;0;0;0;0;0;2;12;2;6;12;WS 34
686;Schoterland, Wijk Rohel;20;76;0;0;20;76;7;14;35;0;0;0;0;7;35;0;0;0;0;0;0;0;0;0;0;0;WS 34
687;Schoterland, Wijk Rotsterhaule;101;462;0;0;101;462;35;70;181;0;0;4;14;31;167;1;3;0;0;0;0;3;25;4;12;28;WS 34
688;Schoterland, Wijk Schoteruiterdijken;3;6;0;0;3;6;5;10;27;0;0;0;0;5;27;0;0;0;0;0;0;1;10;1;3;10;WS 34
689;Schoterland, Wijk St. Johannesga;130;530;0;0;130;530;28;56;148;0;0;0;0;28;148;0;0;0;0;1;2;7;27;8;24;29;WS 34
690;Sliedrecht, Totaal;1294;4943;0;0;1294;4943;630;1260;3416;0;0;40;194;590;3222;0;0;1;9;12;81;126;654;139;417;744;WS 16
691;Sliedrecht, Wijk A;488;1897;0;0;488;1897;226;452;1298;0;0;12;54;214;1244;0;0;0;0;1;9;28;161;29;87;170;WS 16
692;Sliedrecht, Wijk B;315;1240;0;0;315;1240;108;216;576;0;0;11;44;97;532;0;0;0;0;4;34;39;188;43;129;222;WS 16
693;Sliedrecht, Wijk C;276;1022;0;0;276;1022;176;352;885;0;0;14;73;162;812;0;0;1;9;7;38;36;176;44;132;223;WS 16
694;Sliedrecht, Wijk D;214;781;0;0;214;781;107;214;583;0;0;3;23;104;560;0;0;0;0;0;0;17;93;17;51;93;WS 16
695;Sliedrecht, Wijk E;0;0;0;0;0;0;9;18;52;0;0;0;0;9;52;0;0;0;0;0;0;2;16;2;6;16;WS 16
696;Sliedrecht, Wijk F;1;3;0;0;1;3;4;8;22;0;0;0;0;4;22;0;0;0;0;0;0;4;20;4;12;20;WS 16
697;Slochteren, Totaal;1654;7114;8;30;1646;7084;536;1072;2876;3;18;65;350;468;2508;0;0;4;20;10;42;143;808;157;471;870;WS 46
698;Slochteren, Wijk A;414;1765;4;11;410;1754;135;270;717;2;12;35;167;98;538;0;0;3;11;6;24;27;157;36;108;192;WS 46
