ID;Sex;Age;Nationality;Periods;UnaccompaniedForeignMinor_1
3316;Female;10000;Unknown;2012;0
3317;Female;10000;Unknown;2013;0
3318;Female;10000;Unknown;2014;0
3319;Female;10000;Unknown;2015;5
3320;Female;10000;Unknown;2016;15
3321;Female;10000;Unknown;2017;5
3322;Female;10000;Unknown;2018;5
3323;Female;10000;Unknown;2019;5
3324;Female;10000;Unknown;2020;5
3325;Female;10000;Unknown;2021;10
3326;Female;10000;Unknown;2022;5
3327;Female;10000;Unknown;2023;5
3328;Female;10000;Stateless;2008;0
3329;Female;10000;Stateless;2009;0
3330;Female;10000;Stateless;2010;0
3331;Female;10000;Stateless;2011;0
3332;Female;10000;Stateless;2012;0
3333;Female;10000;Stateless;2013;0
3334;Female;10000;Stateless;2014;5
3335;Female;10000;Stateless;2015;45
3336;Female;10000;Stateless;2016;5
3337;Female;10000;Stateless;2017;5
3338;Female;10000;Stateless;2018;0
3339;Female;10000;Stateless;2019;0
3340;Female;10000;Stateless;2020;0
3341;Female;10000;Stateless;2021;0
3342;Female;10000;Stateless;2022;0
3343;Female;10000;Stateless;2023;0
3344;Female;Younger than 14 years;Total;2008;10
3345;Female;Younger than 14 years;Total;2009;20
3346;Female;Younger than 14 years;Total;2010;10
3347;Female;Younger than 14 years;Total;2011;15
3348;Female;Younger than 14 years;Total;2012;15
3349;Female;Younger than 14 years;Total;2013;15
3350;Female;Younger than 14 years;Total;2014;25
3351;Female;Younger than 14 years;Total;2015;105
3352;Female;Younger than 14 years;Total;2016;50
3353;Female;Younger than 14 years;Total;2017;30
3354;Female;Younger than 14 years;Total;2018;40
3355;Female;Younger than 14 years;Total;2019;45
3356;Female;Younger than 14 years;Total;2020;50
3357;Female;Younger than 14 years;Total;2021;85
3358;Female;Younger than 14 years;Total;2022;90
3359;Female;Younger than 14 years;Total;2023;150
3360;Female;Younger than 14 years;Afghan;2008;0
3361;Female;Younger than 14 years;Afghan;2009;0
3362;Female;Younger than 14 years;Afghan;2010;0
3363;Female;Younger than 14 years;Afghan;2011;5
3364;Female;Younger than 14 years;Afghan;2012;10
3365;Female;Younger than 14 years;Afghan;2013;0
3366;Female;Younger than 14 years;Afghan;2014;0
3367;Female;Younger than 14 years;Afghan;2015;5
3368;Female;Younger than 14 years;Afghan;2016;10
3369;Female;Younger than 14 years;Afghan;2017;5
3370;Female;Younger than 14 years;Afghan;2018;5
3371;Female;Younger than 14 years;Afghan;2019;0
3372;Female;Younger than 14 years;Afghan;2020;0
3373;Female;Younger than 14 years;Afghan;2021;0
3374;Female;Younger than 14 years;Afghan;2022;0
3375;Female;Younger than 14 years;Afghan;2023;0
3376;Female;Younger than 14 years;Albanian;2008;0
3377;Female;Younger than 14 years;Albanian;2009;0
3378;Female;Younger than 14 years;Albanian;2010;0
3379;Female;Younger than 14 years;Albanian;2011;0
3380;Female;Younger than 14 years;Albanian;2012;0
3381;Female;Younger than 14 years;Albanian;2013;0
3382;Female;Younger than 14 years;Albanian;2014;0
3383;Female;Younger than 14 years;Albanian;2015;0
3384;Female;Younger than 14 years;Albanian;2016;0
3385;Female;Younger than 14 years;Albanian;2017;0
3386;Female;Younger than 14 years;Albanian;2018;0
3387;Female;Younger than 14 years;Albanian;2019;0
3388;Female;Younger than 14 years;Albanian;2020;0
3389;Female;Younger than 14 years;Albanian;2021;0
3390;Female;Younger than 14 years;Albanian;2022;0
3391;Female;Younger than 14 years;Albanian;2023;0
3392;Female;Younger than 14 years;Algerian;2008;0
3393;Female;Younger than 14 years;Algerian;2009;0
3394;Female;Younger than 14 years;Algerian;2010;0
3395;Female;Younger than 14 years;Algerian;2011;0
3396;Female;Younger than 14 years;Algerian;2012;0
3397;Female;Younger than 14 years;Algerian;2013;0
3398;Female;Younger than 14 years;Algerian;2014;0
3399;Female;Younger than 14 years;Algerian;2015;0
3400;Female;Younger than 14 years;Algerian;2016;0
3401;Female;Younger than 14 years;Algerian;2017;0
3402;Female;Younger than 14 years;Algerian;2018;0
3403;Female;Younger than 14 years;Algerian;2019;0
3404;Female;Younger than 14 years;Algerian;2020;0
3405;Female;Younger than 14 years;Algerian;2021;0
3406;Female;Younger than 14 years;Algerian;2022;0
3407;Female;Younger than 14 years;Algerian;2023;0
3408;Female;Younger than 14 years;Chinese;2008;0
3409;Female;Younger than 14 years;Chinese;2009;0
3410;Female;Younger than 14 years;Chinese;2010;0
3411;Female;Younger than 14 years;Chinese;2011;0
3412;Female;Younger than 14 years;Chinese;2012;0
3413;Female;Younger than 14 years;Chinese;2013;0
3414;Female;Younger than 14 years;Chinese;2014;0
3415;Female;Younger than 14 years;Chinese;2015;0
3416;Female;Younger than 14 years;Chinese;2016;0
3417;Female;Younger than 14 years;Chinese;2017;0
3418;Female;Younger than 14 years;Chinese;2018;0
3419;Female;Younger than 14 years;Chinese;2019;0
3420;Female;Younger than 14 years;Chinese;2020;0
3421;Female;Younger than 14 years;Chinese;2021;0
3422;Female;Younger than 14 years;Chinese;2022;0
3423;Female;Younger than 14 years;Chinese;2023;0
3424;Female;Younger than 14 years;Eritrean;2008;0
3425;Female;Younger than 14 years;Eritrean;2009;0
3426;Female;Younger than 14 years;Eritrean;2010;0
3427;Female;Younger than 14 years;Eritrean;2011;0
3428;Female;Younger than 14 years;Eritrean;2012;0
3429;Female;Younger than 14 years;Eritrean;2013;0
3430;Female;Younger than 14 years;Eritrean;2014;5
3431;Female;Younger than 14 years;Eritrean;2015;10
3432;Female;Younger than 14 years;Eritrean;2016;0
3433;Female;Younger than 14 years;Eritrean;2017;5
3434;Female;Younger than 14 years;Eritrean;2018;5
3435;Female;Younger than 14 years;Eritrean;2019;0
3436;Female;Younger than 14 years;Eritrean;2020;0
3437;Female;Younger than 14 years;Eritrean;2021;5
3438;Female;Younger than 14 years;Eritrean;2022;0
3439;Female;Younger than 14 years;Eritrean;2023;0
3440;Female;Younger than 14 years;Ethiopian;2008;0
3441;Female;Younger than 14 years;Ethiopian;2009;0
3442;Female;Younger than 14 years;Ethiopian;2010;0
3443;Female;Younger than 14 years;Ethiopian;2011;0
3444;Female;Younger than 14 years;Ethiopian;2012;0
3445;Female;Younger than 14 years;Ethiopian;2013;0
3446;Female;Younger than 14 years;Ethiopian;2014;0
3447;Female;Younger than 14 years;Ethiopian;2015;0
3448;Female;Younger than 14 years;Ethiopian;2016;0
3449;Female;Younger than 14 years;Ethiopian;2017;0
3450;Female;Younger than 14 years;Ethiopian;2018;0
3451;Female;Younger than 14 years;Ethiopian;2019;0
3452;Female;Younger than 14 years;Ethiopian;2020;0
3453;Female;Younger than 14 years;Ethiopian;2021;0
3454;Female;Younger than 14 years;Ethiopian;2022;0
3455;Female;Younger than 14 years;Ethiopian;2023;0
3456;Female;Younger than 14 years;Gambian;2008;0
3457;Female;Younger than 14 years;Gambian;2009;0
3458;Female;Younger than 14 years;Gambian;2010;0
3459;Female;Younger than 14 years;Gambian;2011;0
3460;Female;Younger than 14 years;Gambian;2012;0
3461;Female;Younger than 14 years;Gambian;2013;0
3462;Female;Younger than 14 years;Gambian;2014;0
3463;Female;Younger than 14 years;Gambian;2015;0
3464;Female;Younger than 14 years;Gambian;2016;0
3465;Female;Younger than 14 years;Gambian;2017;0
3466;Female;Younger than 14 years;Gambian;2018;0
3467;Female;Younger than 14 years;Gambian;2019;0
3468;Female;Younger than 14 years;Gambian;2020;0
3469;Female;Younger than 14 years;Gambian;2021;0
3470;Female;Younger than 14 years;Gambian;2022;0
3471;Female;Younger than 14 years;Gambian;2023;0
3472;Female;Younger than 14 years;Guinean;2008;0
3473;Female;Younger than 14 years;Guinean;2009;0
3474;Female;Younger than 14 years;Guinean;2010;0
3475;Female;Younger than 14 years;Guinean;2011;0
3476;Female;Younger than 14 years;Guinean;2012;0
3477;Female;Younger than 14 years;Guinean;2013;0
3478;Female;Younger than 14 years;Guinean;2014;0
3479;Female;Younger than 14 years;Guinean;2015;5
3480;Female;Younger than 14 years;Guinean;2016;0
3481;Female;Younger than 14 years;Guinean;2017;0
3482;Female;Younger than 14 years;Guinean;2018;0
3483;Female;Younger than 14 years;Guinean;2019;0
3484;Female;Younger than 14 years;Guinean;2020;0
3485;Female;Younger than 14 years;Guinean;2021;0
3486;Female;Younger than 14 years;Guinean;2022;0
3487;Female;Younger than 14 years;Guinean;2023;0
3488;Female;Younger than 14 years;Iraqi;2008;0
3489;Female;Younger than 14 years;Iraqi;2009;0
3490;Female;Younger than 14 years;Iraqi;2010;0
3491;Female;Younger than 14 years;Iraqi;2011;0
3492;Female;Younger than 14 years;Iraqi;2012;0
3493;Female;Younger than 14 years;Iraqi;2013;0
3494;Female;Younger than 14 years;Iraqi;2014;0
3495;Female;Younger than 14 years;Iraqi;2015;5
3496;Female;Younger than 14 years;Iraqi;2016;5
3497;Female;Younger than 14 years;Iraqi;2017;0
3498;Female;Younger than 14 years;Iraqi;2018;5
3499;Female;Younger than 14 years;Iraqi;2019;5
3500;Female;Younger than 14 years;Iraqi;2020;5
3501;Female;Younger than 14 years;Iraqi;2021;25
3502;Female;Younger than 14 years;Iraqi;2022;10
3503;Female;Younger than 14 years;Iraqi;2023;65
3504;Female;Younger than 14 years;Iranian;2008;0
3505;Female;Younger than 14 years;Iranian;2009;0
3506;Female;Younger than 14 years;Iranian;2010;0
3507;Female;Younger than 14 years;Iranian;2011;0
3508;Female;Younger than 14 years;Iranian;2012;0
3509;Female;Younger than 14 years;Iranian;2013;0
3510;Female;Younger than 14 years;Iranian;2014;0
3511;Female;Younger than 14 years;Iranian;2015;0
3512;Female;Younger than 14 years;Iranian;2016;0
3513;Female;Younger than 14 years;Iranian;2017;0
3514;Female;Younger than 14 years;Iranian;2018;0
3515;Female;Younger than 14 years;Iranian;2019;0
3516;Female;Younger than 14 years;Iranian;2020;0
3517;Female;Younger than 14 years;Iranian;2021;0
3518;Female;Younger than 14 years;Iranian;2022;0
3519;Female;Younger than 14 years;Iranian;2023;0
3520;Female;Younger than 14 years;Yemeni;2008;0
3521;Female;Younger than 14 years;Yemeni;2009;0
3522;Female;Younger than 14 years;Yemeni;2010;0
3523;Female;Younger than 14 years;Yemeni;2011;0
3524;Female;Younger than 14 years;Yemeni;2012;0
3525;Female;Younger than 14 years;Yemeni;2013;0
3526;Female;Younger than 14 years;Yemeni;2014;0
3527;Female;Younger than 14 years;Yemeni;2015;0
3528;Female;Younger than 14 years;Yemeni;2016;0
3529;Female;Younger than 14 years;Yemeni;2017;0
3530;Female;Younger than 14 years;Yemeni;2018;0
3531;Female;Younger than 14 years;Yemeni;2019;0
3532;Female;Younger than 14 years;Yemeni;2020;0
3533;Female;Younger than 14 years;Yemeni;2021;0
3534;Female;Younger than 14 years;Yemeni;2022;0
3535;Female;Younger than 14 years;Yemeni;2023;0
3536;Female;Younger than 14 years;Moroccan;2008;0
3537;Female;Younger than 14 years;Moroccan;2009;0
3538;Female;Younger than 14 years;Moroccan;2010;0
3539;Female;Younger than 14 years;Moroccan;2011;0
3540;Female;Younger than 14 years;Moroccan;2012;0
3541;Female;Younger than 14 years;Moroccan;2013;0
3542;Female;Younger than 14 years;Moroccan;2014;0
3543;Female;Younger than 14 years;Moroccan;2015;0
3544;Female;Younger than 14 years;Moroccan;2016;0
3545;Female;Younger than 14 years;Moroccan;2017;0
3546;Female;Younger than 14 years;Moroccan;2018;0
3547;Female;Younger than 14 years;Moroccan;2019;0
3548;Female;Younger than 14 years;Moroccan;2020;0
3549;Female;Younger than 14 years;Moroccan;2021;0
3550;Female;Younger than 14 years;Moroccan;2022;0
3551;Female;Younger than 14 years;Moroccan;2023;0
3552;Female;Younger than 14 years;Turkish;2008;0
3553;Female;Younger than 14 years;Turkish;2009;0
3554;Female;Younger than 14 years;Turkish;2010;0
3555;Female;Younger than 14 years;Turkish;2011;0
3556;Female;Younger than 14 years;Turkish;2012;0
3557;Female;Younger than 14 years;Turkish;2013;0
3558;Female;Younger than 14 years;Turkish;2014;0
3559;Female;Younger than 14 years;Turkish;2015;0
3560;Female;Younger than 14 years;Turkish;2016;0
3561;Female;Younger than 14 years;Turkish;2017;0
3562;Female;Younger than 14 years;Turkish;2018;0
3563;Female;Younger than 14 years;Turkish;2019;0
3564;Female;Younger than 14 years;Turkish;2020;0
3565;Female;Younger than 14 years;Turkish;2021;0
3566;Female;Younger than 14 years;Turkish;2022;0
3567;Female;Younger than 14 years;Turkish;2023;0
3568;Female;Younger than 14 years;Sudanese;2008;0
3569;Female;Younger than 14 years;Sudanese;2009;0
3570;Female;Younger than 14 years;Sudanese;2010;0
3571;Female;Younger than 14 years;Sudanese;2011;0
3572;Female;Younger than 14 years;Sudanese;2012;0
3573;Female;Younger than 14 years;Sudanese;2013;0
3574;Female;Younger than 14 years;Sudanese;2014;0
3575;Female;Younger than 14 years;Sudanese;2015;0
3576;Female;Younger than 14 years;Sudanese;2016;0
3577;Female;Younger than 14 years;Sudanese;2017;0
3578;Female;Younger than 14 years;Sudanese;2018;0
3579;Female;Younger than 14 years;Sudanese;2019;0
3580;Female;Younger than 14 years;Sudanese;2020;0
3581;Female;Younger than 14 years;Sudanese;2021;0
3582;Female;Younger than 14 years;Sudanese;2022;0
3583;Female;Younger than 14 years;Sudanese;2023;0
3584;Female;Younger than 14 years;Somali;2008;5
3585;Female;Younger than 14 years;Somali;2009;10
3586;Female;Younger than 14 years;Somali;2010;5
3587;Female;Younger than 14 years;Somali;2011;5
3588;Female;Younger than 14 years;Somali;2012;0
3589;Female;Younger than 14 years;Somali;2013;0
3590;Female;Younger than 14 years;Somali;2014;5
3591;Female;Younger than 14 years;Somali;2015;5
3592;Female;Younger than 14 years;Somali;2016;5
3593;Female;Younger than 14 years;Somali;2017;0
3594;Female;Younger than 14 years;Somali;2018;0
3595;Female;Younger than 14 years;Somali;2019;0
3596;Female;Younger than 14 years;Somali;2020;5
3597;Female;Younger than 14 years;Somali;2021;15
3598;Female;Younger than 14 years;Somali;2022;10
3599;Female;Younger than 14 years;Somali;2023;15
3600;Female;Younger than 14 years;Syrian;2008;0
3601;Female;Younger than 14 years;Syrian;2009;0
3602;Female;Younger than 14 years;Syrian;2010;0
3603;Female;Younger than 14 years;Syrian;2011;0
3604;Female;Younger than 14 years;Syrian;2012;0
3605;Female;Younger than 14 years;Syrian;2013;0
3606;Female;Younger than 14 years;Syrian;2014;5
3607;Female;Younger than 14 years;Syrian;2015;45
3608;Female;Younger than 14 years;Syrian;2016;15
3609;Female;Younger than 14 years;Syrian;2017;10
3610;Female;Younger than 14 years;Syrian;2018;15
3611;Female;Younger than 14 years;Syrian;2019;25
3612;Female;Younger than 14 years;Syrian;2020;30
3613;Female;Younger than 14 years;Syrian;2021;35
3614;Female;Younger than 14 years;Syrian;2022;55
3615;Female;Younger than 14 years;Syrian;2023;55
3616;Female;Younger than 14 years;Unknown;2008;0
3617;Female;Younger than 14 years;Unknown;2009;0
3618;Female;Younger than 14 years;Unknown;2010;0
3619;Female;Younger than 14 years;Unknown;2011;0
3620;Female;Younger than 14 years;Unknown;2012;0
3621;Female;Younger than 14 years;Unknown;2013;0
3622;Female;Younger than 14 years;Unknown;2014;0
3623;Female;Younger than 14 years;Unknown;2015;5
3624;Female;Younger than 14 years;Unknown;2016;5
3625;Female;Younger than 14 years;Unknown;2017;0
3626;Female;Younger than 14 years;Unknown;2018;5
3627;Female;Younger than 14 years;Unknown;2019;5
3628;Female;Younger than 14 years;Unknown;2020;0
3629;Female;Younger than 14 years;Unknown;2021;5
3630;Female;Younger than 14 years;Unknown;2022;0
3631;Female;Younger than 14 years;Unknown;2023;0
3632;Female;Younger than 14 years;Stateless;2008;0
3633;Female;Younger than 14 years;Stateless;2009;0
3634;Female;Younger than 14 years;Stateless;2010;0
3635;Female;Younger than 14 years;Stateless;2011;0
3636;Female;Younger than 14 years;Stateless;2012;0
3637;Female;Younger than 14 years;Stateless;2013;0
3638;Female;Younger than 14 years;Stateless;2014;5
3639;Female;Younger than 14 years;Stateless;2015;15
3640;Female;Younger than 14 years;Stateless;2016;0
3641;Female;Younger than 14 years;Stateless;2017;0
3642;Female;Younger than 14 years;Stateless;2018;0
3643;Female;Younger than 14 years;Stateless;2019;0
3644;Female;Younger than 14 years;Stateless;2020;0
3645;Female;Younger than 14 years;Stateless;2021;0
3646;Female;Younger than 14 years;Stateless;2022;0
3647;Female;Younger than 14 years;Stateless;2023;0
3648;Female;80017;Total;2008;30
3649;Female;80017;Total;2009;45
3650;Female;80017;Total;2010;35
3651;Female;80017;Total;2011;15
3652;Female;80017;Total;2012;15
3653;Female;80017;Total;2013;15
3654;Female;80017;Total;2014;40
3655;Female;80017;Total;2015;190
3656;Female;80017;Total;2016;90
3657;Female;80017;Total;2017;55
3658;Female;80017;Total;2018;60
3659;Female;80017;Total;2019;40
3660;Female;80017;Total;2020;35
3661;Female;80017;Total;2021;65
3662;Female;80017;Total;2022;145
3663;Female;80017;Total;2023;215
3664;Female;80017;Afghan;2008;0
3665;Female;80017;Afghan;2009;0
3666;Female;80017;Afghan;2010;0
3667;Female;80017;Afghan;2011;10
3668;Female;80017;Afghan;2012;0
3669;Female;80017;Afghan;2013;0
3670;Female;80017;Afghan;2014;0
3671;Female;80017;Afghan;2015;5
3672;Female;80017;Afghan;2016;5
3673;Female;80017;Afghan;2017;5
3674;Female;80017;Afghan;2018;5
3675;Female;80017;Afghan;2019;0
3676;Female;80017;Afghan;2020;0
3677;Female;80017;Afghan;2021;0
3678;Female;80017;Afghan;2022;5
3679;Female;80017;Afghan;2023;0
3680;Female;80017;Albanian;2008;0
3681;Female;80017;Albanian;2009;0
3682;Female;80017;Albanian;2010;0
3683;Female;80017;Albanian;2011;0
3684;Female;80017;Albanian;2012;0
3685;Female;80017;Albanian;2013;0
3686;Female;80017;Albanian;2014;0
3687;Female;80017;Albanian;2015;5
3688;Female;80017;Albanian;2016;0
3689;Female;80017;Albanian;2017;0
3690;Female;80017;Albanian;2018;0
3691;Female;80017;Albanian;2019;0
3692;Female;80017;Albanian;2020;0
3693;Female;80017;Albanian;2021;0
3694;Female;80017;Albanian;2022;0
3695;Female;80017;Albanian;2023;0
3696;Female;80017;Algerian;2008;0
3697;Female;80017;Algerian;2009;0
3698;Female;80017;Algerian;2010;0
3699;Female;80017;Algerian;2011;0
3700;Female;80017;Algerian;2012;0
3701;Female;80017;Algerian;2013;0
3702;Female;80017;Algerian;2014;0
3703;Female;80017;Algerian;2015;0
3704;Female;80017;Algerian;2016;0
3705;Female;80017;Algerian;2017;0
3706;Female;80017;Algerian;2018;0
3707;Female;80017;Algerian;2019;0
3708;Female;80017;Algerian;2020;0
3709;Female;80017;Algerian;2021;0
3710;Female;80017;Algerian;2022;0
3711;Female;80017;Algerian;2023;0
3712;Female;80017;Chinese;2008;5
3713;Female;80017;Chinese;2009;0
3714;Female;80017;Chinese;2010;0
3715;Female;80017;Chinese;2011;0
3716;Female;80017;Chinese;2012;0
3717;Female;80017;Chinese;2013;0
3718;Female;80017;Chinese;2014;0
3719;Female;80017;Chinese;2015;0
3720;Female;80017;Chinese;2016;0
3721;Female;80017;Chinese;2017;0
3722;Female;80017;Chinese;2018;0
3723;Female;80017;Chinese;2019;0
3724;Female;80017;Chinese;2020;0
3725;Female;80017;Chinese;2021;0
3726;Female;80017;Chinese;2022;0
3727;Female;80017;Chinese;2023;0
3728;Female;80017;Eritrean;2008;0
3729;Female;80017;Eritrean;2009;5
3730;Female;80017;Eritrean;2010;0
3731;Female;80017;Eritrean;2011;0
3732;Female;80017;Eritrean;2012;0
3733;Female;80017;Eritrean;2013;0
3734;Female;80017;Eritrean;2014;20
3735;Female;80017;Eritrean;2015;100
3736;Female;80017;Eritrean;2016;60
3737;Female;80017;Eritrean;2017;30
3738;Female;80017;Eritrean;2018;40
3739;Female;80017;Eritrean;2019;10
3740;Female;80017;Eritrean;2020;10
3741;Female;80017;Eritrean;2021;15
3742;Female;80017;Eritrean;2022;50
3743;Female;80017;Eritrean;2023;80
3744;Female;80017;Ethiopian;2008;0
3745;Female;80017;Ethiopian;2009;0
3746;Female;80017;Ethiopian;2010;0
3747;Female;80017;Ethiopian;2011;0
3748;Female;80017;Ethiopian;2012;0
3749;Female;80017;Ethiopian;2013;0
3750;Female;80017;Ethiopian;2014;0
3751;Female;80017;Ethiopian;2015;0
3752;Female;80017;Ethiopian;2016;0
3753;Female;80017;Ethiopian;2017;0
3754;Female;80017;Ethiopian;2018;0
3755;Female;80017;Ethiopian;2019;0
3756;Female;80017;Ethiopian;2020;0
3757;Female;80017;Ethiopian;2021;0
3758;Female;80017;Ethiopian;2022;0
3759;Female;80017;Ethiopian;2023;5
3760;Female;80017;Gambian;2008;0
3761;Female;80017;Gambian;2009;0
3762;Female;80017;Gambian;2010;0
3763;Female;80017;Gambian;2011;0
3764;Female;80017;Gambian;2012;0
3765;Female;80017;Gambian;2013;0
3766;Female;80017;Gambian;2014;0
3767;Female;80017;Gambian;2015;0
3768;Female;80017;Gambian;2016;0
3769;Female;80017;Gambian;2017;0
3770;Female;80017;Gambian;2018;0
3771;Female;80017;Gambian;2019;0
3772;Female;80017;Gambian;2020;0
3773;Female;80017;Gambian;2021;0
3774;Female;80017;Gambian;2022;0
3775;Female;80017;Gambian;2023;0
3776;Female;80017;Guinean;2008;5
3777;Female;80017;Guinean;2009;5
3778;Female;80017;Guinean;2010;5
3779;Female;80017;Guinean;2011;0
3780;Female;80017;Guinean;2012;0
3781;Female;80017;Guinean;2013;0
3782;Female;80017;Guinean;2014;0
3783;Female;80017;Guinean;2015;0
3784;Female;80017;Guinean;2016;0
3785;Female;80017;Guinean;2017;0
3786;Female;80017;Guinean;2018;0
3787;Female;80017;Guinean;2019;0
3788;Female;80017;Guinean;2020;0
3789;Female;80017;Guinean;2021;0
3790;Female;80017;Guinean;2022;0
3791;Female;80017;Guinean;2023;0
3792;Female;80017;Iraqi;2008;0
3793;Female;80017;Iraqi;2009;0
3794;Female;80017;Iraqi;2010;5
3795;Female;80017;Iraqi;2011;0
3796;Female;80017;Iraqi;2012;0
3797;Female;80017;Iraqi;2013;0
3798;Female;80017;Iraqi;2014;0
3799;Female;80017;Iraqi;2015;5
3800;Female;80017;Iraqi;2016;5
3801;Female;80017;Iraqi;2017;0
3802;Female;80017;Iraqi;2018;0
3803;Female;80017;Iraqi;2019;5
3804;Female;80017;Iraqi;2020;0
3805;Female;80017;Iraqi;2021;5
3806;Female;80017;Iraqi;2022;5
3807;Female;80017;Iraqi;2023;15
3808;Female;80017;Iranian;2008;0
3809;Female;80017;Iranian;2009;0
3810;Female;80017;Iranian;2010;0
3811;Female;80017;Iranian;2011;0
3812;Female;80017;Iranian;2012;0
3813;Female;80017;Iranian;2013;0
3814;Female;80017;Iranian;2014;0
3815;Female;80017;Iranian;2015;0
3816;Female;80017;Iranian;2016;0
3817;Female;80017;Iranian;2017;0
3818;Female;80017;Iranian;2018;0
3819;Female;80017;Iranian;2019;0
3820;Female;80017;Iranian;2020;0
3821;Female;80017;Iranian;2021;0
3822;Female;80017;Iranian;2022;0
3823;Female;80017;Iranian;2023;0
3824;Female;80017;Yemeni;2008;0
3825;Female;80017;Yemeni;2009;0
3826;Female;80017;Yemeni;2010;0
3827;Female;80017;Yemeni;2011;0
3828;Female;80017;Yemeni;2012;0
3829;Female;80017;Yemeni;2013;0
3830;Female;80017;Yemeni;2014;0
3831;Female;80017;Yemeni;2015;0
3832;Female;80017;Yemeni;2016;0
3833;Female;80017;Yemeni;2017;0
3834;Female;80017;Yemeni;2018;0
3835;Female;80017;Yemeni;2019;0
3836;Female;80017;Yemeni;2020;0
3837;Female;80017;Yemeni;2021;0
3838;Female;80017;Yemeni;2022;5
3839;Female;80017;Yemeni;2023;5
3840;Female;80017;Moroccan;2008;0
3841;Female;80017;Moroccan;2009;0
3842;Female;80017;Moroccan;2010;0
3843;Female;80017;Moroccan;2011;0
3844;Female;80017;Moroccan;2012;0
3845;Female;80017;Moroccan;2013;0
3846;Female;80017;Moroccan;2014;0
3847;Female;80017;Moroccan;2015;0
3848;Female;80017;Moroccan;2016;0
3849;Female;80017;Moroccan;2017;0
3850;Female;80017;Moroccan;2018;0
3851;Female;80017;Moroccan;2019;0
3852;Female;80017;Moroccan;2020;0
3853;Female;80017;Moroccan;2021;0
3854;Female;80017;Moroccan;2022;0
3855;Female;80017;Moroccan;2023;0
3856;Female;80017;Turkish;2008;0
3857;Female;80017;Turkish;2009;0
3858;Female;80017;Turkish;2010;0
3859;Female;80017;Turkish;2011;0
3860;Female;80017;Turkish;2012;0
3861;Female;80017;Turkish;2013;0
3862;Female;80017;Turkish;2014;0
3863;Female;80017;Turkish;2015;0
3864;Female;80017;Turkish;2016;0
3865;Female;80017;Turkish;2017;0
3866;Female;80017;Turkish;2018;0
3867;Female;80017;Turkish;2019;0
3868;Female;80017;Turkish;2020;0
3869;Female;80017;Turkish;2021;0
3870;Female;80017;Turkish;2022;0
3871;Female;80017;Turkish;2023;0
3872;Female;80017;Sudanese;2008;0
3873;Female;80017;Sudanese;2009;0
3874;Female;80017;Sudanese;2010;0
3875;Female;80017;Sudanese;2011;0
3876;Female;80017;Sudanese;2012;0
3877;Female;80017;Sudanese;2013;0
3878;Female;80017;Sudanese;2014;0
3879;Female;80017;Sudanese;2015;0
3880;Female;80017;Sudanese;2016;0
3881;Female;80017;Sudanese;2017;0
3882;Female;80017;Sudanese;2018;0
3883;Female;80017;Sudanese;2019;0
3884;Female;80017;Sudanese;2020;0
3885;Female;80017;Sudanese;2021;0
3886;Female;80017;Sudanese;2022;0
3887;Female;80017;Sudanese;2023;0
3888;Female;80017;Somali;2008;10
3889;Female;80017;Somali;2009;20
3890;Female;80017;Somali;2010;15
3891;Female;80017;Somali;2011;5
3892;Female;80017;Somali;2012;0
3893;Female;80017;Somali;2013;0
3894;Female;80017;Somali;2014;5
3895;Female;80017;Somali;2015;5
3896;Female;80017;Somali;2016;5
3897;Female;80017;Somali;2017;0
3898;Female;80017;Somali;2018;5
3899;Female;80017;Somali;2019;5
3900;Female;80017;Somali;2020;5
3901;Female;80017;Somali;2021;15
3902;Female;80017;Somali;2022;45
3903;Female;80017;Somali;2023;65
3904;Female;80017;Syrian;2008;0
3905;Female;80017;Syrian;2009;0
3906;Female;80017;Syrian;2010;0
3907;Female;80017;Syrian;2011;0
3908;Female;80017;Syrian;2012;0
3909;Female;80017;Syrian;2013;0
3910;Female;80017;Syrian;2014;0
3911;Female;80017;Syrian;2015;50
3912;Female;80017;Syrian;2016;10
3913;Female;80017;Syrian;2017;10
3914;Female;80017;Syrian;2018;5
3915;Female;80017;Syrian;2019;10
3916;Female;80017;Syrian;2020;10
3917;Female;80017;Syrian;2021;25
3918;Female;80017;Syrian;2022;35
3919;Female;80017;Syrian;2023;40
3920;Female;80017;Unknown;2008;0
3921;Female;80017;Unknown;2009;0
3922;Female;80017;Unknown;2010;0
3923;Female;80017;Unknown;2011;0
3924;Female;80017;Unknown;2012;0
3925;Female;80017;Unknown;2013;0
3926;Female;80017;Unknown;2014;0
3927;Female;80017;Unknown;2015;0
3928;Female;80017;Unknown;2016;0
3929;Female;80017;Unknown;2017;0
3930;Female;80017;Unknown;2018;0
3931;Female;80017;Unknown;2019;0
3932;Female;80017;Unknown;2020;0
3933;Female;80017;Unknown;2021;0
3934;Female;80017;Unknown;2022;0
3935;Female;80017;Unknown;2023;0
3936;Female;80017;Stateless;2008;0
3937;Female;80017;Stateless;2009;0
3938;Female;80017;Stateless;2010;0
3939;Female;80017;Stateless;2011;0
3940;Female;80017;Stateless;2012;0
3941;Female;80017;Stateless;2013;0
3942;Female;80017;Stateless;2014;0
3943;Female;80017;Stateless;2015;10
3944;Female;80017;Stateless;2016;0
3945;Female;80017;Stateless;2017;0
3946;Female;80017;Stateless;2018;0
3947;Female;80017;Stateless;2019;0
