ID;Bedrijfskenmerken;Perioden;OpenstaandeVacatures_1;OntstaneVacatures_2;VervuldeVacatures_3
339;B Delfstoffenwinning;2008 jaargem. /jaartotaal;0.3;1.0;1.0
340;B Delfstoffenwinning;2009 1e kwartaal;0.3;0.0;0.0
341;B Delfstoffenwinning;2009 2e kwartaal;0.4;0.0;0.0
342;B Delfstoffenwinning;2009 3e kwartaal;0.2;0.0;0.0
343;B Delfstoffenwinning;2009 4e kwartaal;0.3;0.0;0.0
344;B Delfstoffenwinning;2009 jaargem. /jaartotaal;0.3;1.0;1.0
345;B Delfstoffenwinning;2010 1e kwartaal;0.3;0.0;0.0
346;B Delfstoffenwinning;2010 2e kwartaal;0.3;0.2;0.2
347;B Delfstoffenwinning;2010 3e kwartaal;0.3;0.2;0.2
348;B Delfstoffenwinning;2010 4e kwartaal;0.3;0.2;0.1
349;B Delfstoffenwinning;2010 jaargem. /jaartotaal;0.3;1.0;1.0
350;B Delfstoffenwinning;2011 1e kwartaal;0.4;0.0;0.0
351;B Delfstoffenwinning;2011 2e kwartaal;0.4;0.0;0.0
352;B Delfstoffenwinning;2011 3e kwartaal;0.4;0.0;0.0
353;B Delfstoffenwinning;2011 4e kwartaal;0.3;0.0;0.0
354;B Delfstoffenwinning;2011 jaargem. /jaartotaal;0.4;1.0;1.0
355;B Delfstoffenwinning;2012 1e kwartaal;0.4;0.0;0.0
356;B Delfstoffenwinning;2012 2e kwartaal;0.3;0.0;0.0
357;B Delfstoffenwinning;2012 3e kwartaal;0.4;0.0;0.0
358;B Delfstoffenwinning;2012 4e kwartaal;0.4;0.0;0.0
359;B Delfstoffenwinning;2012 jaargem. /jaartotaal;0.4;1.0;1.0
360;B Delfstoffenwinning;2013 1e kwartaal;0.4;0.0;0.0
361;B Delfstoffenwinning;2013 2e kwartaal;0.3;0.0;0.0
362;B Delfstoffenwinning;2013 3e kwartaal;0.4;0.0;0.0
363;B Delfstoffenwinning;2013 4e kwartaal;0.5;0.0;0.0
364;B Delfstoffenwinning;2013 jaargem. /jaartotaal;0.4;1.0;1.0
365;B Delfstoffenwinning;2014 1e kwartaal;0.5;0.0;0.0
366;B Delfstoffenwinning;2014 2e kwartaal;0.5;0.0;0.0
367;B Delfstoffenwinning;2014 3e kwartaal;0.3;0.0;0.0
368;B Delfstoffenwinning;2014 4e kwartaal;0.4;0.0;0.0
369;B Delfstoffenwinning;2014 jaargem. /jaartotaal;0.4;1.0;1.0
370;B Delfstoffenwinning;2015 1e kwartaal;0.2;0.0;0.0
371;B Delfstoffenwinning;2015 2e kwartaal;0.2;0.0;0.0
372;B Delfstoffenwinning;2015 3e kwartaal;0.2;0.0;0.0
373;B Delfstoffenwinning;2015 4e kwartaal;0.2;0.0;0.0
374;B Delfstoffenwinning;2015 jaargem. /jaartotaal;0.2;1.0;1.0
375;B Delfstoffenwinning;2016 1e kwartaal;0.2;0.0;0.0
376;B Delfstoffenwinning;2016 2e kwartaal;0.1;0.0;0.0
377;B Delfstoffenwinning;2016 3e kwartaal;0.1;0.0;0.0
378;B Delfstoffenwinning;2016 4e kwartaal;0.1;0.0;0.0
379;B Delfstoffenwinning;2016 jaargem. /jaartotaal;0.1;1.0;1.0
380;B Delfstoffenwinning;2017 1e kwartaal;0.2;0.0;0.0
381;B Delfstoffenwinning;2017 2e kwartaal;0.2;0.0;0.0
382;B Delfstoffenwinning;2017 3e kwartaal;0.2;0.0;0.0
383;B Delfstoffenwinning;2017 4e kwartaal;0.2;0.0;0.0
384;B Delfstoffenwinning;2017 jaargem. /jaartotaal;0.2;1.0;1.0
385;B Delfstoffenwinning;2018 1e kwartaal;0.2;0.0;0.0
386;B Delfstoffenwinning;2018 2e kwartaal;0.2;0.0;0.0
387;B Delfstoffenwinning;2018 3e kwartaal;0.2;0.0;0.0
388;B Delfstoffenwinning;2018 4e kwartaal;0.2;0.0;0.0
389;B Delfstoffenwinning;2018 jaargem. /jaartotaal;0.2;1.0;1.0
390;B Delfstoffenwinning;2019 1e kwartaal;0.2;0.0;0.0
391;B Delfstoffenwinning;2019 2e kwartaal;0.4;0.0;0.0
392;B Delfstoffenwinning;2019 3e kwartaal;0.3;0.0;0.0
393;B Delfstoffenwinning;2019 4e kwartaal;0.2;0.0;0.0
394;B Delfstoffenwinning;2019 jaargem. /jaartotaal;0.3;1.0;1.0
395;B Delfstoffenwinning;2020 1e kwartaal;0.2;0.0;0.0
396;B Delfstoffenwinning;2020 2e kwartaal;0.1;0.0;0.0
397;B Delfstoffenwinning;2020 3e kwartaal;0.1;0.0;0.0
398;B Delfstoffenwinning;2020 4e kwartaal;0.1;0.0;0.0
399;B Delfstoffenwinning;2020 jaargem. /jaartotaal;0.2;1.0;1.0
400;B Delfstoffenwinning;2021 1e kwartaal;0.2;0.0;0.0
401;B Delfstoffenwinning;2021 2e kwartaal;0.3;0.0;0.0
402;B Delfstoffenwinning;2021 3e kwartaal;0.3;0.0;0.0
403;B Delfstoffenwinning;2021 4e kwartaal;0.3;0.0;0.0
404;B Delfstoffenwinning;2021 jaargem. /jaartotaal;0.3;1.0;1.0
405;B Delfstoffenwinning;2022 1e kwartaal;0.5;0.0;0.0
406;B Delfstoffenwinning;2022 2e kwartaal;0.6;0.0;0.0
407;B Delfstoffenwinning;2022 3e kwartaal;0.6;0.0;0.0
408;B Delfstoffenwinning;2022 4e kwartaal;0.5;0.0;0.0
409;B Delfstoffenwinning;2022 jaargem. /jaartotaal;0.5;1.0;1.0
410;B Delfstoffenwinning;2023 1e kwartaal;0.4;0.0;0.0
411;B Delfstoffenwinning;2023 2e kwartaal;0.4;0.0;0.0
412;B Delfstoffenwinning;2023 3e kwartaal;0.4;0.0;0.0
413;B Delfstoffenwinning;2023 4e kwartaal;0.3;0.0;0.0
414;B Delfstoffenwinning;2023 jaargem. /jaartotaal;0.4;1.0;1.0
415;B Delfstoffenwinning;2024 1e kwartaal;0.4;0.0;0.0
416;B Delfstoffenwinning;2024 2e kwartaal;0.4;0.0;0.0
417;B Delfstoffenwinning;2024 3e kwartaal;0.3;0.0;0.0
418;B Delfstoffenwinning;2024 4e kwartaal;0.3;0.0;0.0
419;B Delfstoffenwinning;2024 jaargem. /jaartotaal;0.3;1.0;1.0
420;B-E Nijverheid (geen bouw) en energie;1997 1e kwartaal;14.7;19.0;16.0
421;B-E Nijverheid (geen bouw) en energie;1997 2e kwartaal;17.1;24.0;21.0
422;B-E Nijverheid (geen bouw) en energie;1997 3e kwartaal;15.9;21.0;23.0
423;B-E Nijverheid (geen bouw) en energie;1997 4e kwartaal;18.5;22.0;19.0
424;B-E Nijverheid (geen bouw) en energie;1997 jaargem. /jaartotaal;;86.0;79.0
425;B-E Nijverheid (geen bouw) en energie;1998 1e kwartaal;19.0;23.0;22.0
426;B-E Nijverheid (geen bouw) en energie;1998 2e kwartaal;22.9;27.0;23.0
427;B-E Nijverheid (geen bouw) en energie;1998 3e kwartaal;18.5;20.0;24.0
428;B-E Nijverheid (geen bouw) en energie;1998 4e kwartaal;19.6;23.0;22.0
429;B-E Nijverheid (geen bouw) en energie;1998 jaargem. /jaartotaal;19.8;93.0;92.0
430;B-E Nijverheid (geen bouw) en energie;1999 1e kwartaal;21.1;25.0;24.0
431;B-E Nijverheid (geen bouw) en energie;1999 2e kwartaal;24.9;28.0;24.0
432;B-E Nijverheid (geen bouw) en energie;1999 3e kwartaal;23.8;25.0;26.0
433;B-E Nijverheid (geen bouw) en energie;1999 4e kwartaal;26.2;26.0;23.0
434;B-E Nijverheid (geen bouw) en energie;1999 jaargem. /jaartotaal;23.2;104.0;98.0
435;B-E Nijverheid (geen bouw) en energie;2000 1e kwartaal;29.8;33.0;29.0
436;B-E Nijverheid (geen bouw) en energie;2000 2e kwartaal;33.4;33.0;29.0
437;B-E Nijverheid (geen bouw) en energie;2000 3e kwartaal;25.7;24.0;31.0
438;B-E Nijverheid (geen bouw) en energie;2000 4e kwartaal;27.2;28.0;26.0
439;B-E Nijverheid (geen bouw) en energie;2000 jaargem. /jaartotaal;28.9;117.0;116.0
440;B-E Nijverheid (geen bouw) en energie;2001 1e kwartaal;25.3;27.0;29.0
441;B-E Nijverheid (geen bouw) en energie;2001 2e kwartaal;25.7;27.0;27.0
442;B-E Nijverheid (geen bouw) en energie;2001 3e kwartaal;21.0;21.0;26.0
443;B-E Nijverheid (geen bouw) en energie;2001 4e kwartaal;19.7;19.0;20.0
444;B-E Nijverheid (geen bouw) en energie;2001 jaargem. /jaartotaal;23.9;94.0;102.0
445;B-E Nijverheid (geen bouw) en energie;2002 1e kwartaal;19.6;20.0;20.0
446;B-E Nijverheid (geen bouw) en energie;2002 2e kwartaal;17.8;18.0;20.0
447;B-E Nijverheid (geen bouw) en energie;2002 3e kwartaal;11.9;13.0;19.0
448;B-E Nijverheid (geen bouw) en energie;2002 4e kwartaal;13.0;14.0;13.0
449;B-E Nijverheid (geen bouw) en energie;2002 jaargem. /jaartotaal;16.4;65.0;72.0
450;B-E Nijverheid (geen bouw) en energie;2003 1e kwartaal;12.1;16.0;17.0
451;B-E Nijverheid (geen bouw) en energie;2003 2e kwartaal;10.8;14.0;16.0
452;B-E Nijverheid (geen bouw) en energie;2003 3e kwartaal;8.7;13.0;15.0
453;B-E Nijverheid (geen bouw) en energie;2003 4e kwartaal;10.2;13.0;12.0
454;B-E Nijverheid (geen bouw) en energie;2003 jaargem. /jaartotaal;10.8;56.0;59.0
455;B-E Nijverheid (geen bouw) en energie;2004 1e kwartaal;11.3;16.0;14.0
456;B-E Nijverheid (geen bouw) en energie;2004 2e kwartaal;11.7;16.0;16.0
457;B-E Nijverheid (geen bouw) en energie;2004 3e kwartaal;9.6;13.0;16.0
458;B-E Nijverheid (geen bouw) en energie;2004 4e kwartaal;10.5;15.0;14.0
459;B-E Nijverheid (geen bouw) en energie;2004 jaargem. /jaartotaal;10.7;60.0;59.0
460;B-E Nijverheid (geen bouw) en energie;2005 1e kwartaal;11.9;16.0;15.0
461;B-E Nijverheid (geen bouw) en energie;2005 2e kwartaal;13.7;19.0;17.0
462;B-E Nijverheid (geen bouw) en energie;2005 3e kwartaal;14.3;18.0;18.0
463;B-E Nijverheid (geen bouw) en energie;2005 4e kwartaal;14.4;19.0;18.0
464;B-E Nijverheid (geen bouw) en energie;2005 jaargem. /jaartotaal;13.1;72.0;68.0
465;B-E Nijverheid (geen bouw) en energie;2006 1e kwartaal;17.3;21.0;18.0
466;B-E Nijverheid (geen bouw) en energie;2006 2e kwartaal;20.9;24.0;21.0
467;B-E Nijverheid (geen bouw) en energie;2006 3e kwartaal;21.3;23.0;22.0
468;B-E Nijverheid (geen bouw) en energie;2006 4e kwartaal;23.2;24.0;22.0
469;B-E Nijverheid (geen bouw) en energie;2006 jaargem. /jaartotaal;19.6;92.0;83.0
470;B-E Nijverheid (geen bouw) en energie;2007 1e kwartaal;23.8;25.0;24.0
471;B-E Nijverheid (geen bouw) en energie;2007 2e kwartaal;25.5;27.0;25.0
472;B-E Nijverheid (geen bouw) en energie;2007 3e kwartaal;26.0;24.0;24.0
473;B-E Nijverheid (geen bouw) en energie;2007 4e kwartaal;25.9;24.0;24.0
474;B-E Nijverheid (geen bouw) en energie;2007 jaargem. /jaartotaal;25.0;101.0;98.0
475;B-E Nijverheid (geen bouw) en energie;2008 1e kwartaal;28.0;26.0;24.0
476;B-E Nijverheid (geen bouw) en energie;2008 2e kwartaal;27.6;24.0;24.0
477;B-E Nijverheid (geen bouw) en energie;2008 3e kwartaal;25.0;21.0;23.0
478;B-E Nijverheid (geen bouw) en energie;2008 4e kwartaal;16.3;14.0;23.0
479;B-E Nijverheid (geen bouw) en energie;2008 jaargem. /jaartotaal;25.4;84.0;94.0
480;B-E Nijverheid (geen bouw) en energie;2009 1e kwartaal;11.4;12.0;17.0
481;B-E Nijverheid (geen bouw) en energie;2009 2e kwartaal;9.7;12.0;13.0
482;B-E Nijverheid (geen bouw) en energie;2009 3e kwartaal;8.9;11.0;12.0
483;B-E Nijverheid (geen bouw) en energie;2009 4e kwartaal;8.4;11.0;11.0
484;B-E Nijverheid (geen bouw) en energie;2009 jaargem. /jaartotaal;10.6;46.0;54.0
485;B-E Nijverheid (geen bouw) en energie;2010 1e kwartaal;10.2;14.0;12.0
486;B-E Nijverheid (geen bouw) en energie;2010 2e kwartaal;11.8;15.0;14.0
487;B-E Nijverheid (geen bouw) en energie;2010 3e kwartaal;12.9;15.0;13.0
488;B-E Nijverheid (geen bouw) en energie;2010 4e kwartaal;14.1;14.0;12.0
489;B-E Nijverheid (geen bouw) en energie;2010 jaargem. /jaartotaal;11.5;57.0;52.0
490;B-E Nijverheid (geen bouw) en energie;2011 1e kwartaal;16.0;18.0;16.0
491;B-E Nijverheid (geen bouw) en energie;2011 2e kwartaal;17.1;19.0;18.0
492;B-E Nijverheid (geen bouw) en energie;2011 3e kwartaal;15.2;16.0;17.0
493;B-E Nijverheid (geen bouw) en energie;2011 4e kwartaal;12.6;14.0;16.0
494;B-E Nijverheid (geen bouw) en energie;2011 jaargem. /jaartotaal;15.4;66.0;67.0
495;B-E Nijverheid (geen bouw) en energie;2012 1e kwartaal;12.0;13.0;14.0
496;B-E Nijverheid (geen bouw) en energie;2012 2e kwartaal;11.9;14.0;14.0
497;B-E Nijverheid (geen bouw) en energie;2012 3e kwartaal;11.0;12.0;13.0
498;B-E Nijverheid (geen bouw) en energie;2012 4e kwartaal;9.7;10.0;12.0
499;B-E Nijverheid (geen bouw) en energie;2012 jaargem. /jaartotaal;11.5;50.0;53.0
500;B-E Nijverheid (geen bouw) en energie;2013 1e kwartaal;9.3;12.0;12.0
501;B-E Nijverheid (geen bouw) en energie;2013 2e kwartaal;9.5;12.0;12.0
502;B-E Nijverheid (geen bouw) en energie;2013 3e kwartaal;9.3;12.0;12.0
503;B-E Nijverheid (geen bouw) en energie;2013 4e kwartaal;9.6;12.0;11.0
504;B-E Nijverheid (geen bouw) en energie;2013 jaargem. /jaartotaal;9.5;47.0;47.0
505;B-E Nijverheid (geen bouw) en energie;2014 1e kwartaal;10.8;14.0;13.0
506;B-E Nijverheid (geen bouw) en energie;2014 2e kwartaal;11.1;14.0;14.0
507;B-E Nijverheid (geen bouw) en energie;2014 3e kwartaal;11.5;13.0;13.0
508;B-E Nijverheid (geen bouw) en energie;2014 4e kwartaal;10.1;11.0;13.0
509;B-E Nijverheid (geen bouw) en energie;2014 jaargem. /jaartotaal;10.8;52.0;52.0
510;B-E Nijverheid (geen bouw) en energie;2015 1e kwartaal;11.9;16.0;14.0
511;B-E Nijverheid (geen bouw) en energie;2015 2e kwartaal;12.8;16.0;16.0
512;B-E Nijverheid (geen bouw) en energie;2015 3e kwartaal;12.2;16.0;16.0
513;B-E Nijverheid (geen bouw) en energie;2015 4e kwartaal;12.4;15.0;15.0
514;B-E Nijverheid (geen bouw) en energie;2015 jaargem. /jaartotaal;12.0;63.0;61.0
515;B-E Nijverheid (geen bouw) en energie;2016 1e kwartaal;14.1;17.0;15.0
516;B-E Nijverheid (geen bouw) en energie;2016 2e kwartaal;14.6;16.0;16.0
517;B-E Nijverheid (geen bouw) en energie;2016 3e kwartaal;14.7;17.0;17.0
518;B-E Nijverheid (geen bouw) en energie;2016 4e kwartaal;15.1;16.0;16.0
519;B-E Nijverheid (geen bouw) en energie;2016 jaargem. /jaartotaal;14.3;66.0;63.0
520;B-E Nijverheid (geen bouw) en energie;2017 1e kwartaal;17.1;19.0;17.0
521;B-E Nijverheid (geen bouw) en energie;2017 2e kwartaal;18.5;20.0;19.0
522;B-E Nijverheid (geen bouw) en energie;2017 3e kwartaal;18.9;20.0;20.0
523;B-E Nijverheid (geen bouw) en energie;2017 4e kwartaal;20.4;21.0;19.0
524;B-E Nijverheid (geen bouw) en energie;2017 jaargem. /jaartotaal;18.1;80.0;75.0
525;B-E Nijverheid (geen bouw) en energie;2018 1e kwartaal;22.6;23.0;21.0
526;B-E Nijverheid (geen bouw) en energie;2018 2e kwartaal;25.2;26.0;23.0
527;B-E Nijverheid (geen bouw) en energie;2018 3e kwartaal;24.6;22.0;23.0
528;B-E Nijverheid (geen bouw) en energie;2018 4e kwartaal;23.7;22.0;23.0
529;B-E Nijverheid (geen bouw) en energie;2018 jaargem. /jaartotaal;23.6;93.0;89.0
530;B-E Nijverheid (geen bouw) en energie;2019 1e kwartaal;25.7;26.0;24.0
531;B-E Nijverheid (geen bouw) en energie;2019 2e kwartaal;26.7;26.0;25.0
532;B-E Nijverheid (geen bouw) en energie;2019 3e kwartaal;25.5;23.0;24.0
533;B-E Nijverheid (geen bouw) en energie;2019 4e kwartaal;25.3;24.0;24.0
534;B-E Nijverheid (geen bouw) en energie;2019 jaargem. /jaartotaal;25.6;98.0;96.0
535;B-E Nijverheid (geen bouw) en energie;2020 1e kwartaal;20.9;21.0;25.0
536;B-E Nijverheid (geen bouw) en energie;2020 2e kwartaal;17.8;17.0;20.0
537;B-E Nijverheid (geen bouw) en energie;2020 3e kwartaal;19.0;20.0;19.0
538;B-E Nijverheid (geen bouw) en energie;2020 4e kwartaal;20.3;20.0;19.0
539;B-E Nijverheid (geen bouw) en energie;2020 jaargem. /jaartotaal;20.1;78.0;83.0
540;B-E Nijverheid (geen bouw) en energie;2021 1e kwartaal;22.8;22.0;20.0
541;B-E Nijverheid (geen bouw) en energie;2021 2e kwartaal;30.9;30.0;22.0
542;B-E Nijverheid (geen bouw) en energie;2021 3e kwartaal;36.7;33.0;27.0
543;B-E Nijverheid (geen bouw) en energie;2021 4e kwartaal;36.2;27.0;28.0
544;B-E Nijverheid (geen bouw) en energie;2021 jaargem. /jaartotaal;29.6;113.0;97.0
545;B-E Nijverheid (geen bouw) en energie;2022 1e kwartaal;40.4;32.0;28.0
546;B-E Nijverheid (geen bouw) en energie;2022 2e kwartaal;43.3;32.0;29.0
547;B-E Nijverheid (geen bouw) en energie;2022 3e kwartaal;39.7;27.0;31.0
548;B-E Nijverheid (geen bouw) en energie;2022 4e kwartaal;38.5;27.0;28.0
549;B-E Nijverheid (geen bouw) en energie;2022 jaargem. /jaartotaal;40.2;118.0;116.0
550;B-E Nijverheid (geen bouw) en energie;2023 1e kwartaal;39.4;29.0;28.0
551;B-E Nijverheid (geen bouw) en energie;2023 2e kwartaal;41.2;30.0;28.0
552;B-E Nijverheid (geen bouw) en energie;2023 3e kwartaal;37.9;28.0;31.0
553;B-E Nijverheid (geen bouw) en energie;2023 4e kwartaal;35.3;25.0;28.0
554;B-E Nijverheid (geen bouw) en energie;2023 jaargem. /jaartotaal;38.8;113.0;116.0
555;B-E Nijverheid (geen bouw) en energie;2024 1e kwartaal;38.1;30.0;27.0
556;B-E Nijverheid (geen bouw) en energie;2024 2e kwartaal;39.4;30.0;29.0
557;B-E Nijverheid (geen bouw) en energie;2024 3e kwartaal;37.4;27.0;29.0
558;B-E Nijverheid (geen bouw) en energie;2024 4e kwartaal;36.1;27.0;28.0
559;B-E Nijverheid (geen bouw) en energie;2024 jaargem. /jaartotaal;37.7;114.0;113.0
560;B-F Nijverheid en energie;1997 1e kwartaal;20.9;30.7;26.8
561;B-F Nijverheid en energie;1997 2e kwartaal;25.5;44.7;40.2
562;B-F Nijverheid en energie;1997 3e kwartaal;22.1;33.6;37.0
563;B-F Nijverheid en energie;1997 4e kwartaal;25.9;32.5;28.7
564;B-F Nijverheid en energie;1997 jaargem. /jaartotaal;;142.0;133.0
565;B-F Nijverheid en energie;1998 1e kwartaal;27.5;40.2;38.6
566;B-F Nijverheid en energie;1998 2e kwartaal;33.2;46.5;40.9
567;B-F Nijverheid en energie;1998 3e kwartaal;27.1;31.6;37.7
568;B-F Nijverheid en energie;1998 4e kwartaal;29.1;34.3;32.3
569;B-F Nijverheid en energie;1998 jaargem. /jaartotaal;28.8;153.0;149.0
570;B-F Nijverheid en energie;1999 1e kwartaal;33.7;47.4;42.9
571;B-F Nijverheid en energie;1999 2e kwartaal;43.4;52.5;42.7
572;B-F Nijverheid en energie;1999 3e kwartaal;38.6;38.4;43.3
573;B-F Nijverheid en energie;1999 4e kwartaal;40.4;39.1;37.3
574;B-F Nijverheid en energie;1999 jaargem. /jaartotaal;37.6;177.0;166.0
575;B-F Nijverheid en energie;2000 1e kwartaal;51.4;59.3;48.3
576;B-F Nijverheid en energie;2000 2e kwartaal;54.5;52.6;49.5
577;B-F Nijverheid en energie;2000 3e kwartaal;42.7;37.8;49.6
578;B-F Nijverheid en energie;2000 4e kwartaal;44.1;42.7;41.3
579;B-F Nijverheid en energie;2000 jaargem. /jaartotaal;47.7;192.0;189.0
580;B-F Nijverheid en energie;2001 1e kwartaal;45.4;49.1;47.8
581;B-F Nijverheid en energie;2001 2e kwartaal;46.1;43.1;42.5
582;B-F Nijverheid en energie;2001 3e kwartaal;35.6;33.4;43.8
583;B-F Nijverheid en energie;2001 4e kwartaal;34.5;30.5;31.6
584;B-F Nijverheid en energie;2001 jaargem. /jaartotaal;41.6;156.0;166.0
585;B-F Nijverheid en energie;2002 1e kwartaal;35.6;35.4;34.1
586;B-F Nijverheid en energie;2002 2e kwartaal;32.3;31.5;34.9
587;B-F Nijverheid en energie;2002 3e kwartaal;18.9;20.2;33.5
588;B-F Nijverheid en energie;2002 4e kwartaal;19.9;21.1;20.0
589;B-F Nijverheid en energie;2002 jaargem. /jaartotaal;28.5;108.0;123.0
590;B-F Nijverheid en energie;2003 1e kwartaal;20.5;28.1;27.5
591;B-F Nijverheid en energie;2003 2e kwartaal;19.0;25.0;26.5
592;B-F Nijverheid en energie;2003 3e kwartaal;12.7;18.6;24.8
593;B-F Nijverheid en energie;2003 4e kwartaal;14.7;18.4;16.5
594;B-F Nijverheid en energie;2003 jaargem. /jaartotaal;17.4;90.0;95.0
595;B-F Nijverheid en energie;2004 1e kwartaal;18.0;25.5;22.2
596;B-F Nijverheid en energie;2004 2e kwartaal;20.2;28.8;26.6
597;B-F Nijverheid en energie;2004 3e kwartaal;16.1;22.1;26.2
598;B-F Nijverheid en energie;2004 4e kwartaal;17.9;24.7;22.9
599;B-F Nijverheid en energie;2004 jaargem. /jaartotaal;17.6;101.0;98.0
600;B-F Nijverheid en energie;2005 1e kwartaal;21.6;30.5;26.7
601;B-F Nijverheid en energie;2005 2e kwartaal;23.7;32.7;30.6
602;B-F Nijverheid en energie;2005 3e kwartaal;24.7;31.7;30.6
603;B-F Nijverheid en energie;2005 4e kwartaal;25.8;31.9;30.7
604;B-F Nijverheid en energie;2005 jaargem. /jaartotaal;23.0;127.0;119.0
605;B-F Nijverheid en energie;2006 1e kwartaal;31.5;39.0;33.4
606;B-F Nijverheid en energie;2006 2e kwartaal;36.6;42.7;37.6
607;B-F Nijverheid en energie;2006 3e kwartaal;38.6;41.4;39.4
608;B-F Nijverheid en energie;2006 4e kwartaal;38.7;36.6;36.5
609;B-F Nijverheid en energie;2006 jaargem. /jaartotaal;34.7;160.0;147.0
610;B-F Nijverheid en energie;2007 1e kwartaal;42.7;44.7;40.7
611;B-F Nijverheid en energie;2007 2e kwartaal;45.7;45.3;42.3
612;B-F Nijverheid en energie;2007 3e kwartaal;45.8;40.3;40.1
613;B-F Nijverheid en energie;2007 4e kwartaal;44.9;37.9;38.8
614;B-F Nijverheid en energie;2007 jaargem. /jaartotaal;44.0;168.0;162.0
615;B-F Nijverheid en energie;2008 1e kwartaal;49.6;42.9;38.1
616;B-F Nijverheid en energie;2008 2e kwartaal;47.4;38.2;40.4
617;B-F Nijverheid en energie;2008 3e kwartaal;42.1;33.9;39.2
618;B-F Nijverheid en energie;2008 4e kwartaal;28.7;21.6;35.1
619;B-F Nijverheid en energie;2008 jaargem. /jaartotaal;44.0;137.0;153.0
620;B-F Nijverheid en energie;2009 1e kwartaal;20.1;19.7;28.2
621;B-F Nijverheid en energie;2009 2e kwartaal;16.7;18.2;21.6
622;B-F Nijverheid en energie;2009 3e kwartaal;14.9;17.4;19.0
623;B-F Nijverheid en energie;2009 4e kwartaal;13.7;17.0;18.1
624;B-F Nijverheid en energie;2009 jaargem. /jaartotaal;18.2;72.0;87.0
625;B-F Nijverheid en energie;2010 1e kwartaal;15.8;21.6;19.8
626;B-F Nijverheid en energie;2010 2e kwartaal;17.0;22.3;21.1
627;B-F Nijverheid en energie;2010 3e kwartaal;19.1;22.6;20.6
628;B-F Nijverheid en energie;2010 4e kwartaal;20.1;20.6;19.6
629;B-F Nijverheid en energie;2010 jaargem. /jaartotaal;17.2;87.0;81.0
630;B-F Nijverheid en energie;2011 1e kwartaal;22.5;27.0;25.0
631;B-F Nijverheid en energie;2011 2e kwartaal;23.8;27.0;26.0
632;B-F Nijverheid en energie;2011 3e kwartaal;20.8;21.0;24.0
633;B-F Nijverheid en energie;2011 4e kwartaal;17.2;18.0;21.0
634;B-F Nijverheid en energie;2011 jaargem. /jaartotaal;21.4;93.0;96.0
635;B-F Nijverheid en energie;2012 1e kwartaal;17.1;20.0;20.0
636;B-F Nijverheid en energie;2012 2e kwartaal;16.5;20.0;20.0
637;B-F Nijverheid en energie;2012 3e kwartaal;15.2;18.0;19.0
638;B-F Nijverheid en energie;2012 4e kwartaal;12.7;14.0;17.0
639;B-F Nijverheid en energie;2012 jaargem. /jaartotaal;16.0;71.0;76.0
640;B-F Nijverheid en energie;2013 1e kwartaal;12.7;17.0;17.0
641;B-F Nijverheid en energie;2013 2e kwartaal;12.5;17.0;18.0
642;B-F Nijverheid en energie;2013 3e kwartaal;12.6;17.0;17.0
643;B-F Nijverheid en energie;2013 4e kwartaal;12.6;16.0;16.0
644;B-F Nijverheid en energie;2013 jaargem. /jaartotaal;12.6;67.0;68.0
645;B-F Nijverheid en energie;2014 1e kwartaal;14.7;20.0;18.0
646;B-F Nijverheid en energie;2014 2e kwartaal;15.2;19.0;19.0
647;B-F Nijverheid en energie;2014 3e kwartaal;15.6;19.0;18.0
648;B-F Nijverheid en energie;2014 4e kwartaal;14.1;16.0;17.0
649;B-F Nijverheid en energie;2014 jaargem. /jaartotaal;14.7;74.0;73.0
650;B-F Nijverheid en energie;2015 1e kwartaal;16.4;23.0;20.0
651;B-F Nijverheid en energie;2015 2e kwartaal;18.1;25.0;23.0
652;B-F Nijverheid en energie;2015 3e kwartaal;17.7;23.0;24.0
653;B-F Nijverheid en energie;2015 4e kwartaal;18.0;22.0;22.0
654;B-F Nijverheid en energie;2015 jaargem. /jaartotaal;17.1;93.0;89.0
655;B-F Nijverheid en energie;2016 1e kwartaal;20.0;24.0;22.0
656;B-F Nijverheid en energie;2016 2e kwartaal;21.4;25.0;23.0
657;B-F Nijverheid en energie;2016 3e kwartaal;21.9;26.0;25.0
658;B-F Nijverheid en energie;2016 4e kwartaal;22.3;25.0;24.0
659;B-F Nijverheid en energie;2016 jaargem. /jaartotaal;20.9;99.0;95.0
660;B-F Nijverheid en energie;2017 1e kwartaal;26.7;29.0;25.0
661;B-F Nijverheid en energie;2017 2e kwartaal;29.9;32.0;29.0
662;B-F Nijverheid en energie;2017 3e kwartaal;31.7;32.0;30.0
663;B-F Nijverheid en energie;2017 4e kwartaal;34.6;33.0;30.0
664;B-F Nijverheid en energie;2017 jaargem. /jaartotaal;29.2;126.0;114.0
