ID;RegioS;Perioden;TotaalWegvoertuigen_1;Personenauto_2;TotaalBedrijfsvoertuigen_3;TotaalBedrijfsmotorvoertuigen_4;Bestelauto_5;VrachtautoExclTrekkerVoorOplegger_6;TrekkerVoorOplegger_7;SpeciaalVoertuig_8;Bus_9;TotaalAanhangwagensEnOpleggers_10;Aanhangwagen_11;Oplegger_12;Motorfiets_13;AlleVoertuigenMetBromfietskenteken_14;Snorfiets_15;Bromfiets_16;Brommobiel_17;OverigeVoertuigenMetBromfietskenteken_18;LandsdeelCode_19;ProvincieCode_20;CoropgebiedCode_21;Gemeentecode_22;Naam_23;GemeenteGrootteklasseCode_24;StedelijkheidVanGemeentenCode_25
7439;3088;2023;2706;470;2218;793;494;78;200;21;0;1425;165;1260;7;11;4;7;0;0;     3;    28;    29;   599;Rotterdam                               ;1.0;
7440;3089;2019;3112;774;2142;288;206;13;63;5;1;1854;121;1733;62;134;69;64;1;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7441;3089;2020;3132;829;2081;308;222;12;70;3;1;1773;128;1645;74;148;79;67;2;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7442;3089;2021;3537;891;2441;341;220;9;73;38;1;2100;150;1950;73;132;71;60;1;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7443;3089;2022;4042;913;2913;375;248;14;66;47;0;2538;245;2293;73;143;85;56;2;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7444;3089;2023;4820;978;3614;401;251;16;78;56;0;3213;236;2977;79;149;85;61;3;0;     3;    28;    29;   599;Rotterdam                               ;1.0;
7445;3100;2019;150;38;112;82;5;62;15;0;0;30;4;26;0;0;0;0;0;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7446;3100;2020;147;39;108;78;4;60;14;0;0;30;4;26;0;0;0;0;0;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7447;3100;2021;143;36;107;79;7;59;13;0;0;28;4;24;0;0;0;0;0;0;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7448;3100;2022;45;34;11;7;7;0;0;0;0;4;2;2;0;0;0;0;0;0;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7449;3100;2023;45;35;10;7;7;0;0;0;0;3;1;2;0;0;0;0;0;0;     3;    28;    29;   606;Schiedam                                ;1.0;
7450;3101;2019;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7451;3101;2020;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7452;3101;2021;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7453;3101;2022;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7454;3101;2023;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;     3;    28;    29;   606;Schiedam                                ;1.0;
7455;3102;2019;9;2;1;1;1;0;0;0;0;0;0;0;1;5;0;3;1;1;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7456;3102;2020;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7457;3102;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7458;3102;2022;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7459;3102;2023;6;3;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;     3;    28;    29;   606;Schiedam                                ;1.0;
7460;3111;2019;2725;1928;285;199;186;2;2;8;1;86;85;1;183;329;213;114;0;2;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7461;3111;2020;2731;1920;281;193;176;2;5;9;1;88;87;1;176;354;234;119;0;1;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7462;3111;2021;2901;2037;304;201;186;2;3;9;1;103;95;8;185;375;262;111;0;2;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7463;3111;2022;2972;2065;318;216;201;2;3;9;1;102;94;8;205;384;262;119;1;2;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7464;3111;2023;2896;2024;296;198;187;1;2;7;1;98;89;9;211;365;245;115;2;3;     3;    28;    29;   606;Schiedam                                ;1.0;
7465;3112;2019;4633;3302;380;258;250;2;2;4;0;122;119;3;213;738;502;226;9;1;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7466;3112;2020;4605;3280;385;276;264;1;2;9;0;109;108;1;199;741;527;206;8;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7467;3112;2021;4999;3548;452;340;325;1;2;12;0;112;111;1;207;792;584;201;7;0;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7468;3112;2022;5076;3593;467;355;330;2;8;15;0;112;111;1;209;807;619;182;5;1;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7469;3112;2023;4977;3523;459;359;332;1;8;18;0;100;100;0;210;785;590;189;4;2;     3;    28;    29;   606;Schiedam                                ;1.0;
7470;3113;2019;295;59;229;194;186;3;1;4;0;35;33;2;1;6;6;0;0;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7471;3113;2020;311;73;229;194;185;3;1;5;0;35;33;2;4;5;5;0;0;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7472;3113;2021;320;79;234;203;195;3;1;4;0;31;29;2;4;3;3;0;0;0;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7473;3113;2022;311;74;232;204;199;3;0;2;0;28;28;0;4;1;1;0;0;0;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7474;3113;2023;305;81;220;191;183;5;0;3;0;29;29;0;4;0;0;0;0;0;     3;    28;    29;   606;Schiedam                                ;1.0;
7475;3114;2019;3612;2375;328;197;186;1;2;8;0;131;127;4;172;737;538;183;13;3;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7476;3114;2020;3655;2422;329;206;195;0;2;9;0;123;119;4;175;729;548;162;16;3;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7477;3114;2021;3698;2457;332;213;206;0;2;5;0;119;115;4;166;743;559;168;13;3;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7478;3114;2022;3785;2486;349;223;210;5;2;6;0;126;120;6;175;775;593;164;13;5;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7479;3114;2023;3801;2511;346;224;210;5;3;6;0;122;115;7;187;757;586;156;12;3;     3;    28;    29;   606;Schiedam                                ;1.0;
7480;3115;2019;1255;289;950;510;168;48;95;199;0;440;257;183;4;12;10;2;0;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7481;3115;2020;1346;345;989;527;178;50;96;203;0;462;266;196;5;7;5;2;0;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7482;3115;2021;1335;328;991;539;188;47;98;206;0;452;255;197;9;7;5;2;0;0;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7483;3115;2022;1378;359;1007;542;193;43;100;206;0;465;260;205;6;6;5;1;0;0;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7484;3115;2023;1511;343;1157;533;175;44;120;194;0;624;276;348;4;7;6;1;0;0;     3;    28;    29;   606;Schiedam                                ;1.0;
7485;3116;2019;1926;1460;208;90;74;3;8;5;0;118;107;11;96;162;108;53;0;1;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7486;3116;2020;1951;1477;199;88;76;3;7;2;0;111;101;10;97;178;123;52;1;2;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7487;3116;2021;1965;1468;208;98;81;5;9;3;0;110;99;11;92;197;142;51;2;2;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7488;3116;2022;1957;1490;183;90;78;0;9;3;0;93;84;9;91;193;137;52;2;2;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7489;3116;2023;1950;1482;188;94;80;0;10;4;0;94;84;10;95;185;124;57;2;2;     3;    28;    29;   606;Schiedam                                ;1.0;
7490;3117;2019;4541;3220;407;260;254;3;0;3;0;147;147;0;221;693;505;182;3;3;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7491;3117;2020;4595;3269;409;271;263;2;0;6;0;138;138;0;212;705;510;190;2;3;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7492;3117;2021;4709;3329;413;286;275;3;2;6;0;127;127;0;223;744;553;183;4;4;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7493;3117;2022;4730;3353;430;312;298;3;5;6;0;118;116;2;223;724;539;176;3;6;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7494;3117;2023;4759;3358;443;328;314;3;6;5;0;115;114;1;214;744;547;186;4;7;     3;    28;    29;   606;Schiedam                                ;1.0;
7495;3118;2019;2019;1524;150;96;94;0;0;2;0;54;54;0;81;264;199;63;2;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7496;3118;2020;2147;1644;155;96;94;1;0;1;0;59;59;0;79;269;206;60;3;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7497;3118;2021;2399;1815;183;123;103;4;14;2;0;60;60;0;94;307;249;54;3;1;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7498;3118;2022;2561;1915;228;154;125;1;26;2;0;74;67;7;100;318;260;55;3;0;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7499;3118;2023;2857;2119;278;194;136;3;53;2;0;84;68;16;119;341;281;57;3;0;     3;    28;    29;   606;Schiedam                                ;1.0;
7500;3119;2019;3961;3037;278;168;152;1;8;7;0;110;103;7;142;504;340;157;6;1;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7501;3119;2020;4116;3116;290;188;166;3;10;9;0;102;98;4;151;559;395;157;7;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7502;3119;2021;4135;3138;301;207;195;0;0;12;0;94;91;3;139;557;397;154;6;0;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7503;3119;2022;4317;3238;331;232;220;0;0;12;0;99;94;5;151;597;452;138;7;0;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7504;3119;2023;4393;3305;335;240;220;1;5;14;0;95;90;5;154;599;454;137;7;1;     3;    28;    29;   606;Schiedam                                ;1.0;
7505;3121;2019;2163;1498;263;117;106;1;2;8;0;146;144;2;145;257;186;69;2;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7506;3121;2020;2344;1608;278;130;118;4;1;7;0;148;146;2;159;299;233;64;2;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7507;3121;2021;2336;1593;284;144;130;6;0;8;0;140;139;1;148;311;240;69;2;0;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7508;3121;2022;2369;1611;302;155;139;6;1;9;0;147;145;2;152;304;245;57;2;0;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7509;3121;2023;2375;1628;296;156;140;6;1;9;0;140;138;2;147;304;238;64;2;0;     3;    28;    29;   606;Schiedam                                ;1.0;
7510;3122;2019;4272;3315;245;125;109;1;0;15;0;120;120;0;148;564;397;157;6;4;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7511;3122;2020;4253;3290;264;141;121;0;3;17;0;123;121;2;147;552;402;143;4;3;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7512;3122;2021;4299;3334;260;143;129;0;2;12;0;117;113;4;147;558;422;128;4;4;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7513;3122;2022;4343;3345;257;144;134;0;3;7;0;113;112;1;155;586;459;119;4;4;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7514;3122;2023;4367;3394;257;148;141;0;1;6;0;109;108;1;164;552;424;119;5;4;     3;    28;    29;   606;Schiedam                                ;1.0;
7515;3123;2019;4425;3185;437;181;163;0;11;6;1;256;240;16;212;591;438;151;2;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7516;3123;2020;4428;3200;427;178;161;0;12;4;1;249;228;21;205;596;448;145;3;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7517;3123;2021;4462;3217;431;186;165;0;13;7;1;245;222;23;198;616;473;140;3;0;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7518;3123;2022;4468;3202;438;193;178;0;11;4;0;245;221;24;203;625;493;129;3;0;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7519;3123;2023;4434;3206;409;181;169;0;10;2;0;228;206;22;207;612;479;131;2;0;     3;    28;    29;   606;Schiedam                                ;1.0;
7520;3124;2019;5562;3869;583;239;217;4;6;12;0;344;333;11;262;848;670;175;1;2;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7521;3124;2020;5590;3890;573;247;224;6;7;10;0;326;314;12;259;868;695;172;1;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7522;3124;2021;5622;3901;555;228;207;6;8;7;0;327;320;7;268;898;741;154;2;1;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7523;3124;2022;5610;3933;540;203;188;5;6;4;0;337;330;7;259;878;736;139;2;1;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7524;3124;2023;5628;3941;528;205;191;5;5;4;0;323;317;6;270;889;719;165;3;2;     3;    28;    29;   606;Schiedam                                ;1.0;
7525;3125;2019;1744;707;945;684;481;55;58;90;0;261;182;79;27;65;48;16;1;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7526;3125;2020;1891;837;962;697;500;66;62;68;1;265;171;94;24;68;51;17;0;0;  03  ;  28  ;  29  ;0606  ;Schiedam                                ;5.0;1.0
7527;3125;2021;1861;798;971;727;571;69;47;39;1;244;159;85;28;64;47;16;1;0;      ;  28  ;03    ;      ;06    Schiedam                          ;;
7528;3125;2022;1955;857;1008;791;630;69;49;43;0;217;135;82;23;67;51;16;0;0;     3;    28;    29;   606;Schiedam                                ;5.0;1.0
7529;3125;2023;2171;940;1142;910;723;71;67;43;6;232;140;92;20;69;48;20;1;0;     3;    28;    29;   606;Schiedam                                ;1.0;
7530;3130;2019;93;18;73;37;37;0;0;0;0;36;24;12;0;2;2;0;0;0;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7531;3130;2020;88;17;67;36;36;0;0;0;0;31;24;7;0;4;3;1;0;0;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7532;3130;2021;84;14;67;39;39;0;0;0;0;28;22;6;0;3;2;1;0;0;      ;  28  ;03    ;      ;22    Vlaardingen                       ;;
7533;3130;2022;83;12;66;37;37;0;0;0;0;29;23;6;0;5;2;3;0;0;     3;    28;    29;   622;Vlaardingen                             ;5.0;1.0
7534;3130;2023;73;11;61;35;35;0;0;0;0;26;24;2;0;1;0;1;0;0;     3;    28;    29;   622;Vlaardingen                             ;1.0;
7535;3131;2019;8709;6079;880;506;450;11;16;29;0;374;355;19;421;1329;896;422;8;3;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7536;3131;2020;8894;6217;904;529;477;9;15;28;0;375;355;20;455;1318;898;407;10;3;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7537;3131;2021;8984;6262;913;552;502;7;13;30;0;361;344;17;466;1343;941;387;12;3;      ;  28  ;03    ;      ;22    Vlaardingen                       ;;
7538;3131;2022;9002;6310;906;543;488;9;13;33;0;363;347;16;449;1337;940;385;8;4;     3;    28;    29;   622;Vlaardingen                             ;5.0;1.0
7539;3131;2023;9144;6379;931;561;508;8;10;35;0;370;356;14;474;1360;945;405;8;2;     3;    28;    29;   622;Vlaardingen                             ;1.0;
7540;3132;2019;6599;4750;614;300;281;4;3;12;0;314;311;3;299;936;601;331;4;0;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7541;3132;2020;6797;4868;663;352;328;5;6;13;0;311;306;5;322;944;626;312;4;2;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7542;3132;2021;6973;5008;684;376;344;4;12;16;0;308;302;6;321;960;637;319;3;1;      ;  28  ;03    ;      ;22    Vlaardingen                       ;;
7543;3132;2022;7097;5081;700;396;370;5;10;11;0;304;298;6;339;977;665;304;6;2;     3;    28;    29;   622;Vlaardingen                             ;5.0;1.0
7544;3132;2023;7112;5076;685;400;382;4;1;13;0;285;284;1;355;996;667;321;6;2;     3;    28;    29;   622;Vlaardingen                             ;1.0;
7545;3133;2019;2589;886;1570;886;671;71;127;17;0;684;336;348;32;101;83;16;2;0;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7546;3133;2020;3216;1282;1778;1117;928;77;93;19;0;661;379;282;29;127;104;22;1;0;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7547;3133;2021;3347;1374;1799;1149;955;81;95;18;0;650;383;267;46;128;105;21;1;1;      ;  28  ;03    ;      ;22    Vlaardingen                       ;;
7548;3133;2022;3398;1383;1822;1166;975;79;96;16;0;656;375;281;49;144;123;18;1;2;     3;    28;    29;   622;Vlaardingen                             ;5.0;1.0
7549;3133;2023;3261;1396;1648;1081;917;74;75;15;0;567;315;252;56;161;142;17;0;2;     3;    28;    29;   622;Vlaardingen                             ;1.0;
7550;3134;2019;8074;3153;4068;445;342;20;61;21;1;3623;251;3372;295;558;366;186;6;0;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7551;3134;2020;8193;3208;4170;466;354;20;60;31;1;3704;247;3457;278;537;360;173;2;2;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7552;3134;2021;8120;3245;4001;459;358;20;56;24;1;3542;243;3299;298;576;412;157;5;2;      ;  28  ;03    ;      ;22    Vlaardingen                       ;;
7553;3134;2022;8417;3278;4293;450;350;17;59;23;1;3843;244;3599;287;559;401;152;4;2;     3;    28;    29;   622;Vlaardingen                             ;5.0;1.0
7554;3134;2023;8646;3302;4466;466;359;18;62;25;2;4000;243;3757;313;565;407;151;5;2;     3;    28;    29;   622;Vlaardingen                             ;1.0;
7555;3135;2019;7032;5199;620;243;220;1;7;14;1;377;363;14;370;843;579;249;13;2;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7556;3135;2020;7111;5234;632;253;231;1;7;13;1;379;363;16;381;864;603;247;12;2;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7557;3135;2021;7156;5244;646;264;241;2;8;12;1;382;365;17;365;901;667;223;9;2;      ;  28  ;03    ;      ;22    Vlaardingen                       ;;
7558;3135;2022;7198;5260;677;308;280;1;8;17;2;369;352;17;384;877;657;211;8;1;     3;    28;    29;   622;Vlaardingen                             ;5.0;1.0
7559;3135;2023;7204;5259;664;316;292;1;7;14;2;348;334;14;391;890;656;224;8;2;     3;    28;    29;   622;Vlaardingen                             ;1.0;
7560;3136;2019;5358;4152;406;174;157;4;4;9;0;232;228;4;194;606;403;193;9;1;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7561;3136;2020;5467;4254;400;173;157;2;3;11;0;227;225;2;190;623;427;192;3;1;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7562;3136;2021;5636;4395;397;169;151;2;3;12;1;228;225;3;198;646;468;173;4;1;      ;  28  ;03    ;      ;22    Vlaardingen                       ;;
7563;3136;2022;5752;4476;381;161;144;3;3;10;1;220;217;3;220;675;489;182;4;0;     3;    28;    29;   622;Vlaardingen                             ;5.0;1.0
7564;3136;2023;5952;4629;403;178;167;1;3;7;0;225;222;3;221;699;515;179;5;0;     3;    28;    29;   622;Vlaardingen                             ;1.0;
7565;3137;2019;7929;6061;658;210;180;4;4;19;3;448;444;4;312;898;623;269;5;1;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7566;3137;2020;8024;6128;646;208;180;4;5;16;3;438;434;4;308;942;683;253;5;1;  03  ;  28  ;  29  ;0622  ;Vlaardingen                             ;5.0;1.0
7567;3137;2021;8094;6158;647;215;186;3;4;19;3;432;428;4;318;971;724;244;2;1;      ;  28  ;03    ;      ;22    Vlaardingen                       ;;
7568;3137;2022;8084;6150;640;225;198;3;4;18;2;415;409;6;344;950;705;241;3;1;     3;    28;    29;   622;Vlaardingen                             ;5.0;1.0
