ID;EducationLevel;FieldsOfEducation;CaribbeanNetherlands;Periods;MBOstudents_1
1284;MBO entrance training;Combination of sectors;Caribbean Netherlands;2013/'14;73.0
1285;MBO entrance training;Combination of sectors;Caribbean Netherlands;2014/'15;77.0
1286;MBO entrance training;Combination of sectors;Caribbean Netherlands;2015/'16;66.0
1287;MBO entrance training;Combination of sectors;Caribbean Netherlands;2016/'17;104.0
1288;MBO entrance training;Combination of sectors;Caribbean Netherlands;2017/'18;117.0
1289;MBO entrance training;Combination of sectors;Caribbean Netherlands;2018/'19;93.0
1290;MBO entrance training;Combination of sectors;Caribbean Netherlands;2019/'20;127.0
1291;MBO entrance training;Combination of sectors;Caribbean Netherlands;2020/'21;110.0
1292;MBO entrance training;Combination of sectors;Caribbean Netherlands;2021/'22;101.0
1293;MBO entrance training;Combination of sectors;Caribbean Netherlands;2022/'23;120.0
1294;MBO entrance training;Combination of sectors;Caribbean Netherlands;2023/'24;95.0
1295;MBO entrance training;Combination of sectors;Caribbean Netherlands;2024/'25;109.0
1296;MBO entrance training;Combination of sectors;Bonaire;2009/'10;0.0
1297;MBO entrance training;Combination of sectors;Bonaire;2010/'11;0.0
1298;MBO entrance training;Combination of sectors;Bonaire;2011/'12;44.0
1299;MBO entrance training;Combination of sectors;Bonaire;2012/'13;
1300;MBO entrance training;Combination of sectors;Bonaire;2013/'14;61.0
1301;MBO entrance training;Combination of sectors;Bonaire;2014/'15;56.0
1302;MBO entrance training;Combination of sectors;Bonaire;2015/'16;52.0
1303;MBO entrance training;Combination of sectors;Bonaire;2016/'17;100.0
1304;MBO entrance training;Combination of sectors;Bonaire;2017/'18;104.0
1305;MBO entrance training;Combination of sectors;Bonaire;2018/'19;93.0
1306;MBO entrance training;Combination of sectors;Bonaire;2019/'20;127.0
1307;MBO entrance training;Combination of sectors;Bonaire;2020/'21;110.0
1308;MBO entrance training;Combination of sectors;Bonaire;2021/'22;101.0
1309;MBO entrance training;Combination of sectors;Bonaire;2022/'23;120.0
1310;MBO entrance training;Combination of sectors;Bonaire;2023/'24;95.0
1311;MBO entrance training;Combination of sectors;Bonaire;2024/'25;109.0
1312;MBO entrance training;Combination of sectors;St Eustatius;2009/'10;
1313;MBO entrance training;Combination of sectors;St Eustatius;2010/'11;
1314;MBO entrance training;Combination of sectors;St Eustatius;2011/'12;
1315;MBO entrance training;Combination of sectors;St Eustatius;2012/'13;7.0
1316;MBO entrance training;Combination of sectors;St Eustatius;2013/'14;12.0
1317;MBO entrance training;Combination of sectors;St Eustatius;2014/'15;21.0
1318;MBO entrance training;Combination of sectors;St Eustatius;2015/'16;14.0
1319;MBO entrance training;Combination of sectors;St Eustatius;2016/'17;4.0
1320;MBO entrance training;Combination of sectors;St Eustatius;2017/'18;13.0
1321;MBO entrance training;Combination of sectors;St Eustatius;2018/'19;0.0
1322;MBO entrance training;Combination of sectors;St Eustatius;2019/'20;0.0
1323;MBO entrance training;Combination of sectors;St Eustatius;2020/'21;0.0
1324;MBO entrance training;Combination of sectors;St Eustatius;2021/'22;
1325;MBO entrance training;Combination of sectors;St Eustatius;2022/'23;
1326;MBO entrance training;Combination of sectors;St Eustatius;2023/'24;
1327;MBO entrance training;Combination of sectors;St Eustatius;2024/'25;
1328;MBO entrance training;Combination of sectors;Saba;2009/'10;
1329;MBO entrance training;Combination of sectors;Saba;2010/'11;
1330;MBO entrance training;Combination of sectors;Saba;2011/'12;
1331;MBO entrance training;Combination of sectors;Saba;2012/'13;0.0
1332;MBO entrance training;Combination of sectors;Saba;2013/'14;0.0
1333;MBO entrance training;Combination of sectors;Saba;2014/'15;0.0
1334;MBO entrance training;Combination of sectors;Saba;2015/'16;0.0
1335;MBO entrance training;Combination of sectors;Saba;2016/'17;0.0
1336;MBO entrance training;Combination of sectors;Saba;2017/'18;0.0
1337;MBO entrance training;Combination of sectors;Saba;2018/'19;0.0
1338;MBO entrance training;Combination of sectors;Saba;2019/'20;0.0
1339;MBO entrance training;Combination of sectors;Saba;2020/'21;0.0
1340;MBO entrance training;Combination of sectors;Saba;2021/'22;
1341;MBO entrance training;Combination of sectors;Saba;2022/'23;
1342;MBO entrance training;Combination of sectors;Saba;2023/'24;
1343;MBO entrance training;Combination of sectors;Saba;2024/'25;
1344;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2009/'10;0.0
1345;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2010/'11;0.0
1346;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2011/'12;13.0
1347;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2012/'13;
1348;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2013/'14;6.0
1349;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2014/'15;3.0
1350;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2015/'16;0.0
1351;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2016/'17;0.0
1352;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2017/'18;0.0
1353;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2018/'19;0.0
1354;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2019/'20;0.0
1355;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2020/'21;0.0
1356;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2021/'22;0.0
1357;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2022/'23;0.0
1358;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2023/'24;0.0
1359;MBO entrance training;Domain Construction and infrastructure;Caribbean Netherlands;2024/'25;0.0
1360;MBO entrance training;Domain Construction and infrastructure;Bonaire;2009/'10;0.0
1361;MBO entrance training;Domain Construction and infrastructure;Bonaire;2010/'11;0.0
1362;MBO entrance training;Domain Construction and infrastructure;Bonaire;2011/'12;13.0
1363;MBO entrance training;Domain Construction and infrastructure;Bonaire;2012/'13;
1364;MBO entrance training;Domain Construction and infrastructure;Bonaire;2013/'14;2.0
1365;MBO entrance training;Domain Construction and infrastructure;Bonaire;2014/'15;0.0
1366;MBO entrance training;Domain Construction and infrastructure;Bonaire;2015/'16;0.0
1367;MBO entrance training;Domain Construction and infrastructure;Bonaire;2016/'17;0.0
1368;MBO entrance training;Domain Construction and infrastructure;Bonaire;2017/'18;0.0
1369;MBO entrance training;Domain Construction and infrastructure;Bonaire;2018/'19;0.0
1370;MBO entrance training;Domain Construction and infrastructure;Bonaire;2019/'20;0.0
1371;MBO entrance training;Domain Construction and infrastructure;Bonaire;2020/'21;0.0
1372;MBO entrance training;Domain Construction and infrastructure;Bonaire;2021/'22;0.0
1373;MBO entrance training;Domain Construction and infrastructure;Bonaire;2022/'23;0.0
1374;MBO entrance training;Domain Construction and infrastructure;Bonaire;2023/'24;0.0
1375;MBO entrance training;Domain Construction and infrastructure;Bonaire;2024/'25;0.0
1376;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2009/'10;
1377;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2010/'11;
1378;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2011/'12;
1379;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2012/'13;0.0
1380;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2013/'14;0.0
1381;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2014/'15;0.0
1382;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2015/'16;0.0
1383;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2016/'17;0.0
1384;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2017/'18;0.0
1385;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2018/'19;0.0
1386;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2019/'20;0.0
1387;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2020/'21;0.0
1388;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2021/'22;
1389;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2022/'23;
1390;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2023/'24;
1391;MBO entrance training;Domain Construction and infrastructure;St Eustatius;2024/'25;
1392;MBO entrance training;Domain Construction and infrastructure;Saba;2009/'10;
1393;MBO entrance training;Domain Construction and infrastructure;Saba;2010/'11;
1394;MBO entrance training;Domain Construction and infrastructure;Saba;2011/'12;
1395;MBO entrance training;Domain Construction and infrastructure;Saba;2012/'13;0.0
1396;MBO entrance training;Domain Construction and infrastructure;Saba;2013/'14;4.0
1397;MBO entrance training;Domain Construction and infrastructure;Saba;2014/'15;3.0
1398;MBO entrance training;Domain Construction and infrastructure;Saba;2015/'16;0.0
1399;MBO entrance training;Domain Construction and infrastructure;Saba;2016/'17;0.0
1400;MBO entrance training;Domain Construction and infrastructure;Saba;2017/'18;0.0
1401;MBO entrance training;Domain Construction and infrastructure;Saba;2018/'19;0.0
1402;MBO entrance training;Domain Construction and infrastructure;Saba;2019/'20;0.0
1403;MBO entrance training;Domain Construction and infrastructure;Saba;2020/'21;0.0
1404;MBO entrance training;Domain Construction and infrastructure;Saba;2021/'22;
1405;MBO entrance training;Domain Construction and infrastructure;Saba;2022/'23;
1406;MBO entrance training;Domain Construction and infrastructure;Saba;2023/'24;
1407;MBO entrance training;Domain Construction and infrastructure;Saba;2024/'25;
1408;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2009/'10;0.0
1409;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2010/'11;0.0
1410;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2011/'12;0.0
1411;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2012/'13;
1412;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2013/'14;0.0
1413;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2014/'15;0.0
1414;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2015/'16;0.0
1415;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2016/'17;0.0
1416;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2017/'18;0.0
1417;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2018/'19;0.0
1418;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2019/'20;0.0
1419;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2020/'21;0.0
1420;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2021/'22;0.0
1421;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2022/'23;0.0
1422;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2023/'24;0.0
1423;MBO entrance training;Domain Final constr, timber, maintenance;Caribbean Netherlands;2024/'25;0.0
1424;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2009/'10;0.0
1425;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2010/'11;0.0
1426;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2011/'12;0.0
1427;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2012/'13;
1428;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2013/'14;0.0
1429;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2014/'15;0.0
1430;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2015/'16;0.0
1431;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2016/'17;0.0
1432;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2017/'18;0.0
1433;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2018/'19;0.0
1434;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2019/'20;0.0
1435;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2020/'21;0.0
1436;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2021/'22;0.0
1437;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2022/'23;0.0
1438;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2023/'24;0.0
1439;MBO entrance training;Domain Final constr, timber, maintenance;Bonaire;2024/'25;0.0
1440;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2009/'10;
1441;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2010/'11;
1442;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2011/'12;
1443;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2012/'13;0.0
1444;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2013/'14;0.0
1445;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2014/'15;0.0
1446;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2015/'16;0.0
1447;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2016/'17;0.0
1448;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2017/'18;0.0
1449;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2018/'19;0.0
1450;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2019/'20;0.0
1451;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2020/'21;0.0
1452;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2021/'22;
1453;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2022/'23;
1454;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2023/'24;
1455;MBO entrance training;Domain Final constr, timber, maintenance;St Eustatius;2024/'25;
1456;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2009/'10;
1457;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2010/'11;
1458;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2011/'12;
1459;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2012/'13;0.0
1460;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2013/'14;0.0
1461;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2014/'15;0.0
1462;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2015/'16;0.0
1463;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2016/'17;0.0
1464;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2017/'18;0.0
1465;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2018/'19;0.0
1466;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2019/'20;0.0
1467;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2020/'21;0.0
1468;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2021/'22;
1469;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2022/'23;
1470;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2023/'24;
1471;MBO entrance training;Domain Final constr, timber, maintenance;Saba;2024/'25;
1472;MBO entrance training;Domain Technique and process industry;Caribbean Netherlands;2009/'10;0.0
1473;MBO entrance training;Domain Technique and process industry;Caribbean Netherlands;2010/'11;0.0
1474;MBO entrance training;Domain Technique and process industry;Caribbean Netherlands;2011/'12;0.0
1475;MBO entrance training;Domain Technique and process industry;Caribbean Netherlands;2012/'13;
1476;MBO entrance training;Domain Technique and process industry;Caribbean Netherlands;2013/'14;0.0
1477;MBO entrance training;Domain Technique and process industry;Caribbean Netherlands;2014/'15;0.0
