ID;Sex;Regions;Periods;PopulationOn1January_1;PopulationDensity_2;LiveBornChildren_3;LiveBornChildrenRatio_4;Deaths_5;DeathsRatio_6;NaturalIncrease_7;TotalArrivals_8;TotalArrivalsRatio_9;DueToImmigration_10;DueToIntermunicipalMoves_11;TotalDeparturesIncludingAdministra_12;TotalDeparturesIncludingAdmRatio_13;DueToEmigrationIncludingAdministr_14;NetAdministrativeCorrections_15;DueToIntermunicipalMoves_16;NetMigrationIncludingAdministrative_17;PopulationGrowth_18;PopulationGrowthRatio_19;PopulationOn31December_20
3278;Total male and female;Groot-Amsterdam (CR);2022;1411057.0;1982.0;14659.0;10.2;10644.0;7.4;4015.0;134996.0;93.5;67313.0;67683.0;114495.0;79.3;30263.0;-2198.0;84232.0;20501.0;24364.0;17.0;1456187.0
3279;Total male and female;Groot-Amsterdam (CR);2023;1456187.0;1983.0;14226.0;9.7;10465.0;7.1;3761.0;131177.0;89.6;59217.0;71960.0;118077.0;80.6;34430.0;-2759.0;83647.0;13100.0;16606.0;11.4;1472793.0
3280;Total male and female;Het Gooi en Vechtstreek (CR);1942;;;;;;;;;;;;;;;;;;;;
3281;Total male and female;Het Gooi en Vechtstreek (CR);1943;;;;;;;;;;;;;;;;;;;;
3282;Total male and female;Het Gooi en Vechtstreek (CR);1944;;;;;;;;;;;;;;;;;;;;
3283;Total male and female;Het Gooi en Vechtstreek (CR);1945;;;;;;;;;;;;;;;;;;;;
3284;Total male and female;Het Gooi en Vechtstreek (CR);1946;;;;;;;;;;;;;;;;;;;;
3285;Total male and female;Het Gooi en Vechtstreek (CR);1947;;;;;;;;;;;;;;;;;;;;
3286;Total male and female;Het Gooi en Vechtstreek (CR);1948;;;;;;;;;;;;;;;;;;;;
3287;Total male and female;Het Gooi en Vechtstreek (CR);1949;;;;;;;;;;;;;;;;;;;;
3288;Total male and female;Het Gooi en Vechtstreek (CR);1950;;;;;;;;;;;;;;;;;;;;
3289;Total male and female;Het Gooi en Vechtstreek (CR);1951;;;;;;;;;;;;;;;;;;;;
3290;Total male and female;Het Gooi en Vechtstreek (CR);1952;;;;;;;;;;;;;;;;;;;;
3291;Total male and female;Het Gooi en Vechtstreek (CR);1953;;;;;;;;;;;;;;;;;;;;
3292;Total male and female;Het Gooi en Vechtstreek (CR);1954;;;;;;;;;;;;;;;;;;;;
3293;Total male and female;Het Gooi en Vechtstreek (CR);1955;;;;;;;;;;;;;;;;;;;;
3294;Total male and female;Het Gooi en Vechtstreek (CR);1956;;;;;;;;;;;;;;;;;;;;
3295;Total male and female;Het Gooi en Vechtstreek (CR);1957;;;;;;;;;;;;;;;;;;;;
3296;Total male and female;Het Gooi en Vechtstreek (CR);1958;;;;;;;;;;;;;;;;;;;;
3297;Total male and female;Het Gooi en Vechtstreek (CR);1959;;;;;;;;;;;;;;;;;;;;
3298;Total male and female;Het Gooi en Vechtstreek (CR);1960;;;;;;;;;;;;;;;;;;;;
3299;Total male and female;Het Gooi en Vechtstreek (CR);1961;;;;;;;;;;;;;;;;;;;;
3300;Total male and female;Het Gooi en Vechtstreek (CR);1962;;;;;;;;;;;;;;;;;;;;
3301;Total male and female;Het Gooi en Vechtstreek (CR);1963;;;;;;;;;;;;;;;;;;;;
3302;Total male and female;Het Gooi en Vechtstreek (CR);1964;;;;;;;;;;;;;;;;;;;;
3303;Total male and female;Het Gooi en Vechtstreek (CR);1965;;;;;;;;;;;;;;;;;;;;
3304;Total male and female;Het Gooi en Vechtstreek (CR);1966;;;;;;;;;;;;;;;;;;;;
3305;Total male and female;Het Gooi en Vechtstreek (CR);1967;;;;;;;;;;;;;;;;;;;;
3306;Total male and female;Het Gooi en Vechtstreek (CR);1968;;;;;;;;;;;;;;;;;;;;
3307;Total male and female;Het Gooi en Vechtstreek (CR);1969;;;;;;;;;;;;;;;;;;;;
3308;Total male and female;Het Gooi en Vechtstreek (CR);1970;234892.0;;3403.0;14.5;2339.0;9.9;1064.0;17318.0;73.6;1811.0;15507.0;17758.0;75.5;1386.0;;16372.0;-440.0;613.0;2.6;235505.0
3309;Total male and female;Het Gooi en Vechtstreek (CR);1971;235505.0;;3196.0;13.6;2400.0;10.2;796.0;17605.0;74.6;1818.0;15787.0;17828.0;75.6;1468.0;;16360.0;-223.0;661.0;2.8;236166.0
3310;Total male and female;Het Gooi en Vechtstreek (CR);1972;236166.0;;2951.0;12.5;2416.0;10.2;535.0;16567.0;70.1;1465.0;15102.0;16569.0;70.1;1212.0;;15357.0;-2.0;537.0;2.3;236703.0
3311;Total male and female;Het Gooi en Vechtstreek (CR);1973;236703.0;;2609.0;11.1;2450.0;10.4;159.0;14818.0;62.9;1339.0;13479.0;17136.0;72.7;1314.0;;15822.0;-2318.0;-2159.0;-9.1;234544.0
3312;Total male and female;Het Gooi en Vechtstreek (CR);1974;234544.0;;2482.0;10.6;2322.0;9.9;160.0;15685.0;67.0;1427.0;14258.0;16934.0;72.4;1270.0;;15664.0;-1249.0;-1112.0;-4.7;233432.0
3313;Total male and female;Het Gooi en Vechtstreek (CR);1975;233432.0;;2311.0;9.9;2367.0;10.1;-56.0;17351.0;74.3;1746.0;15605.0;16924.0;72.4;1143.0;;15781.0;427.0;360.0;1.5;233792.0
3314;Total male and female;Het Gooi en Vechtstreek (CR);1976;233792.0;;2285.0;9.7;2299.0;9.8;-14.0;17603.0;75.0;1548.0;16055.0;15763.0;67.2;1267.0;;14496.0;1840.0;1836.0;7.9;235628.0
3315;Total male and female;Het Gooi en Vechtstreek (CR);1977;235628.0;;2402.0;10.2;2165.0;9.2;237.0;14882.0;63.1;1582.0;13300.0;14712.0;62.4;1350.0;-11.0;13362.0;170.0;419.0;1.8;236047.0
3316;Total male and female;Het Gooi en Vechtstreek (CR);1978;236047.0;;2476.0;10.5;2284.0;9.7;192.0;13132.0;55.7;1652.0;11480.0;13720.0;58.2;1551.0;-31.0;12169.0;-588.0;-391.0;-1.7;235656.0
3317;Total male and female;Het Gooi en Vechtstreek (CR);1979;235656.0;;2430.0;10.3;2204.0;9.4;226.0;11446.0;48.6;1717.0;9729.0;11909.0;50.6;1400.0;-25.0;10509.0;-463.0;-245.0;-1.0;235411.0
3318;Total male and female;Het Gooi en Vechtstreek (CR);1980;235411.0;;2504.0;10.6;2109.0;8.9;395.0;13402.0;56.9;1951.0;11451.0;13142.0;55.7;1235.0;-26.0;11907.0;260.0;654.0;2.8;236065.0
3319;Total male and female;Het Gooi en Vechtstreek (CR);1981;236065.0;;2406.0;10.2;2219.0;9.4;187.0;12486.0;52.9;1649.0;10837.0;12886.0;54.6;1355.0;-12.0;11531.0;-400.0;-207.0;-0.9;235858.0
3320;Total male and female;Het Gooi en Vechtstreek (CR);1982;235858.0;;2350.0;10.0;2144.0;9.1;206.0;13152.0;55.7;1361.0;11791.0;13200.0;55.9;1342.0;-20.0;11858.0;-48.0;154.0;0.7;236012.0
3321;Total male and female;Het Gooi en Vechtstreek (CR);1983;236012.0;;2427.0;10.3;2155.0;9.1;272.0;13492.0;57.2;1262.0;12230.0;13663.0;57.9;1342.0;-28.0;12321.0;-171.0;101.0;0.4;236113.0
3322;Total male and female;Het Gooi en Vechtstreek (CR);1984;236228.0;;2380.0;10.1;2174.0;9.2;206.0;12830.0;54.3;1300.0;11530.0;13037.0;55.2;1204.0;-20.0;11833.0;-207.0;11.0;0.0;236239.0
3323;Total male and female;Het Gooi en Vechtstreek (CR);1985;236239.0;;2517.0;10.6;2316.0;9.8;201.0;13393.0;56.6;1468.0;11925.0;13138.0;55.6;1207.0;-14.0;11931.0;255.0;526.0;2.2;236765.0
3324;Total male and female;Het Gooi en Vechtstreek (CR);1986;236765.0;;2598.0;11.0;2377.0;10.0;221.0;13888.0;58.6;1608.0;12280.0;13783.0;58.2;1172.0;-7.0;12611.0;105.0;326.0;1.4;237091.0
3325;Total male and female;Het Gooi en Vechtstreek (CR);1987;237091.0;;2659.0;11.2;2319.0;9.8;340.0;13411.0;56.6;1474.0;11937.0;13706.0;57.8;1135.0;-4.0;12571.0;-295.0;45.0;0.2;237136.0
3326;Total male and female;Het Gooi en Vechtstreek (CR);1988;237136.0;;2652.0;11.2;2305.0;9.7;347.0;12186.0;51.4;1482.0;10704.0;13011.0;54.9;1175.0;-22.0;11836.0;-825.0;-478.0;-2.0;236658.0
3327;Total male and female;Het Gooi en Vechtstreek (CR);1989;236634.0;;2769.0;11.7;2385.0;10.1;384.0;11802.0;50.0;1606.0;10196.0;12951.0;54.8;1169.0;-20.0;11782.0;-1149.0;-765.0;-3.2;235869.0
3328;Total male and female;Het Gooi en Vechtstreek (CR);1990;235877.0;;2835.0;12.0;2360.0;10.0;475.0;11267.0;47.8;1694.0;9573.0;12129.0;51.5;1077.0;-12.0;11052.0;-862.0;-387.0;-1.6;235490.0
3329;Total male and female;Het Gooi en Vechtstreek (CR);1991;235490.0;;2778.0;11.8;2329.0;9.9;449.0;11792.0;50.1;1829.0;9963.0;12199.0;51.8;1218.0;-61.0;10981.0;-407.0;42.0;0.2;235532.0
3330;Total male and female;Het Gooi en Vechtstreek (CR);1992;235530.0;;2744.0;11.7;2342.0;10.0;402.0;11660.0;49.5;1865.0;9795.0;12392.0;52.7;1374.0;-87.0;11018.0;-732.0;-330.0;-1.4;235200.0
3331;Total male and female;Het Gooi en Vechtstreek (CR);1993;235200.0;;2738.0;11.6;2532.0;10.8;206.0;11998.0;51.0;2092.0;9906.0;12103.0;51.4;1197.0;-55.0;10906.0;-105.0;101.0;0.4;235301.0
3332;Total male and female;Het Gooi en Vechtstreek (CR);1994;235301.0;;2725.0;11.6;2373.0;10.1;352.0;11683.0;49.8;1491.0;10192.0;13015.0;55.4;1290.0;-44.0;11725.0;-1332.0;-955.0;-4.1;234346.0
3333;Total male and female;Het Gooi en Vechtstreek (CR);1995;234346.0;1281.0;2606.0;11.1;2387.0;10.2;219.0;12854.0;55.0;1957.0;10897.0;14014.0;59.9;1437.0;-165.0;12577.0;-1160.0;-987.0;-4.2;233359.0
3334;Total male and female;Het Gooi en Vechtstreek (CR);1996;233359.0;1275.0;2579.0;11.1;2399.0;10.3;180.0;13544.0;58.1;2290.0;11254.0;14063.0;60.3;1922.0;-267.0;12141.0;-519.0;-325.0;-1.4;233034.0
3335;Total male and female;Het Gooi en Vechtstreek (CR);1997;233034.0;1276.0;2515.0;10.8;2423.0;10.4;92.0;13061.0;56.1;1924.0;11137.0;13677.0;58.7;1639.0;-160.0;12038.0;-616.0;-410.0;-1.8;232624.0
3336;Total male and female;Het Gooi en Vechtstreek (CR);1998;232624.0;1274.0;2666.0;11.5;2450.0;10.5;216.0;14003.0;60.2;2262.0;11741.0;14070.0;60.5;1343.0;-119.0;12727.0;-67.0;131.0;0.6;232755.0
3337;Total male and female;Het Gooi en Vechtstreek (CR);1999;232755.0;1275.0;2688.0;11.6;2444.0;10.5;244.0;12859.0;55.3;2054.0;10805.0;13261.0;57.0;1524.0;-258.0;11737.0;-402.0;-86.0;-0.4;232669.0
3338;Total male and female;Het Gooi en Vechtstreek (CR);2000;232669.0;1270.0;2797.0;12.0;2439.0;10.5;358.0;12991.0;55.8;2144.0;10847.0;13179.0;56.6;1499.0;-211.0;11680.0;-188.0;215.0;0.9;232884.0
3339;Total male and female;Het Gooi en Vechtstreek (CR);2001;232884.0;1271.0;2708.0;11.6;2394.0;10.3;314.0;13237.0;56.8;2683.0;10554.0;12905.0;55.3;1613.0;-264.0;11292.0;332.0;734.0;3.2;233618.0
3340;Total male and female;Het Gooi en Vechtstreek (CR);2002;242520.0;1222.0;2795.0;11.5;2540.0;10.5;255.0;13782.0;56.8;2180.0;11602.0;14088.0;58.1;1892.0;-591.0;12196.0;-306.0;-123.0;-0.5;242397.0
3341;Total male and female;Het Gooi en Vechtstreek (CR);2003;242397.0;1229.0;2888.0;11.9;2545.0;10.5;343.0;13171.0;54.3;1755.0;11416.0;13695.0;56.5;2003.0;-660.0;11692.0;-524.0;41.0;0.2;242438.0
3342;Total male and female;Het Gooi en Vechtstreek (CR);2004;242438.0;1229.0;2721.0;11.2;2409.0;9.9;312.0;13145.0;54.2;1356.0;11789.0;13556.0;55.9;1640.0;-451.0;11916.0;-411.0;-17.0;-0.1;242421.0
3343;Total male and female;Het Gooi en Vechtstreek (CR);2005;242421.0;1229.0;2583.0;10.7;2423.0;10.0;160.0;13481.0;55.7;1405.0;12076.0;14331.0;59.2;1967.0;-445.0;12364.0;-850.0;-605.0;-2.5;241816.0
3344;Total male and female;Het Gooi en Vechtstreek (CR);2006;241816.0;1226.0;2548.0;10.5;2352.0;9.7;196.0;14046.0;58.1;1539.0;12507.0;14148.0;58.5;1947.0;-424.0;12201.0;-102.0;131.0;0.5;241947.0
3345;Total male and female;Het Gooi en Vechtstreek (CR);2007;241947.0;1227.0;2535.0;10.5;2397.0;9.9;138.0;13414.0;55.4;1945.0;11469.0;13404.0;55.4;1810.0;-300.0;11594.0;10.0;201.0;0.8;242148.0
3346;Total male and female;Het Gooi en Vechtstreek (CR);2008;242148.0;1228.0;2423.0;10.0;2322.0;9.6;101.0;14910.0;61.4;2940.0;11970.0;13674.0;56.3;1752.0;-328.0;11922.0;1236.0;1328.0;5.5;243476.0
3347;Total male and female;Het Gooi en Vechtstreek (CR);2009;243476.0;1235.0;2455.0;10.1;2402.0;9.9;53.0;12738.0;52.3;2197.0;10541.0;12869.0;52.8;1688.0;-319.0;11181.0;-131.0;100.0;0.4;243576.0
3348;Total male and female;Het Gooi en Vechtstreek (CR);2010;243576.0;1235.0;2505.0;10.3;2477.0;10.2;28.0;13437.0;55.1;2338.0;11099.0;12536.0;51.4;1530.0;-181.0;11006.0;901.0;904.0;3.7;244480.0
3349;Total male and female;Het Gooi en Vechtstreek (CR);2011;244480.0;1239.0;2256.0;9.2;2417.0;9.9;-161.0;13695.0;56.0;2392.0;11303.0;12975.0;53.0;1771.0;-192.0;11204.0;720.0;566.0;2.3;245046.0
3350;Total male and female;Het Gooi en Vechtstreek (CR);2012;245042.0;1242.0;2232.0;9.1;2495.0;10.2;-263.0;13581.0;55.4;2031.0;11550.0;13237.0;54.0;1845.0;-440.0;11392.0;344.0;75.0;0.3;245117.0
3351;Total male and female;Het Gooi en Vechtstreek (CR);2013;245117.0;1242.0;2099.0;8.6;2508.0;10.2;-409.0;13232.0;54.0;2001.0;11231.0;12845.0;52.4;1773.0;-134.0;11072.0;387.0;-8.0;0.0;245109.0
3352;Total male and female;Het Gooi en Vechtstreek (CR);2014;245109.0;1242.0;2307.0;9.4;2516.0;10.2;-209.0;15478.0;63.0;2321.0;13157.0;13882.0;56.5;1881.0;-228.0;12001.0;1596.0;1388.0;5.7;246497.0
3353;Total male and female;Het Gooi en Vechtstreek (CR);2015;246497.0;1249.0;2299.0;9.3;2667.0;10.8;-368.0;16910.0;68.3;2631.0;14279.0;14724.0;59.5;1915.0;-218.0;12809.0;2186.0;1827.0;7.4;248324.0
3354;Total male and female;Het Gooi en Vechtstreek (CR);2016;248324.0;1261.0;2259.0;9.1;2627.0;10.5;-368.0;17556.0;70.4;2742.0;14814.0;14826.0;59.4;1844.0;-210.0;12982.0;2730.0;2368.0;9.5;250692.0
3355;Total male and female;Het Gooi en Vechtstreek (CR);2017;250692.0;1273.0;2312.0;9.2;2597.0;10.3;-285.0;18333.0;72.8;2794.0;15539.0;15759.0;62.6;1800.0;-155.0;13959.0;2574.0;2282.0;9.1;252974.0
3356;Total male and female;Het Gooi en Vechtstreek (CR);2018;252974.0;1285.0;2448.0;9.6;2662.0;10.5;-214.0;17301.0;68.1;3187.0;14114.0;15092.0;59.4;1954.0;-194.0;13138.0;2209.0;1996.0;7.9;254970.0
3357;Total male and female;Het Gooi en Vechtstreek (CR);2019;254970.0;1295.0;2406.0;9.4;2666.0;10.4;-260.0;18299.0;71.5;3334.0;14965.0;15944.0;62.3;1940.0;-176.0;14004.0;2355.0;2105.0;8.3;257075.0
3358;Total male and female;Het Gooi en Vechtstreek (CR);2020;257075.0;1305.0;2415.0;9.4;2922.0;11.3;-507.0;18808.0;72.9;2731.0;16077.0;16262.0;63.0;1766.0;-172.0;14496.0;2546.0;2034.0;7.9;259109.0
3359;Total male and female;Het Gooi en Vechtstreek (CR);2021;259109.0;1316.0;2624.0;10.1;2953.0;11.4;-329.0;18540.0;71.3;2781.0;15759.0;16647.0;64.1;1866.0;-170.0;14781.0;1893.0;1555.0;6.0;260664.0
3360;Total male and female;Het Gooi en Vechtstreek (CR);2022;260664.0;1326.0;2204.0;9.1;2571.0;10.6;-367.0;19296.0;79.8;5188.0;14108.0;15022.0;62.1;2158.0;-159.0;12864.0;4274.0;3901.0;16.3;243799.0
3361;Total male and female;Het Gooi en Vechtstreek (CR);2023;243799.0;1402.0;2114.0;8.7;2731.0;11.2;-617.0;17176.0;70.3;3623.0;13553.0;15584.0;63.8;2139.0;-239.0;13445.0;1592.0;967.0;4.0;244766.0
3362;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1942;;;;;;;;;;;;;;;;;;;;
3363;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1943;;;;;;;;;;;;;;;;;;;;
3364;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1944;;;;;;;;;;;;;;;;;;;;
3365;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1945;;;;;;;;;;;;;;;;;;;;
3366;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1946;;;;;;;;;;;;;;;;;;;;
3367;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1947;;;;;;;;;;;;;;;;;;;;
3368;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1948;;;;;;;;;;;;;;;;;;;;
3369;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1949;;;;;;;;;;;;;;;;;;;;
3370;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1950;;;;;;;;;;;;;;;;;;;;
3371;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1951;;;;;;;;;;;;;;;;;;;;
3372;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1952;;;;;;;;;;;;;;;;;;;;
3373;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1953;;;;;;;;;;;;;;;;;;;;
3374;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1954;;;;;;;;;;;;;;;;;;;;
3375;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1955;;;;;;;;;;;;;;;;;;;;
3376;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1956;;;;;;;;;;;;;;;;;;;;
3377;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1957;;;;;;;;;;;;;;;;;;;;
3378;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1958;;;;;;;;;;;;;;;;;;;;
3379;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1959;;;;;;;;;;;;;;;;;;;;
3380;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1960;;;;;;;;;;;;;;;;;;;;
3381;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1961;;;;;;;;;;;;;;;;;;;;
3382;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1962;;;;;;;;;;;;;;;;;;;;
3383;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1963;;;;;;;;;;;;;;;;;;;;
3384;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1964;;;;;;;;;;;;;;;;;;;;
3385;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1965;;;;;;;;;;;;;;;;;;;;
3386;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1966;;;;;;;;;;;;;;;;;;;;
3387;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1967;;;;;;;;;;;;;;;;;;;;
3388;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1968;;;;;;;;;;;;;;;;;;;;
3389;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1969;;;;;;;;;;;;;;;;;;;;
3390;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1970;307517.0;;5887.0;19.0;2338.0;7.5;3549.0;21788.0;70.2;2623.0;19165.0;19522.0;62.9;1763.0;;17759.0;2266.0;5802.0;18.9;313319.0
3391;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1971;313320.0;;5606.0;17.8;2397.0;7.6;3209.0;21020.0;66.7;2471.0;18549.0;20978.0;66.6;1915.0;;19063.0;42.0;3450.0;11.0;316770.0
3392;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1972;316770.0;;5204.0;16.4;2353.0;7.4;2851.0;18923.0;59.7;2045.0;16878.0;20907.0;65.9;2199.0;;18708.0;-1984.0;858.0;2.7;317628.0
3393;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1973;317628.0;;4639.0;14.6;2313.0;7.3;2326.0;19966.0;62.7;2669.0;17297.0;20701.0;65.0;2066.0;;18635.0;-735.0;1571.0;4.9;319199.0
3394;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1974;319199.0;;4542.0;14.2;2281.0;7.1;2261.0;19893.0;62.2;2501.0;17392.0;20909.0;65.4;1916.0;;18993.0;-1016.0;1256.0;3.9;320455.0
3395;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1975;320455.0;;4193.0;13.0;2351.0;7.3;1842.0;19833.0;61.6;2902.0;16931.0;18873.0;58.6;1507.0;;17366.0;960.0;2813.0;8.8;323268.0
3396;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1976;323268.0;;4136.0;12.7;2532.0;7.8;1604.0;18470.0;56.9;2342.0;16128.0;17597.0;54.2;1843.0;;15754.0;873.0;2465.0;7.6;325733.0
3397;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1977;325733.0;;4215.0;12.9;2388.0;7.3;1827.0;17957.0;54.9;2322.0;15635.0;17255.0;52.8;1854.0;-58.0;15401.0;702.0;2516.0;7.7;328249.0
3398;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1978;328249.0;;4262.0;12.9;2477.0;7.5;1785.0;17180.0;52.2;2343.0;14837.0;16618.0;50.4;2090.0;-20.0;14528.0;562.0;2328.0;7.1;330577.0
3399;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1979;330577.0;;4376.0;13.2;2329.0;7.0;2047.0;15790.0;47.6;2675.0;13115.0;15344.0;46.2;2205.0;-16.0;13139.0;446.0;2473.0;7.5;333050.0
3400;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1980;333050.0;;4414.0;13.2;2504.0;7.5;1910.0;16216.0;48.5;2663.0;13553.0;15895.0;47.6;2205.0;-125.0;13690.0;321.0;2230.0;6.7;335280.0
3401;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1981;335280.0;;4436.0;13.2;2465.0;7.3;1971.0;15187.0;45.1;2122.0;13065.0;14972.0;44.5;2014.0;-87.0;12958.0;215.0;2202.0;6.6;337482.0
3402;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1982;337482.0;;4116.0;12.2;2577.0;7.6;1539.0;16013.0;47.3;2017.0;13996.0;15522.0;45.9;2058.0;-78.0;13464.0;491.0;2050.0;6.1;339532.0
3403;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1983;339532.0;;4067.0;11.9;2570.0;7.5;1497.0;16342.0;48.0;2016.0;14326.0;15648.0;45.9;1850.0;-87.0;13798.0;694.0;2188.0;6.4;341720.0
3404;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1984;341720.0;;4269.0;12.4;2633.0;7.7;1636.0;17068.0;49.7;1994.0;15074.0;15629.0;45.5;1962.0;-77.0;13667.0;1439.0;3074.0;9.0;344794.0
3405;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1985;344794.0;;4417.0;12.7;2736.0;7.9;1681.0;17238.0;49.8;2297.0;14941.0;15560.0;44.9;1801.0;-105.0;13759.0;1678.0;3357.0;9.7;348151.0
3406;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1986;348151.0;;4793.0;13.7;2834.0;8.1;1959.0;18826.0;53.7;2547.0;16279.0;16413.0;46.8;1908.0;-136.0;14505.0;2413.0;4465.0;12.8;352616.0
3407;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1987;352616.0;;4822.0;13.6;2653.0;7.5;2169.0;18853.0;53.1;2597.0;16256.0;16723.0;47.1;1991.0;-79.0;14732.0;2130.0;4299.0;12.2;356915.0
3408;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1988;356915.0;;4819.0;13.4;2883.0;8.0;1936.0;17809.0;49.7;2486.0;15323.0;16474.0;45.9;1962.0;-181.0;14512.0;1335.0;3315.0;9.3;360230.0
3409;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1989;360230.0;;5009.0;13.8;2786.0;7.7;2223.0;17692.0;48.9;2855.0;14837.0;16839.0;46.5;2107.0;-192.0;14732.0;853.0;3072.0;8.5;363302.0
3410;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1990;363305.0;;5217.0;14.3;2886.0;7.9;2331.0;16831.0;46.1;3076.0;13755.0;16207.0;44.4;2102.0;-232.0;14105.0;624.0;2944.0;8.1;366249.0
3411;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1991;366293.0;;5252.0;14.3;2931.0;8.0;2321.0;16449.0;44.7;2869.0;13580.0;16041.0;43.6;2206.0;-302.0;13835.0;408.0;2729.0;7.5;369022.0
3412;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1992;369025.0;;5185.0;14.0;2757.0;7.4;2428.0;17669.0;47.7;3015.0;14654.0;17274.0;46.6;2228.0;-354.0;15046.0;395.0;2823.0;7.6;371848.0
3413;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1993;371848.0;;4940.0;13.2;3014.0;8.1;1926.0;16986.0;45.5;3045.0;13941.0;16367.0;43.9;2171.0;-254.0;14196.0;619.0;2545.0;6.8;374393.0
3414;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1994;374393.0;;4855.0;12.9;3039.0;8.1;1816.0;16626.0;44.3;2894.0;13732.0;16984.0;45.3;2523.0;-342.0;14461.0;-358.0;1430.0;3.8;375823.0
3415;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1995;375823.0;1561.0;4713.0;12.5;3100.0;8.2;1613.0;18395.0;48.8;2929.0;15466.0;18149.0;48.2;2554.0;-400.0;15595.0;246.0;1888.0;5.0;377711.0
3416;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1996;377711.0;1569.0;4834.0;12.8;3122.0;8.2;1712.0;19352.0;51.1;3450.0;15902.0;19005.0;50.2;2443.0;-331.0;16562.0;347.0;2131.0;5.6;379842.0
3417;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1997;379842.0;1575.0;4741.0;12.5;3166.0;8.3;1575.0;18783.0;49.4;3388.0;15395.0;19297.0;50.7;2827.0;-476.0;16470.0;-514.0;1099.0;2.9;380941.0
3418;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1998;380941.0;1580.0;4940.0;12.9;3093.0;8.1;1847.0;20422.0;53.5;3317.0;17105.0;20392.0;53.4;2789.0;-562.0;17603.0;30.0;1960.0;5.1;382901.0
3419;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);1999;382901.0;1588.0;4918.0;12.8;3178.0;8.3;1740.0;19522.0;50.9;3257.0;16265.0;19669.0;51.3;2420.0;-386.0;17249.0;-147.0;1687.0;4.4;384588.0
3420;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2000;384588.0;1597.0;4974.0;12.9;3143.0;8.2;1831.0;18730.0;48.6;3280.0;15450.0;18791.0;48.7;2502.0;-548.0;16289.0;-61.0;1818.0;4.7;386406.0
