ID;OutputPrices;SIC2008;Periods;IndexNumbers_1;YearOnYearDevelopment_2;MonthOnMonthDevelopment_3;WeightFactor_4
1467;Total output prices;C Manufacturing;1982 December;69.2;1.2;-0.4;0
1468;Total output prices;C Manufacturing;1982;69.8;4.3;;0
1469;Total output prices;C Manufacturing;1983 January;69.5;0.0;0.4;0
1470;Total output prices;C Manufacturing;1983 February;69.7;-0.3;0.3;0
1471;Total output prices;C Manufacturing;1983 March ;69.7;-0.3;0.0;0
1472;Total output prices;C Manufacturing;1983 April;70.1;0.0;0.5;0
1473;Total output prices;C Manufacturing;1983 May;70.2;0.5;0.1;0
1474;Total output prices;C Manufacturing;1983 June;70.4;0.6;0.4;0
1475;Total output prices;C Manufacturing;1983 July;70.3;0.4;-0.2;0
1476;Total output prices;C Manufacturing;1983 August;70.6;0.9;0.5;0
1477;Total output prices;C Manufacturing;1983 September;70.7;1.1;0.2;0
1478;Total output prices;C Manufacturing;1983 October;70.5;1.4;-0.3;0
1479;Total output prices;C Manufacturing;1983 November;70.8;2.0;0.5;0
1480;Total output prices;C Manufacturing;1983 December;71.1;2.7;0.3;0
1481;Total output prices;C Manufacturing;1983;70.3;0.7;;0
1482;Total output prices;C Manufacturing;1984 January;71.6;3.1;0.8;0
1483;Total output prices;C Manufacturing;1984 February;71.5;2.6;-0.1;0
1484;Total output prices;C Manufacturing;1984 March ;71.5;2.6;0.0;0
1485;Total output prices;C Manufacturing;1984 April;72.2;2.9;0.9;0
1486;Total output prices;C Manufacturing;1984 May;72.6;3.4;0.6;0
1487;Total output prices;C Manufacturing;1984 June;72.7;3.2;0.2;0
1488;Total output prices;C Manufacturing;1984 July;73.2;4.2;0.7;0
1489;Total output prices;C Manufacturing;1984 August;73.5;4.1;0.5;0
1490;Total output prices;C Manufacturing;1984 September;74.3;5.0;1.0;0
1491;Total output prices;C Manufacturing;1984 October;74.5;5.6;0.3;0
1492;Total output prices;C Manufacturing;1984 November;74.6;5.4;0.2;0
1493;Total output prices;C Manufacturing;1984 December;75.0;5.6;0.5;0
1494;Total output prices;C Manufacturing;1984;73.1;4.0;;0
1495;Total output prices;C Manufacturing;1985 January;75.5;5.4;0.6;0
1496;Total output prices;C Manufacturing;1985 February;76.1;6.4;0.8;0
1497;Total output prices;C Manufacturing;1985 March ;76.7;7.3;0.8;0
1498;Total output prices;C Manufacturing;1985 April;76.4;5.8;-0.5;0
1499;Total output prices;C Manufacturing;1985 May;76.2;5.0;-0.2;0
1500;Total output prices;C Manufacturing;1985 June;76.1;4.7;-0.2;0
1501;Total output prices;C Manufacturing;1985 July;75.7;3.4;-0.6;0
1502;Total output prices;C Manufacturing;1985 August;75.3;2.4;-0.5;0
1503;Total output prices;C Manufacturing;1985 September;75.2;1.3;-0.1;0
1504;Total output prices;C Manufacturing;1985 October;74.4;-0.1;-1.1;0
1505;Total output prices;C Manufacturing;1985 November;74.2;-0.5;-0.2;0
1506;Total output prices;C Manufacturing;1985 December;73.3;-2.3;-1.3;0
1507;Total output prices;C Manufacturing;1985;75.4;3.2;;0
1508;Total output prices;C Manufacturing;1986 January;72.0;-4.7;-1.8;0
1509;Total output prices;C Manufacturing;1986 February;70.6;-7.2;-1.9;0
1510;Total output prices;C Manufacturing;1986 March ;69.5;-9.4;-1.6;0
1511;Total output prices;C Manufacturing;1986 April;68.6;-10.2;-1.3;0
1512;Total output prices;C Manufacturing;1986 May;68.2;-10.6;-0.6;0
1513;Total output prices;C Manufacturing;1986 June;67.4;-11.4;-1.1;0
1514;Total output prices;C Manufacturing;1986 July;66.5;-12.1;-1.4;0
1515;Total output prices;C Manufacturing;1986 August;66.5;-11.7;0.0;0
1516;Total output prices;C Manufacturing;1986 September;66.3;-11.9;-0.3;0
1517;Total output prices;C Manufacturing;1986 October;65.8;-11.6;-0.7;0
1518;Total output prices;C Manufacturing;1986 November;65.9;-11.2;0.2;0
1519;Total output prices;C Manufacturing;1986 December;65.8;-10.2;-0.2;0
1520;Total output prices;C Manufacturing;1986;67.8;-10.2;;0
1521;Total output prices;C Manufacturing;1987 January;66.1;-8.2;0.4;0
1522;Total output prices;C Manufacturing;1987 February;65.6;-7.1;-0.8;0
1523;Total output prices;C Manufacturing;1987 March ;65.9;-5.2;0.5;0
1524;Total output prices;C Manufacturing;1987 April;65.9;-3.8;0.1;0
1525;Total output prices;C Manufacturing;1987 May;65.9;-3.4;-0.1;0
1526;Total output prices;C Manufacturing;1987 June;66.3;-1.7;0.6;0
1527;Total output prices;C Manufacturing;1987 July;66.4;-0.2;0.2;0
1528;Total output prices;C Manufacturing;1987 August;66.3;-0.2;-0.1;0
1529;Total output prices;C Manufacturing;1987 September;66.2;-0.1;-0.2;0
1530;Total output prices;C Manufacturing;1987 October;66.2;0.6;0.0;0
1531;Total output prices;C Manufacturing;1987 November;65.8;-0.2;-0.6;0
1532;Total output prices;C Manufacturing;1987 December;65.6;-0.4;-0.4;0
1533;Total output prices;C Manufacturing;1987;66.0;-2.6;;0
1534;Total output prices;C Manufacturing;1988 January;65.5;-0.9;-0.1;0
1535;Total output prices;C Manufacturing;1988 February;65.5;-0.1;0.1;0
1536;Total output prices;C Manufacturing;1988 March ;65.6;-0.4;0.1;0
1537;Total output prices;C Manufacturing;1988 April;65.9;-0.1;0.5;0
1538;Total output prices;C Manufacturing;1988 May;66.0;0.1;0.1;0
1539;Total output prices;C Manufacturing;1988 June;66.4;0.3;0.7;0
1540;Total output prices;C Manufacturing;1988 July;67.0;0.9;0.8;0
1541;Total output prices;C Manufacturing;1988 August;67.3;1.5;0.5;0
1542;Total output prices;C Manufacturing;1988 September;67.4;1.9;0.2;0
1543;Total output prices;C Manufacturing;1988 October;67.5;2.1;0.1;0
1544;Total output prices;C Manufacturing;1988 November;67.9;3.1;0.5;0
1545;Total output prices;C Manufacturing;1988 December;68.4;4.3;0.7;0
1546;Total output prices;C Manufacturing;1988;66.7;1.1;;0
1547;Total output prices;C Manufacturing;1989 January;69.4;6.0;1.5;0
1548;Total output prices;C Manufacturing;1989 February;69.5;6.1;0.2;0
1549;Total output prices;C Manufacturing;1989 March ;69.9;6.5;0.5;0
1550;Total output prices;C Manufacturing;1989 April;70.6;7.1;1.0;0
1551;Total output prices;C Manufacturing;1989 May;70.7;7.2;0.2;0
1552;Total output prices;C Manufacturing;1989 June;70.6;6.2;-0.2;0
1553;Total output prices;C Manufacturing;1989 July;69.8;4.2;-1.1;0
1554;Total output prices;C Manufacturing;1989 August;69.9;3.8;0.2;0
1555;Total output prices;C Manufacturing;1989 September;70.1;3.9;0.3;0
1556;Total output prices;C Manufacturing;1989 October;69.7;3.1;-0.6;0
1557;Total output prices;C Manufacturing;1989 November;69.2;2.0;-0.7;0
1558;Total output prices;C Manufacturing;1989 December;68.9;0.8;-0.4;0
1559;Total output prices;C Manufacturing;1989;69.9;4.7;;0
1560;Total output prices;C Manufacturing;1990 January;68.5;-1.3;-0.6;0
1561;Total output prices;C Manufacturing;1990 February;68.0;-2.2;-0.7;0
1562;Total output prices;C Manufacturing;1990 March ;67.6;-3.2;-0.6;0
1563;Total output prices;C Manufacturing;1990 April;67.5;-4.4;-0.2;0
1564;Total output prices;C Manufacturing;1990 May;67.2;-4.9;-0.4;0
1565;Total output prices;C Manufacturing;1990 June;67.1;-5.0;-0.2;0
1566;Total output prices;C Manufacturing;1990 July;67.2;-3.7;0.2;0
1567;Total output prices;C Manufacturing;1990 August;68.5;-2.0;2.0;0
1568;Total output prices;C Manufacturing;1990 September;69.6;-0.7;1.6;0
1569;Total output prices;C Manufacturing;1990 October;70.6;1.3;1.4;0
1570;Total output prices;C Manufacturing;1990 November;69.7;0.8;-1.2;0
1571;Total output prices;C Manufacturing;1990 December;69.1;0.2;-1.0;0
1572;Total output prices;C Manufacturing;1990;68.4;-2.1;;0
1573;Total output prices;C Manufacturing;1991 January;69.5;1.5;0.7;0
1574;Total output prices;C Manufacturing;1991 February;69.0;1.5;-0.7;0
1575;Total output prices;C Manufacturing;1991 March ;68.4;1.1;-0.9;0
1576;Total output prices;C Manufacturing;1991 April;68.4;1.3;-0.1;0
1577;Total output prices;C Manufacturing;1991 May;68.5;2.0;0.2;0
1578;Total output prices;C Manufacturing;1991 June;68.6;2.3;0.1;0
1579;Total output prices;C Manufacturing;1991 July;68.5;1.9;-0.2;0
1580;Total output prices;C Manufacturing;1991 August;68.6;0.1;0.1;0
1581;Total output prices;C Manufacturing;1991 September;68.7;-1.3;0.2;0
1582;Total output prices;C Manufacturing;1991 October;69.0;-2.2;0.4;0
1583;Total output prices;C Manufacturing;1991 November;68.8;-1.4;-0.3;0
1584;Total output prices;C Manufacturing;1991 December;68.1;-1.4;-1.0;0
1585;Total output prices;C Manufacturing;1991;68.7;0.4;;0
1586;Total output prices;C Manufacturing;1992 January;68.1;-2.0;0.0;0
1587;Total output prices;C Manufacturing;1992 February;68.1;-1.3;0.0;0
1588;Total output prices;C Manufacturing;1992 March ;68.1;-0.4;0.0;0
1589;Total output prices;C Manufacturing;1992 April;68.3;-0.1;0.3;0
1590;Total output prices;C Manufacturing;1992 May;68.4;-0.1;0.2;0
1591;Total output prices;C Manufacturing;1992 June;68.4;-0.3;0.0;0
1592;Total output prices;C Manufacturing;1992 July;68.0;-0.7;-0.7;0
1593;Total output prices;C Manufacturing;1992 August;67.6;-1.4;-0.5;0
1594;Total output prices;C Manufacturing;1992 September;67.5;-1.8;-0.3;0
1595;Total output prices;C Manufacturing;1992 October;67.3;-2.4;-0.2;0
1596;Total output prices;C Manufacturing;1992 November;67.4;-2.1;0.0;0
1597;Total output prices;C Manufacturing;1992 December;66.7;-2.0;-0.9;0
1598;Total output prices;C Manufacturing;1992;67.8;-1.2;;0
1599;Total output prices;C Manufacturing;1993 January;66.7;-2.1;0.0;0
1600;Total output prices;C Manufacturing;1993 February;66.9;-1.8;0.2;0
1601;Total output prices;C Manufacturing;1993 March ;66.9;-1.8;0.1;0
1602;Total output prices;C Manufacturing;1993 April;66.7;-2.3;-0.2;0
1603;Total output prices;C Manufacturing;1993 May;66.9;-2.3;0.2;0
1604;Total output prices;C Manufacturing;1993 June;66.7;-2.5;-0.2;0
1605;Total output prices;C Manufacturing;1993 July;66.8;-1.8;0.1;0
1606;Total output prices;C Manufacturing;1993 August;66.5;-1.6;-0.3;0
1607;Total output prices;C Manufacturing;1993 September;66.1;-2.0;-0.6;0
1608;Total output prices;C Manufacturing;1993 October;66.1;-1.8;0.0;0
1609;Total output prices;C Manufacturing;1993 November;66.3;-1.6;0.2;0
1610;Total output prices;C Manufacturing;1993 December;66.0;-1.1;-0.5;0
1611;Total output prices;C Manufacturing;1993;66.6;-1.9;;0
1612;Total output prices;C Manufacturing;1994 January;66.1;-0.9;0.2;0
1613;Total output prices;C Manufacturing;1994 February;66.3;-0.8;0.3;0
1614;Total output prices;C Manufacturing;1994 March ;66.2;-1.1;-0.2;0
1615;Total output prices;C Manufacturing;1994 April;66.5;-0.3;0.6;0
1616;Total output prices;C Manufacturing;1994 May;66.8;-0.1;0.4;0
1617;Total output prices;C Manufacturing;1994 June;66.8;0.1;0.0;0
1618;Total output prices;C Manufacturing;1994 July;66.9;0.2;0.2;0
1619;Total output prices;C Manufacturing;1994 August;67.2;1.0;0.4;0
1620;Total output prices;C Manufacturing;1994 September;67.2;1.6;0.0;0
1621;Total output prices;C Manufacturing;1994 October;67.9;2.6;1.0;0
1622;Total output prices;C Manufacturing;1994 November;68.3;3.1;0.7;0
1623;Total output prices;C Manufacturing;1994 December;68.4;3.7;0.1;0
1624;Total output prices;C Manufacturing;1994;67.1;0.7;;0
1625;Total output prices;C Manufacturing;1995 January;69.3;4.7;1.2;0
1626;Total output prices;C Manufacturing;1995 February;69.4;4.6;0.3;0
1627;Total output prices;C Manufacturing;1995 March ;69.1;4.4;-0.5;0
1628;Total output prices;C Manufacturing;1995 April;68.9;3.6;-0.2;0
1629;Total output prices;C Manufacturing;1995 May;69.1;3.4;0.2;0
1630;Total output prices;C Manufacturing;1995 June;69.0;3.3;-0.1;0
1631;Total output prices;C Manufacturing;1995 July;68.3;2.2;-0.9;0
1632;Total output prices;C Manufacturing;1995 August;68.8;2.4;0.6;0
1633;Total output prices;C Manufacturing;1995 September;68.9;2.6;0.3;0
1634;Total output prices;C Manufacturing;1995 October;68.4;0.7;-0.8;0
1635;Total output prices;C Manufacturing;1995 November;68.3;-0.1;-0.1;0
1636;Total output prices;C Manufacturing;1995 December;68.6;0.2;0.4;0
1637;Total output prices;C Manufacturing;1995;68.8;2.7;;0
1638;Total output prices;C Manufacturing;1996 January;68.9;-0.5;0.5;0
1639;Total output prices;C Manufacturing;1996 February;69.1;-0.5;0.2;0
1640;Total output prices;C Manufacturing;1996 March ;69.4;0.5;0.5;0
1641;Total output prices;C Manufacturing;1996 April;70.0;1.5;0.8;0
1642;Total output prices;C Manufacturing;1996 May;70.1;1.5;0.1;0
1643;Total output prices;C Manufacturing;1996 June;69.6;0.9;-0.7;0
1644;Total output prices;C Manufacturing;1996 July;69.6;1.8;0.0;0
1645;Total output prices;C Manufacturing;1996 August;69.6;1.2;0.0;0
1646;Total output prices;C Manufacturing;1996 September;70.4;2.1;1.1;0
1647;Total output prices;C Manufacturing;1996 October;70.8;3.6;0.6;0
1648;Total output prices;C Manufacturing;1996 November;70.3;3.0;-0.7;0
1649;Total output prices;C Manufacturing;1996 December;70.6;3.0;0.4;0
1650;Total output prices;C Manufacturing;1996;69.9;1.5;;0
1651;Total output prices;C Manufacturing;1997 January;71.1;3.2;0.7;0
1652;Total output prices;C Manufacturing;1997 February;70.9;2.7;-0.2;0
1653;Total output prices;C Manufacturing;1997 March ;71.0;2.3;0.1;0
1654;Total output prices;C Manufacturing;1997 April;71.5;2.1;0.7;0
1655;Total output prices;C Manufacturing;1997 May;72.0;2.8;0.8;0
1656;Total output prices;C Manufacturing;1997 June;71.7;2.9;-0.5;0
1657;Total output prices;C Manufacturing;1997 July;72.2;3.7;0.7;0
1658;Total output prices;C Manufacturing;1997 August;73.2;5.1;1.4;0
1659;Total output prices;C Manufacturing;1997 September;73.0;3.7;-0.3;0
1660;Total output prices;C Manufacturing;1997 October;73.1;3.2;0.1;0
1661;Total output prices;C Manufacturing;1997 November;72.9;3.6;-0.3;0
1662;Total output prices;C Manufacturing;1997 December;72.3;2.5;-0.7;0
1663;Total output prices;C Manufacturing;1997;72.1;3.1;;0
1664;Total output prices;C Manufacturing;1998 January;72.2;1.6;-0.1;0
1665;Total output prices;C Manufacturing;1998 February;71.9;1.3;-0.5;0
1666;Total output prices;C Manufacturing;1998 March ;71.6;0.8;-0.4;0
1667;Total output prices;C Manufacturing;1998 April;71.3;-0.3;-0.4;0
1668;Total output prices;C Manufacturing;1998 May;70.8;-1.7;-0.6;0
1669;Total output prices;C Manufacturing;1998 June;70.4;-1.7;-0.5;0
1670;Total output prices;C Manufacturing;1998 July;70.2;-2.7;-0.3;0
1671;Total output prices;C Manufacturing;1998 August;69.7;-4.7;-0.8;0
1672;Total output prices;C Manufacturing;1998 September;69.4;-4.9;-0.4;0
1673;Total output prices;C Manufacturing;1998 October;68.8;-5.9;-1.0;0
1674;Total output prices;C Manufacturing;1998 November;68.5;-5.9;-0.3;0
1675;Total output prices;C Manufacturing;1998 December;68.0;-5.9;-0.7;0
1676;Total output prices;C Manufacturing;1998;70.2;-2.5;;0
1677;Total output prices;C Manufacturing;1999 January;67.8;-6.2;-0.4;0
1678;Total output prices;C Manufacturing;1999 February;67.5;-6.1;-0.4;0
1679;Total output prices;C Manufacturing;1999 March ;68.2;-4.7;1.0;0
1680;Total output prices;C Manufacturing;1999 April;68.7;-3.6;0.8;0
1681;Total output prices;C Manufacturing;1999 May;68.9;-2.7;0.3;0
1682;Total output prices;C Manufacturing;1999 June;69.4;-1.4;0.7;0
1683;Total output prices;C Manufacturing;1999 July;70.7;0.7;1.8;0
1684;Total output prices;C Manufacturing;1999 August;71.3;2.3;0.9;0
1685;Total output prices;C Manufacturing;1999 September;72.2;3.9;1.2;0
1686;Total output prices;C Manufacturing;1999 October;72.6;5.6;0.7;0
1687;Total output prices;C Manufacturing;1999 November;73.8;7.6;1.5;0
1688;Total output prices;C Manufacturing;1999 December;74.8;9.9;1.4;0
1689;Total output prices;C Manufacturing;1999;70.5;0.4;;0
1690;Total output prices;C Manufacturing;2000 January;75.6;11.5;1.1;0
1691;Total output prices;C Manufacturing;2000 February;76.4;13.2;1.0;0
1692;Total output prices;C Manufacturing;2000 March;77.0;12.9;0.8;0
1693;Total output prices;C Manufacturing;2000 April;77.5;12.8;0.7;0
1694;Total output prices;C Manufacturing;2000 May;78.7;14.2;1.5;0
1695;Total output prices;C Manufacturing;2000 June;78.9;13.7;0.3;0
1696;Total output prices;C Manufacturing;2000 July;79.5;12.4;0.7;0
1697;Total output prices;C Manufacturing;2000 August;80.1;12.3;0.8;0
1698;Total output prices;C Manufacturing;2000 September;81.5;12.9;1.7;0
1699;Total output prices;C Manufacturing;2000 October;82.0;12.9;0.6;0
1700;Total output prices;C Manufacturing;2000 November;82.0;11.2;0.0;0
1701;Total output prices;C Manufacturing;2000 December;80.6;7.7;-1.7;0
1702;Total output prices;C Manufacturing;2000;79.1;12.3;;0
1703;Total output prices;C Manufacturing;2001 January;80.2;6.0;-0.5;0
1704;Total output prices;C Manufacturing;2001 February;80.5;5.4;0.4;0
1705;Total output prices;C Manufacturing;2001 March;80.5;4.5;0.0;0
1706;Total output prices;C Manufacturing;2001 April;80.8;4.2;0.3;0
1707;Total output prices;C Manufacturing;2001 May;81.2;3.2;0.5;0
1708;Total output prices;C Manufacturing;2001 June;80.9;2.4;-0.4;0
1709;Total output prices;C Manufacturing;2001 July;79.9;0.5;-1.2;0
1710;Total output prices;C Manufacturing;2001 August;79.5;-0.7;-0.4;0
