ID;ExpenditureCategories;Periods;CPI_1;DerivedCPI_2;MonthOnMonthChangeCPI_3;MonthOnMonthChangeDerivedCPI_4;YearOnYearChangeCPI_5;YearOnYearChangeDerivedCPI_6;WeightingCoefficient_7
7920;011300 Fish and seafood;2020 September;118.66;115.39;-2.7;-2.7;-0.8;-0.8;380
7921;011300 Fish and seafood;2020 October;122.75;119.37;3.4;3.4;1.7;1.7;380
7922;011300 Fish and seafood;2020 November;121.92;118.56;-0.7;-0.7;0.3;0.3;380
7923;011300 Fish and seafood;2020 December;118.28;115.02;-3.0;-3.0;0.1;0.1;380
7924;011300 Fish and seafood;2020;120.01;116.71;;;0.4;0.4;380
7925;011300 Fish and seafood;2021 January;119.83;116.53;1.3;1.3;0.6;0.6;461
7926;011300 Fish and seafood;2021 February;121.13;117.8;1.1;1.1;4.1;4.1;461
7927;011300 Fish and seafood;2021 March;121.9;118.54;0.6;0.6;1.0;1.0;461
7928;011300 Fish and seafood;2021 April;119.63;116.34;-1.9;-1.9;-0.1;-0.1;461
7929;011300 Fish and seafood;2021 May;120.66;117.34;0.9;0.9;-0.4;-0.4;461
7930;011300 Fish and seafood;2021 June;122.05;118.69;1.2;1.2;2.1;2.1;461
7931;011300 Fish and seafood;2021 July;121.22;117.89;-0.7;-0.7;0.8;0.8;461
7932;011300 Fish and seafood;2021 August;120.51;117.19;-0.6;-0.6;-1.1;-1.1;461
7933;011300 Fish and seafood;2021 September;120.57;117.25;0.0;0.1;1.6;1.6;461
7934;011300 Fish and seafood;2021 October;120.67;117.35;0.1;0.1;-1.7;-1.7;461
7935;011300 Fish and seafood;2021 November;122.22;118.86;1.3;1.3;0.2;0.3;461
7936;011300 Fish and seafood;2021 December;117.69;114.45;-3.7;-3.7;-0.5;-0.5;461
7937;011300 Fish and seafood;2021;120.67;117.35;;;0.5;0.5;461
7938;011300 Fish and seafood;2022 January;119.72;116.43;1.7;1.7;-0.1;-0.1;445
7939;011300 Fish and seafood;2022 February;120.53;117.21;0.7;0.7;-0.5;-0.5;445
7940;011300 Fish and seafood;2022 March;125.35;121.9;4.0;4.0;2.8;2.8;445
7941;011300 Fish and seafood;2022 April;125.96;122.49;0.5;0.5;5.3;5.3;445
7942;011300 Fish and seafood;2022 May;128.94;125.4;2.4;2.4;6.9;6.9;445
7943;011300 Fish and seafood;2022 June;134.65;130.95;4.4;4.4;10.3;10.3;445
7944;011300 Fish and seafood;2022 July;136.42;132.66;1.3;1.3;12.5;12.5;445
7945;011300 Fish and seafood;2022 August;137.29;133.51;0.6;0.6;13.9;13.9;445
7946;011300 Fish and seafood;2022 September;134.69;130.99;-1.9;-1.9;11.7;11.7;445
7947;011300 Fish and seafood;2022 October;137.85;134.06;2.3;2.3;14.2;14.2;445
7948;011300 Fish and seafood;2022 November;140.79;136.92;2.1;2.1;15.2;15.2;445
7949;011300 Fish and seafood;2022 December;138.8;134.98;-1.4;-1.4;17.9;17.9;445
7950;011300 Fish and seafood;2022;131.75;128.13;;;9.2;9.2;445
7951;011300 Fish and seafood;2023 January;143.59;139.64;3.5;3.5;19.9;19.9;431
7952;011300 Fish and seafood;2023 February;147.1;143.05;2.4;2.4;22.0;22.0;431
7953;011300 Fish and seafood;2023 March;147.65;143.58;0.4;0.4;17.8;17.8;431
7954;011300 Fish and seafood;2023 April;148.33;144.25;0.5;0.5;17.8;17.8;431
7955;011300 Fish and seafood;2023 May;152.77;148.57;3.0;3.0;18.5;18.5;431
7956;011300 Fish and seafood;2023 June;152.48;148.29;-0.2;-0.2;13.2;13.2;431
7957;011300 Fish and seafood;2023 July;151.74;147.57;-0.5;-0.5;11.2;11.2;431
7958;011300 Fish and seafood;2023 August;151.21;147.05;-0.3;-0.4;10.1;10.1;431
7959;011300 Fish and seafood;2023 September;149.46;145.35;-1.2;-1.2;11.0;11.0;431
7960;011300 Fish and seafood;2023 October;152.52;148.32;2.0;2.0;10.6;10.6;431
7961;011300 Fish and seafood;2023 November;148.98;144.88;-2.3;-2.3;5.8;5.8;431
7962;011300 Fish and seafood;2023 December;144.32;140.35;-3.1;-3.1;4.0;4.0;431
7963;011300 Fish and seafood;2023;149.18;145.08;;;13.2;13.2;431
7964;011300 Fish and seafood;2024 January;147.7;143.64;2.3;2.3;2.9;2.9;410
7965;011300 Fish and seafood;2024 February;149.32;145.21;1.1;1.1;1.5;1.5;410
7966;011300 Fish and seafood;2024 March;149.77;145.65;0.3;0.3;1.4;1.4;410
7967;011300 Fish and seafood;2024 April;149.95;145.82;0.1;0.1;1.1;1.1;410
7968;011300 Fish and seafood;2024 May;152.39;148.2;1.6;1.6;-0.2;-0.2;410
7969;011300 Fish and seafood;2024 June;152.96;148.75;0.4;0.4;0.3;0.3;410
7970;011300 Fish and seafood;2024 July;151.79;147.62;-0.8;-0.8;0.0;0.0;410
7971;011300 Fish and seafood;2024 August;151.43;147.27;-0.2;-0.2;0.1;0.1;410
7972;011300 Fish and seafood;2024 September;154.01;149.77;1.7;1.7;3.0;3.0;410
7973;011300 Fish and seafood;2024 October;150.23;146.1;-2.5;-2.5;-1.5;-1.5;410
7974;011300 Fish and seafood;2024 November;150.41;146.27;0.1;0.1;1.0;1.0;410
7975;011300 Fish and seafood;2024 December;151.3;147.13;0.6;0.6;4.8;4.8;410
7976;011300 Fish and seafood;2024;150.94;146.79;;;1.2;1.2;410
7977;011300 Fish and seafood;2025 January;152.46;148.26;0.8;0.8;3.2;3.2;372
7978;011300 Fish and seafood;2025 February;152.59;148.39;0.1;0.1;2.2;2.2;372
7979;011300 Fish and seafood;2025 March;151.86;147.68;-0.5;-0.5;1.4;1.4;372
7980;011310 Fresh or chilled fish;1996 January;54.8;54.8;;;;;163
7981;011310 Fresh or chilled fish;1996 February;54.21;54.21;-1.1;-1.1;;;163
7982;011310 Fresh or chilled fish;1996 March;54.19;54.19;0.0;0.0;;;163
7983;011310 Fresh or chilled fish;1996 April;54.54;54.54;0.6;0.6;;;163
7984;011310 Fresh or chilled fish;1996 May;54.52;54.52;0.0;0.0;;;163
7985;011310 Fresh or chilled fish;1996 June;60.19;60.19;10.4;10.4;;;163
7986;011310 Fresh or chilled fish;1996 July;57.97;57.97;-3.7;-3.7;;;163
7987;011310 Fresh or chilled fish;1996 August;57.47;57.47;-0.9;-0.9;;;163
7988;011310 Fresh or chilled fish;1996 September;56.03;56.03;-2.5;-2.5;;;163
7989;011310 Fresh or chilled fish;1996 October;55.63;55.63;-0.7;-0.7;;;163
7990;011310 Fresh or chilled fish;1996 November;56.19;56.19;1.0;1.0;;;163
7991;011310 Fresh or chilled fish;1996 December;55.59;55.59;-1.1;-1.1;;;163
7992;011310 Fresh or chilled fish;1996;55.94;55.94;;;;;163
7993;011310 Fresh or chilled fish;1997 January;54.91;54.91;-1.2;-1.2;0.2;0.2;163
7994;011310 Fresh or chilled fish;1997 February;55.19;55.19;0.5;0.5;1.8;1.8;163
7995;011310 Fresh or chilled fish;1997 March;55.38;55.38;0.3;0.3;2.2;2.2;163
7996;011310 Fresh or chilled fish;1997 April;55.77;55.77;0.7;0.7;2.3;2.3;163
7997;011310 Fresh or chilled fish;1997 May;55.24;55.24;-1.0;-1.0;1.3;1.3;163
7998;011310 Fresh or chilled fish;1997 June;59.57;59.57;7.8;7.8;-1.0;-1.0;163
7999;011310 Fresh or chilled fish;1997 July;58.45;58.45;-1.9;-1.9;0.8;0.8;163
8000;011310 Fresh or chilled fish;1997 August;57.55;57.55;-1.5;-1.5;0.1;0.1;163
8001;011310 Fresh or chilled fish;1997 September;57.12;57.12;-0.7;-0.7;1.9;1.9;163
8002;011310 Fresh or chilled fish;1997 October;57.06;57.06;-0.1;-0.1;2.6;2.6;163
8003;011310 Fresh or chilled fish;1997 November;56.85;56.85;-0.4;-0.4;1.2;1.2;163
8004;011310 Fresh or chilled fish;1997 December;56.46;56.46;-0.7;-0.7;1.6;1.6;163
8005;011310 Fresh or chilled fish;1997;56.63;56.63;;;1.2;1.2;163
8006;011310 Fresh or chilled fish;1998 January;56.7;56.7;0.4;0.4;3.3;3.3;163
8007;011310 Fresh or chilled fish;1998 February;57.07;57.07;0.7;0.7;3.4;3.4;163
8008;011310 Fresh or chilled fish;1998 March;57.31;57.31;0.4;0.4;3.5;3.5;163
8009;011310 Fresh or chilled fish;1998 April;57.64;57.64;0.6;0.6;3.4;3.4;163
8010;011310 Fresh or chilled fish;1998 May;57.6;57.6;-0.1;-0.1;4.3;4.3;163
8011;011310 Fresh or chilled fish;1998 June;63.16;63.16;9.7;9.7;6.0;6.0;163
8012;011310 Fresh or chilled fish;1998 July;62.7;62.7;-0.7;-0.7;7.3;7.3;163
8013;011310 Fresh or chilled fish;1998 August;61.94;61.94;-1.2;-1.2;7.6;7.6;163
8014;011310 Fresh or chilled fish;1998 September;61.94;61.94;0.0;0.0;8.4;8.4;163
8015;011310 Fresh or chilled fish;1998 October;61.94;61.94;0.0;0.0;8.6;8.6;163
8016;011310 Fresh or chilled fish;1998 November;61.73;61.73;-0.3;-0.3;8.6;8.6;163
8017;011310 Fresh or chilled fish;1998 December;61.81;61.81;0.1;0.1;9.5;9.5;163
8018;011310 Fresh or chilled fish;1998;60.13;60.13;;;6.2;6.2;163
8019;011310 Fresh or chilled fish;1999 January;62.05;62.05;0.4;0.4;9.4;9.4;163
8020;011310 Fresh or chilled fish;1999 February;61.93;61.93;-0.2;-0.2;8.5;8.5;163
8021;011310 Fresh or chilled fish;1999 March;61.6;61.6;-0.5;-0.5;7.5;7.5;163
8022;011310 Fresh or chilled fish;1999 April;62.78;62.78;1.9;1.9;8.9;8.9;163
8023;011310 Fresh or chilled fish;1999 May;62.5;62.5;-0.4;-0.4;8.5;8.5;163
8024;011310 Fresh or chilled fish;1999 June;68.11;68.11;9.0;9.0;7.8;7.8;163
8025;011310 Fresh or chilled fish;1999 July;67.06;67.06;-1.5;-1.5;7.0;7.0;163
8026;011310 Fresh or chilled fish;1999 August;66.66;66.66;-0.6;-0.6;7.6;7.6;163
8027;011310 Fresh or chilled fish;1999 September;66.64;66.64;0.0;0.0;7.6;7.6;163
8028;011310 Fresh or chilled fish;1999 October;66.97;66.97;0.5;0.5;8.1;8.1;163
8029;011310 Fresh or chilled fish;1999 November;66.1;66.1;-1.3;-1.3;7.1;7.1;163
8030;011310 Fresh or chilled fish;1999 December;66.28;66.28;0.3;0.3;7.2;7.2;163
8031;011310 Fresh or chilled fish;1999;64.89;64.89;;;7.9;7.9;163
8032;011310 Fresh or chilled fish;2000 January;65.68;65.68;-0.9;-0.9;5.9;5.9;197
8033;011310 Fresh or chilled fish;2000 February;65.73;65.73;0.1;0.1;6.1;6.1;197
8034;011310 Fresh or chilled fish;2000 March;66.25;66.25;0.8;0.8;7.5;7.5;197
8035;011310 Fresh or chilled fish;2000 April;66.15;66.15;-0.2;-0.2;5.4;5.4;197
8036;011310 Fresh or chilled fish;2000 May;66.63;66.63;0.7;0.7;6.6;6.6;197
8037;011310 Fresh or chilled fish;2000 June;72.81;72.81;9.3;9.3;6.9;6.9;197
8038;011310 Fresh or chilled fish;2000 July;71.78;71.78;-1.4;-1.4;7.0;7.0;197
8039;011310 Fresh or chilled fish;2000 August;71.96;71.96;0.3;0.3;8.0;8.0;197
8040;011310 Fresh or chilled fish;2000 September;71.81;71.81;-0.2;-0.2;7.8;7.8;197
8041;011310 Fresh or chilled fish;2000 October;72.0;72.0;0.3;0.3;7.5;7.5;197
8042;011310 Fresh or chilled fish;2000 November;70.68;70.68;-1.8;-1.8;6.9;6.9;197
8043;011310 Fresh or chilled fish;2000 December;70.77;70.77;0.1;0.1;6.8;6.8;197
8044;011310 Fresh or chilled fish;2000;69.35;69.35;;;6.9;6.9;197
8045;011310 Fresh or chilled fish;2001 January;70.97;70.97;0.3;0.3;8.1;8.1;197
8046;011310 Fresh or chilled fish;2001 February;71.19;71.19;0.3;0.3;8.3;8.3;197
8047;011310 Fresh or chilled fish;2001 March;72.13;72.13;1.3;1.3;8.9;8.9;197
8048;011310 Fresh or chilled fish;2001 April;73.95;73.95;2.5;2.5;11.8;11.8;197
8049;011310 Fresh or chilled fish;2001 May;72.99;72.99;-1.3;-1.3;9.5;9.5;197
8050;011310 Fresh or chilled fish;2001 June;79.44;79.44;8.8;8.8;9.1;9.1;197
8051;011310 Fresh or chilled fish;2001 July;78.26;78.26;-1.5;-1.5;9.0;9.0;197
8052;011310 Fresh or chilled fish;2001 August;78.97;78.97;0.9;0.9;9.7;9.7;197
8053;011310 Fresh or chilled fish;2001 September;77.79;77.79;-1.5;-1.5;8.3;8.3;197
8054;011310 Fresh or chilled fish;2001 October;77.97;77.97;0.2;0.2;8.3;8.3;197
8055;011310 Fresh or chilled fish;2001 November;78.34;78.34;0.5;0.5;10.8;10.8;197
8056;011310 Fresh or chilled fish;2001 December;77.96;77.96;-0.5;-0.5;10.2;10.2;197
8057;011310 Fresh or chilled fish;2001;75.83;75.83;;;9.3;9.3;197
8058;011310 Fresh or chilled fish;2002 January;79.17;79.17;1.6;1.6;11.6;11.6;197
8059;011310 Fresh or chilled fish;2002 February;78.49;78.49;-0.9;-0.9;10.3;10.3;197
8060;011310 Fresh or chilled fish;2002 March;78.68;78.68;0.2;0.2;9.1;9.1;197
8061;011310 Fresh or chilled fish;2002 April;80.0;80.0;1.7;1.7;8.2;8.2;197
8062;011310 Fresh or chilled fish;2002 May;80.62;80.62;0.8;0.8;10.5;10.5;197
8063;011310 Fresh or chilled fish;2002 June;85.2;85.2;5.7;5.7;7.3;7.3;197
8064;011310 Fresh or chilled fish;2002 July;84.46;84.46;-0.9;-0.9;7.9;7.9;197
8065;011310 Fresh or chilled fish;2002 August;84.62;84.62;0.2;0.2;7.2;7.2;197
8066;011310 Fresh or chilled fish;2002 September;84.68;84.68;0.1;0.1;8.9;8.9;197
8067;011310 Fresh or chilled fish;2002 October;84.69;84.69;0.0;0.0;8.6;8.6;197
8068;011310 Fresh or chilled fish;2002 November;83.53;83.53;-1.4;-1.4;6.6;6.6;197
8069;011310 Fresh or chilled fish;2002 December;83.58;83.58;0.1;0.1;7.2;7.2;197
8070;011310 Fresh or chilled fish;2002;82.31;82.31;;;8.5;8.5;197
8071;011310 Fresh or chilled fish;2003 January;84.13;84.13;0.7;0.7;6.3;6.3;197
8072;011310 Fresh or chilled fish;2003 February;82.98;82.98;-1.4;-1.4;5.7;5.7;197
8073;011310 Fresh or chilled fish;2003 March;82.64;82.64;-0.4;-0.4;5.0;5.0;197
8074;011310 Fresh or chilled fish;2003 April;83.34;83.34;0.8;0.8;4.2;4.2;197
8075;011310 Fresh or chilled fish;2003 May;83.4;83.4;0.1;0.1;3.4;3.4;197
8076;011310 Fresh or chilled fish;2003 June;89.3;89.3;7.1;7.1;4.8;4.8;197
8077;011310 Fresh or chilled fish;2003 July;87.82;87.82;-1.7;-1.7;4.0;4.0;197
8078;011310 Fresh or chilled fish;2003 August;88.53;88.53;0.8;0.8;4.6;4.6;197
8079;011310 Fresh or chilled fish;2003 September;85.93;85.93;-2.9;-2.9;1.5;1.5;197
8080;011310 Fresh or chilled fish;2003 October;86.4;86.4;0.5;0.5;2.0;2.0;197
8081;011310 Fresh or chilled fish;2003 November;86.0;86.0;-0.5;-0.5;3.0;3.0;197
8082;011310 Fresh or chilled fish;2003 December;85.72;85.72;-0.3;-0.3;2.6;2.6;197
8083;011310 Fresh or chilled fish;2003;85.52;85.52;;;3.9;3.9;197
8084;011310 Fresh or chilled fish;2004 January;84.29;84.29;-1.7;-1.7;0.2;0.2;197
8085;011310 Fresh or chilled fish;2004 February;85.46;85.46;1.4;1.4;3.0;3.0;197
8086;011310 Fresh or chilled fish;2004 March;84.72;84.72;-0.9;-0.9;2.5;2.5;197
8087;011310 Fresh or chilled fish;2004 April;85.1;85.1;0.4;0.4;2.1;2.1;197
8088;011310 Fresh or chilled fish;2004 May;84.17;84.17;-1.1;-1.1;0.9;0.9;197
8089;011310 Fresh or chilled fish;2004 June;89.18;89.18;6.0;6.0;-0.1;-0.1;197
8090;011310 Fresh or chilled fish;2004 July;88.88;88.88;-0.3;-0.3;1.2;1.2;197
8091;011310 Fresh or chilled fish;2004 August;87.98;87.98;-1.0;-1.0;-0.6;-0.6;197
8092;011310 Fresh or chilled fish;2004 September;86.49;86.49;-1.7;-1.7;0.7;0.7;197
8093;011310 Fresh or chilled fish;2004 October;86.85;86.85;0.4;0.4;0.5;0.5;197
8094;011310 Fresh or chilled fish;2004 November;85.92;85.92;-1.1;-1.1;-0.1;-0.1;197
8095;011310 Fresh or chilled fish;2004 December;86.13;86.13;0.2;0.2;0.5;0.5;197
8096;011310 Fresh or chilled fish;2004;86.26;86.26;;;0.9;0.9;197
8097;011310 Fresh or chilled fish;2005 January;87.09;87.09;1.1;1.1;3.3;3.3;197
8098;011310 Fresh or chilled fish;2005 February;85.6;85.6;-1.7;-1.7;0.2;0.2;197
8099;011310 Fresh or chilled fish;2005 March;85.23;85.23;-0.4;-0.4;0.6;0.6;197
8100;011310 Fresh or chilled fish;2005 April;85.89;85.89;0.8;0.8;0.9;0.9;197
8101;011310 Fresh or chilled fish;2005 May;86.6;86.6;0.8;0.8;2.9;2.9;197
8102;011310 Fresh or chilled fish;2005 June;92.09;92.09;6.3;6.3;3.3;3.3;197
8103;011310 Fresh or chilled fish;2005 July;89.62;89.62;-2.7;-2.7;0.8;0.8;197
8104;011310 Fresh or chilled fish;2005 August;89.65;89.65;0.0;0.0;1.9;1.9;197
8105;011310 Fresh or chilled fish;2005 September;88.71;88.71;-1.0;-1.0;2.6;2.6;197
8106;011310 Fresh or chilled fish;2005 October;88.52;88.52;-0.2;-0.2;1.9;1.9;197
8107;011310 Fresh or chilled fish;2005 November;88.98;88.98;0.5;0.5;3.6;3.6;197
8108;011310 Fresh or chilled fish;2005 December;88.72;88.72;-0.3;-0.3;3.0;3.0;197
8109;011310 Fresh or chilled fish;2005;88.06;88.06;;;2.1;2.1;197
8110;011310 Fresh or chilled fish;2006 January;89.58;89.58;1.0;1.0;2.9;2.9;174
8111;011310 Fresh or chilled fish;2006 February;88.62;88.62;-1.1;-1.1;3.5;3.5;174
8112;011310 Fresh or chilled fish;2006 March;89.8;89.8;1.3;1.3;5.4;5.4;174
8113;011310 Fresh or chilled fish;2006 April;89.7;89.7;-0.1;-0.1;4.4;4.4;174
8114;011310 Fresh or chilled fish;2006 May;90.44;90.44;0.8;0.8;4.4;4.4;174
8115;011310 Fresh or chilled fish;2006 June;92.83;92.83;2.6;2.6;0.8;0.8;174
8116;011310 Fresh or chilled fish;2006 July;92.4;92.4;-0.5;-0.5;3.1;3.1;174
8117;011310 Fresh or chilled fish;2006 August;93.97;93.97;1.7;1.7;4.8;4.8;174
8118;011310 Fresh or chilled fish;2006 September;94.14;94.14;0.2;0.2;6.1;6.1;174
8119;011310 Fresh or chilled fish;2006 October;93.95;93.95;-0.2;-0.2;6.1;6.1;174
8120;011310 Fresh or chilled fish;2006 November;94.51;94.51;0.6;0.6;6.2;6.2;174
8121;011310 Fresh or chilled fish;2006 December;93.4;93.4;-1.2;-1.2;5.3;5.3;174
8122;011310 Fresh or chilled fish;2006;91.95;91.95;;;4.4;4.4;174
8123;011310 Fresh or chilled fish;2007 January;94.89;94.89;1.6;1.6;5.9;5.9;180
8124;011310 Fresh or chilled fish;2007 February;94.14;94.14;-0.8;-0.8;6.2;6.2;180
8125;011310 Fresh or chilled fish;2007 March;93.49;93.49;-0.7;-0.7;4.1;4.1;180
8126;011310 Fresh or chilled fish;2007 April;93.6;93.6;0.1;0.1;4.3;4.3;180
8127;011310 Fresh or chilled fish;2007 May;93.19;93.19;-0.4;-0.4;3.0;3.0;180
8128;011310 Fresh or chilled fish;2007 June;94.25;94.25;1.1;1.1;1.5;1.5;180
8129;011310 Fresh or chilled fish;2007 July;92.92;92.92;-1.4;-1.4;0.6;0.6;180
8130;011310 Fresh or chilled fish;2007 August;93.63;93.63;0.8;0.8;-0.4;-0.4;180
8131;011310 Fresh or chilled fish;2007 September;93.03;93.03;-0.6;-0.6;-1.2;-1.2;180
8132;011310 Fresh or chilled fish;2007 October;93.16;93.16;0.1;0.1;-0.8;-0.8;180
8133;011310 Fresh or chilled fish;2007 November;93.5;93.5;0.4;0.4;-1.1;-1.1;180
8134;011310 Fresh or chilled fish;2007 December;92.88;92.88;-0.7;-0.7;-0.6;-0.6;180
8135;011310 Fresh or chilled fish;2007;93.56;93.56;;;1.8;1.8;180
8136;011310 Fresh or chilled fish;2008 January;93.19;93.19;0.3;0.3;-1.8;-1.8;187
8137;011310 Fresh or chilled fish;2008 February;93.46;93.46;0.3;0.3;-0.7;-0.7;187
8138;011310 Fresh or chilled fish;2008 March;94.93;94.93;1.6;1.6;1.5;1.5;187
8139;011310 Fresh or chilled fish;2008 April;94.11;94.11;-0.9;-0.9;0.5;0.5;187
8140;011310 Fresh or chilled fish;2008 May;94.81;94.81;0.7;0.7;1.7;1.7;187
8141;011310 Fresh or chilled fish;2008 June;96.51;96.51;1.8;1.8;2.4;2.4;187
8142;011310 Fresh or chilled fish;2008 July;96.74;96.74;0.2;0.2;4.1;4.1;187
8143;011310 Fresh or chilled fish;2008 August;96.59;96.59;-0.2;-0.2;3.2;3.2;187
8144;011310 Fresh or chilled fish;2008 September;96.41;96.41;-0.2;-0.2;3.6;3.6;187
8145;011310 Fresh or chilled fish;2008 October;95.46;95.46;-1.0;-1.0;2.5;2.5;187
8146;011310 Fresh or chilled fish;2008 November;95.47;95.47;0.0;0.0;2.1;2.1;187
8147;011310 Fresh or chilled fish;2008 December;95.13;95.13;-0.4;-0.4;2.4;2.4;187
8148;011310 Fresh or chilled fish;2008;95.23;95.23;;;1.8;1.8;187
8149;011310 Fresh or chilled fish;2009 January;93.84;93.84;-1.4;-1.4;0.7;0.7;245
8150;011310 Fresh or chilled fish;2009 February;92.91;92.91;-1.0;-1.0;-0.6;-0.6;245
8151;011310 Fresh or chilled fish;2009 March;94.58;94.58;1.8;1.8;-0.4;-0.4;245
8152;011310 Fresh or chilled fish;2009 April;93.82;93.82;-0.8;-0.8;-0.3;-0.3;245
8153;011310 Fresh or chilled fish;2009 May;95.15;95.15;1.4;1.4;0.4;0.4;245
8154;011310 Fresh or chilled fish;2009 June;95.74;95.74;0.6;0.6;-0.8;-0.8;245
8155;011310 Fresh or chilled fish;2009 July;94.92;94.92;-0.9;-0.9;-1.9;-1.9;245
8156;011310 Fresh or chilled fish;2009 August;95.58;95.58;0.7;0.7;-1.0;-1.0;245
8157;011310 Fresh or chilled fish;2009 September;95.92;95.92;0.4;0.4;-0.5;-0.5;245
8158;011310 Fresh or chilled fish;2009 October;94.96;94.96;-1.0;-1.0;-0.5;-0.5;245
8159;011310 Fresh or chilled fish;2009 November;95.72;95.72;0.8;0.8;0.3;0.3;245
8160;011310 Fresh or chilled fish;2009 December;95.95;95.95;0.2;0.2;0.9;0.9;245
8161;011310 Fresh or chilled fish;2009;94.92;94.92;;;-0.3;-0.3;245
8162;011310 Fresh or chilled fish;2010 January;94.28;94.28;-1.7;-1.7;0.5;0.5;252
8163;011310 Fresh or chilled fish;2010 February;95.13;95.13;0.9;0.9;2.4;2.4;252
8164;011310 Fresh or chilled fish;2010 March;95.73;95.73;0.6;0.6;1.2;1.2;252
8165;011310 Fresh or chilled fish;2010 April;95.86;95.86;0.1;0.1;2.2;2.2;252
8166;011310 Fresh or chilled fish;2010 May;95.44;95.44;-0.4;-0.4;0.3;0.3;252
8167;011310 Fresh or chilled fish;2010 June;97.83;97.83;2.5;2.5;2.2;2.2;252
8168;011310 Fresh or chilled fish;2010 July;97.04;97.04;-0.8;-0.8;2.2;2.2;252
8169;011310 Fresh or chilled fish;2010 August;97.25;97.25;0.2;0.2;1.7;1.7;252
8170;011310 Fresh or chilled fish;2010 September;98.77;98.77;1.6;1.6;3.0;3.0;252
8171;011310 Fresh or chilled fish;2010 October;98.29;98.29;-0.5;-0.5;3.5;3.5;252
8172;011310 Fresh or chilled fish;2010 November;98.56;98.56;0.3;0.3;3.0;3.0;252
8173;011310 Fresh or chilled fish;2010 December;98.2;98.2;-0.4;-0.4;2.3;2.3;252
8174;011310 Fresh or chilled fish;2010;96.87;96.87;;;2.1;2.1;252
8175;011310 Fresh or chilled fish;2011 January;97.08;97.08;-1.1;-1.1;3.0;3.0;267
8176;011310 Fresh or chilled fish;2011 February;98.72;98.72;1.7;1.7;3.8;3.8;267
8177;011310 Fresh or chilled fish;2011 March;98.83;98.83;0.1;0.1;3.2;3.2;267
8178;011310 Fresh or chilled fish;2011 April;98.86;98.86;0.0;0.0;3.1;3.1;267
8179;011310 Fresh or chilled fish;2011 May;100.3;100.3;1.5;1.5;5.1;5.1;267
8180;011310 Fresh or chilled fish;2011 June;103.24;103.24;2.9;2.9;5.5;5.5;267
8181;011310 Fresh or chilled fish;2011 July;102.33;102.33;-0.9;-0.9;5.5;5.5;267
8182;011310 Fresh or chilled fish;2011 August;102.1;102.1;-0.2;-0.2;5.0;5.0;267
8183;011310 Fresh or chilled fish;2011 September;101.63;101.63;-0.5;-0.5;2.9;2.9;267
8184;011310 Fresh or chilled fish;2011 October;100.99;100.99;-0.6;-0.6;2.7;2.7;267
8185;011310 Fresh or chilled fish;2011 November;100.45;100.45;-0.5;-0.5;1.9;1.9;267
8186;011310 Fresh or chilled fish;2011 December;101.02;101.02;0.6;0.6;2.9;2.9;267
8187;011310 Fresh or chilled fish;2011;100.46;100.46;;;3.7;3.7;267
8188;011310 Fresh or chilled fish;2012 January;101.3;101.3;0.3;0.3;4.3;4.3;281
8189;011310 Fresh or chilled fish;2012 February;101.02;101.02;-0.3;-0.3;2.3;2.3;281
8190;011310 Fresh or chilled fish;2012 March;101.99;101.99;1.0;1.0;3.2;3.2;281
8191;011310 Fresh or chilled fish;2012 April;102.39;102.39;0.4;0.4;3.6;3.6;281
8192;011310 Fresh or chilled fish;2012 May;102.27;102.27;-0.1;-0.1;2.0;2.0;281
8193;011310 Fresh or chilled fish;2012 June;103.79;103.79;1.5;1.5;0.5;0.5;281
8194;011310 Fresh or chilled fish;2012 July;102.72;102.72;-1.0;-1.0;0.4;0.4;281
8195;011310 Fresh or chilled fish;2012 August;102.19;102.19;-0.5;-0.5;0.1;0.1;281
8196;011310 Fresh or chilled fish;2012 September;100.92;100.92;-1.2;-1.2;-0.7;-0.7;281
8197;011310 Fresh or chilled fish;2012 October;102.73;102.73;1.8;1.8;1.7;1.7;281
8198;011310 Fresh or chilled fish;2012 November;102.97;102.97;0.2;0.2;2.5;2.5;281
8199;011310 Fresh or chilled fish;2012 December;103.09;103.09;0.1;0.1;2.0;2.0;281
8200;011310 Fresh or chilled fish;2012;102.28;102.28;;;1.8;1.8;281
8201;011310 Fresh or chilled fish;2013 January;101.71;101.71;-1.3;-1.3;0.4;0.4;323
8202;011310 Fresh or chilled fish;2013 February;101.58;101.58;-0.1;-0.1;0.6;0.6;323
8203;011310 Fresh or chilled fish;2013 March;102.39;102.39;0.8;0.8;0.4;0.4;323
8204;011310 Fresh or chilled fish;2013 April;101.25;101.25;-1.1;-1.1;-1.1;-1.1;323
8205;011310 Fresh or chilled fish;2013 May;99.04;99.04;-2.2;-2.2;-3.2;-3.2;323
8206;011310 Fresh or chilled fish;2013 June;102.22;102.22;3.2;3.2;-1.5;-1.5;323
8207;011310 Fresh or chilled fish;2013 July;102.74;102.74;0.5;0.5;0.0;0.0;323
8208;011310 Fresh or chilled fish;2013 August;102.78;102.78;0.0;0.0;0.6;0.6;323
8209;011310 Fresh or chilled fish;2013 September;99.9;99.9;-2.8;-2.8;-1.0;-1.0;323
8210;011310 Fresh or chilled fish;2013 October;100.23;100.23;0.3;0.3;-2.4;-2.4;323
8211;011310 Fresh or chilled fish;2013 November;101.94;101.94;1.7;1.7;-1.0;-1.0;323
