ID;Voertuigsoort;KenmerkenVrachtautoSEnTrekkers;BedrijfstakkenBranchesSBI2008;Perioden;AantalVoertuigenInGebruik_1;KilometersNederlandseVoertuigen_2;GemiddeldJaarkilometrage_3
1064;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;M Specialistische zakelijke diensten;2011;680.0;23.2;34101.0
1065;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;N Verhuur en overige zakelijke diensten;2009;2020.0;54.9;27242.0
1066;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;N Verhuur en overige zakelijke diensten;2010;1990.0;54.5;27393.0
1067;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;N Verhuur en overige zakelijke diensten;2011;2000.0;54.6;27297.0
1068;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;O-Q Overheid en zorg;2009;1310.0;23.9;18304.0
1069;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;O-Q Overheid en zorg;2010;1310.0;21.7;16599.0
1070;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;O-Q Overheid en zorg;2011;1300.0;20.6;15869.0
1071;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;O Openbaar bestuur en overheidsdiensten;2009;770.0;11.0;14359.0
1072;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;O Openbaar bestuur en overheidsdiensten;2010;820.0;12.2;14936.0
1073;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;O Openbaar bestuur en overheidsdiensten;2011;830.0;11.0;13156.0
1074;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;P Onderwijs;2009;440.0;11.0;25167.0
1075;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;P Onderwijs;2010;400.0;8.1;20155.0
1076;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;P Onderwijs;2011;390.0;8.1;20946.0
1077;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;Q Gezondheids- en welzijnszorg;2009;100.0;1.8;18584.0
1078;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;Q Gezondheids- en welzijnszorg;2010;90.0;1.4;15870.0
1079;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;Q Gezondheids- en welzijnszorg;2011;70.0;1.5;19890.0
1080;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;R-U Cultuur, recreatie, overige diensten;2009;1090.0;17.6;16145.0
1081;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;R-U Cultuur, recreatie, overige diensten;2010;1110.0;19.9;17988.0
1082;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;R-U Cultuur, recreatie, overige diensten;2011;1090.0;20.6;18803.0
1083;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;R Cultuur, sport en recreatie;2009;870.0;7.9;9105.0
1084;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;R Cultuur, sport en recreatie;2010;880.0;8.9;10173.0
1085;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;R Cultuur, sport en recreatie;2011;860.0;9.8;11385.0
1086;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;S Overige dienstverlening;2009;220.0;9.7;44144.0
1087;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;S Overige dienstverlening;2010;230.0;11.0;47953.0
1088;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;S Overige dienstverlening;2011;230.0;10.7;46515.0
1089;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;SBI-code onbekend;2009;0.0;0.0;0.0
1090;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;SBI-code onbekend;2010;0.0;0.0;0.0
1091;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;SBI-code onbekend;2011;0.0;0.0;0.0
1092;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;A-U Alle economische activiteiten;2009;18330.0;950.8;51862.0
1093;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;A-U Alle economische activiteiten;2010;18590.0;954.7;51364.0
1094;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;A-U Alle economische activiteiten;2011;19430.0;1009.4;51948.0
1095;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;A Landbouw, bosbouw en visserij;2009;520.0;17.3;33125.0
1096;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;A Landbouw, bosbouw en visserij;2010;530.0;18.2;34585.0
1097;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;A Landbouw, bosbouw en visserij;2011;530.0;17.4;33140.0
1098;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;B-E Nijverheid (geen bouw) en energie;2009;2280.0;76.7;33657.0
1099;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;B-E Nijverheid (geen bouw) en energie;2010;2160.0;71.6;33215.0
1100;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;B-E Nijverheid (geen bouw) en energie;2011;2300.0;81.1;35238.0
1101;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;B Delfstoffenwinning;2009;30.0;1.0;29853.0
1102;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;B Delfstoffenwinning;2010;40.0;1.1;30512.0
1103;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;B Delfstoffenwinning;2011;40.0;1.1;32042.0
1104;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;C Industrie;2009;1530.0;46.6;30498.0
1105;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;C Industrie;2010;1420.0;41.8;29568.0
1106;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;C Industrie;2011;1580.0;51.3;32417.0
1107;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;D Energievoorziening;2009;10.0;0.1;26988.0
1108;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;D Energievoorziening;2010;10.0;;
1109;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;D Energievoorziening;2011;10.0;;
1110;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;E Waterbedrijven en afvalbeheer;2009;710.0;29.0;40665.0
1111;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;E Waterbedrijven en afvalbeheer;2010;700.0;28.5;40841.0
1112;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;E Waterbedrijven en afvalbeheer;2011;680.0;28.4;42054.0
1113;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;F Bouwnijverheid;2009;2000.0;74.4;37176.0
1114;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;F Bouwnijverheid;2010;1970.0;73.1;37093.0
1115;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;F Bouwnijverheid;2011;1910.0;70.0;36725.0
1116;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;G-I Handel, vervoer en horeca;2009;12140.0;728.3;59993.0
1117;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;G-I Handel, vervoer en horeca;2010;12510.0;735.7;58809.0
1118;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;G-I Handel, vervoer en horeca;2011;13240.0;787.4;59472.0
1119;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;G Handel;2009;3950.0;168.2;42639.0
1120;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;G Handel;2010;4320.0;168.8;39076.0
1121;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;G Handel;2011;4840.0;190.8;39398.0
1122;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;H Vervoer en opslag;2009;8140.0;557.9;68569.0
1123;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;H Vervoer en opslag;2010;8140.0;564.7;69394.0
1124;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;H Vervoer en opslag;2011;8360.0;595.8;71238.0
1125;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;I Horeca;2009;60.0;2.2;37464.0
1126;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;I Horeca;2010;50.0;2.2;42096.0
1127;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;I Horeca;2011;30.0;0.7;22653.0
1128;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;J Informatie en communicatie;2009;20.0;0.7;37109.0
1129;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;J Informatie en communicatie;2010;20.0;0.8;33265.0
1130;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;J Informatie en communicatie;2011;10.0;;
1131;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;K Financiële dienstverlening;2009;190.0;10.2;53280.0
1132;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;K Financiële dienstverlening;2010;190.0;10.8;57813.0
1133;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;K Financiële dienstverlening;2011;210.0;8.3;40097.0
1134;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;L Verhuur en handel van onroerend goed;2009;40.0;1.3;30684.0
1135;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;L Verhuur en handel van onroerend goed;2010;50.0;2.1;40720.0
1136;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;L Verhuur en handel van onroerend goed;2011;70.0;3.6;50154.0
1137;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;M-N Zakelijke dienstverlening;2009;830.0;32.4;39033.0
1138;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;M-N Zakelijke dienstverlening;2010;840.0;33.6;40091.0
1139;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;M-N Zakelijke dienstverlening;2011;840.0;34.2;40862.0
1140;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;M Specialistische zakelijke diensten;2009;230.0;8.8;38294.0
1141;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;M Specialistische zakelijke diensten;2010;230.0;7.5;32056.0
1142;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;M Specialistische zakelijke diensten;2011;220.0;7.9;35048.0
1143;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;N Verhuur en overige zakelijke diensten;2009;600.0;23.6;39316.0
1144;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;N Verhuur en overige zakelijke diensten;2010;600.0;26.1;43190.0
1145;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;N Verhuur en overige zakelijke diensten;2011;610.0;26.4;42986.0
1146;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;O-Q Overheid en zorg;2009;60.0;1.9;31980.0
1147;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;O-Q Overheid en zorg;2010;70.0;1.7;24439.0
1148;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;O-Q Overheid en zorg;2011;70.0;1.3;17696.0
1149;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;O Openbaar bestuur en overheidsdiensten;2009;20.0;0.4;22099.0
1150;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;O Openbaar bestuur en overheidsdiensten;2010;30.0;0.6;22465.0
1151;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;O Openbaar bestuur en overheidsdiensten;2011;40.0;0.7;19451.0
1152;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;P Onderwijs;2009;20.0;0.4;18026.0
1153;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;P Onderwijs;2010;20.0;0.5;21092.0
1154;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;P Onderwijs;2011;20.0;0.4;17574.0
1155;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;Q Gezondheids- en welzijnszorg;2009;20.0;;
1156;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;Q Gezondheids- en welzijnszorg;2010;20.0;;
1157;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;Q Gezondheids- en welzijnszorg;2011;20.0;;
1158;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;R-U Cultuur, recreatie, overige diensten;2009;250.0;7.7;30648.0
1159;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;R-U Cultuur, recreatie, overige diensten;2010;260.0;7.1;28004.0
1160;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;R-U Cultuur, recreatie, overige diensten;2011;260.0;5.9;22871.0
1161;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;R Cultuur, sport en recreatie;2009;190.0;3.4;18218.0
1162;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;R Cultuur, sport en recreatie;2010;190.0;3.4;17659.0
1163;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;R Cultuur, sport en recreatie;2011;200.0;2.6;13383.0
1164;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;S Overige dienstverlening;2009;60.0;4.2;68540.0
1165;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;S Overige dienstverlening;2010;70.0;3.8;58242.0
1166;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;S Overige dienstverlening;2011;60.0;3.3;52388.0
1167;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;SBI-code onbekend;2009;0.0;0.0;0.0
1168;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;SBI-code onbekend;2010;0.0;0.0;0.0
1169;Vrachtauto's en trekkers;Laadvermogen: 18000 kg tot 40000 kg;SBI-code onbekend;2011;0.0;0.0;0.0
1170;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;A-U Alle economische activiteiten;2009;70440.0;6213.0;88206.0
1171;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;A-U Alle economische activiteiten;2010;66820.0;6005.3;89874.0
1172;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;A-U Alle economische activiteiten;2011;66260.0;6023.4;90902.0
1173;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;A Landbouw, bosbouw en visserij;2009;1240.0;85.6;69276.0
1174;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;A Landbouw, bosbouw en visserij;2010;1280.0;90.2;70258.0
1175;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;A Landbouw, bosbouw en visserij;2011;1320.0;90.9;68685.0
1176;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;B-E Nijverheid (geen bouw) en energie;2009;2660.0;172.7;65052.0
1177;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;B-E Nijverheid (geen bouw) en energie;2010;2550.0;163.9;64259.0
1178;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;B-E Nijverheid (geen bouw) en energie;2011;2600.0;165.4;63653.0
1179;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;B Delfstoffenwinning;2009;60.0;2.5;44245.0
1180;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;B Delfstoffenwinning;2010;50.0;2.5;54244.0
1181;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;B Delfstoffenwinning;2011;50.0;2.5;52647.0
1182;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;C Industrie;2009;2100.0;133.3;63626.0
1183;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;C Industrie;2010;1990.0;123.1;61848.0
1184;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;C Industrie;2011;2050.0;123.8;60379.0
1185;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;D Energievoorziening;2009;10.0;0.1;13223.0
1186;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;D Energievoorziening;2010;10.0;0.3;33857.0
1187;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;D Energievoorziening;2011;10.0;0.2;16971.0
1188;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;E Waterbedrijven en afvalbeheer;2009;500.0;36.8;74385.0
1189;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;E Waterbedrijven en afvalbeheer;2010;500.0;37.9;75259.0
1190;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;E Waterbedrijven en afvalbeheer;2011;490.0;38.9;79494.0
1191;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;F Bouwnijverheid;2009;1470.0;68.4;46487.0
1192;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;F Bouwnijverheid;2010;1510.0;70.5;46613.0
1193;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;F Bouwnijverheid;2011;1520.0;72.8;47798.0
1194;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;G-I Handel, vervoer en horeca;2009;61230.0;5649.6;92263.0
1195;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;G-I Handel, vervoer en horeca;2010;57760.0;5436.4;94116.0
1196;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;G-I Handel, vervoer en horeca;2011;57300.0;5470.6;95481.0
1197;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;G Handel;2009;11750.0;815.6;69437.0
1198;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;G Handel;2010;10690.0;693.6;64877.0
1199;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;G Handel;2011;9770.0;672.0;68791.0
1200;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;H Vervoer en opslag;2009;49420.0;4830.3;97743.0
1201;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;H Vervoer en opslag;2010;47010.0;4739.6;100823.0
1202;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;H Vervoer en opslag;2011;47460.0;4796.8;101063.0
1203;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;I Horeca;2009;70.0;3.7;53579.0
1204;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;I Horeca;2010;60.0;3.2;51315.0
1205;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;I Horeca;2011;60.0;1.7;27698.0
1206;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;J Informatie en communicatie;2009;10.0;0.4;27249.0
1207;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;J Informatie en communicatie;2010;20.0;0.8;39997.0
1208;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;J Informatie en communicatie;2011;20.0;0.5;31147.0
1209;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;K Financiële dienstverlening;2009;700.0;55.6;78970.0
1210;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;K Financiële dienstverlening;2010;650.0;57.5;88029.0
1211;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;K Financiële dienstverlening;2011;650.0;53.4;82219.0
1212;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;L Verhuur en handel van onroerend goed;2009;220.0;17.4;79305.0
1213;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;L Verhuur en handel van onroerend goed;2010;170.0;13.6;79917.0
1214;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;L Verhuur en handel van onroerend goed;2011;160.0;12.6;81442.0
1215;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;M-N Zakelijke dienstverlening;2009;2300.0;142.5;61878.0
1216;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;M-N Zakelijke dienstverlening;2010;2230.0;151.0;67694.0
1217;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;M-N Zakelijke dienstverlening;2011;2070.0;133.8;64496.0
1218;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;M Specialistische zakelijke diensten;2009;580.0;42.3;73313.0
1219;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;M Specialistische zakelijke diensten;2010;550.0;36.6;66215.0
1220;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;M Specialistische zakelijke diensten;2011;470.0;29.6;63178.0
1221;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;N Verhuur en overige zakelijke diensten;2009;1730.0;100.2;58055.0
1222;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;N Verhuur en overige zakelijke diensten;2010;1680.0;114.5;68180.0
1223;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;N Verhuur en overige zakelijke diensten;2011;1610.0;104.2;64880.0
1224;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;O-Q Overheid en zorg;2009;140.0;6.7;48060.0
1225;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;O-Q Overheid en zorg;2010;130.0;4.9;38462.0
1226;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;O-Q Overheid en zorg;2011;120.0;4.7;40873.0
1227;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;O Openbaar bestuur en overheidsdiensten;2009;10.0;0.0;5480.0
1228;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;O Openbaar bestuur en overheidsdiensten;2010;10.0;;
1229;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;O Openbaar bestuur en overheidsdiensten;2011;10.0;0.0;9541.0
1230;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;P Onderwijs;2009;100.0;3.8;40098.0
1231;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;P Onderwijs;2010;100.0;4.0;39630.0
1232;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;P Onderwijs;2011;90.0;3.6;38872.0
1233;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;Q Gezondheids- en welzijnszorg;2009;40.0;2.8;73774.0
1234;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;Q Gezondheids- en welzijnszorg;2010;20.0;0.9;42357.0
1235;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;Q Gezondheids- en welzijnszorg;2011;20.0;1.1;58807.0
1236;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;R-U Cultuur, recreatie, overige diensten;2009;470.0;14.3;30713.0
1237;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;R-U Cultuur, recreatie, overige diensten;2010;510.0;16.5;32458.0
1238;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;R-U Cultuur, recreatie, overige diensten;2011;510.0;18.7;36533.0
1239;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;R Cultuur, sport en recreatie;2009;380.0;9.3;24714.0
1240;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;R Cultuur, sport en recreatie;2010;420.0;10.8;25574.0
1241;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;R Cultuur, sport en recreatie;2011;420.0;11.5;27778.0
1242;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;S Overige dienstverlening;2009;90.0;5.0;55711.0
1243;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;S Overige dienstverlening;2010;90.0;5.7;65771.0
1244;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;S Overige dienstverlening;2011;100.0;7.2;73607.0
1245;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;SBI-code onbekend;2009;0.0;0.0;0.0
1246;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;SBI-code onbekend;2010;0.0;0.0;0.0
1247;Vrachtauto's en trekkers;Laadvermogen: 40000 kg of meer;SBI-code onbekend;2011;0.0;0.0;0.0
1248;Vrachtauto's en trekkers;Laadvermogen: onbekend;A-U Alle economische activiteiten;2009;200.0;3.6;17998.0
1249;Vrachtauto's en trekkers;Laadvermogen: onbekend;A-U Alle economische activiteiten;2010;190.0;2.7;14511.0
1250;Vrachtauto's en trekkers;Laadvermogen: onbekend;A-U Alle economische activiteiten;2011;170.0;2.6;15509.0
1251;Vrachtauto's en trekkers;Laadvermogen: onbekend;A Landbouw, bosbouw en visserij;2009;0.0;;
1252;Vrachtauto's en trekkers;Laadvermogen: onbekend;A Landbouw, bosbouw en visserij;2010;10.0;;
1253;Vrachtauto's en trekkers;Laadvermogen: onbekend;A Landbouw, bosbouw en visserij;2011;0.0;;
1254;Vrachtauto's en trekkers;Laadvermogen: onbekend;B-E Nijverheid (geen bouw) en energie;2009;20.0;;
1255;Vrachtauto's en trekkers;Laadvermogen: onbekend;B-E Nijverheid (geen bouw) en energie;2010;10.0;;
1256;Vrachtauto's en trekkers;Laadvermogen: onbekend;B-E Nijverheid (geen bouw) en energie;2011;10.0;;
