ID;EnterprisesByActivitySIC93;Periods;RealisationIncreased_1;RealisationRemainedTheSame_2;RealisationDecreased_3;RealisationBalance_4;ForecastIncrease_5;ForecastRemainTheSame_6;ForecastDecrease_7;ForecastBalance_8;CapacityUtilisation_9;CapacityTooLarge_10;CapacitySatisfactory_11;CapacityTooSmall_12;CapacityBalance_13;NoObstaclesToProduction_14;ObstaclesBecauseOfInsufficientDemand_15;ObstaclesBecauseOfLabourShortage_16;ObstaclesTechnCapAndOrMaterials_17;OtherObstacles_18;OrdersReceivedIncreased_19;OrdersReceivedRemainedTheSame_20;OrdersReceivedDecreased_21;OrdersReceivedBalance_22;DomesticOrdersIncreased_23;DomesticOrdersRemainedTheSame_24;DomesticOrdersDecreased_25;DomesticOrdersBalance_26;ForeignOrdersIncreased_27;ForeignOrdersRemainedTheSame_28;ForeignOrdersDecreased_29;ForeignOrdersBalance_30;OrdersReceivedLarge_31;OrdersReceivedNormal_32;OrdersReceivedSmall_33;OrdersReceivedBalance_34;Index_35;OrderPositionLarge_36;OrderPositionNormal_37;OrderPositionSmall_38;OrderPositionBalance_39;ForeignOrderPositionLarge_40;ForeignOrderPositionNormal_41;ForeignOrderPositionSmall_42;ForeignOrderPositionBalance_43;SalesPricesRise_44;SalesPricesRemainTheSame_45;SalesPricesFall_46;SalesPricesBalance_47;StocksFinalProductsTooLarge_48;StocksFinalProductsSufficient_49;StocksFinalProductsTooSmall_50;StocksFinalProductsBalance_51;CompetitivePositionImproved_52;CompetitivePositionRemainedTheSame_53;CompetitivePositionDeclined_54;CompetitivePositionBalance_55;CompetitivePositionImproved_56;CompetitivePositionRemainedTheSame_57;CompetitivePositionDeclined_58;CompetitivePositionBalance_59;CompetitivePositionImproved_60;CompetitivePositionRemainedTheSame_61;CompetitivePositionDeclined_62;CompetitivePositionBalance_63;ForeignSalesIncrease_64;ForeignSalesRemainTheSame_65;ForeignSalesDecrease_66;ForeignSalesBalance_67;NumberOfEmployeesIncrease_68;NumberOfEmployeesRemainTheSame_69;NumberOfEmployeesDecrease_70;Balance_71;RealisationProduction_72;ForecastProduction_73;OpinionOnProductionCapacity_74;TotalOrdersReceived_75;DomesticOrders_76;ForeignOrders_77;OpinionOnOrdersReceived_78;TotalOrderPosition_79;ForeignOrderPosition_80;SalesPrices_81;StocksFinalProducts_82;DutchMarket_83;InsideTheEU_84;OutsideTheEU_85;ForeignSales_86;NumberOfEmployees_87
3689;Textiles, clothing and leather;2000 October;16.0;79.0;5.0;11.0;19.0;71.0;10.0;9.0;84.9;2.0;91.0;7.0;-5.0;80.0;5.0;7.0;5.0;3.0;21.0;71.0;8.0;13.0;18.0;69.0;13.0;5.0;20.0;76.0;4.0;16.0;5.0;86.0;9.0;-4.0;98.0;12.0;80.0;8.0;4.0;12.0;83.0;5.0;7.0;23.0;76.0;1.0;22.0;19.0;75.0;6.0;13.0;5.0;85.0;10.0;-5.0;10.0;81.0;9.0;1.0;3.0;92.0;5.0;-2.0;15.0;80.0;5.0;10.0;9.0;80.0;11.0;-2.0;11.0;9.0;-5.0;13.0;5.0;16.0;-4.0;4.0;7.0;22.0;13.0;-5.0;1.0;-2.0;10.0;-2.0
3690;Textiles, clothing and leather;2000 November;11.0;85.0;4.0;7.0;9.0;85.0;6.0;3.0;;;;;;;;;;;16.0;71.0;13.0;3.0;14.0;75.0;11.0;3.0;12.0;76.0;12.0;0.0;6.0;86.0;8.0;-2.0;97.4;7.0;87.0;6.0;1.0;11.0;83.0;6.0;5.0;23.0;72.0;5.0;18.0;18.0;75.0;7.0;11.0;0.0;;;;;;;;;;;;;;;;9.0;80.0;11.0;-2.0;7.0;3.0;;3.0;3.0;0.0;-2.0;1.0;5.0;18.0;11.0;;;;;-2.0
3691;Textiles, clothing and leather;2000 December;13.0;81.0;6.0;7.0;14.0;77.0;9.0;5.0;;;;;;;;;;;19.0;69.0;12.0;7.0;20.0;69.0;11.0;9.0;17.0;64.0;19.0;-2.0;10.0;87.0;3.0;7.0;97.8;9.0;87.0;4.0;5.0;9.0;84.0;7.0;2.0;34.0;63.0;3.0;31.0;20.0;75.0;5.0;15.0;0.0;;;;;;;;;;;;;;;;9.0;79.0;12.0;-3.0;7.0;5.0;;7.0;9.0;-2.0;7.0;5.0;2.0;31.0;15.0;;;;;-3.0
3692;Textiles, clothing and leather;2001 January;11.0;70.0;19.0;-8.0;15.0;80.0;5.0;10.0;83.8;7.0;90.0;3.0;4.0;80.0;8.0;5.0;3.0;4.0;15.0;70.0;15.0;0.0;14.0;69.0;17.0;-3.0;13.0;74.0;13.0;0.0;10.0;81.0;9.0;1.0;98.3;11.0;85.0;4.0;7.0;11.0;84.0;5.0;6.0;36.0;57.0;7.0;29.0;22.0;77.0;1.0;21.0;6.0;82.0;12.0;-6.0;12.0;81.0;7.0;5.0;9.0;88.0;3.0;6.0;18.0;75.0;7.0;11.0;9.0;79.0;12.0;-3.0;-8.0;10.0;4.0;0.0;-3.0;0.0;1.0;7.0;6.0;29.0;21.0;-6.0;5.0;6.0;11.0;-3.0
3693;Textiles, clothing and leather;2001 February;11.0;77.0;12.0;-1.0;20.0;73.0;7.0;13.0;;;;;;;;;;;15.0;68.0;17.0;-2.0;14.0;66.0;20.0;-6.0;13.0;68.0;19.0;-6.0;11.0;73.0;16.0;-5.0;97.0;14.0;77.0;9.0;5.0;13.0;79.0;8.0;5.0;20.0;74.0;6.0;14.0;21.0;75.0;4.0;17.0;;;;;;;;;;;;;;;;;13.0;75.0;12.0;1.0;-1.0;13.0;;-2.0;-6.0;-6.0;-5.0;5.0;5.0;14.0;17.0;;;;;1.0
3694;Textiles, clothing and leather;2001 March;12.0;77.0;11.0;1.0;10.0;82.0;8.0;2.0;;;;;;;;;;;11.0;74.0;15.0;-4.0;12.0;65.0;23.0;-11.0;12.0;78.0;10.0;2.0;9.0;78.0;13.0;-4.0;96.9;10.0;80.0;10.0;0.0;10.0;80.0;10.0;0.0;16.0;81.0;3.0;13.0;20.0;73.0;7.0;13.0;;;;;;;;;;;;;;;;;17.0;72.0;11.0;6.0;1.0;2.0;;-4.0;-11.0;2.0;-4.0;0.0;0.0;13.0;13.0;;;;;6.0
3695;Textiles, clothing and leather;2001 April;18.0;69.0;13.0;5.0;14.0;75.0;11.0;3.0;83.6;13.0;82.0;5.0;8.0;83.0;7.0;5.0;2.0;3.0;20.0;67.0;13.0;7.0;15.0;68.0;17.0;-2.0;24.0;66.0;10.0;14.0;13.0;75.0;12.0;1.0;99.2;16.0;73.0;11.0;5.0;19.0;72.0;9.0;10.0;9.0;88.0;3.0;6.0;19.0;69.0;12.0;7.0;4.0;91.0;5.0;-1.0;6.0;88.0;6.0;0.0;7.0;83.0;10.0;-3.0;23.0;67.0;10.0;13.0;21.0;68.0;11.0;10.0;5.0;3.0;8.0;7.0;-2.0;14.0;1.0;5.0;10.0;6.0;7.0;-1.0;0.0;-3.0;13.0;10.0
3696;Textiles, clothing and leather;2001 May;9.0;81.0;10.0;-1.0;16.0;77.0;7.0;9.0;;;;;;;;;;;17.0;71.0;12.0;5.0;17.0;70.0;13.0;4.0;16.0;70.0;14.0;2.0;9.0;78.0;13.0;-4.0;101.2;13.0;74.0;13.0;0.0;16.0;74.0;10.0;6.0;9.0;88.0;3.0;6.0;22.0;70.0;8.0;14.0;;;;;;;;;;;;;;;;;17.0;69.0;14.0;3.0;-1.0;9.0;;5.0;4.0;2.0;-4.0;0.0;6.0;6.0;14.0;;;;;3.0
3697;Textiles, clothing and leather;2001 June;8.0;86.0;6.0;2.0;9.0;78.0;13.0;-4.0;;;;;;;;;;;15.0;72.0;13.0;2.0;16.0;74.0;10.0;6.0;12.0;71.0;17.0;-5.0;7.0;78.0;15.0;-8.0;100.2;12.0;78.0;10.0;2.0;13.0;75.0;12.0;1.0;10.0;88.0;2.0;8.0;24.0;72.0;4.0;20.0;;;;;;;;;;;;;;;;;12.0;71.0;17.0;-5.0;2.0;-4.0;;2.0;6.0;-5.0;-8.0;2.0;1.0;8.0;20.0;;;;;-5.0
3698;Textiles, clothing and leather;2001 July;13.0;77.0;10.0;3.0;6.0;83.0;11.0;-5.0;83.9;10.0;88.0;2.0;8.0;86.0;5.0;6.0;1.0;2.0;12.0;70.0;18.0;-6.0;10.0;69.0;21.0;-11.0;16.0;69.0;15.0;1.0;8.0;78.0;14.0;-6.0;99.6;9.0;78.0;13.0;-4.0;10.0;76.0;14.0;-4.0;6.0;92.0;2.0;4.0;20.0;76.0;4.0;16.0;2.0;89.0;9.0;-7.0;5.0;83.0;12.0;-7.0;8.0;83.0;9.0;-1.0;13.0;75.0;12.0;1.0;8.0;72.0;20.0;-12.0;3.0;-5.0;8.0;-6.0;-11.0;1.0;-6.0;-4.0;-4.0;4.0;16.0;-7.0;-7.0;-1.0;1.0;-12.0
3699;Textiles, clothing and leather;2001 August;10.0;76.0;14.0;-4.0;11.0;85.0;4.0;7.0;;;;;;;;;;;10.0;75.0;15.0;-5.0;9.0;80.0;11.0;-2.0;11.0;69.0;20.0;-9.0;4.0;79.0;17.0;-13.0;98.5;6.0;83.0;11.0;-5.0;10.0;78.0;12.0;-2.0;5.0;95.0;0.0;5.0;22.0;72.0;6.0;16.0;;;;;;;;;;;;;;;;;7.0;72.0;21.0;-14.0;-4.0;7.0;;-5.0;-2.0;-9.0;-13.0;-5.0;-2.0;5.0;16.0;;;;;-14.0
3700;Textiles, clothing and leather;2001 September;12.0;69.0;19.0;-7.0;24.0;72.0;4.0;20.0;;;;;;;;;;;14.0;70.0;16.0;-2.0;17.0;71.0;12.0;5.0;8.0;75.0;17.0;-9.0;4.0;84.0;12.0;-8.0;98.2;7.0;83.0;10.0;-3.0;11.0;78.0;11.0;0.0;14.0;84.0;2.0;12.0;21.0;73.0;6.0;15.0;;;;;;;;;;;;;;;;;5.0;74.0;21.0;-16.0;-7.0;20.0;;-2.0;5.0;-9.0;-8.0;-3.0;0.0;12.0;15.0;;;;;-16.0
3701;Textiles, clothing and leather;2001 October;14.0;72.0;14.0;0.0;10.0;84.0;6.0;4.0;82.9;11.0;87.0;2.0;9.0;83.0;7.0;5.0;2.0;3.0;11.0;70.0;19.0;-8.0;11.0;71.0;18.0;-7.0;11.0;63.0;26.0;-15.0;4.0;72.0;24.0;-20.0;95.7;4.0;76.0;20.0;-16.0;8.0;79.0;13.0;-5.0;9.0;89.0;2.0;7.0;21.0;72.0;7.0;14.0;3.0;89.0;8.0;-5.0;3.0;85.0;12.0;-9.0;2.0;90.0;8.0;-6.0;12.0;74.0;14.0;-2.0;4.0;74.0;22.0;-18.0;0.0;4.0;9.0;-8.0;-7.0;-15.0;-20.0;-16.0;-5.0;7.0;14.0;-5.0;-9.0;-6.0;-2.0;-18.0
3702;Textiles, clothing and leather;2001 November;15.0;69.0;16.0;-1.0;5.0;86.0;9.0;-4.0;;;;;;;;;;;15.0;72.0;13.0;2.0;14.0;77.0;9.0;5.0;13.0;68.0;19.0;-6.0;7.0;76.0;17.0;-10.0;95.7;5.0;80.0;15.0;-10.0;6.0;76.0;18.0;-12.0;14.0;79.0;7.0;7.0;21.0;74.0;5.0;16.0;;;;;;;;;;;;;;;;;4.0;74.0;22.0;-18.0;-1.0;-4.0;;2.0;5.0;-6.0;-10.0;-10.0;-12.0;7.0;16.0;;;;;-18.0
3703;Textiles, clothing and leather;2001 December;13.0;68.0;19.0;-6.0;6.0;82.0;12.0;-6.0;;;;;;;;;;;14.0;69.0;17.0;-3.0;12.0;71.0;17.0;-5.0;10.0;73.0;17.0;-7.0;8.0;72.0;20.0;-12.0;95.4;6.0;74.0;20.0;-14.0;7.0;68.0;25.0;-18.0;15.0;78.0;7.0;8.0;18.0;77.0;5.0;13.0;;;;;;;;;;;;;;;;;3.0;76.0;21.0;-18.0;-6.0;-6.0;;-3.0;-5.0;-7.0;-12.0;-14.0;-18.0;8.0;13.0;;;;;-18.0
3704;Textiles, clothing and leather;2002 January;8.0;74.0;18.0;-10.0;11.0;80.0;9.0;2.0;82.7;8.0;85.0;7.0;1.0;81.0;10.0;2.0;2.0;5.0;6.0;75.0;19.0;-13.0;2.0;80.0;18.0;-16.0;8.0;69.0;23.0;-15.0;8.0;74.0;18.0;-10.0;94.2;7.0;74.0;19.0;-12.0;8.0;67.0;25.0;-17.0;14.0;81.0;5.0;9.0;17.0;80.0;3.0;14.0;7.0;85.0;8.0;-1.0;6.0;84.0;10.0;-4.0;4.0;88.0;8.0;-4.0;9.0;80.0;11.0;-2.0;3.0;76.0;21.0;-18.0;-10.0;2.0;1.0;-13.0;-16.0;-15.0;-10.0;-12.0;-17.0;9.0;14.0;-1.0;-4.0;-4.0;-2.0;-18.0
3705;Textiles, clothing and leather;2002 February;18.0;69.0;13.0;5.0;18.0;74.0;8.0;10.0;;;;;;;;;;;25.0;61.0;14.0;11.0;18.0;68.0;14.0;4.0;29.0;58.0;13.0;16.0;9.0;75.0;16.0;-7.0;99.9;9.0;79.0;12.0;-3.0;10.0;76.0;14.0;-4.0;8.0;85.0;7.0;1.0;17.0;80.0;3.0;14.0;;;;;;;;;;;;;;;;;3.0;77.0;20.0;-17.0;5.0;10.0;;11.0;4.0;16.0;-7.0;-3.0;-4.0;1.0;14.0;;;;;-17.0
3706;Textiles, clothing and leather;2002 March;15.0;75.0;10.0;5.0;14.0;75.0;11.0;3.0;;;;;;;;;;;13.0;72.0;15.0;-2.0;9.0;78.0;13.0;-4.0;11.0;68.0;21.0;-10.0;7.0;78.0;15.0;-8.0;98.2;6.0;78.0;16.0;-10.0;7.0;74.0;19.0;-12.0;5.0;88.0;7.0;-2.0;18.0;80.0;2.0;16.0;;;;;;;;;;;;;;;;;3.0;78.0;19.0;-16.0;5.0;3.0;;-2.0;-4.0;-10.0;-8.0;-10.0;-12.0;-2.0;16.0;;;;;-16.0
3707;Textiles, clothing and leather;2002 April;16.0;72.0;12.0;4.0;19.0;65.0;16.0;3.0;82.6;5.0;92.0;3.0;2.0;78.0;10.0;2.0;3.0;7.0;19.0;63.0;18.0;1.0;16.0;66.0;18.0;-2.0;25.0;57.0;18.0;7.0;6.0;78.0;16.0;-10.0;97.6;5.0;76.0;19.0;-14.0;5.0;75.0;20.0;-15.0;6.0;89.0;5.0;1.0;17.0;81.0;2.0;15.0;8.0;80.0;12.0;-4.0;6.0;79.0;15.0;-9.0;11.0;81.0;8.0;3.0;23.0;68.0;9.0;14.0;3.0;79.0;18.0;-15.0;4.0;3.0;2.0;1.0;-2.0;7.0;-10.0;-14.0;-15.0;1.0;15.0;-4.0;-9.0;3.0;14.0;-15.0
3708;Textiles, clothing and leather;2002 May;16.0;64.0;20.0;-4.0;20.0;65.0;15.0;5.0;;;;;;;;;;;13.0;61.0;26.0;-13.0;11.0;68.0;21.0;-10.0;14.0;52.0;34.0;-20.0;7.0;73.0;20.0;-13.0;95.7;9.0;69.0;22.0;-13.0;8.0;75.0;17.0;-9.0;15.0;81.0;4.0;11.0;18.0;79.0;3.0;15.0;;;;;;;;;;;;;;;;;5.0;70.0;25.0;-20.0;-4.0;5.0;;-13.0;-10.0;-20.0;-13.0;-13.0;-9.0;11.0;15.0;;;;;-20.0
3709;Textiles, clothing and leather;2002 June;16.0;68.0;16.0;0.0;10.0;74.0;16.0;-6.0;;;;;;;;;;;17.0;58.0;25.0;-8.0;18.0;63.0;19.0;-1.0;14.0;58.0;28.0;-14.0;5.0;72.0;23.0;-18.0;94.0;6.0;72.0;22.0;-16.0;9.0;70.0;21.0;-12.0;10.0;90.0;0.0;10.0;21.0;76.0;3.0;18.0;;;;;;;;;;;;;;;;;6.0;63.0;31.0;-25.0;0.0;-6.0;;-8.0;-1.0;-14.0;-18.0;-16.0;-12.0;10.0;18.0;;;;;-25.0
3710;Textiles, clothing and leather;2002 July;12.0;68.0;20.0;-8.0;7.0;78.0;15.0;-8.0;82.7;8.0;87.0;5.0;3.0;80.0;10.0;4.0;1.0;5.0;21.0;61.0;18.0;3.0;24.0;59.0;17.0;7.0;23.0;57.0;20.0;3.0;3.0;73.0;24.0;-21.0;94.0;3.0;76.0;21.0;-18.0;6.0;70.0;22.0;-16.0;15.0;79.0;6.0;9.0;19.0;76.0;5.0;14.0;4.0;86.0;10.0;-6.0;1.0;85.0;14.0;-13.0;4.0;84.0;12.0;-8.0;21.0;64.0;15.0;6.0;4.0;77.0;19.0;-15.0;-8.0;-8.0;3.0;3.0;7.0;3.0;-21.0;-18.0;-16.0;9.0;14.0;-6.0;-13.0;-8.0;6.0;-15.0
3711;Textiles, clothing and leather;2002 August;4.0;81.0;15.0;-11.0;15.0;79.0;6.0;9.0;;;;;;;;;;;14.0;67.0;19.0;-5.0;17.0;60.0;23.0;-6.0;16.0;62.0;22.0;-6.0;4.0;71.0;25.0;-21.0;94.0;6.0;71.0;23.0;-17.0;5.0;72.0;21.0;-16.0;16.0;81.0;3.0;13.0;18.0;74.0;8.0;10.0;;;;;;;;;;;;;;;;;6.0;76.0;18.0;-12.0;-11.0;9.0;;-5.0;-6.0;-6.0;-21.0;-17.0;-16.0;13.0;10.0;;;;;-12.0
3712;Textiles, clothing and leather;2002 September;9.0;80.0;11.0;-2.0;17.0;77.0;6.0;11.0;;;;;;;;;;;18.0;55.0;27.0;-9.0;13.0;63.0;24.0;-11.0;20.0;51.0;29.0;-9.0;5.0;73.0;22.0;-17.0;92.4;5.0;72.0;23.0;-18.0;4.0;75.0;19.0;-15.0;21.0;78.0;1.0;20.0;17.0;76.0;7.0;10.0;;;;;;;;;;;;;;;;;2.0;78.0;20.0;-18.0;-2.0;11.0;;-9.0;-11.0;-9.0;-17.0;-18.0;-15.0;20.0;10.0;;;;;-18.0
3713;Textiles, clothing and leather;2002 October;13.0;78.0;9.0;4.0;9.0;71.0;20.0;-11.0;82.5;9.0;86.0;5.0;4.0;78.0;15.0;1.0;1.0;5.0;17.0;68.0;15.0;2.0;15.0;69.0;16.0;-1.0;16.0;70.0;14.0;2.0;10.0;68.0;22.0;-12.0;91.8;6.0;72.0;22.0;-16.0;7.0;72.0;19.0;-12.0;9.0;90.0;1.0;8.0;15.0;79.0;6.0;9.0;1.0;90.0;9.0;-8.0;5.0;84.0;11.0;-6.0;2.0;93.0;5.0;-3.0;13.0;75.0;12.0;1.0;2.0;77.0;21.0;-19.0;4.0;-11.0;4.0;2.0;-1.0;2.0;-12.0;-16.0;-12.0;8.0;9.0;-8.0;-6.0;-3.0;1.0;-19.0
3714;Textiles, clothing and leather;2002 November;16.0;65.0;19.0;-3.0;8.0;73.0;19.0;-11.0;;;;;;;;;;;17.0;56.0;27.0;-10.0;15.0;62.0;23.0;-8.0;12.0;58.0;30.0;-18.0;4.0;72.0;24.0;-20.0;90.7;5.0;72.0;23.0;-18.0;6.0;70.0;22.0;-16.0;14.0;85.0;1.0;13.0;17.0;77.0;6.0;11.0;;;;;;;;;;;;;;;;;3.0;80.0;17.0;-14.0;-3.0;-11.0;;-10.0;-8.0;-18.0;-20.0;-18.0;-16.0;13.0;11.0;;;;;-14.0
3715;Textiles, clothing and leather;2002 December;7.0;79.0;14.0;-7.0;6.0;77.0;17.0;-11.0;;;;;;;;;;;12.0;70.0;18.0;-6.0;6.0;71.0;23.0;-17.0;17.0;64.0;19.0;-2.0;3.0;76.0;21.0;-18.0;88.7;3.0;73.0;24.0;-21.0;5.0;70.0;23.0;-18.0;17.0;77.0;6.0;11.0;19.0;76.0;5.0;14.0;;;;;;;;;;;;;;;;;4.0;77.0;19.0;-15.0;-7.0;-11.0;;-6.0;-17.0;-2.0;-18.0;-21.0;-18.0;11.0;14.0;;;;;-15.0
3716;Textiles, clothing and leather;2003 January;7.0;81.0;12.0;-5.0;20.0;68.0;12.0;8.0;82.1;12.0;83.0;5.0;7.0;82.0;15.0;0.0;0.0;3.0;14.0;69.0;17.0;-3.0;9.0;72.0;19.0;-10.0;17.0;68.0;15.0;2.0;4.0;74.0;22.0;-18.0;89.5;3.0;76.0;21.0;-18.0;7.0;70.0;21.0;-14.0;27.0;70.0;3.0;24.0;19.0;77.0;4.0;15.0;5.0;86.0;9.0;-4.0;4.0;87.0;9.0;-5.0;6.0;91.0;3.0;3.0;20.0;75.0;5.0;15.0;2.0;83.0;15.0;-13.0;-5.0;8.0;7.0;-3.0;-10.0;2.0;-18.0;-18.0;-14.0;24.0;15.0;-4.0;-5.0;3.0;15.0;-13.0
3717;Textiles, clothing and leather;2003 February;19.0;71.0;10.0;9.0;20.0;64.0;16.0;4.0;;;;;;;;;;;21.0;61.0;18.0;3.0;10.0;65.0;25.0;-15.0;29.0;54.0;17.0;12.0;8.0;69.0;23.0;-15.0;89.6;4.0;77.0;19.0;-15.0;9.0;69.0;20.0;-11.0;10.0;85.0;5.0;5.0;17.0;78.0;5.0;12.0;;;;;;;;;;;;;;;;;4.0;77.0;19.0;-15.0;9.0;4.0;;3.0;-15.0;12.0;-15.0;-15.0;-11.0;5.0;12.0;;;;;-15.0
3718;Textiles, clothing and leather;2003 March;10.0;70.0;20.0;-10.0;12.0;71.0;17.0;-5.0;;;;;;;;;;;14.0;57.0;29.0;-15.0;5.0;70.0;25.0;-20.0;18.0;50.0;32.0;-14.0;3.0;67.0;30.0;-27.0;88.5;6.0;65.0;29.0;-23.0;7.0;60.0;31.0;-24.0;7.0;85.0;8.0;-1.0;19.0;76.0;5.0;14.0;;;;;;;;;;;;;;;;;4.0;71.0;25.0;-21.0;-10.0;-5.0;;-15.0;-20.0;-14.0;-27.0;-23.0;-24.0;-1.0;14.0;;;;;-21.0
3719;Textiles, clothing and leather;2003 April;6.0;71.0;23.0;-17.0;17.0;73.0;10.0;7.0;80.3;11.0;84.0;5.0;6.0;81.0;16.0;0.0;1.0;2.0;8.0;63.0;29.0;-21.0;7.0;63.0;30.0;-23.0;8.0;66.0;26.0;-18.0;2.0;64.0;34.0;-32.0;86.4;4.0;63.0;33.0;-29.0;7.0;59.0;32.0;-25.0;13.0;83.0;4.0;9.0;18.0;75.0;7.0;11.0;2.0;92.0;6.0;-4.0;7.0;89.0;4.0;3.0;6.0;88.0;6.0;0.0;19.0;73.0;8.0;11.0;3.0;68.0;29.0;-26.0;-17.0;7.0;6.0;-21.0;-23.0;-18.0;-32.0;-29.0;-25.0;9.0;11.0;-4.0;3.0;0.0;11.0;-26.0
3720;Textiles, clothing and leather;2003 May;4.0;77.0;19.0;-15.0;9.0;73.0;18.0;-9.0;;;;;;;;;;;8.0;69.0;23.0;-15.0;9.0;71.0;20.0;-11.0;6.0;68.0;26.0;-20.0;2.0;65.0;33.0;-31.0;85.9;3.0;63.0;34.0;-31.0;7.0;59.0;32.0;-25.0;7.0;90.0;3.0;4.0;18.0;75.0;7.0;11.0;;;;;;;;;;;;;;;;;2.0;78.0;20.0;-18.0;-15.0;-9.0;;-15.0;-11.0;-20.0;-31.0;-31.0;-25.0;4.0;11.0;;;;;-18.0
3721;Textiles, clothing and leather;2003 June;9.0;67.0;24.0;-15.0;9.0;76.0;15.0;-6.0;;;;;;;;;;;8.0;57.0;35.0;-27.0;10.0;58.0;32.0;-22.0;6.0;54.0;40.0;-34.0;1.0;64.0;35.0;-34.0;85.0;3.0;62.0;35.0;-32.0;7.0;58.0;33.0;-26.0;6.0;90.0;4.0;2.0;19.0;74.0;7.0;12.0;;;;;;;;;;;;;;;;;2.0;76.0;22.0;-20.0;-15.0;-6.0;;-27.0;-22.0;-34.0;-34.0;-32.0;-26.0;2.0;12.0;;;;;-20.0
3722;Textiles, clothing and leather;2003 July;14.0;73.0;13.0;1.0;4.0;81.0;15.0;-11.0;79.9;9.0;86.0;5.0;4.0;78.0;17.0;0.0;1.0;4.0;6.0;71.0;23.0;-17.0;2.0;72.0;26.0;-24.0;14.0;62.0;24.0;-10.0;1.0;65.0;34.0;-33.0;83.5;2.0;63.0;35.0;-33.0;6.0;59.0;33.0;-27.0;2.0;97.0;1.0;1.0;18.0;75.0;7.0;11.0;1.0;87.0;12.0;-11.0;8.0;83.0;9.0;-1.0;2.0;90.0;8.0;-6.0;10.0;80.0;10.0;0.0;2.0;82.0;16.0;-14.0;1.0;-11.0;4.0;-17.0;-24.0;-10.0;-33.0;-33.0;-27.0;1.0;11.0;-11.0;-1.0;-6.0;0.0;-14.0
3723;Textiles, clothing and leather;2003 August;3.0;86.0;11.0;-8.0;13.0;77.0;10.0;3.0;;;;;;;;;;;9.0;77.0;14.0;-5.0;9.0;77.0;14.0;-5.0;9.0;77.0;14.0;-5.0;3.0;65.0;32.0;-29.0;82.8;2.0;66.0;32.0;-30.0;5.0;61.0;32.0;-27.0;7.0;88.0;5.0;2.0;18.0;74.0;8.0;10.0;;;;;;;;;;;;;;;;;3.0;81.0;16.0;-13.0;-8.0;3.0;;-5.0;-5.0;-5.0;-29.0;-30.0;-27.0;2.0;10.0;;;;;-13.0
3724;Textiles, clothing and leather;2003 September;8.0;79.0;13.0;-5.0;14.0;73.0;13.0;1.0;;;;;;;;;;;17.0;63.0;20.0;-3.0;16.0;63.0;21.0;-5.0;21.0;56.0;23.0;-2.0;2.0;66.0;32.0;-30.0;83.3;2.0;66.0;32.0;-30.0;4.0;61.0;33.0;-29.0;2.0;96.0;2.0;0.0;19.0;76.0;5.0;14.0;;;;;;;;;;;;;;;;;1.0;83.0;16.0;-15.0;-5.0;1.0;;-3.0;-5.0;-2.0;-30.0;-30.0;-29.0;0.0;14.0;;;;;-15.0
3725;Textiles, clothing and leather;2003 October;13.0;74.0;13.0;0.0;9.0;67.0;24.0;-15.0;79.3;10.0;85.0;5.0;5.0;79.0;17.0;0.0;1.0;3.0;16.0;71.0;13.0;3.0;15.0;69.0;16.0;-1.0;20.0;66.0;14.0;6.0;2.0;67.0;31.0;-29.0;83.5;3.0;65.0;32.0;-29.0;5.0;60.0;33.0;-28.0;2.0;93.0;5.0;-3.0;18.0;77.0;5.0;13.0;1.0;86.0;13.0;-12.0;3.0;85.0;12.0;-9.0;0.0;90.0;10.0;-10.0;10.0;76.0;14.0;-4.0;2.0;77.0;21.0;-19.0;0.0;-15.0;5.0;3.0;-1.0;6.0;-29.0;-29.0;-28.0;-3.0;13.0;-12.0;-9.0;-10.0;-4.0;-19.0
3726;Textiles, clothing and leather;2003 November;12.0;77.0;11.0;1.0;15.0;73.0;12.0;3.0;;;;;;;;;;;26.0;56.0;18.0;8.0;25.0;54.0;21.0;4.0;28.0;56.0;16.0;12.0;3.0;65.0;32.0;-29.0;84.3;4.0;65.0;31.0;-27.0;7.0;59.0;32.0;-25.0;7.0;90.0;3.0;4.0;19.0;76.0;5.0;14.0;;;;;;;;;;;;;;;;;0.0;82.0;18.0;-18.0;1.0;3.0;;8.0;4.0;12.0;-29.0;-27.0;-25.0;4.0;14.0;;;;;-18.0
3727;Textiles, clothing and leather;2003 December;7.0;78.0;15.0;-8.0;13.0;75.0;12.0;1.0;;;;;;;;;;;22.0;52.0;26.0;-4.0;20.0;54.0;26.0;-6.0;23.0;51.0;26.0;-3.0;2.0;67.0;31.0;-29.0;83.6;3.0;64.0;33.0;-30.0;7.0;59.0;32.0;-25.0;18.0;81.0;1.0;17.0;18.0;76.0;6.0;12.0;;;;;;;;;;;;;;;;;4.0;76.0;20.0;-16.0;-8.0;1.0;;-4.0;-6.0;-3.0;-29.0;-30.0;-25.0;17.0;12.0;;;;;-16.0
