ID;Leeftijd;Perioden;TotaalAantalKinderen_1;k_1eKinderen_2;k_2eKinderen_3;k_3eKinderen_4;k_4OfVolgendeKinderen_5
766;30 jaar;2018;0.13652;0.06402;0.05527;0.01246;0.00477
767;30 jaar;2019;0.13626;0.06378;0.05528;0.01243;0.00477
768;30 jaar;2020;0.13604;0.06357;0.05529;0.01241;0.00477
769;30 jaar;2021;0.13582;0.06337;0.05529;0.01239;0.00477
770;30 jaar;2022;0.13564;0.06319;0.0553;0.01238;0.00477
771;30 jaar;2023;0.13547;0.06303;0.0553;0.01237;0.00477
772;30 jaar;2024;0.13531;0.06288;0.0553;0.01236;0.00477
773;30 jaar;2025;0.13518;0.06275;0.05531;0.01235;0.00477
774;30 jaar;2026;0.13505;0.06262;0.05531;0.01235;0.00477
775;30 jaar;2027;0.13493;0.06251;0.05531;0.01234;0.00477
776;30 jaar;2028;0.13484;0.06241;0.05531;0.01235;0.00477
777;30 jaar;2029;0.13475;0.06232;0.05531;0.01235;0.00477
778;30 jaar;2030;0.13467;0.06224;0.05531;0.01235;0.00477
779;30 jaar;2031;0.1346;0.06216;0.05531;0.01236;0.00477
780;30 jaar;2032;0.13455;0.06209;0.05532;0.01237;0.00477
781;30 jaar;2033;0.13449;0.06203;0.05532;0.01238;0.00476
782;30 jaar;2034;0.13444;0.06197;0.05532;0.01239;0.00476
783;30 jaar;2035;0.13441;0.06192;0.05532;0.01241;0.00476
784;30 jaar;2036;0.13437;0.06187;0.05532;0.01242;0.00476
785;30 jaar;2037;0.13435;0.06183;0.05532;0.01244;0.00476
786;30 jaar;2038;0.13433;0.06179;0.05532;0.01246;0.00476
787;30 jaar;2039;0.13431;0.06176;0.05532;0.01248;0.00475
788;30 jaar;2040;0.1343;0.06173;0.05532;0.0125;0.00475
789;30 jaar;2041;0.13429;0.0617;0.05532;0.01252;0.00475
790;30 jaar;2042;0.13428;0.06167;0.05532;0.01254;0.00475
791;30 jaar;2043;0.13428;0.06165;0.05532;0.01256;0.00475
792;30 jaar;2044;0.13427;0.06162;0.05532;0.01259;0.00474
793;30 jaar;2045;0.13428;0.0616;0.05532;0.01262;0.00474
794;30 jaar;2046;0.13429;0.06159;0.05532;0.01264;0.00474
795;30 jaar;2047;0.1343;0.06157;0.05532;0.01267;0.00474
796;30 jaar;2048;0.1343;0.06155;0.05532;0.0127;0.00473
797;30 jaar;2049;0.13432;0.06154;0.05532;0.01273;0.00473
798;30 jaar;2050;0.13434;0.06153;0.05532;0.01276;0.00473
799;31 jaar;2004;0.14114;0.0638;0.05805;0.0151;0.0042
800;31 jaar;2005;0.14251;0.06407;0.05856;0.01552;0.00436
801;31 jaar;2006;0.14178;0.0632;0.059;0.01503;0.00455
802;31 jaar;2007;0.14172;0.0627;0.05947;0.01486;0.00469
803;31 jaar;2008;0.14198;0.06255;0.0599;0.01469;0.00485
804;31 jaar;2009;0.14201;0.06207;0.06031;0.01463;0.005
805;31 jaar;2010;0.14271;0.06246;0.06061;0.01453;0.00511
806;31 jaar;2011;0.14277;0.06256;0.06066;0.01444;0.00511
807;31 jaar;2012;0.14229;0.06214;0.0607;0.01433;0.00512
808;31 jaar;2013;0.14189;0.06178;0.06074;0.01425;0.00512
809;31 jaar;2014;0.14152;0.06146;0.06076;0.01418;0.00512
810;31 jaar;2015;0.14119;0.06117;0.06078;0.01411;0.00513
811;31 jaar;2016;0.1409;0.06092;0.0608;0.01405;0.00513
812;31 jaar;2017;0.14062;0.06069;0.06081;0.01399;0.00513
813;31 jaar;2018;0.14037;0.06048;0.06082;0.01394;0.00513
814;31 jaar;2019;0.14015;0.06029;0.06083;0.01389;0.00514
815;31 jaar;2020;0.13995;0.06012;0.06084;0.01385;0.00514
816;31 jaar;2021;0.13977;0.05997;0.06085;0.01381;0.00514
817;31 jaar;2022;0.13959;0.05982;0.06085;0.01378;0.00514
818;31 jaar;2023;0.13942;0.05969;0.06085;0.01374;0.00514
819;31 jaar;2024;0.13928;0.05957;0.06086;0.01371;0.00514
820;31 jaar;2025;0.13915;0.05946;0.06086;0.01369;0.00514
821;31 jaar;2026;0.13902;0.05935;0.06086;0.01367;0.00514
822;31 jaar;2027;0.1389;0.05925;0.06086;0.01365;0.00514
823;31 jaar;2028;0.13879;0.05915;0.06087;0.01363;0.00514
824;31 jaar;2029;0.13869;0.05906;0.06087;0.01362;0.00514
825;31 jaar;2030;0.13858;0.05897;0.06087;0.0136;0.00514
826;31 jaar;2031;0.13848;0.05888;0.06087;0.01359;0.00514
827;31 jaar;2032;0.1384;0.0588;0.06087;0.01359;0.00514
828;31 jaar;2033;0.13831;0.05872;0.06087;0.01358;0.00514
829;31 jaar;2034;0.13824;0.05865;0.06087;0.01358;0.00514
830;31 jaar;2035;0.13815;0.05857;0.06087;0.01357;0.00514
831;31 jaar;2036;0.13808;0.0585;0.06087;0.01357;0.00514
832;31 jaar;2037;0.138;0.05842;0.06087;0.01357;0.00514
833;31 jaar;2038;0.13794;0.05835;0.06087;0.01358;0.00514
834;31 jaar;2039;0.13787;0.05828;0.06087;0.01358;0.00514
835;31 jaar;2040;0.13781;0.05821;0.06087;0.01359;0.00514
836;31 jaar;2041;0.13774;0.05814;0.06087;0.01359;0.00514
837;31 jaar;2042;0.13767;0.05807;0.06087;0.0136;0.00513
838;31 jaar;2043;0.13761;0.058;0.06087;0.01361;0.00513
839;31 jaar;2044;0.13755;0.05793;0.06087;0.01362;0.00513
840;31 jaar;2045;0.13749;0.05786;0.06087;0.01363;0.00513
841;31 jaar;2046;0.13744;0.0578;0.06087;0.01364;0.00513
842;31 jaar;2047;0.13739;0.05773;0.06087;0.01366;0.00513
843;31 jaar;2048;0.13733;0.05766;0.06087;0.01367;0.00513
844;31 jaar;2049;0.13727;0.05759;0.06087;0.01369;0.00512
845;31 jaar;2050;0.13721;0.05752;0.06087;0.0137;0.00512
846;32 jaar;2004;0.13872;0.05395;0.06107;0.01839;0.0053
847;32 jaar;2005;0.13889;0.05404;0.06154;0.01783;0.0055
848;32 jaar;2006;0.14027;0.05434;0.06194;0.01829;0.0057
849;32 jaar;2007;0.13982;0.05383;0.06239;0.01766;0.00594
850;32 jaar;2008;0.1398;0.05343;0.06281;0.01743;0.00613
851;32 jaar;2009;0.14013;0.05342;0.0632;0.01718;0.00633
852;32 jaar;2010;0.14039;0.05342;0.06349;0.01702;0.00646
853;32 jaar;2011;0.14002;0.05316;0.06352;0.01687;0.00647
854;32 jaar;2012;0.14008;0.05332;0.06354;0.01674;0.00648
855;32 jaar;2013;0.13965;0.05303;0.06356;0.01658;0.00648
856;32 jaar;2014;0.1393;0.05279;0.06357;0.01645;0.00649
857;32 jaar;2015;0.13898;0.05258;0.06358;0.01633;0.00649
858;32 jaar;2016;0.13871;0.0524;0.06359;0.01622;0.0065
859;32 jaar;2017;0.13847;0.05225;0.0636;0.01611;0.00651
860;32 jaar;2018;0.13825;0.05213;0.0636;0.01601;0.00651
861;32 jaar;2019;0.13805;0.05202;0.0636;0.01592;0.00651
862;32 jaar;2020;0.13789;0.05193;0.06361;0.01583;0.00652
863;32 jaar;2021;0.13772;0.05185;0.06361;0.01574;0.00652
864;32 jaar;2022;0.13759;0.05179;0.06361;0.01566;0.00653
865;32 jaar;2023;0.13746;0.05173;0.06361;0.01559;0.00653
866;32 jaar;2024;0.13734;0.05169;0.06361;0.01551;0.00653
867;32 jaar;2025;0.13725;0.05165;0.06362;0.01545;0.00653
868;32 jaar;2026;0.13717;0.05163;0.06362;0.01538;0.00654
869;32 jaar;2027;0.13708;0.0516;0.06362;0.01532;0.00654
870;32 jaar;2028;0.13701;0.05159;0.06362;0.01526;0.00654
871;32 jaar;2029;0.13695;0.05158;0.06362;0.01521;0.00654
872;32 jaar;2030;0.13688;0.05157;0.06362;0.01515;0.00654
873;32 jaar;2031;0.13683;0.05156;0.06362;0.0151;0.00655
874;32 jaar;2032;0.13679;0.05156;0.06362;0.01506;0.00655
875;32 jaar;2033;0.13675;0.05157;0.06362;0.01501;0.00655
876;32 jaar;2034;0.13671;0.05157;0.06362;0.01497;0.00655
877;32 jaar;2035;0.13668;0.05158;0.06362;0.01493;0.00655
878;32 jaar;2036;0.13665;0.05159;0.06362;0.01489;0.00655
879;32 jaar;2037;0.13662;0.0516;0.06362;0.01485;0.00655
880;32 jaar;2038;0.13659;0.05161;0.06362;0.01481;0.00655
881;32 jaar;2039;0.13657;0.05162;0.06362;0.01478;0.00655
882;32 jaar;2040;0.13655;0.05164;0.06362;0.01474;0.00655
883;32 jaar;2041;0.13653;0.05165;0.06362;0.01471;0.00655
884;32 jaar;2042;0.13652;0.05167;0.06362;0.01468;0.00655
885;32 jaar;2043;0.13651;0.05169;0.06362;0.01465;0.00655
886;32 jaar;2044;0.13649;0.0517;0.06362;0.01462;0.00655
887;32 jaar;2045;0.13648;0.05172;0.06362;0.01459;0.00655
888;32 jaar;2046;0.13647;0.05174;0.06362;0.01456;0.00655
889;32 jaar;2047;0.13646;0.05176;0.06362;0.01453;0.00655
890;32 jaar;2048;0.13646;0.05178;0.06362;0.01451;0.00655
891;32 jaar;2049;0.13645;0.0518;0.06362;0.01448;0.00655
892;32 jaar;2050;0.13645;0.05182;0.06362;0.01446;0.00655
893;33 jaar;2004;0.12925;0.04506;0.05916;0.01889;0.00613
894;33 jaar;2005;0.12998;0.04449;0.05986;0.01931;0.00632
895;33 jaar;2006;0.13036;0.04462;0.06046;0.01871;0.00657
896;33 jaar;2007;0.13205;0.04504;0.06103;0.01917;0.00681
897;33 jaar;2008;0.1318;0.04464;0.06155;0.01851;0.0071
898;33 jaar;2009;0.13198;0.0444;0.06202;0.01825;0.00731
899;33 jaar;2010;0.13247;0.04472;0.06235;0.01794;0.00746
900;33 jaar;2011;0.13189;0.04422;0.06242;0.01777;0.00748
901;33 jaar;2012;0.13164;0.04406;0.06248;0.01761;0.00749
902;33 jaar;2013;0.13172;0.04424;0.06252;0.01746;0.0075
903;33 jaar;2014;0.1314;0.04405;0.06255;0.01729;0.00751
904;33 jaar;2015;0.13114;0.0439;0.06257;0.01715;0.00752
905;33 jaar;2016;0.13092;0.04378;0.06259;0.01702;0.00753
906;33 jaar;2017;0.13073;0.04368;0.06261;0.0169;0.00754
907;33 jaar;2018;0.13056;0.04361;0.06262;0.01678;0.00755
908;33 jaar;2019;0.1304;0.04355;0.06262;0.01667;0.00756
909;33 jaar;2020;0.13028;0.04351;0.06263;0.01657;0.00757
910;33 jaar;2021;0.13015;0.04348;0.06263;0.01647;0.00757
911;33 jaar;2022;0.13007;0.04347;0.06264;0.01638;0.00758
912;33 jaar;2023;0.12999;0.04347;0.06264;0.01629;0.00759
913;33 jaar;2024;0.1299;0.04347;0.06264;0.0162;0.00759
914;33 jaar;2025;0.12985;0.04349;0.06264;0.01612;0.0076
915;33 jaar;2026;0.1298;0.04351;0.06264;0.01605;0.0076
916;33 jaar;2027;0.12978;0.04354;0.06265;0.01598;0.00761
917;33 jaar;2028;0.12974;0.04357;0.06265;0.01591;0.00761
918;33 jaar;2029;0.12972;0.04361;0.06265;0.01584;0.00762
919;33 jaar;2030;0.1297;0.04365;0.06265;0.01578;0.00762
920;33 jaar;2031;0.1297;0.0437;0.06265;0.01572;0.00763
921;33 jaar;2032;0.12968;0.04374;0.06265;0.01566;0.00763
922;33 jaar;2033;0.1297;0.0438;0.06265;0.01561;0.00764
923;33 jaar;2034;0.12969;0.04385;0.06265;0.01555;0.00764
924;33 jaar;2035;0.1297;0.04391;0.06265;0.0155;0.00764
925;33 jaar;2036;0.12972;0.04397;0.06265;0.01545;0.00765
926;33 jaar;2037;0.12974;0.04403;0.06265;0.01541;0.00765
927;33 jaar;2038;0.12975;0.04409;0.06265;0.01536;0.00765
928;33 jaar;2039;0.12979;0.04416;0.06265;0.01532;0.00766
929;33 jaar;2040;0.12981;0.04422;0.06265;0.01528;0.00766
930;33 jaar;2041;0.12984;0.04429;0.06265;0.01524;0.00766
931;33 jaar;2042;0.12987;0.04435;0.06265;0.0152;0.00767
932;33 jaar;2043;0.1299;0.04442;0.06265;0.01516;0.00767
933;33 jaar;2044;0.12993;0.04449;0.06265;0.01512;0.00767
934;33 jaar;2045;0.12996;0.04456;0.06265;0.01508;0.00767
935;33 jaar;2046;0.13001;0.04464;0.06265;0.01505;0.00767
936;33 jaar;2047;0.13005;0.04471;0.06265;0.01501;0.00768
937;33 jaar;2048;0.13009;0.04478;0.06265;0.01498;0.00768
938;33 jaar;2049;0.13013;0.04485;0.06265;0.01495;0.00768
939;33 jaar;2050;0.13017;0.04493;0.06265;0.01491;0.00768
940;34 jaar;2004;0.1165;0.03672;0.05338;0.01941;0.00699
941;34 jaar;2005;0.11723;0.03639;0.05415;0.01942;0.00726
942;34 jaar;2006;0.11811;0.03597;0.0548;0.01984;0.0075
943;34 jaar;2007;0.11857;0.03619;0.05539;0.01921;0.00778
944;34 jaar;2008;0.12019;0.03654;0.05591;0.01966;0.00808
945;34 jaar;2009;0.12001;0.03626;0.05636;0.01898;0.00841
946;34 jaar;2010;0.12023;0.03633;0.05669;0.01866;0.00855
947;34 jaar;2011;0.11984;0.03617;0.05677;0.01833;0.00857
948;34 jaar;2012;0.11937;0.0358;0.05682;0.01816;0.00859
949;34 jaar;2013;0.11916;0.0357;0.05687;0.01798;0.00861
950;34 jaar;2014;0.11923;0.03587;0.0569;0.01783;0.00863
951;34 jaar;2015;0.11895;0.03574;0.05692;0.01765;0.00864
952;34 jaar;2016;0.11873;0.03564;0.05694;0.0175;0.00865
953;34 jaar;2017;0.11855;0.03557;0.05695;0.01736;0.00867
954;34 jaar;2018;0.11839;0.03552;0.05696;0.01723;0.00868
955;34 jaar;2019;0.11825;0.03548;0.05697;0.01711;0.00869
956;34 jaar;2020;0.11812;0.03546;0.05697;0.01699;0.0087
957;34 jaar;2021;0.11803;0.03546;0.05697;0.01688;0.00872
958;34 jaar;2022;0.11794;0.03546;0.05698;0.01677;0.00873
959;34 jaar;2023;0.11787;0.03548;0.05698;0.01667;0.00874
960;34 jaar;2024;0.11781;0.0355;0.05698;0.01658;0.00875
961;34 jaar;2025;0.11776;0.03553;0.05698;0.01649;0.00876
962;34 jaar;2026;0.11772;0.03557;0.05698;0.0164;0.00877
963;34 jaar;2027;0.11769;0.03562;0.05698;0.01632;0.00877
964;34 jaar;2028;0.11767;0.03567;0.05698;0.01624;0.00878
965;34 jaar;2029;0.11765;0.03572;0.05698;0.01616;0.00879
966;34 jaar;2030;0.11765;0.03578;0.05698;0.01609;0.0088
967;34 jaar;2031;0.11765;0.03584;0.05698;0.01602;0.00881
968;34 jaar;2032;0.11764;0.0359;0.05698;0.01595;0.00881
969;34 jaar;2033;0.11766;0.03597;0.05698;0.01589;0.00882
970;34 jaar;2034;0.11768;0.03604;0.05698;0.01583;0.00883
971;34 jaar;2035;0.1177;0.03611;0.05698;0.01577;0.00884
972;34 jaar;2036;0.11772;0.03619;0.05698;0.01571;0.00884
973;34 jaar;2037;0.11775;0.03627;0.05698;0.01565;0.00885
974;34 jaar;2038;0.11778;0.03634;0.05698;0.0156;0.00886
975;34 jaar;2039;0.11781;0.03642;0.05698;0.01555;0.00886
976;34 jaar;2040;0.11785;0.0365;0.05698;0.0155;0.00887
977;34 jaar;2041;0.11789;0.03659;0.05698;0.01545;0.00887
978;34 jaar;2042;0.11793;0.03667;0.05698;0.0154;0.00888
979;34 jaar;2043;0.11796;0.03675;0.05698;0.01535;0.00888
980;34 jaar;2044;0.11802;0.03684;0.05698;0.01531;0.00889
981;34 jaar;2045;0.11805;0.03692;0.05698;0.01526;0.00889
982;34 jaar;2046;0.11811;0.03701;0.05698;0.01522;0.0089
983;34 jaar;2047;0.11817;0.0371;0.05698;0.01518;0.00891
984;34 jaar;2048;0.11822;0.03719;0.05698;0.01514;0.00891
985;34 jaar;2049;0.11828;0.03728;0.05698;0.0151;0.00892
986;34 jaar;2050;0.11833;0.03737;0.05698;0.01506;0.00892
987;35 jaar;2004;0.09723;0.02751;0.04312;0.01946;0.00713
988;35 jaar;2005;0.09814;0.02776;0.04368;0.01928;0.00741
989;35 jaar;2006;0.09901;0.02804;0.04414;0.0191;0.00773
990;35 jaar;2007;0.09988;0.02844;0.04458;0.01892;0.00795
991;35 jaar;2008;0.10055;0.02859;0.04495;0.01875;0.00827
992;35 jaar;2009;0.10117;0.02871;0.04529;0.01858;0.00858
993;35 jaar;2010;0.10207;0.02928;0.04553;0.01837;0.00889
994;35 jaar;2011;0.10205;0.02946;0.04557;0.01817;0.00885
995;35 jaar;2012;0.10201;0.02954;0.04561;0.01798;0.00888
996;35 jaar;2013;0.10203;0.0297;0.04563;0.01779;0.00891
997;35 jaar;2014;0.10195;0.02977;0.04564;0.01762;0.00892
998;35 jaar;2015;0.10178;0.02972;0.04566;0.01746;0.00894
999;35 jaar;2016;0.10172;0.0298;0.04566;0.0173;0.00896
1000;35 jaar;2017;0.10164;0.02985;0.04567;0.01715;0.00897
1001;35 jaar;2018;0.10157;0.0299;0.04567;0.01701;0.00899
1002;35 jaar;2019;0.1015;0.02995;0.04568;0.01687;0.009
1003;35 jaar;2020;0.10141;0.02998;0.04568;0.01674;0.00901
1004;35 jaar;2021;0.10134;0.03001;0.04568;0.01662;0.00903
1005;35 jaar;2022;0.10126;0.03004;0.04568;0.0165;0.00904
1006;35 jaar;2023;0.10118;0.03006;0.04568;0.01639;0.00905
1007;35 jaar;2024;0.1011;0.03007;0.04568;0.01629;0.00906
1008;35 jaar;2025;0.10102;0.03009;0.04568;0.01619;0.00906
1009;35 jaar;2026;0.10094;0.0301;0.04568;0.01609;0.00907
1010;35 jaar;2027;0.10086;0.0301;0.04568;0.016;0.00908
1011;35 jaar;2028;0.10078;0.03011;0.04568;0.01591;0.00908
1012;35 jaar;2029;0.10071;0.03011;0.04568;0.01583;0.00909
1013;35 jaar;2030;0.10065;0.03012;0.04568;0.01575;0.0091
1014;35 jaar;2031;0.10057;0.03012;0.04568;0.01567;0.0091
1015;35 jaar;2032;0.1005;0.03012;0.04568;0.0156;0.0091
1016;35 jaar;2033;0.10044;0.03012;0.04568;0.01553;0.00911
1017;35 jaar;2034;0.10038;0.03012;0.04568;0.01547;0.00911
1018;35 jaar;2035;0.10031;0.03011;0.04568;0.01541;0.00911
1019;35 jaar;2036;0.10026;0.03011;0.04568;0.01535;0.00912
1020;35 jaar;2037;0.1002;0.03011;0.04568;0.01529;0.00912
1021;35 jaar;2038;0.10014;0.0301;0.04568;0.01524;0.00912
1022;35 jaar;2039;0.10009;0.0301;0.04568;0.01519;0.00912
1023;35 jaar;2040;0.10003;0.03009;0.04568;0.01514;0.00912
1024;35 jaar;2041;0.09999;0.03009;0.04568;0.01509;0.00913
1025;35 jaar;2042;0.09994;0.03008;0.04568;0.01505;0.00913
1026;35 jaar;2043;0.09989;0.03008;0.04568;0.015;0.00913
1027;35 jaar;2044;0.09984;0.03007;0.04568;0.01496;0.00913
1028;35 jaar;2045;0.09981;0.03007;0.04568;0.01493;0.00913
1029;35 jaar;2046;0.09976;0.03006;0.04568;0.01489;0.00913
1030;35 jaar;2047;0.09972;0.03005;0.04568;0.01486;0.00913
1031;35 jaar;2048;0.09968;0.03005;0.04568;0.01482;0.00913
1032;35 jaar;2049;0.09964;0.03004;0.04568;0.01479;0.00913
1033;35 jaar;2050;0.0996;0.03003;0.04568;0.01476;0.00913
1034;36 jaar;2004;0.07395;0.02097;0.03087;0.0151;0.00701
1035;36 jaar;2005;0.0747;0.02116;0.03116;0.01506;0.00733
1036;36 jaar;2006;0.07539;0.02135;0.03138;0.01501;0.00764
1037;36 jaar;2007;0.07619;0.02163;0.03165;0.01496;0.00795
1038;36 jaar;2008;0.07693;0.02192;0.0319;0.01493;0.00819
1039;36 jaar;2009;0.07752;0.02206;0.03209;0.01489;0.00849
1040;36 jaar;2010;0.07813;0.02231;0.03228;0.01481;0.00873
1041;36 jaar;2011;0.07841;0.02247;0.03233;0.01475;0.00886
1042;36 jaar;2012;0.07856;0.02261;0.03244;0.01468;0.00883
1043;36 jaar;2013;0.0787;0.02268;0.03253;0.01463;0.00886
1044;36 jaar;2014;0.07888;0.02281;0.0326;0.01458;0.00889
1045;36 jaar;2015;0.07895;0.02286;0.03266;0.01453;0.0089
1046;36 jaar;2016;0.07896;0.02283;0.03272;0.01448;0.00893
1047;36 jaar;2017;0.07906;0.02288;0.03279;0.01444;0.00895
1048;36 jaar;2018;0.07912;0.02293;0.03282;0.01441;0.00896
1049;36 jaar;2019;0.07917;0.02297;0.03285;0.01437;0.00898
1050;36 jaar;2020;0.07922;0.02301;0.03287;0.01434;0.009
1051;36 jaar;2021;0.07926;0.02304;0.0329;0.01431;0.00901
1052;36 jaar;2022;0.07929;0.02307;0.03292;0.01428;0.00902
1053;36 jaar;2023;0.07933;0.02309;0.03294;0.01426;0.00904
1054;36 jaar;2024;0.07935;0.02311;0.03295;0.01424;0.00905
1055;36 jaar;2025;0.07937;0.02312;0.03297;0.01422;0.00906
1056;36 jaar;2026;0.07938;0.02313;0.03298;0.0142;0.00907
1057;36 jaar;2027;0.07941;0.02315;0.033;0.01418;0.00908
1058;36 jaar;2028;0.07941;0.02315;0.03301;0.01416;0.00909
1059;36 jaar;2029;0.07942;0.02316;0.03302;0.01415;0.00909
1060;36 jaar;2030;0.07944;0.02317;0.03303;0.01414;0.0091
1061;36 jaar;2031;0.07945;0.02317;0.03305;0.01412;0.00911
1062;36 jaar;2032;0.07946;0.02318;0.03306;0.01411;0.00911
1063;36 jaar;2033;0.07947;0.02318;0.03307;0.0141;0.00912
1064;36 jaar;2034;0.07946;0.02318;0.03307;0.01409;0.00912
1065;36 jaar;2035;0.07947;0.02318;0.03308;0.01408;0.00913
1066;36 jaar;2036;0.07947;0.02318;0.03309;0.01407;0.00913
1067;36 jaar;2037;0.07949;0.02318;0.0331;0.01407;0.00914
1068;36 jaar;2038;0.07949;0.02318;0.03311;0.01406;0.00914
1069;36 jaar;2039;0.0795;0.02318;0.03312;0.01405;0.00915
1070;36 jaar;2040;0.0795;0.02318;0.03312;0.01405;0.00915
1071;36 jaar;2041;0.0795;0.02318;0.03313;0.01404;0.00915
1072;36 jaar;2042;0.07951;0.02318;0.03314;0.01404;0.00915
1073;36 jaar;2043;0.07951;0.02318;0.03314;0.01403;0.00916
1074;36 jaar;2044;0.07952;0.02318;0.03315;0.01403;0.00916
1075;36 jaar;2045;0.07952;0.02318;0.03316;0.01402;0.00916
1076;36 jaar;2046;0.07952;0.02317;0.03317;0.01402;0.00916
1077;36 jaar;2047;0.07952;0.02317;0.03317;0.01402;0.00916
1078;36 jaar;2048;0.07953;0.02317;0.03318;0.01401;0.00917
1079;36 jaar;2049;0.07953;0.02317;0.03318;0.01401;0.00917
1080;36 jaar;2050;0.07953;0.02316;0.03319;0.01401;0.00917
1081;37 jaar;2004;0.05862;0.01548;0.02404;0.01268;0.00642
1082;37 jaar;2005;0.05941;0.01579;0.02427;0.01274;0.00661
1083;37 jaar;2006;0.06011;0.01595;0.02444;0.01279;0.00693
1084;37 jaar;2007;0.06083;0.01615;0.02462;0.01285;0.00721
1085;37 jaar;2008;0.06154;0.01636;0.02478;0.01289;0.00751
1086;37 jaar;2009;0.06217;0.0166;0.02493;0.01292;0.00772
1087;37 jaar;2010;0.06267;0.01682;0.025;0.01293;0.00792
1088;37 jaar;2011;0.06276;0.01681;0.02503;0.01293;0.00799
1089;37 jaar;2012;0.06301;0.01694;0.02503;0.01293;0.00811
1090;37 jaar;2013;0.06316;0.01705;0.02508;0.01294;0.00809
1091;37 jaar;2014;0.06327;0.01711;0.02511;0.01294;0.00811
1092;37 jaar;2015;0.06343;0.01722;0.02513;0.01294;0.00814
1093;37 jaar;2016;0.06352;0.01727;0.02515;0.01294;0.00816
1094;37 jaar;2017;0.06352;0.01725;0.02515;0.01294;0.00818
1095;37 jaar;2018;0.06363;0.0173;0.02518;0.01295;0.0082
1096;37 jaar;2019;0.06368;0.01735;0.02516;0.01295;0.00822
1097;37 jaar;2020;0.06372;0.01739;0.02515;0.01295;0.00823
1098;37 jaar;2021;0.06375;0.01742;0.02513;0.01295;0.00825
1099;37 jaar;2022;0.06378;0.01746;0.02511;0.01295;0.00826
1100;37 jaar;2023;0.06381;0.01748;0.0251;0.01295;0.00828
1101;37 jaar;2024;0.06383;0.01751;0.02508;0.01295;0.00829
1102;37 jaar;2025;0.06383;0.01753;0.02505;0.01295;0.0083
1103;37 jaar;2026;0.06384;0.01755;0.02503;0.01295;0.00831
1104;37 jaar;2027;0.06385;0.01757;0.02501;0.01295;0.00832
1105;37 jaar;2028;0.06384;0.01758;0.02498;0.01295;0.00833
1106;37 jaar;2029;0.06385;0.0176;0.02496;0.01295;0.00834
1107;37 jaar;2030;0.06385;0.01761;0.02493;0.01296;0.00835
1108;37 jaar;2031;0.06386;0.01763;0.02491;0.01296;0.00836
1109;37 jaar;2032;0.06384;0.01764;0.02488;0.01296;0.00836
1110;37 jaar;2033;0.06383;0.01765;0.02485;0.01296;0.00837
1111;37 jaar;2034;0.06383;0.01766;0.02483;0.01296;0.00838
1112;37 jaar;2035;0.06381;0.01767;0.0248;0.01296;0.00838
1113;37 jaar;2036;0.0638;0.01768;0.02477;0.01296;0.00839
1114;37 jaar;2037;0.0638;0.01769;0.02475;0.01296;0.0084
1115;37 jaar;2038;0.06377;0.01769;0.02472;0.01296;0.0084
1116;37 jaar;2039;0.06376;0.0177;0.02469;0.01296;0.00841
1117;37 jaar;2040;0.06374;0.01771;0.02466;0.01296;0.00841
1118;37 jaar;2041;0.06372;0.01772;0.02463;0.01296;0.00841
1119;37 jaar;2042;0.0637;0.01772;0.0246;0.01296;0.00842
1120;37 jaar;2043;0.06369;0.01773;0.02458;0.01296;0.00842
1121;37 jaar;2044;0.06368;0.01774;0.02455;0.01296;0.00843
1122;37 jaar;2045;0.06365;0.01774;0.02452;0.01296;0.00843
1123;37 jaar;2046;0.06363;0.01775;0.02449;0.01296;0.00843
1124;37 jaar;2047;0.06361;0.01776;0.02446;0.01296;0.00843
1125;37 jaar;2048;0.06359;0.01776;0.02443;0.01296;0.00844
1126;37 jaar;2049;0.06357;0.01777;0.0244;0.01296;0.00844
1127;37 jaar;2050;0.06355;0.01777;0.02438;0.01296;0.00844
1128;38 jaar;2004;0.04434;0.01139;0.01732;0.00989;0.00575
1129;38 jaar;2005;0.04538;0.01176;0.01751;0.01013;0.00599
1130;38 jaar;2006;0.04616;0.012;0.01767;0.01034;0.00616
1131;38 jaar;2007;0.04695;0.01215;0.01783;0.01051;0.00646
1132;38 jaar;2008;0.04763;0.01229;0.01795;0.01067;0.00672
1133;38 jaar;2009;0.04831;0.01247;0.01806;0.0108;0.00698
1134;38 jaar;2010;0.04887;0.01273;0.01815;0.0109;0.00709
1135;38 jaar;2011;0.049;0.01275;0.01813;0.01098;0.00714
1136;38 jaar;2012;0.04913;0.01274;0.01815;0.01104;0.0072
1137;38 jaar;2013;0.04943;0.01285;0.01816;0.0111;0.00732
1138;38 jaar;2014;0.04957;0.01293;0.0182;0.01115;0.00729
1139;38 jaar;2015;0.04972;0.01298;0.01822;0.0112;0.00732
1140;38 jaar;2016;0.04987;0.01306;0.01824;0.01123;0.00734
1141;38 jaar;2017;0.04999;0.0131;0.01826;0.01127;0.00736
1142;38 jaar;2018;0.05003;0.01309;0.01827;0.01129;0.00738
1143;38 jaar;2019;0.05014;0.01313;0.01829;0.01132;0.0074
1144;38 jaar;2020;0.05019;0.01316;0.01828;0.01134;0.00741
1145;38 jaar;2021;0.05026;0.0132;0.01827;0.01136;0.00743
1146;38 jaar;2022;0.05029;0.01322;0.01826;0.01137;0.00744
1147;38 jaar;2023;0.05034;0.01325;0.01826;0.01138;0.00745
