ID;Sales;SBI2008;Periods;WeightFactor_1;IndexNumbers_2;MonthOnMonthDevelopment_3;YearOnYearDevelopment_4
8358;Total sales;26 Manufacture of electronic products;1983;0;94.9;;2.3
8359;Total sales;26 Manufacture of electronic products;1984 January;0;95.1;-0.2;0.2
8360;Total sales;26 Manufacture of electronic products;1984 February;0;95.1;0.0;0.4
8361;Total sales;26 Manufacture of electronic products;1984 March ;0;95.2;0.1;0.5
8362;Total sales;26 Manufacture of electronic products;1984 April;0;95.3;0.1;0.6
8363;Total sales;26 Manufacture of electronic products;1984 May;0;95.6;0.2;0.8
8364;Total sales;26 Manufacture of electronic products;1984 June;0;95.6;0.1;0.9
8365;Total sales;26 Manufacture of electronic products;1984 July;0;96.3;0.7;1.6
8366;Total sales;26 Manufacture of electronic products;1984 August;0;96.5;0.2;1.7
8367;Total sales;26 Manufacture of electronic products;1984 September;0;96.7;0.3;2.0
8368;Total sales;26 Manufacture of electronic products;1984 October;0;96.7;0.0;2.0
8369;Total sales;26 Manufacture of electronic products;1984 November;0;96.5;-0.3;1.4
8370;Total sales;26 Manufacture of electronic products;1984 December;0;96.7;0.2;1.5
8371;Total sales;26 Manufacture of electronic products;1984;0;95.9;;1.1
8372;Total sales;26 Manufacture of electronic products;1985 January;0;97.2;0.6;2.3
8373;Total sales;26 Manufacture of electronic products;1985 February;0;97.5;0.2;2.5
8374;Total sales;26 Manufacture of electronic products;1985 March ;0;97.8;0.4;2.7
8375;Total sales;26 Manufacture of electronic products;1985 April;0;97.7;-0.1;2.5
8376;Total sales;26 Manufacture of electronic products;1985 May;0;97.8;0.1;2.4
8377;Total sales;26 Manufacture of electronic products;1985 June;0;98.0;0.1;2.5
8378;Total sales;26 Manufacture of electronic products;1985 July;0;98.1;0.1;1.8
8379;Total sales;26 Manufacture of electronic products;1985 August;0;98.1;0.1;1.7
8380;Total sales;26 Manufacture of electronic products;1985 September;0;98.2;0.0;1.5
8381;Total sales;26 Manufacture of electronic products;1985 October;0;98.6;0.4;1.9
8382;Total sales;26 Manufacture of electronic products;1985 November;0;98.5;-0.1;2.1
8383;Total sales;26 Manufacture of electronic products;1985 December;0;98.5;0.0;1.9
8384;Total sales;26 Manufacture of electronic products;1985;0;98.0;;2.2
8385;Total sales;26 Manufacture of electronic products;1986 January;0;98.9;0.4;1.7
8386;Total sales;26 Manufacture of electronic products;1986 February;0;98.9;0.0;1.4
8387;Total sales;26 Manufacture of electronic products;1986 March ;0;99.0;0.1;1.2
8388;Total sales;26 Manufacture of electronic products;1986 April;0;98.9;-0.1;1.2
8389;Total sales;26 Manufacture of electronic products;1986 May;0;98.8;-0.1;1.0
8390;Total sales;26 Manufacture of electronic products;1986 June;0;98.8;-0.1;0.8
8391;Total sales;26 Manufacture of electronic products;1986 July;0;98.5;-0.3;0.4
8392;Total sales;26 Manufacture of electronic products;1986 August;0;98.6;0.1;0.4
8393;Total sales;26 Manufacture of electronic products;1986 September;0;98.5;0.0;0.4
8394;Total sales;26 Manufacture of electronic products;1986 October;0;97.9;-0.7;-0.7
8395;Total sales;26 Manufacture of electronic products;1986 November;0;98.0;0.1;-0.5
8396;Total sales;26 Manufacture of electronic products;1986 December;0;97.9;-0.1;-0.6
8397;Total sales;26 Manufacture of electronic products;1986;0;98.5;;0.6
8398;Total sales;26 Manufacture of electronic products;1987 January;0;97.7;-0.2;-1.2
8399;Total sales;26 Manufacture of electronic products;1987 February;0;97.6;-0.1;-1.3
8400;Total sales;26 Manufacture of electronic products;1987 March ;0;97.6;0.0;-1.4
8401;Total sales;26 Manufacture of electronic products;1987 April;0;97.6;0.0;-1.4
8402;Total sales;26 Manufacture of electronic products;1987 May;0;97.6;0.0;-1.3
8403;Total sales;26 Manufacture of electronic products;1987 June;0;97.5;-0.1;-1.3
8404;Total sales;26 Manufacture of electronic products;1987 July;0;97.9;0.3;-0.7
8405;Total sales;26 Manufacture of electronic products;1987 August;0;97.9;0.0;-0.7
8406;Total sales;26 Manufacture of electronic products;1987 September;0;97.8;-0.1;-0.8
8407;Total sales;26 Manufacture of electronic products;1987 October;0;97.8;0.1;0.0
8408;Total sales;26 Manufacture of electronic products;1987 November;0;97.7;-0.2;-0.3
8409;Total sales;26 Manufacture of electronic products;1987 December;0;97.7;0.0;-0.3
8410;Total sales;26 Manufacture of electronic products;1987;0;97.7;;-0.9
8411;Total sales;26 Manufacture of electronic products;1988 January;0;98.2;0.6;0.5
8412;Total sales;26 Manufacture of electronic products;1988 February;0;98.2;0.0;0.6
8413;Total sales;26 Manufacture of electronic products;1988 March ;0;98.3;0.1;0.7
8414;Total sales;26 Manufacture of electronic products;1988 April;0;98.4;0.1;0.8
8415;Total sales;26 Manufacture of electronic products;1988 May;0;98.4;0.0;0.8
8416;Total sales;26 Manufacture of electronic products;1988 June;0;98.6;0.2;1.1
8417;Total sales;26 Manufacture of electronic products;1988 July;0;99.6;1.0;1.7
8418;Total sales;26 Manufacture of electronic products;1988 August;0;99.6;0.1;1.8
8419;Total sales;26 Manufacture of electronic products;1988 September;0;99.7;0.0;1.9
8420;Total sales;26 Manufacture of electronic products;1988 October;0;99.8;0.2;2.0
8421;Total sales;26 Manufacture of electronic products;1988 November;0;99.8;0.0;2.2
8422;Total sales;26 Manufacture of electronic products;1988 December;0;99.9;0.1;2.3
8423;Total sales;26 Manufacture of electronic products;1988;0;99.0;;1.4
8424;Total sales;26 Manufacture of electronic products;1989 January;0;100.0;0.1;1.8
8425;Total sales;26 Manufacture of electronic products;1989 February;0;99.7;-0.3;1.5
8426;Total sales;26 Manufacture of electronic products;1989 March ;0;99.8;0.1;1.6
8427;Total sales;26 Manufacture of electronic products;1989 April;0;100.0;0.2;1.7
8428;Total sales;26 Manufacture of electronic products;1989 May;0;100.1;0.0;1.7
8429;Total sales;26 Manufacture of electronic products;1989 June;0;100.2;0.1;1.6
8430;Total sales;26 Manufacture of electronic products;1989 July;0;100.1;-0.1;0.5
8431;Total sales;26 Manufacture of electronic products;1989 August;0;100.3;0.2;0.7
8432;Total sales;26 Manufacture of electronic products;1989 September;0;100.4;0.1;0.8
8433;Total sales;26 Manufacture of electronic products;1989 October;0;100.5;0.0;0.6
8434;Total sales;26 Manufacture of electronic products;1989 November;0;100.6;0.2;0.8
8435;Total sales;26 Manufacture of electronic products;1989 December;0;100.6;0.0;0.7
8436;Total sales;26 Manufacture of electronic products;1989;0;100.2;;1.2
8437;Total sales;26 Manufacture of electronic products;1990 January;0;100.8;0.2;0.8
8438;Total sales;26 Manufacture of electronic products;1990 February;0;100.9;0.1;1.3
8439;Total sales;26 Manufacture of electronic products;1990 March ;0;101.1;0.2;1.3
8440;Total sales;26 Manufacture of electronic products;1990 April;0;100.9;-0.2;0.9
8441;Total sales;26 Manufacture of electronic products;1990 May;0;100.8;-0.1;0.7
8442;Total sales;26 Manufacture of electronic products;1990 June;0;100.9;0.1;0.7
8443;Total sales;26 Manufacture of electronic products;1990 July;0;101.0;0.1;0.9
8444;Total sales;26 Manufacture of electronic products;1990 August;0;101.1;0.0;0.8
8445;Total sales;26 Manufacture of electronic products;1990 September;0;101.0;-0.1;0.6
8446;Total sales;26 Manufacture of electronic products;1990 October;0;100.8;-0.2;0.4
8447;Total sales;26 Manufacture of electronic products;1990 November;0;100.8;0.0;0.2
8448;Total sales;26 Manufacture of electronic products;1990 December;0;100.9;0.1;0.2
8449;Total sales;26 Manufacture of electronic products;1990;0;100.9;;0.7
8450;Total sales;26 Manufacture of electronic products;1991 January;0;101.2;0.3;0.4
8451;Total sales;26 Manufacture of electronic products;1991 February;0;101.3;0.1;0.3
8452;Total sales;26 Manufacture of electronic products;1991 March ;0;101.5;0.2;0.3
8453;Total sales;26 Manufacture of electronic products;1991 April;0;101.7;0.3;0.8
8454;Total sales;26 Manufacture of electronic products;1991 May;0;102.1;0.4;1.3
8455;Total sales;26 Manufacture of electronic products;1991 June;0;102.1;-0.1;1.1
8456;Total sales;26 Manufacture of electronic products;1991 July;0;102.2;0.2;1.2
8457;Total sales;26 Manufacture of electronic products;1991 August;0;101.8;-0.5;0.7
8458;Total sales;26 Manufacture of electronic products;1991 September;0;101.7;-0.1;0.6
8459;Total sales;26 Manufacture of electronic products;1991 October;0;101.7;0.1;0.9
8460;Total sales;26 Manufacture of electronic products;1991 November;0;101.6;-0.1;0.8
8461;Total sales;26 Manufacture of electronic products;1991 December;0;101.8;0.2;0.9
8462;Total sales;26 Manufacture of electronic products;1991;0;101.7;;0.8
8463;Total sales;26 Manufacture of electronic products;1992 January;0;101.9;0.1;0.7
8464;Total sales;26 Manufacture of electronic products;1992 February;0;101.8;-0.1;0.5
8465;Total sales;26 Manufacture of electronic products;1992 March ;0;102.0;0.2;0.6
8466;Total sales;26 Manufacture of electronic products;1992 April;0;101.8;-0.2;0.1
8467;Total sales;26 Manufacture of electronic products;1992 May;0;102.3;0.4;0.1
8468;Total sales;26 Manufacture of electronic products;1992 June;0;101.9;-0.4;-0.1
8469;Total sales;26 Manufacture of electronic products;1992 July;0;101.2;-0.7;-1.1
8470;Total sales;26 Manufacture of electronic products;1992 August;0;101.1;-0.1;-0.7
8471;Total sales;26 Manufacture of electronic products;1992 September;0;100.9;-0.1;-0.7
8472;Total sales;26 Manufacture of electronic products;1992 October;0;101.1;0.2;-0.6
8473;Total sales;26 Manufacture of electronic products;1992 November;0;101.1;0.0;-0.5
8474;Total sales;26 Manufacture of electronic products;1992 December;0;101.0;-0.1;-0.7
8475;Total sales;26 Manufacture of electronic products;1992;0;101.5;;-0.2
8476;Total sales;26 Manufacture of electronic products;1993 January;0;101.0;0.0;-0.9
8477;Total sales;26 Manufacture of electronic products;1993 February;0;101.3;0.3;-0.6
8478;Total sales;26 Manufacture of electronic products;1993 March ;0;100.9;-0.4;-1.2
8479;Total sales;26 Manufacture of electronic products;1993 April;0;101.0;0.1;-0.8
8480;Total sales;26 Manufacture of electronic products;1993 May;0;100.9;-0.1;-1.3
8481;Total sales;26 Manufacture of electronic products;1993 June;0;100.9;0.0;-1.0
8482;Total sales;26 Manufacture of electronic products;1993 July;0;100.6;-0.3;-0.5
8483;Total sales;26 Manufacture of electronic products;1993 August;0;100.4;-0.2;-0.6
8484;Total sales;26 Manufacture of electronic products;1993 September;0;100.2;-0.2;-0.7
8485;Total sales;26 Manufacture of electronic products;1993 October;0;99.8;-0.4;-1.3
8486;Total sales;26 Manufacture of electronic products;1993 November;0;99.9;0.1;-1.2
8487;Total sales;26 Manufacture of electronic products;1993 December;0;100.1;0.2;-0.9
8488;Total sales;26 Manufacture of electronic products;1993;0;100.6;;-0.9
8489;Total sales;26 Manufacture of electronic products;1994 January;0;99.9;-0.2;-1.0
8490;Total sales;26 Manufacture of electronic products;1994 February;0;99.9;0.0;-1.3
8491;Total sales;26 Manufacture of electronic products;1994 March ;0;99.9;0.0;-0.9
8492;Total sales;26 Manufacture of electronic products;1994 April;0;99.9;0.0;-1.1
8493;Total sales;26 Manufacture of electronic products;1994 May;0;99.3;-0.6;-1.6
8494;Total sales;26 Manufacture of electronic products;1994 June;0;99.2;-0.1;-1.6
8495;Total sales;26 Manufacture of electronic products;1994 July;0;98.8;-0.5;-1.9
8496;Total sales;26 Manufacture of electronic products;1994 August;0;98.6;-0.1;-1.8
8497;Total sales;26 Manufacture of electronic products;1994 September;0;98.7;0.1;-1.5
8498;Total sales;26 Manufacture of electronic products;1994 October;0;98.4;-0.3;-1.4
8499;Total sales;26 Manufacture of electronic products;1994 November;0;98.4;0.0;-1.5
8500;Total sales;26 Manufacture of electronic products;1994 December;0;98.5;0.0;-1.6
8501;Total sales;26 Manufacture of electronic products;1994;0;99.1;;-1.4
8502;Total sales;26 Manufacture of electronic products;1995 January;0;98.0;-0.5;-1.9
8503;Total sales;26 Manufacture of electronic products;1995 February;0;98.0;0.0;-2.0
8504;Total sales;26 Manufacture of electronic products;1995 March ;0;98.0;0.0;-2.0
8505;Total sales;26 Manufacture of electronic products;1995 April;0;97.7;-0.2;-2.1
8506;Total sales;26 Manufacture of electronic products;1995 May;0;97.8;0.0;-1.6
8507;Total sales;26 Manufacture of electronic products;1995 June;0;97.7;-0.1;-1.5
8508;Total sales;26 Manufacture of electronic products;1995 July;0;97.8;0.1;-1.0
8509;Total sales;26 Manufacture of electronic products;1995 August;0;97.8;0.1;-0.8
8510;Total sales;26 Manufacture of electronic products;1995 September;0;97.7;-0.1;-1.0
8511;Total sales;26 Manufacture of electronic products;1995 October;0;97.4;-0.3;-1.0
8512;Total sales;26 Manufacture of electronic products;1995 November;0;97.5;0.1;-1.0
8513;Total sales;26 Manufacture of electronic products;1995 December;0;97.5;0.1;-1.0
8514;Total sales;26 Manufacture of electronic products;1995;0;97.7;;-1.4
8515;Total sales;26 Manufacture of electronic products;1996 January;0;97.6;0.0;-0.5
8516;Total sales;26 Manufacture of electronic products;1996 February;0;97.5;-0.1;-0.5
8517;Total sales;26 Manufacture of electronic products;1996 March ;0;97.5;0.0;-0.5
8518;Total sales;26 Manufacture of electronic products;1996 April;0;97.4;0.0;-0.3
8519;Total sales;26 Manufacture of electronic products;1996 May;0;97.3;-0.1;-0.4
8520;Total sales;26 Manufacture of electronic products;1996 June;0;97.3;-0.1;-0.4
8521;Total sales;26 Manufacture of electronic products;1996 July;0;97.1;-0.1;-0.6
8522;Total sales;26 Manufacture of electronic products;1996 August;0;97.1;-0.1;-0.8
8523;Total sales;26 Manufacture of electronic products;1996 September;0;97.1;0.0;-0.6
8524;Total sales;26 Manufacture of electronic products;1996 October;0;97.0;-0.1;-0.4
8525;Total sales;26 Manufacture of electronic products;1996 November;0;96.9;-0.1;-0.6
8526;Total sales;26 Manufacture of electronic products;1996 December;0;96.8;-0.1;-0.7
8527;Total sales;26 Manufacture of electronic products;1996;0;97.2;;-0.5
8528;Total sales;26 Manufacture of electronic products;1997 January;0;96.7;-0.1;-0.9
8529;Total sales;26 Manufacture of electronic products;1997 February;0;96.8;0.1;-0.7
8530;Total sales;26 Manufacture of electronic products;1997 March ;0;96.9;0.1;-0.6
8531;Total sales;26 Manufacture of electronic products;1997 April;0;97.0;0.0;-0.5
8532;Total sales;26 Manufacture of electronic products;1997 May;0;96.9;0.0;-0.4
8533;Total sales;26 Manufacture of electronic products;1997 June;0;97.0;0.1;-0.3
8534;Total sales;26 Manufacture of electronic products;1997 July;0;97.0;0.0;-0.1
8535;Total sales;26 Manufacture of electronic products;1997 August;0;97.1;0.0;0.0
8536;Total sales;26 Manufacture of electronic products;1997 September;0;97.0;-0.1;-0.1
8537;Total sales;26 Manufacture of electronic products;1997 October;0;97.0;0.0;0.0
8538;Total sales;26 Manufacture of electronic products;1997 November;0;97.1;0.1;0.2
8539;Total sales;26 Manufacture of electronic products;1997 December;0;96.9;-0.2;0.1
8540;Total sales;26 Manufacture of electronic products;1997;0;97.0;;-0.3
8541;Total sales;26 Manufacture of electronic products;1998 January;0;97.5;0.6;0.8
8542;Total sales;26 Manufacture of electronic products;1998 February;0;97.5;0.0;0.7
8543;Total sales;26 Manufacture of electronic products;1998 March ;0;97.5;0.0;0.6
8544;Total sales;26 Manufacture of electronic products;1998 April;0;97.4;-0.1;0.4
8545;Total sales;26 Manufacture of electronic products;1998 May;0;97.2;-0.1;0.3
8546;Total sales;26 Manufacture of electronic products;1998 June;0;97.3;0.0;0.2
8547;Total sales;26 Manufacture of electronic products;1998 July;0;97.3;0.1;0.3
8548;Total sales;26 Manufacture of electronic products;1998 August;0;97.4;0.0;0.3
8549;Total sales;26 Manufacture of electronic products;1998 September;0;97.3;-0.1;0.3
8550;Total sales;26 Manufacture of electronic products;1998 October;0;97.2;-0.1;0.2
8551;Total sales;26 Manufacture of electronic products;1998 November;0;97.2;0.0;0.1
8552;Total sales;26 Manufacture of electronic products;1998 December;0;97.1;-0.1;0.2
8553;Total sales;26 Manufacture of electronic products;1998;0;97.3;;0.4
8554;Total sales;26 Manufacture of electronic products;1999 January;0;96.4;-0.7;-1.1
8555;Total sales;26 Manufacture of electronic products;1999 February;0;96.5;0.1;-1.1
8556;Total sales;26 Manufacture of electronic products;1999 March ;0;96.5;0.1;-1.0
8557;Total sales;26 Manufacture of electronic products;1999 April;0;96.6;0.1;-0.7
8558;Total sales;26 Manufacture of electronic products;1999 May;0;96.7;0.0;-0.6
8559;Total sales;26 Manufacture of electronic products;1999 June;0;96.7;0.1;-0.6
8560;Total sales;26 Manufacture of electronic products;1999 July;0;96.9;0.1;-0.5
8561;Total sales;26 Manufacture of electronic products;1999 August;0;96.8;-0.1;-0.6
8562;Total sales;26 Manufacture of electronic products;1999 September;0;96.8;0.0;-0.5
8563;Total sales;26 Manufacture of electronic products;1999 October;0;96.5;-0.3;-0.7
8564;Total sales;26 Manufacture of electronic products;1999 November;0;96.5;0.0;-0.6
8565;Total sales;26 Manufacture of electronic products;1999 December;0;96.5;0.0;-0.6
8566;Total sales;26 Manufacture of electronic products;1999;0;96.6;;-0.7
8567;Total sales;26 Manufacture of electronic products;2000 January;4937;96.6;0.1;0.2
8568;Total sales;26 Manufacture of electronic products;2000 February;4937;96.7;0.1;0.3
8569;Total sales;26 Manufacture of electronic products;2000 March;4937;96.8;0.0;0.2
8570;Total sales;26 Manufacture of electronic products;2000 April;4937;97.2;0.5;0.6
8571;Total sales;26 Manufacture of electronic products;2000 May;4937;97.4;0.1;0.7
8572;Total sales;26 Manufacture of electronic products;2000 June;4937;97.4;0.0;0.7
8573;Total sales;26 Manufacture of electronic products;2000 July;4937;97.9;0.5;1.1
8574;Total sales;26 Manufacture of electronic products;2000 August;4937;97.9;0.0;1.2
8575;Total sales;26 Manufacture of electronic products;2000 September;4937;97.7;-0.2;1.0
8576;Total sales;26 Manufacture of electronic products;2000 October;4937;98.0;0.2;1.5
8577;Total sales;26 Manufacture of electronic products;2000 November;4937;98.0;0.1;1.6
8578;Total sales;26 Manufacture of electronic products;2000 December;4937;98.0;0.0;1.5
8579;Total sales;26 Manufacture of electronic products;2000;4937;97.5;;0.9
8580;Total sales;26 Manufacture of electronic products;2001 January;4937;99.2;1.2;2.6
8581;Total sales;26 Manufacture of electronic products;2001 February;4937;99.2;0.0;2.6
8582;Total sales;26 Manufacture of electronic products;2001 March;4937;99.2;0.0;2.5
8583;Total sales;26 Manufacture of electronic products;2001 April;4937;99.1;-0.1;1.9
8584;Total sales;26 Manufacture of electronic products;2001 May;4937;99.1;0.0;1.8
8585;Total sales;26 Manufacture of electronic products;2001 June;4937;99.4;0.2;2.1
8586;Total sales;26 Manufacture of electronic products;2001 July;4937;99.6;0.2;1.8
8587;Total sales;26 Manufacture of electronic products;2001 August;4937;99.4;-0.2;1.6
8588;Total sales;26 Manufacture of electronic products;2001 September;4937;99.6;0.1;1.9
8589;Total sales;26 Manufacture of electronic products;2001 October;4937;99.7;0.1;1.7
8590;Total sales;26 Manufacture of electronic products;2001 November;4937;99.8;0.2;1.8
8591;Total sales;26 Manufacture of electronic products;2001 December;4937;99.6;-0.3;1.6
8592;Total sales;26 Manufacture of electronic products;2001;4937;99.4;;2.0
8593;Total sales;26 Manufacture of electronic products;2002 January;4937;99.1;-0.4;0.0
8594;Total sales;26 Manufacture of electronic products;2002 February;4937;99.2;0.1;0.0
8595;Total sales;26 Manufacture of electronic products;2002 March;4937;99.2;0.0;0.0
8596;Total sales;26 Manufacture of electronic products;2002 April;4937;99.2;-0.1;0.1
8597;Total sales;26 Manufacture of electronic products;2002 May;4937;99.1;0.0;0.0
8598;Total sales;26 Manufacture of electronic products;2002 June;4937;99.2;0.1;-0.2
8599;Total sales;26 Manufacture of electronic products;2002 July;4937;99.4;0.2;-0.2
8600;Total sales;26 Manufacture of electronic products;2002 August;4937;99.6;0.2;0.1
8601;Total sales;26 Manufacture of electronic products;2002 September;4937;99.5;-0.1;-0.1
8602;Total sales;26 Manufacture of electronic products;2002 October;4937;99.1;-0.4;-0.6
8603;Total sales;26 Manufacture of electronic products;2002 November;4937;99.0;-0.1;-0.9
8604;Total sales;26 Manufacture of electronic products;2002 December;4937;99.0;0.0;-0.6
8605;Total sales;26 Manufacture of electronic products;2002;4937;99.2;;-0.2
8606;Total sales;26 Manufacture of electronic products;2003 January;4937;98.9;0.0;-0.2
8607;Total sales;26 Manufacture of electronic products;2003 February;4937;99.0;0.0;-0.2
8608;Total sales;26 Manufacture of electronic products;2003 March;4937;99.0;0.0;-0.2
8609;Total sales;26 Manufacture of electronic products;2003 April;4937;98.8;-0.2;-0.4
8610;Total sales;26 Manufacture of electronic products;2003 May;4937;98.6;-0.3;-0.6
8611;Total sales;26 Manufacture of electronic products;2003 June;4937;98.5;-0.1;-0.7
8612;Total sales;26 Manufacture of electronic products;2003 July;4937;98.8;0.3;-0.6
8613;Total sales;26 Manufacture of electronic products;2003 August;4937;98.8;0.0;-0.8
8614;Total sales;26 Manufacture of electronic products;2003 September;4937;98.8;0.0;-0.7
8615;Total sales;26 Manufacture of electronic products;2003 October;4937;98.7;-0.1;-0.4
8616;Total sales;26 Manufacture of electronic products;2003 November;4937;98.8;0.1;-0.1
8617;Total sales;26 Manufacture of electronic products;2003 December;4937;98.7;-0.2;-0.3
8618;Total sales;26 Manufacture of electronic products;2003;4937;98.8;;-0.4
8619;Total sales;26 Manufacture of electronic products;2004 January;4937;97.5;-1.2;-1.4
8620;Total sales;26 Manufacture of electronic products;2004 February;4937;97.5;0.0;-1.4
8621;Total sales;26 Manufacture of electronic products;2004 March;4937;97.6;0.1;-1.4
8622;Total sales;26 Manufacture of electronic products;2004 April;4937;97.9;0.3;-0.9
8623;Total sales;26 Manufacture of electronic products;2004 May;4937;98.0;0.1;-0.6
8624;Total sales;26 Manufacture of electronic products;2004 June;4937;98.3;0.3;-0.2
8625;Total sales;26 Manufacture of electronic products;2004 July;4937;98.4;0.1;-0.4
8626;Total sales;26 Manufacture of electronic products;2004 August;4937;98.4;0.0;-0.4
8627;Total sales;26 Manufacture of electronic products;2004 September;4937;98.5;0.0;-0.3
8628;Total sales;26 Manufacture of electronic products;2004 October;4937;98.8;0.3;0.0
8629;Total sales;26 Manufacture of electronic products;2004 November;4937;98.4;-0.4;-0.4
8630;Total sales;26 Manufacture of electronic products;2004 December;4937;97.8;-0.6;-0.9
8631;Total sales;26 Manufacture of electronic products;2004;4937;98.1;;-0.7
8632;Total sales;26 Manufacture of electronic products;2005 January;4937;99.1;1.4;1.7
8633;Total sales;26 Manufacture of electronic products;2005 February;4937;99.2;0.0;1.7
8634;Total sales;26 Manufacture of electronic products;2005 March;4937;99.3;0.1;1.7
8635;Total sales;26 Manufacture of electronic products;2005 April;4937;99.5;0.2;1.6
8636;Total sales;26 Manufacture of electronic products;2005 May;4937;99.9;0.4;1.9
8637;Total sales;26 Manufacture of electronic products;2005 June;4937;100.3;0.4;2.1
8638;Total sales;26 Manufacture of electronic products;2005 July;4937;100.3;0.0;2.0
8639;Total sales;26 Manufacture of electronic products;2005 August;4937;100.0;-0.3;1.6
8640;Total sales;26 Manufacture of electronic products;2005 September;4937;100.1;0.0;1.6
8641;Total sales;26 Manufacture of electronic products;2005 October;4937;100.5;0.4;1.7
8642;Total sales;26 Manufacture of electronic products;2005 November;4937;100.7;0.2;2.3
8643;Total sales;26 Manufacture of electronic products;2005 December;4937;101.2;0.5;3.5
8644;Total sales;26 Manufacture of electronic products;2005;4937;100.0;;1.9
8645;Total sales;26 Manufacture of electronic products;2006 January;4937;100.7;-0.5;1.6
8646;Total sales;26 Manufacture of electronic products;2006 February;4937;100.9;0.2;1.7
8647;Total sales;26 Manufacture of electronic products;2006 March;4937;100.8;0.0;1.5
8648;Total sales;26 Manufacture of electronic products;2006 April;4937;100.1;-0.7;0.7
8649;Total sales;26 Manufacture of electronic products;2006 May;4937;100.0;-0.2;0.1
8650;Total sales;26 Manufacture of electronic products;2006 June;4937;100.1;0.2;-0.2
8651;Total sales;26 Manufacture of electronic products;2006 July;4937;99.3;-0.8;-1.0
8652;Total sales;26 Manufacture of electronic products;2006 August;4937;99.2;-0.1;-0.8
8653;Total sales;26 Manufacture of electronic products;2006 September;4937;99.3;0.1;-0.8
8654;Total sales;26 Manufacture of electronic products;2006 October;4937;99.6;0.3;-0.8
8655;Total sales;26 Manufacture of electronic products;2006 November;4937;99.5;-0.2;-1.2
8656;Total sales;26 Manufacture of electronic products;2006 December;4937;100.0;0.6;-1.1
8657;Total sales;26 Manufacture of electronic products;2006;4937;100.0;;0.0
8658;Total sales;26 Manufacture of electronic products;2007 January;4937;101.7;1.6;1.0
8659;Total sales;26 Manufacture of electronic products;2007 February;4937;101.6;-0.1;0.8
8660;Total sales;26 Manufacture of electronic products;2007 March;4937;101.6;-0.1;0.7
8661;Total sales;26 Manufacture of electronic products;2007 April;4937;101.7;0.1;1.5
8662;Total sales;26 Manufacture of electronic products;2007 May;4937;101.7;0.1;1.8
8663;Total sales;26 Manufacture of electronic products;2007 June;4937;101.8;0.1;1.7
8664;Total sales;26 Manufacture of electronic products;2007 July;4937;100.1;-1.7;0.8
8665;Total sales;26 Manufacture of electronic products;2007 August;4937;100.1;0.1;0.9
8666;Total sales;26 Manufacture of electronic products;2007 September;4937;100.0;-0.1;0.7
8667;Total sales;26 Manufacture of electronic products;2007 October;4937;99.8;-0.2;0.2
8668;Total sales;26 Manufacture of electronic products;2007 November;4937;99.8;0.0;0.4
8669;Total sales;26 Manufacture of electronic products;2007 December;4937;99.9;0.0;-0.2
8670;Total sales;26 Manufacture of electronic products;2007;4937;100.8;;0.9
8671;Total sales;26 Manufacture of electronic products;2008 January;4937;100.0;0.1;-1.7
8672;Total sales;26 Manufacture of electronic products;2008 February;4937;100.1;0.1;-1.5
8673;Total sales;26 Manufacture of electronic products;2008 March;4937;99.7;-0.4;-1.8
8674;Total sales;26 Manufacture of electronic products;2008 April;4937;104.3;4.6;2.6
8675;Total sales;26 Manufacture of electronic products;2008 May;4937;104.5;0.2;2.8
8676;Total sales;26 Manufacture of electronic products;2008 June;4937;104.5;0.0;2.7
8677;Total sales;26 Manufacture of electronic products;2008 July;4937;105.6;1.0;5.5
8678;Total sales;26 Manufacture of electronic products;2008 August;4937;105.9;0.3;5.7
8679;Total sales;26 Manufacture of electronic products;2008 September;4937;106.8;0.9;6.8
8680;Total sales;26 Manufacture of electronic products;2008 October;4937;108.8;1.8;8.9
8681;Total sales;26 Manufacture of electronic products;2008 November;4937;110.7;1.8;10.8
8682;Total sales;26 Manufacture of electronic products;2008 December;4937;110.2;-0.4;10.3
8683;Total sales;26 Manufacture of electronic products;2008;4937;105.1;;4.2
8684;Total sales;26 Manufacture of electronic products;2009 January;4937;108.1;-1.9;8.1
8685;Total sales;26 Manufacture of electronic products;2009 February;4937;108.4;0.3;8.3
8686;Total sales;26 Manufacture of electronic products;2009 March;4937;108.1;-0.2;8.4
8687;Total sales;26 Manufacture of electronic products;2009 April;4937;107.9;-0.2;3.4
8688;Total sales;26 Manufacture of electronic products;2009 May;4937;107.2;-0.6;2.6
8689;Total sales;26 Manufacture of electronic products;2009 June;4937;107.0;-0.3;2.3
8690;Total sales;26 Manufacture of electronic products;2009 July;4937;106.7;-0.3;1.1
8691;Total sales;26 Manufacture of electronic products;2009 August;4937;106.6;0.0;0.7
8692;Total sales;26 Manufacture of electronic products;2009 September;4937;106.5;-0.1;-0.3
8693;Total sales;26 Manufacture of electronic products;2009 October;4937;104.8;-1.6;-3.7
8694;Total sales;26 Manufacture of electronic products;2009 November;4937;104.7;0.0;-5.4
8695;Total sales;26 Manufacture of electronic products;2009 December;4937;104.9;0.2;-4.8
8696;Total sales;26 Manufacture of electronic products;2009;4937;106.7;;1.6
8697;Total sales;26 Manufacture of electronic products;2010 January;4937;105.3;0.4;-2.5
8698;Total sales;26 Manufacture of electronic products;2010 February;4937;105.9;0.5;-2.3
