ID;ProvincialeHeffingen;RegioS;Perioden;ProvincialeHeffingenInMlnEuro_1
3614;Leges milieubeheer;Zeeland (PV);2013;0.1
3615;Leges milieubeheer;Zeeland (PV);2014;0.1
3616;Leges milieubeheer;Zeeland (PV);2015;0.1
3617;Leges milieubeheer;Zeeland (PV);2016;0.1
3618;Leges milieubeheer;Zeeland (PV);2017;0.0
3619;Leges milieubeheer;Zeeland (PV);2018;0.0
3620;Leges milieubeheer;Zeeland (PV);2019;0.1
3621;Leges milieubeheer;Zeeland (PV);2020;0.1
3622;Leges milieubeheer;Zeeland (PV);2021;0.1
3623;Leges milieubeheer;Zeeland (PV);2022;0.5
3624;Leges milieubeheer;Zeeland (PV);2023;0.5
3625;Leges milieubeheer;Zeeland (PV);2024;0.5
3626;Leges milieubeheer;Zeeland (PV);2025;1.0
3627;Leges milieubeheer;Noord-Brabant (PV);1995;
3628;Leges milieubeheer;Noord-Brabant (PV);1996;
3629;Leges milieubeheer;Noord-Brabant (PV);1997;
3630;Leges milieubeheer;Noord-Brabant (PV);1998;
3631;Leges milieubeheer;Noord-Brabant (PV);1999;
3632;Leges milieubeheer;Noord-Brabant (PV);2000;0.7
3633;Leges milieubeheer;Noord-Brabant (PV);2001;0.7
3634;Leges milieubeheer;Noord-Brabant (PV);2002;0.7
3635;Leges milieubeheer;Noord-Brabant (PV);2003;1.2
3636;Leges milieubeheer;Noord-Brabant (PV);2004;0.7
3637;Leges milieubeheer;Noord-Brabant (PV);2005;0.7
3638;Leges milieubeheer;Noord-Brabant (PV);2006;0.9
3639;Leges milieubeheer;Noord-Brabant (PV);2007;0.9
3640;Leges milieubeheer;Noord-Brabant (PV);2008;0.9
3641;Leges milieubeheer;Noord-Brabant (PV);2009;0.7
3642;Leges milieubeheer;Noord-Brabant (PV);2010;0.6
3643;Leges milieubeheer;Noord-Brabant (PV);2011;2.2
3644;Leges milieubeheer;Noord-Brabant (PV);2012;2.1
3645;Leges milieubeheer;Noord-Brabant (PV);2013;2.1
3646;Leges milieubeheer;Noord-Brabant (PV);2014;4.2
3647;Leges milieubeheer;Noord-Brabant (PV);2015;5.0
3648;Leges milieubeheer;Noord-Brabant (PV);2016;3.0
3649;Leges milieubeheer;Noord-Brabant (PV);2017;1.2
3650;Leges milieubeheer;Noord-Brabant (PV);2018;1.1
3651;Leges milieubeheer;Noord-Brabant (PV);2019;1.3
3652;Leges milieubeheer;Noord-Brabant (PV);2020;1.6
3653;Leges milieubeheer;Noord-Brabant (PV);2021;1.0
3654;Leges milieubeheer;Noord-Brabant (PV);2022;1.4
3655;Leges milieubeheer;Noord-Brabant (PV);2023;4.5
3656;Leges milieubeheer;Noord-Brabant (PV);2024;1.6
3657;Leges milieubeheer;Noord-Brabant (PV);2025;1.7
3658;Leges milieubeheer;Limburg (PV);1995;
3659;Leges milieubeheer;Limburg (PV);1996;
3660;Leges milieubeheer;Limburg (PV);1997;
3661;Leges milieubeheer;Limburg (PV);1998;
3662;Leges milieubeheer;Limburg (PV);1999;
3663;Leges milieubeheer;Limburg (PV);2000;0.5
3664;Leges milieubeheer;Limburg (PV);2001;0.5
3665;Leges milieubeheer;Limburg (PV);2002;0.6
3666;Leges milieubeheer;Limburg (PV);2003;0.6
3667;Leges milieubeheer;Limburg (PV);2004;0.2
3668;Leges milieubeheer;Limburg (PV);2005;0.2
3669;Leges milieubeheer;Limburg (PV);2006;0.2
3670;Leges milieubeheer;Limburg (PV);2007;0.3
3671;Leges milieubeheer;Limburg (PV);2008;0.2
3672;Leges milieubeheer;Limburg (PV);2009;0.0
3673;Leges milieubeheer;Limburg (PV);2010;0.0
3674;Leges milieubeheer;Limburg (PV);2011;0.0
3675;Leges milieubeheer;Limburg (PV);2012;0.7
3676;Leges milieubeheer;Limburg (PV);2013;0.7
3677;Leges milieubeheer;Limburg (PV);2014;0.8
3678;Leges milieubeheer;Limburg (PV);2015;0.8
3679;Leges milieubeheer;Limburg (PV);2016;0.8
3680;Leges milieubeheer;Limburg (PV);2017;1.5
3681;Leges milieubeheer;Limburg (PV);2018;0.9
3682;Leges milieubeheer;Limburg (PV);2019;0.9
3683;Leges milieubeheer;Limburg (PV);2020;0.9
3684;Leges milieubeheer;Limburg (PV);2021;0.9
3685;Leges milieubeheer;Limburg (PV);2022;0.5
3686;Leges milieubeheer;Limburg (PV);2023;0.5
3687;Leges milieubeheer;Limburg (PV);2024;3.0
3688;Leges milieubeheer;Limburg (PV);2025;3.1
3689;Overige leges;Nederland;1995;24.3
3690;Overige leges;Nederland;1996;27.0
3691;Overige leges;Nederland;1997;26.6
3692;Overige leges;Nederland;1998;30.8
3693;Overige leges;Nederland;1999;4.6
3694;Overige leges;Nederland;2000;2.3
3695;Overige leges;Nederland;2001;2.5
3696;Overige leges;Nederland;2002;2.4
3697;Overige leges;Nederland;2003;2.2
3698;Overige leges;Nederland;2004;3.8
3699;Overige leges;Nederland;2005;2.1
3700;Overige leges;Nederland;2006;3.1
3701;Overige leges;Nederland;2007;3.5
3702;Overige leges;Nederland;2008;3.2
3703;Overige leges;Nederland;2009;2.2
3704;Overige leges;Nederland;2010;2.7
3705;Overige leges;Nederland;2011;2.0
3706;Overige leges;Nederland;2012;2.0
3707;Overige leges;Nederland;2013;2.0
3708;Overige leges;Nederland;2014;4.2
3709;Overige leges;Nederland;2015;4.2
3710;Overige leges;Nederland;2016;5.1
3711;Overige leges;Nederland;2017;7.2
3712;Overige leges;Nederland;2018;7.0
3713;Overige leges;Nederland;2019;7.8
3714;Overige leges;Nederland;2020;7.8
3715;Overige leges;Nederland;2021;9.7
3716;Overige leges;Nederland;2022;10.5
3717;Overige leges;Nederland;2023;8.1
3718;Overige leges;Nederland;2024;10.6
3719;Overige leges;Nederland;2025;10.5
3720;Overige leges;Noord-Nederland (LD);1995;3.0
3721;Overige leges;Noord-Nederland (LD);1996;3.3
3722;Overige leges;Noord-Nederland (LD);1997;3.5
3723;Overige leges;Noord-Nederland (LD);1998;3.2
3724;Overige leges;Noord-Nederland (LD);1999;0.7
3725;Overige leges;Noord-Nederland (LD);2000;0.1
3726;Overige leges;Noord-Nederland (LD);2001;0.3
3727;Overige leges;Noord-Nederland (LD);2002;0.2
3728;Overige leges;Noord-Nederland (LD);2003;0.2
3729;Overige leges;Noord-Nederland (LD);2004;0.2
3730;Overige leges;Noord-Nederland (LD);2005;0.3
3731;Overige leges;Noord-Nederland (LD);2006;0.2
3732;Overige leges;Noord-Nederland (LD);2007;0.3
3733;Overige leges;Noord-Nederland (LD);2008;0.3
3734;Overige leges;Noord-Nederland (LD);2009;0.1
3735;Overige leges;Noord-Nederland (LD);2010;0.1
3736;Overige leges;Noord-Nederland (LD);2011;0.1
3737;Overige leges;Noord-Nederland (LD);2012;0.1
3738;Overige leges;Noord-Nederland (LD);2013;0.4
3739;Overige leges;Noord-Nederland (LD);2014;0.2
3740;Overige leges;Noord-Nederland (LD);2015;0.2
3741;Overige leges;Noord-Nederland (LD);2016;0.3
3742;Overige leges;Noord-Nederland (LD);2017;0.4
3743;Overige leges;Noord-Nederland (LD);2018;1.2
3744;Overige leges;Noord-Nederland (LD);2019;0.8
3745;Overige leges;Noord-Nederland (LD);2020;1.1
3746;Overige leges;Noord-Nederland (LD);2021;0.8
3747;Overige leges;Noord-Nederland (LD);2022;1.0
3748;Overige leges;Noord-Nederland (LD);2023;1.0
3749;Overige leges;Noord-Nederland (LD);2024;1.1
3750;Overige leges;Noord-Nederland (LD);2025;1.2
3751;Overige leges;Oost-Nederland (LD);1995;4.0
3752;Overige leges;Oost-Nederland (LD);1996;4.0
3753;Overige leges;Oost-Nederland (LD);1997;4.2
3754;Overige leges;Oost-Nederland (LD);1998;7.7
3755;Overige leges;Oost-Nederland (LD);1999;1.0
3756;Overige leges;Oost-Nederland (LD);2000;0.4
3757;Overige leges;Oost-Nederland (LD);2001;0.3
3758;Overige leges;Oost-Nederland (LD);2002;0.3
3759;Overige leges;Oost-Nederland (LD);2003;0.3
3760;Overige leges;Oost-Nederland (LD);2004;0.4
3761;Overige leges;Oost-Nederland (LD);2005;0.5
3762;Overige leges;Oost-Nederland (LD);2006;0.5
3763;Overige leges;Oost-Nederland (LD);2007;0.5
3764;Overige leges;Oost-Nederland (LD);2008;0.5
3765;Overige leges;Oost-Nederland (LD);2009;0.5
3766;Overige leges;Oost-Nederland (LD);2010;0.4
3767;Overige leges;Oost-Nederland (LD);2011;0.2
3768;Overige leges;Oost-Nederland (LD);2012;0.2
3769;Overige leges;Oost-Nederland (LD);2013;0.2
3770;Overige leges;Oost-Nederland (LD);2014;2.2
3771;Overige leges;Oost-Nederland (LD);2015;2.2
3772;Overige leges;Oost-Nederland (LD);2016;2.8
3773;Overige leges;Oost-Nederland (LD);2017;1.8
3774;Overige leges;Oost-Nederland (LD);2018;1.3
3775;Overige leges;Oost-Nederland (LD);2019;1.0
3776;Overige leges;Oost-Nederland (LD);2020;1.0
3777;Overige leges;Oost-Nederland (LD);2021;1.1
3778;Overige leges;Oost-Nederland (LD);2022;1.2
3779;Overige leges;Oost-Nederland (LD);2023;2.2
3780;Overige leges;Oost-Nederland (LD);2024;2.3
3781;Overige leges;Oost-Nederland (LD);2025;2.5
3782;Overige leges;West-Nederland (LD);1995;11.3
3783;Overige leges;West-Nederland (LD);1996;13.2
3784;Overige leges;West-Nederland (LD);1997;12.1
3785;Overige leges;West-Nederland (LD);1998;12.4
3786;Overige leges;West-Nederland (LD);1999;1.4
3787;Overige leges;West-Nederland (LD);2000;1.2
3788;Overige leges;West-Nederland (LD);2001;1.5
3789;Overige leges;West-Nederland (LD);2002;1.4
3790;Overige leges;West-Nederland (LD);2003;1.3
3791;Overige leges;West-Nederland (LD);2004;0.7
3792;Overige leges;West-Nederland (LD);2005;0.6
3793;Overige leges;West-Nederland (LD);2006;1.5
3794;Overige leges;West-Nederland (LD);2007;1.8
3795;Overige leges;West-Nederland (LD);2008;1.6
3796;Overige leges;West-Nederland (LD);2009;0.9
3797;Overige leges;West-Nederland (LD);2010;1.5
3798;Overige leges;West-Nederland (LD);2011;1.1
3799;Overige leges;West-Nederland (LD);2012;1.3
3800;Overige leges;West-Nederland (LD);2013;1.2
3801;Overige leges;West-Nederland (LD);2014;1.2
3802;Overige leges;West-Nederland (LD);2015;1.4
3803;Overige leges;West-Nederland (LD);2016;1.5
3804;Overige leges;West-Nederland (LD);2017;1.5
3805;Overige leges;West-Nederland (LD);2018;2.2
3806;Overige leges;West-Nederland (LD);2019;2.3
3807;Overige leges;West-Nederland (LD);2020;2.3
3808;Overige leges;West-Nederland (LD);2021;4.1
3809;Overige leges;West-Nederland (LD);2022;4.1
3810;Overige leges;West-Nederland (LD);2023;4.2
3811;Overige leges;West-Nederland (LD);2024;3.8
3812;Overige leges;West-Nederland (LD);2025;3.6
3813;Overige leges;Zuid-Nederland (LD);1995;5.9
3814;Overige leges;Zuid-Nederland (LD);1996;6.5
3815;Overige leges;Zuid-Nederland (LD);1997;6.9
3816;Overige leges;Zuid-Nederland (LD);1998;7.6
3817;Overige leges;Zuid-Nederland (LD);1999;1.6
3818;Overige leges;Zuid-Nederland (LD);2000;0.4
3819;Overige leges;Zuid-Nederland (LD);2001;0.4
3820;Overige leges;Zuid-Nederland (LD);2002;0.5
3821;Overige leges;Zuid-Nederland (LD);2003;0.4
3822;Overige leges;Zuid-Nederland (LD);2004;2.5
3823;Overige leges;Zuid-Nederland (LD);2005;0.8
3824;Overige leges;Zuid-Nederland (LD);2006;0.9
3825;Overige leges;Zuid-Nederland (LD);2007;0.9
3826;Overige leges;Zuid-Nederland (LD);2008;0.8
3827;Overige leges;Zuid-Nederland (LD);2009;0.8
3828;Overige leges;Zuid-Nederland (LD);2010;0.7
3829;Overige leges;Zuid-Nederland (LD);2011;0.5
3830;Overige leges;Zuid-Nederland (LD);2012;0.4
3831;Overige leges;Zuid-Nederland (LD);2013;0.4
3832;Overige leges;Zuid-Nederland (LD);2014;0.6
3833;Overige leges;Zuid-Nederland (LD);2015;0.4
3834;Overige leges;Zuid-Nederland (LD);2016;0.4
3835;Overige leges;Zuid-Nederland (LD);2017;3.6
3836;Overige leges;Zuid-Nederland (LD);2018;2.2
3837;Overige leges;Zuid-Nederland (LD);2019;3.7
3838;Overige leges;Zuid-Nederland (LD);2020;3.4
3839;Overige leges;Zuid-Nederland (LD);2021;3.6
3840;Overige leges;Zuid-Nederland (LD);2022;4.2
3841;Overige leges;Zuid-Nederland (LD);2023;0.7
3842;Overige leges;Zuid-Nederland (LD);2024;3.3
3843;Overige leges;Zuid-Nederland (LD);2025;3.2
3844;Overige leges;Groningen (PV);1995;1.0
3845;Overige leges;Groningen (PV);1996;1.0
3846;Overige leges;Groningen (PV);1997;1.0
3847;Overige leges;Groningen (PV);1998;0.8
3848;Overige leges;Groningen (PV);1999;0.1
3849;Overige leges;Groningen (PV);2000;0.1
3850;Overige leges;Groningen (PV);2001;0.1
3851;Overige leges;Groningen (PV);2002;0.1
3852;Overige leges;Groningen (PV);2003;0.1
3853;Overige leges;Groningen (PV);2004;0.1
3854;Overige leges;Groningen (PV);2005;0.1
3855;Overige leges;Groningen (PV);2006;0.1
3856;Overige leges;Groningen (PV);2007;0.1
3857;Overige leges;Groningen (PV);2008;0.1
3858;Overige leges;Groningen (PV);2009;0.1
3859;Overige leges;Groningen (PV);2010;0.1
3860;Overige leges;Groningen (PV);2011;0.1
3861;Overige leges;Groningen (PV);2012;0.1
3862;Overige leges;Groningen (PV);2013;0.2
3863;Overige leges;Groningen (PV);2014;0.1
3864;Overige leges;Groningen (PV);2015;0.1
3865;Overige leges;Groningen (PV);2016;0.1
3866;Overige leges;Groningen (PV);2017;0.1
3867;Overige leges;Groningen (PV);2018;0.3
3868;Overige leges;Groningen (PV);2019;0.4
3869;Overige leges;Groningen (PV);2020;0.4
3870;Overige leges;Groningen (PV);2021;0.2
3871;Overige leges;Groningen (PV);2022;0.4
3872;Overige leges;Groningen (PV);2023;0.5
3873;Overige leges;Groningen (PV);2024;0.5
3874;Overige leges;Groningen (PV);2025;0.5
3875;Overige leges;Fryslân (PV);1995;1.4
3876;Overige leges;Fryslân (PV);1996;1.5
3877;Overige leges;Fryslân (PV);1997;1.6
3878;Overige leges;Fryslân (PV);1998;1.5
3879;Overige leges;Fryslân (PV);1999;0.2
3880;Overige leges;Fryslân (PV);2000;0.0
3881;Overige leges;Fryslân (PV);2001;0.1
3882;Overige leges;Fryslân (PV);2002;0.1
3883;Overige leges;Fryslân (PV);2003;0.1
3884;Overige leges;Fryslân (PV);2004;0.1
3885;Overige leges;Fryslân (PV);2005;0.1
3886;Overige leges;Fryslân (PV);2006;0.1
3887;Overige leges;Fryslân (PV);2007;0.1
3888;Overige leges;Fryslân (PV);2008;0.1
3889;Overige leges;Fryslân (PV);2009;0.0
3890;Overige leges;Fryslân (PV);2010;0.0
3891;Overige leges;Fryslân (PV);2011;0.0
3892;Overige leges;Fryslân (PV);2012;0.0
3893;Overige leges;Fryslân (PV);2013;0.1
3894;Overige leges;Fryslân (PV);2014;0.1
3895;Overige leges;Fryslân (PV);2015;0.1
3896;Overige leges;Fryslân (PV);2016;0.1
3897;Overige leges;Fryslân (PV);2017;0.1
3898;Overige leges;Fryslân (PV);2018;0.5
3899;Overige leges;Fryslân (PV);2019;0.2
3900;Overige leges;Fryslân (PV);2020;0.5
3901;Overige leges;Fryslân (PV);2021;0.3
3902;Overige leges;Fryslân (PV);2022;0.3
3903;Overige leges;Fryslân (PV);2023;0.4
3904;Overige leges;Fryslân (PV);2024;0.5
3905;Overige leges;Fryslân (PV);2025;0.6
3906;Overige leges;Drenthe (PV);1995;0.6
3907;Overige leges;Drenthe (PV);1996;0.8
3908;Overige leges;Drenthe (PV);1997;0.9
3909;Overige leges;Drenthe (PV);1998;0.9
3910;Overige leges;Drenthe (PV);1999;0.4
3911;Overige leges;Drenthe (PV);2000;0.0
3912;Overige leges;Drenthe (PV);2001;0.1
3913;Overige leges;Drenthe (PV);2002;0.0
3914;Overige leges;Drenthe (PV);2003;0.0
3915;Overige leges;Drenthe (PV);2004;0.0
3916;Overige leges;Drenthe (PV);2005;0.1
3917;Overige leges;Drenthe (PV);2006;0.0
3918;Overige leges;Drenthe (PV);2007;0.1
3919;Overige leges;Drenthe (PV);2008;0.1
3920;Overige leges;Drenthe (PV);2009;0.0
3921;Overige leges;Drenthe (PV);2010;0.0
3922;Overige leges;Drenthe (PV);2011;0.0
3923;Overige leges;Drenthe (PV);2012;0.0
3924;Overige leges;Drenthe (PV);2013;0.1
3925;Overige leges;Drenthe (PV);2014;0.0
3926;Overige leges;Drenthe (PV);2015;0.0
3927;Overige leges;Drenthe (PV);2016;0.1
3928;Overige leges;Drenthe (PV);2017;0.2
3929;Overige leges;Drenthe (PV);2018;0.3
3930;Overige leges;Drenthe (PV);2019;0.2
3931;Overige leges;Drenthe (PV);2020;0.2
3932;Overige leges;Drenthe (PV);2021;0.2
3933;Overige leges;Drenthe (PV);2022;0.2
3934;Overige leges;Drenthe (PV);2023;0.2
3935;Overige leges;Drenthe (PV);2024;0.2
3936;Overige leges;Drenthe (PV);2025;0.2
3937;Overige leges;Overijssel (PV);1995;1.3
3938;Overige leges;Overijssel (PV);1996;1.3
3939;Overige leges;Overijssel (PV);1997;1.7
3940;Overige leges;Overijssel (PV);1998;1.5
3941;Overige leges;Overijssel (PV);1999;0.5
3942;Overige leges;Overijssel (PV);2000;0.2
3943;Overige leges;Overijssel (PV);2001;0.1
3944;Overige leges;Overijssel (PV);2002;0.3
3945;Overige leges;Overijssel (PV);2003;0.3
3946;Overige leges;Overijssel (PV);2004;0.3
3947;Overige leges;Overijssel (PV);2005;0.4
3948;Overige leges;Overijssel (PV);2006;0.4
3949;Overige leges;Overijssel (PV);2007;0.3
3950;Overige leges;Overijssel (PV);2008;0.3
3951;Overige leges;Overijssel (PV);2009;0.3
3952;Overige leges;Overijssel (PV);2010;0.3
3953;Overige leges;Overijssel (PV);2011;0.1
3954;Overige leges;Overijssel (PV);2012;0.1
3955;Overige leges;Overijssel (PV);2013;0.1
3956;Overige leges;Overijssel (PV);2014;2.1
3957;Overige leges;Overijssel (PV);2015;2.1
3958;Overige leges;Overijssel (PV);2016;1.8
3959;Overige leges;Overijssel (PV);2017;1.1
3960;Overige leges;Overijssel (PV);2018;0.5
3961;Overige leges;Overijssel (PV);2019;0.5
3962;Overige leges;Overijssel (PV);2020;0.5
3963;Overige leges;Overijssel (PV);2021;0.5
3964;Overige leges;Overijssel (PV);2022;0.8
3965;Overige leges;Overijssel (PV);2023;0.8
3966;Overige leges;Overijssel (PV);2024;0.7
3967;Overige leges;Overijssel (PV);2025;0.9
3968;Overige leges;Flevoland (PV);1995;0.4
3969;Overige leges;Flevoland (PV);1996;0.4
3970;Overige leges;Flevoland (PV);1997;0.5
3971;Overige leges;Flevoland (PV);1998;0.5
3972;Overige leges;Flevoland (PV);1999;0.0
3973;Overige leges;Flevoland (PV);2000;0.0
3974;Overige leges;Flevoland (PV);2001;0.1
3975;Overige leges;Flevoland (PV);2002;0.0
3976;Overige leges;Flevoland (PV);2003;0.0
3977;Overige leges;Flevoland (PV);2004;0.0
3978;Overige leges;Flevoland (PV);2005;0.0
3979;Overige leges;Flevoland (PV);2006;0.0
3980;Overige leges;Flevoland (PV);2007;0.0
3981;Overige leges;Flevoland (PV);2008;0.0
3982;Overige leges;Flevoland (PV);2009;0.0
3983;Overige leges;Flevoland (PV);2010;0.0
3984;Overige leges;Flevoland (PV);2011;0.0
3985;Overige leges;Flevoland (PV);2012;0.0
3986;Overige leges;Flevoland (PV);2013;0.0
3987;Overige leges;Flevoland (PV);2014;0.0
3988;Overige leges;Flevoland (PV);2015;0.0
3989;Overige leges;Flevoland (PV);2016;0.0
3990;Overige leges;Flevoland (PV);2017;0.0
3991;Overige leges;Flevoland (PV);2018;0.0
3992;Overige leges;Flevoland (PV);2019;0.0
3993;Overige leges;Flevoland (PV);2020;0.0
3994;Overige leges;Flevoland (PV);2021;0.0
3995;Overige leges;Flevoland (PV);2022;0.0
3996;Overige leges;Flevoland (PV);2023;0.0
3997;Overige leges;Flevoland (PV);2024;0.0
3998;Overige leges;Flevoland (PV);2025;0.0
3999;Overige leges;Gelderland (PV);1995;2.3
4000;Overige leges;Gelderland (PV);1996;2.3
4001;Overige leges;Gelderland (PV);1997;2.0
4002;Overige leges;Gelderland (PV);1998;5.7
4003;Overige leges;Gelderland (PV);1999;0.5
4004;Overige leges;Gelderland (PV);2000;0.2
4005;Overige leges;Gelderland (PV);2001;0.1
4006;Overige leges;Gelderland (PV);2002;0.0
4007;Overige leges;Gelderland (PV);2003;0.0
4008;Overige leges;Gelderland (PV);2004;0.1
4009;Overige leges;Gelderland (PV);2005;0.1
4010;Overige leges;Gelderland (PV);2006;0.1
4011;Overige leges;Gelderland (PV);2007;0.2
4012;Overige leges;Gelderland (PV);2008;0.2
4013;Overige leges;Gelderland (PV);2009;0.2
4014;Overige leges;Gelderland (PV);2010;0.1
4015;Overige leges;Gelderland (PV);2011;0.1
4016;Overige leges;Gelderland (PV);2012;0.1
4017;Overige leges;Gelderland (PV);2013;0.1
4018;Overige leges;Gelderland (PV);2014;0.1
4019;Overige leges;Gelderland (PV);2015;0.1
4020;Overige leges;Gelderland (PV);2016;1.0
4021;Overige leges;Gelderland (PV);2017;0.6
4022;Overige leges;Gelderland (PV);2018;0.7
4023;Overige leges;Gelderland (PV);2019;0.5
4024;Overige leges;Gelderland (PV);2020;0.4
4025;Overige leges;Gelderland (PV);2021;0.6
4026;Overige leges;Gelderland (PV);2022;0.4
4027;Overige leges;Gelderland (PV);2023;1.3
4028;Overige leges;Gelderland (PV);2024;1.5
4029;Overige leges;Gelderland (PV);2025;1.6
4030;Overige leges;Utrecht (PV);1995;2.1
4031;Overige leges;Utrecht (PV);1996;2.2
4032;Overige leges;Utrecht (PV);1997;1.7
4033;Overige leges;Utrecht (PV);1998;1.9
4034;Overige leges;Utrecht (PV);1999;0.2
4035;Overige leges;Utrecht (PV);2000;0.0
4036;Overige leges;Utrecht (PV);2001;0.1
4037;Overige leges;Utrecht (PV);2002;0.1
4038;Overige leges;Utrecht (PV);2003;0.1
4039;Overige leges;Utrecht (PV);2004;0.1
4040;Overige leges;Utrecht (PV);2005;0.1
4041;Overige leges;Utrecht (PV);2006;0.1
4042;Overige leges;Utrecht (PV);2007;0.1
4043;Overige leges;Utrecht (PV);2008;0.1
4044;Overige leges;Utrecht (PV);2009;0.1
4045;Overige leges;Utrecht (PV);2010;0.1
4046;Overige leges;Utrecht (PV);2011;0.1
4047;Overige leges;Utrecht (PV);2012;0.1
4048;Overige leges;Utrecht (PV);2013;0.1
4049;Overige leges;Utrecht (PV);2014;0.1
4050;Overige leges;Utrecht (PV);2015;0.1
4051;Overige leges;Utrecht (PV);2016;0.1
4052;Overige leges;Utrecht (PV);2017;0.1
4053;Overige leges;Utrecht (PV);2018;0.2
4054;Overige leges;Utrecht (PV);2019;0.1
4055;Overige leges;Utrecht (PV);2020;0.1
4056;Overige leges;Utrecht (PV);2021;0.1
4057;Overige leges;Utrecht (PV);2022;0.5
4058;Overige leges;Utrecht (PV);2023;0.5
4059;Overige leges;Utrecht (PV);2024;0.7
4060;Overige leges;Utrecht (PV);2025;0.4
4061;Overige leges;Noord-Holland (PV);1995;2.8
4062;Overige leges;Noord-Holland (PV);1996;2.9
4063;Overige leges;Noord-Holland (PV);1997;2.5
4064;Overige leges;Noord-Holland (PV);1998;2.5
4065;Overige leges;Noord-Holland (PV);1999;0.3
4066;Overige leges;Noord-Holland (PV);2000;0.5
4067;Overige leges;Noord-Holland (PV);2001;0.7
4068;Overige leges;Noord-Holland (PV);2002;0.8
4069;Overige leges;Noord-Holland (PV);2003;0.8
4070;Overige leges;Noord-Holland (PV);2004;0.6
4071;Overige leges;Noord-Holland (PV);2005;0.5
4072;Overige leges;Noord-Holland (PV);2006;0.5
4073;Overige leges;Noord-Holland (PV);2007;0.8
4074;Overige leges;Noord-Holland (PV);2008;0.6
4075;Overige leges;Noord-Holland (PV);2009;0.4
4076;Overige leges;Noord-Holland (PV);2010;0.6
4077;Overige leges;Noord-Holland (PV);2011;0.2
4078;Overige leges;Noord-Holland (PV);2012;0.3
4079;Overige leges;Noord-Holland (PV);2013;0.2
4080;Overige leges;Noord-Holland (PV);2014;0.2
4081;Overige leges;Noord-Holland (PV);2015;0.2
4082;Overige leges;Noord-Holland (PV);2016;0.3
4083;Overige leges;Noord-Holland (PV);2017;0.3
4084;Overige leges;Noord-Holland (PV);2018;0.3
4085;Overige leges;Noord-Holland (PV);2019;0.4
4086;Overige leges;Noord-Holland (PV);2020;0.5
4087;Overige leges;Noord-Holland (PV);2021;0.5
4088;Overige leges;Noord-Holland (PV);2022;1.2
4089;Overige leges;Noord-Holland (PV);2023;1.3
4090;Overige leges;Noord-Holland (PV);2024;1.2
4091;Overige leges;Noord-Holland (PV);2025;1.2
4092;Overige leges;Zuid-Holland (PV);1995;6.0
4093;Overige leges;Zuid-Holland (PV);1996;7.4
4094;Overige leges;Zuid-Holland (PV);1997;7.1
4095;Overige leges;Zuid-Holland (PV);1998;7.2
4096;Overige leges;Zuid-Holland (PV);1999;0.6
4097;Overige leges;Zuid-Holland (PV);2000;0.5
4098;Overige leges;Zuid-Holland (PV);2001;0.5
