ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;Perioden;AlleStijgers_1;NormaleStijgers_2;SnelleStijgers_3;BedrijvenMetOmzetStabiel_4;AlleDalers_5;NormaleDalers_6;SnelleDalers_7
4277;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2022 3e kwartaal;54.0;21.0;33.0;1.0;44.0;19.0;26.0
4278;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2022 4e kwartaal;56.0;23.0;33.0;2.0;43.0;17.0;26.0
4279;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2022;58.0;29.0;29.0;2.0;40.0;20.0;21.0
4280;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2023 1e kwartaal;56.0;21.0;35.0;1.0;43.0;18.0;25.0
4281;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2023 2e kwartaal;57.0;23.0;34.0;2.0;41.0;19.0;23.0
4282;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2023 3e kwartaal;53.0;19.0;34.0;2.0;45.0;17.0;28.0
4283;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2023 4e kwartaal;50.0;18.0;31.0;1.0;49.0;20.0;29.0
4284;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2023;57.0;28.0;29.0;1.0;42.0;21.0;21.0
4285;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2024 1e kwartaal;58.0;28.0;29.0;1.0;41.0;21.0;20.0
4286;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2024 2e kwartaal;48.0;19.0;29.0;5.0;47.0;22.0;24.0
4287;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2024 3e kwartaal;56.0;23.0;33.0;2.0;42.0;19.0;24.0
4288;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2024 4e kwartaal;58.0;22.0;36.0;1.0;41.0;16.0;25.0
4289;Totaal 1 of meer werkzame personen;454 Handel en reparatie van motorfietsen;2024;;;;;;;
4290;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2012 1e kwartaal;49.0;20.0;29.0;2.0;49.0;22.0;27.0
4291;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2012 2e kwartaal;45.0;19.0;26.0;2.0;53.0;23.0;30.0
4292;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2012 3e kwartaal;46.0;19.0;27.0;2.0;52.0;23.0;29.0
4293;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2012 4e kwartaal;43.0;18.0;25.0;2.0;55.0;23.0;32.0
4294;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2012;43.0;21.0;22.0;2.0;55.0;28.0;27.0
4295;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2013 1e kwartaal;40.0;17.0;23.0;2.0;58.0;24.0;33.0
4296;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2013 2e kwartaal;44.0;19.0;25.0;2.0;54.0;24.0;30.0
4297;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2013 3e kwartaal;45.0;19.0;26.0;2.0;53.0;23.0;30.0
4298;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2013 4e kwartaal;50.0;20.0;30.0;2.0;49.0;22.0;27.0
4299;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2013;43.0;22.0;21.0;2.0;55.0;28.0;27.0
4300;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2014 1e kwartaal;53.0;22.0;32.0;2.0;45.0;20.0;24.0
4301;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2014 2e kwartaal;51.0;21.0;30.0;2.0;47.0;21.0;25.0
4302;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2014 3e kwartaal;51.0;21.0;29.0;2.0;47.0;21.0;26.0
4303;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2014 4e kwartaal;50.0;21.0;29.0;2.0;48.0;21.0;27.0
4304;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2014;51.0;26.0;25.0;2.0;46.0;24.0;23.0
4305;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2015 1e kwartaal;51.0;21.0;30.0;2.0;46.0;22.0;25.0
4306;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2015 2e kwartaal;53.0;22.0;31.0;2.0;45.0;20.0;24.0
4307;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2015 3e kwartaal;53.0;21.0;32.0;2.0;45.0;20.0;25.0
4308;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2015 4e kwartaal;53.0;21.0;32.0;2.0;45.0;20.0;25.0
4309;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2015;53.0;26.0;27.0;2.0;44.0;23.0;22.0
4310;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2016 1e kwartaal;53.0;22.0;30.0;2.0;45.0;20.0;24.0
4311;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2016 2e kwartaal;52.0;22.0;30.0;2.0;45.0;21.0;24.0
4312;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2016 3e kwartaal;52.0;22.0;30.0;2.0;45.0;21.0;25.0
4313;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2016 4e kwartaal;53.0;22.0;31.0;2.0;45.0;20.0;24.0
4314;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2016;53.0;27.0;26.0;2.0;45.0;23.0;21.0
4315;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2017 1e kwartaal;55.0;23.0;32.0;2.0;43.0;19.0;23.0
4316;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2017 2e kwartaal;54.0;23.0;31.0;2.0;44.0;21.0;23.0
4317;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2017 3e kwartaal;55.0;23.0;32.0;2.0;43.0;20.0;23.0
4318;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2017 4e kwartaal;54.0;22.0;31.0;2.0;44.0;20.0;24.0
4319;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2017;55.0;28.0;27.0;2.0;42.0;22.0;20.0
4320;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2018 1e kwartaal;53.0;23.0;30.0;2.0;45.0;21.0;23.0
4321;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2018 2e kwartaal;54.0;23.0;31.0;2.0;44.0;20.0;24.0
4322;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2018 3e kwartaal;52.0;22.0;30.0;2.0;46.0;21.0;25.0
4323;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2018 4e kwartaal;53.0;22.0;31.0;2.0;44.0;21.0;24.0
4324;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2018;54.0;28.0;26.0;2.0;44.0;23.0;21.0
4325;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2019 1e kwartaal;52.0;22.0;30.0;2.0;45.0;21.0;24.0
4326;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2019 2e kwartaal;52.0;23.0;30.0;2.0;45.0;21.0;24.0
4327;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2019 3e kwartaal;52.0;22.0;30.0;2.0;45.0;21.0;25.0
4328;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2019 4e kwartaal;50.0;21.0;29.0;2.0;48.0;22.0;26.0
4329;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2019;52.0;27.0;25.0;2.0;46.0;24.0;22.0
4330;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2020 1e kwartaal;50.0;22.0;29.0;2.0;48.0;22.0;25.0
4331;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2020 2e kwartaal;41.0;15.0;25.0;2.0;58.0;20.0;38.0
4332;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2020 3e kwartaal;52.0;20.0;32.0;2.0;46.0;19.0;27.0
4333;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2020 4e kwartaal;52.0;20.0;32.0;2.0;46.0;19.0;28.0
4334;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2020;47.0;22.0;25.0;2.0;51.0;24.0;27.0
4335;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2021 1e kwartaal;52.0;18.0;34.0;2.0;46.0;17.0;28.0
4336;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2021 2e kwartaal;67.0;19.0;49.0;2.0;31.0;13.0;18.0
4337;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2021 3e kwartaal;60.0;23.0;38.0;2.0;38.0;16.0;21.0
4338;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2021 4e kwartaal;63.0;21.0;43.0;2.0;35.0;15.0;20.0
4339;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2021;64.0;27.0;37.0;2.0;35.0;17.0;18.0
4340;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2022 1e kwartaal;63.0;20.0;43.0;2.0;35.0;15.0;20.0
4341;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2022 2e kwartaal;59.0;20.0;39.0;2.0;39.0;17.0;22.0
4342;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2022 3e kwartaal;57.0;21.0;35.0;2.0;41.0;18.0;23.0
4343;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2022 4e kwartaal;55.0;21.0;34.0;2.0;43.0;19.0;24.0
4344;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2022;61.0;26.0;34.0;2.0;38.0;19.0;19.0
4345;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2023 1e kwartaal;56.0;21.0;34.0;2.0;42.0;19.0;24.0
4346;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2023 2e kwartaal;49.0;21.0;28.0;2.0;49.0;22.0;27.0
4347;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2023 3e kwartaal;47.0;20.0;28.0;2.0;51.0;23.0;27.0
4348;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2023 4e kwartaal;46.0;20.0;26.0;2.0;52.0;24.0;28.0
4349;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2023;49.0;25.0;23.0;2.0;49.0;26.0;23.0
4350;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2024 1e kwartaal;44.0;21.0;23.0;3.0;54.0;29.0;25.0
4351;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2024 2e kwartaal;48.0;22.0;26.0;2.0;50.0;25.0;25.0
4352;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2024 3e kwartaal;50.0;22.0;27.0;2.0;48.0;23.0;25.0
4353;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2024 4e kwartaal;51.0;23.0;28.0;2.0;47.0;22.0;24.0
4354;Totaal 1 of meer werkzame personen;46 Groothandel en handelsbemiddeling;2024;;;;;;;
4355;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2012 1e kwartaal;50.0;16.0;34.0;2.0;49.0;18.0;31.0
4356;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2012 2e kwartaal;46.0;15.0;31.0;2.0;52.0;18.0;34.0
4357;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2012 3e kwartaal;47.0;15.0;32.0;2.0;51.0;17.0;34.0
4358;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2012 4e kwartaal;44.0;14.0;30.0;1.0;54.0;18.0;36.0
4359;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2012;43.0;17.0;26.0;2.0;55.0;24.0;31.0
4360;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2013 1e kwartaal;42.0;14.0;28.0;2.0;56.0;18.0;38.0
4361;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2013 2e kwartaal;44.0;15.0;29.0;2.0;53.0;20.0;34.0
4362;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2013 3e kwartaal;46.0;15.0;31.0;2.0;52.0;19.0;33.0
4363;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2013 4e kwartaal;49.0;15.0;34.0;2.0;50.0;18.0;31.0
4364;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2013;45.0;18.0;28.0;2.0;53.0;22.0;31.0
4365;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2014 1e kwartaal;53.0;16.0;37.0;2.0;45.0;17.0;28.0
4366;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2014 2e kwartaal;51.0;16.0;35.0;2.0;47.0;18.0;30.0
4367;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2014 3e kwartaal;50.0;15.0;35.0;2.0;48.0;18.0;30.0
4368;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2014 4e kwartaal;51.0;16.0;35.0;2.0;48.0;17.0;30.0
4369;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2014;52.0;20.0;32.0;2.0;47.0;20.0;27.0
4370;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2015 1e kwartaal;52.0;16.0;36.0;2.0;46.0;16.0;30.0
4371;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2015 2e kwartaal;54.0;17.0;37.0;2.0;44.0;16.0;28.0
4372;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2015 3e kwartaal;53.0;16.0;37.0;2.0;45.0;16.0;29.0
4373;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2015 4e kwartaal;53.0;15.0;37.0;2.0;45.0;15.0;30.0
4374;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2015;55.0;20.0;34.0;2.0;44.0;19.0;25.0
4375;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2016 1e kwartaal;52.0;16.0;36.0;3.0;45.0;17.0;28.0
4376;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2016 2e kwartaal;51.0;16.0;34.0;2.0;47.0;18.0;29.0
4377;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2016 3e kwartaal;52.0;17.0;35.0;2.0;46.0;17.0;29.0
4378;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2016 4e kwartaal;53.0;17.0;35.0;2.0;45.0;16.0;29.0
4379;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2016;53.0;21.0;33.0;2.0;45.0;19.0;26.0
4380;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2017 1e kwartaal;54.0;17.0;36.0;2.0;44.0;16.0;28.0
4381;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2017 2e kwartaal;53.0;16.0;37.0;2.0;45.0;17.0;28.0
4382;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2017 3e kwartaal;53.0;16.0;37.0;2.0;45.0;17.0;28.0
4383;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2017 4e kwartaal;53.0;16.0;36.0;2.0;46.0;17.0;29.0
4384;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2017;54.0;20.0;34.0;2.0;44.0;19.0;25.0
4385;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2018 1e kwartaal;53.0;17.0;36.0;2.0;45.0;17.0;28.0
4386;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2018 2e kwartaal;52.0;18.0;34.0;2.0;46.0;17.0;29.0
4387;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2018 3e kwartaal;51.0;16.0;35.0;2.0;47.0;18.0;29.0
4388;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2018 4e kwartaal;53.0;18.0;35.0;2.0;45.0;17.0;28.0
4389;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2018;53.0;21.0;32.0;2.0;45.0;20.0;25.0
4390;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2019 1e kwartaal;52.0;17.0;35.0;3.0;45.0;16.0;29.0
4391;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2019 2e kwartaal;51.0;17.0;34.0;2.0;47.0;18.0;29.0
4392;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2019 3e kwartaal;51.0;16.0;35.0;2.0;47.0;17.0;29.0
4393;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2019 4e kwartaal;50.0;16.0;34.0;2.0;48.0;18.0;30.0
4394;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2019;51.0;20.0;31.0;2.0;47.0;21.0;26.0
4395;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2020 1e kwartaal;49.0;17.0;32.0;2.0;49.0;19.0;30.0
4396;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2020 2e kwartaal;41.0;13.0;27.0;2.0;57.0;16.0;41.0
4397;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2020 3e kwartaal;51.0;17.0;35.0;2.0;47.0;16.0;31.0
4398;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2020 4e kwartaal;52.0;18.0;34.0;2.0;46.0;15.0;31.0
4399;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2020;46.0;17.0;29.0;2.0;52.0;21.0;32.0
4400;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2021 1e kwartaal;52.0;14.0;37.0;2.0;47.0;14.0;32.0
4401;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2021 2e kwartaal;67.0;17.0;50.0;2.0;32.0;11.0;21.0
4402;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2021 3e kwartaal;58.0;19.0;39.0;2.0;40.0;14.0;26.0
4403;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2021 4e kwartaal;61.0;18.0;42.0;2.0;38.0;13.0;25.0
4404;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2021;62.0;23.0;39.0;1.0;37.0;15.0;21.0
4405;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2022 1e kwartaal;61.0;15.0;46.0;2.0;36.0;14.0;23.0
4406;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2022 2e kwartaal;57.0;17.0;41.0;2.0;41.0;14.0;27.0
4407;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2022 3e kwartaal;58.0;19.0;39.0;2.0;40.0;14.0;26.0
4408;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2022 4e kwartaal;55.0;18.0;38.0;2.0;43.0;16.0;27.0
4409;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2022;60.0;22.0;38.0;1.0;38.0;16.0;22.0
4410;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2023 1e kwartaal;53.0;16.0;37.0;2.0;45.0;17.0;28.0
4411;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2023 2e kwartaal;50.0;17.0;33.0;2.0;48.0;19.0;29.0
4412;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2023 3e kwartaal;48.0;16.0;32.0;2.0;50.0;19.0;31.0
4413;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2023 4e kwartaal;45.0;15.0;31.0;2.0;52.0;21.0;31.0
4414;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2023;49.0;20.0;29.0;2.0;49.0;23.0;26.0
4415;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2024 1e kwartaal;44.0;17.0;27.0;4.0;53.0;25.0;28.0
4416;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2024 2e kwartaal;48.0;18.0;30.0;2.0;50.0;22.0;28.0
4417;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2024 3e kwartaal;47.0;17.0;31.0;3.0;50.0;21.0;29.0
4418;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2024 4e kwartaal;50.0;17.0;32.0;2.0;48.0;20.0;28.0
4419;Totaal 1 of meer werkzame personen;461 Handelsbemiddeling;2024;;;;;;;
4420;Totaal 1 of meer werkzame personen;462-469 Groothandel;2012 1e kwartaal;49.0;21.0;28.0;2.0;49.0;23.0;27.0
4421;Totaal 1 of meer werkzame personen;462-469 Groothandel;2012 2e kwartaal;45.0;19.0;26.0;2.0;53.0;24.0;29.0
4422;Totaal 1 of meer werkzame personen;462-469 Groothandel;2012 3e kwartaal;46.0;20.0;26.0;2.0;52.0;24.0;28.0
4423;Totaal 1 of meer werkzame personen;462-469 Groothandel;2012 4e kwartaal;43.0;18.0;25.0;2.0;55.0;24.0;31.0
4424;Totaal 1 of meer werkzame personen;462-469 Groothandel;2012;43.0;22.0;21.0;2.0;55.0;29.0;26.0
4425;Totaal 1 of meer werkzame personen;462-469 Groothandel;2013 1e kwartaal;40.0;17.0;23.0;2.0;58.0;25.0;33.0
4426;Totaal 1 of meer werkzame personen;462-469 Groothandel;2013 2e kwartaal;43.0;19.0;24.0;2.0;54.0;24.0;30.0
4427;Totaal 1 of meer werkzame personen;462-469 Groothandel;2013 3e kwartaal;45.0;20.0;25.0;2.0;53.0;23.0;30.0
4428;Totaal 1 of meer werkzame personen;462-469 Groothandel;2013 4e kwartaal;50.0;21.0;29.0;2.0;48.0;22.0;26.0
4429;Totaal 1 of meer werkzame personen;462-469 Groothandel;2013;43.0;23.0;20.0;2.0;55.0;29.0;27.0
4430;Totaal 1 of meer werkzame personen;462-469 Groothandel;2014 1e kwartaal;53.0;22.0;31.0;2.0;45.0;21.0;24.0
4431;Totaal 1 of meer werkzame personen;462-469 Groothandel;2014 2e kwartaal;51.0;22.0;29.0;2.0;47.0;22.0;25.0
4432;Totaal 1 of meer werkzame personen;462-469 Groothandel;2014 3e kwartaal;51.0;22.0;29.0;2.0;47.0;22.0;25.0
4433;Totaal 1 of meer werkzame personen;462-469 Groothandel;2014 4e kwartaal;50.0;22.0;29.0;2.0;47.0;21.0;26.0
4434;Totaal 1 of meer werkzame personen;462-469 Groothandel;2014;51.0;27.0;24.0;2.0;46.0;24.0;22.0
4435;Totaal 1 of meer werkzame personen;462-469 Groothandel;2015 1e kwartaal;51.0;22.0;29.0;2.0;47.0;22.0;24.0
4436;Totaal 1 of meer werkzame personen;462-469 Groothandel;2015 2e kwartaal;53.0;23.0;30.0;2.0;45.0;21.0;24.0
4437;Totaal 1 of meer werkzame personen;462-469 Groothandel;2015 3e kwartaal;53.0;22.0;31.0;2.0;45.0;21.0;24.0
4438;Totaal 1 of meer werkzame personen;462-469 Groothandel;2015 4e kwartaal;54.0;22.0;31.0;2.0;44.0;20.0;24.0
4439;Totaal 1 of meer werkzame personen;462-469 Groothandel;2015;53.0;27.0;26.0;2.0;45.0;24.0;21.0
4440;Totaal 1 of meer werkzame personen;462-469 Groothandel;2016 1e kwartaal;53.0;23.0;30.0;2.0;45.0;21.0;24.0
4441;Totaal 1 of meer werkzame personen;462-469 Groothandel;2016 2e kwartaal;53.0;23.0;29.0;2.0;45.0;21.0;24.0
4442;Totaal 1 of meer werkzame personen;462-469 Groothandel;2016 3e kwartaal;53.0;23.0;29.0;2.0;45.0;21.0;24.0
4443;Totaal 1 of meer werkzame personen;462-469 Groothandel;2016 4e kwartaal;53.0;23.0;30.0;2.0;44.0;21.0;23.0
4444;Totaal 1 of meer werkzame personen;462-469 Groothandel;2016;53.0;28.0;25.0;2.0;44.0;24.0;20.0
4445;Totaal 1 of meer werkzame personen;462-469 Groothandel;2017 1e kwartaal;55.0;24.0;32.0;2.0;42.0;20.0;22.0
4446;Totaal 1 of meer werkzame personen;462-469 Groothandel;2017 2e kwartaal;54.0;24.0;30.0;2.0;44.0;21.0;23.0
4447;Totaal 1 of meer werkzame personen;462-469 Groothandel;2017 3e kwartaal;55.0;24.0;31.0;2.0;43.0;20.0;22.0
4448;Totaal 1 of meer werkzame personen;462-469 Groothandel;2017 4e kwartaal;54.0;24.0;30.0;2.0;44.0;21.0;23.0
4449;Totaal 1 of meer werkzame personen;462-469 Groothandel;2017;56.0;29.0;26.0;2.0;42.0;23.0;19.0
4450;Totaal 1 of meer werkzame personen;462-469 Groothandel;2018 1e kwartaal;53.0;24.0;29.0;3.0;45.0;22.0;23.0
4451;Totaal 1 of meer werkzame personen;462-469 Groothandel;2018 2e kwartaal;54.0;24.0;30.0;2.0;44.0;21.0;23.0
4452;Totaal 1 of meer werkzame personen;462-469 Groothandel;2018 3e kwartaal;52.0;23.0;29.0;2.0;46.0;22.0;24.0
4453;Totaal 1 of meer werkzame personen;462-469 Groothandel;2018 4e kwartaal;53.0;23.0;30.0;2.0;44.0;22.0;23.0
4454;Totaal 1 of meer werkzame personen;462-469 Groothandel;2018;54.0;29.0;25.0;2.0;44.0;24.0;20.0
4455;Totaal 1 of meer werkzame personen;462-469 Groothandel;2019 1e kwartaal;52.0;23.0;29.0;2.0;45.0;22.0;24.0
4456;Totaal 1 of meer werkzame personen;462-469 Groothandel;2019 2e kwartaal;52.0;24.0;29.0;2.0;45.0;22.0;23.0
4457;Totaal 1 of meer werkzame personen;462-469 Groothandel;2019 3e kwartaal;53.0;23.0;29.0;2.0;45.0;22.0;24.0
4458;Totaal 1 of meer werkzame personen;462-469 Groothandel;2019 4e kwartaal;50.0;22.0;28.0;2.0;48.0;23.0;25.0
4459;Totaal 1 of meer werkzame personen;462-469 Groothandel;2019;52.0;28.0;23.0;2.0;46.0;25.0;21.0
4460;Totaal 1 of meer werkzame personen;462-469 Groothandel;2020 1e kwartaal;51.0;23.0;28.0;2.0;47.0;23.0;24.0
4461;Totaal 1 of meer werkzame personen;462-469 Groothandel;2020 2e kwartaal;41.0;16.0;25.0;2.0;58.0;20.0;37.0
4462;Totaal 1 of meer werkzame personen;462-469 Groothandel;2020 3e kwartaal;52.0;21.0;31.0;2.0;46.0;20.0;26.0
4463;Totaal 1 of meer werkzame personen;462-469 Groothandel;2020 4e kwartaal;52.0;21.0;31.0;2.0;46.0;19.0;27.0
4464;Totaal 1 of meer werkzame personen;462-469 Groothandel;2020;47.0;23.0;24.0;2.0;51.0;24.0;27.0
4465;Totaal 1 of meer werkzame personen;462-469 Groothandel;2021 1e kwartaal;53.0;19.0;33.0;2.0;46.0;18.0;28.0
