ID;RegioS;Kiesgerechtigden_1;Opkomst_2;TotaalStemmen_3;GeldigeStemmen_4;CDA_5;CU_6;DN_7;D66_8;GL_9;LN_10;LPF_11;NMP_12;PvdA_13;PvdT_14;RVP_15;SGP_16;SP_17;VSP_18;VIPOU_19;VVD_20;CDA_21;CU_22;DN_23;D66_24;GL_25;LN_26;LPF_27;NMP_28;PvdA_29;PvdT_30;RVP_31;SGP_32;SP_33;VSP_34;VIPOU_35;VVD_36;LandsdeelCode_37;ProvincieCode_38;KamerkieskringCode_39;CoropCode_40;GemeenteCode_41
509;Noord-Holland;1894355;78.8;1492264;1488356;306464;18571;1375;96393;129903;30107;262287;703.0;246301;648.0;;3942;109213;1643.0;9715;271091;20.6;1.2;0.1;6.5;8.7;2.0;17.6;0.0;16.5;0.0;;0.3;7.3;0.1;0.7;18.2;3;27;  ;  ;    
510;Zuid-Holland;2543630;78.7;2001581;1998478;479540;53313;3354;100794;117150;31766;444949;442.0;285859;1070.0;63.0;55548;99620;2384.0;6862;315764;24.0;2.7;0.2;5.0;5.9;1.6;22.3;0.0;14.3;0.1;0.0;2.8;5.0;0.1;0.3;15.8;3;28;  ;  ;    
511;Zeeland;280962;80.0;224693;224426;66419;8237;165;8622;11796;3437;35056;59.0;29655;148.0;;18286;10143;;932;31471;29.6;3.7;0.1;3.8;5.3;1.5;15.6;0.0;13.2;0.1;;8.1;4.5;;0.4;14.0;3;29;  ;  ;    
512;Noord-Brabant;1798220;77.1;1386493;1384966;450606;9642;1347;69395;88914;22606;243989;355.0;163624;1948.0;;5812;98033;1653.0;6829;220213;32.5;0.7;0.1;5.0;6.4;1.6;17.6;0.0;11.8;0.1;;0.4;7.1;0.1;0.5;15.9;4;30;  ;  ;    
513;Limburg;865001;73.7;637760;636917;233538;2434;555;26222;43108;10990;120980;163.0;78823;415.0;;464;36637;945.0;3098;78545;36.7;0.4;0.1;4.1;6.8;1.7;19.0;0.0;12.4;0.1;;0.1;5.8;0.1;0.5;12.3;4;31;  ;  ;    
514;Oost-Groningen (corop);119938;74.6;89437;89335;19845;3611;63;3240;5952;1659;13644;28.0;25170;83.0;;246;5150;75.0;280;10289;22.2;4.0;0.1;3.6;6.7;1.9;15.3;0.0;28.2;0.1;;0.3;5.8;0.1;0.3;11.5;1;20;  ;01;    
515;Delfzijl en omgeving (corop);40269;76.2;30666;30650;8410;1367;16;1237;1801;561;4231;5.0;7593;16.0;;135;1556;34.0;132;3556;27.4;4.5;0.1;4.0;5.9;1.8;13.8;0.0;24.8;0.1;;0.4;5.1;0.1;0.4;11.6;1;20;  ;02;    
516;Overig Groningen (corop);282432;80.8;228121;227813;48966;14214;142;13743;23367;2661;24557;53.0;50411;129.0;;960;17217;197.0;570;30626;21.5;6.2;0.1;6.0;10.3;1.2;10.8;0.0;22.1;0.1;;0.4;7.6;0.1;0.3;13.4;1;20;  ;03;    
517;Noord-Friesland (corop);249026;82.2;204717;204478;69669;7627;80;8714;14070;2955;24541;42.0;39208;144.0;;1402;11827;;541;23658;34.1;3.7;0.0;4.3;6.9;1.4;12.0;0.0;19.2;0.1;;0.7;5.8;;0.3;11.6;1;21;  ;04;    
518;Zuidwest-Friesland (corop);77926;82.7;64411;64349;24774;1597;24;2526;3843;959;8531;4.0;9734;48.0;;285;3346;;173;8505;38.5;2.5;0.0;3.9;6.0;1.5;13.3;0.0;15.1;0.1;;0.4;5.2;;0.3;13.2;1;21;  ;05;    
519;Zuidoost-Friesland (corop);153822;81.0;124601;124447;35921;5249;52;5267;8097;1953;15331;30.0;28393;100.0;;548;6753;;397;16356;28.9;4.2;0.0;4.2;6.5;1.6;12.3;0.0;22.8;0.1;;0.4;5.4;;0.3;13.1;1;21;  ;06;    
520;Noord-Drenthe (corop);137518;82.1;112936;112828;24363;4461;42;6416;8380;1518;13179;25.0;26692;68.0;;322;5855;95.0;355;21057;21.6;4.0;0.0;5.7;7.4;1.3;11.7;0.0;23.7;0.1;;0.3;5.2;0.1;0.3;18.7;1;22;  ;07;    
521;Zuidoost-Drenthe (corop);130803;76.8;100404;100336;27449;2253;57;4382;5634;1427;12982;18.0;26713;82.0;;222;5135;83.0;330;13569;27.4;2.2;0.1;4.4;5.6;1.4;12.9;0.0;26.6;0.1;;0.2;5.1;0.1;0.3;13.5;1;22;  ;08;    
522;Zuidwest-Drenthe (corop);96555;81.4;78621;78564;24015;3329;45;3239;4015;1155;9741;13.0;16006;49.0;;575;3635;73.0;206;12468;30.6;4.2;0.1;4.1;5.1;1.5;12.4;0.0;20.4;0.1;;0.7;4.6;0.1;0.3;15.9;1;22;  ;09;    
523;Noord-Overijssel (corop);250778;84.1;210848;210697;74674;20914;81;7752;12127;2578;21124;54.0;30060;127.0;;8988;8846;142.0;483;22747;35.4;9.9;0.0;3.7;5.8;1.2;10.0;0.0;14.3;0.1;;4.3;4.2;0.1;0.2;10.8;2;23;  ;10;    
524;Zuidwest-Overijssel (corop);108009;79.9;86303;86202;28669;1259;56;4664;6955;1303;9350;15.0;16375;38.0;;146;4632;92.0;231;12417;33.3;1.5;0.1;5.4;8.1;1.5;10.8;0.0;19.0;0.0;;0.2;5.4;0.1;0.3;14.4;2;23;  ;11;    
525;Twente (corop);457318;80.4;367762;367406;141973;12433;167;14670;20115;4657;43626;75.0;58066;179.0;;6700;17843;444.0;1198;45260;38.6;3.4;0.0;4.0;5.5;1.3;11.9;0.0;15.8;0.0;;1.8;4.9;0.1;0.3;12.3;2;23;  ;12;    
526;Veluwe (corop);472741;83.4;394184;393917;130972;26496;232;15176;21018;4973;49988;71.0;46073;201.0;;28418;14373;474.0;930;54522;33.2;6.7;0.1;3.9;5.3;1.3;12.7;0.0;11.7;0.1;;7.2;3.6;0.1;0.2;13.8;2;25;  ;13;    
527;Achterhoek (corop);291239;81.3;236879;236619;83833;2889;131;10922;14198;3050;28707;37.0;41234;149.0;;671;12155;156.0;651;37836;35.4;1.2;0.1;4.6;6.0;1.3;12.1;0.0;17.4;0.1;;0.3;5.1;0.1;0.3;16.0;2;25;  ;14;    
528;Arnhem / Nijmegen (corop);533151;78.7;419696;418930;111889;4164;395;24917;42126;5538;61522;42.0;71545;259.0;;1050;32175;562.0;1711;61035;26.7;1.0;0.1;5.9;10.1;1.3;14.7;0.0;17.1;0.1;;0.3;7.7;0.1;0.4;14.6;2;25;  ;15;    
529;Zuidwest-Gelderland (corop);167965;82.3;138240;138105;37370;2969;73;5432;6711;2048;24879;;21242;93.0;;8736;5907;90.0;334;22221;27.1;2.1;0.1;3.9;4.9;1.5;18.0;;15.4;0.1;;6.3;4.3;0.1;0.2;16.1;2;25;  ;16;    
530;Utrecht (corop);845981;82.4;697100;696006;180113;25587;479;41278;58769;11014;105525;;91502;399.0;;15887;41450;670.0;2100;121233;25.9;3.7;0.1;5.9;8.4;1.6;15.2;;13.1;0.1;;2.3;6.0;0.1;0.3;17.4;3;26;  ;17;    
531;Kop van Noord-Holland (corop);269545;81.2;218786;218543;58928;2888;167;11720;13771;5759;39266;92.0;29524;;;716;12553;322.0;1773;41064;27.0;1.3;0.1;5.4;6.3;2.6;18.0;0.0;13.5;;;0.3;5.7;0.1;0.8;18.8;3;27;  ;18;    
532;Alkmaar en omgeving (corop);166741;82.2;137131;136965;32813;1659;105;8796;11742;3696;21583;56.0;20827;;;152;9409;114.0;701;25312;24.0;1.2;0.1;6.4;8.6;2.7;15.8;0.0;15.2;;;0.1;6.9;0.1;0.5;18.5;3;27;  ;19;    
533;IJmond (corop);139869;81.4;113837;113725;29127;1354;53;6331;8343;2747;21016;46.0;17151;72.0;;184;7057;24.0;740;19480;25.6;1.2;0.0;5.6;7.3;2.4;18.5;0.0;15.1;0.1;;0.2;6.2;0.0;0.7;17.1;3;27;  ;20;    
534;Agglomeratie Haarlem (corop);166261;80.5;133822;133646;28353;1453;122;9410;12168;2119;22163;48.0;20549;97.0;;224;9271;;827;26842;21.2;1.1;0.1;7.0;9.1;1.6;16.6;0.0;15.4;0.1;;0.2;6.9;;0.6;20.1;3;27;  ;21;    
535;Zaanstreek (corop);114325;79.7;91133;91011;17264;1263;228;5172;7935;2308;17459;41.0;15966;;;229;7645;130.0;610;14761;19.0;1.4;0.3;5.7;8.7;2.5;19.2;0.0;17.5;;;0.3;8.4;0.1;0.7;16.2;3;27;  ;22;    
536;Groot Amsterdam (corop);854717;75.5;645258;642319;102592;6874;621;44819;65582;11179;116234;372.0;122667;374.0;;1271;54381;1053.0;4009;110291;16.0;1.1;0.1;7.0;10.2;1.7;18.1;0.1;19.1;0.1;;0.2;8.5;0.2;0.6;17.2;3;27;  ;23;    
537;Het Gooi en Vechtstreek (corop);182897;83.3;152297;152147;37387;3080;79;10145;10362;2299;24566;48.0;19617;105.0;;1166;8897;;1055;33341;24.6;2.0;0.1;6.7;6.8;1.5;16.1;0.0;12.9;0.1;;0.8;5.8;;0.7;21.9;3;27;  ;24;    
538;Aggl. Leiden en Bollenstreek (corop);286897;83.6;239775;239427;69817;5420;261;15250;17497;3132;41233;47.0;28540;143.0;;4319;11774;181.0;684;41129;29.2;2.3;0.1;6.4;7.3;1.3;17.2;0.0;11.9;0.1;;1.8;4.9;0.1;0.3;17.2;3;28;  ;25;    
539;Agglomeratie 's-Gravenhage (corop);572171;75.9;434162;433335;92961;6007;937;26943;30397;6334;94458;80.0;62811;199.0;63.0;2529;23103;754.0;1485;84274;21.5;1.4;0.2;6.2;7.0;1.5;21.8;0.0;14.5;0.0;0.0;0.6;5.3;0.2;0.3;19.4;3;28;  ;26;    
540;Delft en Westland (corop);156495;84.0;131396;131185;42271;2626;158;6528;8120;1962;26072;20.0;14822;68.0;;1447;5989;112.0;302;20688;32.2;2.0;0.1;5.0;6.2;1.5;19.9;0.0;11.3;0.1;;1.1;4.6;0.1;0.2;15.8;3;28;  ;27;    
541;Oost-Zuid-Holland (corop);237727;83.5;198600;198341;57427;7560;67;10207;10826;3245;36299;41.0;22749;117.0;;7904;8355;159.0;541;32844;29.0;3.8;0.0;5.1;5.5;1.6;18.3;0.0;11.5;0.1;;4.0;4.2;0.1;0.3;16.6;3;28;  ;28;    
542;Groot Rijnmond (corop);999977;76.3;762714;761510;156816;18411;1542;32618;40403;13239;202606;196.0;123021;428.0;;22784;40013;829.0;2834;105770;20.6;2.4;0.2;4.3;5.3;1.7;26.6;0.0;16.2;0.1;;3.0;5.3;0.1;0.4;13.9;3;28;  ;29;    
543;Zuidoost-Zuid-Holland (corop);290363;80.9;234934;234680;60248;13289;389;9248;9907;3854;44281;58.0;33916;115.0;;16565;10386;349.0;1016;31059;25.7;5.7;0.2;3.9;4.2;1.6;18.9;0.0;14.5;0.0;;7.1;4.4;0.1;0.4;13.2;3;28;  ;30;    
544;Zeeuwsch-Vlaanderen (corop);78680;76.5;60185;60115;18770;1816;42;2526;3009;937;11075;12.0;8750;35.0;;1253;2452;;310;9128;31.2;3.0;0.1;4.2;5.0;1.6;18.4;0.0;14.6;0.1;;2.1;4.1;;0.5;15.2;3;29;  ;31;    
545;Overig Zeeland (corop);202282;81.3;164508;164311;47649;6421;123;6096;8787;2500;23981;47.0;20905;113.0;;17033;7691;;622;22343;29.0;3.9;0.1;3.7;5.3;1.5;14.6;0.0;12.7;0.1;;10.4;4.7;;0.4;13.6;3;29;  ;32;    
546;West-Noord-Brabant (corop);453627;74.9;339613;339263;100956;2115;424;17872;20902;6588;64167;52.0;42750;293.0;;631;19705;428.0;1385;60995;29.8;0.6;0.1;5.3;6.2;1.9;18.9;0.0;12.6;0.1;;0.2;5.8;0.1;0.4;18.0;4;30;  ;33;    
547;Midden-Noord-Brabant (corop);336372;75.7;254530;254266;80324;3587;384;12707;17916;3820;43415;108.0;30087;316.0;;4547;17103;393.0;1697;37862;31.6;1.4;0.2;5.0;7.0;1.5;17.1;0.0;11.8;0.1;;1.8;6.7;0.2;0.7;14.9;4;30;  ;34;    
548;Noordoost-Noord-Brabant (corop);468387;79.1;370364;369918;125789;1237;216;18311;23795;5154;61420;83.0;42337;425.0;;314;33203;358.0;1565;55711;34.0;0.3;0.1;5.0;6.4;1.4;16.6;0.0;11.4;0.1;;0.1;9.0;0.1;0.4;15.1;4;30;  ;35;    
549;Zuidoost-Noord-Brabant (corop);539834;78.2;421986;421519;143537;2703;323;20505;26301;7044;74987;112.0;48450;914.0;;320;28022;474.0;2182;65645;34.1;0.6;0.1;4.9;6.2;1.7;17.8;0.0;11.5;0.2;;0.1;6.6;0.1;0.5;15.6;4;30;  ;36;    
550;Noord-Limburg (corop);205081;75.6;154954;154775;60991;436;139;6597;9466;2400;27682;45.0;16633;111.0;;128;7540;180.0;753;21674;39.4;0.3;0.1;4.3;6.1;1.6;17.9;0.0;10.7;0.1;;0.1;4.9;0.1;0.5;14.0;4;31;  ;37;    
551;Midden-Limburg (corop);167143;74.6;124619;124406;46153;409;255;4978;7036;2067;24667;27.0;13554;67.0;;82;5577;142.0;604;18788;37.1;0.3;0.2;4.0;5.7;1.7;19.8;0.0;10.9;0.1;;0.1;4.5;0.1;0.5;15.1;4;31;  ;38;    
552;Zuid-Limburg (corop);492777;72.7;358187;357736;126394;1589;161;14647;26606;6523;68631;91.0;48636;237.0;;254;23520;623.0;1741;38083;35.3;0.4;0.0;4.1;7.4;1.8;19.2;0.0;13.6;0.1;;0.1;6.6;0.2;0.5;10.6;4;31;  ;39;    
553;Flevoland (corop);238296;78.7;187509;187327;44251;8337;127;9316;12643;4140;36082;71.0;25744;;;4219;8946;221.0;947;32283;23.6;4.5;0.1;5.0;6.7;2.2;19.3;0.0;13.7;;;2.3;4.8;0.1;0.5;17.2;2;24;  ;40;    
554;Groningen (agglomeratie);157282;80.3;126248;126051;20359;5376;52;9619;16780;1192;12613;22.0;29152;65.0;;255;12014;109.0;302;18141;16.2;4.3;0.0;7.6;13.3;0.9;10.0;0.0;23.1;0.1;;0.2;9.5;0.1;0.2;14.4;1;20;  ;  ;    
555;Leeuwarden (agglomeratie);70555;77.7;54836;54771;12063;1496;38;3383;5774;848;6907;10.0;12423;38.0;;105;4749;;146;6791;22.0;2.7;0.1;6.2;10.5;1.5;12.6;0.0;22.7;0.1;;0.2;8.7;;0.3;12.4;1;21;  ;  ;    
556;Zwolle (agglomeratie);83543;81.0;67651;67596;18387;5184;35;3599;6862;834;7057;17.0;12056;30.0;;415;4273;53.0;194;8600;27.2;7.7;0.1;5.3;10.2;1.2;10.4;0.0;17.8;0.0;;0.6;6.3;0.1;0.3;12.7;2;23;  ;  ;    
557;Enschede (agglomeratie);113074;73.6;83252;83144;19618;3129;51;4415;6780;1138;11414;21.0;18593;53.0;;159;5451;135.0;359;11828;23.6;3.8;0.1;5.3;8.2;1.4;13.7;0.0;22.4;0.1;;0.2;6.6;0.2;0.4;14.2;2;23;  ;  ;    
558;Apeldoorn (agglomeratie);118243;79.9;94451;94366;27139;2686;105;5058;6709;1476;13122;19.0;14673;56.0;;2458;4482;164.0;284;15935;28.8;2.8;0.1;5.4;7.1;1.6;13.9;0.0;15.5;0.1;;2.6;4.7;0.2;0.3;16.9;2;25;  ;  ;    
559;Arnhem (agglomeratie);107825;73.8;79625;79303;15677;1219;232;5165;9452;1117;12186;11.0;14991;40.0;;117;6841;182.0;267;11806;19.8;1.5;0.3;6.5;11.9;1.4;15.4;0.0;18.9;0.1;;0.1;8.6;0.2;0.3;14.9;2;25;  ;  ;    
560;Nijmegen (agglomeratie);119267;77.1;91941;91796;17876;623;86;6151;15025;849;12524;;17374;57.0;;73;10451;127.0;582;9998;19.5;0.7;0.1;6.7;16.4;0.9;13.6;;18.9;0.1;;0.1;11.4;0.1;0.6;10.9;2;25;  ;  ;    
561;Amersfoort (agglomeratie);115586;81.8;94596;94493;23724;4675;48;5728;8375;1408;12145;;13402;53.0;;963;6145;99.0;254;17474;25.1;4.9;0.1;6.1;8.9;1.5;12.9;;14.2;0.1;;1.0;6.5;0.1;0.3;18.5;3;26;  ;  ;    
562;Utrecht (agglomeratie);297196;78.9;234563;233935;46806;3560;298;16852;27721;4145;35910;;39450;149.0;;1090;18907;256.0;842;37949;20.0;1.5;0.1;7.2;11.8;1.8;15.4;;16.9;0.1;;0.5;8.1;0.1;0.4;16.2;3;26;  ;  ;    
563;Amsterdam (agglomeratie);729059;73.8;538254;535397;70577;5577;776;38927;62225;8756;92278;339.0;113989;276.0;;721;52137;1076.0;3318;84425;13.2;1.0;0.1;7.3;11.6;1.6;17.2;0.1;21.3;0.1;;0.1;9.7;0.2;0.6;15.8;3;27;  ;  ;    
564;Haarlem (agglomeratie);144756;80.2;116107;115952;24298;1357;107;8354;11257;1793;18220;44.0;18516;92.0;;208;8460;;659;22587;21.0;1.2;0.1;7.2;9.7;1.5;15.7;0.0;16.0;0.1;;0.2;7.3;;0.6;19.5;3;27;  ;  ;    
565;Leiden (agglomeratie);186888;82.9;154989;154743;40438;4546;247;10973;13125;1819;25146;29.0;20788;87.0;;3464;8257;128.0;408;25288;26.1;2.9;0.2;7.1;8.5;1.2;16.3;0.0;13.4;0.1;;2.2;5.3;0.1;0.3;16.3;3;28;  ;  ;    
566;'s-Gravenhage (agglomeratie);477045;74.8;356639;355888;73964;4360;897;21508;25714;4990;79645;71.0;52515;164.0;63.0;1667;18495;609.0;1285;69941;20.8;1.2;0.3;6.0;7.2;1.4;22.4;0.0;14.8;0.0;0.0;0.5;5.2;0.2;0.4;19.7;3;28;  ;  ;    
567;Rotterdam (agglomeratie);734132;73.6;540632;539653;101022;10615;1428;23579;32838;9096;152356;151.0;95683;329.0;;9105;31502;677.0;2051;69221;18.7;2.0;0.3;4.4;6.1;1.7;28.2;0.0;17.7;0.1;;1.7;5.8;0.1;0.4;12.8;3;28;  ;  ;    
568;Dordrecht (agglomeratie);180569;79.0;142619;142471;34423;7252;350;5981;6799;2539;29093;48.0;21173;62.0;;7743;6976;272.0;711;19049;24.2;5.1;0.2;4.2;4.8;1.8;20.4;0.0;14.9;0.0;;5.4;4.9;0.2;0.5;13.4;3;28;  ;  ;    
569;Breda (agglomeratie);124467;75.4;93908;93787;25024;516;162;6321;7841;1612;15403;15.0;12283;92.0;;95;6546;134.0;332;17411;26.7;0.6;0.2;6.7;8.4;1.7;16.4;0.0;13.1;0.1;;0.1;7.0;0.1;0.4;18.6;4;30;  ;  ;    
570;Tilburg (agglomeratie);165374;70.8;117156;117003;31390;553;312;7011;10821;1882;20615;73.0;15247;170.0;;170;9873;272.0;1166;17448;26.8;0.5;0.3;6.0;9.2;1.6;17.6;0.1;13.0;0.1;;0.1;8.4;0.2;1.0;14.9;4;30;  ;  ;    
571;'s-Hertogenbosch (agglomeratie);118853;77.6;92243;92121;23301;444;58;5489;8374;1283;16896;20.0;12692;93.0;;87;7464;96.0;375;15449;25.3;0.5;0.1;6.0;9.1;1.4;18.3;0.0;13.8;0.1;;0.1;8.1;0.1;0.4;16.8;4;30;  ;  ;    
572;Eindhoven (agglomeratie);232072;76.7;177951;177900;50175;1685;252;10507;13603;3030;31172;60.0;22912;493.0;;165;13968;240.0;1014;28624;28.2;0.9;0.1;5.9;7.6;1.7;17.5;0.0;12.9;0.3;;0.1;7.9;0.1;0.6;16.1;4;30;  ;  ;    
573;Geleen/Sittard (agglomeratie);108772;74.1;80576;80453;28917;294;44;3362;6419;2208;15066;25.0;10268;51.0;;54;4064;237.0;459;8985;35.9;0.4;0.1;4.2;8.0;2.7;18.7;0.0;12.8;0.1;;0.1;5.1;0.3;0.6;11.2;4;31;  ;  ;    
574;Heerlen (agglomeratie);163443;67.8;110778;110629;34713;661;47;3754;7379;1914;24057;31.0;16152;103.0;;95;10941;204.0;463;10115;31.4;0.6;0.0;3.4;6.7;1.7;21.7;0.0;14.6;0.1;;0.1;9.9;0.2;0.4;9.1;4;31;  ;  ;    
575;Maastricht (agglomeratie);94988;70.6;67099;67015;18176;318;52;3827;7055;802;12825;18.0;10956;28.0;;52;4163;106.0;518;8119;27.1;0.5;0.1;5.7;10.5;1.2;19.1;0.0;16.3;0.0;;0.1;6.2;0.2;0.8;12.1;4;31;  ;  ;    
576;Groningen (stadsgewest);264112;81.8;216142;215853;43827;11470;72;14336;23063;2352;22704;42.0;47135;110.0;;755;16386;168.0;553;32880;20.3;5.3;0.0;6.6;10.7;1.1;10.5;0.0;21.8;0.1;;0.3;7.6;0.1;0.3;15.2;1;20;  ;  ;    
577;Leeuwarden (stadsgewest);120658;80.5;97160;97039;28075;2716;49;4998;8299;1470;11662;17.0;20520;61.0;;286;6810;;245;11831;28.9;2.8;0.1;5.2;8.6;1.5;12.0;0.0;21.1;0.1;;0.3;7.0;;0.3;12.2;1;21;  ;  ;    
578;Zwolle (stadsgewest);125710;82.6;103808;103723;33493;9005;42;4673;8129;1225;10408;26.0;17187;45.0;;1180;5265;70.0;259;12716;32.3;8.7;0.0;4.5;7.8;1.2;10.0;0.0;16.6;0.0;;1.1;5.1;0.1;0.2;12.3;2;23;  ;  ;    
579;Enschede (stadsgewest);230362;77.4;178257;178042;55626;4408;83;9011;12920;2447;22992;43.0;33562;86.0;;262;11323;270.0;679;24330;31.2;2.5;0.0;5.1;7.3;1.4;12.9;0.0;18.9;0.0;;0.1;6.4;0.2;0.4;13.7;2;23;  ;  ;    
580;Apeldoorn (stadsgewest);162022;80.4;130313;130207;39319;3504;114;6508;8565;1927;17853;28.0;20530;91.0;;3387;5745;196.0;392;22048;30.2;2.7;0.1;5.0;6.6;1.5;13.7;0.0;15.8;0.1;;2.6;4.4;0.2;0.3;16.9;2;25;  ;  ;    
581;Arnhem (stadsgewest);264322;78.5;207571;207135;54684;3008;265;12658;18888;3096;30251;35.0;35191;104.0;;880;13955;302.0;689;33129;26.4;1.5;0.1;6.1;9.1;1.5;14.6;0.0;17.0;0.1;;0.4;6.7;0.1;0.3;16.0;2;25;  ;  ;    
582;Nijmegen (stadsgewest);207263;79.1;163875;163627;40954;895;111;9976;20596;1750;23501;0.0;28132;123.0;;113;15154;202.0;850;21270;25.0;0.5;0.1;6.1;12.6;1.1;14.4;0.0;17.2;0.1;;0.1;9.3;0.1;0.5;13.0;2;25;  ;  ;    
583;Amersfoort (stadsgewest);190318;82.9;157685;157537;45099;10682;100;8280;11203;2304;21822;2.0;18660;79.0;;3059;8169;166.0;419;27493;28.6;6.8;0.1;5.3;7.1;1.5;13.9;0.0;11.8;0.1;;1.9;5.2;0.1;0.3;17.5;3;26;  ;  ;    
584;Utrecht (stadsgewest);412115;80.6;332216;331498;71783;6325;319;23287;36033;5598;50385;;51311;180.0;;3349;24380;349.0;1108;57091;21.7;1.9;0.1;7.0;10.9;1.7;15.2;;15.5;0.1;;1.0;7.4;0.1;0.3;17.2;3;26;  ;  ;    
585;Amsterdam (stadsgewest);1020557;75.6;771277;768178;117906;9162;886;53115;78268;14825;141592;423.0;146932;351.0;;1555;64757;1286.0;4925;132195;15.3;1.2;0.1;6.9;10.2;1.9;18.4;0.1;19.1;0.0;;0.2;8.4;0.2;0.6;17.2;3;27;  ;  ;    
586;Haarlem (stadsgewest);306130;80.9;247659;247371;57480;2807;175;15741;20511;4866;43179;94.0;37700;169.0;;408;16328;24.0;1567;46322;23.2;1.1;0.1;6.4;8.3;2.0;17.5;0.0;15.2;0.1;;0.2;6.6;0.0;0.6;18.7;3;27;  ;  ;    
587;Leiden (stadsgewest);244164;83.4;203604;203288;56836;5012;256;13522;15786;2492;34546;35.0;25186;111.0;;3609;10369;167.0;571;34790;28.0;2.5;0.1;6.7;7.8;1.2;17.0;0.0;12.4;0.1;;1.8;5.1;0.1;0.3;17.1;3;28;  ;  ;    
588;'s-Gravenhage (stadsgewest);664729;76.8;510500;509510;112294;7349;1077;31940;37152;7394;108079;91.0;74209;238.0;63.0;2933;27812;835.0;1672;96372;22.0;1.4;0.2;6.3;7.3;1.5;21.2;0.0;14.6;0.0;0.0;0.6;5.5;0.2;0.3;18.9;3;28;  ;  ;    
589;Rotterdam (stadsgewest);876196;75.0;657400;656282;128209;13710;1517;28718;37134;11636;181263;173.0;110931;390.0;;13032;36430;778.0;2547;89814;19.5;2.1;0.2;4.4;5.7;1.8;27.6;0.0;16.9;0.1;;2.0;5.6;0.1;0.4;13.7;3;28;  ;  ;    
590;Dordrecht (stadsgewest);209669;79.7;167167;166996;40911;8532;359;6787;7557;2892;33577;51.0;24462;67.0;;10785;7892;300.0;781;22043;24.5;5.1;0.2;4.1;4.5;1.7;20.1;0.0;14.6;0.0;;6.5;4.7;0.2;0.5;13.2;3;28;  ;  ;    
591;Breda (stadsgewest);229118;75.8;173614;173415;50244;891;269;10716;12394;3262;29168;23.0;22543;164.0;;157;10971;245.0;699;31669;29.0;0.5;0.2;6.2;7.1;1.9;16.8;0.0;13.0;0.1;;0.1;6.3;0.1;0.4;18.3;4;30;  ;  ;    
592;Tilburg (stadsgewest);214219;73.2;156850;156661;45703;670;329;9084;13419;2468;26814;82.0;19912;224.0;;200;12130;306.0;1332;23988;29.2;0.4;0.2;5.8;8.6;1.6;17.1;0.1;12.7;0.1;;0.1;7.7;0.2;0.9;15.3;4;30;  ;  ;    
593;'s-Hertogenbosch (stadsgewest);140064;78.0;109268;109130;29532;490;66;6348;9407;1558;19668;24.0;14719;110.0;;93;8626;116.0;450;17923;27.1;0.4;0.1;5.8;8.6;1.4;18.0;0.0;13.5;0.1;;0.1;7.9;0.1;0.4;16.4;4;30;  ;  ;    
594;Eindhoven (stadsgewest);294006;77.8;228831;228710;67405;2077;272;13257;16601;3722;39867;76.0;28365;600.0;;208;16911;280.0;1270;37799;29.5;0.9;0.1;5.8;7.3;1.6;17.4;0.0;12.4;0.3;;0.1;7.4;0.1;0.6;16.5;4;30;  ;  ;    
595;Geleen/Sittard (stadsgewest);129213;74.8;96674;96530;35786;364;45;4051;7416;2473;17656;29.0;12255;61.0;;59;4744;255.0;528;10808;37.1;0.4;0.0;4.2;7.7;2.6;18.3;0.0;12.7;0.1;;0.1;4.9;0.3;0.5;11.2;4;31;  ;  ;    
596;Heerlen (stadsgewest);201396;69.8;140670;140493;47705;735;55;4789;9015;2657;29193;37.0;19703;120.0;;110;12383;224.0;533;13234;34.0;0.5;0.0;3.4;6.4;1.9;20.8;0.0;14.0;0.1;;0.1;8.8;0.2;0.4;9.4;4;31;  ;  ;    
597;Maastricht (stadsgewest);144273;73.9;106562;106444;36403;435;59;5343;9319;1206;19366;22.0;14812;47.0;;70;5833;133.0;631;12765;34.2;0.4;0.1;5.0;8.8;1.1;18.2;0.0;13.9;0.0;;0.1;5.5;0.1;0.6;12.0;4;31;  ;  ;    
598;Groningen (kamerkieskring);442639;78.7;348224;347798;77221;19192;221;18220;31120;4881;42432;86.0;83174;228.0;;1341;23923;306.0;982;44471;22.2;5.5;0.1;5.2;8.9;1.4;12.2;0.0;23.9;0.1;;0.4;6.9;0.1;0.3;12.8;1;20;01;  ;    
599;Leeuwarden (kamerkieskring);480774;81.9;393729;393274;130364;14473;156;16507;26010;5867;48403;76.0;77335;292.0;;2235;21926;;1111;48519;33.1;3.7;0.0;4.2;6.6;1.5;12.3;0.0;19.7;0.1;;0.6;5.6;;0.3;12.3;1;21;02;  ;    
600;Assen (kamerkieskring);364876;80.0;291961;291728;75827;10043;144;14037;18029;4100;35902;56.0;69411;199.0;;1119;14625;251.0;891;47094;26.0;3.4;0.0;4.8;6.2;1.4;12.3;0.0;23.8;0.1;;0.4;5.0;0.1;0.3;16.1;1;22;03;  ;    
601;Zwolle (kamerkieskring);816105;81.5;664913;664305;245316;34606;304;27086;39197;8538;74100;144.0;104501;344.0;;15834;31321;678.0;1912;80424;36.9;5.2;0.0;4.1;5.9;1.3;11.2;0.0;15.7;0.1;;2.4;4.7;0.1;0.3;12.1;2;23;04;  ;    
