ID;CountryOfResidence;Regions;Periods;Guests_1;OvernightStays_2
2553;All countries;Utrecht (PV);2017 4th quarter;331.0;490.0
2554;All countries;Utrecht (PV);2017;1353.0;2077.0
2555;All countries;Utrecht (PV);2018 January;88.0;127.0
2556;All countries;Utrecht (PV);2018 February;83.0;121.0
2557;All countries;Utrecht (PV);2018 March;107.0;156.0
2558;All countries;Utrecht (PV);2018 1st quarter;277.0;404.0
2559;All countries;Utrecht (PV);2018 April;125.0;194.0
2560;All countries;Utrecht (PV);2018 May;121.0;190.0
2561;All countries;Utrecht (PV);2018 June;122.0;185.0
2562;All countries;Utrecht (PV);2018 2nd quarter;368.0;568.0
2563;All countries;Utrecht (PV);2018 July;115.0;186.0
2564;All countries;Utrecht (PV);2018 August;109.0;182.0
2565;All countries;Utrecht (PV);2018 September;126.0;194.0
2566;All countries;Utrecht (PV);2018 3rd quarter;350.0;562.0
2567;All countries;Utrecht (PV);2018 October;121.0;182.0
2568;All countries;Utrecht (PV);2018 November;109.0;157.0
2569;All countries;Utrecht (PV);2018 December;81.0;118.0
2570;All countries;Utrecht (PV);2018 4th quarter;311.0;458.0
2571;All countries;Utrecht (PV);2018;1307.0;1992.0
2572;All countries;Utrecht (PV);2019 January;88.0;135.0
2573;All countries;Utrecht (PV);2019 February;89.0;135.0
2574;All countries;Utrecht (PV);2019 March;110.0;165.0
2575;All countries;Utrecht (PV);2019 1st quarter;286.0;435.0
2576;All countries;Utrecht (PV);2019 April;118.0;195.0
2577;All countries;Utrecht (PV);2019 May;130.0;211.0
2578;All countries;Utrecht (PV);2019 June;126.0;200.0
2579;All countries;Utrecht (PV);2019 2nd quarter;374.0;607.0
2580;All countries;Utrecht (PV);2019 July;112.0;194.0
2581;All countries;Utrecht (PV);2019 August;124.0;222.0
2582;All countries;Utrecht (PV);2019 September;129.0;200.0
2583;All countries;Utrecht (PV);2019 3rd quarter;365.0;616.0
2584;All countries;Utrecht (PV);2019 October;134.0;206.0
2585;All countries;Utrecht (PV);2019 November;127.0;188.0
2586;All countries;Utrecht (PV);2019 December;98.0;151.0
2587;All countries;Utrecht (PV);2019 4th quarter;360.0;545.0
2588;All countries;Utrecht (PV);2019;1385.0;2203.0
2589;All countries;Utrecht (PV);2020 January;109.0;171.0
2590;All countries;Utrecht (PV);2020 February;115.0;176.0
2591;All countries;Utrecht (PV);2020 March;52.0;77.0
2592;All countries;Utrecht (PV);2020 1st quarter;276.0;424.0
2593;All countries;Utrecht (PV);2020 April;11.0;18.0
2594;All countries;Utrecht (PV);2020 May;26.0;40.0
2595;All countries;Utrecht (PV);2020 June;57.0;87.0
2596;All countries;Utrecht (PV);2020 2nd quarter;94.0;145.0
2597;All countries;Utrecht (PV);2020 July;117.0;188.0
2598;All countries;Utrecht (PV);2020 August;140.0;219.0
2599;All countries;Utrecht (PV);2020 September;108.0;166.0
2600;All countries;Utrecht (PV);2020 3rd quarter;366.0;572.0
2601;All countries;Utrecht (PV);2020 October;73.0;106.0
2602;All countries;Utrecht (PV);2020 November;61.0;88.0
2603;All countries;Utrecht (PV);2020 December;50.0;69.0
2604;All countries;Utrecht (PV);2020 4th quarter;185.0;263.0
2605;All countries;Utrecht (PV);2020;921.0;1404.0
2606;All countries;Utrecht (PV);2021 January;32.0;51.0
2607;All countries;Utrecht (PV);2021 February;44.0;59.0
2608;All countries;Utrecht (PV);2021 March;53.0;76.0
2609;All countries;Utrecht (PV);2021 1th quarter;129.0;186.0
2610;All countries;Utrecht (PV);2021 April;55.0;81.0
2611;All countries;Utrecht (PV);2021 May;86.0;125.0
2612;All countries;Utrecht (PV);2021 June;96.0;141.0
2613;All countries;Utrecht (PV);2021 2nd quarter;237.0;348.0
2614;All countries;Utrecht (PV);2021 July;126.0;203.0
2615;All countries;Utrecht (PV);2021 August;143.0;240.0
2616;All countries;Utrecht (PV);2021 September;122.0;194.0
2617;All countries;Utrecht (PV);2021 3rd quarter;391.0;636.0
2618;All countries;Utrecht (PV);2021 October;125.0;189.0
2619;All countries;Utrecht (PV);2021 November;94.0;141.0
2620;All countries;Utrecht (PV);2021 December;54.0;77.0
2621;All countries;Utrecht (PV);2021 4th quarter;274.0;406.0
2622;All countries;Utrecht (PV);2021;1031.0;1576.0
2623;All countries;Utrecht (PV);2022 January;52.0;74.0
2624;All countries;Utrecht (PV);2022 February;91.0;128.0
2625;All countries;Utrecht (PV);2022 March;124.0;184.0
2626;All countries;Utrecht (PV);2022 1th quarter;267.0;386.0
2627;All countries;Utrecht (PV);2022 April;154.0;240.0
2628;All countries;Utrecht (PV);2022 May;160.0;248.0
2629;All countries;Utrecht (PV);2022 June;155.0;240.0
2630;All countries;Utrecht (PV);2022 2nd quarter;469.0;727.0
2631;All countries;Utrecht (PV);2022 July;149.0;246.0
2632;All countries;Utrecht (PV);2022 August;150.0;265.0
2633;All countries;Utrecht (PV);2022 September;157.0;254.0
2634;All countries;Utrecht (PV);2022 3rd quarter;456.0;765.0
2635;All countries;Utrecht (PV);2022 October;165.0;256.0
2636;All countries;Utrecht (PV);2022 November;153.0;222.0
2637;All countries;Utrecht (PV);2022 December;131.0;193.0
2638;All countries;Utrecht (PV);2022 4th quarter;450.0;671.0
2639;All countries;Utrecht (PV);2022;1642.0;2548.0
2640;All countries;Utrecht (PV);2023 January;115.0;171.0
2641;All countries;Utrecht (PV);2023 February;117.0;173.0
2642;All countries;Utrecht (PV);2023 March;136.0;200.0
2643;All countries;Utrecht (PV);2023 1st quarter;368.0;544.0
2644;All countries;Utrecht (PV);2023 April;159.0;259.0
2645;All countries;Utrecht (PV);2023 May;162.0;263.0
2646;All countries;Utrecht (PV);2023 June;158.0;253.0
2647;All countries;Utrecht (PV);2023 2nd quarter;479.0;776.0
2648;All countries;Utrecht (PV);2023 July;161.0;271.0
2649;All countries;Utrecht (PV);2023 August;151.0;271.0
2650;All countries;Utrecht (PV);2023 September;150.0;247.0
2651;All countries;Utrecht (PV);2023 3rd quarter;462.0;788.0
2652;All countries;Utrecht (PV);2023 October;162.0;258.0
2653;All countries;Utrecht (PV);2023 November;145.0;221.0
2654;All countries;Utrecht (PV);2023 December;125.0;185.0
2655;All countries;Utrecht (PV);2023 4th quarter;433.0;664.0
2656;All countries;Utrecht (PV);2023;1742.0;2772.0
2657;All countries;Utrecht (PV);2024 January;123.0;191.0
2658;All countries;Utrecht (PV);2024 February;122.0;184.0
2659;All countries;Utrecht (PV);2024 March;153.0;235.0
2660;All countries;Utrecht (PV);2024 1st quarter;398.0;611.0
2661;All countries;Utrecht (PV);2024 April;156.0;256.0
2662;All countries;Utrecht (PV);2024 May;163.0;265.0
2663;All countries;Utrecht (PV);2024 June;158.0;250.0
2664;All countries;Utrecht (PV);2024 2nd quarter;477.0;770.0
2665;All countries;Utrecht (PV);2024 July;146.0;243.0
2666;All countries;Utrecht (PV);2024 August;150.0;263.0
2667;All countries;Utrecht (PV);2024 September;148.0;239.0
2668;All countries;Utrecht (PV);2024 3rd quarter;444.0;744.0
2669;All countries;Utrecht (PV);2024 October;165.0;256.0
2670;All countries;Utrecht (PV);2024 November;160.0;245.0
2671;All countries;Utrecht (PV);2024 December;129.0;198.0
2672;All countries;Utrecht (PV);2024 4th quarter;453.0;699.0
2673;All countries;Utrecht (PV);2024;1773.0;2827.0
2674;All countries;Utrecht (PV);2025 January;111.0;174.0
2675;All countries;Utrecht (PV);2025 February;112.0;174.0
2676;All countries;Noord-Holland (PV);2012 January;519.0;870.0
2677;All countries;Noord-Holland (PV);2012 February;531.0;890.0
2678;All countries;Noord-Holland (PV);2012 March;647.0;1117.0
2679;All countries;Noord-Holland (PV);2012 1st quarter;1697.0;2877.0
2680;All countries;Noord-Holland (PV);2012 April;798.0;1491.0
2681;All countries;Noord-Holland (PV);2012 May;817.0;1482.0
2682;All countries;Noord-Holland (PV);2012 June;791.0;1420.0
2683;All countries;Noord-Holland (PV);2012 2nd quarter;2406.0;4392.0
2684;All countries;Noord-Holland (PV);2012 July;813.0;1564.0
2685;All countries;Noord-Holland (PV);2012 August;842.0;1651.0
2686;All countries;Noord-Holland (PV);2012 September;784.0;1380.0
2687;All countries;Noord-Holland (PV);2012 3rd quarter;2439.0;4595.0
2688;All countries;Noord-Holland (PV);2012 October;776.0;1350.0
2689;All countries;Noord-Holland (PV);2012 November;672.0;1115.0
2690;All countries;Noord-Holland (PV);2012 December;575.0;1001.0
2691;All countries;Noord-Holland (PV);2012 4th quarter;2024.0;3466.0
2692;All countries;Noord-Holland (PV);2012;8567.0;15330.0
2693;All countries;Noord-Holland (PV);2013 January;560.0;961.0
2694;All countries;Noord-Holland (PV);2013 February;540.0;919.0
2695;All countries;Noord-Holland (PV);2013 March;711.0;1250.0
2696;All countries;Noord-Holland (PV);2013 1st quarter;1811.0;3130.0
2697;All countries;Noord-Holland (PV);2013 April;794.0;1434.0
2698;All countries;Noord-Holland (PV);2013 May;890.0;1633.0
2699;All countries;Noord-Holland (PV);2013 June;833.0;1472.0
2700;All countries;Noord-Holland (PV);2013 2nd quarter;2518.0;4539.0
2701;All countries;Noord-Holland (PV);2013 July;889.0;1675.0
2702;All countries;Noord-Holland (PV);2013 August;917.0;1791.0
2703;All countries;Noord-Holland (PV);2013 September;820.0;1444.0
2704;All countries;Noord-Holland (PV);2013 3rd quarter;2626.0;4909.0
2705;All countries;Noord-Holland (PV);2013 October;832.0;1472.0
2706;All countries;Noord-Holland (PV);2013 November;717.0;1222.0
2707;All countries;Noord-Holland (PV);2013 December;626.0;1103.0
2708;All countries;Noord-Holland (PV);2013 4th quarter;2175.0;3797.0
2709;All countries;Noord-Holland (PV);2013;9131.0;16374.0
2710;All countries;Noord-Holland (PV);2014 January;624.0;1049.0
2711;All countries;Noord-Holland (PV);2014 February;645.0;1085.0
2712;All countries;Noord-Holland (PV);2014 March;785.0;1355.0
2713;All countries;Noord-Holland (PV);2014 1st quarter;2055.0;3489.0
2714;All countries;Noord-Holland (PV);2014 April;896.0;1651.0
2715;All countries;Noord-Holland (PV);2014 May;935.0;1700.0
2716;All countries;Noord-Holland (PV);2014 June;916.0;1654.0
2717;All countries;Noord-Holland (PV);2014 2nd quarter;2747.0;5005.0
2718;All countries;Noord-Holland (PV);2014 July;949.0;1781.0
2719;All countries;Noord-Holland (PV);2014 August;989.0;1917.0
2720;All countries;Noord-Holland (PV);2014 September;889.0;1613.0
2721;All countries;Noord-Holland (PV);2014 3rd quarter;2828.0;5311.0
2722;All countries;Noord-Holland (PV);2014 October;907.0;1610.0
2723;All countries;Noord-Holland (PV);2014 November;773.0;1337.0
2724;All countries;Noord-Holland (PV);2014 December;700.0;1258.0
2725;All countries;Noord-Holland (PV);2014 4th quarter;2380.0;4205.0
2726;All countries;Noord-Holland (PV);2014;10010.0;18010.0
2727;All countries;Noord-Holland (PV);2015 January;633.0;1122.0
2728;All countries;Noord-Holland (PV);2015 February;676.0;1185.0
2729;All countries;Noord-Holland (PV);2015 March;776.0;1367.0
2730;All countries;Noord-Holland (PV);2015 1st quarter;2084.0;3674.0
2731;All countries;Noord-Holland (PV);2015 April;916.0;1710.0
2732;All countries;Noord-Holland (PV);2015 May;953.0;1734.0
2733;All countries;Noord-Holland (PV);2015 June;932.0;1666.0
2734;All countries;Noord-Holland (PV);2015 2nd quarter;2800.0;5110.0
2735;All countries;Noord-Holland (PV);2015 July;998.0;1888.0
2736;All countries;Noord-Holland (PV);2015 August;1006.0;1955.0
2737;All countries;Noord-Holland (PV);2015 September;904.0;1609.0
2738;All countries;Noord-Holland (PV);2015 3rd quarter;2907.0;5452.0
2739;All countries;Noord-Holland (PV);2015 October;929.0;1635.0
2740;All countries;Noord-Holland (PV);2015 November;788.0;1343.0
2741;All countries;Noord-Holland (PV);2015 December;715.0;1275.0
2742;All countries;Noord-Holland (PV);2015 4th quarter;2433.0;4253.0
2743;All countries;Noord-Holland (PV);2015;10225.0;18488.0
2744;All countries;Noord-Holland (PV);2016 January;734.0;1293.0
2745;All countries;Noord-Holland (PV);2016 February;764.0;1346.0
2746;All countries;Noord-Holland (PV);2016 March;895.0;1616.0
2747;All countries;Noord-Holland (PV);2016 1st quarter;2392.0;4255.0
2748;All countries;Noord-Holland (PV);2016 April;944.0;1732.0
2749;All countries;Noord-Holland (PV);2016 May;1011.0;1848.0
2750;All countries;Noord-Holland (PV);2016 June;967.0;1758.0
2751;All countries;Noord-Holland (PV);2016 2nd quarter;2922.0;5337.0
2752;All countries;Noord-Holland (PV);2016 July;1023.0;1986.0
2753;All countries;Noord-Holland (PV);2016 August;1013.0;2008.0
2754;All countries;Noord-Holland (PV);2016 September;944.0;1734.0
2755;All countries;Noord-Holland (PV);2016 3rd quarter;2980.0;5728.0
2756;All countries;Noord-Holland (PV);2016 October;968.0;1761.0
2757;All countries;Noord-Holland (PV);2016 November;840.0;1459.0
2758;All countries;Noord-Holland (PV);2016 December;806.0;1431.0
2759;All countries;Noord-Holland (PV);2016 4th quarter;2614.0;4651.0
2760;All countries;Noord-Holland (PV);2016;10909.0;19971.0
2761;All countries;Noord-Holland (PV);2017 January;798.0;1435.0
2762;All countries;Noord-Holland (PV);2017 February;806.0;1447.0
2763;All countries;Noord-Holland (PV);2017 March;986.0;1708.0
2764;All countries;Noord-Holland (PV);2017 1st quarter;2591.0;4590.0
2765;All countries;Noord-Holland (PV);2017 April;1089.0;2076.0
2766;All countries;Noord-Holland (PV);2017 May;1118.0;2013.0
2767;All countries;Noord-Holland (PV);2017 June;1117.0;2045.0
2768;All countries;Noord-Holland (PV);2017 2nd quarter;3325.0;6134.0
2769;All countries;Noord-Holland (PV);2017 July;1173.0;2237.0
2770;All countries;Noord-Holland (PV);2017 August;1126.0;2205.0
2771;All countries;Noord-Holland (PV);2017 September;1060.0;1939.0
2772;All countries;Noord-Holland (PV);2017 3rd quarter;3359.0;6380.0
2773;All countries;Noord-Holland (PV);2017 October;1104.0;1998.0
2774;All countries;Noord-Holland (PV);2017 November;937.0;1659.0
2775;All countries;Noord-Holland (PV);2017 December;963.0;1679.0
2776;All countries;Noord-Holland (PV);2017 4th quarter;3004.0;5336.0
2777;All countries;Noord-Holland (PV);2017;12279.0;22440.0
2778;All countries;Noord-Holland (PV);2018 January;879.0;1567.0
2779;All countries;Noord-Holland (PV);2018 February;867.0;1568.0
2780;All countries;Noord-Holland (PV);2018 March;1040.0;1896.0
2781;All countries;Noord-Holland (PV);2018 1st quarter;2786.0;5031.0
2782;All countries;Noord-Holland (PV);2018 April;1080.0;2075.0
2783;All countries;Noord-Holland (PV);2018 May;1165.0;2178.0
2784;All countries;Noord-Holland (PV);2018 June;1138.0;2125.0
2785;All countries;Noord-Holland (PV);2018 2nd quarter;3383.0;6378.0
2786;All countries;Noord-Holland (PV);2018 July;1196.0;2338.0
2787;All countries;Noord-Holland (PV);2018 August;1205.0;2409.0
2788;All countries;Noord-Holland (PV);2018 September;1096.0;2061.0
2789;All countries;Noord-Holland (PV);2018 3rd quarter;3498.0;6809.0
2790;All countries;Noord-Holland (PV);2018 October;1136.0;2104.0
2791;All countries;Noord-Holland (PV);2018 November;976.0;1764.0
2792;All countries;Noord-Holland (PV);2018 December;918.0;1709.0
2793;All countries;Noord-Holland (PV);2018 4th quarter;3030.0;5577.0
2794;All countries;Noord-Holland (PV);2018;12696.0;23795.0
2795;All countries;Noord-Holland (PV);2019 January;906.0;1682.0
2796;All countries;Noord-Holland (PV);2019 February;969.0;1753.0
2797;All countries;Noord-Holland (PV);2019 March;1171.0;2181.0
2798;All countries;Noord-Holland (PV);2019 1st quarter;3046.0;5616.0
2799;All countries;Noord-Holland (PV);2019 April;1265.0;2479.0
2800;All countries;Noord-Holland (PV);2019 May;1239.0;2370.0
2801;All countries;Noord-Holland (PV);2019 June;1259.0;2389.0
2802;All countries;Noord-Holland (PV);2019 2nd quarter;3762.0;7238.0
2803;All countries;Noord-Holland (PV);2019 July;1290.0;2570.0
2804;All countries;Noord-Holland (PV);2019 August;1271.0;2686.0
2805;All countries;Noord-Holland (PV);2019 September;1162.0;2231.0
2806;All countries;Noord-Holland (PV);2019 3rd quarter;3723.0;7487.0
2807;All countries;Noord-Holland (PV);2019 October;1221.0;2327.0
2808;All countries;Noord-Holland (PV);2019 November;1063.0;1956.0
2809;All countries;Noord-Holland (PV);2019 December;1005.0;1894.0
2810;All countries;Noord-Holland (PV);2019 4th quarter;3289.0;6177.0
2811;All countries;Noord-Holland (PV);2019;13820.0;26518.0
2812;All countries;Noord-Holland (PV);2020 January;901.0;1701.0
2813;All countries;Noord-Holland (PV);2020 February;941.0;1779.0
2814;All countries;Noord-Holland (PV);2020 March;426.0;817.0
2815;All countries;Noord-Holland (PV);2020 1st quarter;2268.0;4297.0
2816;All countries;Noord-Holland (PV);2020 April;74.0;154.0
2817;All countries;Noord-Holland (PV);2020 May;130.0;225.0
2818;All countries;Noord-Holland (PV);2020 June;319.0;571.0
2819;All countries;Noord-Holland (PV);2020 2nd quarter;523.0;951.0
2820;All countries;Noord-Holland (PV);2020 July;606.0;1230.0
2821;All countries;Noord-Holland (PV);2020 August;685.0;1423.0
2822;All countries;Noord-Holland (PV);2020 September;433.0;824.0
2823;All countries;Noord-Holland (PV);2020 3rd quarter;1724.0;3477.0
2824;All countries;Noord-Holland (PV);2020 October;259.0;459.0
2825;All countries;Noord-Holland (PV);2020 November;221.0;356.0
2826;All countries;Noord-Holland (PV);2020 December;213.0;351.0
2827;All countries;Noord-Holland (PV);2020 4th quarter;693.0;1166.0
2828;All countries;Noord-Holland (PV);2020;5209.0;9892.0
2829;All countries;Noord-Holland (PV);2021 January;135.0;222.0
2830;All countries;Noord-Holland (PV);2021 February;167.0;267.0
2831;All countries;Noord-Holland (PV);2021 March;168.0;276.0
2832;All countries;Noord-Holland (PV);2021 1th quarter;470.0;764.0
2833;All countries;Noord-Holland (PV);2021 April;200.0;333.0
2834;All countries;Noord-Holland (PV);2021 May;319.0;550.0
2835;All countries;Noord-Holland (PV);2021 June;378.0;681.0
2836;All countries;Noord-Holland (PV);2021 2nd quarter;898.0;1564.0
2837;All countries;Noord-Holland (PV);2021 July;574.0;1157.0
2838;All countries;Noord-Holland (PV);2021 August;686.0;1405.0
2839;All countries;Noord-Holland (PV);2021 September;639.0;1314.0
2840;All countries;Noord-Holland (PV);2021 3rd quarter;1899.0;3876.0
2841;All countries;Noord-Holland (PV);2021 October;835.0;1666.0
2842;All countries;Noord-Holland (PV);2021 November;641.0;1294.0
2843;All countries;Noord-Holland (PV);2021 December;298.0;559.0
2844;All countries;Noord-Holland (PV);2021 4th quarter;1774.0;3520.0
2845;All countries;Noord-Holland (PV);2021;5041.0;9725.0
