ID;Waterschapsheffingen;Waterschappen;Perioden;Begroting_1;Realisatie_2
4487;Zuiveringsheffing grote bedrijven;Waterschap Rijn en IJssel (WS);2025;20.0;
4488;Zuiveringsheffing grote bedrijven;Hhs Amstel, Gooi en Vecht (WS);2015;18.0;
4489;Zuiveringsheffing grote bedrijven;Hhs Amstel, Gooi en Vecht (WS);2016;18.0;
4490;Zuiveringsheffing grote bedrijven;Hhs Amstel, Gooi en Vecht (WS);2017;;
4491;Zuiveringsheffing grote bedrijven;Hhs Amstel, Gooi en Vecht (WS);2018;;
4492;Zuiveringsheffing grote bedrijven;Hhs Amstel, Gooi en Vecht (WS);2019;;
4493;Zuiveringsheffing grote bedrijven;Hhs Amstel, Gooi en Vecht (WS);2020;;
4494;Zuiveringsheffing grote bedrijven;Hhs Amstel, Gooi en Vecht (WS);2021;;
4495;Zuiveringsheffing grote bedrijven;Hhs Amstel, Gooi en Vecht (WS);2022;;
4496;Zuiveringsheffing grote bedrijven;Hhs Amstel, Gooi en Vecht (WS);2023;;
4497;Zuiveringsheffing grote bedrijven;Hhs Amstel, Gooi en Vecht (WS);2024;;
4498;Zuiveringsheffing grote bedrijven;Hhs Amstel, Gooi en Vecht (WS);2025;;
4499;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Delfland (WS);2015;26.0;
4500;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Delfland (WS);2016;26.0;
4501;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Delfland (WS);2017;25.0;
4502;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Delfland (WS);2018;24.0;
4503;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Delfland (WS);2019;24.0;
4504;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Delfland (WS);2020;24.0;
4505;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Delfland (WS);2021;26.0;
4506;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Delfland (WS);2022;21.0;
4507;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Delfland (WS);2023;26.0;
4508;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Delfland (WS);2024;27.0;
4509;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Delfland (WS);2025;24.0;
4510;Zuiveringsheffing grote bedrijven;Waterschap De Dommel (WS);2015;11.0;
4511;Zuiveringsheffing grote bedrijven;Waterschap De Dommel (WS);2016;11.0;
4512;Zuiveringsheffing grote bedrijven;Waterschap De Dommel (WS);2017;11.0;
4513;Zuiveringsheffing grote bedrijven;Waterschap De Dommel (WS);2018;12.0;
4514;Zuiveringsheffing grote bedrijven;Waterschap De Dommel (WS);2019;12.0;
4515;Zuiveringsheffing grote bedrijven;Waterschap De Dommel (WS);2020;14.0;
4516;Zuiveringsheffing grote bedrijven;Waterschap De Dommel (WS);2021;15.0;
4517;Zuiveringsheffing grote bedrijven;Waterschap De Dommel (WS);2022;15.0;
4518;Zuiveringsheffing grote bedrijven;Waterschap De Dommel (WS);2023;16.0;
4519;Zuiveringsheffing grote bedrijven;Waterschap De Dommel (WS);2024;17.0;
4520;Zuiveringsheffing grote bedrijven;Waterschap De Dommel (WS);2025;20.0;
4521;Zuiveringsheffing grote bedrijven;Waterschap Roer en Overmaas (WS);2015;11.0;
4522;Zuiveringsheffing grote bedrijven;Waterschap Roer en Overmaas (WS);2016;11.0;
4523;Zuiveringsheffing grote bedrijven;Waterschap Roer en Overmaas (WS);2017;;
4524;Zuiveringsheffing grote bedrijven;Waterschap Roer en Overmaas (WS);2018;;
4525;Zuiveringsheffing grote bedrijven;Waterschap Roer en Overmaas (WS);2019;;
4526;Zuiveringsheffing grote bedrijven;Waterschap Roer en Overmaas (WS);2020;;
4527;Zuiveringsheffing grote bedrijven;Waterschap Roer en Overmaas (WS);2021;;
4528;Zuiveringsheffing grote bedrijven;Waterschap Roer en Overmaas (WS);2022;;
4529;Zuiveringsheffing grote bedrijven;Waterschap Roer en Overmaas (WS);2023;;
4530;Zuiveringsheffing grote bedrijven;Waterschap Roer en Overmaas (WS);2024;;
4531;Zuiveringsheffing grote bedrijven;Waterschap Roer en Overmaas (WS);2025;;
4532;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Rijnland (WS);2015;13.0;
4533;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Rijnland (WS);2016;15.0;
4534;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Rijnland (WS);2017;15.0;
4535;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Rijnland (WS);2018;15.0;
4536;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Rijnland (WS);2019;16.0;
4537;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Rijnland (WS);2020;18.0;
4538;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Rijnland (WS);2021;18.0;
4539;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Rijnland (WS);2022;18.0;
4540;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Rijnland (WS);2023;19.0;
4541;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Rijnland (WS);2024;22.0;
4542;Zuiveringsheffing grote bedrijven;Hoogheemraadschap van Rijnland (WS);2025;23.0;
4543;Zuiveringsheffing grote bedrijven;Waterschap Rivierenland (WS);2015;11.0;
4544;Zuiveringsheffing grote bedrijven;Waterschap Rivierenland (WS);2016;11.0;
4545;Zuiveringsheffing grote bedrijven;Waterschap Rivierenland (WS);2017;11.0;
4546;Zuiveringsheffing grote bedrijven;Waterschap Rivierenland (WS);2018;11.0;
4547;Zuiveringsheffing grote bedrijven;Waterschap Rivierenland (WS);2019;12.0;
4548;Zuiveringsheffing grote bedrijven;Waterschap Rivierenland (WS);2020;13.0;
4549;Zuiveringsheffing grote bedrijven;Waterschap Rivierenland (WS);2021;14.0;
4550;Zuiveringsheffing grote bedrijven;Waterschap Rivierenland (WS);2022;15.0;
4551;Zuiveringsheffing grote bedrijven;Waterschap Rivierenland (WS);2023;16.0;
4552;Zuiveringsheffing grote bedrijven;Waterschap Rivierenland (WS);2024;17.0;
4553;Zuiveringsheffing grote bedrijven;Waterschap Rivierenland (WS);2025;18.0;
4554;Zuiveringsheffing grote bedrijven;Hhs De Stichtse Rijnlanden (WS);2015;13.0;
4555;Zuiveringsheffing grote bedrijven;Hhs De Stichtse Rijnlanden (WS);2016;13.0;
4556;Zuiveringsheffing grote bedrijven;Hhs De Stichtse Rijnlanden (WS);2017;14.0;
4557;Zuiveringsheffing grote bedrijven;Hhs De Stichtse Rijnlanden (WS);2018;14.0;
4558;Zuiveringsheffing grote bedrijven;Hhs De Stichtse Rijnlanden (WS);2019;15.0;
4559;Zuiveringsheffing grote bedrijven;Hhs De Stichtse Rijnlanden (WS);2020;14.0;
4560;Zuiveringsheffing grote bedrijven;Hhs De Stichtse Rijnlanden (WS);2021;12.0;
4561;Zuiveringsheffing grote bedrijven;Hhs De Stichtse Rijnlanden (WS);2022;12.0;
4562;Zuiveringsheffing grote bedrijven;Hhs De Stichtse Rijnlanden (WS);2023;12.0;
4563;Zuiveringsheffing grote bedrijven;Hhs De Stichtse Rijnlanden (WS);2024;12.0;
4564;Zuiveringsheffing grote bedrijven;Hhs De Stichtse Rijnlanden (WS);2025;14.0;
4565;Zuiveringsheffing grote bedrijven;Waterschap Peel en Maasvallei (WS);2015;7.0;
4566;Zuiveringsheffing grote bedrijven;Waterschap Peel en Maasvallei (WS);2016;7.0;
4567;Zuiveringsheffing grote bedrijven;Waterschap Peel en Maasvallei (WS);2017;;
4568;Zuiveringsheffing grote bedrijven;Waterschap Peel en Maasvallei (WS);2018;;
4569;Zuiveringsheffing grote bedrijven;Waterschap Peel en Maasvallei (WS);2019;;
4570;Zuiveringsheffing grote bedrijven;Waterschap Peel en Maasvallei (WS);2020;;
4571;Zuiveringsheffing grote bedrijven;Waterschap Peel en Maasvallei (WS);2021;;
4572;Zuiveringsheffing grote bedrijven;Waterschap Peel en Maasvallei (WS);2022;;
4573;Zuiveringsheffing grote bedrijven;Waterschap Peel en Maasvallei (WS);2023;;
4574;Zuiveringsheffing grote bedrijven;Waterschap Peel en Maasvallei (WS);2024;;
4575;Zuiveringsheffing grote bedrijven;Waterschap Peel en Maasvallei (WS);2025;;
4576;Zuiveringsheffing grote bedrijven;Waterschap Hunze en Aa's (WS);2015;8.0;
4577;Zuiveringsheffing grote bedrijven;Waterschap Hunze en Aa's (WS);2016;8.0;
4578;Zuiveringsheffing grote bedrijven;Waterschap Hunze en Aa's (WS);2017;8.0;
4579;Zuiveringsheffing grote bedrijven;Waterschap Hunze en Aa's (WS);2018;8.0;
4580;Zuiveringsheffing grote bedrijven;Waterschap Hunze en Aa's (WS);2019;8.0;
4581;Zuiveringsheffing grote bedrijven;Waterschap Hunze en Aa's (WS);2020;8.0;
4582;Zuiveringsheffing grote bedrijven;Waterschap Hunze en Aa's (WS);2021;8.0;
4583;Zuiveringsheffing grote bedrijven;Waterschap Hunze en Aa's (WS);2022;8.0;
4584;Zuiveringsheffing grote bedrijven;Waterschap Hunze en Aa's (WS);2023;8.0;
4585;Zuiveringsheffing grote bedrijven;Waterschap Hunze en Aa's (WS);2024;8.0;
4586;Zuiveringsheffing grote bedrijven;Waterschap Hunze en Aa's (WS);2025;8.0;
4587;Zuiveringsheffing grote bedrijven;Waterschap Noorderzijlvest (WS);2015;4.0;
4588;Zuiveringsheffing grote bedrijven;Waterschap Noorderzijlvest (WS);2016;4.0;
4589;Zuiveringsheffing grote bedrijven;Waterschap Noorderzijlvest (WS);2017;4.0;
4590;Zuiveringsheffing grote bedrijven;Waterschap Noorderzijlvest (WS);2018;4.0;
4591;Zuiveringsheffing grote bedrijven;Waterschap Noorderzijlvest (WS);2019;4.0;
4592;Zuiveringsheffing grote bedrijven;Waterschap Noorderzijlvest (WS);2020;4.0;
4593;Zuiveringsheffing grote bedrijven;Waterschap Noorderzijlvest (WS);2021;4.0;
4594;Zuiveringsheffing grote bedrijven;Waterschap Noorderzijlvest (WS);2022;4.0;
4595;Zuiveringsheffing grote bedrijven;Waterschap Noorderzijlvest (WS);2023;5.0;
4596;Zuiveringsheffing grote bedrijven;Waterschap Noorderzijlvest (WS);2024;5.0;
4597;Zuiveringsheffing grote bedrijven;Waterschap Noorderzijlvest (WS);2025;5.0;
4598;Zuiveringsheffing grote bedrijven;Waterschap Reest en Wieden (WS);2015;5.0;
4599;Zuiveringsheffing grote bedrijven;Waterschap Reest en Wieden (WS);2016;;
4600;Zuiveringsheffing grote bedrijven;Waterschap Reest en Wieden (WS);2017;;
4601;Zuiveringsheffing grote bedrijven;Waterschap Reest en Wieden (WS);2018;;
4602;Zuiveringsheffing grote bedrijven;Waterschap Reest en Wieden (WS);2019;;
4603;Zuiveringsheffing grote bedrijven;Waterschap Reest en Wieden (WS);2020;;
4604;Zuiveringsheffing grote bedrijven;Waterschap Reest en Wieden (WS);2021;;
4605;Zuiveringsheffing grote bedrijven;Waterschap Reest en Wieden (WS);2022;;
4606;Zuiveringsheffing grote bedrijven;Waterschap Reest en Wieden (WS);2023;;
4607;Zuiveringsheffing grote bedrijven;Waterschap Reest en Wieden (WS);2024;;
4608;Zuiveringsheffing grote bedrijven;Waterschap Reest en Wieden (WS);2025;;
4609;Zuiveringsheffing grote bedrijven;Waterschap Zuiderzeeland (WS);2015;6.0;
4610;Zuiveringsheffing grote bedrijven;Waterschap Zuiderzeeland (WS);2016;6.0;
4611;Zuiveringsheffing grote bedrijven;Waterschap Zuiderzeeland (WS);2017;6.0;
4612;Zuiveringsheffing grote bedrijven;Waterschap Zuiderzeeland (WS);2018;6.0;
4613;Zuiveringsheffing grote bedrijven;Waterschap Zuiderzeeland (WS);2019;7.0;
4614;Zuiveringsheffing grote bedrijven;Waterschap Zuiderzeeland (WS);2020;7.0;
4615;Zuiveringsheffing grote bedrijven;Waterschap Zuiderzeeland (WS);2021;8.0;
4616;Zuiveringsheffing grote bedrijven;Waterschap Zuiderzeeland (WS);2022;9.0;
4617;Zuiveringsheffing grote bedrijven;Waterschap Zuiderzeeland (WS);2023;9.0;
4618;Zuiveringsheffing grote bedrijven;Waterschap Zuiderzeeland (WS);2024;10.0;
4619;Zuiveringsheffing grote bedrijven;Waterschap Zuiderzeeland (WS);2025;11.0;
4620;Zuiveringsheffing grote bedrijven;Hhs Hollands Noorderkwartier (WS);2015;15.0;
4621;Zuiveringsheffing grote bedrijven;Hhs Hollands Noorderkwartier (WS);2016;15.0;
4622;Zuiveringsheffing grote bedrijven;Hhs Hollands Noorderkwartier (WS);2017;15.0;
4623;Zuiveringsheffing grote bedrijven;Hhs Hollands Noorderkwartier (WS);2018;14.0;
4624;Zuiveringsheffing grote bedrijven;Hhs Hollands Noorderkwartier (WS);2019;15.0;
4625;Zuiveringsheffing grote bedrijven;Hhs Hollands Noorderkwartier (WS);2020;15.0;
4626;Zuiveringsheffing grote bedrijven;Hhs Hollands Noorderkwartier (WS);2021;16.0;
4627;Zuiveringsheffing grote bedrijven;Hhs Hollands Noorderkwartier (WS);2022;17.0;
4628;Zuiveringsheffing grote bedrijven;Hhs Hollands Noorderkwartier (WS);2023;19.0;
4629;Zuiveringsheffing grote bedrijven;Hhs Hollands Noorderkwartier (WS);2024;21.0;
4630;Zuiveringsheffing grote bedrijven;Hhs Hollands Noorderkwartier (WS);2025;14.0;
4631;Zuiveringsheffing grote bedrijven;Waterschap Brabantse Delta (WS);2015;19.0;
4632;Zuiveringsheffing grote bedrijven;Waterschap Brabantse Delta (WS);2016;17.0;
4633;Zuiveringsheffing grote bedrijven;Waterschap Brabantse Delta (WS);2017;17.0;
4634;Zuiveringsheffing grote bedrijven;Waterschap Brabantse Delta (WS);2018;19.0;
4635;Zuiveringsheffing grote bedrijven;Waterschap Brabantse Delta (WS);2019;20.0;
4636;Zuiveringsheffing grote bedrijven;Waterschap Brabantse Delta (WS);2020;19.0;
4637;Zuiveringsheffing grote bedrijven;Waterschap Brabantse Delta (WS);2021;20.0;
4638;Zuiveringsheffing grote bedrijven;Waterschap Brabantse Delta (WS);2022;22.0;
4639;Zuiveringsheffing grote bedrijven;Waterschap Brabantse Delta (WS);2023;24.0;
4640;Zuiveringsheffing grote bedrijven;Waterschap Brabantse Delta (WS);2024;25.0;
4641;Zuiveringsheffing grote bedrijven;Waterschap Brabantse Delta (WS);2025;26.0;
4642;Zuiveringsheffing grote bedrijven;Wetterskip Fryslân (WS);2015;14.0;
4643;Zuiveringsheffing grote bedrijven;Wetterskip Fryslân (WS);2016;14.0;
4644;Zuiveringsheffing grote bedrijven;Wetterskip Fryslân (WS);2017;14.0;
4645;Zuiveringsheffing grote bedrijven;Wetterskip Fryslân (WS);2018;13.0;
4646;Zuiveringsheffing grote bedrijven;Wetterskip Fryslân (WS);2019;13.0;
4647;Zuiveringsheffing grote bedrijven;Wetterskip Fryslân (WS);2020;14.0;
4648;Zuiveringsheffing grote bedrijven;Wetterskip Fryslân (WS);2021;15.0;
4649;Zuiveringsheffing grote bedrijven;Wetterskip Fryslân (WS);2022;16.0;
4650;Zuiveringsheffing grote bedrijven;Wetterskip Fryslân (WS);2023;16.0;
4651;Zuiveringsheffing grote bedrijven;Wetterskip Fryslân (WS);2024;17.0;
4652;Zuiveringsheffing grote bedrijven;Wetterskip Fryslân (WS);2025;18.0;
4653;Zuiveringsheffing grote bedrijven;Waterschap Aa en Maas (WS);2015;18.0;
4654;Zuiveringsheffing grote bedrijven;Waterschap Aa en Maas (WS);2016;17.0;
4655;Zuiveringsheffing grote bedrijven;Waterschap Aa en Maas (WS);2017;17.0;
4656;Zuiveringsheffing grote bedrijven;Waterschap Aa en Maas (WS);2018;17.0;
4657;Zuiveringsheffing grote bedrijven;Waterschap Aa en Maas (WS);2019;19.0;
4658;Zuiveringsheffing grote bedrijven;Waterschap Aa en Maas (WS);2020;20.0;
4659;Zuiveringsheffing grote bedrijven;Waterschap Aa en Maas (WS);2021;20.0;
4660;Zuiveringsheffing grote bedrijven;Waterschap Aa en Maas (WS);2022;20.0;
4661;Zuiveringsheffing grote bedrijven;Waterschap Aa en Maas (WS);2023;21.0;
4662;Zuiveringsheffing grote bedrijven;Waterschap Aa en Maas (WS);2024;20.0;
4663;Zuiveringsheffing grote bedrijven;Waterschap Aa en Maas (WS);2025;22.0;
4664;Zuiveringsheffing grote bedrijven;Waterschap Hollandse Delta (WS);2015;10.0;
4665;Zuiveringsheffing grote bedrijven;Waterschap Hollandse Delta (WS);2016;17.0;
4666;Zuiveringsheffing grote bedrijven;Waterschap Hollandse Delta (WS);2017;17.0;
4667;Zuiveringsheffing grote bedrijven;Waterschap Hollandse Delta (WS);2018;17.0;
4668;Zuiveringsheffing grote bedrijven;Waterschap Hollandse Delta (WS);2019;16.0;
4669;Zuiveringsheffing grote bedrijven;Waterschap Hollandse Delta (WS);2020;18.0;
4670;Zuiveringsheffing grote bedrijven;Waterschap Hollandse Delta (WS);2021;19.0;
4671;Zuiveringsheffing grote bedrijven;Waterschap Hollandse Delta (WS);2022;20.0;
4672;Zuiveringsheffing grote bedrijven;Waterschap Hollandse Delta (WS);2023;21.0;
4673;Zuiveringsheffing grote bedrijven;Waterschap Hollandse Delta (WS);2024;22.0;
4674;Zuiveringsheffing grote bedrijven;Waterschap Hollandse Delta (WS);2025;19.0;
4675;Zuiveringsheffing grote bedrijven;Hhs van Schieland en Krimpenerwaard (WS);2015;7.0;
4676;Zuiveringsheffing grote bedrijven;Hhs van Schieland en Krimpenerwaard (WS);2016;7.0;
4677;Zuiveringsheffing grote bedrijven;Hhs van Schieland en Krimpenerwaard (WS);2017;7.0;
4678;Zuiveringsheffing grote bedrijven;Hhs van Schieland en Krimpenerwaard (WS);2018;8.0;
4679;Zuiveringsheffing grote bedrijven;Hhs van Schieland en Krimpenerwaard (WS);2019;7.0;
4680;Zuiveringsheffing grote bedrijven;Hhs van Schieland en Krimpenerwaard (WS);2020;8.0;
4681;Zuiveringsheffing grote bedrijven;Hhs van Schieland en Krimpenerwaard (WS);2021;8.0;
4682;Zuiveringsheffing grote bedrijven;Hhs van Schieland en Krimpenerwaard (WS);2022;8.0;
4683;Zuiveringsheffing grote bedrijven;Hhs van Schieland en Krimpenerwaard (WS);2023;11.0;
4684;Zuiveringsheffing grote bedrijven;Hhs van Schieland en Krimpenerwaard (WS);2024;12.0;
4685;Zuiveringsheffing grote bedrijven;Hhs van Schieland en Krimpenerwaard (WS);2025;12.0;
4686;Zuiveringsheffing grote bedrijven;Waterschap Scheldestromen (WS);2015;7.0;
4687;Zuiveringsheffing grote bedrijven;Waterschap Scheldestromen (WS);2016;6.0;
4688;Zuiveringsheffing grote bedrijven;Waterschap Scheldestromen (WS);2017;7.0;
4689;Zuiveringsheffing grote bedrijven;Waterschap Scheldestromen (WS);2018;7.0;
4690;Zuiveringsheffing grote bedrijven;Waterschap Scheldestromen (WS);2019;7.0;
4691;Zuiveringsheffing grote bedrijven;Waterschap Scheldestromen (WS);2020;7.0;
4692;Zuiveringsheffing grote bedrijven;Waterschap Scheldestromen (WS);2021;8.0;
4693;Zuiveringsheffing grote bedrijven;Waterschap Scheldestromen (WS);2022;8.0;
4694;Zuiveringsheffing grote bedrijven;Waterschap Scheldestromen (WS);2023;9.0;
4695;Zuiveringsheffing grote bedrijven;Waterschap Scheldestromen (WS);2024;9.0;
4696;Zuiveringsheffing grote bedrijven;Waterschap Scheldestromen (WS);2025;11.0;
4697;Zuiveringsheffing grote bedrijven;Waterschap Vallei en Veluwe (WS);2015;19.0;
4698;Zuiveringsheffing grote bedrijven;Waterschap Vallei en Veluwe (WS);2016;19.0;
4699;Zuiveringsheffing grote bedrijven;Waterschap Vallei en Veluwe (WS);2017;20.0;
4700;Zuiveringsheffing grote bedrijven;Waterschap Vallei en Veluwe (WS);2018;21.0;
4701;Zuiveringsheffing grote bedrijven;Waterschap Vallei en Veluwe (WS);2019;22.0;
4702;Zuiveringsheffing grote bedrijven;Waterschap Vallei en Veluwe (WS);2020;24.0;
4703;Zuiveringsheffing grote bedrijven;Waterschap Vallei en Veluwe (WS);2021;23.0;
4704;Zuiveringsheffing grote bedrijven;Waterschap Vallei en Veluwe (WS);2022;26.0;
4705;Zuiveringsheffing grote bedrijven;Waterschap Vallei en Veluwe (WS);2023;28.0;
4706;Zuiveringsheffing grote bedrijven;Waterschap Vallei en Veluwe (WS);2024;31.0;
4707;Zuiveringsheffing grote bedrijven;Waterschap Vallei en Veluwe (WS);2025;32.0;
4708;Zuiveringsheffing grote bedrijven;Waterschap Vechtstromen (WS);2015;12.0;
4709;Zuiveringsheffing grote bedrijven;Waterschap Vechtstromen (WS);2016;12.0;
4710;Zuiveringsheffing grote bedrijven;Waterschap Vechtstromen (WS);2017;13.0;
4711;Zuiveringsheffing grote bedrijven;Waterschap Vechtstromen (WS);2018;14.0;
4712;Zuiveringsheffing grote bedrijven;Waterschap Vechtstromen (WS);2019;14.0;
4713;Zuiveringsheffing grote bedrijven;Waterschap Vechtstromen (WS);2020;15.0;
4714;Zuiveringsheffing grote bedrijven;Waterschap Vechtstromen (WS);2021;14.0;
4715;Zuiveringsheffing grote bedrijven;Waterschap Vechtstromen (WS);2022;14.0;
4716;Zuiveringsheffing grote bedrijven;Waterschap Vechtstromen (WS);2023;16.0;
4717;Zuiveringsheffing grote bedrijven;Waterschap Vechtstromen (WS);2024;19.0;
4718;Zuiveringsheffing grote bedrijven;Waterschap Vechtstromen (WS);2025;21.0;
4719;Zuiveringsheffing grote bedrijven;WS Drents Overijsselse Delta (WS);2015;;
4720;Zuiveringsheffing grote bedrijven;WS Drents Overijsselse Delta (WS);2016;10.0;
4721;Zuiveringsheffing grote bedrijven;WS Drents Overijsselse Delta (WS);2017;11.0;
4722;Zuiveringsheffing grote bedrijven;WS Drents Overijsselse Delta (WS);2018;10.0;
4723;Zuiveringsheffing grote bedrijven;WS Drents Overijsselse Delta (WS);2019;11.0;
4724;Zuiveringsheffing grote bedrijven;WS Drents Overijsselse Delta (WS);2020;11.0;
4725;Zuiveringsheffing grote bedrijven;WS Drents Overijsselse Delta (WS);2021;11.0;
4726;Zuiveringsheffing grote bedrijven;WS Drents Overijsselse Delta (WS);2022;12.0;
4727;Zuiveringsheffing grote bedrijven;WS Drents Overijsselse Delta (WS);2023;13.0;
4728;Zuiveringsheffing grote bedrijven;WS Drents Overijsselse Delta (WS);2024;15.0;
4729;Zuiveringsheffing grote bedrijven;WS Drents Overijsselse Delta (WS);2025;15.0;
4730;Zuiveringsheffing grote bedrijven;Waterschap Limburg (WS);2015;;
4731;Zuiveringsheffing grote bedrijven;Waterschap Limburg (WS);2016;;
4732;Zuiveringsheffing grote bedrijven;Waterschap Limburg (WS);2017;18.0;
4733;Zuiveringsheffing grote bedrijven;Waterschap Limburg (WS);2018;18.0;
4734;Zuiveringsheffing grote bedrijven;Waterschap Limburg (WS);2019;18.0;
4735;Zuiveringsheffing grote bedrijven;Waterschap Limburg (WS);2020;20.0;
4736;Zuiveringsheffing grote bedrijven;Waterschap Limburg (WS);2021;20.0;
4737;Zuiveringsheffing grote bedrijven;Waterschap Limburg (WS);2022;21.0;
4738;Zuiveringsheffing grote bedrijven;Waterschap Limburg (WS);2023;25.0;
4739;Zuiveringsheffing grote bedrijven;Waterschap Limburg (WS);2024;31.0;
4740;Zuiveringsheffing grote bedrijven;Waterschap Limburg (WS);2025;34.0;
4741;Zuiveringsheffing grote bedrijven;Waterschap Amstel, Gooi en Vecht (WS);2015;;
4742;Zuiveringsheffing grote bedrijven;Waterschap Amstel, Gooi en Vecht (WS);2016;;
4743;Zuiveringsheffing grote bedrijven;Waterschap Amstel, Gooi en Vecht (WS);2017;18.0;
4744;Zuiveringsheffing grote bedrijven;Waterschap Amstel, Gooi en Vecht (WS);2018;18.0;
4745;Zuiveringsheffing grote bedrijven;Waterschap Amstel, Gooi en Vecht (WS);2019;19.0;
4746;Zuiveringsheffing grote bedrijven;Waterschap Amstel, Gooi en Vecht (WS);2020;19.0;
4747;Zuiveringsheffing grote bedrijven;Waterschap Amstel, Gooi en Vecht (WS);2021;18.0;
4748;Zuiveringsheffing grote bedrijven;Waterschap Amstel, Gooi en Vecht (WS);2022;19.0;
4749;Zuiveringsheffing grote bedrijven;Waterschap Amstel, Gooi en Vecht (WS);2023;20.0;
4750;Zuiveringsheffing grote bedrijven;Waterschap Amstel, Gooi en Vecht (WS);2024;29.0;
4751;Zuiveringsheffing grote bedrijven;Waterschap Amstel, Gooi en Vecht (WS);2025;30.0;
4752;Verontreinigingsheffing totaal;Nederland;2015;9.0;11.0
4753;Verontreinigingsheffing totaal;Nederland;2016;9.0;8.0
4754;Verontreinigingsheffing totaal;Nederland;2017;8.0;8.0
4755;Verontreinigingsheffing totaal;Nederland;2018;8.0;9.0
4756;Verontreinigingsheffing totaal;Nederland;2019;9.0;12.0
4757;Verontreinigingsheffing totaal;Nederland;2020;9.0;9.0
4758;Verontreinigingsheffing totaal;Nederland;2021;10.0;10.0
4759;Verontreinigingsheffing totaal;Nederland;2022;10.0;11.0
4760;Verontreinigingsheffing totaal;Nederland;2023;10.0;12.0
4761;Verontreinigingsheffing totaal;Nederland;2024;13.0;
4762;Verontreinigingsheffing totaal;Nederland;2025;14.0;
4763;Verontreinigingsheffing totaal;Waterschap Groot Salland (WS);2015;0.0;0.0
4764;Verontreinigingsheffing totaal;Waterschap Groot Salland (WS);2016;;
4765;Verontreinigingsheffing totaal;Waterschap Groot Salland (WS);2017;;
4766;Verontreinigingsheffing totaal;Waterschap Groot Salland (WS);2018;;
4767;Verontreinigingsheffing totaal;Waterschap Groot Salland (WS);2019;;
4768;Verontreinigingsheffing totaal;Waterschap Groot Salland (WS);2020;;
4769;Verontreinigingsheffing totaal;Waterschap Groot Salland (WS);2021;;
4770;Verontreinigingsheffing totaal;Waterschap Groot Salland (WS);2022;;
4771;Verontreinigingsheffing totaal;Waterschap Groot Salland (WS);2023;;
4772;Verontreinigingsheffing totaal;Waterschap Groot Salland (WS);2024;;
4773;Verontreinigingsheffing totaal;Waterschap Groot Salland (WS);2025;;
4774;Verontreinigingsheffing totaal;Waterschap Rijn en IJssel (WS);2015;0.0;1.0
4775;Verontreinigingsheffing totaal;Waterschap Rijn en IJssel (WS);2016;0.0;0.0
4776;Verontreinigingsheffing totaal;Waterschap Rijn en IJssel (WS);2017;0.0;1.0
4777;Verontreinigingsheffing totaal;Waterschap Rijn en IJssel (WS);2018;0.0;0.0
4778;Verontreinigingsheffing totaal;Waterschap Rijn en IJssel (WS);2019;0.0;1.0
4779;Verontreinigingsheffing totaal;Waterschap Rijn en IJssel (WS);2020;0.0;0.0
4780;Verontreinigingsheffing totaal;Waterschap Rijn en IJssel (WS);2021;0.0;0.0
4781;Verontreinigingsheffing totaal;Waterschap Rijn en IJssel (WS);2022;0.0;0.0
4782;Verontreinigingsheffing totaal;Waterschap Rijn en IJssel (WS);2023;0.0;0.0
4783;Verontreinigingsheffing totaal;Waterschap Rijn en IJssel (WS);2024;0.0;
4784;Verontreinigingsheffing totaal;Waterschap Rijn en IJssel (WS);2025;0.0;
4785;Verontreinigingsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2015;1.0;1.0
4786;Verontreinigingsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2016;1.0;1.0
4787;Verontreinigingsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2017;;
4788;Verontreinigingsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2018;;
4789;Verontreinigingsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2019;;
4790;Verontreinigingsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2020;;
4791;Verontreinigingsheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2021;;
