ID;ProvincialTasks;Regions;Periods;Revenues_1;Expenditure_2;Balance_3;Revenues_4;Expenditure_5;Balance_6
7420;Recreation and tourism;Overijssel (PV);2021;0.0;3.5;-3.5;0;3;-3
7421;Recreation and tourism;Overijssel (PV);2022;0.0;2.8;-2.8;0;2;-2
7422;Recreation and tourism;Overijssel (PV);2023;0.0;2.5;-2.5;0;2;-2
7423;Recreation and tourism;Overijssel (PV);2024;0.0;0.8;-0.8;0;1;-1
7424;Recreation and tourism;Overijssel (PV);2025;0.0;3.3;-3.3;0;3;-3
7425;Recreation and tourism;Flevoland (PV);2017;0.0;0.0;0.0;0;0;0
7426;Recreation and tourism;Flevoland (PV);2018;0.0;0.6;-0.6;0;2;-2
7427;Recreation and tourism;Flevoland (PV);2019;0.0;1.0;-1.0;0;2;-2
7428;Recreation and tourism;Flevoland (PV);2020;0.0;1.6;-1.6;0;4;-4
7429;Recreation and tourism;Flevoland (PV);2021;0.0;1.7;-1.6;0;4;-4
7430;Recreation and tourism;Flevoland (PV);2022;0.0;1.7;-1.7;0;4;-4
7431;Recreation and tourism;Flevoland (PV);2023;0.0;1.8;-1.8;0;4;-4
7432;Recreation and tourism;Flevoland (PV);2024;0.0;1.9;-1.9;0;4;-4
7433;Recreation and tourism;Flevoland (PV);2025;0.0;1.6;-1.6;0;4;-3
7434;Recreation and tourism;Gelderland (PV);2017;0.0;5.5;-5.5;0;3;-3
7435;Recreation and tourism;Gelderland (PV);2018;0.0;9.5;-9.5;0;5;-5
7436;Recreation and tourism;Gelderland (PV);2019;5.3;9.9;-4.6;3;5;-2
7437;Recreation and tourism;Gelderland (PV);2020;0.0;9.9;-9.9;0;5;-5
7438;Recreation and tourism;Gelderland (PV);2021;0.0;7.8;-7.8;0;4;-4
7439;Recreation and tourism;Gelderland (PV);2022;0.0;7.3;-7.4;0;3;-3
7440;Recreation and tourism;Gelderland (PV);2023;0.1;8.0;-7.9;0;4;-4
7441;Recreation and tourism;Gelderland (PV);2024;0.1;6.0;-5.9;0;3;-3
7442;Recreation and tourism;Gelderland (PV);2025;0.0;3.9;-3.9;0;2;-2
7443;Recreation and tourism;Utrecht (PV);2017;0.0;3.1;-3.1;0;2;-2
7444;Recreation and tourism;Utrecht (PV);2018;0.0;4.1;-4.1;0;3;-3
7445;Recreation and tourism;Utrecht (PV);2019;0.0;8.3;-8.3;0;6;-6
7446;Recreation and tourism;Utrecht (PV);2020;0.0;6.5;-6.5;0;5;-5
7447;Recreation and tourism;Utrecht (PV);2021;4.7;7.3;-2.6;3;5;-2
7448;Recreation and tourism;Utrecht (PV);2022;0.0;5.9;-5.9;0;4;-4
7449;Recreation and tourism;Utrecht (PV);2023;3.0;9.0;-6.0;2;6;-4
7450;Recreation and tourism;Utrecht (PV);2024;1.0;8.6;-7.6;1;6;-5
7451;Recreation and tourism;Utrecht (PV);2025;0.6;8.1;-7.5;0;6;-5
7452;Recreation and tourism;Noord-Holland (PV);2017;0.0;11.6;-11.6;0;4;-4
7453;Recreation and tourism;Noord-Holland (PV);2018;0.0;7.7;-7.7;0;3;-3
7454;Recreation and tourism;Noord-Holland (PV);2019;0.0;9.2;-9.2;0;3;-3
7455;Recreation and tourism;Noord-Holland (PV);2020;0.0;11.0;-11.0;0;4;-4
7456;Recreation and tourism;Noord-Holland (PV);2021;0.0;10.7;-10.7;0;4;-4
7457;Recreation and tourism;Noord-Holland (PV);2022;0.0;13.0;-13.0;0;4;-4
7458;Recreation and tourism;Noord-Holland (PV);2023;0.0;12.3;-12.3;0;4;-4
7459;Recreation and tourism;Noord-Holland (PV);2024;0.0;14.5;-14.5;0;5;-5
7460;Recreation and tourism;Noord-Holland (PV);2025;0.0;14.1;-14.1;0;5;-5
7461;Recreation and tourism;Zuid-Holland (PV);2017;11.4;42.1;-30.7;3;12;-8
7462;Recreation and tourism;Zuid-Holland (PV);2018;30.0;61.3;-31.3;8;17;-8
7463;Recreation and tourism;Zuid-Holland (PV);2019;5.5;31.7;-26.2;1;9;-7
7464;Recreation and tourism;Zuid-Holland (PV);2020;10.3;31.6;-21.3;3;9;-6
7465;Recreation and tourism;Zuid-Holland (PV);2021;6.8;28.4;-21.6;2;8;-6
7466;Recreation and tourism;Zuid-Holland (PV);2022;7.3;30.1;-22.9;2;8;-6
7467;Recreation and tourism;Zuid-Holland (PV);2023;9.3;29.7;-20.5;2;8;-5
7468;Recreation and tourism;Zuid-Holland (PV);2024;4.8;28.8;-23.9;1;7;-6
7469;Recreation and tourism;Zuid-Holland (PV);2025;6.8;29.0;-22.2;2;8;-6
7470;Recreation and tourism;Zeeland (PV);2017;1.5;3.1;-1.6;4;8;-4
7471;Recreation and tourism;Zeeland (PV);2018;10.8;12.7;-1.9;28;33;-5
7472;Recreation and tourism;Zeeland (PV);2019;0.2;6.3;-6.1;1;16;-16
7473;Recreation and tourism;Zeeland (PV);2020;1.2;6.0;-4.7;3;16;-12
7474;Recreation and tourism;Zeeland (PV);2021;0.4;5.7;-5.3;1;15;-14
7475;Recreation and tourism;Zeeland (PV);2022;3.7;8.8;-5.1;9;23;-13
7476;Recreation and tourism;Zeeland (PV);2023;2.1;7.1;-5.0;5;18;-13
7477;Recreation and tourism;Zeeland (PV);2024;1.3;5.8;-4.4;3;15;-11
7478;Recreation and tourism;Zeeland (PV);2025;5.7;10.3;-4.6;15;26;-12
7479;Recreation and tourism;Noord-Brabant (PV);2017;0.0;0.2;-0.2;0;0;0
7480;Recreation and tourism;Noord-Brabant (PV);2018;0.0;0.0;0.0;0;0;0
7481;Recreation and tourism;Noord-Brabant (PV);2019;0.0;0.2;-0.2;0;0;0
7482;Recreation and tourism;Noord-Brabant (PV);2020;0.0;0.0;0.0;0;0;0
7483;Recreation and tourism;Noord-Brabant (PV);2021;0.0;2.3;-2.3;0;1;-1
7484;Recreation and tourism;Noord-Brabant (PV);2022;0.0;2.3;-2.3;0;1;-1
7485;Recreation and tourism;Noord-Brabant (PV);2023;0.0;3.5;-3.5;0;1;-1
7486;Recreation and tourism;Noord-Brabant (PV);2024;0.0;2.2;-2.2;0;1;-1
7487;Recreation and tourism;Noord-Brabant (PV);2025;0.0;2.8;-2.8;0;1;-1
7488;Recreation and tourism;Limburg (PV);2017;0.4;5.7;-5.3;0;5;-5
7489;Recreation and tourism;Limburg (PV);2018;0.9;5.2;-4.3;1;5;-4
7490;Recreation and tourism;Limburg (PV);2019;0.3;4.3;-4.0;0;4;-4
7491;Recreation and tourism;Limburg (PV);2020;0.3;1.2;-0.9;0;1;-1
7492;Recreation and tourism;Limburg (PV);2021;0.3;0.7;-0.4;0;1;0
7493;Recreation and tourism;Limburg (PV);2022;0.3;0.6;-0.3;0;1;0
7494;Recreation and tourism;Limburg (PV);2023;0.3;0.2;0.0;0;0;0
7495;Recreation and tourism;Limburg (PV);2024;0.3;0.2;0.0;0;0;0
7496;Recreation and tourism;Limburg (PV);2025;0.3;1.8;-1.5;0;2;-1
7497;Regional economy, other;The Netherlands;2017;6.4;171.6;-165.2;0;10;-10
7498;Regional economy, other;The Netherlands;2018;11.6;165.8;-154.2;1;10;-9
7499;Regional economy, other;The Netherlands;2019;21.1;168.9;-147.8;1;10;-9
7500;Regional economy, other;The Netherlands;2020;8.2;153.3;-145.1;0;9;-8
7501;Regional economy, other;The Netherlands;2021;10.4;153.3;-142.9;1;9;-8
7502;Regional economy, other;The Netherlands;2022;8.9;157.4;-148.5;1;9;-8
7503;Regional economy, other;The Netherlands;2023;12.0;159.7;-147.6;1;9;-8
7504;Regional economy, other;The Netherlands;2024;9.5;146.4;-136.9;1;8;-8
7505;Regional economy, other;The Netherlands;2025;16.9;159.7;-142.9;1;9;-8
7506;Regional economy, other;Noord-Nederland (LD);2017;4.1;70.9;-66.9;2;41;-39
7507;Regional economy, other;Noord-Nederland (LD);2018;8.9;76.2;-67.3;5;44;-39
7508;Regional economy, other;Noord-Nederland (LD);2019;0.0;59.5;-59.5;0;35;-34
7509;Regional economy, other;Noord-Nederland (LD);2020;4.1;67.4;-63.3;2;39;-37
7510;Regional economy, other;Noord-Nederland (LD);2021;6.6;56.5;-49.8;4;33;-29
7511;Regional economy, other;Noord-Nederland (LD);2022;6.9;45.5;-38.7;4;26;-22
7512;Regional economy, other;Noord-Nederland (LD);2023;9.5;42.9;-33.3;5;24;-19
7513;Regional economy, other;Noord-Nederland (LD);2024;7.8;42.2;-34.4;4;24;-19
7514;Regional economy, other;Noord-Nederland (LD);2025;12.8;44.9;-32.1;7;25;-18
7515;Regional economy, other;Oost-Nederland (LD);2017;2.0;51.3;-49.3;1;14;-14
7516;Regional economy, other;Oost-Nederland (LD);2018;2.0;41.6;-39.7;1;11;-11
7517;Regional economy, other;Oost-Nederland (LD);2019;1.9;32.8;-30.9;1;9;-8
7518;Regional economy, other;Oost-Nederland (LD);2020;3.5;41.1;-37.7;1;11;-10
7519;Regional economy, other;Oost-Nederland (LD);2021;2.8;48.8;-46.1;1;13;-12
7520;Regional economy, other;Oost-Nederland (LD);2022;1.1;57.8;-56.6;0;16;-15
7521;Regional economy, other;Oost-Nederland (LD);2023;0.9;53.4;-52.5;0;14;-14
7522;Regional economy, other;Oost-Nederland (LD);2024;0.6;47.8;-47.2;0;13;-12
7523;Regional economy, other;Oost-Nederland (LD);2025;1.6;47.3;-45.7;0;12;-12
7524;Regional economy, other;West-Nederland (LD);2017;0.2;12.2;-12.0;0;2;-1
7525;Regional economy, other;West-Nederland (LD);2018;0.7;10.3;-9.6;0;1;-1
7526;Regional economy, other;West-Nederland (LD);2019;1.1;12.7;-11.7;0;2;-1
7527;Regional economy, other;West-Nederland (LD);2020;0.6;20.9;-20.3;0;3;-2
7528;Regional economy, other;West-Nederland (LD);2021;0.5;13.5;-13.0;0;2;-2
7529;Regional economy, other;West-Nederland (LD);2022;0.4;14.6;-14.2;0;2;-2
7530;Regional economy, other;West-Nederland (LD);2023;0.7;17.1;-16.5;0;2;-2
7531;Regional economy, other;West-Nederland (LD);2024;0.6;18.8;-18.2;0;2;-2
7532;Regional economy, other;West-Nederland (LD);2025;2.0;29.1;-27.1;0;3;-3
7533;Regional economy, other;Zuid-Nederland (LD);2017;0.1;37.2;-37.1;0;10;-10
7534;Regional economy, other;Zuid-Nederland (LD);2018;0.0;37.6;-37.6;0;10;-10
7535;Regional economy, other;Zuid-Nederland (LD);2019;18.1;63.9;-45.8;5;17;-12
7536;Regional economy, other;Zuid-Nederland (LD);2020;0.1;23.8;-23.7;0;6;-6
7537;Regional economy, other;Zuid-Nederland (LD);2021;0.5;34.5;-34.0;0;9;-9
7538;Regional economy, other;Zuid-Nederland (LD);2022;0.5;39.5;-39.0;0;11;-11
7539;Regional economy, other;Zuid-Nederland (LD);2023;0.9;46.2;-45.3;0;12;-12
7540;Regional economy, other;Zuid-Nederland (LD);2024;0.5;37.6;-37.1;0;10;-10
7541;Regional economy, other;Zuid-Nederland (LD);2025;0.5;38.5;-38.0;0;10;-10
7542;Regional economy, other;Groningen (PV);2017;0.0;1.5;-1.5;0;3;-3
7543;Regional economy, other;Groningen (PV);2018;0.1;2.6;-2.5;0;4;-4
7544;Regional economy, other;Groningen (PV);2019;0.0;1.6;-1.6;0;3;-3
7545;Regional economy, other;Groningen (PV);2020;0.0;2.0;-1.9;0;3;-3
7546;Regional economy, other;Groningen (PV);2021;0.0;2.1;-2.1;0;4;-4
7547;Regional economy, other;Groningen (PV);2022;3.6;6.1;-2.5;6;10;-4
7548;Regional economy, other;Groningen (PV);2023;7.0;9.2;-2.2;12;15;-4
7549;Regional economy, other;Groningen (PV);2024;4.8;7.1;-2.3;8;12;-4
7550;Regional economy, other;Groningen (PV);2025;4.2;6.9;-2.7;7;11;-4
7551;Regional economy, other;Fryslân (PV);2017;3.9;55.4;-51.5;6;86;-80
7552;Regional economy, other;Fryslân (PV);2018;8.8;56.1;-47.3;14;87;-73
7553;Regional economy, other;Fryslân (PV);2019;0.0;31.1;-31.1;0;48;-48
7554;Regional economy, other;Fryslân (PV);2020;1.5;39.7;-38.2;2;61;-59
7555;Regional economy, other;Fryslân (PV);2021;5.0;38.6;-33.6;8;59;-52
7556;Regional economy, other;Fryslân (PV);2022;1.1;19.4;-18.2;2;30;-28
7557;Regional economy, other;Fryslân (PV);2023;2.1;20.8;-18.6;3;31;-28
7558;Regional economy, other;Fryslân (PV);2024;2.2;18.3;-16.1;3;28;-24
7559;Regional economy, other;Fryslân (PV);2025;1.3;14.6;-13.3;2;22;-20
7560;Regional economy, other;Drenthe (PV);2017;0.2;14.0;-13.9;0;29;-28
7561;Regional economy, other;Drenthe (PV);2018;0.0;17.5;-17.5;0;36;-35
7562;Regional economy, other;Drenthe (PV);2019;0.0;26.9;-26.8;0;55;-55
7563;Regional economy, other;Drenthe (PV);2020;2.5;25.8;-23.2;5;52;-47
7564;Regional economy, other;Drenthe (PV);2021;1.6;15.8;-14.1;3;32;-29
7565;Regional economy, other;Drenthe (PV);2022;2.1;20.0;-17.9;4;40;-36
7566;Regional economy, other;Drenthe (PV);2023;0.4;12.9;-12.5;1;26;-25
7567;Regional economy, other;Drenthe (PV);2024;0.8;16.9;-16.0;2;33;-32
7568;Regional economy, other;Drenthe (PV);2025;7.2;23.4;-16.1;14;46;-32
7569;Regional economy, other;Overijssel (PV);2017;0.0;13.5;-13.5;0;12;-12
7570;Regional economy, other;Overijssel (PV);2018;0.0;7.9;-7.9;0;7;-7
7571;Regional economy, other;Overijssel (PV);2019;0.0;5.9;-5.9;0;5;-5
7572;Regional economy, other;Overijssel (PV);2020;0.0;5.3;-5.3;0;5;-5
7573;Regional economy, other;Overijssel (PV);2021;0.0;8.1;-8.1;0;7;-7
7574;Regional economy, other;Overijssel (PV);2022;0.0;21.6;-21.6;0;18;-18
7575;Regional economy, other;Overijssel (PV);2023;0.0;18.6;-18.6;0;16;-16
7576;Regional economy, other;Overijssel (PV);2024;0.0;13.9;-13.9;0;12;-12
7577;Regional economy, other;Overijssel (PV);2025;0.0;15.0;-15.0;0;13;-13
7578;Regional economy, other;Flevoland (PV);2017;1.4;19.9;-18.5;3;49;-45
7579;Regional economy, other;Flevoland (PV);2018;1.5;19.5;-18.0;4;47;-44
7580;Regional economy, other;Flevoland (PV);2019;1.4;16.9;-15.5;3;41;-37
7581;Regional economy, other;Flevoland (PV);2020;1.5;24.0;-22.4;4;57;-53
7582;Regional economy, other;Flevoland (PV);2021;1.6;27.3;-25.7;4;64;-60
7583;Regional economy, other;Flevoland (PV);2022;0.9;24.3;-23.4;2;56;-54
7584;Regional economy, other;Flevoland (PV);2023;0.8;24.2;-23.5;2;55;-53
7585;Regional economy, other;Flevoland (PV);2024;0.5;24.3;-23.8;1;54;-53
7586;Regional economy, other;Flevoland (PV);2025;0.5;19.5;-19.0;1;43;-42
7587;Regional economy, other;Gelderland (PV);2017;0.6;17.9;-17.3;0;9;-8
7588;Regional economy, other;Gelderland (PV);2018;0.5;14.3;-13.8;0;7;-7
7589;Regional economy, other;Gelderland (PV);2019;0.5;10.0;-9.5;0;5;-5
7590;Regional economy, other;Gelderland (PV);2020;1.9;11.9;-9.9;1;6;-5
7591;Regional economy, other;Gelderland (PV);2021;1.1;13.5;-12.4;1;6;-6
7592;Regional economy, other;Gelderland (PV);2022;0.2;11.9;-11.6;0;6;-6
7593;Regional economy, other;Gelderland (PV);2023;0.2;10.6;-10.4;0;5;-5
7594;Regional economy, other;Gelderland (PV);2024;0.1;9.6;-9.5;0;4;-4
7595;Regional economy, other;Gelderland (PV);2025;1.1;12.8;-11.7;1;6;-5
7596;Regional economy, other;Utrecht (PV);2017;0.0;1.9;-1.9;0;2;-1
7597;Regional economy, other;Utrecht (PV);2018;0.1;1.5;-1.4;0;1;-1
7598;Regional economy, other;Utrecht (PV);2019;0.1;2.3;-2.3;0;2;-2
7599;Regional economy, other;Utrecht (PV);2020;0.1;6.2;-6.2;0;5;-5
7600;Regional economy, other;Utrecht (PV);2021;0.0;2.8;-2.8;0;2;-2
7601;Regional economy, other;Utrecht (PV);2022;0.0;2.4;-2.4;0;2;-2
7602;Regional economy, other;Utrecht (PV);2023;0.0;2.9;-2.8;0;2;-2
7603;Regional economy, other;Utrecht (PV);2024;0.0;2.9;-2.9;0;2;-2
7604;Regional economy, other;Utrecht (PV);2025;0.0;8.4;-8.4;0;6;-6
7605;Regional economy, other;Noord-Holland (PV);2017;0.0;3.2;-3.2;0;1;-1
7606;Regional economy, other;Noord-Holland (PV);2018;0.5;0.0;0.5;0;0;0
7607;Regional economy, other;Noord-Holland (PV);2019;0.0;0.0;0.0;0;0;0
7608;Regional economy, other;Noord-Holland (PV);2020;0.0;5.6;-5.6;0;2;-2
7609;Regional economy, other;Noord-Holland (PV);2021;0.0;1.9;-1.9;0;1;-1
7610;Regional economy, other;Noord-Holland (PV);2022;0.0;2.8;-2.8;0;1;-1
7611;Regional economy, other;Noord-Holland (PV);2023;0.0;0.0;0.0;0;0;0
7612;Regional economy, other;Noord-Holland (PV);2024;0.0;0.0;0.0;0;0;0
7613;Regional economy, other;Noord-Holland (PV);2025;0.0;1.7;-1.7;0;1;-1
7614;Regional economy, other;Zuid-Holland (PV);2017;0.0;4.3;-4.3;0;1;-1
7615;Regional economy, other;Zuid-Holland (PV);2018;0.0;5.5;-5.5;0;2;-2
7616;Regional economy, other;Zuid-Holland (PV);2019;0.0;5.8;-5.8;0;2;-2
7617;Regional economy, other;Zuid-Holland (PV);2020;0.0;4.8;-4.8;0;1;-1
7618;Regional economy, other;Zuid-Holland (PV);2021;0.0;4.3;-4.3;0;1;-1
7619;Regional economy, other;Zuid-Holland (PV);2022;0.0;4.9;-4.9;0;1;-1
7620;Regional economy, other;Zuid-Holland (PV);2023;0.0;6.5;-6.5;0;2;-2
7621;Regional economy, other;Zuid-Holland (PV);2024;0.0;9.3;-9.3;0;2;-2
7622;Regional economy, other;Zuid-Holland (PV);2025;1.4;11.0;-9.6;0;3;-2
7623;Regional economy, other;Zeeland (PV);2017;0.2;2.7;-2.6;0;7;-7
7624;Regional economy, other;Zeeland (PV);2018;0.2;3.3;-3.1;0;9;-8
7625;Regional economy, other;Zeeland (PV);2019;1.0;4.5;-3.6;3;12;-9
7626;Regional economy, other;Zeeland (PV);2020;0.5;4.3;-3.7;1;11;-10
7627;Regional economy, other;Zeeland (PV);2021;0.5;4.5;-4.0;1;12;-10
7628;Regional economy, other;Zeeland (PV);2022;0.4;4.5;-4.2;1;12;-11
7629;Regional economy, other;Zeeland (PV);2023;0.6;7.8;-7.2;2;20;-18
7630;Regional economy, other;Zeeland (PV);2024;0.6;6.6;-6.0;1;17;-15
7631;Regional economy, other;Zeeland (PV);2025;0.6;8.0;-7.4;2;20;-19
7632;Regional economy, other;Noord-Brabant (PV);2017;0.1;24.0;-23.9;0;10;-10
7633;Regional economy, other;Noord-Brabant (PV);2018;0.0;27.6;-27.6;0;11;-11
7634;Regional economy, other;Noord-Brabant (PV);2019;18.1;51.0;-32.9;7;20;-13
7635;Regional economy, other;Noord-Brabant (PV);2020;0.1;19.1;-19.0;0;7;-7
7636;Regional economy, other;Noord-Brabant (PV);2021;0.1;28.3;-28.2;0;11;-11
7637;Regional economy, other;Noord-Brabant (PV);2022;0.1;34.5;-34.4;0;13;-13
7638;Regional economy, other;Noord-Brabant (PV);2023;0.5;37.9;-37.3;0;14;-14
7639;Regional economy, other;Noord-Brabant (PV);2024;0.1;30.4;-30.3;0;12;-11
7640;Regional economy, other;Noord-Brabant (PV);2025;0.1;27.8;-27.7;0;10;-10
7641;Regional economy, other;Limburg (PV);2017;0.0;13.2;-13.2;0;12;-12
7642;Regional economy, other;Limburg (PV);2018;0.0;10.0;-10.0;0;9;-9
7643;Regional economy, other;Limburg (PV);2019;0.0;12.9;-12.9;0;12;-12
7644;Regional economy, other;Limburg (PV);2020;0.0;4.7;-4.7;0;4;-4
7645;Regional economy, other;Limburg (PV);2021;0.4;6.2;-5.8;0;6;-5
7646;Regional economy, other;Limburg (PV);2022;0.4;5.0;-4.6;0;4;-4
7647;Regional economy, other;Limburg (PV);2023;0.4;8.4;-8.0;0;7;-7
7648;Regional economy, other;Limburg (PV);2024;0.4;7.2;-6.8;0;6;-6
7649;Regional economy, other;Limburg (PV);2025;0.4;10.7;-10.3;0;9;-9
7650;Total culture and society;The Netherlands;2017;7.9;376.1;-368.2;0;22;-22
7651;Total culture and society;The Netherlands;2018;10.8;406.3;-395.5;1;24;-23
7652;Total culture and society;The Netherlands;2019;11.2;373.1;-361.9;1;22;-21
7653;Total culture and society;The Netherlands;2020;10.4;371.4;-361.0;1;21;-21
7654;Total culture and society;The Netherlands;2021;8.0;417.8;-409.9;0;24;-23
7655;Total culture and society;The Netherlands;2022;15.5;432.8;-417.3;1;25;-24
7656;Total culture and society;The Netherlands;2023;23.4;428.6;-405.2;1;24;-23
7657;Total culture and society;The Netherlands;2024;19.1;426.7;-407.5;1;24;-23
7658;Total culture and society;The Netherlands;2025;22.1;476.4;-454.3;1;26;-25
7659;Total culture and society;Noord-Nederland (LD);2017;1.7;94.8;-93.2;1;55;-54
7660;Total culture and society;Noord-Nederland (LD);2018;5.1;102.7;-97.6;3;60;-57
7661;Total culture and society;Noord-Nederland (LD);2019;3.9;84.0;-80.2;2;49;-47
7662;Total culture and society;Noord-Nederland (LD);2020;3.0;85.6;-82.6;2;50;-48
7663;Total culture and society;Noord-Nederland (LD);2021;2.9;97.2;-94.3;2;56;-54
7664;Total culture and society;Noord-Nederland (LD);2022;9.6;107.7;-98.1;6;62;-56
7665;Total culture and society;Noord-Nederland (LD);2023;16.8;112.4;-95.6;10;64;-54
7666;Total culture and society;Noord-Nederland (LD);2024;9.5;119.4;-109.9;5;68;-62
7667;Total culture and society;Noord-Nederland (LD);2025;13.5;122.2;-108.7;8;69;-61
7668;Total culture and society;Oost-Nederland (LD);2017;0.0;84.7;-84.7;0;23;-23
7669;Total culture and society;Oost-Nederland (LD);2018;0.0;94.7;-94.7;0;26;-26
7670;Total culture and society;Oost-Nederland (LD);2019;0.0;90.7;-90.7;0;25;-25
7671;Total culture and society;Oost-Nederland (LD);2020;0.1;86.4;-86.3;0;24;-24
7672;Total culture and society;Oost-Nederland (LD);2021;0.0;107.0;-107.0;0;29;-29
7673;Total culture and society;Oost-Nederland (LD);2022;0.7;108.1;-107.4;0;29;-29
7674;Total culture and society;Oost-Nederland (LD);2023;0.8;99.8;-98.9;0;27;-26
7675;Total culture and society;Oost-Nederland (LD);2024;3.5;101.6;-98.0;1;27;-26
7676;Total culture and society;Oost-Nederland (LD);2025;1.6;112.2;-110.6;0;29;-29
7677;Total culture and society;West-Nederland (LD);2017;1.9;78.1;-76.2;0;10;-9
7678;Total culture and society;West-Nederland (LD);2018;1.4;84.0;-82.6;0;10;-10
7679;Total culture and society;West-Nederland (LD);2019;2.9;84.1;-81.2;0;10;-10
7680;Total culture and society;West-Nederland (LD);2020;3.0;97.7;-94.7;0;12;-11
7681;Total culture and society;West-Nederland (LD);2021;0.8;91.7;-90.9;0;11;-11
7682;Total culture and society;West-Nederland (LD);2022;0.9;98.6;-97.7;0;12;-12
7683;Total culture and society;West-Nederland (LD);2023;1.0;99.7;-98.6;0;12;-12
7684;Total culture and society;West-Nederland (LD);2024;0.9;97.8;-96.9;0;11;-11
7685;Total culture and society;West-Nederland (LD);2025;2.2;106.8;-104.6;0;12;-12
7686;Total culture and society;Zuid-Nederland (LD);2017;4.3;118.5;-114.2;1;33;-31
7687;Total culture and society;Zuid-Nederland (LD);2018;4.3;125.0;-120.6;1;34;-33
7688;Total culture and society;Zuid-Nederland (LD);2019;4.4;114.3;-109.9;1;31;-30
7689;Total culture and society;Zuid-Nederland (LD);2020;4.3;101.6;-97.3;1;28;-26
7690;Total culture and society;Zuid-Nederland (LD);2021;4.3;122.0;-117.8;1;33;-32
7691;Total culture and society;Zuid-Nederland (LD);2022;4.4;118.4;-114.1;1;32;-31
7692;Total culture and society;Zuid-Nederland (LD);2023;4.7;116.8;-112.0;1;31;-30
7693;Total culture and society;Zuid-Nederland (LD);2024;5.1;107.9;-102.7;1;29;-27
7694;Total culture and society;Zuid-Nederland (LD);2025;4.8;135.2;-130.4;1;36;-34
7695;Total culture and society;Groningen (PV);2017;0.2;17.5;-17.2;0;30;-30
7696;Total culture and society;Groningen (PV);2018;0.3;18.7;-18.3;1;32;-31
7697;Total culture and society;Groningen (PV);2019;0.4;20.0;-19.5;1;34;-33
7698;Total culture and society;Groningen (PV);2020;0.2;18.0;-17.8;0;31;-30
7699;Total culture and society;Groningen (PV);2021;0.1;22.8;-22.7;0;39;-39
7700;Total culture and society;Groningen (PV);2022;6.8;30.8;-24.0;11;52;-41
7701;Total culture and society;Groningen (PV);2023;14.6;35.1;-20.5;24;59;-34
7702;Total culture and society;Groningen (PV);2024;9.1;37.5;-28.4;15;62;-47
7703;Total culture and society;Groningen (PV);2025;8.2;32.3;-24.1;14;54;-40
7704;Total culture and society;Fryslân (PV);2017;0.1;51.5;-51.4;0;80;-79
7705;Total culture and society;Fryslân (PV);2018;3.4;57.9;-54.5;5;89;-84
7706;Total culture and society;Fryslân (PV);2019;0.0;38.2;-38.2;0;59;-59
7707;Total culture and society;Fryslân (PV);2020;0.2;42.1;-41.9;0;65;-64
7708;Total culture and society;Fryslân (PV);2021;0.0;46.3;-46.3;0;71;-71
7709;Total culture and society;Fryslân (PV);2022;0.0;46.2;-46.2;0;71;-71
7710;Total culture and society;Fryslân (PV);2023;0.4;50.7;-50.4;1;77;-76
7711;Total culture and society;Fryslân (PV);2024;0.0;55.9;-55.9;0;84;-84
7712;Total culture and society;Fryslân (PV);2025;0.0;50.6;-50.6;0;76;-76
7713;Total culture and society;Drenthe (PV);2017;1.3;25.9;-24.6;3;53;-50
7714;Total culture and society;Drenthe (PV);2018;1.3;26.1;-24.8;3;53;-50
7715;Total culture and society;Drenthe (PV);2019;3.4;25.9;-22.5;7;53;-46
7716;Total culture and society;Drenthe (PV);2020;2.6;25.5;-22.9;5;52;-46
7717;Total culture and society;Drenthe (PV);2021;2.7;28.0;-25.3;6;57;-51
7718;Total culture and society;Drenthe (PV);2022;2.8;30.7;-27.8;6;62;-56
7719;Total culture and society;Drenthe (PV);2023;1.9;26.6;-24.7;4;53;-49
7720;Total culture and society;Drenthe (PV);2024;0.4;26.1;-25.6;1;52;-51
7721;Total culture and society;Drenthe (PV);2025;5.3;39.3;-34.0;10;78;-67
7722;Total culture and society;Overijssel (PV);2017;0.0;21.1;-21.1;0;18;-18
7723;Total culture and society;Overijssel (PV);2018;0.0;20.2;-20.2;0;18;-18
7724;Total culture and society;Overijssel (PV);2019;0.0;21.2;-21.2;0;18;-18
7725;Total culture and society;Overijssel (PV);2020;0.0;21.5;-21.5;0;19;-19
7726;Total culture and society;Overijssel (PV);2021;0.0;22.4;-22.4;0;19;-19
7727;Total culture and society;Overijssel (PV);2022;0.3;22.8;-22.5;0;19;-19
7728;Total culture and society;Overijssel (PV);2023;0.3;22.6;-22.3;0;19;-19
7729;Total culture and society;Overijssel (PV);2024;0.3;26.1;-25.7;0;22;-22
7730;Total culture and society;Overijssel (PV);2025;0.0;32.8;-32.8;0;27;-27
7731;Total culture and society;Flevoland (PV);2017;0.0;7.3;-7.3;0;18;-18
7732;Total culture and society;Flevoland (PV);2018;0.0;8.4;-8.4;0;20;-20
7733;Total culture and society;Flevoland (PV);2019;0.0;9.0;-9.0;0;22;-22
7734;Total culture and society;Flevoland (PV);2020;0.0;8.6;-8.6;0;20;-20
7735;Total culture and society;Flevoland (PV);2021;0.0;9.7;-9.7;0;23;-23
7736;Total culture and society;Flevoland (PV);2022;0.3;11.0;-10.7;1;25;-25
7737;Total culture and society;Flevoland (PV);2023;0.3;13.7;-13.3;1;31;-30
