ID;SBI1993;Perioden;BanenVanWerknemersTotaal_1;MannelijkeWerknemers_2;VrouwelijkeWerknemers_3
8634;71    Verhuur van roerende goederen;2002 31 december nader voorlopig;23.2;17.0;6.2
8635;71    Verhuur van roerende goederen;2003 31 december voorlopig;24.0;17.5;6.4
8636;71    Verhuur van roerende goederen;2003 31 december nader voorlopig;23.2;16.9;6.2
8637;71    Verhuur van roerende goederen;2004 31 december voorlopig;22.0;16.2;5.8
8638;71    Verhuur van roerende goederen;2004 31 december nader voorlopig;22.3;16.2;6.0
8639;71    Verhuur van roerende goederen;2005 31 december voorlopig;22.3;16.5;5.8
8640;711   Verhuur van personenauto's;1993 30 september;3.7;2.6;1.1
8641;711   Verhuur van personenauto's;1994 30 september;4.4;3.2;1.2
8642;711   Verhuur van personenauto's;1995 31 december;4.7;3.4;1.3
8643;711   Verhuur van personenauto's;1995 31 december nader voorlopig;4.6;3.3;1.3
8644;711   Verhuur van personenauto's;1996 31 december nader voorlopig;5.0;3.7;1.4
8645;711   Verhuur van personenauto's;1997 31 december nader voorlopig;5.1;3.7;1.4
8646;711   Verhuur van personenauto's;1998 31 december nader voorlopig;5.4;3.8;1.6
8647;711   Verhuur van personenauto's;1999 31 december voorlopig;5.6;3.9;1.7
8648;711   Verhuur van personenauto's;1999 31 december nader voorlopig;5.6;3.8;1.8
8649;711   Verhuur van personenauto's;2000 31 december voorlopig;6.0;4.1;1.9
8650;711   Verhuur van personenauto's;2000 31 december nader voorlopig;6.0;4.1;1.9
8651;711   Verhuur van personenauto's;2001 31 december voorlopig;6.3;4.4;2.0
8652;711   Verhuur van personenauto's;2001 31 december nader voorlopig;6.5;4.5;2.1
8653;711   Verhuur van personenauto's;2002 31 december voorlopig;6.6;4.5;2.1
8654;711   Verhuur van personenauto's;2002 31 december nader voorlopig;6.5;4.5;2.0
8655;711   Verhuur van personenauto's;2003 31 december voorlopig;6.1;4.2;1.9
8656;711   Verhuur van personenauto's;2003 31 december nader voorlopig;6.0;4.1;1.9
8657;711   Verhuur van personenauto's;2004 31 december voorlopig;5.3;3.6;1.6
8658;711   Verhuur van personenauto's;2004 31 december nader voorlopig;5.5;3.7;1.7
8659;711   Verhuur van personenauto's;2005 31 december voorlopig;5.6;3.9;1.7
8660;712   Verh. transportmidd. (excl. pers.);1993 30 september;1.3;1.0;0.3
8661;712   Verh. transportmidd. (excl. pers.);1994 30 september;1.1;0.8;0.3
8662;712   Verh. transportmidd. (excl. pers.);1995 31 december;1.0;0.8;0.2
8663;712   Verh. transportmidd. (excl. pers.);1995 31 december nader voorlopig;1.0;0.8;0.2
8664;712   Verh. transportmidd. (excl. pers.);1996 31 december nader voorlopig;1.3;1.1;0.3
8665;712   Verh. transportmidd. (excl. pers.);1997 31 december nader voorlopig;1.2;0.9;0.3
8666;712   Verh. transportmidd. (excl. pers.);1998 31 december nader voorlopig;1.2;0.9;0.3
8667;712   Verh. transportmidd. (excl. pers.);1999 31 december voorlopig;2.4;2.0;0.4
8668;712   Verh. transportmidd. (excl. pers.);1999 31 december nader voorlopig;2.4;1.9;0.5
8669;712   Verh. transportmidd. (excl. pers.);2000 31 december voorlopig;2.2;1.8;0.4
8670;712   Verh. transportmidd. (excl. pers.);2000 31 december nader voorlopig;2.2;1.8;0.4
8671;712   Verh. transportmidd. (excl. pers.);2001 31 december voorlopig;1.4;1.1;0.3
8672;712   Verh. transportmidd. (excl. pers.);2001 31 december nader voorlopig;1.4;1.1;0.3
8673;712   Verh. transportmidd. (excl. pers.);2002 31 december voorlopig;1.4;1.0;0.4
8674;712   Verh. transportmidd. (excl. pers.);2002 31 december nader voorlopig;1.4;1.0;0.4
8675;712   Verh. transportmidd. (excl. pers.);2003 31 december voorlopig;1.6;1.2;0.4
8676;712   Verh. transportmidd. (excl. pers.);2003 31 december nader voorlopig;1.5;1.1;0.4
8677;712   Verh. transportmidd. (excl. pers.);2004 31 december voorlopig;1.3;1.0;0.3
8678;712   Verh. transportmidd. (excl. pers.);2004 31 december nader voorlopig;1.3;1.0;0.4
8679;712   Verh. transportmidd. (excl. pers.);2005 31 december voorlopig;1.6;1.2;0.4
8680;713   Verhuur van machines en werktuigen;1993 30 september;4.4;3.4;1.0
8681;713   Verhuur van machines en werktuigen;1994 30 september;2.8;2.2;0.6
8682;713   Verhuur van machines en werktuigen;1995 31 december;3.0;2.4;0.7
8683;713   Verhuur van machines en werktuigen;1995 31 december nader voorlopig;3.0;2.3;0.6
8684;713   Verhuur van machines en werktuigen;1996 31 december nader voorlopig;3.5;2.8;0.7
8685;713   Verhuur van machines en werktuigen;1997 31 december nader voorlopig;3.8;2.9;0.9
8686;713   Verhuur van machines en werktuigen;1998 31 december nader voorlopig;4.4;3.5;0.9
8687;713   Verhuur van machines en werktuigen;1999 31 december voorlopig;5.3;4.2;1.1
8688;713   Verhuur van machines en werktuigen;1999 31 december nader voorlopig;5.2;4.0;1.2
8689;713   Verhuur van machines en werktuigen;2000 31 december voorlopig;6.0;4.7;1.3
8690;713   Verhuur van machines en werktuigen;2000 31 december nader voorlopig;6.1;4.7;1.3
8691;713   Verhuur van machines en werktuigen;2001 31 december voorlopig;6.4;5.0;1.3
8692;713   Verhuur van machines en werktuigen;2001 31 december nader voorlopig;6.4;5.1;1.3
8693;713   Verhuur van machines en werktuigen;2002 31 december voorlopig;6.3;5.0;1.3
8694;713   Verhuur van machines en werktuigen;2002 31 december nader voorlopig;6.3;5.1;1.2
8695;713   Verhuur van machines en werktuigen;2003 31 december voorlopig;6.4;5.1;1.4
8696;713   Verhuur van machines en werktuigen;2003 31 december nader voorlopig;6.3;5.0;1.3
8697;713   Verhuur van machines en werktuigen;2004 31 december voorlopig;6.5;5.2;1.3
8698;713   Verhuur van machines en werktuigen;2004 31 december nader voorlopig;6.5;5.2;1.3
8699;713   Verhuur van machines en werktuigen;2005 31 december voorlopig;6.7;5.4;1.3
8700;714   Verhuur overige roerende goederen;1993 30 september;7.4;5.5;1.9
8701;714   Verhuur overige roerende goederen;1994 30 september;7.2;5.2;2.0
8702;714   Verhuur overige roerende goederen;1995 31 december;7.5;5.6;1.9
8703;714   Verhuur overige roerende goederen;1995 31 december nader voorlopig;7.4;5.5;1.9
8704;714   Verhuur overige roerende goederen;1996 31 december nader voorlopig;8.4;6.4;1.9
8705;714   Verhuur overige roerende goederen;1997 31 december nader voorlopig;8.1;6.1;2.0
8706;714   Verhuur overige roerende goederen;1998 31 december nader voorlopig;7.9;5.7;2.2
8707;714   Verhuur overige roerende goederen;1999 31 december voorlopig;9.2;6.4;2.8
8708;714   Verhuur overige roerende goederen;1999 31 december nader voorlopig;9.1;6.2;2.9
8709;714   Verhuur overige roerende goederen;2000 31 december voorlopig;9.5;6.5;2.9
8710;714   Verhuur overige roerende goederen;2000 31 december nader voorlopig;9.3;6.4;2.9
8711;714   Verhuur overige roerende goederen;2001 31 december voorlopig;9.4;6.6;2.7
8712;714   Verhuur overige roerende goederen;2001 31 december nader voorlopig;9.6;6.8;2.8
8713;714   Verhuur overige roerende goederen;2002 31 december voorlopig;9.1;6.5;2.6
8714;714   Verhuur overige roerende goederen;2002 31 december nader voorlopig;9.0;6.4;2.6
8715;714   Verhuur overige roerende goederen;2003 31 december voorlopig;9.9;7.1;2.7
8716;714   Verhuur overige roerende goederen;2003 31 december nader voorlopig;9.4;6.7;2.6
8717;714   Verhuur overige roerende goederen;2004 31 december voorlopig;8.9;6.4;2.5
8718;714   Verhuur overige roerende goederen;2004 31 december nader voorlopig;9.0;6.4;2.6
8719;714   Verhuur overige roerende goederen;2005 31 december voorlopig;8.5;6.1;2.4
8720;71401 Videotheken;1993 30 september;2.0;1.3;0.8
8721;71401 Videotheken;1994 30 september;2.1;1.4;0.7
8722;71401 Videotheken;1995 31 december;2.1;1.5;0.7
8723;71401 Videotheken;1995 31 december nader voorlopig;2.1;1.4;0.7
8724;71401 Videotheken;1996 31 december nader voorlopig;2.4;1.7;0.6
8725;71401 Videotheken;1997 31 december nader voorlopig;2.1;1.5;0.6
8726;71401 Videotheken;1998 31 december nader voorlopig;2.0;1.3;0.7
8727;71401 Videotheken;1999 31 december voorlopig;2.5;1.6;0.9
8728;71401 Videotheken;1999 31 december nader voorlopig;2.5;1.6;0.9
8729;71401 Videotheken;2000 31 december voorlopig;2.4;1.5;0.9
8730;71401 Videotheken;2000 31 december nader voorlopig;2.4;1.5;0.9
8731;71401 Videotheken;2001 31 december voorlopig;2.4;1.5;0.9
8732;71401 Videotheken;2001 31 december nader voorlopig;2.4;1.6;0.9
8733;71401 Videotheken;2002 31 december voorlopig;2.5;1.7;0.9
8734;71401 Videotheken;2002 31 december nader voorlopig;2.5;1.6;0.9
8735;71401 Videotheken;2003 31 december voorlopig;2.8;1.9;0.9
8736;71401 Videotheken;2003 31 december nader voorlopig;2.6;1.8;0.9
8737;71401 Videotheken;2004 31 december voorlopig;2.5;1.7;0.8
8738;71401 Videotheken;2004 31 december nader voorlopig;2.5;1.7;0.9
8739;71401 Videotheken;2005 31 december voorlopig;2.3;1.5;0.7
8740;71403 Verhuur van leesportefeuilles;1993 30 september;1.2;1.0;0.2
8741;71403 Verhuur van leesportefeuilles;1994 30 september;0.9;0.7;0.2
8742;71403 Verhuur van leesportefeuilles;1995 31 december;1.0;0.8;0.2
8743;71403 Verhuur van leesportefeuilles;1995 31 december nader voorlopig;0.9;0.8;0.2
8744;71403 Verhuur van leesportefeuilles;1996 31 december nader voorlopig;1.0;0.8;0.2
8745;71403 Verhuur van leesportefeuilles;1997 31 december nader voorlopig;0.9;0.7;0.2
8746;71403 Verhuur van leesportefeuilles;1998 31 december nader voorlopig;0.9;0.7;0.2
8747;71403 Verhuur van leesportefeuilles;1999 31 december voorlopig;0.9;0.7;0.2
8748;71403 Verhuur van leesportefeuilles;1999 31 december nader voorlopig;0.9;0.7;0.2
8749;71403 Verhuur van leesportefeuilles;2000 31 december voorlopig;0.9;0.7;0.2
8750;71403 Verhuur van leesportefeuilles;2000 31 december nader voorlopig;0.9;0.6;0.2
8751;71403 Verhuur van leesportefeuilles;2001 31 december voorlopig;0.9;0.7;0.2
8752;71403 Verhuur van leesportefeuilles;2001 31 december nader voorlopig;0.9;0.7;0.2
8753;71403 Verhuur van leesportefeuilles;2002 31 december voorlopig;0.8;0.6;0.2
8754;71403 Verhuur van leesportefeuilles;2002 31 december nader voorlopig;0.8;0.6;0.2
8755;71403 Verhuur van leesportefeuilles;2003 31 december voorlopig;0.7;0.6;0.2
8756;71403 Verhuur van leesportefeuilles;2003 31 december nader voorlopig;0.7;0.6;0.2
8757;71403 Verhuur van leesportefeuilles;2004 31 december voorlopig;0.7;0.5;0.2
8758;71403 Verhuur van leesportefeuilles;2004 31 december nader voorlopig;0.7;0.5;0.2
8759;71403 Verhuur van leesportefeuilles;2005 31 december voorlopig;0.6;0.5;0.1
8760;71404 Verhuur van kleding, huisraad e.d.;1993 30 september;1.2;0.8;0.4
8761;71404 Verhuur van kleding, huisraad e.d.;1994 30 september;1.2;0.8;0.4
8762;71404 Verhuur van kleding, huisraad e.d.;1995 31 december;1.4;0.9;0.4
8763;71404 Verhuur van kleding, huisraad e.d.;1995 31 december nader voorlopig;1.4;0.9;0.4
8764;71404 Verhuur van kleding, huisraad e.d.;1996 31 december nader voorlopig;1.5;1.1;0.4
8765;71404 Verhuur van kleding, huisraad e.d.;1997 31 december nader voorlopig;1.5;1.1;0.4
8766;71404 Verhuur van kleding, huisraad e.d.;1998 31 december nader voorlopig;1.4;1.0;0.5
8767;71404 Verhuur van kleding, huisraad e.d.;1999 31 december voorlopig;1.7;1.1;0.6
8768;71404 Verhuur van kleding, huisraad e.d.;1999 31 december nader voorlopig;1.8;1.1;0.6
8769;71404 Verhuur van kleding, huisraad e.d.;2000 31 december voorlopig;1.9;1.3;0.6
8770;71404 Verhuur van kleding, huisraad e.d.;2000 31 december nader voorlopig;1.9;1.3;0.6
8771;71404 Verhuur van kleding, huisraad e.d.;2001 31 december voorlopig;1.9;1.3;0.6
8772;71404 Verhuur van kleding, huisraad e.d.;2001 31 december nader voorlopig;2.0;1.4;0.6
8773;71404 Verhuur van kleding, huisraad e.d.;2002 31 december voorlopig;1.9;1.2;0.6
8774;71404 Verhuur van kleding, huisraad e.d.;2002 31 december nader voorlopig;1.8;1.2;0.6
8775;71404 Verhuur van kleding, huisraad e.d.;2003 31 december voorlopig;2.0;1.3;0.7
8776;71404 Verhuur van kleding, huisraad e.d.;2003 31 december nader voorlopig;1.9;1.3;0.7
8777;71404 Verhuur van kleding, huisraad e.d.;2004 31 december voorlopig;1.9;1.2;0.7
8778;71404 Verhuur van kleding, huisraad e.d.;2004 31 december nader voorlopig;1.9;1.2;0.7
8779;71404 Verhuur van kleding, huisraad e.d.;2005 31 december voorlopig;1.8;1.2;0.6
8780;71402x Rest verhuur ov. roerend goed;1993 30 september;3.0;2.4;0.6
8781;71402x Rest verhuur ov. roerend goed;1994 30 september;3.0;2.3;0.7
8782;71402x Rest verhuur ov. roerend goed;1995 31 december;3.0;2.4;0.6
8783;71402x Rest verhuur ov. roerend goed;1995 31 december nader voorlopig;3.0;2.4;0.6
8784;71402x Rest verhuur ov. roerend goed;1996 31 december nader voorlopig;3.5;2.8;0.7
8785;71402x Rest verhuur ov. roerend goed;1997 31 december nader voorlopig;3.6;2.8;0.8
8786;71402x Rest verhuur ov. roerend goed;1998 31 december nader voorlopig;3.6;2.7;0.9
8787;71402x Rest verhuur ov. roerend goed;1999 31 december voorlopig;4.0;2.9;1.0
8788;71402x Rest verhuur ov. roerend goed;1999 31 december nader voorlopig;4.0;2.9;1.1
8789;71402x Rest verhuur ov. roerend goed;2000 31 december voorlopig;4.2;3.0;1.2
8790;71402x Rest verhuur ov. roerend goed;2000 31 december nader voorlopig;4.2;3.0;1.2
8791;71402x Rest verhuur ov. roerend goed;2001 31 december voorlopig;4.2;3.1;1.1
8792;71402x Rest verhuur ov. roerend goed;2001 31 december nader voorlopig;4.3;3.2;1.1
8793;71402x Rest verhuur ov. roerend goed;2002 31 december voorlopig;3.9;2.9;0.9
8794;71402x Rest verhuur ov. roerend goed;2002 31 december nader voorlopig;3.8;2.9;0.9
8795;71402x Rest verhuur ov. roerend goed;2003 31 december voorlopig;4.3;3.3;1.0
8796;71402x Rest verhuur ov. roerend goed;2003 31 december nader voorlopig;4.1;3.1;0.9
8797;71402x Rest verhuur ov. roerend goed;2004 31 december voorlopig;3.8;2.9;0.9
8798;71402x Rest verhuur ov. roerend goed;2004 31 december nader voorlopig;3.9;2.9;0.9
8799;71402x Rest verhuur ov. roerend goed;2005 31 december voorlopig;3.8;2.9;0.9
8800;72    Computerservice, informatietechn.;1993 30 september;38.9;30.5;8.4
8801;72    Computerservice, informatietechn.;1994 30 september;41.0;32.0;9.0
8802;72    Computerservice, informatietechn.;1995 31 december;47.5;38.6;8.9
8803;72    Computerservice, informatietechn.;1995 31 december nader voorlopig;47.5;38.6;8.9
8804;72    Computerservice, informatietechn.;1996 31 december nader voorlopig;58.6;47.7;10.9
8805;72    Computerservice, informatietechn.;1997 31 december nader voorlopig;68.7;55.9;12.9
8806;72    Computerservice, informatietechn.;1998 31 december nader voorlopig;84.5;69.2;15.3
8807;72    Computerservice, informatietechn.;1999 31 december voorlopig;91.6;74.1;17.6
8808;72    Computerservice, informatietechn.;1999 31 december nader voorlopig;108.3;86.3;22.0
8809;72    Computerservice, informatietechn.;2000 31 december voorlopig;115.9;91.8;24.1
8810;72    Computerservice, informatietechn.;2000 31 december nader voorlopig;114.8;90.6;24.2
8811;72    Computerservice, informatietechn.;2001 31 december voorlopig;120.7;95.3;25.5
8812;72    Computerservice, informatietechn.;2001 31 december nader voorlopig;116.8;92.2;24.5
8813;72    Computerservice, informatietechn.;2002 31 december voorlopig;107.4;85.5;21.9
8814;72    Computerservice, informatietechn.;2002 31 december nader voorlopig;107.6;85.8;21.9
8815;72    Computerservice, informatietechn.;2003 31 december voorlopig;107.5;86.7;20.8
8816;72    Computerservice, informatietechn.;2003 31 december nader voorlopig;109.0;87.8;21.2
8817;72    Computerservice, informatietechn.;2004 31 december voorlopig;108.6;88.2;20.5
8818;72    Computerservice, informatietechn.;2004 31 december nader voorlopig;110.1;89.2;20.9
8819;72    Computerservice, informatietechn.;2005 31 december voorlopig;119.1;96.8;22.3
8820;"721   (1993-2003) Autom. adv.; systeemh.";1993 30 september;7.9;6.1;1.8
8821;"721   (1993-2003) Autom. adv.; systeemh.";1994 30 september;9.5;7.2;2.3
8822;"721   (1993-2003) Autom. adv.; systeemh.";1995 31 december;11.1;9.0;2.1
8823;"721   (1993-2003) Autom. adv.; systeemh.";1995 31 december nader voorlopig;10.8;8.8;2.0
8824;"721   (1993-2003) Autom. adv.; systeemh.";1996 31 december nader voorlopig;13.4;11.0;2.4
8825;"721   (1993-2003) Autom. adv.; systeemh.";1997 31 december nader voorlopig;16.5;13.3;3.2
8826;"721   (1993-2003) Autom. adv.; systeemh.";1998 31 december nader voorlopig;21.1;17.3;3.8
8827;"721   (1993-2003) Autom. adv.; systeemh.";1999 31 december voorlopig;23.0;18.7;4.4
8828;"721   (1993-2003) Autom. adv.; systeemh.";1999 31 december nader voorlopig;29.3;23.4;5.9
8829;"721   (1993-2003) Autom. adv.; systeemh.";2000 31 december voorlopig;32.5;25.7;6.7
8830;"721   (1993-2003) Autom. adv.; systeemh.";2000 31 december nader voorlopig;32.1;25.4;6.7
8831;"721   (1993-2003) Autom. adv.; systeemh.";2001 31 december voorlopig;34.5;27.5;7.0
8832;"721   (1993-2003) Autom. adv.; systeemh.";2001 31 december nader voorlopig;32.4;26.0;6.5
8833;"721   (1993-2003) Autom. adv.; systeemh.";2002 31 december voorlopig;32.7;26.5;6.2
8834;"721   (1993-2003) Autom. adv.; systeemh.";2002 31 december nader voorlopig;33.1;26.8;6.3
8835;"721   (1993-2003) Autom. adv.; systeemh.";2003 31 december voorlopig;34.7;28.4;6.4
8836;"721   (1993-2003) Autom. adv.; systeemh.";2003 31 december nader voorlopig;35.2;28.7;6.5
8837;"721   (1993-2003) Autom. adv.; systeemh.";2004 31 december voorlopig;0.0;0.0;0.0
8838;"721   (1993-2003) Autom. adv.; systeemh.";2004 31 december nader voorlopig;0.0;0.0;0.0
8839;"721   (1993-2003) Autom. adv.; systeemh.";2005 31 december voorlopig;0.0;0.0;0.0
8840;721   (v.a. 2004) Hardware consultancy;1993 30 september;0.0;0.0;0.0
8841;721   (v.a. 2004) Hardware consultancy;1994 30 september;0.0;0.0;0.0
8842;721   (v.a. 2004) Hardware consultancy;1995 31 december;0.0;0.0;0.0
8843;721   (v.a. 2004) Hardware consultancy;1995 31 december nader voorlopig;0.0;0.0;0.0
8844;721   (v.a. 2004) Hardware consultancy;1996 31 december nader voorlopig;0.0;0.0;0.0
8845;721   (v.a. 2004) Hardware consultancy;1997 31 december nader voorlopig;0.0;0.0;0.0
8846;721   (v.a. 2004) Hardware consultancy;1998 31 december nader voorlopig;0.0;0.0;0.0
8847;721   (v.a. 2004) Hardware consultancy;1999 31 december voorlopig;0.0;0.0;0.0
8848;721   (v.a. 2004) Hardware consultancy;1999 31 december nader voorlopig;0.0;0.0;0.0
8849;721   (v.a. 2004) Hardware consultancy;2000 31 december voorlopig;0.0;0.0;0.0
8850;721   (v.a. 2004) Hardware consultancy;2000 31 december nader voorlopig;0.0;0.0;0.0
8851;721   (v.a. 2004) Hardware consultancy;2001 31 december voorlopig;0.0;0.0;0.0
8852;721   (v.a. 2004) Hardware consultancy;2001 31 december nader voorlopig;0.0;0.0;0.0
8853;721   (v.a. 2004) Hardware consultancy;2002 31 december voorlopig;0.0;0.0;0.0
8854;721   (v.a. 2004) Hardware consultancy;2002 31 december nader voorlopig;0.0;0.0;0.0
8855;721   (v.a. 2004) Hardware consultancy;2003 31 december voorlopig;0.0;0.0;0.0
8856;721   (v.a. 2004) Hardware consultancy;2003 31 december nader voorlopig;0.0;0.0;0.0
8857;721   (v.a. 2004) Hardware consultancy;2004 31 december voorlopig;0.5;0.4;0.1
8858;721   (v.a. 2004) Hardware consultancy;2004 31 december nader voorlopig;0.6;0.5;0.1
8859;721   (v.a. 2004) Hardware consultancy;2005 31 december voorlopig;1.0;0.8;0.2
8860;722   (1993-2003) Syst.-, prog. dienst.;1993 30 september;20.4;16.6;3.8
8861;722   (1993-2003) Syst.-, prog. dienst.;1994 30 september;24.8;20.2;4.6
8862;722   (1993-2003) Syst.-, prog. dienst.;1995 31 december;28.1;23.8;4.3
8863;722   (1993-2003) Syst.-, prog. dienst.;1995 31 december nader voorlopig;28.8;24.3;4.5
8864;722   (1993-2003) Syst.-, prog. dienst.;1996 31 december nader voorlopig;34.9;29.2;5.8
8865;722   (1993-2003) Syst.-, prog. dienst.;1997 31 december nader voorlopig;41.6;34.8;6.8
8866;722   (1993-2003) Syst.-, prog. dienst.;1998 31 december nader voorlopig;51.8;43.3;8.6
8867;722   (1993-2003) Syst.-, prog. dienst.;1999 31 december voorlopig;56.9;46.8;10.1
8868;722   (1993-2003) Syst.-, prog. dienst.;1999 31 december nader voorlopig;65.6;53.3;12.3
8869;722   (1993-2003) Syst.-, prog. dienst.;2000 31 december voorlopig;71.5;57.5;13.9
8870;722   (1993-2003) Syst.-, prog. dienst.;2000 31 december nader voorlopig;70.7;56.8;13.8
8871;722   (1993-2003) Syst.-, prog. dienst.;2001 31 december voorlopig;72.3;57.9;14.5
8872;722   (1993-2003) Syst.-, prog. dienst.;2001 31 december nader voorlopig;70.6;56.5;14.1
8873;722   (1993-2003) Syst.-, prog. dienst.;2002 31 december voorlopig;63.9;51.5;12.3
8874;722   (1993-2003) Syst.-, prog. dienst.;2002 31 december nader voorlopig;63.7;51.4;12.3
8875;722   (1993-2003) Syst.-, prog. dienst.;2003 31 december voorlopig;62.6;50.9;11.6
8876;722   (1993-2003) Syst.-, prog. dienst.;2003 31 december nader voorlopig;63.5;51.6;11.9
8877;722   (1993-2003) Syst.-, prog. dienst.;2004 31 december voorlopig;0.0;0.0;0.0
8878;722   (1993-2003) Syst.-, prog. dienst.;2004 31 december nader voorlopig;0.0;0.0;0.0
8879;722   (1993-2003) Syst.-, prog. dienst.;2005 31 december voorlopig;0.0;0.0;0.0
8880;722   (v.a. 2004) Ont., prod. en uitg.;1993 30 september;0.0;0.0;0.0
8881;722   (v.a. 2004) Ont., prod. en uitg.;1994 30 september;0.0;0.0;0.0
8882;722   (v.a. 2004) Ont., prod. en uitg.;1995 31 december;0.0;0.0;0.0
8883;722   (v.a. 2004) Ont., prod. en uitg.;1995 31 december nader voorlopig;0.0;0.0;0.0
8884;722   (v.a. 2004) Ont., prod. en uitg.;1996 31 december nader voorlopig;0.0;0.0;0.0
8885;722   (v.a. 2004) Ont., prod. en uitg.;1997 31 december nader voorlopig;0.0;0.0;0.0
8886;722   (v.a. 2004) Ont., prod. en uitg.;1998 31 december nader voorlopig;0.0;0.0;0.0
8887;722   (v.a. 2004) Ont., prod. en uitg.;1999 31 december voorlopig;0.0;0.0;0.0
8888;722   (v.a. 2004) Ont., prod. en uitg.;1999 31 december nader voorlopig;0.0;0.0;0.0
8889;722   (v.a. 2004) Ont., prod. en uitg.;2000 31 december voorlopig;0.0;0.0;0.0
8890;722   (v.a. 2004) Ont., prod. en uitg.;2000 31 december nader voorlopig;0.0;0.0;0.0
8891;722   (v.a. 2004) Ont., prod. en uitg.;2001 31 december voorlopig;0.0;0.0;0.0
8892;722   (v.a. 2004) Ont., prod. en uitg.;2001 31 december nader voorlopig;0.0;0.0;0.0
8893;722   (v.a. 2004) Ont., prod. en uitg.;2002 31 december voorlopig;0.0;0.0;0.0
8894;722   (v.a. 2004) Ont., prod. en uitg.;2002 31 december nader voorlopig;0.0;0.0;0.0
8895;722   (v.a. 2004) Ont., prod. en uitg.;2003 31 december voorlopig;0.0;0.0;0.0
8896;722   (v.a. 2004) Ont., prod. en uitg.;2003 31 december nader voorlopig;0.0;0.0;0.0
8897;722   (v.a. 2004) Ont., prod. en uitg.;2004 31 december voorlopig;96.8;79.4;17.4
8898;722   (v.a. 2004) Ont., prod. en uitg.;2004 31 december nader voorlopig;97.8;80.0;17.7
8899;722   (v.a. 2004) Ont., prod. en uitg.;2005 31 december voorlopig;108.0;88.1;20.0
8900;723   Comp. centra, data-entry-, ponsb.;1993 30 september;8.4;6.1;2.3
8901;723   Comp. centra, data-entry-, ponsb.;1994 30 september;5.2;3.4;1.8
8902;723   Comp. centra, data-entry-, ponsb.;1995 31 december;6.2;4.1;2.1
8903;723   Comp. centra, data-entry-, ponsb.;1995 31 december nader voorlopig;5.9;3.8;2.0
8904;723   Comp. centra, data-entry-, ponsb.;1996 31 december nader voorlopig;6.3;4.3;2.1
8905;723   Comp. centra, data-entry-, ponsb.;1997 31 december nader voorlopig;6.6;4.5;2.1
8906;723   Comp. centra, data-entry-, ponsb.;1998 31 december nader voorlopig;6.7;4.6;2.1
8907;723   Comp. centra, data-entry-, ponsb.;1999 31 december voorlopig;6.2;4.2;2.0
8908;723   Comp. centra, data-entry-, ponsb.;1999 31 december nader voorlopig;7.0;4.7;2.3
8909;723   Comp. centra, data-entry-, ponsb.;2000 31 december voorlopig;5.6;3.5;2.0
8910;723   Comp. centra, data-entry-, ponsb.;2000 31 december nader voorlopig;5.9;3.5;2.4
8911;723   Comp. centra, data-entry-, ponsb.;2001 31 december voorlopig;6.5;4.1;2.4
8912;723   Comp. centra, data-entry-, ponsb.;2001 31 december nader voorlopig;6.5;4.1;2.4
8913;723   Comp. centra, data-entry-, ponsb.;2002 31 december voorlopig;3.6;1.8;1.8
8914;723   Comp. centra, data-entry-, ponsb.;2002 31 december nader voorlopig;3.6;1.7;1.8
8915;723   Comp. centra, data-entry-, ponsb.;2003 31 december voorlopig;3.0;1.8;1.3
8916;723   Comp. centra, data-entry-, ponsb.;2003 31 december nader voorlopig;3.1;1.8;1.3
8917;723   Comp. centra, data-entry-, ponsb.;2004 31 december voorlopig;3.9;2.6;1.3
8918;723   Comp. centra, data-entry-, ponsb.;2004 31 december nader voorlopig;4.3;2.9;1.4
8919;723   Comp. centra, data-entry-, ponsb.;2005 31 december voorlopig;3.2;2.4;0.8
8920;724   Databanken;1993 30 september;0.3;0.2;0.1
8921;724   Databanken;1994 30 september;0.4;0.3;0.1
8922;724   Databanken;1995 31 december;0.5;0.4;0.1
8923;724   Databanken;1995 31 december nader voorlopig;0.5;0.4;0.1
8924;724   Databanken;1996 31 december nader voorlopig;0.9;0.6;0.2
8925;724   Databanken;1997 31 december nader voorlopig;1.0;0.7;0.3
8926;724   Databanken;1998 31 december nader voorlopig;1.1;0.8;0.3
8927;724   Databanken;1999 31 december voorlopig;1.4;1.0;0.4
8928;724   Databanken;1999 31 december nader voorlopig;1.6;1.1;0.5
8929;724   Databanken;2000 31 december voorlopig;1.3;0.9;0.5
8930;724   Databanken;2000 31 december nader voorlopig;1.3;0.9;0.5
8931;724   Databanken;2001 31 december voorlopig;1.8;1.1;0.7
8932;724   Databanken;2001 31 december nader voorlopig;1.7;1.1;0.7
8933;724   Databanken;2002 31 december voorlopig;1.7;1.1;0.6
8934;724   Databanken;2002 31 december nader voorlopig;1.7;1.1;0.6
8935;724   Databanken;2003 31 december voorlopig;1.7;1.1;0.6
8936;724   Databanken;2003 31 december nader voorlopig;1.7;1.1;0.6
8937;724   Databanken;2004 31 december voorlopig;2.5;1.8;0.7
8938;724   Databanken;2004 31 december nader voorlopig;2.5;1.8;0.7
8939;724   Databanken;2005 31 december voorlopig;2.6;1.9;0.6
8940;725x  Onderhoud, reparatie computers;1993 30 september;1.9;1.5;0.4
8941;725x  Onderhoud, reparatie computers;1994 30 september;1.1;0.9;0.2
8942;725x  Onderhoud, reparatie computers;1995 31 december;1.6;1.4;0.3
