ID;EmissionSources;EmissionToAir;Periods;EmissionToAir_1
4969;F Construction;Methane (CH4);2001;0.1
4970;F Construction;Methane (CH4);2002;0.1
4971;F Construction;Methane (CH4);2003;0.1
4972;F Construction;Methane (CH4);2004;0.1
4973;F Construction;Methane (CH4);2005;0.1
4974;F Construction;Methane (CH4);2006;0.1
4975;F Construction;Methane (CH4);2007;0.1
4976;F Construction;Methane (CH4);2008;0.1
4977;F Construction;Methane (CH4);2009;0.1
4978;F Construction;Methane (CH4);2010;0.1
4979;F Construction;Methane (CH4);2011;0.1
4980;F Construction;Methane (CH4);2012;0.1
4981;F Construction;Methane (CH4);2013;0.1
4982;F Construction;Methane (CH4);2014;0.1
4983;F Construction;Methane (CH4);2015;0.1
4984;F Construction;Methane (CH4);2016;0.1
4985;F Construction;Methane (CH4);2017;0.1
4986;F Construction;Methane (CH4);2018;0.1
4987;F Construction;Methane (CH4);2019;0.1
4988;F Construction;Methane (CH4);2020;0.1
4989;F Construction;Methane (CH4);2021;0.1
4990;F Construction;Methane (CH4);2022;0.1
4991;F Construction;Methane (CH4);2023;0.1
4992;F Construction;Dinitrogen oxide (N2O);1990;0.0
4993;F Construction;Dinitrogen oxide (N2O);1995;0.0
4994;F Construction;Dinitrogen oxide (N2O);2000;0.0
4995;F Construction;Dinitrogen oxide (N2O);2001;0.0
4996;F Construction;Dinitrogen oxide (N2O);2002;0.0
4997;F Construction;Dinitrogen oxide (N2O);2003;0.0
4998;F Construction;Dinitrogen oxide (N2O);2004;0.0
4999;F Construction;Dinitrogen oxide (N2O);2005;0.0
5000;F Construction;Dinitrogen oxide (N2O);2006;0.0
5001;F Construction;Dinitrogen oxide (N2O);2007;0.0
5002;F Construction;Dinitrogen oxide (N2O);2008;0.0
5003;F Construction;Dinitrogen oxide (N2O);2009;0.0
5004;F Construction;Dinitrogen oxide (N2O);2010;0.0
5005;F Construction;Dinitrogen oxide (N2O);2011;0.0
5006;F Construction;Dinitrogen oxide (N2O);2012;0.0
5007;F Construction;Dinitrogen oxide (N2O);2013;0.0
5008;F Construction;Dinitrogen oxide (N2O);2014;0.0
5009;F Construction;Dinitrogen oxide (N2O);2015;0.0
5010;F Construction;Dinitrogen oxide (N2O);2016;0.0
5011;F Construction;Dinitrogen oxide (N2O);2017;0.0
5012;F Construction;Dinitrogen oxide (N2O);2018;0.0
5013;F Construction;Dinitrogen oxide (N2O);2019;0.0
5014;F Construction;Dinitrogen oxide (N2O);2020;0.0
5015;F Construction;Dinitrogen oxide (N2O);2021;0.0
5016;F Construction;Dinitrogen oxide (N2O);2022;0.0
5017;F Construction;Dinitrogen oxide (N2O);2023;0.0
5018;F Construction;Ammonia (NH3);1990;0.2
5019;F Construction;Ammonia (NH3);1995;0.1
5020;F Construction;Ammonia (NH3);2000;0.0
5021;F Construction;Ammonia (NH3);2001;0.0
5022;F Construction;Ammonia (NH3);2002;0.0
5023;F Construction;Ammonia (NH3);2003;0.0
5024;F Construction;Ammonia (NH3);2004;0.0
5025;F Construction;Ammonia (NH3);2005;0.0
5026;F Construction;Ammonia (NH3);2006;0.0
5027;F Construction;Ammonia (NH3);2007;0.0
5028;F Construction;Ammonia (NH3);2008;0.0
5029;F Construction;Ammonia (NH3);2009;0.0
5030;F Construction;Ammonia (NH3);2010;0.0
5031;F Construction;Ammonia (NH3);2011;0.0
5032;F Construction;Ammonia (NH3);2012;0.0
5033;F Construction;Ammonia (NH3);2013;0.0
5034;F Construction;Ammonia (NH3);2014;0.0
5035;F Construction;Ammonia (NH3);2015;0.0
5036;F Construction;Ammonia (NH3);2016;0.0
5037;F Construction;Ammonia (NH3);2017;0.0
5038;F Construction;Ammonia (NH3);2018;0.0
5039;F Construction;Ammonia (NH3);2019;0.0
5040;F Construction;Ammonia (NH3);2020;0.0
5041;F Construction;Ammonia (NH3);2021;0.0
5042;F Construction;Ammonia (NH3);2022;0.0
5043;F Construction;Ammonia (NH3);2023;0.0
5044;F Construction;Nitrogen oxides (NOx);1990;0.5
5045;F Construction;Nitrogen oxides (NOx);1995;0.5
5046;F Construction;Nitrogen oxides (NOx);2000;1.2
5047;F Construction;Nitrogen oxides (NOx);2001;1.1
5048;F Construction;Nitrogen oxides (NOx);2002;0.9
5049;F Construction;Nitrogen oxides (NOx);2003;0.9
5050;F Construction;Nitrogen oxides (NOx);2004;0.8
5051;F Construction;Nitrogen oxides (NOx);2005;0.9
5052;F Construction;Nitrogen oxides (NOx);2006;0.8
5053;F Construction;Nitrogen oxides (NOx);2007;0.9
5054;F Construction;Nitrogen oxides (NOx);2008;0.8
5055;F Construction;Nitrogen oxides (NOx);2009;0.5
5056;F Construction;Nitrogen oxides (NOx);2010;0.7
5057;F Construction;Nitrogen oxides (NOx);2011;0.7
5058;F Construction;Nitrogen oxides (NOx);2012;0.7
5059;F Construction;Nitrogen oxides (NOx);2013;0.6
5060;F Construction;Nitrogen oxides (NOx);2014;0.6
5061;F Construction;Nitrogen oxides (NOx);2015;0.6
5062;F Construction;Nitrogen oxides (NOx);2016;0.5
5063;F Construction;Nitrogen oxides (NOx);2017;0.5
5064;F Construction;Nitrogen oxides (NOx);2018;0.4
5065;F Construction;Nitrogen oxides (NOx);2019;0.5
5066;F Construction;Nitrogen oxides (NOx);2020;0.4
5067;F Construction;Nitrogen oxides (NOx);2021;0.5
5068;F Construction;Nitrogen oxides (NOx);2022;0.5
5069;F Construction;Nitrogen oxides (NOx);2023;0.3
5070;F Construction;Sulphur dioxide (SO2);1990;0.6
5071;F Construction;Sulphur dioxide (SO2);1995;0.5
5072;F Construction;Sulphur dioxide (SO2);2000;0.7
5073;F Construction;Sulphur dioxide (SO2);2001;0.4
5074;F Construction;Sulphur dioxide (SO2);2002;0.6
5075;F Construction;Sulphur dioxide (SO2);2003;0.1
5076;F Construction;Sulphur dioxide (SO2);2004;0.2
5077;F Construction;Sulphur dioxide (SO2);2005;0.1
5078;F Construction;Sulphur dioxide (SO2);2006;0.2
5079;F Construction;Sulphur dioxide (SO2);2007;0.1
5080;F Construction;Sulphur dioxide (SO2);2008;0.1
5081;F Construction;Sulphur dioxide (SO2);2009;0.1
5082;F Construction;Sulphur dioxide (SO2);2010;0.1
5083;F Construction;Sulphur dioxide (SO2);2011;0.1
5084;F Construction;Sulphur dioxide (SO2);2012;0.1
5085;F Construction;Sulphur dioxide (SO2);2013;0.1
5086;F Construction;Sulphur dioxide (SO2);2014;0.1
5087;F Construction;Sulphur dioxide (SO2);2015;0.1
5088;F Construction;Sulphur dioxide (SO2);2016;0.1
5089;F Construction;Sulphur dioxide (SO2);2017;0.1
5090;F Construction;Sulphur dioxide (SO2);2018;0.0
5091;F Construction;Sulphur dioxide (SO2);2019;0.0
5092;F Construction;Sulphur dioxide (SO2);2020;0.0
5093;F Construction;Sulphur dioxide (SO2);2021;0.0
5094;F Construction;Sulphur dioxide (SO2);2022;0.0
5095;F Construction;Sulphur dioxide (SO2);2023;0.0
5096;F Construction;NMVOC;1990;22.0
5097;F Construction;NMVOC;1995;17.3
5098;F Construction;NMVOC;2000;15.2
5099;F Construction;NMVOC;2001;12.4
5100;F Construction;NMVOC;2002;12.1
5101;F Construction;NMVOC;2003;9.5
5102;F Construction;NMVOC;2004;7.6
5103;F Construction;NMVOC;2005;9.3
5104;F Construction;NMVOC;2006;8.8
5105;F Construction;NMVOC;2007;9.0
5106;F Construction;NMVOC;2008;6.0
5107;F Construction;NMVOC;2009;7.9
5108;F Construction;NMVOC;2010;8.2
5109;F Construction;NMVOC;2011;7.2
5110;F Construction;NMVOC;2012;6.6
5111;F Construction;NMVOC;2013;6.1
5112;F Construction;NMVOC;2014;6.9
5113;F Construction;NMVOC;2015;6.0
5114;F Construction;NMVOC;2016;5.0
5115;F Construction;NMVOC;2017;4.9
5116;F Construction;NMVOC;2018;4.9
5117;F Construction;NMVOC;2019;4.8
5118;F Construction;NMVOC;2020;5.0
5119;F Construction;NMVOC;2021;5.3
5120;F Construction;NMVOC;2022;5.3
5121;F Construction;NMVOC;2023;4.6
5122;F Construction;PM10 (Particulate matter);1990;0.8
5123;F Construction;PM10 (Particulate matter);1995;0.9
5124;F Construction;PM10 (Particulate matter);2000;1.2
5125;F Construction;PM10 (Particulate matter);2001;1.2
5126;F Construction;PM10 (Particulate matter);2002;1.1
5127;F Construction;PM10 (Particulate matter);2003;1.2
5128;F Construction;PM10 (Particulate matter);2004;1.0
5129;F Construction;PM10 (Particulate matter);2005;1.0
5130;F Construction;PM10 (Particulate matter);2006;1.0
5131;F Construction;PM10 (Particulate matter);2007;1.1
5132;F Construction;PM10 (Particulate matter);2008;1.1
5133;F Construction;PM10 (Particulate matter);2009;1.0
5134;F Construction;PM10 (Particulate matter);2010;0.9
5135;F Construction;PM10 (Particulate matter);2011;0.9
5136;F Construction;PM10 (Particulate matter);2012;0.9
5137;F Construction;PM10 (Particulate matter);2013;0.9
5138;F Construction;PM10 (Particulate matter);2014;0.9
5139;F Construction;PM10 (Particulate matter);2015;0.9
5140;F Construction;PM10 (Particulate matter);2016;0.9
5141;F Construction;PM10 (Particulate matter);2017;0.9
5142;F Construction;PM10 (Particulate matter);2018;0.9
5143;F Construction;PM10 (Particulate matter);2019;1.0
5144;F Construction;PM10 (Particulate matter);2020;1.0
5145;F Construction;PM10 (Particulate matter);2021;1.0
5146;F Construction;PM10 (Particulate matter);2022;1.2
5147;F Construction;PM10 (Particulate matter);2023;1.2
5148;F Construction;PM2.5 (Particulate matter);1990;0.3
5149;F Construction;PM2.5 (Particulate matter);1995;0.3
5150;F Construction;PM2.5 (Particulate matter);2000;0.5
5151;F Construction;PM2.5 (Particulate matter);2001;0.5
5152;F Construction;PM2.5 (Particulate matter);2002;0.4
5153;F Construction;PM2.5 (Particulate matter);2003;0.5
5154;F Construction;PM2.5 (Particulate matter);2004;0.3
5155;F Construction;PM2.5 (Particulate matter);2005;0.3
5156;F Construction;PM2.5 (Particulate matter);2006;0.4
5157;F Construction;PM2.5 (Particulate matter);2007;0.4
5158;F Construction;PM2.5 (Particulate matter);2008;0.4
5159;F Construction;PM2.5 (Particulate matter);2009;0.4
5160;F Construction;PM2.5 (Particulate matter);2010;0.3
5161;F Construction;PM2.5 (Particulate matter);2011;0.3
5162;F Construction;PM2.5 (Particulate matter);2012;0.3
5163;F Construction;PM2.5 (Particulate matter);2013;0.3
5164;F Construction;PM2.5 (Particulate matter);2014;0.3
5165;F Construction;PM2.5 (Particulate matter);2015;0.3
5166;F Construction;PM2.5 (Particulate matter);2016;0.3
5167;F Construction;PM2.5 (Particulate matter);2017;0.3
5168;F Construction;PM2.5 (Particulate matter);2018;0.3
5169;F Construction;PM2.5 (Particulate matter);2019;0.4
5170;F Construction;PM2.5 (Particulate matter);2020;0.3
5171;F Construction;PM2.5 (Particulate matter);2021;0.4
5172;F Construction;PM2.5 (Particulate matter);2022;0.4
5173;F Construction;PM2.5 (Particulate matter);2023;0.4
5174;F Construction;Carbon monoxide (CO);1990;0.1
5175;F Construction;Carbon monoxide (CO);1995;0.2
5176;F Construction;Carbon monoxide (CO);2000;0.6
5177;F Construction;Carbon monoxide (CO);2001;0.6
5178;F Construction;Carbon monoxide (CO);2002;0.3
5179;F Construction;Carbon monoxide (CO);2003;0.4
5180;F Construction;Carbon monoxide (CO);2004;0.9
5181;F Construction;Carbon monoxide (CO);2005;0.9
5182;F Construction;Carbon monoxide (CO);2006;0.8
5183;F Construction;Carbon monoxide (CO);2007;1.4
5184;F Construction;Carbon monoxide (CO);2008;1.0
5185;F Construction;Carbon monoxide (CO);2009;0.2
5186;F Construction;Carbon monoxide (CO);2010;0.7
5187;F Construction;Carbon monoxide (CO);2011;0.7
5188;F Construction;Carbon monoxide (CO);2012;0.6
5189;F Construction;Carbon monoxide (CO);2013;0.4
5190;F Construction;Carbon monoxide (CO);2014;0.4
5191;F Construction;Carbon monoxide (CO);2015;0.6
5192;F Construction;Carbon monoxide (CO);2016;0.6
5193;F Construction;Carbon monoxide (CO);2017;0.6
5194;F Construction;Carbon monoxide (CO);2018;0.8
5195;F Construction;Carbon monoxide (CO);2019;0.7
5196;F Construction;Carbon monoxide (CO);2020;0.5
5197;F Construction;Carbon monoxide (CO);2021;0.7
5198;F Construction;Carbon monoxide (CO);2022;0.6
5199;F Construction;Carbon monoxide (CO);2023;0.5
5200;Households in autonomous homes;Carbon dioxide (CO2);1990;22300.0
5201;Households in autonomous homes;Carbon dioxide (CO2);1995;25100.0
5202;Households in autonomous homes;Carbon dioxide (CO2);2000;22200.0
5203;Households in autonomous homes;Carbon dioxide (CO2);2001;23600.0
5204;Households in autonomous homes;Carbon dioxide (CO2);2002;22800.0
5205;Households in autonomous homes;Carbon dioxide (CO2);2003;23400.0
5206;Households in autonomous homes;Carbon dioxide (CO2);2004;22500.0
5207;Households in autonomous homes;Carbon dioxide (CO2);2005;21700.0
5208;Households in autonomous homes;Carbon dioxide (CO2);2006;21900.0
5209;Households in autonomous homes;Carbon dioxide (CO2);2007;19700.0
5210;Households in autonomous homes;Carbon dioxide (CO2);2008;22200.0
5211;Households in autonomous homes;Carbon dioxide (CO2);2009;22100.0
5212;Households in autonomous homes;Carbon dioxide (CO2);2010;25800.0
5213;Households in autonomous homes;Carbon dioxide (CO2);2011;20200.0
5214;Households in autonomous homes;Carbon dioxide (CO2);2012;21600.0
5215;Households in autonomous homes;Carbon dioxide (CO2);2013;22900.0
5216;Households in autonomous homes;Carbon dioxide (CO2);2014;17300.0
5217;Households in autonomous homes;Carbon dioxide (CO2);2015;18500.0
5218;Households in autonomous homes;Carbon dioxide (CO2);2016;19200.0
5219;Households in autonomous homes;Carbon dioxide (CO2);2017;18600.0
5220;Households in autonomous homes;Carbon dioxide (CO2);2018;18500.0
5221;Households in autonomous homes;Carbon dioxide (CO2);2019;17900.0
5222;Households in autonomous homes;Carbon dioxide (CO2);2020;17100.0
5223;Households in autonomous homes;Carbon dioxide (CO2);2021;19500.0
5224;Households in autonomous homes;Carbon dioxide (CO2);2022;16000.0
5225;Households in autonomous homes;Carbon dioxide (CO2);2023;13800.0
5226;Households in autonomous homes;Methane (CH4);1990;22.0
5227;Households in autonomous homes;Methane (CH4);1995;23.3
5228;Households in autonomous homes;Methane (CH4);2000;20.0
5229;Households in autonomous homes;Methane (CH4);2001;20.7
5230;Households in autonomous homes;Methane (CH4);2002;19.9
5231;Households in autonomous homes;Methane (CH4);2003;20.3
5232;Households in autonomous homes;Methane (CH4);2004;19.5
5233;Households in autonomous homes;Methane (CH4);2005;18.9
5234;Households in autonomous homes;Methane (CH4);2006;18.7
5235;Households in autonomous homes;Methane (CH4);2007;16.7
5236;Households in autonomous homes;Methane (CH4);2008;18.6
5237;Households in autonomous homes;Methane (CH4);2009;18.5
5238;Households in autonomous homes;Methane (CH4);2010;21.3
5239;Households in autonomous homes;Methane (CH4);2011;16.9
5240;Households in autonomous homes;Methane (CH4);2012;18.0
5241;Households in autonomous homes;Methane (CH4);2013;18.9
5242;Households in autonomous homes;Methane (CH4);2014;14.5
5243;Households in autonomous homes;Methane (CH4);2015;15.4
5244;Households in autonomous homes;Methane (CH4);2016;15.8
5245;Households in autonomous homes;Methane (CH4);2017;15.2
5246;Households in autonomous homes;Methane (CH4);2018;15.0
5247;Households in autonomous homes;Methane (CH4);2019;14.4
5248;Households in autonomous homes;Methane (CH4);2020;13.7
5249;Households in autonomous homes;Methane (CH4);2021;15.3
5250;Households in autonomous homes;Methane (CH4);2022;12.7
5251;Households in autonomous homes;Methane (CH4);2023;11.2
5252;Households in autonomous homes;Dinitrogen oxide (N2O);1990;0.2
5253;Households in autonomous homes;Dinitrogen oxide (N2O);1995;0.3
5254;Households in autonomous homes;Dinitrogen oxide (N2O);2000;0.3
5255;Households in autonomous homes;Dinitrogen oxide (N2O);2001;0.2
5256;Households in autonomous homes;Dinitrogen oxide (N2O);2002;0.2
5257;Households in autonomous homes;Dinitrogen oxide (N2O);2003;0.2
5258;Households in autonomous homes;Dinitrogen oxide (N2O);2004;0.3
5259;Households in autonomous homes;Dinitrogen oxide (N2O);2005;0.3
5260;Households in autonomous homes;Dinitrogen oxide (N2O);2006;0.3
5261;Households in autonomous homes;Dinitrogen oxide (N2O);2007;0.3
5262;Households in autonomous homes;Dinitrogen oxide (N2O);2008;0.3
5263;Households in autonomous homes;Dinitrogen oxide (N2O);2009;0.3
5264;Households in autonomous homes;Dinitrogen oxide (N2O);2010;0.4
5265;Households in autonomous homes;Dinitrogen oxide (N2O);2011;0.3
5266;Households in autonomous homes;Dinitrogen oxide (N2O);2012;0.3
5267;Households in autonomous homes;Dinitrogen oxide (N2O);2013;0.4
5268;Households in autonomous homes;Dinitrogen oxide (N2O);2014;0.3
5269;Households in autonomous homes;Dinitrogen oxide (N2O);2015;0.3
5270;Households in autonomous homes;Dinitrogen oxide (N2O);2016;0.4
5271;Households in autonomous homes;Dinitrogen oxide (N2O);2017;0.3
5272;Households in autonomous homes;Dinitrogen oxide (N2O);2018;0.4
5273;Households in autonomous homes;Dinitrogen oxide (N2O);2019;0.4
5274;Households in autonomous homes;Dinitrogen oxide (N2O);2020;0.3
5275;Households in autonomous homes;Dinitrogen oxide (N2O);2021;0.3
5276;Households in autonomous homes;Dinitrogen oxide (N2O);2022;0.3
5277;Households in autonomous homes;Dinitrogen oxide (N2O);2023;0.3
5278;Households in autonomous homes;Ammonia (NH3);1990;3.7
5279;Households in autonomous homes;Ammonia (NH3);1995;3.9
5280;Households in autonomous homes;Ammonia (NH3);2000;4.0
5281;Households in autonomous homes;Ammonia (NH3);2001;4.0
5282;Households in autonomous homes;Ammonia (NH3);2002;4.0
5283;Households in autonomous homes;Ammonia (NH3);2003;4.0
5284;Households in autonomous homes;Ammonia (NH3);2004;4.0
5285;Households in autonomous homes;Ammonia (NH3);2005;4.0
5286;Households in autonomous homes;Ammonia (NH3);2006;4.1
5287;Households in autonomous homes;Ammonia (NH3);2007;4.1
5288;Households in autonomous homes;Ammonia (NH3);2008;4.1
5289;Households in autonomous homes;Ammonia (NH3);2009;4.1
5290;Households in autonomous homes;Ammonia (NH3);2010;4.1
5291;Households in autonomous homes;Ammonia (NH3);2011;4.1
5292;Households in autonomous homes;Ammonia (NH3);2012;4.1
5293;Households in autonomous homes;Ammonia (NH3);2013;4.1
5294;Households in autonomous homes;Ammonia (NH3);2014;4.1
5295;Households in autonomous homes;Ammonia (NH3);2015;4.1
5296;Households in autonomous homes;Ammonia (NH3);2016;4.2
5297;Households in autonomous homes;Ammonia (NH3);2017;4.2
5298;Households in autonomous homes;Ammonia (NH3);2018;4.2
5299;Households in autonomous homes;Ammonia (NH3);2019;4.2
5300;Households in autonomous homes;Ammonia (NH3);2020;4.2
5301;Households in autonomous homes;Ammonia (NH3);2021;4.2
5302;Households in autonomous homes;Ammonia (NH3);2022;4.2
5303;Households in autonomous homes;Ammonia (NH3);2023;4.3
5304;Households in autonomous homes;Nitrogen oxides (NOx);1990;20.7
5305;Households in autonomous homes;Nitrogen oxides (NOx);1995;23.4
5306;Households in autonomous homes;Nitrogen oxides (NOx);2000;19.9
5307;Households in autonomous homes;Nitrogen oxides (NOx);2001;20.8
5308;Households in autonomous homes;Nitrogen oxides (NOx);2002;20.1
5309;Households in autonomous homes;Nitrogen oxides (NOx);2003;20.0
5310;Households in autonomous homes;Nitrogen oxides (NOx);2004;18.6
5311;Households in autonomous homes;Nitrogen oxides (NOx);2005;17.0
5312;Households in autonomous homes;Nitrogen oxides (NOx);2006;14.2
5313;Households in autonomous homes;Nitrogen oxides (NOx);2007;12.3
5314;Households in autonomous homes;Nitrogen oxides (NOx);2008;13.3
5315;Households in autonomous homes;Nitrogen oxides (NOx);2009;13.0
5316;Households in autonomous homes;Nitrogen oxides (NOx);2010;14.5
5317;Households in autonomous homes;Nitrogen oxides (NOx);2011;10.8
5318;Households in autonomous homes;Nitrogen oxides (NOx);2012;10.9
5319;Households in autonomous homes;Nitrogen oxides (NOx);2013;10.9
5320;Households in autonomous homes;Nitrogen oxides (NOx);2014;8.0
5321;Households in autonomous homes;Nitrogen oxides (NOx);2015;8.1
5322;Households in autonomous homes;Nitrogen oxides (NOx);2016;7.8
5323;Households in autonomous homes;Nitrogen oxides (NOx);2017;7.0
5324;Households in autonomous homes;Nitrogen oxides (NOx);2018;6.7
5325;Households in autonomous homes;Nitrogen oxides (NOx);2019;6.3
5326;Households in autonomous homes;Nitrogen oxides (NOx);2020;6.0
5327;Households in autonomous homes;Nitrogen oxides (NOx);2021;6.7
5328;Households in autonomous homes;Nitrogen oxides (NOx);2022;5.7
5329;Households in autonomous homes;Nitrogen oxides (NOx);2023;5.0
5330;Households in autonomous homes;Sulphur dioxide (SO2);1990;1.2
5331;Households in autonomous homes;Sulphur dioxide (SO2);1995;0.8
5332;Households in autonomous homes;Sulphur dioxide (SO2);2000;0.5
5333;Households in autonomous homes;Sulphur dioxide (SO2);2001;0.5
5334;Households in autonomous homes;Sulphur dioxide (SO2);2002;0.5
