ID;CPA;Period;PriceIndex_1;QuarterlyChanges_2;YearlyChanges_3
2654;7031K Services by selling non-resident..;2009 2nd quarter;108.6;-0.7;2.1
2655;7031K Services by selling non-resident..;2009 3rd quarter;106.4;-2.0;0.0
2656;7031K Services by selling non-resident..;2009 4th quarter;105.9;-0.5;-0.5
2657;7031K Services by selling non-resident..;2009 year average;107.6;;1.1
2658;7031K Services by selling non-resident..;2010 1st quarter;104.5;-1.3;-4.5
2659;7031K Services by selling non-resident..;2010 2nd quarter;104.2;-0.3;-4.1
2660;7031K Services by selling non-resident..;2010 3rd quarter;104.4;0.2;-1.9
2661;7031K Services by selling non-resident..;2010 4th quarter;104.5;0.1;-1.3
2662;7031K Services by selling non-resident..;2010 year average;104.4;;-3.0
2663;7031K Services by selling non-resident..;2011 1st quarter;103.7;-0.8;-0.8
2664;7031K Services by selling non-resident..;2011 2nd quarter;103.2;-0.4;-0.9
2665;7031K Services by selling non-resident..;2011 3rd quarter;99.4;-3.7;-4.8
2666;7031K Services by selling non-resident..;2011 4th quarter;98.9;-0.5;-5.3
2667;7031K Services by selling non-resident..;2011 year average;101.3;;-2.9
2668;71 Renting services of machinery and e..;2002 4th quarter;;;
2669;71 Renting services of machinery and e..;2003 1st quarter;;;
2670;71 Renting services of machinery and e..;2003 2nd quarter;;;
2671;71 Renting services of machinery and e..;2003 3rd quarter;;;
2672;71 Renting services of machinery and e..;2003 4th quarter;;;
2673;71 Renting services of machinery and e..;2003 year average;;;
2674;71 Renting services of machinery and e..;2004 1st quarter;;;
2675;71 Renting services of machinery and e..;2004 2nd quarter;;;
2676;71 Renting services of machinery and e..;2004 3rd quarter;;;
2677;71 Renting services of machinery and e..;2004 4th quarter;;;
2678;71 Renting services of machinery and e..;2004 year average;;;
2679;71 Renting services of machinery and e..;2005 1st quarter;;;
2680;71 Renting services of machinery and e..;2005 2nd quarter;;;
2681;71 Renting services of machinery and e..;2005 3rd quarter;;;
2682;71 Renting services of machinery and e..;2005 4th quarter;;;
2683;71 Renting services of machinery and e..;2005 year average;;;
2684;71 Renting services of machinery and e..;2006 1st quarter;99.1;;
2685;71 Renting services of machinery and e..;2006 2nd quarter;100.0;0.9;
2686;71 Renting services of machinery and e..;2006 3rd quarter;100.2;0.2;
2687;71 Renting services of machinery and e..;2006 4th quarter;100.7;0.5;
2688;71 Renting services of machinery and e..;2006 year average;100.0;;
2689;71 Renting services of machinery and e..;2007 1st quarter;101.8;1.1;2.7
2690;71 Renting services of machinery and e..;2007 2nd quarter;102.2;0.5;2.2
2691;71 Renting services of machinery and e..;2007 3rd quarter;102.6;0.3;2.3
2692;71 Renting services of machinery and e..;2007 4th quarter;102.5;-0.1;1.8
2693;71 Renting services of machinery and e..;2007 year average;102.3;;2.3
2694;71 Renting services of machinery and e..;2008 1st quarter;101.3;-1.2;-0.5
2695;71 Renting services of machinery and e..;2008 2nd quarter;102.3;1.0;0.1
2696;71 Renting services of machinery and e..;2008 3rd quarter;103.6;1.3;1.0
2697;71 Renting services of machinery and e..;2008 4th quarter;103.1;-0.5;0.6
2698;71 Renting services of machinery and e..;2008 year average;102.6;;0.3
2699;71 Renting services of machinery and e..;2009 1st quarter;104.0;1.0;2.7
2700;71 Renting services of machinery and e..;2009 2nd quarter;104.5;0.5;2.2
2701;71 Renting services of machinery and e..;2009 3rd quarter;105.2;0.6;1.5
2702;71 Renting services of machinery and e..;2009 4th quarter;105.1;0.0;2.0
2703;71 Renting services of machinery and e..;2009 year average;104.7;;2.1
2704;71 Renting services of machinery and e..;2010 1st quarter;106.2;1.0;2.1
2705;71 Renting services of machinery and e..;2010 2nd quarter;105.6;-0.6;1.0
2706;71 Renting services of machinery and e..;2010 3rd quarter;105.2;-0.4;0.0
2707;71 Renting services of machinery and e..;2010 4th quarter;105.6;0.4;0.4
2708;71 Renting services of machinery and e..;2010 year average;105.6;;0.9
2709;71 Renting services of machinery and e..;2011 1st quarter;107.3;1.6;1.0
2710;71 Renting services of machinery and e..;2011 2nd quarter;107.7;0.4;2.0
2711;71 Renting services of machinery and e..;2011 3rd quarter;106.9;-0.7;1.6
2712;71 Renting services of machinery and e..;2011 4th quarter;107.0;0.0;1.3
2713;71 Renting services of machinery and e..;2011 year average;107.2;;1.5
2714;7110 Total renting services of automo..;2002 4th quarter;;;
2715;7110 Total renting services of automo..;2003 1st quarter;;;
2716;7110 Total renting services of automo..;2003 2nd quarter;;;
2717;7110 Total renting services of automo..;2003 3rd quarter;;;
2718;7110 Total renting services of automo..;2003 4th quarter;;;
2719;7110 Total renting services of automo..;2003 year average;;;
2720;7110 Total renting services of automo..;2004 1st quarter;;;
2721;7110 Total renting services of automo..;2004 2nd quarter;;;
2722;7110 Total renting services of automo..;2004 3rd quarter;;;
2723;7110 Total renting services of automo..;2004 4th quarter;;;
2724;7110 Total renting services of automo..;2004 year average;;;
2725;7110 Total renting services of automo..;2005 1st quarter;;;
2726;7110 Total renting services of automo..;2005 2nd quarter;;;
2727;7110 Total renting services of automo..;2005 3rd quarter;;;
2728;7110 Total renting services of automo..;2005 4th quarter;;;
2729;7110 Total renting services of automo..;2005 year average;;;
2730;7110 Total renting services of automo..;2006 1st quarter;99.1;;
2731;7110 Total renting services of automo..;2006 2nd quarter;100.0;0.9;
2732;7110 Total renting services of automo..;2006 3rd quarter;100.2;0.2;
2733;7110 Total renting services of automo..;2006 4th quarter;100.7;0.5;
2734;7110 Total renting services of automo..;2006 year average;100.0;;
2735;7110 Total renting services of automo..;2007 1st quarter;101.8;1.1;2.7
2736;7110 Total renting services of automo..;2007 2nd quarter;102.2;0.5;2.2
2737;7110 Total renting services of automo..;2007 3rd quarter;102.6;0.3;2.3
2738;7110 Total renting services of automo..;2007 4th quarter;102.5;-0.1;1.8
2739;7110 Total renting services of automo..;2007 year average;102.3;;2.3
2740;7110 Total renting services of automo..;2008 1st quarter;101.3;-1.2;-0.5
2741;7110 Total renting services of automo..;2008 2nd quarter;102.3;1.0;0.1
2742;7110 Total renting services of automo..;2008 3rd quarter;103.6;1.3;1.0
2743;7110 Total renting services of automo..;2008 4th quarter;103.1;-0.5;0.6
2744;7110 Total renting services of automo..;2008 year average;102.6;;0.3
2745;7110 Total renting services of automo..;2009 1st quarter;104.0;1.0;2.7
2746;7110 Total renting services of automo..;2009 2nd quarter;104.5;0.5;2.2
2747;7110 Total renting services of automo..;2009 3rd quarter;105.2;0.6;1.5
2748;7110 Total renting services of automo..;2009 4th quarter;105.1;0.0;2.0
2749;7110 Total renting services of automo..;2009 year average;104.7;;2.1
2750;7110 Total renting services of automo..;2010 1st quarter;106.2;1.0;2.1
2751;7110 Total renting services of automo..;2010 2nd quarter;105.6;-0.6;1.0
2752;7110 Total renting services of automo..;2010 3rd quarter;105.2;-0.4;0.0
2753;7110 Total renting services of automo..;2010 4th quarter;105.6;0.4;0.4
2754;7110 Total renting services of automo..;2010 year average;105.6;;0.9
2755;7110 Total renting services of automo..;2011 1st quarter;107.3;1.6;1.0
2756;7110 Total renting services of automo..;2011 2nd quarter;107.7;0.4;2.0
2757;7110 Total renting services of automo..;2011 3rd quarter;106.9;-0.7;1.6
2758;7110 Total renting services of automo..;2011 4th quarter;107.0;0.0;1.3
2759;7110 Total renting services of automo..;2011 year average;107.2;;1.5
2760;72 Computer and related services;2002 4th quarter;;;
2761;72 Computer and related services;2003 1st quarter;;;
2762;72 Computer and related services;2003 2nd quarter;;;
2763;72 Computer and related services;2003 3rd quarter;;;
2764;72 Computer and related services;2003 4th quarter;;;
2765;72 Computer and related services;2003 year average;;;
2766;72 Computer and related services;2004 1st quarter;;;
2767;72 Computer and related services;2004 2nd quarter;;;
2768;72 Computer and related services;2004 3rd quarter;;;
2769;72 Computer and related services;2004 4th quarter;;;
2770;72 Computer and related services;2004 year average;;;
2771;72 Computer and related services;2005 1st quarter;;;
2772;72 Computer and related services;2005 2nd quarter;;;
2773;72 Computer and related services;2005 3rd quarter;;;
2774;72 Computer and related services;2005 4th quarter;;;
2775;72 Computer and related services;2005 year average;;;
2776;72 Computer and related services;2006 1st quarter;99.1;;
2777;72 Computer and related services;2006 2nd quarter;99.0;-0.1;
2778;72 Computer and related services;2006 3rd quarter;100.2;1.3;
2779;72 Computer and related services;2006 4th quarter;101.7;1.5;
2780;72 Computer and related services;2006 year average;100.0;;
2781;72 Computer and related services;2007 1st quarter;102.8;1.0;3.7
2782;72 Computer and related services;2007 2nd quarter;104.6;1.8;5.7
2783;72 Computer and related services;2007 3rd quarter;104.5;-0.1;4.3
2784;72 Computer and related services;2007 4th quarter;106.6;2.1;4.8
2785;72 Computer and related services;2007 year average;104.6;;4.6
2786;72 Computer and related services;2008 1st quarter;107.0;0.3;4.1
2787;72 Computer and related services;2008 2nd quarter;107.3;0.4;2.6
2788;72 Computer and related services;2008 3rd quarter;107.5;0.1;2.9
2789;72 Computer and related services;2008 4th quarter;107.4;-0.1;0.7
2790;72 Computer and related services;2008 year average;107.3;;2.5
2791;72 Computer and related services;2009 1st quarter;107.4;0.0;0.4
2792;72 Computer and related services;2009 2nd quarter;105.6;-1.6;-1.6
2793;72 Computer and related services;2009 3rd quarter;106.1;0.4;-1.3
2794;72 Computer and related services;2009 4th quarter;105.6;-0.4;-1.6
2795;72 Computer and related services;2009 year average;106.2;;-1.0
2796;72 Computer and related services;2010 1st quarter;107.2;1.5;-0.1
2797;72 Computer and related services;2010 2nd quarter;107.4;0.2;1.7
2798;72 Computer and related services;2010 3rd quarter;107.7;0.2;1.5
2799;72 Computer and related services;2010 4th quarter;108.5;0.8;2.7
2800;72 Computer and related services;2010 year average;107.7;;1.4
2801;72 Computer and related services;2011 1st quarter;105.8;-2.5;-1.3
2802;72 Computer and related services;2011 2nd quarter;105.2;-0.5;-2.0
2803;72 Computer and related services;2011 3rd quarter;103.5;-1.7;-3.9
2804;72 Computer and related services;2011 4th quarter;101.4;-2.0;-6.5
2805;72 Computer and related services;2011 year average;104.0;;-3.4
2806;7222 Softwareconsultancy;2002 4th quarter;;;
2807;7222 Softwareconsultancy;2003 1st quarter;;;
2808;7222 Softwareconsultancy;2003 2nd quarter;;;
2809;7222 Softwareconsultancy;2003 3rd quarter;;;
2810;7222 Softwareconsultancy;2003 4th quarter;;;
2811;7222 Softwareconsultancy;2003 year average;;;
2812;7222 Softwareconsultancy;2004 1st quarter;;;
2813;7222 Softwareconsultancy;2004 2nd quarter;;;
2814;7222 Softwareconsultancy;2004 3rd quarter;;;
2815;7222 Softwareconsultancy;2004 4th quarter;;;
2816;7222 Softwareconsultancy;2004 year average;;;
2817;7222 Softwareconsultancy;2005 1st quarter;;;
2818;7222 Softwareconsultancy;2005 2nd quarter;97.5;;
2819;7222 Softwareconsultancy;2005 3rd quarter;97.6;0.1;
2820;7222 Softwareconsultancy;2005 4th quarter;98.6;1.0;
2821;7222 Softwareconsultancy;2005 year average;;;
2822;7222 Softwareconsultancy;2006 1st quarter;99.1;0.5;
2823;7222 Softwareconsultancy;2006 2nd quarter;99.0;-0.1;1.5
2824;7222 Softwareconsultancy;2006 3rd quarter;100.2;1.3;2.7
2825;7222 Softwareconsultancy;2006 4th quarter;101.7;1.5;3.2
2826;7222 Softwareconsultancy;2006 year average;100.0;;
2827;7222 Softwareconsultancy;2007 1st quarter;102.8;1.0;3.7
2828;7222 Softwareconsultancy;2007 2nd quarter;104.6;1.8;5.7
2829;7222 Softwareconsultancy;2007 3rd quarter;104.5;-0.1;4.3
2830;7222 Softwareconsultancy;2007 4th quarter;106.6;2.1;4.8
2831;7222 Softwareconsultancy;2007 year average;104.6;;4.6
2832;7222 Softwareconsultancy;2008 1st quarter;107.0;0.3;4.1
2833;7222 Softwareconsultancy;2008 2nd quarter;107.3;0.4;2.6
2834;7222 Softwareconsultancy;2008 3rd quarter;107.5;0.1;2.9
2835;7222 Softwareconsultancy;2008 4th quarter;107.4;-0.1;0.7
2836;7222 Softwareconsultancy;2008 year average;107.3;;2.5
2837;7222 Softwareconsultancy;2009 1st quarter;107.4;0.0;0.4
2838;7222 Softwareconsultancy;2009 2nd quarter;105.6;-1.6;-1.6
2839;7222 Softwareconsultancy;2009 3rd quarter;106.1;0.4;-1.3
2840;7222 Softwareconsultancy;2009 4th quarter;105.6;-0.4;-1.6
2841;7222 Softwareconsultancy;2009 year average;106.2;;-1.0
2842;7222 Softwareconsultancy;2010 1st quarter;107.2;1.5;-0.1
2843;7222 Softwareconsultancy;2010 2nd quarter;107.4;0.2;1.7
2844;7222 Softwareconsultancy;2010 3rd quarter;107.7;0.2;1.5
2845;7222 Softwareconsultancy;2010 4th quarter;108.5;0.8;2.7
2846;7222 Softwareconsultancy;2010 year average;107.7;;1.4
2847;7222 Softwareconsultancy;2011 1st quarter;105.8;-2.5;-1.3
2848;7222 Softwareconsultancy;2011 2nd quarter;105.2;-0.5;-2.0
2849;7222 Softwareconsultancy;2011 3rd quarter;103.5;-1.7;-3.9
2850;7222 Softwareconsultancy;2011 4th quarter;101.4;-2.0;-6.5
2851;7222 Softwareconsultancy;2011 year average;104.0;;-3.4
2852;73 Research and development services;2002 4th quarter;;;
2853;73 Research and development services;2003 1st quarter;;;
2854;73 Research and development services;2003 2nd quarter;;;
2855;73 Research and development services;2003 3rd quarter;;;
2856;73 Research and development services;2003 4th quarter;;;
2857;73 Research and development services;2003 year average;;;
2858;73 Research and development services;2004 1st quarter;;;
2859;73 Research and development services;2004 2nd quarter;;;
2860;73 Research and development services;2004 3rd quarter;;;
2861;73 Research and development services;2004 4th quarter;;;
2862;73 Research and development services;2004 year average;;;
2863;73 Research and development services;2005 1st quarter;;;
2864;73 Research and development services;2005 2nd quarter;;;
2865;73 Research and development services;2005 3rd quarter;;;
2866;73 Research and development services;2005 4th quarter;;;
2867;73 Research and development services;2005 year average;;;
2868;73 Research and development services;2006 1st quarter;;;
2869;73 Research and development services;2006 2nd quarter;;;
2870;73 Research and development services;2006 3rd quarter;;;
2871;73 Research and development services;2006 4th quarter;;;
2872;73 Research and development services;2006 year average;;;
2873;73 Research and development services;2007 1st quarter;;;
2874;73 Research and development services;2007 2nd quarter;;;
2875;73 Research and development services;2007 3rd quarter;;;
2876;73 Research and development services;2007 4th quarter;;;
2877;73 Research and development services;2007 year average;;;
2878;73 Research and development services;2008 1st quarter;;;
2879;73 Research and development services;2008 2nd quarter;;;
2880;73 Research and development services;2008 3rd quarter;;;
2881;73 Research and development services;2008 4th quarter;;;
2882;73 Research and development services;2008 year average;;;
2883;73 Research and development services;2009 1st quarter;;;
2884;73 Research and development services;2009 2nd quarter;;;
2885;73 Research and development services;2009 3rd quarter;;;
2886;73 Research and development services;2009 4th quarter;;;
2887;73 Research and development services;2009 year average;;;
2888;73 Research and development services;2010 1st quarter;;;
2889;73 Research and development services;2010 2nd quarter;;;
2890;73 Research and development services;2010 3rd quarter;;;
2891;73 Research and development services;2010 4th quarter;;;
2892;73 Research and development services;2010 year average;;;
2893;73 Research and development services;2011 1st quarter;;;
2894;73 Research and development services;2011 2nd quarter;;;
