ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningVanWerknemers_1;Lonen_2;SocialePremiesTLVWerkgevers_3;Loonkosten_4;BeloningVanWerknemers_5;Lonen_6;Loonkosten_7;BeloningPerArbeidsjaar_8;LonenPerArbeidsjaar_9;LoonkostenPerArbeidsjaar_10;BeloningPerGewerktUur_11;LonenPerGewerktUur_12;LoonkostenPerGewerktUur_13;BeloningPerArbeidsjaar_14;LonenPerArbeidsjaar_15;LoonkostenPerArbeidsjaar_16;BeloningPerGewerktUur_17;LonenPerGewerktUur_18;LoonkostenPerGewerktUur_19;Arbeidsjaren_20;GewerkteUren_21;BetaaldeUren_22;OvereengekomenUren_23;BetaaldeOverwerkuren_24;Arbeidsjaren_25;GewerkteUren_26;Totaal_27;Mannen_28;Vrouwen_29;Totaal_30;Mannen_31;Vrouwen_32;Totaal_33;Mannen_34;Vrouwen_35;Totaal_36
2674;J Informatie en communicatie;2003;11003.0;8946.0;2057.0;10958.0;-0.3;-2.4;-0.3;55.3;45.0;55.1;32.0;26.0;31.9;5.9;3.7;6.0;6.2;4.0;6.3;199.0;344.0;;;;-5.9;-6.2;221.0;157.0;64.0;;;;;;;-5.4
2675;J Informatie en communicatie;2004;10956.0;8848.0;2108.0;10899.0;-0.4;-1.1;-0.5;57.5;46.4;57.2;32.7;26.4;32.6;3.9;3.2;3.8;2.2;1.5;2.1;191.0;335.0;;;;-4.2;-2.5;211.0;149.0;62.0;;;;;;;-4.3
2676;J Informatie en communicatie;2005;11503.0;9430.0;2073.0;11457.0;5.0;6.6;5.1;58.9;48.2;58.6;33.7;27.7;33.6;2.3;3.9;2.5;3.1;4.7;3.3;195.0;341.0;;;;2.6;1.8;218.0;156.0;62.0;;;;;;;2.8
2677;J Informatie en communicatie;2006;12142.0;10048.0;2094.0;12087.0;5.6;6.6;5.5;60.0;49.7;59.8;34.6;28.6;34.5;2.0;3.0;1.9;2.6;3.5;2.5;202.0;351.0;;;;3.5;2.9;225.0;161.0;64.0;;;;;;;3.5
2678;J Informatie en communicatie;2007;13140.0;10849.0;2291.0;13078.0;8.2;8.0;8.2;62.6;51.7;62.3;36.0;29.7;35.8;4.3;4.1;4.3;4.0;3.8;4.0;210.0;365.0;;;;3.7;4.0;235.0;169.0;66.0;;;;;;;4.2
2679;J Informatie en communicatie;2008;14092.0;11531.0;2561.0;14038.0;7.2;6.3;7.3;65.4;53.5;65.1;37.5;30.7;37.4;4.4;3.4;4.5;4.1;3.2;4.2;216.0;376.0;;;;2.8;3.0;242.0;174.0;68.0;;;;;;;3.1
2680;J Informatie en communicatie;2009;14442.0;11513.0;2929.0;14329.0;2.5;-0.2;2.1;68.4;54.5;67.9;39.1;31.2;38.8;4.7;2.0;4.2;4.3;1.6;3.9;211.0;369.0;;;;-2.1;-1.8;237.0;171.0;66.0;;;;;;;-1.9
2681;J Informatie en communicatie;2010;13768.0;11230.0;2538.0;13615.0;-4.7;-2.5;-5.0;68.3;55.7;67.5;38.9;31.8;38.5;-0.2;2.2;-0.5;-0.5;1.8;-0.8;202.0;354.0;413.0;411.0;2.0;-4.5;-4.2;228.0;165.0;63.0;158.0;132.0;25.0;70.0;33.0;37.0;-4.1
2682;J Informatie en communicatie;2011;14128.0;11607.0;2521.0;13954.0;2.6;3.4;2.5;69.6;57.2;68.8;39.4;32.4;39.0;1.9;2.7;1.8;1.3;2.1;1.2;203.0;358.0;415.0;413.0;2.0;0.7;1.3;230.0;166.0;63.0;157.0;132.0;25.0;73.0;34.0;38.0;1.0
2683;J Informatie en communicatie;2012;14513.0;11744.0;2769.0;14363.0;2.7;1.2;2.9;70.9;57.4;70.2;40.4;32.7;40.0;1.8;0.3;2.0;2.5;0.9;2.7;205.0;359.0;420.0;418.0;2.0;0.9;0.3;231.0;168.0;63.0;158.0;133.0;25.0;73.0;35.0;38.0;0.7
2684;J Informatie en communicatie;2013;14458.0;11660.0;2798.0;14346.0;-0.4;-0.7;-0.1;71.7;57.9;71.2;40.7;32.8;40.4;1.2;0.9;1.5;0.6;0.3;0.9;202.0;355.0;415.0;413.0;2.0;-1.6;-1.0;227.0;166.0;61.0;157.0;132.0;25.0;70.0;34.0;36.0;-1.9
2685;J Informatie en communicatie;2014;14588.0;11838.0;2750.0;14487.0;0.9;1.5;1.0;71.0;57.6;70.5;40.0;32.4;39.7;-1.0;-0.4;-0.9;-1.8;-1.2;-1.7;205.0;365.0;424.0;422.0;2.0;1.9;2.8;229.0;168.0;61.0;160.0;134.0;26.0;70.0;34.0;36.0;1.1
2686;J Informatie en communicatie;2015;15298.0;12424.0;2874.0;15140.0;4.9;4.9;4.5;72.3;58.7;71.6;40.8;33.2;40.4;1.8;1.9;1.5;2.2;2.3;1.9;212.0;374.0;437.0;435.0;2.0;3.0;2.5;236.0;173.0;63.0;165.0;138.0;27.0;71.0;35.0;36.0;2.9
2687;J Informatie en communicatie;2016;15910.0;13072.0;2838.0;15729.0;4.0;5.2;3.9;72.4;59.5;71.6;40.8;33.5;40.3;0.2;1.3;0.1;-0.1;1.1;-0.2;220.0;390.0;453.0;452.0;2.0;3.8;4.1;245.0;179.0;67.0;171.0;142.0;29.0;75.0;37.0;38.0;4.0
2688;58-60 Uitgeverijen, film,radio en t.v.;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2689;58-60 Uitgeverijen, film,radio en t.v.;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2690;58-60 Uitgeverijen, film,radio en t.v.;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2691;58-60 Uitgeverijen, film,radio en t.v.;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2692;58-60 Uitgeverijen, film,radio en t.v.;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2693;58-60 Uitgeverijen, film,radio en t.v.;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2694;58-60 Uitgeverijen, film,radio en t.v.;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695;58-60 Uitgeverijen, film,radio en t.v.;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2696;58-60 Uitgeverijen, film,radio en t.v.;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2697;58-60 Uitgeverijen, film,radio en t.v.;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2698;58-60 Uitgeverijen, film,radio en t.v.;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2699;58-60 Uitgeverijen, film,radio en t.v.;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2700;58-60 Uitgeverijen, film,radio en t.v.;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2701;58-60 Uitgeverijen, film,radio en t.v.;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2702;58-60 Uitgeverijen, film,radio en t.v.;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2703;58-60 Uitgeverijen, film,radio en t.v.;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2704;58-60 Uitgeverijen, film,radio en t.v.;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2705;58-60 Uitgeverijen, film,radio en t.v.;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2706;58-60 Uitgeverijen, film,radio en t.v.;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2707;58-60 Uitgeverijen, film,radio en t.v.;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2708;58-60 Uitgeverijen, film,radio en t.v.;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2709;58-60 Uitgeverijen, film,radio en t.v.;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2710;58-60 Uitgeverijen, film,radio en t.v.;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2711;58-60 Uitgeverijen, film,radio en t.v.;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2712;58-60 Uitgeverijen, film,radio en t.v.;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2713;58-60 Uitgeverijen, film,radio en t.v.;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2714;58-60 Uitgeverijen, film,radio en t.v.;1995;1884.0;1606.0;278.0;1884.0;;;;39.7;33.8;39.7;23.7;20.2;23.7;;;;;;;47.0;79.0;;;;;;59.0;34.0;25.0;;;;;;;
2715;58-60 Uitgeverijen, film,radio en t.v.;1996;1938.0;1649.0;289.0;1935.0;2.9;2.7;2.7;40.6;34.6;40.6;23.9;20.4;23.9;2.4;2.2;2.3;0.8;0.6;0.6;48.0;81.0;;;;0.4;2.1;59.0;34.0;25.0;;;;;;;1.3
2716;58-60 Uitgeverijen, film,radio en t.v.;1997;2064.0;1778.0;286.0;2060.0;6.4;7.8;6.4;41.2;35.5;41.1;24.2;20.9;24.2;1.5;2.7;1.4;1.2;2.5;1.2;50.0;85.0;;;;4.9;5.2;61.0;36.0;25.0;;;;;;;3.5
2717;58-60 Uitgeverijen, film,radio en t.v.;1998;2204.0;1781.0;423.0;2198.0;6.8;0.2;6.7;42.3;34.2;42.2;24.7;20.0;24.6;2.6;-3.7;2.5;2.0;-4.3;1.9;52.0;89.0;;;;4.1;4.7;62.0;36.0;26.0;;;;;;;1.3
2718;58-60 Uitgeverijen, film,radio en t.v.;1999;2385.0;1931.0;454.0;2380.0;8.3;8.4;8.3;44.0;35.6;43.9;25.6;20.7;25.6;4.0;4.2;4.1;3.7;3.9;3.8;54.0;93.0;;;;4.1;4.4;64.0;36.0;28.0;;;;;;;3.4
2719;58-60 Uitgeverijen, film,radio en t.v.;2000;2542.0;2039.0;503.0;2537.0;6.5;5.6;6.5;46.9;37.6;46.8;27.4;22.0;27.4;6.7;5.7;6.7;7.0;6.1;7.1;54.0;93.0;;;;-0.1;-0.5;65.0;36.0;28.0;;;;;;;0.4
2720;58-60 Uitgeverijen, film,radio en t.v.;2001;2595.0;2130.0;465.0;2591.0;2.1;4.5;2.1;47.6;39.0;47.5;28.3;23.2;28.2;1.3;3.7;1.4;3.2;5.6;3.3;55.0;92.0;;;;0.7;-1.1;64.0;36.0;28.0;;;;;;;-1.5
2721;58-60 Uitgeverijen, film,radio en t.v.;2002;2584.0;2134.0;450.0;2579.0;-0.4;0.2;-0.5;49.0;40.5;48.9;29.0;24.0;29.0;3.0;3.6;3.0;2.6;3.2;2.5;53.0;89.0;;;;-3.3;-2.9;61.0;34.0;27.0;;;;;;;-3.5
2722;58-60 Uitgeverijen, film,radio en t.v.;2003;2647.0;2144.0;503.0;2643.0;2.4;0.4;2.5;51.9;42.0;51.8;30.8;24.9;30.7;5.9;3.9;6.0;6.1;4.0;6.1;51.0;86.0;;;;-3.3;-3.4;60.0;34.0;26.0;;;;;;;-1.8
2723;58-60 Uitgeverijen, film,radio en t.v.;2004;2560.0;2073.0;487.0;2554.0;-3.3;-3.3;-3.3;53.3;43.1;53.2;31.3;25.3;31.2;2.7;2.6;2.6;1.7;1.6;1.6;48.0;82.0;;;;-5.8;-4.8;58.0;32.0;26.0;;;;;;;-4.2
2724;58-60 Uitgeverijen, film,radio en t.v.;2005;2595.0;2122.0;473.0;2591.0;1.3;2.4;1.4;55.0;45.0;54.9;32.7;26.7;32.6;3.2;4.3;3.3;4.3;5.4;4.4;47.0;79.0;;;;-1.8;-2.9;57.0;31.0;26.0;;;;;;;-1.6
2725;58-60 Uitgeverijen, film,radio en t.v.;2006;2663.0;2194.0;469.0;2660.0;2.6;3.4;2.7;55.6;45.8;55.5;33.1;27.3;33.1;1.1;1.9;1.1;1.4;2.1;1.4;48.0;80.0;;;;1.5;1.2;57.0;32.0;25.0;;;;;;;1.1
2726;58-60 Uitgeverijen, film,radio en t.v.;2007;2782.0;2283.0;499.0;2779.0;4.5;4.1;4.5;58.0;47.6;57.9;34.5;28.3;34.5;4.3;3.8;4.3;4.2;3.8;4.2;48.0;81.0;;;;0.3;0.3;58.0;32.0;25.0;;;;;;;0.6
2727;58-60 Uitgeverijen, film,radio en t.v.;2008;2886.0;2356.0;530.0;2883.0;3.7;3.2;3.7;60.5;49.4;60.4;36.1;29.5;36.0;4.3;3.8;4.3;4.5;4.0;4.5;48.0;80.0;;;;-0.6;-0.8;58.0;32.0;26.0;;;;;;;0.3
2728;58-60 Uitgeverijen, film,radio en t.v.;2009;2792.0;2279.0;513.0;2787.0;-3.2;-3.3;-3.3;60.7;49.6;60.6;36.2;29.5;36.1;0.4;0.3;0.3;0.3;0.2;0.2;46.0;77.0;;;;-3.6;-3.5;56.0;31.0;25.0;;;;;;;-3.4
2729;58-60 Uitgeverijen, film,radio en t.v.;2010;2680.0;2182.0;498.0;2676.0;-4.0;-4.2;-4.0;62.9;51.2;62.8;37.4;30.4;37.3;3.5;3.3;3.6;3.3;3.0;3.3;43.0;72.0;84.0;84.0;0.0;-7.3;-7.0;53.0;28.0;25.0;30.0;20.0;9.0;24.0;8.0;15.0;-5.2
2730;58-60 Uitgeverijen, film,radio en t.v.;2011;2690.0;2194.0;496.0;2683.0;0.3;0.5;0.2;63.7;51.9;63.5;37.6;30.6;37.5;1.2;1.4;1.1;0.6;0.8;0.4;42.0;72.0;83.0;83.0;0.0;-0.9;-0.2;52.0;28.0;24.0;29.0;20.0;9.0;24.0;8.0;15.0;-1.4
2731;58-60 Uitgeverijen, film,radio en t.v.;2012;2694.0;2170.0;524.0;2687.0;0.2;-1.1;0.2;63.9;51.4;63.7;38.0;30.6;37.9;0.3;-0.9;0.3;1.1;-0.2;1.1;42.0;71.0;83.0;83.0;0.0;-0.2;-0.9;52.0;28.0;24.0;29.0;20.0;9.0;24.0;9.0;15.0;-0.3
2732;58-60 Uitgeverijen, film,radio en t.v.;2013;2592.0;2100.0;492.0;2596.0;-3.8;-3.2;-3.4;64.3;52.1;64.4;38.0;30.8;38.1;0.7;1.3;1.1;0.1;0.7;0.5;40.0;68.0;80.0;79.0;0.0;-4.5;-3.9;49.0;27.0;23.0;27.0;19.0;9.0;22.0;8.0;14.0;-5.4
2733;58-60 Uitgeverijen, film,radio en t.v.;2014;2527.0;2032.0;495.0;2532.0;-2.5;-3.2;-2.4;65.2;52.5;65.4;38.4;30.9;38.4;1.5;0.7;1.5;0.9;0.1;0.9;39.0;66.0;77.0;76.0;0.0;-3.9;-3.3;47.0;25.0;22.0;26.0;18.0;8.0;21.0;8.0;13.0;-4.8
2734;58-60 Uitgeverijen, film,radio en t.v.;2015;2522.0;2037.0;485.0;2518.0;-0.2;0.2;-0.6;66.4;53.7;66.3;39.3;31.7;39.2;1.9;2.3;1.5;2.5;2.9;2.1;38.0;64.0;75.0;75.0;0.0;-2.0;-2.6;46.0;25.0;21.0;26.0;17.0;8.0;20.0;7.0;13.0;-2.3
2735;58-60 Uitgeverijen, film,radio en t.v.;2016;2574.0;2087.0;487.0;2571.0;2.0;2.4;2.0;68.2;55.3;68.1;40.1;32.5;40.0;2.6;3.0;2.6;2.0;2.4;2.0;38.0;64.0;75.0;75.0;0.0;-0.6;0.0;46.0;24.0;21.0;25.0;17.0;8.0;21.0;8.0;13.0;-0.3
2736;58 Uitgeverijen;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2737;58 Uitgeverijen;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2738;58 Uitgeverijen;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2739;58 Uitgeverijen;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2740;58 Uitgeverijen;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2741;58 Uitgeverijen;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2742;58 Uitgeverijen;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2743;58 Uitgeverijen;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2744;58 Uitgeverijen;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2745;58 Uitgeverijen;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2746;58 Uitgeverijen;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2747;58 Uitgeverijen;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2748;58 Uitgeverijen;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2749;58 Uitgeverijen;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2750;58 Uitgeverijen;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2751;58 Uitgeverijen;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2752;58 Uitgeverijen;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2753;58 Uitgeverijen;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2754;58 Uitgeverijen;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2755;58 Uitgeverijen;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2756;58 Uitgeverijen;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2757;58 Uitgeverijen;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2758;58 Uitgeverijen;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2759;58 Uitgeverijen;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2760;58 Uitgeverijen;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2761;58 Uitgeverijen;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2762;58 Uitgeverijen;1995;1262.0;1091.0;171.0;1262.0;;;;36.5;31.6;36.5;23.8;20.6;23.8;;;;;;;35.0;53.0;;;;;;39.0;22.0;17.0;;;;;;;
2763;58 Uitgeverijen;1996;1300.0;1110.0;190.0;1298.0;3.0;1.8;2.9;38.2;32.6;38.2;24.6;21.0;24.6;4.7;3.4;4.5;3.3;2.0;3.2;34.0;53.0;;;;-1.6;-0.3;39.0;22.0;17.0;;;;;;;-0.3
2764;58 Uitgeverijen;1997;1394.0;1206.0;188.0;1392.0;7.2;8.6;7.2;39.2;33.9;39.2;25.3;21.9;25.2;2.6;3.9;2.6;2.5;3.8;2.5;36.0;55.0;;;;4.5;4.6;41.0;24.0;17.0;;;;;;;4.1
2765;58 Uitgeverijen;1998;1479.0;1203.0;276.0;1476.0;6.1;-0.2;6.0;40.3;32.8;40.2;25.8;21.0;25.7;2.7;-3.4;2.6;2.1;-4.0;2.1;37.0;57.0;;;;3.3;3.9;40.0;23.0;17.0;;;;;;;-0.7
2766;58 Uitgeverijen;1999;1612.0;1318.0;294.0;1610.0;9.1;9.6;9.2;41.6;34.0;41.5;26.4;21.6;26.4;3.2;3.7;3.3;2.4;2.9;2.5;39.0;61.0;;;;5.7;6.5;43.0;24.0;19.0;;;;;;;5.5
2767;58 Uitgeverijen;2000;1711.0;1385.0;326.0;1709.0;6.1;5.1;6.1;44.5;36.0;44.5;28.5;23.1;28.5;7.1;6.1;7.1;7.8;6.8;7.9;38.0;60.0;;;;-0.9;-1.6;42.0;23.0;19.0;;;;;;;-1.2
2768;58 Uitgeverijen;2001;1696.0;1401.0;295.0;1695.0;-0.9;1.1;-0.8;47.3;39.0;47.2;29.0;24.0;29.0;6.1;8.3;6.2;1.8;3.9;1.9;36.0;58.0;;;;-6.6;-2.7;41.0;23.0;18.0;;;;;;;-3.2
2769;58 Uitgeverijen;2002;1625.0;1362.0;263.0;1623.0;-4.2;-2.8;-4.3;48.2;40.4;48.2;29.5;24.7;29.5;2.0;3.5;2.0;1.8;3.3;1.7;34.0;55.0;;;;-6.1;-5.9;38.0;21.0;17.0;;;;;;;-5.8
2770;58 Uitgeverijen;2003;1672.0;1371.0;301.0;1670.0;2.9;0.7;2.9;51.1;41.9;51.0;31.1;25.5;31.1;5.9;3.6;5.9;5.5;3.2;5.5;33.0;54.0;;;;-2.8;-2.4;38.0;21.0;17.0;;;;;;;-1.6
2771;58 Uitgeverijen;2004;1599.0;1308.0;291.0;1595.0;-4.3;-4.6;-4.5;52.2;42.7;52.1;31.4;25.7;31.3;2.3;2.1;2.2;0.8;0.6;0.7;31.0;51.0;;;;-6.5;-5.1;36.0;19.0;17.0;;;;;;;-5.1
2772;58 Uitgeverijen;2005;1644.0;1355.0;289.0;1642.0;2.8;3.6;2.9;54.1;44.6;54.0;32.8;27.0;32.8;3.5;4.3;3.6;4.5;5.3;4.6;30.0;50.0;;;;-0.7;-1.6;36.0;19.0;17.0;;;;;;;-0.2
2773;58 Uitgeverijen;2006;1691.0;1401.0;290.0;1689.0;2.8;3.4;2.8;54.9;45.5;54.8;33.4;27.7;33.3;1.6;2.1;1.6;1.7;2.3;1.7;31.0;51.0;;;;1.3;1.1;36.0;20.0;16.0;;;;;;;0.8
2774;58 Uitgeverijen;2007;1761.0;1454.0;307.0;1759.0;4.2;3.8;4.2;57.6;47.6;57.5;35.0;28.9;35.0;4.9;4.5;4.9;4.9;4.5;4.9;31.0;50.0;;;;-0.7;-0.7;36.0;20.0;16.0;;;;;;;-0.4
2775;58 Uitgeverijen;2008;1855.0;1521.0;334.0;1853.0;5.4;4.6;5.4;60.5;49.6;60.5;36.9;30.2;36.8;5.1;4.4;5.1;5.3;4.5;5.3;31.0;50.0;;;;0.3;0.1;36.0;20.0;16.0;;;;;;;0.8
2776;58 Uitgeverijen;2009;1769.0;1454.0;315.0;1765.0;-4.6;-4.4;-4.7;60.6;49.8;60.5;36.9;30.3;36.8;0.1;0.3;0.0;0.0;0.2;-0.1;29.0;48.0;;;;-4.7;-4.6;34.0;19.0;15.0;;;;;;;-4.7
2777;58 Uitgeverijen;2010;1680.0;1381.0;299.0;1677.0;-5.0;-5.0;-5.0;62.4;51.3;62.3;37.8;31.1;37.8;3.0;3.0;3.1;2.6;2.6;2.6;27.0;44.0;52.0;52.0;0.0;-7.8;-7.4;33.0;17.0;16.0;18.0;12.0;6.0;14.0;4.0;10.0;-5.3
2778;58 Uitgeverijen;2011;1667.0;1370.0;297.0;1663.0;-0.8;-0.8;-0.9;62.5;51.4;62.4;37.4;30.8;37.4;0.2;0.2;0.1;-1.0;-1.0;-1.1;27.0;45.0;52.0;52.0;0.0;-1.0;0.2;32.0;16.0;15.0;18.0;12.0;6.0;14.0;4.0;10.0;-2.2
2779;58 Uitgeverijen;2012;1667.0;1352.0;315.0;1662.0;0.0;-1.3;0.0;62.9;51.0;62.7;37.9;30.8;37.8;0.6;-0.8;0.5;1.3;-0.1;1.2;27.0;44.0;52.0;51.0;0.0;-0.5;-1.3;32.0;17.0;15.0;18.0;12.0;6.0;14.0;5.0;10.0;0.0
2780;58 Uitgeverijen;2013;1576.0;1287.0;289.0;1577.0;-5.5;-4.8;-5.2;64.0;52.3;64.1;38.4;31.4;38.5;1.8;2.5;2.2;1.4;2.1;1.7;25.0;41.0;48.0;48.0;0.0;-7.2;-6.8;30.0;15.0;14.0;16.0;11.0;5.0;13.0;5.0;9.0;-7.3
2781;58 Uitgeverijen;2014;1479.0;1197.0;282.0;1482.0;-6.1;-7.0;-6.0;64.9;52.5;65.0;38.9;31.5;39.0;1.3;0.4;1.5;1.3;0.4;1.4;23.0;38.0;44.0;44.0;0.0;-7.4;-7.3;27.0;14.0;13.0;15.0;10.0;5.0;12.0;4.0;8.0;-8.4
2782;58 Uitgeverijen;2015;1477.0;1187.0;290.0;1475.0;-0.1;-0.9;-0.5;67.1;53.9;67.0;40.5;32.5;40.4;3.4;2.7;3.1;3.9;3.1;3.6;22.0;37.0;43.0;43.0;0.0;-3.4;-3.9;26.0;14.0;12.0;15.0;10.0;5.0;11.0;4.0;8.0;-3.5
2783;58 Uitgeverijen;2016;1509.0;1216.0;293.0;1507.0;2.1;2.4;2.1;70.6;56.9;70.5;42.4;34.2;42.3;5.3;5.6;5.3;4.7;5.0;4.7;21.0;36.0;42.0;42.0;0.0;-3.0;-2.5;25.0;13.0;12.0;14.0;9.0;5.0;11.0;4.0;7.0;-3.0
2784;59-60 Film, TV en radio;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2785;59-60 Film, TV en radio;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2786;59-60 Film, TV en radio;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2787;59-60 Film, TV en radio;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2788;59-60 Film, TV en radio;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789;59-60 Film, TV en radio;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2790;59-60 Film, TV en radio;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2791;59-60 Film, TV en radio;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2792;59-60 Film, TV en radio;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2793;59-60 Film, TV en radio;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2794;59-60 Film, TV en radio;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2795;59-60 Film, TV en radio;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2796;59-60 Film, TV en radio;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2797;59-60 Film, TV en radio;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2798;59-60 Film, TV en radio;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2799;59-60 Film, TV en radio;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2800;59-60 Film, TV en radio;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2801;59-60 Film, TV en radio;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2802;59-60 Film, TV en radio;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2803;59-60 Film, TV en radio;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2804;59-60 Film, TV en radio;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2805;59-60 Film, TV en radio;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2806;59-60 Film, TV en radio;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2807;59-60 Film, TV en radio;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2808;59-60 Film, TV en radio;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2809;59-60 Film, TV en radio;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2810;59-60 Film, TV en radio;1995;622.0;515.0;107.0;622.0;;;;48.0;39.8;48.0;23.5;19.5;23.5;;;;;;;13.0;26.0;;;;;;19.0;11.0;8.0;;;;;;;
