ID;RegioIndeling2015;Perioden;Levendgeborenen_1;Overledenen_2;Immigratie_3;EmigratieInclusiefCorrecties_4;VestigersUitAndereGemeente_5;VertrekkersNaarAndereGemeente_6;Woningbouwveronderstellingen_7;BevolkingAanHetEindVanDePeriode_8
839;Goirle;2035 tot 2040;1.2;1.4;0.6;0.5;5.4;4.9;;24.5
840;Gorinchem;2015 tot 2020;1.9;1.6;1.2;1.2;7.4;7.4;;35.6
841;Gorinchem;2020 tot 2025;1.9;1.6;1.1;1.4;7.6;7.7;;35.4
842;Gorinchem;2025 tot 2030;1.8;1.7;1.0;1.4;7.3;6.9;;35.6
843;Gorinchem;2030 tot 2035;1.9;1.8;1.0;1.4;7.6;6.9;;36.0
844;Gorinchem;2035 tot 2040;1.8;1.9;1.0;1.3;7.4;7.0;;36.0
845;Gouda;2015 tot 2020;4.1;3.1;2.6;2.0;13.4;13.6;;72.5
846;Gouda;2020 tot 2025;4.2;3.2;2.5;2.3;14.3;13.8;;74.2
847;Gouda;2025 tot 2030;4.2;3.4;2.5;2.3;14.3;14.6;;74.7
848;Gouda;2030 tot 2035;4.0;3.7;2.4;2.3;14.2;14.9;;74.6
849;Gouda;2035 tot 2040;3.8;3.9;2.4;2.2;14.4;14.7;;74.2
850;Grave;2015 tot 2020;0.6;0.6;1.9;0.2;3.3;4.9;;12.8
851;Grave;2020 tot 2025;0.6;0.6;0.5;0.2;4.0;4.9;;12.4
852;Grave;2025 tot 2030;0.7;0.6;0.4;0.2;4.0;4.7;;12.0
853;Grave;2030 tot 2035;0.7;0.6;0.4;0.1;4.0;4.7;;11.7
854;Grave;2035 tot 2040;0.6;0.6;0.3;0.1;3.7;4.5;;11.0
855;'s-Gravenhage (gemeente);2015 tot 2020;34.3;20.6;80.8;57.0;98.9;107.0;;544.2
856;'s-Gravenhage (gemeente);2020 tot 2025;36.1;20.6;71.2;61.5;109.4;113.0;;565.8
857;'s-Gravenhage (gemeente);2025 tot 2030;36.4;21.9;68.3;62.4;112.1;116.4;;581.9
858;'s-Gravenhage (gemeente);2030 tot 2035;36.6;23.6;68.7;62.5;115.6;118.9;;597.8
859;'s-Gravenhage (gemeente);2035 tot 2040;37.0;25.6;70.6;63.6;120.0;119.6;;616.6
860;Groesbeek;2015 tot 2020;1.3;2.1;1.1;0.8;7.8;7.1;;34.4
861;Groesbeek;2020 tot 2025;1.4;2.0;1.0;0.9;8.1;7.7;;34.5
862;Groesbeek;2025 tot 2030;1.5;2.0;1.0;0.9;9.0;8.0;;35.1
863;Groesbeek;2030 tot 2035;1.6;2.1;1.1;1.0;8.9;8.1;;35.6
864;Groesbeek;2035 tot 2040;1.6;2.1;1.1;1.0;9.4;8.3;;36.2
865;Groningen (gemeente);2015 tot 2020;11.4;6.9;28.7;23.9;73.7;74.2;;209.3
866;Groningen (gemeente);2020 tot 2025;13.3;7.0;30.0;28.9;78.1;78.7;;216.2
867;Groningen (gemeente);2025 tot 2030;14.2;7.3;30.5;30.4;74.3;81.4;;216.1
868;Groningen (gemeente);2030 tot 2035;13.8;7.6;29.7;29.4;70.8;80.4;;213.0
869;Groningen (gemeente);2035 tot 2040;12.9;8.2;28.8;28.0;73.8;78.4;;214.0
870;Grootegast;2015 tot 2020;0.6;0.5;0.1;0.2;2.5;2.1;;12.6
871;Grootegast;2020 tot 2025;0.8;0.5;0.1;0.2;2.4;2.4;;12.7
872;Grootegast;2025 tot 2030;0.8;0.5;0.1;0.2;2.1;2.4;;12.6
873;Grootegast;2030 tot 2035;0.8;0.5;0.1;0.2;2.0;2.3;;12.4
874;Grootegast;2035 tot 2040;0.7;0.6;0.1;0.2;2.1;2.3;;12.3
875;Gulpen-Wittem;2015 tot 2020;0.5;0.9;1.3;0.3;3.1;3.4;;14.8
876;Gulpen-Wittem;2020 tot 2025;0.6;0.9;0.5;0.4;3.0;2.8;;14.8
877;Gulpen-Wittem;2025 tot 2030;0.7;0.9;0.5;0.4;3.2;2.9;;14.9
878;Gulpen-Wittem;2030 tot 2035;0.7;1.0;0.5;0.4;3.2;2.9;;15.0
879;Gulpen-Wittem;2035 tot 2040;0.7;1.0;0.5;0.4;3.3;2.9;;15.0
880;Haaksbergen;2015 tot 2020;0.9;1.2;0.3;0.4;3.6;3.4;;24.3
881;Haaksbergen;2020 tot 2025;1.1;1.2;0.2;0.4;3.7;3.5;;24.3
882;Haaksbergen;2025 tot 2030;1.2;1.2;0.2;0.4;3.8;3.5;;24.3
883;Haaksbergen;2030 tot 2035;1.3;1.3;0.2;0.4;3.7;3.5;;24.5
884;Haaksbergen;2035 tot 2040;1.2;1.3;0.2;0.4;3.7;3.5;;24.5
885;Haaren;2015 tot 2020;0.5;0.6;0.4;0.2;2.5;2.4;;13.6
886;Haaren;2020 tot 2025;0.6;0.6;0.3;0.3;2.4;2.6;;13.5
887;Haaren;2025 tot 2030;0.7;0.7;0.3;0.3;2.4;2.6;;13.3
888;Haaren;2030 tot 2035;0.7;0.7;0.3;0.3;2.4;2.5;;13.2
889;Haaren;2035 tot 2040;0.6;0.7;0.3;0.2;2.4;2.5;;13.1
890;Haarlem;2015 tot 2020;9.8;7.0;9.0;7.1;42.8;39.3;;164.8
891;Haarlem;2020 tot 2025;10.7;7.1;8.8;8.0;46.8;41.1;;175.0
892;Haarlem;2025 tot 2030;11.0;7.3;8.7;8.3;44.7;42.5;;181.4
893;Haarlem;2030 tot 2035;10.9;7.7;8.8;8.3;45.4;43.5;;187.1
894;Haarlem;2035 tot 2040;10.9;8.3;8.9;8.3;44.9;44.3;;190.8
895;Haarlemmerliede en Spaarnwoude;2015 tot 2020;0.2;0.2;0.2;0.2;1.5;1.2;;5.9
896;Haarlemmerliede en Spaarnwoude;2020 tot 2025;0.3;0.2;0.2;0.2;1.5;1.3;;6.1
897;Haarlemmerliede en Spaarnwoude;2025 tot 2030;0.3;0.3;0.2;0.2;1.5;1.4;;6.3
898;Haarlemmerliede en Spaarnwoude;2030 tot 2035;0.3;0.3;0.2;0.2;1.5;1.4;;6.4
899;Haarlemmerliede en Spaarnwoude;2035 tot 2040;0.3;0.3;0.2;0.2;1.4;1.4;;6.5
900;Haarlemmermeer;2015 tot 2020;6.8;4.8;10.8;6.8;30.9;30.1;;150.8
901;Haarlemmermeer;2020 tot 2025;8.2;5.5;11.0;8.2;34.9;33.0;;158.3
902;Haarlemmermeer;2025 tot 2030;8.9;6.2;11.2;8.6;35.0;34.5;;164.0
903;Haarlemmermeer;2030 tot 2035;9.0;6.9;11.3;8.7;35.3;35.1;;168.9
904;Haarlemmermeer;2035 tot 2040;8.9;7.7;11.5;8.8;38.3;36.0;;175.1
905;Halderberge;2015 tot 2020;1.2;1.4;1.0;0.7;5.5;5.4;;29.6
906;Halderberge;2020 tot 2025;1.2;1.5;0.9;0.8;6.0;5.9;;29.5
907;Halderberge;2025 tot 2030;1.2;1.6;0.9;0.8;6.1;6.0;;29.3
908;Halderberge;2030 tot 2035;1.1;1.6;0.9;0.8;5.9;5.9;;28.9
909;Halderberge;2035 tot 2040;1.1;1.7;0.9;0.8;6.0;5.8;;28.6
910;Hardenberg;2015 tot 2020;3.2;2.5;0.9;0.5;7.4;8.7;;59.3
911;Hardenberg;2020 tot 2025;3.4;2.5;0.8;0.6;7.6;8.9;;59.0
912;Hardenberg;2025 tot 2030;3.5;2.5;0.8;0.6;7.9;9.0;;59.1
913;Hardenberg;2030 tot 2035;3.6;2.6;0.8;0.6;8.0;8.9;;59.2
914;Hardenberg;2035 tot 2040;3.5;2.7;0.7;0.6;7.7;8.9;;59.0
915;Harderwijk;2015 tot 2020;2.7;1.8;1.2;1.0;8.9;9.7;;46.0
916;Harderwijk;2020 tot 2025;2.6;1.9;1.1;1.1;9.4;9.8;;46.2
917;Harderwijk;2025 tot 2030;2.6;2.0;1.0;1.1;10.2;10.0;;46.9
918;Harderwijk;2030 tot 2035;2.7;2.1;1.0;1.1;10.5;10.3;;47.6
919;Harderwijk;2035 tot 2040;2.6;2.3;1.0;1.1;10.6;10.4;;48.1
920;Hardinxveld-Giessendam;2015 tot 2020;1.0;0.7;0.2;0.2;2.6;2.9;;17.9
921;Hardinxveld-Giessendam;2020 tot 2025;1.0;0.7;0.2;0.2;2.5;2.9;;17.9
922;Hardinxveld-Giessendam;2025 tot 2030;1.0;0.7;0.2;0.2;2.5;3.0;;17.7
923;Hardinxveld-Giessendam;2030 tot 2035;1.0;0.8;0.2;0.2;2.4;2.9;;17.5
924;Hardinxveld-Giessendam;2035 tot 2040;0.9;0.8;0.2;0.2;2.4;2.8;;17.3
925;Haren;2015 tot 2020;0.8;1.3;2.2;0.5;6.3;6.2;;20.1
926;Haren;2020 tot 2025;1.1;1.2;0.8;0.6;5.9;5.4;;20.6
927;Haren;2025 tot 2030;1.2;1.1;0.8;0.7;5.6;5.5;;21.0
928;Haren;2030 tot 2035;1.2;1.1;0.8;0.6;4.6;5.2;;20.6
929;Haren;2035 tot 2040;1.1;1.2;0.7;0.6;5.3;5.1;;20.9
930;Harlingen;2015 tot 2020;0.7;0.9;0.5;0.3;3.6;3.4;;16.0
931;Harlingen;2020 tot 2025;0.7;0.8;0.4;0.3;3.3;3.4;;15.8
932;Harlingen;2025 tot 2030;0.8;0.9;0.3;0.3;3.3;3.3;;15.7
933;Harlingen;2030 tot 2035;0.8;1.0;0.3;0.3;3.4;3.2;;15.7
934;Harlingen;2035 tot 2040;0.7;1.0;0.3;0.3;3.2;3.2;;15.4
935;Hattem;2015 tot 2020;0.6;0.5;0.2;0.2;2.5;2.2;;12.0
936;Hattem;2020 tot 2025;0.6;0.6;0.2;0.3;2.6;2.4;;12.2
937;Hattem;2025 tot 2030;0.6;0.6;0.2;0.3;2.8;2.5;;12.4
938;Hattem;2030 tot 2035;0.7;0.6;0.2;0.3;2.7;2.5;;12.5
939;Hattem;2035 tot 2040;0.7;0.6;0.2;0.3;2.8;2.5;;12.7
940;Heemskerk;2015 tot 2020;1.8;1.9;1.0;1.0;8.6;8.5;;39.2
941;Heemskerk;2020 tot 2025;1.8;1.9;0.9;1.1;8.7;8.4;;39.3
942;Heemskerk;2025 tot 2030;1.9;1.9;0.9;1.1;9.2;8.5;;39.7
943;Heemskerk;2030 tot 2035;1.8;1.9;0.9;1.1;9.8;8.7;;40.6
944;Heemskerk;2035 tot 2040;1.8;2.0;0.9;1.1;9.4;8.8;;40.8
945;Heemstede;2015 tot 2020;1.0;1.6;1.2;0.9;8.7;7.2;;27.6
946;Heemstede;2020 tot 2025;1.2;1.6;1.1;1.0;7.2;7.3;;27.4
947;Heemstede;2025 tot 2030;1.3;1.6;1.1;1.0;6.8;6.8;;27.1
948;Heemstede;2030 tot 2035;1.2;1.6;1.1;1.0;6.9;6.5;;27.3
949;Heemstede;2035 tot 2040;1.3;1.6;1.1;1.1;7.1;6.6;;27.6
950;Heerde;2015 tot 2020;1.0;0.9;0.4;0.3;3.5;3.2;;19.0
951;Heerde;2020 tot 2025;1.1;0.9;0.4;0.4;3.5;3.4;;19.4
952;Heerde;2025 tot 2030;1.1;0.9;0.4;0.4;3.5;3.4;;19.6
953;Heerde;2030 tot 2035;1.2;1.0;0.4;0.4;3.5;3.4;;19.8
954;Heerde;2035 tot 2040;1.1;1.0;0.4;0.4;3.7;3.5;;20.2
955;Heerenveen;2015 tot 2020;2.4;2.4;1.1;1.0;12.0;10.6;;51.7
956;Heerenveen;2020 tot 2025;2.5;2.5;1.0;1.1;12.2;11.5;;52.4
957;Heerenveen;2025 tot 2030;2.6;2.7;1.1;1.1;12.4;11.5;;53.1
958;Heerenveen;2030 tot 2035;2.7;2.9;1.0;1.1;12.0;11.5;;53.3
959;Heerenveen;2035 tot 2040;2.7;3.0;1.0;1.1;11.6;11.4;;53.1
960;Heerhugowaard;2015 tot 2020;2.9;1.8;1.7;1.1;11.9;12.0;;55.2
961;Heerhugowaard;2020 tot 2025;3.0;2.1;1.6;1.3;12.5;11.9;;57.0
962;Heerhugowaard;2025 tot 2030;3.1;2.4;1.6;1.3;12.4;12.4;;57.9
963;Heerhugowaard;2030 tot 2035;3.2;2.7;1.5;1.3;11.9;12.4;;58.2
964;Heerhugowaard;2035 tot 2040;3.0;2.8;1.5;1.3;12.1;12.2;;58.5
965;Heerlen;2015 tot 2020;3.9;5.5;5.0;3.7;21.0;21.6;;86.7
966;Heerlen;2020 tot 2025;4.1;5.4;4.4;3.9;20.9;21.1;;85.6
967;Heerlen;2025 tot 2030;3.9;5.5;4.1;3.9;21.2;20.5;;85.0
968;Heerlen;2030 tot 2035;3.8;5.7;4.0;3.8;21.4;20.2;;84.5
969;Heerlen;2035 tot 2040;3.6;6.0;3.9;3.7;21.9;20.2;;84.0
970;Heeze-Leende;2015 tot 2020;0.6;0.8;0.5;0.3;3.5;2.6;;16.4
971;Heeze-Leende;2020 tot 2025;0.7;0.8;0.5;0.4;3.5;3.0;;17.0
972;Heeze-Leende;2025 tot 2030;0.7;0.9;0.5;0.4;3.6;3.1;;17.4
973;Heeze-Leende;2030 tot 2035;0.8;0.9;0.5;0.4;3.7;3.2;;17.9
974;Heeze-Leende;2035 tot 2040;0.8;0.9;0.5;0.4;3.6;3.2;;18.1
975;Heiloo;2015 tot 2020;0.8;1.2;0.5;0.3;5.5;4.7;;23.1
976;Heiloo;2020 tot 2025;1.0;1.3;0.4;0.4;5.4;4.9;;23.4
977;Heiloo;2025 tot 2030;1.1;1.4;0.5;0.4;5.5;5.1;;23.5
978;Heiloo;2030 tot 2035;1.2;1.5;0.5;0.4;5.6;5.0;;23.9
979;Heiloo;2035 tot 2040;1.1;1.5;0.5;0.4;5.8;5.0;;24.4
980;Den Helder;2015 tot 2020;2.5;2.9;3.5;1.8;7.6;10.4;;55.0
981;Den Helder;2020 tot 2025;2.2;2.9;1.8;1.7;8.5;9.3;;53.7
982;Den Helder;2025 tot 2030;2.1;3.0;1.7;1.7;8.5;9.0;;52.3
983;Den Helder;2030 tot 2035;2.0;3.1;1.6;1.6;8.5;8.8;;50.9
984;Den Helder;2035 tot 2040;1.9;3.3;1.6;1.5;8.5;8.6;;49.5
985;Hellendoorn;2015 tot 2020;1.7;1.8;0.5;0.4;4.3;4.4;;35.6
986;Hellendoorn;2020 tot 2025;1.9;1.7;0.5;0.4;4.5;4.8;;35.6
987;Hellendoorn;2025 tot 2030;2.0;1.7;0.5;0.5;4.5;4.9;;35.5
988;Hellendoorn;2030 tot 2035;2.0;1.7;0.5;0.5;4.5;4.9;;35.5
989;Hellendoorn;2035 tot 2040;1.9;1.8;0.5;0.5;4.5;4.8;;35.4
990;Hellevoetsluis;2015 tot 2020;1.7;1.7;1.3;1.2;5.6;5.6;;39.0
991;Hellevoetsluis;2020 tot 2025;1.7;1.7;1.2;1.3;6.4;5.5;;39.7
992;Hellevoetsluis;2025 tot 2030;1.8;1.9;1.1;1.3;6.0;5.5;;39.8
993;Hellevoetsluis;2030 tot 2035;1.7;2.1;1.1;1.3;6.0;5.5;;39.7
994;Hellevoetsluis;2035 tot 2040;1.7;2.3;1.1;1.2;6.3;5.5;;39.7
995;Helmond;2015 tot 2020;4.9;3.6;3.7;3.8;16.1;14.1;;93.0
996;Helmond;2020 tot 2025;5.2;3.9;3.4;4.0;16.6;14.9;;95.4
997;Helmond;2025 tot 2030;5.4;4.2;3.4;4.1;17.1;15.3;;97.6
998;Helmond;2030 tot 2035;5.3;4.6;3.3;4.1;17.2;15.3;;99.4
999;Helmond;2035 tot 2040;5.0;4.9;3.3;4.0;17.6;15.6;;100.8
1000;Hendrik-Ido-Ambacht;2015 tot 2020;1.8;0.9;0.5;0.4;5.1;4.8;;30.5
1001;Hendrik-Ido-Ambacht;2020 tot 2025;1.8;1.1;0.5;0.5;5.1;4.8;;31.6
1002;Hendrik-Ido-Ambacht;2025 tot 2030;1.9;1.3;0.5;0.5;5.6;5.1;;32.7
1003;Hendrik-Ido-Ambacht;2030 tot 2035;2.0;1.4;0.5;0.6;5.7;5.3;;33.7
1004;Hendrik-Ido-Ambacht;2035 tot 2040;2.0;1.5;0.5;0.6;5.5;5.4;;34.2
1005;Hengelo (O.);2015 tot 2020;4.0;3.9;2.5;2.3;13.5;13.8;;81.1
1006;Hengelo (O.);2020 tot 2025;4.0;3.9;2.2;2.5;14.0;13.7;;81.1
1007;Hengelo (O.);2025 tot 2030;4.0;4.1;2.2;2.5;14.0;13.7;;81.0
1008;Hengelo (O.);2030 tot 2035;3.9;4.3;2.1;2.5;13.9;13.4;;80.8
1009;Hengelo (O.);2035 tot 2040;3.8;4.6;2.0;2.4;12.9;13.1;;79.4
1010;'s-Hertogenbosch;2015 tot 2020;9.2;6.1;6.2;4.8;35.3;32.4;;158.2
1011;'s-Hertogenbosch;2020 tot 2025;10.0;6.6;5.7;5.2;34.8;34.5;;162.4
1012;'s-Hertogenbosch;2025 tot 2030;10.2;7.1;5.5;5.4;35.0;35.2;;165.5
1013;'s-Hertogenbosch;2030 tot 2035;10.0;7.7;5.5;5.3;35.1;35.5;;167.7
1014;'s-Hertogenbosch;2035 tot 2040;9.6;8.3;5.4;5.2;35.2;35.8;;168.7
1015;Heumen;2015 tot 2020;0.5;0.7;0.4;0.3;3.0;3.0;;16.3
1016;Heumen;2020 tot 2025;0.6;0.8;0.4;0.3;3.3;3.2;;16.3
1017;Heumen;2025 tot 2030;0.8;0.8;0.4;0.4;3.2;3.2;;16.2
1018;Heumen;2030 tot 2035;0.8;0.9;0.4;0.4;3.4;3.2;;16.4
1019;Heumen;2035 tot 2040;0.9;0.9;0.4;0.4;3.7;3.3;;16.7
1020;Heusden;2015 tot 2020;1.9;1.7;1.4;1.0;7.8;7.9;;43.6
1021;Heusden;2020 tot 2025;2.1;1.9;1.3;1.2;8.4;8.1;;44.1
1022;Heusden;2025 tot 2030;2.3;2.2;1.3;1.2;9.0;8.4;;44.9
1023;Heusden;2030 tot 2035;2.5;2.3;1.3;1.3;9.0;8.5;;45.6
1024;Heusden;2035 tot 2040;2.5;2.5;1.4;1.3;9.0;8.5;;46.2
1025;Hillegom;2015 tot 2020;1.0;1.0;0.9;0.5;4.7;4.2;;22.0
1026;Hillegom;2020 tot 2025;1.1;1.0;0.9;0.6;4.4;4.2;;22.5
1027;Hillegom;2025 tot 2030;1.0;1.1;0.9;0.6;4.0;4.3;;22.4
1028;Hillegom;2030 tot 2035;0.9;1.1;0.9;0.6;3.8;4.2;;22.2
1029;Hillegom;2035 tot 2040;0.9;1.2;0.8;0.6;4.2;4.1;;22.1
1030;Hilvarenbeek;2015 tot 2020;0.6;0.6;0.2;0.3;2.7;2.4;;15.2
1031;Hilvarenbeek;2020 tot 2025;0.6;0.7;0.2;0.3;2.5;2.6;;15.0
1032;Hilvarenbeek;2025 tot 2030;0.7;0.7;0.2;0.3;2.4;2.5;;14.7
1033;Hilvarenbeek;2030 tot 2035;0.7;0.8;0.2;0.3;2.2;2.4;;14.3
1034;Hilvarenbeek;2035 tot 2040;0.6;0.8;0.2;0.3;2.2;2.3;;13.9
1035;Hilversum;2015 tot 2020;4.6;4.4;6.1;4.8;23.8;23.0;;89.4
1036;Hilversum;2020 tot 2025;5.3;4.2;5.5;4.9;24.7;24.0;;91.7
1037;Hilversum;2025 tot 2030;5.6;4.2;5.5;5.1;25.0;24.8;;93.7
1038;Hilversum;2030 tot 2035;5.7;4.3;5.6;5.2;25.0;25.3;;95.2
1039;Hilversum;2035 tot 2040;5.7;4.6;5.6;5.1;25.0;25.6;;96.2
1040;Hof van Twente;2015 tot 2020;1.4;2.0;0.8;0.5;5.0;5.0;;34.6
1041;Hof van Twente;2020 tot 2025;1.4;2.0;0.8;0.6;5.2;5.2;;34.2
1042;Hof van Twente;2025 tot 2030;1.4;2.1;0.8;0.6;5.5;5.2;;34.1
1043;Hof van Twente;2030 tot 2035;1.5;2.2;0.8;0.6;5.2;5.1;;33.7
1044;Hof van Twente;2035 tot 2040;1.5;2.3;0.8;0.6;5.3;5.0;;33.4
1045;Hollands Kroon;2015 tot 2020;2.2;2.0;1.9;1.1;7.3;8.2;;47.6
1046;Hollands Kroon;2020 tot 2025;2.3;2.3;1.7;1.2;7.6;8.0;;47.7
1047;Hollands Kroon;2025 tot 2030;2.4;2.7;1.6;1.2;7.6;8.1;;47.3
1048;Hollands Kroon;2030 tot 2035;2.4;2.9;1.6;1.2;7.7;7.9;;47.0
1049;Hollands Kroon;2035 tot 2040;2.2;3.1;1.5;1.2;7.7;7.7;;46.4
1050;Hoogeveen;2015 tot 2020;2.8;2.6;2.5;0.6;8.0;8.9;;56.1
1051;Hoogeveen;2020 tot 2025;2.7;2.7;0.8;0.7;8.8;8.5;;56.4
1052;Hoogeveen;2025 tot 2030;2.7;2.9;0.8;0.7;9.0;8.6;;56.8
1053;Hoogeveen;2030 tot 2035;2.7;3.0;0.8;0.7;8.9;8.6;;56.9
1054;Hoogeveen;2035 tot 2040;2.7;3.2;0.8;0.7;8.9;8.5;;56.8
1055;Hoogezand-Sappemeer;2015 tot 2020;1.6;2.0;1.2;0.9;7.1;7.0;;34.4
1056;Hoogezand-Sappemeer;2020 tot 2025;1.6;1.8;1.1;1.0;6.9;7.4;;33.9
1057;Hoogezand-Sappemeer;2025 tot 2030;1.6;1.8;1.1;1.0;7.1;7.3;;33.7
1058;Hoogezand-Sappemeer;2030 tot 2035;1.6;1.8;1.1;1.0;7.2;7.4;;33.4
1059;Hoogezand-Sappemeer;2035 tot 2040;1.6;1.8;1.1;1.0;8.1;7.5;;33.9
1060;Hoorn;2015 tot 2020;4.0;3.0;2.3;2.0;12.3;12.8;;72.7
1061;Hoorn;2020 tot 2025;4.1;3.1;2.0;2.1;14.0;13.0;;74.7
1062;Hoorn;2025 tot 2030;4.1;3.3;2.0;2.2;13.0;13.0;;75.2
1063;Hoorn;2030 tot 2035;3.9;3.6;1.9;2.1;13.1;13.0;;75.5
1064;Hoorn;2035 tot 2040;3.9;3.8;1.9;2.1;13.3;13.0;;75.7
1065;Horst aan de Maas;2015 tot 2020;1.8;1.9;1.6;1.0;6.1;6.6;;41.7
1066;Horst aan de Maas;2020 tot 2025;1.9;2.0;1.4;1.1;5.6;6.7;;40.8
1067;Horst aan de Maas;2025 tot 2030;1.9;2.2;1.4;1.1;5.5;6.6;;39.8
1068;Horst aan de Maas;2030 tot 2035;1.8;2.2;1.3;1.1;5.4;6.3;;38.8
1069;Horst aan de Maas;2035 tot 2040;1.7;2.4;1.3;1.0;5.3;6.1;;37.6
1070;Houten;2015 tot 2020;2.5;1.5;1.1;0.9;9.8;10.0;;49.6
1071;Houten;2020 tot 2025;2.6;1.6;1.1;1.0;9.8;10.6;;49.9
1072;Houten;2025 tot 2030;2.6;1.8;1.0;1.0;9.9;10.6;;50.1
1073;Houten;2030 tot 2035;2.6;2.0;1.0;1.0;9.9;10.3;;50.3
1074;Houten;2035 tot 2040;2.5;2.3;1.0;1.0;9.8;10.1;;50.3
1075;Huizen;2015 tot 2020;1.8;1.9;1.3;1.0;8.8;8.8;;41.4
1076;Huizen;2020 tot 2025;2.0;2.0;1.2;1.2;8.7;8.9;;41.3
1077;Huizen;2025 tot 2030;2.1;2.1;1.2;1.2;8.7;9.1;;41.0
1078;Huizen;2030 tot 2035;2.2;2.2;1.2;1.2;8.7;8.9;;40.8
1079;Huizen;2035 tot 2040;2.1;2.3;1.2;1.1;8.7;8.9;;40.4
1080;Hulst;2015 tot 2020;1.1;1.5;1.8;1.5;3.1;3.3;;27.1
1081;Hulst;2020 tot 2025;1.3;1.5;1.8;1.7;3.5;3.6;;26.8
1082;Hulst;2025 tot 2030;1.4;1.5;1.8;1.8;3.5;3.6;;26.6
1083;Hulst;2030 tot 2035;1.5;1.6;1.8;1.8;3.5;3.6;;26.5
1084;Hulst;2035 tot 2040;1.4;1.6;1.8;1.8;3.5;3.6;;26.2
1085;IJsselstein;2015 tot 2020;1.6;1.1;0.9;0.7;5.5;7.1;;33.2
1086;IJsselstein;2020 tot 2025;1.4;1.2;0.9;0.8;5.1;6.8;;31.8
1087;IJsselstein;2025 tot 2030;1.4;1.3;0.8;0.8;5.4;6.6;;30.7
1088;IJsselstein;2030 tot 2035;1.4;1.3;0.8;0.8;6.1;6.4;;30.5
1089;IJsselstein;2035 tot 2040;1.5;1.4;0.8;0.8;6.0;6.3;;30.4
1090;Kaag en Braassem;2015 tot 2020;1.2;1.0;0.7;0.5;5.9;4.4;;27.7
1091;Kaag en Braassem;2020 tot 2025;1.3;1.1;0.8;0.6;5.7;4.8;;29.0
1092;Kaag en Braassem;2025 tot 2030;1.3;1.3;0.8;0.6;5.0;4.9;;29.3
1093;Kaag en Braassem;2030 tot 2035;1.3;1.4;0.8;0.6;5.0;4.9;;29.4
1094;Kaag en Braassem;2035 tot 2040;1.2;1.4;0.8;0.6;5.0;5.0;;29.4
1095;Kampen;2015 tot 2020;3.3;1.9;1.0;1.0;7.6;7.4;;53.1
1096;Kampen;2020 tot 2025;3.5;2.0;1.0;1.2;8.0;7.7;;54.6
1097;Kampen;2025 tot 2030;3.5;2.1;1.0;1.3;7.7;7.9;;55.5
1098;Kampen;2030 tot 2035;3.5;2.2;1.0;1.3;7.1;7.9;;55.7
1099;Kampen;2035 tot 2040;3.4;2.3;1.0;1.3;6.9;7.8;;55.5
1100;Kapelle;2015 tot 2020;0.6;0.5;0.4;0.2;2.4;2.6;;12.7
1101;Kapelle;2020 tot 2025;0.7;0.5;0.3;0.2;2.2;2.6;;12.6
1102;Kapelle;2025 tot 2030;0.7;0.6;0.3;0.2;2.2;2.6;;12.4
1103;Kapelle;2030 tot 2035;0.7;0.6;0.3;0.2;2.2;2.5;;12.3
1104;Kapelle;2035 tot 2040;0.6;0.7;0.3;0.2;2.3;2.2;;12.4
1105;Katwijk;2015 tot 2020;4.0;2.6;3.8;1.3;8.8;9.1;;67.3
1106;Katwijk;2020 tot 2025;4.4;2.6;1.7;1.6;7.9;8.8;;68.3
1107;Katwijk;2025 tot 2030;4.4;2.7;1.6;1.6;9.3;9.0;;70.2
1108;Katwijk;2030 tot 2035;4.5;2.9;1.6;1.7;8.7;9.3;;71.2
1109;Katwijk;2035 tot 2040;4.4;3.0;1.6;1.6;7.7;9.2;;71.1
1110;Kerkrade;2015 tot 2020;1.8;3.3;2.0;2.1;10.0;10.4;;44.5
1111;Kerkrade;2020 tot 2025;1.7;3.1;1.8;2.4;11.8;10.3;;44.1
1112;Kerkrade;2025 tot 2030;1.7;3.2;1.7;2.4;11.3;10.2;;43.0
1113;Kerkrade;2030 tot 2035;1.5;3.2;1.6;2.2;10.1;9.7;;41.1
1114;Kerkrade;2035 tot 2040;1.3;3.3;1.5;2.1;9.3;9.1;;38.8
1115;Koggenland;2015 tot 2020;1.0;0.8;0.5;0.4;3.6;3.6;;22.8
1116;Koggenland;2020 tot 2025;1.0;1.0;0.5;0.5;3.9;3.8;;23.0
1117;Koggenland;2025 tot 2030;1.1;1.1;0.5;0.5;4.0;3.9;;23.2
1118;Koggenland;2030 tot 2035;1.2;1.2;0.5;0.5;3.9;3.9;;23.2
1119;Koggenland;2035 tot 2040;1.1;1.3;0.5;0.5;3.9;3.8;;23.1
1120;Kollumerland en Nieuwkruisland;2015 tot 2020;0.6;0.6;0.1;0.1;2.4;2.2;;13.1
1121;Kollumerland en Nieuwkruisland;2020 tot 2025;0.7;0.6;0.1;0.1;2.2;2.3;;13.1
1122;Kollumerland en Nieuwkruisland;2025 tot 2030;0.7;0.6;0.1;0.1;2.3;2.3;;13.1
1123;Kollumerland en Nieuwkruisland;2030 tot 2035;0.7;0.7;0.1;0.1;2.4;2.3;;13.3
1124;Kollumerland en Nieuwkruisland;2035 tot 2040;0.7;0.7;0.1;0.1;2.3;2.3;;13.3
1125;Korendijk;2015 tot 2020;0.5;0.5;0.1;0.1;1.3;1.6;;10.5
