ID;Vormen;Wijken;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;k_0Tot4Jaar_2;k_4Tot12Jaar_3;k_12Tot18Jaar_4;k_18Tot23Jaar_5;ThuiswonendKindInEenouderhuishouden_6;ThuiswonendKindBijEenPaar_7;AnderHuishouden_8;TotaalTrajectenInNatura_9;GemeentelijkeToegang_10;Huisarts_11;Jeugdarts_12;GecertificeerdeInstelling_13;MedischSpecialist_14;RechterOfficierVanJustitie_15;GeenVerwijzer_16;VerwijzerOnbekend_17;Gemeentenaam_18;SoortRegio_19;Codering_20;IndelingswijzigingWijken_21
5007;Totaal jeugdhulp in natura;Centrum;1e halfjaar 2024;90.0;;35.0;40.0;10.0;35.0;40.0;15.0;105.0;30.0;50.0;;10.0;;;10.0;;Groningen                               ;Wijk     ;WK001400  ;1.0
5008;Totaal jeugdhulp in natura;Oud-Zuid;1e halfjaar 2024;180.0;20.0;70.0;75.0;15.0;75.0;95.0;15.0;225.0;35.0;115.0;10.0;20.0;10.0;;30.0;;Groningen                               ;Wijk     ;WK001401  ;1.0
5009;Totaal jeugdhulp in natura;Oud-West;1e halfjaar 2024;155.0;;65.0;75.0;10.0;55.0;90.0;10.0;190.0;40.0;100.0;;10.0;10.0;;30.0;;Groningen                               ;Wijk     ;WK001402  ;1.0
5010;Totaal jeugdhulp in natura;Oud-Noord;1e halfjaar 2024;285.0;25.0;140.0;100.0;20.0;155.0;105.0;25.0;360.0;85.0;135.0;15.0;25.0;20.0;;75.0;;Groningen                               ;Wijk     ;WK001403  ;1.0
5011;Totaal jeugdhulp in natura;Oosterparkwijk;1e halfjaar 2024;265.0;30.0;130.0;95.0;;125.0;110.0;30.0;340.0;75.0;160.0;;30.0;15.0;;50.0;;Groningen                               ;Wijk     ;WK001404  ;1.0
5012;Totaal jeugdhulp in natura;Zuidoost;1e halfjaar 2024;45.0;;20.0;20.0;;10.0;35.0;;55.0;10.0;25.0;;;;;;;Groningen                               ;Wijk     ;WK001405  ;1.0
5013;Totaal jeugdhulp in natura;Helpman e.o.;1e halfjaar 2024;350.0;20.0;150.0;165.0;15.0;85.0;240.0;25.0;440.0;70.0;230.0;10.0;30.0;30.0;;70.0;;Groningen                               ;Wijk     ;WK001406  ;1.0
5014;Totaal jeugdhulp in natura;Zuidwest;1e halfjaar 2024;225.0;10.0;75.0;110.0;25.0;75.0;115.0;35.0;280.0;70.0;125.0;15.0;30.0;15.0;;25.0;;Groningen                               ;Wijk     ;WK001407  ;1.0
5015;Totaal jeugdhulp in natura;Hoogkerk e.o.;1e halfjaar 2024;310.0;15.0;135.0;150.0;;90.0;210.0;15.0;410.0;120.0;175.0;10.0;30.0;25.0;;50.0;;Groningen                               ;Wijk     ;WK001408  ;1.0
5016;Totaal jeugdhulp in natura;Nieuw-West;1e halfjaar 2024;425.0;15.0;190.0;210.0;15.0;140.0;250.0;35.0;555.0;130.0;245.0;15.0;40.0;35.0;;90.0;;Groningen                               ;Wijk     ;WK001409  ;1.0
5017;Totaal jeugdhulp in natura;Noordwest;1e halfjaar 2024;370.0;30.0;180.0;140.0;20.0;160.0;185.0;30.0;495.0;130.0;180.0;20.0;30.0;30.0;;100.0;;Groningen                               ;Wijk     ;WK001410  ;1.0
5018;Totaal jeugdhulp in natura;Noordoost;1e halfjaar 2024;540.0;30.0;235.0;245.0;35.0;215.0;295.0;30.0;680.0;165.0;310.0;20.0;40.0;35.0;;100.0;10.0;Groningen                               ;Wijk     ;WK001411  ;1.0
5019;Totaal jeugdhulp in natura;Noorddijk e.o.;1e halfjaar 2024;490.0;35.0;195.0;240.0;25.0;155.0;300.0;40.0;615.0;130.0;300.0;15.0;45.0;30.0;;90.0;10.0;Groningen                               ;Wijk     ;WK001412  ;1.0
5020;Totaal jeugdhulp in natura;Meerdorpen;1e halfjaar 2024;30.0;;15.0;15.0;;;25.0;;40.0;;25.0;;;;;;;Groningen                               ;Wijk     ;WK001413  ;1.0
5021;Totaal jeugdhulp in natura;Meerstad e.o.;1e halfjaar 2024;95.0;;45.0;45.0;;;85.0;;110.0;20.0;65.0;;;;;10.0;;Groningen                               ;Wijk     ;WK001414  ;1.0
5022;Totaal jeugdhulp in natura;Ten Boer e.o.;1e halfjaar 2024;125.0;;65.0;45.0;10.0;30.0;95.0;;155.0;40.0;55.0;;15.0;10.0;;35.0;;Groningen                               ;Wijk     ;WK001415  ;1.0
5023;Totaal jeugdhulp in natura;Ten Post e.o.;1e halfjaar 2024;35.0;;15.0;20.0;;10.0;25.0;;45.0;;20.0;;;;;15.0;;Groningen                               ;Wijk     ;WK001416  ;1.0
5024;Totaal jeugdhulp in natura;Haren-West e.o.;1e halfjaar 2024;300.0;;135.0;145.0;10.0;60.0;230.0;;360.0;70.0;215.0;;;15.0;;50.0;;Groningen                               ;Wijk     ;WK001417  ;1.0
5025;Totaal jeugdhulp in natura;Haren-Oost e.o.;1e halfjaar 2024;140.0;;55.0;75.0;10.0;40.0;100.0;;170.0;20.0;95.0;;;10.0;;30.0;;Groningen                               ;Wijk     ;WK001418  ;1.0
5026;Totaal jeugdhulp in natura;Glimmen-Onnen-Noordlaren;1e halfjaar 2024;50.0;;20.0;25.0;;10.0;40.0;;50.0;;30.0;;;;;15.0;;Groningen                               ;Wijk     ;WK001419  ;1.0
5027;Totaal jeugdhulp in natura;Gulpen-Wittem;1e halfjaar 2024;230.0;10.0;120.0;90.0;;50.0;155.0;25.0;290.0;140.0;100.0;;25.0;;;10.0;;Gulpen-Wittem                           ;Gemeente ;GM1729    ;1.0
5028;Totaal jeugdhulp in natura;Wijk 00 Gulpen;1e halfjaar 2024;60.0;;25.0;30.0;;10.0;40.0;10.0;80.0;40.0;25.0;;;;;;;Gulpen-Wittem                           ;Wijk     ;WK172900  ;1.0
5029;Totaal jeugdhulp in natura;Wijk 01 Wijlre;1e halfjaar 2024;50.0;;30.0;20.0;;15.0;35.0;;60.0;35.0;15.0;;;;;;;Gulpen-Wittem                           ;Wijk     ;WK172901  ;1.0
5030;Totaal jeugdhulp in natura;Wijk 02 Eys;1e halfjaar 2024;20.0;;10.0;10.0;;;15.0;;20.0;15.0;;;;;;;;Gulpen-Wittem                           ;Wijk     ;WK172902  ;1.0
5031;Totaal jeugdhulp in natura;Wijk 03 Wittem;1e halfjaar 2024;40.0;;20.0;10.0;;;30.0;;45.0;15.0;25.0;;;;;;;Gulpen-Wittem                           ;Wijk     ;WK172903  ;1.0
5032;Totaal jeugdhulp in natura;Wijk 04 Mechelen;1e halfjaar 2024;20.0;;10.0;;;;15.0;;25.0;10.0;10.0;;;;;;;Gulpen-Wittem                           ;Wijk     ;WK172904  ;1.0
5033;Totaal jeugdhulp in natura;Wijk 05 Epen;1e halfjaar 2024;15.0;;;;;;10.0;;20.0;10.0;;;;;;;;Gulpen-Wittem                           ;Wijk     ;WK172905  ;1.0
5034;Totaal jeugdhulp in natura;Wijk 06 Slenaken;1e halfjaar 2024;10.0;;;;;;;;10.0;;;;;;;;;Gulpen-Wittem                           ;Wijk     ;WK172906  ;1.0
5035;Totaal jeugdhulp in natura;Haaksbergen;1e halfjaar 2024;420.0;15.0;200.0;185.0;20.0;85.0;305.0;30.0;585.0;275.0;220.0;15.0;45.0;25.0;;10.0;;Haaksbergen                             ;Gemeente ;GM0158    ;1.0
5036;Totaal jeugdhulp in natura;Wijk 00 Haaksbergen (dorp);1e halfjaar 2024;280.0;15.0;135.0;125.0;10.0;70.0;205.0;10.0;405.0;200.0;150.0;10.0;20.0;20.0;;;;Haaksbergen                             ;Wijk     ;WK015800  ;1.0
5037;Totaal jeugdhulp in natura;Wijk 01 Haaksbergen (buitengebied);1e halfjaar 2024;35.0;;10.0;25.0;;;30.0;;45.0;20.0;20.0;;;;;;;Haaksbergen                             ;Wijk     ;WK015801  ;1.0
5038;Totaal jeugdhulp in natura;Wijk 02 Sint Isidorushoeve;1e halfjaar 2024;20.0;;10.0;;;;15.0;;20.0;10.0;10.0;;;;;;;Haaksbergen                             ;Wijk     ;WK015802  ;1.0
5039;Totaal jeugdhulp in natura;Wijk 03 Buurse;1e halfjaar 2024;20.0;;10.0;;;;15.0;;25.0;10.0;10.0;;;;;;;Haaksbergen                             ;Wijk     ;WK015803  ;1.0
5040;Totaal jeugdhulp in natura;Wijk 04 Rietmolen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Haaksbergen                             ;Wijk     ;WK015804  ;1.0
5041;Totaal jeugdhulp in natura;Wijk 05 Hengevelde;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Haaksbergen                             ;Wijk     ;WK015805  ;1.0
5042;Totaal jeugdhulp in natura;Wijk 06 Beckum;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Haaksbergen                             ;Wijk     ;WK015806  ;1.0
5043;Totaal jeugdhulp in natura;Wijk 09 Haaksbergen-kern;1e halfjaar 2024;15.0;;10.0;;;;10.0;;25.0;10.0;10.0;;;;;;;Haaksbergen                             ;Wijk     ;WK015809  ;1.0
5044;Totaal jeugdhulp in natura;Haarlem;1e halfjaar 2024;3085.0;155.0;1440.0;1365.0;130.0;880.0;2010.0;195.0;4285.0;925.0;2305.0;180.0;525.0;110.0;;220.0;15.0;Haarlem                                 ;Gemeente ;GM0392    ;1.0
5045;Totaal jeugdhulp in natura;Oude Stad;1e halfjaar 2024;135.0;15.0;40.0;65.0;10.0;40.0;75.0;20.0;185.0;35.0;105.0;10.0;20.0;;;;;Haarlem                                 ;Wijk     ;WK039201  ;1.0
5046;Totaal jeugdhulp in natura;Haarlemmerhoutkwartier;1e halfjaar 2024;200.0;10.0;70.0;110.0;10.0;40.0;155.0;10.0;265.0;35.0;200.0;;15.0;;;10.0;;Haarlem                                 ;Wijk     ;WK039202  ;1.0
5047;Totaal jeugdhulp in natura;Zijlwegkwartier;1e halfjaar 2024;125.0;;50.0;60.0;;35.0;75.0;15.0;175.0;40.0;100.0;10.0;10.0;;;;;Haarlem                                 ;Wijk     ;WK039203  ;1.0
5048;Totaal jeugdhulp in natura;Houtvaartkwartier;1e halfjaar 2024;140.0;;65.0;70.0;;35.0;105.0;;190.0;30.0;140.0;;;;;;;Haarlem                                 ;Wijk     ;WK039204  ;1.0
5049;Totaal jeugdhulp in natura;Duinwijk;1e halfjaar 2024;80.0;;35.0;45.0;;10.0;65.0;;105.0;10.0;85.0;;;;;10.0;;Haarlem                                 ;Wijk     ;WK039205  ;1.0
5050;Totaal jeugdhulp in natura;Waarder- en Veerpolder;1e halfjaar 2024;20.0;;10.0;10.0;;;15.0;;30.0;;20.0;;;;;;;Haarlem                                 ;Wijk     ;WK039206  ;1.0
5051;Totaal jeugdhulp in natura;Amsterdamsewijk;1e halfjaar 2024;100.0;10.0;45.0;40.0;;45.0;50.0;;135.0;25.0;60.0;15.0;15.0;;;10.0;;Haarlem                                 ;Wijk     ;WK039207  ;1.0
5052;Totaal jeugdhulp in natura;Slachthuiswijk;1e halfjaar 2024;95.0;10.0;50.0;35.0;;50.0;40.0;;145.0;35.0;70.0;10.0;20.0;;;;;Haarlem                                 ;Wijk     ;WK039208  ;1.0
5053;Totaal jeugdhulp in natura;Parkwijk;1e halfjaar 2024;85.0;10.0;40.0;30.0;;25.0;55.0;;120.0;35.0;55.0;10.0;10.0;;;10.0;;Haarlem                                 ;Wijk     ;WK039209  ;1.0
5054;Totaal jeugdhulp in natura;Transvaalwijk;1e halfjaar 2024;110.0;;50.0;50.0;;30.0;75.0;10.0;155.0;30.0;85.0;;15.0;10.0;;;;Haarlem                                 ;Wijk     ;WK039210  ;1.0
5055;Totaal jeugdhulp in natura;Indischewijk;1e halfjaar 2024;195.0;10.0;95.0;80.0;10.0;40.0;140.0;15.0;255.0;50.0;160.0;10.0;25.0;;;;;Haarlem                                 ;Wijk     ;WK039211  ;1.0
5056;Totaal jeugdhulp in natura;Ter Kleefkwartier;1e halfjaar 2024;260.0;10.0;130.0;115.0;;45.0;210.0;;345.0;55.0;245.0;10.0;15.0;10.0;;15.0;;Haarlem                                 ;Wijk     ;WK039212  ;1.0
5057;Totaal jeugdhulp in natura;Te Zaanenkwartier;1e halfjaar 2024;170.0;10.0;65.0;95.0;;40.0;125.0;;215.0;35.0;155.0;;10.0;10.0;;10.0;;Haarlem                                 ;Wijk     ;WK039213  ;1.0
5058;Totaal jeugdhulp in natura;Vogelenwijk;1e halfjaar 2024;105.0;10.0;30.0;60.0;;35.0;65.0;;135.0;15.0;85.0;10.0;;;;10.0;;Haarlem                                 ;Wijk     ;WK039214  ;1.0
5059;Totaal jeugdhulp in natura;Delftwijk;1e halfjaar 2024;90.0;;45.0;35.0;;25.0;55.0;10.0;135.0;45.0;70.0;10.0;10.0;;;;;Haarlem                                 ;Wijk     ;WK039215  ;1.0
5060;Totaal jeugdhulp in natura;Vondelkwartier;1e halfjaar 2024;115.0;;55.0;55.0;;40.0;70.0;;165.0;40.0;100.0;;10.0;;;;;Haarlem                                 ;Wijk     ;WK039216  ;1.0
5061;Totaal jeugdhulp in natura;Spaarndam;1e halfjaar 2024;10.0;;;10.0;;;10.0;;10.0;;;;;;;;;Haarlem                                 ;Wijk     ;WK039217  ;1.0
5062;Totaal jeugdhulp in natura;Europawijk;1e halfjaar 2024;145.0;10.0;70.0;60.0;;65.0;65.0;10.0;230.0;70.0;105.0;10.0;20.0;10.0;;15.0;;Haarlem                                 ;Wijk     ;WK039218  ;1.0
5063;Totaal jeugdhulp in natura;Boerhaavewijk;1e halfjaar 2024;145.0;15.0;70.0;50.0;10.0;45.0;95.0;10.0;200.0;50.0;90.0;25.0;20.0;;;;;Haarlem                                 ;Wijk     ;WK039219  ;1.0
5064;Totaal jeugdhulp in natura;Molenwijk;1e halfjaar 2024;115.0;;50.0;50.0;10.0;45.0;60.0;10.0;165.0;45.0;80.0;;25.0;;;;;Haarlem                                 ;Wijk     ;WK039220  ;1.0
5065;Totaal jeugdhulp in natura;Meerwijk;1e halfjaar 2024;150.0;10.0;75.0;65.0;;70.0;65.0;10.0;220.0;60.0;110.0;15.0;20.0;;;10.0;;Haarlem                                 ;Wijk     ;WK039221  ;1.0
5066;Totaal jeugdhulp in natura;Haarlemmermeer;1e halfjaar 2024;3765.0;205.0;1785.0;1665.0;110.0;880.0;2685.0;200.0;4930.0;1045.0;2730.0;200.0;440.0;215.0;;270.0;25.0;Haarlemmermeer                          ;Gemeente ;GM0394    ;1.0
5067;Totaal jeugdhulp in natura;Hoofddorp;1e halfjaar 2024;1850.0;105.0;835.0;845.0;60.0;460.0;1285.0;105.0;2435.0;500.0;1325.0;120.0;240.0;100.0;;140.0;20.0;Haarlemmermeer                          ;Wijk     ;WK039401  ;3.0
5068;Totaal jeugdhulp in natura;Nieuw-Vennep;1e halfjaar 2024;800.0;30.0;375.0;385.0;15.0;165.0;615.0;20.0;1045.0;225.0;630.0;25.0;70.0;40.0;;45.0;;Haarlemmermeer                          ;Wijk     ;WK039402  ;3.0
5069;Totaal jeugdhulp in natura;Zwanenburg;1e halfjaar 2024;175.0;10.0;110.0;50.0;;40.0;130.0;;230.0;70.0;110.0;;20.0;15.0;;10.0;;Haarlemmermeer                          ;Wijk     ;WK039403  ;1.0
5070;Totaal jeugdhulp in natura;Lijnden / Boesingheliede;1e halfjaar 2024;10.0;;;;;;10.0;;15.0;;10.0;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039404  ;1.0
5071;Totaal jeugdhulp in natura;Badhoevedorp;1e halfjaar 2024;250.0;15.0;120.0;110.0;10.0;55.0;185.0;15.0;305.0;65.0;190.0;;10.0;10.0;;25.0;;Haarlemmermeer                          ;Wijk     ;WK039405  ;1.0
5072;Totaal jeugdhulp in natura;Aalsmeerderbrug/ Oude Meer/ Rozenburg / ;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039406  ;1.0
5073;Totaal jeugdhulp in natura;Rijsenhout;1e halfjaar 2024;110.0;10.0;50.0;50.0;;30.0;75.0;;145.0;40.0;65.0;10.0;10.0;10.0;;10.0;;Haarlemmermeer                          ;Wijk     ;WK039407  ;1.0
5074;Totaal jeugdhulp in natura;Burgerveen / Leimuiderbrug / Weteringbru;1e halfjaar 2024;15.0;;;10.0;;;10.0;;15.0;;10.0;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039408  ;1.0
5075;Totaal jeugdhulp in natura;Abbenes / Buitenkaag;1e halfjaar 2024;40.0;;25.0;15.0;;;25.0;;55.0;10.0;25.0;;;10.0;;;;Haarlemmermeer                          ;Wijk     ;WK039409  ;1.0
5076;Totaal jeugdhulp in natura;Lisserbroek;1e halfjaar 2024;65.0;;35.0;20.0;;20.0;40.0;;85.0;10.0;50.0;;10.0;;;;;Haarlemmermeer                          ;Wijk     ;WK039410  ;1.0
5077;Totaal jeugdhulp in natura;Beinsdorp;1e halfjaar 2024;20.0;;;10.0;;;15.0;;25.0;;15.0;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039411  ;1.0
5078;Totaal jeugdhulp in natura;Zwaanshoek;1e halfjaar 2024;40.0;;15.0;25.0;;10.0;30.0;;45.0;10.0;30.0;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039412  ;1.0
5079;Totaal jeugdhulp in natura;Cruquius;1e halfjaar 2024;35.0;;15.0;15.0;;15.0;20.0;;45.0;10.0;20.0;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039413  ;1.0
5080;Totaal jeugdhulp in natura;Vijfhuizen;1e halfjaar 2024;110.0;10.0;50.0;45.0;;20.0;80.0;10.0;140.0;30.0;80.0;10.0;15.0;;;;;Haarlemmermeer                          ;Wijk     ;WK039415  ;1.0
5081;Totaal jeugdhulp in natura;Schiphol;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039416  ;1.0
5082;Totaal jeugdhulp in natura;Spaarndam;1e halfjaar 2024;90.0;;55.0;25.0;;20.0;65.0;;135.0;25.0;75.0;;10.0;10.0;;;;Haarlemmermeer                          ;Wijk     ;WK039420  ;1.0
5083;Totaal jeugdhulp in natura;Haarlemmerliede;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039421  ;1.0
5084;Totaal jeugdhulp in natura;Halfweg;1e halfjaar 2024;55.0;;35.0;20.0;;10.0;45.0;;70.0;10.0;50.0;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039422  ;1.0
5085;Totaal jeugdhulp in natura;Halderberge;1e halfjaar 2024;700.0;30.0;345.0;310.0;15.0;170.0;480.0;50.0;845.0;365.0;290.0;35.0;50.0;40.0;;45.0;15.0;Halderberge                             ;Gemeente ;GM1655    ;1.0
5086;Totaal jeugdhulp in natura;Wijk 01 Oud Gastel;1e halfjaar 2024;140.0;10.0;75.0;55.0;;25.0;105.0;10.0;180.0;75.0;70.0;;10.0;;;;;Halderberge                             ;Wijk     ;WK165501  ;1.0
5087;Totaal jeugdhulp in natura;Wijk 02 Stampersgat;1e halfjaar 2024;30.0;;10.0;15.0;;;20.0;;30.0;10.0;20.0;;;;;;;Halderberge                             ;Wijk     ;WK165502  ;1.0
5088;Totaal jeugdhulp in natura;Wijk 03 Oudenbosch;1e halfjaar 2024;290.0;15.0;140.0;135.0;;95.0;175.0;20.0;340.0;145.0;105.0;20.0;15.0;25.0;;20.0;;Halderberge                             ;Wijk     ;WK165503  ;1.0
5089;Totaal jeugdhulp in natura;Wijk 04 Hoeven;1e halfjaar 2024;115.0;;55.0;50.0;;20.0;85.0;10.0;140.0;60.0;60.0;;10.0;;;;;Halderberge                             ;Wijk     ;WK165504  ;1.0
5090;Totaal jeugdhulp in natura;Wijk 05 Bosschenhoofd;1e halfjaar 2024;70.0;;35.0;30.0;;10.0;50.0;;85.0;40.0;25.0;;;;;;;Halderberge                             ;Wijk     ;WK165505  ;1.0
5091;Totaal jeugdhulp in natura;Hardenberg;1e halfjaar 2024;1360.0;70.0;620.0;625.0;45.0;245.0;985.0;135.0;1840.0;805.0;670.0;50.0;155.0;65.0;;85.0;;Hardenberg                              ;Gemeente ;GM0160    ;1.0
5092;Totaal jeugdhulp in natura;Ane;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016001  ;3.0
5093;Totaal jeugdhulp in natura;Anerveen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016002  ;3.0
5094;Totaal jeugdhulp in natura;Anevelde;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016003  ;3.0
5095;Totaal jeugdhulp in natura;Balkbrug;1e halfjaar 2024;60.0;;25.0;25.0;;10.0;40.0;;80.0;55.0;15.0;;;;;;;Hardenberg                              ;Wijk     ;WK016004  ;3.0
5096;Totaal jeugdhulp in natura;Bergentheim;1e halfjaar 2024;65.0;;25.0;35.0;;;50.0;10.0;90.0;40.0;35.0;;;;;;;Hardenberg                              ;Wijk     ;WK016005  ;3.0
5097;Totaal jeugdhulp in natura;Brucht;1e halfjaar 2024;10.0;;;;;;;;10.0;;;;;;;;;Hardenberg                              ;Wijk     ;WK016006  ;3.0
5098;Totaal jeugdhulp in natura;Collendoorn;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016007  ;3.0
5099;Totaal jeugdhulp in natura;De Krim;1e halfjaar 2024;50.0;;30.0;15.0;;20.0;30.0;;65.0;40.0;15.0;;;;;;;Hardenberg                              ;Wijk     ;WK016008  ;3.0
5100;Totaal jeugdhulp in natura;Dedemsvaart;1e halfjaar 2024;225.0;10.0;95.0;110.0;10.0;55.0;160.0;10.0;310.0;185.0;90.0;;15.0;15.0;;;;Hardenberg                              ;Wijk     ;WK016009  ;3.0
5101;Totaal jeugdhulp in natura;Den Velde;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016010  ;3.0
5102;Totaal jeugdhulp in natura;Diffelen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016011  ;3.0
5103;Totaal jeugdhulp in natura;Gramsbergen;1e halfjaar 2024;60.0;;30.0;30.0;;15.0;45.0;;75.0;30.0;30.0;;;;;;;Hardenberg                              ;Wijk     ;WK016012  ;3.0
5104;Totaal jeugdhulp in natura;Heemserveen;1e halfjaar 2024;10.0;;;;;;;10.0;10.0;;;;;;;;;Hardenberg                              ;Wijk     ;WK016013  ;3.0
5105;Totaal jeugdhulp in natura;Holtheme;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016014  ;3.0
5106;Totaal jeugdhulp in natura;Holthone;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016015  ;3.0
5107;Totaal jeugdhulp in natura;Hoogenweg;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016016  ;3.0
5108;Totaal jeugdhulp in natura;Kloosterhaar;1e halfjaar 2024;25.0;;10.0;10.0;;;20.0;;30.0;25.0;;;;;;;;Hardenberg                              ;Wijk     ;WK016017  ;3.0
5109;Totaal jeugdhulp in natura;Loozen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016018  ;3.0
5110;Totaal jeugdhulp in natura;Lutten;1e halfjaar 2024;30.0;;15.0;15.0;;;25.0;;45.0;15.0;15.0;;10.0;;;;;Hardenberg                              ;Wijk     ;WK016019  ;3.0
5111;Totaal jeugdhulp in natura;Marienberg;1e halfjaar 2024;15.0;;;10.0;;;10.0;;25.0;15.0;10.0;;;;;;;Hardenberg                              ;Wijk     ;WK016020  ;3.0
5112;Totaal jeugdhulp in natura;Radewijk;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016021  ;3.0
5113;Totaal jeugdhulp in natura;Rheeze;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016022  ;3.0
5114;Totaal jeugdhulp in natura;Rheezerveen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016023  ;3.0
5115;Totaal jeugdhulp in natura;Schuinesloot;1e halfjaar 2024;15.0;;;10.0;;;10.0;;15.0;;10.0;;;;;;;Hardenberg                              ;Wijk     ;WK016024  ;3.0
5116;Totaal jeugdhulp in natura;Sibculo;1e halfjaar 2024;30.0;;15.0;10.0;;;20.0;10.0;45.0;20.0;10.0;;10.0;;;;;Hardenberg                              ;Wijk     ;WK016025  ;3.0
5117;Totaal jeugdhulp in natura;Slagharen;1e halfjaar 2024;50.0;;25.0;20.0;;10.0;35.0;;70.0;45.0;10.0;;10.0;;;;;Hardenberg                              ;Wijk     ;WK016026  ;3.0
5118;Totaal jeugdhulp in natura;Venebrugge;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016027  ;3.0
5119;Totaal jeugdhulp in natura;Hardenberg;1e halfjaar 2024;405.0;25.0;175.0;195.0;15.0;65.0;305.0;35.0;550.0;275.0;180.0;25.0;45.0;20.0;;;;Hardenberg                              ;Wijk     ;WK016028  ;3.0
5120;Totaal jeugdhulp in natura;Bruchterveld;1e halfjaar 2024;20.0;;10.0;10.0;;;15.0;;25.0;10.0;10.0;;;;;;;Hardenberg                              ;Wijk     ;WK016029  ;3.0
5121;Totaal jeugdhulp in natura;Harderwijk;1e halfjaar 2024;1295.0;70.0;580.0;620.0;25.0;345.0;865.0;85.0;1820.0;985.0;540.0;25.0;120.0;75.0;;70.0;;Harderwijk                              ;Gemeente ;GM0243    ;1.0
5122;Totaal jeugdhulp in natura;Binnenstad;1e halfjaar 2024;20.0;;;15.0;;10.0;;;25.0;15.0;10.0;;;;;;;Harderwijk                              ;Wijk     ;WK024301  ;1.0
5123;Totaal jeugdhulp in natura;Waterfront;1e halfjaar 2024;30.0;;15.0;15.0;;10.0;20.0;;40.0;20.0;10.0;;;;;;;Harderwijk                              ;Wijk     ;WK024302  ;1.0
5124;Totaal jeugdhulp in natura;Zeebuurt;1e halfjaar 2024;45.0;;20.0;20.0;;20.0;25.0;;65.0;40.0;10.0;;10.0;;;;;Harderwijk                              ;Wijk     ;WK024303  ;1.0
5125;Totaal jeugdhulp in natura;Friesegracht;1e halfjaar 2024;25.0;;10.0;10.0;;;20.0;;30.0;15.0;10.0;;;;;;;Harderwijk                              ;Wijk     ;WK024304  ;1.0
5126;Totaal jeugdhulp in natura;Stadsdennen;1e halfjaar 2024;135.0;10.0;60.0;60.0;;35.0;90.0;;185.0;115.0;50.0;;;10.0;;;;Harderwijk                              ;Wijk     ;WK024305  ;1.0
5127;Totaal jeugdhulp in natura;De Sypel;1e halfjaar 2024;20.0;;10.0;10.0;;;15.0;;30.0;15.0;10.0;;;;;;;Harderwijk                              ;Wijk     ;WK024306  ;1.0
5128;Totaal jeugdhulp in natura;Stationsomgeving;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Harderwijk                              ;Wijk     ;WK024307  ;1.0
5129;Totaal jeugdhulp in natura;Stadsweiden;1e halfjaar 2024;235.0;;105.0;120.0;;70.0;155.0;10.0;335.0;195.0;95.0;;25.0;15.0;;;;Harderwijk                              ;Wijk     ;WK024308  ;1.0
5130;Totaal jeugdhulp in natura;Slingerbos;1e halfjaar 2024;30.0;;20.0;10.0;;;25.0;;45.0;25.0;15.0;;;;;;;Harderwijk                              ;Wijk     ;WK024309  ;1.0
5131;Totaal jeugdhulp in natura;Tweelingstad;1e halfjaar 2024;205.0;15.0;95.0;95.0;;70.0;115.0;15.0;330.0;205.0;80.0;10.0;20.0;;;10.0;;Harderwijk                              ;Wijk     ;WK024310  ;1.0
