ID;ArbeidsmarktpositieBijUitstroom;PeilmomentenArbeidsmarktpositie;Regiokenmerken;Perioden;InstromersTotaal_1;InstromersVolgtRegulierOnderwijs_2;InstromersGeenRegulierOnderwijs_3
272;Totaal;Op instroommoment;Zuidoost-Friesland (CR);Jaar van instroom: 2015;13.0;5.0;8.0
273;Totaal;Op instroommoment;Zuidoost-Friesland (CR);Jaar van instroom: 2016;12.0;5.0;8.0
274;Totaal;Op instroommoment;Zuidoost-Friesland (CR);Jaar van instroom: 2017;13.0;5.0;8.0
275;Totaal;Op instroommoment;Noord-Drenthe (CR);Jaar van instroom: 2007;13.0;5.0;8.0
276;Totaal;Op instroommoment;Noord-Drenthe (CR);Jaar van instroom: 2008;13.0;5.0;7.0
277;Totaal;Op instroommoment;Noord-Drenthe (CR);Jaar van instroom: 2009;11.0;4.0;7.0
278;Totaal;Op instroommoment;Noord-Drenthe (CR);Jaar van instroom: 2010;12.0;5.0;7.0
279;Totaal;Op instroommoment;Noord-Drenthe (CR);Jaar van instroom: 2011;11.0;5.0;7.0
280;Totaal;Op instroommoment;Noord-Drenthe (CR);Jaar van instroom: 2012;11.0;4.0;7.0
281;Totaal;Op instroommoment;Noord-Drenthe (CR);Jaar van instroom: 2013;12.0;4.0;7.0
282;Totaal;Op instroommoment;Noord-Drenthe (CR);Jaar van instroom: 2014;12.0;5.0;7.0
283;Totaal;Op instroommoment;Noord-Drenthe (CR);Jaar van instroom: 2015;12.0;5.0;7.0
284;Totaal;Op instroommoment;Noord-Drenthe (CR);Jaar van instroom: 2016;12.0;5.0;7.0
285;Totaal;Op instroommoment;Noord-Drenthe (CR);Jaar van instroom: 2017;12.0;5.0;8.0
286;Totaal;Op instroommoment;Zuidoost-Drenthe (CR);Jaar van instroom: 2007;12.0;4.0;8.0
287;Totaal;Op instroommoment;Zuidoost-Drenthe (CR);Jaar van instroom: 2008;12.0;5.0;8.0
288;Totaal;Op instroommoment;Zuidoost-Drenthe (CR);Jaar van instroom: 2009;11.0;4.0;7.0
289;Totaal;Op instroommoment;Zuidoost-Drenthe (CR);Jaar van instroom: 2010;11.0;4.0;7.0
290;Totaal;Op instroommoment;Zuidoost-Drenthe (CR);Jaar van instroom: 2011;11.0;4.0;7.0
291;Totaal;Op instroommoment;Zuidoost-Drenthe (CR);Jaar van instroom: 2012;11.0;4.0;7.0
292;Totaal;Op instroommoment;Zuidoost-Drenthe (CR);Jaar van instroom: 2013;11.0;4.0;8.0
293;Totaal;Op instroommoment;Zuidoost-Drenthe (CR);Jaar van instroom: 2014;11.0;4.0;7.0
294;Totaal;Op instroommoment;Zuidoost-Drenthe (CR);Jaar van instroom: 2015;12.0;5.0;7.0
295;Totaal;Op instroommoment;Zuidoost-Drenthe (CR);Jaar van instroom: 2016;11.0;4.0;7.0
296;Totaal;Op instroommoment;Zuidoost-Drenthe (CR);Jaar van instroom: 2017;11.0;4.0;7.0
297;Totaal;Op instroommoment;Zuidwest-Drenthe (CR);Jaar van instroom: 2007;9.0;4.0;6.0
298;Totaal;Op instroommoment;Zuidwest-Drenthe (CR);Jaar van instroom: 2008;9.0;4.0;6.0
299;Totaal;Op instroommoment;Zuidwest-Drenthe (CR);Jaar van instroom: 2009;8.0;3.0;5.0
300;Totaal;Op instroommoment;Zuidwest-Drenthe (CR);Jaar van instroom: 2010;9.0;3.0;5.0
301;Totaal;Op instroommoment;Zuidwest-Drenthe (CR);Jaar van instroom: 2011;8.0;3.0;5.0
302;Totaal;Op instroommoment;Zuidwest-Drenthe (CR);Jaar van instroom: 2012;8.0;3.0;5.0
303;Totaal;Op instroommoment;Zuidwest-Drenthe (CR);Jaar van instroom: 2013;8.0;3.0;5.0
304;Totaal;Op instroommoment;Zuidwest-Drenthe (CR);Jaar van instroom: 2014;8.0;3.0;5.0
305;Totaal;Op instroommoment;Zuidwest-Drenthe (CR);Jaar van instroom: 2015;9.0;3.0;5.0
306;Totaal;Op instroommoment;Zuidwest-Drenthe (CR);Jaar van instroom: 2016;9.0;3.0;5.0
307;Totaal;Op instroommoment;Zuidwest-Drenthe (CR);Jaar van instroom: 2017;9.0;3.0;6.0
308;Totaal;Op instroommoment;Noord-Overijssel (CR);Jaar van instroom: 2007;27.0;12.0;16.0
309;Totaal;Op instroommoment;Noord-Overijssel (CR);Jaar van instroom: 2008;27.0;12.0;15.0
310;Totaal;Op instroommoment;Noord-Overijssel (CR);Jaar van instroom: 2009;24.0;10.0;14.0
311;Totaal;Op instroommoment;Noord-Overijssel (CR);Jaar van instroom: 2010;26.0;11.0;15.0
312;Totaal;Op instroommoment;Noord-Overijssel (CR);Jaar van instroom: 2011;26.0;11.0;15.0
313;Totaal;Op instroommoment;Noord-Overijssel (CR);Jaar van instroom: 2012;26.0;10.0;16.0
314;Totaal;Op instroommoment;Noord-Overijssel (CR);Jaar van instroom: 2013;25.0;10.0;15.0
315;Totaal;Op instroommoment;Noord-Overijssel (CR);Jaar van instroom: 2014;26.0;10.0;16.0
316;Totaal;Op instroommoment;Noord-Overijssel (CR);Jaar van instroom: 2015;27.0;11.0;16.0
317;Totaal;Op instroommoment;Noord-Overijssel (CR);Jaar van instroom: 2016;27.0;11.0;16.0
318;Totaal;Op instroommoment;Noord-Overijssel (CR);Jaar van instroom: 2017;27.0;11.0;16.0
319;Totaal;Op instroommoment;Zuidwest-Overijssel (CR);Jaar van instroom: 2007;12.0;5.0;7.0
320;Totaal;Op instroommoment;Zuidwest-Overijssel (CR);Jaar van instroom: 2008;11.0;4.0;7.0
321;Totaal;Op instroommoment;Zuidwest-Overijssel (CR);Jaar van instroom: 2009;10.0;4.0;6.0
322;Totaal;Op instroommoment;Zuidwest-Overijssel (CR);Jaar van instroom: 2010;11.0;4.0;7.0
323;Totaal;Op instroommoment;Zuidwest-Overijssel (CR);Jaar van instroom: 2011;10.0;4.0;6.0
324;Totaal;Op instroommoment;Zuidwest-Overijssel (CR);Jaar van instroom: 2012;10.0;4.0;6.0
325;Totaal;Op instroommoment;Zuidwest-Overijssel (CR);Jaar van instroom: 2013;10.0;4.0;6.0
326;Totaal;Op instroommoment;Zuidwest-Overijssel (CR);Jaar van instroom: 2014;10.0;4.0;6.0
327;Totaal;Op instroommoment;Zuidwest-Overijssel (CR);Jaar van instroom: 2015;11.0;4.0;7.0
328;Totaal;Op instroommoment;Zuidwest-Overijssel (CR);Jaar van instroom: 2016;11.0;4.0;6.0
329;Totaal;Op instroommoment;Zuidwest-Overijssel (CR);Jaar van instroom: 2017;11.0;4.0;7.0
330;Totaal;Op instroommoment;Twente (CR);Jaar van instroom: 2007;46.0;20.0;26.0
331;Totaal;Op instroommoment;Twente (CR);Jaar van instroom: 2008;44.0;20.0;25.0
332;Totaal;Op instroommoment;Twente (CR);Jaar van instroom: 2009;39.0;17.0;22.0
333;Totaal;Op instroommoment;Twente (CR);Jaar van instroom: 2010;44.0;19.0;25.0
334;Totaal;Op instroommoment;Twente (CR);Jaar van instroom: 2011;42.0;19.0;23.0
335;Totaal;Op instroommoment;Twente (CR);Jaar van instroom: 2012;41.0;18.0;23.0
336;Totaal;Op instroommoment;Twente (CR);Jaar van instroom: 2013;41.0;17.0;23.0
337;Totaal;Op instroommoment;Twente (CR);Jaar van instroom: 2014;46.0;18.0;28.0
338;Totaal;Op instroommoment;Twente (CR);Jaar van instroom: 2015;44.0;19.0;25.0
339;Totaal;Op instroommoment;Twente (CR);Jaar van instroom: 2016;44.0;19.0;25.0
340;Totaal;Op instroommoment;Twente (CR);Jaar van instroom: 2017;45.0;19.0;26.0
341;Totaal;Op instroommoment;Veluwe (CR);Jaar van instroom: 2007;49.0;20.0;29.0
342;Totaal;Op instroommoment;Veluwe (CR);Jaar van instroom: 2008;46.0;19.0;27.0
343;Totaal;Op instroommoment;Veluwe (CR);Jaar van instroom: 2009;41.0;18.0;24.0
344;Totaal;Op instroommoment;Veluwe (CR);Jaar van instroom: 2010;43.0;18.0;25.0
345;Totaal;Op instroommoment;Veluwe (CR);Jaar van instroom: 2011;44.0;19.0;25.0
346;Totaal;Op instroommoment;Veluwe (CR);Jaar van instroom: 2012;42.0;17.0;25.0
347;Totaal;Op instroommoment;Veluwe (CR);Jaar van instroom: 2013;42.0;17.0;26.0
348;Totaal;Op instroommoment;Veluwe (CR);Jaar van instroom: 2014;45.0;18.0;27.0
349;Totaal;Op instroommoment;Veluwe (CR);Jaar van instroom: 2015;46.0;19.0;27.0
350;Totaal;Op instroommoment;Veluwe (CR);Jaar van instroom: 2016;47.0;19.0;28.0
351;Totaal;Op instroommoment;Veluwe (CR);Jaar van instroom: 2017;49.0;20.0;29.0
352;Totaal;Op instroommoment;Achterhoek (CR);Jaar van instroom: 2007;27.0;10.0;16.0
353;Totaal;Op instroommoment;Achterhoek (CR);Jaar van instroom: 2008;26.0;10.0;16.0
354;Totaal;Op instroommoment;Achterhoek (CR);Jaar van instroom: 2009;23.0;9.0;14.0
355;Totaal;Op instroommoment;Achterhoek (CR);Jaar van instroom: 2010;25.0;10.0;15.0
356;Totaal;Op instroommoment;Achterhoek (CR);Jaar van instroom: 2011;25.0;10.0;15.0
357;Totaal;Op instroommoment;Achterhoek (CR);Jaar van instroom: 2012;23.0;9.0;14.0
358;Totaal;Op instroommoment;Achterhoek (CR);Jaar van instroom: 2013;24.0;9.0;14.0
359;Totaal;Op instroommoment;Achterhoek (CR);Jaar van instroom: 2014;25.0;10.0;16.0
360;Totaal;Op instroommoment;Achterhoek (CR);Jaar van instroom: 2015;26.0;10.0;15.0
361;Totaal;Op instroommoment;Achterhoek (CR);Jaar van instroom: 2016;25.0;10.0;16.0
362;Totaal;Op instroommoment;Achterhoek (CR);Jaar van instroom: 2017;26.0;10.0;16.0
363;Totaal;Op instroommoment;Arnhem/Nijmegen (CR);Jaar van instroom: 2007;60.0;24.0;37.0
364;Totaal;Op instroommoment;Arnhem/Nijmegen (CR);Jaar van instroom: 2008;56.0;23.0;33.0
365;Totaal;Op instroommoment;Arnhem/Nijmegen (CR);Jaar van instroom: 2009;51.0;21.0;30.0
366;Totaal;Op instroommoment;Arnhem/Nijmegen (CR);Jaar van instroom: 2010;53.0;22.0;31.0
367;Totaal;Op instroommoment;Arnhem/Nijmegen (CR);Jaar van instroom: 2011;54.0;23.0;31.0
368;Totaal;Op instroommoment;Arnhem/Nijmegen (CR);Jaar van instroom: 2012;50.0;20.0;30.0
369;Totaal;Op instroommoment;Arnhem/Nijmegen (CR);Jaar van instroom: 2013;51.0;21.0;31.0
370;Totaal;Op instroommoment;Arnhem/Nijmegen (CR);Jaar van instroom: 2014;54.0;22.0;32.0
371;Totaal;Op instroommoment;Arnhem/Nijmegen (CR);Jaar van instroom: 2015;57.0;23.0;34.0
372;Totaal;Op instroommoment;Arnhem/Nijmegen (CR);Jaar van instroom: 2016;56.0;23.0;33.0
373;Totaal;Op instroommoment;Arnhem/Nijmegen (CR);Jaar van instroom: 2017;58.0;24.0;35.0
374;Totaal;Op instroommoment;Zuidwest-Gelderland (CR);Jaar van instroom: 2007;18.0;6.0;11.0
375;Totaal;Op instroommoment;Zuidwest-Gelderland (CR);Jaar van instroom: 2008;17.0;6.0;11.0
376;Totaal;Op instroommoment;Zuidwest-Gelderland (CR);Jaar van instroom: 2009;15.0;6.0;10.0
377;Totaal;Op instroommoment;Zuidwest-Gelderland (CR);Jaar van instroom: 2010;15.0;6.0;10.0
378;Totaal;Op instroommoment;Zuidwest-Gelderland (CR);Jaar van instroom: 2011;16.0;6.0;10.0
379;Totaal;Op instroommoment;Zuidwest-Gelderland (CR);Jaar van instroom: 2012;15.0;6.0;9.0
380;Totaal;Op instroommoment;Zuidwest-Gelderland (CR);Jaar van instroom: 2013;15.0;6.0;10.0
381;Totaal;Op instroommoment;Zuidwest-Gelderland (CR);Jaar van instroom: 2014;16.0;6.0;10.0
382;Totaal;Op instroommoment;Zuidwest-Gelderland (CR);Jaar van instroom: 2015;16.0;6.0;10.0
383;Totaal;Op instroommoment;Zuidwest-Gelderland (CR);Jaar van instroom: 2016;17.0;6.0;10.0
384;Totaal;Op instroommoment;Zuidwest-Gelderland (CR);Jaar van instroom: 2017;17.0;6.0;11.0
385;Totaal;Op instroommoment;Utrecht (CR);Jaar van instroom: 2007;102.0;40.0;62.0
386;Totaal;Op instroommoment;Utrecht (CR);Jaar van instroom: 2008;99.0;39.0;60.0
387;Totaal;Op instroommoment;Utrecht (CR);Jaar van instroom: 2009;88.0;36.0;52.0
388;Totaal;Op instroommoment;Utrecht (CR);Jaar van instroom: 2010;90.0;38.0;53.0
389;Totaal;Op instroommoment;Utrecht (CR);Jaar van instroom: 2011;92.0;38.0;54.0
390;Totaal;Op instroommoment;Utrecht (CR);Jaar van instroom: 2012;89.0;36.0;53.0
391;Totaal;Op instroommoment;Utrecht (CR);Jaar van instroom: 2013;88.0;35.0;53.0
392;Totaal;Op instroommoment;Utrecht (CR);Jaar van instroom: 2014;94.0;37.0;57.0
393;Totaal;Op instroommoment;Utrecht (CR);Jaar van instroom: 2015;96.0;39.0;58.0
394;Totaal;Op instroommoment;Utrecht (CR);Jaar van instroom: 2016;100.0;39.0;61.0
395;Totaal;Op instroommoment;Utrecht (CR);Jaar van instroom: 2017;102.0;39.0;62.0
396;Totaal;Op instroommoment;Kop van Noord-Holland (CR);Jaar van instroom: 2007;30.0;10.0;19.0
397;Totaal;Op instroommoment;Kop van Noord-Holland (CR);Jaar van instroom: 2008;27.0;10.0;17.0
398;Totaal;Op instroommoment;Kop van Noord-Holland (CR);Jaar van instroom: 2009;26.0;10.0;16.0
399;Totaal;Op instroommoment;Kop van Noord-Holland (CR);Jaar van instroom: 2010;26.0;10.0;16.0
400;Totaal;Op instroommoment;Kop van Noord-Holland (CR);Jaar van instroom: 2011;26.0;10.0;16.0
401;Totaal;Op instroommoment;Kop van Noord-Holland (CR);Jaar van instroom: 2012;22.0;8.0;14.0
402;Totaal;Op instroommoment;Kop van Noord-Holland (CR);Jaar van instroom: 2013;26.0;9.0;16.0
403;Totaal;Op instroommoment;Kop van Noord-Holland (CR);Jaar van instroom: 2014;26.0;10.0;17.0
404;Totaal;Op instroommoment;Kop van Noord-Holland (CR);Jaar van instroom: 2015;26.0;10.0;17.0
405;Totaal;Op instroommoment;Kop van Noord-Holland (CR);Jaar van instroom: 2016;27.0;10.0;17.0
406;Totaal;Op instroommoment;Kop van Noord-Holland (CR);Jaar van instroom: 2017;27.0;9.0;17.0
407;Totaal;Op instroommoment;Alkmaar en omgeving (CR);Jaar van instroom: 2007;18.0;6.0;11.0
408;Totaal;Op instroommoment;Alkmaar en omgeving (CR);Jaar van instroom: 2008;17.0;6.0;11.0
409;Totaal;Op instroommoment;Alkmaar en omgeving (CR);Jaar van instroom: 2009;15.0;5.0;10.0
410;Totaal;Op instroommoment;Alkmaar en omgeving (CR);Jaar van instroom: 2010;15.0;6.0;9.0
411;Totaal;Op instroommoment;Alkmaar en omgeving (CR);Jaar van instroom: 2011;15.0;6.0;10.0
412;Totaal;Op instroommoment;Alkmaar en omgeving (CR);Jaar van instroom: 2012;14.0;5.0;9.0
413;Totaal;Op instroommoment;Alkmaar en omgeving (CR);Jaar van instroom: 2013;15.0;5.0;10.0
414;Totaal;Op instroommoment;Alkmaar en omgeving (CR);Jaar van instroom: 2014;15.0;5.0;10.0
415;Totaal;Op instroommoment;Alkmaar en omgeving (CR);Jaar van instroom: 2015;16.0;6.0;10.0
416;Totaal;Op instroommoment;Alkmaar en omgeving (CR);Jaar van instroom: 2016;16.0;6.0;11.0
417;Totaal;Op instroommoment;Alkmaar en omgeving (CR);Jaar van instroom: 2017;16.0;6.0;11.0
418;Totaal;Op instroommoment;IJmond (CR);Jaar van instroom: 2007;14.0;5.0;8.0
419;Totaal;Op instroommoment;IJmond (CR);Jaar van instroom: 2008;13.0;5.0;8.0
420;Totaal;Op instroommoment;IJmond (CR);Jaar van instroom: 2009;12.0;5.0;7.0
421;Totaal;Op instroommoment;IJmond (CR);Jaar van instroom: 2010;12.0;5.0;7.0
422;Totaal;Op instroommoment;IJmond (CR);Jaar van instroom: 2011;13.0;5.0;8.0
423;Totaal;Op instroommoment;IJmond (CR);Jaar van instroom: 2012;12.0;5.0;7.0
424;Totaal;Op instroommoment;IJmond (CR);Jaar van instroom: 2013;12.0;5.0;7.0
425;Totaal;Op instroommoment;IJmond (CR);Jaar van instroom: 2014;13.0;5.0;8.0
426;Totaal;Op instroommoment;IJmond (CR);Jaar van instroom: 2015;13.0;5.0;8.0
427;Totaal;Op instroommoment;IJmond (CR);Jaar van instroom: 2016;13.0;5.0;8.0
428;Totaal;Op instroommoment;IJmond (CR);Jaar van instroom: 2017;13.0;5.0;8.0
429;Totaal;Op instroommoment;Agglomeratie Haarlem (CR);Jaar van instroom: 2007;17.0;6.0;11.0
430;Totaal;Op instroommoment;Agglomeratie Haarlem (CR);Jaar van instroom: 2008;16.0;5.0;10.0
431;Totaal;Op instroommoment;Agglomeratie Haarlem (CR);Jaar van instroom: 2009;14.0;5.0;9.0
432;Totaal;Op instroommoment;Agglomeratie Haarlem (CR);Jaar van instroom: 2010;15.0;5.0;9.0
433;Totaal;Op instroommoment;Agglomeratie Haarlem (CR);Jaar van instroom: 2011;15.0;5.0;10.0
434;Totaal;Op instroommoment;Agglomeratie Haarlem (CR);Jaar van instroom: 2012;14.0;5.0;9.0
435;Totaal;Op instroommoment;Agglomeratie Haarlem (CR);Jaar van instroom: 2013;14.0;5.0;9.0
436;Totaal;Op instroommoment;Agglomeratie Haarlem (CR);Jaar van instroom: 2014;15.0;5.0;10.0
437;Totaal;Op instroommoment;Agglomeratie Haarlem (CR);Jaar van instroom: 2015;15.0;5.0;10.0
438;Totaal;Op instroommoment;Agglomeratie Haarlem (CR);Jaar van instroom: 2016;16.0;6.0;11.0
439;Totaal;Op instroommoment;Agglomeratie Haarlem (CR);Jaar van instroom: 2017;16.0;5.0;11.0
440;Totaal;Op instroommoment;Zaanstreek (CR);Jaar van instroom: 2007;12.0;4.0;8.0
441;Totaal;Op instroommoment;Zaanstreek (CR);Jaar van instroom: 2008;12.0;4.0;8.0
442;Totaal;Op instroommoment;Zaanstreek (CR);Jaar van instroom: 2009;11.0;4.0;7.0
443;Totaal;Op instroommoment;Zaanstreek (CR);Jaar van instroom: 2010;11.0;4.0;7.0
444;Totaal;Op instroommoment;Zaanstreek (CR);Jaar van instroom: 2011;11.0;4.0;7.0
445;Totaal;Op instroommoment;Zaanstreek (CR);Jaar van instroom: 2012;11.0;4.0;7.0
446;Totaal;Op instroommoment;Zaanstreek (CR);Jaar van instroom: 2013;11.0;4.0;7.0
447;Totaal;Op instroommoment;Zaanstreek (CR);Jaar van instroom: 2014;11.0;4.0;7.0
448;Totaal;Op instroommoment;Zaanstreek (CR);Jaar van instroom: 2015;12.0;4.0;8.0
449;Totaal;Op instroommoment;Zaanstreek (CR);Jaar van instroom: 2016;12.0;4.0;8.0
450;Totaal;Op instroommoment;Zaanstreek (CR);Jaar van instroom: 2017;12.0;4.0;8.0
451;Totaal;Op instroommoment;Groot-Amsterdam (CR);Jaar van instroom: 2007;110.0;39.0;71.0
452;Totaal;Op instroommoment;Groot-Amsterdam (CR);Jaar van instroom: 2008;105.0;39.0;67.0
453;Totaal;Op instroommoment;Groot-Amsterdam (CR);Jaar van instroom: 2009;97.0;36.0;61.0
454;Totaal;Op instroommoment;Groot-Amsterdam (CR);Jaar van instroom: 2010;101.0;38.0;63.0
455;Totaal;Op instroommoment;Groot-Amsterdam (CR);Jaar van instroom: 2011;101.0;38.0;64.0
456;Totaal;Op instroommoment;Groot-Amsterdam (CR);Jaar van instroom: 2012;99.0;36.0;63.0
457;Totaal;Op instroommoment;Groot-Amsterdam (CR);Jaar van instroom: 2013;99.0;36.0;62.0
458;Totaal;Op instroommoment;Groot-Amsterdam (CR);Jaar van instroom: 2014;105.0;38.0;67.0
459;Totaal;Op instroommoment;Groot-Amsterdam (CR);Jaar van instroom: 2015;108.0;39.0;70.0
460;Totaal;Op instroommoment;Groot-Amsterdam (CR);Jaar van instroom: 2016;113.0;39.0;74.0
461;Totaal;Op instroommoment;Groot-Amsterdam (CR);Jaar van instroom: 2017;114.0;39.0;75.0
462;Totaal;Op instroommoment;Het Gooi en Vechtstreek (CR);Jaar van instroom: 2007;17.0;6.0;11.0
463;Totaal;Op instroommoment;Het Gooi en Vechtstreek (CR);Jaar van instroom: 2008;17.0;6.0;11.0
464;Totaal;Op instroommoment;Het Gooi en Vechtstreek (CR);Jaar van instroom: 2009;15.0;5.0;10.0
465;Totaal;Op instroommoment;Het Gooi en Vechtstreek (CR);Jaar van instroom: 2010;16.0;6.0;10.0
466;Totaal;Op instroommoment;Het Gooi en Vechtstreek (CR);Jaar van instroom: 2011;16.0;6.0;10.0
467;Totaal;Op instroommoment;Het Gooi en Vechtstreek (CR);Jaar van instroom: 2012;15.0;5.0;10.0
468;Totaal;Op instroommoment;Het Gooi en Vechtstreek (CR);Jaar van instroom: 2013;15.0;5.0;10.0
469;Totaal;Op instroommoment;Het Gooi en Vechtstreek (CR);Jaar van instroom: 2014;15.0;5.0;10.0
470;Totaal;Op instroommoment;Het Gooi en Vechtstreek (CR);Jaar van instroom: 2015;16.0;6.0;10.0
471;Totaal;Op instroommoment;Het Gooi en Vechtstreek (CR);Jaar van instroom: 2016;16.0;6.0;11.0
472;Totaal;Op instroommoment;Het Gooi en Vechtstreek (CR);Jaar van instroom: 2017;17.0;6.0;11.0
473;Totaal;Op instroommoment;Agglomeratie Leiden en Bollenstreek (CR);Jaar van instroom: 2007;32.0;14.0;18.0
474;Totaal;Op instroommoment;Agglomeratie Leiden en Bollenstreek (CR);Jaar van instroom: 2008;30.0;13.0;17.0
475;Totaal;Op instroommoment;Agglomeratie Leiden en Bollenstreek (CR);Jaar van instroom: 2009;28.0;12.0;16.0
476;Totaal;Op instroommoment;Agglomeratie Leiden en Bollenstreek (CR);Jaar van instroom: 2010;29.0;12.0;17.0
477;Totaal;Op instroommoment;Agglomeratie Leiden en Bollenstreek (CR);Jaar van instroom: 2011;29.0;12.0;16.0
478;Totaal;Op instroommoment;Agglomeratie Leiden en Bollenstreek (CR);Jaar van instroom: 2012;27.0;12.0;15.0
479;Totaal;Op instroommoment;Agglomeratie Leiden en Bollenstreek (CR);Jaar van instroom: 2013;28.0;12.0;16.0
480;Totaal;Op instroommoment;Agglomeratie Leiden en Bollenstreek (CR);Jaar van instroom: 2014;29.0;12.0;17.0
481;Totaal;Op instroommoment;Agglomeratie Leiden en Bollenstreek (CR);Jaar van instroom: 2015;30.0;13.0;17.0
482;Totaal;Op instroommoment;Agglomeratie Leiden en Bollenstreek (CR);Jaar van instroom: 2016;31.0;13.0;18.0
483;Totaal;Op instroommoment;Agglomeratie Leiden en Bollenstreek (CR);Jaar van instroom: 2017;33.0;14.0;19.0
484;Totaal;Op instroommoment;Agglomeratie 's-Gravenhage (CR);Jaar van instroom: 2007;65.0;23.0;42.0
485;Totaal;Op instroommoment;Agglomeratie 's-Gravenhage (CR);Jaar van instroom: 2008;63.0;23.0;40.0
486;Totaal;Op instroommoment;Agglomeratie 's-Gravenhage (CR);Jaar van instroom: 2009;57.0;21.0;36.0
487;Totaal;Op instroommoment;Agglomeratie 's-Gravenhage (CR);Jaar van instroom: 2010;58.0;21.0;37.0
488;Totaal;Op instroommoment;Agglomeratie 's-Gravenhage (CR);Jaar van instroom: 2011;58.0;21.0;37.0
489;Totaal;Op instroommoment;Agglomeratie 's-Gravenhage (CR);Jaar van instroom: 2012;56.0;20.0;36.0
490;Totaal;Op instroommoment;Agglomeratie 's-Gravenhage (CR);Jaar van instroom: 2013;57.0;20.0;37.0
491;Totaal;Op instroommoment;Agglomeratie 's-Gravenhage (CR);Jaar van instroom: 2014;59.0;20.0;39.0
492;Totaal;Op instroommoment;Agglomeratie 's-Gravenhage (CR);Jaar van instroom: 2015;61.0;22.0;39.0
493;Totaal;Op instroommoment;Agglomeratie 's-Gravenhage (CR);Jaar van instroom: 2016;63.0;22.0;41.0
494;Totaal;Op instroommoment;Agglomeratie 's-Gravenhage (CR);Jaar van instroom: 2017;67.0;23.0;44.0
495;Totaal;Op instroommoment;Delft en Westland (CR);Jaar van instroom: 2007;18.0;8.0;10.0
496;Totaal;Op instroommoment;Delft en Westland (CR);Jaar van instroom: 2008;18.0;8.0;9.0
497;Totaal;Op instroommoment;Delft en Westland (CR);Jaar van instroom: 2009;16.0;8.0;8.0
498;Totaal;Op instroommoment;Delft en Westland (CR);Jaar van instroom: 2010;16.0;8.0;8.0
499;Totaal;Op instroommoment;Delft en Westland (CR);Jaar van instroom: 2011;17.0;8.0;8.0
500;Totaal;Op instroommoment;Delft en Westland (CR);Jaar van instroom: 2012;16.0;8.0;8.0
501;Totaal;Op instroommoment;Delft en Westland (CR);Jaar van instroom: 2013;17.0;8.0;9.0
502;Totaal;Op instroommoment;Delft en Westland (CR);Jaar van instroom: 2014;17.0;8.0;9.0
503;Totaal;Op instroommoment;Delft en Westland (CR);Jaar van instroom: 2015;18.0;9.0;9.0
504;Totaal;Op instroommoment;Delft en Westland (CR);Jaar van instroom: 2016;19.0;9.0;10.0
505;Totaal;Op instroommoment;Delft en Westland (CR);Jaar van instroom: 2017;19.0;9.0;10.0
506;Totaal;Op instroommoment;Oost-Zuid-Holland (CR);Jaar van instroom: 2007;24.0;9.0;14.0
507;Totaal;Op instroommoment;Oost-Zuid-Holland (CR);Jaar van instroom: 2008;23.0;9.0;14.0
508;Totaal;Op instroommoment;Oost-Zuid-Holland (CR);Jaar van instroom: 2009;20.0;8.0;12.0
509;Totaal;Op instroommoment;Oost-Zuid-Holland (CR);Jaar van instroom: 2010;19.0;8.0;11.0
510;Totaal;Op instroommoment;Oost-Zuid-Holland (CR);Jaar van instroom: 2011;19.0;8.0;11.0
511;Totaal;Op instroommoment;Oost-Zuid-Holland (CR);Jaar van instroom: 2012;18.0;7.0;11.0
512;Totaal;Op instroommoment;Oost-Zuid-Holland (CR);Jaar van instroom: 2013;18.0;7.0;11.0
