ID;BedrijfstakkenBranchesSBI2008;Perioden;Productie_1;GemiddeldeDagproductie_2;Productie_3;GemiddeldeDagproductie_4
331;B-E Nijverheid (geen bouw) en energie;1978 juli;47.5;47.6;3.3;3.2
332;B-E Nijverheid (geen bouw) en energie;1978 augustus;52.7;49.3;-1.5;-1.8
333;B-E Nijverheid (geen bouw) en energie;1978 september;55.5;56.2;-2.5;0.3
334;B-E Nijverheid (geen bouw) en energie;1978 oktober;62.7;61.0;4.6;1.4
335;B-E Nijverheid (geen bouw) en energie;1978 november;66.3;65.0;3.7;3.3
336;B-E Nijverheid (geen bouw) en energie;1978 december;65.7;69.5;-0.9;4.9
337;B-E Nijverheid (geen bouw) en energie;1978;58.9;58.9;0.4;0.4
338;B-E Nijverheid (geen bouw) en energie;1979 januari;65.7;63.8;5.2;5.1
339;B-E Nijverheid (geen bouw) en energie;1979 februari;60.0;64.2;2.7;2.8
340;B-E Nijverheid (geen bouw) en energie;1979 maart;64.9;62.6;2.4;2.3
341;B-E Nijverheid (geen bouw) en energie;1979 april;59.9;64.6;3.5;6.2
342;B-E Nijverheid (geen bouw) en energie;1979 mei;60.9;58.0;9.4;3.9
343;B-E Nijverheid (geen bouw) en energie;1979 juni;55.6;57.9;-4.4;1.9
344;B-E Nijverheid (geen bouw) en energie;1979 juli;50.0;48.6;5.3;2.1
345;B-E Nijverheid (geen bouw) en energie;1979 augustus;53.9;50.3;2.3;2.1
346;B-E Nijverheid (geen bouw) en energie;1979 september;56.1;58.7;1.1;4.4
347;B-E Nijverheid (geen bouw) en energie;1979 oktober;65.7;62.0;4.8;1.7
348;B-E Nijverheid (geen bouw) en energie;1979 november;69.1;67.6;4.3;4.1
349;B-E Nijverheid (geen bouw) en energie;1979 december;62.5;66.0;-4.9;-5.1
350;B-E Nijverheid (geen bouw) en energie;1979;60.4;60.4;2.5;2.5
351;B-E Nijverheid (geen bouw) en energie;1980 januari;69.3;67.4;5.4;5.7
352;B-E Nijverheid (geen bouw) en energie;1980 februari;62.6;64.4;4.4;0.2
353;B-E Nijverheid (geen bouw) en energie;1980 maart;65.9;65.6;1.4;4.8
354;B-E Nijverheid (geen bouw) en energie;1980 april;60.3;62.6;0.6;-3.1
355;B-E Nijverheid (geen bouw) en energie;1980 mei;55.3;58.5;-9.2;0.8
356;B-E Nijverheid (geen bouw) en energie;1980 juni;56.0;56.6;0.7;-2.2
357;B-E Nijverheid (geen bouw) en energie;1980 juli;48.6;45.9;-2.7;-5.5
358;B-E Nijverheid (geen bouw) en energie;1980 augustus;48.1;48.1;-10.8;-4.4
359;B-E Nijverheid (geen bouw) en energie;1980 september;54.4;53.3;-3.1;-9.2
360;B-E Nijverheid (geen bouw) en energie;1980 oktober;64.7;61.1;-1.5;-1.5
361;B-E Nijverheid (geen bouw) en energie;1980 november;64.5;66.8;-6.6;-1.2
362;B-E Nijverheid (geen bouw) en energie;1980 december;67.8;67.3;8.4;2.0
363;B-E Nijverheid (geen bouw) en energie;1980;59.8;59.8;-0.9;-0.9
364;B-E Nijverheid (geen bouw) en energie;1981 januari;64.9;64.6;-6.3;-4.1
365;B-E Nijverheid (geen bouw) en energie;1981 februari;62.6;67.0;0.0;4.1
366;B-E Nijverheid (geen bouw) en energie;1981 maart;64.9;62.7;-1.5;-4.5
367;B-E Nijverheid (geen bouw) en energie;1981 april;59.3;61.5;-1.6;-1.9
368;B-E Nijverheid (geen bouw) en energie;1981 mei;55.2;56.5;-0.2;-3.5
369;B-E Nijverheid (geen bouw) en energie;1981 juni;54.8;55.2;-2.0;-2.4
370;B-E Nijverheid (geen bouw) en energie;1981 juli;48.3;47.6;-0.6;3.7
371;B-E Nijverheid (geen bouw) en energie;1981 augustus;46.9;46.7;-2.6;-2.8
372;B-E Nijverheid (geen bouw) en energie;1981 september;54.5;53.4;0.3;0.2
373;B-E Nijverheid (geen bouw) en energie;1981 oktober;62.6;60.6;-3.3;-0.7
374;B-E Nijverheid (geen bouw) en energie;1981 november;63.8;64.5;-1.1;-3.5
375;B-E Nijverheid (geen bouw) en energie;1981 december;69.5;67.1;2.6;-0.2
376;B-E Nijverheid (geen bouw) en energie;1981;59.0;59.0;-1.4;-1.4
377;B-E Nijverheid (geen bouw) en energie;1982 januari;62.9;64.4;-3.2;-0.3
378;B-E Nijverheid (geen bouw) en energie;1982 februari;58.8;63.0;-6.1;-6.0
379;B-E Nijverheid (geen bouw) en energie;1982 maart;64.8;61.1;-0.1;-2.5
380;B-E Nijverheid (geen bouw) en energie;1982 april;57.2;59.6;-3.5;-3.1
381;B-E Nijverheid (geen bouw) en energie;1982 mei;51.1;54.3;-7.5;-3.7
382;B-E Nijverheid (geen bouw) en energie;1982 juni;53.6;52.5;-2.3;-4.9
383;B-E Nijverheid (geen bouw) en energie;1982 juli;44.4;44.7;-8.2;-6.0
384;B-E Nijverheid (geen bouw) en energie;1982 augustus;45.1;43.9;-3.7;-6.0
385;B-E Nijverheid (geen bouw) en energie;1982 september;52.4;51.7;-3.9;-3.3
386;B-E Nijverheid (geen bouw) en energie;1982 oktober;56.0;56.3;-10.6;-7.1
387;B-E Nijverheid (geen bouw) en energie;1982 november;61.0;59.4;-4.3;-7.9
388;B-E Nijverheid (geen bouw) en energie;1982 december;66.9;63.2;-3.9;-5.9
389;B-E Nijverheid (geen bouw) en energie;1982;56.2;56.2;-4.7;-4.7
390;B-E Nijverheid (geen bouw) en energie;1983 januari;61.6;61.5;-2.1;-4.4
391;B-E Nijverheid (geen bouw) en energie;1983 februari;60.6;65.1;3.1;3.3
392;B-E Nijverheid (geen bouw) en energie;1983 maart;65.7;62.1;1.3;1.5
393;B-E Nijverheid (geen bouw) en energie;1983 april;57.5;59.8;0.5;0.4
394;B-E Nijverheid (geen bouw) en energie;1983 mei;55.4;56.9;8.4;4.7
395;B-E Nijverheid (geen bouw) en energie;1983 juni;54.1;53.1;1.0;1.2
396;B-E Nijverheid (geen bouw) en energie;1983 juli;45.0;46.3;1.4;3.5
397;B-E Nijverheid (geen bouw) en energie;1983 augustus;48.5;45.9;7.3;4.4
398;B-E Nijverheid (geen bouw) en energie;1983 september;53.9;53.2;2.9;2.9
399;B-E Nijverheid (geen bouw) en energie;1983 oktober;58.4;58.8;4.3;4.4
400;B-E Nijverheid (geen bouw) en energie;1983 november;66.4;64.9;8.8;9.3
401;B-E Nijverheid (geen bouw) en energie;1983 december;68.1;67.5;1.8;6.9
402;B-E Nijverheid (geen bouw) en energie;1983;57.9;57.9;3.1;3.1
403;B-E Nijverheid (geen bouw) en energie;1984 januari;71.5;69.6;16.1;13.1
404;B-E Nijverheid (geen bouw) en energie;1984 februari;67.6;69.7;11.6;7.1
405;B-E Nijverheid (geen bouw) en energie;1984 maart;69.4;67.2;5.7;8.4
406;B-E Nijverheid (geen bouw) en energie;1984 april;58.3;62.4;1.3;4.2
407;B-E Nijverheid (geen bouw) en energie;1984 mei;60.0;58.2;8.3;2.2
408;B-E Nijverheid (geen bouw) en energie;1984 juni;53.6;55.9;-0.8;5.1
409;B-E Nijverheid (geen bouw) en energie;1984 juli;47.1;46.5;4.6;0.3
410;B-E Nijverheid (geen bouw) en energie;1984 augustus;52.1;49.2;7.5;7.3
411;B-E Nijverheid (geen bouw) en energie;1984 september;53.9;56.4;0.0;6.0
412;B-E Nijverheid (geen bouw) en energie;1984 oktober;64.3;61.1;10.2;3.9
413;B-E Nijverheid (geen bouw) en energie;1984 november;68.6;67.3;3.4;3.8
414;B-E Nijverheid (geen bouw) en energie;1984 december;65.4;68.5;-3.9;1.5
415;B-E Nijverheid (geen bouw) en energie;1984;61.0;61.0;5.3;5.3
416;B-E Nijverheid (geen bouw) en energie;1985 januari;78.9;76.7;10.3;10.1
417;B-E Nijverheid (geen bouw) en energie;1985 februari;70.3;75.3;3.9;8.0
418;B-E Nijverheid (geen bouw) en energie;1985 maart;72.8;72.1;4.9;7.2
419;B-E Nijverheid (geen bouw) en energie;1985 april;61.9;64.1;6.2;2.7
420;B-E Nijverheid (geen bouw) en energie;1985 mei;59.8;59.5;-0.3;2.3
421;B-E Nijverheid (geen bouw) en energie;1985 juni;56.4;58.5;5.2;4.8
422;B-E Nijverheid (geen bouw) en energie;1985 juli;49.7;46.9;5.5;0.9
423;B-E Nijverheid (geen bouw) en energie;1985 augustus;50.8;49.1;-2.6;-0.3
424;B-E Nijverheid (geen bouw) en energie;1985 september;55.0;55.4;1.9;-1.6
425;B-E Nijverheid (geen bouw) en energie;1985 oktober;65.5;61.9;1.8;1.4
426;B-E Nijverheid (geen bouw) en energie;1985 november;72.9;73.5;6.2;9.2
427;B-E Nijverheid (geen bouw) en energie;1985 december;66.9;67.9;2.3;-1.0
428;B-E Nijverheid (geen bouw) en energie;1985;63.4;63.4;3.9;3.9
429;B-E Nijverheid (geen bouw) en energie;1986 januari;73.0;71.4;-7.4;-6.8
430;B-E Nijverheid (geen bouw) en energie;1986 februari;71.0;75.2;1.1;-0.1
431;B-E Nijverheid (geen bouw) en energie;1986 maart;67.0;68.9;-7.9;-4.5
432;B-E Nijverheid (geen bouw) en energie;1986 april;65.6;65.2;6.0;1.8
433;B-E Nijverheid (geen bouw) en energie;1986 mei;55.1;56.6;-7.8;-4.9
434;B-E Nijverheid (geen bouw) en energie;1986 juni;56.2;56.1;-0.4;-4.2
435;B-E Nijverheid (geen bouw) en energie;1986 juli;50.4;47.8;1.4;2.0
436;B-E Nijverheid (geen bouw) en energie;1986 augustus;49.4;49.9;-2.7;1.6
437;B-E Nijverheid (geen bouw) en energie;1986 september;58.9;57.4;7.2;3.5
438;B-E Nijverheid (geen bouw) en energie;1986 oktober;65.3;62.4;-0.3;0.7
439;B-E Nijverheid (geen bouw) en energie;1986 november;66.2;69.0;-9.2;-6.2
440;B-E Nijverheid (geen bouw) en energie;1986 december;69.9;68.4;4.4;0.8
441;B-E Nijverheid (geen bouw) en energie;1986;62.3;62.3;-1.7;-1.7
442;B-E Nijverheid (geen bouw) en energie;1987 januari;73.4;74.1;0.5;3.8
443;B-E Nijverheid (geen bouw) en energie;1987 februari;67.8;71.0;-4.5;-5.5
444;B-E Nijverheid (geen bouw) en energie;1987 maart;73.8;72.6;10.0;5.4
445;B-E Nijverheid (geen bouw) en energie;1987 april;60.9;61.7;-7.3;-5.3
446;B-E Nijverheid (geen bouw) en energie;1987 mei;58.3;60.4;5.6;6.8
447;B-E Nijverheid (geen bouw) en energie;1987 juni;57.8;57.5;2.9;2.6
448;B-E Nijverheid (geen bouw) en energie;1987 juli;52.9;50.6;5.0;5.8
449;B-E Nijverheid (geen bouw) en energie;1987 augustus;50.0;51.2;1.1;2.7
450;B-E Nijverheid (geen bouw) en energie;1987 september;57.8;56.0;-1.9;-2.3
451;B-E Nijverheid (geen bouw) en energie;1987 oktober;65.8;65.4;0.7;4.8
452;B-E Nijverheid (geen bouw) en energie;1987 november;71.5;72.8;7.9;5.6
453;B-E Nijverheid (geen bouw) en energie;1987 december;72.6;69.0;3.9;0.9
454;B-E Nijverheid (geen bouw) en energie;1987;63.5;63.5;1.9;1.9
455;B-E Nijverheid (geen bouw) en energie;1988 januari;67.8;71.3;-7.7;-3.9
456;B-E Nijverheid (geen bouw) en energie;1988 februari;69.9;69.4;3.1;-2.4
457;B-E Nijverheid (geen bouw) en energie;1988 maart;73.1;70.8;-0.9;-2.5
458;B-E Nijverheid (geen bouw) en energie;1988 april;61.3;61.5;0.8;-0.3
459;B-E Nijverheid (geen bouw) en energie;1988 mei;58.6;61.6;0.6;2.0
460;B-E Nijverheid (geen bouw) en energie;1988 juni;61.5;59.2;6.4;2.9
461;B-E Nijverheid (geen bouw) en energie;1988 juli;53.7;54.9;1.6;8.5
462;B-E Nijverheid (geen bouw) en energie;1988 augustus;54.5;53.6;9.2;4.8
463;B-E Nijverheid (geen bouw) en energie;1988 september;61.8;59.7;6.9;6.5
464;B-E Nijverheid (geen bouw) en energie;1988 oktober;67.2;69.6;2.1;6.5
465;B-E Nijverheid (geen bouw) en energie;1988 november;74.5;74.3;4.2;2.1
466;B-E Nijverheid (geen bouw) en energie;1988 december;71.2;69.3;-1.9;0.3
467;B-E Nijverheid (geen bouw) en energie;1988;64.6;64.6;1.7;1.7
468;B-E Nijverheid (geen bouw) en energie;1989 januari;73.2;73.0;7.9;2.4
469;B-E Nijverheid (geen bouw) en energie;1989 februari;68.3;69.5;-2.3;0.3
470;B-E Nijverheid (geen bouw) en energie;1989 maart;72.4;72.3;-0.9;2.1
471;B-E Nijverheid (geen bouw) en energie;1989 april;69.0;68.1;12.5;10.7
472;B-E Nijverheid (geen bouw) en energie;1989 mei;63.7;65.3;8.6;6.0
473;B-E Nijverheid (geen bouw) en energie;1989 juni;63.5;60.5;3.3;2.2
474;B-E Nijverheid (geen bouw) en energie;1989 juli;54.8;56.1;1.9;2.2
475;B-E Nijverheid (geen bouw) en energie;1989 augustus;57.6;57.1;5.7;6.5
476;B-E Nijverheid (geen bouw) en energie;1989 september;62.2;60.9;0.5;2.1
477;B-E Nijverheid (geen bouw) en energie;1989 oktober;70.8;72.0;5.4;3.5
478;B-E Nijverheid (geen bouw) en energie;1989 november;77.4;77.3;3.9;3.9
479;B-E Nijverheid (geen bouw) en energie;1989 december;74.7;75.4;4.8;8.8
480;B-E Nijverheid (geen bouw) en energie;1989;67.3;67.3;4.2;4.2
481;B-E Nijverheid (geen bouw) en energie;1990 januari;77.9;76.8;6.5;5.3
482;B-E Nijverheid (geen bouw) en energie;1990 februari;67.7;68.0;-0.9;-2.1
483;B-E Nijverheid (geen bouw) en energie;1990 maart;73.0;72.6;0.9;0.5
484;B-E Nijverheid (geen bouw) en energie;1990 april;66.4;67.2;-3.7;-1.3
485;B-E Nijverheid (geen bouw) en energie;1990 mei;66.6;64.7;4.6;-0.9
486;B-E Nijverheid (geen bouw) en energie;1990 juni;63.9;64.5;0.6;6.7
487;B-E Nijverheid (geen bouw) en energie;1990 juli;59.7;60.4;9.0;7.7
488;B-E Nijverheid (geen bouw) en energie;1990 augustus;61.0;59.0;5.9;3.4
489;B-E Nijverheid (geen bouw) en energie;1990 september;66.4;68.2;6.8;12.0
490;B-E Nijverheid (geen bouw) en energie;1990 oktober;75.1;74.0;6.1;2.7
491;B-E Nijverheid (geen bouw) en energie;1990 november;79.4;77.7;2.6;0.6
492;B-E Nijverheid (geen bouw) en energie;1990 december;78.0;81.8;4.5;8.5
493;B-E Nijverheid (geen bouw) en energie;1990;69.6;69.6;3.4;3.4
494;B-E Nijverheid (geen bouw) en energie;1991 januari;80.5;78.9;3.4;2.7
495;B-E Nijverheid (geen bouw) en energie;1991 februari;76.8;77.3;13.5;13.5
496;B-E Nijverheid (geen bouw) en energie;1991 maart;72.0;73.3;-1.4;0.9
497;B-E Nijverheid (geen bouw) en energie;1991 april;68.4;68.9;3.0;2.5
498;B-E Nijverheid (geen bouw) en energie;1991 mei;69.6;67.9;4.6;4.8
499;B-E Nijverheid (geen bouw) en energie;1991 juni;65.8;67.3;3.0;4.3
500;B-E Nijverheid (geen bouw) en energie;1991 juli;62.1;61.2;3.9;1.4
501;B-E Nijverheid (geen bouw) en energie;1991 augustus;59.9;59.7;-1.9;1.2
502;B-E Nijverheid (geen bouw) en energie;1991 september;64.3;64.8;-3.1;-5.0
503;B-E Nijverheid (geen bouw) en energie;1991 oktober;77.3;75.6;2.9;2.2
504;B-E Nijverheid (geen bouw) en energie;1991 november;80.5;80.9;1.4;4.2
505;B-E Nijverheid (geen bouw) en energie;1991 december;79.6;81.0;2.0;-1.0
506;B-E Nijverheid (geen bouw) en energie;1991;71.4;71.4;2.6;2.6
507;B-E Nijverheid (geen bouw) en energie;1992 januari;81.7;80.0;1.5;1.4
508;B-E Nijverheid (geen bouw) en energie;1992 februari;74.8;74.5;-2.6;-3.5
509;B-E Nijverheid (geen bouw) en energie;1992 maart;76.8;77.6;6.6;5.9
510;B-E Nijverheid (geen bouw) en energie;1992 april;70.9;70.2;3.6;2.0
511;B-E Nijverheid (geen bouw) en energie;1992 mei;66.4;68.4;-4.6;0.8
512;B-E Nijverheid (geen bouw) en energie;1992 juni;66.4;66.7;0.9;-1.0
513;B-E Nijverheid (geen bouw) en energie;1992 juli;63.7;61.8;2.7;0.8
514;B-E Nijverheid (geen bouw) en energie;1992 augustus;56.5;58.7;-5.6;-1.8
515;B-E Nijverheid (geen bouw) en energie;1992 september;67.5;67.4;4.9;4.0
516;B-E Nijverheid (geen bouw) en energie;1992 oktober;78.9;79.2;2.1;4.7
517;B-E Nijverheid (geen bouw) en energie;1992 november;77.6;78.7;-3.6;-2.7
518;B-E Nijverheid (geen bouw) en energie;1992 december;78.8;77.0;-1.0;-5.0
519;B-E Nijverheid (geen bouw) en energie;1992;71.7;71.7;0.4;0.4
520;B-E Nijverheid (geen bouw) en energie;1993 januari;76.0;77.9;-7.0;-2.5
521;B-E Nijverheid (geen bouw) en energie;1993 februari;74.0;74.8;-1.1;0.3
522;B-E Nijverheid (geen bouw) en energie;1993 maart;78.2;77.3;1.9;-0.4
523;B-E Nijverheid (geen bouw) en energie;1993 april;68.5;67.6;-3.4;-3.7
524;B-E Nijverheid (geen bouw) en energie;1993 mei;63.7;65.9;-4.1;-3.6
525;B-E Nijverheid (geen bouw) en energie;1993 juni;66.9;66.0;0.7;-1.0
526;B-E Nijverheid (geen bouw) en energie;1993 juli;61.0;60.7;-4.3;-1.6
527;B-E Nijverheid (geen bouw) en energie;1993 augustus;58.5;59.4;3.4;1.2
528;B-E Nijverheid (geen bouw) en energie;1993 september;71.5;70.5;6.0;4.6
529;B-E Nijverheid (geen bouw) en energie;1993 oktober;75.4;77.3;-4.4;-2.4
530;B-E Nijverheid (geen bouw) en energie;1993 november;84.1;83.9;8.4;6.5
531;B-E Nijverheid (geen bouw) en energie;1993 december;82.9;79.5;5.2;3.3
532;B-E Nijverheid (geen bouw) en energie;1993;71.7;71.7;0.1;0.1
533;B-E Nijverheid (geen bouw) en energie;1994 januari;79.0;80.6;3.9;3.4
534;B-E Nijverheid (geen bouw) en energie;1994 februari;77.1;77.8;4.2;4.0
535;B-E Nijverheid (geen bouw) en energie;1994 maart;81.4;79.6;4.0;3.0
536;B-E Nijverheid (geen bouw) en energie;1994 april;72.9;73.1;6.5;8.1
537;B-E Nijverheid (geen bouw) en energie;1994 mei;68.3;69.1;7.2;4.9
538;B-E Nijverheid (geen bouw) en energie;1994 juni;70.3;68.7;5.1;4.1
539;B-E Nijverheid (geen bouw) en energie;1994 juli;62.1;63.6;1.9;4.7
540;B-E Nijverheid (geen bouw) en energie;1994 augustus;64.2;63.2;9.7;6.5
541;B-E Nijverheid (geen bouw) en energie;1994 september;73.9;72.6;3.3;2.9
542;B-E Nijverheid (geen bouw) en energie;1994 oktober;82.3;84.7;9.1;9.7
543;B-E Nijverheid (geen bouw) en energie;1994 november;81.7;80.9;-2.8;-3.6
544;B-E Nijverheid (geen bouw) en energie;1994 december;86.1;85.3;3.8;7.4
545;B-E Nijverheid (geen bouw) en energie;1994;74.9;74.9;4.5;4.5
546;B-E Nijverheid (geen bouw) en energie;1995 januari;86.5;86.6;9.6;7.4
547;B-E Nijverheid (geen bouw) en energie;1995 februari;76.8;77.4;-0.5;-0.5
548;B-E Nijverheid (geen bouw) en energie;1995 maart;87.2;84.7;7.2;6.4
549;B-E Nijverheid (geen bouw) en energie;1995 april;72.3;74.1;-0.8;1.4
550;B-E Nijverheid (geen bouw) en energie;1995 mei;73.9;72.5;8.2;4.9
551;B-E Nijverheid (geen bouw) en energie;1995 juni;73.8;72.7;5.0;5.8
552;B-E Nijverheid (geen bouw) en energie;1995 juli;63.3;65.6;1.9;3.1
553;B-E Nijverheid (geen bouw) en energie;1995 augustus;66.2;64.6;3.1;2.2
554;B-E Nijverheid (geen bouw) en energie;1995 september;73.0;73.6;-1.2;1.4
555;B-E Nijverheid (geen bouw) en energie;1995 oktober;79.7;80.4;-3.2;-5.1
556;B-E Nijverheid (geen bouw) en energie;1995 november;87.1;85.6;6.7;5.9
557;B-E Nijverheid (geen bouw) en energie;1995 december;87.2;89.3;1.3;4.6
558;B-E Nijverheid (geen bouw) en energie;1995;77.3;77.3;3.1;3.1
559;B-E Nijverheid (geen bouw) en energie;1996 januari;88.8;87.8;2.6;1.5
560;B-E Nijverheid (geen bouw) en energie;1996 februari;86.5;83.6;12.6;8.0
561;B-E Nijverheid (geen bouw) en energie;1996 maart;88.0;89.8;0.9;6.0
562;B-E Nijverheid (geen bouw) en energie;1996 april;76.1;76.8;5.2;3.7
563;B-E Nijverheid (geen bouw) en energie;1996 mei;76.6;74.8;3.6;3.2
564;B-E Nijverheid (geen bouw) en energie;1996 juni;72.0;73.9;-2.4;1.6
565;B-E Nijverheid (geen bouw) en energie;1996 juli;69.2;68.9;9.2;5.1
566;B-E Nijverheid (geen bouw) en energie;1996 augustus;66.9;66.5;1.2;2.9
567;B-E Nijverheid (geen bouw) en energie;1996 september;74.5;75.3;2.0;2.3
568;B-E Nijverheid (geen bouw) en energie;1996 oktober;83.4;81.8;4.5;1.7
569;B-E Nijverheid (geen bouw) en energie;1996 november;84.6;85.3;-2.9;-0.3
570;B-E Nijverheid (geen bouw) en energie;1996 december;86.7;88.5;-0.7;-0.9
571;B-E Nijverheid (geen bouw) en energie;1996;79.4;79.4;2.8;2.8
572;B-E Nijverheid (geen bouw) en energie;1997 januari;91.7;89.4;3.3;1.8
573;B-E Nijverheid (geen bouw) en energie;1997 februari;79.7;80.3;-7.9;-3.9
574;B-E Nijverheid (geen bouw) en energie;1997 maart;80.0;83.0;-9.1;-7.6
575;B-E Nijverheid (geen bouw) en energie;1997 april;80.7;79.4;6.0;3.3
576;B-E Nijverheid (geen bouw) en energie;1997 mei;73.8;74.0;-3.6;-1.2
577;B-E Nijverheid (geen bouw) en energie;1997 juni;73.8;74.2;2.5;0.4
578;B-E Nijverheid (geen bouw) en energie;1997 juli;70.5;69.1;2.0;0.3
579;B-E Nijverheid (geen bouw) en energie;1997 augustus;65.7;67.3;-1.8;1.2
580;B-E Nijverheid (geen bouw) en energie;1997 september;76.7;76.3;3.0;1.4
581;B-E Nijverheid (geen bouw) en energie;1997 oktober;86.2;83.9;3.4;2.6
582;B-E Nijverheid (geen bouw) en energie;1997 november;86.7;89.5;2.5;4.8
583;B-E Nijverheid (geen bouw) en energie;1997 december;87.3;86.3;0.7;-2.4
584;B-E Nijverheid (geen bouw) en energie;1997;79.4;79.4;0.0;0.0
585;B-E Nijverheid (geen bouw) en energie;1998 januari;87.0;87.8;-5.1;-1.8
586;B-E Nijverheid (geen bouw) en energie;1998 februari;80.2;80.8;0.7;0.6
587;B-E Nijverheid (geen bouw) en energie;1998 maart;86.1;86.6;7.6;4.3
588;B-E Nijverheid (geen bouw) en energie;1998 april;78.9;77.7;-2.3;-2.1
589;B-E Nijverheid (geen bouw) en energie;1998 mei;74.7;76.6;1.3;3.5
590;B-E Nijverheid (geen bouw) en energie;1998 juni;74.9;74.8;1.4;0.8
591;B-E Nijverheid (geen bouw) en energie;1998 juli;74.2;71.5;5.2;3.5
592;B-E Nijverheid (geen bouw) en energie;1998 augustus;66.4;68.6;1.0;1.9
593;B-E Nijverheid (geen bouw) en energie;1998 september;78.3;77.8;2.0;1.9
594;B-E Nijverheid (geen bouw) en energie;1998 oktober;87.5;87.4;1.5;4.1
595;B-E Nijverheid (geen bouw) en energie;1998 november;92.4;93.4;6.6;4.4
596;B-E Nijverheid (geen bouw) en energie;1998 december;90.3;87.7;3.4;1.6
597;B-E Nijverheid (geen bouw) en energie;1998;80.9;80.9;1.9;1.9
598;B-E Nijverheid (geen bouw) en energie;1999 januari;85.3;87.5;-1.9;-0.4
599;B-E Nijverheid (geen bouw) en energie;1999 februari;84.5;85.4;5.4;5.7
600;B-E Nijverheid (geen bouw) en energie;1999 maart;92.2;91.1;7.1;5.1
601;B-E Nijverheid (geen bouw) en energie;1999 april;80.2;79.2;1.7;1.9
602;B-E Nijverheid (geen bouw) en energie;1999 mei;74.4;77.0;-0.5;0.5
603;B-E Nijverheid (geen bouw) en energie;1999 juni;80.2;79.1;7.1;5.8
604;B-E Nijverheid (geen bouw) en energie;1999 juli;74.4;74.1;0.2;3.6
605;B-E Nijverheid (geen bouw) en energie;1999 augustus;70.6;71.7;6.3;4.5
606;B-E Nijverheid (geen bouw) en energie;1999 september;81.3;80.1;3.8;3.0
607;B-E Nijverheid (geen bouw) en energie;1999 oktober;86.8;88.9;-0.8;1.8
608;B-E Nijverheid (geen bouw) en energie;1999 november;95.3;95.1;3.1;1.8
609;B-E Nijverheid (geen bouw) en energie;1999 december;99.3;95.1;10.0;8.4
610;B-E Nijverheid (geen bouw) en energie;1999;83.7;83.7;3.5;3.5
611;B-E Nijverheid (geen bouw) en energie;2000 januari;93.3;94.8;9.4;8.4
612;B-E Nijverheid (geen bouw) en energie;2000 februari;92.7;90.8;9.7;6.4
613;B-E Nijverheid (geen bouw) en energie;2000 maart;99.9;98.2;8.4;7.9
614;B-E Nijverheid (geen bouw) en energie;2000 april;83.5;85.1;4.2;7.5
615;B-E Nijverheid (geen bouw) en energie;2000 mei;89.5;85.9;20.3;11.6
616;B-E Nijverheid (geen bouw) en energie;2000 juni;82.0;83.5;2.3;5.5
617;B-E Nijverheid (geen bouw) en energie;2000 juli;78.0;80.4;4.8;8.6
618;B-E Nijverheid (geen bouw) en energie;2000 augustus;78.0;76.9;10.5;7.2
619;B-E Nijverheid (geen bouw) en energie;2000 september;83.7;84.7;3.0;5.7
620;B-E Nijverheid (geen bouw) en energie;2000 oktober;92.3;93.0;6.3;4.6
621;B-E Nijverheid (geen bouw) en energie;2000 november;97.5;95.9;2.3;0.8
622;B-E Nijverheid (geen bouw) en energie;2000 december;92.6;93.7;-6.7;-1.5
623;B-E Nijverheid (geen bouw) en energie;2000;88.6;88.6;5.8;5.8
624;B-E Nijverheid (geen bouw) en energie;2001 januari;98.3;97.0;5.4;2.3
625;B-E Nijverheid (geen bouw) en energie;2001 februari;91.1;90.3;-1.7;-0.5
626;B-E Nijverheid (geen bouw) en energie;2001 maart;99.7;99.6;-0.2;1.4
627;B-E Nijverheid (geen bouw) en energie;2001 april;87.6;88.5;4.8;4.0
628;B-E Nijverheid (geen bouw) en energie;2001 mei;89.7;87.5;0.2;1.9
629;B-E Nijverheid (geen bouw) en energie;2001 juni;83.3;83.9;1.5;0.5
630;B-E Nijverheid (geen bouw) en energie;2001 juli;78.4;79.2;0.6;-1.5
631;B-E Nijverheid (geen bouw) en energie;2001 augustus;79.3;77.6;1.7;0.9
632;B-E Nijverheid (geen bouw) en energie;2001 september;83.5;86.5;-0.3;2.2
633;B-E Nijverheid (geen bouw) en energie;2001 oktober;91.9;90.2;-0.4;-3.1
634;B-E Nijverheid (geen bouw) en energie;2001 november;98.2;96.7;0.7;0.8
635;B-E Nijverheid (geen bouw) en energie;2001 december;94.1;97.9;1.6;4.5
