ID;Voertuigsoort;BedrijfstakkenBranchesSBI2008;KenmerkenVrachtautoSEnTrekkers;Perioden;VoertuigenInGebruik_1
229;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 3 of 4 jaar;2019;1622
230;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 3 of 4 jaar;2020;1856
231;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 3 of 4 jaar;2021;1873
232;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 3 of 4 jaar;2022;2112
233;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 3 of 4 jaar;2023;1978
234;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 5 of 6 jaar;2018;1348
235;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 5 of 6 jaar;2019;1163
236;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 5 of 6 jaar;2020;1218
237;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 5 of 6 jaar;2021;1635
238;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 5 of 6 jaar;2022;1892
239;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 5 of 6 jaar;2023;1875
240;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 7 of 8 jaar;2018;1407
241;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 7 of 8 jaar;2019;1380
242;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 7 of 8 jaar;2020;1205
243;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 7 of 8 jaar;2021;1084
244;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 7 of 8 jaar;2022;1184
245;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 7 of 8 jaar;2023;1544
246;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 9 tot 12 jaar;2018;2443
247;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 9 tot 12 jaar;2019;2279
248;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 9 tot 12 jaar;2020;1807
249;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 9 tot 12 jaar;2021;1634
250;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 9 tot 12 jaar;2022;1556
251;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 9 tot 12 jaar;2023;1415
252;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 12 tot 15 jaar;2018;1158
253;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 12 tot 15 jaar;2019;1337
254;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 12 tot 15 jaar;2020;1576
255;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 12 tot 15 jaar;2021;1558
256;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 12 tot 15 jaar;2022;1383
257;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 12 tot 15 jaar;2023;1179
258;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 15 tot 20 jaar;2018;1021
259;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 15 tot 20 jaar;2019;935
260;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 15 tot 20 jaar;2020;831
261;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 15 tot 20 jaar;2021;921
262;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 15 tot 20 jaar;2022;1031
263;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 15 tot 20 jaar;2023;1209
264;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 20 jaar of ouder;2018;720
265;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 20 jaar of ouder;2019;779
266;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 20 jaar of ouder;2020;795
267;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 20 jaar of ouder;2021;858
268;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 20 jaar of ouder;2022;892
269;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Leeftijd: 20 jaar of ouder;2023;901
270;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 0;2018;365
271;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 0;2019;356
272;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 0;2020;339
273;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 0;2021;323
274;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 0;2022;304
275;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 0;2023;295
276;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 1;2018;141
277;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 1;2019;120
278;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 1;2020;88
279;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 1;2021;84
280;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 1;2022;79
281;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 1;2023;80
282;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 2;2018;591
283;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 2;2019;487
284;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 2;2020;396
285;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 2;2021;337
286;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 2;2022;296
287;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 2;2023;255
288;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 3;2018;1532
289;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 3;2019;1280
290;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 3;2020;1019
291;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 3;2021;882
292;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 3;2022;771
293;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 3;2023;649
294;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 4;2018;926
295;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 4;2019;847
296;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 4;2020;734
297;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 4;2021;640
298;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 4;2022;563
299;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 4;2023;490
300;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 5 en EEV;2018;4535
301;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 5 en EEV;2019;4219
302;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 5 en EEV;2020;3627
303;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 5 en EEV;2021;3217
304;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 5 en EEV;2022;2838
305;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 5 en EEV;2023;2431
306;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 6;2018;3853
307;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 6;2019;5113
308;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 6;2020;5921
309;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 6;2021;6800
310;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 6;2022;7308
311;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: euro 6;2023;8109
312;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: onbekend;2018;0
313;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: onbekend;2019;0
314;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: onbekend;2020;0
315;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: onbekend;2021;0
316;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: onbekend;2022;0
317;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Milieuklasse: onbekend;2023;0
318;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: tot 7 000 kg;2018;2421
319;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: tot 7 000 kg;2019;2459
320;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: tot 7 000 kg;2020;2464
321;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: tot 7 000 kg;2021;2541
322;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: tot 7 000 kg;2022;2502
323;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: tot 7 000 kg;2023;2490
324;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 7 000 tot 12 000 kg;2018;2499
325;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 7 000 tot 12 000 kg;2019;2559
326;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 7 000 tot 12 000 kg;2020;2401
327;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 7 000 tot 12 000 kg;2021;2342
328;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 7 000 tot 12 000 kg;2022;2320
329;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 7 000 tot 12 000 kg;2023;2303
330;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 12 000 tot 18 000 kg;2018;2355
331;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 12 000 tot 18 000 kg;2019;2519
332;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 12 000 tot 18 000 kg;2020;2421
333;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 12 000 tot 18 000 kg;2021;2439
334;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 12 000 tot 18 000 kg;2022;2421
335;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 12 000 tot 18 000 kg;2023;2494
336;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 18 000 tot 40 000 kg;2018;2069
337;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 18 000 tot 40 000 kg;2019;2184
338;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 18 000 tot 40 000 kg;2020;2220
339;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 18 000 tot 40 000 kg;2021;2241
340;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 18 000 tot 40 000 kg;2022;2214
341;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 18 000 tot 40 000 kg;2023;2262
342;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 40 000 kg of meer;2018;2597
343;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 40 000 kg of meer;2019;2697
344;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 40 000 kg of meer;2020;2615
345;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 40 000 kg of meer;2021;2717
346;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 40 000 kg of meer;2022;2696
347;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 40 000 kg of meer;2023;2757
348;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: onbekend;2018;2
349;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: onbekend;2019;4
350;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: onbekend;2020;3
351;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: onbekend;2021;3
352;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: onbekend;2022;6
353;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Laadvermogen: onbekend;2023;3
354;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: tot 10000 kg;2018;1672
355;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: tot 10000 kg;2019;1734
356;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: tot 10000 kg;2020;1696
357;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: tot 10000 kg;2021;1789
358;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: tot 10000 kg;2022;1748
359;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: tot 10000 kg;2023;1725
360;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 10000 tot 20000 kg;2018;2716
361;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 10000 tot 20000 kg;2019;2660
362;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 10000 tot 20000 kg;2020;2528
363;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 10000 tot 20000 kg;2021;2420
364;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 10000 tot 20000 kg;2022;2366
365;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 10000 tot 20000 kg;2023;2307
366;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 20000 kg of meer;2018;7554
367;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 20000 kg of meer;2019;8027
368;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 20000 kg of meer;2020;7898
369;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 20000 kg of meer;2021;8073
370;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 20000 kg of meer;2022;8042
371;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 20000 kg of meer;2023;8276
372;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2018;1
373;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2019;1
374;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2020;2
375;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2021;1
376;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2022;3
377;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2023;1
378;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 0 tot 210 cm;2018;997
379;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 0 tot 210 cm;2019;1066
380;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 0 tot 210 cm;2020;1039
381;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 0 tot 210 cm;2021;1075
382;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 0 tot 210 cm;2022;1092
383;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 0 tot 210 cm;2023;1110
384;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 210 tot 240 cm;2018;798
385;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 210 tot 240 cm;2019;768
386;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 210 tot 240 cm;2020;727
387;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 210 tot 240 cm;2021;786
388;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 210 tot 240 cm;2022;739
389;Vrachtauto's en trekkers voor oplegger;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 210 tot 240 cm;2023;706
